ward,precinct,total,Charlie Watts (McCain),Charlie Watts (McCain) Percent,"John Fogarty, Jr. (McCain)","John Fogarty, Jr. (McCain) Percent",Rich Daniels (Romney),Rich Daniels (Romney) Percent,Jerry Graunke (Romney),Jerry Graunke (Romney) Percent,Anthony B. Sanders (Paul),Anthony B. Sanders (Paul) Percent,William M. Locke (Paul),William M. Locke (Paul) Percent,Chester Hornowski (Thompson),Chester Hornowski (Thompson) Percent,Russ Stewart (Thompson),Russ Stewart (Thompson) Percent,Angelo ''Skip'' Saviano (Giuliani),Angelo ''Skip'' Saviano (Giuliani) Percent,Peter Friedman (Giuliani),Peter Friedman (Giuliani) Percent,precinct_id
38,50,50,10,20.0,18,36.0,7,14.0,3,6.0,2,4.0,1,2.0,3,6.0,2,4.0,2,4.0,2,4.0,38050
38,51,31,6,19.35,6,19.35,3,9.68,2,6.45,3,9.68,1,3.23,2,6.45,2,6.45,4,12.9,2,6.45,38051
38,52,37,10,27.03,10,27.03,6,16.22,5,13.51,3,8.11,1,2.7,2,5.41,0,0.0,0,0.0,0,0.0,38052
38,53,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,38053
39,1,59,20,33.9,20,33.9,7,11.86,8,13.56,2,3.39,2,3.39,0,0.0,0,0.0,0,0.0,0,0.0,39001
39,2,73,18,24.66,20,27.4,11,15.07,4,5.48,3,4.11,2,2.74,3,4.11,3,4.11,2,2.74,7,9.59,39002
39,3,65,19,29.23,21,32.31,10,15.38,9,13.85,2,3.08,2,3.08,2,3.08,0,0.0,0,0.0,0,0.0,39003
39,4,43,11,25.58,11,25.58,8,18.6,8,18.6,2,4.65,0,0.0,1,2.33,1,2.33,1,2.33,0,0.0,39004
39,5,52,10,19.23,13,25.0,13,25.0,9,17.31,2,3.85,0,0.0,1,1.92,2,3.85,1,1.92,1,1.92,39005
39,6,67,14,20.9,19,28.36,9,13.43,7,10.45,6,8.96,6,8.96,0,0.0,1,1.49,2,2.99,3,4.48,39006
39,7,18,2,11.11,1,5.56,3,16.67,2,11.11,3,16.67,3,16.67,1,5.56,1,5.56,1,5.56,1,5.56,39007
39,8,27,7,25.93,7,25.93,5,18.52,5,18.52,0,0.0,1,3.7,0,0.0,1,3.7,0,0.0,1,3.7,39008
39,9,36,7,19.44,8,22.22,6,16.67,6,16.67,6,16.67,3,8.33,0,0.0,0,0.0,0,0.0,0,0.0,39009
39,10,21,2,9.52,2,9.52,5,23.81,3,14.29,3,14.29,4,19.05,0,0.0,0,0.0,1,4.76,1,4.76,39010
39,11,43,12,27.91,10,23.26,5,11.63,4,9.3,4,9.3,4,9.3,0,0.0,0,0.0,3,6.98,1,2.33,39011
39,12,30,10,33.33,12,40.0,2,6.67,0,0.0,1,3.33,3,10.0,1,3.33,0,0.0,0,0.0,1,3.33,39012
39,13,20,5,25.0,3,15.0,4,20.0,3,15.0,3,15.0,2,10.0,0,0.0,0,0.0,0,0.0,0,0.0,39013
39,14,31,12,38.71,9,29.03,3,9.68,2,6.45,2,6.45,3,9.68,0,0.0,0,0.0,0,0.0,0,0.0,39014
39,15,64,19,29.69,20,31.25,9,14.06,9,14.06,2,3.13,1,1.56,1,1.56,2,3.13,0,0.0,1,1.56,39015
39,16,53,13,24.53,14,26.42,9,16.98,4,7.55,4,7.55,3,5.66,1,1.89,0,0.0,2,3.77,3,5.66,39016
39,17,43,8,18.6,6,13.95,7,16.28,6,13.95,3,6.98,2,4.65,1,2.33,2,4.65,5,11.63,3,6.98,39017
39,18,64,16,25.0,18,28.13,9,14.06,7,10.94,5,7.81,3,4.69,0,0.0,1,1.56,3,4.69,2,3.13,39018
39,19,37,9,24.32,11,29.73,4,10.81,2,5.41,3,8.11,2,5.41,3,8.11,0,0.0,2,5.41,1,2.7,39019
39,20,85,22,25.88,23,27.06,16,18.82,11,12.94,5,5.88,4,4.71,1,1.18,1,1.18,1,1.18,1,1.18,39020
39,21,22,3,13.64,4,18.18,7,31.82,6,27.27,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,1,4.55,39021
39,22,28,6,21.43,6,21.43,3,10.71,4,14.29,5,17.86,3,10.71,0,0.0,1,3.57,0,0.0,0,0.0,39022
39,23,21,9,42.86,8,38.1,2,9.52,2,9.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39023
39,24,29,5,17.24,11,37.93,5,17.24,2,6.9,2,6.9,1,3.45,0,0.0,0,0.0,1,3.45,2,6.9,39024
39,25,57,14,24.56,16,28.07,8,14.04,4,7.02,4,7.02,2,3.51,3,5.26,1,1.75,3,5.26,2,3.51,39025
39,26,81,24,29.63,29,35.8,10,12.35,11,13.58,2,2.47,1,1.23,1,1.23,1,1.23,1,1.23,1,1.23,39026
39,27,53,14,26.42,16,30.19,5,9.43,4,7.55,5,9.43,6,11.32,0,0.0,0,0.0,2,3.77,1,1.89,39027
39,28,36,14,38.89,15,41.67,2,5.56,2,5.56,1,2.78,0,0.0,1,2.78,1,2.78,0,0.0,0,0.0,39028
39,29,44,12,27.27,16,36.36,4,9.09,5,11.36,3,6.82,2,4.55,1,2.27,1,2.27,0,0.0,0,0.0,39029
39,30,17,5,29.41,4,23.53,5,29.41,2,11.76,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,0,0.0,39030
39,31,28,3,10.71,5,17.86,10,35.71,6,21.43,3,10.71,1,3.57,0,0.0,0,0.0,0,0.0,0,0.0,39031
39,32,21,6,28.57,4,19.05,4,19.05,3,14.29,1,4.76,1,4.76,0,0.0,0,0.0,1,4.76,1,4.76,39032
39,33,38,7,18.42,9,23.68,6,15.79,4,10.53,3,7.89,3,7.89,1,2.63,1,2.63,3,7.89,1,2.63,39033
39,34,67,18,26.87,20,29.85,7,10.45,6,8.96,6,8.96,6,8.96,3,4.48,0,0.0,1,1.49,0,0.0,39034
39,35,60,16,26.67,16,26.67,6,10.0,9,15.0,3,5.0,3,5.0,2,3.33,2,3.33,1,1.67,2,3.33,39035
39,36,36,6,16.67,7,19.44,8,22.22,7,19.44,1,2.78,1,2.78,4,11.11,1,2.78,0,0.0,1,2.78,39036
39,37,77,17,22.08,17,22.08,16,20.78,12,15.58,7,9.09,4,5.19,1,1.3,0,0.0,2,2.6,1,1.3,39037
39,38,63,26,41.27,21,33.33,2,3.17,3,4.76,4,6.35,3,4.76,2,3.17,1,1.59,1,1.59,0,0.0,39038
39,39,19,6,31.58,4,21.05,1,5.26,1,5.26,3,15.79,2,10.53,1,5.26,1,5.26,0,0.0,0,0.0,39039
39,40,32,6,18.75,6,18.75,7,21.88,7,21.88,2,6.25,1,3.13,0,0.0,0,0.0,2,6.25,1,3.13,39040
39,41,27,8,29.63,10,37.04,3,11.11,3,11.11,0,0.0,0,0.0,0,0.0,0,0.0,2,7.41,1,3.7,39041
39,42,49,14,28.57,15,30.61,9,18.37,8,16.33,1,2.04,1,2.04,0,0.0,0,0.0,1,2.04,0,0.0,39042
39,43,54,8,14.81,12,22.22,13,24.07,11,20.37,4,7.41,5,9.26,0,0.0,0,0.0,1,1.85,0,0.0,39043
39,44,32,9,28.13,7,21.88,8,25.0,4,12.5,3,9.38,1,3.13,0,0.0,0,0.0,0,0.0,0,0.0,39044
39,45,22,6,27.27,6,27.27,5,22.73,4,18.18,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,0,0.0,39045
39,46,22,6,27.27,6,27.27,5,22.73,3,13.64,1,4.55,0,0.0,0,0.0,1,4.55,0,0.0,0,0.0,39046
39,47,33,8,24.24,9,27.27,6,18.18,4,12.12,0,0.0,1,3.03,1,3.03,1,3.03,1,3.03,2,6.06,39047
40,1,28,9,32.14,9,32.14,3,10.71,1,3.57,1,3.57,2,7.14,1,3.57,2,7.14,0,0.0,0,0.0,40001
40,2,26,4,15.38,4,15.38,4,15.38,3,11.54,2,7.69,3,11.54,0,0.0,0,0.0,3,11.54,3,11.54,40002
40,5,25,9,36.0,10,40.0,3,12.0,1,4.0,1,4.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,40005
40,6,32,4,12.5,5,15.63,7,21.88,6,18.75,4,12.5,4,12.5,1,3.13,1,3.13,0,0.0,0,0.0,40006
40,10,40,8,20.0,8,20.0,7,17.5,5,12.5,6,15.0,4,10.0,1,2.5,0,0.0,0,0.0,1,2.5,40010
40,14,47,13,27.66,11,23.4,6,12.77,5,10.64,5,10.64,5,10.64,0,0.0,0,0.0,0,0.0,2,4.26,40014
40,15,21,9,42.86,7,33.33,2,9.52,2,9.52,0,0.0,1,4.76,0,0.0,0,0.0,0,0.0,0,0.0,40015
40,17,13,5,38.46,6,46.15,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40017
40,19,44,10,22.73,11,25.0,9,20.45,6,13.64,2,4.55,2,4.55,3,6.82,1,2.27,0,0.0,0,0.0,40019
40,20,33,7,21.21,9,27.27,6,18.18,6,18.18,1,3.03,1,3.03,0,0.0,0,0.0,3,9.09,0,0.0,40020
40,21,31,13,41.94,12,38.71,1,3.23,0,0.0,2,6.45,2,6.45,0,0.0,0,0.0,1,3.23,0,0.0,40021
40,23,36,9,25.0,11,30.56,7,19.44,5,13.89,0,0.0,0,0.0,0,0.0,0,0.0,2,5.56,2,5.56,40023
40,24,28,8,28.57,9,32.14,3,10.71,3,10.71,1,3.57,1,3.57,0,0.0,0,0.0,2,7.14,1,3.57,40024
40,25,28,10,35.71,8,28.57,3,10.71,1,3.57,1,3.57,1,3.57,2,7.14,1,3.57,1,3.57,0,0.0,40025
40,29,45,12,26.67,11,24.44,6,13.33,7,15.56,2,4.44,2,4.44,0,0.0,0,0.0,2,4.44,3,6.67,40029
40,30,31,5,16.13,5,16.13,8,25.81,6,19.35,4,12.9,3,9.68,0,0.0,0,0.0,0,0.0,0,0.0,40030
40,31,38,15,39.47,16,42.11,1,2.63,3,7.89,1,2.63,1,2.63,1,2.63,0,0.0,0,0.0,0,0.0,40031
40,32,33,7,21.21,5,15.15,6,18.18,8,24.24,3,9.09,2,6.06,0,0.0,0,0.0,0,0.0,2,6.06,40032
40,34,25,10,40.0,9,36.0,1,4.0,1,4.0,1,4.0,1,4.0,0,0.0,0,0.0,1,4.0,1,4.0,40034
40,36,43,11,25.58,12,27.91,7,16.28,7,16.28,2,4.65,1,2.33,1,2.33,0,0.0,1,2.33,1,2.33,40036
40,38,10,4,40.0,4,40.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40038
40,40,38,10,26.32,10,26.32,9,23.68,7,18.42,1,2.63,1,2.63,0,0.0,0,0.0,0,0.0,0,0.0,40040
40,41,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40041
40,44,31,8,25.81,9,29.03,4,12.9,4,12.9,0,0.0,0,0.0,2,6.45,2,6.45,1,3.23,1,3.23,40044
40,45,72,20,27.78,20,27.78,8,11.11,6,8.33,6,8.33,3,4.17,3,4.17,2,2.78,4,5.56,0,0.0,40045
40,48,37,6,16.22,8,21.62,10,27.03,10,27.03,0,0.0,1,2.7,0,0.0,1,2.7,0,0.0,1,2.7,40048
40,49,41,15,36.59,15,36.59,4,9.76,3,7.32,2,4.88,1,2.44,0,0.0,0,0.0,0,0.0,1,2.44,40049
41,3,83,22,26.51,23,27.71,12,14.46,11,13.25,5,6.02,3,3.61,1,1.2,1,1.2,4,4.82,1,1.2,41003
41,6,100,24,24.0,25,25.0,19,19.0,20,20.0,2,2.0,3,3.0,3,3.0,1,1.0,3,3.0,0,0.0,41006
41,9,114,41,35.96,39,34.21,13,11.4,11,9.65,1,0.88,2,1.75,3,2.63,1,0.88,2,1.75,1,0.88,41009
41,10,57,15,26.32,16,28.07,8,14.04,10,17.54,2,3.51,3,5.26,1,1.75,0,0.0,2,3.51,0,0.0,41010
41,12,83,23,27.71,29,34.94,10,12.05,8,9.64,5,6.02,1,1.2,4,4.82,2,2.41,0,0.0,1,1.2,41012
41,14,96,28,29.17,27,28.13,18,18.75,18,18.75,2,2.08,2,2.08,0,0.0,0,0.0,0,0.0,1,1.04,41014
41,16,93,22,23.66,21,22.58,13,13.98,12,12.9,5,5.38,5,5.38,2,2.15,1,1.08,9,9.68,3,3.23,41016
41,19,110,31,28.18,36,32.73,16,14.55,14,12.73,2,1.82,4,3.64,1,0.91,1,0.91,3,2.73,2,1.82,41019
41,21,151,33,21.85,37,24.5,29,19.21,26,17.22,8,5.3,8,5.3,1,0.66,0,0.0,5,3.31,4,2.65,41021
41,22,113,30,26.55,36,31.86,16,14.16,14,12.39,1,0.88,2,1.77,3,2.65,2,1.77,8,7.08,1,0.88,41022
41,23,103,28,27.18,32,31.07,13,12.62,8,7.77,4,3.88,4,3.88,7,6.8,2,1.94,4,3.88,1,0.97,41023
41,24,98,25,25.51,25,25.51,17,17.35,15,15.31,4,4.08,2,2.04,2,2.04,0,0.0,6,6.12,2,2.04,41024
41,30,81,26,32.1,29,35.8,11,13.58,6,7.41,2,2.47,3,3.7,0,0.0,1,1.23,2,2.47,1,1.23,41030
41,35,146,40,27.4,44,30.14,20,13.7,17,11.64,4,2.74,5,3.42,6,4.11,3,2.05,6,4.11,1,0.68,41035
41,38,124,33,26.61,37,29.84,19,15.32,14,11.29,7,5.65,7,5.65,3,2.42,0,0.0,3,2.42,1,0.81,41038
41,39,60,13,21.67,16,26.67,12,20.0,10,16.67,4,6.67,2,3.33,0,0.0,0,0.0,2,3.33,1,1.67,41039
41,44,129,28,21.71,28,21.71,27,20.93,26,20.16,5,3.88,4,3.1,4,3.1,0,0.0,4,3.1,3,2.33,41044
41,46,87,22,25.29,25,28.74,13,14.94,8,9.2,3,3.45,3,3.45,5,5.75,4,4.6,3,3.45,1,1.15,41046
41,47,128,34,26.56,38,29.69,25,19.53,24,18.75,3,2.34,1,0.78,0,0.0,1,0.78,1,0.78,1,0.78,41047
41,50,94,25,26.6,27,28.72,12,12.77,10,10.64,2,2.13,1,1.06,6,6.38,3,3.19,7,7.45,1,1.06,41050
41,51,83,24,28.92,29,34.94,13,15.66,12,14.46,0,0.0,0,0.0,1,1.2,0,0.0,4,4.82,0,0.0,41051
41,53,96,26,27.08,29,30.21,14,14.58,13,13.54,5,5.21,3,3.13,4,4.17,1,1.04,1,1.04,0,0.0,41053
41,54,73,18,24.66,24,32.88,12,16.44,12,16.44,2,2.74,3,4.11,0,0.0,0,0.0,2,2.74,0,0.0,41054
41,57,61,13,21.31,16,26.23,15,24.59,12,19.67,2,3.28,1,1.64,0,0.0,0,0.0,2,3.28,0,0.0,41057
43,2,79,25,31.65,22,27.85,9,11.39,10,12.66,3,3.8,4,5.06,1,1.27,1,1.27,2,2.53,2,2.53,43002
43,6,48,7,14.58,11,22.92,6,12.5,5,10.42,10,20.83,7,14.58,0,0.0,0,0.0,1,2.08,1,2.08,43006
43,7,91,22,24.18,20,21.98,20,21.98,15,16.48,4,4.4,3,3.3,1,1.1,0,0.0,3,3.3,3,3.3,43007
43,8,77,19,24.68,21,27.27,16,20.78,14,18.18,2,2.6,2,2.6,0,0.0,1,1.3,1,1.3,1,1.3,43008
43,12,119,32,26.89,31,26.05,23,19.33,18,15.13,5,4.2,3,2.52,3,2.52,3,2.52,0,0.0,1,0.84,43012
43,14,80,28,35.0,25,31.25,13,16.25,11,13.75,0,0.0,0,0.0,0,0.0,0,0.0,1,1.25,2,2.5,43014
43,17,127,40,31.5,47,37.01,19,14.96,16,12.6,1,0.79,1,0.79,0,0.0,0,0.0,1,0.79,2,1.57,43017
43,20,79,18,22.78,20,25.32,10,12.66,9,11.39,6,7.59,7,8.86,2,2.53,2,2.53,4,5.06,1,1.27,43020
43,21,75,25,33.33,23,30.67,8,10.67,10,13.33,4,5.33,4,5.33,0,0.0,0,0.0,0,0.0,1,1.33,43021
43,22,88,32,36.36,31,35.23,10,11.36,8,9.09,2,2.27,2,2.27,1,1.14,1,1.14,1,1.14,0,0.0,43022
43,27,82,18,21.95,18,21.95,20,24.39,19,23.17,2,2.44,2,2.44,1,1.22,1,1.22,0,0.0,1,1.22,43027
43,29,86,22,25.58,22,25.58,13,15.12,12,13.95,3,3.49,2,2.33,1,1.16,1,1.16,5,5.81,5,5.81,43029
43,31,85,23,27.06,24,28.24,15,17.65,9,10.59,1,1.18,2,2.35,2,2.35,2,2.35,4,4.71,3,3.53,43031
43,32,71,20,28.17,20,28.17,10,14.08,9,12.68,3,4.23,4,5.63,3,4.23,2,2.82,0,0.0,0,0.0,43032
43,33,61,13,21.31,14,22.95,14,22.95,13,21.31,1,1.64,1,1.64,0,0.0,0,0.0,2,3.28,3,4.92,43033
43,34,51,16,31.37,16,31.37,7,13.73,7,13.73,2,3.92,2,3.92,0,0.0,0,0.0,0,0.0,1,1.96,43034
43,38,62,14,22.58,18,29.03,11,17.74,8,12.9,3,4.84,4,6.45,1,1.61,1,1.61,2,3.23,0,0.0,43038
43,43,100,31,31.0,32,32.0,14,14.0,13,13.0,2,2.0,1,1.0,3,3.0,0,0.0,2,2.0,2,2.0,43043
43,44,95,31,32.63,28,29.47,13,13.68,14,14.74,1,1.05,2,2.11,1,1.05,1,1.05,2,2.11,2,2.11,43044
43,45,34,11,32.35,9,26.47,6,17.65,5,14.71,0,0.0,0,0.0,0,0.0,0,0.0,1,2.94,2,5.88,43045
43,48,89,31,34.83,33,37.08,10,11.24,10,11.24,2,2.25,2,2.25,0,0.0,0,0.0,1,1.12,0,0.0,43048
43,50,71,18,25.35,19,26.76,10,14.08,8,11.27,5,7.04,6,8.45,0,0.0,0,0.0,2,2.82,3,4.23,43050
43,53,110,32,29.09,34,30.91,17,15.45,12,10.91,4,3.64,4,3.64,0,0.0,0,0.0,2,1.82,5,4.55,43053
43,56,65,25,38.46,25,38.46,4,6.15,4,6.15,2,3.08,2,3.08,0,0.0,0,0.0,1,1.54,2,3.08,43056
43,57,93,21,22.58,25,26.88,19,20.43,20,21.51,2,2.15,4,4.3,1,1.08,0,0.0,0,0.0,1,1.08,43057
43,58,59,25,42.37,22,37.29,3,5.08,2,3.39,0,0.0,0,0.0,0,0.0,0,0.0,4,6.78,3,5.08,43058
43,59,92,27,29.35,28,30.43,15,16.3,13,14.13,3,3.26,2,2.17,0,0.0,0,0.0,3,3.26,1,1.09,43059
44,1,63,20,31.75,21,33.33,6,9.52,6,9.52,4,6.35,4,6.35,0,0.0,0,0.0,1,1.59,1,1.59,44001
44,2,44,15,34.09,15,34.09,5,11.36,4,9.09,1,2.27,1,2.27,0,0.0,0,0.0,2,4.55,1,2.27,44002
44,5,81,18,22.22,18,22.22,14,17.28,12,14.81,5,6.17,6,7.41,0,0.0,0,0.0,4,4.94,4,4.94,44005
44,6,79,22,27.85,24,30.38,7,8.86,5,6.33,8,10.13,6,7.59,3,3.8,3,3.8,1,1.27,0,0.0,44006
44,8,34,8,23.53,11,32.35,4,11.76,3,8.82,2,5.88,2,5.88,0,0.0,0,0.0,3,8.82,1,2.94,44008
44,9,83,28,33.73,25,30.12,12,14.46,9,10.84,3,3.61,2,2.41,1,1.2,0,0.0,2,2.41,1,1.2,44009
44,10,61,11,18.03,14,22.95,12,19.67,10,16.39,5,8.2,4,6.56,0,0.0,0,0.0,3,4.92,2,3.28,44010
44,11,66,19,28.79,15,22.73,11,16.67,11,16.67,4,6.06,5,7.58,1,1.52,0,0.0,0,0.0,0,0.0,44011
44,12,47,18,38.3,19,40.43,5,10.64,5,10.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44012
44,13,73,25,34.25,27,36.99,8,10.96,8,10.96,2,2.74,3,4.11,0,0.0,0,0.0,0,0.0,0,0.0,44013
44,14,48,13,27.08,13,27.08,6,12.5,6,12.5,3,6.25,3,6.25,0,0.0,0,0.0,1,2.08,3,6.25,44014
44,15,78,18,23.08,17,21.79,12,15.38,14,17.95,4,5.13,4,5.13,0,0.0,1,1.28,4,5.13,4,5.13,44015
44,16,59,18,30.51,19,32.2,7,11.86,8,13.56,2,3.39,2,3.39,1,1.69,1,1.69,1,1.69,0,0.0,44016
44,17,76,17,22.37,16,21.05,17,22.37,15,19.74,6,7.89,3,3.95,0,0.0,0,0.0,1,1.32,1,1.32,44017
44,18,55,14,25.45,13,23.64,10,18.18,8,14.55,1,1.82,1,1.82,1,1.82,1,1.82,3,5.45,3,5.45,44018
44,19,31,8,25.81,6,19.35,8,25.81,5,16.13,1,3.23,1,3.23,0,0.0,1,3.23,1,3.23,0,0.0,44019
44,20,64,19,29.69,19,29.69,6,9.38,4,6.25,6,9.38,5,7.81,2,3.13,2,3.13,1,1.56,0,0.0,44020
44,21,84,17,20.24,26,30.95,11,13.1,9,10.71,8,9.52,9,10.71,1,1.19,0,0.0,2,2.38,1,1.19,44021
44,22,86,31,36.05,29,33.72,8,9.3,5,5.81,4,4.65,3,3.49,0,0.0,0,0.0,4,4.65,2,2.33,44022
44,23,65,21,32.31,19,29.23,7,10.77,3,4.62,6,9.23,4,6.15,1,1.54,0,0.0,2,3.08,2,3.08,44023
44,24,53,14,26.42,14,26.42,8,15.09,6,11.32,6,11.32,4,7.55,0,0.0,0,0.0,0,0.0,1,1.89,44024
44,25,99,29,29.29,30,30.3,17,17.17,11,11.11,3,3.03,2,2.02,2,2.02,1,1.01,2,2.02,2,2.02,44025
44,26,64,20,31.25,22,34.38,6,9.38,4,6.25,4,6.25,4,6.25,1,1.56,0,0.0,2,3.13,1,1.56,44026
44,27,104,36,34.62,36,34.62,11,10.58,9,8.65,5,4.81,5,4.81,0,0.0,0,0.0,2,1.92,0,0.0,44027
44,28,70,13,18.57,15,21.43,12,17.14,14,20.0,4,5.71,3,4.29,1,1.43,0,0.0,4,5.71,4,5.71,44028
44,29,100,30,30.0,31,31.0,10,10.0,8,8.0,10,10.0,9,9.0,0,0.0,0,0.0,1,1.0,1,1.0,44029
44,30,39,10,25.64,10,25.64,4,10.26,4,10.26,5,12.82,5,12.82,0,0.0,0,0.0,1,2.56,0,0.0,44030
44,31,84,25,29.76,29,34.52,13,15.48,7,8.33,4,4.76,5,5.95,0,0.0,0,0.0,1,1.19,0,0.0,44031
44,32,46,18,39.13,15,32.61,4,8.7,4,8.7,1,2.17,0,0.0,0,0.0,0,0.0,3,6.52,1,2.17,44032
44,33,35,10,28.57,11,31.43,7,20.0,3,8.57,2,5.71,2,5.71,0,0.0,0,0.0,0,0.0,0,0.0,44033
44,34,40,11,27.5,8,20.0,9,22.5,6,15.0,3,7.5,2,5.0,0,0.0,0,0.0,0,0.0,1,2.5,44034
44,36,80,19,23.75,19,23.75,11,13.75,11,13.75,6,7.5,5,6.25,1,1.25,0,0.0,4,5.0,4,5.0,44036
44,37,73,16,21.92,19,26.03,12,16.44,13,17.81,6,8.22,4,5.48,1,1.37,1,1.37,1,1.37,0,0.0,44037
44,38,91,21,23.08,26,28.57,20,21.98,15,16.48,4,4.4,3,3.3,0,0.0,0,0.0,2,2.2,0,0.0,44038
44,39,124,34,27.42,37,29.84,18,14.52,18,14.52,6,4.84,7,5.65,0,0.0,0,0.0,3,2.42,1,0.81,44039
44,40,75,18,24.0,23,30.67,15,20.0,12,16.0,3,4.0,3,4.0,0,0.0,0,0.0,1,1.33,0,0.0,44040
44,41,95,28,29.47,29,30.53,9,9.47,7,7.37,10,10.53,11,11.58,0,0.0,0,0.0,0,0.0,1,1.05,44041
44,42,65,21,32.31,20,30.77,10,15.38,6,9.23,2,3.08,2,3.08,0,0.0,0,0.0,2,3.08,2,3.08,44042
44,43,70,26,37.14,26,37.14,7,10.0,7,10.0,2,2.86,1,1.43,0,0.0,0,0.0,1,1.43,0,0.0,44043
44,44,81,27,33.33,28,34.57,9,11.11,4,4.94,4,4.94,2,2.47,2,2.47,2,2.47,3,3.7,0,0.0,44044
44,45,67,19,28.36,18,26.87,9,13.43,5,7.46,5,7.46,4,5.97,1,1.49,0,0.0,3,4.48,3,4.48,44045
44,46,60,15,25.0,14,23.33,12,20.0,11,18.33,3,5.0,2,3.33,0,0.0,0,0.0,2,3.33,1,1.67,44046
44,47,101,27,26.73,32,31.68,20,19.8,14,13.86,3,2.97,3,2.97,0,0.0,1,0.99,1,0.99,0,0.0,44047
44,50,100,28,28.0,25,25.0,16,16.0,17,17.0,4,4.0,4,4.0,1,1.0,2,2.0,1,1.0,2,2.0,44050
44,51,70,21,30.0,18,25.71,15,21.43,12,17.14,1,1.43,1,1.43,0,0.0,0,0.0,2,2.86,0,0.0,44051
45,1,45,13,28.89,18,40.0,3,6.67,1,2.22,5,11.11,3,6.67,1,2.22,1,2.22,0,0.0,0,0.0,45001
45,2,73,14,19.18,14,19.18,17,23.29,12,16.44,3,4.11,5,6.85,2,2.74,0,0.0,3,4.11,3,4.11,45002
45,3,39,8,20.51,9,23.08,8,20.51,7,17.95,4,10.26,2,5.13,0,0.0,0,0.0,1,2.56,0,0.0,45003
45,4,81,19,23.46,23,28.4,11,13.58,8,9.88,5,6.17,4,4.94,2,2.47,3,3.7,4,4.94,2,2.47,45004
45,5,91,28,30.77,27,29.67,11,12.09,9,9.89,3,3.3,3,3.3,3,3.3,3,3.3,2,2.2,2,2.2,45005
45,6,66,17,25.76,16,24.24,9,13.64,10,15.15,2,3.03,2,3.03,4,6.06,2,3.03,3,4.55,1,1.52,45006
45,7,56,11,19.64,13,23.21,12,21.43,10,17.86,3,5.36,2,3.57,1,1.79,2,3.57,1,1.79,1,1.79,45007
45,8,60,18,30.0,18,30.0,11,18.33,9,15.0,1,1.67,1,1.67,1,1.67,0,0.0,1,1.67,0,0.0,45008
45,9,69,17,24.64,20,28.99,9,13.04,12,17.39,4,5.8,3,4.35,1,1.45,0,0.0,2,2.9,1,1.45,45009
45,10,60,13,21.67,16,26.67,9,15.0,8,13.33,5,8.33,5,8.33,2,3.33,2,3.33,0,0.0,0,0.0,45010
45,11,73,17,23.29,18,24.66,16,21.92,15,20.55,1,1.37,2,2.74,2,2.74,1,1.37,1,1.37,0,0.0,45011
45,12,67,18,26.87,16,23.88,14,20.9,12,17.91,3,4.48,2,2.99,2,2.99,0,0.0,0,0.0,0,0.0,45012
45,13,45,10,22.22,12,26.67,10,22.22,9,20.0,1,2.22,2,4.44,1,2.22,0,0.0,0,0.0,0,0.0,45013
45,14,66,18,27.27,17,25.76,8,12.12,7,10.61,8,12.12,8,12.12,0,0.0,0,0.0,0,0.0,0,0.0,45014
45,15,75,17,22.67,19,25.33,10,13.33,8,10.67,4,5.33,5,6.67,6,8.0,2,2.67,4,5.33,0,0.0,45015
45,16,54,18,33.33,17,31.48,7,12.96,6,11.11,1,1.85,1,1.85,2,3.7,1,1.85,1,1.85,0,0.0,45016
45,17,54,16,29.63,16,29.63,6,11.11,4,7.41,3,5.56,3,5.56,2,3.7,2,3.7,1,1.85,1,1.85,45017
45,18,52,12,23.08,11,21.15,7,13.46,6,11.54,8,15.38,7,13.46,0,0.0,1,1.92,0,0.0,0,0.0,45018
45,19,69,22,31.88,26,37.68,7,10.14,6,8.7,1,1.45,3,4.35,2,2.9,1,1.45,0,0.0,1,1.45,45019
45,20,57,13,22.81,15,26.32,11,19.3,10,17.54,1,1.75,1,1.75,4,7.02,1,1.75,0,0.0,1,1.75,45020
45,21,77,22,28.57,22,28.57,11,14.29,9,11.69,3,3.9,2,2.6,5,6.49,1,1.3,2,2.6,0,0.0,45021
45,22,68,14,20.59,18,26.47,10,14.71,6,8.82,5,7.35,7,10.29,3,4.41,1,1.47,3,4.41,1,1.47,45022
45,23,73,17,23.29,19,26.03,15,20.55,12,16.44,2,2.74,2,2.74,3,4.11,2,2.74,1,1.37,0,0.0,45023
