ward,precinct,total,Lauren Baker (Christie),Lauren Baker (Christie) Percent,Christopher M. Adams (Christie),Christopher M. Adams (Christie) Percent,Robert O'Malley (Christie),Robert O'Malley (Christie) Percent,Chris Cleveland (Cruz),Chris Cleveland (Cruz) Percent,Sean O'Leary (Cruz),Sean O'Leary (Cruz) Percent,James Strzalka (Cruz),James Strzalka (Cruz) Percent,John M. Dorgan (Bush),John M. Dorgan (Bush) Percent,Chris Nybo (Bush),Chris Nybo (Bush) Percent,R. Stratford Shields (Bush),R. Stratford Shields (Bush) Percent,Kathleen Goro (Trump),Kathleen Goro (Trump) Percent,Lori Gayne (Trump),Lori Gayne (Trump) Percent,Mark Fratella (Trump),Mark Fratella (Trump) Percent,Allen Carter (Fiorina),Allen Carter (Fiorina) Percent,Mary Carter (Fiorina),Mary Carter (Fiorina) Percent,Michael Golde (Fiorina),Michael Golde (Fiorina) Percent,Daniel J. Cronin (Kasich),Daniel J. Cronin (Kasich) Percent,Dale E. Kleber (Kasich),Dale E. Kleber (Kasich) Percent,Kayleen M. Carlson (Kasich),Kayleen M. Carlson (Kasich) Percent,Christopher Grozev (Rubio),Christopher Grozev (Rubio) Percent,A. Christine Svenson (Rubio),A. Christine Svenson (Rubio) Percent,Mark Cavers (Rubio),Mark Cavers (Rubio) Percent,Scott Davis (Paul),Scott Davis (Paul) Percent,James Babiarz (Paul),James Babiarz (Paul) Percent,Ruben Chaljub (Paul),Ruben Chaljub (Paul) Percent,Christian C. Schultz (Carson),Christian C. Schultz (Carson) Percent,Walter L. Crowley (Carson),Walter L. Crowley (Carson) Percent,Robert J. Mowry (Carson),Robert J. Mowry (Carson) Percent,precinct_id
45,47,178,2,1.12,0,0.0,6,3.37,8,4.49,12,6.74,11,6.18,0,0.0,0,0.0,0,0.0,30,16.85,24,13.48,29,16.29,0,0.0,1,0.56,0,0.0,13,7.3,11,6.18,11,6.18,5,2.81,5,2.81,5,2.81,1,0.56,2,1.12,1,0.56,0,0.0,1,0.56,0,0.0,45047
45,48,309,2,0.65,1,0.32,3,0.97,27,8.74,22,7.12,24,7.77,2,0.65,2,0.65,1,0.32,51,16.5,47,15.21,49,15.86,0,0.0,1,0.32,0,0.0,21,6.8,18,5.83,15,4.85,9,2.91,4,1.29,7,2.27,1,0.32,0,0.0,0,0.0,1,0.32,1,0.32,0,0.0,45048
46,3,232,1,0.43,0,0.0,1,0.43,16,6.9,15,6.47,17,7.33,0,0.0,1,0.43,0,0.0,19,8.19,18,7.76,20,8.62,1,0.43,0,0.0,1,0.43,39,16.81,32,13.79,32,13.79,7,3.02,4,1.72,4,1.72,0,0.0,0,0.0,0,0.0,1,0.43,1,0.43,2,0.86,46003
46,5,229,0,0.0,1,0.44,1,0.44,8,3.49,9,3.93,8,3.49,1,0.44,1,0.44,1,0.44,7,3.06,8,3.49,7,3.06,0,0.0,0,0.0,0,0.0,45,19.65,43,18.78,42,18.34,12,5.24,10,4.37,13,5.68,3,1.31,1,0.44,2,0.87,2,0.87,2,0.87,2,0.87,46005
46,10,284,3,1.06,3,1.06,4,1.41,18,6.34,18,6.34,16,5.63,3,1.06,4,1.41,2,0.7,18,6.34,17,5.99,18,6.34,0,0.0,2,0.7,0,0.0,43,15.14,38,13.38,37,13.03,13,4.58,10,3.52,13,4.58,2,0.7,1,0.35,0,0.0,1,0.35,0,0.0,0,0.0,46010
46,12,31,1,3.23,0,0.0,0,0.0,2,6.45,2,6.45,1,3.23,0,0.0,0,0.0,0,0.0,2,6.45,1,3.23,1,3.23,0,0.0,0,0.0,0,0.0,5,16.13,4,12.9,4,12.9,2,6.45,1,3.23,5,16.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46012
46,16,61,0,0.0,0,0.0,0,0.0,3,4.92,2,3.28,1,1.64,0,0.0,0,0.0,0,0.0,6,9.84,5,8.2,7,11.48,0,0.0,0,0.0,0,0.0,10,16.39,11,18.03,10,16.39,1,1.64,2,3.28,2,3.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.64,46016
46,19,127,0,0.0,0,0.0,1,0.79,8,6.3,9,7.09,8,6.3,2,1.57,2,1.57,1,0.79,13,10.24,11,8.66,11,8.66,0,0.0,1,0.79,0,0.0,17,13.39,15,11.81,18,14.17,1,0.79,1,0.79,1,0.79,1,0.79,1,0.79,1,0.79,1,0.79,1,0.79,2,1.57,46019
46,24,51,0,0.0,0,0.0,0,0.0,2,3.92,3,5.88,2,3.92,0,0.0,0,0.0,0,0.0,5,9.8,4,7.84,4,7.84,0,0.0,0,0.0,0,0.0,5,9.8,5,9.8,5,9.8,6,11.76,4,7.84,4,7.84,0,0.0,0,0.0,0,0.0,1,1.96,1,1.96,0,0.0,46024
46,28,184,2,1.09,1,0.54,2,1.09,13,7.07,11,5.98,9,4.89,0,0.0,0,0.0,1,0.54,16,8.7,20,10.87,17,9.24,0,0.0,0,0.0,0,0.0,25,13.59,24,13.04,22,11.96,8,4.35,4,2.17,6,3.26,1,0.54,1,0.54,1,0.54,0,0.0,0,0.0,0,0.0,46028
46,30,112,0,0.0,0,0.0,1,0.89,5,4.46,5,4.46,6,5.36,0,0.0,0,0.0,0,0.0,11,9.82,11,9.82,11,9.82,0,0.0,0,0.0,0,0.0,14,12.5,14,12.5,16,14.29,6,5.36,5,4.46,7,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46030
46,31,164,1,0.61,0,0.0,0,0.0,9,5.49,10,6.1,8,4.88,0,0.0,0,0.0,1,0.61,10,6.1,8,4.88,10,6.1,1,0.61,1,0.61,1,0.61,26,15.85,23,14.02,27,16.46,9,5.49,8,4.88,8,4.88,1,0.61,1,0.61,1,0.61,0,0.0,0,0.0,0,0.0,46031
46,33,210,0,0.0,1,0.48,1,0.48,17,8.1,19,9.05,16,7.62,1,0.48,2,0.95,1,0.48,23,10.95,20,9.52,22,10.48,0,0.0,0,0.0,0,0.0,24,11.43,24,11.43,22,10.48,5,2.38,4,1.9,6,2.86,0,0.0,0,0.0,0,0.0,0,0.0,2,0.95,0,0.0,46033
46,36,249,1,0.4,0,0.0,5,2.01,15,6.02,16,6.43,12,4.82,2,0.8,3,1.2,2,0.8,25,10.04,28,11.24,29,11.65,0,0.0,2,0.8,1,0.4,23,9.24,22,8.84,20,8.03,8,3.21,10,4.02,12,4.82,3,1.2,2,0.8,2,0.8,2,0.8,2,0.8,2,0.8,46036
46,38,113,0,0.0,0,0.0,3,2.65,2,1.77,2,1.77,2,1.77,0,0.0,0,0.0,0,0.0,15,13.27,15,13.27,15,13.27,0,0.0,0,0.0,0,0.0,18,15.93,17,15.04,17,15.04,2,1.77,2,1.77,3,2.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46038
46,39,224,3,1.34,2,0.89,1,0.45,9,4.02,8,3.57,8,3.57,2,0.89,1,0.45,3,1.34,28,12.5,32,14.29,30,13.39,1,0.45,1,0.45,1,0.45,23,10.27,22,9.82,25,11.16,9,4.02,5,2.23,7,3.13,1,0.45,1,0.45,1,0.45,0,0.0,0,0.0,0,0.0,46039
47,1,141,1,0.71,2,1.42,2,1.42,9,6.38,6,4.26,6,4.26,1,0.71,0,0.0,0,0.0,10,7.09,9,6.38,9,6.38,0,0.0,1,0.71,0,0.0,19,13.48,16,11.35,19,13.48,9,6.38,8,5.67,9,6.38,2,1.42,2,1.42,1,0.71,0,0.0,0,0.0,0,0.0,47001
47,2,180,1,0.56,0,0.0,1,0.56,6,3.33,9,5.0,5,2.78,2,1.11,3,1.67,3,1.67,10,5.56,10,5.56,11,6.11,1,0.56,2,1.11,1,0.56,31,17.22,28,15.56,30,16.67,7,3.89,5,2.78,9,5.0,2,1.11,0,0.0,1,0.56,0,0.0,1,0.56,1,0.56,47002
47,3,204,2,0.98,2,0.98,3,1.47,14,6.86,12,5.88,12,5.88,4,1.96,4,1.96,3,1.47,18,8.82,20,9.8,21,10.29,1,0.49,2,0.98,1,0.49,18,8.82,19,9.31,20,9.8,9,4.41,8,3.92,10,4.9,0,0.0,0,0.0,1,0.49,0,0.0,0,0.0,0,0.0,47003
47,4,236,0,0.0,0,0.0,2,0.85,11,4.66,13,5.51,11,4.66,1,0.42,1,0.42,2,0.85,16,6.78,20,8.47,17,7.2,0,0.0,4,1.69,0,0.0,34,14.41,34,14.41,34,14.41,11,4.66,10,4.24,12,5.08,1,0.42,1,0.42,0,0.0,1,0.42,0,0.0,0,0.0,47004
47,5,156,0,0.0,3,1.92,0,0.0,9,5.77,9,5.77,8,5.13,3,1.92,0,0.0,0,0.0,16,10.26,17,10.9,14,8.97,0,0.0,0,0.0,0,0.0,19,12.18,20,12.82,21,13.46,5,3.21,5,3.21,5,3.21,1,0.64,0,0.0,0,0.0,0,0.0,0,0.0,1,0.64,47005
47,6,217,3,1.38,0,0.0,0,0.0,18,8.29,20,9.22,17,7.83,1,0.46,0,0.0,0,0.0,13,5.99,10,4.61,11,5.07,1,0.46,1,0.46,1,0.46,35,16.13,30,13.82,36,16.59,4,1.84,4,1.84,5,2.3,3,1.38,1,0.46,2,0.92,1,0.46,0,0.0,0,0.0,47006
47,7,166,2,1.2,0,0.0,1,0.6,9,5.42,13,7.83,9,5.42,1,0.6,3,1.81,1,0.6,12,7.23,12,7.23,11,6.63,0,0.0,1,0.6,0,0.0,20,12.05,19,11.45,19,11.45,8,4.82,8,4.82,13,7.83,1,0.6,0,0.0,0,0.0,1,0.6,1,0.6,1,0.6,47007
47,8,221,0,0.0,0,0.0,2,0.9,12,5.43,15,6.79,11,4.98,0,0.0,0,0.0,0,0.0,9,4.07,9,4.07,9,4.07,0,0.0,0,0.0,0,0.0,38,17.19,36,16.29,39,17.65,13,5.88,13,5.88,14,6.33,0,0.0,0,0.0,0,0.0,1,0.45,0,0.0,0,0.0,47008
47,9,216,0,0.0,0,0.0,4,1.85,10,4.63,10,4.63,10,4.63,1,0.46,0,0.0,0,0.0,18,8.33,17,7.87,19,8.8,1,0.46,0,0.0,0,0.0,35,16.2,34,15.74,35,16.2,7,3.24,6,2.78,7,3.24,0,0.0,0,0.0,0,0.0,0,0.0,1,0.46,1,0.46,47009
47,10,170,0,0.0,0,0.0,3,1.76,8,4.71,11,6.47,10,5.88,2,1.18,3,1.76,5,2.94,9,5.29,10,5.88,9,5.29,1,0.59,0,0.0,1,0.59,25,14.71,22,12.94,27,15.88,7,4.12,5,2.94,5,2.94,1,0.59,1,0.59,1,0.59,1,0.59,2,1.18,1,0.59,47010
47,11,260,4,1.54,1,0.38,0,0.0,12,4.62,14,5.38,10,3.85,3,1.15,1,0.38,2,0.77,15,5.77,15,5.77,14,5.38,1,0.38,0,0.0,1,0.38,38,14.62,33,12.69,36,13.85,14,5.38,10,3.85,13,5.0,4,1.54,3,1.15,3,1.15,4,1.54,5,1.92,4,1.54,47011
47,12,199,0,0.0,0,0.0,0,0.0,6,3.02,6,3.02,5,2.51,1,0.5,1,0.5,1,0.5,15,7.54,13,6.53,12,6.03,0,0.0,0,0.0,0,0.0,34,17.09,32,16.08,32,16.08,11,5.53,10,5.03,12,6.03,2,1.01,1,0.5,1,0.5,1,0.5,2,1.01,1,0.5,47012
47,13,112,0,0.0,0,0.0,2,1.79,10,8.93,10,8.93,9,8.04,0,0.0,0,0.0,0,0.0,11,9.82,12,10.71,11,9.82,0,0.0,1,0.89,0,0.0,12,10.71,11,9.82,11,9.82,2,1.79,3,2.68,4,3.57,1,0.89,0,0.0,0,0.0,0,0.0,1,0.89,1,0.89,47013
47,14,208,0,0.0,0,0.0,5,2.4,11,5.29,13,6.25,12,5.77,3,1.44,2,0.96,3,1.44,7,3.37,9,4.33,6,2.88,0,0.0,0,0.0,0,0.0,34,16.35,33,15.87,36,17.31,11,5.29,9,4.33,9,4.33,1,0.48,1,0.48,1,0.48,0,0.0,1,0.48,1,0.48,47014
47,16,169,1,0.59,1,0.59,5,2.96,9,5.33,12,7.1,8,4.73,1,0.59,0,0.0,1,0.59,15,8.88,17,10.06,18,10.65,0,0.0,0,0.0,0,0.0,19,11.24,17,10.06,17,10.06,9,5.33,9,5.33,7,4.14,1,0.59,1,0.59,0,0.0,0,0.0,1,0.59,0,0.0,47016
47,17,193,2,1.04,0,0.0,0,0.0,16,8.29,16,8.29,14,7.25,2,1.04,1,0.52,2,1.04,22,11.4,21,10.88,22,11.4,0,0.0,0,0.0,0,0.0,14,7.25,15,7.77,15,7.77,8,4.15,8,4.15,10,5.18,0,0.0,0,0.0,0,0.0,0,0.0,4,2.07,1,0.52,47017
47,18,223,1,0.45,0,0.0,4,1.79,8,3.59,9,4.04,8,3.59,0,0.0,0,0.0,0,0.0,14,6.28,12,5.38,12,5.38,0,0.0,0,0.0,1,0.45,42,18.83,45,20.18,42,18.83,7,3.14,4,1.79,6,2.69,2,0.9,3,1.35,2,0.9,0,0.0,0,0.0,1,0.45,47018
47,20,165,1,0.61,0,0.0,2,1.21,13,7.88,15,9.09,13,7.88,1,0.61,1,0.61,0,0.0,15,9.09,14,8.48,14,8.48,0,0.0,1,0.61,0,0.0,17,10.3,13,7.88,14,8.48,9,5.45,8,4.85,7,4.24,3,1.82,0,0.0,0,0.0,2,1.21,1,0.61,1,0.61,47020
47,21,116,1,0.86,0,0.0,4,3.45,9,7.76,8,6.9,8,6.9,0,0.0,0,0.0,0,0.0,11,9.48,10,8.62,10,8.62,1,0.86,1,0.86,0,0.0,11,9.48,10,8.62,9,7.76,7,6.03,6,5.17,7,6.03,0,0.0,0,0.0,0,0.0,0,0.0,2,1.72,1,0.86,47021
47,22,163,0,0.0,0,0.0,1,0.61,7,4.29,7,4.29,6,3.68,1,0.61,0,0.0,0,0.0,12,7.36,13,7.98,14,8.59,0,0.0,1,0.61,0,0.0,25,15.34,24,14.72,25,15.34,9,5.52,6,3.68,11,6.75,1,0.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47022
47,24,165,0,0.0,0,0.0,1,0.61,7,4.24,8,4.85,8,4.85,0,0.0,1,0.61,0,0.0,13,7.88,12,7.27,13,7.88,2,1.21,1,0.61,0,0.0,27,16.36,26,15.76,26,15.76,4,2.42,4,2.42,4,2.42,2,1.21,2,1.21,2,1.21,0,0.0,1,0.61,1,0.61,47024
47,25,216,3,1.39,0,0.0,3,1.39,9,4.17,10,4.63,8,3.7,0,0.0,0,0.0,1,0.46,12,5.56,13,6.02,13,6.02,2,0.93,0,0.0,0,0.0,34,15.74,35,16.2,37,17.13,12,5.56,9,4.17,11,5.09,1,0.46,1,0.46,1,0.46,0,0.0,1,0.46,0,0.0,47025
47,26,209,0,0.0,0,0.0,1,0.48,15,7.18,17,8.13,13,6.22,3,1.44,1,0.48,1,0.48,18,8.61,16,7.66,18,8.61,2,0.96,1,0.48,2,0.96,20,9.57,20,9.57,27,12.92,9,4.31,9,4.31,9,4.31,2,0.96,1,0.48,1,0.48,0,0.0,3,1.44,0,0.0,47026
47,27,188,1,0.53,0,0.0,1,0.53,7,3.72,7,3.72,5,2.66,1,0.53,1,0.53,1,0.53,15,7.98,15,7.98,15,7.98,0,0.0,1,0.53,0,0.0,30,15.96,25,13.3,28,14.89,12,6.38,9,4.79,12,6.38,1,0.53,1,0.53,0,0.0,0,0.0,0,0.0,0,0.0,47027
47,28,153,2,1.31,1,0.65,2,1.31,12,7.84,12,7.84,11,7.19,1,0.65,2,1.31,1,0.65,10,6.54,10,6.54,8,5.23,0,0.0,1,0.65,0,0.0,18,11.76,16,10.46,18,11.76,8,5.23,9,5.88,10,6.54,0,0.0,0,0.0,1,0.65,0,0.0,0,0.0,0,0.0,47028
47,29,217,2,0.92,1,0.46,1,0.46,13,5.99,10,4.61,8,3.69,0,0.0,1,0.46,0,0.0,21,9.68,24,11.06,23,10.6,1,0.46,3,1.38,1,0.46,21,9.68,22,10.14,23,10.6,13,5.99,10,4.61,16,7.37,0,0.0,0,0.0,0,0.0,1,0.46,2,0.92,0,0.0,47029
47,30,27,0,0.0,0,0.0,0,0.0,1,3.7,1,3.7,1,3.7,1,3.7,1,3.7,1,3.7,2,7.41,1,3.7,1,3.7,0,0.0,0,0.0,0,0.0,3,11.11,2,7.41,2,7.41,2,7.41,2,7.41,3,11.11,0,0.0,0,0.0,0,0.0,1,3.7,1,3.7,1,3.7,47030
47,31,137,2,1.46,0,0.0,0,0.0,13,9.49,11,8.03,11,8.03,0,0.0,0,0.0,0,0.0,4,2.92,3,2.19,7,5.11,1,0.73,0,0.0,0,0.0,21,15.33,21,15.33,20,14.6,5,3.65,5,3.65,6,4.38,1,0.73,2,1.46,1,0.73,1,0.73,1,0.73,1,0.73,47031
47,32,179,0,0.0,0,0.0,2,1.12,13,7.26,15,8.38,13,7.26,0,0.0,0,0.0,2,1.12,12,6.7,9,5.03,10,5.59,0,0.0,1,0.56,1,0.56,22,12.29,24,13.41,26,14.53,11,6.15,7,3.91,8,4.47,1,0.56,1,0.56,1,0.56,0,0.0,0,0.0,0,0.0,47032
47,33,221,1,0.45,0,0.0,0,0.0,18,8.14,16,7.24,15,6.79,3,1.36,0,0.0,1,0.45,12,5.43,12,5.43,9,4.07,0,0.0,2,0.9,0,0.0,32,14.48,27,12.22,30,13.57,14,6.33,11,4.98,15,6.79,0,0.0,1,0.45,0,0.0,0,0.0,2,0.9,0,0.0,47033
47,34,201,0,0.0,0,0.0,1,0.5,10,4.98,12,5.97,12,5.97,0,0.0,1,0.5,0,0.0,7,3.48,7,3.48,8,3.98,0,0.0,0,0.0,1,0.5,34,16.92,29,14.43,31,15.42,16,7.96,13,6.47,14,6.97,2,1.0,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,47034
47,35,230,0,0.0,0,0.0,3,1.3,8,3.48,11,4.78,9,3.91,0,0.0,0,0.0,1,0.43,17,7.39,15,6.52,17,7.39,1,0.43,3,1.3,2,0.87,34,14.78,32,13.91,32,13.91,10,4.35,12,5.22,12,5.22,3,1.3,3,1.3,3,1.3,0,0.0,2,0.87,0,0.0,47035
47,36,179,0,0.0,0,0.0,0,0.0,11,6.15,12,6.7,13,7.26,1,0.56,2,1.12,1,0.56,9,5.03,8,4.47,8,4.47,1,0.56,1,0.56,0,0.0,25,13.97,21,11.73,18,10.06,16,8.94,13,7.26,13,7.26,1,0.56,1,0.56,0,0.0,1,0.56,2,1.12,1,0.56,47036
47,37,183,1,0.55,0,0.0,2,1.09,14,7.65,15,8.2,12,6.56,1,0.55,1,0.55,2,1.09,9,4.92,9,4.92,10,5.46,1,0.55,1,0.55,0,0.0,27,14.75,26,14.21,28,15.3,8,4.37,9,4.92,7,3.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47037
47,38,178,1,0.56,1,0.56,1,0.56,14,7.87,12,6.74,13,7.3,2,1.12,1,0.56,1,0.56,8,4.49,8,4.49,7,3.93,1,0.56,1,0.56,0,0.0,26,14.61,22,12.36,28,15.73,9,5.06,11,6.18,11,6.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47038
47,39,145,1,0.69,0,0.0,0,0.0,11,7.59,13,8.97,11,7.59,0,0.0,0,0.0,1,0.69,7,4.83,5,3.45,4,2.76,0,0.0,0,0.0,0,0.0,22,15.17,20,13.79,20,13.79,10,6.9,6,4.14,8,5.52,1,0.69,1,0.69,2,1.38,0,0.0,1,0.69,1,0.69,47039
47,40,154,2,1.3,0,0.0,1,0.65,7,4.55,8,5.19,8,5.19,1,0.65,0,0.0,1,0.65,14,9.09,14,9.09,15,9.74,1,0.65,0,0.0,0,0.0,22,14.29,18,11.69,19,12.34,7,4.55,6,3.9,7,4.55,1,0.65,0,0.0,0,0.0,0,0.0,1,0.65,1,0.65,47040
47,41,162,2,1.23,0,0.0,1,0.62,9,5.56,11,6.79,9,5.56,0,0.0,0,0.0,1,0.62,15,9.26,12,7.41,13,8.02,0,0.0,0,0.0,0,0.0,22,13.58,21,12.96,25,15.43,7,4.32,4,2.47,7,4.32,0,0.0,1,0.62,1,0.62,0,0.0,0,0.0,1,0.62,47041
47,42,125,1,0.8,0,0.0,2,1.6,7,5.6,7,5.6,7,5.6,1,0.8,0,0.0,0,0.0,7,5.6,6,4.8,5,4.0,0,0.0,0,0.0,0,0.0,20,16.0,19,15.2,21,16.8,5,4.0,4,3.2,6,4.8,3,2.4,2,1.6,2,1.6,0,0.0,0,0.0,0,0.0,47042
47,43,222,1,0.45,1,0.45,4,1.8,18,8.11,16,7.21,15,6.76,0,0.0,1,0.45,1,0.45,21,9.46,18,8.11,20,9.01,1,0.45,3,1.35,0,0.0,27,12.16,24,10.81,27,12.16,6,2.7,5,2.25,9,4.05,1,0.45,1,0.45,0,0.0,1,0.45,1,0.45,0,0.0,47043
47,44,231,2,0.87,2,0.87,1,0.43,11,4.76,11,4.76,12,5.19,9,3.9,3,1.3,5,2.16,26,11.26,25,10.82,23,9.96,0,0.0,1,0.43,0,0.0,30,12.99,23,9.96,24,10.39,6,2.6,7,3.03,7,3.03,1,0.43,0,0.0,0,0.0,2,0.87,0,0.0,0,0.0,47044
47,45,126,0,0.0,0,0.0,2,1.59,7,5.56,6,4.76,5,3.97,1,0.79,0,0.0,0,0.0,8,6.35,9,7.14,9,7.14,0,0.0,1,0.79,1,0.79,18,14.29,19,15.08,17,13.49,8,6.35,6,4.76,7,5.56,0,0.0,0,0.0,0,0.0,0,0.0,1,0.79,1,0.79,47045
47,46,165,0,0.0,0,0.0,1,0.61,11,6.67,14,8.48,12,7.27,1,0.61,0,0.0,0,0.0,9,5.45,8,4.85,8,4.85,0,0.0,0,0.0,0,0.0,24,14.55,22,13.33,21,12.73,11,6.67,11,6.67,9,5.45,2,1.21,0,0.0,0,0.0,1,0.61,0,0.0,0,0.0,47046
47,47,264,2,0.76,0,0.0,5,1.89,16,6.06,13,4.92,13,4.92,1,0.38,1,0.38,1,0.38,10,3.79,13,4.92,11,4.17,0,0.0,1,0.38,0,0.0,47,17.8,46,17.42,48,18.18,12,4.55,6,2.27,12,4.55,3,1.14,1,0.38,1,0.38,1,0.38,0,0.0,0,0.0,47047
47,48,17,1,5.88,2,11.76,0,0.0,1,5.88,1,5.88,1,5.88,0,0.0,2,11.76,0,0.0,1,5.88,1,5.88,1,5.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.88,2,11.76,1,5.88,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,1,5.88,47048
50,24,291,2,0.69,2,0.69,2,0.69,44,15.12,50,17.18,38,13.06,1,0.34,0,0.0,1,0.34,26,8.93,29,9.97,28,9.62,2,0.69,1,0.34,0,0.0,9,3.09,9,3.09,10,3.44,11,3.78,7,2.41,13,4.47,0,0.0,1,0.34,2,0.69,1,0.34,2,0.69,0,0.0,50024
50,25,26,0,0.0,0,0.0,1,3.85,2,7.69,2,7.69,2,7.69,0,0.0,0,0.0,0,0.0,2,7.69,3,11.54,3,11.54,0,0.0,0,0.0,0,0.0,2,7.69,3,11.54,1,3.85,2,7.69,1,3.85,2,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50025
