ward,precinct,total,Lauren Baker (Christie),Lauren Baker (Christie) Percent,Christopher M. Adams (Christie),Christopher M. Adams (Christie) Percent,Robert O'Malley (Christie),Robert O'Malley (Christie) Percent,Chris Cleveland (Cruz),Chris Cleveland (Cruz) Percent,Sean O'Leary (Cruz),Sean O'Leary (Cruz) Percent,James Strzalka (Cruz),James Strzalka (Cruz) Percent,John M. Dorgan (Bush),John M. Dorgan (Bush) Percent,Chris Nybo (Bush),Chris Nybo (Bush) Percent,R. Stratford Shields (Bush),R. Stratford Shields (Bush) Percent,Kathleen Goro (Trump),Kathleen Goro (Trump) Percent,Lori Gayne (Trump),Lori Gayne (Trump) Percent,Mark Fratella (Trump),Mark Fratella (Trump) Percent,Allen Carter (Fiorina),Allen Carter (Fiorina) Percent,Mary Carter (Fiorina),Mary Carter (Fiorina) Percent,Michael Golde (Fiorina),Michael Golde (Fiorina) Percent,Daniel J. Cronin (Kasich),Daniel J. Cronin (Kasich) Percent,Dale E. Kleber (Kasich),Dale E. Kleber (Kasich) Percent,Kayleen M. Carlson (Kasich),Kayleen M. Carlson (Kasich) Percent,Christopher Grozev (Rubio),Christopher Grozev (Rubio) Percent,A. Christine Svenson (Rubio),A. Christine Svenson (Rubio) Percent,Mark Cavers (Rubio),Mark Cavers (Rubio) Percent,Scott Davis (Paul),Scott Davis (Paul) Percent,James Babiarz (Paul),James Babiarz (Paul) Percent,Ruben Chaljub (Paul),Ruben Chaljub (Paul) Percent,Christian C. Schultz (Carson),Christian C. Schultz (Carson) Percent,Walter L. Crowley (Carson),Walter L. Crowley (Carson) Percent,Robert J. Mowry (Carson),Robert J. Mowry (Carson) Percent,precinct_id
32,8,307,1,0.33,2,0.65,3,0.98,23,7.49,27,8.79,22,7.17,3,0.98,1,0.33,1,0.33,14,4.56,11,3.58,12,3.91,1,0.33,2,0.65,1,0.33,51,16.61,48,15.64,50,16.29,7,2.28,8,2.61,11,3.58,2,0.65,0,0.0,0,0.0,1,0.33,3,0.98,2,0.65,32008
32,9,209,2,0.96,0,0.0,4,1.91,11,5.26,14,6.7,10,4.78,2,0.96,2,0.96,2,0.96,13,6.22,14,6.7,16,7.66,1,0.48,1,0.48,1,0.48,24,11.48,19,9.09,23,11.0,16,7.66,11,5.26,19,9.09,1,0.48,0,0.0,0,0.0,1,0.48,1,0.48,1,0.48,32009
32,10,286,1,0.35,2,0.7,3,1.05,18,6.29,14,4.9,14,4.9,2,0.7,3,1.05,3,1.05,17,5.94,16,5.59,16,5.59,1,0.35,1,0.35,0,0.0,48,16.78,46,16.08,48,16.78,9,3.15,9,3.15,10,3.5,2,0.7,1,0.35,1,0.35,1,0.35,0,0.0,0,0.0,32010
32,13,318,0,0.0,2,0.63,3,0.94,14,4.4,15,4.72,16,5.03,4,1.26,2,0.63,1,0.31,11,3.46,12,3.77,13,4.09,1,0.31,1,0.31,2,0.63,63,19.81,57,17.92,57,17.92,14,4.4,14,4.4,15,4.72,0,0.0,0,0.0,0,0.0,1,0.31,0,0.0,0,0.0,32013
32,15,227,2,0.88,1,0.44,2,0.88,13,5.73,12,5.29,13,5.73,1,0.44,0,0.0,0,0.0,21,9.25,23,10.13,22,9.69,0,0.0,0,0.0,2,0.88,29,12.78,26,11.45,25,11.01,10,4.41,8,3.52,12,5.29,2,0.88,2,0.88,1,0.44,0,0.0,0,0.0,0,0.0,32015
32,16,179,0,0.0,0,0.0,2,1.12,11,6.15,14,7.82,10,5.59,0,0.0,0,0.0,0,0.0,14,7.82,12,6.7,16,8.94,1,0.56,0,0.0,1,0.56,25,13.97,24,13.41,23,12.85,9,5.03,7,3.91,7,3.91,1,0.56,0,0.0,0,0.0,0,0.0,1,0.56,1,0.56,32016
32,18,288,2,0.69,1,0.35,0,0.0,13,4.51,12,4.17,11,3.82,4,1.39,3,1.04,3,1.04,16,5.56,15,5.21,17,5.9,0,0.0,2,0.69,0,0.0,50,17.36,46,15.97,52,18.06,13,4.51,12,4.17,13,4.51,1,0.35,0,0.0,0,0.0,0,0.0,2,0.69,0,0.0,32018
32,19,183,1,0.55,0,0.0,1,0.55,10,5.46,9,4.92,8,4.37,2,1.09,1,0.55,1,0.55,11,6.01,10,5.46,13,7.1,1,0.55,1,0.55,0,0.0,33,18.03,28,15.3,27,14.75,7,3.83,5,2.73,10,5.46,2,1.09,1,0.55,0,0.0,0,0.0,0,0.0,1,0.55,32019
32,21,259,0,0.0,0,0.0,3,1.16,13,5.02,14,5.41,9,3.47,4,1.54,3,1.16,3,1.16,12,4.63,14,5.41,15,5.79,0,0.0,1,0.39,1,0.39,50,19.31,45,17.37,45,17.37,8,3.09,5,1.93,9,3.47,1,0.39,1,0.39,1,0.39,1,0.39,0,0.0,1,0.39,32021
32,23,340,1,0.29,1,0.29,2,0.59,20,5.88,18,5.29,17,5.0,1,0.29,0,0.0,0,0.0,17,5.0,19,5.59,16,4.71,1,0.29,1,0.29,0,0.0,54,15.88,55,16.18,57,16.76,20,5.88,15,4.41,20,5.88,1,0.29,1,0.29,1,0.29,0,0.0,1,0.29,1,0.29,32023
32,24,191,0,0.0,0,0.0,0,0.0,12,6.28,11,5.76,10,5.24,0,0.0,0,0.0,0,0.0,9,4.71,9,4.71,11,5.76,0,0.0,1,0.52,0,0.0,32,16.75,30,15.71,31,16.23,12,6.28,9,4.71,10,5.24,1,0.52,1,0.52,1,0.52,0,0.0,0,0.0,1,0.52,32024
32,25,229,1,0.44,0,0.0,0,0.0,12,5.24,12,5.24,11,4.8,1,0.44,0,0.0,1,0.44,15,6.55,13,5.68,13,5.68,2,0.87,0,0.0,1,0.44,35,15.28,36,15.72,33,14.41,14,6.11,11,4.8,16,6.99,1,0.44,0,0.0,0,0.0,0,0.0,1,0.44,0,0.0,32025
32,27,320,2,0.63,1,0.31,3,0.94,17,5.31,16,5.0,13,4.06,1,0.31,0,0.0,1,0.31,27,8.44,25,7.81,27,8.44,0,0.0,1,0.31,0,0.0,45,14.06,44,13.75,46,14.38,14,4.38,13,4.06,16,5.0,1,0.31,0,0.0,0,0.0,2,0.63,3,0.94,2,0.63,32027
32,29,139,1,0.72,1,0.72,1,0.72,9,6.47,12,8.63,12,8.63,0,0.0,1,0.72,0,0.0,10,7.19,10,7.19,13,9.35,0,0.0,0,0.0,0,0.0,15,10.79,15,10.79,15,10.79,6,4.32,6,4.32,7,5.04,1,0.72,1,0.72,3,2.16,0,0.0,0,0.0,0,0.0,32029
32,30,273,4,1.47,1,0.37,2,0.73,9,3.3,10,3.66,8,2.93,1,0.37,3,1.1,2,0.73,20,7.33,22,8.06,20,7.33,0,0.0,0,0.0,0,0.0,47,17.22,45,16.48,51,18.68,10,3.66,7,2.56,9,3.3,2,0.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32030
32,31,284,2,0.7,0,0.0,0,0.0,16,5.63,18,6.34,17,5.99,1,0.35,0,0.0,1,0.35,24,8.45,26,9.15,21,7.39,0,0.0,1,0.35,1,0.35,41,14.44,40,14.08,41,14.44,12,4.23,9,3.17,12,4.23,0,0.0,0,0.0,0,0.0,0,0.0,1,0.35,0,0.0,32031
32,32,189,0,0.0,0,0.0,2,1.06,9,4.76,10,5.29,9,4.76,0,0.0,1,0.53,0,0.0,4,2.12,5,2.65,5,2.65,0,0.0,0,0.0,1,0.53,39,20.63,38,20.11,37,19.58,8,4.23,9,4.76,7,3.7,2,1.06,2,1.06,1,0.53,0,0.0,0,0.0,0,0.0,32032
32,33,281,3,1.07,1,0.36,5,1.78,12,4.27,12,4.27,11,3.91,1,0.36,1,0.36,2,0.71,24,8.54,24,8.54,26,9.25,0,0.0,2,0.71,0,0.0,41,14.59,39,13.88,39,13.88,12,4.27,9,3.2,10,3.56,1,0.36,3,1.07,0,0.0,1,0.36,1,0.36,1,0.36,32033
32,34,176,1,0.57,0,0.0,1,0.57,10,5.68,9,5.11,8,4.55,1,0.57,0,0.0,0,0.0,16,9.09,16,9.09,16,9.09,0,0.0,2,1.14,0,0.0,21,11.93,23,13.07,19,10.8,8,4.55,7,3.98,10,5.68,3,1.7,2,1.14,3,1.7,0,0.0,0,0.0,0,0.0,32034
32,35,184,0,0.0,0,0.0,0,0.0,13,7.07,12,6.52,10,5.43,1,0.54,0,0.0,0,0.0,13,7.07,8,4.35,10,5.43,1,0.54,2,1.09,1,0.54,30,16.3,25,13.59,25,13.59,7,3.8,8,4.35,11,5.98,1,0.54,1,0.54,1,0.54,0,0.0,3,1.63,1,0.54,32035
32,36,234,1,0.43,1,0.43,2,0.85,12,5.13,13,5.56,12,5.13,2,0.85,1,0.43,2,0.85,15,6.41,16,6.84,16,6.84,0,0.0,1,0.43,0,0.0,37,15.81,35,14.96,39,16.67,9,3.85,11,4.7,8,3.42,0,0.0,1,0.43,0,0.0,0,0.0,0,0.0,0,0.0,32036
32,37,167,0,0.0,1,0.6,1,0.6,7,4.19,9,5.39,7,4.19,2,1.2,2,1.2,2,1.2,8,4.79,7,4.19,13,7.78,1,0.6,3,1.8,1,0.6,32,19.16,25,14.97,28,16.77,5,2.99,4,2.4,4,2.4,2,1.2,2,1.2,1,0.6,0,0.0,0,0.0,0,0.0,32037
32,38,253,3,1.19,0,0.0,2,0.79,17,6.72,19,7.51,17,6.72,1,0.4,1,0.4,2,0.79,19,7.51,16,6.32,17,6.72,0,0.0,1,0.4,2,0.79,36,14.23,32,12.65,31,12.25,14,5.53,9,3.56,12,4.74,0,0.0,0,0.0,0,0.0,2,0.79,0,0.0,0,0.0,32038
32,39,418,1,0.24,0,0.0,2,0.48,15,3.59,14,3.35,14,3.35,2,0.48,2,0.48,3,0.72,27,6.46,29,6.94,25,5.98,0,0.0,1,0.24,1,0.24,76,18.18,72,17.22,73,17.46,17,4.07,16,3.83,21,5.02,3,0.72,1,0.24,1,0.24,1,0.24,1,0.24,0,0.0,32039
32,40,204,3,1.47,1,0.49,5,2.45,16,7.84,16,7.84,15,7.35,3,1.47,0,0.0,1,0.49,7,3.43,6,2.94,5,2.45,0,0.0,1,0.49,0,0.0,34,16.67,31,15.2,33,16.18,9,4.41,5,2.45,10,4.9,1,0.49,1,0.49,0,0.0,0,0.0,1,0.49,0,0.0,32040
32,41,325,4,1.23,1,0.31,3,0.92,15,4.62,14,4.31,12,3.69,2,0.62,1,0.31,2,0.62,20,6.15,18,5.54,17,5.23,0,0.0,0,0.0,1,0.31,64,19.69,60,18.46,58,17.85,10,3.08,9,2.77,9,2.77,0,0.0,0,0.0,1,0.31,1,0.31,1,0.31,2,0.62,32041
32,42,206,0,0.0,0,0.0,0,0.0,13,6.31,14,6.8,14,6.8,1,0.49,0,0.0,1,0.49,16,7.77,13,6.31,17,8.25,1,0.49,2,0.97,0,0.0,29,14.08,31,15.05,28,13.59,5,2.43,3,1.46,5,2.43,3,1.46,3,1.46,2,0.97,2,0.97,1,0.49,2,0.97,32042
33,2,110,3,2.73,0,0.0,3,2.73,9,8.18,7,6.36,6,5.45,0,0.0,1,0.91,2,1.82,11,10.0,10,9.09,10,9.09,0,0.0,0,0.0,0,0.0,6,5.45,6,5.45,10,9.09,8,7.27,5,4.55,8,7.27,2,1.82,0,0.0,0,0.0,1,0.91,1,0.91,1,0.91,33002
33,3,13,0,0.0,0,0.0,0,0.0,1,7.69,2,15.38,1,7.69,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33003
33,5,132,1,0.76,1,0.76,4,3.03,16,12.12,15,11.36,11,8.33,0,0.0,0,0.0,0,0.0,13,9.85,13,9.85,13,9.85,0,0.0,2,1.52,0,0.0,9,6.82,8,6.06,9,6.82,3,2.27,3,2.27,5,3.79,1,0.76,1,0.76,2,1.52,0,0.0,1,0.76,1,0.76,33005
33,7,91,4,4.4,3,3.3,2,2.2,9,9.89,9,9.89,9,9.89,3,3.3,2,2.2,0,0.0,10,10.99,7,7.69,12,13.19,0,0.0,1,1.1,0,0.0,1,1.1,0,0.0,1,1.1,5,5.49,5,5.49,5,5.49,1,1.1,1,1.1,1,1.1,0,0.0,0,0.0,0,0.0,33007
33,8,125,1,0.8,1,0.8,1,0.8,7,5.6,11,8.8,8,6.4,2,1.6,2,1.6,1,0.8,5,4.0,5,4.0,6,4.8,0,0.0,1,0.8,0,0.0,21,16.8,17,13.6,17,13.6,6,4.8,5,4.0,3,2.4,2,1.6,0,0.0,0,0.0,1,0.8,1,0.8,1,0.8,33008
33,10,31,0,0.0,0,0.0,0,0.0,0,0.0,1,3.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.23,1,3.23,0,0.0,0,0.0,0,0.0,7,22.58,4,12.9,7,22.58,3,9.68,4,12.9,3,9.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33010
33,18,127,2,1.57,1,0.79,4,3.15,12,9.45,11,8.66,12,9.45,2,1.57,1,0.79,0,0.0,13,10.24,12,9.45,15,11.81,1,0.79,1,0.79,0,0.0,7,5.51,5,3.94,7,5.51,6,4.72,3,2.36,4,3.15,3,2.36,0,0.0,1,0.79,1,0.79,2,1.57,1,0.79,33018
33,19,76,1,1.32,0,0.0,0,0.0,3,3.95,3,3.95,2,2.63,0,0.0,0,0.0,0,0.0,15,19.74,14,18.42,14,18.42,0,0.0,1,1.32,1,1.32,5,6.58,6,7.89,5,6.58,3,3.95,0,0.0,1,1.32,0,0.0,1,1.32,0,0.0,1,1.32,0,0.0,0,0.0,33019
33,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33023
33,24,200,0,0.0,0,0.0,1,0.5,17,8.5,16,8.0,15,7.5,1,0.5,0,0.0,0,0.0,11,5.5,12,6.0,10,5.0,0,0.0,0,0.0,0,0.0,30,15.0,28,14.0,29,14.5,8,4.0,6,3.0,8,4.0,2,1.0,2,1.0,1,0.5,0,0.0,2,1.0,1,0.5,33024
33,27,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,33027
36,7,259,0,0.0,1,0.39,3,1.16,8,3.09,9,3.47,11,4.25,2,0.77,2,0.77,2,0.77,55,21.24,54,20.85,53,20.46,1,0.39,0,0.0,0,0.0,13,5.02,12,4.63,11,4.25,5,1.93,4,1.54,6,2.32,1,0.39,2,0.77,0,0.0,1,0.39,2,0.77,1,0.39,36007
36,14,120,0,0.0,1,0.83,2,1.67,12,10.0,13,10.83,12,10.0,0,0.0,0,0.0,0,0.0,21,17.5,19,15.83,24,20.0,0,0.0,0,0.0,1,0.83,4,3.33,1,0.83,2,1.67,2,1.67,2,1.67,3,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.83,36014
36,15,147,0,0.0,1,0.68,3,2.04,15,10.2,18,12.24,20,13.61,1,0.68,1,0.68,1,0.68,16,10.88,15,10.2,22,14.97,0,0.0,0,0.0,0,0.0,6,4.08,7,4.76,6,4.08,3,2.04,2,1.36,3,2.04,1,0.68,4,2.72,1,0.68,1,0.68,0,0.0,0,0.0,36015
36,16,81,0,0.0,0,0.0,2,2.47,9,11.11,10,12.35,10,12.35,1,1.23,1,1.23,0,0.0,13,16.05,12,14.81,9,11.11,0,0.0,1,1.23,0,0.0,2,2.47,2,2.47,3,3.7,2,2.47,1,1.23,1,1.23,0,0.0,1,1.23,0,0.0,0,0.0,1,1.23,0,0.0,36016
36,17,141,0,0.0,0,0.0,3,2.13,11,7.8,10,7.09,11,7.8,1,0.71,0,0.0,1,0.71,19,13.48,16,11.35,18,12.77,0,0.0,0,0.0,0,0.0,9,6.38,8,5.67,9,6.38,6,4.26,7,4.96,5,3.55,0,0.0,3,2.13,0,0.0,3,2.13,0,0.0,1,0.71,36017
36,18,127,2,1.57,0,0.0,3,2.36,3,2.36,5,3.94,8,6.3,0,0.0,1,0.79,2,1.57,19,14.96,18,14.17,17,13.39,0,0.0,1,0.79,1,0.79,9,7.09,9,7.09,12,9.45,5,3.94,5,3.94,5,3.94,1,0.79,0,0.0,0,0.0,0,0.0,1,0.79,0,0.0,36018
36,20,88,1,1.14,2,2.27,3,3.41,8,9.09,7,7.95,7,7.95,2,2.27,0,0.0,2,2.27,15,17.05,15,17.05,13,14.77,0,0.0,1,1.14,0,0.0,1,1.14,1,1.14,2,2.27,3,3.41,2,2.27,2,2.27,0,0.0,1,1.14,0,0.0,0,0.0,0,0.0,0,0.0,36020
36,24,172,2,1.16,0,0.0,1,0.58,9,5.23,13,7.56,17,9.88,0,0.0,0,0.0,0,0.0,34,19.77,34,19.77,32,18.6,0,0.0,0,0.0,0,0.0,3,1.74,2,1.16,2,1.16,6,3.49,4,2.33,7,4.07,0,0.0,2,1.16,0,0.0,1,0.58,2,1.16,1,0.58,36024
36,26,225,1,0.44,0,0.0,3,1.33,19,8.44,18,8.0,19,8.44,0,0.0,0,0.0,1,0.44,45,20.0,41,18.22,43,19.11,0,0.0,1,0.44,1,0.44,7,3.11,7,3.11,7,3.11,2,0.89,2,0.89,2,0.89,2,0.89,2,0.89,1,0.44,0,0.0,0,0.0,1,0.44,36026
36,28,191,0,0.0,2,1.05,0,0.0,13,6.81,12,6.28,21,10.99,2,1.05,1,0.52,2,1.05,35,18.32,34,17.8,33,17.28,0,0.0,1,0.52,1,0.52,3,1.57,2,1.05,5,2.62,7,3.66,7,3.66,3,1.57,0,0.0,6,3.14,0,0.0,1,0.52,0,0.0,0,0.0,36028
36,29,25,0,0.0,0,0.0,0,0.0,3,12.0,3,12.0,3,12.0,0,0.0,0,0.0,0,0.0,5,20.0,4,16.0,4,16.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,1,4.0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36029
36,30,104,1,0.96,1,0.96,4,3.85,6,5.77,10,9.62,13,12.5,0,0.0,0,0.0,0,0.0,12,11.54,12,11.54,12,11.54,0,0.0,0,0.0,1,0.96,4,3.85,4,3.85,4,3.85,5,4.81,3,2.88,3,2.88,3,2.88,5,4.81,1,0.96,0,0.0,0,0.0,0,0.0,36030
38,2,336,3,0.89,1,0.3,10,2.98,25,7.44,30,8.93,27,8.04,1,0.3,2,0.6,0,0.0,55,16.37,56,16.67,66,19.64,0,0.0,1,0.3,0,0.0,8,2.38,7,2.08,8,2.38,10,2.98,9,2.68,11,3.27,1,0.3,0,0.0,0,0.0,1,0.3,3,0.89,1,0.3,38002
38,3,206,3,1.46,3,1.46,7,3.4,9,4.37,14,6.8,12,5.83,1,0.49,0,0.0,0,0.0,42,20.39,40,19.42,42,20.39,0,0.0,3,1.46,1,0.49,5,2.43,3,1.46,2,0.97,4,1.94,5,2.43,3,1.46,0,0.0,4,1.94,0,0.0,2,0.97,0,0.0,1,0.49,38003
38,4,210,1,0.48,0,0.0,2,0.95,12,5.71,11,5.24,14,6.67,2,0.95,1,0.48,1,0.48,41,19.52,41,19.52,39,18.57,1,0.48,2,0.95,1,0.48,5,2.38,6,2.86,5,2.38,9,4.29,7,3.33,8,3.81,0,0.0,1,0.48,0,0.0,0,0.0,0,0.0,0,0.0,38004
38,5,225,1,0.44,3,1.33,3,1.33,17,7.56,15,6.67,18,8.0,0,0.0,2,0.89,0,0.0,38,16.89,35,15.56,40,17.78,0,0.0,1,0.44,0,0.0,8,3.56,7,3.11,6,2.67,9,4.0,7,3.11,8,3.56,0,0.0,2,0.89,2,0.89,0,0.0,2,0.89,1,0.44,38005
38,6,236,2,0.85,0,0.0,7,2.97,9,3.81,14,5.93,11,4.66,4,1.69,0,0.0,1,0.42,50,21.19,46,19.49,47,19.92,1,0.42,0,0.0,0,0.0,6,2.54,7,2.97,8,3.39,8,3.39,6,2.54,7,2.97,0,0.0,1,0.42,0,0.0,1,0.42,0,0.0,0,0.0,38006
38,7,242,1,0.41,1,0.41,4,1.65,12,4.96,14,5.79,18,7.44,3,1.24,2,0.83,1,0.41,44,18.18,41,16.94,47,19.42,2,0.83,0,0.0,0,0.0,9,3.72,9,3.72,8,3.31,6,2.48,1,0.41,4,1.65,1,0.41,5,2.07,0,0.0,3,1.24,3,1.24,3,1.24,38007
38,8,208,1,0.48,2,0.96,3,1.44,15,7.21,15,7.21,15,7.21,3,1.44,1,0.48,2,0.96,36,17.31,38,18.27,37,17.79,0,0.0,2,0.96,0,0.0,11,5.29,9,4.33,6,2.88,3,1.44,1,0.48,4,1.92,1,0.48,2,0.96,0,0.0,1,0.48,0,0.0,0,0.0,38008
38,9,267,0,0.0,1,0.37,2,0.75,12,4.49,13,4.87,17,6.37,1,0.37,1,0.37,1,0.37,57,21.35,54,20.22,57,21.35,2,0.75,2,0.75,2,0.75,11,4.12,5,1.87,8,3.0,5,1.87,2,0.75,9,3.37,0,0.0,2,0.75,0,0.0,0,0.0,2,0.75,1,0.37,38009
38,10,170,1,0.59,1,0.59,0,0.0,14,8.24,16,9.41,18,10.59,2,1.18,2,1.18,1,0.59,30,17.65,29,17.06,25,14.71,2,1.18,1,0.59,0,0.0,7,4.12,7,4.12,6,3.53,2,1.18,0,0.0,3,1.76,0,0.0,2,1.18,0,0.0,0,0.0,0,0.0,1,0.59,38010
38,11,185,2,1.08,0,0.0,2,1.08,9,4.86,9,4.86,16,8.65,1,0.54,0,0.0,0,0.0,30,16.22,29,15.68,29,15.68,1,0.54,3,1.62,0,0.0,7,3.78,5,2.7,5,2.7,9,4.86,5,2.7,11,5.95,2,1.08,2,1.08,0,0.0,2,1.08,3,1.62,3,1.62,38011
38,12,269,1,0.37,2,0.74,7,2.6,15,5.58,16,5.95,20,7.43,2,0.74,2,0.74,3,1.12,55,20.45,48,17.84,52,19.33,2,0.74,2,0.74,1,0.37,12,4.46,10,3.72,8,2.97,2,0.74,1,0.37,2,0.74,1,0.37,3,1.12,1,0.37,1,0.37,0,0.0,0,0.0,38012
38,13,291,3,1.03,1,0.34,4,1.37,14,4.81,15,5.15,17,5.84,1,0.34,1,0.34,0,0.0,61,20.96,57,19.59,59,20.27,1,0.34,0,0.0,0,0.0,10,3.44,10,3.44,11,3.78,8,2.75,6,2.06,8,2.75,0,0.0,2,0.69,1,0.34,0,0.0,1,0.34,0,0.0,38013
38,14,237,1,0.42,2,0.84,7,2.95,10,4.22,9,3.8,11,4.64,2,0.84,1,0.42,2,0.84,49,20.68,50,21.1,52,21.94,0,0.0,1,0.42,0,0.0,8,3.38,7,2.95,7,2.95,3,1.27,3,1.27,1,0.42,2,0.84,2,0.84,0,0.0,2,0.84,3,1.27,2,0.84,38014
38,15,199,1,0.5,2,1.01,7,3.52,8,4.02,10,5.03,10,5.03,4,2.01,2,1.01,2,1.01,36,18.09,41,20.6,40,20.1,1,0.5,0,0.0,0,0.0,5,2.51,4,2.01,4,2.01,6,3.02,5,2.51,5,2.51,2,1.01,3,1.51,0,0.0,1,0.5,0,0.0,0,0.0,38015
38,16,290,1,0.34,2,0.69,7,2.41,20,6.9,20,6.9,19,6.55,5,1.72,0,0.0,0,0.0,43,14.83,45,15.52,44,15.17,1,0.34,1,0.34,0,0.0,12,4.14,10,3.45,10,3.45,15,5.17,9,3.1,15,5.17,2,0.69,5,1.72,4,1.38,0,0.0,0,0.0,0,0.0,38016
38,17,280,2,0.71,1,0.36,6,2.14,17,6.07,21,7.5,22,7.86,4,1.43,0,0.0,0,0.0,52,18.57,54,19.29,56,20.0,0,0.0,2,0.71,0,0.0,6,2.14,7,2.5,6,2.14,6,2.14,4,1.43,6,2.14,3,1.07,4,1.43,0,0.0,0,0.0,0,0.0,1,0.36,38017
38,18,232,2,0.86,1,0.43,8,3.45,18,7.76,23,9.91,22,9.48,1,0.43,1,0.43,0,0.0,39,16.81,34,14.66,33,14.22,3,1.29,1,0.43,1,0.43,6,2.59,7,3.02,6,2.59,6,2.59,7,3.02,5,2.16,4,1.72,1,0.43,1,0.43,0,0.0,2,0.86,0,0.0,38018
38,19,248,3,1.21,2,0.81,4,1.61,18,7.26,19,7.66,20,8.06,2,0.81,1,0.4,2,0.81,44,17.74,41,16.53,40,16.13,0,0.0,2,0.81,0,0.0,10,4.03,9,3.63,9,3.63,7,2.82,3,1.21,5,2.02,0,0.0,0,0.0,0,0.0,3,1.21,3,1.21,1,0.4,38019
38,20,294,0,0.0,0,0.0,4,1.36,19,6.46,21,7.14,15,5.1,2,0.68,1,0.34,1,0.34,57,19.39,62,21.09,59,20.07,0,0.0,1,0.34,2,0.68,12,4.08,9,3.06,9,3.06,6,2.04,3,1.02,6,2.04,0,0.0,1,0.34,0,0.0,2,0.68,1,0.34,1,0.34,38020
38,21,190,3,1.58,0,0.0,3,1.58,15,7.89,18,9.47,14,7.37,2,1.05,1,0.53,0,0.0,26,13.68,26,13.68,28,14.74,1,0.53,0,0.0,0,0.0,13,6.84,13,6.84,13,6.84,2,1.05,1,0.53,2,1.05,0,0.0,1,0.53,0,0.0,3,1.58,3,1.58,2,1.05,38021
38,22,195,3,1.54,1,0.51,4,2.05,9,4.62,13,6.67,12,6.15,0,0.0,0,0.0,0,0.0,41,21.03,41,21.03,43,22.05,0,0.0,1,0.51,1,0.51,5,2.56,3,1.54,3,1.54,3,1.54,3,1.54,5,2.56,0,0.0,2,1.03,0,0.0,0,0.0,1,0.51,1,0.51,38022
38,23,225,4,1.78,2,0.89,7,3.11,16,7.11,22,9.78,20,8.89,2,0.89,0,0.0,0,0.0,32,14.22,37,16.44,37,16.44,0,0.0,0,0.0,0,0.0,7,3.11,7,3.11,8,3.56,7,3.11,7,3.11,6,2.67,0,0.0,1,0.44,0,0.0,1,0.44,1,0.44,1,0.44,38023
38,24,302,4,1.32,3,0.99,5,1.66,20,6.62,22,7.28,20,6.62,2,0.66,0,0.0,1,0.33,53,17.55,53,17.55,58,19.21,2,0.66,1,0.33,0,0.0,12,3.97,7,2.32,10,3.31,4,1.32,4,1.32,6,1.99,3,0.99,6,1.99,2,0.66,1,0.33,0,0.0,3,0.99,38024
38,25,210,4,1.9,1,0.48,5,2.38,15,7.14,14,6.67,19,9.05,0,0.0,0,0.0,2,0.95,29,13.81,24,11.43,27,12.86,3,1.43,1,0.48,0,0.0,17,8.1,10,4.76,11,5.24,6,2.86,7,3.33,8,3.81,2,0.95,3,1.43,1,0.48,1,0.48,0,0.0,0,0.0,38025
38,26,208,0,0.0,0,0.0,3,1.44,9,4.33,10,4.81,17,8.17,1,0.48,1,0.48,1,0.48,36,17.31,34,16.35,37,17.79,0,0.0,0,0.0,0,0.0,11,5.29,8,3.85,10,4.81,9,4.33,7,3.37,8,3.85,0,0.0,5,2.4,0,0.0,0,0.0,1,0.48,0,0.0,38026
38,27,241,2,0.83,1,0.41,11,4.56,20,8.3,21,8.71,21,8.71,0,0.0,0,0.0,1,0.41,39,16.18,37,15.35,39,16.18,0,0.0,1,0.41,1,0.41,7,2.9,5,2.07,6,2.49,7,2.9,6,2.49,10,4.15,0,0.0,1,0.41,0,0.0,1,0.41,2,0.83,2,0.83,38027
