ward,precinct,total,Aaron Brager (Trump),Aaron Brager (Trump) Percent,Janet Tavakoli (Trump),Janet Tavakoli (Trump) Percent,Evan Andrew Feigenbaum (Bush),Evan Andrew Feigenbaum (Bush) Percent,Gregory J. Hart (Bush),Gregory J. Hart (Bush) Percent,Mark S. Hosty (Bush),Mark S. Hosty (Bush) Percent,Suneet Lad (Christie),Suneet Lad (Christie) Percent,William S. Zeiler (Christie),William S. Zeiler (Christie) Percent,William J. Zeiler (Christie),William J. Zeiler (Christie) Percent,Michael Provenzano (Cruz),Michael Provenzano (Cruz) Percent,Matthew Limbert (Cruz),Matthew Limbert (Cruz) Percent,Wayne Heusel (Cruz),Wayne Heusel (Cruz) Percent,Jeffrey ''Jeff'' Durkes (Fiorina),Jeffrey ''Jeff'' Durkes (Fiorina) Percent,Jennifer Koerner (Fiorina),Jennifer Koerner (Fiorina) Percent,Joseph ''Joe'' Dusek (Fiorina),Joseph ''Joe'' Dusek (Fiorina) Percent,Darlene Brown (Carson),Darlene Brown (Carson) Percent,Adrian J. Wright (Carson),Adrian J. Wright (Carson) Percent,Yvonne Franklin (Carson),Yvonne Franklin (Carson) Percent,Erin Broderick (Rubio),Erin Broderick (Rubio) Percent,Thomas C. Cronin (Rubio),Thomas C. Cronin (Rubio) Percent,Eric Pulia (Rubio),Eric Pulia (Rubio) Percent,Helene Marie Cissell (Kasich),Helene Marie Cissell (Kasich) Percent,Bruno H. Behrend (Kasich),Bruno H. Behrend (Kasich) Percent,Ellen Wesley (Kasich),Ellen Wesley (Kasich) Percent,precinct_id
20,21,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20021
20,25,17,3,17.65,4,23.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.76,0,0.0,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,0,0.0,20025
20,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20027
20,30,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20030
20,31,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20031
20,32,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20032
20,36,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20036
20,37,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20037
20,38,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,20038
20,39,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20039
22,14,47,5,10.64,3,6.38,0,0.0,0,0.0,0,0.0,1,2.13,2,4.26,2,4.26,7,14.89,6,12.77,8,17.02,0,0.0,0,0.0,0,0.0,1,2.13,1,2.13,0,0.0,2,4.26,1,2.13,1,2.13,1,2.13,1,2.13,2,4.26,22014
22,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22015
22,19,12,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,1,8.33,1,8.33,1,8.33,22019
22,21,6,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,22021
23,17,19,2,10.53,1,5.26,0,0.0,0,0.0,1,5.26,1,5.26,0,0.0,0,0.0,1,5.26,2,10.53,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.79,1,5.26,1,5.26,1,5.26,2,10.53,1,5.26,23017
23,19,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23019
23,31,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23031
24,1,4,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,24001
24,2,7,1,14.29,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,1,14.29,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24002
24,3,12,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,2,16.67,2,16.67,2,16.67,24003
24,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24004
24,5,3,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24005
24,6,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,28.57,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,1,14.29,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,24006
24,7,11,2,18.18,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,24007
24,8,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24008
24,9,18,1,5.56,1,5.56,0,0.0,1,5.56,0,0.0,0,0.0,1,5.56,0,0.0,2,11.11,2,11.11,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,1,5.56,0,0.0,1,5.56,0,0.0,0,0.0,2,11.11,2,11.11,2,11.11,24009
24,10,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24010
24,11,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24011
24,12,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24012
24,13,6,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24013
24,14,9,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,1,11.11,1,11.11,1,11.11,24014
24,15,4,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24015
24,16,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,24016
24,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24017
24,18,4,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24018
24,19,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,24019
24,20,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24020
24,21,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24021
24,22,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,24022
24,23,16,3,18.75,2,12.5,1,6.25,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,1,6.25,1,6.25,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,24023
24,24,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24024
24,25,8,0,0.0,0,0.0,1,12.5,0,0.0,1,12.5,1,12.5,1,12.5,1,12.5,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24025
24,26,6,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24026
24,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24027
24,28,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24028
24,29,8,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,2,25.0,2,25.0,24029
24,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24030
24,31,19,1,5.26,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,21.05,4,21.05,4,21.05,0,0.0,0,0.0,0,0.0,1,5.26,1,5.26,1,5.26,0,0.0,0,0.0,0,0.0,1,5.26,1,5.26,0,0.0,24031
24,32,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24032
24,33,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24033
24,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24034
24,35,4,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24035
24,36,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,3,33.33,2,22.22,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,24036
24,37,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24037
24,38,14,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,1,7.14,3,21.43,3,21.43,3,21.43,24038
24,39,34,5,14.71,4,11.76,0,0.0,0,0.0,1,2.94,0,0.0,1,2.94,0,0.0,5,14.71,5,14.71,3,8.82,0,0.0,0,0.0,0,0.0,1,2.94,1,2.94,1,2.94,0,0.0,0,0.0,2,5.88,0,0.0,0,0.0,0,0.0,24039
24,40,6,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24040
24,41,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24041
25,3,309,14,4.53,16,5.18,0,0.0,3,0.97,1,0.32,1,0.32,1,0.32,0,0.0,23,7.44,23,7.44,20,6.47,0,0.0,1,0.32,1,0.32,0,0.0,1,0.32,0,0.0,24,7.77,18,5.83,16,5.18,45,14.56,42,13.59,44,14.24,25003
25,4,37,5,13.51,5,13.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,8.11,3,8.11,3,8.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.41,2,5.41,2,5.41,2,5.41,2,5.41,2,5.41,25004
25,6,36,7,19.44,7,19.44,0,0.0,0,0.0,1,2.78,0,0.0,1,2.78,0,0.0,2,5.56,2,5.56,2,5.56,2,5.56,2,5.56,2,5.56,0,0.0,0,0.0,0,0.0,1,2.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25006
25,10,355,25,7.04,22,6.2,2,0.56,6,1.69,4,1.13,0,0.0,0,0.0,0,0.0,13,3.66,17,4.79,15,4.23,0,0.0,3,0.85,0,0.0,1,0.28,0,0.0,0,0.0,21,5.92,20,5.63,19,5.35,48,13.52,58,16.34,57,16.06,25010
25,14,48,5,10.42,5,10.42,1,2.08,1,2.08,1,2.08,1,2.08,1,2.08,1,2.08,2,4.17,2,4.17,2,4.17,0,0.0,0,0.0,0,0.0,1,2.08,2,4.17,1,2.08,5,10.42,5,10.42,4,8.33,1,2.08,1,2.08,1,2.08,25014
25,16,339,26,7.67,24,7.08,1,0.29,5,1.47,1,0.29,0,0.0,0,0.0,0,0.0,26,7.67,26,7.67,23,6.78,0,0.0,2,0.59,0,0.0,1,0.29,1,0.29,1,0.29,13,3.83,12,3.54,12,3.54,39,11.5,50,14.75,50,14.75,25016
25,18,65,9,13.85,8,12.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,9.23,6,9.23,5,7.69,0,0.0,0,0.0,0,0.0,1,1.54,1,1.54,1,1.54,3,4.62,3,4.62,3,4.62,2,3.08,5,7.69,3,4.62,25018
25,20,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25020
25,21,259,23,8.88,26,10.04,1,0.39,1,0.39,1,0.39,1,0.39,1,0.39,3,1.16,14,5.41,16,6.18,12,4.63,0,0.0,1,0.39,1,0.39,0,0.0,2,0.77,0,0.0,17,6.56,15,5.79,12,4.63,25,9.65,32,12.36,31,11.97,25021
25,25,183,25,13.66,22,12.02,2,1.09,4,2.19,2,1.09,1,0.55,1,0.55,0,0.0,14,7.65,12,6.56,13,7.1,0,0.0,1,0.55,1,0.55,1,0.55,0,0.0,0,0.0,6,3.28,9,4.92,6,3.28,13,7.1,13,7.1,15,8.2,25025
25,27,214,25,11.68,23,10.75,1,0.47,2,0.93,2,0.93,0,0.0,1,0.47,0,0.0,8,3.74,8,3.74,7,3.27,1,0.47,2,0.93,2,0.93,0,0.0,0,0.0,1,0.47,13,6.07,13,6.07,12,5.61,21,9.81,25,11.68,24,11.21,25027
25,29,36,4,11.11,5,13.89,1,2.78,0,0.0,0,0.0,0,0.0,1,2.78,0,0.0,2,5.56,1,2.78,1,2.78,0,0.0,0,0.0,1,2.78,0,0.0,1,2.78,1,2.78,0,0.0,0,0.0,2,5.56,4,11.11,3,8.33,3,8.33,25029
25,31,351,20,5.7,24,6.84,0,0.0,0,0.0,4,1.14,2,0.57,2,0.57,2,0.57,18,5.13,16,4.56,16,4.56,1,0.28,2,0.57,0,0.0,3,0.85,2,0.57,0,0.0,21,5.98,20,5.7,17,4.84,45,12.82,58,16.52,59,16.81,25031
26,1,23,2,8.7,2,8.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.35,2,8.7,2,8.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,13.04,2,8.7,2,8.7,1,4.35,2,8.7,3,13.04,26001
26,3,130,18,13.85,19,14.62,0,0.0,1,0.77,2,1.54,1,0.77,0,0.0,1,0.77,11,8.46,9,6.92,8,6.15,0,0.0,1,0.77,1,0.77,0,0.0,0,0.0,0,0.0,6,4.62,7,5.38,7,5.38,6,4.62,8,6.15,7,5.38,26003
26,4,20,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.0,1,5.0,2,10.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,4,20.0,4,20.0,3,15.0,0,0.0,1,5.0,1,5.0,26004
26,10,48,5,10.42,5,10.42,0,0.0,1,2.08,0,0.0,0,0.0,0,0.0,0,0.0,3,6.25,5,10.42,4,8.33,0,0.0,0,0.0,0,0.0,1,2.08,1,2.08,1,2.08,5,10.42,5,10.42,6,12.5,1,2.08,1,2.08,1,2.08,26010
26,17,195,33,16.92,35,17.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,4.62,10,5.13,10,5.13,0,0.0,0,0.0,0,0.0,0,0.0,3,1.54,0,0.0,8,4.1,6,3.08,5,2.56,12,6.15,15,7.69,13,6.67,26017
26,19,10,4,40.0,3,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26019
26,21,40,7,17.5,7,17.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,15.0,5,12.5,6,15.0,1,2.5,0,0.0,0,0.0,26021
26,27,9,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,26027
26,28,95,9,9.47,10,10.53,0,0.0,0,0.0,1,1.05,1,1.05,1,1.05,1,1.05,5,5.26,5,5.26,5,5.26,0,0.0,2,2.11,0,0.0,1,1.05,2,2.11,2,2.11,4,4.21,3,3.16,4,4.21,9,9.47,10,10.53,10,10.53,26028
26,33,34,2,5.88,1,2.94,0,0.0,2,5.88,1,2.94,0,0.0,1,2.94,0,0.0,3,8.82,2,5.88,3,8.82,0,0.0,1,2.94,0,0.0,0,0.0,2,5.88,1,2.94,0,0.0,0,0.0,0,0.0,4,11.76,5,14.71,4,11.76,26033
26,36,64,7,10.94,7,10.94,0,0.0,1,1.56,0,0.0,0,0.0,0,0.0,0,0.0,4,6.25,4,6.25,5,7.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.13,2,3.13,2,3.13,6,9.38,8,12.5,8,12.5,26036
26,39,51,5,9.8,7,13.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.92,2,3.92,2,3.92,0,0.0,1,1.96,0,0.0,0,0.0,0,0.0,0,0.0,3,5.88,4,7.84,2,3.92,5,9.8,6,11.76,7,13.73,26039
26,45,8,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,26045
26,46,89,9,10.11,10,11.24,0,0.0,0,0.0,0,0.0,0,0.0,1,1.12,0,0.0,10,11.24,9,10.11,8,8.99,0,0.0,1,1.12,1,1.12,0,0.0,0,0.0,0,0.0,6,6.74,4,4.49,5,5.62,3,3.37,6,6.74,6,6.74,26046
27,1,256,19,7.42,19,7.42,3,1.17,4,1.56,5,1.95,0,0.0,0,0.0,0,0.0,20,7.81,17,6.64,15,5.86,0,0.0,4,1.56,0,0.0,1,0.39,3,1.17,2,0.78,12,4.69,10,3.91,6,2.34,31,12.11,34,13.28,33,12.89,27001
27,2,132,10,7.58,13,9.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,8.33,10,7.58,10,7.58,0,0.0,2,1.52,0,0.0,0,0.0,0,0.0,0,0.0,4,3.03,5,3.79,4,3.03,15,11.36,19,14.39,17,12.88,27002
27,3,19,2,10.53,3,15.79,1,5.26,1,5.26,2,10.53,1,5.26,1,5.26,0,0.0,2,10.53,0,0.0,0,0.0,1,5.26,0,0.0,0,0.0,0,0.0,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,2,10.53,0,0.0,0,0.0,27003
27,4,20,1,5.0,1,5.0,1,5.0,2,10.0,1,5.0,0,0.0,0,0.0,0,0.0,2,10.0,2,10.0,2,10.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,1,5.0,1,5.0,1,5.0,0,0.0,1,5.0,1,5.0,27004
