ward,precinct,total,Robert V. Boharic (Cruz),Robert V. Boharic (Cruz) Percent,Ebelio Paul Fuentes (Cruz),Ebelio Paul Fuentes (Cruz) Percent,Allison Ashby (Cruz),Allison Ashby (Cruz) Percent,Amy Hopcian (Christie),Amy Hopcian (Christie) Percent,Matthew Hickey (Christie),Matthew Hickey (Christie) Percent,Randy Kantner (Christie),Randy Kantner (Christie) Percent,Kevin Jayne (Trump),Kevin Jayne (Trump) Percent,Eric Sawchuk (Trump),Eric Sawchuk (Trump) Percent,Rolando Arellano (Trump),Rolando Arellano (Trump) Percent,Maureen Lydon (Bush),Maureen Lydon (Bush) Percent,Walter Zarnecki (Bush),Walter Zarnecki (Bush) Percent,Ramiro Gonzalez (Bush),Ramiro Gonzalez (Bush) Percent,Anna Igoe (Fiorina),Anna Igoe (Fiorina) Percent,Michael Houlihan (Fiorina),Michael Houlihan (Fiorina) Percent,James Kales (Fiorina),James Kales (Fiorina) Percent,Michael C. Dropka (Kasich),Michael C. Dropka (Kasich) Percent,Jesus Reyes Jr. (Kasich),Jesus Reyes Jr. (Kasich) Percent,Thomas A. Volini (Kasich),Thomas A. Volini (Kasich) Percent,Maria C. Moreno (Rubio),Maria C. Moreno (Rubio) Percent,Lionel Garcia (Rubio),Lionel Garcia (Rubio) Percent,Danielle Vlcek (Rubio),Danielle Vlcek (Rubio) Percent,Jennifer E. Bardy (Carson),Jennifer E. Bardy (Carson) Percent,Dieter O. Bardy (Carson),Dieter O. Bardy (Carson) Percent,Citlally Mancilla (Carson),Citlally Mancilla (Carson) Percent,Todd Peterson (Paul),Todd Peterson (Paul) Percent,Carlos Estrada (Paul),Carlos Estrada (Paul) Percent,precinct_id
35,30,116,7,6.03,9,7.76,8,6.9,2,1.72,0,0.0,1,0.86,20,17.24,17,14.66,18,15.52,1,0.86,1,0.86,5,4.31,1,0.86,0,0.0,1,0.86,1,0.86,4,3.45,2,1.72,4,3.45,4,3.45,2,1.72,2,1.72,1,0.86,1,0.86,1,0.86,3,2.59,35030
35,31,139,18,12.95,14,10.07,14,10.07,0,0.0,0,0.0,0,0.0,15,10.79,14,10.07,13,9.35,0,0.0,0,0.0,1,0.72,0,0.0,1,0.72,0,0.0,9,6.47,8,5.76,8,5.76,8,5.76,8,5.76,6,4.32,0,0.0,2,1.44,0,0.0,0,0.0,0,0.0,35031
36,1,138,9,6.52,10,7.25,10,7.25,1,0.72,2,1.45,1,0.72,23,16.67,22,15.94,23,16.67,1,0.72,2,1.45,3,2.17,0,0.0,0,0.0,0,0.0,3,2.17,3,2.17,2,1.45,6,4.35,8,5.8,5,3.62,0,0.0,1,0.72,1,0.72,1,0.72,1,0.72,36001
36,2,89,11,12.36,14,15.73,10,11.24,1,1.12,0,0.0,0,0.0,9,10.11,9,10.11,7,7.87,1,1.12,2,2.25,2,2.25,0,0.0,0,0.0,1,1.12,2,2.25,2,2.25,1,1.12,6,6.74,4,4.49,3,3.37,2,2.25,0,0.0,0,0.0,0,0.0,2,2.25,36002
36,3,93,7,7.53,6,6.45,7,7.53,0,0.0,1,1.08,0,0.0,14,15.05,13,13.98,13,13.98,0,0.0,2,2.15,3,3.23,0,0.0,0,0.0,0,0.0,4,4.3,4,4.3,3,3.23,5,5.38,3,3.23,3,3.23,1,1.08,0,0.0,1,1.08,1,1.08,2,2.15,36003
36,4,50,8,16.0,9,18.0,9,18.0,0,0.0,0,0.0,0,0.0,3,6.0,3,6.0,3,6.0,0,0.0,0,0.0,2,4.0,0,0.0,0,0.0,1,2.0,2,4.0,2,4.0,1,2.0,4,8.0,1,2.0,1,2.0,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,36004
36,6,69,3,4.35,5,7.25,5,7.25,0,0.0,1,1.45,0,0.0,12,17.39,11,15.94,14,20.29,1,1.45,1,1.45,0,0.0,0,0.0,0,0.0,1,1.45,1,1.45,1,1.45,1,1.45,4,5.8,2,2.9,2,2.9,1,1.45,0,0.0,1,1.45,1,1.45,1,1.45,36006
36,8,19,0,0.0,1,5.26,0,0.0,0,0.0,0,0.0,1,5.26,2,10.53,2,10.53,1,5.26,0,0.0,0,0.0,2,10.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.79,3,15.79,1,5.26,0,0.0,0,0.0,2,10.53,0,0.0,1,5.26,36008
36,9,56,7,12.5,5,8.93,6,10.71,0,0.0,0,0.0,1,1.79,8,14.29,7,12.5,7,12.5,1,1.79,1,1.79,2,3.57,0,0.0,1,1.79,0,0.0,1,1.79,1,1.79,1,1.79,2,3.57,2,3.57,1,1.79,0,0.0,0,0.0,0,0.0,1,1.79,1,1.79,36009
36,10,142,7,4.93,6,4.23,5,3.52,0,0.0,1,0.7,1,0.7,30,21.13,23,16.2,23,16.2,3,2.11,3,2.11,2,1.41,1,0.7,1,0.7,1,0.7,3,2.11,5,3.52,2,1.41,6,4.23,6,4.23,7,4.93,2,1.41,2,1.41,1,0.7,1,0.7,0,0.0,36010
36,11,47,6,12.77,7,14.89,7,14.89,0,0.0,0,0.0,0,0.0,3,6.38,3,6.38,5,10.64,0,0.0,1,2.13,1,2.13,0,0.0,0,0.0,0,0.0,1,2.13,1,2.13,1,2.13,3,6.38,2,4.26,2,4.26,1,2.13,1,2.13,1,2.13,0,0.0,1,2.13,36011
36,12,25,4,16.0,5,20.0,4,16.0,0,0.0,1,4.0,0,0.0,3,12.0,3,12.0,3,12.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36012
36,13,38,4,10.53,6,15.79,6,15.79,1,2.63,0,0.0,0,0.0,3,7.89,2,5.26,5,13.16,1,2.63,1,2.63,1,2.63,0,0.0,1,2.63,0,0.0,0,0.0,0,0.0,1,2.63,2,5.26,3,7.89,1,2.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36013
36,16,67,3,4.48,4,5.97,2,2.99,0,0.0,1,1.49,0,0.0,14,20.9,13,19.4,12,17.91,0,0.0,0,0.0,0,0.0,1,1.49,0,0.0,0,0.0,1,1.49,1,1.49,1,1.49,4,5.97,4,5.97,4,5.97,1,1.49,0,0.0,0,0.0,1,1.49,0,0.0,36016
36,19,122,10,8.2,12,9.84,12,9.84,1,0.82,2,1.64,2,1.64,19,15.57,19,15.57,17,13.93,1,0.82,3,2.46,1,0.82,1,0.82,1,0.82,0,0.0,5,4.1,3,2.46,2,1.64,5,4.1,2,1.64,2,1.64,1,0.82,0,0.0,0,0.0,1,0.82,0,0.0,36019
36,20,72,9,12.5,8,11.11,9,12.5,0,0.0,2,2.78,0,0.0,11,15.28,13,18.06,10,13.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.78,2,2.78,2,2.78,2,2.78,1,1.39,1,1.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36020
36,21,36,5,13.89,5,13.89,7,19.44,0,0.0,0,0.0,0,0.0,3,8.33,3,8.33,4,11.11,1,2.78,1,2.78,1,2.78,0,0.0,0,0.0,0,0.0,1,2.78,1,2.78,1,2.78,1,2.78,1,2.78,1,2.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36021
36,22,45,2,4.44,4,8.89,2,4.44,0,0.0,1,2.22,0,0.0,6,13.33,7,15.56,7,15.56,0,0.0,0,0.0,1,2.22,0,0.0,0,0.0,0,0.0,0,0.0,3,6.67,0,0.0,4,8.89,3,6.67,0,0.0,1,2.22,1,2.22,2,4.44,0,0.0,1,2.22,36022
36,23,67,8,11.94,7,10.45,7,10.45,1,1.49,1,1.49,1,1.49,10,14.93,9,13.43,10,14.93,2,2.99,0,0.0,2,2.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,4.48,1,1.49,1,1.49,1,1.49,2,2.99,1,1.49,0,0.0,0,0.0,36023
36,24,23,2,8.7,2,8.7,3,13.04,0,0.0,0,0.0,0,0.0,3,13.04,2,8.7,3,13.04,0,0.0,2,8.7,1,4.35,0,0.0,0,0.0,0,0.0,1,4.35,1,4.35,0,0.0,0,0.0,1,4.35,2,8.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36024
36,25,63,4,6.35,5,7.94,3,4.76,1,1.59,2,3.17,0,0.0,7,11.11,9,14.29,11,17.46,0,0.0,0,0.0,2,3.17,0,0.0,2,3.17,0,0.0,1,1.59,2,3.17,2,3.17,2,3.17,5,7.94,2,3.17,0,0.0,0,0.0,0,0.0,1,1.59,2,3.17,36025
36,27,97,11,11.34,13,13.4,10,10.31,0,0.0,0,0.0,0,0.0,16,16.49,12,12.37,12,12.37,0,0.0,2,2.06,0,0.0,1,1.03,0,0.0,0,0.0,2,2.06,3,3.09,4,4.12,3,3.09,2,2.06,1,1.03,2,2.06,2,2.06,1,1.03,0,0.0,0,0.0,36027
36,29,155,18,11.61,18,11.61,20,12.9,0,0.0,0,0.0,0,0.0,19,12.26,20,12.9,19,12.26,2,1.29,2,1.29,1,0.65,0,0.0,0,0.0,1,0.65,7,4.52,5,3.23,6,3.87,4,2.58,3,1.94,5,3.23,2,1.29,1,0.65,1,0.65,1,0.65,0,0.0,36029
37,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37026
38,1,157,21,13.38,20,12.74,19,12.1,1,0.64,1,0.64,1,0.64,22,14.01,20,12.74,20,12.74,1,0.64,2,1.27,1,0.64,0,0.0,0,0.0,0,0.0,4,2.55,3,1.91,3,1.91,6,3.82,5,3.18,4,2.55,2,1.27,0,0.0,0,0.0,0,0.0,1,0.64,38001
38,35,105,10,9.52,10,9.52,8,7.62,0,0.0,0,0.0,0,0.0,14,13.33,11,10.48,11,10.48,1,0.95,4,3.81,0,0.0,0,0.0,0,0.0,0,0.0,8,7.62,7,6.67,6,5.71,5,4.76,5,4.76,4,3.81,0,0.0,0,0.0,0,0.0,0,0.0,1,0.95,38035
38,41,137,13,9.49,12,8.76,13,9.49,2,1.46,0,0.0,0,0.0,16,11.68,14,10.22,12,8.76,2,1.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,10.22,14,10.22,12,8.76,3,2.19,4,2.92,4,2.92,0,0.0,0,0.0,0,0.0,2,1.46,0,0.0,38041
39,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39006
39,12,26,1,3.85,1,3.85,1,3.85,0,0.0,0,0.0,0,0.0,5,19.23,3,11.54,5,19.23,0,0.0,1,3.85,0,0.0,0,0.0,0,0.0,1,3.85,2,7.69,2,7.69,3,11.54,1,3.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39012
39,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39025
39,28,45,6,13.33,5,11.11,6,13.33,0,0.0,0,0.0,0,0.0,3,6.67,4,8.89,3,6.67,1,2.22,0,0.0,0,0.0,1,2.22,0,0.0,0,0.0,3,6.67,3,6.67,3,6.67,3,6.67,2,4.44,2,4.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39028
39,31,99,11,11.11,11,11.11,11,11.11,1,1.01,1,1.01,2,2.02,12,12.12,12,12.12,10,10.1,0,0.0,0,0.0,0,0.0,1,1.01,0,0.0,0,0.0,3,3.03,3,3.03,3,3.03,6,6.06,6,6.06,6,6.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39031
45,1,87,7,8.05,7,8.05,7,8.05,1,1.15,0,0.0,0,0.0,6,6.9,6,6.9,6,6.9,2,2.3,3,3.45,2,2.3,0,0.0,0,0.0,0,0.0,8,9.2,9,10.34,8,9.2,3,3.45,2,2.3,2,2.3,1,1.15,2,2.3,3,3.45,2,2.3,0,0.0,45001
45,2,90,10,11.11,7,7.78,9,10.0,2,2.22,2,2.22,2,2.22,7,7.78,8,8.89,7,7.78,0,0.0,0,0.0,0,0.0,1,1.11,1,1.11,0,0.0,8,8.89,9,10.0,7,7.78,3,3.33,2,2.22,3,3.33,0,0.0,1,1.11,1,1.11,0,0.0,0,0.0,45002
45,8,138,12,8.7,13,9.42,12,8.7,1,0.72,0,0.0,1,0.72,20,14.49,18,13.04,19,13.77,0,0.0,0,0.0,0,0.0,2,1.45,1,0.72,0,0.0,5,3.62,7,5.07,7,5.07,7,5.07,6,4.35,6,4.35,0,0.0,0,0.0,0,0.0,0,0.0,1,0.72,45008
45,9,160,17,10.63,15,9.38,20,12.5,0,0.0,1,0.63,0,0.0,25,15.63,22,13.75,22,13.75,0,0.0,0,0.0,1,0.63,1,0.63,0,0.0,0,0.0,5,3.13,4,2.5,4,2.5,9,5.63,3,1.88,5,3.13,1,0.63,0,0.0,1,0.63,3,1.88,1,0.63,45009
45,10,250,28,11.2,27,10.8,27,10.8,0,0.0,0,0.0,0,0.0,29,11.6,27,10.8,26,10.4,2,0.8,1,0.4,3,1.2,1,0.4,2,0.8,1,0.4,12,4.8,11,4.4,13,5.2,14,5.6,10,4.0,8,3.2,2,0.8,2,0.8,1,0.4,1,0.4,2,0.8,45010
