ward,precinct,total,Stephen J. Balich (Cruz),Stephen J. Balich (Cruz) Percent,Jerry Randick (Cruz),Jerry Randick (Cruz) Percent,Nancy Ann Powell-Hayes (Cruz),Nancy Ann Powell-Hayes (Cruz) Percent,Thomas Beller (Christie),Thomas Beller (Christie) Percent,Patrick Hackett (Christie),Patrick Hackett (Christie) Percent,Kathryn Meyer (Christie),Kathryn Meyer (Christie) Percent,John Lynch (Trump),John Lynch (Trump) Percent,Cynthia Schaffer (Trump),Cynthia Schaffer (Trump) Percent,Bob Anderson (Trump),Bob Anderson (Trump) Percent,Colleen Grant Schumann (Bush),Colleen Grant Schumann (Bush) Percent,Scott McPherson (Bush),Scott McPherson (Bush) Percent,Ian Brenson (Bush),Ian Brenson (Bush) Percent,Salvador ''Tony'' Godinez (Fiorina),Salvador ''Tony'' Godinez (Fiorina) Percent,Sharon Kubasak (Fiorina),Sharon Kubasak (Fiorina) Percent,Deborah ''Debbie'' Burzinski (Fiorina),Deborah ''Debbie'' Burzinski (Fiorina) Percent,Christine Radogno (Kasich),Christine Radogno (Kasich) Percent,Sean M. Morrison (Kasich),Sean M. Morrison (Kasich) Percent,Elizabeth Ann Gorman (Kasich),Elizabeth Ann Gorman (Kasich) Percent,John Pappas (Paul),John Pappas (Paul) Percent,Dan Mitchell (Paul),Dan Mitchell (Paul) Percent,Harry W. Oryhon (Carson),Harry W. Oryhon (Carson) Percent,Mark S. Zajac (Carson),Mark S. Zajac (Carson) Percent,Barbara F. Hoffman (Carson),Barbara F. Hoffman (Carson) Percent,Herb Schumann (Rubio),Herb Schumann (Rubio) Percent,George Yukich (Rubio),George Yukich (Rubio) Percent,precinct_id
13,44,12,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,2,16.67,2,16.67,2,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,13044
13,45,72,4,5.56,5,6.94,2,2.78,0,0.0,0,0.0,0,0.0,16,22.22,16,22.22,14,19.44,0,0.0,0,0.0,0,0.0,2,2.78,0,0.0,1,1.39,1,1.39,1,1.39,2,2.78,1,1.39,0,0.0,0,0.0,1,1.39,0,0.0,2,2.78,2,2.78,13045
13,46,77,9,11.69,7,9.09,6,7.79,1,1.3,2,2.6,2,2.6,8,10.39,9,11.69,7,9.09,1,1.3,1,1.3,1,1.3,3,3.9,1,1.3,2,2.6,1,1.3,0,0.0,0,0.0,4,5.19,0,0.0,1,1.3,2,2.6,3,3.9,3,3.9,1,1.3,13046
13,47,50,4,8.0,5,10.0,3,6.0,0,0.0,1,2.0,0,0.0,9,18.0,8,16.0,8,16.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,1,2.0,1,2.0,1,2.0,1,2.0,2,4.0,2,4.0,13047
13,48,72,8,11.11,7,9.72,6,8.33,0,0.0,0,0.0,0,0.0,14,19.44,13,18.06,12,16.67,1,1.39,1,1.39,1,1.39,0,0.0,0,0.0,1,1.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,4.17,0,0.0,2,2.78,1,1.39,13048
14,1,212,12,5.66,12,5.66,9,4.25,1,0.47,2,0.94,0,0.0,42,19.81,42,19.81,41,19.34,1,0.47,0,0.0,0,0.0,2,0.94,0,0.0,0,0.0,7,3.3,7,3.3,5,2.36,1,0.47,1,0.47,0,0.0,1,0.47,1,0.47,7,3.3,8,3.77,14001
14,4,225,15,6.67,14,6.22,16,7.11,1,0.44,3,1.33,0,0.0,42,18.67,43,19.11,37,16.44,0,0.0,0,0.0,1,0.44,1,0.44,0,0.0,1,0.44,6,2.67,6,2.67,5,2.22,1,0.44,0,0.0,1,0.44,3,1.33,1,0.44,11,4.89,8,3.56,14004
14,5,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,14005
14,7,95,9,9.47,8,8.42,4,4.21,1,1.05,0,0.0,1,1.05,15,15.79,13,13.68,14,14.74,0,0.0,1,1.05,0,0.0,1,1.05,0,0.0,2,2.11,3,3.16,2,2.11,1,1.05,3,3.16,0,0.0,0,0.0,1,1.05,0,0.0,5,5.26,5,5.26,14007
14,8,100,6,6.0,7,7.0,6,6.0,0,0.0,0,0.0,1,1.0,17,17.0,19,19.0,14,14.0,3,3.0,0,0.0,0,0.0,2,2.0,3,3.0,2,2.0,1,1.0,1,1.0,1,1.0,3,3.0,1,1.0,0,0.0,3,3.0,1,1.0,3,3.0,3,3.0,14008
14,9,192,12,6.25,10,5.21,11,5.73,1,0.52,0,0.0,2,1.04,38,19.79,38,19.79,34,17.71,1,0.52,1,0.52,0,0.0,1,0.52,4,2.08,1,0.52,6,3.13,5,2.6,4,2.08,3,1.56,1,0.52,1,0.52,4,2.08,0,0.0,5,2.6,4,2.08,14009
14,12,118,5,4.24,3,2.54,3,2.54,1,0.85,0,0.0,0,0.0,22,18.64,20,16.95,21,17.8,1,0.85,1,0.85,1,0.85,2,1.69,0,0.0,3,2.54,5,4.24,6,5.08,4,3.39,3,2.54,0,0.0,0,0.0,5,4.24,0,0.0,4,3.39,3,2.54,14012
14,18,49,4,8.16,4,8.16,4,8.16,2,4.08,0,0.0,2,4.08,5,10.2,4,8.16,4,8.16,0,0.0,1,2.04,0,0.0,1,2.04,0,0.0,0,0.0,2,4.08,2,4.08,2,4.08,1,2.04,1,2.04,2,4.08,1,2.04,2,4.08,1,2.04,1,2.04,14018
14,21,48,6,12.5,6,12.5,6,12.5,1,2.08,0,0.0,1,2.08,5,10.42,5,10.42,5,10.42,0,0.0,0,0.0,1,2.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.17,0,0.0,0,0.0,0,0.0,0,0.0,4,8.33,3,6.25,14021
14,22,167,11,6.59,9,5.39,5,2.99,1,0.6,1,0.6,1,0.6,35,20.96,35,20.96,36,21.56,0,0.0,1,0.6,1,0.6,1,0.6,2,1.2,5,2.99,6,3.59,5,2.99,3,1.8,0,0.0,0,0.0,1,0.6,5,2.99,0,0.0,2,1.2,1,0.6,14022
14,23,117,9,7.69,11,9.4,8,6.84,1,0.85,2,1.71,3,2.56,17,14.53,24,20.51,19,16.24,1,0.85,1,0.85,1,0.85,0,0.0,2,1.71,2,1.71,2,1.71,1,0.85,1,0.85,2,1.71,0,0.0,0,0.0,1,0.85,1,0.85,2,1.71,2,1.71,14023
14,24,228,16,7.02,14,6.14,14,6.14,2,0.88,1,0.44,1,0.44,50,21.93,43,18.86,44,19.3,0,0.0,1,0.44,0,0.0,2,0.88,1,0.44,2,0.88,11,4.82,8,3.51,6,2.63,1,0.44,1,0.44,1,0.44,1,0.44,0,0.0,3,1.32,2,0.88,14024
14,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14025
14,26,37,2,5.41,2,5.41,2,5.41,1,2.7,0,0.0,0,0.0,7,18.92,5,13.51,7,18.92,1,2.7,2,5.41,1,2.7,1,2.7,0,0.0,1,2.7,1,2.7,0,0.0,0,0.0,0,0.0,1,2.7,0,0.0,0,0.0,0,0.0,2,5.41,0,0.0,14026
14,29,41,4,9.76,6,14.63,3,7.32,1,2.44,0,0.0,0,0.0,6,14.63,5,12.2,5,12.2,0,0.0,1,2.44,0,0.0,0,0.0,1,2.44,1,2.44,1,2.44,2,4.88,1,2.44,0,0.0,0,0.0,0,0.0,0,0.0,1,2.44,1,2.44,1,2.44,14029
15,1,49,3,6.12,3,6.12,0,0.0,0,0.0,0,0.0,0,0.0,9,18.37,8,16.33,7,14.29,0,0.0,0,0.0,0,0.0,1,2.04,0,0.0,1,2.04,2,4.08,0,0.0,2,4.08,1,2.04,0,0.0,0,0.0,1,2.04,0,0.0,4,8.16,4,8.16,15001
15,5,6,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,1,16.67,15005
15,8,16,0,0.0,0,0.0,2,12.5,0,0.0,0,0.0,0,0.0,3,18.75,3,18.75,2,12.5,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,18.75,1,6.25,15008
15,13,23,2,8.7,2,8.7,2,8.7,0,0.0,0,0.0,0,0.0,2,8.7,4,17.39,3,13.04,1,4.35,2,8.7,0,0.0,2,8.7,0,0.0,1,4.35,0,0.0,0,0.0,1,4.35,1,4.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15013
15,14,42,1,2.38,2,4.76,3,7.14,0,0.0,1,2.38,0,0.0,8,19.05,6,14.29,6,14.29,0,0.0,1,2.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,9.52,4,9.52,15014
15,15,32,2,6.25,3,9.38,2,6.25,0,0.0,0,0.0,0,0.0,5,15.63,5,15.63,5,15.63,1,3.13,0,0.0,0,0.0,2,6.25,0,0.0,1,3.13,0,0.0,0,0.0,0,0.0,1,3.13,1,3.13,0,0.0,0,0.0,0,0.0,3,9.38,1,3.13,15015
15,16,40,6,15.0,3,7.5,2,5.0,0,0.0,0,0.0,1,2.5,6,15.0,6,15.0,5,12.5,0,0.0,0,0.0,0,0.0,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,2.5,1,2.5,0,0.0,1,2.5,0,0.0,0,0.0,2,5.0,3,7.5,15016
15,19,33,3,9.09,4,12.12,3,9.09,1,3.03,0,0.0,0,0.0,4,12.12,3,9.09,4,12.12,0,0.0,0,0.0,0,0.0,3,9.09,0,0.0,0,0.0,1,3.03,1,3.03,0,0.0,1,3.03,0,0.0,0,0.0,1,3.03,1,3.03,2,6.06,0,0.0,15019
16,1,36,4,11.11,4,11.11,4,11.11,0,0.0,0,0.0,1,2.78,2,5.56,2,5.56,2,5.56,0,0.0,0,0.0,1,2.78,2,5.56,1,2.78,2,5.56,3,8.33,2,5.56,2,5.56,1,2.78,1,2.78,0,0.0,0,0.0,0,0.0,2,5.56,0,0.0,16001
16,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16007
16,23,12,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,2,16.67,2,16.67,2,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,16023
16,32,32,3,9.38,1,3.13,2,6.25,0,0.0,0,0.0,0,0.0,2,6.25,3,9.38,2,6.25,1,3.13,1,3.13,2,6.25,1,3.13,1,3.13,0,0.0,1,3.13,1,3.13,1,3.13,0,0.0,0,0.0,0,0.0,0,0.0,1,3.13,2,6.25,3,9.38,16032
16,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16035
18,15,54,9,16.67,7,12.96,6,11.11,0,0.0,0,0.0,0,0.0,6,11.11,7,12.96,7,12.96,0,0.0,0,0.0,0,0.0,0,0.0,1,1.85,1,1.85,1,1.85,1,1.85,1,1.85,0,0.0,0,0.0,0,0.0,1,1.85,0,0.0,2,3.7,1,1.85,18015
18,24,99,5,5.05,8,8.08,7,7.07,0,0.0,0,0.0,1,1.01,13,13.13,14,14.14,11,11.11,0,0.0,1,1.01,2,2.02,2,2.02,0,0.0,0,0.0,6,6.06,7,7.07,6,6.06,2,2.02,0,0.0,0,0.0,0,0.0,1,1.01,4,4.04,5,5.05,18024
18,25,82,8,9.76,13,15.85,7,8.54,0,0.0,0,0.0,1,1.22,15,18.29,14,17.07,14,17.07,0,0.0,0,0.0,1,1.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.22,0,0.0,0,0.0,2,2.44,1,1.22,3,3.66,1,1.22,18025
18,30,189,17,8.99,17,8.99,11,5.82,0,0.0,1,0.53,1,0.53,25,13.23,24,12.7,29,15.34,1,0.53,1,0.53,0,0.0,2,1.06,0,0.0,1,0.53,4,2.12,6,3.17,3,1.59,4,2.12,0,0.0,2,1.06,1,0.53,1,0.53,15,7.94,11,5.82,18030
18,40,85,9,10.59,8,9.41,9,10.59,0,0.0,0,0.0,1,1.18,11,12.94,13,15.29,12,14.12,0,0.0,1,1.18,1,1.18,0,0.0,0,0.0,1,1.18,3,3.53,4,4.71,2,2.35,1,1.18,0,0.0,1,1.18,1,1.18,0,0.0,3,3.53,2,2.35,18040
18,43,79,5,6.33,5,6.33,2,2.53,1,1.27,2,2.53,0,0.0,14,17.72,11,13.92,12,15.19,3,3.8,1,1.27,0,0.0,0,0.0,0,0.0,1,1.27,7,8.86,5,6.33,1,1.27,0,0.0,3,3.8,0,0.0,0,0.0,1,1.27,2,2.53,2,2.53,18043
18,46,104,6,5.77,5,4.81,2,1.92,0,0.0,1,0.96,1,0.96,20,19.23,22,21.15,19,18.27,0,0.0,1,0.96,0,0.0,1,0.96,2,1.92,1,0.96,5,4.81,3,2.88,2,1.92,2,1.92,0,0.0,0,0.0,1,0.96,0,0.0,3,2.88,3,2.88,18046
19,1,177,9,5.08,7,3.95,10,5.65,1,0.56,1,0.56,0,0.0,32,18.08,31,17.51,29,16.38,0,0.0,0,0.0,2,1.13,0,0.0,0,0.0,0,0.0,16,9.04,14,7.91,14,7.91,4,2.26,0,0.0,0,0.0,1,0.56,1,0.56,2,1.13,2,1.13,19001
19,2,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,19002
19,3,316,38,12.03,34,10.76,26,8.23,0,0.0,0,0.0,3,0.95,49,15.51,45,14.24,45,14.24,0,0.0,2,0.63,0,0.0,0,0.0,1,0.32,0,0.0,18,5.7,18,5.7,17,5.38,2,0.63,1,0.32,2,0.63,0,0.0,0,0.0,6,1.9,5,1.58,19003
19,4,415,26,6.27,22,5.3,19,4.58,1,0.24,1,0.24,3,0.72,82,19.76,77,18.55,78,18.8,2,0.48,2,0.48,0,0.0,1,0.24,1,0.24,1,0.24,20,4.82,20,4.82,16,3.86,6,1.45,3,0.72,1,0.24,2,0.48,1,0.24,12,2.89,9,2.17,19004
19,5,49,5,10.2,6,12.24,5,10.2,0,0.0,0,0.0,0,0.0,5,10.2,3,6.12,3,6.12,1,2.04,1,2.04,1,2.04,0,0.0,0,0.0,0,0.0,3,6.12,3,6.12,3,6.12,1,2.04,1,2.04,1,2.04,1,2.04,0,0.0,2,4.08,2,4.08,19005
19,6,356,27,7.58,27,7.58,19,5.34,1,0.28,5,1.4,2,0.56,64,17.98,57,16.01,57,16.01,1,0.28,3,0.84,1,0.28,0,0.0,1,0.28,0,0.0,16,4.49,17,4.78,12,3.37,3,0.84,4,1.12,2,0.56,3,0.84,5,1.4,8,2.25,12,3.37,19006
19,7,180,16,8.89,14,7.78,10,5.56,1,0.56,1,0.56,2,1.11,26,14.44,25,13.89,21,11.67,0,0.0,2,1.11,1,0.56,1,0.56,0,0.0,1,0.56,14,7.78,15,8.33,15,8.33,2,1.11,1,0.56,2,1.11,2,1.11,3,1.67,3,1.67,1,0.56,19007
19,8,473,36,7.61,33,6.98,26,5.5,3,0.63,2,0.42,2,0.42,93,19.66,89,18.82,86,18.18,1,0.21,2,0.42,0,0.0,1,0.21,0,0.0,1,0.21,24,5.07,22,4.65,19,4.02,3,0.63,2,0.42,1,0.21,1,0.21,2,0.42,8,1.69,7,1.48,19008
19,9,223,9,4.04,9,4.04,7,3.14,0,0.0,0,0.0,0,0.0,40,17.94,39,17.49,41,18.39,0,0.0,0,0.0,0,0.0,2,0.9,1,0.45,0,0.0,20,8.97,20,8.97,14,6.28,1,0.45,1,0.45,2,0.9,1,0.45,3,1.35,4,1.79,6,2.69,19009
19,10,204,17,8.33,14,6.86,13,6.37,0,0.0,1,0.49,1,0.49,22,10.78,24,11.76,22,10.78,1,0.49,1,0.49,1,0.49,0,0.0,2,0.98,2,0.98,25,12.25,24,11.76,18,8.82,1,0.49,0,0.0,0,0.0,0,0.0,1,0.49,5,2.45,2,0.98,19010
19,11,338,27,7.99,24,7.1,20,5.92,0,0.0,5,1.48,1,0.3,66,19.53,62,18.34,61,18.05,2,0.59,4,1.18,1,0.3,1,0.3,1,0.3,1,0.3,15,4.44,13,3.85,9,2.66,2,0.59,0,0.0,0,0.0,0,0.0,2,0.59,8,2.37,6,1.78,19011
19,12,271,19,7.01,15,5.54,13,4.8,0,0.0,2,0.74,1,0.37,58,21.4,60,22.14,57,21.03,0,0.0,1,0.37,0,0.0,0,0.0,1,0.37,0,0.0,8,2.95,8,2.95,6,2.21,3,1.11,3,1.11,0,0.0,0,0.0,0,0.0,5,1.85,7,2.58,19012
19,15,456,29,6.36,30,6.58,25,5.48,0,0.0,3,0.66,1,0.22,93,20.39,86,18.86,85,18.64,2,0.44,7,1.54,2,0.44,1,0.22,0,0.0,3,0.66,16,3.51,19,4.17,15,3.29,1,0.22,2,0.44,3,0.66,4,0.88,3,0.66,6,1.32,11,2.41,19015
19,16,357,25,7.0,23,6.44,15,4.2,1,0.28,4,1.12,2,0.56,72,20.17,72,20.17,74,20.73,3,0.84,3,0.84,4,1.12,2,0.56,4,1.12,0,0.0,8,2.24,9,2.52,8,2.24,4,1.12,0,0.0,2,0.56,3,0.84,3,0.84,5,1.4,6,1.68,19016
19,17,216,11,5.09,13,6.02,11,5.09,0,0.0,1,0.46,1,0.46,47,21.76,41,18.98,42,19.44,2,0.93,3,1.39,0,0.0,0,0.0,0,0.0,1,0.46,6,2.78,6,2.78,7,3.24,4,1.85,1,0.46,1,0.46,1,0.46,2,0.93,5,2.31,5,2.31,19017
19,18,212,13,6.13,12,5.66,10,4.72,0,0.0,1,0.47,1,0.47,25,11.79,25,11.79,23,10.85,0,0.0,1,0.47,0,0.0,0,0.0,0,0.0,1,0.47,23,10.85,21,9.91,18,8.49,3,1.42,2,0.94,1,0.47,1,0.47,1,0.47,10,4.72,10,4.72,19018
19,19,216,19,8.8,18,8.33,17,7.87,0,0.0,1,0.46,0,0.0,19,8.8,17,7.87,19,8.8,2,0.93,5,2.31,2,0.93,0,0.0,2,0.93,0,0.0,25,11.57,26,12.04,18,8.33,2,0.93,1,0.46,2,0.93,3,1.39,1,0.46,5,2.31,6,2.78,19019
19,21,413,29,7.02,29,7.02,20,4.84,2,0.48,4,0.97,2,0.48,79,19.13,77,18.64,72,17.43,0,0.0,1,0.24,2,0.48,0,0.0,2,0.48,2,0.48,20,4.84,22,5.33,15,3.63,8,1.94,1,0.24,1,0.24,2,0.48,1,0.24,8,1.94,7,1.69,19021
19,22,191,18,9.42,16,8.38,14,7.33,0,0.0,0,0.0,1,0.52,24,12.57,22,11.52,22,11.52,1,0.52,0,0.0,1,0.52,0,0.0,1,0.52,0,0.0,21,10.99,21,10.99,15,7.85,2,1.05,0,0.0,0,0.0,0,0.0,0,0.0,4,2.09,3,1.57,19022
19,23,234,27,11.54,24,10.26,17,7.26,0,0.0,0,0.0,0,0.0,34,14.53,32,13.68,29,12.39,1,0.43,1,0.43,0,0.0,0,0.0,0,0.0,2,0.85,14,5.98,13,5.56,13,5.56,5,2.14,1,0.43,1,0.43,0,0.0,2,0.85,7,2.99,6,2.56,19023
19,24,282,18,6.38,15,5.32,14,4.96,1,0.35,1,0.35,1,0.35,57,20.21,55,19.5,55,19.5,1,0.35,0,0.0,0,0.0,3,1.06,1,0.35,2,0.71,11,3.9,10,3.55,9,3.19,3,1.06,0,0.0,1,0.35,5,1.77,2,0.71,5,1.77,6,2.13,19024
19,25,191,23,12.04,21,10.99,18,9.42,1,0.52,1,0.52,1,0.52,24,12.57,23,12.04,18,9.42,0,0.0,1,0.52,1,0.52,1,0.52,2,1.05,0,0.0,16,8.38,16,8.38,14,7.33,2,1.05,1,0.52,0,0.0,0,0.0,0,0.0,2,1.05,3,1.57,19025
19,26,306,31,10.13,27,8.82,21,6.86,1,0.33,2,0.65,0,0.0,32,10.46,27,8.82,27,8.82,3,0.98,1,0.33,0,0.0,1,0.33,0,0.0,0,0.0,36,11.76,36,11.76,24,7.84,2,0.65,1,0.33,2,0.65,2,0.65,1,0.33,11,3.59,9,2.94,19026
19,29,414,32,7.73,30,7.25,24,5.8,1,0.24,2,0.48,2,0.48,79,19.08,75,18.12,77,18.6,3,0.72,0,0.0,0,0.0,0,0.0,1,0.24,3,0.72,17,4.11,15,3.62,17,4.11,5,1.21,2,0.48,3,0.72,4,0.97,3,0.72,6,1.45,7,1.69,19029
19,30,352,23,6.53,24,6.82,17,4.83,1,0.28,4,1.14,2,0.57,69,19.6,69,19.6,62,17.61,0,0.0,1,0.28,1,0.28,2,0.57,0,0.0,1,0.28,13,3.69,17,4.83,12,3.41,2,0.57,1,0.28,0,0.0,2,0.57,3,0.85,10,2.84,8,2.27,19030
19,32,219,15,6.85,15,6.85,13,5.94,0,0.0,0,0.0,2,0.91,45,20.55,43,19.63,38,17.35,0,0.0,2,0.91,1,0.46,0,0.0,0,0.0,0,0.0,10,4.57,10,4.57,10,4.57,0,0.0,0,0.0,1,0.46,1,0.46,0,0.0,4,1.83,4,1.83,19032
19,33,386,26,6.74,27,6.99,26,6.74,4,1.04,4,1.04,3,0.78,84,21.76,74,19.17,70,18.13,3,0.78,3,0.78,1,0.26,0,0.0,0,0.0,1,0.26,7,1.81,10,2.59,8,2.07,5,1.3,1,0.26,1,0.26,4,1.04,2,0.52,7,1.81,7,1.81,19033
19,34,209,15,7.18,14,6.7,14,6.7,0,0.0,2,0.96,2,0.96,28,13.4,26,12.44,24,11.48,1,0.48,0,0.0,1,0.48,0,0.0,3,1.44,0,0.0,21,10.05,21,10.05,14,6.7,1,0.48,0,0.0,0,0.0,0,0.0,1,0.48,6,2.87,8,3.83,19034
19,35,176,14,7.95,15,8.52,9,5.11,0,0.0,0,0.0,0,0.0,24,13.64,20,11.36,21,11.93,1,0.57,2,1.14,1,0.57,0,0.0,0,0.0,0,0.0,19,10.8,18,10.23,14,7.95,2,1.14,0,0.0,0,0.0,1,0.57,2,1.14,6,3.41,3,1.7,19035
19,41,326,20,6.13,21,6.44,14,4.29,0,0.0,1,0.31,1,0.31,71,21.78,67,20.55,71,21.78,0,0.0,3,0.92,0,0.0,0,0.0,2,0.61,0,0.0,11,3.37,14,4.29,8,2.45,5,1.53,2,0.61,1,0.31,0,0.0,3,0.92,4,1.23,4,1.23,19041
19,44,349,22,6.3,24,6.88,19,5.44,0,0.0,3,0.86,2,0.57,70,20.06,58,16.62,61,17.48,3,0.86,3,0.86,1,0.29,0,0.0,2,0.57,0,0.0,10,2.87,10,2.87,10,2.87,4,1.15,0,0.0,4,1.15,1,0.29,1,0.29,15,4.3,14,4.01,19044
19,45,313,23,7.35,22,7.03,16,5.11,1,0.32,3,0.96,4,1.28,58,18.53,48,15.34,46,14.7,1,0.32,1,0.32,1,0.32,0,0.0,0,0.0,0,0.0,23,7.35,24,7.67,16,5.11,2,0.64,1,0.32,0,0.0,0,0.0,0,0.0,10,3.19,7,2.24,19045
19,46,293,21,7.17,22,7.51,19,6.48,0,0.0,2,0.68,0,0.0,38,12.97,38,12.97,35,11.95,0,0.0,1,0.34,0,0.0,0,0.0,0,0.0,0,0.0,33,11.26,32,10.92,27,9.22,1,0.34,1,0.34,0,0.0,0,0.0,0,0.0,9,3.07,5,1.71,19046
19,50,182,9,4.95,9,4.95,8,4.4,0,0.0,1,0.55,2,1.1,35,19.23,31,17.03,29,15.93,0,0.0,1,0.55,0,0.0,1,0.55,2,1.1,0,0.0,13,7.14,10,5.49,10,5.49,3,1.65,3,1.65,1,0.55,0,0.0,1,0.55,5,2.75,4,2.2,19050
19,51,216,17,7.87,15,6.94,14,6.48,1,0.46,0,0.0,1,0.46,41,18.98,37,17.13,34,15.74,1,0.46,0,0.0,1,0.46,0,0.0,0,0.0,0,0.0,14,6.48,12,5.56,13,6.02,2,0.93,1,0.46,2,0.93,1,0.46,1,0.46,2,0.93,4,1.85,19051
19,52,364,23,6.32,21,5.77,15,4.12,2,0.55,0,0.0,1,0.27,78,21.43,77,21.15,75,20.6,2,0.55,2,0.55,3,0.82,3,0.82,3,0.82,3,0.82,5,1.37,8,2.2,5,1.37,9,2.47,2,0.55,0,0.0,1,0.27,0,0.0,9,2.47,9,2.47,19052
19,53,195,20,10.26,18,9.23,15,7.69,0,0.0,1,0.51,0,0.0,29,14.87,25,12.82,25,12.82,0,0.0,1,0.51,0,0.0,1,0.51,0,0.0,0,0.0,9,4.62,10,5.13,5,2.56,5,2.56,3,1.54,1,0.51,1,0.51,1,0.51,9,4.62,8,4.1,19053
19,54,328,25,7.62,18,5.49,15,4.57,1,0.3,3,0.91,0,0.0,68,20.73,65,19.82,64,19.51,1,0.3,1,0.3,0,0.0,1,0.3,3,0.91,0,0.0,9,2.74,10,3.05,7,2.13,3,0.91,0,0.0,3,0.91,1,0.3,1,0.3,9,2.74,11,3.35,19054
19,55,354,22,6.21,23,6.5,17,4.8,1,0.28,1,0.28,2,0.56,78,22.03,78,22.03,74,20.9,2,0.56,6,1.69,3,0.85,0,0.0,2,0.56,1,0.28,5,1.41,9,2.54,3,0.85,2,0.56,0,0.0,1,0.28,2,0.56,3,0.85,6,1.69,7,1.98,19055
19,56,195,10,5.13,8,4.1,8,4.1,0,0.0,0,0.0,0,0.0,33,16.92,30,15.38,29,14.87,1,0.51,0,0.0,0,0.0,1,0.51,0,0.0,0,0.0,18,9.23,17,8.72,15,7.69,0,0.0,0,0.0,1,0.51,0,0.0,2,1.03,7,3.59,8,4.1,19056
19,57,81,7,8.64,7,8.64,7,8.64,0,0.0,0,0.0,0,0.0,7,8.64,6,7.41,7,8.64,1,1.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,9.88,7,8.64,5,6.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,8.64,6,7.41,19057
20,4,6,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20004
