ward,precinct,total,Phyllis Demarco (Cruz),Phyllis Demarco (Cruz) Percent,Sara Marie Lamantia (Cruz),Sara Marie Lamantia (Cruz) Percent,Brad Messervey (Cruz),Brad Messervey (Cruz) Percent,James Ignatowski (Trump),James Ignatowski (Trump) Percent,Steve Bayne (Trump),Steve Bayne (Trump) Percent,Cathryn Biga (Trump),Cathryn Biga (Trump) Percent,Angelo ''Skip'' Saviano (Bush),Angelo ''Skip'' Saviano (Bush) Percent,Amy S. Findlay (Bush),Amy S. Findlay (Bush) Percent,Heather E. Way Kitzes (Christie),Heather E. Way Kitzes (Christie) Percent,Ashvin Lad (Christie),Ashvin Lad (Christie) Percent,Alexander Doberstein (Christie),Alexander Doberstein (Christie) Percent,Scott Newhall (Fiorina),Scott Newhall (Fiorina) Percent,Lucinda ''Cindy'' Burke (Fiorina),Lucinda ''Cindy'' Burke (Fiorina) Percent,Robert Bedell (Fiorina),Robert Bedell (Fiorina) Percent,Ryan P. McNicholas (Kasich),Ryan P. McNicholas (Kasich) Percent,Paul A. Laliberte (Kasich),Paul A. Laliberte (Kasich) Percent,Richard J. Veenstra (Kasich),Richard J. Veenstra (Kasich) Percent,Jonathon H. Luers (Carson),Jonathon H. Luers (Carson) Percent,Evan Jane Ellman (Carson),Evan Jane Ellman (Carson) Percent,Laura M. Urbik Kern (Carson),Laura M. Urbik Kern (Carson) Percent,Sophia Babiarz (Paul),Sophia Babiarz (Paul) Percent,Earon Shaw Rein (Paul),Earon Shaw Rein (Paul) Percent,Sean T. Noonan (Rubio),Sean T. Noonan (Rubio) Percent,Laura Mary Kotelman (Rubio),Laura Mary Kotelman (Rubio) Percent,William C. Beck (Rubio),William C. Beck (Rubio) Percent,precinct_id
32,18,271,12,4.43,11,4.06,10,3.69,17,6.27,16,5.9,18,6.64,1,0.37,4,1.48,0,0.0,0,0.0,0,0.0,2,0.74,2,0.74,0,0.0,42,15.5,46,16.97,44,16.24,3,1.11,0,0.0,1,0.37,1,0.37,0,0.0,13,4.8,12,4.43,11,4.06,32018
32,19,172,9,5.23,8,4.65,7,4.07,10,5.81,11,6.4,11,6.4,3,1.74,3,1.74,2,1.16,3,1.74,1,0.58,1,0.58,1,0.58,0,0.0,21,12.21,31,18.02,25,14.53,0,0.0,0,0.0,0,0.0,1,0.58,1,0.58,8,4.65,6,3.49,8,4.65,32019
32,21,238,12,5.04,15,6.3,13,5.46,15,6.3,15,6.3,13,5.46,2,0.84,3,1.26,0,0.0,1,0.42,2,0.84,0,0.0,0,0.0,0,0.0,35,14.71,42,17.65,39,16.39,3,1.26,1,0.42,0,0.0,1,0.42,1,0.42,13,5.46,3,1.26,8,3.36,32021
32,23,319,18,5.64,16,5.02,16,5.02,14,4.39,18,5.64,17,5.33,2,0.63,4,1.25,0,0.0,0,0.0,0,0.0,1,0.31,2,0.63,2,0.63,43,13.48,50,15.67,53,16.61,3,0.94,2,0.63,1,0.31,1,0.31,1,0.31,19,5.96,16,5.02,16,5.02,32023
32,24,178,13,7.3,14,7.87,11,6.18,10,5.62,8,4.49,9,5.06,1,0.56,1,0.56,0,0.0,0,0.0,1,0.56,0,0.0,0,0.0,0,0.0,23,12.92,24,13.48,24,13.48,0,0.0,0,0.0,0,0.0,1,0.56,1,0.56,14,7.87,11,6.18,12,6.74,32024
32,25,218,12,5.5,11,5.05,11,5.05,15,6.88,14,6.42,13,5.96,2,0.92,3,1.38,0,0.0,1,0.46,0,0.0,1,0.46,0,0.0,0,0.0,23,10.55,37,16.97,35,16.06,1,0.46,0,0.0,0,0.0,1,0.46,0,0.0,12,5.5,12,5.5,12,5.5,32025
32,27,296,17,5.74,16,5.41,17,5.74,23,7.77,26,8.78,25,8.45,2,0.68,1,0.34,0,0.0,1,0.34,0,0.0,0,0.0,0,0.0,1,0.34,35,11.82,42,14.19,40,13.51,0,0.0,0,0.0,1,0.34,0,0.0,0,0.0,16,5.41,16,5.41,16,5.41,32027
32,29,136,11,8.09,12,8.82,13,9.56,11,8.09,11,8.09,10,7.35,1,0.74,2,1.47,0,0.0,0,0.0,0,0.0,0,0.0,2,1.47,1,0.74,12,8.82,13,9.56,12,8.82,0,0.0,0,0.0,1,0.74,3,2.21,2,1.47,7,5.15,4,2.94,7,5.15,32029
32,30,256,8,3.13,6,2.34,7,2.73,21,8.2,22,8.59,21,8.2,3,1.17,3,1.17,0,0.0,0,0.0,0,0.0,1,0.39,0,0.0,0,0.0,37,14.45,43,16.8,43,16.8,1,0.39,1,0.39,0,0.0,0,0.0,0,0.0,13,5.08,11,4.3,11,4.3,32030
32,31,278,18,6.47,18,6.47,17,6.12,25,8.99,22,7.91,25,8.99,1,0.36,0,0.0,1,0.36,0,0.0,0,0.0,0,0.0,1,0.36,0,0.0,35,12.59,42,15.11,38,13.67,1,0.36,1,0.36,0,0.0,1,0.36,0,0.0,12,4.32,9,3.24,10,3.6,32031
32,32,176,7,3.98,7,3.98,8,4.55,4,2.27,4,2.27,5,2.84,0,0.0,1,0.57,0,0.0,1,0.57,0,0.0,0,0.0,0,0.0,0,0.0,31,17.61,40,22.73,38,21.59,1,0.57,1,0.57,1,0.57,0,0.0,1,0.57,9,5.11,9,5.11,8,4.55,32032
32,33,273,13,4.76,12,4.4,12,4.4,24,8.79,25,9.16,27,9.89,2,0.73,2,0.73,0,0.0,2,0.73,0,0.0,3,1.1,2,0.73,3,1.1,30,10.99,42,15.38,40,14.65,2,0.73,1,0.37,1,0.37,2,0.73,0,0.0,11,4.03,6,2.2,8,2.93,32033
32,34,176,9,5.11,9,5.11,10,5.68,17,9.66,18,10.23,17,9.66,0,0.0,1,0.57,0,0.0,0,0.0,0,0.0,0,0.0,1,0.57,0,0.0,18,10.23,22,12.5,22,12.5,0,0.0,0,0.0,1,0.57,3,1.7,2,1.14,11,6.25,8,4.55,7,3.98,32034
32,35,177,11,6.21,13,7.34,10,5.65,12,6.78,12,6.78,14,7.91,0,0.0,4,2.26,0,0.0,0,0.0,0,0.0,1,0.56,0,0.0,0,0.0,20,11.3,26,14.69,22,12.43,1,0.56,0,0.0,0,0.0,1,0.56,1,0.56,11,6.21,8,4.52,9,5.08,32035
32,36,228,15,6.58,14,6.14,13,5.7,16,7.02,17,7.46,17,7.46,1,0.44,1,0.44,3,1.32,1,0.44,0,0.0,0,0.0,1,0.44,0,0.0,33,14.47,37,16.23,31,13.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,3.95,7,3.07,8,3.51,32036
32,37,163,6,3.68,7,4.29,6,3.68,10,6.13,11,6.75,7,4.29,0,0.0,3,1.84,0,0.0,1,0.61,1,0.61,2,1.23,1,0.61,2,1.23,28,17.18,30,18.4,27,16.56,0,0.0,0,0.0,0,0.0,2,1.23,1,0.61,7,4.29,3,1.84,6,3.68,32037
32,38,249,17,6.83,18,7.23,18,7.23,14,5.62,21,8.43,17,6.83,2,0.8,6,2.41,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,10.44,32,12.85,32,12.85,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,15,6.02,14,5.62,13,5.22,32038
32,39,389,13,3.34,14,3.6,15,3.86,25,6.43,28,7.2,27,6.94,2,0.51,3,0.77,0,0.0,0,0.0,1,0.26,0,0.0,0,0.0,0,0.0,54,13.88,70,17.99,70,17.99,2,0.51,0,0.0,2,0.51,1,0.26,1,0.26,20,5.14,17,4.37,19,4.88,32039
32,40,180,12,6.67,11,6.11,12,6.67,5,2.78,7,3.89,7,3.89,0,0.0,2,1.11,0,0.0,2,1.11,0,0.0,1,0.56,2,1.11,1,0.56,27,15.0,30,16.67,30,16.67,1,0.56,0,0.0,0,0.0,1,0.56,2,1.11,11,6.11,6,3.33,9,5.0,32040
32,41,316,13,4.11,12,3.8,13,4.11,19,6.01,20,6.33,19,6.01,2,0.63,3,0.95,0,0.0,1,0.32,1,0.32,0,0.0,0,0.0,0,0.0,48,15.19,59,18.67,60,18.99,3,0.95,1,0.32,1,0.32,1,0.32,3,0.95,15,4.75,9,2.85,9,2.85,32041
32,42,194,13,6.7,14,7.22,15,7.73,14,7.22,13,6.7,13,6.7,0,0.0,1,0.52,1,0.52,0,0.0,0,0.0,1,0.52,0,0.0,0,0.0,25,12.89,27,13.92,28,14.43,2,1.03,2,1.03,3,1.55,3,1.55,2,1.03,6,3.09,5,2.58,5,2.58,32042
33,2,94,10,10.64,9,9.57,9,9.57,12,12.77,12,12.77,10,10.64,1,1.06,2,2.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,3.19,9,9.57,6,6.38,2,2.13,0,0.0,0,0.0,0,0.0,0,0.0,3,3.19,2,2.13,2,2.13,33002
33,3,13,0,0.0,1,7.69,0,0.0,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,33003
33,5,132,15,11.36,16,12.12,14,10.61,13,9.85,15,11.36,15,11.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.76,1,0.76,0,0.0,5,3.79,9,6.82,9,6.82,2,1.52,1,0.76,1,0.76,2,1.52,3,2.27,4,3.03,3,2.27,3,2.27,33005
33,7,87,9,10.34,9,10.34,8,9.2,12,13.79,10,11.49,12,13.79,0,0.0,4,4.6,0,0.0,0,0.0,1,1.15,0,0.0,0,0.0,0,0.0,0,0.0,1,1.15,1,1.15,0,0.0,1,1.15,0,0.0,1,1.15,1,1.15,7,8.05,4,4.6,5,5.75,33007
33,8,111,10,9.01,7,6.31,8,7.21,5,4.5,7,6.31,6,5.41,1,0.9,2,1.8,2,1.8,1,0.9,1,0.9,1,0.9,0,0.0,1,0.9,12,10.81,18,16.22,15,13.51,0,0.0,1,0.9,0,0.0,0,0.0,0,0.0,6,5.41,4,3.6,3,2.7,33008
33,10,26,0,0.0,0,0.0,0,0.0,1,3.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,19.23,7,26.92,6,23.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.69,3,11.54,2,7.69,33010
33,18,125,12,9.6,13,10.4,14,11.2,15,12.0,13,10.4,14,11.2,1,0.8,1,0.8,1,0.8,1,0.8,0,0.0,0,0.0,0,0.0,1,0.8,5,4.0,3,2.4,4,3.2,1,0.8,4,3.2,1,0.8,0,0.0,1,0.8,6,4.8,5,4.0,5,4.0,33018
33,19,76,2,2.63,3,3.95,2,2.63,14,18.42,14,18.42,14,18.42,0,0.0,0,0.0,0,0.0,1,1.32,0,0.0,1,1.32,0,0.0,0,0.0,5,6.58,6,7.89,8,10.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.63,2,2.63,2,2.63,33019
33,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33023
33,24,185,15,8.11,16,8.65,14,7.57,11,5.95,11,5.95,13,7.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,11.35,24,12.97,23,12.43,0,0.0,0,0.0,0,0.0,3,1.62,1,0.54,14,7.57,8,4.32,10,5.41,33024
33,27,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33027
36,7,253,9,3.56,7,2.77,8,3.16,56,22.13,55,21.74,49,19.37,4,1.58,3,1.19,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,9,3.56,12,4.74,12,4.74,1,0.4,1,0.4,1,0.4,2,0.79,0,0.0,10,3.95,4,1.58,6,2.37,36007
36,14,117,12,10.26,12,10.26,12,10.26,20,17.09,22,18.8,21,17.95,1,0.85,0,0.0,1,0.85,2,1.71,1,0.85,0,0.0,0,0.0,0,0.0,1,0.85,4,3.42,1,0.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,2.56,2,1.71,2,1.71,36014
36,15,138,17,12.32,14,10.14,15,10.87,22,15.94,20,14.49,17,12.32,3,2.17,2,1.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,4.35,4,2.9,4,2.9,0,0.0,0,0.0,1,0.72,4,2.9,0,0.0,3,2.17,3,2.17,2,1.45,36015
36,16,71,9,12.68,9,12.68,7,9.86,14,19.72,10,14.08,10,14.08,0,0.0,1,1.41,0,0.0,0,0.0,1,1.41,0,0.0,0,0.0,0,0.0,1,1.41,2,2.82,1,1.41,2,2.82,0,0.0,0,0.0,1,1.41,0,0.0,0,0.0,1,1.41,1,1.41,36016
36,17,138,8,5.8,8,5.8,10,7.25,23,16.67,20,14.49,16,11.59,2,1.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,5.8,9,6.52,9,6.52,2,1.45,1,0.72,1,0.72,2,1.45,1,0.72,6,4.35,5,3.62,5,3.62,36017
36,18,112,4,3.57,4,3.57,5,4.46,23,20.54,19,16.96,18,16.07,0,0.0,1,0.89,1,0.89,1,0.89,0,0.0,0,0.0,0,0.0,0,0.0,8,7.14,10,8.93,8,7.14,0,0.0,0,0.0,0,0.0,1,0.89,0,0.0,5,4.46,2,1.79,2,1.79,36018
36,20,86,8,9.3,8,9.3,6,6.98,17,19.77,17,19.77,13,15.12,2,2.33,1,1.16,0,0.0,0,0.0,0,0.0,1,1.16,0,0.0,0,0.0,1,1.16,1,1.16,1,1.16,1,1.16,0,0.0,0,0.0,1,1.16,2,2.33,2,2.33,3,3.49,1,1.16,36020
36,24,173,15,8.67,11,6.36,11,6.36,40,23.12,34,19.65,32,18.5,1,0.58,1,0.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.58,2,1.16,2,1.16,2,1.16,2,1.16,1,0.58,3,1.73,0,0.0,8,4.62,3,1.73,3,1.73,36024
36,26,219,18,8.22,17,7.76,21,9.59,48,21.92,41,18.72,42,19.18,0,0.0,1,0.46,0,0.0,0,0.0,0,0.0,0,0.0,1,0.46,1,0.46,5,2.28,7,3.2,6,2.74,1,0.46,0,0.0,0,0.0,3,1.37,0,0.0,4,1.83,2,0.91,1,0.46,36026
36,28,181,12,6.63,14,7.73,10,5.52,43,23.76,34,18.78,32,17.68,3,1.66,1,0.55,0,0.0,0,0.0,0,0.0,0,0.0,2,1.1,1,0.55,4,2.21,2,1.1,3,1.66,0,0.0,0,0.0,0,0.0,2,1.1,1,0.55,6,3.31,5,2.76,4,2.21,36028
36,29,22,2,9.09,2,9.09,2,9.09,5,22.73,4,18.18,4,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,1,4.55,1,4.55,36029
36,30,99,8,8.08,9,9.09,9,9.09,12,12.12,14,14.14,12,12.12,1,1.01,0,0.0,0,0.0,2,2.02,0,0.0,0,0.0,0,0.0,0,0.0,3,3.03,4,4.04,5,5.05,0,0.0,0,0.0,1,1.01,4,4.04,2,2.02,5,5.05,4,4.04,4,4.04,36030
38,2,314,26,8.28,27,8.6,24,7.64,59,18.79,57,18.15,56,17.83,10,3.18,0,0.0,0,0.0,1,0.32,0,0.0,0,0.0,0,0.0,0,0.0,4,1.27,7,2.23,8,2.55,7,2.23,1,0.32,0,0.0,0,0.0,1,0.32,9,2.87,8,2.55,8,2.55,38002
38,3,198,13,6.57,11,5.56,13,6.57,43,21.72,46,23.23,43,21.72,1,0.51,0,0.0,1,0.51,1,0.51,1,0.51,1,0.51,1,0.51,0,0.0,3,1.52,2,1.01,2,1.01,1,0.51,0,0.0,1,0.51,4,2.02,1,0.51,4,2.02,1,0.51,3,1.52,38003
38,4,206,13,6.31,12,5.83,10,4.85,48,23.3,40,19.42,40,19.42,1,0.49,1,0.49,1,0.49,1,0.49,0,0.0,0,0.0,1,0.49,2,0.97,3,1.46,6,2.91,4,1.94,0,0.0,0,0.0,3,1.46,1,0.49,0,0.0,7,3.4,4,1.94,7,3.4,38004
38,5,222,12,5.41,16,7.21,15,6.76,38,17.12,40,18.02,42,18.92,1,0.45,0,0.0,1,0.45,1,0.45,1,0.45,0,0.0,1,0.45,0,0.0,5,2.25,7,3.15,6,2.7,1,0.45,2,0.9,3,1.35,3,1.35,2,0.9,10,4.5,7,3.15,8,3.6,38005
38,6,231,12,5.19,9,3.9,10,4.33,49,21.21,48,20.78,46,19.91,6,2.6,2,0.87,0,0.0,1,0.43,2,0.87,0,0.0,1,0.43,1,0.43,6,2.6,7,3.03,7,3.03,1,0.43,1,0.43,0,0.0,0,0.0,0,0.0,8,3.46,7,3.03,7,3.03,38006
38,7,228,10,4.39,14,6.14,13,5.7,43,18.86,45,19.74,44,19.3,6,2.63,2,0.88,0,0.0,1,0.44,1,0.44,1,0.44,0,0.0,1,0.44,10,4.39,7,3.07,8,3.51,2,0.88,1,0.44,1,0.44,6,2.63,1,0.44,5,2.19,1,0.44,4,1.75,38007
38,8,205,15,7.32,20,9.76,17,8.29,45,21.95,36,17.56,34,16.59,3,1.46,3,1.46,0,0.0,0,0.0,0,0.0,0,0.0,1,0.49,0,0.0,6,2.93,9,4.39,6,2.93,1,0.49,0,0.0,0,0.0,1,0.49,0,0.0,3,1.46,1,0.49,3,1.46,38008
38,9,260,11,4.23,10,3.85,12,4.62,62,23.85,55,21.15,53,20.38,3,1.15,1,0.38,0,0.0,1,0.38,0,0.0,0,0.0,0,0.0,0,0.0,9,3.46,8,3.08,11,4.23,1,0.38,1,0.38,1,0.38,1,0.38,0,0.0,6,2.31,5,1.92,7,2.69,38009
38,10,160,15,9.38,16,10.0,15,9.38,28,17.5,28,17.5,26,16.25,1,0.63,0,0.0,0,0.0,0,0.0,0,0.0,1,0.63,0,0.0,0,0.0,8,5.0,8,5.0,6,3.75,0,0.0,0,0.0,0,0.0,1,0.63,0,0.0,3,1.88,0,0.0,3,1.88,38010
38,11,175,8,4.57,7,4.0,8,4.57,33,18.86,31,17.71,29,16.57,0,0.0,3,1.71,1,0.57,0,0.0,1,0.57,0,0.0,1,0.57,1,0.57,5,2.86,4,2.29,4,2.29,1,0.57,2,1.14,1,0.57,5,2.86,0,0.0,11,6.29,7,4.0,12,6.86,38011
38,12,266,16,6.02,18,6.77,14,5.26,52,19.55,55,20.68,53,19.92,10,3.76,3,1.13,1,0.38,1,0.38,1,0.38,0,0.0,1,0.38,1,0.38,8,3.01,12,4.51,10,3.76,0,0.0,0,0.0,1,0.38,2,0.75,0,0.0,3,1.13,1,0.38,2,0.75,38012
38,13,269,13,4.83,12,4.46,13,4.83,60,22.3,56,20.82,56,20.82,4,1.49,0,0.0,0,0.0,1,0.37,0,0.0,1,0.37,0,0.0,0,0.0,8,2.97,11,4.09,10,3.72,1,0.37,1,0.37,0,0.0,0,0.0,0,0.0,10,3.72,5,1.86,7,2.6,38013
38,14,226,11,4.87,13,5.75,10,4.42,52,23.01,47,20.8,51,22.57,2,0.88,4,1.77,1,0.44,0,0.0,1,0.44,1,0.44,0,0.0,0,0.0,7,3.1,5,2.21,6,2.65,3,1.33,2,0.88,1,0.44,3,1.33,1,0.44,1,0.44,2,0.88,1,0.44,38014
38,15,196,11,5.61,13,6.63,11,5.61,43,21.94,39,19.9,38,19.39,3,1.53,3,1.53,2,1.02,1,0.51,3,1.53,0,0.0,0,0.0,0,0.0,3,1.53,3,1.53,3,1.53,1,0.51,0,0.0,1,0.51,2,1.02,0,0.0,5,2.55,4,2.04,4,2.04,38015
38,16,279,22,7.89,17,6.09,21,7.53,47,16.85,46,16.49,45,16.13,5,1.79,1,0.36,1,0.36,2,0.72,0,0.0,0,0.0,1,0.36,0,0.0,9,3.23,11,3.94,13,4.66,0,0.0,1,0.36,1,0.36,2,0.72,1,0.36,11,3.94,11,3.94,10,3.58,38016
38,17,265,16,6.04,18,6.79,16,6.04,63,23.77,52,19.62,48,18.11,3,1.13,0,0.0,2,0.75,1,0.38,2,0.75,1,0.38,1,0.38,1,0.38,5,1.89,6,2.26,5,1.89,2,0.75,3,1.13,1,0.38,4,1.51,1,0.38,6,2.26,5,1.89,3,1.13,38017
38,18,229,19,8.3,22,9.61,18,7.86,39,17.03,41,17.9,41,17.9,2,0.87,2,0.87,0,0.0,2,0.87,1,0.44,1,0.44,2,0.87,1,0.44,6,2.62,5,2.18,4,1.75,1,0.44,2,0.87,1,0.44,2,0.87,1,0.44,5,2.18,6,2.62,5,2.18,38018
38,19,243,19,7.82,17,7.0,18,7.41,46,18.93,43,17.7,40,16.46,4,1.65,4,1.65,0,0.0,0,0.0,0,0.0,1,0.41,0,0.0,0,0.0,7,2.88,9,3.7,8,3.29,4,1.65,5,2.06,0,0.0,1,0.41,0,0.0,5,2.06,6,2.47,5,2.06,38019
38,20,264,16,6.06,15,5.68,17,6.44,51,19.32,53,20.08,52,19.7,2,0.76,1,0.38,2,0.76,2,0.76,3,1.14,0,0.0,1,0.38,1,0.38,7,2.65,11,4.17,10,3.79,0,0.0,0,0.0,0,0.0,1,0.38,0,0.0,7,2.65,6,2.27,6,2.27,38020
38,21,175,15,8.57,18,10.29,14,8.0,26,14.86,28,16.0,22,12.57,1,0.57,2,1.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,5.71,10,5.71,11,6.29,3,1.71,3,1.71,4,2.29,2,1.14,0,0.0,3,1.71,0,0.0,2,1.14,38021
38,22,194,13,6.7,11,5.67,12,6.19,41,21.13,44,22.68,43,22.16,3,1.55,0,0.0,0,0.0,0,0.0,1,0.52,0,0.0,0,0.0,0,0.0,3,1.55,3,1.55,3,1.55,0,0.0,0,0.0,0,0.0,3,1.55,0,0.0,5,2.58,4,2.06,4,2.06,38022
38,23,219,20,9.13,19,8.68,18,8.22,41,18.72,35,15.98,36,16.44,2,0.91,0,0.0,2,0.91,2,0.91,1,0.46,0,0.0,0,0.0,0,0.0,6,2.74,8,3.65,8,3.65,1,0.46,1,0.46,0,0.0,0,0.0,0,0.0,7,3.2,5,2.28,7,3.2,38023
38,24,292,22,7.53,23,7.88,18,6.16,56,19.18,49,16.78,52,17.81,7,2.4,2,0.68,0,0.0,1,0.34,1,0.34,0,0.0,1,0.34,0,0.0,6,2.05,10,3.42,12,4.11,1,0.34,2,0.68,0,0.0,8,2.74,3,1.03,6,2.05,4,1.37,8,2.74,38024
38,25,203,16,7.88,14,6.9,15,7.39,32,15.76,29,14.29,30,14.78,0,0.0,1,0.49,0,0.0,0,0.0,0,0.0,1,0.49,0,0.0,0,0.0,10,4.93,13,6.4,13,6.4,0,0.0,0,0.0,0,0.0,4,1.97,1,0.49,8,3.94,8,3.94,8,3.94,38025
38,26,210,12,5.71,11,5.24,9,4.29,44,20.95,35,16.67,33,15.71,2,0.95,1,0.48,0,0.0,1,0.48,0,0.0,1,0.48,1,0.48,0,0.0,5,2.38,10,4.76,11,5.24,0,0.0,2,0.95,1,0.48,4,1.9,0,0.0,8,3.81,7,3.33,11,5.24,38026
38,27,226,18,7.96,21,9.29,20,8.85,38,16.81,37,16.37,39,17.26,4,1.77,2,0.88,0,0.0,0,0.0,0,0.0,1,0.44,0,0.0,1,0.44,4,1.77,6,2.65,5,2.21,3,1.33,2,0.88,1,0.44,1,0.44,1,0.44,10,4.42,4,1.77,7,3.1,38027
38,28,323,27,8.36,26,8.05,24,7.43,58,17.96,52,16.1,52,16.1,4,1.24,5,1.55,2,0.62,2,0.62,2,0.62,0,0.0,4,1.24,1,0.31,8,2.48,13,4.02,9,2.79,0,0.0,1,0.31,0,0.0,7,2.17,3,0.93,9,2.79,4,1.24,8,2.48,38028
38,29,132,5,3.79,6,4.55,7,5.3,30,22.73,28,21.21,25,18.94,2,1.52,1,0.76,0,0.0,0,0.0,0,0.0,0,0.0,1,0.76,1,0.76,3,2.27,5,3.79,4,3.03,0,0.0,1,0.76,0,0.0,2,1.52,0,0.0,5,3.79,2,1.52,4,3.03,38029
38,30,219,16,7.31,21,9.59,18,8.22,37,16.89,44,20.09,37,16.89,8,3.65,3,1.37,1,0.46,1,0.46,0,0.0,1,0.46,0,0.0,1,0.46,2,0.91,2,0.91,4,1.83,1,0.46,1,0.46,1,0.46,0,0.0,0,0.0,9,4.11,2,0.91,8,3.65,38030
38,31,150,15,10.0,14,9.33,13,8.67,23,15.33,24,16.0,22,14.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.67,5,3.33,8,5.33,6,4.0,1,0.67,1,0.67,0,0.0,2,1.33,0,0.0,7,4.67,5,3.33,3,2.0,38031
38,32,177,14,7.91,16,9.04,13,7.34,31,17.51,28,15.82,29,16.38,2,1.13,1,0.56,2,1.13,1,0.56,1,0.56,0,0.0,0,0.0,0,0.0,7,3.95,7,3.95,8,4.52,1,0.56,0,0.0,0,0.0,1,0.56,1,0.56,4,2.26,3,1.69,6,3.39,38032
38,33,150,5,3.33,7,4.67,5,3.33,30,20.0,31,20.67,27,18.0,1,0.67,1,0.67,0,0.0,0,0.0,0,0.0,1,0.67,0,0.0,1,0.67,4,2.67,7,4.67,5,3.33,2,1.33,2,1.33,2,1.33,4,2.67,1,0.67,6,4.0,4,2.67,3,2.0,38033
38,34,161,10,6.21,14,8.7,11,6.83,30,18.63,29,18.01,24,14.91,1,0.62,2,1.24,1,0.62,0,0.0,0,0.0,2,1.24,0,0.0,1,0.62,4,2.48,7,4.35,7,4.35,2,1.24,0,0.0,1,0.62,4,2.48,2,1.24,4,2.48,2,1.24,3,1.86,38034
38,35,47,6,12.77,6,12.77,6,12.77,3,6.38,3,6.38,3,6.38,1,2.13,1,2.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,6.38,4,8.51,4,8.51,0,0.0,0,0.0,0,0.0,0,0.0,1,2.13,2,4.26,2,4.26,1,2.13,38035
38,36,175,14,8.0,16,9.14,15,8.57,22,12.57,18,10.29,21,12.0,0,0.0,3,1.71,1,0.57,0,0.0,1,0.57,0,0.0,0,0.0,0,0.0,8,4.57,10,5.71,9,5.14,0,0.0,0,0.0,1,0.57,2,1.14,1,0.57,13,7.43,9,5.14,11,6.29,38036
38,37,171,11,6.43,10,5.85,10,5.85,31,18.13,31,18.13,31,18.13,1,0.58,1,0.58,0,0.0,0,0.0,0,0.0,1,0.58,0,0.0,1,0.58,2,1.17,3,1.75,3,1.75,1,0.58,2,1.17,3,1.75,2,1.17,1,0.58,8,4.68,8,4.68,9,5.26,38037
38,38,202,16,7.92,15,7.43,18,8.91,32,15.84,28,13.86,24,11.88,3,1.49,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,9,4.46,12,5.94,11,5.45,1,0.5,1,0.5,1,0.5,7,3.47,2,0.99,7,3.47,5,2.48,6,2.97,38038
38,39,210,23,10.95,26,12.38,22,10.48,27,12.86,25,11.9,23,10.95,0,0.0,3,1.43,0,0.0,0,0.0,0,0.0,0,0.0,2,0.95,0,0.0,6,2.86,9,4.29,9,4.29,1,0.48,0,0.0,2,0.95,2,0.95,1,0.48,13,6.19,8,3.81,8,3.81,38039
