ward,precinct,total,Phyllis Demarco (Cruz),Phyllis Demarco (Cruz) Percent,Sara Marie Lamantia (Cruz),Sara Marie Lamantia (Cruz) Percent,Brad Messervey (Cruz),Brad Messervey (Cruz) Percent,James Ignatowski (Trump),James Ignatowski (Trump) Percent,Steve Bayne (Trump),Steve Bayne (Trump) Percent,Cathryn Biga (Trump),Cathryn Biga (Trump) Percent,Angelo ''Skip'' Saviano (Bush),Angelo ''Skip'' Saviano (Bush) Percent,Amy S. Findlay (Bush),Amy S. Findlay (Bush) Percent,Heather E. Way Kitzes (Christie),Heather E. Way Kitzes (Christie) Percent,Ashvin Lad (Christie),Ashvin Lad (Christie) Percent,Alexander Doberstein (Christie),Alexander Doberstein (Christie) Percent,Scott Newhall (Fiorina),Scott Newhall (Fiorina) Percent,Lucinda ''Cindy'' Burke (Fiorina),Lucinda ''Cindy'' Burke (Fiorina) Percent,Robert Bedell (Fiorina),Robert Bedell (Fiorina) Percent,Ryan P. McNicholas (Kasich),Ryan P. McNicholas (Kasich) Percent,Paul A. Laliberte (Kasich),Paul A. Laliberte (Kasich) Percent,Richard J. Veenstra (Kasich),Richard J. Veenstra (Kasich) Percent,Jonathon H. Luers (Carson),Jonathon H. Luers (Carson) Percent,Evan Jane Ellman (Carson),Evan Jane Ellman (Carson) Percent,Laura M. Urbik Kern (Carson),Laura M. Urbik Kern (Carson) Percent,Sophia Babiarz (Paul),Sophia Babiarz (Paul) Percent,Earon Shaw Rein (Paul),Earon Shaw Rein (Paul) Percent,Sean T. Noonan (Rubio),Sean T. Noonan (Rubio) Percent,Laura Mary Kotelman (Rubio),Laura Mary Kotelman (Rubio) Percent,William C. Beck (Rubio),William C. Beck (Rubio) Percent,precinct_id
47,16,151,10,6.62,6,3.97,6,3.97,16,10.6,16,10.6,17,11.26,1,0.66,1,0.66,1,0.66,2,1.32,0,0.0,0,0.0,0,0.0,1,0.66,13,8.61,15,9.93,17,11.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,7.28,8,5.3,9,5.96,47016
47,17,187,15,8.02,16,8.56,17,9.09,20,10.7,19,10.16,22,11.76,1,0.53,4,2.14,1,0.53,1,0.53,0,0.0,0,0.0,0,0.0,0,0.0,13,6.95,15,8.02,14,7.49,2,1.07,1,0.53,0,0.0,0,0.0,0,0.0,10,5.35,7,3.74,7,3.74,47017
47,18,214,8,3.74,8,3.74,10,4.67,12,5.61,12,5.61,12,5.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.47,1,0.47,34,15.89,46,21.5,41,19.16,1,0.47,0,0.0,1,0.47,4,1.87,1,0.47,9,4.21,6,2.8,7,3.27,47018
47,20,155,12,7.74,12,7.74,12,7.74,14,9.03,18,11.61,14,9.03,1,0.65,0,0.0,0,0.0,1,0.65,0,0.0,0,0.0,2,1.29,0,0.0,13,8.39,13,8.39,12,7.74,2,1.29,2,1.29,3,1.94,2,1.29,2,1.29,6,3.87,6,3.87,8,5.16,47020
47,21,114,7,6.14,11,9.65,7,6.14,9,7.89,10,8.77,10,8.77,1,0.88,0,0.0,1,0.88,1,0.88,0,0.0,0,0.0,0,0.0,1,0.88,7,6.14,10,8.77,10,8.77,2,1.75,0,0.0,0,0.0,2,1.75,2,1.75,8,7.02,7,6.14,8,7.02,47021
47,22,159,5,3.14,5,3.14,6,3.77,12,7.55,15,9.43,14,8.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.63,0,0.0,23,14.47,24,15.09,25,15.72,0,0.0,1,0.63,0,0.0,2,1.26,0,0.0,9,5.66,7,4.4,10,6.29,47022
47,24,160,9,5.63,9,5.63,10,6.25,11,6.88,12,7.5,11,6.88,0,0.0,1,0.63,1,0.63,0,0.0,0,0.0,1,0.63,1,0.63,2,1.25,22,13.75,26,16.25,24,15.0,1,0.63,1,0.63,1,0.63,2,1.25,2,1.25,4,2.5,4,2.5,5,3.13,47024
47,25,209,9,4.31,10,4.78,10,4.78,13,6.22,15,7.18,16,7.66,2,0.96,1,0.48,0,0.0,1,0.48,2,0.96,0,0.0,1,0.48,0,0.0,30,14.35,36,17.22,34,16.27,2,0.96,1,0.48,0,0.0,1,0.48,1,0.48,10,4.78,8,3.83,6,2.87,47025
47,26,194,17,8.76,16,8.25,14,7.22,17,8.76,16,8.25,18,9.28,1,0.52,3,1.55,0,0.0,1,0.52,0,0.0,2,1.03,1,0.52,0,0.0,16,8.25,20,10.31,19,9.79,1,0.52,0,0.0,2,1.03,2,1.03,2,1.03,9,4.64,9,4.64,7,3.61,47026
47,27,177,6,3.39,5,2.82,5,2.82,15,8.47,14,7.91,15,8.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,15.25,26,14.69,25,14.12,0,0.0,0,0.0,0,0.0,1,0.56,1,0.56,12,6.78,12,6.78,13,7.34,47027
47,28,143,13,9.09,15,10.49,13,9.09,8,5.59,10,6.99,10,6.99,0,0.0,1,0.7,1,0.7,3,2.1,1,0.7,0,0.0,1,0.7,0,0.0,11,7.69,17,11.89,15,10.49,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7,9,6.29,6,4.2,7,4.9,47028
47,29,212,8,3.77,10,4.72,9,4.25,20,9.43,24,11.32,21,9.91,1,0.47,3,1.42,0,0.0,0,0.0,0,0.0,1,0.47,2,0.94,0,0.0,19,8.96,25,11.79,24,11.32,2,0.94,0,0.0,0,0.0,0,0.0,0,0.0,16,7.55,12,5.66,14,6.6,47029
47,30,27,1,3.7,0,0.0,0,0.0,1,3.7,1,3.7,1,3.7,0,0.0,1,3.7,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.11,4,14.81,3,11.11,1,3.7,1,3.7,1,3.7,0,0.0,0,0.0,2,7.41,2,7.41,2,7.41,47030
47,31,125,11,8.8,9,7.2,10,8.0,5,4.0,6,4.8,3,2.4,0,0.0,1,0.8,1,0.8,0,0.0,0,0.0,1,0.8,1,0.8,0,0.0,15,12.0,20,16.0,19,15.2,1,0.8,1,0.8,0,0.0,1,0.8,3,2.4,8,6.4,4,3.2,5,4.0,47031
47,32,181,13,7.18,13,7.18,14,7.73,10,5.52,10,5.52,10,5.52,4,2.21,2,1.1,1,0.55,2,1.1,1,0.55,0,0.0,0,0.0,1,0.55,20,11.05,25,13.81,24,13.26,0,0.0,1,0.55,1,0.55,0,0.0,0,0.0,8,4.42,9,4.97,10,5.52,47032
47,33,220,15,6.82,16,7.27,17,7.73,10,4.55,11,5.0,11,5.0,2,0.91,5,2.27,1,0.45,0,0.0,0,0.0,0,0.0,1,0.45,1,0.45,25,11.36,27,12.27,28,12.73,1,0.45,0,0.0,1,0.45,2,0.91,0,0.0,17,7.73,13,5.91,14,6.36,47033
47,34,188,8,4.26,8,4.26,6,3.19,8,4.26,9,4.79,7,3.72,1,0.53,1,0.53,1,0.53,1,0.53,0,0.0,1,0.53,1,0.53,1,0.53,26,13.83,32,17.02,33,17.55,0,0.0,0,0.0,0,0.0,3,1.6,1,0.53,15,7.98,13,6.91,12,6.38,47034
47,35,229,7,3.06,10,4.37,7,3.06,18,7.86,19,8.3,20,8.73,0,0.0,3,1.31,0,0.0,1,0.44,0,0.0,1,0.44,3,1.31,2,0.87,28,12.23,33,14.41,28,12.23,4,1.75,0,0.0,0,0.0,5,2.18,4,1.75,13,5.68,12,5.24,10,4.37,47035
47,36,166,11,6.63,13,7.83,11,6.63,8,4.82,8,4.82,8,4.82,2,1.2,1,0.6,0,0.0,0,0.0,0,0.0,1,0.6,1,0.6,0,0.0,21,12.65,24,14.46,20,12.05,1,0.6,0,0.0,0,0.0,2,1.2,1,0.6,12,7.23,9,5.42,11,6.63,47036
47,37,178,11,6.18,14,7.87,14,7.87,9,5.06,10,5.62,9,5.06,0,0.0,2,1.12,0,0.0,0,0.0,0,0.0,1,0.56,0,0.0,1,0.56,20,11.24,28,15.73,26,14.61,0,0.0,0,0.0,0,0.0,1,0.56,1,0.56,9,5.06,12,6.74,8,4.49,47037
47,38,166,11,6.63,12,7.23,13,7.83,6,3.61,7,4.22,8,4.82,0,0.0,1,0.6,1,0.6,1,0.6,0,0.0,1,0.6,0,0.0,0,0.0,19,11.45,26,15.66,21,12.65,2,1.2,0,0.0,0,0.0,1,0.6,0,0.0,11,6.63,13,7.83,11,6.63,47038
47,39,150,12,8.0,12,8.0,12,8.0,6,4.0,9,6.0,7,4.67,0,0.0,0,0.0,1,0.67,0,0.0,2,1.33,0,0.0,1,0.67,0,0.0,17,11.33,20,13.33,19,12.67,0,0.0,1,0.67,0,0.0,1,0.67,1,0.67,14,9.33,7,4.67,8,5.33,47039
47,40,133,7,5.26,7,5.26,7,5.26,13,9.77,14,10.53,14,10.53,1,0.75,1,0.75,0,0.0,1,0.75,1,0.75,0,0.0,0,0.0,0,0.0,13,9.77,16,12.03,15,11.28,1,0.75,2,1.5,0,0.0,0,0.0,0,0.0,7,5.26,6,4.51,7,5.26,47040
47,41,160,9,5.63,8,5.0,9,5.63,15,9.38,14,8.75,16,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.63,0,0.0,16,10.0,24,15.0,20,12.5,1,0.63,0,0.0,0,0.0,1,0.63,1,0.63,9,5.63,9,5.63,6,3.75,47041
47,42,114,5,4.39,5,4.39,5,4.39,6,5.26,6,5.26,5,4.39,0,0.0,2,1.75,1,0.88,1,0.88,0,0.0,1,0.88,0,0.0,0,0.0,17,14.91,18,15.79,16,14.04,0,0.0,0,0.0,0,0.0,3,2.63,3,2.63,6,5.26,5,4.39,8,7.02,47042
47,43,215,18,8.37,16,7.44,18,8.37,20,9.3,19,8.84,19,8.84,1,0.47,2,0.93,1,0.47,2,0.93,1,0.47,1,0.47,1,0.47,1,0.47,20,9.3,24,11.16,25,11.63,2,0.93,0,0.0,2,0.93,1,0.47,1,0.47,9,4.19,5,2.33,6,2.79,47043
47,44,213,8,3.76,7,3.29,8,3.76,26,12.21,26,12.21,26,12.21,3,1.41,2,0.94,1,0.47,1,0.47,1,0.47,1,0.47,0,0.0,0,0.0,22,10.33,24,11.27,25,11.74,1,0.47,0,0.0,0,0.0,2,0.94,1,0.47,9,4.23,7,3.29,7,3.29,47044
47,45,114,6,5.26,5,4.39,5,4.39,8,7.02,8,7.02,9,7.89,1,0.88,1,0.88,0,0.0,0,0.0,0,0.0,0,0.0,2,1.75,1,0.88,11,9.65,16,14.04,16,14.04,2,1.75,1,0.88,1,0.88,1,0.88,0,0.0,6,5.26,7,6.14,5,4.39,47045
47,46,158,10,6.33,12,7.59,11,6.96,9,5.7,12,7.59,10,6.33,1,0.63,4,2.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,10.76,19,12.03,19,12.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,8.23,9,5.7,11,6.96,47046
47,47,242,13,5.37,15,6.2,14,5.79,12,4.96,13,5.37,12,4.96,0,0.0,2,0.83,0,0.0,0,0.0,0,0.0,0,0.0,1,0.41,0,0.0,34,14.05,40,16.53,41,16.94,3,1.24,0,0.0,1,0.41,1,0.41,0,0.0,18,7.44,8,3.31,11,4.55,47047
47,48,15,1,6.67,2,13.33,1,6.67,2,13.33,1,6.67,1,6.67,0,0.0,1,6.67,0,0.0,0,0.0,0,0.0,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,1,6.67,0,0.0,0,0.0,1,6.67,1,6.67,47048
50,24,288,42,14.58,42,14.58,39,13.54,29,10.07,31,10.76,30,10.42,0,0.0,0,0.0,1,0.35,0,0.0,0,0.0,1,0.35,1,0.35,1,0.35,6,2.08,9,3.13,10,3.47,1,0.35,0,0.0,0,0.0,1,0.35,1,0.35,15,5.21,12,4.17,14,4.86,50024
50,25,29,2,6.9,3,10.34,3,10.34,3,10.34,3,10.34,3,10.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.45,3,10.34,1,3.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,10.34,2,6.9,2,6.9,50025
