ward,precinct,total,Jasmine Velasco Hauser (Cruz),Jasmine Velasco Hauser (Cruz) Percent,"Joel B. Streightiff, Jr. (Cruz)","Joel B. Streightiff, Jr. (Cruz) Percent",Shprintza Spak (Cruz),Shprintza Spak (Cruz) Percent,Sandra Hodel-Runtz (Christie),Sandra Hodel-Runtz (Christie) Percent,Mark Crane (Christie),Mark Crane (Christie) Percent,Joseph Tamraz (Christie),Joseph Tamraz (Christie) Percent,Nester Komolafe (Trump),Nester Komolafe (Trump) Percent,Gerald DeNotto (Trump),Gerald DeNotto (Trump) Percent,Frank Biga III (Trump),Frank Biga III (Trump) Percent,Daniel B. Peterson (Bush),Daniel B. Peterson (Bush) Percent,Adam M. Robinson (Bush),Adam M. Robinson (Bush) Percent,Mary Childers (Bush),Mary Childers (Bush) Percent,Joseph R. Hedrick (Santorum),Joseph R. Hedrick (Santorum) Percent,Angela M. Como (Santorum),Angela M. Como (Santorum) Percent,Steven Polit (Santorum),Steven Polit (Santorum) Percent,Carlos Ortega (Fiorina),Carlos Ortega (Fiorina) Percent,Suzanne Devane (Fiorina),Suzanne Devane (Fiorina) Percent,Diane Shapiro (Fiorina),Diane Shapiro (Fiorina) Percent,Thomas Schild (Carson),Thomas Schild (Carson) Percent,Vivian L. Davros (Carson),Vivian L. Davros (Carson) Percent,Jeffrey J. Ross (Carson),Jeffrey J. Ross (Carson) Percent,John C. Demler (Kasich),John C. Demler (Kasich) Percent,Carol A. Teschky (Kasich),Carol A. Teschky (Kasich) Percent,Gregory J. Lungmus (Kasich),Gregory J. Lungmus (Kasich) Percent,Alexander Paul Bisenius (Paul),Alexander Paul Bisenius (Paul) Percent,Josh Gasbarra (Paul),Josh Gasbarra (Paul) Percent,Char Foss-Eggemann (Rubio),Char Foss-Eggemann (Rubio) Percent,Douglas Gessner (Rubio),Douglas Gessner (Rubio) Percent,Christopher Provenzano (Rubio),Christopher Provenzano (Rubio) Percent,precinct_id
46,21,50,2,4.0,2,4.0,3,6.0,1,2.0,1,2.0,1,2.0,10,20.0,10,20.0,8,16.0,0,0.0,1,2.0,1,2.0,0,0.0,0,0.0,1,2.0,0,0.0,0,0.0,1,2.0,0,0.0,0,0.0,1,2.0,2,4.0,3,6.0,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,46021
46,22,109,9,8.26,8,7.34,10,9.17,0,0.0,0,0.0,1,0.92,9,8.26,9,8.26,10,9.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.92,1,0.92,0,0.0,0,0.0,2,1.83,2,1.83,2,1.83,13,11.93,12,11.01,7,6.42,1,0.92,1,0.92,3,2.75,5,4.59,3,2.75,46022
46,23,75,1,1.33,1,1.33,1,1.33,0,0.0,0,0.0,1,1.33,12,16.0,12,16.0,9,12.0,1,1.33,1,1.33,2,2.67,0,0.0,1,1.33,0,0.0,0,0.0,1,1.33,1,1.33,0,0.0,0,0.0,0,0.0,8,10.67,7,9.33,5,6.67,0,0.0,0,0.0,3,4.0,5,6.67,3,4.0,46023
46,24,180,13,7.22,15,8.33,13,7.22,0,0.0,0,0.0,0,0.0,18,10.0,18,10.0,18,10.0,1,0.56,1,0.56,2,1.11,0,0.0,0,0.0,0,0.0,1,0.56,1,0.56,1,0.56,1,0.56,1,0.56,1,0.56,19,10.56,22,12.22,14,7.78,0,0.0,2,1.11,6,3.33,7,3.89,5,2.78,46024
46,25,77,5,6.49,5,6.49,4,5.19,0,0.0,0,0.0,0,0.0,8,10.39,9,11.69,8,10.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,14.29,11,14.29,9,11.69,0,0.0,0,0.0,2,2.6,2,2.6,3,3.9,46025
46,26,90,4,4.44,3,3.33,3,3.33,0,0.0,0,0.0,0,0.0,9,10.0,11,12.22,9,10.0,0,0.0,1,1.11,1,1.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.11,0,0.0,1,1.11,1,1.11,13,14.44,13,14.44,10,11.11,0,0.0,0,0.0,3,3.33,3,3.33,4,4.44,46026
46,27,177,7,3.95,10,5.65,8,4.52,1,0.56,1,0.56,0,0.0,12,6.78,12,6.78,10,5.65,0,0.0,2,1.13,1,0.56,0,0.0,0,0.0,0,0.0,1,0.56,1,0.56,1,0.56,1,0.56,3,1.69,1,0.56,21,11.86,20,11.3,16,9.04,2,1.13,2,1.13,12,6.78,18,10.17,14,7.91,46027
46,29,95,3,3.16,2,2.11,1,1.05,1,1.05,0,0.0,0,0.0,9,9.47,11,11.58,10,10.53,0,0.0,2,2.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.05,0,0.0,0,0.0,1,1.05,13,13.68,12,12.63,11,11.58,0,0.0,0,0.0,6,6.32,7,7.37,5,5.26,46029
46,32,128,7,5.47,9,7.03,6,4.69,5,3.91,1,0.78,1,0.78,16,12.5,18,14.06,15,11.72,1,0.78,4,3.13,1,0.78,0,0.0,2,1.56,0,0.0,0,0.0,1,0.78,1,0.78,0,0.0,0,0.0,0,0.0,10,7.81,12,9.38,5,3.91,0,0.0,2,1.56,2,1.56,8,6.25,1,0.78,46032
46,34,144,8,5.56,9,6.25,10,6.94,1,0.69,2,1.39,1,0.69,14,9.72,15,10.42,13,9.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.39,1,0.69,0,0.0,1,0.69,0,0.0,1,0.69,12,8.33,13,9.03,9,6.25,0,0.0,1,0.69,9,6.25,12,8.33,10,6.94,46034
46,35,149,6,4.03,7,4.7,6,4.03,0,0.0,1,0.67,0,0.0,13,8.72,14,9.4,15,10.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.67,0,0.0,0,0.0,1,0.67,1,0.67,0,0.0,1,0.67,21,14.09,19,12.75,13,8.72,0,0.0,0,0.0,11,7.38,10,6.71,9,6.04,46035
46,37,35,5,14.29,3,8.57,4,11.43,1,2.86,1,2.86,0,0.0,2,5.71,2,5.71,2,5.71,1,2.86,1,2.86,1,2.86,0,0.0,0,0.0,0,0.0,0,0.0,1,2.86,0,0.0,1,2.86,0,0.0,0,0.0,2,5.71,2,5.71,2,5.71,0,0.0,0,0.0,1,2.86,2,5.71,1,2.86,46037
46,38,6,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46038
46,40,87,3,3.45,5,5.75,4,4.6,1,1.15,0,0.0,2,2.3,8,9.2,9,10.34,8,9.2,1,1.15,0,0.0,1,1.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.15,0,0.0,0,0.0,11,12.64,11,12.64,7,8.05,0,0.0,0,0.0,4,4.6,6,6.9,5,5.75,46040
47,15,82,3,3.66,4,4.88,4,4.88,1,1.22,0,0.0,0,0.0,10,12.2,8,9.76,9,10.98,0,0.0,0,0.0,3,3.66,0,0.0,1,1.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,7.32,6,7.32,6,7.32,0,0.0,0,0.0,7,8.54,8,9.76,6,7.32,47015
47,19,93,6,6.45,5,5.38,4,4.3,0,0.0,0,0.0,0,0.0,10,10.75,10,10.75,11,11.83,1,1.08,1,1.08,0,0.0,0,0.0,1,1.08,0,0.0,1,1.08,1,1.08,0,0.0,0,0.0,1,1.08,0,0.0,10,10.75,10,10.75,8,8.6,0,0.0,2,2.15,4,4.3,3,3.23,4,4.3,47019
47,23,83,5,6.02,8,9.64,6,7.23,1,1.2,1,1.2,2,2.41,9,10.84,10,12.05,11,13.25,1,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,8.43,7,8.43,6,7.23,0,0.0,0,0.0,2,2.41,3,3.61,3,3.61,47023
47,30,132,7,5.3,9,6.82,9,6.82,1,0.76,1,0.76,1,0.76,17,12.88,17,12.88,14,10.61,3,2.27,2,1.52,3,2.27,0,0.0,0,0.0,1,0.76,1,0.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,8.33,10,7.58,7,5.3,0,0.0,0,0.0,5,3.79,7,5.3,6,4.55,47030
48,1,107,7,6.54,9,8.41,7,6.54,1,0.93,0,0.0,0,0.0,13,12.15,14,13.08,13,12.15,1,0.93,0,0.0,0,0.0,0,0.0,1,0.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,7.48,9,8.41,7,6.54,0,0.0,1,0.93,4,3.74,7,6.54,5,4.67,48001
48,2,77,3,3.9,2,2.6,2,2.6,0,0.0,0,0.0,0,0.0,6,7.79,5,6.49,4,5.19,1,1.3,1,1.3,1,1.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.3,0,0.0,15,19.48,14,18.18,11,14.29,0,0.0,0,0.0,3,3.9,5,6.49,3,3.9,48002
48,3,88,9,10.23,7,7.95,6,6.82,0,0.0,0,0.0,0,0.0,6,6.82,7,7.95,6,6.82,0,0.0,2,2.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.14,9,10.23,9,10.23,5,5.68,0,0.0,1,1.14,7,7.95,7,7.95,6,6.82,48003
48,4,78,3,3.85,4,5.13,4,5.13,0,0.0,0,0.0,0,0.0,9,11.54,11,14.1,8,10.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.28,0,0.0,0,0.0,7,8.97,7,8.97,5,6.41,0,0.0,1,1.28,6,7.69,7,8.97,5,6.41,48004
48,5,93,4,4.3,4,4.3,4,4.3,0,0.0,1,1.08,1,1.08,12,12.9,11,11.83,9,9.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.08,1,1.08,12,12.9,12,12.9,11,11.83,0,0.0,1,1.08,3,3.23,3,3.23,3,3.23,48005
48,6,157,8,5.1,10,6.37,11,7.01,1,0.64,1,0.64,0,0.0,21,13.38,22,14.01,20,12.74,0,0.0,0,0.0,1,0.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.64,0,0.0,2,1.27,1,0.64,15,9.55,13,8.28,12,7.64,1,0.64,1,0.64,4,2.55,7,4.46,5,3.18,48006
48,7,58,3,5.17,4,6.9,3,5.17,0,0.0,0,0.0,1,1.72,3,5.17,5,8.62,4,6.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.72,0,0.0,0,0.0,0,0.0,0,0.0,10,17.24,12,20.69,7,12.07,0,0.0,1,1.72,1,1.72,2,3.45,1,1.72,48007
48,8,126,9,7.14,9,7.14,9,7.14,0,0.0,1,0.79,0,0.0,18,14.29,18,14.29,16,12.7,0,0.0,0,0.0,2,1.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.79,11,8.73,11,8.73,6,4.76,2,1.59,2,1.59,4,3.17,4,3.17,3,2.38,48008
48,9,159,11,6.92,11,6.92,10,6.29,0,0.0,2,1.26,0,0.0,26,16.35,25,15.72,26,16.35,0,0.0,0,0.0,2,1.26,0,0.0,1,0.63,0,0.0,0,0.0,0,0.0,0,0.0,1,0.63,2,1.26,2,1.26,10,6.29,10,6.29,11,6.92,0,0.0,2,1.26,2,1.26,3,1.89,2,1.26,48009
48,10,112,8,7.14,7,6.25,6,5.36,1,0.89,1,0.89,2,1.79,8,7.14,6,5.36,6,5.36,0,0.0,1,0.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.79,3,2.68,1,0.89,15,13.39,15,13.39,12,10.71,0,0.0,1,0.89,5,4.46,8,7.14,4,3.57,48010
48,11,98,1,1.02,2,2.04,2,2.04,1,1.02,1,1.02,0,0.0,9,9.18,10,10.2,9,9.18,1,1.02,0,0.0,1,1.02,0,0.0,0,0.0,0,0.0,0,0.0,1,1.02,0,0.0,0,0.0,2,2.04,0,0.0,16,16.33,17,17.35,9,9.18,0,0.0,0,0.0,3,3.06,9,9.18,4,4.08,48011
48,12,140,10,7.14,11,7.86,12,8.57,1,0.71,1,0.71,1,0.71,16,11.43,15,10.71,17,12.14,1,0.71,1,0.71,0,0.0,1,0.71,0,0.0,0,0.0,0,0.0,1,0.71,0,0.0,1,0.71,1,0.71,1,0.71,14,10.0,13,9.29,11,7.86,0,0.0,0,0.0,4,2.86,4,2.86,3,2.14,48012
48,13,211,12,5.69,15,7.11,14,6.64,1,0.47,2,0.95,1,0.47,33,15.64,34,16.11,35,16.59,0,0.0,1,0.47,0,0.0,1,0.47,1,0.47,0,0.0,1,0.47,1,0.47,1,0.47,2,0.95,0,0.0,3,1.42,10,4.74,10,4.74,6,2.84,1,0.47,1,0.47,7,3.32,10,4.74,8,3.79,48013
48,14,132,9,6.82,8,6.06,10,7.58,0,0.0,1,0.76,0,0.0,22,16.67,22,16.67,21,15.91,0,0.0,0,0.0,1,0.76,0,0.0,0,0.0,0,0.0,2,1.52,0,0.0,0,0.0,0,0.0,0,0.0,1,0.76,8,6.06,7,5.3,7,5.3,1,0.76,0,0.0,4,3.03,4,3.03,4,3.03,48014
48,15,122,6,4.92,7,5.74,6,4.92,0,0.0,0,0.0,0,0.0,18,14.75,19,15.57,17,13.93,0,0.0,0,0.0,2,1.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.82,0,0.0,1,0.82,10,8.2,9,7.38,7,5.74,0,0.0,0,0.0,6,4.92,8,6.56,5,4.1,48015
48,16,96,5,5.21,5,5.21,5,5.21,0,0.0,1,1.04,0,0.0,11,11.46,10,10.42,10,10.42,2,2.08,2,2.08,1,1.04,1,1.04,0,0.0,0,0.0,2,2.08,2,2.08,2,2.08,5,5.21,3,3.13,2,2.08,5,5.21,7,7.29,4,4.17,1,1.04,3,3.13,2,2.08,3,3.13,2,2.08,48016
48,17,113,8,7.08,8,7.08,8,7.08,0,0.0,0,0.0,0,0.0,11,9.73,14,12.39,11,9.73,1,0.88,2,1.77,1,0.88,0,0.0,0,0.0,0,0.0,2,1.77,1,0.88,2,1.77,0,0.0,0,0.0,1,0.88,13,11.5,13,11.5,11,9.73,0,0.0,0,0.0,3,2.65,1,0.88,2,1.77,48017
48,18,107,8,7.48,9,8.41,7,6.54,0,0.0,2,1.87,2,1.87,14,13.08,15,14.02,16,14.95,0,0.0,1,0.93,0,0.0,0,0.0,2,1.87,0,0.0,0,0.0,1,0.93,1,0.93,1,0.93,1,0.93,1,0.93,1,0.93,2,1.87,1,0.93,2,1.87,2,1.87,5,4.67,6,5.61,7,6.54,48018
48,19,81,5,6.17,6,7.41,6,7.41,0,0.0,0,0.0,0,0.0,3,3.7,3,3.7,3,3.7,0,0.0,0,0.0,1,1.23,0,0.0,0,0.0,1,1.23,0,0.0,0,0.0,0,0.0,0,0.0,2,2.47,0,0.0,14,17.28,11,13.58,10,12.35,2,2.47,1,1.23,4,4.94,6,7.41,3,3.7,48019
48,20,103,5,4.85,5,4.85,4,3.88,0,0.0,1,0.97,0,0.0,7,6.8,9,8.74,8,7.77,0,0.0,0,0.0,0,0.0,0,0.0,1,0.97,0,0.0,0,0.0,1,0.97,0,0.0,0,0.0,0,0.0,0,0.0,13,12.62,16,15.53,13,12.62,2,1.94,3,2.91,5,4.85,5,4.85,5,4.85,48020
48,21,120,5,4.17,5,4.17,4,3.33,0,0.0,3,2.5,0,0.0,13,10.83,13,10.83,11,9.17,3,2.5,2,1.67,2,1.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.83,0,0.0,1,0.83,14,11.67,15,12.5,11,9.17,1,0.83,1,0.83,5,4.17,6,5.0,4,3.33,48021
48,22,182,10,5.49,14,7.69,12,6.59,0,0.0,0,0.0,0,0.0,24,13.19,28,15.38,23,12.64,1,0.55,1,0.55,1,0.55,0,0.0,0,0.0,0,0.0,0,0.0,3,1.65,4,2.2,0,0.0,1,0.55,1,0.55,13,7.14,12,6.59,8,4.4,0,0.0,0,0.0,5,2.75,13,7.14,8,4.4,48022
48,23,211,12,5.69,11,5.21,13,6.16,1,0.47,1,0.47,1,0.47,19,9.0,19,9.0,20,9.48,5,2.37,1,0.47,1,0.47,0,0.0,0,0.0,0,0.0,0,0.0,1,0.47,0,0.0,0,0.0,1,0.47,0,0.0,31,14.69,33,15.64,23,10.9,0,0.0,1,0.47,5,2.37,6,2.84,6,2.84,48023
48,24,206,20,9.71,25,12.14,22,10.68,0,0.0,0,0.0,2,0.97,31,15.05,32,15.53,31,15.05,0,0.0,0,0.0,1,0.49,0,0.0,1,0.49,0,0.0,1,0.49,1,0.49,0,0.0,2,0.97,1,0.49,3,1.46,8,3.88,7,3.4,6,2.91,1,0.49,0,0.0,3,1.46,6,2.91,2,0.97,48024
48,25,121,6,4.96,5,4.13,6,4.96,0,0.0,1,0.83,0,0.0,5,4.13,5,4.13,5,4.13,1,0.83,1,0.83,1,0.83,0,0.0,0,0.0,1,0.83,0,0.0,1,0.83,1,0.83,1,0.83,2,1.65,1,0.83,20,16.53,18,14.88,15,12.4,1,0.83,1,0.83,5,4.13,10,8.26,8,6.61,48025
48,26,59,2,3.39,2,3.39,2,3.39,0,0.0,0,0.0,0,0.0,13,22.03,13,22.03,12,20.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,6.78,4,6.78,4,6.78,0,0.0,0,0.0,1,1.69,1,1.69,1,1.69,48026
48,27,135,9,6.67,12,8.89,8,5.93,0,0.0,0,0.0,0,0.0,13,9.63,13,9.63,16,11.85,0,0.0,0,0.0,1,0.74,0,0.0,0,0.0,0,0.0,2,1.48,0,0.0,0,0.0,1,0.74,1,0.74,2,1.48,9,6.67,10,7.41,10,7.41,2,1.48,2,1.48,7,5.19,11,8.15,6,4.44,48027
48,28,228,13,5.7,15,6.58,15,6.58,1,0.44,5,2.19,1,0.44,35,15.35,36,15.79,38,16.67,6,2.63,4,1.75,3,1.32,1,0.44,2,0.88,1,0.44,0,0.0,2,0.88,6,2.63,0,0.0,1,0.44,0,0.0,6,2.63,7,3.07,7,3.07,0,0.0,0,0.0,8,3.51,10,4.39,5,2.19,48028
48,29,83,4,4.82,6,7.23,4,4.82,0,0.0,0,0.0,1,1.2,9,10.84,8,9.64,7,8.43,1,1.2,1,1.2,2,2.41,1,1.2,1,1.2,0,0.0,0,0.0,1,1.2,0,0.0,1,1.2,1,1.2,1,1.2,10,12.05,11,13.25,8,9.64,0,0.0,0,0.0,1,1.2,2,2.41,2,2.41,48029
48,30,89,5,5.62,4,4.49,4,4.49,0,0.0,1,1.12,0,0.0,13,14.61,13,14.61,13,14.61,1,1.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,10.11,10,11.24,7,7.87,0,0.0,0,0.0,3,3.37,3,3.37,3,3.37,48030
48,31,145,13,8.97,9,6.21,10,6.9,0,0.0,1,0.69,2,1.38,18,12.41,19,13.1,18,12.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.69,1,0.69,0,0.0,0,0.0,0,0.0,9,6.21,12,8.28,8,5.52,1,0.69,1,0.69,5,3.45,8,5.52,9,6.21,48031
48,32,85,7,8.24,7,8.24,6,7.06,0,0.0,0,0.0,0,0.0,6,7.06,5,5.88,5,5.88,2,2.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,15.29,15,17.65,11,12.94,0,0.0,1,1.18,1,1.18,2,2.35,3,3.53,48032
48,33,123,6,4.88,5,4.07,5,4.07,1,0.81,3,2.44,0,0.0,20,16.26,20,16.26,20,16.26,3,2.44,3,2.44,1,0.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.81,1,0.81,1,0.81,8,6.5,6,4.88,4,3.25,0,0.0,0,0.0,4,3.25,5,4.07,6,4.88,48033
48,34,87,7,8.05,9,10.34,7,8.05,0,0.0,0,0.0,0,0.0,7,8.05,9,10.34,7,8.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.15,1,1.15,1,1.15,1,1.15,1,1.15,13,14.94,13,14.94,7,8.05,0,0.0,0,0.0,1,1.15,1,1.15,1,1.15,48034
48,35,88,7,7.95,4,4.55,5,5.68,0,0.0,4,4.55,0,0.0,11,12.5,12,13.64,9,10.23,3,3.41,1,1.14,3,3.41,0,0.0,1,1.14,0,0.0,0,0.0,0,0.0,4,4.55,2,2.27,2,2.27,1,1.14,5,5.68,5,5.68,3,3.41,1,1.14,1,1.14,2,2.27,1,1.14,1,1.14,48035
48,36,94,3,3.19,6,6.38,6,6.38,0,0.0,0,0.0,0,0.0,16,17.02,16,17.02,16,17.02,0,0.0,0,0.0,0,0.0,1,1.06,1,1.06,0,0.0,0,0.0,0,0.0,1,1.06,0,0.0,0,0.0,0,0.0,10,10.64,8,8.51,5,5.32,2,2.13,0,0.0,1,1.06,1,1.06,1,1.06,48036
48,37,103,9,8.74,10,9.71,9,8.74,0,0.0,0,0.0,0,0.0,8,7.77,8,7.77,8,7.77,0,0.0,1,0.97,0,0.0,1,0.97,0,0.0,0,0.0,1,0.97,0,0.0,2,1.94,0,0.0,0,0.0,1,0.97,10,9.71,10,9.71,7,6.8,0,0.0,0,0.0,5,4.85,7,6.8,6,5.83,48037
48,38,85,6,7.06,9,10.59,8,9.41,0,0.0,1,1.18,1,1.18,8,9.41,8,9.41,8,9.41,1,1.18,1,1.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.18,0,0.0,0,0.0,0,0.0,0,0.0,6,7.06,6,7.06,7,8.24,1,1.18,1,1.18,3,3.53,4,4.71,5,5.88,48038
48,39,162,9,5.56,11,6.79,9,5.56,0,0.0,0,0.0,0,0.0,24,14.81,24,14.81,25,15.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.62,3,1.85,3,1.85,2,1.23,10,6.17,10,6.17,5,3.09,3,1.85,4,2.47,6,3.7,7,4.32,6,3.7,48039
48,40,81,9,11.11,8,9.88,7,8.64,0,0.0,0,0.0,0,0.0,7,8.64,9,11.11,8,9.88,1,1.23,0,0.0,1,1.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.23,1,1.23,0,0.0,6,7.41,6,7.41,5,6.17,1,1.23,2,2.47,3,3.7,3,3.7,3,3.7,48040
48,41,82,3,3.66,6,7.32,7,8.54,1,1.22,0,0.0,0,0.0,9,10.98,9,10.98,9,10.98,2,2.44,1,1.22,2,2.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.22,1,1.22,1,1.22,7,8.54,5,6.1,4,4.88,0,0.0,1,1.22,4,4.88,4,4.88,5,6.1,48041
48,42,66,1,1.52,1,1.52,0,0.0,0,0.0,0,0.0,1,1.52,7,10.61,7,10.61,8,12.12,1,1.52,1,1.52,0,0.0,0,0.0,0,0.0,0,0.0,1,1.52,0,0.0,0,0.0,2,3.03,1,1.52,2,3.03,7,10.61,10,15.15,7,10.61,0,0.0,0,0.0,3,4.55,3,4.55,3,4.55,48042
48,43,91,3,3.3,3,3.3,3,3.3,0,0.0,2,2.2,0,0.0,13,14.29,12,13.19,12,13.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,1,1.1,0,0.0,0,0.0,0,0.0,1,1.1,11,12.09,12,13.19,9,9.89,1,1.1,1,1.1,1,1.1,3,3.3,2,2.2,48043
48,44,83,4,4.82,4,4.82,4,4.82,0,0.0,1,1.2,0,0.0,10,12.05,8,9.64,8,9.64,3,3.61,2,2.41,3,3.61,0,0.0,0,0.0,0,0.0,1,1.2,1,1.2,0,0.0,1,1.2,0,0.0,1,1.2,9,10.84,9,10.84,7,8.43,0,0.0,1,1.2,1,1.2,3,3.61,2,2.41,48044
48,45,76,5,6.58,4,5.26,5,6.58,0,0.0,0,0.0,0,0.0,9,11.84,9,11.84,8,10.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.32,0,0.0,0,0.0,0,0.0,7,9.21,9,11.84,5,6.58,1,1.32,1,1.32,4,5.26,4,5.26,4,5.26,48045
48,46,113,8,7.08,9,7.96,8,7.08,0,0.0,0,0.0,0,0.0,24,21.24,24,21.24,23,20.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.88,1,0.88,1,0.88,5,4.42,6,5.31,2,1.77,0,0.0,0,0.0,1,0.88,0,0.0,0,0.0,48046
49,1,14,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.29,0,0.0,0,0.0,0,0.0,2,14.29,2,14.29,2,14.29,49001
49,2,56,4,7.14,2,3.57,4,7.14,0,0.0,0,0.0,0,0.0,4,7.14,5,8.93,4,7.14,1,1.79,1,1.79,1,1.79,0,0.0,0,0.0,0,0.0,1,1.79,0,0.0,0,0.0,0,0.0,1,1.79,0,0.0,5,8.93,7,12.5,4,7.14,1,1.79,1,1.79,4,7.14,4,7.14,2,3.57,49002
49,3,57,1,1.75,2,3.51,1,1.75,0,0.0,0,0.0,1,1.75,9,15.79,11,19.3,10,17.54,0,0.0,0,0.0,0,0.0,1,1.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.51,3,5.26,2,3.51,2,3.51,2,3.51,3,5.26,4,7.02,3,5.26,49003
49,4,90,4,4.44,5,5.56,4,4.44,3,3.33,1,1.11,1,1.11,7,7.78,9,10.0,8,8.89,2,2.22,2,2.22,1,1.11,2,2.22,0,0.0,0,0.0,1,1.11,0,0.0,0,0.0,0,0.0,1,1.11,1,1.11,10,11.11,8,8.89,7,7.78,1,1.11,1,1.11,3,3.33,5,5.56,3,3.33,49004
49,5,106,8,7.55,7,6.6,10,9.43,1,0.94,0,0.0,1,0.94,10,9.43,12,11.32,10,9.43,1,0.94,2,1.89,1,0.94,1,0.94,3,2.83,1,0.94,2,1.89,2,1.89,1,0.94,0,0.0,3,2.83,0,0.0,4,3.77,5,4.72,5,4.72,1,0.94,0,0.0,4,3.77,6,5.66,5,4.72,49005
49,6,122,7,5.74,5,4.1,7,5.74,0,0.0,1,0.82,0,0.0,16,13.11,16,13.11,16,13.11,1,0.82,0,0.0,2,1.64,0,0.0,0,0.0,0,0.0,0,0.0,1,0.82,0,0.0,2,1.64,4,3.28,2,1.64,11,9.02,12,9.84,7,5.74,0,0.0,0,0.0,3,2.46,4,3.28,5,4.1,49006
49,7,188,9,4.79,12,6.38,11,5.85,1,0.53,1,0.53,0,0.0,9,4.79,12,6.38,9,4.79,2,1.06,0,0.0,0,0.0,0,0.0,1,0.53,0,0.0,3,1.6,3,1.6,2,1.06,1,0.53,1,0.53,1,0.53,21,11.17,25,13.3,18,9.57,1,0.53,1,0.53,13,6.91,15,7.98,16,8.51,49007
