ward,precinct,total,LORI LIGHTFOOT,LORI LIGHTFOOT Percent,TONI PRECKWINKLE,TONI PRECKWINKLE Percent,precinct_id
17,13,209,141,67.46,68,32.54,17013
17,14,223,154,69.06,69,30.94,17014
17,15,228,149,65.35,79,34.65,17015
17,16,157,110,70.06,47,29.94,17016
17,17,198,146,73.74,52,26.26,17017
17,18,275,204,74.18,71,25.82,17018
17,19,111,82,73.87,29,26.13,17019
17,20,279,195,69.89,84,30.11,17020
17,21,327,208,63.61,119,36.39,17021
17,22,203,139,68.47,64,31.53,17022
17,23,144,96,66.67,48,33.33,17023
17,24,267,195,73.03,72,26.97,17024
17,25,141,101,71.63,40,28.37,17025
17,26,242,164,67.77,78,32.23,17026
17,27,205,146,71.22,59,28.78,17027
17,28,173,119,68.79,54,31.21,17028
17,29,216,157,72.69,59,27.31,17029
17,30,117,92,78.63,25,21.37,17030
17,31,138,86,62.32,52,37.68,17031
17,32,158,113,71.52,45,28.48,17032
17,33,139,102,73.38,37,26.62,17033
17,34,156,100,64.1,56,35.9,17034
17,35,162,115,70.99,47,29.01,17035
17,36,223,150,67.26,73,32.74,17036
17,37,191,132,69.11,59,30.89,17037
17,38,191,133,69.63,58,30.37,17038
17,39,236,153,64.83,83,35.17,17039
17,40,249,169,67.87,80,32.13,17040
17,41,289,196,67.82,93,32.18,17041
18,1,193,140,72.54,53,27.46,18001
18,2,153,120,78.43,33,21.57,18002
18,3,206,163,79.13,43,20.87,18003
18,4,286,213,74.48,73,25.52,18004
18,5,152,112,73.68,40,26.32,18005
18,6,214,176,82.24,38,17.76,18006
18,7,218,164,75.23,54,24.77,18007
18,8,285,195,68.42,90,31.58,18008
18,9,261,188,72.03,73,27.97,18009
18,10,355,245,69.01,110,30.99,18010
18,11,185,144,77.84,41,22.16,18011
18,12,255,172,67.45,83,32.55,18012
18,13,261,184,70.5,77,29.5,18013
18,14,280,179,63.93,101,36.07,18014
18,15,229,180,78.6,49,21.4,18015
18,16,233,162,69.53,71,30.47,18016
18,17,210,154,73.33,56,26.67,18017
18,18,252,165,65.48,87,34.52,18018
18,19,241,165,68.46,76,31.54,18019
18,20,197,140,71.07,57,28.93,18020
18,21,324,227,70.06,97,29.94,18021
18,22,332,226,68.07,106,31.93,18022
18,23,223,158,70.85,65,29.15,18023
18,24,172,152,88.37,20,11.63,18024
18,25,203,160,78.82,43,21.18,18025
18,26,320,223,69.69,97,30.31,18026
18,27,186,129,69.35,57,30.65,18027
18,28,222,192,86.49,30,13.51,18028
18,29,275,206,74.91,69,25.09,18029
18,30,189,148,78.31,41,21.69,18030
18,31,247,175,70.85,72,29.15,18031
18,32,261,174,66.67,87,33.33,18032
18,33,201,140,69.65,61,30.35,18033
18,34,348,251,72.13,97,27.87,18034
18,35,324,222,68.52,102,31.48,18035
18,36,229,174,75.98,55,24.02,18036
18,37,281,185,65.84,96,34.16,18037
18,38,255,180,70.59,75,29.41,18038
18,39,159,118,74.21,41,25.79,18039
18,40,240,183,76.25,57,23.75,18040
18,41,314,226,71.97,88,28.03,18041
18,42,162,123,75.93,39,24.07,18042
18,43,139,119,85.61,20,14.39,18043
18,44,200,172,86.0,28,14.0,18044
18,45,155,124,80.0,31,20.0,18045
18,46,202,170,84.16,32,15.84,18046
18,47,158,122,77.22,36,22.78,18047
18,48,194,141,72.68,53,27.32,18048
18,49,137,119,86.86,18,13.14,18049
18,50,182,139,76.37,43,23.63,18050
19,1,312,295,94.55,17,5.45,19001
19,2,463,349,75.38,114,24.62,19002
19,3,270,253,93.7,17,6.3,19003
19,4,361,341,94.46,20,5.54,19004
19,5,381,300,78.74,81,21.26,19005
19,6,347,320,92.22,27,7.78,19006
19,7,301,273,90.7,28,9.3,19007
19,8,341,323,94.72,18,5.28,19008
19,9,262,225,85.88,37,14.12,19009
19,10,402,295,73.38,107,26.62,19010
19,11,312,292,93.59,20,6.41,19011
19,12,270,261,96.67,9,3.33,19012
19,13,374,222,59.36,152,40.64,19013
19,14,370,292,78.92,78,21.08,19014
19,15,398,368,92.46,30,7.54,19015
19,16,354,335,94.63,19,5.37,19016
19,17,291,273,93.81,18,6.19,19017
19,18,335,273,81.49,62,18.51,19018
19,19,422,345,81.75,77,18.25,19019
19,20,301,208,69.1,93,30.9,19020
19,21,290,270,93.1,20,6.9,19021
19,22,378,310,82.01,68,17.99,19022
19,23,354,331,93.5,23,6.5,19023
19,24,252,239,94.84,13,5.16,19024
19,25,319,262,82.13,57,17.87,19025
19,26,340,292,85.88,48,14.12,19026
19,27,334,251,75.15,83,24.85,19027
19,28,363,257,70.8,106,29.2,19028
19,29,313,295,94.25,18,5.75,19029
19,30,294,277,94.22,17,5.78,19030
19,31,321,271,84.42,50,15.58,19031
19,32,310,275,88.71,35,11.29,19032
19,33,310,297,95.81,13,4.19,19033
19,34,313,281,89.78,32,10.22,19034
19,35,312,252,80.77,60,19.23,19035
19,36,411,275,66.91,136,33.09,19036
19,37,342,250,73.1,92,26.9,19037
19,38,296,213,71.96,83,28.04,19038
19,39,95,67,70.53,28,29.47,19039
19,40,343,282,82.22,61,17.78,19040
19,41,303,286,94.39,17,5.61,19041
19,42,265,202,76.23,63,23.77,19042
19,43,396,273,68.94,123,31.06,19043
19,44,340,324,95.29,16,4.71,19044
19,45,331,298,90.03,33,9.97,19045
19,46,372,353,94.89,19,5.11,19046
19,47,491,357,72.71,134,27.29,19047
19,48,343,247,72.01,96,27.99,19048
19,49,418,292,69.86,126,30.14,19049
19,50,282,259,91.84,23,8.16,19050
19,51,378,353,93.39,25,6.61,19051
19,52,341,326,95.6,15,4.4,19052
19,53,288,255,88.54,33,11.46,19053
19,54,264,250,94.7,14,5.3,19054
19,55,273,254,93.04,19,6.96,19055
19,56,382,308,80.63,74,19.37,19056
19,57,268,204,76.12,64,23.88,19057
20,1,270,182,67.41,88,32.59,20001
20,2,105,75,71.43,30,28.57,20002
20,3,210,143,68.1,67,31.9,20003
20,4,110,71,64.55,39,35.45,20004
20,5,265,178,67.17,87,32.83,20005
20,6,110,77,70.0,33,30.0,20006
20,7,221,159,71.95,62,28.05,20007
20,8,261,175,67.05,86,32.95,20008
20,9,387,236,60.98,151,39.02,20009
20,10,161,111,68.94,50,31.06,20010
20,11,319,205,64.26,114,35.74,20011
20,12,170,125,73.53,45,26.47,20012
20,13,295,208,70.51,87,29.49,20013
20,14,143,93,65.03,50,34.97,20014
20,15,156,115,73.72,41,26.28,20015
20,16,288,163,56.6,125,43.4,20016
20,17,138,101,73.19,37,26.81,20017
20,18,167,117,70.06,50,29.94,20018
20,19,244,170,69.67,74,30.33,20019
20,20,115,90,78.26,25,21.74,20020
20,21,177,111,62.71,66,37.29,20021
20,22,368,213,57.88,155,42.12,20022
20,23,253,174,68.77,79,31.23,20023
20,24,297,175,58.92,122,41.08,20024
20,25,195,140,71.79,55,28.21,20025
20,26,257,139,54.09,118,45.91,20026
20,27,133,91,68.42,42,31.58,20027
20,28,161,115,71.43,46,28.57,20028
20,29,295,176,59.66,119,40.34,20029
20,30,112,77,68.75,35,31.25,20030
20,31,281,200,71.17,81,28.83,20031
20,32,228,171,75.0,57,25.0,20032
20,33,160,104,65.0,56,35.0,20033
20,34,356,178,50.0,178,50.0,20034
20,35,117,85,72.65,32,27.35,20035
20,36,70,51,72.86,19,27.14,20036
20,37,65,44,67.69,21,32.31,20037
20,38,86,59,68.6,27,31.4,20038
20,39,19,13,68.42,6,31.58,20039
21,1,297,188,63.3,109,36.7,21001
21,2,168,121,72.02,47,27.98,21002
21,3,288,192,66.67,96,33.33,21003
21,4,251,182,72.51,69,27.49,21004
21,5,325,244,75.08,81,24.92,21005
21,6,207,144,69.57,63,30.43,21006
21,7,297,201,67.68,96,32.32,21007
21,8,269,188,69.89,81,30.11,21008
21,9,310,207,66.77,103,33.23,21009
21,10,218,146,66.97,72,33.03,21010
21,11,241,167,69.29,74,30.71,21011
21,12,236,156,66.1,80,33.9,21012
21,13,250,168,67.2,82,32.8,21013
21,14,297,196,65.99,101,34.01,21014
21,15,229,161,70.31,68,29.69,21015
21,16,245,194,79.18,51,20.82,21016
21,17,226,162,71.68,64,28.32,21017
21,18,303,221,72.94,82,27.06,21018
21,19,273,188,68.86,85,31.14,21019
21,20,215,158,73.49,57,26.51,21020
21,21,209,144,68.9,65,31.1,21021
21,22,224,138,61.61,86,38.39,21022
21,23,240,160,66.67,80,33.33,21023
21,24,269,172,63.94,97,36.06,21024
21,25,244,165,67.62,79,32.38,21025
21,26,252,186,73.81,66,26.19,21026
21,27,252,180,71.43,72,28.57,21027
21,28,310,223,71.94,87,28.06,21028
21,29,311,220,70.74,91,29.26,21029
21,30,198,144,72.73,54,27.27,21030
21,31,212,147,69.34,65,30.66,21031
21,32,258,172,66.67,86,33.33,21032
21,33,211,143,67.77,68,32.23,21033
21,34,239,156,65.27,83,34.73,21034
21,35,334,239,71.56,95,28.44,21035
21,36,245,173,70.61,72,29.39,21036
21,37,202,136,67.33,66,32.67,21037
21,38,245,178,72.65,67,27.35,21038
21,39,196,147,75.0,49,25.0,21039
21,40,242,163,67.36,79,32.64,21040
21,41,297,205,69.02,92,30.98,21041
21,42,298,207,69.46,91,30.54,21042
21,43,265,175,66.04,90,33.96,21043
21,44,272,180,66.18,92,33.82,21044
21,45,237,177,74.68,60,25.32,21045
21,46,286,188,65.73,98,34.27,21046
21,47,233,166,71.24,67,28.76,21047
21,48,250,168,67.2,82,32.8,21048
21,49,302,207,68.54,95,31.46,21049
21,50,199,136,68.34,63,31.66,21050
21,51,251,157,62.55,94,37.45,21051
21,52,247,162,65.59,85,34.41,21052
21,53,224,140,62.5,84,37.5,21053
21,54,254,178,70.08,76,29.92,21054
22,1,126,86,68.25,40,31.75,22001
22,2,219,175,79.91,44,20.09,22002
22,3,190,147,77.37,43,22.63,22003
22,4,109,79,72.48,30,27.52,22004
22,5,142,114,80.28,28,19.72,22005
22,6,133,104,78.2,29,21.8,22006
22,7,102,79,77.45,23,22.55,22007
22,8,261,219,83.91,42,16.09,22008
22,9,113,80,70.8,33,29.2,22009
22,10,179,130,72.63,49,27.37,22010
22,11,116,85,73.28,31,26.72,22011
22,12,182,150,82.42,32,17.58,22012
22,13,139,104,74.82,35,25.18,22013
22,14,130,83,63.85,47,36.15,22014
22,15,95,76,80.0,19,20.0,22015
22,16,97,69,71.13,28,28.87,22016
22,17,172,122,70.93,50,29.07,22017
22,18,105,79,75.24,26,24.76,22018
22,19,82,57,69.51,25,30.49,22019
22,20,115,87,75.65,28,24.35,22020
22,21,227,162,71.37,65,28.63,22021
22,22,111,69,62.16,42,37.84,22022
22,23,296,216,72.97,80,27.03,22023
22,24,175,138,78.86,37,21.14,22024
22,25,134,110,82.09,24,17.91,22025
23,1,228,200,87.72,28,12.28,23001
23,2,245,217,88.57,28,11.43,23002
23,3,217,184,84.79,33,15.21,23003
23,4,253,229,90.51,24,9.49,23004
23,5,152,124,81.58,28,18.42,23005
23,6,189,147,77.78,42,22.22,23006
23,7,140,114,81.43,26,18.57,23007
23,8,206,166,80.58,40,19.42,23008
23,9,120,92,76.67,28,23.33,23009
23,10,167,129,77.25,38,22.75,23010
23,11,161,126,78.26,35,21.74,23011
23,12,232,212,91.38,20,8.62,23012
23,13,116,89,76.72,27,23.28,23013
23,14,208,182,87.5,26,12.5,23014
23,15,108,77,71.3,31,28.7,23015
23,16,239,216,90.38,23,9.62,23016
23,17,96,71,73.96,25,26.04,23017
23,18,205,185,90.24,20,9.76,23018
23,19,119,92,77.31,27,22.69,23019
23,20,63,51,80.95,12,19.05,23020
23,21,261,231,88.51,30,11.49,23021
23,22,219,186,84.93,33,15.07,23022
23,23,228,200,87.72,28,12.28,23023
23,24,114,81,71.05,33,28.95,23024
23,25,141,113,80.14,28,19.86,23025
23,26,165,138,83.64,27,16.36,23026
23,27,226,195,86.28,31,13.72,23027
23,28,211,187,88.63,24,11.37,23028
23,29,195,172,88.21,23,11.79,23029
23,30,172,139,80.81,33,19.19,23030
23,31,126,88,69.84,38,30.16,23031
23,32,120,92,76.67,28,23.33,23032
23,33,130,100,76.92,30,23.08,23033
23,34,122,86,70.49,36,29.51,23034
23,35,168,140,83.33,28,16.67,23035
23,36,238,207,86.97,31,13.03,23036
23,37,230,208,90.43,22,9.57,23037
23,38,200,166,83.0,34,17.0,23038
23,39,160,125,78.13,35,21.88,23039
24,1,167,118,70.66,49,29.34,24001
24,2,178,120,67.42,58,32.58,24002
24,3,179,129,72.07,50,27.93,24003
24,4,136,101,74.26,35,25.74,24004
24,5,96,66,68.75,30,31.25,24005
24,6,204,124,60.78,80,39.22,24006
24,7,105,68,64.76,37,35.24,24007
24,8,90,62,68.89,28,31.11,24008
24,9,148,111,75.0,37,25.0,24009
24,10,82,66,80.49,16,19.51,24010
24,11,190,119,62.63,71,37.37,24011
24,12,120,75,62.5,45,37.5,24012
24,13,99,58,58.59,41,41.41,24013
24,14,145,99,68.28,46,31.72,24014
24,15,98,64,65.31,34,34.69,24015
24,16,278,171,61.51,107,38.49,24016
24,17,162,115,70.99,47,29.01,24017
24,18,219,165,75.34,54,24.66,24018
24,19,228,155,67.98,73,32.02,24019
24,20,130,87,66.92,43,33.08,24020
24,21,79,66,83.54,13,16.46,24021
24,22,218,161,73.85,57,26.15,24022
24,23,153,103,67.32,50,32.68,24023
24,24,199,153,76.88,46,23.12,24024
24,25,156,116,74.36,40,25.64,24025
24,26,293,181,61.77,112,38.23,24026
24,27,207,141,68.12,66,31.88,24027
24,28,159,106,66.67,53,33.33,24028
24,29,158,113,71.52,45,28.48,24029
24,30,104,76,73.08,28,26.92,24030
24,31,210,154,73.33,56,26.67,24031
24,32,98,66,67.35,32,32.65,24032
24,33,113,79,69.91,34,30.09,24033
24,34,168,132,78.57,36,21.43,24034
24,35,152,112,73.68,40,26.32,24035
24,36,216,149,68.98,67,31.02,24036
24,37,113,82,72.57,31,27.43,24037
24,38,187,113,60.43,74,39.57,24038
24,39,210,155,73.81,55,26.19,24039
24,40,179,129,72.07,50,27.93,24040
24,41,159,116,72.96,43,27.04,24041
25,1,285,190,66.67,95,33.33,25001
25,2,341,207,60.7,134,39.3,25002
25,3,302,266,88.08,36,11.92,25003
25,4,239,175,73.22,64,26.78,25004
25,5,366,279,76.23,87,23.77,25005
25,6,115,87,75.65,28,24.35,25006
25,7,305,186,60.98,119,39.02,25007
25,8,335,234,69.85,101,30.15,25008
25,9,296,193,65.2,103,34.8,25009
25,10,359,311,86.63,48,13.37,25010
25,11,305,207,67.87,98,32.13,25011
25,12,315,211,66.98,104,33.02,25012
25,13,339,219,64.6,120,35.4,25013
25,14,184,112,60.87,72,39.13,25014
25,15,260,182,70.0,78,30.0,25015
25,16,326,289,88.65,37,11.35,25016
25,17,359,253,70.47,106,29.53,25017
25,18,241,182,75.52,59,24.48,25018
25,19,340,226,66.47,114,33.53,25019
25,20,201,144,71.64,57,28.36,25020
25,21,409,317,77.51,92,22.49,25021
25,22,297,196,65.99,101,34.01,25022
25,23,369,246,66.67,123,33.33,25023
25,24,330,224,67.88,106,32.12,25024
25,25,287,219,76.31,68,23.69,25025
25,26,334,231,69.16,103,30.84,25026
25,27,228,178,78.07,50,21.93,25027
25,28,319,218,68.34,101,31.66,25028
25,29,273,192,70.33,81,29.67,25029
25,30,321,213,66.36,108,33.64,25030
25,31,356,314,88.2,42,11.8,25031
25,32,249,182,73.09,67,26.91,25032
26,1,198,123,62.12,75,37.88,26001
26,2,189,106,56.08,83,43.92,26002
26,3,209,129,61.72,80,38.28,26003
26,4,137,103,75.18,34,24.82,26004
26,5,193,111,57.51,82,42.49,26005
26,6,160,115,71.88,45,28.13,26006
26,7,196,120,61.22,76,38.78,26007
26,8,83,60,72.29,23,27.71,26008
26,9,147,102,69.39,45,30.61,26009
26,10,175,106,60.57,69,39.43,26010
26,11,185,120,64.86,65,35.14,26011
26,12,191,122,63.87,69,36.13,26012
26,13,88,69,78.41,19,21.59,26013
26,14,128,76,59.38,52,40.63,26014
26,15,90,68,75.56,22,24.44,26015
26,16,82,62,75.61,20,24.39,26016
26,17,175,137,78.29,38,21.71,26017
26,18,96,66,68.75,30,31.25,26018
26,19,93,72,77.42,21,22.58,26019
26,20,167,117,70.06,50,29.94,26020
26,21,209,129,61.72,80,38.28,26021
26,22,69,51,73.91,18,26.09,26022
26,23,106,79,74.53,27,25.47,26023
26,24,148,104,70.27,44,29.73,26024
26,25,166,105,63.25,61,36.75,26025
26,26,119,63,52.94,56,47.06,26026
26,27,223,128,57.4,95,42.6,26027
26,28,287,227,79.09,60,20.91,26028
26,29,117,69,58.97,48,41.03,26029
26,30,158,112,70.89,46,29.11,26030
26,31,83,51,61.45,32,38.55,26031
26,32,242,200,82.64,42,17.36,26032
26,33,205,138,67.32,67,32.68,26033
26,34,237,128,54.01,109,45.99,26034
26,35,186,107,57.53,79,42.47,26035
26,36,181,127,70.17,54,29.83,26036
26,37,179,109,60.89,70,39.11,26037
26,38,89,65,73.03,24,26.97,26038
26,39,206,130,63.11,76,36.89,26039
26,40,112,73,65.18,39,34.82,26040
26,41,170,103,60.59,67,39.41,26041
26,42,137,83,60.58,54,39.42,26042
26,43,107,71,66.36,36,33.64,26043
26,44,96,70,72.92,26,27.08,26044
26,45,76,58,76.32,18,23.68,26045
26,46,126,84,66.67,42,33.33,26046
26,47,95,68,71.58,27,28.42,26047
26,48,144,92,63.89,52,36.11,26048
26,49,95,59,62.11,36,37.89,26049
27,1,353,292,82.72,61,17.28,27001
27,2,258,203,78.68,55,21.32,27002
27,3,135,86,63.7,49,36.3,27003
27,4,130,87,66.92,43,33.08,27004
27,5,188,120,63.83,68,36.17,27005
27,6,227,169,74.45,58,25.55,27006
27,7,307,219,71.34,88,28.66,27007
27,8,171,111,64.91,60,35.09,27008
27,9,121,88,72.73,33,27.27,27009
27,10,313,187,59.74,126,40.26,27010
27,11,257,204,79.38,53,20.62,27011
27,12,149,127,85.23,22,14.77,27012
27,13,350,215,61.43,135,38.57,27013
27,14,93,64,68.82,29,31.18,27014
27,15,127,82,64.57,45,35.43,27015
27,16,211,178,84.36,33,15.64,27016
27,17,216,136,62.96,80,37.04,27017
27,18,179,109,60.89,70,39.11,27018
27,19,113,74,65.49,39,34.51,27019
27,20,154,107,69.48,47,30.52,27020
27,21,238,211,88.66,27,11.34,27021
27,22,118,89,75.42,29,24.58,27022
27,23,198,136,68.69,62,31.31,27023
27,24,146,98,67.12,48,32.88,27024
27,25,212,145,68.4,67,31.6,27025
27,26,203,134,66.01,69,33.99,27026
27,27,250,178,71.2,72,28.8,27027
27,28,182,133,73.08,49,26.92,27028
27,29,139,117,84.17,22,15.83,27029
27,30,129,80,62.02,49,37.98,27030
27,31,189,127,67.2,62,32.8,27031
27,32,203,131,64.53,72,35.47,27032
27,33,237,196,82.7,41,17.3,27033
27,34,182,124,68.13,58,31.87,27034
27,35,254,208,81.89,46,18.11,27035
27,36,181,113,62.43,68,37.57,27036
27,37,303,211,69.64,92,30.36,27037
27,38,369,252,68.29,117,31.71,27038
27,39,203,125,61.58,78,38.42,27039
27,40,309,217,70.23,92,29.77,27040
27,41,246,150,60.98,96,39.02,27041
27,42,169,120,71.01,49,28.99,27042
27,43,153,104,67.97,49,32.03,27043
27,44,155,112,72.26,43,27.74,27044
27,45,347,288,83.0,59,17.0,27045
27,46,174,147,84.48,27,15.52,27046
27,47,204,132,64.71,72,35.29,27047
27,48,347,219,63.11,128,36.89,27048
27,49,149,92,61.74,57,38.26,27049
27,50,234,167,71.37,67,28.63,27050
28,1,124,81,65.32,43,34.68,28001
28,2,194,138,71.13,56,28.87,28002
28,3,141,96,68.09,45,31.91,28003
28,4,159,116,72.96,43,27.04,28004
28,5,135,101,74.81,34,25.19,28005
28,6,143,108,75.52,35,24.48,28006
28,7,170,118,69.41,52,30.59,28007
28,8,189,164,86.77,25,13.23,28008
28,9,188,138,73.4,50,26.6,28009
28,10,247,183,74.09,64,25.91,28010
28,11,354,249,70.34,105,29.66,28011
28,12,166,113,68.07,53,31.93,28012
28,13,255,175,68.63,80,31.37,28013
28,14,175,122,69.71,53,30.29,28014
28,15,51,35,68.63,16,31.37,28015
28,16,118,82,69.49,36,30.51,28016
28,17,141,94,66.67,47,33.33,28017
28,18,176,127,72.16,49,27.84,28018
28,19,162,129,79.63,33,20.37,28019
28,20,183,130,71.04,53,28.96,28020
28,21,158,118,74.68,40,25.32,28021
28,22,161,111,68.94,50,31.06,28022
28,23,205,127,61.95,78,38.05,28023
28,24,172,122,70.93,50,29.07,28024
28,25,278,184,66.19,94,33.81,28025
28,26,190,130,68.42,60,31.58,28026
28,27,223,157,70.4,66,29.6,28027
28,28,257,187,72.76,70,27.24,28028
28,29,71,52,73.24,19,26.76,28029
28,30,30,19,63.33,11,36.67,28030
28,31,324,239,73.77,85,26.23,28031
28,32,176,138,78.41,38,21.59,28032
28,33,198,128,64.65,70,35.35,28033
28,34,296,204,68.92,92,31.08,28034
28,35,194,140,72.16,54,27.84,28035
28,36,110,78,70.91,32,29.09,28036
28,37,225,157,69.78,68,30.22,28037
28,38,78,56,71.79,22,28.21,28038
28,39,127,94,74.02,33,25.98,28039
28,40,222,154,69.37,68,30.63,28040
28,41,134,101,75.37,33,24.63,28041
28,42,174,135,77.59,39,22.41,28042
28,43,227,174,76.65,53,23.35,28043
28,44,136,102,75.0,34,25.0,28044
28,45,172,139,80.81,33,19.19,28045
28,46,352,259,73.58,93,26.42,28046
29,1,340,256,75.29,84,24.71,29001
29,2,322,216,67.08,106,32.92,29002
29,3,229,158,69.0,71,31.0,29003
29,4,285,211,74.04,74,25.96,29004
29,5,178,137,76.97,41,23.03,29005
29,6,193,143,74.09,50,25.91,29006
29,7,270,179,66.3,91,33.7,29007
29,8,165,131,79.39,34,20.61,29008
29,9,328,254,77.44,74,22.56,29009
29,10,364,277,76.1,87,23.9,29010
29,11,156,108,69.23,48,30.77,29011
29,12,311,234,75.24,77,24.76,29012
29,13,286,207,72.38,79,27.62,29013
29,14,238,165,69.33,73,30.67,29014
29,15,289,211,73.01,78,26.99,29015
29,16,231,182,78.79,49,21.21,29016
29,17,235,181,77.02,54,22.98,29017
29,18,232,162,69.83,70,30.17,29018
29,19,261,199,76.25,62,23.75,29019
29,20,268,175,65.3,93,34.7,29020
29,21,261,189,72.41,72,27.59,29021
29,22,187,135,72.19,52,27.81,29022
29,23,272,211,77.57,61,22.43,29023
29,24,224,174,77.68,50,22.32,29024
29,25,311,237,76.21,74,23.79,29025
29,26,283,189,66.78,94,33.22,29026
29,27,236,169,71.61,67,28.39,29027
29,28,284,206,72.54,78,27.46,29028
29,29,252,203,80.56,49,19.44,29029
29,30,375,267,71.2,108,28.8,29030
29,31,204,161,78.92,43,21.08,29031
29,32,195,173,88.72,22,11.28,29032
29,33,204,141,69.12,63,30.88,29033
29,34,178,123,69.1,55,30.9,29034
29,35,183,132,72.13,51,27.87,29035
29,36,224,166,74.11,58,25.89,29036
29,37,242,174,71.9,68,28.1,29037
29,38,210,159,75.71,51,24.29,29038
29,39,236,181,76.69,55,23.31,29039
29,40,296,196,66.22,100,33.78,29040
29,41,191,143,74.87,48,25.13,29041
29,42,256,186,72.66,70,27.34,29042
29,43,333,254,76.28,79,23.72,29043
29,44,312,214,68.59,98,31.41,29044
30,1,263,200,76.05,63,23.95,30001
30,2,296,228,77.03,68,22.97,30002
30,3,235,166,70.64,69,29.36,30003
30,4,258,194,75.19,64,24.81,30004
30,5,171,143,83.63,28,16.37,30005
30,6,245,181,73.88,64,26.12,30006
30,7,301,223,74.09,78,25.91,30007
30,8,337,229,67.95,108,32.05,30008
30,9,232,173,74.57,59,25.43,30009
30,10,303,244,80.53,59,19.47,30010
30,11,216,166,76.85,50,23.15,30011
30,12,232,175,75.43,57,24.57,30012
30,13,253,182,71.94,71,28.06,30013
30,14,168,120,71.43,48,28.57,30014
30,15,323,240,74.3,83,25.7,30015
30,16,151,117,77.48,34,22.52,30016
30,17,272,198,72.79,74,27.21,30017
30,18,285,187,65.61,98,34.39,30018
30,19,229,177,77.29,52,22.71,30019
30,20,294,231,78.57,63,21.43,30020
30,21,232,167,71.98,65,28.02,30021
30,22,311,210,67.52,101,32.48,30022
30,23,238,172,72.27,66,27.73,30023
30,24,334,221,66.17,113,33.83,30024
30,25,323,201,62.23,122,37.77,30025
30,26,194,155,79.9,39,20.1,30026
30,27,198,142,71.72,56,28.28,30027
30,28,281,201,71.53,80,28.47,30028
30,29,137,116,84.67,21,15.33,30029
30,30,109,91,83.49,18,16.51,30030
30,31,218,171,78.44,47,21.56,30031
30,32,220,169,76.82,51,23.18,30032
31,1,137,112,81.75,25,18.25,31001
31,2,134,94,70.15,40,29.85,31002
31,3,175,139,79.43,36,20.57,31003
31,4,255,164,64.31,91,35.69,31004
31,5,209,159,76.08,50,23.92,31005
31,6,130,87,66.92,43,33.08,31006
31,7,243,147,60.49,96,39.51,31007
31,8,131,92,70.23,39,29.77,31008
31,9,119,86,72.27,33,27.73,31009
31,10,140,110,78.57,30,21.43,31010
31,11,128,98,76.56,30,23.44,31011
31,12,169,141,83.43,28,16.57,31012
31,13,170,125,73.53,45,26.47,31013
31,14,154,110,71.43,44,28.57,31014
31,15,163,132,80.98,31,19.02,31015
31,16,221,137,61.99,84,38.01,31016
31,17,175,136,77.71,39,22.29,31017
31,18,147,126,85.71,21,14.29,31018
31,19,168,124,73.81,44,26.19,31019
31,20,129,105,81.4,24,18.6,31020
31,21,164,123,75.0,41,25.0,31021
31,22,123,80,65.04,43,34.96,31022
31,23,167,126,75.45,41,24.55,31023
31,24,202,143,70.79,59,29.21,31024
31,25,126,101,80.16,25,19.84,31025
31,26,196,146,74.49,50,25.51,31026
31,27,209,141,67.46,68,32.54,31027
31,28,120,95,79.17,25,20.83,31028
31,29,188,144,76.6,44,23.4,31029
31,30,124,84,67.74,40,32.26,31030
31,31,146,101,69.18,45,30.82,31031
31,32,111,94,84.68,17,15.32,31032
31,33,140,111,79.29,29,20.71,31033
31,34,151,113,74.83,38,25.17,31034
31,35,184,141,76.63,43,23.37,31035
31,36,223,175,78.48,48,21.52,31036
31,37,152,98,64.47,54,35.53,31037
31,38,125,94,75.2,31,24.8,31038
31,39,170,105,61.76,65,38.24,31039
31,40,181,122,67.4,59,32.6,31040
31,41,141,105,74.47,36,25.53,31041
32,1,313,238,76.04,75,23.96,32001
32,2,262,221,84.35,41,15.65,32002
32,3,341,238,69.79,103,30.21,32003
32,4,287,235,81.88,52,18.12,32004
32,5,292,237,81.16,55,18.84,32005
32,6,296,253,85.47,43,14.53,32006
32,7,272,229,84.19,43,15.81,32007
32,8,301,262,87.04,39,12.96,32008
32,9,265,223,84.15,42,15.85,32009
32,10,291,235,80.76,56,19.24,32010
32,11,302,190,62.91,112,37.09,32011
32,12,254,141,55.51,113,44.49,32012
32,13,280,231,82.5,49,17.5,32013
32,14,313,202,64.54,111,35.46,32014
32,15,276,216,78.26,60,21.74,32015
32,16,321,244,76.01,77,23.99,32016
32,17,324,219,67.59,105,32.41,32017
32,18,274,252,91.97,22,8.03,32018
32,19,268,221,82.46,47,17.54,32019
32,20,287,189,65.85,98,34.15,32020
32,21,374,305,81.55,69,18.45,32021
32,22,389,265,68.12,124,31.88,32022
32,23,307,251,81.76,56,18.24,32023
32,24,208,177,85.1,31,14.9,32024
32,25,291,243,83.51,48,16.49,32025
32,26,344,233,67.73,111,32.27,32026
32,27,278,227,81.65,51,18.35,32027
32,28,286,180,62.94,106,37.06,32028
32,29,325,264,81.23,61,18.77,32029
32,30,293,257,87.71,36,12.29,32030
32,31,299,260,86.96,39,13.04,32031
32,32,325,279,85.85,46,14.15,32032
32,33,298,256,85.91,42,14.09,32033
32,34,297,239,80.47,58,19.53,32034
32,35,254,206,81.1,48,18.9,32035
