ward,precinct,total,Mary Katherine Rochford,Mary Katherine Rochford Percent,Sebastian T. Patti,Sebastian T. Patti Percent,Kevin Rogers,Kevin Rogers Percent,William D. O'Neal,William D. O'Neal Percent,Anthony Lynn Burrell,Anthony Lynn Burrell Percent,precinct_id
7,25,172,29,16.86,11,6.4,32,18.6,66,38.37,34,19.77,07025
7,26,162,30,18.52,19,11.73,43,26.54,42,25.93,28,17.28,07026
7,27,198,40,20.2,20,10.1,40,20.2,60,30.3,38,19.19,07027
7,28,110,21,19.09,10,9.09,20,18.18,32,29.09,27,24.55,07028
7,29,113,23,20.35,14,12.39,22,19.47,29,25.66,25,22.12,07029
7,30,158,32,20.25,17,10.76,38,24.05,41,25.95,30,18.99,07030
7,31,145,21,14.48,16,11.03,40,27.59,37,25.52,31,21.38,07031
7,32,79,29,36.71,11,13.92,17,21.52,12,15.19,10,12.66,07032
7,33,105,18,17.14,8,7.62,24,22.86,38,36.19,17,16.19,07033
7,34,125,25,20.0,14,11.2,27,21.6,36,28.8,23,18.4,07034
7,35,154,42,27.27,15,9.74,29,18.83,34,22.08,34,22.08,07035
7,36,142,38,26.76,12,8.45,17,11.97,45,31.69,30,21.13,07036
7,37,73,14,19.18,4,5.48,9,12.33,28,38.36,18,24.66,07037
7,38,92,25,27.17,6,6.52,23,25.0,26,28.26,12,13.04,07038
7,39,88,18,20.45,6,6.82,11,12.5,37,42.05,16,18.18,07039
7,40,96,23,23.96,15,15.63,19,19.79,22,22.92,17,17.71,07040
7,41,114,22,19.3,14,12.28,18,15.79,38,33.33,22,19.3,07041
7,42,166,40,24.1,15,9.04,41,24.7,39,23.49,31,18.67,07042
7,43,130,32,24.62,15,11.54,25,19.23,30,23.08,28,21.54,07043
7,44,184,36,19.57,21,11.41,34,18.48,51,27.72,42,22.83,07044
7,45,202,46,22.77,27,13.37,39,19.31,56,27.72,34,16.83,07045
7,46,63,16,25.4,8,12.7,6,9.52,22,34.92,11,17.46,07046
7,47,105,25,23.81,11,10.48,13,12.38,32,30.48,24,22.86,07047
7,48,113,34,30.09,11,9.73,24,21.24,25,22.12,19,16.81,07048
7,49,73,4,5.48,6,8.22,13,17.81,28,38.36,22,30.14,07049
7,50,91,13,14.29,6,6.59,17,18.68,31,34.07,24,26.37,07050
7,51,215,29,13.49,33,15.35,40,18.6,84,39.07,29,13.49,07051
7,52,100,20,20.0,12,12.0,22,22.0,27,27.0,19,19.0,07052
7,53,110,17,15.45,8,7.27,28,25.45,23,20.91,34,30.91,07053
7,54,60,9,15.0,11,18.33,10,16.67,18,30.0,12,20.0,07054
7,55,109,16,14.68,10,9.17,26,23.85,36,33.03,21,19.27,07055
7,56,96,21,21.88,11,11.46,17,17.71,28,29.17,19,19.79,07056
7,57,104,25,24.04,11,10.58,16,15.38,25,24.04,27,25.96,07057
7,58,173,33,19.08,23,13.29,44,25.43,37,21.39,36,20.81,07058
7,59,66,11,16.67,14,21.21,17,25.76,11,16.67,13,19.7,07059
7,60,78,21,26.92,11,14.1,18,23.08,15,19.23,13,16.67,07060
7,61,119,18,15.13,15,12.61,27,22.69,37,31.09,22,18.49,07061
8,1,177,33,18.64,17,9.6,44,24.86,42,23.73,41,23.16,08001
8,2,86,5,5.81,9,10.47,20,23.26,32,37.21,20,23.26,08002
8,3,228,31,13.6,19,8.33,41,17.98,87,38.16,50,21.93,08003
8,4,156,32,20.51,9,5.77,42,26.92,47,30.13,26,16.67,08004
8,5,224,33,14.73,16,7.14,50,22.32,81,36.16,44,19.64,08005
8,6,175,21,12.0,11,6.29,29,16.57,84,48.0,30,17.14,08006
8,7,119,27,22.69,6,5.04,23,19.33,43,36.13,20,16.81,08007
8,8,213,25,11.74,11,5.16,51,23.94,85,39.91,41,19.25,08008
8,9,201,43,21.39,11,5.47,39,19.4,67,33.33,41,20.4,08009
8,10,246,32,13.01,12,4.88,64,26.02,91,36.99,47,19.11,08010
8,11,140,28,20.0,6,4.29,23,16.43,57,40.71,26,18.57,08011
8,12,121,36,29.75,9,7.44,39,32.23,27,22.31,10,8.26,08012
8,13,105,15,14.29,6,5.71,16,15.24,45,42.86,23,21.9,08013
8,14,84,16,19.05,5,5.95,20,23.81,24,28.57,19,22.62,08014
8,15,115,26,22.61,5,4.35,30,26.09,34,29.57,20,17.39,08015
8,16,193,34,17.62,14,7.25,39,20.21,67,34.72,39,20.21,08016
8,17,140,15,10.71,9,6.43,37,26.43,55,39.29,24,17.14,08017
8,18,74,18,24.32,4,5.41,12,16.22,27,36.49,13,17.57,08018
8,19,211,34,16.11,18,8.53,43,20.38,54,25.59,62,29.38,08019
8,20,119,23,19.33,4,3.36,20,16.81,50,42.02,22,18.49,08020
8,21,123,27,21.95,10,8.13,19,15.45,44,35.77,23,18.7,08021
8,22,123,24,19.51,10,8.13,29,23.58,36,29.27,24,19.51,08022
8,23,138,27,19.57,10,7.25,29,21.01,50,36.23,22,15.94,08023
8,24,163,20,12.27,14,8.59,29,17.79,69,42.33,31,19.02,08024
8,25,139,24,17.27,12,8.63,24,17.27,49,35.25,30,21.58,08025
8,26,101,24,23.76,3,2.97,19,18.81,25,24.75,30,29.7,08026
8,27,172,30,17.44,10,5.81,41,23.84,56,32.56,35,20.35,08027
8,28,117,26,22.22,10,8.55,25,21.37,40,34.19,16,13.68,08028
8,29,154,32,20.78,3,1.95,36,23.38,58,37.66,25,16.23,08029
8,30,135,15,11.11,17,12.59,28,20.74,53,39.26,22,16.3,08030
8,31,105,23,21.9,8,7.62,18,17.14,35,33.33,21,20.0,08031
8,32,244,48,19.67,22,9.02,56,22.95,71,29.1,47,19.26,08032
8,33,157,28,17.83,11,7.01,23,14.65,68,43.31,27,17.2,08033
8,34,199,35,17.59,24,12.06,34,17.09,76,38.19,30,15.08,08034
8,35,176,42,23.86,9,5.11,36,20.45,47,26.7,42,23.86,08035
8,36,144,34,23.61,14,9.72,27,18.75,47,32.64,22,15.28,08036
8,37,160,30,18.75,9,5.63,34,21.25,69,43.13,18,11.25,08037
8,38,133,22,16.54,11,8.27,30,22.56,33,24.81,37,27.82,08038
8,39,164,26,15.85,19,11.59,31,18.9,57,34.76,31,18.9,08039
8,40,119,28,23.53,2,1.68,16,13.45,46,38.66,27,22.69,08040
8,41,121,23,19.01,12,9.92,29,23.97,30,24.79,27,22.31,08041
8,42,152,33,21.71,6,3.95,33,21.71,41,26.97,39,25.66,08042
8,43,81,9,11.11,8,9.88,16,19.75,31,38.27,17,20.99,08043
8,44,126,24,19.05,8,6.35,25,19.84,39,30.95,30,23.81,08044
8,45,92,18,19.57,7,7.61,21,22.83,25,27.17,21,22.83,08045
8,46,121,19,15.7,8,6.61,24,19.83,52,42.98,18,14.88,08046
8,47,151,18,11.92,12,7.95,23,15.23,64,42.38,34,22.52,08047
8,48,132,30,22.73,6,4.55,21,15.91,52,39.39,23,17.42,08048
8,49,202,32,15.84,17,8.42,41,20.3,66,32.67,46,22.77,08049
8,50,165,26,15.76,16,9.7,39,23.64,56,33.94,28,16.97,08050
8,51,201,36,17.91,17,8.46,47,23.38,65,32.34,36,17.91,08051
8,52,173,28,16.18,7,4.05,44,25.43,58,33.53,36,20.81,08052
8,53,186,31,16.67,11,5.91,50,26.88,65,34.95,29,15.59,08053
8,54,160,32,20.0,9,5.63,33,20.63,59,36.88,27,16.88,08054
8,55,107,24,22.43,13,12.15,19,17.76,31,28.97,20,18.69,08055
8,56,145,24,16.55,8,5.52,31,21.38,59,40.69,23,15.86,08056
8,57,135,28,20.74,12,8.89,21,15.56,40,29.63,34,25.19,08057
8,58,178,36,20.22,7,3.93,35,19.66,74,41.57,26,14.61,08058
8,59,70,17,24.29,2,2.86,16,22.86,18,25.71,17,24.29,08059
8,60,134,32,23.88,4,2.99,18,13.43,57,42.54,23,17.16,08060
8,61,130,24,18.46,5,3.85,35,26.92,32,24.62,34,26.15,08061
8,62,149,20,13.42,4,2.68,44,29.53,47,31.54,34,22.82,08062
8,63,169,35,20.71,7,4.14,39,23.08,56,33.14,32,18.93,08063
8,64,132,18,13.64,10,7.58,31,23.48,52,39.39,21,15.91,08064
8,65,111,20,18.02,8,7.21,21,18.92,38,34.23,24,21.62,08065
8,66,228,35,15.35,15,6.58,49,21.49,94,41.23,35,15.35,08066
8,67,83,14,16.87,7,8.43,15,18.07,34,40.96,13,15.66,08067
8,68,67,13,19.4,5,7.46,13,19.4,24,35.82,12,17.91,08068
8,69,80,12,15.0,10,12.5,15,18.75,21,26.25,22,27.5,08069
8,70,149,31,20.81,8,5.37,33,22.15,41,27.52,36,24.16,08070
9,1,155,32,20.65,16,10.32,25,16.13,47,30.32,35,22.58,09001
9,2,146,34,23.29,14,9.59,30,20.55,39,26.71,29,19.86,09002
9,3,51,8,15.69,4,7.84,8,15.69,21,41.18,10,19.61,09003
9,4,146,25,17.12,12,8.22,28,19.18,58,39.73,23,15.75,09004
9,5,153,22,14.38,16,10.46,41,26.8,50,32.68,24,15.69,09005
9,6,150,22,14.67,26,17.33,25,16.67,45,30.0,32,21.33,09006
9,7,121,20,16.53,17,14.05,27,22.31,36,29.75,21,17.36,09007
9,8,131,16,12.21,26,19.85,23,17.56,38,29.01,28,21.37,09008
9,9,196,36,18.37,36,18.37,41,20.92,50,25.51,33,16.84,09009
9,10,137,31,22.63,13,9.49,25,18.25,32,23.36,36,26.28,09010
9,11,95,18,18.95,16,16.84,15,15.79,23,24.21,23,24.21,09011
9,12,125,22,17.6,15,12.0,31,24.8,31,24.8,26,20.8,09012
9,13,168,31,18.45,34,20.24,19,11.31,50,29.76,34,20.24,09013
9,14,194,52,26.8,19,9.79,45,23.2,35,18.04,43,22.16,09014
9,15,114,25,21.93,18,15.79,15,13.16,37,32.46,19,16.67,09015
9,16,85,15,17.65,7,8.24,18,21.18,23,27.06,22,25.88,09016
9,17,120,17,14.17,19,15.83,33,27.5,29,24.17,22,18.33,09017
9,18,147,30,20.41,12,8.16,28,19.05,40,27.21,37,25.17,09018
9,19,151,20,13.25,35,23.18,23,15.23,49,32.45,24,15.89,09019
9,20,173,40,23.12,15,8.67,20,11.56,64,36.99,34,19.65,09020
9,21,153,33,21.57,7,4.58,39,25.49,49,32.03,25,16.34,09021
9,22,183,33,18.03,28,15.3,32,17.49,42,22.95,48,26.23,09022
9,23,98,20,20.41,14,14.29,27,27.55,25,25.51,12,12.24,09023
9,24,26,5,19.23,6,23.08,2,7.69,5,19.23,8,30.77,09024
9,25,102,36,35.29,16,15.69,18,17.65,22,21.57,10,9.8,09025
9,26,72,9,12.5,14,19.44,12,16.67,24,33.33,13,18.06,09026
9,27,117,29,24.79,5,4.27,27,23.08,37,31.62,19,16.24,09027
9,28,46,16,34.78,4,8.7,6,13.04,14,30.43,6,13.04,09028
9,29,102,16,15.69,17,16.67,25,24.51,22,21.57,22,21.57,09029
9,30,152,20,13.16,27,17.76,26,17.11,48,31.58,31,20.39,09030
9,31,130,15,11.54,18,13.85,29,22.31,43,33.08,25,19.23,09031
9,32,130,32,24.62,14,10.77,23,17.69,34,26.15,27,20.77,09032
9,33,92,16,17.39,12,13.04,13,14.13,38,41.3,13,14.13,09033
9,34,104,22,21.15,15,14.42,16,15.38,28,26.92,23,22.12,09034
9,35,194,30,15.46,32,16.49,33,17.01,55,28.35,44,22.68,09035
9,36,182,40,21.98,27,14.84,31,17.03,48,26.37,36,19.78,09036
9,37,123,39,31.71,16,13.01,28,22.76,20,16.26,20,16.26,09037
9,38,130,25,19.23,18,13.85,24,18.46,31,23.85,32,24.62,09038
9,39,166,19,11.45,28,16.87,27,16.27,66,39.76,26,15.66,09039
9,40,163,31,19.02,14,8.59,33,20.25,49,30.06,36,22.09,09040
9,41,163,31,19.02,22,13.5,31,19.02,46,28.22,33,20.25,09041
9,42,38,8,21.05,5,13.16,4,10.53,15,39.47,6,15.79,09042
9,43,60,14,23.33,8,13.33,12,20.0,16,26.67,10,16.67,09043
9,44,82,16,19.51,9,10.98,12,14.63,17,20.73,28,34.15,09044
9,45,126,30,23.81,13,10.32,22,17.46,36,28.57,25,19.84,09045
9,46,128,20,15.63,15,11.72,27,21.09,34,26.56,32,25.0,09046
9,47,176,33,18.75,13,7.39,35,19.89,50,28.41,45,25.57,09047
9,48,165,33,20.0,26,15.76,30,18.18,40,24.24,36,21.82,09048
9,49,70,11,15.71,22,31.43,12,17.14,15,21.43,10,14.29,09049
9,50,143,23,16.08,32,22.38,22,15.38,36,25.17,30,20.98,09050
9,51,96,17,17.71,13,13.54,16,16.67,38,39.58,12,12.5,09051
9,52,178,33,18.54,36,20.22,32,17.98,44,24.72,33,18.54,09052
9,53,62,14,22.58,12,19.35,11,17.74,12,19.35,13,20.97,09053
10,1,95,15,15.79,18,18.95,27,28.42,20,21.05,15,15.79,10001
10,2,63,26,41.27,12,19.05,6,9.52,15,23.81,4,6.35,10002
10,3,117,38,32.48,28,23.93,13,11.11,32,27.35,6,5.13,10003
10,4,72,20,27.78,9,12.5,11,15.28,17,23.61,15,20.83,10004
10,5,73,29,39.73,16,21.92,5,6.85,14,19.18,9,12.33,10005
10,6,106,26,24.53,8,7.55,29,27.36,23,21.7,20,18.87,10006
10,7,27,7,25.93,4,14.81,5,18.52,7,25.93,4,14.81,10007
10,8,69,23,33.33,10,14.49,13,18.84,15,21.74,8,11.59,10008
10,9,99,29,29.29,21,21.21,15,15.15,21,21.21,13,13.13,10009
10,10,75,26,34.67,24,32.0,8,10.67,10,13.33,7,9.33,10010
10,11,96,30,31.25,17,17.71,14,14.58,26,27.08,9,9.38,10011
10,12,71,30,42.25,12,16.9,6,8.45,17,23.94,6,8.45,10012
10,13,75,32,42.67,8,10.67,13,17.33,18,24.0,4,5.33,10013
10,14,87,27,31.03,26,29.89,12,13.79,12,13.79,10,11.49,10014
10,15,38,5,13.16,7,18.42,7,18.42,15,39.47,4,10.53,10015
10,16,92,31,33.7,16,17.39,13,14.13,24,26.09,8,8.7,10016
10,17,74,18,24.32,17,22.97,11,14.86,23,31.08,5,6.76,10017
10,18,55,19,34.55,7,12.73,5,9.09,14,25.45,10,18.18,10018
10,19,89,35,39.33,15,16.85,13,14.61,23,25.84,3,3.37,10019
10,20,70,27,38.57,11,15.71,9,12.86,19,27.14,4,5.71,10020
10,21,80,23,28.75,25,31.25,4,5.0,22,27.5,6,7.5,10021
10,22,51,5,9.8,6,11.76,16,31.37,13,25.49,11,21.57,10022
10,23,76,20,26.32,22,28.95,5,6.58,19,25.0,10,13.16,10023
10,24,85,32,37.65,8,9.41,14,16.47,29,34.12,2,2.35,10024
10,25,111,40,36.04,19,17.12,13,11.71,21,18.92,18,16.22,10025
10,26,64,18,28.13,14,21.88,9,14.06,16,25.0,7,10.94,10026
10,27,99,32,32.32,13,13.13,11,11.11,34,34.34,9,9.09,10027
10,28,73,14,19.18,10,13.7,12,16.44,20,27.4,17,23.29,10028
10,29,98,24,24.49,13,13.27,19,19.39,28,28.57,14,14.29,10029
10,30,83,31,37.35,13,15.66,12,14.46,15,18.07,12,14.46,10030
10,31,94,22,23.4,19,20.21,15,15.96,27,28.72,11,11.7,10031
10,32,73,19,26.03,15,20.55,10,13.7,24,32.88,5,6.85,10032
10,33,72,25,34.72,13,18.06,8,11.11,20,27.78,6,8.33,10033
10,34,84,21,25.0,16,19.05,14,16.67,24,28.57,9,10.71,10034
10,35,93,18,19.35,22,23.66,13,13.98,34,36.56,6,6.45,10035
10,36,109,33,30.28,18,16.51,17,15.6,23,21.1,18,16.51,10036
10,37,61,15,24.59,8,13.11,18,29.51,11,18.03,9,14.75,10037
10,38,100,30,30.0,29,29.0,12,12.0,25,25.0,4,4.0,10038
10,39,78,22,28.21,13,16.67,11,14.1,24,30.77,8,10.26,10039
10,40,61,14,22.95,15,24.59,9,14.75,11,18.03,12,19.67,10040
10,41,133,41,30.83,33,24.81,12,9.02,38,28.57,9,6.77,10041
10,42,80,34,42.5,11,13.75,9,11.25,23,28.75,3,3.75,10042
10,43,41,11,26.83,9,21.95,5,12.2,9,21.95,7,17.07,10043
10,44,74,25,33.78,23,31.08,6,8.11,17,22.97,3,4.05,10044
10,45,36,13,36.11,6,16.67,7,19.44,10,27.78,0,0.0,10045
10,46,75,22,29.33,17,22.67,9,12.0,24,32.0,3,4.0,10046
10,47,78,31,39.74,15,19.23,8,10.26,15,19.23,9,11.54,10047
10,48,66,27,40.91,7,10.61,9,13.64,14,21.21,9,13.64,10048
11,1,150,35,23.33,57,38.0,11,7.33,33,22.0,14,9.33,11001
11,2,124,47,37.9,27,21.77,13,10.48,29,23.39,8,6.45,11002
11,3,97,19,19.59,42,43.3,7,7.22,22,22.68,7,7.22,11003
11,4,112,41,36.61,36,32.14,16,14.29,14,12.5,5,4.46,11004
11,5,63,20,31.75,18,28.57,6,9.52,14,22.22,5,7.94,11005
11,6,147,55,37.41,37,25.17,18,12.24,30,20.41,7,4.76,11006
11,7,139,41,29.5,57,41.01,13,9.35,18,12.95,10,7.19,11007
11,8,107,33,30.84,29,27.1,14,13.08,21,19.63,10,9.35,11008
11,9,66,20,30.3,28,42.42,5,7.58,7,10.61,6,9.09,11009
11,10,92,20,21.74,42,45.65,12,13.04,17,18.48,1,1.09,11010
11,11,160,62,38.75,42,26.25,14,8.75,33,20.63,9,5.63,11011
11,12,165,27,16.36,111,67.27,6,3.64,18,10.91,3,1.82,11012
11,13,127,30,23.62,63,49.61,7,5.51,20,15.75,7,5.51,11013
11,14,111,26,23.42,61,54.95,6,5.41,12,10.81,6,5.41,11014
11,15,113,31,27.43,47,41.59,13,11.5,18,15.93,4,3.54,11015
11,16,136,48,35.29,40,29.41,17,12.5,27,19.85,4,2.94,11016
11,17,179,64,35.75,42,23.46,18,10.06,37,20.67,18,10.06,11017
11,18,91,31,34.07,30,32.97,6,6.59,18,19.78,6,6.59,11018
11,19,91,24,26.37,39,42.86,6,6.59,15,16.48,7,7.69,11019
11,20,117,24,20.51,63,53.85,14,11.97,13,11.11,3,2.56,11020
11,21,146,45,30.82,64,43.84,6,4.11,26,17.81,5,3.42,11021
11,22,133,25,18.8,76,57.14,10,7.52,16,12.03,6,4.51,11022
11,23,97,30,30.93,49,50.52,6,6.19,10,10.31,2,2.06,11023
11,24,287,49,17.07,184,64.11,20,6.97,28,9.76,6,2.09,11024
11,25,136,28,20.59,81,59.56,3,2.21,18,13.24,6,4.41,11025
11,26,182,41,22.53,86,47.25,11,6.04,35,19.23,9,4.95,11026
11,27,80,22,27.5,35,43.75,6,7.5,13,16.25,4,5.0,11027
11,28,96,23,23.96,23,23.96,10,10.42,35,36.46,5,5.21,11028
11,29,118,40,33.9,27,22.88,11,9.32,30,25.42,10,8.47,11029
11,30,112,30,26.79,45,40.18,7,6.25,21,18.75,9,8.04,11030
11,31,105,17,16.19,64,60.95,9,8.57,12,11.43,3,2.86,11031
11,32,132,29,21.97,73,55.3,6,4.55,20,15.15,4,3.03,11032
11,33,92,27,29.35,35,38.04,12,13.04,15,16.3,3,3.26,11033
11,34,76,16,21.05,43,56.58,2,2.63,11,14.47,4,5.26,11034
11,35,213,39,18.31,119,55.87,12,5.63,40,18.78,3,1.41,11035
11,36,34,6,17.65,22,64.71,2,5.88,2,5.88,2,5.88,11036
11,37,158,27,17.09,99,62.66,6,3.8,17,10.76,9,5.7,11037
11,38,191,57,29.84,93,48.69,11,5.76,23,12.04,7,3.66,11038
11,39,193,60,31.09,70,36.27,16,8.29,35,18.13,12,6.22,11039
11,40,80,19,23.75,35,43.75,4,5.0,20,25.0,2,2.5,11040
11,41,63,15,23.81,37,58.73,3,4.76,6,9.52,2,3.17,11041
11,42,85,27,31.76,29,34.12,11,12.94,14,16.47,4,4.71,11042
11,43,113,40,35.4,36,31.86,10,8.85,22,19.47,5,4.42,11043
11,44,131,45,34.35,54,41.22,2,1.53,22,16.79,8,6.11,11044
11,45,57,23,40.35,15,26.32,7,12.28,11,19.3,1,1.75,11045
11,46,75,11,14.67,42,56.0,5,6.67,5,6.67,12,16.0,11046
11,47,83,26,31.33,27,32.53,5,6.02,18,21.69,7,8.43,11047
11,48,58,16,27.59,27,46.55,4,6.9,11,18.97,0,0.0,11048
11,49,129,33,25.58,59,45.74,8,6.2,26,20.16,3,2.33,11049
11,50,56,15,26.79,22,39.29,3,5.36,11,19.64,5,8.93,11050
12,1,63,35,55.56,11,17.46,4,6.35,10,15.87,3,4.76,12001
12,2,77,25,32.47,12,15.58,10,12.99,22,28.57,8,10.39,12002
12,3,75,24,32.0,14,18.67,11,14.67,18,24.0,8,10.67,12003
12,4,44,23,52.27,8,18.18,9,20.45,4,9.09,0,0.0,12004
12,5,75,19,25.33,18,24.0,13,17.33,19,25.33,6,8.0,12005
12,6,84,24,28.57,14,16.67,12,14.29,16,19.05,18,21.43,12006
12,7,83,30,36.14,18,21.69,18,21.69,14,16.87,3,3.61,12007
12,8,126,46,36.51,34,26.98,14,11.11,21,16.67,11,8.73,12008
12,9,60,17,28.33,11,18.33,8,13.33,15,25.0,9,15.0,12009
12,10,77,31,40.26,16,20.78,6,7.79,19,24.68,5,6.49,12010
12,11,121,35,28.93,21,17.36,25,20.66,29,23.97,11,9.09,12011
12,12,51,19,37.25,6,11.76,8,15.69,15,29.41,3,5.88,12012
12,13,102,41,40.2,13,12.75,16,15.69,25,24.51,7,6.86,12013
12,14,84,25,29.76,11,13.1,20,23.81,21,25.0,7,8.33,12014
12,15,64,21,32.81,9,14.06,12,18.75,18,28.13,4,6.25,12015
12,16,75,19,25.33,10,13.33,15,20.0,20,26.67,11,14.67,12016
12,17,108,35,32.41,9,8.33,19,17.59,25,23.15,20,18.52,12017
12,18,66,25,37.88,9,13.64,6,9.09,15,22.73,11,16.67,12018
12,19,104,39,37.5,11,10.58,24,23.08,19,18.27,11,10.58,12019
12,20,70,31,44.29,5,7.14,11,15.71,17,24.29,6,8.57,12020
12,21,79,28,35.44,17,21.52,9,11.39,20,25.32,5,6.33,12021
12,22,72,28,38.89,13,18.06,13,18.06,14,19.44,4,5.56,12022
12,23,96,38,39.58,19,19.79,8,8.33,20,20.83,11,11.46,12023
12,24,106,47,44.34,19,17.92,10,9.43,25,23.58,5,4.72,12024
13,1,168,45,26.79,83,49.4,8,4.76,24,14.29,8,4.76,13001
13,2,121,18,14.88,71,58.68,14,11.57,12,9.92,6,4.96,13002
13,3,179,51,28.49,35,19.55,30,16.76,50,27.93,13,7.26,13003
13,4,212,61,28.77,42,19.81,32,15.09,69,32.55,8,3.77,13004
13,5,152,48,31.58,34,22.37,22,14.47,40,26.32,8,5.26,13005
13,6,125,31,24.8,44,35.2,9,7.2,34,27.2,7,5.6,13006
13,7,139,32,23.02,70,50.36,6,4.32,27,19.42,4,2.88,13007
13,8,170,42,24.71,56,32.94,17,10.0,53,31.18,2,1.18,13008
13,9,153,41,26.8,57,37.25,12,7.84,35,22.88,8,5.23,13009
13,10,128,35,27.34,51,39.84,5,3.91,32,25.0,5,3.91,13010
13,11,134,35,26.12,46,34.33,13,9.7,31,23.13,9,6.72,13011
13,12,121,28,23.14,40,33.06,11,9.09,38,31.4,4,3.31,13012
13,13,200,23,11.5,143,71.5,15,7.5,16,8.0,3,1.5,13013
13,14,124,30,24.19,43,34.68,13,10.48,34,27.42,4,3.23,13014
13,15,201,50,24.88,93,46.27,15,7.46,33,16.42,10,4.98,13015
13,16,196,38,19.39,89,45.41,18,9.18,40,20.41,11,5.61,13016
13,17,159,44,27.67,56,35.22,9,5.66,42,26.42,8,5.03,13017
13,18,147,45,30.61,50,34.01,17,11.56,28,19.05,7,4.76,13018
13,19,173,31,17.92,97,56.07,15,8.67,17,9.83,13,7.51,13019
13,20,159,44,27.67,56,35.22,11,6.92,34,21.38,14,8.81,13020
13,21,156,36,23.08,41,26.28,25,16.03,42,26.92,12,7.69,13021
13,22,103,24,23.3,30,29.13,20,19.42,22,21.36,7,6.8,13022
13,23,129,33,25.58,56,43.41,13,10.08,24,18.6,3,2.33,13023
13,24,139,46,33.09,72,51.8,8,5.76,10,7.19,3,2.16,13024
13,25,106,29,27.36,32,30.19,7,6.6,30,28.3,8,7.55,13025
13,26,152,25,16.45,79,51.97,11,7.24,33,21.71,4,2.63,13026
13,27,162,38,23.46,59,36.42,15,9.26,40,24.69,10,6.17,13027
13,28,105,34,32.38,29,27.62,13,12.38,25,23.81,4,3.81,13028
13,29,140,36,25.71,60,42.86,12,8.57,26,18.57,6,4.29,13029
13,30,205,50,24.39,95,46.34,22,10.73,32,15.61,6,2.93,13030
13,31,192,39,20.31,82,42.71,16,8.33,48,25.0,7,3.65,13031
13,32,133,28,21.05,20,15.04,25,18.8,37,27.82,23,17.29,13032
13,33,144,33,22.92,70,48.61,15,10.42,18,12.5,8,5.56,13033
13,34,235,33,14.04,159,67.66,11,4.68,19,8.09,13,5.53,13034
13,35,186,39,20.97,108,58.06,12,6.45,19,10.22,8,4.3,13035
13,36,87,23,26.44,22,25.29,8,9.2,27,31.03,7,8.05,13036
13,37,156,41,26.28,58,37.18,22,14.1,26,16.67,9,5.77,13037
13,38,144,46,31.94,45,31.25,20,13.89,29,20.14,4,2.78,13038
13,39,132,27,20.45,74,56.06,8,6.06,20,15.15,3,2.27,13039
13,40,175,46,26.29,73,41.71,15,8.57,30,17.14,11,6.29,13040
13,41,123,33,26.83,37,30.08,14,11.38,32,26.02,7,5.69,13041
13,42,167,30,17.96,69,41.32,24,14.37,32,19.16,12,7.19,13042
13,43,171,30,17.54,79,46.2,16,9.36,40,23.39,6,3.51,13043
13,44,171,41,23.98,101,59.06,12,7.02,11,6.43,6,3.51,13044
13,45,190,43,22.63,109,57.37,7,3.68,23,12.11,8,4.21,13045
13,46,131,39,29.77,39,29.77,17,12.98,30,22.9,6,4.58,13046
13,47,144,38,26.39,63,43.75,11,7.64,23,15.97,9,6.25,13047
14,1,84,15,17.86,36,42.86,7,8.33,16,19.05,10,11.9,14001
14,2,126,36,28.57,41,32.54,15,11.9,29,23.02,5,3.97,14002
14,3,161,37,22.98,61,37.89,20,12.42,27,16.77,16,9.94,14003
14,4,99,25,25.25,40,40.4,15,15.15,11,11.11,8,8.08,14004
14,5,173,42,24.28,82,47.4,14,8.09,22,12.72,13,7.51,14005
14,6,126,34,26.98,38,30.16,12,9.52,31,24.6,11,8.73,14006
14,7,110,26,23.64,50,45.45,10,9.09,17,15.45,7,6.36,14007
14,8,82,26,31.71,24,29.27,14,17.07,15,18.29,3,3.66,14008
14,9,162,34,20.99,78,48.15,14,8.64,26,16.05,10,6.17,14009
14,10,104,23,22.12,38,36.54,15,14.42,16,15.38,12,11.54,14010
14,11,119,11,9.24,83,69.75,8,6.72,10,8.4,7,5.88,14011
14,12,100,21,21.0,52,52.0,8,8.0,14,14.0,5,5.0,14012
14,13,177,47,26.55,77,43.5,19,10.73,29,16.38,5,2.82,14013
14,14,88,27,30.68,30,34.09,14,15.91,15,17.05,2,2.27,14014
14,15,145,20,13.79,90,62.07,10,6.9,22,15.17,3,2.07,14015
14,16,99,35,35.35,35,35.35,11,11.11,16,16.16,2,2.02,14016
14,17,102,26,25.49,44,43.14,8,7.84,17,16.67,7,6.86,14017
14,18,84,33,39.29,14,16.67,14,16.67,16,19.05,7,8.33,14018
14,19,158,36,22.78,72,45.57,17,10.76,21,13.29,12,7.59,14019
14,20,88,26,29.55,29,32.95,9,10.23,20,22.73,4,4.55,14020
14,21,127,29,22.83,66,51.97,10,7.87,18,14.17,4,3.15,14021
14,22,136,35,25.74,51,37.5,17,12.5,27,19.85,6,4.41,14022
14,23,123,31,25.2,32,26.02,12,9.76,38,30.89,10,8.13,14023
14,24,98,18,18.37,45,45.92,14,14.29,15,15.31,6,6.12,14024
14,25,140,35,25.0,50,35.71,14,10.0,34,24.29,7,5.0,14025
14,26,107,33,30.84,29,27.1,15,14.02,21,19.63,9,8.41,14026
