ward,precinct,total,Toni Preckwinkle,Toni Preckwinkle Percent,Terrence J. O'Brien,Terrence J. O'Brien Percent,Dorothy A. Brown,Dorothy A. Brown Percent,Todd H. Stroger,Todd H. Stroger Percent,precinct_id
41,54,178,72,40.45,98,55.06,3,1.69,5,2.81,41054
41,55,133,62,46.62,69,51.88,0,0.0,2,1.5,41055
41,56,236,94,39.83,134,56.78,2,0.85,6,2.54,41056
41,57,140,58,41.43,63,45.0,12,8.57,7,5.0,41057
42,1,195,143,73.33,35,17.95,8,4.1,9,4.62,42001
42,2,103,64,62.14,13,12.62,16,15.53,10,9.71,42002
42,3,141,105,74.47,20,14.18,9,6.38,7,4.96,42003
42,4,166,126,75.9,30,18.07,6,3.61,4,2.41,42004
42,5,137,98,71.53,28,20.44,7,5.11,4,2.92,42005
42,6,293,203,69.28,53,18.09,21,7.17,16,5.46,42006
42,7,120,96,80.0,21,17.5,3,2.5,0,0.0,42007
42,8,190,146,76.84,35,18.42,6,3.16,3,1.58,42008
42,9,279,194,69.53,51,18.28,23,8.24,11,3.94,42009
42,10,102,81,79.41,14,13.73,6,5.88,1,0.98,42010
42,11,156,114,73.08,21,13.46,10,6.41,11,7.05,42011
42,12,111,77,69.37,27,24.32,5,4.5,2,1.8,42012
42,13,268,190,70.9,51,19.03,14,5.22,13,4.85,42013
42,14,138,94,68.12,30,21.74,10,7.25,4,2.9,42014
42,15,178,136,76.4,30,16.85,11,6.18,1,0.56,42015
42,16,88,62,70.45,19,21.59,4,4.55,3,3.41,42016
42,17,260,165,63.46,31,11.92,37,14.23,27,10.38,42017
42,18,220,166,75.45,35,15.91,8,3.64,11,5.0,42018
42,19,34,25,73.53,7,20.59,2,5.88,0,0.0,42019
42,20,73,48,65.75,13,17.81,9,12.33,3,4.11,42020
42,21,87,60,68.97,19,21.84,6,6.9,2,2.3,42021
42,22,83,60,72.29,15,18.07,2,2.41,6,7.23,42022
42,23,193,160,82.9,28,14.51,1,0.52,4,2.07,42023
42,24,169,119,70.41,30,17.75,10,5.92,10,5.92,42024
42,25,123,92,74.8,18,14.63,9,7.32,4,3.25,42025
42,26,174,89,51.15,19,10.92,31,17.82,35,20.11,42026
42,27,181,103,56.91,52,28.73,15,8.29,11,6.08,42027
42,28,168,110,65.48,40,23.81,12,7.14,6,3.57,42028
42,29,157,118,75.16,28,17.83,6,3.82,5,3.18,42029
42,30,81,56,69.14,13,16.05,7,8.64,5,6.17,42030
42,31,115,87,75.65,14,12.17,8,6.96,6,5.22,42031
42,32,108,79,73.15,12,11.11,10,9.26,7,6.48,42032
42,33,226,174,76.99,35,15.49,9,3.98,8,3.54,42033
42,34,140,95,67.86,33,23.57,7,5.0,5,3.57,42034
42,35,138,104,75.36,26,18.84,4,2.9,4,2.9,42035
42,36,83,54,65.06,16,19.28,6,7.23,7,8.43,42036
42,37,102,83,81.37,12,11.76,4,3.92,3,2.94,42037
42,38,112,80,71.43,22,19.64,7,6.25,3,2.68,42038
42,39,83,33,39.76,17,20.48,14,16.87,19,22.89,42039
42,40,166,120,72.29,33,19.88,9,5.42,4,2.41,42040
42,41,169,114,67.46,38,22.49,10,5.92,7,4.14,42041
42,42,76,47,61.84,21,27.63,7,9.21,1,1.32,42042
42,43,154,103,66.88,30,19.48,15,9.74,6,3.9,42043
42,44,101,74,73.27,13,12.87,6,5.94,8,7.92,42044
42,45,151,118,78.15,20,13.25,11,7.28,2,1.32,42045
42,46,94,57,60.64,28,29.79,8,8.51,1,1.06,42046
42,47,94,83,88.3,5,5.32,3,3.19,3,3.19,42047
42,48,117,89,76.07,17,14.53,10,8.55,1,0.85,42048
42,49,44,17,38.64,12,27.27,10,22.73,5,11.36,42049
42,50,189,143,75.66,30,15.87,8,4.23,8,4.23,42050
42,51,227,151,66.52,38,16.74,24,10.57,14,6.17,42051
42,52,65,43,66.15,13,20.0,6,9.23,3,4.62,42052
42,53,176,123,69.89,29,16.48,15,8.52,9,5.11,42053
42,54,95,64,67.37,14,14.74,11,11.58,6,6.32,42054
42,55,123,83,67.48,23,18.7,8,6.5,9,7.32,42055
42,56,147,101,68.71,34,23.13,8,5.44,4,2.72,42056
42,57,83,51,61.45,13,15.66,11,13.25,8,9.64,42057
42,58,65,42,64.62,12,18.46,7,10.77,4,6.15,42058
42,59,142,104,73.24,24,16.9,11,7.75,3,2.11,42059
42,60,50,29,58.0,5,10.0,7,14.0,9,18.0,42060
42,61,75,59,78.67,12,16.0,3,4.0,1,1.33,42061
42,62,87,62,71.26,16,18.39,7,8.05,2,2.3,42062
42,63,164,129,78.66,28,17.07,3,1.83,4,2.44,42063
42,64,52,32,61.54,4,7.69,6,11.54,10,19.23,42064
42,65,134,115,85.82,14,10.45,4,2.99,1,0.75,42065
42,66,110,62,56.36,22,20.0,15,13.64,11,10.0,42066
42,67,200,147,73.5,27,13.5,14,7.0,12,6.0,42067
42,68,115,77,66.96,33,28.7,4,3.48,1,0.87,42068
42,69,78,50,64.1,13,16.67,10,12.82,5,6.41,42069
43,1,182,119,65.38,32,17.58,18,9.89,13,7.14,43001
43,2,140,105,75.0,28,20.0,4,2.86,3,2.14,43002
43,3,159,126,79.25,26,16.35,4,2.52,3,1.89,43003
43,4,187,121,64.71,50,26.74,7,3.74,9,4.81,43004
43,5,141,99,70.21,27,19.15,8,5.67,7,4.96,43005
43,6,74,52,70.27,14,18.92,3,4.05,5,6.76,43006
43,7,156,106,67.95,31,19.87,9,5.77,10,6.41,43007
43,8,203,153,75.37,28,13.79,14,6.9,8,3.94,43008
43,9,93,77,82.8,11,11.83,5,5.38,0,0.0,43009
43,10,126,99,78.57,21,16.67,4,3.17,2,1.59,43010
43,11,98,72,73.47,18,18.37,5,5.1,3,3.06,43011
43,12,172,144,83.72,21,12.21,4,2.33,3,1.74,43012
43,13,66,39,59.09,12,18.18,11,16.67,4,6.06,43013
43,14,157,123,78.34,20,12.74,12,7.64,2,1.27,43014
43,15,126,99,78.57,25,19.84,2,1.59,0,0.0,43015
43,16,146,109,74.66,27,18.49,6,4.11,4,2.74,43016
43,17,141,120,85.11,18,12.77,0,0.0,3,2.13,43017
43,18,169,128,75.74,25,14.79,12,7.1,4,2.37,43018
43,19,96,68,70.83,18,18.75,6,6.25,4,4.17,43019
43,20,149,121,81.21,23,15.44,4,2.68,1,0.67,43020
43,21,176,138,78.41,26,14.77,11,6.25,1,0.57,43021
43,22,83,56,67.47,19,22.89,6,7.23,2,2.41,43022
43,23,121,103,85.12,14,11.57,2,1.65,2,1.65,43023
43,24,137,89,64.96,32,23.36,9,6.57,7,5.11,43024
43,25,153,98,64.05,22,14.38,18,11.76,15,9.8,43025
43,26,127,98,77.17,24,18.9,4,3.15,1,0.79,43026
43,27,104,73,70.19,20,19.23,10,9.62,1,0.96,43027
43,28,184,136,73.91,28,15.22,14,7.61,6,3.26,43028
43,29,98,75,76.53,14,14.29,7,7.14,2,2.04,43029
43,30,74,51,68.92,15,20.27,6,8.11,2,2.7,43030
43,31,153,115,75.16,16,10.46,9,5.88,13,8.5,43031
43,32,170,123,72.35,34,20.0,9,5.29,4,2.35,43032
43,33,58,41,70.69,14,24.14,0,0.0,3,5.17,43033
43,34,55,42,76.36,6,10.91,6,10.91,1,1.82,43034
43,35,175,138,78.86,26,14.86,8,4.57,3,1.71,43035
43,36,119,88,73.95,17,14.29,9,7.56,5,4.2,43036
43,37,115,79,68.7,12,10.43,16,13.91,8,6.96,43037
43,38,94,66,70.21,20,21.28,5,5.32,3,3.19,43038
43,39,105,89,84.76,11,10.48,3,2.86,2,1.9,43039
43,40,63,42,66.67,13,20.63,6,9.52,2,3.17,43040
43,41,80,57,71.25,16,20.0,5,6.25,2,2.5,43041
43,42,121,95,78.51,24,19.83,1,0.83,1,0.83,43042
43,43,83,63,75.9,15,18.07,3,3.61,2,2.41,43043
43,44,130,103,79.23,16,12.31,9,6.92,2,1.54,43044
43,45,38,31,81.58,4,10.53,1,2.63,2,5.26,43045
43,46,162,122,75.31,32,19.75,5,3.09,3,1.85,43046
43,47,137,91,66.42,24,17.52,12,8.76,10,7.3,43047
43,48,117,80,68.38,24,20.51,10,8.55,3,2.56,43048
43,49,140,102,72.86,32,22.86,3,2.14,3,2.14,43049
43,50,99,79,79.8,13,13.13,7,7.07,0,0.0,43050
43,51,174,112,64.37,24,13.79,19,10.92,19,10.92,43051
43,52,82,60,73.17,16,19.51,4,4.88,2,2.44,43052
43,53,134,78,58.21,32,23.88,18,13.43,6,4.48,43053
43,54,98,63,64.29,20,20.41,13,13.27,2,2.04,43054
43,55,148,76,51.35,14,9.46,33,22.3,25,16.89,43055
43,56,80,55,68.75,16,20.0,3,3.75,6,7.5,43056
43,57,91,64,70.33,17,18.68,6,6.59,4,4.4,43057
43,58,115,95,82.61,13,11.3,3,2.61,4,3.48,43058
43,59,176,138,78.41,27,15.34,11,6.25,0,0.0,43059
44,1,140,93,66.43,35,25.0,8,5.71,4,2.86,44001
44,2,109,89,81.65,8,7.34,8,7.34,4,3.67,44002
44,3,203,170,83.74,26,12.81,6,2.96,1,0.49,44003
44,4,153,110,71.9,27,17.65,10,6.54,6,3.92,44004
44,5,154,114,74.03,24,15.58,13,8.44,3,1.95,44005
44,6,129,88,68.22,32,24.81,5,3.88,4,3.1,44006
44,7,177,134,75.71,35,19.77,5,2.82,3,1.69,44007
44,8,51,29,56.86,11,21.57,6,11.76,5,9.8,44008
44,9,84,62,73.81,17,20.24,3,3.57,2,2.38,44009
44,10,73,48,65.75,17,23.29,7,9.59,1,1.37,44010
44,11,135,91,67.41,37,27.41,4,2.96,3,2.22,44011
44,12,117,94,80.34,11,9.4,5,4.27,7,5.98,44012
44,13,94,68,72.34,18,19.15,7,7.45,1,1.06,44013
44,14,119,80,67.23,18,15.13,16,13.45,5,4.2,44014
44,15,161,117,72.67,31,19.25,6,3.73,7,4.35,44015
44,16,132,106,80.3,21,15.91,4,3.03,1,0.76,44016
44,17,177,145,81.92,22,12.43,9,5.08,1,0.56,44017
44,18,92,64,69.57,20,21.74,5,5.43,3,3.26,44018
44,19,70,49,70.0,8,11.43,9,12.86,4,5.71,44019
44,20,104,77,74.04,16,15.38,10,9.62,1,0.96,44020
44,21,129,96,74.42,18,13.95,12,9.3,3,2.33,44021
44,22,169,130,76.92,25,14.79,14,8.28,0,0.0,44022
44,23,97,72,74.23,10,10.31,11,11.34,4,4.12,44023
44,24,93,70,75.27,16,17.2,6,6.45,1,1.08,44024
44,25,133,100,75.19,21,15.79,11,8.27,1,0.75,44025
44,26,108,80,74.07,17,15.74,9,8.33,2,1.85,44026
44,27,153,117,76.47,18,11.76,8,5.23,10,6.54,44027
44,28,85,60,70.59,18,21.18,4,4.71,3,3.53,44028
44,29,123,87,70.73,17,13.82,16,13.01,3,2.44,44029
44,30,107,82,76.64,14,13.08,8,7.48,3,2.8,44030
44,31,133,89,66.92,32,24.06,8,6.02,4,3.01,44031
44,32,113,87,76.99,22,19.47,4,3.54,0,0.0,44032
44,33,149,103,69.13,29,19.46,12,8.05,5,3.36,44033
44,34,87,61,70.11,19,21.84,5,5.75,2,2.3,44034
44,35,130,96,73.85,16,12.31,14,10.77,4,3.08,44035
44,36,91,62,68.13,18,19.78,10,10.99,1,1.1,44036
44,37,176,126,71.59,26,14.77,16,9.09,8,4.55,44037
44,38,91,59,64.84,24,26.37,5,5.49,3,3.3,44038
44,39,105,70,66.67,26,24.76,7,6.67,2,1.9,44039
44,40,138,97,70.29,23,16.67,16,11.59,2,1.45,44040
44,41,144,81,56.25,26,18.06,22,15.28,15,10.42,44041
44,42,193,139,72.02,23,11.92,14,7.25,17,8.81,44042
44,43,164,126,76.83,24,14.63,5,3.05,9,5.49,44043
44,44,184,120,65.22,39,21.2,18,9.78,7,3.8,44044
44,45,125,82,65.6,21,16.8,15,12.0,7,5.6,44045
44,46,115,94,81.74,16,13.91,4,3.48,1,0.87,44046
44,47,161,105,65.22,35,21.74,11,6.83,10,6.21,44047
44,48,123,103,83.74,18,14.63,1,0.81,1,0.81,44048
44,49,253,199,78.66,32,12.65,15,5.93,7,2.77,44049
44,50,99,66,66.67,25,25.25,2,2.02,6,6.06,44050
44,51,82,57,69.51,19,23.17,2,2.44,4,4.88,44051
45,1,124,58,46.77,52,41.94,13,10.48,1,0.81,45001
45,2,171,72,42.11,83,48.54,14,8.19,2,1.17,45002
45,3,191,47,24.61,132,69.11,2,1.05,10,5.24,45003
45,4,226,79,34.96,134,59.29,8,3.54,5,2.21,45004
45,5,226,91,40.27,123,54.42,10,4.42,2,0.88,45005
45,6,153,70,45.75,70,45.75,8,5.23,5,3.27,45006
45,7,129,75,58.14,44,34.11,8,6.2,2,1.55,45007
45,8,114,46,40.35,48,42.11,16,14.04,4,3.51,45008
45,9,168,63,37.5,94,55.95,8,4.76,3,1.79,45009
45,10,165,90,54.55,63,38.18,11,6.67,1,0.61,45010
45,11,125,54,43.2,57,45.6,9,7.2,5,4.0,45011
45,12,160,90,56.25,64,40.0,3,1.88,3,1.88,45012
45,13,159,79,49.69,66,41.51,9,5.66,5,3.14,45013
45,14,138,68,49.28,56,40.58,11,7.97,3,2.17,45014
45,15,152,49,32.24,84,55.26,14,9.21,5,3.29,45015
45,16,148,55,37.16,73,49.32,14,9.46,6,4.05,45016
45,17,127,65,51.18,54,42.52,4,3.15,4,3.15,45017
45,18,171,83,48.54,77,45.03,3,1.75,8,4.68,45018
45,19,187,77,41.18,100,53.48,7,3.74,3,1.6,45019
45,20,143,67,46.85,70,48.95,5,3.5,1,0.7,45020
45,21,144,70,48.61,59,40.97,8,5.56,7,4.86,45021
45,22,127,53,41.73,58,45.67,11,8.66,5,3.94,45022
45,23,176,85,48.3,73,41.48,14,7.95,4,2.27,45023
45,24,171,91,53.22,67,39.18,9,5.26,4,2.34,45024
45,25,151,56,37.09,87,57.62,7,4.64,1,0.66,45025
45,26,173,70,40.46,81,46.82,18,10.4,4,2.31,45026
45,27,127,56,44.09,64,50.39,6,4.72,1,0.79,45027
45,28,124,65,52.42,46,37.1,8,6.45,5,4.03,45028
45,29,151,66,43.71,66,43.71,15,9.93,4,2.65,45029
45,30,188,77,40.96,98,52.13,10,5.32,3,1.6,45030
45,31,144,83,57.64,38,26.39,18,12.5,5,3.47,45031
45,32,102,45,44.12,48,47.06,5,4.9,4,3.92,45032
45,33,127,58,45.67,62,48.82,5,3.94,2,1.57,45033
45,34,124,46,37.1,65,52.42,11,8.87,2,1.61,45034
45,35,165,68,41.21,86,52.12,10,6.06,1,0.61,45035
45,36,137,69,50.36,57,41.61,5,3.65,6,4.38,45036
45,37,143,74,51.75,51,35.66,16,11.19,2,1.4,45037
45,38,156,76,48.72,71,45.51,5,3.21,4,2.56,45038
45,39,178,69,38.76,94,52.81,11,6.18,4,2.25,45039
45,40,169,65,38.46,89,52.66,10,5.92,5,2.96,45040
45,41,92,38,41.3,44,47.83,8,8.7,2,2.17,45041
45,42,172,67,38.95,97,56.4,6,3.49,2,1.16,45042
45,43,142,61,42.96,64,45.07,14,9.86,3,2.11,45043
45,44,195,73,37.44,115,58.97,5,2.56,2,1.03,45044
45,45,103,44,42.72,49,47.57,8,7.77,2,1.94,45045
45,46,149,77,51.68,59,39.6,9,6.04,4,2.68,45046
45,47,136,63,46.32,58,42.65,11,8.09,4,2.94,45047
45,48,160,85,53.13,64,40.0,4,2.5,7,4.38,45048
45,49,154,55,35.71,87,56.49,9,5.84,3,1.95,45049
45,50,123,53,43.09,57,46.34,5,4.07,8,6.5,45050
45,51,150,49,32.67,81,54.0,15,10.0,5,3.33,45051
45,52,170,58,34.12,92,54.12,14,8.24,6,3.53,45052
45,53,108,39,36.11,56,51.85,10,9.26,3,2.78,45053
46,1,304,205,67.43,60,19.74,30,9.87,9,2.96,46001
46,2,153,111,72.55,13,8.5,19,12.42,10,6.54,46002
46,3,169,102,60.36,25,14.79,26,15.38,16,9.47,46003
46,4,156,99,63.46,19,12.18,28,17.95,10,6.41,46004
46,5,72,51,70.83,9,12.5,7,9.72,5,6.94,46005
46,6,166,92,55.42,27,16.27,29,17.47,18,10.84,46006
46,7,108,77,71.3,25,23.15,5,4.63,1,0.93,46007
46,8,156,88,56.41,26,16.67,24,15.38,18,11.54,46008
46,9,124,74,59.68,39,31.45,7,5.65,4,3.23,46009
46,10,109,70,64.22,25,22.94,6,5.5,8,7.34,46010
46,11,189,133,70.37,24,12.7,17,8.99,15,7.94,46011
46,12,146,109,74.66,24,16.44,10,6.85,3,2.05,46012
46,13,128,68,53.13,29,22.66,18,14.06,13,10.16,46013
46,14,95,75,78.95,11,11.58,7,7.37,2,2.11,46014
46,15,187,133,71.12,31,16.58,12,6.42,11,5.88,46015
46,16,142,97,68.31,25,17.61,17,11.97,3,2.11,46016
46,17,223,171,76.68,39,17.49,9,4.04,4,1.79,46017
46,18,183,145,79.23,20,10.93,13,7.1,5,2.73,46018
46,19,145,107,73.79,27,18.62,10,6.9,1,0.69,46019
46,20,108,56,51.85,26,24.07,14,12.96,12,11.11,46020
46,21,67,45,67.16,17,25.37,2,2.99,3,4.48,46021
46,22,109,51,46.79,16,14.68,21,19.27,21,19.27,46022
46,23,135,44,32.59,11,8.15,47,34.81,33,24.44,46023
46,24,84,57,67.86,15,17.86,9,10.71,3,3.57,46024
46,25,151,88,58.28,40,26.49,13,8.61,10,6.62,46025
46,26,192,79,41.15,27,14.06,44,22.92,42,21.88,46026
46,27,139,86,61.87,33,23.74,9,6.47,11,7.91,46027
46,28,167,103,61.68,28,16.77,21,12.57,15,8.98,46028
46,29,149,104,69.8,29,19.46,9,6.04,7,4.7,46029
46,30,183,116,63.39,34,18.58,16,8.74,17,9.29,46030
46,31,182,138,75.82,31,17.03,10,5.49,3,1.65,46031
46,32,125,59,47.2,23,18.4,22,17.6,21,16.8,46032
46,33,197,130,65.99,37,18.78,11,5.58,19,9.64,46033
46,34,151,76,50.33,20,13.25,28,18.54,27,17.88,46034
46,35,166,108,65.06,24,14.46,19,11.45,15,9.04,46035
46,36,176,117,66.48,38,21.59,16,9.09,5,2.84,46036
46,37,98,67,68.37,20,20.41,3,3.06,8,8.16,46037
46,38,113,45,39.82,17,15.04,27,23.89,24,21.24,46038
46,39,176,126,71.59,29,16.48,11,6.25,10,5.68,46039
46,40,105,46,43.81,15,14.29,18,17.14,26,24.76,46040
46,41,133,66,49.62,19,14.29,31,23.31,17,12.78,46041
46,42,160,98,61.25,21,13.13,27,16.88,14,8.75,46042
46,43,209,162,77.51,21,10.05,15,7.18,11,5.26,46043
46,44,107,47,43.93,15,14.02,24,22.43,21,19.63,46044
46,45,154,115,74.68,26,16.88,9,5.84,4,2.6,46045
46,46,132,85,64.39,18,13.64,19,14.39,10,7.58,46046
46,47,55,30,54.55,8,14.55,11,20.0,6,10.91,46047
47,1,146,100,68.49,33,22.6,11,7.53,2,1.37,47001
47,2,177,95,53.67,68,38.42,10,5.65,4,2.26,47002
47,3,147,75,51.02,55,37.41,13,8.84,4,2.72,47003
47,4,242,148,61.16,78,32.23,13,5.37,3,1.24,47004
47,5,182,134,73.63,33,18.13,11,6.04,4,2.2,47005
47,6,222,160,72.07,47,21.17,11,4.95,4,1.8,47006
47,7,171,119,69.59,43,25.15,4,2.34,5,2.92,47007
47,8,215,134,62.33,66,30.7,12,5.58,3,1.4,47008
47,9,162,92,56.79,50,30.86,11,6.79,9,5.56,47009
47,10,90,73,81.11,13,14.44,3,3.33,1,1.11,47010
47,11,230,138,60.0,59,25.65,18,7.83,15,6.52,47011
47,12,162,106,65.43,43,26.54,12,7.41,1,0.62,47012
47,13,254,196,77.17,44,17.32,12,4.72,2,0.79,47013
47,14,131,82,62.6,39,29.77,5,3.82,5,3.82,47014
47,15,152,99,65.13,33,21.71,13,8.55,7,4.61,47015
47,16,177,111,62.71,53,29.94,8,4.52,5,2.82,47016
47,17,163,104,63.8,51,31.29,7,4.29,1,0.61,47017
47,18,165,127,76.97,26,15.76,8,4.85,4,2.42,47018
47,19,201,127,63.18,63,31.34,8,3.98,3,1.49,47019
47,20,186,141,75.81,34,18.28,10,5.38,1,0.54,47020
47,21,213,156,73.24,43,20.19,12,5.63,2,0.94,47021
47,22,187,132,70.59,43,22.99,9,4.81,3,1.6,47022
47,23,88,68,77.27,14,15.91,3,3.41,3,3.41,47023
47,24,148,105,70.95,26,17.57,14,9.46,3,2.03,47024
47,25,187,131,70.05,35,18.72,11,5.88,10,5.35,47025
47,26,257,198,77.04,37,14.4,15,5.84,7,2.72,47026
47,27,164,101,61.59,51,31.1,7,4.27,5,3.05,47027
47,28,232,158,68.1,57,24.57,13,5.6,4,1.72,47028
47,29,153,96,62.75,46,30.07,8,5.23,3,1.96,47029
47,30,182,137,75.27,26,14.29,13,7.14,6,3.3,47030
47,31,177,123,69.49,27,15.25,19,10.73,8,4.52,47031
47,32,167,120,71.86,34,20.36,10,5.99,3,1.8,47032
47,33,158,108,68.35,39,24.68,8,5.06,3,1.9,47033
47,34,202,144,71.29,39,19.31,17,8.42,2,0.99,47034
47,35,261,161,61.69,71,27.2,24,9.2,5,1.92,47035
47,36,218,159,72.94,46,21.1,11,5.05,2,0.92,47036
47,37,192,132,68.75,42,21.88,12,6.25,6,3.13,47037
47,38,174,128,73.56,32,18.39,9,5.17,5,2.87,47038
47,39,165,113,68.48,33,20.0,14,8.48,5,3.03,47039
47,40,152,105,69.08,28,18.42,15,9.87,4,2.63,47040
47,41,251,179,71.31,44,17.53,18,7.17,10,3.98,47041
47,42,136,98,72.06,25,18.38,10,7.35,3,2.21,47042
47,43,110,74,67.27,27,24.55,6,5.45,3,2.73,47043
47,44,174,97,55.75,40,22.99,26,14.94,11,6.32,47044
47,45,190,142,74.74,34,17.89,11,5.79,3,1.58,47045
47,46,118,80,67.8,28,23.73,5,4.24,5,4.24,47046
47,47,167,111,66.47,49,29.34,6,3.59,1,0.6,47047
47,48,38,9,23.68,14,36.84,10,26.32,5,13.16,47048
47,49,109,67,61.47,37,33.94,5,4.59,0,0.0,47049
47,50,148,102,68.92,35,23.65,9,6.08,2,1.35,47050
47,51,105,70,66.67,24,22.86,10,9.52,1,0.95,47051
47,52,145,67,46.21,54,37.24,15,10.34,9,6.21,47052
48,1,130,92,70.77,17,13.08,15,11.54,6,4.62,48001
48,2,133,89,66.92,19,14.29,17,12.78,8,6.02,48002
48,3,172,115,66.86,18,10.47,26,15.12,13,7.56,48003
48,4,181,125,69.06,31,17.13,18,9.94,7,3.87,48004
48,5,175,139,79.43,30,17.14,5,2.86,1,0.57,48005
48,6,157,107,68.15,11,7.01,25,15.92,14,8.92,48006
48,7,117,93,79.49,18,15.38,5,4.27,1,0.85,48007
48,8,123,89,72.36,24,19.51,6,4.88,4,3.25,48008
48,9,159,106,66.67,28,17.61,16,10.06,9,5.66,48009
48,10,93,78,83.87,9,9.68,5,5.38,1,1.08,48010
48,11,196,160,81.63,22,11.22,9,4.59,5,2.55,48011
48,12,130,94,72.31,22,16.92,9,6.92,5,3.85,48012
48,13,156,114,73.08,26,16.67,10,6.41,6,3.85,48013
48,14,129,69,53.49,14,10.85,21,16.28,25,19.38,48014
48,15,93,44,47.31,15,16.13,22,23.66,12,12.9,48015
48,16,125,85,68.0,13,10.4,18,14.4,9,7.2,48016
48,17,194,137,70.62,34,17.53,14,7.22,9,4.64,48017
48,18,90,45,50.0,16,17.78,12,13.33,17,18.89,48018
48,19,146,110,75.34,22,15.07,10,6.85,4,2.74,48019
48,20,124,108,87.1,14,11.29,2,1.61,0,0.0,48020
48,21,179,74,41.34,26,14.53,45,25.14,34,18.99,48021
48,22,249,158,63.45,46,18.47,21,8.43,24,9.64,48022
48,23,137,83,60.58,25,18.25,16,11.68,13,9.49,48023
48,24,122,80,65.57,15,12.3,13,10.66,14,11.48,48024
48,25,180,106,58.89,40,22.22,21,11.67,13,7.22,48025
48,26,156,104,66.67,26,16.67,9,5.77,17,10.9,48026
48,27,87,59,67.82,9,10.34,11,12.64,8,9.2,48027
48,28,162,124,76.54,25,15.43,9,5.56,4,2.47,48028
48,29,141,91,64.54,22,15.6,19,13.48,9,6.38,48029
48,30,149,117,78.52,20,13.42,8,5.37,4,2.68,48030
48,31,103,66,64.08,5,4.85,21,20.39,11,10.68,48031
48,32,97,69,71.13,4,4.12,18,18.56,6,6.19,48032
48,33,178,130,73.03,35,19.66,6,3.37,7,3.93,48033
48,34,168,112,66.67,21,12.5,22,13.1,13,7.74,48034
48,35,64,28,43.75,9,14.06,13,20.31,14,21.88,48035
48,36,160,107,66.88,26,16.25,15,9.38,12,7.5,48036
48,37,104,80,76.92,14,13.46,5,4.81,5,4.81,48037
48,38,210,154,73.33,44,20.95,7,3.33,5,2.38,48038
48,39,133,88,66.17,27,20.3,8,6.02,10,7.52,48039
48,40,99,75,75.76,9,9.09,6,6.06,9,9.09,48040
48,41,65,34,52.31,11,16.92,11,16.92,9,13.85,48041
48,42,130,110,84.62,7,5.38,11,8.46,2,1.54,48042
48,43,174,142,81.61,20,11.49,10,5.75,2,1.15,48043
48,44,159,125,78.62,14,8.81,16,10.06,4,2.52,48044
48,45,116,81,69.83,16,13.79,14,12.07,5,4.31,48045
48,46,96,63,65.63,12,12.5,12,12.5,9,9.38,48046
48,47,99,55,55.56,16,16.16,13,13.13,15,15.15,48047
48,48,135,105,77.78,20,14.81,9,6.67,1,0.74,48048
48,49,63,39,61.9,15,23.81,3,4.76,6,9.52,48049
48,50,191,141,73.82,34,17.8,10,5.24,6,3.14,48050
48,51,239,183,76.57,44,18.41,6,2.51,6,2.51,48051
48,52,94,64,68.09,20,21.28,7,7.45,3,3.19,48052
48,53,117,73,62.39,16,13.68,11,9.4,17,14.53,48053
48,54,123,72,58.54,8,6.5,28,22.76,15,12.2,48054
49,1,133,58,43.61,13,9.77,40,30.08,22,16.54,49001
49,2,247,160,64.78,47,19.03,26,10.53,14,5.67,49002
49,3,110,87,79.09,17,15.45,5,4.55,1,0.91,49003
49,4,68,38,55.88,15,22.06,7,10.29,8,11.76,49004
49,5,188,107,56.91,25,13.3,26,13.83,30,15.96,49005
49,6,142,107,75.35,8,5.63,19,13.38,8,5.63,49006
49,7,122,89,72.95,15,12.3,13,10.66,5,4.1,49007
49,8,159,103,64.78,25,15.72,22,13.84,9,5.66,49008
49,9,131,100,76.34,17,12.98,8,6.11,6,4.58,49009
49,10,118,85,72.03,16,13.56,14,11.86,3,2.54,49010
49,11,108,62,57.41,20,18.52,15,13.89,11,10.19,49011
49,12,167,111,66.47,17,10.18,24,14.37,15,8.98,49012
49,13,192,143,74.48,27,14.06,17,8.85,5,2.6,49013
49,14,118,80,67.8,19,16.1,8,6.78,11,9.32,49014
49,15,108,54,50.0,19,17.59,27,25.0,8,7.41,49015
49,16,121,76,62.81,23,19.01,14,11.57,8,6.61,49016
49,17,18,11,61.11,3,16.67,4,22.22,0,0.0,49017
49,18,109,79,72.48,18,16.51,6,5.5,6,5.5,49018
49,19,104,72,69.23,6,5.77,18,17.31,8,7.69,49019
49,20,176,96,54.55,19,10.8,30,17.05,31,17.61,49020
49,21,41,33,80.49,6,14.63,1,2.44,1,2.44,49021
49,22,150,106,70.67,20,13.33,14,9.33,10,6.67,49022
49,23,117,78,66.67,14,11.97,19,16.24,6,5.13,49023
49,24,155,86,55.48,38,24.52,19,12.26,12,7.74,49024
49,25,163,111,68.1,24,14.72,18,11.04,10,6.13,49025
49,26,145,88,60.69,21,14.48,21,14.48,15,10.34,49026
49,27,180,110,61.11,24,13.33,26,14.44,20,11.11,49027
49,28,85,53,62.35,13,15.29,10,11.76,9,10.59,49028
49,29,151,105,69.54,26,17.22,14,9.27,6,3.97,49029
49,30,162,104,64.2,14,8.64,29,17.9,15,9.26,49030
49,31,123,89,72.36,14,11.38,14,11.38,6,4.88,49031
