ward,precinct,total,Thomas L. Hogan,Thomas L. Hogan Percent,Pamela E. Hill-Veal,Pamela E. Hill-Veal Percent,Frank Edward Gardner,Frank Edward Gardner Percent,Aurelia Marie Pucinski,Aurelia Marie Pucinski Percent,Don R. Sampen,Don R. Sampen Percent,precinct_id
7,25,175,22,12.57,69,39.43,23,13.14,55,31.43,6,3.43,07025
7,26,159,28,17.61,58,36.48,15,9.43,54,33.96,4,2.52,07026
7,27,208,31,14.9,79,37.98,39,18.75,54,25.96,5,2.4,07027
7,28,115,30,26.09,39,33.91,15,13.04,29,25.22,2,1.74,07028
7,29,115,15,13.04,42,36.52,17,14.78,38,33.04,3,2.61,07029
7,30,166,25,15.06,66,39.76,26,15.66,41,24.7,8,4.82,07030
7,31,146,15,10.27,65,44.52,18,12.33,44,30.14,4,2.74,07031
7,32,81,19,23.46,19,23.46,6,7.41,35,43.21,2,2.47,07032
7,33,109,7,6.42,36,33.03,14,12.84,50,45.87,2,1.83,07033
7,34,125,17,13.6,54,43.2,20,16.0,30,24.0,4,3.2,07034
7,35,170,20,11.76,71,41.76,22,12.94,50,29.41,7,4.12,07035
7,36,148,26,17.57,43,29.05,23,15.54,52,35.14,4,2.7,07036
7,37,72,13,18.06,28,38.89,8,11.11,21,29.17,2,2.78,07037
7,38,94,13,13.83,34,36.17,18,19.15,25,26.6,4,4.26,07038
7,39,87,9,10.34,36,41.38,9,10.34,32,36.78,1,1.15,07039
7,40,100,22,22.0,31,31.0,9,9.0,33,33.0,5,5.0,07040
7,41,118,17,14.41,42,35.59,19,16.1,35,29.66,5,4.24,07041
7,42,171,27,15.79,58,33.92,20,11.7,63,36.84,3,1.75,07042
7,43,137,23,16.79,49,35.77,16,11.68,44,32.12,5,3.65,07043
7,44,187,22,11.76,67,35.83,35,18.72,55,29.41,8,4.28,07044
7,45,216,35,16.2,87,40.28,34,15.74,59,27.31,1,0.46,07045
7,46,64,21,32.81,11,17.19,12,18.75,19,29.69,1,1.56,07046
7,47,108,20,18.52,45,41.67,15,13.89,26,24.07,2,1.85,07047
7,48,113,22,19.47,44,38.94,11,9.73,34,30.09,2,1.77,07048
7,49,74,11,14.86,27,36.49,21,28.38,13,17.57,2,2.7,07049
7,50,94,14,14.89,45,47.87,17,18.09,16,17.02,2,2.13,07050
7,51,222,28,12.61,106,47.75,32,14.41,52,23.42,4,1.8,07051
7,52,105,14,13.33,48,45.71,17,16.19,24,22.86,2,1.9,07052
7,53,113,19,16.81,38,33.63,18,15.93,33,29.2,5,4.42,07053
7,54,58,11,18.97,11,18.97,11,18.97,24,41.38,1,1.72,07054
7,55,119,12,10.08,53,44.54,17,14.29,32,26.89,5,4.2,07055
7,56,99,18,18.18,43,43.43,8,8.08,29,29.29,1,1.01,07056
7,57,110,13,11.82,36,32.73,13,11.82,35,31.82,13,11.82,07057
7,58,184,19,10.33,88,47.83,25,13.59,49,26.63,3,1.63,07058
7,59,69,9,13.04,31,44.93,13,18.84,14,20.29,2,2.9,07059
7,60,82,12,14.63,32,39.02,9,10.98,21,25.61,8,9.76,07060
7,61,126,16,12.7,58,46.03,21,16.67,30,23.81,1,0.79,07061
8,1,181,26,14.36,69,38.12,40,22.1,40,22.1,6,3.31,08001
8,2,86,9,10.47,31,36.05,16,18.6,23,26.74,7,8.14,08002
8,3,243,28,11.52,130,53.5,40,16.46,41,16.87,4,1.65,08003
8,4,166,23,13.86,74,44.58,16,9.64,50,30.12,3,1.81,08004
8,5,225,26,11.56,104,46.22,54,24.0,34,15.11,7,3.11,08005
8,6,176,22,12.5,89,50.57,23,13.07,38,21.59,4,2.27,08006
8,7,127,16,12.6,55,43.31,15,11.81,37,29.13,4,3.15,08007
8,8,223,25,11.21,85,38.12,51,22.87,57,25.56,5,2.24,08008
8,9,211,31,14.69,103,48.82,32,15.17,43,20.38,2,0.95,08009
8,10,257,32,12.45,113,43.97,50,19.46,61,23.74,1,0.39,08010
8,11,142,21,14.79,42,29.58,29,20.42,42,29.58,8,5.63,08011
8,12,125,30,24.0,51,40.8,15,12.0,23,18.4,6,4.8,08012
8,13,104,16,15.38,39,37.5,19,18.27,26,25.0,4,3.85,08013
8,14,86,12,13.95,33,38.37,12,13.95,26,30.23,3,3.49,08014
8,15,116,15,12.93,41,35.34,17,14.66,42,36.21,1,0.86,08015
8,16,199,26,13.07,82,41.21,38,19.1,50,25.13,3,1.51,08016
8,17,148,23,15.54,63,42.57,30,20.27,30,20.27,2,1.35,08017
8,18,76,18,23.68,25,32.89,10,13.16,22,28.95,1,1.32,08018
8,19,220,32,14.55,80,36.36,42,19.09,61,27.73,5,2.27,08019
8,20,125,15,12.0,54,43.2,15,12.0,38,30.4,3,2.4,08020
8,21,128,24,18.75,50,39.06,19,14.84,32,25.0,3,2.34,08021
8,22,126,20,15.87,58,46.03,19,15.08,26,20.63,3,2.38,08022
8,23,132,22,16.67,54,40.91,22,16.67,32,24.24,2,1.52,08023
8,24,164,25,15.24,76,46.34,21,12.8,38,23.17,4,2.44,08024
8,25,146,24,16.44,57,39.04,27,18.49,35,23.97,3,2.05,08025
8,26,103,18,17.48,44,42.72,15,14.56,25,24.27,1,0.97,08026
8,27,177,27,15.25,79,44.63,21,11.86,45,25.42,5,2.82,08027
8,28,123,9,7.32,69,56.1,11,8.94,30,24.39,4,3.25,08028
8,29,164,22,13.41,79,48.17,21,12.8,37,22.56,5,3.05,08029
8,30,143,16,11.19,73,51.05,18,12.59,29,20.28,7,4.9,08030
8,31,110,13,11.82,39,35.45,21,19.09,26,23.64,11,10.0,08031
8,32,254,40,15.75,102,40.16,40,15.75,62,24.41,10,3.94,08032
8,33,157,18,11.46,65,41.4,34,21.66,37,23.57,3,1.91,08033
8,34,205,28,13.66,80,39.02,35,17.07,57,27.8,5,2.44,08034
8,35,187,27,14.44,79,42.25,35,18.72,41,21.93,5,2.67,08035
8,36,149,19,12.75,56,37.58,19,12.75,50,33.56,5,3.36,08036
8,37,161,27,16.77,53,32.92,28,17.39,45,27.95,8,4.97,08037
8,38,132,26,19.7,37,28.03,34,25.76,32,24.24,3,2.27,08038
8,39,171,18,10.53,75,43.86,31,18.13,43,25.15,4,2.34,08039
8,40,129,28,21.71,40,31.01,17,13.18,38,29.46,6,4.65,08040
8,41,126,16,12.7,48,38.1,18,14.29,41,32.54,3,2.38,08041
8,42,160,24,15.0,51,31.88,26,16.25,52,32.5,7,4.38,08042
8,43,81,9,11.11,31,38.27,11,13.58,29,35.8,1,1.23,08043
8,44,127,23,18.11,53,41.73,18,14.17,32,25.2,1,0.79,08044
8,45,98,15,15.31,34,34.69,15,15.31,26,26.53,8,8.16,08045
8,46,126,13,10.32,50,39.68,22,17.46,37,29.37,4,3.17,08046
8,47,157,22,14.01,59,37.58,31,19.75,43,27.39,2,1.27,08047
8,48,138,13,9.42,64,46.38,25,18.12,35,25.36,1,0.72,08048
8,49,205,29,14.15,94,45.85,32,15.61,44,21.46,6,2.93,08049
8,50,175,26,14.86,78,44.57,25,14.29,40,22.86,6,3.43,08050
8,51,205,32,15.61,96,46.83,21,10.24,50,24.39,6,2.93,08051
8,52,182,21,11.54,77,42.31,29,15.93,50,27.47,5,2.75,08052
8,53,194,26,13.4,84,43.3,28,14.43,53,27.32,3,1.55,08053
8,54,162,28,17.28,51,31.48,37,22.84,44,27.16,2,1.23,08054
8,55,113,20,17.7,52,46.02,19,16.81,20,17.7,2,1.77,08055
8,56,147,18,12.24,63,42.86,25,17.01,36,24.49,5,3.4,08056
8,57,141,13,9.22,68,48.23,22,15.6,37,26.24,1,0.71,08057
8,58,191,26,13.61,81,42.41,25,13.09,55,28.8,4,2.09,08058
8,59,74,14,18.92,20,27.03,10,13.51,26,35.14,4,5.41,08059
8,60,136,20,14.71,56,41.18,23,16.91,29,21.32,8,5.88,08060
8,61,140,20,14.29,43,30.71,25,17.86,48,34.29,4,2.86,08061
8,62,153,13,8.5,58,37.91,39,25.49,39,25.49,4,2.61,08062
8,63,174,21,12.07,81,46.55,22,12.64,46,26.44,4,2.3,08063
8,64,135,16,11.85,50,37.04,23,17.04,42,31.11,4,2.96,08064
8,65,118,16,13.56,46,38.98,17,14.41,37,31.36,2,1.69,08065
8,66,231,38,16.45,93,40.26,34,14.72,61,26.41,5,2.16,08066
8,67,87,8,9.2,43,49.43,19,21.84,17,19.54,0,0.0,08067
8,68,68,13,19.12,29,42.65,4,5.88,21,30.88,1,1.47,08068
8,69,84,14,16.67,30,35.71,17,20.24,21,25.0,2,2.38,08069
8,70,154,30,19.48,55,35.71,22,14.29,42,27.27,5,3.25,08070
9,1,164,24,14.63,69,42.07,29,17.68,39,23.78,3,1.83,09001
9,2,149,33,22.15,58,38.93,19,12.75,34,22.82,5,3.36,09002
9,3,54,12,22.22,18,33.33,8,14.81,13,24.07,3,5.56,09003
9,4,143,28,19.58,50,34.97,23,16.08,36,25.17,6,4.2,09004
9,5,156,27,17.31,59,37.82,25,16.03,40,25.64,5,3.21,09005
9,6,151,22,14.57,67,44.37,20,13.25,38,25.17,4,2.65,09006
9,7,126,27,21.43,40,31.75,15,11.9,40,31.75,4,3.17,09007
9,8,136,12,8.82,62,45.59,16,11.76,44,32.35,2,1.47,09008
9,9,202,32,15.84,89,44.06,31,15.35,45,22.28,5,2.48,09009
9,10,144,28,19.44,50,34.72,24,16.67,39,27.08,3,2.08,09010
9,11,100,20,20.0,30,30.0,22,22.0,23,23.0,5,5.0,09011
9,12,130,16,12.31,46,35.38,20,15.38,42,32.31,6,4.62,09012
9,13,173,28,16.18,67,38.73,23,13.29,51,29.48,4,2.31,09013
9,14,200,34,17.0,72,36.0,33,16.5,55,27.5,6,3.0,09014
9,15,115,13,11.3,48,41.74,14,12.17,34,29.57,6,5.22,09015
9,16,88,22,25.0,26,29.55,8,9.09,28,31.82,4,4.55,09016
9,17,124,18,14.52,54,43.55,22,17.74,28,22.58,2,1.61,09017
9,18,154,26,16.88,57,37.01,24,15.58,44,28.57,3,1.95,09018
9,19,156,20,12.82,67,42.95,17,10.9,48,30.77,4,2.56,09019
9,20,178,30,16.85,70,39.33,21,11.8,55,30.9,2,1.12,09020
9,21,155,33,21.29,63,40.65,18,11.61,34,21.94,7,4.52,09021
9,22,190,32,16.84,72,37.89,37,19.47,43,22.63,6,3.16,09022
9,23,98,18,18.37,32,32.65,17,17.35,28,28.57,3,3.06,09023
9,24,26,2,7.69,8,30.77,4,15.38,12,46.15,0,0.0,09024
9,25,108,24,22.22,17,15.74,10,9.26,55,50.93,2,1.85,09025
9,26,75,15,20.0,30,40.0,7,9.33,22,29.33,1,1.33,09026
9,27,115,21,18.26,47,40.87,16,13.91,27,23.48,4,3.48,09027
9,28,49,8,16.33,10,20.41,9,18.37,20,40.82,2,4.08,09028
9,29,98,13,13.27,38,38.78,11,11.22,29,29.59,7,7.14,09029
9,30,154,20,12.99,75,48.7,24,15.58,32,20.78,3,1.95,09030
9,31,135,21,15.56,57,42.22,16,11.85,38,28.15,3,2.22,09031
9,32,132,22,16.67,46,34.85,23,17.42,37,28.03,4,3.03,09032
9,33,96,17,17.71,32,33.33,21,21.88,22,22.92,4,4.17,09033
9,34,106,14,13.21,47,44.34,13,12.26,31,29.25,1,0.94,09034
9,35,205,27,13.17,91,44.39,35,17.07,49,23.9,3,1.46,09035
9,36,190,26,13.68,81,42.63,26,13.68,47,24.74,10,5.26,09036
9,37,132,42,31.82,22,16.67,10,7.58,56,42.42,2,1.52,09037
9,38,135,21,15.56,47,34.81,24,17.78,37,27.41,6,4.44,09038
9,39,177,20,11.3,77,43.5,38,21.47,37,20.9,5,2.82,09039
9,40,170,27,15.88,74,43.53,20,11.76,45,26.47,4,2.35,09040
9,41,172,26,15.12,64,37.21,26,15.12,50,29.07,6,3.49,09041
9,42,39,13,33.33,13,33.33,8,20.51,5,12.82,0,0.0,09042
9,43,63,14,22.22,19,30.16,11,17.46,18,28.57,1,1.59,09043
9,44,82,12,14.63,25,30.49,20,24.39,23,28.05,2,2.44,09044
9,45,128,18,14.06,49,38.28,24,18.75,35,27.34,2,1.56,09045
9,46,137,28,20.44,42,30.66,20,14.6,43,31.39,4,2.92,09046
9,47,180,24,13.33,70,38.89,32,17.78,49,27.22,5,2.78,09047
9,48,172,29,16.86,80,46.51,17,9.88,42,24.42,4,2.33,09048
9,49,74,7,9.46,38,51.35,11,14.86,18,24.32,0,0.0,09049
9,50,144,24,16.67,62,43.06,21,14.58,31,21.53,6,4.17,09050
9,51,95,21,22.11,29,30.53,13,13.68,29,30.53,3,3.16,09051
9,52,190,17,8.95,84,44.21,29,15.26,54,28.42,6,3.16,09052
9,53,63,14,22.22,27,42.86,6,9.52,15,23.81,1,1.59,09053
10,1,102,17,16.67,27,26.47,16,15.69,38,37.25,4,3.92,10001
10,2,70,13,18.57,8,11.43,5,7.14,43,61.43,1,1.43,10002
10,3,127,22,17.32,17,13.39,5,3.94,79,62.2,4,3.15,10003
10,4,72,17,23.61,17,23.61,10,13.89,25,34.72,3,4.17,10004
10,5,80,19,23.75,12,15.0,4,5.0,43,53.75,2,2.5,10005
10,6,109,15,13.76,45,41.28,18,16.51,29,26.61,2,1.83,10006
10,7,27,1,3.7,8,29.63,5,18.52,12,44.44,1,3.7,10007
10,8,75,19,25.33,6,8.0,5,6.67,45,60.0,0,0.0,10008
10,9,106,15,14.15,25,23.58,3,2.83,60,56.6,3,2.83,10009
10,10,81,14,17.28,16,19.75,2,2.47,48,59.26,1,1.23,10010
10,11,98,16,16.33,18,18.37,8,8.16,56,57.14,0,0.0,10011
10,12,77,18,23.38,10,12.99,4,5.19,45,58.44,0,0.0,10012
10,13,83,20,24.1,4,4.82,4,4.82,54,65.06,1,1.2,10013
10,14,91,16,17.58,14,15.38,4,4.4,56,61.54,1,1.1,10014
10,15,38,12,31.58,4,10.53,1,2.63,21,55.26,0,0.0,10015
10,16,100,18,18.0,15,15.0,4,4.0,62,62.0,1,1.0,10016
10,17,83,16,19.28,10,12.05,5,6.02,51,61.45,1,1.2,10017
10,18,57,9,15.79,10,17.54,4,7.02,31,54.39,3,5.26,10018
10,19,97,13,13.4,12,12.37,6,6.19,64,65.98,2,2.06,10019
10,20,76,7,9.21,9,11.84,4,5.26,56,73.68,0,0.0,10020
10,21,89,15,16.85,16,17.98,3,3.37,52,58.43,3,3.37,10021
10,22,56,10,17.86,11,19.64,6,10.71,28,50.0,1,1.79,10022
10,23,76,10,13.16,26,34.21,3,3.95,35,46.05,2,2.63,10023
10,24,92,20,21.74,5,5.43,5,5.43,61,66.3,1,1.09,10024
10,25,111,29,26.13,17,15.32,8,7.21,52,46.85,5,4.5,10025
10,26,64,15,23.44,13,20.31,9,14.06,27,42.19,0,0.0,10026
10,27,104,14,13.46,16,15.38,3,2.88,68,65.38,3,2.88,10027
10,28,77,15,19.48,22,28.57,12,15.58,24,31.17,4,5.19,10028
10,29,103,18,17.48,32,31.07,17,16.5,33,32.04,3,2.91,10029
10,30,87,19,21.84,12,13.79,6,6.9,47,54.02,3,3.45,10030
10,31,96,9,9.38,12,12.5,8,8.33,65,67.71,2,2.08,10031
10,32,79,17,21.52,17,21.52,4,5.06,37,46.84,4,5.06,10032
10,33,79,14,17.72,8,10.13,8,10.13,47,59.49,2,2.53,10033
10,34,86,27,31.4,14,16.28,7,8.14,36,41.86,2,2.33,10034
10,35,100,18,18.0,19,19.0,8,8.0,55,55.0,0,0.0,10035
10,36,118,18,15.25,28,23.73,11,9.32,56,47.46,5,4.24,10036
10,37,64,15,23.44,7,10.94,11,17.19,29,45.31,2,3.13,10037
10,38,105,16,15.24,25,23.81,10,9.52,49,46.67,5,4.76,10038
10,39,86,13,15.12,12,13.95,5,5.81,55,63.95,1,1.16,10039
10,40,67,13,19.4,20,29.85,4,5.97,30,44.78,0,0.0,10040
10,41,137,23,16.79,24,17.52,10,7.3,76,55.47,4,2.92,10041
10,42,87,11,12.64,13,14.94,5,5.75,56,64.37,2,2.3,10042
10,43,41,6,14.63,15,36.59,4,9.76,15,36.59,1,2.44,10043
10,44,81,15,18.52,18,22.22,2,2.47,46,56.79,0,0.0,10044
10,45,43,7,16.28,4,9.3,1,2.33,30,69.77,1,2.33,10045
10,46,81,17,20.99,11,13.58,5,6.17,46,56.79,2,2.47,10046
10,47,85,16,18.82,12,14.12,3,3.53,53,62.35,1,1.18,10047
10,48,71,11,15.49,14,19.72,6,8.45,39,54.93,1,1.41,10048
11,1,152,70,46.05,5,3.29,7,4.61,68,44.74,2,1.32,11001
11,2,125,32,25.6,22,17.6,6,4.8,56,44.8,9,7.2,11002
11,3,101,56,55.45,5,4.95,3,2.97,36,35.64,1,0.99,11003
11,4,115,52,45.22,7,6.09,6,5.22,48,41.74,2,1.74,11004
11,5,63,27,42.86,2,3.17,2,3.17,26,41.27,6,9.52,11005
11,6,153,48,31.37,14,9.15,9,5.88,79,51.63,3,1.96,11006
11,7,141,77,54.61,7,4.96,3,2.13,51,36.17,3,2.13,11007
11,8,108,30,27.78,14,12.96,7,6.48,53,49.07,4,3.7,11008
11,9,66,28,42.42,7,10.61,1,1.52,30,45.45,0,0.0,11009
11,10,92,45,48.91,8,8.7,4,4.35,34,36.96,1,1.09,11010
11,11,171,62,36.26,18,10.53,4,2.34,80,46.78,7,4.09,11011
11,12,167,131,78.44,2,1.2,3,1.8,29,17.37,2,1.2,11012
11,13,130,75,57.69,9,6.92,3,2.31,40,30.77,3,2.31,11013
11,14,114,63,55.26,7,6.14,4,3.51,34,29.82,6,5.26,11014
11,15,121,62,51.24,6,4.96,7,5.79,41,33.88,5,4.13,11015
11,16,142,57,40.14,10,7.04,11,7.75,63,44.37,1,0.7,11016
11,17,186,69,37.1,14,7.53,8,4.3,88,47.31,7,3.76,11017
11,18,94,32,34.04,6,6.38,6,6.38,45,47.87,5,5.32,11018
11,19,93,46,49.46,7,7.53,3,3.23,36,38.71,1,1.08,11019
11,20,122,83,68.03,6,4.92,1,0.82,31,25.41,1,0.82,11020
11,21,154,102,66.23,6,3.9,5,3.25,38,24.68,3,1.95,11021
11,22,137,84,61.31,3,2.19,4,2.92,44,32.12,2,1.46,11022
11,23,99,59,59.6,7,7.07,1,1.01,27,27.27,5,5.05,11023
11,24,299,234,78.26,7,2.34,4,1.34,51,17.06,3,1.0,11024
11,25,137,91,66.42,10,7.3,4,2.92,30,21.9,2,1.46,11025
11,26,189,98,51.85,14,7.41,8,4.23,65,34.39,4,2.12,11026
11,27,84,41,48.81,7,8.33,5,5.95,31,36.9,0,0.0,11027
11,28,101,48,47.52,8,7.92,3,2.97,38,37.62,4,3.96,11028
11,29,125,32,25.6,16,12.8,14,11.2,57,45.6,6,4.8,11029
11,30,117,49,41.88,13,11.11,3,2.56,49,41.88,3,2.56,11030
11,31,114,71,62.28,2,1.75,3,2.63,37,32.46,1,0.88,11031
11,32,135,97,71.85,5,3.7,3,2.22,27,20.0,3,2.22,11032
11,33,96,48,50.0,2,2.08,8,8.33,37,38.54,1,1.04,11033
11,34,79,43,54.43,13,16.46,5,6.33,17,21.52,1,1.27,11034
11,35,215,134,62.33,4,1.86,11,5.12,64,29.77,2,0.93,11035
11,36,33,20,60.61,6,18.18,2,6.06,5,15.15,0,0.0,11036
11,37,163,106,65.03,4,2.45,3,1.84,47,28.83,3,1.84,11037
11,38,204,121,59.31,13,6.37,3,1.47,64,31.37,3,1.47,11038
11,39,209,89,42.58,20,9.57,10,4.78,89,42.58,1,0.48,11039
11,40,87,43,49.43,5,5.75,2,2.3,36,41.38,1,1.15,11040
11,41,70,38,54.29,6,8.57,2,2.86,23,32.86,1,1.43,11041
11,42,88,35,39.77,7,7.95,4,4.55,39,44.32,3,3.41,11042
11,43,124,36,29.03,4,3.23,4,3.23,77,62.1,3,2.42,11043
11,44,134,67,50.0,11,8.21,4,2.99,50,37.31,2,1.49,11044
11,45,62,23,37.1,5,8.06,5,8.06,28,45.16,1,1.61,11045
11,46,80,44,55.0,5,6.25,6,7.5,25,31.25,0,0.0,11046
11,47,91,38,41.76,7,7.69,4,4.4,42,46.15,0,0.0,11047
11,48,64,40,62.5,2,3.13,1,1.56,21,32.81,0,0.0,11048
11,49,137,91,66.42,5,3.65,4,2.92,35,25.55,2,1.46,11049
11,50,60,31,51.67,3,5.0,3,5.0,22,36.67,1,1.67,11050
12,1,64,16,25.0,16,25.0,5,7.81,26,40.63,1,1.56,12001
12,2,84,17,20.24,16,19.05,11,13.1,37,44.05,3,3.57,12002
12,3,76,20,26.32,8,10.53,7,9.21,39,51.32,2,2.63,12003
12,4,42,9,21.43,6,14.29,5,11.9,21,50.0,1,2.38,12004
12,5,78,21,26.92,17,21.79,6,7.69,33,42.31,1,1.28,12005
12,6,85,21,24.71,11,12.94,12,14.12,37,43.53,4,4.71,12006
12,7,82,28,34.15,17,20.73,7,8.54,25,30.49,5,6.1,12007
12,8,126,25,19.84,37,29.37,13,10.32,49,38.89,2,1.59,12008
12,9,62,14,22.58,10,16.13,10,16.13,28,45.16,0,0.0,12009
12,10,79,25,31.65,11,13.92,4,5.06,34,43.04,5,6.33,12010
12,11,125,28,22.4,20,16.0,16,12.8,57,45.6,4,3.2,12011
12,12,56,15,26.79,2,3.57,6,10.71,32,57.14,1,1.79,12012
12,13,102,21,20.59,15,14.71,7,6.86,55,53.92,4,3.92,12013
12,14,89,20,22.47,8,8.99,19,21.35,36,40.45,6,6.74,12014
12,15,67,15,22.39,11,16.42,3,4.48,37,55.22,1,1.49,12015
12,16,80,22,27.5,12,15.0,5,6.25,39,48.75,2,2.5,12016
12,17,107,24,22.43,14,13.08,19,17.76,44,41.12,6,5.61,12017
12,18,66,14,21.21,13,19.7,9,13.64,29,43.94,1,1.52,12018
12,19,104,28,26.92,14,13.46,9,8.65,51,49.04,2,1.92,12019
12,20,67,22,32.84,7,10.45,10,14.93,26,38.81,2,2.99,12020
12,21,84,16,19.05,18,21.43,9,10.71,38,45.24,3,3.57,12021
12,22,75,19,25.33,11,14.67,13,17.33,30,40.0,2,2.67,12022
12,23,104,33,31.73,18,17.31,6,5.77,44,42.31,3,2.88,12023
12,24,112,18,16.07,18,16.07,10,8.93,62,55.36,4,3.57,12024
13,1,168,95,56.55,5,2.98,9,5.36,57,33.93,2,1.19,13001
13,2,120,71,59.17,7,5.83,6,5.0,32,26.67,4,3.33,13002
13,3,186,43,23.12,25,13.44,16,8.6,96,51.61,6,3.23,13003
13,4,228,51,22.37,11,4.82,11,4.82,150,65.79,5,2.19,13004
13,5,158,47,29.75,20,12.66,5,3.16,85,53.8,1,0.63,13005
13,6,131,55,41.98,10,7.63,8,6.11,54,41.22,4,3.05,13006
13,7,143,75,52.45,5,3.5,6,4.2,54,37.76,3,2.1,13007
13,8,175,70,40.0,6,3.43,10,5.71,82,46.86,7,4.0,13008
13,9,156,85,54.49,9,5.77,9,5.77,52,33.33,1,0.64,13009
13,10,131,65,49.62,16,12.21,6,4.58,41,31.3,3,2.29,13010
13,11,141,77,54.61,10,7.09,13,9.22,39,27.66,2,1.42,13011
13,12,122,43,35.25,9,7.38,8,6.56,60,49.18,2,1.64,13012
13,13,206,144,69.9,8,3.88,5,2.43,48,23.3,1,0.49,13013
13,14,130,50,38.46,11,8.46,3,2.31,64,49.23,2,1.54,13014
13,15,201,98,48.76,7,3.48,9,4.48,84,41.79,3,1.49,13015
13,16,206,84,40.78,20,9.71,12,5.83,89,43.2,1,0.49,13016
13,17,165,74,44.85,11,6.67,2,1.21,76,46.06,2,1.21,13017
13,18,154,54,35.06,13,8.44,16,10.39,65,42.21,6,3.9,13018
13,19,175,84,48.0,21,12.0,11,6.29,55,31.43,4,2.29,13019
13,20,157,68,43.31,11,7.01,7,4.46,71,45.22,0,0.0,13020
13,21,164,56,34.15,25,15.24,15,9.15,65,39.63,3,1.83,13021
13,22,105,50,47.62,6,5.71,7,6.67,42,40.0,0,0.0,13022
13,23,136,68,50.0,13,9.56,4,2.94,51,37.5,0,0.0,13023
13,24,145,75,51.72,11,7.59,4,2.76,50,34.48,5,3.45,13024
13,25,111,39,35.14,8,7.21,8,7.21,53,47.75,3,2.7,13025
13,26,155,94,60.65,4,2.58,9,5.81,47,30.32,1,0.65,13026
13,27,164,78,47.56,7,4.27,5,3.05,72,43.9,2,1.22,13027
13,28,111,43,38.74,9,8.11,5,4.5,53,47.75,1,0.9,13028
13,29,145,67,46.21,9,6.21,7,4.83,59,40.69,3,2.07,13029
13,30,205,116,56.59,10,4.88,8,3.9,68,33.17,3,1.46,13030
13,31,194,99,51.03,16,8.25,13,6.7,62,31.96,4,2.06,13031
13,32,142,32,22.54,34,23.94,18,12.68,56,39.44,2,1.41,13032
13,33,146,75,51.37,13,8.9,2,1.37,54,36.99,2,1.37,13033
13,34,237,158,66.67,13,5.49,6,2.53,58,24.47,2,0.84,13034
13,35,189,118,62.43,9,4.76,6,3.17,54,28.57,2,1.06,13035
13,36,90,27,30.0,13,14.44,7,7.78,41,45.56,2,2.22,13036
13,37,163,72,44.17,21,12.88,14,8.59,53,32.52,3,1.84,13037
13,38,145,67,46.21,12,8.28,6,4.14,60,41.38,0,0.0,13038
13,39,137,71,51.82,10,7.3,9,6.57,47,34.31,0,0.0,13039
13,40,180,80,44.44,18,10.0,10,5.56,69,38.33,3,1.67,13040
13,41,130,44,33.85,16,12.31,3,2.31,65,50.0,2,1.54,13041
13,42,172,91,52.91,15,8.72,14,8.14,50,29.07,2,1.16,13042
13,43,178,89,50.0,10,5.62,14,7.87,60,33.71,5,2.81,13043
13,44,173,103,59.54,20,11.56,6,3.47,41,23.7,3,1.73,13044
13,45,200,126,63.0,4,2.0,3,1.5,65,32.5,2,1.0,13045
13,46,135,50,37.04,14,10.37,8,5.93,63,46.67,0,0.0,13046
13,47,145,70,48.28,13,8.97,6,4.14,53,36.55,3,2.07,13047
14,1,86,10,11.63,34,39.53,5,5.81,35,40.7,2,2.33,14001
14,2,129,18,13.95,47,36.43,9,6.98,52,40.31,3,2.33,14002
14,3,167,27,16.17,58,34.73,13,7.78,66,39.52,3,1.8,14003
14,4,101,19,18.81,35,34.65,8,7.92,39,38.61,0,0.0,14004
14,5,174,29,16.67,82,47.13,8,4.6,50,28.74,5,2.87,14005
14,6,130,31,23.85,31,23.85,11,8.46,56,43.08,1,0.77,14006
14,7,116,15,12.93,47,40.52,9,7.76,43,37.07,2,1.72,14007
14,8,86,18,20.93,19,22.09,7,8.14,37,43.02,5,5.81,14008
14,9,161,18,11.18,75,46.58,9,5.59,52,32.3,7,4.35,14009
14,10,108,15,13.89,37,34.26,8,7.41,47,43.52,1,0.93,14010
14,11,118,13,11.02,68,57.63,5,4.24,30,25.42,2,1.69,14011
14,12,102,14,13.73,45,44.12,2,1.96,39,38.24,2,1.96,14012
14,13,180,26,14.44,75,41.67,6,3.33,71,39.44,2,1.11,14013
14,14,88,23,26.14,31,35.23,9,10.23,23,26.14,2,2.27,14014
14,15,146,23,15.75,80,54.79,2,1.37,38,26.03,3,2.05,14015
14,16,106,15,14.15,29,27.36,4,3.77,56,52.83,2,1.89,14016
14,17,105,12,11.43,42,40.0,10,9.52,41,39.05,0,0.0,14017
14,18,86,14,16.28,14,16.28,6,6.98,52,60.47,0,0.0,14018
14,19,157,32,20.38,66,42.04,9,5.73,46,29.3,4,2.55,14019
14,20,90,21,23.33,21,23.33,9,10.0,39,43.33,0,0.0,14020
14,21,130,18,13.85,71,54.62,10,7.69,29,22.31,2,1.54,14021
14,22,141,29,20.57,48,34.04,4,2.84,53,37.59,7,4.96,14022
14,23,128,27,21.09,23,17.97,4,3.13,70,54.69,4,3.13,14023
14,24,102,15,14.71,42,41.18,13,12.75,29,28.43,3,2.94,14024
14,25,142,24,16.9,38,26.76,4,2.82,76,53.52,0,0.0,14025
14,26,109,21,19.27,26,23.85,7,6.42,51,46.79,4,3.67,14026
