ward,precinct,total,Terry MacCarthy,Terry MacCarthy Percent,Diann K. Marsalek,Diann K. Marsalek Percent,Sharon Finegan Patterson,Sharon Finegan Patterson Percent,Thomas William Flannigan,Thomas William Flannigan Percent,precinct_id
49,32,72,36,50.0,15,20.83,10,13.89,11,15.28,49032
49,33,91,47,51.65,16,17.58,17,18.68,11,12.09,49033
49,34,94,54,57.45,13,13.83,18,19.15,9,9.57,49034
49,35,137,61,44.53,29,21.17,30,21.9,17,12.41,49035
49,36,160,76,47.5,26,16.25,39,24.38,19,11.88,49036
49,37,147,63,42.86,34,23.13,34,23.13,16,10.88,49037
49,38,69,30,43.48,7,10.14,20,28.99,12,17.39,49038
49,39,83,36,43.37,14,16.87,20,24.1,13,15.66,49039
49,40,88,38,43.18,16,18.18,26,29.55,8,9.09,49040
49,41,90,50,55.56,10,11.11,16,17.78,14,15.56,49041
49,42,106,48,45.28,16,15.09,25,23.58,17,16.04,49042
50,1,150,50,33.33,50,33.33,23,15.33,27,18.0,50001
50,2,125,42,33.6,36,28.8,17,13.6,30,24.0,50002
50,3,118,47,39.83,45,38.14,16,13.56,10,8.47,50003
50,4,106,37,34.91,37,34.91,12,11.32,20,18.87,50004
50,5,111,44,39.64,33,29.73,16,14.41,18,16.22,50005
50,6,91,35,38.46,23,25.27,18,19.78,15,16.48,50006
50,7,170,89,52.35,23,13.53,22,12.94,36,21.18,50007
50,8,70,19,27.14,16,22.86,18,25.71,17,24.29,50008
50,9,88,32,36.36,21,23.86,17,19.32,18,20.45,50009
50,10,70,27,38.57,19,27.14,11,15.71,13,18.57,50010
50,11,106,53,50.0,24,22.64,14,13.21,15,14.15,50011
50,12,112,31,27.68,42,37.5,28,25.0,11,9.82,50012
50,13,105,39,37.14,27,25.71,22,20.95,17,16.19,50013
50,14,74,27,36.49,32,43.24,8,10.81,7,9.46,50014
50,15,156,87,55.77,29,18.59,20,12.82,20,12.82,50015
50,16,68,18,26.47,33,48.53,10,14.71,7,10.29,50016
50,17,81,23,28.4,26,32.1,14,17.28,18,22.22,50017
50,18,93,38,40.86,24,25.81,18,19.35,13,13.98,50018
50,19,88,41,46.59,12,13.64,17,19.32,18,20.45,50019
50,20,92,37,40.22,22,23.91,18,19.57,15,16.3,50020
50,21,123,71,57.72,26,21.14,12,9.76,14,11.38,50021
50,22,74,32,43.24,10,13.51,17,22.97,15,20.27,50022
50,23,74,35,47.3,18,24.32,11,14.86,10,13.51,50023
50,24,79,22,27.85,18,22.78,20,25.32,19,24.05,50024
50,25,97,38,39.18,25,25.77,19,19.59,15,15.46,50025
50,26,54,8,14.81,17,31.48,11,20.37,18,33.33,50026
50,27,54,19,35.19,19,35.19,7,12.96,9,16.67,50027
50,28,95,35,36.84,11,11.58,24,25.26,25,26.32,50028
50,29,90,34,37.78,16,17.78,25,27.78,15,16.67,50029
50,30,101,31,30.69,43,42.57,8,7.92,19,18.81,50030
50,31,39,12,30.77,13,33.33,9,23.08,5,12.82,50031
50,32,84,29,34.52,20,23.81,19,22.62,16,19.05,50032
50,33,59,14,23.73,22,37.29,12,20.34,11,18.64,50033
50,34,86,31,36.05,12,13.95,17,19.77,26,30.23,50034
50,35,142,80,56.34,22,15.49,25,17.61,15,10.56,50035
50,36,120,61,50.83,19,15.83,16,13.33,24,20.0,50036
50,37,118,54,45.76,28,23.73,27,22.88,9,7.63,50037
50,38,96,26,27.08,37,38.54,17,17.71,16,16.67,50038
50,39,71,23,32.39,24,33.8,8,11.27,16,22.54,50039
50,40,105,37,35.24,32,30.48,14,13.33,22,20.95,50040
50,41,155,80,51.61,37,23.87,16,10.32,22,14.19,50041
50,42,132,58,43.94,30,22.73,24,18.18,20,15.15,50042
50,43,79,35,44.3,21,26.58,13,16.46,10,12.66,50043
50,44,77,28,36.36,18,23.38,14,18.18,17,22.08,50044
50,45,52,23,44.23,17,32.69,5,9.62,7,13.46,50045
