ward,precinct,total,William H. Hooks,William H. Hooks Percent,William Burnett Raines,William Burnett Raines Percent,precinct_id
13,29,137,89,64.96,18,13.14,13029
13,30,205,134,65.37,28,13.66,13030
13,31,190,123,64.74,31,16.32,13031
13,32,136,76,55.88,22,16.18,13032
13,33,143,101,70.63,18,12.59,13033
13,34,232,188,81.03,24,10.34,13034
13,35,183,132,72.13,24,13.11,13035
13,36,87,45,51.72,16,18.39,13036
13,37,153,97,63.4,21,13.73,13037
13,38,138,89,64.49,20,14.49,13038
13,39,133,98,73.68,10,7.52,13039
13,40,174,105,60.34,27,15.52,13040
13,41,122,60,49.18,30,24.59,13041
13,42,165,106,64.24,33,20.0,13042
13,43,174,110,63.22,33,18.97,13043
13,44,166,129,77.71,18,10.84,13044
13,45,185,138,74.59,24,12.97,13045
13,46,131,65,49.62,28,21.37,13046
13,47,143,83,58.04,29,20.28,13047
14,1,83,47,56.63,13,15.66,14001
14,2,124,68,54.84,33,26.61,14002
14,3,164,92,56.1,35,21.34,14003
14,4,97,64,65.98,10,10.31,14004
14,5,172,122,70.93,24,13.95,14005
14,6,125,60,48.0,30,24.0,14006
14,7,111,65,58.56,17,15.32,14007
14,8,83,50,60.24,11,13.25,14008
14,9,161,103,63.98,24,14.91,14009
14,10,104,58,55.77,24,23.08,14010
14,11,119,92,77.31,15,12.61,14011
14,12,97,63,64.95,9,9.28,14012
14,13,176,112,63.64,21,11.93,14013
14,14,87,54,62.07,11,12.64,14014
14,15,145,101,69.66,11,7.59,14015
14,16,104,57,54.81,17,16.35,14016
14,17,102,60,58.82,15,14.71,14017
14,18,84,37,44.05,21,25.0,14018
14,19,156,96,61.54,34,21.79,14019
14,20,87,45,51.72,16,18.39,14020
14,21,128,95,74.22,14,10.94,14021
14,22,132,83,62.88,21,15.91,14022
14,23,122,63,51.64,26,21.31,14023
14,24,99,62,62.63,16,16.16,14024
14,25,136,62,45.59,31,22.79,14025
14,26,107,48,44.86,30,28.04,14026
14,27,168,90,53.57,34,20.24,14027
14,28,137,74,54.01,29,21.17,14028
14,29,147,94,63.95,23,15.65,14029
14,30,102,66,64.71,12,11.76,14030
14,31,113,92,81.42,11,9.73,14031
14,32,110,71,64.55,20,18.18,14032
14,33,94,67,71.28,9,9.57,14033
14,34,127,89,70.08,18,14.17,14034
14,35,105,64,60.95,17,16.19,14035
15,1,74,42,56.76,12,16.22,15001
15,2,66,27,40.91,20,30.3,15002
15,3,67,27,40.3,24,35.82,15003
15,4,69,32,46.38,16,23.19,15004
15,5,57,28,49.12,19,33.33,15005
15,6,73,31,42.47,21,28.77,15006
15,7,63,22,34.92,25,39.68,15007
15,8,89,38,42.7,22,24.72,15008
15,9,81,38,46.91,21,25.93,15009
15,10,66,26,39.39,22,33.33,15010
15,11,81,47,58.02,20,24.69,15011
15,12,53,27,50.94,14,26.42,15012
15,13,52,22,42.31,17,32.69,15013
15,14,95,40,42.11,22,23.16,15014
15,15,57,22,38.6,19,33.33,15015
15,16,65,21,32.31,22,33.85,15016
15,17,76,40,52.63,22,28.95,15017
15,18,45,24,53.33,13,28.89,15018
15,19,82,30,36.59,23,28.05,15019
15,20,54,24,44.44,16,29.63,15020
15,21,80,42,52.5,20,25.0,15021
15,22,95,33,34.74,39,41.05,15022
15,23,59,23,38.98,17,28.81,15023
15,24,67,21,31.34,26,38.81,15024
15,25,61,24,39.34,21,34.43,15025
15,26,78,31,39.74,20,25.64,15026
15,27,72,31,43.06,24,33.33,15027
15,28,92,35,38.04,20,21.74,15028
15,29,31,14,45.16,12,38.71,15029
15,30,70,26,37.14,28,40.0,15030
15,31,46,28,60.87,7,15.22,15031
15,32,77,37,48.05,19,24.68,15032
15,33,43,16,37.21,14,32.56,15033
15,34,53,23,43.4,19,35.85,15034
15,35,93,42,45.16,30,32.26,15035
15,36,64,33,51.56,17,26.56,15036
15,37,61,32,52.46,17,27.87,15037
15,38,61,27,44.26,21,34.43,15038
15,39,63,27,42.86,13,20.63,15039
15,40,62,29,46.77,12,19.35,15040
15,41,108,50,46.3,29,26.85,15041
15,42,53,22,41.51,26,49.06,15042
15,43,69,22,31.88,22,31.88,15043
15,44,97,35,36.08,33,34.02,15044
15,45,40,18,45.0,10,25.0,15045
15,46,44,23,52.27,15,34.09,15046
15,47,85,33,38.82,29,34.12,15047
15,48,51,24,47.06,15,29.41,15048
15,49,51,23,45.1,17,33.33,15049
15,50,73,36,49.32,22,30.14,15050
15,51,46,19,41.3,13,28.26,15051
15,52,60,30,50.0,18,30.0,15052
16,1,40,20,50.0,6,15.0,16001
16,2,61,36,59.02,15,24.59,16002
16,3,77,39,50.65,22,28.57,16003
16,4,57,22,38.6,14,24.56,16004
16,5,71,36,50.7,21,29.58,16005
16,6,38,12,31.58,10,26.32,16006
16,7,78,42,53.85,23,29.49,16007
16,8,68,28,41.18,28,41.18,16008
16,9,124,55,44.35,36,29.03,16009
16,10,115,52,45.22,30,26.09,16010
16,11,74,37,50.0,25,33.78,16011
16,12,43,22,51.16,11,25.58,16012
16,13,55,22,40.0,17,30.91,16013
16,14,69,29,42.03,23,33.33,16014
16,15,97,39,40.21,35,36.08,16015
16,16,72,32,44.44,25,34.72,16016
16,17,85,40,47.06,19,22.35,16017
16,18,77,38,49.35,26,33.77,16018
16,19,92,49,53.26,28,30.43,16019
16,20,68,38,55.88,11,16.18,16020
16,21,67,30,44.78,13,19.4,16021
16,22,81,39,48.15,27,33.33,16022
16,23,65,39,60.0,16,24.62,16023
16,24,42,19,45.24,11,26.19,16024
16,25,53,27,50.94,12,22.64,16025
16,26,82,41,50.0,28,34.15,16026
16,27,113,53,46.9,27,23.89,16027
16,28,91,41,45.05,32,35.16,16028
16,29,48,23,47.92,15,31.25,16029
16,30,58,23,39.66,22,37.93,16030
16,31,94,41,43.62,27,28.72,16031
16,32,71,31,43.66,12,16.9,16032
16,33,69,32,46.38,24,34.78,16033
16,34,55,32,58.18,14,25.45,16034
16,35,78,36,46.15,23,29.49,16035
16,36,65,35,53.85,19,29.23,16036
16,37,42,22,52.38,12,28.57,16037
16,38,51,20,39.22,20,39.22,16038
16,39,92,32,34.78,29,31.52,16039
16,40,82,44,53.66,19,23.17,16040
16,41,43,26,60.47,8,18.6,16041
16,42,45,27,60.0,7,15.56,16042
16,43,78,38,48.72,25,32.05,16043
16,44,65,27,41.54,17,26.15,16044
17,1,54,20,37.04,17,31.48,17001
17,2,97,45,46.39,32,32.99,17002
17,3,44,20,45.45,16,36.36,17003
17,4,143,81,56.64,41,28.67,17004
17,5,82,43,52.44,20,24.39,17005
17,6,61,23,37.7,20,32.79,17006
17,7,82,47,57.32,19,23.17,17007
17,8,78,38,48.72,21,26.92,17008
17,9,72,39,54.17,21,29.17,17009
17,10,110,67,60.91,26,23.64,17010
17,11,104,50,48.08,27,25.96,17011
17,12,163,83,50.92,48,29.45,17012
17,13,63,39,61.9,14,22.22,17013
17,14,80,39,48.75,23,28.75,17014
17,15,114,48,42.11,33,28.95,17015
17,16,67,35,52.24,15,22.39,17016
17,17,54,33,61.11,11,20.37,17017
17,18,119,62,52.1,33,27.73,17018
17,19,41,23,56.1,3,7.32,17019
17,20,78,36,46.15,25,32.05,17020
17,21,165,112,67.88,33,20.0,17021
17,22,104,61,58.65,20,19.23,17022
17,23,55,26,47.27,11,20.0,17023
17,24,102,50,49.02,27,26.47,17024
17,25,65,31,47.69,20,30.77,17025
17,26,118,51,43.22,33,27.97,17026
17,27,140,63,45.0,50,35.71,17027
17,28,86,38,44.19,33,38.37,17028
17,29,112,56,50.0,33,29.46,17029
17,30,124,65,52.42,30,24.19,17030
17,31,74,42,56.76,20,27.03,17031
17,32,101,51,50.5,23,22.77,17032
17,33,73,44,60.27,16,21.92,17033
17,34,83,43,51.81,20,24.1,17034
17,35,81,46,56.79,19,23.46,17035
17,36,54,27,50.0,16,29.63,17036
17,37,83,44,53.01,20,24.1,17037
17,38,86,48,55.81,22,25.58,17038
17,39,69,33,47.83,19,27.54,17039
17,40,66,32,48.48,18,27.27,17040
17,41,75,35,46.67,17,22.67,17041
17,42,71,40,56.34,22,30.99,17042
17,43,58,23,39.66,18,31.03,17043
17,44,53,25,47.17,11,20.75,17044
17,45,45,24,53.33,13,28.89,17045
17,46,92,41,44.57,29,31.52,17046
17,47,53,24,45.28,13,24.53,17047
17,48,103,51,49.51,22,21.36,17048
17,49,58,34,58.62,17,29.31,17049
17,50,78,41,52.56,19,24.36,17050
17,51,109,49,44.95,32,29.36,17051
17,52,120,72,60.0,26,21.67,17052
17,53,120,69,57.5,24,20.0,17053
17,54,131,79,60.31,29,22.14,17054
17,55,92,40,43.48,32,34.78,17055
17,56,97,48,49.48,31,31.96,17056
17,57,110,60,54.55,30,27.27,17057
17,58,81,49,60.49,19,23.46,17058
17,59,54,26,48.15,14,25.93,17059
17,60,126,50,39.68,36,28.57,17060
17,61,90,41,45.56,29,32.22,17061
17,62,56,35,62.5,10,17.86,17062
17,63,44,25,56.82,8,18.18,17063
17,64,64,24,37.5,20,31.25,17064
18,1,68,33,48.53,12,17.65,18001
18,2,130,62,47.69,34,26.15,18002
18,3,121,58,47.93,29,23.97,18003
18,4,166,84,50.6,48,28.92,18004
18,5,104,50,48.08,35,33.65,18005
18,6,121,64,52.89,32,26.45,18006
18,7,115,50,43.48,24,20.87,18007
18,8,65,42,64.62,12,18.46,18008
18,9,183,96,52.46,44,24.04,18009
18,10,249,131,52.61,58,23.29,18010
18,11,121,53,43.8,32,26.45,18011
18,12,203,120,59.11,50,24.63,18012
18,13,155,81,52.26,30,19.35,18013
18,14,165,86,52.12,48,29.09,18014
18,15,73,31,42.47,20,27.4,18015
18,16,151,75,49.67,39,25.83,18016
18,17,126,81,64.29,23,18.25,18017
18,18,158,85,53.8,39,24.68,18018
18,19,190,113,59.47,49,25.79,18019
18,20,127,69,54.33,32,25.2,18020
18,21,206,103,50.0,50,24.27,18021
18,22,175,89,50.86,50,28.57,18022
18,23,116,54,46.55,31,26.72,18023
18,24,190,103,54.21,43,22.63,18024
18,25,162,90,55.56,40,24.69,18025
18,26,135,89,65.93,28,20.74,18026
18,27,124,65,52.42,36,29.03,18027
18,28,140,65,46.43,43,30.71,18028
18,29,138,69,50.0,29,21.01,18029
18,30,111,62,55.86,25,22.52,18030
18,31,98,32,32.65,30,30.61,18031
18,32,213,103,48.36,52,24.41,18032
18,33,118,58,49.15,30,25.42,18033
18,34,254,168,66.14,41,16.14,18034
18,35,205,118,57.56,47,22.93,18035
18,36,102,54,52.94,23,22.55,18036
18,37,133,68,51.13,35,26.32,18037
18,38,157,93,59.24,40,25.48,18038
18,39,102,52,50.98,22,21.57,18039
18,40,189,112,59.26,38,20.11,18040
18,41,131,66,50.38,27,20.61,18041
18,42,81,37,45.68,24,29.63,18042
18,43,78,39,50.0,19,24.36,18043
18,44,84,41,48.81,24,28.57,18044
18,45,176,106,60.23,42,23.86,18045
18,46,146,79,54.11,37,25.34,18046
18,47,93,51,54.84,20,21.51,18047
18,48,81,35,43.21,14,17.28,18048
18,49,94,52,55.32,24,25.53,18049
18,50,120,58,48.33,31,25.83,18050
18,51,184,99,53.8,54,29.35,18051
18,52,169,87,51.48,43,25.44,18052
18,53,105,64,60.95,19,18.1,18053
18,54,148,81,54.73,38,25.68,18054
18,55,140,75,53.57,31,22.14,18055
18,56,89,43,48.31,29,32.58,18056
18,57,93,42,45.16,24,25.81,18057
18,58,101,56,55.45,20,19.8,18058
18,59,129,73,56.59,30,23.26,18059
18,60,157,81,51.59,37,23.57,18060
18,61,129,60,46.51,36,27.91,18061
18,62,99,48,48.48,24,24.24,18062
19,1,238,139,58.4,52,21.85,19001
19,2,195,116,59.49,37,18.97,19002
19,3,151,84,55.63,32,21.19,19003
19,4,199,129,64.82,38,19.1,19004
19,5,232,137,59.05,43,18.53,19005
19,6,169,81,47.93,35,20.71,19006
19,7,220,106,48.18,57,25.91,19007
19,8,129,64,49.61,31,24.03,19008
19,9,138,74,53.62,33,23.91,19009
19,10,309,186,60.19,57,18.45,19010
19,11,210,127,60.48,35,16.67,19011
19,12,155,97,62.58,27,17.42,19012
19,13,141,69,48.94,43,30.5,19013
19,14,116,70,60.34,21,18.1,19014
19,15,139,66,47.48,40,28.78,19015
19,16,229,143,62.45,33,14.41,19016
19,17,207,98,47.34,61,29.47,19017
19,18,250,153,61.2,47,18.8,19018
19,19,207,130,62.8,27,13.04,19019
19,20,191,103,53.93,41,21.47,19020
19,21,139,55,39.57,45,32.37,19021
19,22,228,143,62.72,28,12.28,19022
19,23,234,127,54.27,56,23.93,19023
19,24,181,118,65.19,30,16.57,19024
19,25,236,130,55.08,46,19.49,19025
19,26,234,131,55.98,44,18.8,19026
19,27,139,62,44.6,34,24.46,19027
19,28,223,128,57.4,44,19.73,19028
19,29,139,62,44.6,39,28.06,19029
19,30,163,92,56.44,34,20.86,19030
19,31,211,127,60.19,33,15.64,19031
19,32,215,115,53.49,56,26.05,19032
19,33,191,116,60.73,37,19.37,19033
19,34,235,153,65.11,32,13.62,19034
19,35,232,148,63.79,37,15.95,19035
19,36,236,122,51.69,53,22.46,19036
19,37,219,119,54.34,42,19.18,19037
19,38,206,117,56.8,38,18.45,19038
19,39,75,40,53.33,17,22.67,19039
19,40,202,117,57.92,50,24.75,19040
19,41,134,68,50.75,33,24.63,19041
19,42,205,101,49.27,39,19.02,19042
19,43,218,133,61.01,40,18.35,19043
19,44,166,93,56.02,38,22.89,19044
19,45,218,113,51.83,51,23.39,19045
19,46,261,159,60.92,55,21.07,19046
19,47,166,105,63.25,30,18.07,19047
19,48,149,80,53.69,40,26.85,19048
19,49,254,145,57.09,48,18.9,19049
19,50,183,92,50.27,52,28.42,19050
19,51,143,73,51.05,26,18.18,19051
19,52,139,73,52.52,28,20.14,19052
19,53,216,115,53.24,44,20.37,19053
19,54,114,57,50.0,26,22.81,19054
19,55,160,89,55.63,34,21.25,19055
19,56,236,139,58.9,39,16.53,19056
19,57,209,105,50.24,45,21.53,19057
19,58,191,114,59.69,36,18.85,19058
19,59,164,82,50.0,42,25.61,19059
19,60,146,75,51.37,32,21.92,19060
19,61,268,177,66.04,44,16.42,19061
19,62,194,98,50.52,46,23.71,19062
19,63,152,94,61.84,26,17.11,19063
19,64,206,118,57.28,45,21.84,19064
19,65,154,78,50.65,36,23.38,19065
19,66,168,82,48.81,36,21.43,19066
20,1,103,52,50.49,26,25.24,20001
20,2,88,41,46.59,28,31.82,20002
20,3,79,42,53.16,18,22.78,20003
20,4,71,34,47.89,14,19.72,20004
20,5,75,36,48.0,19,25.33,20005
20,6,130,62,47.69,47,36.15,20006
20,7,22,8,36.36,8,36.36,20007
20,8,41,18,43.9,12,29.27,20008
20,9,143,68,47.55,43,30.07,20009
20,10,72,35,48.61,20,27.78,20010
20,11,60,25,41.67,17,28.33,20011
20,12,59,30,50.85,18,30.51,20012
20,13,83,37,44.58,20,24.1,20013
20,14,125,73,58.4,32,25.6,20014
20,15,74,38,51.35,22,29.73,20015
20,16,142,82,57.75,25,17.61,20016
20,17,71,21,29.58,31,43.66,20017
20,18,67,32,47.76,17,25.37,20018
20,19,68,30,44.12,16,23.53,20019
20,20,41,20,48.78,15,36.59,20020
20,21,49,22,44.9,15,30.61,20021
20,22,149,83,55.7,27,18.12,20022
20,23,113,57,50.44,34,30.09,20023
20,24,101,57,56.44,26,25.74,20024
20,25,87,47,54.02,23,26.44,20025
20,26,113,54,47.79,25,22.12,20026
20,27,76,29,38.16,29,38.16,20027
20,28,95,47,49.47,19,20.0,20028
20,29,101,57,56.44,23,22.77,20029
20,30,96,42,43.75,27,28.13,20030
20,31,132,46,34.85,38,28.79,20031
20,32,68,35,51.47,19,27.94,20032
20,33,98,51,52.04,25,25.51,20033
20,34,145,81,55.86,32,22.07,20034
20,35,35,22,62.86,10,28.57,20035
20,36,88,38,43.18,25,28.41,20036
20,37,107,57,53.27,27,25.23,20037
20,38,22,13,59.09,7,31.82,20038
20,39,80,42,52.5,26,32.5,20039
20,40,74,30,40.54,23,31.08,20040
20,41,37,15,40.54,9,24.32,20041
20,42,87,44,50.57,28,32.18,20042
20,43,17,7,41.18,3,17.65,20043
20,44,139,78,56.12,36,25.9,20044
20,45,42,17,40.48,18,42.86,20045
20,46,89,47,52.81,23,25.84,20046
20,47,71,33,46.48,23,32.39,20047
20,48,44,22,50.0,8,18.18,20048
20,49,62,37,59.68,15,24.19,20049
20,50,36,18,50.0,11,30.56,20050
21,1,224,136,60.71,42,18.75,21001
21,2,122,70,57.38,31,25.41,21002
21,3,123,72,58.54,28,22.76,21003
21,4,136,67,49.26,43,31.62,21004
21,5,146,85,58.22,36,24.66,21005
21,6,101,53,52.48,23,22.77,21006
21,7,158,93,58.86,33,20.89,21007
21,8,162,92,56.79,37,22.84,21008
21,9,155,76,49.03,42,27.1,21009
21,10,101,49,48.51,33,32.67,21010
21,11,132,65,49.24,38,28.79,21011
21,12,151,83,54.97,35,23.18,21012
21,13,62,41,66.13,13,20.97,21013
21,14,132,75,56.82,32,24.24,21014
21,15,107,62,57.94,23,21.5,21015
21,16,128,53,41.41,43,33.59,21016
21,17,134,73,54.48,26,19.4,21017
21,18,133,88,66.17,24,18.05,21018
21,19,127,62,48.82,37,29.13,21019
21,20,95,58,61.05,16,16.84,21020
21,21,154,82,53.25,48,31.17,21021
21,22,124,76,61.29,25,20.16,21022
21,23,119,69,57.98,29,24.37,21023
21,24,163,110,67.48,30,18.4,21024
21,25,131,78,59.54,33,25.19,21025
21,26,127,77,60.63,26,20.47,21026
21,27,165,85,51.52,48,29.09,21027
21,28,98,50,51.02,23,23.47,21028
21,29,64,31,48.44,17,26.56,21029
21,30,94,54,57.45,18,19.15,21030
21,31,168,90,53.57,38,22.62,21031
21,32,113,72,63.72,22,19.47,21032
21,33,142,73,51.41,37,26.06,21033
21,34,158,97,61.39,33,20.89,21034
21,35,71,38,53.52,18,25.35,21035
21,36,99,47,47.47,32,32.32,21036
21,37,123,67,54.47,31,25.2,21037
21,38,137,69,50.36,38,27.74,21038
21,39,111,63,56.76,32,28.83,21039
21,40,150,97,64.67,36,24.0,21040
21,41,99,59,59.6,24,24.24,21041
21,42,152,69,45.39,46,30.26,21042
21,43,126,77,61.11,22,17.46,21043
21,44,131,78,59.54,32,24.43,21044
21,45,138,94,68.12,29,21.01,21045
21,46,89,56,62.92,19,21.35,21046
21,47,193,116,60.1,50,25.91,21047
21,48,156,94,60.26,33,21.15,21048
21,49,180,100,55.56,40,22.22,21049
21,50,136,79,58.09,31,22.79,21050
21,51,157,92,58.6,37,23.57,21051
21,52,131,73,55.73,34,25.95,21052
21,53,115,54,46.96,30,26.09,21053
21,54,160,100,62.5,36,22.5,21054
21,55,128,72,56.25,28,21.88,21055
21,56,104,59,56.73,22,21.15,21056
21,57,116,60,51.72,28,24.14,21057
21,58,107,62,57.94,24,22.43,21058
21,59,157,89,56.69,39,24.84,21059
21,60,148,86,58.11,34,22.97,21060
21,61,143,72,50.35,41,28.67,21061
21,62,127,71,55.91,33,25.98,21062
21,63,125,70,56.0,31,24.8,21063
21,64,76,45,59.21,21,27.63,21064
21,65,231,141,61.04,52,22.51,21065
21,66,108,50,46.3,29,26.85,21066
21,67,128,76,59.38,29,22.66,21067
21,68,132,79,59.85,28,21.21,21068
21,69,103,57,55.34,24,23.3,21069
21,70,120,64,53.33,31,25.83,21070
21,71,117,64,54.7,31,26.5,21071
21,72,140,72,51.43,45,32.14,21072
21,73,129,76,58.91,22,17.05,21073
21,74,44,31,70.45,8,18.18,21074
22,1,72,27,37.5,20,27.78,22001
22,2,64,27,42.19,18,28.13,22002
22,3,121,60,49.59,35,28.93,22003
22,4,78,38,48.72,17,21.79,22004
22,5,110,56,50.91,18,16.36,22005
22,6,99,62,62.63,11,11.11,22006
22,7,102,56,54.9,23,22.55,22007
22,8,55,26,47.27,14,25.45,22008
22,9,94,42,44.68,27,28.72,22009
22,10,105,55,52.38,26,24.76,22010
22,11,81,35,43.21,16,19.75,22011
22,12,73,31,42.47,15,20.55,22012
22,13,118,60,50.85,28,23.73,22013
22,14,51,30,58.82,7,13.73,22014
22,15,60,36,60.0,11,18.33,22015
22,16,108,47,43.52,24,22.22,22016
22,17,111,48,43.24,26,23.42,22017
22,18,104,59,56.73,15,14.42,22018
22,19,56,24,42.86,20,35.71,22019
22,20,107,57,53.27,18,16.82,22020
22,21,104,59,56.73,29,27.88,22021
22,22,61,30,49.18,14,22.95,22022
22,23,126,73,57.94,21,16.67,22023
22,24,79,33,41.77,17,21.52,22024
22,25,86,42,48.84,14,16.28,22025
22,26,78,28,35.9,18,23.08,22026
22,27,127,65,51.18,28,22.05,22027
22,28,62,32,51.61,14,22.58,22028
22,29,54,28,51.85,9,16.67,22029
23,1,151,57,37.75,31,20.53,23001
23,2,197,70,35.53,54,27.41,23002
23,3,135,49,36.3,41,30.37,23003
23,4,147,59,40.14,35,23.81,23004
23,5,114,50,43.86,26,22.81,23005
23,6,158,70,44.3,39,24.68,23006
23,7,142,57,40.14,30,21.13,23007
23,8,130,50,38.46,36,27.69,23008
23,9,167,63,37.72,51,30.54,23009
23,10,183,56,30.6,51,27.87,23010
23,11,174,82,47.13,38,21.84,23011
23,12,148,51,34.46,43,29.05,23012
23,13,178,72,40.45,44,24.72,23013
23,14,113,52,46.02,26,23.01,23014
23,15,133,50,37.59,40,30.08,23015
23,16,166,62,37.35,43,25.9,23016
23,17,177,71,40.11,35,19.77,23017
23,18,105,53,50.48,25,23.81,23018
23,19,126,42,33.33,36,28.57,23019
23,20,125,35,28.0,40,32.0,23020
23,21,124,59,47.58,38,30.65,23021
23,22,147,56,38.1,45,30.61,23022
23,23,128,45,35.16,40,31.25,23023
23,24,102,47,46.08,32,31.37,23024
23,25,109,49,44.95,29,26.61,23025
23,26,148,55,37.16,40,27.03,23026
23,27,137,56,40.88,30,21.9,23027
23,28,165,54,32.73,50,30.3,23028
23,29,133,59,44.36,26,19.55,23029
23,30,132,52,39.39,27,20.45,23030
23,31,149,62,41.61,46,30.87,23031
23,32,184,75,40.76,52,28.26,23032
23,33,168,59,35.12,53,31.55,23033
23,34,105,37,35.24,29,27.62,23034
23,35,92,49,53.26,26,28.26,23035
23,36,182,66,36.26,58,31.87,23036
23,37,120,62,51.67,36,30.0,23037
23,38,125,47,37.6,31,24.8,23038
23,39,127,53,41.73,29,22.83,23039
23,40,136,57,41.91,36,26.47,23040
23,41,143,61,42.66,33,23.08,23041
23,42,132,47,35.61,35,26.52,23042
23,43,171,54,31.58,53,30.99,23043
23,44,161,82,50.93,33,20.5,23044
23,45,158,58,36.71,40,25.32,23045
23,46,139,57,41.01,39,28.06,23046
23,47,175,62,35.43,50,28.57,23047
23,48,129,59,45.74,31,24.03,23048
23,49,201,63,31.34,58,28.86,23049
23,50,108,42,38.89,30,27.78,23050
23,51,170,67,39.41,41,24.12,23051
23,52,190,69,36.32,48,25.26,23052
23,53,103,41,39.81,23,22.33,23053
23,54,172,64,37.21,42,24.42,23054
24,1,117,50,42.74,36,30.77,24001
24,2,59,25,42.37,21,35.59,24002
24,3,83,36,43.37,29,34.94,24003
24,4,94,35,37.23,34,36.17,24004
24,5,61,30,49.18,19,31.15,24005
24,6,108,51,47.22,25,23.15,24006
24,7,78,33,42.31,22,28.21,24007
24,8,70,28,40.0,30,42.86,24008
24,9,68,32,47.06,21,30.88,24009
24,10,87,35,40.23,34,39.08,24010
24,11,56,23,41.07,22,39.29,24011
24,12,68,20,29.41,30,44.12,24012
24,13,90,31,34.44,33,36.67,24013
24,14,105,44,41.9,38,36.19,24014
24,15,75,36,48.0,28,37.33,24015
24,16,58,33,56.9,17,29.31,24016
24,17,65,17,26.15,34,52.31,24017
24,18,58,20,34.48,16,27.59,24018
24,19,57,22,38.6,23,40.35,24019
24,20,96,27,28.13,38,39.58,24020
24,21,33,10,30.3,11,33.33,24021
24,22,90,42,46.67,34,37.78,24022
24,23,78,25,32.05,38,48.72,24023
24,24,49,19,38.78,15,30.61,24024
24,25,93,40,43.01,24,25.81,24025
24,26,82,34,41.46,25,30.49,24026
24,27,54,23,42.59,17,31.48,24027
24,28,113,45,39.82,44,38.94,24028
24,29,97,40,41.24,32,32.99,24029
24,30,70,27,38.57,22,31.43,24030
24,31,82,29,35.37,32,39.02,24031
24,32,76,29,38.16,32,42.11,24032
24,33,70,30,42.86,30,42.86,24033
24,34,106,41,38.68,33,31.13,24034
24,35,119,45,37.82,42,35.29,24035
24,36,66,30,45.45,22,33.33,24036
24,37,111,40,36.04,44,39.64,24037
24,38,114,58,50.88,26,22.81,24038
24,39,69,33,47.83,20,28.99,24039
24,40,131,60,45.8,41,31.3,24040
24,41,72,29,40.28,26,36.11,24041
24,42,52,24,46.15,15,28.85,24042
24,43,102,39,38.24,37,36.27,24043
24,44,135,68,50.37,38,28.15,24044
24,45,75,38,50.67,22,29.33,24045
24,46,113,55,48.67,35,30.97,24046
24,47,75,31,41.33,24,32.0,24047
24,48,52,28,53.85,15,28.85,24048
24,49,156,61,39.1,54,34.62,24049
24,50,141,56,39.72,56,39.72,24050
24,51,122,43,35.25,49,40.16,24051
24,52,77,28,36.36,30,38.96,24052
24,53,92,41,44.57,22,23.91,24053
24,54,100,55,55.0,25,25.0,24054
24,55,76,41,53.95,20,26.32,24055
24,56,125,63,50.4,28,22.4,24056
25,1,111,51,45.95,23,20.72,25001
25,2,132,48,36.36,33,25.0,25002
25,3,83,37,44.58,18,21.69,25003
25,4,121,56,46.28,30,24.79,25004
25,5,105,25,23.81,33,31.43,25005
25,6,64,20,31.25,23,35.94,25006
25,7,90,37,41.11,22,24.44,25007
25,8,112,50,44.64,11,9.82,25008
25,9,140,62,44.29,31,22.14,25009
25,10,55,19,34.55,13,23.64,25010
25,11,123,34,27.64,37,30.08,25011
25,12,92,33,35.87,22,23.91,25012
25,13,126,52,41.27,31,24.6,25013
25,14,54,19,35.19,11,20.37,25014
25,15,111,37,33.33,28,25.23,25015
25,16,49,22,44.9,9,18.37,25016
25,17,141,61,43.26,38,26.95,25017
25,18,102,47,46.08,26,25.49,25018
25,19,108,42,38.89,24,22.22,25019
25,20,127,48,37.8,31,24.41,25020
25,21,81,56,69.14,7,8.64,25021
25,22,52,15,28.85,14,26.92,25022
25,23,111,44,39.64,28,25.23,25023
25,24,133,46,34.59,31,23.31,25024
25,25,91,43,47.25,24,26.37,25025
25,26,69,25,36.23,17,24.64,25026
25,27,77,36,46.75,21,27.27,25027
25,28,145,77,53.1,33,22.76,25028
25,29,199,97,48.74,51,25.63,25029
25,30,112,38,33.93,17,15.18,25030
25,31,68,23,33.82,17,25.0,25031
26,1,44,17,38.64,17,38.64,26001
26,2,80,31,38.75,31,38.75,26002
26,3,56,17,30.36,19,33.93,26003
26,4,39,25,64.1,5,12.82,26004
26,5,85,34,40.0,23,27.06,26005
26,6,39,20,51.28,9,23.08,26006
26,7,34,15,44.12,12,35.29,26007
26,8,37,12,32.43,13,35.14,26008
26,9,27,6,22.22,10,37.04,26009
26,10,48,14,29.17,19,39.58,26010
26,11,62,26,41.94,20,32.26,26011
26,12,46,22,47.83,12,26.09,26012
26,13,70,41,58.57,10,14.29,26013
26,14,55,21,38.18,15,27.27,26014
26,15,57,27,47.37,13,22.81,26015
26,16,47,16,34.04,16,34.04,26016
26,17,37,16,43.24,8,21.62,26017
26,18,37,19,51.35,7,18.92,26018
26,19,119,50,42.02,35,29.41,26019
26,20,66,28,42.42,17,25.76,26020
26,21,51,15,29.41,19,37.25,26021
26,22,35,14,40.0,9,25.71,26022
26,23,42,15,35.71,12,28.57,26023
26,24,39,16,41.03,6,15.38,26024
26,25,34,11,32.35,10,29.41,26025
26,26,34,19,55.88,7,20.59,26026
26,27,62,29,46.77,20,32.26,26027
26,28,49,26,53.06,9,18.37,26028
