ward,precinct,total,S. Raja Krishnamoorthi,S. Raja Krishnamoorthi Percent,Clinton A. ''Clint'' Krislov,Clinton A. ''Clint'' Krislov Percent,precinct_id
13,26,163,24,14.72,13,7.98,13026
13,27,169,57,33.73,7,4.14,13027
13,28,102,20,19.61,16,15.69,13028
13,29,143,37,25.87,13,9.09,13029
13,30,215,51,23.72,12,5.58,13030
13,31,200,52,26.0,11,5.5,13031
13,32,152,56,36.84,8,5.26,13032
13,33,150,35,23.33,10,6.67,13033
13,34,239,45,18.83,6,2.51,13034
13,35,192,35,18.23,16,8.33,13035
13,36,89,41,46.07,9,10.11,13036
13,37,165,50,30.3,12,7.27,13037
13,38,148,45,30.41,11,7.43,13038
13,39,138,39,28.26,6,4.35,13039
13,40,182,46,25.27,15,8.24,13040
13,41,132,37,28.03,7,5.3,13041
13,42,175,39,22.29,12,6.86,13042
13,43,185,55,29.73,19,10.27,13043
13,44,179,36,20.11,6,3.35,13044
13,45,197,48,24.37,15,7.61,13045
13,46,148,52,35.14,13,8.78,13046
13,47,148,32,21.62,11,7.43,13047
14,1,90,13,14.44,6,6.67,14001
14,2,130,32,24.62,15,11.54,14002
14,3,171,39,22.81,25,14.62,14003
14,4,108,29,26.85,5,4.63,14004
14,5,178,33,18.54,9,5.06,14005
14,6,138,35,25.36,11,7.97,14006
14,7,121,36,29.75,9,7.44,14007
14,8,87,25,28.74,6,6.9,14008
14,9,172,36,20.93,17,9.88,14009
14,10,120,34,28.33,11,9.17,14010
14,11,123,19,15.45,6,4.88,14011
14,12,105,23,21.9,4,3.81,14012
14,13,189,39,20.63,15,7.94,14013
14,14,93,16,17.2,6,6.45,14014
14,15,156,19,12.18,7,4.49,14015
14,16,112,39,34.82,8,7.14,14016
14,17,112,22,19.64,14,12.5,14017
14,18,87,31,35.63,13,14.94,14018
14,19,159,32,20.13,15,9.43,14019
14,20,92,28,30.43,8,8.7,14020
14,21,135,24,17.78,9,6.67,14021
14,22,147,46,31.29,14,9.52,14022
14,23,132,35,26.52,13,9.85,14023
14,24,99,18,18.18,10,10.1,14024
14,25,148,47,31.76,14,9.46,14025
14,26,119,27,22.69,13,10.92,14026
14,27,173,51,29.48,15,8.67,14027
14,28,141,34,24.11,17,12.06,14028
14,29,156,27,17.31,16,10.26,14029
14,30,111,22,19.82,5,4.5,14030
14,31,114,21,18.42,6,5.26,14031
14,32,113,22,19.47,10,8.85,14032
14,33,107,21,19.63,5,4.67,14033
14,34,135,17,12.59,7,5.19,14034
14,35,109,20,18.35,10,9.17,14035
15,1,86,24,27.91,7,8.14,15001
15,2,75,23,30.67,5,6.67,15002
15,3,74,26,35.14,6,8.11,15003
15,4,75,18,24.0,4,5.33,15004
15,5,66,14,21.21,3,4.55,15005
15,6,85,24,28.24,8,9.41,15006
15,7,80,23,28.75,5,6.25,15007
15,8,112,33,29.46,10,8.93,15008
15,9,101,26,25.74,10,9.9,15009
15,10,74,31,41.89,8,10.81,15010
15,11,85,29,34.12,5,5.88,15011
15,12,55,15,27.27,4,7.27,15012
15,13,62,17,27.42,9,14.52,15013
15,14,110,34,30.91,7,6.36,15014
15,15,66,15,22.73,5,7.58,15015
15,16,72,32,44.44,2,2.78,15016
15,17,82,24,29.27,5,6.1,15017
15,18,56,14,25.0,2,3.57,15018
15,19,82,26,31.71,4,4.88,15019
15,20,60,15,25.0,7,11.67,15020
15,21,96,25,26.04,4,4.17,15021
15,22,110,28,25.45,8,7.27,15022
15,23,64,22,34.38,3,4.69,15023
15,24,74,15,20.27,3,4.05,15024
15,25,77,22,28.57,4,5.19,15025
15,26,87,28,32.18,2,2.3,15026
15,27,79,24,30.38,8,10.13,15027
15,28,107,27,25.23,17,15.89,15028
15,29,35,12,34.29,2,5.71,15029
15,30,76,16,21.05,6,7.89,15030
15,31,50,11,22.0,3,6.0,15031
15,32,88,22,25.0,12,13.64,15032
15,33,49,14,28.57,2,4.08,15033
15,34,58,14,24.14,2,3.45,15034
15,35,106,30,28.3,6,5.66,15035
15,36,68,17,25.0,4,5.88,15036
15,37,66,29,43.94,3,4.55,15037
15,38,71,25,35.21,3,4.23,15038
15,39,71,17,23.94,6,8.45,15039
15,40,74,19,25.68,5,6.76,15040
15,41,118,39,33.05,6,5.08,15041
15,42,52,10,19.23,2,3.85,15042
15,43,78,16,20.51,7,8.97,15043
15,44,98,30,30.61,11,11.22,15044
15,45,40,9,22.5,4,10.0,15045
15,46,45,9,20.0,2,4.44,15046
15,47,93,20,21.51,10,10.75,15047
15,48,57,17,29.82,3,5.26,15048
15,49,57,13,22.81,2,3.51,15049
15,50,75,21,28.0,8,10.67,15050
15,51,57,12,21.05,5,8.77,15051
15,52,58,18,31.03,2,3.45,15052
16,1,47,12,25.53,6,12.77,16001
16,2,68,19,27.94,6,8.82,16002
16,3,81,19,23.46,9,11.11,16003
16,4,59,18,30.51,6,10.17,16004
16,5,75,20,26.67,5,6.67,16005
16,6,43,11,25.58,4,9.3,16006
16,7,83,17,20.48,4,4.82,16007
16,8,75,15,20.0,6,8.0,16008
16,9,130,20,15.38,12,9.23,16009
16,10,132,38,28.79,10,7.58,16010
16,11,81,21,25.93,8,9.88,16011
16,12,46,13,28.26,2,4.35,16012
16,13,64,17,26.56,10,15.63,16013
16,14,72,18,25.0,6,8.33,16014
16,15,111,30,27.03,5,4.5,16015
16,16,85,19,22.35,10,11.76,16016
16,17,96,34,35.42,15,15.63,16017
16,18,94,25,26.6,5,5.32,16018
16,19,104,28,26.92,6,5.77,16019
16,20,70,19,27.14,2,2.86,16020
16,21,72,21,29.17,12,16.67,16021
16,22,86,22,25.58,1,1.16,16022
16,23,73,24,32.88,4,5.48,16023
16,24,43,11,25.58,2,4.65,16024
16,25,56,15,26.79,3,5.36,16025
16,26,97,28,28.87,7,7.22,16026
16,27,121,26,21.49,13,10.74,16027
16,28,111,20,18.02,9,8.11,16028
16,29,53,9,16.98,5,9.43,16029
16,30,67,23,34.33,5,7.46,16030
16,31,105,31,29.52,5,4.76,16031
16,32,75,20,26.67,8,10.67,16032
16,33,80,16,20.0,4,5.0,16033
16,34,64,18,28.13,5,7.81,16034
16,35,82,26,31.71,9,10.98,16035
16,36,71,14,19.72,4,5.63,16036
16,37,44,11,25.0,2,4.55,16037
16,38,60,13,21.67,4,6.67,16038
16,39,104,32,30.77,13,12.5,16039
16,40,99,25,25.25,7,7.07,16040
16,41,48,17,35.42,2,4.17,16041
16,42,49,11,22.45,9,18.37,16042
16,43,90,30,33.33,4,4.44,16043
16,44,71,14,19.72,7,9.86,16044
17,1,64,18,28.13,8,12.5,17001
17,2,108,35,32.41,7,6.48,17002
17,3,54,15,27.78,2,3.7,17003
17,4,162,37,22.84,11,6.79,17004
17,5,95,20,21.05,8,8.42,17005
17,6,83,29,34.94,8,9.64,17006
17,7,105,27,25.71,9,8.57,17007
17,8,84,30,35.71,6,7.14,17008
17,9,84,21,25.0,2,2.38,17009
17,10,123,40,32.52,3,2.44,17010
17,11,104,27,25.96,5,4.81,17011
17,12,186,52,27.96,7,3.76,17012
17,13,69,18,26.09,5,7.25,17013
17,14,86,26,30.23,3,3.49,17014
17,15,127,48,37.8,8,6.3,17015
17,16,82,29,35.37,5,6.1,17016
17,17,63,14,22.22,5,7.94,17017
17,18,137,33,24.09,6,4.38,17018
17,19,43,8,18.6,2,4.65,17019
17,20,93,32,34.41,6,6.45,17020
17,21,177,50,28.25,7,3.95,17021
17,22,122,26,21.31,6,4.92,17022
17,23,62,14,22.58,5,8.06,17023
17,24,114,27,23.68,8,7.02,17024
17,25,68,16,23.53,2,2.94,17025
17,26,145,49,33.79,4,2.76,17026
17,27,159,42,26.42,13,8.18,17027
17,28,98,24,24.49,7,7.14,17028
17,29,126,37,29.37,7,5.56,17029
17,30,139,35,25.18,12,8.63,17030
17,31,86,17,19.77,6,6.98,17031
17,32,116,31,26.72,7,6.03,17032
17,33,89,22,24.72,3,3.37,17033
17,34,88,27,30.68,9,10.23,17034
17,35,86,21,24.42,4,4.65,17035
17,36,63,17,26.98,4,6.35,17036
17,37,94,20,21.28,8,8.51,17037
17,38,88,26,29.55,8,9.09,17038
17,39,86,21,24.42,7,8.14,17039
17,40,82,23,28.05,6,7.32,17040
17,41,86,16,18.6,14,16.28,17041
17,42,72,13,18.06,4,5.56,17042
17,43,69,23,33.33,2,2.9,17043
17,44,70,13,18.57,3,4.29,17044
17,45,49,18,36.73,1,2.04,17045
17,46,99,27,27.27,2,2.02,17046
17,47,55,15,27.27,1,1.82,17047
17,48,121,29,23.97,9,7.44,17048
17,49,68,24,35.29,2,2.94,17049
17,50,88,35,39.77,5,5.68,17050
17,51,119,27,22.69,14,11.76,17051
17,52,143,32,22.38,10,6.99,17052
17,53,125,30,24.0,9,7.2,17053
17,54,141,41,29.08,5,3.55,17054
17,55,104,30,28.85,6,5.77,17055
17,56,105,28,26.67,3,2.86,17056
17,57,115,25,21.74,5,4.35,17057
17,58,94,25,26.6,5,5.32,17058
17,59,59,17,28.81,2,3.39,17059
17,60,151,40,26.49,10,6.62,17060
17,61,98,28,28.57,8,8.16,17061
17,62,68,14,20.59,3,4.41,17062
17,63,59,14,23.73,4,6.78,17063
17,64,73,20,27.4,9,12.33,17064
18,1,70,16,22.86,7,10.0,18001
18,2,142,53,37.32,7,4.93,18002
18,3,137,60,43.8,10,7.3,18003
18,4,190,63,33.16,7,3.68,18004
18,5,118,34,28.81,12,10.17,18005
18,6,139,53,38.13,15,10.79,18006
18,7,130,49,37.69,5,3.85,18007
18,8,67,13,19.4,2,2.99,18008
18,9,194,59,30.41,10,5.15,18009
18,10,265,79,29.81,9,3.4,18010
18,11,146,59,40.41,5,3.42,18011
18,12,208,59,28.37,3,1.44,18012
18,13,185,50,27.03,7,3.78,18013
18,14,191,49,25.65,7,3.66,18014
18,15,77,31,40.26,6,7.79,18015
18,16,173,38,21.97,9,5.2,18016
18,17,137,40,29.2,10,7.3,18017
18,18,171,35,20.47,16,9.36,18018
18,19,221,54,24.43,12,5.43,18019
18,20,157,35,22.29,4,2.55,18020
18,21,231,67,29.0,6,2.6,18021
18,22,189,54,28.57,7,3.7,18022
18,23,125,45,36.0,2,1.6,18023
18,24,210,58,27.62,3,1.43,18024
18,25,182,43,23.63,5,2.75,18025
18,26,147,34,23.13,7,4.76,18026
18,27,138,37,26.81,7,5.07,18027
18,28,153,64,41.83,15,9.8,18028
18,29,152,38,25.0,9,5.92,18029
18,30,123,35,28.46,7,5.69,18030
18,31,99,33,33.33,3,3.03,18031
18,32,231,59,25.54,12,5.19,18032
18,33,127,30,23.62,10,7.87,18033
18,34,265,81,30.57,9,3.4,18034
18,35,231,64,27.71,10,4.33,18035
18,36,117,46,39.32,9,7.69,18036
18,37,141,42,29.79,8,5.67,18037
18,38,174,46,26.44,6,3.45,18038
18,39,117,27,23.08,3,2.56,18039
18,40,213,58,27.23,9,4.23,18040
18,41,152,65,42.76,8,5.26,18041
18,42,83,24,28.92,3,3.61,18042
18,43,96,32,33.33,5,5.21,18043
18,44,98,26,26.53,8,8.16,18044
18,45,200,57,28.5,9,4.5,18045
18,46,155,42,27.1,9,5.81,18046
18,47,111,29,26.13,4,3.6,18047
18,48,89,38,42.7,1,1.12,18048
18,49,96,19,19.79,8,8.33,18049
18,50,138,36,26.09,7,5.07,18050
18,51,205,46,22.44,11,5.37,18051
18,52,200,44,22.0,12,6.0,18052
18,53,115,28,24.35,3,2.61,18053
18,54,164,36,21.95,7,4.27,18054
18,55,165,63,38.18,13,7.88,18055
18,56,99,35,35.35,7,7.07,18056
18,57,99,31,31.31,7,7.07,18057
18,58,113,41,36.28,1,0.88,18058
18,59,141,38,26.95,4,2.84,18059
18,60,177,40,22.6,5,2.82,18060
18,61,158,47,29.75,7,4.43,18061
18,62,109,42,38.53,5,4.59,18062
19,1,279,107,38.35,16,5.73,19001
19,2,236,109,46.19,10,4.24,19002
19,3,174,67,38.51,12,6.9,19003
19,4,216,64,29.63,12,5.56,19004
19,5,280,122,43.57,9,3.21,19005
19,6,191,81,42.41,22,11.52,19006
19,7,258,101,39.15,14,5.43,19007
19,8,154,60,38.96,9,5.84,19008
19,9,169,74,43.79,11,6.51,19009
19,10,330,162,49.09,17,5.15,19010
19,11,242,81,33.47,19,7.85,19011
19,12,193,58,30.05,13,6.74,19012
19,13,159,52,32.7,5,3.14,19013
19,14,136,43,31.62,19,13.97,19014
19,15,158,71,44.94,8,5.06,19015
19,16,264,75,28.41,27,10.23,19016
19,17,243,89,36.63,16,6.58,19017
19,18,294,160,54.42,12,4.08,19018
19,19,245,134,54.69,10,4.08,19019
19,20,230,112,48.7,15,6.52,19020
19,21,156,57,36.54,11,7.05,19021
19,22,265,142,53.58,8,3.02,19022
19,23,277,109,39.35,19,6.86,19023
19,24,201,65,32.34,7,3.48,19024
19,25,272,147,54.04,10,3.68,19025
19,26,283,171,60.42,11,3.89,19026
19,27,159,78,49.06,8,5.03,19027
19,28,238,95,39.92,6,2.52,19028
19,29,157,61,38.85,18,11.46,19029
19,30,190,70,36.84,5,2.63,19030
19,31,244,127,52.05,13,5.33,19031
19,32,252,105,41.67,19,7.54,19032
19,33,221,67,30.32,30,13.57,19033
19,34,284,137,48.24,12,4.23,19034
19,35,265,123,46.42,14,5.28,19035
19,36,266,114,42.86,6,2.26,19036
19,37,249,109,43.78,8,3.21,19037
19,38,244,115,47.13,5,2.05,19038
19,39,86,32,37.21,5,5.81,19039
19,40,242,124,51.24,10,4.13,19040
19,41,160,61,38.13,15,9.38,19041
19,42,230,123,53.48,8,3.48,19042
19,43,244,83,34.02,8,3.28,19043
19,44,198,63,31.82,16,8.08,19044
19,45,253,95,37.55,16,6.32,19045
19,46,317,120,37.85,17,5.36,19046
19,47,181,58,32.04,8,4.42,19047
19,48,161,46,28.57,3,1.86,19048
19,49,299,119,39.8,15,5.02,19049
19,50,195,45,23.08,12,6.15,19050
19,51,175,71,40.57,17,9.71,19051
19,52,156,60,38.46,14,8.97,19052
19,53,238,106,44.54,14,5.88,19053
19,54,134,53,39.55,12,8.96,19054
19,55,174,66,37.93,11,6.32,19055
19,56,274,148,54.01,10,3.65,19056
19,57,258,138,53.49,7,2.71,19057
19,58,213,68,31.92,18,8.45,19058
19,59,192,75,39.06,14,7.29,19059
19,60,163,65,39.88,12,7.36,19060
19,61,309,103,33.33,20,6.47,19061
19,62,226,79,34.96,18,7.96,19062
19,63,164,56,34.15,8,4.88,19063
19,64,242,108,44.63,15,6.2,19064
19,65,185,68,36.76,14,7.57,19065
19,66,179,59,32.96,14,7.82,19066
20,1,109,27,24.77,3,2.75,20001
20,2,91,20,21.98,4,4.4,20002
20,3,87,19,21.84,7,8.05,20003
20,4,74,24,32.43,9,12.16,20004
20,5,82,26,31.71,5,6.1,20005
20,6,143,47,32.87,13,9.09,20006
20,7,28,10,35.71,1,3.57,20007
20,8,44,10,22.73,8,18.18,20008
20,9,163,54,33.13,9,5.52,20009
20,10,78,23,29.49,5,6.41,20010
20,11,65,24,36.92,7,10.77,20011
20,12,70,16,22.86,5,7.14,20012
20,13,103,28,27.18,8,7.77,20013
20,14,149,40,26.85,9,6.04,20014
20,15,83,34,40.96,7,8.43,20015
20,16,163,62,38.04,7,4.29,20016
20,17,80,22,27.5,6,7.5,20017
20,18,76,19,25.0,3,3.95,20018
20,19,82,28,34.15,6,7.32,20019
20,20,44,10,22.73,5,11.36,20020
20,21,50,12,24.0,9,18.0,20021
20,22,168,60,35.71,9,5.36,20022
20,23,129,38,29.46,8,6.2,20023
20,24,117,41,35.04,11,9.4,20024
20,25,88,27,30.68,7,7.95,20025
20,26,123,35,28.46,9,7.32,20026
20,27,89,25,28.09,5,5.62,20027
20,28,112,33,29.46,7,6.25,20028
20,29,115,27,23.48,3,2.61,20029
20,30,106,20,18.87,5,4.72,20030
20,31,149,33,22.15,16,10.74,20031
20,32,74,15,20.27,7,9.46,20032
20,33,112,32,28.57,6,5.36,20033
20,34,176,91,51.7,10,5.68,20034
20,35,36,10,27.78,3,8.33,20035
20,36,93,21,22.58,9,9.68,20036
20,37,124,36,29.03,11,8.87,20037
20,38,22,6,27.27,2,9.09,20038
20,39,87,20,22.99,5,5.75,20039
20,40,100,25,25.0,7,7.0,20040
20,41,39,14,35.9,5,12.82,20041
20,42,91,20,21.98,8,8.79,20042
20,43,24,7,29.17,1,4.17,20043
20,44,167,34,20.36,10,5.99,20044
20,45,48,13,27.08,5,10.42,20045
20,46,100,37,37.0,4,4.0,20046
20,47,80,32,40.0,2,2.5,20047
20,48,51,12,23.53,7,13.73,20048
20,49,71,19,26.76,3,4.23,20049
20,50,38,9,23.68,4,10.53,20050
21,1,246,68,27.64,7,2.85,21001
21,2,132,38,28.79,2,1.52,21002
21,3,137,44,32.12,7,5.11,21003
21,4,145,39,26.9,10,6.9,21004
21,5,148,40,27.03,6,4.05,21005
21,6,116,28,24.14,6,5.17,21006
21,7,170,58,34.12,13,7.65,21007
21,8,182,48,26.37,8,4.4,21008
21,9,164,45,27.44,5,3.05,21009
21,10,110,35,31.82,1,0.91,21010
21,11,153,50,32.68,11,7.19,21011
21,12,155,33,21.29,7,4.52,21012
21,13,80,23,28.75,1,1.25,21013
21,14,135,40,29.63,3,2.22,21014
21,15,125,33,26.4,9,7.2,21015
21,16,147,43,29.25,4,2.72,21016
21,17,152,45,29.61,9,5.92,21017
21,18,143,34,23.78,3,2.1,21018
21,19,135,40,29.63,8,5.93,21019
21,20,107,27,25.23,4,3.74,21020
21,21,170,61,35.88,8,4.71,21021
21,22,141,38,26.95,7,4.96,21022
21,23,123,30,24.39,8,6.5,21023
21,24,171,48,28.07,5,2.92,21024
21,25,136,42,30.88,2,1.47,21025
21,26,141,42,29.79,5,3.55,21026
21,27,177,56,31.64,6,3.39,21027
21,28,115,30,26.09,4,3.48,21028
21,29,70,20,28.57,4,5.71,21029
21,30,104,30,28.85,4,3.85,21030
21,31,187,58,31.02,8,4.28,21031
21,32,122,29,23.77,6,4.92,21032
21,33,157,49,31.21,4,2.55,21033
21,34,185,51,27.57,2,1.08,21034
21,35,75,18,24.0,2,2.67,21035
21,36,112,29,25.89,11,9.82,21036
21,37,149,39,26.17,8,5.37,21037
21,38,143,30,20.98,8,5.59,21038
21,39,120,35,29.17,5,4.17,21039
21,40,169,54,31.95,4,2.37,21040
21,41,116,34,29.31,4,3.45,21041
21,42,164,43,26.22,8,4.88,21042
21,43,137,51,37.23,4,2.92,21043
21,44,146,48,32.88,5,3.42,21044
21,45,149,43,28.86,4,2.68,21045
21,46,113,36,31.86,4,3.54,21046
21,47,208,68,32.69,10,4.81,21047
21,48,164,59,35.98,1,0.61,21048
21,49,191,43,22.51,12,6.28,21049
21,50,173,47,27.17,11,6.36,21050
21,51,175,31,17.71,16,9.14,21051
21,52,158,42,26.58,7,4.43,21052
21,53,131,47,35.88,4,3.05,21053
21,54,171,45,26.32,4,2.34,21054
21,55,135,34,25.19,3,2.22,21055
21,56,114,39,34.21,7,6.14,21056
21,57,123,32,26.02,5,4.07,21057
21,58,117,31,26.5,4,3.42,21058
21,59,179,55,30.73,6,3.35,21059
21,60,165,47,28.48,9,5.45,21060
21,61,170,52,30.59,8,4.71,21061
21,62,145,47,32.41,9,6.21,21062
21,63,141,44,31.21,6,4.26,21063
21,64,79,23,29.11,2,2.53,21064
21,65,253,71,28.06,9,3.56,21065
21,66,116,34,29.31,5,4.31,21066
21,67,148,32,21.62,3,2.03,21067
21,68,148,44,29.73,3,2.03,21068
21,69,117,36,30.77,4,3.42,21069
21,70,132,38,28.79,5,3.79,21070
21,71,129,39,30.23,4,3.1,21071
21,72,150,32,21.33,6,4.0,21072
21,73,146,40,27.4,5,3.42,21073
21,74,52,14,26.92,3,5.77,21074
22,1,76,14,18.42,11,14.47,22001
22,2,69,18,26.09,8,11.59,22002
22,3,138,36,26.09,11,7.97,22003
22,4,98,26,26.53,10,10.2,22004
22,5,128,36,28.13,12,9.38,22005
22,6,112,30,26.79,13,11.61,22006
22,7,118,31,26.27,3,2.54,22007
22,8,62,17,27.42,7,11.29,22008
22,9,101,19,18.81,11,10.89,22009
22,10,123,22,17.89,13,10.57,22010
22,11,92,20,21.74,11,11.96,22011
22,12,84,21,25.0,14,16.67,22012
22,13,129,40,31.01,14,10.85,22013
22,14,53,18,33.96,3,5.66,22014
22,15,66,11,16.67,9,13.64,22015
22,16,111,37,33.33,10,9.01,22016
22,17,120,31,25.83,15,12.5,22017
22,18,115,32,27.83,13,11.3,22018
22,19,64,20,31.25,2,3.13,22019
22,20,117,20,17.09,7,5.98,22020
22,21,115,29,25.22,3,2.61,22021
22,22,66,14,21.21,11,16.67,22022
22,23,126,32,25.4,13,10.32,22023
22,24,81,18,22.22,11,13.58,22024
22,25,99,23,23.23,10,10.1,22025
22,26,84,27,32.14,9,10.71,22026
22,27,134,27,20.15,22,16.42,22027
22,28,63,13,20.63,4,6.35,22028
22,29,64,19,29.69,7,10.94,22029
23,1,169,72,42.6,14,8.28,23001
23,2,216,80,37.04,20,9.26,23002
23,3,168,68,40.48,12,7.14,23003
23,4,165,71,43.03,25,15.15,23004
23,5,130,56,43.08,12,9.23,23005
23,6,185,53,28.65,31,16.76,23006
23,7,177,86,48.59,16,9.04,23007
23,8,155,72,46.45,19,12.26,23008
23,9,190,64,33.68,20,10.53,23009
23,10,200,54,27.0,36,18.0,23010
23,11,203,87,42.86,25,12.32,23011
23,12,168,75,44.64,20,11.9,23012
23,13,196,87,44.39,21,10.71,23013
23,14,147,49,33.33,12,8.16,23014
23,15,155,60,38.71,24,15.48,23015
23,16,197,80,40.61,19,9.64,23016
23,17,219,100,45.66,19,8.68,23017
23,18,127,58,45.67,12,9.45,23018
23,19,149,52,34.9,22,14.77,23019
23,20,154,75,48.7,20,12.99,23020
23,21,134,33,24.63,4,2.99,23021
23,22,166,66,39.76,29,17.47,23022
23,23,154,63,40.91,15,9.74,23023
23,24,109,36,33.03,15,13.76,23024
23,25,121,39,32.23,11,9.09,23025
23,26,173,71,41.04,29,16.76,23026
23,27,154,70,45.45,18,11.69,23027
23,28,196,84,42.86,18,9.18,23028
23,29,150,37,24.67,17,11.33,23029
23,30,143,66,46.15,15,10.49,23030
23,31,170,67,39.41,23,13.53,23031
23,32,199,86,43.22,17,8.54,23032
23,33,196,81,41.33,22,11.22,23033
23,34,123,58,47.15,11,8.94,23034
23,35,109,21,19.27,5,4.59,23035
23,36,214,89,41.59,27,12.62,23036
23,37,128,27,21.09,7,5.47,23037
23,38,138,54,39.13,19,13.77,23038
23,39,147,64,43.54,15,10.2,23039
23,40,161,60,37.27,21,13.04,23040
23,41,160,66,41.25,18,11.25,23041
23,42,152,73,48.03,17,11.18,23042
23,43,193,85,44.04,24,12.44,23043
23,44,189,85,44.97,12,6.35,23044
23,45,187,96,51.34,19,10.16,23045
23,46,166,63,37.95,10,6.02,23046
23,47,216,89,41.2,29,13.43,23047
23,48,144,56,38.89,20,13.89,23048
23,49,238,90,37.82,27,11.34,23049
23,50,127,38,29.92,10,7.87,23050
23,51,183,63,34.43,12,6.56,23051
23,52,215,92,42.79,25,11.63,23052
23,53,115,47,40.87,14,12.17,23053
23,54,210,89,42.38,25,11.9,23054
24,1,136,37,27.21,1,0.74,24001
24,2,66,15,22.73,6,9.09,24002
24,3,101,23,22.77,2,1.98,24003
24,4,100,17,17.0,7,7.0,24004
24,5,72,11,15.28,2,2.78,24005
24,6,128,35,27.34,5,3.91,24006
24,7,95,24,25.26,3,3.16,24007
24,8,83,21,25.3,5,6.02,24008
24,9,92,19,20.65,4,4.35,24009
24,10,94,14,14.89,6,6.38,24010
24,11,60,17,28.33,3,5.0,24011
24,12,78,18,23.08,6,7.69,24012
24,13,103,21,20.39,1,0.97,24013
24,14,120,27,22.5,8,6.67,24014
24,15,84,23,27.38,2,2.38,24015
24,16,65,13,20.0,2,3.08,24016
24,17,76,18,23.68,6,7.89,24017
24,18,66,20,30.3,5,7.58,24018
24,19,69,24,34.78,1,1.45,24019
24,20,104,26,25.0,1,0.96,24020
24,21,41,6,14.63,3,7.32,24021
24,22,103,21,20.39,5,4.85,24022
24,23,85,18,21.18,5,5.88,24023
24,24,58,8,13.79,2,3.45,24024
24,25,116,26,22.41,11,9.48,24025
24,26,96,26,27.08,5,5.21,24026
24,27,60,15,25.0,7,11.67,24027
24,28,136,28,20.59,8,5.88,24028
24,29,109,20,18.35,7,6.42,24029
24,30,84,17,20.24,2,2.38,24030
24,31,88,18,20.45,6,6.82,24031
24,32,86,28,32.56,0,0.0,24032
24,33,75,21,28.0,7,9.33,24033
24,34,116,26,22.41,6,5.17,24034
24,35,136,36,26.47,7,5.15,24035
24,36,83,20,24.1,1,1.2,24036
24,37,125,31,24.8,7,5.6,24037
24,38,131,34,25.95,1,0.76,24038
24,39,84,22,26.19,0,0.0,24039
24,40,148,40,27.03,6,4.05,24040
24,41,92,26,28.26,6,6.52,24041
24,42,69,18,26.09,3,4.35,24042
24,43,116,27,23.28,5,4.31,24043
24,44,160,42,26.25,9,5.63,24044
24,45,87,17,19.54,7,8.05,24045
24,46,121,28,23.14,3,2.48,24046
24,47,83,20,24.1,6,7.23,24047
24,48,56,11,19.64,3,5.36,24048
24,49,185,52,28.11,6,3.24,24049
24,50,159,39,24.53,8,5.03,24050
24,51,142,35,24.65,8,5.63,24051
24,52,84,18,21.43,6,7.14,24052
24,53,102,20,19.61,8,7.84,24053
24,54,116,30,25.86,3,2.59,24054
24,55,86,11,12.79,6,6.98,24055
24,56,129,27,20.93,4,3.1,24056
25,1,115,57,49.57,5,4.35,25001
25,2,162,82,50.62,14,8.64,25002
25,3,96,41,42.71,7,7.29,25003
25,4,141,94,66.67,8,5.67,25004
25,5,122,55,45.08,14,11.48,25005
25,6,77,38,49.35,10,12.99,25006
25,7,102,39,38.24,18,17.65,25007
25,8,131,63,48.09,19,14.5,25008
25,9,160,66,41.25,15,9.38,25009
25,10,65,33,50.77,4,6.15,25010
25,11,139,68,48.92,14,10.07,25011
25,12,105,60,57.14,8,7.62,25012
25,13,144,59,40.97,19,13.19,25013
25,14,75,39,52.0,7,9.33,25014
25,15,129,47,36.43,22,17.05,25015
25,16,73,38,52.05,6,8.22,25016
25,17,190,69,36.32,19,10.0,25017
25,18,149,67,44.97,10,6.71,25018
25,19,136,53,38.97,17,12.5,25019
25,20,143,60,41.96,12,8.39,25020
25,21,101,70,69.31,6,5.94,25021
25,22,62,29,46.77,5,8.06,25022
25,23,145,81,55.86,11,7.59,25023
25,24,159,78,49.06,10,6.29,25024
25,25,111,56,50.45,7,6.31,25025
25,26,78,46,58.97,7,8.97,25026
25,27,94,59,62.77,7,7.45,25027
25,28,174,120,68.97,13,7.47,25028
25,29,250,127,50.8,17,6.8,25029
25,30,133,54,40.6,13,9.77,25030
25,31,77,48,62.34,8,10.39,25031
26,1,49,23,46.94,7,14.29,26001
26,2,98,38,38.78,8,8.16,26002
26,3,70,29,41.43,8,11.43,26003
26,4,46,26,56.52,7,15.22,26004
26,5,98,52,53.06,5,5.1,26005
26,6,49,13,26.53,7,14.29,26006
26,7,43,23,53.49,6,13.95,26007
26,8,41,14,34.15,5,12.2,26008
26,9,32,6,18.75,5,15.63,26009
26,10,54,15,27.78,13,24.07,26010
26,11,71,22,30.99,7,9.86,26011
26,12,50,21,42.0,3,6.0,26012
26,13,80,42,52.5,21,26.25,26013
26,14,61,19,31.15,9,14.75,26014
26,15,64,25,39.06,3,4.69,26015
26,16,49,22,44.9,8,16.33,26016
26,17,49,35,71.43,4,8.16,26017
26,18,38,9,23.68,6,15.79,26018
26,19,143,69,48.25,26,18.18,26019
26,20,81,45,55.56,6,7.41,26020
26,21,62,27,43.55,9,14.52,26021
26,22,42,25,59.52,6,14.29,26022
26,23,50,14,28.0,4,8.0,26023
