ward,precinct,total,Raymond W. Mitchell,Raymond W. Mitchell Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,Carl B. Boyd,Carl B. Boyd Percent,precinct_id
10,1,88,24,27.27,31,35.23,33,37.5,10001
10,2,59,21,35.59,27,45.76,11,18.64,10002
10,3,113,41,36.28,53,46.9,19,16.81,10003
10,4,70,18,25.71,27,38.57,25,35.71,10004
10,5,73,23,31.51,36,49.32,14,19.18,10005
10,6,99,32,32.32,34,34.34,33,33.33,10006
10,7,26,9,34.62,9,34.62,8,30.77,10007
10,8,74,26,35.14,37,50.0,11,14.86,10008
10,9,93,34,36.56,43,46.24,16,17.2,10009
10,10,71,30,42.25,30,42.25,11,15.49,10010
10,11,93,37,39.78,44,47.31,12,12.9,10011
10,12,70,24,34.29,35,50.0,11,15.71,10012
10,13,74,22,29.73,37,50.0,15,20.27,10013
10,14,86,41,47.67,29,33.72,16,18.6,10014
10,15,37,16,43.24,12,32.43,9,24.32,10015
10,16,92,40,43.48,37,40.22,15,16.3,10016
10,17,74,30,40.54,38,51.35,6,8.11,10017
10,18,53,18,33.96,23,43.4,12,22.64,10018
10,19,87,29,33.33,47,54.02,11,12.64,10019
10,20,63,13,20.63,45,71.43,5,7.94,10020
10,21,77,24,31.17,47,61.04,6,7.79,10021
10,22,48,13,27.08,18,37.5,17,35.42,10022
10,23,69,32,46.38,24,34.78,13,18.84,10023
10,24,81,26,32.1,42,51.85,13,16.05,10024
10,25,106,33,31.13,38,35.85,35,33.02,10025
10,26,61,24,39.34,30,49.18,7,11.48,10026
10,27,100,41,41.0,42,42.0,17,17.0,10027
10,28,73,26,35.62,19,26.03,28,38.36,10028
10,29,101,30,29.7,24,23.76,47,46.53,10029
10,30,72,24,33.33,35,48.61,13,18.06,10030
10,31,86,30,34.88,37,43.02,19,22.09,10031
10,32,71,23,32.39,29,40.85,19,26.76,10032
10,33,70,27,38.57,32,45.71,11,15.71,10033
10,34,78,28,35.9,31,39.74,19,24.36,10034
10,35,89,35,39.33,37,41.57,17,19.1,10035
10,36,107,44,41.12,29,27.1,34,31.78,10036
10,37,58,18,31.03,23,39.66,17,29.31,10037
10,38,100,41,41.0,45,45.0,14,14.0,10038
10,39,75,24,32.0,37,49.33,14,18.67,10039
10,40,59,24,40.68,25,42.37,10,16.95,10040
10,41,127,59,46.46,51,40.16,17,13.39,10041
10,42,79,25,31.65,44,55.7,10,12.66,10042
10,43,38,14,36.84,9,23.68,15,39.47,10043
10,44,75,34,45.33,33,44.0,8,10.67,10044
10,45,35,10,28.57,18,51.43,7,20.0,10045
10,46,73,30,41.1,33,45.21,10,13.7,10046
10,47,75,18,24.0,44,58.67,13,17.33,10047
10,48,64,25,39.06,24,37.5,15,23.44,10048
11,1,150,80,53.33,50,33.33,20,13.33,11001
11,2,122,54,44.26,52,42.62,16,13.11,11002
11,3,95,51,53.68,33,34.74,11,11.58,11003
11,4,113,62,54.87,39,34.51,12,10.62,11004
11,5,58,34,58.62,14,24.14,10,17.24,11005
11,6,143,57,39.86,67,46.85,19,13.29,11006
11,7,136,81,59.56,45,33.09,10,7.35,11007
11,8,109,37,33.94,52,47.71,20,18.35,11008
11,9,63,38,60.32,13,20.63,12,19.05,11009
11,10,88,52,59.09,29,32.95,7,7.95,11010
11,11,160,83,51.88,55,34.38,22,13.75,11011
11,12,164,126,76.83,30,18.29,8,4.88,11012
11,13,123,69,56.1,43,34.96,11,8.94,11013
11,14,105,68,64.76,28,26.67,9,8.57,11014
11,15,108,62,57.41,40,37.04,6,5.56,11015
11,16,132,69,52.27,44,33.33,19,14.39,11016
11,17,171,88,51.46,54,31.58,29,16.96,11017
11,18,93,40,43.01,42,45.16,11,11.83,11018
11,19,90,55,61.11,29,32.22,6,6.67,11019
11,20,113,80,70.8,29,25.66,4,3.54,11020
11,21,146,97,66.44,38,26.03,11,7.53,11021
11,22,132,78,59.09,41,31.06,13,9.85,11022
11,23,90,57,63.33,22,24.44,11,12.22,11023
11,24,273,199,72.89,58,21.25,16,5.86,11024
11,25,133,91,68.42,31,23.31,11,8.27,11025
11,26,178,114,64.04,53,29.78,11,6.18,11026
11,27,79,52,65.82,21,26.58,6,7.59,11027
11,28,100,37,37.0,40,40.0,23,23.0,11028
11,29,117,54,46.15,51,43.59,12,10.26,11029
11,30,111,72,64.86,31,27.93,8,7.21,11030
11,31,102,64,62.75,30,29.41,8,7.84,11031
11,32,127,89,70.08,30,23.62,8,6.3,11032
11,33,89,51,57.3,27,30.34,11,12.36,11033
11,34,71,49,69.01,17,23.94,5,7.04,11034
11,35,209,139,66.51,51,24.4,19,9.09,11035
11,36,31,23,74.19,6,19.35,2,6.45,11036
11,37,149,110,73.83,33,22.15,6,4.03,11037
11,38,183,125,68.31,48,26.23,10,5.46,11038
11,39,182,82,45.05,79,43.41,21,11.54,11039
11,40,81,47,58.02,24,29.63,10,12.35,11040
11,41,64,42,65.63,18,28.13,4,6.25,11041
11,42,83,39,46.99,34,40.96,10,12.05,11042
11,43,111,50,45.05,46,41.44,15,13.51,11043
11,44,129,74,57.36,43,33.33,12,9.3,11044
11,45,52,25,48.08,22,42.31,5,9.62,11045
11,46,68,43,63.24,19,27.94,6,8.82,11046
11,47,77,40,51.95,28,36.36,9,11.69,11047
11,48,60,32,53.33,24,40.0,4,6.67,11048
11,49,127,72,56.69,46,36.22,9,7.09,11049
11,50,54,33,61.11,16,29.63,5,9.26,11050
12,1,60,29,48.33,22,36.67,9,15.0,12001
12,2,76,32,42.11,29,38.16,15,19.74,12002
12,3,74,24,32.43,42,56.76,8,10.81,12003
12,4,42,18,42.86,17,40.48,7,16.67,12004
12,5,75,34,45.33,28,37.33,13,17.33,12005
12,6,86,34,39.53,34,39.53,18,20.93,12006
12,7,80,36,45.0,27,33.75,17,21.25,12007
12,8,110,57,51.82,41,37.27,12,10.91,12008
12,9,58,23,39.66,20,34.48,15,25.86,12009
12,10,77,38,49.35,29,37.66,10,12.99,12010
12,11,117,49,41.88,52,44.44,16,13.68,12011
12,12,51,16,31.37,19,37.25,16,31.37,12012
12,13,95,38,40.0,38,40.0,19,20.0,12013
12,14,83,32,38.55,40,48.19,11,13.25,12014
12,15,63,31,49.21,23,36.51,9,14.29,12015
12,16,76,21,27.63,39,51.32,16,21.05,12016
12,17,100,39,39.0,39,39.0,22,22.0,12017
12,18,61,27,44.26,19,31.15,15,24.59,12018
12,19,97,48,49.48,27,27.84,22,22.68,12019
12,20,66,32,48.48,24,36.36,10,15.15,12020
12,21,73,28,38.36,33,45.21,12,16.44,12021
12,22,72,32,44.44,34,47.22,6,8.33,12022
12,23,98,41,41.84,41,41.84,16,16.33,12023
12,24,106,46,43.4,45,42.45,15,14.15,12024
13,1,163,104,63.8,39,23.93,20,12.27,13001
13,2,118,84,71.19,28,23.73,6,5.08,13002
13,3,177,78,44.07,63,35.59,36,20.34,13003
13,4,203,84,41.38,92,45.32,27,13.3,13004
13,5,148,65,43.92,63,42.57,20,13.51,13005
13,6,123,62,50.41,42,34.15,19,15.45,13006
13,7,139,87,62.59,35,25.18,17,12.23,13007
13,8,162,81,50.0,52,32.1,29,17.9,13008
13,9,150,93,62.0,45,30.0,12,8.0,13009
13,10,126,68,53.97,39,30.95,19,15.08,13010
13,11,130,71,54.62,40,30.77,19,14.62,13011
13,12,118,62,52.54,42,35.59,14,11.86,13012
13,13,193,155,80.31,27,13.99,11,5.7,13013
13,14,120,72,60.0,39,32.5,9,7.5,13014
13,15,196,119,60.71,67,34.18,10,5.1,13015
13,16,196,122,62.24,51,26.02,23,11.73,13016
13,17,152,88,57.89,48,31.58,16,10.53,13017
13,18,147,86,58.5,44,29.93,17,11.56,13018
13,19,173,121,69.94,36,20.81,16,9.25,13019
13,20,151,85,56.29,48,31.79,18,11.92,13020
13,21,147,65,44.22,46,31.29,36,24.49,13021
13,22,97,51,52.58,37,38.14,9,9.28,13022
13,23,127,77,60.63,33,25.98,17,13.39,13023
13,24,137,96,70.07,35,25.55,6,4.38,13024
13,25,108,54,50.0,39,36.11,15,13.89,13025
13,26,148,108,72.97,31,20.95,9,6.08,13026
13,27,159,86,54.09,62,38.99,11,6.92,13027
13,28,105,57,54.29,35,33.33,13,12.38,13028
13,29,140,83,59.29,49,35.0,8,5.71,13029
13,30,206,150,72.82,39,18.93,17,8.25,13030
13,31,196,117,59.69,56,28.57,23,11.73,13031
13,32,132,48,36.36,39,29.55,45,34.09,13032
13,33,141,89,63.12,38,26.95,14,9.93,13033
13,34,236,189,80.08,36,15.25,11,4.66,13034
13,35,184,131,71.2,37,20.11,16,8.7,13035
13,36,85,43,50.59,35,41.18,7,8.24,13036
13,37,158,86,54.43,54,34.18,18,11.39,13037
13,38,141,79,56.03,44,31.21,18,12.77,13038
13,39,130,88,67.69,35,26.92,7,5.38,13039
13,40,171,105,61.4,44,25.73,22,12.87,13040
13,41,122,72,59.02,35,28.69,15,12.3,13041
13,42,165,97,58.79,43,26.06,25,15.15,13042
13,43,173,106,61.27,51,29.48,16,9.25,13043
13,44,167,125,74.85,32,19.16,10,5.99,13044
13,45,185,141,76.22,36,19.46,8,4.32,13045
13,46,129,68,52.71,51,39.53,10,7.75,13046
13,47,140,85,60.71,44,31.43,11,7.86,13047
14,1,85,51,60.0,23,27.06,11,12.94,14001
14,2,120,69,57.5,40,33.33,11,9.17,14002
14,3,162,101,62.35,39,24.07,22,13.58,14003
14,4,98,59,60.2,26,26.53,13,13.27,14004
14,5,168,122,72.62,34,20.24,12,7.14,14005
14,6,125,61,48.8,47,37.6,17,13.6,14006
14,7,110,69,62.73,35,31.82,6,5.45,14007
14,8,83,44,53.01,30,36.14,9,10.84,14008
14,9,160,100,62.5,40,25.0,20,12.5,14009
14,10,102,49,48.04,36,35.29,17,16.67,14010
14,11,118,88,74.58,24,20.34,6,5.08,14011
14,12,99,63,63.64,24,24.24,12,12.12,14012
14,13,177,108,61.02,52,29.38,17,9.6,14013
14,14,86,48,55.81,28,32.56,10,11.63,14014
14,15,145,105,72.41,30,20.69,10,6.9,14015
14,16,100,54,54.0,29,29.0,17,17.0,14016
14,17,101,54,53.47,30,29.7,17,16.83,14017
14,18,82,27,32.93,42,51.22,13,15.85,14018
14,19,156,98,62.82,39,25.0,19,12.18,14019
14,20,88,52,59.09,26,29.55,10,11.36,14020
14,21,126,93,73.81,19,15.08,14,11.11,14021
14,22,132,75,56.82,40,30.3,17,12.88,14022
14,23,123,65,52.85,45,36.59,13,10.57,14023
14,24,97,58,59.79,29,29.9,10,10.31,14024
14,25,134,71,52.99,54,40.3,9,6.72,14025
14,26,106,53,50.0,32,30.19,21,19.81,14026
14,27,168,88,52.38,59,35.12,21,12.5,14027
14,28,136,74,54.41,52,38.24,10,7.35,14028
14,29,152,99,65.13,31,20.39,22,14.47,14029
14,30,101,67,66.34,26,25.74,8,7.92,14030
14,31,112,89,79.46,16,14.29,7,6.25,14031
14,32,104,66,63.46,25,24.04,13,12.5,14032
14,33,95,68,71.58,23,24.21,4,4.21,14033
14,34,123,95,77.24,17,13.82,11,8.94,14034
14,35,104,74,71.15,19,18.27,11,10.58,14035
15,1,73,26,35.62,25,34.25,22,30.14,15001
15,2,61,23,37.7,15,24.59,23,37.7,15002
15,3,64,22,34.38,18,28.13,24,37.5,15003
15,4,64,18,28.13,18,28.13,28,43.75,15004
15,5,55,15,27.27,14,25.45,26,47.27,15005
15,6,73,31,42.47,16,21.92,26,35.62,15006
15,7,64,14,21.88,22,34.38,28,43.75,15007
15,8,84,24,28.57,20,23.81,40,47.62,15008
15,9,77,29,37.66,20,25.97,28,36.36,15009
15,10,67,28,41.79,30,44.78,9,13.43,15010
15,11,79,26,32.91,18,22.78,35,44.3,15011
15,12,49,13,26.53,16,32.65,20,40.82,15012
15,13,49,21,42.86,13,26.53,15,30.61,15013
15,14,93,39,41.94,37,39.78,17,18.28,15014
15,15,56,22,39.29,19,33.93,15,26.79,15015
15,16,66,29,43.94,31,46.97,6,9.09,15016
15,17,71,22,30.99,17,23.94,32,45.07,15017
15,18,48,16,33.33,15,31.25,17,35.42,15018
15,19,78,29,37.18,21,26.92,28,35.9,15019
15,20,51,19,37.25,11,21.57,21,41.18,15020
15,21,75,25,33.33,19,25.33,31,41.33,15021
15,22,95,25,26.32,32,33.68,38,40.0,15022
15,23,59,12,20.34,18,30.51,29,49.15,15023
15,24,66,22,33.33,19,28.79,25,37.88,15024
15,25,63,23,36.51,19,30.16,21,33.33,15025
15,26,80,24,30.0,25,31.25,31,38.75,15026
15,27,74,14,18.92,21,28.38,39,52.7,15027
15,28,88,32,36.36,38,43.18,18,20.45,15028
15,29,29,11,37.93,5,17.24,13,44.83,15029
15,30,70,23,32.86,21,30.0,26,37.14,15030
15,31,46,14,30.43,17,36.96,15,32.61,15031
15,32,76,32,42.11,25,32.89,19,25.0,15032
15,33,43,12,27.91,16,37.21,15,34.88,15033
15,34,52,16,30.77,14,26.92,22,42.31,15034
15,35,93,34,36.56,28,30.11,31,33.33,15035
15,36,66,20,30.3,22,33.33,24,36.36,15036
15,37,58,20,34.48,14,24.14,24,41.38,15037
15,38,62,23,37.1,21,33.87,18,29.03,15038
15,39,61,19,31.15,20,32.79,22,36.07,15039
15,40,62,22,35.48,19,30.65,21,33.87,15040
15,41,106,40,37.74,24,22.64,42,39.62,15041
15,42,51,19,37.25,2,3.92,30,58.82,15042
15,43,70,20,28.57,22,31.43,28,40.0,15043
15,44,98,38,38.78,38,38.78,22,22.45,15044
15,45,41,16,39.02,15,36.59,10,24.39,15045
15,46,43,16,37.21,10,23.26,17,39.53,15046
15,47,81,28,34.57,25,30.86,28,34.57,15047
15,48,51,18,35.29,13,25.49,20,39.22,15048
15,49,50,19,38.0,17,34.0,14,28.0,15049
15,50,65,20,30.77,20,30.77,25,38.46,15050
15,51,47,13,27.66,11,23.4,23,48.94,15051
15,52,59,16,27.12,23,38.98,20,33.9,15052
16,1,42,16,38.1,14,33.33,12,28.57,16001
16,2,57,22,38.6,12,21.05,23,40.35,16002
16,3,72,22,30.56,19,26.39,31,43.06,16003
16,4,57,24,42.11,23,40.35,10,17.54,16004
16,5,70,20,28.57,18,25.71,32,45.71,16005
16,6,35,7,20.0,14,40.0,14,40.0,16006
16,7,74,27,36.49,23,31.08,24,32.43,16007
16,8,66,15,22.73,18,27.27,33,50.0,16008
16,9,124,46,37.1,30,24.19,48,38.71,16009
16,10,110,40,36.36,31,28.18,39,35.45,16010
16,11,69,27,39.13,15,21.74,27,39.13,16011
16,12,38,9,23.68,11,28.95,18,47.37,16012
16,13,56,25,44.64,21,37.5,10,17.86,16013
16,14,70,30,42.86,17,24.29,23,32.86,16014
16,15,92,20,21.74,32,34.78,40,43.48,16015
16,16,73,26,35.62,17,23.29,30,41.1,16016
16,17,85,32,37.65,35,41.18,18,21.18,16017
16,18,80,26,32.5,22,27.5,32,40.0,16018
16,19,89,23,25.84,31,34.83,35,39.33,16019
16,20,69,29,42.03,13,18.84,27,39.13,16020
16,21,65,25,38.46,30,46.15,10,15.38,16021
16,22,82,34,41.46,15,18.29,33,40.24,16022
16,23,63,29,46.03,17,26.98,17,26.98,16023
16,24,37,15,40.54,8,21.62,14,37.84,16024
16,25,48,18,37.5,12,25.0,18,37.5,16025
16,26,80,22,27.5,15,18.75,43,53.75,16026
16,27,107,44,41.12,34,31.78,29,27.1,16027
16,28,93,32,34.41,21,22.58,40,43.01,16028
16,29,50,15,30.0,16,32.0,19,38.0,16029
16,30,58,22,37.93,19,32.76,17,29.31,16030
16,31,93,34,36.56,25,26.88,34,36.56,16031
16,32,71,37,52.11,23,32.39,11,15.49,16032
16,33,68,18,26.47,20,29.41,30,44.12,16033
16,34,53,19,35.85,9,16.98,25,47.17,16034
16,35,78,25,32.05,34,43.59,19,24.36,16035
16,36,63,23,36.51,17,26.98,23,36.51,16036
16,37,40,16,40.0,10,25.0,14,35.0,16037
16,38,48,14,29.17,11,22.92,23,47.92,16038
16,39,90,42,46.67,32,35.56,16,17.78,16039
16,40,79,27,34.18,20,25.32,32,40.51,16040
16,41,44,16,36.36,14,31.82,14,31.82,16041
16,42,46,26,56.52,15,32.61,5,10.87,16042
16,43,76,34,44.74,12,15.79,30,39.47,16043
16,44,64,20,31.25,24,37.5,20,31.25,16044
17,1,52,17,32.69,12,23.08,23,44.23,17001
17,2,94,24,25.53,33,35.11,37,39.36,17002
17,3,44,13,29.55,10,22.73,21,47.73,17003
17,4,137,49,35.77,32,23.36,56,40.88,17004
17,5,82,27,32.93,22,26.83,33,40.24,17005
17,6,59,15,25.42,17,28.81,27,45.76,17006
17,7,84,25,29.76,26,30.95,33,39.29,17007
17,8,77,22,28.57,19,24.68,36,46.75,17008
17,9,69,26,37.68,11,15.94,32,46.38,17009
17,10,102,34,33.33,23,22.55,45,44.12,17010
17,11,99,22,22.22,27,27.27,50,50.51,17011
17,12,159,45,28.3,45,28.3,69,43.4,17012
17,13,60,23,38.33,15,25.0,22,36.67,17013
17,14,73,21,28.77,24,32.88,28,38.36,17014
17,15,114,36,31.58,28,24.56,50,43.86,17015
17,16,65,20,30.77,18,27.69,27,41.54,17016
17,17,57,15,26.32,15,26.32,27,47.37,17017
17,18,111,43,38.74,29,26.13,39,35.14,17018
17,19,40,17,42.5,13,32.5,10,25.0,17019
17,20,75,17,22.67,27,36.0,31,41.33,17020
17,21,157,47,29.94,30,19.11,80,50.96,17021
17,22,104,38,36.54,22,21.15,44,42.31,17022
17,23,53,22,41.51,15,28.3,16,30.19,17023
17,24,98,24,24.49,24,24.49,50,51.02,17024
17,25,63,15,23.81,14,22.22,34,53.97,17025
17,26,120,37,30.83,31,25.83,52,43.33,17026
17,27,132,52,39.39,33,25.0,47,35.61,17027
17,28,81,27,33.33,24,29.63,30,37.04,17028
17,29,112,33,29.46,33,29.46,46,41.07,17029
17,30,121,34,28.1,34,28.1,53,43.8,17030
17,31,75,26,34.67,17,22.67,32,42.67,17031
17,32,94,35,37.23,22,23.4,37,39.36,17032
17,33,69,22,31.88,16,23.19,31,44.93,17033
17,34,82,27,32.93,25,30.49,30,36.59,17034
17,35,75,25,33.33,20,26.67,30,40.0,17035
17,36,55,18,32.73,14,25.45,23,41.82,17036
17,37,80,23,28.75,23,28.75,34,42.5,17037
17,38,87,22,25.29,23,26.44,42,48.28,17038
17,39,70,31,44.29,18,25.71,21,30.0,17039
17,40,66,18,27.27,20,30.3,28,42.42,17040
17,41,71,25,35.21,22,30.99,24,33.8,17041
17,42,67,33,49.25,12,17.91,22,32.84,17042
17,43,58,22,37.93,8,13.79,28,48.28,17043
17,44,49,19,38.78,12,24.49,18,36.73,17044
17,45,44,14,31.82,14,31.82,16,36.36,17045
17,46,92,32,34.78,25,27.17,35,38.04,17046
17,47,50,18,36.0,15,30.0,17,34.0,17047
17,48,99,31,31.31,27,27.27,41,41.41,17048
17,49,59,21,35.59,18,30.51,20,33.9,17049
17,50,74,29,39.19,19,25.68,26,35.14,17050
17,51,103,26,25.24,33,32.04,44,42.72,17051
17,52,112,33,29.46,28,25.0,51,45.54,17052
17,53,116,37,31.9,33,28.45,46,39.66,17053
17,54,128,46,35.94,25,19.53,57,44.53,17054
17,55,92,22,23.91,30,32.61,40,43.48,17055
17,56,97,35,36.08,21,21.65,41,42.27,17056
17,57,109,32,29.36,22,20.18,55,50.46,17057
17,58,83,34,40.96,17,20.48,32,38.55,17058
17,59,52,13,25.0,17,32.69,22,42.31,17059
17,60,128,35,27.34,43,33.59,50,39.06,17060
17,61,85,40,47.06,21,24.71,24,28.24,17061
17,62,57,24,42.11,15,26.32,18,31.58,17062
17,63,42,20,47.62,11,26.19,11,26.19,17063
17,64,62,19,30.65,20,32.26,23,37.1,17064
18,1,67,22,32.84,26,38.81,19,28.36,18001
18,2,128,39,30.47,39,30.47,50,39.06,18002
18,3,118,45,38.14,57,48.31,16,13.56,18003
18,4,167,47,28.14,46,27.54,74,44.31,18004
18,5,100,32,32.0,26,26.0,42,42.0,18005
18,6,122,51,41.8,44,36.07,27,22.13,18006
18,7,111,31,27.93,44,39.64,36,32.43,18007
18,8,66,32,48.48,11,16.67,23,34.85,18008
18,9,173,69,39.88,43,24.86,61,35.26,18009
18,10,251,94,37.45,45,17.93,112,44.62,18010
18,11,123,43,34.96,44,35.77,36,29.27,18011
18,12,201,68,33.83,44,21.89,89,44.28,18012
18,13,159,47,29.56,37,23.27,75,47.17,18013
18,14,165,53,32.12,49,29.7,63,38.18,18014
18,15,73,28,38.36,28,38.36,17,23.29,18015
18,16,148,45,30.41,35,23.65,68,45.95,18016
18,17,118,52,44.07,34,28.81,32,27.12,18017
18,18,154,51,33.12,39,25.32,64,41.56,18018
18,19,190,65,34.21,48,25.26,77,40.53,18019
18,20,126,31,24.6,25,19.84,70,55.56,18020
18,21,205,68,33.17,59,28.78,78,38.05,18021
18,22,174,45,25.86,34,19.54,95,54.6,18022
18,23,114,32,28.07,36,31.58,46,40.35,18023
18,24,192,56,29.17,39,20.31,97,50.52,18024
18,25,165,47,28.48,35,21.21,83,50.3,18025
18,26,131,45,34.35,34,25.95,52,39.69,18026
18,27,116,48,41.38,33,28.45,35,30.17,18027
18,28,143,64,44.76,64,44.76,15,10.49,18028
18,29,134,58,43.28,38,28.36,38,28.36,18029
18,30,110,29,26.36,18,16.36,63,57.27,18030
18,31,97,24,24.74,28,28.87,45,46.39,18031
18,32,216,59,27.31,63,29.17,94,43.52,18032
18,33,118,44,37.29,30,25.42,44,37.29,18033
18,34,258,99,38.37,46,17.83,113,43.8,18034
18,35,203,64,31.53,47,23.15,92,45.32,18035
18,36,105,31,29.52,37,35.24,37,35.24,18036
18,37,131,44,33.59,42,32.06,45,34.35,18037
18,38,156,48,30.77,38,24.36,70,44.87,18038
18,39,102,31,30.39,37,36.27,34,33.33,18039
18,40,191,58,30.37,45,23.56,88,46.07,18040
18,41,135,52,38.52,51,37.78,32,23.7,18041
18,42,81,25,30.86,25,30.86,31,38.27,18042
18,43,75,29,38.67,26,34.67,20,26.67,18043
18,44,83,31,37.35,28,33.73,24,28.92,18044
18,45,190,52,27.37,37,19.47,101,53.16,18045
18,46,146,46,31.51,31,21.23,69,47.26,18046
18,47,93,22,23.66,31,33.33,40,43.01,18047
18,48,82,29,35.37,35,42.68,18,21.95,18048
18,49,94,26,27.66,21,22.34,47,50.0,18049
18,50,119,51,42.86,34,28.57,34,28.57,18050
18,51,182,42,23.08,38,20.88,102,56.04,18051
18,52,164,45,27.44,38,23.17,81,49.39,18052
18,53,101,40,39.6,23,22.77,38,37.62,18053
18,54,147,49,33.33,32,21.77,66,44.9,18054
18,55,142,63,44.37,50,35.21,29,20.42,18055
18,56,86,35,40.7,29,33.72,22,25.58,18056
18,57,93,37,39.78,28,30.11,28,30.11,18057
18,58,96,31,32.29,25,26.04,40,41.67,18058
18,59,124,53,42.74,30,24.19,41,33.06,18059
18,60,151,44,29.14,37,24.5,70,46.36,18060
18,61,134,34,25.37,44,32.84,56,41.79,18061
18,62,97,34,35.05,28,28.87,35,36.08,18062
19,1,244,134,54.92,100,40.98,10,4.1,19001
19,2,204,97,47.55,58,28.43,49,24.02,19002
19,3,157,78,49.68,71,45.22,8,5.1,19003
19,4,201,128,63.68,59,29.35,14,6.97,19004
19,5,237,96,40.51,67,28.27,74,31.22,19005
19,6,170,81,47.65,73,42.94,16,9.41,19006
19,7,237,100,42.19,113,47.68,24,10.13,19007
19,8,133,50,37.59,72,54.14,11,8.27,19008
19,9,139,87,62.59,40,28.78,12,8.63,19009
19,10,307,168,54.72,92,29.97,47,15.31,19010
19,11,215,129,60.0,68,31.63,18,8.37,19011
19,12,160,100,62.5,46,28.75,14,8.75,19012
19,13,139,38,27.34,36,25.9,65,46.76,19013
19,14,119,61,51.26,50,42.02,8,6.72,19014
19,15,142,64,45.07,59,41.55,19,13.38,19015
19,16,231,131,56.71,87,37.66,13,5.63,19016
19,17,219,114,52.05,91,41.55,14,6.39,19017
19,18,256,132,51.56,79,30.86,45,17.58,19018
19,19,218,98,44.95,75,34.4,45,20.64,19019
19,20,196,64,32.65,70,35.71,62,31.63,19020
19,21,142,53,37.32,70,49.3,19,13.38,19021
19,22,228,111,48.68,67,29.39,50,21.93,19022
19,23,249,126,50.6,111,44.58,12,4.82,19023
19,24,181,120,66.3,51,28.18,10,5.52,19024
19,25,247,119,48.18,88,35.63,40,16.19,19025
19,26,235,115,48.94,86,36.6,34,14.47,19026
19,27,136,46,33.82,46,33.82,44,32.35,19027
19,28,226,74,32.74,65,28.76,87,38.5,19028
19,29,143,59,41.26,70,48.95,14,9.79,19029
19,30,171,93,54.39,65,38.01,13,7.6,19030
19,31,214,127,59.35,70,32.71,17,7.94,19031
19,32,224,105,46.88,96,42.86,23,10.27,19032
19,33,198,126,63.64,62,31.31,10,5.05,19033
19,34,242,139,57.44,71,29.34,32,13.22,19034
19,35,231,125,54.11,75,32.47,31,13.42,19035
19,36,227,82,36.12,65,28.63,80,35.24,19036
19,37,223,83,37.22,75,33.63,65,29.15,19037
19,38,203,70,34.48,67,33.0,66,32.51,19038
19,39,72,28,38.89,14,19.44,30,41.67,19039
19,40,208,108,51.92,69,33.17,31,14.9,19040
19,41,137,64,46.72,58,42.34,15,10.95,19041
19,42,209,63,30.14,88,42.11,58,27.75,19042
19,43,214,66,30.84,43,20.09,105,49.07,19043
19,44,176,101,57.39,69,39.2,6,3.41,19044
19,45,222,104,46.85,103,46.4,15,6.76,19045
19,46,276,155,56.16,112,40.58,9,3.26,19046
19,47,169,75,44.38,34,20.12,60,35.5,19047
19,48,147,46,31.29,32,21.77,69,46.94,19048
19,49,253,104,41.11,59,23.32,90,35.57,19049
19,50,185,60,32.43,44,23.78,81,43.78,19050
19,51,142,61,42.96,67,47.18,14,9.86,19051
19,52,139,67,48.2,57,41.01,15,10.79,19052
19,53,219,87,39.73,117,53.42,15,6.85,19053
19,54,113,45,39.82,55,48.67,13,11.5,19054
19,55,161,88,54.66,63,39.13,10,6.21,19055
19,56,236,110,46.61,83,35.17,43,18.22,19056
19,57,217,87,40.09,82,37.79,48,22.12,19057
19,58,198,101,51.01,81,40.91,16,8.08,19058
19,59,169,84,49.7,71,42.01,14,8.28,19059
19,60,149,36,24.16,36,24.16,77,51.68,19060
19,61,275,169,61.45,93,33.82,13,4.73,19061
19,62,206,102,49.51,92,44.66,12,5.83,19062
19,63,149,79,53.02,30,20.13,40,26.85,19063
19,64,207,92,44.44,76,36.71,39,18.84,19064
19,65,156,53,33.97,54,34.62,49,31.41,19065
19,66,163,47,28.83,45,27.61,71,43.56,19066
20,1,103,34,33.01,37,35.92,32,31.07,20001
20,2,79,28,35.44,22,27.85,29,36.71,20002
20,3,72,18,25.0,24,33.33,30,41.67,20003
20,4,70,27,38.57,27,38.57,16,22.86,20004
20,5,71,23,32.39,15,21.13,33,46.48,20005
20,6,133,42,31.58,32,24.06,59,44.36,20006
20,7,21,6,28.57,9,42.86,6,28.57,20007
20,8,41,21,51.22,17,41.46,3,7.32,20008
20,9,141,54,38.3,30,21.28,57,40.43,20009
20,10,68,18,26.47,24,35.29,26,38.24,20010
20,11,57,17,29.82,21,36.84,19,33.33,20011
20,12,56,13,23.21,15,26.79,28,50.0,20012
20,13,82,24,29.27,29,35.37,29,35.37,20013
20,14,124,48,38.71,35,28.23,41,33.06,20014
20,15,69,35,50.72,21,30.43,13,18.84,20015
20,16,142,41,28.87,42,29.58,59,41.55,20016
20,17,67,19,28.36,19,28.36,29,43.28,20017
20,18,65,18,27.69,17,26.15,30,46.15,20018
20,19,64,20,31.25,21,32.81,23,35.94,20019
20,20,40,13,32.5,12,30.0,15,37.5,20020
20,21,47,18,38.3,20,42.55,9,19.15,20021
20,22,144,57,39.58,33,22.92,54,37.5,20022
20,23,109,35,32.11,28,25.69,46,42.2,20023
