ward,precinct,total,Robert Marshall,Robert Marshall Percent,Jacob J. Meister,Jacob J. Meister Percent,Alexander ''Alexi'' Giannoulias,Alexander ''Alexi'' Giannoulias Percent,Cheryle Jackson,Cheryle Jackson Percent,precinct_id
8,29,192,6,3.13,0,0.0,45,23.44,131,68.23,08029
8,30,159,2,1.26,1,0.63,42,26.42,104,65.41,08030
8,31,135,3,2.22,2,1.48,33,24.44,88,65.19,08031
8,32,286,10,3.5,3,1.05,67,23.43,197,68.88,08032
8,33,183,8,4.37,0,0.0,45,24.59,124,67.76,08033
8,34,219,3,1.37,5,2.28,74,33.79,127,57.99,08034
8,35,216,5,2.31,0,0.0,71,32.87,128,59.26,08035
8,36,178,1,0.56,1,0.56,54,30.34,110,61.8,08036
8,37,190,5,2.63,1,0.53,36,18.95,138,72.63,08037
8,38,150,4,2.67,0,0.0,37,24.67,102,68.0,08038
8,39,187,3,1.6,0,0.0,63,33.69,112,59.89,08039
8,40,140,5,3.57,1,0.71,36,25.71,91,65.0,08040
8,41,149,5,3.36,0,0.0,45,30.2,91,61.07,08041
8,42,185,2,1.08,0,0.0,65,35.14,103,55.68,08042
8,43,99,6,6.06,0,0.0,25,25.25,66,66.67,08043
8,44,143,2,1.4,0,0.0,42,29.37,91,63.64,08044
8,45,106,5,4.72,1,0.94,28,26.42,68,64.15,08045
8,46,145,9,6.21,1,0.69,36,24.83,89,61.38,08046
8,47,192,11,5.73,0,0.0,63,32.81,113,58.85,08047
8,48,159,3,1.89,0,0.0,45,28.3,107,67.3,08048
8,49,241,7,2.9,0,0.0,55,22.82,157,65.15,08049
8,50,198,3,1.52,0,0.0,55,27.78,132,66.67,08050
8,51,226,7,3.1,1,0.44,64,28.32,141,62.39,08051
8,52,203,4,1.97,1,0.49,49,24.14,138,67.98,08052
8,53,224,4,1.79,0,0.0,56,25.0,154,68.75,08053
8,54,180,4,2.22,1,0.56,53,29.44,119,66.11,08054
8,55,129,3,2.33,1,0.78,25,19.38,91,70.54,08055
8,56,167,5,2.99,1,0.6,41,24.55,109,65.27,08056
8,57,156,4,2.56,0,0.0,47,30.13,98,62.82,08057
8,58,216,4,1.85,2,0.93,60,27.78,141,65.28,08058
8,59,91,6,6.59,0,0.0,19,20.88,63,69.23,08059
8,60,154,5,3.25,0,0.0,41,26.62,94,61.04,08060
8,61,151,6,3.97,3,1.99,43,28.48,93,61.59,08061
8,62,176,2,1.14,0,0.0,54,30.68,105,59.66,08062
8,63,192,5,2.6,0,0.0,48,25.0,127,66.15,08063
8,64,151,3,1.99,1,0.66,33,21.85,109,72.19,08064
8,65,124,2,1.61,0,0.0,40,32.26,79,63.71,08065
8,66,261,8,3.07,2,0.77,49,18.77,186,71.26,08066
8,67,95,0,0.0,1,1.05,22,23.16,70,73.68,08067
8,68,81,3,3.7,0,0.0,28,34.57,48,59.26,08068
8,69,103,6,5.83,0,0.0,25,24.27,67,65.05,08069
8,70,188,10,5.32,1,0.53,54,28.72,113,60.11,08070
9,1,191,11,5.76,0,0.0,59,30.89,110,57.59,09001
9,2,166,10,6.02,3,1.81,37,22.29,106,63.86,09002
9,3,56,3,5.36,0,0.0,14,25.0,38,67.86,09003
9,4,154,5,3.25,0,0.0,40,25.97,106,68.83,09004
9,5,175,9,5.14,2,1.14,41,23.43,118,67.43,09005
9,6,170,5,2.94,0,0.0,39,22.94,114,67.06,09006
9,7,148,6,4.05,0,0.0,30,20.27,102,68.92,09007
9,8,157,2,1.27,2,1.27,46,29.3,96,61.15,09008
9,9,231,6,2.6,1,0.43,63,27.27,147,63.64,09009
9,10,155,6,3.87,1,0.65,45,29.03,99,63.87,09010
9,11,114,9,7.89,1,0.88,30,26.32,69,60.53,09011
9,12,152,5,3.29,3,1.97,47,30.92,93,61.18,09012
9,13,188,6,3.19,0,0.0,62,32.98,112,59.57,09013
9,14,225,6,2.67,1,0.44,58,25.78,150,66.67,09014
9,15,128,6,4.69,1,0.78,32,25.0,81,63.28,09015
9,16,102,2,1.96,1,0.98,30,29.41,62,60.78,09016
9,17,132,9,6.82,2,1.52,33,25.0,81,61.36,09017
9,18,170,3,1.76,2,1.18,56,32.94,101,59.41,09018
9,19,171,4,2.34,0,0.0,65,38.01,92,53.8,09019
9,20,199,6,3.02,0,0.0,61,30.65,124,62.31,09020
9,21,185,5,2.7,0,0.0,44,23.78,123,66.49,09021
9,22,215,7,3.26,2,0.93,58,26.98,137,63.72,09022
9,23,113,4,3.54,0,0.0,29,25.66,72,63.72,09023
9,24,35,4,11.43,0,0.0,9,25.71,20,57.14,09024
9,25,121,3,2.48,1,0.83,41,33.88,38,31.4,09025
9,26,87,4,4.6,0,0.0,20,22.99,56,64.37,09026
9,27,135,7,5.19,0,0.0,41,30.37,78,57.78,09027
9,28,62,11,17.74,0,0.0,17,27.42,23,37.1,09028
9,29,122,3,2.46,0,0.0,35,28.69,82,67.21,09029
9,30,167,11,6.59,0,0.0,55,32.93,92,55.09,09030
9,31,148,8,5.41,3,2.03,36,24.32,87,58.78,09031
9,32,158,3,1.9,0,0.0,60,37.97,89,56.33,09032
9,33,111,9,8.11,0,0.0,24,21.62,74,66.67,09033
9,34,124,6,4.84,1,0.81,26,20.97,83,66.94,09034
9,35,214,3,1.4,1,0.47,54,25.23,140,65.42,09035
9,36,216,9,4.17,2,0.93,57,26.39,139,64.35,09036
9,37,151,4,2.65,1,0.66,53,35.1,35,23.18,09037
9,38,157,9,5.73,0,0.0,36,22.93,99,63.06,09038
9,39,188,2,1.06,1,0.53,56,29.79,126,67.02,09039
9,40,188,6,3.19,2,1.06,48,25.53,122,64.89,09040
9,41,193,13,6.74,2,1.04,53,27.46,115,59.59,09041
9,42,47,1,2.13,0,0.0,6,12.77,38,80.85,09042
9,43,78,2,2.56,0,0.0,17,21.79,50,64.1,09043
9,44,94,5,5.32,0,0.0,23,24.47,60,63.83,09044
9,45,152,5,3.29,1,0.66,48,31.58,88,57.89,09045
9,46,151,1,0.66,0,0.0,46,30.46,93,61.59,09046
9,47,209,4,1.91,1,0.48,51,24.4,142,67.94,09047
9,48,192,3,1.56,2,1.04,69,35.94,108,56.25,09048
9,49,80,2,2.5,0,0.0,26,32.5,48,60.0,09049
9,50,167,0,0.0,0,0.0,57,34.13,105,62.87,09050
9,51,110,2,1.82,1,0.91,35,31.82,63,57.27,09051
9,52,205,5,2.44,0,0.0,61,29.76,125,60.98,09052
9,53,74,7,9.46,0,0.0,16,21.62,49,66.22,09053
10,1,125,12,9.6,3,2.4,41,32.8,50,40.0,10001
10,2,84,8,9.52,0,0.0,55,65.48,8,9.52,10002
10,3,149,6,4.03,2,1.34,90,60.4,8,5.37,10003
10,4,78,6,7.69,1,1.28,26,33.33,35,44.87,10004
10,5,94,4,4.26,2,2.13,39,41.49,18,19.15,10005
10,6,120,1,0.83,1,0.83,40,33.33,71,59.17,10006
10,7,32,0,0.0,1,3.13,18,56.25,8,25.0,10007
10,8,87,1,1.15,1,1.15,48,55.17,8,9.2,10008
10,9,124,3,2.42,2,1.61,65,52.42,9,7.26,10009
10,10,97,8,8.25,2,2.06,54,55.67,6,6.19,10010
10,11,115,8,6.96,3,2.61,58,50.43,12,10.43,10011
10,12,88,7,7.95,4,4.55,46,52.27,3,3.41,10012
10,13,100,6,6.0,3,3.0,49,49.0,3,3.0,10013
10,14,106,5,4.72,0,0.0,58,54.72,6,5.66,10014
10,15,50,3,6.0,1,2.0,31,62.0,4,8.0,10015
10,16,108,7,6.48,1,0.93,55,50.93,7,6.48,10016
10,17,100,4,4.0,1,1.0,42,42.0,5,5.0,10017
10,18,65,3,4.62,1,1.54,27,41.54,22,33.85,10018
10,19,115,3,2.61,1,0.87,65,56.52,6,5.22,10019
10,20,82,1,1.22,3,3.66,52,63.41,9,10.98,10020
10,21,100,2,2.0,0,0.0,50,50.0,10,10.0,10021
10,22,65,3,4.62,1,1.54,21,32.31,30,46.15,10022
10,23,90,6,6.67,2,2.22,50,55.56,9,10.0,10023
10,24,103,3,2.91,2,1.94,60,58.25,7,6.8,10024
10,25,127,10,7.87,2,1.57,52,40.94,42,33.07,10025
10,26,77,5,6.49,3,3.9,41,53.25,10,12.99,10026
10,27,120,5,4.17,0,0.0,63,52.5,8,6.67,10027
10,28,89,6,6.74,0,0.0,27,30.34,45,50.56,10028
10,29,119,3,2.52,3,2.52,43,36.13,64,53.78,10029
10,30,98,6,6.12,1,1.02,47,47.96,11,11.22,10030
10,31,107,6,5.61,4,3.74,59,55.14,9,8.41,10031
10,32,85,8,9.41,2,2.35,38,44.71,3,3.53,10032
10,33,92,9,9.78,1,1.09,44,47.83,6,6.52,10033
10,34,94,9,9.57,4,4.26,43,45.74,15,15.96,10034
10,35,105,11,10.48,3,2.86,56,53.33,12,11.43,10035
10,36,134,9,6.72,0,0.0,39,29.1,59,44.03,10036
10,37,81,6,7.41,0,0.0,23,28.4,31,38.27,10037
10,38,127,8,6.3,4,3.15,69,54.33,7,5.51,10038
10,39,101,9,8.91,1,0.99,59,58.42,5,4.95,10039
10,40,74,8,10.81,2,2.7,35,47.3,15,20.27,10040
10,41,148,5,3.38,3,2.03,89,60.14,7,4.73,10041
10,42,97,7,7.22,2,2.06,44,45.36,5,5.15,10042
10,43,51,5,9.8,2,3.92,16,31.37,24,47.06,10043
10,44,91,8,8.79,1,1.1,47,51.65,9,9.89,10044
10,45,49,1,2.04,0,0.0,29,59.18,2,4.08,10045
10,46,95,6,6.32,2,2.11,50,52.63,5,5.26,10046
10,47,88,4,4.55,1,1.14,38,43.18,10,11.36,10047
10,48,77,4,5.19,1,1.3,25,32.47,33,42.86,10048
11,1,174,9,5.17,1,0.57,107,61.49,16,9.2,11001
11,2,139,11,7.91,4,2.88,64,46.04,9,6.47,11002
11,3,110,5,4.55,3,2.73,77,70.0,5,4.55,11003
11,4,132,13,9.85,0,0.0,81,61.36,5,3.79,11004
11,5,83,3,3.61,3,3.61,43,51.81,6,7.23,11005
11,6,166,12,7.23,4,2.41,86,51.81,4,2.41,11006
11,7,155,13,8.39,2,1.29,91,58.71,4,2.58,11007
11,8,139,10,7.19,2,1.44,58,41.73,11,7.91,11008
11,9,78,3,3.85,4,5.13,46,58.97,2,2.56,11009
11,10,103,4,3.88,1,0.97,70,67.96,5,4.85,11010
11,11,191,9,4.71,4,2.09,96,50.26,21,10.99,11011
11,12,175,8,4.57,1,0.57,122,69.71,2,1.14,11012
11,13,145,8,5.52,5,3.45,87,60.0,5,3.45,11013
11,14,128,4,3.13,1,0.78,83,64.84,3,2.34,11014
11,15,138,4,2.9,2,1.45,83,60.14,5,3.62,11015
11,16,170,18,10.59,5,2.94,90,52.94,6,3.53,11016
11,17,197,8,4.06,3,1.52,114,57.87,12,6.09,11017
11,18,112,5,4.46,2,1.79,64,57.14,3,2.68,11018
11,19,107,4,3.74,3,2.8,63,58.88,8,7.48,11019
11,20,140,6,4.29,1,0.71,92,65.71,1,0.71,11020
11,21,172,1,0.58,1,0.58,125,72.67,2,1.16,11021
11,22,152,5,3.29,3,1.97,102,67.11,8,5.26,11022
11,23,123,1,0.81,2,1.63,78,63.41,3,2.44,11023
11,24,315,7,2.22,3,0.95,222,70.48,7,2.22,11024
11,25,159,4,2.52,1,0.63,95,59.75,9,5.66,11025
11,26,201,8,3.98,3,1.49,113,56.22,13,6.47,11026
11,27,119,15,12.61,1,0.84,70,58.82,6,5.04,11027
11,28,111,4,3.6,2,1.8,64,57.66,6,5.41,11028
11,29,152,16,10.53,4,2.63,68,44.74,5,3.29,11029
11,30,128,11,8.59,2,1.56,70,54.69,6,4.69,11030
11,31,119,4,3.36,2,1.68,82,68.91,2,1.68,11031
11,32,145,5,3.45,5,3.45,73,50.34,6,4.14,11032
11,33,108,7,6.48,2,1.85,66,61.11,1,0.93,11033
11,34,98,6,6.12,2,2.04,63,64.29,15,15.31,11034
11,35,225,10,4.44,0,0.0,148,65.78,6,2.67,11035
11,36,47,4,8.51,0,0.0,32,68.09,1,2.13,11036
11,37,183,6,3.28,2,1.09,115,62.84,3,1.64,11037
11,38,234,8,3.42,3,1.28,149,63.68,9,3.85,11038
11,39,231,10,4.33,1,0.43,139,60.17,11,4.76,11039
11,40,102,3,2.94,3,2.94,65,63.73,8,7.84,11040
11,41,83,2,2.41,0,0.0,54,65.06,3,3.61,11041
11,42,110,6,5.45,1,0.91,58,52.73,2,1.82,11042
11,43,148,7,4.73,5,3.38,79,53.38,6,4.05,11043
11,44,147,5,3.4,2,1.36,71,48.3,12,8.16,11044
11,45,74,6,8.11,1,1.35,36,48.65,2,2.7,11045
11,46,111,4,3.6,2,1.8,79,71.17,18,16.22,11046
11,47,135,9,6.67,3,2.22,63,46.67,11,8.15,11047
11,48,69,1,1.45,1,1.45,52,75.36,1,1.45,11048
11,49,145,2,1.38,2,1.38,83,57.24,5,3.45,11049
11,50,71,9,12.68,0,0.0,36,50.7,4,5.63,11050
12,1,74,11,14.86,0,0.0,45,60.81,2,2.7,12001
12,2,98,8,8.16,2,2.04,45,45.92,10,10.2,12002
12,3,84,11,13.1,3,3.57,36,42.86,4,4.76,12003
12,4,55,6,10.91,2,3.64,30,54.55,2,3.64,12004
12,5,79,14,17.72,0,0.0,28,35.44,4,5.06,12005
12,6,98,19,19.39,6,6.12,33,33.67,18,18.37,12006
12,7,116,11,9.48,3,2.59,62,53.45,7,6.03,12007
12,8,151,12,7.95,3,1.99,89,58.94,12,7.95,12008
12,9,74,8,10.81,3,4.05,30,40.54,4,5.41,12009
12,10,88,16,18.18,1,1.14,26,29.55,6,6.82,12010
12,11,133,22,16.54,2,1.5,57,42.86,9,6.77,12011
12,12,58,8,13.79,3,5.17,28,48.28,4,6.9,12012
12,13,131,11,8.4,3,2.29,53,40.46,12,9.16,12013
12,14,97,18,18.56,2,2.06,40,41.24,6,6.19,12014
12,15,75,15,20.0,1,1.33,32,42.67,3,4.0,12015
12,16,90,8,8.89,3,3.33,28,31.11,7,7.78,12016
12,17,127,14,11.02,5,3.94,36,28.35,39,30.71,12017
12,18,83,11,13.25,3,3.61,38,45.78,12,14.46,12018
12,19,116,15,12.93,4,3.45,48,41.38,12,10.34,12019
12,20,78,14,17.95,4,5.13,38,48.72,4,5.13,12020
12,21,94,9,9.57,5,5.32,44,46.81,6,6.38,12021
12,22,86,14,16.28,3,3.49,42,48.84,6,6.98,12022
12,23,112,14,12.5,1,0.89,61,54.46,5,4.46,12023
12,24,116,21,18.1,4,3.45,53,45.69,2,1.72,12024
13,1,174,15,8.62,5,2.87,80,45.98,14,8.05,13001
13,2,116,15,12.93,2,1.72,49,42.24,17,14.66,13002
13,3,199,26,13.07,3,1.51,91,45.73,7,3.52,13003
13,4,240,19,7.92,6,2.5,107,44.58,10,4.17,13004
13,5,161,16,9.94,6,3.73,76,47.2,9,5.59,13005
13,6,140,13,9.29,2,1.43,74,52.86,5,3.57,13006
13,7,145,18,12.41,5,3.45,64,44.14,13,8.97,13007
13,8,180,13,7.22,2,1.11,81,45.0,13,7.22,13008
13,9,157,23,14.65,3,1.91,69,43.95,9,5.73,13009
13,10,135,14,10.37,2,1.48,58,42.96,14,10.37,13010
13,11,141,13,9.22,2,1.42,56,39.72,13,9.22,13011
13,12,129,11,8.53,4,3.1,60,46.51,10,7.75,13012
13,13,178,14,7.87,4,2.25,101,56.74,5,2.81,13013
13,14,137,10,7.3,1,0.73,62,45.26,5,3.65,13014
13,15,204,23,11.27,8,3.92,78,38.24,13,6.37,13015
13,16,204,28,13.73,3,1.47,89,43.63,13,6.37,13016
13,17,171,14,8.19,3,1.75,82,47.95,3,1.75,13017
13,18,155,20,12.9,4,2.58,58,37.42,13,8.39,13018
13,19,172,23,13.37,3,1.74,70,40.7,23,13.37,13019
13,20,171,20,11.7,7,4.09,90,52.63,4,2.34,13020
13,21,182,16,8.79,3,1.65,75,41.21,45,24.73,13021
13,22,115,12,10.43,2,1.74,46,40.0,9,7.83,13022
13,23,141,21,14.89,5,3.55,61,43.26,5,3.55,13023
13,24,138,21,15.22,4,2.9,60,43.48,12,8.7,13024
13,25,128,11,8.59,2,1.56,65,50.78,4,3.13,13025
13,26,149,14,9.4,5,3.36,80,53.69,13,8.72,13026
13,27,169,18,10.65,2,1.18,94,55.62,4,2.37,13027
13,28,116,15,12.93,5,4.31,50,43.1,5,4.31,13028
13,29,144,19,13.19,3,2.08,64,44.44,8,5.56,13029
13,30,200,20,10.0,5,2.5,100,50.0,5,2.5,13030
13,31,196,30,15.31,1,0.51,97,49.49,19,9.69,13031
13,32,154,5,3.25,1,0.65,53,34.42,76,49.35,13032
13,33,145,19,13.1,2,1.38,68,46.9,10,6.9,13033
13,34,201,28,13.93,9,4.48,98,48.76,9,4.48,13034
13,35,185,26,14.05,7,3.78,75,40.54,10,5.41,13035
13,36,90,12,13.33,3,3.33,37,41.11,4,4.44,13036
13,37,164,15,9.15,1,0.61,63,38.41,30,18.29,13037
13,38,153,12,7.84,2,1.31,76,49.67,4,2.61,13038
13,39,141,15,10.64,3,2.13,78,55.32,2,1.42,13039
13,40,179,24,13.41,4,2.23,77,43.02,8,4.47,13040
13,41,132,23,17.42,2,1.52,48,36.36,14,10.61,13041
13,42,172,18,10.47,4,2.33,66,38.37,23,13.37,13042
13,43,185,23,12.43,5,2.7,77,41.62,11,5.95,13043
13,44,161,23,14.29,2,1.24,68,42.24,13,8.07,13044
13,45,188,16,8.51,0,0.0,80,42.55,8,4.26,13045
13,46,148,13,8.78,1,0.68,66,44.59,6,4.05,13046
13,47,143,22,15.38,7,4.9,54,37.76,13,9.09,13047
14,1,92,8,8.7,2,2.17,56,60.87,4,4.35,14001
14,2,136,12,8.82,2,1.47,89,65.44,6,4.41,14002
14,3,183,17,9.29,3,1.64,100,54.64,18,9.84,14003
14,4,108,11,10.19,3,2.78,57,52.78,6,5.56,14004
14,5,185,12,6.49,3,1.62,116,62.7,14,7.57,14005
14,6,141,15,10.64,0,0.0,88,62.41,3,2.13,14006
14,7,123,11,8.94,1,0.81,78,63.41,8,6.5,14007
14,8,90,6,6.67,1,1.11,49,54.44,5,5.56,14008
14,9,178,17,9.55,7,3.93,113,63.48,9,5.06,14009
14,10,127,13,10.24,1,0.79,63,49.61,8,6.3,14010
14,11,123,11,8.94,2,1.63,84,68.29,2,1.63,14011
14,12,108,10,9.26,0,0.0,74,68.52,8,7.41,14012
14,13,194,13,6.7,6,3.09,136,70.1,5,2.58,14013
14,14,94,17,18.09,1,1.06,56,59.57,3,3.19,14014
14,15,159,12,7.55,5,3.14,113,71.07,5,3.14,14015
14,16,114,10,8.77,1,0.88,72,63.16,3,2.63,14016
14,17,118,13,11.02,1,0.85,65,55.08,8,6.78,14017
14,18,88,9,10.23,3,3.41,39,44.32,8,9.09,14018
14,19,164,19,11.59,2,1.22,92,56.1,14,8.54,14019
14,20,99,20,20.2,1,1.01,42,42.42,5,5.05,14020
14,21,140,12,8.57,2,1.43,89,63.57,4,2.86,14021
14,22,150,14,9.33,5,3.33,82,54.67,2,1.33,14022
14,23,134,20,14.93,6,4.48,56,41.79,8,5.97,14023
14,24,101,14,13.86,3,2.97,60,59.41,5,4.95,14024
14,25,155,13,8.39,0,0.0,97,62.58,5,3.23,14025
14,26,123,17,13.82,1,0.81,56,45.53,8,6.5,14026
14,27,178,14,7.87,5,2.81,100,56.18,10,5.62,14027
14,28,148,11,7.43,5,3.38,81,54.73,8,5.41,14028
14,29,154,4,2.6,4,2.6,94,61.04,4,2.6,14029
14,30,114,10,8.77,3,2.63,75,65.79,2,1.75,14030
14,31,117,8,6.84,1,0.85,93,79.49,4,3.42,14031
14,32,115,14,12.17,0,0.0,69,60.0,8,6.96,14032
14,33,107,6,5.61,3,2.8,74,69.16,5,4.67,14033
14,34,144,13,9.03,4,2.78,99,68.75,4,2.78,14034
14,35,112,14,12.5,5,4.46,58,51.79,6,5.36,14035
15,1,86,11,12.79,1,1.16,31,36.05,32,37.21,15001
15,2,81,9,11.11,0,0.0,26,32.1,36,44.44,15002
15,3,78,2,2.56,2,2.56,21,26.92,47,60.26,15003
15,4,80,6,7.5,0,0.0,32,40.0,36,45.0,15004
15,5,75,8,10.67,1,1.33,20,26.67,44,58.67,15005
15,6,87,8,9.2,2,2.3,27,31.03,41,47.13,15006
15,7,85,2,2.35,0,0.0,34,40.0,46,54.12,15007
15,8,120,4,3.33,1,0.83,21,17.5,78,65.0,15008
15,9,100,3,3.0,3,3.0,27,27.0,60,60.0,15009
15,10,74,14,18.92,1,1.35,35,47.3,8,10.81,15010
15,11,92,1,1.09,0,0.0,27,29.35,55,59.78,15011
15,12,61,5,8.2,0,0.0,15,24.59,40,65.57,15012
15,13,62,6,9.68,3,4.84,19,30.65,19,30.65,15013
15,14,111,16,14.41,1,0.9,38,34.23,14,12.61,15014
15,15,64,7,10.94,5,7.81,18,28.13,24,37.5,15015
15,16,82,11,13.41,3,3.66,37,45.12,6,7.32,15016
15,17,89,5,5.62,1,1.12,22,24.72,55,61.8,15017
15,18,54,5,9.26,0,0.0,18,33.33,28,51.85,15018
15,19,87,3,3.45,1,1.15,29,33.33,47,54.02,15019
15,20,67,3,4.48,0,0.0,19,28.36,39,58.21,15020
15,21,101,12,11.88,0,0.0,28,27.72,52,51.49,15021
15,22,119,9,7.56,8,6.72,30,25.21,58,48.74,15022
15,23,67,3,4.48,1,1.49,19,28.36,40,59.7,15023
15,24,76,7,9.21,1,1.32,27,35.53,35,46.05,15024
15,25,79,3,3.8,1,1.27,34,43.04,29,36.71,15025
15,26,87,2,2.3,0,0.0,21,24.14,56,64.37,15026
15,27,82,6,7.32,1,1.22,21,25.61,45,54.88,15027
15,28,109,13,11.93,2,1.83,48,44.04,17,15.6,15028
15,29,36,0,0.0,0,0.0,11,30.56,21,58.33,15029
15,30,81,6,7.41,1,1.23,25,30.86,39,48.15,15030
15,31,57,2,3.51,0,0.0,17,29.82,37,64.91,15031
15,32,91,9,9.89,0,0.0,28,30.77,33,36.26,15032
15,33,51,1,1.96,0,0.0,9,17.65,34,66.67,15033
15,34,65,5,7.69,1,1.54,26,40.0,27,41.54,15034
15,35,113,7,6.19,0,0.0,35,30.97,65,57.52,15035
15,36,71,3,4.23,0,0.0,15,21.13,46,64.79,15036
15,37,76,2,2.63,0,0.0,27,35.53,43,56.58,15037
15,38,70,1,1.43,1,1.43,23,32.86,35,50.0,15038
15,39,77,5,6.49,1,1.3,20,25.97,48,62.34,15039
15,40,79,11,13.92,1,1.27,20,25.32,44,55.7,15040
15,41,126,8,6.35,1,0.79,38,30.16,66,52.38,15041
15,42,59,2,3.39,1,1.69,16,27.12,36,61.02,15042
15,43,83,1,1.2,4,4.82,28,33.73,45,54.22,15043
15,44,105,5,4.76,2,1.9,45,42.86,39,37.14,15044
15,45,43,4,9.3,1,2.33,19,44.19,15,34.88,15045
15,46,47,4,8.51,0,0.0,15,31.91,25,53.19,15046
15,47,105,6,5.71,2,1.9,26,24.76,67,63.81,15047
15,48,61,6,9.84,2,3.28,22,36.07,26,42.62,15048
15,49,62,10,16.13,1,1.61,21,33.87,18,29.03,15049
15,50,80,7,8.75,1,1.25,22,27.5,41,51.25,15050
15,51,61,0,0.0,1,1.64,12,19.67,44,72.13,15051
15,52,64,4,6.25,2,3.13,12,18.75,37,57.81,15052
16,1,52,4,7.69,1,1.92,18,34.62,20,38.46,16001
16,2,72,2,2.78,0,0.0,29,40.28,34,47.22,16002
16,3,91,1,1.1,2,2.2,28,30.77,55,60.44,16003
16,4,60,10,16.67,1,1.67,13,21.67,20,33.33,16004
16,5,79,1,1.27,0,0.0,21,26.58,48,60.76,16005
16,6,47,3,6.38,0,0.0,12,25.53,26,55.32,16006
16,7,83,4,4.82,0,0.0,22,26.51,48,57.83,16007
16,8,78,10,12.82,0,0.0,29,37.18,31,39.74,16008
16,9,142,7,4.93,2,1.41,32,22.54,92,64.79,16009
16,10,138,9,6.52,2,1.45,49,35.51,70,50.72,16010
16,11,85,4,4.71,3,3.53,23,27.06,46,54.12,16011
16,12,53,4,7.55,1,1.89,15,28.3,29,54.72,16012
16,13,66,12,18.18,0,0.0,23,34.85,14,21.21,16013
16,14,84,3,3.57,3,3.57,30,35.71,43,51.19,16014
16,15,116,5,4.31,1,0.86,33,28.45,69,59.48,16015
16,16,95,4,4.21,1,1.05,28,29.47,54,56.84,16016
16,17,104,20,19.23,3,2.88,28,26.92,7,6.73,16017
16,18,99,6,6.06,1,1.01,23,23.23,57,57.58,16018
16,19,108,5,4.63,2,1.85,34,31.48,57,52.78,16019
16,20,78,6,7.69,1,1.28,18,23.08,48,61.54,16020
16,21,80,15,18.75,3,3.75,26,32.5,8,10.0,16021
16,22,92,6,6.52,1,1.09,23,25.0,58,63.04,16022
16,23,74,14,18.92,1,1.35,29,39.19,18,24.32,16023
16,24,47,5,10.64,0,0.0,12,25.53,26,55.32,16024
16,25,59,2,3.39,0,0.0,15,25.42,37,62.71,16025
16,26,100,6,6.0,0,0.0,23,23.0,63,63.0,16026
16,27,141,12,8.51,3,2.13,38,26.95,72,51.06,16027
16,28,116,2,1.72,0,0.0,21,18.1,86,74.14,16028
16,29,59,4,6.78,0,0.0,23,38.98,28,47.46,16029
16,30,69,7,10.14,2,2.9,25,36.23,26,37.68,16030
16,31,113,4,3.54,0,0.0,33,29.2,67,59.29,16031
16,32,78,13,16.67,2,2.56,35,44.87,5,6.41,16032
16,33,82,6,7.32,2,2.44,24,29.27,42,51.22,16033
16,34,74,6,8.11,1,1.35,14,18.92,47,63.51,16034
16,35,84,11,13.1,4,4.76,32,38.1,18,21.43,16035
16,36,90,5,5.56,0,0.0,42,46.67,41,45.56,16036
16,37,50,0,0.0,0,0.0,17,34.0,30,60.0,16037
16,38,63,3,4.76,0,0.0,10,15.87,47,74.6,16038
16,39,110,17,15.45,3,2.73,45,40.91,13,11.82,16039
16,40,104,7,6.73,0,0.0,31,29.81,60,57.69,16040
16,41,55,2,3.64,1,1.82,13,23.64,37,67.27,16041
16,42,53,7,13.21,1,1.89,17,32.08,10,18.87,16042
16,43,100,4,4.0,1,1.0,32,32.0,56,56.0,16043
16,44,77,7,9.09,0,0.0,22,28.57,30,38.96,16044
17,1,69,2,2.9,3,4.35,18,26.09,42,60.87,17001
17,2,116,4,3.45,1,0.86,33,28.45,72,62.07,17002
17,3,63,4,6.35,1,1.59,10,15.87,44,69.84,17003
17,4,172,7,4.07,1,0.58,57,33.14,93,54.07,17004
17,5,102,5,4.9,0,0.0,26,25.49,63,61.76,17005
17,6,88,13,14.77,1,1.14,20,22.73,42,47.73,17006
17,7,110,5,4.55,1,0.91,27,24.55,73,66.36,17007
17,8,92,5,5.43,2,2.17,24,26.09,59,64.13,17008
17,9,87,4,4.6,0,0.0,26,29.89,53,60.92,17009
17,10,132,3,2.27,1,0.76,39,29.55,76,57.58,17010
17,11,106,7,6.6,1,0.94,36,33.96,58,54.72,17011
17,12,198,11,5.56,1,0.51,71,35.86,100,50.51,17012
17,13,73,3,4.11,3,4.11,19,26.03,43,58.9,17013
17,14,94,8,8.51,0,0.0,39,41.49,40,42.55,17014
17,15,133,3,2.26,2,1.5,46,34.59,75,56.39,17015
17,16,85,4,4.71,0,0.0,24,28.24,53,62.35,17016
17,17,74,3,4.05,1,1.35,27,36.49,38,51.35,17017
17,18,149,4,2.68,1,0.67,37,24.83,100,67.11,17018
17,19,49,6,12.24,0,0.0,14,28.57,26,53.06,17019
17,20,103,5,4.85,1,0.97,36,34.95,57,55.34,17020
17,21,183,5,2.73,0,0.0,62,33.88,103,56.28,17021
17,22,131,5,3.82,3,2.29,33,25.19,84,64.12,17022
17,23,64,6,9.38,1,1.56,17,26.56,35,54.69,17023
17,24,127,6,4.72,0,0.0,41,32.28,74,58.27,17024
17,25,74,1,1.35,1,1.35,18,24.32,48,64.86,17025
