ward,precinct,total,Robert Marshall,Robert Marshall Percent,Jacob J. Meister,Jacob J. Meister Percent,Alexander ''Alexi'' Giannoulias,Alexander ''Alexi'' Giannoulias Percent,Cheryle Jackson,Cheryle Jackson Percent,precinct_id
33,4,189,16,8.47,3,1.59,101,53.44,11,5.82,33004
33,5,127,8,6.3,7,5.51,56,44.09,8,6.3,33005
33,6,198,12,6.06,1,0.51,121,61.11,14,7.07,33006
33,7,272,5,1.84,1,0.37,80,29.41,20,7.35,33007
33,8,156,8,5.13,4,2.56,46,29.49,14,8.97,33008
33,9,166,10,6.02,2,1.2,67,40.36,13,7.83,33009
33,10,204,13,6.37,4,1.96,98,48.04,16,7.84,33010
33,11,159,13,8.18,7,4.4,54,33.96,10,6.29,33011
33,12,175,11,6.29,3,1.71,93,53.14,14,8.0,33012
33,13,181,13,7.18,7,3.87,101,55.8,8,4.42,33013
33,14,132,8,6.06,6,4.55,52,39.39,17,12.88,33014
33,15,154,10,6.49,3,1.95,65,42.21,13,8.44,33015
33,16,111,11,9.91,3,2.7,50,45.05,4,3.6,33016
33,17,192,10,5.21,2,1.04,88,45.83,19,9.9,33017
33,18,51,3,5.88,1,1.96,19,37.25,5,9.8,33018
33,19,144,11,7.64,5,3.47,69,47.92,7,4.86,33019
33,20,157,8,5.1,1,0.64,61,38.85,10,6.37,33020
33,21,160,12,7.5,1,0.63,74,46.25,8,5.0,33021
33,22,229,10,4.37,3,1.31,132,57.64,11,4.8,33022
33,23,151,9,5.96,3,1.99,55,36.42,14,9.27,33023
33,24,250,11,4.4,6,2.4,68,27.2,12,4.8,33024
33,25,210,8,3.81,3,1.43,113,53.81,15,7.14,33025
33,26,150,13,8.67,6,4.0,52,34.67,9,6.0,33026
33,27,117,6,5.13,7,5.98,41,35.04,9,7.69,33027
34,1,261,16,6.13,0,0.0,88,33.72,146,55.94,34001
34,2,197,15,7.61,0,0.0,46,23.35,124,62.94,34002
34,3,179,10,5.59,1,0.56,50,27.93,108,60.34,34003
34,4,172,8,4.65,1,0.58,56,32.56,95,55.23,34004
34,5,141,9,6.38,1,0.71,48,34.04,74,52.48,34005
34,6,120,2,1.67,2,1.67,47,39.17,58,48.33,34006
34,7,251,10,3.98,1,0.4,84,33.47,146,58.17,34007
34,8,169,6,3.55,0,0.0,49,28.99,108,63.91,34008
34,9,121,6,4.96,0,0.0,33,27.27,76,62.81,34009
34,10,184,6,3.26,0,0.0,67,36.41,104,56.52,34010
34,11,99,7,7.07,2,2.02,29,29.29,56,56.57,34011
34,12,203,5,2.46,2,0.99,84,41.38,102,50.25,34012
34,13,210,6,2.86,2,0.95,67,31.9,115,54.76,34013
34,14,135,4,2.96,1,0.74,40,29.63,85,62.96,34014
34,15,135,9,6.67,1,0.74,51,37.78,65,48.15,34015
34,16,100,9,9.0,3,3.0,25,25.0,62,62.0,34016
34,17,117,0,0.0,0,0.0,41,35.04,69,58.97,34017
34,18,101,6,5.94,2,1.98,41,40.59,49,48.51,34018
34,19,36,4,11.11,0,0.0,11,30.56,18,50.0,34019
34,20,296,8,2.7,0,0.0,127,42.91,146,49.32,34020
34,21,174,5,2.87,0,0.0,57,32.76,103,59.2,34021
34,22,224,4,1.79,2,0.89,77,34.38,131,58.48,34022
34,23,163,5,3.07,0,0.0,53,32.52,99,60.74,34023
34,24,152,5,3.29,0,0.0,52,34.21,85,55.92,34024
34,25,209,5,2.39,1,0.48,69,33.01,129,61.72,34025
34,26,85,4,4.71,1,1.18,23,27.06,55,64.71,34026
34,27,144,9,6.25,2,1.39,44,30.56,76,52.78,34027
34,28,100,7,7.0,2,2.0,44,44.0,42,42.0,34028
34,29,175,8,4.57,0,0.0,57,32.57,102,58.29,34029
34,30,231,4,1.73,2,0.87,83,35.93,129,55.84,34030
34,31,92,5,5.43,1,1.09,34,36.96,51,55.43,34031
34,32,134,2,1.49,0,0.0,41,30.6,84,62.69,34032
34,33,78,2,2.56,0,0.0,18,23.08,55,70.51,34033
34,34,240,5,2.08,1,0.42,79,32.92,149,62.08,34034
34,35,217,5,2.3,0,0.0,92,42.4,110,50.69,34035
34,36,215,7,3.26,0,0.0,83,38.6,109,50.7,34036
34,37,154,5,3.25,1,0.65,65,42.21,74,48.05,34037
34,38,125,6,4.8,0,0.0,56,44.8,58,46.4,34038
34,39,105,5,4.76,1,0.95,38,36.19,56,53.33,34039
34,40,189,6,3.17,3,1.59,67,35.45,105,55.56,34040
34,41,94,4,4.26,0,0.0,24,25.53,60,63.83,34041
34,42,238,9,3.78,2,0.84,83,34.87,131,55.04,34042
34,43,248,6,2.42,1,0.4,86,34.68,153,61.69,34043
34,44,239,6,2.51,0,0.0,100,41.84,117,48.95,34044
34,45,169,4,2.37,1,0.59,66,39.05,91,53.85,34045
34,46,162,3,1.85,1,0.62,58,35.8,89,54.94,34046
34,47,92,3,3.26,0,0.0,33,35.87,52,56.52,34047
34,48,244,3,1.23,2,0.82,96,39.34,136,55.74,34048
34,49,265,7,2.64,0,0.0,86,32.45,157,59.25,34049
34,50,176,4,2.27,1,0.57,70,39.77,94,53.41,34050
34,51,271,11,4.06,1,0.37,100,36.9,148,54.61,34051
34,52,120,8,6.67,3,2.5,43,35.83,55,45.83,34052
34,53,99,3,3.03,1,1.01,37,37.37,53,53.54,34053
34,54,125,5,4.0,2,1.6,56,44.8,56,44.8,34054
34,55,182,9,4.95,1,0.55,46,25.27,119,65.38,34055
34,56,77,3,3.9,0,0.0,25,32.47,45,58.44,34056
34,57,111,4,3.6,0,0.0,41,36.94,63,56.76,34057
34,58,200,2,1.0,1,0.5,83,41.5,108,54.0,34058
34,59,162,5,3.09,0,0.0,65,40.12,84,51.85,34059
34,60,184,15,8.15,3,1.63,57,30.98,98,53.26,34060
34,61,143,1,0.7,0,0.0,41,28.67,95,66.43,34061
35,1,135,12,8.89,3,2.22,56,41.48,10,7.41,35001
35,2,93,9,9.68,1,1.08,49,52.69,9,9.68,35002
35,3,81,9,11.11,2,2.47,29,35.8,17,20.99,35003
35,4,145,7,4.83,3,2.07,63,43.45,9,6.21,35004
35,5,116,10,8.62,2,1.72,44,37.93,11,9.48,35005
35,6,106,9,8.49,1,0.94,52,49.06,7,6.6,35006
35,7,121,4,3.31,3,2.48,41,33.88,7,5.79,35007
35,8,109,4,3.67,1,0.92,38,34.86,3,2.75,35008
35,9,99,10,10.1,0,0.0,42,42.42,13,13.13,35009
35,10,124,8,6.45,2,1.61,54,43.55,15,12.1,35010
35,11,94,9,9.57,1,1.06,35,37.23,11,11.7,35011
35,12,162,7,4.32,2,1.23,54,33.33,14,8.64,35012
35,13,33,3,9.09,3,9.09,10,30.3,6,18.18,35013
35,14,128,7,5.47,3,2.34,55,42.97,17,13.28,35014
35,15,116,11,9.48,1,0.86,37,31.9,9,7.76,35015
35,16,134,7,5.22,1,0.75,48,35.82,3,2.24,35016
35,17,114,14,12.28,3,2.63,36,31.58,17,14.91,35017
35,18,133,9,6.77,3,2.26,58,43.61,11,8.27,35018
35,19,104,4,3.85,4,3.85,35,33.65,9,8.65,35019
35,20,87,4,4.6,2,2.3,38,43.68,16,18.39,35020
35,21,113,13,11.5,0,0.0,48,42.48,4,3.54,35021
35,22,59,4,6.78,1,1.69,19,32.2,4,6.78,35022
35,23,77,7,9.09,3,3.9,26,33.77,8,10.39,35023
35,24,73,5,6.85,0,0.0,38,52.05,5,6.85,35024
35,25,120,4,3.33,3,2.5,38,31.67,14,11.67,35025
35,26,144,11,7.64,7,4.86,60,41.67,10,6.94,35026
35,27,157,8,5.1,5,3.18,53,33.76,10,6.37,35027
35,28,122,3,2.46,2,1.64,37,30.33,8,6.56,35028
35,29,144,5,3.47,2,1.39,57,39.58,11,7.64,35029
35,30,185,10,5.41,2,1.08,70,37.84,14,7.57,35030
35,31,60,3,5.0,1,1.67,23,38.33,9,15.0,35031
35,32,80,5,6.25,1,1.25,40,50.0,10,12.5,35032
35,33,106,8,7.55,3,2.83,40,37.74,6,5.66,35033
35,34,115,1,0.87,5,4.35,41,35.65,18,15.65,35034
35,35,128,11,8.59,1,0.78,59,46.09,7,5.47,35035
35,36,69,6,8.7,0,0.0,30,43.48,5,7.25,35036
36,1,110,12,10.91,0,0.0,48,43.64,10,9.09,36001
36,2,102,9,8.82,4,3.92,45,44.12,13,12.75,36002
36,3,221,15,6.79,1,0.45,100,45.25,59,26.7,36003
36,4,71,3,4.23,2,2.82,31,43.66,13,18.31,36004
36,5,106,4,3.77,0,0.0,47,44.34,2,1.89,36005
36,6,118,11,9.32,2,1.69,62,52.54,3,2.54,36006
36,7,101,6,5.94,0,0.0,45,44.55,2,1.98,36007
36,8,109,9,8.26,7,6.42,32,29.36,6,5.5,36008
36,9,111,7,6.31,2,1.8,51,45.95,4,3.6,36009
36,10,113,8,7.08,2,1.77,60,53.1,3,2.65,36010
36,11,181,9,4.97,1,0.55,92,50.83,9,4.97,36011
36,12,90,7,7.78,2,2.22,39,43.33,3,3.33,36012
36,13,209,7,3.35,2,0.96,130,62.2,8,3.83,36013
36,14,138,18,13.04,2,1.45,70,50.72,5,3.62,36014
36,15,116,13,11.21,4,3.45,54,46.55,8,6.9,36015
36,16,212,7,3.3,3,1.42,98,46.23,38,17.92,36016
36,17,112,5,4.46,1,0.89,47,41.96,4,3.57,36017
36,18,165,4,2.42,2,1.21,66,40.0,2,1.21,36018
36,19,125,9,7.2,4,3.2,62,49.6,8,6.4,36019
36,20,170,11,6.47,0,0.0,86,50.59,6,3.53,36020
36,21,239,17,7.11,4,1.67,128,53.56,9,3.77,36021
36,22,166,8,4.82,1,0.6,71,42.77,35,21.08,36022
36,23,88,2,2.27,1,1.14,42,47.73,19,21.59,36023
36,24,142,4,2.82,0,0.0,65,45.77,55,38.73,36024
36,25,102,8,7.84,3,2.94,42,41.18,4,3.92,36025
36,26,118,11,9.32,4,3.39,41,34.75,6,5.08,36026
36,27,74,5,6.76,2,2.7,30,40.54,1,1.35,36027
36,28,115,12,10.43,1,0.87,54,46.96,6,5.22,36028
36,29,98,1,1.02,2,2.04,48,48.98,2,2.04,36029
36,30,153,6,3.92,2,1.31,72,47.06,7,4.58,36030
36,31,139,17,12.23,1,0.72,59,42.45,8,5.76,36031
36,32,122,9,7.38,1,0.82,68,55.74,3,2.46,36032
36,33,112,2,1.79,3,2.68,56,50.0,20,17.86,36033
36,34,95,3,3.16,2,2.11,39,41.05,3,3.16,36034
36,35,136,10,7.35,3,2.21,75,55.15,4,2.94,36035
36,36,121,18,14.88,3,2.48,54,44.63,5,4.13,36036
36,37,80,2,2.5,1,1.25,39,48.75,2,2.5,36037
36,38,93,6,6.45,1,1.08,36,38.71,4,4.3,36038
36,39,113,3,2.65,1,0.88,60,53.1,5,4.42,36039
36,40,144,5,3.47,3,2.08,66,45.83,6,4.17,36040
36,41,97,11,11.34,2,2.06,49,50.52,5,5.15,36041
36,42,107,6,5.61,0,0.0,53,49.53,3,2.8,36042
36,43,109,10,9.17,1,0.92,49,44.95,7,6.42,36043
36,44,171,6,3.51,5,2.92,56,32.75,49,28.65,36044
36,45,145,3,2.07,2,1.38,64,44.14,21,14.48,36045
36,46,104,2,1.92,0,0.0,39,37.5,5,4.81,36046
36,47,99,7,7.07,0,0.0,51,51.52,4,4.04,36047
36,48,112,2,1.79,0,0.0,61,54.46,4,3.57,36048
36,49,166,8,4.82,2,1.2,77,46.39,7,4.22,36049
36,50,105,6,5.71,1,0.95,53,50.48,5,4.76,36050
36,51,109,10,9.17,2,1.83,46,42.2,11,10.09,36051
36,52,102,13,12.75,0,0.0,37,36.27,3,2.94,36052
36,53,83,8,9.64,4,4.82,25,30.12,4,4.82,36053
36,54,201,10,4.98,0,0.0,59,29.35,74,36.82,36054
36,55,202,7,3.47,0,0.0,86,42.57,38,18.81,36055
37,1,66,11,16.67,3,4.55,31,46.97,7,10.61,37001
37,2,105,8,7.62,1,0.95,37,35.24,44,41.9,37002
37,3,56,6,10.71,2,3.57,18,32.14,18,32.14,37003
37,4,136,5,3.68,5,3.68,47,34.56,69,50.74,37004
37,5,158,14,8.86,2,1.27,50,31.65,80,50.63,37005
37,6,139,7,5.04,0,0.0,48,34.53,78,56.12,37006
37,7,143,4,2.8,1,0.7,42,29.37,83,58.04,37007
37,8,85,8,9.41,0,0.0,29,34.12,39,45.88,37008
37,9,128,3,2.34,0,0.0,41,32.03,71,55.47,37009
37,10,138,8,5.8,1,0.72,54,39.13,61,44.2,37010
37,11,35,4,11.43,1,2.86,16,45.71,5,14.29,37011
37,12,74,5,6.76,0,0.0,26,35.14,31,41.89,37012
37,13,112,9,8.04,0,0.0,37,33.04,53,47.32,37013
37,14,191,19,9.95,0,0.0,58,30.37,105,54.97,37014
37,15,134,7,5.22,0,0.0,42,31.34,76,56.72,37015
37,16,123,9,7.32,1,0.81,45,36.59,60,48.78,37016
37,17,131,9,6.87,2,1.53,53,40.46,53,40.46,37017
37,18,154,12,7.79,0,0.0,36,23.38,97,62.99,37018
37,19,79,15,18.99,2,2.53,29,36.71,10,12.66,37019
37,20,105,9,8.57,2,1.9,36,34.29,53,50.48,37020
37,21,136,3,2.21,1,0.74,52,38.24,76,55.88,37021
37,22,75,6,8.0,0,0.0,25,33.33,38,50.67,37022
37,23,95,7,7.37,1,1.05,30,31.58,50,52.63,37023
37,24,125,6,4.8,0,0.0,42,33.6,70,56.0,37024
37,25,158,5,3.16,1,0.63,54,34.18,85,53.8,37025
37,26,154,8,5.19,1,0.65,63,40.91,77,50.0,37026
37,27,124,9,7.26,1,0.81,46,37.1,63,50.81,37027
37,28,130,5,3.85,0,0.0,31,23.85,81,62.31,37028
37,29,126,9,7.14,1,0.79,38,30.16,68,53.97,37029
37,30,74,3,4.05,1,1.35,25,33.78,38,51.35,37030
37,31,159,10,6.29,0,0.0,54,33.96,81,50.94,37031
37,32,125,8,6.4,4,3.2,33,26.4,69,55.2,37032
37,33,107,6,5.61,0,0.0,41,38.32,54,50.47,37033
37,34,131,4,3.05,1,0.76,44,33.59,74,56.49,37034
37,35,145,12,8.28,0,0.0,59,40.69,65,44.83,37035
37,36,140,9,6.43,2,1.43,40,28.57,78,55.71,37036
37,37,118,8,6.78,1,0.85,26,22.03,74,62.71,37037
37,38,123,1,0.81,0,0.0,46,37.4,69,56.1,37038
37,39,101,11,10.89,2,1.98,44,43.56,9,8.91,37039
37,40,134,11,8.21,0,0.0,39,29.1,81,60.45,37040
37,41,149,5,3.36,2,1.34,59,39.6,74,49.66,37041
37,42,72,4,5.56,2,2.78,30,41.67,18,25.0,37042
37,43,112,6,5.36,1,0.89,49,43.75,44,39.29,37043
38,1,134,6,4.48,3,2.24,59,44.03,4,2.99,38001
38,2,78,7,8.97,4,5.13,27,34.62,2,2.56,38002
38,3,78,9,11.54,6,7.69,41,52.56,0,0.0,38003
38,4,51,2,3.92,0,0.0,24,47.06,2,3.92,38004
38,5,228,9,3.95,3,1.32,94,41.23,15,6.58,38005
38,6,92,5,5.43,1,1.09,41,44.57,5,5.43,38006
38,7,126,4,3.17,6,4.76,46,36.51,4,3.17,38007
38,8,73,4,5.48,3,4.11,34,46.58,4,5.48,38008
38,9,121,5,4.13,3,2.48,41,33.88,11,9.09,38009
38,10,160,9,5.63,2,1.25,45,28.13,11,6.88,38010
38,11,93,11,11.83,2,2.15,40,43.01,4,4.3,38011
38,12,122,11,9.02,4,3.28,48,39.34,8,6.56,38012
38,13,93,4,4.3,0,0.0,42,45.16,4,4.3,38013
38,14,100,6,6.0,2,2.0,45,45.0,3,3.0,38014
38,15,87,5,5.75,1,1.15,45,51.72,3,3.45,38015
38,16,117,11,9.4,1,0.85,53,45.3,6,5.13,38016
38,17,96,5,5.21,3,3.13,41,42.71,6,6.25,38017
38,18,131,13,9.92,2,1.53,69,52.67,4,3.05,38018
38,19,140,7,5.0,2,1.43,71,50.71,8,5.71,38019
38,20,177,6,3.39,1,0.56,60,33.9,13,7.34,38020
38,21,101,11,10.89,1,0.99,34,33.66,11,10.89,38021
38,22,122,9,7.38,4,3.28,51,41.8,5,4.1,38022
38,23,98,6,6.12,2,2.04,43,43.88,9,9.18,38023
38,24,71,4,5.63,4,5.63,29,40.85,6,8.45,38024
38,25,119,6,5.04,2,1.68,63,52.94,8,6.72,38025
38,26,63,6,9.52,2,3.17,20,31.75,3,4.76,38026
38,27,66,3,4.55,2,3.03,34,51.52,4,6.06,38027
38,28,89,9,10.11,1,1.12,38,42.7,1,1.12,38028
38,29,105,7,6.67,2,1.9,42,40.0,4,3.81,38029
38,30,86,8,9.3,1,1.16,37,43.02,7,8.14,38030
38,31,112,8,7.14,7,6.25,47,41.96,4,3.57,38031
38,32,148,8,5.41,5,3.38,70,47.3,8,5.41,38032
38,33,95,4,4.21,1,1.05,41,43.16,6,6.32,38033
38,34,71,8,11.27,1,1.41,37,52.11,2,2.82,38034
38,35,131,11,8.4,1,0.76,48,36.64,7,5.34,38035
38,36,103,2,1.94,2,1.94,62,60.19,2,1.94,38036
38,37,108,5,4.63,1,0.93,42,38.89,8,7.41,38037
38,38,125,4,3.2,1,0.8,53,42.4,7,5.6,38038
38,39,94,8,8.51,4,4.26,42,44.68,1,1.06,38039
38,40,105,6,5.71,1,0.95,45,42.86,4,3.81,38040
38,41,171,9,5.26,2,1.17,76,44.44,9,5.26,38041
38,42,139,5,3.6,1,0.72,44,31.65,11,7.91,38042
38,43,121,7,5.79,2,1.65,58,47.93,7,5.79,38043
38,44,125,8,6.4,0,0.0,60,48.0,7,5.6,38044
38,45,126,14,11.11,2,1.59,46,36.51,4,3.17,38045
38,46,101,4,3.96,2,1.98,38,37.62,2,1.98,38046
38,47,101,5,4.95,1,0.99,44,43.56,13,12.87,38047
38,48,109,2,1.83,0,0.0,55,50.46,4,3.67,38048
38,49,104,5,4.81,2,1.92,55,52.88,3,2.88,38049
38,50,104,9,8.65,1,0.96,44,42.31,6,5.77,38050
38,51,73,3,4.11,3,4.11,38,52.05,4,5.48,38051
38,52,123,7,5.69,2,1.63,56,45.53,4,3.25,38052
38,53,36,8,22.22,2,5.56,14,38.89,4,11.11,38053
39,1,131,2,1.53,0,0.0,51,38.93,2,1.53,39001
39,2,203,32,15.76,7,3.45,70,34.48,8,3.94,39002
39,3,171,9,5.26,1,0.58,55,32.16,8,4.68,39003
39,4,125,4,3.2,3,2.4,56,44.8,5,4.0,39004
39,5,98,6,6.12,1,1.02,49,50.0,5,5.1,39005
39,6,122,7,5.74,0,0.0,42,34.43,8,6.56,39006
39,7,108,5,4.63,1,0.93,55,50.93,2,1.85,39007
39,8,136,5,3.68,0,0.0,74,54.41,1,0.74,39008
39,9,163,8,4.91,5,3.07,87,53.37,9,5.52,39009
39,10,106,8,7.55,0,0.0,42,39.62,9,8.49,39010
39,11,153,12,7.84,4,2.61,71,46.41,4,2.61,39011
39,12,100,9,9.0,6,6.0,29,29.0,13,13.0,39012
39,13,90,6,6.67,2,2.22,21,23.33,5,5.56,39013
39,14,154,14,9.09,3,1.95,71,46.1,14,9.09,39014
39,15,122,5,4.1,2,1.64,45,36.89,7,5.74,39015
39,16,104,5,4.81,1,0.96,47,45.19,10,9.62,39016
39,17,104,5,4.81,0,0.0,47,45.19,6,5.77,39017
39,18,158,6,3.8,2,1.27,66,41.77,12,7.59,39018
39,19,84,7,8.33,3,3.57,30,35.71,3,3.57,39019
39,20,123,4,3.25,2,1.63,40,32.52,3,2.44,39020
39,21,92,7,7.61,3,3.26,47,51.09,2,2.17,39021
39,22,122,16,13.11,5,4.1,53,43.44,11,9.02,39022
39,23,101,2,1.98,0,0.0,40,39.6,5,4.95,39023
39,24,118,12,10.17,3,2.54,43,36.44,14,11.86,39024
39,25,118,9,7.63,3,2.54,44,37.29,13,11.02,39025
39,26,127,1,0.79,1,0.79,44,34.65,1,0.79,39026
39,27,155,7,4.52,5,3.23,52,33.55,5,3.23,39027
39,28,154,7,4.55,3,1.95,59,38.31,11,7.14,39028
39,29,154,5,3.25,2,1.3,55,35.71,13,8.44,39029
39,30,64,6,9.38,2,3.13,32,50.0,9,14.06,39030
39,31,78,9,11.54,1,1.28,29,37.18,12,15.38,39031
39,32,98,3,3.06,3,3.06,47,47.96,3,3.06,39032
39,33,141,8,5.67,1,0.71,36,25.53,22,15.6,39033
39,34,154,8,5.19,4,2.6,68,44.16,12,7.79,39034
39,35,140,6,4.29,3,2.14,47,33.57,5,3.57,39035
39,36,132,18,13.64,3,2.27,50,37.88,7,5.3,39036
39,37,229,9,3.93,4,1.75,60,26.2,12,5.24,39037
39,38,154,3,1.95,1,0.65,59,38.31,2,1.3,39038
39,39,69,5,7.25,2,2.9,38,55.07,3,4.35,39039
39,40,89,4,4.49,3,3.37,29,32.58,4,4.49,39040
39,41,54,1,1.85,4,7.41,15,27.78,7,12.96,39041
39,42,126,2,1.59,3,2.38,37,29.37,6,4.76,39042
39,43,121,3,2.48,2,1.65,40,33.06,16,13.22,39043
39,44,134,8,5.97,5,3.73,50,37.31,13,9.7,39044
39,45,69,9,13.04,4,5.8,25,36.23,11,15.94,39045
39,46,108,9,8.33,5,4.63,46,42.59,8,7.41,39046
39,47,74,5,6.76,1,1.35,31,41.89,7,9.46,39047
40,1,79,4,5.06,3,3.8,35,44.3,7,8.86,40001
40,2,82,1,1.22,1,1.22,48,58.54,5,6.1,40002
40,3,145,4,2.76,5,3.45,45,31.03,11,7.59,40003
40,4,135,5,3.7,3,2.22,43,31.85,9,6.67,40004
40,5,137,1,0.73,0,0.0,69,50.36,7,5.11,40005
40,6,130,2,1.54,2,1.54,43,33.08,13,10.0,40006
40,7,147,7,4.76,3,2.04,48,32.65,11,7.48,40007
40,8,32,3,9.38,0,0.0,9,28.13,7,21.88,40008
40,9,128,7,5.47,1,0.78,55,42.97,26,20.31,40009
40,10,130,4,3.08,0,0.0,54,41.54,12,9.23,40010
40,11,117,1,0.85,4,3.42,41,35.04,13,11.11,40011
40,12,102,3,2.94,2,1.96,35,34.31,8,7.84,40012
40,13,165,7,4.24,8,4.85,59,35.76,12,7.27,40013
40,14,100,6,6.0,2,2.0,45,45.0,8,8.0,40014
40,15,132,3,2.27,1,0.76,66,50.0,4,3.03,40015
40,16,171,14,8.19,6,3.51,60,35.09,29,16.96,40016
40,17,72,6,8.33,3,4.17,32,44.44,5,6.94,40017
40,18,127,9,7.09,2,1.57,41,32.28,16,12.6,40018
40,19,114,7,6.14,2,1.75,65,57.02,11,9.65,40019
40,20,131,5,3.82,1,0.76,58,44.27,5,3.82,40020
40,21,105,6,5.71,1,0.95,38,36.19,7,6.67,40021
40,22,72,0,0.0,1,1.39,26,36.11,3,4.17,40022
40,23,161,3,1.86,5,3.11,71,44.1,8,4.97,40023
40,24,72,8,11.11,1,1.39,33,45.83,2,2.78,40024
40,25,95,2,2.11,6,6.32,50,52.63,4,4.21,40025
40,26,165,2,1.21,3,1.82,58,35.15,19,11.52,40026
40,27,116,10,8.62,3,2.59,49,42.24,7,6.03,40027
40,28,152,9,5.92,3,1.97,69,45.39,18,11.84,40028
40,29,169,8,4.73,1,0.59,68,40.24,10,5.92,40029
40,30,205,3,1.46,1,0.49,93,45.37,9,4.39,40030
40,31,111,7,6.31,3,2.7,51,45.95,6,5.41,40031
40,32,63,2,3.17,2,3.17,30,47.62,8,12.7,40032
40,33,130,1,0.77,7,5.38,45,34.62,11,8.46,40033
40,34,78,2,2.56,2,2.56,41,52.56,4,5.13,40034
40,35,145,14,9.66,6,4.14,60,41.38,11,7.59,40035
40,36,145,2,1.38,1,0.69,81,55.86,5,3.45,40036
40,37,105,4,3.81,1,0.95,44,41.9,10,9.52,40037
40,38,76,6,7.89,2,2.63,44,57.89,4,5.26,40038
40,39,92,5,5.43,0,0.0,38,41.3,13,14.13,40039
40,40,101,3,2.97,0,0.0,37,36.63,8,7.92,40040
40,41,164,0,0.0,4,2.44,48,29.27,11,6.71,40041
40,42,145,7,4.83,4,2.76,61,42.07,7,4.83,40042
40,43,136,6,4.41,1,0.74,52,38.24,10,7.35,40043
40,44,77,2,2.6,4,5.19,36,46.75,5,6.49,40044
40,45,214,14,6.54,7,3.27,73,34.11,8,3.74,40045
40,46,173,4,2.31,3,1.73,73,42.2,15,8.67,40046
40,47,149,3,2.01,2,1.34,39,26.17,16,10.74,40047
40,48,82,1,1.22,2,2.44,29,35.37,3,3.66,40048
40,49,75,3,4.0,0,0.0,32,42.67,11,14.67,40049
41,1,175,3,1.71,1,0.57,66,37.71,11,6.29,41001
41,2,227,7,3.08,2,0.88,88,38.77,9,3.96,41002
41,3,159,7,4.4,2,1.26,74,46.54,7,4.4,41003
41,4,219,8,3.65,2,0.91,84,38.36,11,5.02,41004
41,5,203,7,3.45,2,0.99,60,29.56,11,5.42,41005
41,6,205,4,1.95,0,0.0,54,26.34,9,4.39,41006
41,7,215,9,4.19,1,0.47,70,32.56,8,3.72,41007
41,8,169,8,4.73,0,0.0,55,32.54,9,5.33,41008
41,9,160,7,4.38,5,3.13,81,50.63,4,2.5,41009
41,10,183,9,4.92,2,1.09,70,38.25,5,2.73,41010
41,11,186,5,2.69,3,1.61,85,45.7,5,2.69,41011
41,12,148,5,3.38,1,0.68,75,50.68,6,4.05,41012
41,13,88,3,3.41,2,2.27,39,44.32,4,4.55,41013
41,14,226,7,3.1,3,1.33,58,25.66,5,2.21,41014
41,15,216,8,3.7,2,0.93,92,42.59,9,4.17,41015
41,16,172,8,4.65,3,1.74,62,36.05,10,5.81,41016
41,17,204,8,3.92,3,1.47,62,30.39,12,5.88,41017
41,18,141,12,8.51,7,4.96,46,32.62,15,10.64,41018
41,19,251,6,2.39,1,0.4,98,39.04,6,2.39,41019
41,20,191,12,6.28,6,3.14,69,36.13,13,6.81,41020
41,21,183,11,6.01,6,3.28,66,36.07,13,7.1,41021
41,22,163,10,6.13,1,0.61,67,41.1,3,1.84,41022
41,23,152,11,7.24,2,1.32,69,45.39,5,3.29,41023
41,24,154,7,4.55,2,1.3,66,42.86,4,2.6,41024
41,25,43,3,6.98,2,4.65,14,32.56,3,6.98,41025
41,26,68,1,1.47,0,0.0,32,47.06,5,7.35,41026
41,27,37,2,5.41,0,0.0,22,59.46,5,13.51,41027
41,28,129,11,8.53,1,0.78,50,38.76,22,17.05,41028
41,29,70,2,2.86,1,1.43,24,34.29,11,15.71,41029
41,30,190,9,4.74,3,1.58,75,39.47,9,4.74,41030
41,31,196,9,4.59,2,1.02,82,41.84,12,6.12,41031
41,32,95,1,1.05,1,1.05,45,47.37,4,4.21,41032
41,33,118,3,2.54,1,0.85,58,49.15,6,5.08,41033
41,34,128,7,5.47,0,0.0,57,44.53,2,1.56,41034
41,35,203,8,3.94,1,0.49,73,35.96,6,2.96,41035
41,36,183,7,3.83,1,0.55,69,37.7,3,1.64,41036
41,37,192,5,2.6,1,0.52,74,38.54,10,5.21,41037
41,38,169,6,3.55,3,1.78,75,44.38,7,4.14,41038
41,39,133,2,1.5,0,0.0,51,38.35,2,1.5,41039
41,40,201,9,4.48,2,1.0,81,40.3,8,3.98,41040
41,41,155,5,3.23,5,3.23,46,29.68,5,3.23,41041
41,42,224,2,0.89,3,1.34,83,37.05,10,4.46,41042
41,43,165,8,4.85,3,1.82,61,36.97,6,3.64,41043
41,44,203,1,0.49,5,2.46,52,25.62,9,4.43,41044
41,45,124,5,4.03,5,4.03,43,34.68,4,3.23,41045
41,46,155,4,2.58,2,1.29,52,33.55,8,5.16,41046
41,47,185,7,3.78,1,0.54,53,28.65,8,4.32,41047
41,48,77,4,5.19,3,3.9,33,42.86,10,12.99,41048
41,49,240,11,4.58,1,0.42,85,35.42,5,2.08,41049
41,50,167,6,3.59,4,2.4,84,50.3,4,2.4,41050
41,51,124,5,4.03,1,0.81,60,48.39,3,2.42,41051
41,52,239,5,2.09,1,0.42,85,35.56,5,2.09,41052
