ward,precinct,total,Susan Kennedy Sullivan,Susan Kennedy Sullivan Percent,Linda J. Pauel,Linda J. Pauel Percent,Kevin J. Murphy,Kevin J. Murphy Percent,Ubi O'Neal,Ubi O'Neal Percent,precinct_id
33,5,105,41,39.05,36,34.29,20,19.05,8,7.62,33005
33,6,165,48,29.09,80,48.48,26,15.76,11,6.67,33006
33,7,204,63,30.88,110,53.92,20,9.8,11,5.39,33007
33,8,124,38,30.65,62,50.0,17,13.71,7,5.65,33008
33,9,135,43,31.85,65,48.15,19,14.07,8,5.93,33009
33,10,150,55,36.67,66,44.0,25,16.67,4,2.67,33010
33,11,115,38,33.04,45,39.13,23,20.0,9,7.83,33011
33,12,138,45,32.61,61,44.2,23,16.67,9,6.52,33012
33,13,152,45,29.61,62,40.79,31,20.39,14,9.21,33013
33,14,102,37,36.27,41,40.2,15,14.71,9,8.82,33014
33,15,126,55,43.65,46,36.51,16,12.7,9,7.14,33015
33,16,94,30,31.91,37,39.36,22,23.4,5,5.32,33016
33,17,162,54,33.33,68,41.98,25,15.43,15,9.26,33017
33,18,39,13,33.33,16,41.03,6,15.38,4,10.26,33018
33,19,120,51,42.5,41,34.17,19,15.83,9,7.5,33019
33,20,126,41,32.54,60,47.62,17,13.49,8,6.35,33020
33,21,145,48,33.1,47,32.41,31,21.38,19,13.1,33021
33,22,195,54,27.69,95,48.72,35,17.95,11,5.64,33022
33,23,117,35,29.91,53,45.3,18,15.38,11,9.4,33023
33,24,188,44,23.4,114,60.64,24,12.77,6,3.19,33024
33,25,168,56,33.33,68,40.48,25,14.88,19,11.31,33025
33,26,132,43,32.58,59,44.7,20,15.15,10,7.58,33026
33,27,96,34,35.42,42,43.75,9,9.38,11,11.46,33027
34,1,214,64,29.91,81,37.85,40,18.69,29,13.55,34001
34,2,156,37,23.72,44,28.21,38,24.36,37,23.72,34002
34,3,154,51,33.12,45,29.22,40,25.97,18,11.69,34003
34,4,153,33,21.57,66,43.14,37,24.18,17,11.11,34004
34,5,117,30,25.64,41,35.04,36,30.77,10,8.55,34005
34,6,106,25,23.58,46,43.4,15,14.15,20,18.87,34006
34,7,216,50,23.15,67,31.02,55,25.46,44,20.37,34007
34,8,140,37,26.43,32,22.86,40,28.57,31,22.14,34008
34,9,100,33,33.0,29,29.0,26,26.0,12,12.0,34009
34,10,150,40,26.67,46,30.67,42,28.0,22,14.67,34010
34,11,83,25,30.12,22,26.51,22,26.51,14,16.87,34011
34,12,174,47,27.01,57,32.76,43,24.71,27,15.52,34012
34,13,178,39,21.91,58,32.58,51,28.65,30,16.85,34013
34,14,110,40,36.36,30,27.27,29,26.36,11,10.0,34014
34,15,116,28,24.14,50,43.1,25,21.55,13,11.21,34015
34,16,75,24,32.0,19,25.33,17,22.67,15,20.0,34016
34,17,99,27,27.27,34,34.34,25,25.25,13,13.13,34017
34,18,84,20,23.81,34,40.48,20,23.81,10,11.9,34018
34,19,23,3,13.04,9,39.13,9,39.13,2,8.7,34019
34,20,254,66,25.98,100,39.37,54,21.26,34,13.39,34020
34,21,154,34,22.08,57,37.01,42,27.27,21,13.64,34021
34,22,196,41,20.92,71,36.22,46,23.47,38,19.39,34022
34,23,144,40,27.78,45,31.25,37,25.69,22,15.28,34023
34,24,134,26,19.4,54,40.3,33,24.63,21,15.67,34024
34,25,170,54,31.76,53,31.18,43,25.29,20,11.76,34025
34,26,77,24,31.17,25,32.47,16,20.78,12,15.58,34026
34,27,122,27,22.13,42,34.43,34,27.87,19,15.57,34027
34,28,94,17,18.09,47,50.0,22,23.4,8,8.51,34028
34,29,151,46,30.46,45,29.8,36,23.84,24,15.89,34029
34,30,200,53,26.5,48,24.0,58,29.0,41,20.5,34030
34,31,77,22,28.57,22,28.57,28,36.36,5,6.49,34031
34,32,113,32,28.32,36,31.86,26,23.01,19,16.81,34032
34,33,69,10,14.49,28,40.58,23,33.33,8,11.59,34033
34,34,191,54,28.27,67,35.08,46,24.08,24,12.57,34034
34,35,201,56,27.86,77,38.31,46,22.89,22,10.95,34035
34,36,181,43,23.76,71,39.23,34,18.78,33,18.23,34036
34,37,134,26,19.4,62,46.27,28,20.9,18,13.43,34037
34,38,106,31,29.25,34,32.08,20,18.87,21,19.81,34038
34,39,87,20,22.99,37,42.53,20,22.99,10,11.49,34039
34,40,172,33,19.19,76,44.19,45,26.16,18,10.47,34040
34,41,85,22,25.88,26,30.59,27,31.76,10,11.76,34041
34,42,202,43,21.29,81,40.1,42,20.79,36,17.82,34042
34,43,226,47,20.8,89,39.38,53,23.45,37,16.37,34043
34,44,206,53,25.73,82,39.81,45,21.84,26,12.62,34044
34,45,136,39,28.68,44,32.35,30,22.06,23,16.91,34045
34,46,133,33,24.81,48,36.09,30,22.56,22,16.54,34046
34,47,77,15,19.48,33,42.86,18,23.38,11,14.29,34047
34,48,207,54,26.09,68,32.85,45,21.74,40,19.32,34048
34,49,235,60,25.53,88,37.45,51,21.7,36,15.32,34049
34,50,154,46,29.87,46,29.87,33,21.43,29,18.83,34050
34,51,232,57,24.57,90,38.79,45,19.4,40,17.24,34051
34,52,101,19,18.81,37,36.63,28,27.72,17,16.83,34052
34,53,82,16,19.51,31,37.8,21,25.61,14,17.07,34053
34,54,109,25,22.94,48,44.04,23,21.1,13,11.93,34054
34,55,152,39,25.66,58,38.16,38,25.0,17,11.18,34055
34,56,69,24,34.78,19,27.54,17,24.64,9,13.04,34056
34,57,92,23,25.0,40,43.48,14,15.22,15,16.3,34057
34,58,186,47,25.27,63,33.87,42,22.58,34,18.28,34058
34,59,132,33,25.0,42,31.82,29,21.97,28,21.21,34059
34,60,175,41,23.43,54,30.86,45,25.71,35,20.0,34060
34,61,122,26,21.31,43,35.25,31,25.41,22,18.03,34061
35,1,105,35,33.33,40,38.1,21,20.0,9,8.57,35001
35,2,72,28,38.89,19,26.39,17,23.61,8,11.11,35002
35,3,60,18,30.0,17,28.33,15,25.0,10,16.67,35003
35,4,119,43,36.13,43,36.13,23,19.33,10,8.4,35004
35,5,91,26,28.57,34,37.36,21,23.08,10,10.99,35005
35,6,88,38,43.18,24,27.27,19,21.59,7,7.95,35006
35,7,89,27,30.34,46,51.69,10,11.24,6,6.74,35007
35,8,78,26,33.33,37,47.44,8,10.26,7,8.97,35008
35,9,79,35,44.3,23,29.11,14,17.72,7,8.86,35009
35,10,99,45,45.45,30,30.3,15,15.15,9,9.09,35010
35,11,73,29,39.73,25,34.25,14,19.18,5,6.85,35011
35,12,115,32,27.83,49,42.61,21,18.26,13,11.3,35012
35,13,25,10,40.0,6,24.0,4,16.0,5,20.0,35013
35,14,106,38,35.85,30,28.3,33,31.13,5,4.72,35014
35,15,89,41,46.07,30,33.71,15,16.85,3,3.37,35015
35,16,102,32,31.37,42,41.18,15,14.71,13,12.75,35016
35,17,84,32,38.1,26,30.95,16,19.05,10,11.9,35017
35,18,103,43,41.75,30,29.13,16,15.53,14,13.59,35018
35,19,80,25,31.25,37,46.25,11,13.75,7,8.75,35019
35,20,68,28,41.18,16,23.53,19,27.94,5,7.35,35020
35,21,87,32,36.78,31,35.63,18,20.69,6,6.9,35021
35,22,48,18,37.5,18,37.5,6,12.5,6,12.5,35022
35,23,60,27,45.0,17,28.33,13,21.67,3,5.0,35023
35,24,56,17,30.36,15,26.79,19,33.93,5,8.93,35024
35,25,95,33,34.74,39,41.05,13,13.68,10,10.53,35025
35,26,117,47,40.17,34,29.06,26,22.22,10,8.55,35026
35,27,122,46,37.7,41,33.61,21,17.21,14,11.48,35027
35,28,85,32,37.65,38,44.71,6,7.06,9,10.59,35028
35,29,106,35,33.02,48,45.28,20,18.87,3,2.83,35029
35,30,142,51,35.92,65,45.77,15,10.56,11,7.75,35030
35,31,42,12,28.57,20,47.62,5,11.9,5,11.9,35031
35,32,56,25,44.64,15,26.79,9,16.07,7,12.5,35032
35,33,83,35,42.17,25,30.12,17,20.48,6,7.23,35033
35,34,91,27,29.67,38,41.76,19,20.88,7,7.69,35034
35,35,108,32,29.63,44,40.74,21,19.44,11,10.19,35035
35,36,55,19,34.55,19,34.55,7,12.73,10,18.18,35036
36,1,100,34,34.0,46,46.0,15,15.0,5,5.0,36001
36,2,79,28,35.44,28,35.44,21,26.58,2,2.53,36002
36,3,219,59,26.94,107,48.86,39,17.81,14,6.39,36003
36,4,64,20,31.25,25,39.06,15,23.44,4,6.25,36004
36,5,76,25,32.89,34,44.74,16,21.05,1,1.32,36005
36,6,103,37,35.92,35,33.98,23,22.33,8,7.77,36006
36,7,78,22,28.21,32,41.03,18,23.08,6,7.69,36007
36,8,84,31,36.9,30,35.71,18,21.43,5,5.95,36008
36,9,90,41,45.56,29,32.22,17,18.89,3,3.33,36009
36,10,83,21,25.3,33,39.76,24,28.92,5,6.02,36010
36,11,147,48,32.65,50,34.01,42,28.57,7,4.76,36011
36,12,78,26,33.33,24,30.77,24,30.77,4,5.13,36012
36,13,167,71,42.51,58,34.73,30,17.96,8,4.79,36013
36,14,125,33,26.4,64,51.2,21,16.8,7,5.6,36014
36,15,96,29,30.21,38,39.58,23,23.96,6,6.25,36015
36,16,180,71,39.44,59,32.78,33,18.33,17,9.44,36016
36,17,82,27,32.93,30,36.59,25,30.49,0,0.0,36017
36,18,126,36,28.57,44,34.92,44,34.92,2,1.59,36018
36,19,117,46,39.32,35,29.91,27,23.08,9,7.69,36019
36,20,140,46,32.86,67,47.86,13,9.29,14,10.0,36020
36,21,189,62,32.8,61,32.28,58,30.69,8,4.23,36021
36,22,142,39,27.46,52,36.62,36,25.35,15,10.56,36022
36,23,75,22,29.33,31,41.33,16,21.33,6,8.0,36023
36,24,124,34,27.42,52,41.94,30,24.19,8,6.45,36024
36,25,82,31,37.8,33,40.24,15,18.29,3,3.66,36025
36,26,95,45,47.37,21,22.11,22,23.16,7,7.37,36026
36,27,65,21,32.31,19,29.23,23,35.38,2,3.08,36027
36,28,91,32,35.16,39,42.86,19,20.88,1,1.1,36028
36,29,76,23,30.26,24,31.58,21,27.63,8,10.53,36029
36,30,128,38,29.69,51,39.84,37,28.91,2,1.56,36030
36,31,133,38,28.57,57,42.86,28,21.05,10,7.52,36031
36,32,89,41,46.07,17,19.1,26,29.21,5,5.62,36032
36,33,95,29,30.53,36,37.89,20,21.05,10,10.53,36033
36,34,75,25,33.33,17,22.67,29,38.67,4,5.33,36034
36,35,112,28,25.0,58,51.79,23,20.54,3,2.68,36035
36,36,102,42,41.18,26,25.49,22,21.57,12,11.76,36036
36,37,66,24,36.36,24,36.36,14,21.21,4,6.06,36037
36,38,75,29,38.67,16,21.33,22,29.33,8,10.67,36038
36,39,84,27,32.14,32,38.1,22,26.19,3,3.57,36039
36,40,103,45,43.69,24,23.3,29,28.16,5,4.85,36040
36,41,80,29,36.25,29,36.25,16,20.0,6,7.5,36041
36,42,92,31,33.7,28,30.43,28,30.43,5,5.43,36042
36,43,84,30,35.71,23,27.38,24,28.57,7,8.33,36043
36,44,135,44,32.59,55,40.74,19,14.07,17,12.59,36044
36,45,118,38,32.2,50,42.37,21,17.8,9,7.63,36045
36,46,87,30,34.48,28,32.18,22,25.29,7,8.05,36046
36,47,87,33,37.93,31,35.63,19,21.84,4,4.6,36047
36,48,94,31,32.98,27,28.72,34,36.17,2,2.13,36048
36,49,132,48,36.36,40,30.3,35,26.52,9,6.82,36049
36,50,94,33,35.11,38,40.43,18,19.15,5,5.32,36050
36,51,98,28,28.57,40,40.82,19,19.39,11,11.22,36051
36,52,91,23,25.27,41,45.05,23,25.27,4,4.4,36052
36,53,78,26,33.33,29,37.18,19,24.36,4,5.13,36053
36,54,167,44,26.35,77,46.11,27,16.17,19,11.38,36054
36,55,159,52,32.7,60,37.74,37,23.27,10,6.29,36055
37,1,53,21,39.62,17,32.08,8,15.09,7,13.21,37001
37,2,92,31,33.7,14,15.22,35,38.04,12,13.04,37002
37,3,51,22,43.14,5,9.8,17,33.33,7,13.73,37003
37,4,117,42,35.9,13,11.11,46,39.32,16,13.68,37004
37,5,129,42,32.56,31,24.03,32,24.81,24,18.6,37005
37,6,116,33,28.45,29,25.0,32,27.59,22,18.97,37006
37,7,108,38,35.19,21,19.44,30,27.78,19,17.59,37007
37,8,70,23,32.86,21,30.0,21,30.0,5,7.14,37008
37,9,93,21,22.58,18,19.35,38,40.86,16,17.2,37009
37,10,107,41,38.32,23,21.5,31,28.97,12,11.21,37010
37,11,30,11,36.67,13,43.33,2,6.67,4,13.33,37011
37,12,59,24,40.68,12,20.34,15,25.42,8,13.56,37012
37,13,95,29,30.53,20,21.05,32,33.68,14,14.74,37013
37,14,146,45,30.82,28,19.18,50,34.25,23,15.75,37014
37,15,112,35,31.25,19,16.96,35,31.25,23,20.54,37015
37,16,99,38,38.38,26,26.26,20,20.2,15,15.15,37016
37,17,102,34,33.33,11,10.78,46,45.1,11,10.78,37017
37,18,129,43,33.33,29,22.48,43,33.33,14,10.85,37018
37,19,71,37,52.11,17,23.94,11,15.49,6,8.45,37019
37,20,77,24,31.17,17,22.08,31,40.26,5,6.49,37020
37,21,106,33,31.13,26,24.53,29,27.36,18,16.98,37021
37,22,65,29,44.62,11,16.92,19,29.23,6,9.23,37022
37,23,88,25,28.41,11,12.5,36,40.91,16,18.18,37023
37,24,102,40,39.22,19,18.63,34,33.33,9,8.82,37024
37,25,128,45,35.16,29,22.66,33,25.78,21,16.41,37025
37,26,126,46,36.51,28,22.22,34,26.98,18,14.29,37026
37,27,102,41,40.2,16,15.69,26,25.49,19,18.63,37027
37,28,99,27,27.27,26,26.26,34,34.34,12,12.12,37028
37,29,111,32,28.83,33,29.73,30,27.03,16,14.41,37029
37,30,56,19,33.93,13,23.21,17,30.36,7,12.5,37030
37,31,134,40,29.85,31,23.13,42,31.34,21,15.67,37031
37,32,106,35,33.02,27,25.47,29,27.36,15,14.15,37032
37,33,87,34,39.08,19,21.84,24,27.59,10,11.49,37033
37,34,103,37,35.92,26,25.24,31,30.1,9,8.74,37034
37,35,127,38,29.92,28,22.05,42,33.07,19,14.96,37035
37,36,120,41,34.17,29,24.17,33,27.5,17,14.17,37036
37,37,95,29,30.53,14,14.74,36,37.89,16,16.84,37037
37,38,104,43,41.35,17,16.35,25,24.04,19,18.27,37038
37,39,93,35,37.63,28,30.11,18,19.35,12,12.9,37039
37,40,107,31,28.97,30,28.04,34,31.78,12,11.21,37040
37,41,121,31,25.62,36,29.75,30,24.79,24,19.83,37041
37,42,58,17,29.31,17,29.31,17,29.31,7,12.07,37042
37,43,89,26,29.21,15,16.85,34,38.2,14,15.73,37043
38,1,122,41,33.61,43,35.25,28,22.95,10,8.2,38001
38,2,67,24,35.82,26,38.81,12,17.91,5,7.46,38002
38,3,62,24,38.71,8,12.9,23,37.1,7,11.29,38003
38,4,42,18,42.86,11,26.19,12,28.57,1,2.38,38004
38,5,173,57,32.95,74,42.77,32,18.5,10,5.78,38005
38,6,73,29,39.73,21,28.77,17,23.29,6,8.22,38006
38,7,102,40,39.22,41,40.2,18,17.65,3,2.94,38007
38,8,60,33,55.0,13,21.67,11,18.33,3,5.0,38008
38,9,91,30,32.97,44,48.35,14,15.38,3,3.3,38009
38,10,120,40,33.33,60,50.0,16,13.33,4,3.33,38010
38,11,72,27,37.5,24,33.33,17,23.61,4,5.56,38011
38,12,106,42,39.62,32,30.19,25,23.58,7,6.6,38012
38,13,82,28,34.15,26,31.71,21,25.61,7,8.54,38013
38,14,84,39,46.43,25,29.76,17,20.24,3,3.57,38014
38,15,76,26,34.21,14,18.42,33,43.42,3,3.95,38015
38,16,93,37,39.78,32,34.41,21,22.58,3,3.23,38016
38,17,81,33,40.74,19,23.46,24,29.63,5,6.17,38017
38,18,111,42,37.84,38,34.23,24,21.62,7,6.31,38018
38,19,116,46,39.66,42,36.21,26,22.41,2,1.72,38019
38,20,136,35,25.74,64,47.06,28,20.59,9,6.62,38020
38,21,82,22,26.83,25,30.49,29,35.37,6,7.32,38021
38,22,102,37,36.27,29,28.43,28,27.45,8,7.84,38022
38,23,84,38,45.24,18,21.43,27,32.14,1,1.19,38023
38,24,59,15,25.42,29,49.15,11,18.64,4,6.78,38024
38,25,96,34,35.42,38,39.58,21,21.88,3,3.13,38025
38,26,45,17,37.78,11,24.44,14,31.11,3,6.67,38026
38,27,57,26,45.61,18,31.58,12,21.05,1,1.75,38027
38,28,78,28,35.9,22,28.21,23,29.49,5,6.41,38028
38,29,83,27,32.53,32,38.55,20,24.1,4,4.82,38029
38,30,73,29,39.73,22,30.14,18,24.66,4,5.48,38030
38,31,98,29,29.59,36,36.73,31,31.63,2,2.04,38031
38,32,117,38,32.48,39,33.33,36,30.77,4,3.42,38032
38,33,71,34,47.89,24,33.8,10,14.08,3,4.23,38033
38,34,56,22,39.29,20,35.71,12,21.43,2,3.57,38034
38,35,104,35,33.65,37,35.58,26,25.0,6,5.77,38035
38,36,85,26,30.59,18,21.18,33,38.82,8,9.41,38036
38,37,83,29,34.94,28,33.73,21,25.3,5,6.02,38037
38,38,106,50,47.17,32,30.19,21,19.81,3,2.83,38038
38,39,76,24,31.58,27,35.53,17,22.37,8,10.53,38039
38,40,88,37,42.05,23,26.14,24,27.27,4,4.55,38040
38,41,146,58,39.73,58,39.73,24,16.44,6,4.11,38041
38,42,117,46,39.32,39,33.33,25,21.37,7,5.98,38042
38,43,95,32,33.68,34,35.79,23,24.21,6,6.32,38043
38,44,102,42,41.18,29,28.43,25,24.51,6,5.88,38044
38,45,98,39,39.8,20,20.41,32,32.65,7,7.14,38045
38,46,70,19,27.14,29,41.43,18,25.71,4,5.71,38046
38,47,79,28,35.44,21,26.58,21,26.58,9,11.39,38047
38,48,80,30,37.5,32,40.0,16,20.0,2,2.5,38048
38,49,85,28,32.94,22,25.88,33,38.82,2,2.35,38049
38,50,85,31,36.47,24,28.24,26,30.59,4,4.71,38050
38,51,60,26,43.33,15,25.0,15,25.0,4,6.67,38051
38,52,100,47,47.0,26,26.0,20,20.0,7,7.0,38052
38,53,28,10,35.71,11,39.29,6,21.43,1,3.57,38053
39,1,97,30,30.93,45,46.39,19,19.59,3,3.09,39001
39,2,140,65,46.43,48,34.29,23,16.43,4,2.86,39002
39,3,144,58,40.28,48,33.33,33,22.92,5,3.47,39003
39,4,93,34,36.56,36,38.71,21,22.58,2,2.15,39004
39,5,77,22,28.57,29,37.66,22,28.57,4,5.19,39005
39,6,90,33,36.67,30,33.33,19,21.11,8,8.89,39006
39,7,87,26,29.89,43,49.43,11,12.64,7,8.05,39007
39,8,105,26,24.76,59,56.19,14,13.33,6,5.71,39008
39,9,121,49,40.5,38,31.4,28,23.14,6,4.96,39009
39,10,88,28,31.82,35,39.77,16,18.18,9,10.23,39010
39,11,114,42,36.84,40,35.09,27,23.68,5,4.39,39011
39,12,79,27,34.18,34,43.04,11,13.92,7,8.86,39012
39,13,67,18,26.87,33,49.25,10,14.93,6,8.96,39013
39,14,110,36,32.73,49,44.55,13,11.82,12,10.91,39014
39,15,103,38,36.89,31,30.1,30,29.13,4,3.88,39015
39,16,77,21,27.27,29,37.66,17,22.08,10,12.99,39016
39,17,71,25,35.21,20,28.17,20,28.17,6,8.45,39017
39,18,102,34,33.33,47,46.08,17,16.67,4,3.92,39018
39,19,67,26,38.81,20,29.85,20,29.85,1,1.49,39019
39,20,96,36,37.5,41,42.71,15,15.63,4,4.17,39020
39,21,76,23,30.26,33,43.42,11,14.47,9,11.84,39021
39,22,89,19,21.35,47,52.81,18,20.22,5,5.62,39022
39,23,83,29,34.94,38,45.78,11,13.25,5,6.02,39023
39,24,96,34,35.42,36,37.5,20,20.83,6,6.25,39024
39,25,100,39,39.0,32,32.0,20,20.0,9,9.0,39025
39,26,96,16,16.67,43,44.79,32,33.33,5,5.21,39026
39,27,114,31,27.19,56,49.12,21,18.42,6,5.26,39027
39,28,126,43,34.13,53,42.06,26,20.63,4,3.17,39028
39,29,116,37,31.9,60,51.72,12,10.34,7,6.03,39029
39,30,50,25,50.0,9,18.0,9,18.0,7,14.0,39030
39,31,61,24,39.34,24,39.34,13,21.31,0,0.0,39031
39,32,75,17,22.67,49,65.33,6,8.0,3,4.0,39032
39,33,100,30,30.0,40,40.0,21,21.0,9,9.0,39033
39,34,118,56,47.46,29,24.58,23,19.49,10,8.47,39034
39,35,116,37,31.9,61,52.59,12,10.34,6,5.17,39035
39,36,96,31,32.29,37,38.54,20,20.83,8,8.33,39036
39,37,184,62,33.7,72,39.13,42,22.83,8,4.35,39037
39,38,123,39,31.71,60,48.78,22,17.89,2,1.63,39038
39,39,50,16,32.0,14,28.0,13,26.0,7,14.0,39039
39,40,73,25,34.25,25,34.25,20,27.4,3,4.11,39040
39,41,36,10,27.78,17,47.22,8,22.22,1,2.78,39041
39,42,89,32,35.96,28,31.46,24,26.97,5,5.62,39042
39,43,88,25,28.41,47,53.41,12,13.64,4,4.55,39043
39,44,104,33,31.73,41,39.42,22,21.15,8,7.69,39044
39,45,47,18,38.3,21,44.68,7,14.89,1,2.13,39045
39,46,83,35,42.17,26,31.33,18,21.69,4,4.82,39046
39,47,60,13,21.67,21,35.0,21,35.0,5,8.33,39047
40,1,58,17,29.31,21,36.21,11,18.97,9,15.52,40001
40,2,64,22,34.38,23,35.94,11,17.19,8,12.5,40002
40,3,117,28,23.93,65,55.56,16,13.68,8,6.84,40003
40,4,106,25,23.58,56,52.83,16,15.09,9,8.49,40004
40,5,83,25,30.12,41,49.4,12,14.46,5,6.02,40005
40,6,95,30,31.58,45,47.37,10,10.53,10,10.53,40006
40,7,117,33,28.21,58,49.57,18,15.38,8,6.84,40007
40,8,22,6,27.27,11,50.0,3,13.64,2,9.09,40008
40,9,101,35,34.65,39,38.61,16,15.84,11,10.89,40009
40,10,108,26,24.07,60,55.56,17,15.74,5,4.63,40010
40,11,84,22,26.19,45,53.57,10,11.9,7,8.33,40011
40,12,80,21,26.25,45,56.25,10,12.5,4,5.0,40012
40,13,141,34,24.11,82,58.16,14,9.93,11,7.8,40013
40,14,79,33,41.77,31,39.24,12,15.19,3,3.8,40014
40,15,103,26,25.24,52,50.49,17,16.5,8,7.77,40015
40,16,132,50,37.88,50,37.88,22,16.67,10,7.58,40016
40,17,58,20,34.48,23,39.66,13,22.41,2,3.45,40017
40,18,108,31,28.7,47,43.52,21,19.44,9,8.33,40018
40,19,84,18,21.43,39,46.43,19,22.62,8,9.52,40019
40,20,100,37,37.0,47,47.0,10,10.0,6,6.0,40020
40,21,90,31,34.44,39,43.33,16,17.78,4,4.44,40021
40,22,52,15,28.85,30,57.69,6,11.54,1,1.92,40022
40,23,116,33,28.45,58,50.0,16,13.79,9,7.76,40023
40,24,54,20,37.04,16,29.63,15,27.78,3,5.56,40024
40,25,77,29,37.66,35,45.45,10,12.99,3,3.9,40025
40,26,134,38,28.36,78,58.21,6,4.48,12,8.96,40026
40,27,87,30,34.48,31,35.63,18,20.69,8,9.2,40027
40,28,119,39,32.77,54,45.38,13,10.92,13,10.92,40028
40,29,136,35,25.74,71,52.21,23,16.91,7,5.15,40029
40,30,167,31,18.56,104,62.28,25,14.97,7,4.19,40030
40,31,90,24,26.67,51,56.67,12,13.33,3,3.33,40031
40,32,48,19,39.58,16,33.33,8,16.67,5,10.42,40032
40,33,111,35,31.53,59,53.15,9,8.11,8,7.21,40033
40,34,57,15,26.32,27,47.37,8,14.04,7,12.28,40034
40,35,91,30,32.97,36,39.56,14,15.38,11,12.09,40035
40,36,98,38,38.78,43,43.88,11,11.22,6,6.12,40036
40,37,77,14,18.18,43,55.84,14,18.18,6,7.79,40037
40,38,53,22,41.51,19,35.85,8,15.09,4,7.55,40038
40,39,80,28,35.0,30,37.5,13,16.25,9,11.25,40039
40,40,80,26,32.5,36,45.0,12,15.0,6,7.5,40040
40,41,122,31,25.41,82,67.21,4,3.28,5,4.1,40041
40,42,102,28,27.45,58,56.86,11,10.78,5,4.9,40042
40,43,104,36,34.62,47,45.19,13,12.5,8,7.69,40043
40,44,60,23,38.33,21,35.0,12,20.0,4,6.67,40044
40,45,162,48,29.63,76,46.91,24,14.81,14,8.64,40045
40,46,134,44,32.84,53,39.55,22,16.42,15,11.19,40046
40,47,114,28,24.56,63,55.26,13,11.4,10,8.77,40047
40,48,62,16,25.81,26,41.94,12,19.35,8,12.9,40048
40,49,53,13,24.53,29,54.72,7,13.21,4,7.55,40049
41,1,143,49,34.27,45,31.47,43,30.07,6,4.2,41001
41,2,191,57,29.84,58,30.37,71,37.17,5,2.62,41002
41,3,128,41,32.03,38,29.69,46,35.94,3,2.34,41003
41,4,174,75,43.1,48,27.59,45,25.86,6,3.45,41004
41,5,159,50,31.45,52,32.7,47,29.56,10,6.29,41005
41,6,156,56,35.9,66,42.31,32,20.51,2,1.28,41006
41,7,168,60,35.71,50,29.76,50,29.76,8,4.76,41007
41,8,125,46,36.8,41,32.8,37,29.6,1,0.8,41008
41,9,113,36,31.86,30,26.55,38,33.63,9,7.96,41009
41,10,133,42,31.58,46,34.59,41,30.83,4,3.01,41010
41,11,151,49,32.45,37,24.5,59,39.07,6,3.97,41011
41,12,126,47,37.3,39,30.95,36,28.57,4,3.17,41012
41,13,73,28,38.36,21,28.77,22,30.14,2,2.74,41013
41,14,191,61,31.94,74,38.74,49,25.65,7,3.66,41014
41,15,158,59,37.34,29,18.35,63,39.87,7,4.43,41015
41,16,135,48,35.56,46,34.07,33,24.44,8,5.93,41016
41,17,156,52,33.33,58,37.18,43,27.56,3,1.92,41017
41,18,98,46,46.94,25,25.51,18,18.37,9,9.18,41018
41,19,182,66,36.26,68,37.36,44,24.18,4,2.2,41019
41,20,151,55,36.42,51,33.77,39,25.83,6,3.97,41020
41,21,152,56,36.84,46,30.26,44,28.95,6,3.95,41021
41,22,131,32,24.43,42,32.06,48,36.64,9,6.87,41022
41,23,127,41,32.28,43,33.86,38,29.92,5,3.94,41023
41,24,125,39,31.2,41,32.8,40,32.0,5,4.0,41024
41,25,36,21,58.33,9,25.0,5,13.89,1,2.78,41025
41,26,47,11,23.4,17,36.17,18,38.3,1,2.13,41026
41,27,32,10,31.25,8,25.0,10,31.25,4,12.5,41027
41,28,103,33,32.04,32,31.07,34,33.01,4,3.88,41028
41,29,60,24,40.0,11,18.33,21,35.0,4,6.67,41029
41,30,146,48,32.88,51,34.93,42,28.77,5,3.42,41030
41,31,154,53,34.42,47,30.52,50,32.47,4,2.6,41031
41,32,67,28,41.79,19,28.36,18,26.87,2,2.99,41032
41,33,95,41,43.16,16,16.84,37,38.95,1,1.05,41033
41,34,96,24,25.0,25,26.04,47,48.96,0,0.0,41034
41,35,163,51,31.29,56,34.36,53,32.52,3,1.84,41035
41,36,130,45,34.62,47,36.15,32,24.62,6,4.62,41036
41,37,146,59,40.41,31,21.23,51,34.93,5,3.42,41037
41,38,135,45,33.33,36,26.67,41,30.37,13,9.63,41038
41,39,89,25,28.09,27,30.34,35,39.33,2,2.25,41039
41,40,169,61,36.09,40,23.67,61,36.09,7,4.14,41040
41,41,127,43,33.86,44,34.65,37,29.13,3,2.36,41041
41,42,171,57,33.33,42,24.56,65,38.01,7,4.09,41042
41,43,121,44,36.36,35,28.93,38,31.4,4,3.31,41043
41,44,166,57,34.34,73,43.98,26,15.66,10,6.02,41044
41,45,95,32,33.68,31,32.63,30,31.58,2,2.11,41045
41,46,112,40,35.71,43,38.39,23,20.54,6,5.36,41046
41,47,135,56,41.48,48,35.56,29,21.48,2,1.48,41047
41,48,57,26,45.61,15,26.32,11,19.3,5,8.77,41048
41,49,189,75,39.68,55,29.1,54,28.57,5,2.65,41049
41,50,143,53,37.06,41,28.67,43,30.07,6,4.2,41050
41,51,107,38,35.51,39,36.45,27,25.23,3,2.8,41051
41,52,197,72,36.55,81,41.12,44,22.34,0,0.0,41052
41,53,136,43,31.62,54,39.71,36,26.47,3,2.21,41053
