ward,precinct,total,Maureen Masterson Pulia,Maureen Masterson Pulia Percent,Daniel J. Gallagher,Daniel J. Gallagher Percent,precinct_id
13,27,230,50,21.74,180,78.26,13027
13,28,165,33,20.0,132,80.0,13028
13,29,201,50,24.88,151,75.12,13029
13,30,251,38,15.14,213,84.86,13030
13,31,223,34,15.25,189,84.75,13031
13,32,220,18,8.18,202,91.82,13032
13,33,202,38,18.81,164,81.19,13033
13,34,295,47,15.93,248,84.07,13034
13,35,220,44,20.0,176,80.0,13035
13,36,114,28,24.56,86,75.44,13036
13,37,231,38,16.45,193,83.55,13037
13,38,235,52,22.13,183,77.87,13038
13,39,180,42,23.33,138,76.67,13039
13,40,222,47,21.17,175,78.83,13040
13,41,191,29,15.18,162,84.82,13041
13,42,199,47,23.62,152,76.38,13042
13,43,215,57,26.51,158,73.49,13043
13,44,249,27,10.84,222,89.16,13044
13,45,269,77,28.62,192,71.38,13045
13,46,209,41,19.62,168,80.38,13046
13,47,223,42,18.83,181,81.17,13047
14,1,86,14,16.28,72,83.72,14001
14,2,158,39,24.68,119,75.32,14002
14,3,184,27,14.67,157,85.33,14003
14,4,143,30,20.98,113,79.02,14004
14,5,206,20,9.71,186,90.29,14005
14,6,156,21,13.46,135,86.54,14006
14,7,146,23,15.75,123,84.25,14007
14,8,108,14,12.96,94,87.04,14008
14,9,194,21,10.82,173,89.18,14009
14,10,164,35,21.34,129,78.66,14010
14,11,140,8,5.71,132,94.29,14011
14,12,142,20,14.08,122,85.92,14012
14,13,177,32,18.08,145,81.92,14013
14,14,146,23,15.75,123,84.25,14014
14,15,163,21,12.88,142,87.12,14015
14,16,170,34,20.0,136,80.0,14016
14,17,184,17,9.24,167,90.76,14017
14,18,153,30,19.61,123,80.39,14018
14,19,212,32,15.09,180,84.91,14019
14,20,125,34,27.2,91,72.8,14020
14,21,158,15,9.49,143,90.51,14021
14,22,201,36,17.91,165,82.09,14022
14,23,190,32,16.84,158,83.16,14023
14,24,124,13,10.48,111,89.52,14024
14,25,171,45,26.32,126,73.68,14025
14,26,173,28,16.18,145,83.82,14026
14,27,222,47,21.17,175,78.83,14027
14,28,166,25,15.06,141,84.94,14028
14,29,199,32,16.08,167,83.92,14029
14,30,142,26,18.31,116,81.69,14030
14,31,156,14,8.97,142,91.03,14031
14,32,119,10,8.4,109,91.6,14032
14,33,113,12,10.62,101,89.38,14033
14,34,133,12,9.02,121,90.98,14034
14,35,152,17,11.18,135,88.82,14035
15,1,111,12,10.81,99,89.19,15001
15,2,133,2,1.5,131,98.5,15002
15,3,147,7,4.76,140,95.24,15003
15,4,159,6,3.77,153,96.23,15004
15,5,157,1,0.64,156,99.36,15005
15,6,169,9,5.33,160,94.67,15006
15,7,158,2,1.27,156,98.73,15007
15,8,211,11,5.21,200,94.79,15008
15,9,152,6,3.95,146,96.05,15009
15,10,127,30,23.62,97,76.38,15010
15,11,188,8,4.26,180,95.74,15011
15,12,90,1,1.11,89,98.89,15012
15,13,127,12,9.45,115,90.55,15013
15,14,179,31,17.32,148,82.68,15014
15,15,133,9,6.77,124,93.23,15015
15,16,112,21,18.75,91,81.25,15016
15,17,159,5,3.14,154,96.86,15017
15,18,125,2,1.6,123,98.4,15018
15,19,142,2,1.41,140,98.59,15019
15,20,97,4,4.12,93,95.88,15020
15,21,148,6,4.05,142,95.95,15021
15,22,191,7,3.66,184,96.34,15022
15,23,115,3,2.61,112,97.39,15023
15,24,132,11,8.33,121,91.67,15024
15,25,147,9,6.12,138,93.88,15025
15,26,154,7,4.55,147,95.45,15026
15,27,150,4,2.67,146,97.33,15027
15,28,167,22,13.17,145,86.83,15028
15,29,79,3,3.8,76,96.2,15029
15,30,197,6,3.05,191,96.95,15030
15,31,147,4,2.72,143,97.28,15031
15,32,151,12,7.95,139,92.05,15032
15,33,114,6,5.26,108,94.74,15033
15,34,144,9,6.25,135,93.75,15034
15,35,168,4,2.38,164,97.62,15035
15,36,142,3,2.11,139,97.89,15036
15,37,132,4,3.03,128,96.97,15037
15,38,133,5,3.76,128,96.24,15038
15,39,152,3,1.97,149,98.03,15039
15,40,152,4,2.63,148,97.37,15040
15,41,225,17,7.56,208,92.44,15041
15,42,101,5,4.95,96,95.05,15042
15,43,132,1,0.76,131,99.24,15043
15,44,171,12,7.02,159,92.98,15044
15,45,78,4,5.13,74,94.87,15045
15,46,95,2,2.11,93,97.89,15046
15,47,187,5,2.67,182,97.33,15047
15,48,141,8,5.67,133,94.33,15048
15,49,125,10,8.0,115,92.0,15049
15,50,173,10,5.78,163,94.22,15050
15,51,94,3,3.19,91,96.81,15051
15,52,128,2,1.56,126,98.44,15052
16,1,106,7,6.6,99,93.4,16001
16,2,113,4,3.54,109,96.46,16002
16,3,143,2,1.4,141,98.6,16003
16,4,124,13,10.48,111,89.52,16004
16,5,143,9,6.29,134,93.71,16005
16,6,75,6,8.0,69,92.0,16006
16,7,151,10,6.62,141,93.38,16007
16,8,146,5,3.42,141,96.58,16008
16,9,197,5,2.54,192,97.46,16009
16,10,258,3,1.16,255,98.84,16010
16,11,165,8,4.85,157,95.15,16011
16,12,107,5,4.67,102,95.33,16012
16,13,128,15,11.72,113,88.28,16013
16,14,156,6,3.85,150,96.15,16014
16,15,186,3,1.61,183,98.39,16015
16,16,174,5,2.87,169,97.13,16016
16,17,124,24,19.35,100,80.65,16017
16,18,180,5,2.78,175,97.22,16018
16,19,185,5,2.7,180,97.3,16019
16,20,137,4,2.92,133,97.08,16020
16,21,141,26,18.44,115,81.56,16021
16,22,137,5,3.65,132,96.35,16022
16,23,133,18,13.53,115,86.47,16023
16,24,85,4,4.71,81,95.29,16024
16,25,105,4,3.81,101,96.19,16025
16,26,169,1,0.59,168,99.41,16026
16,27,207,5,2.42,202,97.58,16027
16,28,179,4,2.23,175,97.77,16028
16,29,139,5,3.6,134,96.4,16029
16,30,132,2,1.52,130,98.48,16030
16,31,201,5,2.49,196,97.51,16031
16,32,147,23,15.65,124,84.35,16032
16,33,122,5,4.1,117,95.9,16033
16,34,130,4,3.08,126,96.92,16034
16,35,158,20,12.66,138,87.34,16035
16,36,153,10,6.54,143,93.46,16036
16,37,105,1,0.95,104,99.05,16037
16,38,108,3,2.78,105,97.22,16038
16,39,148,26,17.57,122,82.43,16039
16,40,165,6,3.64,159,96.36,16040
16,41,66,0,0.0,66,100.0,16041
16,42,127,24,18.9,103,81.1,16042
16,43,159,7,4.4,152,95.6,16043
16,44,181,13,7.18,168,92.82,16044
17,1,103,3,2.91,100,97.09,17001
17,2,178,5,2.81,173,97.19,17002
17,3,126,4,3.17,122,96.83,17003
17,4,276,5,1.81,271,98.19,17004
17,5,164,8,4.88,156,95.12,17005
17,6,134,6,4.48,128,95.52,17006
17,7,228,6,2.63,222,97.37,17007
17,8,148,5,3.38,143,96.62,17008
17,9,123,3,2.44,120,97.56,17009
17,10,183,7,3.83,176,96.17,17010
17,11,183,6,3.28,177,96.72,17011
17,12,250,9,3.6,241,96.4,17012
17,13,127,4,3.15,123,96.85,17013
17,14,172,4,2.33,168,97.67,17014
17,15,215,7,3.26,208,96.74,17015
17,16,147,7,4.76,140,95.24,17016
17,17,140,5,3.57,135,96.43,17017
17,18,199,6,3.02,193,96.98,17018
17,19,88,2,2.27,86,97.73,17019
17,20,155,2,1.29,153,98.71,17020
17,21,241,5,2.07,236,97.93,17021
17,22,204,9,4.41,195,95.59,17022
17,23,126,4,3.17,122,96.83,17023
17,24,205,8,3.9,197,96.1,17024
17,25,106,0,0.0,106,100.0,17025
17,26,231,9,3.9,222,96.1,17026
17,27,224,10,4.46,214,95.54,17027
17,28,158,7,4.43,151,95.57,17028
17,29,202,8,3.96,194,96.04,17029
17,30,211,5,2.37,206,97.63,17030
17,31,170,6,3.53,164,96.47,17031
17,32,200,1,0.5,199,99.5,17032
17,33,153,7,4.58,146,95.42,17033
17,34,151,3,1.99,148,98.01,17034
17,35,113,6,5.31,107,94.69,17035
17,36,90,2,2.22,88,97.78,17036
17,37,151,0,0.0,151,100.0,17037
17,38,158,3,1.9,155,98.1,17038
17,39,137,5,3.65,132,96.35,17039
17,40,160,3,1.88,157,98.13,17040
17,41,137,3,2.19,134,97.81,17041
17,42,155,3,1.94,152,98.06,17042
17,43,113,4,3.54,109,96.46,17043
17,44,121,7,5.79,114,94.21,17044
17,45,101,1,0.99,100,99.01,17045
17,46,162,6,3.7,156,96.3,17046
17,47,98,3,3.06,95,96.94,17047
17,48,181,6,3.31,175,96.69,17048
17,49,110,4,3.64,106,96.36,17049
17,50,189,11,5.82,178,94.18,17050
17,51,205,7,3.41,198,96.59,17051
17,52,249,6,2.41,243,97.59,17052
17,53,179,4,2.23,175,97.77,17053
17,54,207,8,3.86,199,96.14,17054
17,55,176,4,2.27,172,97.73,17055
17,56,187,8,4.28,179,95.72,17056
17,57,198,6,3.03,192,96.97,17057
17,58,161,6,3.73,155,96.27,17058
17,59,102,1,0.98,101,99.02,17059
17,60,245,8,3.27,237,96.73,17060
17,61,171,0,0.0,171,100.0,17061
17,62,144,0,0.0,144,100.0,17062
17,63,133,3,2.26,130,97.74,17063
17,64,113,2,1.77,111,98.23,17064
18,1,124,9,7.26,115,92.74,18001
18,2,265,25,9.43,240,90.57,18002
18,3,177,54,30.51,123,69.49,18003
18,4,281,11,3.91,270,96.09,18004
18,5,208,4,1.92,204,98.08,18005
18,6,218,69,31.65,149,68.35,18006
18,7,226,26,11.5,200,88.5,18007
18,8,102,9,8.82,93,91.18,18008
18,9,274,22,8.03,252,91.97,18009
18,10,418,18,4.31,400,95.69,18010
18,11,251,38,15.14,213,84.86,18011
18,12,311,22,7.07,289,92.93,18012
18,13,299,18,6.02,281,93.98,18013
18,14,304,16,5.26,288,94.74,18014
18,15,132,34,25.76,98,74.24,18015
18,16,307,21,6.84,286,93.16,18016
18,17,248,14,5.65,234,94.35,18017
18,18,220,10,4.55,210,95.45,18018
18,19,280,8,2.86,272,97.14,18019
18,20,248,3,1.21,245,98.79,18020
18,21,386,25,6.48,361,93.52,18021
18,22,349,17,4.87,332,95.13,18022
18,23,247,15,6.07,232,93.93,18023
18,24,268,9,3.36,259,96.64,18024
18,25,250,9,3.6,241,96.4,18025
18,26,201,11,5.47,190,94.53,18026
18,27,243,18,7.41,225,92.59,18027
18,28,220,78,35.45,142,64.55,18028
18,29,286,37,12.94,249,87.06,18029
18,30,200,4,2.0,196,98.0,18030
18,31,247,18,7.29,229,92.71,18031
18,32,317,12,3.79,305,96.21,18032
18,33,225,11,4.89,214,95.11,18033
18,34,327,28,8.56,299,91.44,18034
18,35,321,21,6.54,300,93.46,18035
18,36,174,19,10.92,155,89.08,18036
18,37,219,15,6.85,204,93.15,18037
18,38,285,7,2.46,278,97.54,18038
18,39,227,11,4.85,216,95.15,18039
18,40,310,19,6.13,291,93.87,18040
18,41,239,70,29.29,169,70.71,18041
18,42,202,23,11.39,179,88.61,18042
18,43,184,26,14.13,158,85.87,18043
18,44,174,18,10.34,156,89.66,18044
18,45,268,10,3.73,258,96.27,18045
18,46,240,5,2.08,235,97.92,18046
18,47,229,18,7.86,211,92.14,18047
18,48,130,32,24.62,98,75.38,18048
18,49,169,6,3.55,163,96.45,18049
18,50,224,8,3.57,216,96.43,18050
18,51,299,8,2.68,291,97.32,18051
18,52,276,4,1.45,272,98.55,18052
18,53,173,4,2.31,169,97.69,18053
18,54,236,11,4.66,225,95.34,18054
18,55,234,88,37.61,146,62.39,18055
18,56,216,24,11.11,192,88.89,18056
18,57,192,25,13.02,167,86.98,18057
18,58,229,5,2.18,224,97.82,18058
18,59,228,8,3.51,220,96.49,18059
18,60,295,14,4.75,281,95.25,18060
18,61,225,5,2.22,220,97.78,18061
18,62,169,29,17.16,140,82.84,18062
19,1,289,101,34.95,188,65.05,19001
19,2,279,46,16.49,233,83.51,19002
19,3,248,111,44.76,137,55.24,19003
19,4,257,112,43.58,145,56.42,19004
19,5,347,56,16.14,291,83.86,19005
19,6,258,104,40.31,154,59.69,19006
19,7,265,75,28.3,190,71.7,19007
19,8,212,104,49.06,108,50.94,19008
19,9,199,81,40.7,118,59.3,19009
19,10,392,105,26.79,287,73.21,19010
19,11,313,159,50.8,154,49.2,19011
19,12,254,126,49.61,128,50.39,19012
19,13,237,28,11.81,209,88.19,19013
19,14,361,89,24.65,272,75.35,19014
19,15,244,111,45.49,133,54.51,19015
19,16,341,146,42.82,195,57.18,19016
19,17,301,122,40.53,179,59.47,19017
19,18,338,78,23.08,260,76.92,19018
19,19,305,83,27.21,222,72.79,19019
19,20,312,44,14.1,268,85.9,19020
19,21,213,90,42.25,123,57.75,19021
19,22,330,102,30.91,228,69.09,19022
19,23,342,123,35.96,219,64.04,19023
19,24,252,115,45.63,137,54.37,19024
19,25,355,141,39.72,214,60.28,19025
19,26,333,105,31.53,228,68.47,19026
19,27,226,30,13.27,196,86.73,19027
19,28,352,27,7.67,325,92.33,19028
19,29,252,118,46.83,134,53.17,19029
19,30,287,132,45.99,155,54.01,19030
19,31,261,83,31.8,178,68.2,19031
19,32,298,107,35.91,191,64.09,19032
19,33,323,143,44.27,180,55.73,19033
19,34,284,79,27.82,205,72.18,19034
19,35,309,75,24.27,234,75.73,19035
19,36,380,46,12.11,334,87.89,19036
19,37,331,55,16.62,276,83.38,19037
19,38,330,44,13.33,286,86.67,19038
19,39,148,7,4.73,141,95.27,19039
19,40,337,75,22.26,262,77.74,19040
19,41,207,99,47.83,108,52.17,19041
19,42,349,61,17.48,288,82.52,19042
19,43,464,25,5.39,439,94.61,19043
19,44,252,118,46.83,134,53.17,19044
19,45,299,119,39.8,180,60.2,19045
19,46,343,129,37.61,214,62.39,19046
19,47,438,68,15.53,370,84.47,19047
19,48,472,19,4.03,453,95.97,19048
19,49,394,63,15.99,331,84.01,19049
19,50,370,12,3.24,358,96.76,19050
19,51,206,84,40.78,122,59.22,19051
19,52,258,123,47.67,135,52.33,19052
19,53,295,86,29.15,209,70.85,19053
19,54,214,102,47.66,112,52.34,19054
19,55,239,104,43.51,135,56.49,19055
19,56,374,107,28.61,267,71.39,19056
19,57,344,80,23.26,264,76.74,19057
19,58,279,131,46.95,148,53.05,19058
19,59,320,151,47.19,169,52.81,19059
19,60,272,15,5.51,257,94.49,19060
19,61,335,106,31.64,229,68.36,19061
19,62,277,83,29.96,194,70.04,19062
19,63,208,29,13.94,179,86.06,19063
20,1,194,10,5.15,184,94.85,20001
20,2,169,9,5.33,160,94.67,20002
20,3,188,7,3.72,181,96.28,20003
20,4,146,14,9.59,132,90.41,20004
20,5,127,2,1.57,125,98.43,20005
20,6,227,13,5.73,214,94.27,20006
20,7,57,3,5.26,54,94.74,20007
20,8,60,13,21.67,47,78.33,20008
20,9,264,13,4.92,251,95.08,20009
20,10,146,5,3.42,141,96.58,20010
20,11,139,4,2.88,135,97.12,20011
20,12,111,7,6.31,104,93.69,20012
20,13,153,8,5.23,145,94.77,20013
20,14,233,9,3.86,224,96.14,20014
20,15,163,22,13.5,141,86.5,20015
20,16,262,25,9.54,237,90.46,20016
20,17,151,12,7.95,139,92.05,20017
20,18,130,3,2.31,127,97.69,20018
20,19,158,4,2.53,154,97.47,20019
20,20,91,1,1.1,90,98.9,20020
20,21,82,8,9.76,74,90.24,20021
20,22,288,15,5.21,273,94.79,20022
20,23,239,7,2.93,232,97.07,20023
20,24,217,11,5.07,206,94.93,20024
20,25,142,4,2.82,138,97.18,20025
20,26,198,11,5.56,187,94.44,20026
20,27,170,5,2.94,165,97.06,20027
20,28,166,3,1.81,163,98.19,20028
20,29,227,12,5.29,215,94.71,20029
20,30,176,7,3.98,169,96.02,20030
20,31,232,8,3.45,224,96.55,20031
20,32,139,6,4.32,133,95.68,20032
20,33,228,7,3.07,221,96.93,20033
20,34,332,20,6.02,312,93.98,20034
20,35,104,3,2.88,101,97.12,20035
20,36,156,4,2.56,152,97.44,20036
20,37,200,9,4.5,191,95.5,20037
20,38,31,1,3.23,30,96.77,20038
20,39,180,6,3.33,174,96.67,20039
20,40,136,2,1.47,134,98.53,20040
20,41,72,10,13.89,62,86.11,20041
20,42,159,6,3.77,153,96.23,20042
20,43,55,3,5.45,52,94.55,20043
20,44,218,10,4.59,208,95.41,20044
20,45,131,10,7.63,121,92.37,20045
20,46,169,6,3.55,163,96.45,20046
20,47,156,3,1.92,153,98.08,20047
20,48,75,1,1.33,74,98.67,20048
20,49,123,5,4.07,118,95.93,20049
20,50,104,3,2.88,101,97.12,20050
21,1,347,8,2.31,339,97.69,21001
21,2,234,11,4.7,223,95.3,21002
21,3,221,3,1.36,218,98.64,21003
21,4,249,4,1.61,245,98.39,21004
21,5,243,4,1.65,239,98.35,21005
21,6,230,6,2.61,224,97.39,21006
21,7,258,7,2.71,251,97.29,21007
21,8,264,7,2.65,257,97.35,21008
21,9,290,8,2.76,282,97.24,21009
21,10,197,6,3.05,191,96.95,21010
21,11,241,9,3.73,232,96.27,21011
21,12,252,6,2.38,246,97.62,21012
21,13,146,1,0.68,145,99.32,21013
21,14,219,4,1.83,215,98.17,21014
21,15,177,7,3.95,170,96.05,21015
21,16,231,14,6.06,217,93.94,21016
21,17,251,7,2.79,244,97.21,21017
21,18,225,8,3.56,217,96.44,21018
21,19,207,6,2.9,201,97.1,21019
21,20,161,3,1.86,158,98.14,21020
21,21,278,6,2.16,272,97.84,21021
21,22,216,2,0.93,214,99.07,21022
21,23,190,9,4.74,181,95.26,21023
21,24,274,4,1.46,270,98.54,21024
21,25,208,5,2.4,203,97.6,21025
21,26,192,6,3.13,186,96.88,21026
21,27,264,13,4.92,251,95.08,21027
21,28,184,5,2.72,179,97.28,21028
21,29,128,1,0.78,127,99.22,21029
21,30,174,7,4.02,167,95.98,21030
21,31,340,12,3.53,328,96.47,21031
21,32,216,6,2.78,210,97.22,21032
21,33,248,8,3.23,240,96.77,21033
21,34,289,4,1.38,285,98.62,21034
21,35,141,7,4.96,134,95.04,21035
21,36,173,11,6.36,162,93.64,21036
21,37,254,7,2.76,247,97.24,21037
21,38,240,3,1.25,237,98.75,21038
21,39,204,5,2.45,199,97.55,21039
21,40,223,3,1.35,220,98.65,21040
21,41,192,8,4.17,184,95.83,21041
21,42,253,11,4.35,242,95.65,21042
21,43,237,10,4.22,227,95.78,21043
21,44,258,10,3.88,248,96.12,21044
21,45,196,4,2.04,192,97.96,21045
21,46,200,2,1.0,198,99.0,21046
21,47,300,13,4.33,287,95.67,21047
21,48,253,6,2.37,247,97.63,21048
21,49,318,11,3.46,307,96.54,21049
21,50,228,6,2.63,222,97.37,21050
21,51,263,7,2.66,256,97.34,21051
21,52,234,4,1.71,230,98.29,21052
21,53,224,7,3.13,217,96.88,21053
21,54,218,6,2.75,212,97.25,21054
21,55,252,7,2.78,245,97.22,21055
21,56,207,7,3.38,200,96.62,21056
21,57,225,8,3.56,217,96.44,21057
21,58,199,6,3.02,193,96.98,21058
21,59,284,8,2.82,276,97.18,21059
21,60,242,9,3.72,233,96.28,21060
21,61,286,8,2.8,278,97.2,21061
21,62,240,11,4.58,229,95.42,21062
21,63,206,3,1.46,203,98.54,21063
21,64,139,5,3.6,134,96.4,21064
21,65,315,15,4.76,300,95.24,21065
21,66,204,3,1.47,201,98.53,21066
21,67,248,9,3.63,239,96.37,21067
21,68,257,5,1.95,252,98.05,21068
21,69,183,9,4.92,174,95.08,21069
21,70,190,6,3.16,184,96.84,21070
21,71,186,1,0.54,185,99.46,21071
21,72,233,8,3.43,225,96.57,21072
21,73,296,17,5.74,279,94.26,21073
21,74,85,4,4.71,81,95.29,21074
22,1,109,11,10.09,98,89.91,22001
22,2,92,22,23.91,70,76.09,22002
22,3,174,24,13.79,150,86.21,22003
22,4,131,17,12.98,114,87.02,22004
22,5,151,24,15.89,127,84.11,22005
22,6,105,9,8.57,96,91.43,22006
22,7,205,4,1.95,201,98.05,22007
22,8,107,16,14.95,91,85.05,22008
22,9,140,14,10.0,126,90.0,22009
22,10,147,23,15.65,124,84.35,22010
22,11,123,14,11.38,109,88.62,22011
22,12,118,19,16.1,99,83.9,22012
22,13,152,17,11.18,135,88.82,22013
22,14,101,10,9.9,91,90.1,22014
22,15,95,12,12.63,83,87.37,22015
22,16,150,22,14.67,128,85.33,22016
22,17,152,19,12.5,133,87.5,22017
22,18,136,14,10.29,122,89.71,22018
22,19,156,4,2.56,152,97.44,22019
22,20,134,14,10.45,120,89.55,22020
22,21,196,10,5.1,186,94.9,22021
22,22,114,15,13.16,99,86.84,22022
22,23,145,15,10.34,130,89.66,22023
22,24,94,5,5.32,89,94.68,22024
22,25,110,12,10.91,98,89.09,22025
22,26,116,13,11.21,103,88.79,22026
22,27,161,20,12.42,141,87.58,22027
22,28,83,9,10.84,74,89.16,22028
22,29,92,12,13.04,80,86.96,22029
23,1,236,98,41.53,138,58.47,23001
23,2,299,91,30.43,208,69.57,23002
23,3,231,105,45.45,126,54.55,23003
23,4,238,91,38.24,147,61.76,23004
23,5,191,35,18.32,156,81.68,23005
23,6,211,52,24.64,159,75.36,23006
23,7,214,79,36.92,135,63.08,23007
23,8,203,65,32.02,138,67.98,23008
23,9,238,48,20.17,190,79.83,23009
23,10,243,36,14.81,207,85.19,23010
23,11,263,100,38.02,163,61.98,23011
23,12,274,117,42.7,157,57.3,23012
23,13,284,117,41.2,167,58.8,23013
23,14,195,92,47.18,103,52.82,23014
23,15,262,106,40.46,156,59.54,23015
23,16,242,85,35.12,157,64.88,23016
23,17,296,115,38.85,181,61.15,23017
23,18,196,72,36.73,124,63.27,23018
23,19,209,79,37.8,130,62.2,23019
23,20,187,78,41.71,109,58.29,23020
23,21,273,8,2.93,265,97.07,23021
23,22,247,102,41.3,145,58.7,23022
23,23,209,81,38.76,128,61.24,23023
23,24,162,44,27.16,118,72.84,23024
23,25,175,34,19.43,141,80.57,23025
23,26,237,106,44.73,131,55.27,23026
23,27,225,86,38.22,139,61.78,23027
23,28,228,92,40.35,136,59.65,23028
23,29,169,34,20.12,135,79.88,23029
23,30,229,77,33.62,152,66.38,23030
23,31,212,42,19.81,170,80.19,23031
23,32,248,53,21.37,195,78.63,23032
23,33,228,58,25.44,170,74.56,23033
23,34,196,59,30.1,137,69.9,23034
23,35,166,2,1.2,164,98.8,23035
23,36,308,140,45.45,168,54.55,23036
23,37,154,6,3.9,148,96.1,23037
23,38,200,69,34.5,131,65.5,23038
23,39,197,80,40.61,117,59.39,23039
23,40,224,107,47.77,117,52.23,23040
23,41,220,66,30.0,154,70.0,23041
23,42,210,79,37.62,131,62.38,23042
23,43,284,112,39.44,172,60.56,23043
23,44,246,83,33.74,163,66.26,23044
23,45,273,88,32.23,185,67.77,23045
23,46,238,102,42.86,136,57.14,23046
23,47,272,107,39.34,165,60.66,23047
23,48,181,54,29.83,127,70.17,23048
23,49,287,101,35.19,186,64.81,23049
23,50,144,36,25.0,108,75.0,23050
23,51,190,52,27.37,138,72.63,23051
23,52,289,112,38.75,177,61.25,23052
23,53,141,36,25.53,105,74.47,23053
23,54,275,108,39.27,167,60.73,23054
24,1,243,6,2.47,237,97.53,24001
24,2,165,6,3.64,159,96.36,24002
24,3,167,7,4.19,160,95.81,24003
24,4,197,2,1.02,195,98.98,24004
24,5,175,4,2.29,171,97.71,24005
24,6,234,4,1.71,230,98.29,24006
24,7,151,7,4.64,144,95.36,24007
24,8,172,6,3.49,166,96.51,24008
24,9,177,10,5.65,167,94.35,24009
24,10,142,1,0.7,141,99.3,24010
24,11,120,3,2.5,117,97.5,24011
24,12,176,5,2.84,171,97.16,24012
24,13,169,9,5.33,160,94.67,24013
24,14,233,6,2.58,227,97.42,24014
24,15,148,3,2.03,145,97.97,24015
24,16,130,5,3.85,125,96.15,24016
24,17,156,1,0.64,155,99.36,24017
24,18,123,3,2.44,120,97.56,24018
24,19,119,2,1.68,117,98.32,24019
24,20,143,3,2.1,140,97.9,24020
24,21,122,6,4.92,116,95.08,24021
24,22,186,5,2.69,181,97.31,24022
24,23,124,3,2.42,121,97.58,24023
24,24,139,7,5.04,132,94.96,24024
24,25,218,9,4.13,209,95.87,24025
24,26,218,6,2.75,212,97.25,24026
24,27,91,5,5.49,86,94.51,24027
24,28,213,4,1.88,209,98.12,24028
24,29,224,8,3.57,216,96.43,24029
24,30,201,4,1.99,197,98.01,24030
24,31,182,10,5.49,172,94.51,24031
24,32,162,1,0.62,161,99.38,24032
24,33,142,3,2.11,139,97.89,24033
24,34,179,6,3.35,173,96.65,24034
24,35,248,4,1.61,244,98.39,24035
24,36,173,5,2.89,168,97.11,24036
24,37,187,4,2.14,183,97.86,24037
24,38,215,15,6.98,200,93.02,24038
24,39,171,2,1.17,169,98.83,24039
24,40,227,8,3.52,219,96.48,24040
24,41,159,9,5.66,150,94.34,24041
24,42,118,2,1.69,116,98.31,24042
24,43,236,13,5.51,223,94.49,24043
24,44,213,14,6.57,199,93.43,24044
24,45,148,6,4.05,142,95.95,24045
24,46,210,4,1.9,206,98.1,24046
24,47,153,0,0.0,153,100.0,24047
24,48,109,3,2.75,106,97.25,24048
24,49,332,10,3.01,322,96.99,24049
24,50,314,4,1.27,310,98.73,24050
24,51,265,9,3.4,256,96.6,24051
24,52,152,5,3.29,147,96.71,24052
24,53,153,14,9.15,139,90.85,24053
24,54,200,9,4.5,191,95.5,24054
24,55,177,3,1.69,174,98.31,24055
24,56,206,4,1.94,202,98.06,24056
25,1,199,33,16.58,166,83.42,25001
25,2,263,27,10.27,236,89.73,25002
25,3,278,51,18.35,227,81.65,25003
25,4,223,63,28.25,160,71.75,25004
25,5,179,45,25.14,134,74.86,25005
25,6,148,21,14.19,127,85.81,25006
25,7,189,30,15.87,159,84.13,25007
25,8,193,21,10.88,172,89.12,25008
25,9,267,38,14.23,229,85.77,25009
25,10,134,11,8.21,123,91.79,25010
25,11,230,27,11.74,203,88.26,25011
25,12,193,34,17.62,159,82.38,25012
25,13,185,24,12.97,161,87.03,25013
25,14,102,35,34.31,67,65.69,25014
25,15,182,38,20.88,144,79.12,25015
25,16,115,28,24.35,87,75.65,25016
25,17,297,41,13.8,256,86.2,25017
25,18,181,45,24.86,136,75.14,25018
25,19,210,20,9.52,190,90.48,25019
25,20,217,28,12.9,189,87.1,25020
25,21,160,55,34.38,105,65.63,25021
25,22,104,22,21.15,82,78.85,25022
25,23,237,32,13.5,205,86.5,25023
25,24,237,31,13.08,206,86.92,25024
25,25,214,63,29.44,151,70.56,25025
25,26,156,39,25.0,117,75.0,25026
25,27,196,58,29.59,138,70.41,25027
25,28,273,77,28.21,196,71.79,25028
25,29,546,147,26.92,399,73.08,25029
25,30,193,16,8.29,177,91.71,25030
25,31,129,21,16.28,108,83.72,25031
26,1,128,28,21.88,100,78.13,26001
26,2,137,13,9.49,124,90.51,26002
26,3,143,13,9.09,130,90.91,26003
26,4,113,14,12.39,99,87.61,26004
26,5,182,17,9.34,165,90.66,26005
26,6,85,8,9.41,77,90.59,26006
26,7,116,31,26.72,85,73.28,26007
26,8,127,21,16.54,106,83.46,26008
26,9,74,12,16.22,62,83.78,26009
26,10,107,12,11.21,95,88.79,26010
26,11,132,26,19.7,106,80.3,26011
26,12,81,9,11.11,72,88.89,26012
26,13,143,31,21.68,112,78.32,26013
26,14,79,11,13.92,68,86.08,26014
26,15,109,18,16.51,91,83.49,26015
26,16,75,4,5.33,71,94.67,26016
26,17,101,38,37.62,63,62.38,26017
26,18,82,12,14.63,70,85.37,26018
26,19,220,40,18.18,180,81.82,26019
26,20,148,21,14.19,127,85.81,26020
26,21,132,11,8.33,121,91.67,26021
26,22,110,18,16.36,92,83.64,26022
26,23,87,13,14.94,74,85.06,26023
26,24,122,20,16.39,102,83.61,26024
26,25,41,6,14.63,35,85.37,26025
26,26,84,16,19.05,68,80.95,26026
26,27,128,15,11.72,113,88.28,26027
26,28,104,15,14.42,89,85.58,26028
