ward,precinct,total,Robert Enriquez,Robert Enriquez Percent,Jesse White,Jesse White Percent,Josh Hanson,Josh Hanson Percent,precinct_id
30,18,144,24,16.67,113,78.47,7,4.86,30018
30,19,143,13,9.09,128,89.51,2,1.4,30019
30,20,147,14,9.52,128,87.07,5,3.4,30020
30,21,178,24,13.48,145,81.46,9,5.06,30021
30,22,173,19,10.98,147,84.97,7,4.05,30022
30,23,150,13,8.67,135,90.0,2,1.33,30023
30,24,145,12,8.28,132,91.03,1,0.69,30024
30,25,128,24,18.75,100,78.13,4,3.13,30025
30,26,119,10,8.4,106,89.08,3,2.52,30026
30,27,277,27,9.75,239,86.28,11,3.97,30027
30,28,164,31,18.9,131,79.88,2,1.22,30028
30,29,104,12,11.54,86,82.69,6,5.77,30029
30,30,236,43,18.22,180,76.27,13,5.51,30030
30,31,121,13,10.74,107,88.43,1,0.83,30031
30,32,75,7,9.33,66,88.0,2,2.67,30032
30,33,157,12,7.64,142,90.45,3,1.91,30033
30,34,197,30,15.23,161,81.73,6,3.05,30034
30,35,189,29,15.34,156,82.54,4,2.12,30035
30,36,188,27,14.36,152,80.85,9,4.79,30036
30,37,157,30,19.11,122,77.71,5,3.18,30037
30,38,261,36,13.79,214,81.99,11,4.21,30038
30,39,196,24,12.24,161,82.14,11,5.61,30039
30,40,175,27,15.43,140,80.0,8,4.57,30040
30,41,169,22,13.02,146,86.39,1,0.59,30041
31,1,82,9,10.98,72,87.8,1,1.22,31001
31,2,120,15,12.5,102,85.0,3,2.5,31002
31,3,140,22,15.71,112,80.0,6,4.29,31003
31,4,146,19,13.01,122,83.56,5,3.42,31004
31,5,192,29,15.1,157,81.77,6,3.13,31005
31,6,152,24,15.79,124,81.58,4,2.63,31006
31,7,146,21,14.38,124,84.93,1,0.68,31007
31,8,133,10,7.52,117,87.97,6,4.51,31008
31,9,134,18,13.43,114,85.07,2,1.49,31009
31,10,71,6,8.45,62,87.32,3,4.23,31010
31,11,157,22,14.01,128,81.53,7,4.46,31011
31,12,161,22,13.66,136,84.47,3,1.86,31012
31,13,159,20,12.58,134,84.28,5,3.14,31013
31,14,124,18,14.52,104,83.87,2,1.61,31014
31,15,90,13,14.44,76,84.44,1,1.11,31015
31,16,144,13,9.03,125,86.81,6,4.17,31016
31,17,119,19,15.97,99,83.19,1,0.84,31017
31,18,135,17,12.59,117,86.67,1,0.74,31018
31,19,135,15,11.11,117,86.67,3,2.22,31019
31,20,110,15,13.64,92,83.64,3,2.73,31020
31,21,149,17,11.41,128,85.91,4,2.68,31021
31,22,108,14,12.96,91,84.26,3,2.78,31022
31,23,99,22,22.22,76,76.77,1,1.01,31023
31,24,134,14,10.45,117,87.31,3,2.24,31024
31,25,149,17,11.41,129,86.58,3,2.01,31025
31,26,116,19,16.38,93,80.17,4,3.45,31026
31,27,119,5,4.2,113,94.96,1,0.84,31027
31,28,153,19,12.42,131,85.62,3,1.96,31028
31,29,128,15,11.72,107,83.59,6,4.69,31029
31,30,178,17,9.55,155,87.08,6,3.37,31030
31,31,211,21,9.95,182,86.26,8,3.79,31031
31,32,185,19,10.27,162,87.57,4,2.16,31032
31,33,187,20,10.7,164,87.7,3,1.6,31033
31,34,111,14,12.61,95,85.59,2,1.8,31034
31,35,104,12,11.54,89,85.58,3,2.88,31035
31,36,178,21,11.8,152,85.39,5,2.81,31036
31,37,132,14,10.61,113,85.61,5,3.79,31037
31,38,101,19,18.81,80,79.21,2,1.98,31038
31,39,88,7,7.95,81,92.05,0,0.0,31039
31,40,104,16,15.38,87,83.65,1,0.96,31040
31,41,149,23,15.44,123,82.55,3,2.01,31041
31,42,171,21,12.28,149,87.13,1,0.58,31042
31,43,185,33,17.84,148,80.0,4,2.16,31043
31,44,134,16,11.94,116,86.57,2,1.49,31044
31,45,143,20,13.99,119,83.22,4,2.8,31045
31,46,135,9,6.67,121,89.63,5,3.7,31046
31,47,152,20,13.16,128,84.21,4,2.63,31047
31,48,129,11,8.53,114,88.37,4,3.1,31048
31,49,82,4,4.88,73,89.02,5,6.1,31049
31,50,172,30,17.44,137,79.65,5,2.91,31050
31,51,95,8,8.42,85,89.47,2,2.11,31051
32,1,332,45,13.55,279,84.04,8,2.41,32001
32,2,357,48,13.45,295,82.63,14,3.92,32002
32,3,267,24,8.99,236,88.39,7,2.62,32003
32,4,381,70,18.37,296,77.69,15,3.94,32004
32,5,253,48,18.97,192,75.89,13,5.14,32005
32,6,314,53,16.88,249,79.3,12,3.82,32006
32,7,287,76,26.48,196,68.29,15,5.23,32007
32,8,485,115,23.71,365,75.26,5,1.03,32008
32,9,527,86,16.32,414,78.56,27,5.12,32009
32,10,352,78,22.16,267,75.85,7,1.99,32010
32,11,271,39,14.39,214,78.97,18,6.64,32011
32,12,201,26,12.94,169,84.08,6,2.99,32012
32,13,192,55,28.65,128,66.67,9,4.69,32013
32,14,267,37,13.86,219,82.02,11,4.12,32014
32,15,242,59,24.38,173,71.49,10,4.13,32015
32,16,304,27,8.88,261,85.86,16,5.26,32016
32,17,354,42,11.86,302,85.31,10,2.82,32017
32,18,297,63,21.21,220,74.07,14,4.71,32018
32,19,318,51,16.04,255,80.19,12,3.77,32019
32,20,335,74,22.09,249,74.33,12,3.58,32020
32,21,273,47,17.22,218,79.85,8,2.93,32021
32,22,401,74,18.45,310,77.31,17,4.24,32022
32,23,337,58,17.21,268,79.53,11,3.26,32023
32,24,462,140,30.3,310,67.1,12,2.6,32024
32,25,292,53,18.15,223,76.37,16,5.48,32025
32,26,271,33,12.18,222,81.92,16,5.9,32026
32,27,356,76,21.35,272,76.4,8,2.25,32027
32,28,283,43,15.19,222,78.45,18,6.36,32028
32,29,265,31,11.7,223,84.15,11,4.15,32029
32,30,416,116,27.88,296,71.15,4,0.96,32030
32,31,414,81,19.57,319,77.05,14,3.38,32031
32,32,369,89,24.12,265,71.82,15,4.07,32032
32,33,223,47,21.08,166,74.44,10,4.48,32033
32,34,387,73,18.86,292,75.45,22,5.68,32034
32,35,367,53,14.44,290,79.02,24,6.54,32035
32,36,385,77,20.0,298,77.4,10,2.6,32036
32,37,289,52,17.99,223,77.16,14,4.84,32037
32,38,367,60,16.35,294,80.11,13,3.54,32038
32,39,428,107,25.0,310,72.43,11,2.57,32039
32,40,380,60,15.79,311,81.84,9,2.37,32040
32,41,424,101,23.82,311,73.35,12,2.83,32041
32,42,423,76,17.97,334,78.96,13,3.07,32042
32,43,383,96,25.07,281,73.37,6,1.57,32043
32,44,251,39,15.54,202,80.48,10,3.98,32044
32,45,335,62,18.51,259,77.31,14,4.18,32045
32,46,145,24,16.55,114,78.62,7,4.83,32046
32,47,384,108,28.13,269,70.05,7,1.82,32047
32,48,486,95,19.55,370,76.13,21,4.32,32048
32,49,220,38,17.27,175,79.55,7,3.18,32049
32,50,428,101,23.6,318,74.3,9,2.1,32050
32,51,432,117,27.08,304,70.37,11,2.55,32051
32,52,220,37,16.82,170,77.27,13,5.91,32052
33,1,341,34,9.97,300,87.98,7,2.05,33001
33,2,392,58,14.8,325,82.91,9,2.3,33002
33,3,349,31,8.88,296,84.81,22,6.3,33003
33,4,374,53,14.17,303,81.02,18,4.81,33004
33,5,300,27,9.0,264,88.0,9,3.0,33005
33,6,324,50,15.43,265,81.79,9,2.78,33006
33,7,483,50,10.35,424,87.78,9,1.86,33007
33,8,356,36,10.11,310,87.08,10,2.81,33008
33,9,360,46,12.78,302,83.89,12,3.33,33009
33,10,380,36,9.47,331,87.11,13,3.42,33010
33,11,376,38,10.11,329,87.5,9,2.39,33011
33,12,334,35,10.48,290,86.83,9,2.69,33012
33,13,340,45,13.24,281,82.65,14,4.12,33013
33,14,315,43,13.65,263,83.49,9,2.86,33014
33,15,363,48,13.22,307,84.57,8,2.2,33015
33,16,292,41,14.04,240,82.19,11,3.77,33016
33,17,383,44,11.49,329,85.9,10,2.61,33017
33,18,127,17,13.39,107,84.25,3,2.36,33018
33,19,349,48,13.75,291,83.38,10,2.87,33019
33,20,365,32,8.77,320,87.67,13,3.56,33020
33,21,408,34,8.33,361,88.48,13,3.19,33021
33,22,400,45,11.25,345,86.25,10,2.5,33022
33,23,400,47,11.75,332,83.0,21,5.25,33023
33,24,451,44,9.76,388,86.03,19,4.21,33024
33,25,434,53,12.21,366,84.33,15,3.46,33025
33,26,391,50,12.79,329,84.14,12,3.07,33026
33,27,339,32,9.44,290,85.55,17,5.01,33027
34,1,472,1,0.21,468,99.15,3,0.64,34001
34,2,290,1,0.34,288,99.31,1,0.34,34002
34,3,349,2,0.57,344,98.57,3,0.86,34003
34,4,416,2,0.48,406,97.6,8,1.92,34004
34,5,312,1,0.32,309,99.04,2,0.64,34005
34,6,205,3,1.46,201,98.05,1,0.49,34006
34,7,396,1,0.25,395,99.75,0,0.0,34007
34,8,351,2,0.57,349,99.43,0,0.0,34008
34,9,257,4,1.56,249,96.89,4,1.56,34009
34,10,329,1,0.3,327,99.39,1,0.3,34010
34,11,242,0,0.0,240,99.17,2,0.83,34011
34,12,387,1,0.26,382,98.71,4,1.03,34012
34,13,388,5,1.29,382,98.45,1,0.26,34013
34,14,252,5,1.98,246,97.62,1,0.4,34014
34,15,286,3,1.05,277,96.85,6,2.1,34015
34,16,252,3,1.19,243,96.43,6,2.38,34016
34,17,305,2,0.66,300,98.36,3,0.98,34017
34,18,222,3,1.35,217,97.75,2,0.9,34018
34,19,71,0,0.0,70,98.59,1,1.41,34019
34,20,473,1,0.21,468,98.94,4,0.85,34020
34,21,321,3,0.93,317,98.75,1,0.31,34021
34,22,369,2,0.54,363,98.37,4,1.08,34022
34,23,304,0,0.0,301,99.01,3,0.99,34023
34,24,293,4,1.37,284,96.93,5,1.71,34024
34,25,368,0,0.0,363,98.64,5,1.36,34025
34,26,211,1,0.47,210,99.53,0,0.0,34026
34,27,281,4,1.42,270,96.09,7,2.49,34027
34,28,206,2,0.97,204,99.03,0,0.0,34028
34,29,327,2,0.61,324,99.08,1,0.31,34029
34,30,386,3,0.78,381,98.7,2,0.52,34030
34,31,192,0,0.0,189,98.44,3,1.56,34031
34,32,209,0,0.0,208,99.52,1,0.48,34032
34,33,180,1,0.56,179,99.44,0,0.0,34033
34,34,387,1,0.26,381,98.45,5,1.29,34034
34,35,383,3,0.78,375,97.91,5,1.31,34035
34,36,364,1,0.27,361,99.18,2,0.55,34036
34,37,312,3,0.96,305,97.76,4,1.28,34037
34,38,274,4,1.46,270,98.54,0,0.0,34038
34,39,257,2,0.78,254,98.83,1,0.39,34039
34,40,350,3,0.86,347,99.14,0,0.0,34040
34,41,195,3,1.54,185,94.87,7,3.59,34041
34,42,391,2,0.51,387,98.98,2,0.51,34042
34,43,477,5,1.05,468,98.11,4,0.84,34043
34,44,363,6,1.65,356,98.07,1,0.28,34044
34,45,317,4,1.26,311,98.11,2,0.63,34045
34,46,314,3,0.96,310,98.73,1,0.32,34046
34,47,208,0,0.0,207,99.52,1,0.48,34047
34,48,423,4,0.95,417,98.58,2,0.47,34048
34,49,445,0,0.0,443,99.55,2,0.45,34049
34,50,317,6,1.89,307,96.85,4,1.26,34050
34,51,507,2,0.39,505,99.61,0,0.0,34051
34,52,281,3,1.07,276,98.22,2,0.71,34052
34,53,216,1,0.46,213,98.61,2,0.93,34053
34,54,257,0,0.0,253,98.44,4,1.56,34054
34,55,371,1,0.27,367,98.92,3,0.81,34055
34,56,179,1,0.56,175,97.77,3,1.68,34056
34,57,309,1,0.32,307,99.35,1,0.32,34057
34,58,341,4,1.17,333,97.65,4,1.17,34058
34,59,358,2,0.56,355,99.16,1,0.28,34059
34,60,344,1,0.29,341,99.13,2,0.58,34060
34,61,283,7,2.47,273,96.47,3,1.06,34061
35,1,327,44,13.46,269,82.26,14,4.28,35001
35,2,238,23,9.66,208,87.39,7,2.94,35002
35,3,240,27,11.25,199,82.92,14,5.83,35003
35,4,303,48,15.84,244,80.53,11,3.63,35004
35,5,284,25,8.8,249,87.68,10,3.52,35005
35,6,273,53,19.41,205,75.09,15,5.49,35006
35,7,345,45,13.04,286,82.9,14,4.06,35007
35,8,249,17,6.83,223,89.56,9,3.61,35008
35,9,292,37,12.67,244,83.56,11,3.77,35009
35,10,296,32,10.81,250,84.46,14,4.73,35010
35,11,269,33,12.27,226,84.01,10,3.72,35011
35,12,360,40,11.11,299,83.06,21,5.83,35012
35,13,81,10,12.35,70,86.42,1,1.23,35013
35,14,319,27,8.46,280,87.77,12,3.76,35014
35,15,269,23,8.55,234,86.99,12,4.46,35015
35,16,321,23,7.17,279,86.92,19,5.92,35016
35,17,318,43,13.52,251,78.93,24,7.55,35017
35,18,356,52,14.61,289,81.18,15,4.21,35018
35,19,308,24,7.79,272,88.31,12,3.9,35019
35,20,270,30,11.11,231,85.56,9,3.33,35020
35,21,275,25,9.09,237,86.18,13,4.73,35021
35,22,110,10,9.09,98,89.09,2,1.82,35022
35,23,153,10,6.54,138,90.2,5,3.27,35023
35,24,168,18,10.71,144,85.71,6,3.57,35024
35,25,334,31,9.28,283,84.73,20,5.99,35025
35,26,338,43,12.72,282,83.43,13,3.85,35026
35,27,359,40,11.14,301,83.84,18,5.01,35027
35,28,342,28,8.19,303,88.6,11,3.22,35028
35,29,374,38,10.16,324,86.63,12,3.21,35029
35,30,414,36,8.7,358,86.47,20,4.83,35030
35,31,162,20,12.35,130,80.25,12,7.41,35031
35,32,158,16,10.13,137,86.71,5,3.16,35032
35,33,260,20,7.69,228,87.69,12,4.62,35033
35,34,336,38,11.31,286,85.12,12,3.57,35034
35,35,256,29,11.33,221,86.33,6,2.34,35035
35,36,202,28,13.86,165,81.68,9,4.46,35036
36,1,210,32,15.24,171,81.43,7,3.33,36001
36,2,232,42,18.1,188,81.03,2,0.86,36002
36,3,403,37,9.18,361,89.58,5,1.24,36003
36,4,157,20,12.74,133,84.71,4,2.55,36004
36,5,219,44,20.09,170,77.63,5,2.28,36005
36,6,238,26,10.92,204,85.71,8,3.36,36006
36,7,200,41,20.5,152,76.0,7,3.5,36007
36,8,266,54,20.3,201,75.56,11,4.14,36008
36,9,242,44,18.18,190,78.51,8,3.31,36009
36,10,184,26,14.13,151,82.07,7,3.8,36010
36,11,348,63,18.1,277,79.6,8,2.3,36011
36,12,182,38,20.88,141,77.47,3,1.65,36012
36,13,346,58,16.76,280,80.92,8,2.31,36013
36,14,257,35,13.62,214,83.27,8,3.11,36014
36,15,235,46,19.57,183,77.87,6,2.55,36015
36,16,395,27,6.84,361,91.39,7,1.77,36016
36,17,255,45,17.65,208,81.57,2,0.78,36017
36,18,326,71,21.78,251,76.99,4,1.23,36018
36,19,264,49,18.56,204,77.27,11,4.17,36019
36,20,350,55,15.71,281,80.29,14,4.0,36020
36,21,445,90,20.22,339,76.18,16,3.6,36021
36,22,369,60,16.26,305,82.66,4,1.08,36022
36,23,129,6,4.65,120,93.02,3,2.33,36023
36,24,315,15,4.76,295,93.65,5,1.59,36024
36,25,193,40,20.73,145,75.13,8,4.15,36025
36,26,294,73,24.83,212,72.11,9,3.06,36026
36,27,145,30,20.69,106,73.1,9,6.21,36027
36,28,222,40,18.02,172,77.48,10,4.5,36028
36,29,220,41,18.64,173,78.64,6,2.73,36029
36,30,334,68,20.36,253,75.75,13,3.89,36030
36,31,287,53,18.47,226,78.75,8,2.79,36031
36,32,258,55,21.32,195,75.58,8,3.1,36032
36,33,203,17,8.37,182,89.66,4,1.97,36033
36,34,209,61,29.19,142,67.94,6,2.87,36034
36,35,291,56,19.24,221,75.95,14,4.81,36035
36,36,234,40,17.09,186,79.49,8,3.42,36036
36,37,239,51,21.34,178,74.48,10,4.18,36037
36,38,164,19,11.59,140,85.37,5,3.05,36038
36,39,251,52,20.72,188,74.9,11,4.38,36039
36,40,301,65,21.59,227,75.42,9,2.99,36040
36,41,213,39,18.31,168,78.87,6,2.82,36041
36,42,240,47,19.58,176,73.33,17,7.08,36042
36,43,235,26,11.06,199,84.68,10,4.26,36043
36,44,311,29,9.32,276,88.75,6,1.93,36044
36,45,260,34,13.08,220,84.62,6,2.31,36045
36,46,213,42,19.72,166,77.93,5,2.35,36046
36,47,169,26,15.38,136,80.47,7,4.14,36047
36,48,215,40,18.6,167,77.67,8,3.72,36048
36,49,348,72,20.69,266,76.44,10,2.87,36049
36,50,221,43,19.46,170,76.92,8,3.62,36050
36,51,239,38,15.9,193,80.75,8,3.35,36051
36,52,258,49,18.99,203,78.68,6,2.33,36052
36,53,167,32,19.16,126,75.45,9,5.39,36053
36,54,361,21,5.82,338,93.63,2,0.55,36054
36,55,386,51,13.21,326,84.46,9,2.33,36055
37,1,163,18,11.04,143,87.73,2,1.23,37001
37,2,260,4,1.54,253,97.31,3,1.15,37002
37,3,190,9,4.74,180,94.74,1,0.53,37003
37,4,318,8,2.52,306,96.23,4,1.26,37004
37,5,331,2,0.6,327,98.79,2,0.6,37005
37,6,331,3,0.91,323,97.58,5,1.51,37006
37,7,344,5,1.45,336,97.67,3,0.87,37007
37,8,247,7,2.83,237,95.95,3,1.21,37008
37,9,284,4,1.41,280,98.59,0,0.0,37009
37,10,277,12,4.33,260,93.86,5,1.81,37010
37,11,97,18,18.56,76,78.35,3,3.09,37011
37,12,209,8,3.83,199,95.22,2,0.96,37012
37,13,255,6,2.35,248,97.25,1,0.39,37013
37,14,370,2,0.54,366,98.92,2,0.54,37014
37,15,294,1,0.34,290,98.64,3,1.02,37015
37,16,325,5,1.54,316,97.23,4,1.23,37016
37,17,270,0,0.0,267,98.89,3,1.11,37017
37,18,338,3,0.89,328,97.04,7,2.07,37018
37,19,160,11,6.88,144,90.0,5,3.13,37019
37,20,286,6,2.1,280,97.9,0,0.0,37020
37,21,292,4,1.37,285,97.6,3,1.03,37021
37,22,181,4,2.21,173,95.58,4,2.21,37022
37,23,225,1,0.44,223,99.11,1,0.44,37023
37,24,279,3,1.08,273,97.85,3,1.08,37024
37,25,338,4,1.18,329,97.34,5,1.48,37025
37,26,340,5,1.47,333,97.94,2,0.59,37026
37,27,328,5,1.52,322,98.17,1,0.3,37027
37,28,278,9,3.24,267,96.04,2,0.72,37028
37,29,317,2,0.63,311,98.11,4,1.26,37029
37,30,196,4,2.04,188,95.92,4,2.04,37030
37,31,301,3,1.0,294,97.67,4,1.33,37031
37,32,302,2,0.66,297,98.34,3,0.99,37032
37,33,260,2,0.77,253,97.31,5,1.92,37033
37,34,317,6,1.89,309,97.48,2,0.63,37034
37,35,293,6,2.05,282,96.25,5,1.71,37035
37,36,264,1,0.38,262,99.24,1,0.38,37036
37,37,265,2,0.75,259,97.74,4,1.51,37037
37,38,320,4,1.25,313,97.81,3,0.94,37038
37,39,216,19,8.8,185,85.65,12,5.56,37039
37,40,279,3,1.08,274,98.21,2,0.72,37040
37,41,348,6,1.72,337,96.84,5,1.44,37041
37,42,174,9,5.17,159,91.38,6,3.45,37042
37,43,253,3,1.19,248,98.02,2,0.79,37043
38,1,282,47,16.67,218,77.3,17,6.03,38001
38,2,201,32,15.92,163,81.09,6,2.99,38002
38,3,200,37,18.5,154,77.0,9,4.5,38003
38,4,146,24,16.44,116,79.45,6,4.11,38004
38,5,434,75,17.28,353,81.34,6,1.38,38005
38,6,231,40,17.32,184,79.65,7,3.03,38006
38,7,291,49,16.84,238,81.79,4,1.37,38007
38,8,186,45,24.19,133,71.51,8,4.3,38008
38,9,277,36,13.0,229,82.67,12,4.33,38009
38,10,342,46,13.45,285,83.33,11,3.22,38010
38,11,185,33,17.84,146,78.92,6,3.24,38011
38,12,249,42,16.87,201,80.72,6,2.41,38012
38,13,228,35,15.35,185,81.14,8,3.51,38013
38,14,206,31,15.05,168,81.55,7,3.4,38014
38,15,172,18,10.47,149,86.63,5,2.91,38015
38,16,236,40,16.95,187,79.24,9,3.81,38016
38,17,196,20,10.2,170,86.73,6,3.06,38017
38,18,256,52,20.31,190,74.22,14,5.47,38018
38,19,291,38,13.06,241,82.82,12,4.12,38019
38,20,349,52,14.9,289,82.81,8,2.29,38020
38,21,229,52,22.71,167,72.93,10,4.37,38021
38,22,252,47,18.65,198,78.57,7,2.78,38022
38,23,184,33,17.93,144,78.26,7,3.8,38023
38,24,170,28,16.47,136,80.0,6,3.53,38024
38,25,208,29,13.94,173,83.17,6,2.88,38025
38,26,182,28,15.38,150,82.42,4,2.2,38026
38,27,151,31,20.53,113,74.83,7,4.64,38027
38,28,187,26,13.9,152,81.28,9,4.81,38028
38,29,207,21,10.14,177,85.51,9,4.35,38029
38,30,225,39,17.33,176,78.22,10,4.44,38030
38,31,273,33,12.09,228,83.52,12,4.4,38031
38,32,296,53,17.91,233,78.72,10,3.38,38032
38,33,201,33,16.42,159,79.1,9,4.48,38033
38,34,151,22,14.57,122,80.79,7,4.64,38034
38,35,296,52,17.57,234,79.05,10,3.38,38035
38,36,244,35,14.34,205,84.02,4,1.64,38036
38,37,246,44,17.89,200,81.3,2,0.81,38037
38,38,277,55,19.86,210,75.81,12,4.33,38038
38,39,242,43,17.77,192,79.34,7,2.89,38039
38,40,203,38,18.72,155,76.35,10,4.93,38040
38,41,350,50,14.29,285,81.43,15,4.29,38041
38,42,284,48,16.9,222,78.17,14,4.93,38042
38,43,263,28,10.65,226,85.93,9,3.42,38043
38,44,260,46,17.69,203,78.08,11,4.23,38044
38,45,307,39,12.7,259,84.36,9,2.93,38045
38,46,228,39,17.11,182,79.82,7,3.07,38046
38,47,245,36,14.69,190,77.55,19,7.76,38047
38,48,237,28,11.81,200,84.39,9,3.8,38048
38,49,251,42,16.73,196,78.09,13,5.18,38049
38,50,257,60,23.35,186,72.37,11,4.28,38050
38,51,187,29,15.51,152,81.28,6,3.21,38051
38,52,259,42,16.22,210,81.08,7,2.7,38052
38,53,54,6,11.11,47,87.04,1,1.85,38053
39,1,275,54,19.64,210,76.36,11,4.0,39001
39,2,412,99,24.03,306,74.27,7,1.7,39002
39,3,295,58,19.66,234,79.32,3,1.02,39003
39,4,234,46,19.66,180,76.92,8,3.42,39004
39,5,212,32,15.09,170,80.19,10,4.72,39005
39,6,300,57,19.0,229,76.33,14,4.67,39006
39,7,186,27,14.52,154,82.8,5,2.69,39007
39,8,283,30,10.6,244,86.22,9,3.18,39008
39,9,324,42,12.96,272,83.95,10,3.09,39009
39,10,221,18,8.14,191,86.43,12,5.43,39010
39,11,310,35,11.29,267,86.13,8,2.58,39011
39,12,242,26,10.74,206,85.12,10,4.13,39012
39,13,176,24,13.64,148,84.09,4,2.27,39013
39,14,296,36,12.16,247,83.45,13,4.39,39014
39,15,269,62,23.05,205,76.21,2,0.74,39015
39,16,211,27,12.8,180,85.31,4,1.9,39016
39,17,230,26,11.3,202,87.83,2,0.87,39017
39,18,313,47,15.02,259,82.75,7,2.24,39018
39,19,178,29,16.29,146,82.02,3,1.69,39019
39,20,274,62,22.63,207,75.55,5,1.82,39020
39,21,186,28,15.05,147,79.03,11,5.91,39021
39,22,255,29,11.37,218,85.49,8,3.14,39022
39,23,162,14,8.64,144,88.89,4,2.47,39023
39,24,252,35,13.89,212,84.13,5,1.98,39024
39,25,308,51,16.56,249,80.84,8,2.6,39025
39,26,295,79,26.78,210,71.19,6,2.03,39026
39,27,294,32,10.88,255,86.73,7,2.38,39027
39,28,318,51,16.04,261,82.08,6,1.89,39028
39,29,285,37,12.98,242,84.91,6,2.11,39029
39,30,168,13,7.74,150,89.29,5,2.98,39030
39,31,195,30,15.38,164,84.1,1,0.51,39031
39,32,204,30,14.71,170,83.33,4,1.96,39032
39,33,347,52,14.99,285,82.13,10,2.88,39033
39,34,333,41,12.31,270,81.08,22,6.61,39034
39,35,330,49,14.85,272,82.42,9,2.73,39035
39,36,228,29,12.72,195,85.53,4,1.75,39036
39,37,406,81,19.95,317,78.08,8,1.97,39037
39,38,318,58,18.24,256,80.5,4,1.26,39038
39,39,117,12,10.26,99,84.62,6,5.13,39039
39,40,190,47,24.74,137,72.11,6,3.16,39040
39,41,119,17,14.29,101,84.87,1,0.84,39041
39,42,250,43,17.2,201,80.4,6,2.4,39042
39,43,277,45,16.25,226,81.59,6,2.17,39043
39,44,378,52,13.76,315,83.33,11,2.91,39044
39,45,168,15,8.93,148,88.1,5,2.98,39045
39,46,240,37,15.42,194,80.83,9,3.75,39046
39,47,185,33,17.84,144,77.84,8,4.32,39047
40,1,183,23,12.57,154,84.15,6,3.28,40001
40,2,172,24,13.95,142,82.56,6,3.49,40002
40,3,275,23,8.36,247,89.82,5,1.82,40003
40,4,281,25,8.9,250,88.97,6,2.14,40004
40,5,310,40,12.9,261,84.19,9,2.9,40005
40,6,293,15,5.12,262,89.42,16,5.46,40006
40,7,300,19,6.33,272,90.67,9,3.0,40007
40,8,84,13,15.48,70,83.33,1,1.19,40008
40,9,262,44,16.79,209,79.77,9,3.44,40009
40,10,300,42,14.0,247,82.33,11,3.67,40010
40,11,236,21,8.9,208,88.14,7,2.97,40011
40,12,199,11,5.53,183,91.96,5,2.51,40012
40,13,343,23,6.71,304,88.63,16,4.66,40013
40,14,300,40,13.33,252,84.0,8,2.67,40014
40,15,258,34,13.18,218,84.5,6,2.33,40015
40,16,283,33,11.66,241,85.16,9,3.18,40016
40,17,132,11,8.33,120,90.91,1,0.76,40017
40,18,307,41,13.36,260,84.69,6,1.95,40018
40,19,262,37,14.12,218,83.21,7,2.67,40019
40,20,248,28,11.29,216,87.1,4,1.61,40020
40,21,254,29,11.42,220,86.61,5,1.97,40021
40,22,184,15,8.15,162,88.04,7,3.8,40022
40,23,372,40,10.75,320,86.02,12,3.23,40023
40,24,173,25,14.45,138,79.77,10,5.78,40024
40,25,198,34,17.17,158,79.8,6,3.03,40025
40,26,323,16,4.95,299,92.57,8,2.48,40026
40,27,232,17,7.33,211,90.95,4,1.72,40027
40,28,328,24,7.32,295,89.94,9,2.74,40028
40,29,304,44,14.47,256,84.21,4,1.32,40029
40,30,307,42,13.68,255,83.06,10,3.26,40030
40,31,227,40,17.62,185,81.5,2,0.88,40031
40,32,154,26,16.88,125,81.17,3,1.95,40032
40,33,276,23,8.33,235,85.14,18,6.52,40033
40,34,168,27,16.07,134,79.76,7,4.17,40034
40,35,296,63,21.28,222,75.0,11,3.72,40035
40,36,308,32,10.39,258,83.77,18,5.84,40036
40,37,222,16,7.21,200,90.09,6,2.7,40037
40,38,149,20,13.42,125,83.89,4,2.68,40038
40,39,206,22,10.68,177,85.92,7,3.4,40039
40,40,172,14,8.14,153,88.95,5,2.91,40040
40,41,356,29,8.15,313,87.92,14,3.93,40041
40,42,322,37,11.49,277,86.02,8,2.48,40042
40,43,322,33,10.25,277,86.02,12,3.73,40043
40,44,179,26,14.53,146,81.56,7,3.91,40044
40,45,444,55,12.39,369,83.11,20,4.5,40045
40,46,359,42,11.7,307,85.52,10,2.79,40046
40,47,274,18,6.57,249,90.88,7,2.55,40047
40,48,171,38,22.22,129,75.44,4,2.34,40048
40,49,188,31,16.49,152,80.85,5,2.66,40049
41,1,417,110,26.38,286,68.59,21,5.04,41001
41,2,438,100,22.83,327,74.66,11,2.51,41002
41,3,355,89,25.07,252,70.99,14,3.94,41003
41,4,413,82,19.85,311,75.3,20,4.84,41004
41,5,480,100,20.83,359,74.79,21,4.38,41005
41,6,350,68,19.43,273,78.0,9,2.57,41006
41,7,472,89,18.86,371,78.6,12,2.54,41007
41,8,399,103,25.81,283,70.93,13,3.26,41008
41,9,403,97,24.07,292,72.46,14,3.47,41009
41,10,341,65,19.06,266,78.01,10,2.93,41010
41,11,394,95,24.11,281,71.32,18,4.57,41011
41,12,368,68,18.48,290,78.8,10,2.72,41012
41,13,226,55,24.34,166,73.45,5,2.21,41013
41,14,389,79,20.31,296,76.09,14,3.6,41014
41,15,440,90,20.45,336,76.36,14,3.18,41015
41,16,384,68,17.71,299,77.86,17,4.43,41016
41,17,399,98,24.56,283,70.93,18,4.51,41017
