ward,precinct,total,Robert Enriquez,Robert Enriquez Percent,Jesse White,Jesse White Percent,Josh Hanson,Josh Hanson Percent,precinct_id
10,3,233,49,21.03,175,75.11,9,3.86,10003
10,4,168,18,10.71,143,85.12,7,4.17,10004
10,5,195,28,14.36,155,79.49,12,6.15,10005
10,6,260,0,0.0,258,99.23,2,0.77,10006
10,7,60,1,1.67,58,96.67,1,1.67,10007
10,8,225,64,28.44,155,68.89,6,2.67,10008
10,9,217,53,24.42,160,73.73,4,1.84,10009
10,10,230,49,21.3,174,75.65,7,3.04,10010
10,11,219,55,25.11,162,73.97,2,0.91,10011
10,12,172,27,15.7,139,80.81,6,3.49,10012
10,13,194,36,18.56,150,77.32,8,4.12,10013
10,14,226,45,19.91,172,76.11,9,3.98,10014
10,15,108,24,22.22,83,76.85,1,0.93,10015
10,16,230,49,21.3,167,72.61,14,6.09,10016
10,17,193,32,16.58,155,80.31,6,3.11,10017
10,18,162,9,5.56,152,93.83,1,0.62,10018
10,19,269,66,24.54,196,72.86,7,2.6,10019
10,20,175,41,23.43,131,74.86,3,1.71,10020
10,21,217,50,23.04,157,72.35,10,4.61,10021
10,22,167,7,4.19,159,95.21,1,0.6,10022
10,23,170,31,18.24,137,80.59,2,1.18,10023
10,24,212,52,24.53,151,71.23,9,4.25,10024
10,25,249,24,9.64,220,88.35,5,2.01,10025
10,26,191,39,20.42,144,75.39,8,4.19,10026
10,27,249,58,23.29,183,73.49,8,3.21,10027
10,28,206,1,0.49,205,99.51,0,0.0,10028
10,29,236,3,1.27,232,98.31,1,0.42,10029
10,30,204,23,11.27,173,84.8,8,3.92,10030
10,31,198,40,20.2,150,75.76,8,4.04,10031
10,32,215,41,19.07,166,77.21,8,3.72,10032
10,33,208,39,18.75,167,80.29,2,0.96,10033
10,34,197,29,14.72,162,82.23,6,3.05,10034
10,35,193,34,17.62,155,80.31,4,2.07,10035
10,36,263,17,6.46,246,93.54,0,0.0,10036
10,37,171,17,9.94,151,88.3,3,1.75,10037
10,38,250,37,14.8,209,83.6,4,1.6,10038
10,39,195,24,12.31,163,83.59,8,4.1,10039
10,40,185,19,10.27,162,87.57,4,2.16,10040
10,41,270,54,20.0,208,77.04,8,2.96,10041
10,42,221,62,28.05,151,68.33,8,3.62,10042
10,43,120,14,11.67,105,87.5,1,0.83,10043
10,44,202,34,16.83,163,80.69,5,2.48,10044
10,45,137,17,12.41,116,84.67,4,2.92,10045
10,46,211,34,16.11,173,81.99,4,1.9,10046
10,47,177,35,19.77,138,77.97,4,2.26,10047
10,48,178,8,4.49,169,94.94,1,0.56,10048
11,1,320,41,12.81,271,84.69,8,2.5,11001
11,2,236,42,17.8,186,78.81,8,3.39,11002
11,3,184,14,7.61,167,90.76,3,1.63,11003
11,4,287,28,9.76,254,88.5,5,1.74,11004
11,5,172,21,12.21,142,82.56,9,5.23,11005
11,6,300,36,12.0,253,84.33,11,3.67,11006
11,7,223,18,8.07,195,87.44,10,4.48,11007
11,8,244,51,20.9,185,75.82,8,3.28,11008
11,9,153,17,11.11,130,84.97,6,3.92,11009
11,10,139,13,9.35,118,84.89,8,5.76,11010
11,11,411,72,17.52,325,79.08,14,3.41,11011
11,12,272,40,14.71,223,81.99,9,3.31,11012
11,13,231,20,8.66,204,88.31,7,3.03,11013
11,14,226,28,12.39,185,81.86,13,5.75,11014
11,15,196,28,14.29,161,82.14,7,3.57,11015
11,16,286,39,13.64,241,84.27,6,2.1,11016
11,17,316,42,13.29,266,84.18,8,2.53,11017
11,18,196,33,16.84,151,77.04,12,6.12,11018
11,19,226,36,15.93,182,80.53,8,3.54,11019
11,20,194,11,5.67,176,90.72,7,3.61,11020
11,21,234,22,9.4,205,87.61,7,2.99,11021
11,22,211,17,8.06,186,88.15,8,3.79,11022
11,23,183,16,8.74,165,90.16,2,1.09,11023
11,24,422,51,12.09,360,85.31,11,2.61,11024
11,25,256,36,14.06,215,83.98,5,1.95,11025
11,26,294,34,11.56,248,84.35,12,4.08,11026
11,27,270,35,12.96,225,83.33,10,3.7,11027
11,28,178,20,11.24,153,85.96,5,2.81,11028
11,29,266,34,12.78,217,81.58,15,5.64,11029
11,30,233,34,14.59,190,81.55,9,3.86,11030
11,31,184,26,14.13,150,81.52,8,4.35,11031
11,32,184,22,11.96,156,84.78,6,3.26,11032
11,33,159,17,10.69,140,88.05,2,1.26,11033
11,34,172,16,9.3,152,88.37,4,2.33,11034
11,35,342,51,14.91,282,82.46,9,2.63,11035
11,36,74,6,8.11,67,90.54,1,1.35,11036
11,37,318,67,21.07,248,77.99,3,0.94,11037
11,38,337,46,13.65,275,81.6,16,4.75,11038
11,39,370,52,14.05,313,84.59,5,1.35,11039
11,40,155,16,10.32,132,85.16,7,4.52,11040
11,41,135,13,9.63,117,86.67,5,3.7,11041
11,42,187,20,10.7,160,85.56,7,3.74,11042
11,43,265,39,14.72,220,83.02,6,2.26,11043
11,44,257,39,15.18,208,80.93,10,3.89,11044
11,45,133,30,22.56,100,75.19,3,2.26,11045
11,46,164,17,10.37,141,85.98,6,3.66,11046
11,47,233,38,16.31,184,78.97,11,4.72,11047
11,48,105,12,11.43,91,86.67,2,1.9,11048
11,49,216,30,13.89,168,77.78,18,8.33,11049
11,50,133,17,12.78,112,84.21,4,3.01,11050
12,1,114,15,13.16,96,84.21,3,2.63,12001
12,2,144,18,12.5,124,86.11,2,1.39,12002
12,3,168,30,17.86,133,79.17,5,2.98,12003
12,4,119,22,18.49,91,76.47,6,5.04,12004
12,5,127,15,11.81,106,83.46,6,4.72,12005
12,6,109,12,11.01,94,86.24,3,2.75,12006
12,7,224,19,8.48,201,89.73,4,1.79,12007
12,8,291,31,10.65,239,82.13,21,7.22,12008
12,9,137,24,17.52,110,80.29,3,2.19,12009
12,10,172,18,10.47,148,86.05,6,3.49,12010
12,11,237,24,10.13,208,87.76,5,2.11,12011
12,12,149,22,14.77,125,83.89,2,1.34,12012
12,13,252,24,9.52,220,87.3,8,3.17,12013
12,14,180,18,10.0,155,86.11,7,3.89,12014
12,15,117,18,15.38,99,84.62,0,0.0,12015
12,16,139,26,18.71,107,76.98,6,4.32,12016
12,17,202,16,7.92,182,90.1,4,1.98,12017
12,18,181,18,9.94,158,87.29,5,2.76,12018
12,19,239,46,19.25,187,78.24,6,2.51,12019
12,20,173,34,19.65,132,76.3,7,4.05,12020
12,21,190,29,15.26,158,83.16,3,1.58,12021
12,22,130,11,8.46,117,90.0,2,1.54,12022
12,23,188,27,14.36,159,84.57,2,1.06,12023
12,24,215,32,14.88,180,83.72,3,1.4,12024
13,1,270,44,16.3,221,81.85,5,1.85,13001
13,2,185,24,12.97,155,83.78,6,3.24,13002
13,3,303,32,10.56,263,86.8,8,2.64,13003
13,4,397,66,16.62,308,77.58,23,5.79,13004
13,5,272,29,10.66,238,87.5,5,1.84,13005
13,6,253,38,15.02,207,81.82,8,3.16,13006
13,7,240,22,9.17,208,86.67,10,4.17,13007
13,8,285,49,17.19,228,80.0,8,2.81,13008
13,9,288,34,11.81,247,85.76,7,2.43,13009
13,10,218,28,12.84,184,84.4,6,2.75,13010
13,11,258,32,12.4,217,84.11,9,3.49,13011
13,12,219,31,14.16,181,82.65,7,3.2,13012
13,13,299,34,11.37,259,86.62,6,2.01,13013
13,14,250,32,12.8,203,81.2,15,6.0,13014
13,15,326,36,11.04,284,87.12,6,1.84,13015
13,16,304,34,11.18,264,86.84,6,1.97,13016
13,17,277,50,18.05,222,80.14,5,1.81,13017
13,18,209,28,13.4,173,82.78,8,3.83,13018
13,19,331,27,8.16,297,89.73,7,2.11,13019
13,20,243,28,11.52,212,87.24,3,1.23,13020
13,21,317,30,9.46,279,88.01,8,2.52,13021
13,22,225,30,13.33,190,84.44,5,2.22,13022
13,23,227,37,16.3,178,78.41,12,5.29,13023
13,24,246,23,9.35,215,87.4,8,3.25,13024
13,25,230,28,12.17,191,83.04,11,4.78,13025
13,26,263,37,14.07,213,80.99,13,4.94,13026
13,27,272,36,13.24,232,85.29,4,1.47,13027
13,28,197,22,11.17,168,85.28,7,3.55,13028
13,29,231,25,10.82,201,87.01,5,2.16,13029
13,30,310,38,12.26,267,86.13,5,1.61,13030
13,31,259,18,6.95,236,91.12,5,1.93,13031
13,32,288,12,4.17,272,94.44,4,1.39,13032
13,33,242,21,8.68,213,88.02,8,3.31,13033
13,34,341,26,7.62,308,90.32,7,2.05,13034
13,35,268,26,9.7,240,89.55,2,0.75,13035
13,36,127,17,13.39,106,83.46,4,3.15,13036
13,37,260,35,13.46,219,84.23,6,2.31,13037
13,38,280,37,13.21,231,82.5,12,4.29,13038
13,39,230,22,9.57,201,87.39,7,3.04,13039
13,40,283,44,15.55,235,83.04,4,1.41,13040
13,41,221,16,7.24,197,89.14,8,3.62,13041
13,42,230,26,11.3,197,85.65,7,3.04,13042
13,43,263,33,12.55,219,83.27,11,4.18,13043
13,44,289,27,9.34,257,88.93,5,1.73,13044
13,45,325,41,12.62,273,84.0,11,3.38,13045
13,46,263,28,10.65,226,85.93,9,3.42,13046
13,47,272,28,10.29,239,87.87,5,1.84,13047
14,1,97,13,13.4,83,85.57,1,1.03,14001
14,2,186,27,14.52,153,82.26,6,3.23,14002
14,3,207,22,10.63,184,88.89,1,0.48,14003
14,4,171,27,15.79,142,83.04,2,1.17,14004
14,5,229,10,4.37,213,93.01,6,2.62,14005
14,6,185,31,16.76,148,80.0,6,3.24,14006
14,7,169,19,11.24,147,86.98,3,1.78,14007
14,8,129,9,6.98,118,91.47,2,1.55,14008
14,9,214,23,10.75,186,86.92,5,2.34,14009
14,10,200,25,12.5,166,83.0,9,4.5,14010
14,11,149,8,5.37,141,94.63,0,0.0,14011
14,12,167,20,11.98,141,84.43,6,3.59,14012
14,13,208,26,12.5,175,84.13,7,3.37,14013
14,14,156,15,9.62,139,89.1,2,1.28,14014
14,15,203,23,11.33,173,85.22,7,3.45,14015
14,16,207,24,11.59,176,85.02,7,3.38,14016
14,17,182,23,12.64,155,85.16,4,2.2,14017
14,18,183,16,8.74,163,89.07,4,2.19,14018
14,19,254,23,9.06,222,87.4,9,3.54,14019
14,20,156,24,15.38,126,80.77,6,3.85,14020
14,21,199,27,13.57,164,82.41,8,4.02,14021
14,22,220,33,15.0,179,81.36,8,3.64,14022
14,23,217,38,17.51,172,79.26,7,3.23,14023
14,24,135,14,10.37,121,89.63,0,0.0,14024
14,25,186,25,13.44,155,83.33,6,3.23,14025
14,26,195,22,11.28,164,84.1,9,4.62,14026
14,27,256,37,14.45,212,82.81,7,2.73,14027
14,28,192,24,12.5,162,84.38,6,3.13,14028
14,29,238,24,10.08,209,87.82,5,2.1,14029
14,30,165,15,9.09,145,87.88,5,3.03,14030
14,31,185,14,7.57,168,90.81,3,1.62,14031
14,32,135,6,4.44,125,92.59,4,2.96,14032
14,33,129,8,6.2,120,93.02,1,0.78,14033
14,34,143,13,9.09,128,89.51,2,1.4,14034
14,35,173,13,7.51,156,90.17,4,2.31,14035
15,1,148,8,5.41,139,93.92,1,0.68,15001
15,2,167,2,1.2,161,96.41,4,2.4,15002
15,3,171,5,2.92,164,95.91,2,1.17,15003
15,4,189,3,1.59,186,98.41,0,0.0,15004
15,5,188,3,1.6,185,98.4,0,0.0,15005
15,6,213,6,2.82,203,95.31,4,1.88,15006
15,7,209,2,0.96,206,98.56,1,0.48,15007
15,8,273,5,1.83,261,95.6,7,2.56,15008
15,9,217,5,2.3,210,96.77,2,0.92,15009
15,10,146,29,19.86,115,78.77,2,1.37,15010
15,11,224,5,2.23,218,97.32,1,0.45,15011
15,12,125,0,0.0,125,100.0,0,0.0,15012
15,13,150,14,9.33,135,90.0,1,0.67,15013
15,14,227,34,14.98,188,82.82,5,2.2,15014
15,15,177,12,6.78,161,90.96,4,2.26,15015
15,16,141,19,13.48,119,84.4,3,2.13,15016
15,17,198,2,1.01,193,97.47,3,1.52,15017
15,18,157,0,0.0,155,98.73,2,1.27,15018
15,19,177,2,1.13,175,98.87,0,0.0,15019
15,20,126,1,0.79,124,98.41,1,0.79,15020
15,21,190,0,0.0,184,96.84,6,3.16,15021
15,22,236,8,3.39,225,95.34,3,1.27,15022
15,23,146,2,1.37,143,97.95,1,0.68,15023
15,24,191,10,5.24,176,92.15,5,2.62,15024
15,25,189,12,6.35,173,91.53,4,2.12,15025
15,26,177,1,0.56,175,98.87,1,0.56,15026
15,27,186,3,1.61,182,97.85,1,0.54,15027
15,28,207,21,10.14,182,87.92,4,1.93,15028
15,29,101,1,0.99,98,97.03,2,1.98,15029
15,30,234,3,1.28,230,98.29,1,0.43,15030
15,31,168,2,1.19,166,98.81,0,0.0,15031
15,32,197,13,6.6,181,91.88,3,1.52,15032
15,33,170,4,2.35,165,97.06,1,0.59,15033
15,34,182,1,0.55,181,99.45,0,0.0,15034
15,35,231,0,0.0,229,99.13,2,0.87,15035
15,36,164,1,0.61,162,98.78,1,0.61,15036
15,37,154,2,1.3,150,97.4,2,1.3,15037
15,38,156,5,3.21,150,96.15,1,0.64,15038
15,39,185,2,1.08,180,97.3,3,1.62,15039
15,40,182,2,1.1,180,98.9,0,0.0,15040
15,41,289,10,3.46,277,95.85,2,0.69,15041
15,42,121,0,0.0,120,99.17,1,0.83,15042
15,43,154,0,0.0,153,99.35,1,0.65,15043
15,44,217,12,5.53,198,91.24,7,3.23,15044
15,45,92,3,3.26,87,94.57,2,2.17,15045
15,46,118,0,0.0,118,100.0,0,0.0,15046
15,47,242,1,0.41,239,98.76,2,0.83,15047
15,48,171,4,2.34,164,95.91,3,1.75,15048
15,49,146,12,8.22,132,90.41,2,1.37,15049
15,50,197,5,2.54,191,96.95,1,0.51,15050
15,51,141,3,2.13,136,96.45,2,1.42,15051
15,52,153,1,0.65,151,98.69,1,0.65,15052
16,1,125,2,1.6,123,98.4,0,0.0,16001
16,2,141,1,0.71,139,98.58,1,0.71,16002
16,3,184,0,0.0,183,99.46,1,0.54,16003
16,4,144,12,8.33,129,89.58,3,2.08,16004
16,5,173,1,0.58,171,98.84,1,0.58,16005
16,6,78,0,0.0,75,96.15,3,3.85,16006
16,7,181,7,3.87,171,94.48,3,1.66,16007
16,8,185,9,4.86,174,94.05,2,1.08,16008
16,9,247,2,0.81,244,98.79,1,0.4,16009
16,10,298,6,2.01,290,97.32,2,0.67,16010
16,11,223,6,2.69,213,95.52,4,1.79,16011
16,12,130,4,3.08,124,95.38,2,1.54,16012
16,13,153,14,9.15,135,88.24,4,2.61,16013
16,14,190,3,1.58,186,97.89,1,0.53,16014
16,15,228,2,0.88,223,97.81,3,1.32,16015
16,16,209,1,0.48,206,98.56,2,0.96,16016
16,17,144,23,15.97,118,81.94,3,2.08,16017
16,18,226,2,0.88,221,97.79,3,1.33,16018
16,19,232,4,1.72,223,96.12,5,2.16,16019
16,20,166,2,1.2,164,98.8,0,0.0,16020
16,21,168,21,12.5,147,87.5,0,0.0,16021
16,22,170,1,0.59,168,98.82,1,0.59,16022
16,23,166,15,9.04,149,89.76,2,1.2,16023
16,24,109,2,1.83,107,98.17,0,0.0,16024
16,25,134,1,0.75,133,99.25,0,0.0,16025
16,26,203,0,0.0,203,100.0,0,0.0,16026
16,27,311,1,0.32,307,98.71,3,0.96,16027
16,28,223,0,0.0,223,100.0,0,0.0,16028
16,29,167,1,0.6,165,98.8,1,0.6,16029
16,30,171,2,1.17,168,98.25,1,0.58,16030
16,31,243,1,0.41,241,99.18,1,0.41,16031
16,32,170,24,14.12,140,82.35,6,3.53,16032
16,33,148,3,2.03,144,97.3,1,0.68,16033
16,34,175,2,1.14,173,98.86,0,0.0,16034
16,35,209,16,7.66,190,90.91,3,1.44,16035
16,36,188,4,2.13,182,96.81,2,1.06,16036
16,37,130,0,0.0,128,98.46,2,1.54,16037
16,38,139,1,0.72,138,99.28,0,0.0,16038
16,39,182,31,17.03,144,79.12,7,3.85,16039
16,40,201,4,1.99,197,98.01,0,0.0,16040
16,41,89,1,1.12,88,98.88,0,0.0,16041
16,42,154,18,11.69,133,86.36,3,1.95,16042
16,43,204,3,1.47,200,98.04,1,0.49,16043
16,44,206,12,5.83,189,91.75,5,2.43,16044
17,1,145,1,0.69,142,97.93,2,1.38,17001
17,2,247,4,1.62,240,97.17,3,1.21,17002
17,3,168,2,1.19,164,97.62,2,1.19,17003
17,4,344,1,0.29,341,99.13,2,0.58,17004
17,5,199,0,0.0,197,98.99,2,1.01,17005
17,6,189,4,2.12,183,96.83,2,1.06,17006
17,7,277,2,0.72,274,98.92,1,0.36,17007
17,8,186,3,1.61,182,97.85,1,0.54,17008
17,9,151,2,1.32,148,98.01,1,0.66,17009
17,10,227,3,1.32,220,96.92,4,1.76,17010
17,11,251,2,0.8,244,97.21,5,1.99,17011
17,12,330,4,1.21,324,98.18,2,0.61,17012
17,13,169,4,2.37,163,96.45,2,1.18,17013
17,14,223,2,0.9,218,97.76,3,1.35,17014
17,15,284,2,0.7,279,98.24,3,1.06,17015
17,16,182,0,0.0,182,100.0,0,0.0,17016
17,17,191,1,0.52,189,98.95,1,0.52,17017
17,18,257,0,0.0,253,98.44,4,1.56,17018
17,19,110,0,0.0,109,99.09,1,0.91,17019
17,20,210,0,0.0,208,99.05,2,0.95,17020
17,21,301,4,1.33,296,98.34,1,0.33,17021
17,22,256,1,0.39,254,99.22,1,0.39,17022
17,23,162,1,0.62,159,98.15,2,1.23,17023
17,24,264,3,1.14,258,97.73,3,1.14,17024
17,25,156,0,0.0,155,99.36,1,0.64,17025
17,26,310,1,0.32,307,99.03,2,0.65,17026
17,27,308,4,1.3,304,98.7,0,0.0,17027
17,28,196,0,0.0,192,97.96,4,2.04,17028
17,29,244,1,0.41,239,97.95,4,1.64,17029
17,30,281,0,0.0,280,99.64,1,0.36,17030
17,31,206,1,0.49,204,99.03,1,0.49,17031
17,32,278,0,0.0,278,100.0,0,0.0,17032
17,33,191,1,0.52,189,98.95,1,0.52,17033
17,34,202,1,0.5,197,97.52,4,1.98,17034
17,35,142,1,0.7,140,98.59,1,0.7,17035
17,36,125,2,1.6,122,97.6,1,0.8,17036
17,37,191,0,0.0,190,99.48,1,0.52,17037
17,38,206,2,0.97,203,98.54,1,0.49,17038
17,39,191,6,3.14,183,95.81,2,1.05,17039
17,40,204,1,0.49,202,99.02,1,0.49,17040
17,41,185,0,0.0,184,99.46,1,0.54,17041
17,42,205,0,0.0,201,98.05,4,1.95,17042
17,43,174,1,0.57,173,99.43,0,0.0,17043
17,44,150,0,0.0,146,97.33,4,2.67,17044
17,45,135,0,0.0,133,98.52,2,1.48,17045
17,46,209,1,0.48,206,98.56,2,0.96,17046
17,47,135,1,0.74,132,97.78,2,1.48,17047
17,48,236,2,0.85,228,96.61,6,2.54,17048
17,49,153,4,2.61,146,95.42,3,1.96,17049
17,50,233,2,0.86,231,99.14,0,0.0,17050
17,51,286,0,0.0,282,98.6,4,1.4,17051
17,52,321,1,0.31,315,98.13,5,1.56,17052
17,53,233,5,2.15,225,96.57,3,1.29,17053
17,54,256,0,0.0,254,99.22,2,0.78,17054
17,55,219,5,2.28,213,97.26,1,0.46,17055
17,56,247,1,0.4,242,97.98,4,1.62,17056
17,57,264,1,0.38,261,98.86,2,0.76,17057
17,58,207,3,1.45,204,98.55,0,0.0,17058
17,59,144,0,0.0,142,98.61,2,1.39,17059
17,60,305,1,0.33,301,98.69,3,0.98,17060
17,61,218,1,0.46,215,98.62,2,0.92,17061
17,62,180,0,0.0,180,100.0,0,0.0,17062
17,63,182,1,0.55,181,99.45,0,0.0,17063
17,64,161,2,1.24,155,96.27,4,2.48,17064
18,1,158,6,3.8,151,95.57,1,0.63,18001
18,2,320,17,5.31,301,94.06,2,0.63,18002
18,3,222,41,18.47,177,79.73,4,1.8,18003
18,4,349,7,2.01,340,97.42,2,0.57,18004
18,5,274,3,1.09,269,98.18,2,0.73,18005
18,6,256,37,14.45,214,83.59,5,1.95,18006
18,7,270,18,6.67,247,91.48,5,1.85,18007
18,8,119,3,2.52,116,97.48,0,0.0,18008
18,9,339,8,2.36,326,96.17,5,1.47,18009
18,10,471,6,1.27,463,98.3,2,0.42,18010
18,11,311,16,5.14,288,92.6,7,2.25,18011
18,12,370,5,1.35,364,98.38,1,0.27,18012
18,13,370,13,3.51,354,95.68,3,0.81,18013
18,14,365,7,1.92,355,97.26,3,0.82,18014
18,15,167,19,11.38,142,85.03,6,3.59,18015
18,16,384,7,1.82,375,97.66,2,0.52,18016
18,17,305,7,2.3,293,96.07,5,1.64,18017
18,18,281,9,3.2,270,96.09,2,0.71,18018
18,19,369,2,0.54,364,98.64,3,0.81,18019
18,20,312,2,0.64,308,98.72,2,0.64,18020
18,21,451,14,3.1,429,95.12,8,1.77,18021
18,22,414,8,1.93,402,97.1,4,0.97,18022
18,23,285,7,2.46,276,96.84,2,0.7,18023
18,24,345,1,0.29,343,99.42,1,0.29,18024
18,25,325,1,0.31,323,99.38,1,0.31,18025
18,26,260,10,3.85,247,95.0,3,1.15,18026
18,27,303,13,4.29,286,94.39,4,1.32,18027
18,28,275,43,15.64,225,81.82,7,2.55,18028
18,29,340,26,7.65,311,91.47,3,0.88,18029
18,30,264,0,0.0,264,100.0,0,0.0,18030
18,31,303,8,2.64,290,95.71,5,1.65,18031
18,32,403,3,0.74,393,97.52,7,1.74,18032
18,33,277,1,0.36,273,98.56,3,1.08,18033
18,34,410,11,2.68,395,96.34,4,0.98,18034
18,35,393,11,2.8,379,96.44,3,0.76,18035
18,36,215,4,1.86,204,94.88,7,3.26,18036
18,37,268,2,0.75,263,98.13,3,1.12,18037
18,38,347,3,0.86,343,98.85,1,0.29,18038
18,39,298,7,2.35,288,96.64,3,1.01,18039
18,40,370,7,1.89,361,97.57,2,0.54,18040
18,41,294,41,13.95,247,84.01,6,2.04,18041
18,42,240,16,6.67,220,91.67,4,1.67,18042
18,43,220,28,12.73,190,86.36,2,0.91,18043
18,44,209,4,1.91,199,95.22,6,2.87,18044
18,45,338,1,0.3,331,97.93,6,1.78,18045
18,46,306,1,0.33,305,99.67,0,0.0,18046
18,47,284,14,4.93,269,94.72,1,0.35,18047
18,48,171,22,12.87,139,81.29,10,5.85,18048
18,49,219,5,2.28,211,96.35,3,1.37,18049
18,50,288,5,1.74,280,97.22,3,1.04,18050
18,51,376,1,0.27,374,99.47,1,0.27,18051
18,52,341,2,0.59,334,97.95,5,1.47,18052
18,53,200,1,0.5,197,98.5,2,1.0,18053
18,54,293,2,0.68,290,98.98,1,0.34,18054
18,55,277,56,20.22,216,77.98,5,1.81,18055
18,56,279,23,8.24,252,90.32,4,1.43,18056
18,57,227,17,7.49,204,89.87,6,2.64,18057
18,58,293,1,0.34,289,98.63,3,1.02,18058
18,59,285,5,1.75,276,96.84,4,1.4,18059
18,60,348,5,1.44,340,97.7,3,0.86,18060
18,61,300,3,1.0,295,98.33,2,0.67,18061
18,62,214,24,11.21,187,87.38,3,1.4,18062
19,1,381,76,19.95,294,77.17,11,2.89,19001
19,2,346,15,4.34,325,93.93,6,1.73,19002
19,3,323,88,27.24,226,69.97,9,2.79,19003
19,4,344,72,20.93,259,75.29,13,3.78,19004
19,5,426,34,7.98,380,89.2,12,2.82,19005
19,6,329,62,18.84,254,77.2,13,3.95,19006
19,7,345,54,15.65,277,80.29,14,4.06,19007
19,8,287,66,23.0,205,71.43,16,5.57,19008
19,9,270,68,25.19,194,71.85,8,2.96,19009
19,10,481,60,12.47,411,85.45,10,2.08,19010
19,11,401,118,29.43,268,66.83,15,3.74,19011
19,12,358,78,21.79,264,73.74,16,4.47,19012
19,13,281,15,5.34,265,94.31,1,0.36,19013
19,14,437,44,10.07,381,87.19,12,2.75,19014
19,15,332,78,23.49,233,70.18,21,6.33,19015
19,16,432,88,20.37,327,75.69,17,3.94,19016
19,17,382,77,20.16,290,75.92,15,3.93,19017
19,18,431,50,11.6,375,87.01,6,1.39,19018
19,19,397,50,12.59,339,85.39,8,2.02,19019
19,20,364,24,6.59,334,91.76,6,1.65,19020
19,21,268,64,23.88,191,71.27,13,4.85,19021
19,22,438,72,16.44,354,80.82,12,2.74,19022
19,23,438,90,20.55,338,77.17,10,2.28,19023
19,24,333,88,26.43,236,70.87,9,2.7,19024
19,25,437,76,17.39,351,80.32,10,2.29,19025
19,26,445,80,17.98,355,79.78,10,2.25,19026
19,27,272,25,9.19,233,85.66,14,5.15,19027
19,28,410,12,2.93,390,95.12,8,1.95,19028
19,29,345,80,23.19,243,70.43,22,6.38,19029
19,30,386,95,24.61,273,70.73,18,4.66,19030
19,31,327,45,13.76,270,82.57,12,3.67,19031
19,32,373,69,18.5,290,77.75,14,3.75,19032
19,33,420,109,25.95,297,70.71,14,3.33,19033
19,34,369,53,14.36,309,83.74,7,1.9,19034
19,35,366,50,13.66,304,83.06,12,3.28,19035
19,36,492,34,6.91,449,91.26,9,1.83,19036
19,37,402,34,8.46,360,89.55,8,1.99,19037
19,38,404,26,6.44,370,91.58,8,1.98,19038
19,39,183,4,2.19,176,96.17,3,1.64,19039
19,40,410,40,9.76,358,87.32,12,2.93,19040
19,41,296,73,24.66,206,69.59,17,5.74,19041
19,42,408,37,9.07,364,89.22,7,1.72,19042
19,43,555,5,0.9,545,98.2,5,0.9,19043
19,44,355,81,22.82,258,72.68,16,4.51,19044
19,45,385,83,21.56,283,73.51,19,4.94,19045
19,46,448,85,18.97,349,77.9,14,3.13,19046
19,47,544,35,6.43,500,91.91,9,1.65,19047
19,48,548,9,1.64,533,97.26,6,1.09,19048
19,49,462,28,6.06,421,91.13,13,2.81,19049
19,50,447,7,1.57,438,97.99,2,0.45,19050
19,51,276,60,21.74,202,73.19,14,5.07,19051
19,52,322,88,27.33,215,66.77,19,5.9,19052
19,53,372,60,16.13,302,81.18,10,2.69,19053
19,54,294,76,25.85,206,70.07,12,4.08,19054
19,55,306,61,19.93,230,75.16,15,4.9,19055
19,56,465,71,15.27,388,83.44,6,1.29,19056
19,57,432,38,8.8,377,87.27,17,3.94,19057
19,58,367,97,26.43,259,70.57,11,3.0,19058
19,59,426,104,24.41,300,70.42,22,5.16,19059
19,60,310,5,1.61,301,97.1,4,1.29,19060
19,61,448,59,13.17,375,83.71,14,3.13,19061
19,62,360,50,13.89,296,82.22,14,3.89,19062
19,63,270,19,7.04,245,90.74,6,2.22,19063
20,1,251,2,0.8,246,98.01,3,1.2,20001
20,2,211,3,1.42,205,97.16,3,1.42,20002
20,3,235,2,0.85,230,97.87,3,1.28,20003
20,4,181,21,11.6,159,87.85,1,0.55,20004
20,5,168,1,0.6,166,98.81,1,0.6,20005
20,6,282,1,0.35,277,98.23,4,1.42,20006
20,7,71,3,4.23,67,94.37,1,1.41,20007
20,8,72,6,8.33,64,88.89,2,2.78,20008
20,9,353,6,1.7,345,97.73,2,0.57,20009
20,10,194,0,0.0,190,97.94,4,2.06,20010
20,11,167,2,1.2,163,97.6,2,1.2,20011
20,12,142,0,0.0,141,99.3,1,0.7,20012
20,13,210,2,0.95,204,97.14,4,1.9,20013
20,14,324,3,0.93,318,98.15,3,0.93,20014
20,15,201,24,11.94,174,86.57,3,1.49,20015
20,16,327,5,1.53,314,96.02,8,2.45,20016
20,17,178,4,2.25,173,97.19,1,0.56,20017
20,18,163,0,0.0,160,98.16,3,1.84,20018
20,19,206,2,0.97,204,99.03,0,0.0,20019
20,20,112,1,0.89,111,99.11,0,0.0,20020
20,21,102,8,7.84,91,89.22,3,2.94,20021
20,22,365,5,1.37,355,97.26,5,1.37,20022
20,23,322,1,0.31,321,99.69,0,0.0,20023
20,24,288,4,1.39,281,97.57,3,1.04,20024
20,25,177,2,1.13,174,98.31,1,0.56,20025
20,26,254,5,1.97,247,97.24,2,0.79,20026
20,27,205,3,1.46,202,98.54,0,0.0,20027
20,28,232,2,0.86,229,98.71,1,0.43,20028
