ward,precinct,total,Angel Garcia,Angel Garcia Percent,precinct_id
18,54,292,6,2.05,18054
18,55,270,67,24.81,18055
18,56,267,44,16.48,18056
18,57,224,31,13.84,18057
18,58,286,3,1.05,18058
18,59,280,7,2.5,18059
18,60,343,10,2.92,18060
18,61,295,7,2.37,18061
18,62,205,30,14.63,18062
19,1,373,84,22.52,19001
19,2,335,26,7.76,19002
19,3,319,95,29.78,19003
19,4,343,87,25.36,19004
19,5,414,52,12.56,19005
19,6,321,87,27.1,19006
19,7,341,64,18.77,19007
19,8,279,96,34.41,19008
19,9,262,78,29.77,19009
19,10,477,81,16.98,19010
19,11,393,137,34.86,19011
19,12,347,111,31.99,19012
19,13,275,19,6.91,19013
19,14,419,77,18.38,19014
19,15,321,107,33.33,19015
19,16,427,114,26.7,19016
19,17,372,92,24.73,19017
19,18,427,63,14.75,19018
19,19,390,63,16.15,19019
19,20,361,39,10.8,19020
19,21,264,80,30.3,19021
19,22,421,90,21.38,19022
19,23,424,123,29.01,19023
19,24,322,114,35.4,19024
19,25,433,97,22.4,19025
19,26,438,97,22.15,19026
19,27,271,27,9.96,19027
19,28,401,17,4.24,19028
19,29,340,100,29.41,19029
19,30,373,120,32.17,19030
19,31,322,73,22.67,19031
19,32,370,88,23.78,19032
19,33,415,126,30.36,19033
19,34,363,62,17.08,19034
19,35,361,64,17.73,19035
19,36,485,39,8.04,19036
19,37,398,43,10.8,19037
19,38,393,34,8.65,19038
19,39,182,7,3.85,19039
19,40,403,57,14.14,19040
19,41,289,83,28.72,19041
19,42,397,53,13.35,19042
19,43,535,16,2.99,19043
19,44,348,102,29.31,19044
19,45,372,94,25.27,19045
19,46,441,107,24.26,19046
19,47,536,40,7.46,19047
19,48,544,15,2.76,19048
19,49,453,39,8.61,19049
19,50,433,10,2.31,19050
19,51,268,71,26.49,19051
19,52,315,103,32.7,19052
19,53,361,66,18.28,19053
19,54,289,92,31.83,19054
19,55,302,72,23.84,19055
19,56,457,94,20.57,19056
19,57,426,59,13.85,19057
19,58,361,97,26.87,19058
19,59,421,150,35.63,19059
19,60,308,6,1.95,19060
19,61,440,77,17.5,19061
19,62,358,71,19.83,19062
19,63,266,30,11.28,19063
20,1,243,9,3.7,20001
20,2,207,10,4.83,20002
20,3,226,3,1.33,20003
20,4,171,33,19.3,20004
20,5,162,1,0.62,20005
20,6,271,4,1.48,20006
20,7,68,4,5.88,20007
20,8,69,19,27.54,20008
20,9,342,10,2.92,20009
20,10,187,2,1.07,20010
20,11,160,3,1.88,20011
20,12,135,2,1.48,20012
20,13,199,6,3.02,20013
20,14,317,5,1.58,20014
20,15,186,35,18.82,20015
20,16,318,14,4.4,20016
20,17,177,5,2.82,20017
20,18,162,4,2.47,20018
20,19,205,3,1.46,20019
20,20,110,2,1.82,20020
20,21,100,19,19.0,20021
20,22,358,15,4.19,20022
20,23,313,4,1.28,20023
20,24,280,4,1.43,20024
20,25,172,2,1.16,20025
20,26,246,14,5.69,20026
20,27,196,6,3.06,20027
20,28,229,2,0.87,20028
20,29,287,7,2.44,20029
20,30,229,7,3.06,20030
20,31,278,3,1.08,20031
20,32,168,4,2.38,20032
20,33,276,4,1.45,20033
20,34,391,14,3.58,20034
20,35,125,4,3.2,20035
20,36,197,2,1.02,20036
20,37,228,7,3.07,20037
20,38,45,2,4.44,20038
20,39,213,2,0.94,20039
20,40,180,2,1.11,20040
20,41,81,19,23.46,20041
20,42,192,1,0.52,20042
20,43,72,0,0.0,20043
20,44,263,8,3.04,20044
20,45,154,4,2.6,20045
20,46,201,4,1.99,20046
20,47,183,5,2.73,20047
20,48,90,3,3.33,20048
20,49,155,4,2.58,20049
20,50,126,2,1.59,20050
21,1,418,8,1.91,21001
21,2,285,8,2.81,21002
21,3,255,4,1.57,21003
21,4,285,2,0.7,21004
21,5,293,3,1.02,21005
21,6,252,1,0.4,21006
21,7,292,1,0.34,21007
21,8,302,3,0.99,21008
21,9,338,6,1.78,21009
21,10,229,4,1.75,21010
21,11,309,5,1.62,21011
21,12,306,8,2.61,21012
21,13,163,1,0.61,21013
21,14,264,3,1.14,21014
21,15,231,7,3.03,21015
21,16,263,7,2.66,21016
21,17,293,3,1.02,21017
21,18,245,2,0.82,21018
21,19,242,4,1.65,21019
21,20,181,2,1.1,21020
21,21,328,9,2.74,21021
21,22,261,6,2.3,21022
21,23,219,7,3.2,21023
21,24,314,1,0.32,21024
21,25,240,5,2.08,21025
21,26,234,7,2.99,21026
21,27,314,5,1.59,21027
21,28,213,3,1.41,21028
21,29,154,2,1.3,21029
21,30,205,2,0.98,21030
21,31,390,2,0.51,21031
21,32,268,1,0.37,21032
21,33,282,1,0.35,21033
21,34,337,2,0.59,21034
21,35,171,2,1.17,21035
21,36,243,9,3.7,21036
21,37,317,8,2.52,21037
21,38,281,2,0.71,21038
21,39,256,3,1.17,21039
21,40,250,2,0.8,21040
21,41,232,5,2.16,21041
21,42,293,8,2.73,21042
21,43,271,4,1.48,21043
21,44,286,7,2.45,21044
21,45,246,4,1.63,21045
21,46,233,0,0.0,21046
21,47,340,8,2.35,21047
21,48,312,3,0.96,21048
21,49,377,11,2.92,21049
21,50,288,4,1.39,21050
21,51,301,3,1.0,21051
21,52,296,5,1.69,21052
21,53,252,3,1.19,21053
21,54,257,5,1.95,21054
21,55,292,4,1.37,21055
21,56,236,5,2.12,21056
21,57,261,5,1.92,21057
21,58,221,7,3.17,21058
21,59,342,2,0.58,21059
21,60,288,6,2.08,21060
21,61,332,5,1.51,21061
21,62,307,7,2.28,21062
21,63,251,2,0.8,21063
21,64,165,4,2.42,21064
21,65,383,5,1.31,21065
21,66,228,3,1.32,21066
21,67,299,2,0.67,21067
21,68,303,5,1.65,21068
21,69,228,4,1.75,21069
21,70,239,2,0.84,21070
21,71,236,5,2.12,21071
21,72,296,7,2.36,21072
21,73,355,5,1.41,21073
21,74,101,3,2.97,21074
22,1,126,23,18.25,22001
22,2,119,25,21.01,22002
22,3,196,48,24.49,22003
22,4,158,38,24.05,22004
22,5,171,36,21.05,22005
22,6,138,30,21.74,22006
22,7,234,3,1.28,22007
22,8,127,24,18.9,22008
22,9,172,35,20.35,22009
22,10,174,31,17.82,22010
22,11,155,30,19.35,22011
22,12,135,30,22.22,22012
22,13,188,41,21.81,22013
22,14,109,10,9.17,22014
22,15,120,24,20.0,22015
22,16,192,52,27.08,22016
22,17,164,37,22.56,22017
22,18,175,37,21.14,22018
22,19,168,2,1.19,22019
22,20,171,32,18.71,22020
22,21,220,5,2.27,22021
22,22,141,28,19.86,22022
22,23,179,40,22.35,22023
22,24,108,21,19.44,22024
22,25,122,20,16.39,22025
22,26,136,27,19.85,22026
22,27,197,42,21.32,22027
22,28,104,21,20.19,22028
22,29,105,18,17.14,22029
23,1,290,78,26.9,23001
23,2,351,87,24.79,23002
23,3,290,81,27.93,23003
23,4,267,64,23.97,23004
23,5,222,39,17.57,23005
23,6,254,56,22.05,23006
23,7,275,67,24.36,23007
23,8,262,57,21.76,23008
23,9,275,63,22.91,23009
23,10,285,50,17.54,23010
23,11,326,77,23.62,23011
23,12,301,77,25.58,23012
23,13,346,98,28.32,23013
23,14,245,65,26.53,23014
23,15,297,82,27.61,23015
23,16,307,70,22.8,23016
23,17,336,79,23.51,23017
23,18,236,52,22.03,23018
23,19,255,68,26.67,23019
23,20,240,59,24.58,23020
23,21,321,9,2.8,23021
23,22,285,60,21.05,23022
23,23,259,68,26.25,23023
23,24,174,42,24.14,23024
23,25,187,44,23.53,23025
23,26,295,94,31.86,23026
23,27,259,71,27.41,23027
23,28,295,73,24.75,23028
23,29,204,52,25.49,23029
23,30,270,69,25.56,23030
23,31,247,49,19.84,23031
23,32,279,44,15.77,23032
23,33,296,71,23.99,23033
23,34,228,61,26.75,23034
23,35,198,3,1.52,23035
23,36,370,103,27.84,23036
23,37,178,5,2.81,23037
23,38,234,48,20.51,23038
23,39,254,71,27.95,23039
23,40,281,81,28.83,23040
23,41,247,58,23.48,23041
23,42,237,67,28.27,23042
23,43,338,99,29.29,23043
23,44,280,73,26.07,23044
23,45,327,71,21.71,23045
23,46,291,73,25.09,23046
23,47,339,89,26.25,23047
23,48,207,57,27.54,23048
23,49,353,79,22.38,23049
23,50,171,33,19.3,23050
23,51,216,50,23.15,23051
23,52,346,77,22.25,23052
23,53,167,40,23.95,23053
23,54,332,80,24.1,23054
24,1,309,5,1.62,24001
24,2,184,2,1.09,24002
24,3,198,5,2.53,24003
24,4,222,4,1.8,24004
24,5,222,2,0.9,24005
24,6,281,3,1.07,24006
24,7,192,3,1.56,24007
24,8,220,4,1.82,24008
24,9,230,7,3.04,24009
24,10,169,0,0.0,24010
24,11,150,2,1.33,24011
24,12,212,5,2.36,24012
24,13,195,8,4.1,24013
24,14,283,3,1.06,24014
24,15,189,1,0.53,24015
24,16,158,0,0.0,24016
24,17,198,2,1.01,24017
24,18,149,1,0.67,24018
24,19,147,3,2.04,24019
24,20,171,3,1.75,24020
24,21,140,3,2.14,24021
24,22,238,6,2.52,24022
24,23,161,4,2.48,24023
24,24,159,7,4.4,24024
24,25,273,1,0.37,24025
24,26,261,9,3.45,24026
24,27,117,9,7.69,24027
24,28,272,7,2.57,24028
24,29,266,6,2.26,24029
24,30,240,2,0.83,24030
24,31,214,6,2.8,24031
24,32,203,1,0.49,24032
24,33,165,0,0.0,24033
24,34,226,10,4.42,24034
24,35,312,5,1.6,24035
24,36,205,4,1.95,24036
24,37,229,6,2.62,24037
24,38,259,8,3.09,24038
24,39,210,1,0.48,24039
24,40,267,11,4.12,24040
24,41,211,6,2.84,24041
24,42,150,2,1.33,24042
24,43,281,8,2.85,24043
24,44,264,14,5.3,24044
24,45,189,0,0.0,24045
24,46,264,7,2.65,24046
24,47,181,1,0.55,24047
24,48,123,2,1.63,24048
24,49,397,10,2.52,24049
24,50,367,5,1.36,24050
24,51,325,8,2.46,24051
24,52,178,4,2.25,24052
24,53,171,27,15.79,24053
24,54,257,10,3.89,24054
24,55,221,7,3.17,24055
24,56,269,5,1.86,24056
25,1,236,39,16.53,25001
25,2,324,54,16.67,25002
25,3,313,47,15.02,25003
25,4,273,62,22.71,25004
25,5,230,53,23.04,25005
25,6,185,32,17.3,25006
25,7,228,40,17.54,25007
25,8,242,39,16.12,25008
25,9,319,60,18.81,25009
25,10,155,14,9.03,25010
25,11,274,51,18.61,25011
25,12,246,38,15.45,25012
25,13,250,48,19.2,25013
25,14,139,36,25.9,25014
25,15,238,47,19.75,25015
25,16,183,26,14.21,25016
25,17,367,58,15.8,25017
25,18,239,41,17.15,25018
25,19,265,43,16.23,25019
25,20,261,39,14.94,25020
25,21,174,44,25.29,25021
25,22,132,28,21.21,25022
25,23,304,45,14.8,25023
25,24,300,42,14.0,25024
25,25,251,60,23.9,25025
25,26,191,35,18.32,25026
25,27,235,48,20.43,25027
25,28,341,71,20.82,25028
25,29,652,143,21.93,25029
25,30,250,38,15.2,25030
25,31,153,20,13.07,25031
26,1,145,26,17.93,26001
26,2,179,20,11.17,26002
26,3,169,27,15.98,26003
26,4,135,15,11.11,26004
26,5,205,12,5.85,26005
26,6,115,20,17.39,26006
26,7,139,28,20.14,26007
26,8,154,21,13.64,26008
26,9,87,15,17.24,26009
26,10,121,12,9.92,26010
26,11,149,31,20.81,26011
26,12,99,14,14.14,26012
26,13,169,25,14.79,26013
26,14,99,18,18.18,26014
26,15,125,24,19.2,26015
26,16,101,8,7.92,26016
26,17,131,45,34.35,26017
26,18,91,16,17.58,26018
26,19,276,46,16.67,26019
26,20,178,20,11.24,26020
26,21,167,16,9.58,26021
26,22,125,24,19.2,26022
26,23,100,13,13.0,26023
26,24,139,14,10.07,26024
26,25,50,5,10.0,26025
26,26,106,20,18.87,26026
26,27,157,16,10.19,26027
26,28,130,19,14.62,26028
26,29,123,17,13.82,26029
26,30,127,21,16.54,26030
26,31,134,25,18.66,26031
26,32,183,38,20.77,26032
26,33,96,28,29.17,26033
26,34,189,17,8.99,26034
26,35,200,47,23.5,26035
26,36,123,23,18.7,26036
26,37,86,17,19.77,26037
26,38,138,17,12.32,26038
26,39,135,13,9.63,26039
26,40,94,15,15.96,26040
26,41,132,20,15.15,26041
26,42,138,22,15.94,26042
26,43,112,14,12.5,26043
26,44,84,8,9.52,26044
26,45,187,20,10.7,26045
26,46,254,60,23.62,26046
26,47,86,17,19.77,26047
26,48,176,27,15.34,26048
26,49,108,13,12.04,26049
26,50,93,17,18.28,26050
26,51,160,27,16.88,26051
26,52,64,4,6.25,26052
26,53,112,16,14.29,26053
26,54,115,26,22.61,26054
26,55,99,23,23.23,26055
26,56,121,13,10.74,26056
26,57,119,20,16.81,26057
26,58,101,12,11.88,26058
26,59,157,25,15.92,26059
26,60,126,19,15.08,26060
26,61,85,12,14.12,26061
26,62,188,22,11.7,26062
26,63,49,10,20.41,26063
27,1,506,169,33.4,27001
27,2,165,7,4.24,27002
27,3,173,8,4.62,27003
27,4,143,15,10.49,27004
27,5,159,49,30.82,27005
27,6,71,3,4.23,27006
27,7,362,96,26.52,27007
27,8,211,3,1.42,27008
27,9,311,22,7.07,27009
27,10,329,10,3.04,27010
27,11,268,66,24.63,27011
27,12,356,118,33.15,27012
27,13,238,38,15.97,27013
27,14,289,6,2.08,27014
27,15,125,9,7.2,27015
27,16,113,37,32.74,27016
27,17,338,113,33.43,27017
27,18,241,77,31.95,27018
27,19,207,11,5.31,27019
27,20,311,5,1.61,27020
27,21,182,10,5.49,27021
27,22,220,8,3.64,27022
27,23,39,1,2.56,27023
27,24,174,11,6.32,27024
27,25,133,4,3.01,27025
27,26,200,13,6.5,27026
27,27,258,19,7.36,27027
27,28,279,76,27.24,27028
27,29,168,4,2.38,27029
27,30,125,8,6.4,27030
27,31,157,1,0.64,27031
27,32,223,27,12.11,27032
27,33,213,21,9.86,27033
27,34,253,1,0.4,27034
27,35,226,38,16.81,27035
27,36,217,9,4.15,27036
27,37,277,25,9.03,27037
27,38,185,32,17.3,27038
27,39,110,11,10.0,27039
27,40,174,4,2.3,27040
27,41,275,63,22.91,27041
27,42,239,70,29.29,27042
27,43,72,3,4.17,27043
27,44,156,3,1.92,27044
27,45,176,3,1.7,27045
27,46,175,9,5.14,27046
27,47,173,6,3.47,27047
27,48,260,8,3.08,27048
27,49,204,5,2.45,27049
27,50,333,91,27.33,27050
27,51,37,1,2.7,27051
27,52,191,3,1.57,27052
27,53,203,30,14.78,27053
27,54,369,107,29.0,27054
27,55,181,5,2.76,27055
27,56,187,39,20.86,27056
27,57,181,47,25.97,27057
27,58,152,50,32.89,27058
27,59,258,40,15.5,27059
28,1,231,3,1.3,28001
28,2,262,3,1.15,28002
28,3,168,4,2.38,28003
28,4,236,2,0.85,28004
28,5,197,13,6.6,28005
28,6,139,1,0.72,28006
28,7,175,3,1.71,28007
28,8,198,2,1.01,28008
28,9,166,1,0.6,28009
28,10,54,1,1.85,28010
28,11,165,3,1.82,28011
28,12,145,2,1.38,28012
28,13,132,1,0.76,28013
28,14,130,3,2.31,28014
28,15,189,4,2.12,28015
28,16,180,6,3.33,28016
28,17,180,4,2.22,28017
28,18,260,7,2.69,28018
28,19,255,8,3.14,28019
28,20,231,5,2.16,28020
28,21,260,4,1.54,28021
28,22,190,1,0.53,28022
28,23,173,3,1.73,28023
28,24,147,6,4.08,28024
28,25,149,3,2.01,28025
28,26,174,3,1.72,28026
28,27,234,1,0.43,28027
28,28,128,3,2.34,28028
28,29,187,32,17.11,28029
28,30,161,2,1.24,28030
28,31,186,2,1.08,28031
28,32,204,8,3.92,28032
28,33,236,6,2.54,28033
28,34,61,9,14.75,28034
28,35,186,0,0.0,28035
28,36,182,1,0.55,28036
28,37,295,11,3.73,28037
28,38,90,20,22.22,28038
28,39,227,4,1.76,28039
28,40,280,7,2.5,28040
28,41,196,3,1.53,28041
28,42,154,3,1.95,28042
28,43,273,9,3.3,28043
28,44,273,11,4.03,28044
28,45,220,1,0.45,28045
28,46,185,3,1.62,28046
28,47,221,17,7.69,28047
28,48,118,2,1.69,28048
28,49,94,2,2.13,28049
28,50,127,2,1.57,28050
28,51,200,10,5.0,28051
28,52,171,9,5.26,28052
28,53,101,17,16.83,28053
28,54,158,3,1.9,28054
28,55,188,4,2.13,28055
28,56,188,9,4.79,28056
28,57,189,1,0.53,28057
28,58,230,6,2.61,28058
28,59,170,4,2.35,28059
28,60,145,3,2.07,28060
28,61,154,17,11.04,28061
29,1,385,5,1.3,29001
29,2,166,31,18.67,29002
29,3,358,5,1.4,29003
29,4,266,3,1.13,29004
29,5,239,4,1.67,29005
29,6,118,22,18.64,29006
29,7,135,27,20.0,29007
29,8,185,2,1.08,29008
29,9,176,46,26.14,29009
29,10,137,25,18.25,29010
29,11,299,9,3.01,29011
29,12,332,14,4.22,29012
29,13,296,8,2.7,29013
29,14,332,8,2.41,29014
29,15,314,6,1.91,29015
29,16,404,6,1.49,29016
29,17,253,2,0.79,29017
29,18,319,6,1.88,29018
29,19,379,10,2.64,29019
29,20,318,14,4.4,29020
29,21,258,8,3.1,29021
29,22,261,27,10.34,29022
29,23,250,1,0.4,29023
29,24,164,29,17.68,29024
29,25,307,3,0.98,29025
29,26,252,5,1.98,29026
29,27,238,3,1.26,29027
29,28,362,7,1.93,29028
29,29,348,12,3.45,29029
29,30,145,26,17.93,29030
29,31,259,4,1.54,29031
29,32,194,42,21.65,29032
29,33,255,7,2.75,29033
29,34,195,21,10.77,29034
29,35,241,5,2.07,29035
29,36,350,7,2.0,29036
29,37,272,4,1.47,29037
29,38,260,2,0.77,29038
29,39,179,23,12.85,29039
29,40,385,3,0.78,29040
29,41,331,1,0.3,29041
29,42,328,2,0.61,29042
29,43,321,5,1.56,29043
29,44,261,8,3.07,29044
29,45,250,8,3.2,29045
29,46,278,3,1.08,29046
29,47,350,12,3.43,29047
29,48,268,10,3.73,29048
29,49,364,5,1.37,29049
30,1,226,58,25.66,30001
30,2,144,34,23.61,30002
30,3,242,35,14.46,30003
30,4,170,32,18.82,30004
30,5,96,12,12.5,30005
30,6,136,28,20.59,30006
30,7,148,35,23.65,30007
30,8,213,58,27.23,30008
30,9,189,39,20.63,30009
30,10,161,42,26.09,30010
30,11,120,26,21.67,30011
30,12,133,28,21.05,30012
30,13,181,55,30.39,30013
30,14,64,14,21.88,30014
30,15,240,59,24.58,30015
30,16,208,49,23.56,30016
30,17,110,30,27.27,30017
30,18,136,27,19.85,30018
30,19,133,19,14.29,30019
30,20,136,28,20.59,30020
30,21,167,48,28.74,30021
30,22,161,28,17.39,30022
30,23,148,24,16.22,30023
30,24,138,23,16.67,30024
30,25,120,36,30.0,30025
30,26,114,19,16.67,30026
30,27,263,37,14.07,30027
30,28,158,52,32.91,30028
30,29,106,25,23.58,30029
30,30,231,58,25.11,30030
30,31,118,18,15.25,30031
30,32,74,14,18.92,30032
30,33,148,23,15.54,30033
30,34,186,52,27.96,30034
30,35,184,37,20.11,30035
30,36,180,39,21.67,30036
30,37,147,49,33.33,30037
30,38,252,46,18.25,30038
30,39,195,36,18.46,30039
30,40,166,53,31.93,30040
30,41,167,31,18.56,30041
31,1,81,20,24.69,31001
31,2,115,29,25.22,31002
31,3,132,31,23.48,31003
31,4,145,33,22.76,31004
31,5,182,42,23.08,31005
31,6,151,40,26.49,31006
31,7,138,26,18.84,31007
31,8,130,24,18.46,31008
31,9,126,21,16.67,31009
31,10,67,8,11.94,31010
31,11,146,32,21.92,31011
31,12,150,23,15.33,31012
31,13,152,39,25.66,31013
31,14,118,26,22.03,31014
31,15,85,25,29.41,31015
31,16,142,25,17.61,31016
31,17,111,26,23.42,31017
31,18,131,20,15.27,31018
31,19,134,23,17.16,31019
31,20,108,22,20.37,31020
31,21,143,21,14.69,31021
31,22,104,16,15.38,31022
31,23,95,23,24.21,31023
31,24,124,19,15.32,31024
31,25,145,26,17.93,31025
31,26,106,20,18.87,31026
31,27,106,15,14.15,31027
31,28,148,21,14.19,31028
31,29,122,26,21.31,31029
31,30,173,33,19.08,31030
31,31,207,28,13.53,31031
31,32,175,31,17.71,31032
31,33,179,35,19.55,31033
31,34,106,22,20.75,31034
31,35,101,22,21.78,31035
31,36,167,39,23.35,31036
31,37,126,30,23.81,31037
31,38,98,15,15.31,31038
31,39,84,7,8.33,31039
31,40,99,25,25.25,31040
31,41,144,35,24.31,31041
31,42,165,23,13.94,31042
31,43,179,49,27.37,31043
31,44,126,28,22.22,31044
31,45,132,30,22.73,31045
31,46,132,20,15.15,31046
31,47,146,35,23.97,31047
31,48,126,25,19.84,31048
31,49,80,10,12.5,31049
31,50,167,47,28.14,31050
31,51,88,14,15.91,31051
32,1,315,56,17.78,32001
32,2,340,68,20.0,32002
32,3,248,46,18.55,32003
32,4,357,91,25.49,32004
32,5,229,59,25.76,32005
32,6,298,75,25.17,32006
32,7,272,83,30.51,32007
32,8,458,158,34.5,32008
32,9,494,110,22.27,32009
32,10,340,107,31.47,32010
32,11,252,50,19.84,32011
32,12,190,30,15.79,32012
32,13,183,69,37.7,32013
32,14,255,48,18.82,32014
32,15,229,61,26.64,32015
32,16,281,39,13.88,32016
32,17,335,54,16.12,32017
32,18,287,95,33.1,32018
32,19,300,69,23.0,32019
32,20,319,102,31.97,32020
32,21,260,66,25.38,32021
32,22,374,105,28.07,32022
32,23,327,87,26.61,32023
32,24,445,180,40.45,32024
32,25,279,67,24.01,32025
32,26,254,48,18.9,32026
32,27,341,106,31.09,32027
32,28,266,62,23.31,32028
32,29,249,45,18.07,32029
32,30,393,144,36.64,32030
32,31,384,106,27.6,32031
32,32,349,123,35.24,32032
32,33,210,54,25.71,32033
32,34,358,92,25.7,32034
32,35,343,79,23.03,32035
32,36,364,93,25.55,32036
32,37,278,62,22.3,32037
32,38,351,78,22.22,32038
32,39,417,144,34.53,32039
32,40,360,87,24.17,32040
32,41,412,131,31.8,32041
32,42,398,115,28.89,32042
32,43,371,131,35.31,32043
32,44,238,59,24.79,32044
32,45,311,88,28.3,32045
32,46,140,40,28.57,32046
32,47,363,130,35.81,32047
32,48,461,131,28.42,32048
32,49,206,58,28.16,32049
32,50,413,130,31.48,32050
32,51,405,141,34.81,32051
32,52,203,63,31.03,32052
33,1,332,49,14.76,33001
33,2,382,85,22.25,33002
33,3,339,50,14.75,33003
33,4,361,73,20.22,33004
33,5,289,40,13.84,33005
33,6,310,55,17.74,33006
33,7,468,65,13.89,33007
33,8,348,52,14.94,33008
33,9,354,50,14.12,33009
33,10,365,63,17.26,33010
33,11,367,64,17.44,33011
33,12,322,56,17.39,33012
33,13,327,51,15.6,33013
33,14,300,57,19.0,33014
33,15,353,65,18.41,33015
33,16,281,56,19.93,33016
33,17,370,73,19.73,33017
33,18,115,21,18.26,33018
33,19,334,71,21.26,33019
33,20,350,48,13.71,33020
33,21,392,61,15.56,33021
33,22,392,52,13.27,33022
33,23,382,58,15.18,33023
33,24,436,74,16.97,33024
33,25,421,76,18.05,33025
33,26,381,71,18.64,33026
33,27,331,54,16.31,33027
34,1,464,4,0.86,34001
34,2,271,2,0.74,34002
34,3,340,4,1.18,34003
34,4,405,5,1.23,34004
34,5,301,3,1.0,34005
34,6,202,3,1.49,34006
34,7,395,8,2.03,34007
34,8,347,4,1.15,34008
34,9,253,8,3.16,34009
34,10,320,2,0.63,34010
34,11,237,6,2.53,34011
34,12,378,7,1.85,34012
34,13,378,14,3.7,34013
34,14,247,2,0.81,34014
34,15,278,5,1.8,34015
34,16,232,5,2.16,34016
34,17,296,6,2.03,34017
34,18,212,5,2.36,34018
34,19,66,1,1.52,34019
34,20,470,11,2.34,34020
34,21,311,4,1.29,34021
34,22,356,6,1.69,34022
34,23,297,3,1.01,34023
34,24,286,4,1.4,34024
34,25,362,3,0.83,34025
34,26,202,3,1.49,34026
34,27,269,4,1.49,34027
34,28,197,4,2.03,34028
34,29,322,4,1.24,34029
34,30,382,4,1.05,34030
34,31,189,1,0.53,34031
34,32,204,0,0.0,34032
34,33,179,1,0.56,34033
34,34,378,3,0.79,34034
34,35,370,7,1.89,34035
34,36,362,2,0.55,34036
34,37,308,5,1.62,34037
34,38,268,3,1.12,34038
34,39,247,2,0.81,34039
34,40,346,4,1.16,34040
34,41,190,1,0.53,34041
34,42,381,7,1.84,34042
34,43,459,11,2.4,34043
34,44,358,6,1.68,34044
34,45,313,1,0.32,34045
34,46,298,3,1.01,34046
34,47,203,4,1.97,34047
34,48,408,5,1.23,34048
34,49,435,4,0.92,34049
34,50,316,7,2.22,34050
34,51,499,9,1.8,34051
34,52,275,3,1.09,34052
34,53,213,1,0.47,34053
34,54,246,3,1.22,34054
34,55,372,9,2.42,34055
34,56,178,2,1.12,34056
34,57,302,1,0.33,34057
34,58,334,1,0.3,34058
34,59,344,3,0.87,34059
34,60,335,7,2.09,34060
34,61,280,14,5.0,34061
35,1,314,60,19.11,35001
35,2,228,32,14.04,35002
35,3,229,44,19.21,35003
35,4,301,64,21.26,35004
35,5,267,47,17.6,35005
35,6,267,61,22.85,35006
35,7,334,52,15.57,35007
35,8,237,35,14.77,35008
35,9,284,43,15.14,35009
35,10,277,38,13.72,35010
35,11,259,52,20.08,35011
35,12,338,56,16.57,35012
35,13,74,14,18.92,35013
35,14,306,45,14.71,35014
35,15,265,35,13.21,35015
35,16,300,40,13.33,35016
35,17,297,63,21.21,35017
35,18,344,51,14.83,35018
35,19,291,28,9.62,35019
35,20,259,44,16.99,35020
35,21,269,48,17.84,35021
35,22,107,24,22.43,35022
35,23,147,14,9.52,35023
35,24,159,20,12.58,35024
35,25,324,48,14.81,35025
35,26,328,74,22.56,35026
35,27,351,53,15.1,35027
35,28,327,35,10.7,35028
35,29,364,50,13.74,35029
35,30,388,46,11.86,35030
35,31,152,34,22.37,35031
35,32,150,21,14.0,35032
35,33,247,41,16.6,35033
35,34,327,52,15.9,35034
35,35,252,37,14.68,35035
35,36,195,33,16.92,35036
36,1,202,42,20.79,36001
36,2,222,50,22.52,36002
36,3,397,63,15.87,36003
36,4,156,25,16.03,36004
36,5,204,60,29.41,36005
36,6,234,42,17.95,36006
36,7,191,64,33.51,36007
36,8,257,67,26.07,36008
36,9,232,63,27.16,36009
36,10,179,51,28.49,36010
36,11,331,96,29.0,36011
36,12,179,44,24.58,36012
36,13,336,87,25.89,36013
36,14,249,54,21.69,36014
36,15,226,60,26.55,36015
36,16,386,48,12.44,36016
36,17,253,76,30.04,36017
36,18,308,97,31.49,36018
36,19,258,66,25.58,36019
36,20,335,84,25.07,36020
36,21,433,121,27.94,36021
36,22,365,91,24.93,36022
36,23,125,11,8.8,36023
36,24,308,23,7.47,36024
36,25,186,55,29.57,36025
36,26,283,92,32.51,36026
36,27,138,41,29.71,36027
36,28,208,64,30.77,36028
36,29,212,57,26.89,36029
36,30,314,90,28.66,36030
36,31,277,65,23.47,36031
36,32,253,74,29.25,36032
36,33,197,36,18.27,36033
36,34,203,74,36.45,36034
36,35,281,76,27.05,36035
36,36,224,55,24.55,36036
36,37,227,67,29.52,36037
36,38,160,35,21.88,36038
36,39,246,79,32.11,36039
36,40,290,82,28.28,36040
36,41,205,47,22.93,36041
36,42,232,56,24.14,36042
36,43,223,47,21.08,36043
36,44,306,34,11.11,36044
36,45,249,39,15.66,36045
36,46,205,51,24.88,36046
36,47,158,34,21.52,36047
36,48,204,56,27.45,36048
36,49,335,99,29.55,36049
36,50,215,62,28.84,36050
36,51,230,51,22.17,36051
36,52,243,69,28.4,36052
36,53,163,50,30.67,36053
36,54,355,31,8.73,36054
36,55,374,72,19.25,36055
37,1,158,42,26.58,37001
37,2,253,11,4.35,37002
37,3,180,12,6.67,37003
37,4,312,10,3.21,37004
37,5,321,3,0.93,37005
37,6,321,5,1.56,37006
37,7,328,7,2.13,37007
37,8,243,11,4.53,37008
37,9,278,7,2.52,37009
37,10,273,14,5.13,37010
