ward,precinct,total,Steve Kim,Steve Kim Percent,Lisa Madigan,Lisa Madigan Percent,Bill Malan,Bill Malan Percent,precinct_id
10,3,237,49,20.68,186,78.48,2,0.84,10003
10,4,169,9,5.33,152,89.94,2,1.18,10004
10,5,193,28,14.51,158,81.87,3,1.55,10005
10,6,257,0,0.0,253,98.44,1,0.39,10006
10,7,60,1,1.67,57,95.0,1,1.67,10007
10,8,226,58,25.66,167,73.89,0,0.0,10008
10,9,222,52,23.42,169,76.13,0,0.0,10009
10,10,235,56,23.83,173,73.62,2,0.85,10010
10,11,214,24,11.21,182,85.05,3,1.4,10011
10,12,170,19,11.18,148,87.06,2,1.18,10012
10,13,195,28,14.36,163,83.59,1,0.51,10013
10,14,228,38,16.67,187,82.02,2,0.88,10014
10,15,110,19,17.27,84,76.36,1,0.91,10015
10,16,226,46,20.35,163,72.12,7,3.1,10016
10,17,191,32,16.75,154,80.63,4,2.09,10017
10,18,162,4,2.47,156,96.3,0,0.0,10018
10,19,270,43,15.93,219,81.11,3,1.11,10019
10,20,175,26,14.86,148,84.57,1,0.57,10020
10,21,219,48,21.92,165,75.34,3,1.37,10021
10,22,169,4,2.37,161,95.27,0,0.0,10022
10,23,169,22,13.02,140,82.84,2,1.18,10023
10,24,214,52,24.3,155,72.43,1,0.47,10024
10,25,249,14,5.62,225,90.36,5,2.01,10025
10,26,190,20,10.53,157,82.63,3,1.58,10026
10,27,248,38,15.32,200,80.65,4,1.61,10027
10,28,204,1,0.49,201,98.53,1,0.49,10028
10,29,236,3,1.27,233,98.73,0,0.0,10029
10,30,201,23,11.44,171,85.07,4,1.99,10030
10,31,195,33,16.92,153,78.46,4,2.05,10031
10,32,208,21,10.1,176,84.62,2,0.96,10032
10,33,210,24,11.43,180,85.71,4,1.9,10033
10,34,198,16,8.08,176,88.89,2,1.01,10034
10,35,190,20,10.53,166,87.37,1,0.53,10035
10,36,262,8,3.05,251,95.8,1,0.38,10036
10,37,172,4,2.33,158,91.86,3,1.74,10037
10,38,253,31,12.25,215,84.98,3,1.19,10038
10,39,196,17,8.67,171,87.24,3,1.53,10039
10,40,186,9,4.84,173,93.01,3,1.61,10040
10,41,271,51,18.82,211,77.86,2,0.74,10041
10,42,220,59,26.82,157,71.36,2,0.91,10042
10,43,116,7,6.03,104,89.66,2,1.72,10043
10,44,199,15,7.54,179,89.95,2,1.01,10044
10,45,140,10,7.14,123,87.86,2,1.43,10045
10,46,210,17,8.1,186,88.57,3,1.43,10046
10,47,175,22,12.57,150,85.71,2,1.14,10047
10,48,176,5,2.84,165,93.75,1,0.57,10048
11,1,320,39,12.19,263,82.19,6,1.88,11001
11,2,234,25,10.68,200,85.47,2,0.85,11002
11,3,187,16,8.56,164,87.7,1,0.53,11003
11,4,288,35,12.15,243,84.38,1,0.35,11004
11,5,174,22,12.64,141,81.03,4,2.3,11005
11,6,303,19,6.27,268,88.45,5,1.65,11006
11,7,226,28,12.39,188,83.19,6,2.65,11007
11,8,241,44,18.26,181,75.1,4,1.66,11008
11,9,153,23,15.03,118,77.12,5,3.27,11009
11,10,140,11,7.86,118,84.29,2,1.43,11010
11,11,412,80,19.42,313,75.97,6,1.46,11011
11,12,270,39,14.44,225,83.33,3,1.11,11012
11,13,233,32,13.73,194,83.26,1,0.43,11013
11,14,220,31,14.09,174,79.09,6,2.73,11014
11,15,196,24,12.24,166,84.69,2,1.02,11015
11,16,292,34,11.64,246,84.25,3,1.03,11016
11,17,318,25,7.86,278,87.42,4,1.26,11017
11,18,196,39,19.9,145,73.98,4,2.04,11018
11,19,229,34,14.85,183,79.91,4,1.75,11019
11,20,197,18,9.14,167,84.77,4,2.03,11020
11,21,230,35,15.22,192,83.48,2,0.87,11021
11,22,210,14,6.67,183,87.14,3,1.43,11022
11,23,181,16,8.84,163,90.06,2,1.1,11023
11,24,419,56,13.37,354,84.49,6,1.43,11024
11,25,252,28,11.11,213,84.52,3,1.19,11025
11,26,293,24,8.19,260,88.74,1,0.34,11026
11,27,270,54,20.0,204,75.56,4,1.48,11027
11,28,177,25,14.12,144,81.36,3,1.69,11028
11,29,265,33,12.45,220,83.02,8,3.02,11029
11,30,233,29,12.45,188,80.69,4,1.72,11030
11,31,184,29,15.76,151,82.07,0,0.0,11031
11,32,185,31,16.76,145,78.38,2,1.08,11032
11,33,158,19,12.03,131,82.91,3,1.9,11033
11,34,174,30,17.24,139,79.89,2,1.15,11034
11,35,340,46,13.53,282,82.94,0,0.0,11035
11,36,70,9,12.86,59,84.29,1,1.43,11036
11,37,320,59,18.44,253,79.06,3,0.94,11037
11,38,334,56,16.77,265,79.34,2,0.6,11038
11,39,365,56,15.34,302,82.74,3,0.82,11039
11,40,158,16,10.13,134,84.81,3,1.9,11040
11,41,134,15,11.19,110,82.09,2,1.49,11041
11,42,187,20,10.7,159,85.03,3,1.6,11042
11,43,263,46,17.49,209,79.47,3,1.14,11043
11,44,263,36,13.69,209,79.47,6,2.28,11044
11,45,132,36,27.27,89,67.42,3,2.27,11045
11,46,164,23,14.02,133,81.1,4,2.44,11046
11,47,231,40,17.32,174,75.32,8,3.46,11047
11,48,103,21,20.39,80,77.67,0,0.0,11048
11,49,215,29,13.49,178,82.79,6,2.79,11049
11,50,131,19,14.5,105,80.15,1,0.76,11050
12,1,114,13,11.4,97,85.09,0,0.0,12001
12,2,150,12,8.0,133,88.67,2,1.33,12002
12,3,169,18,10.65,146,86.39,1,0.59,12003
12,4,120,21,17.5,96,80.0,1,0.83,12004
12,5,126,11,8.73,111,88.1,0,0.0,12005
12,6,109,4,3.67,96,88.07,4,3.67,12006
12,7,226,10,4.42,204,90.27,3,1.33,12007
12,8,293,26,8.87,248,84.64,6,2.05,12008
12,9,138,11,7.97,121,87.68,1,0.72,12009
12,10,171,19,11.11,148,86.55,2,1.17,12010
12,11,236,12,5.08,207,87.71,6,2.54,12011
12,12,148,16,10.81,124,83.78,3,2.03,12012
12,13,254,33,12.99,211,83.07,1,0.39,12013
12,14,178,21,11.8,151,84.83,0,0.0,12014
12,15,116,7,6.03,107,92.24,1,0.86,12015
12,16,141,14,9.93,124,87.94,0,0.0,12016
12,17,201,14,6.97,180,89.55,3,1.49,12017
12,18,180,11,6.11,154,85.56,4,2.22,12018
12,19,239,21,8.79,210,87.87,1,0.42,12019
12,20,173,20,11.56,145,83.82,4,2.31,12020
12,21,189,22,11.64,159,84.13,4,2.12,12021
12,22,131,12,9.16,108,82.44,2,1.53,12022
12,23,185,17,9.19,160,86.49,3,1.62,12023
12,24,213,16,7.51,185,86.85,3,1.41,12024
13,1,269,36,13.38,228,84.76,2,0.74,13001
13,2,189,14,7.41,169,89.42,1,0.53,13002
13,3,306,20,6.54,282,92.16,3,0.98,13003
13,4,397,60,15.11,319,80.35,4,1.01,13004
13,5,272,21,7.72,247,90.81,2,0.74,13005
13,6,253,35,13.83,214,84.58,1,0.4,13006
13,7,241,8,3.32,224,92.95,1,0.41,13007
13,8,287,34,11.85,248,86.41,2,0.7,13008
13,9,289,22,7.61,265,91.7,2,0.69,13009
13,10,225,27,12.0,194,86.22,1,0.44,13010
13,11,260,21,8.08,228,87.69,3,1.15,13011
13,12,222,22,9.91,198,89.19,1,0.45,13012
13,13,300,19,6.33,275,91.67,3,1.0,13013
13,14,250,28,11.2,212,84.8,6,2.4,13014
13,15,330,23,6.97,303,91.82,1,0.3,13015
13,16,304,23,7.57,279,91.78,1,0.33,13016
13,17,277,43,15.52,226,81.59,1,0.36,13017
13,18,208,19,9.13,184,88.46,0,0.0,13018
13,19,334,14,4.19,315,94.31,1,0.3,13019
13,20,243,18,7.41,221,90.95,1,0.41,13020
13,21,319,30,9.4,279,87.46,2,0.63,13021
13,22,227,28,12.33,194,85.46,3,1.32,13022
13,23,228,25,10.96,196,85.96,2,0.88,13023
13,24,246,27,10.98,211,85.77,1,0.41,13024
13,25,233,28,12.02,196,84.12,3,1.29,13025
13,26,266,40,15.04,217,81.58,5,1.88,13026
13,27,272,23,8.46,247,90.81,1,0.37,13027
13,28,198,12,6.06,181,91.41,2,1.01,13028
13,29,233,16,6.87,214,91.85,2,0.86,13029
13,30,310,25,8.06,277,89.35,2,0.65,13030
13,31,258,17,6.59,232,89.92,2,0.78,13031
13,32,284,9,3.17,269,94.72,2,0.7,13032
13,33,243,11,4.53,228,93.83,2,0.82,13033
13,34,343,24,7.0,315,91.84,0,0.0,13034
13,35,268,15,5.6,249,92.91,1,0.37,13035
13,36,126,11,8.73,111,88.1,4,3.17,13036
13,37,262,25,9.54,231,88.17,2,0.76,13037
13,38,281,30,10.68,244,86.83,3,1.07,13038
13,39,233,17,7.3,214,91.85,1,0.43,13039
13,40,283,29,10.25,248,87.63,3,1.06,13040
13,41,222,8,3.6,209,94.14,2,0.9,13041
13,42,235,21,8.94,205,87.23,1,0.43,13042
13,43,263,32,12.17,218,82.89,6,2.28,13043
13,44,294,13,4.42,277,94.22,2,0.68,13044
13,45,325,43,13.23,278,85.54,1,0.31,13045
13,46,268,19,7.09,245,91.42,2,0.75,13046
13,47,271,23,8.49,247,91.14,1,0.37,13047
14,1,99,10,10.1,88,88.89,1,1.01,14001
14,2,185,22,11.89,156,84.32,0,0.0,14002
14,3,207,17,8.21,187,90.34,0,0.0,14003
14,4,171,21,12.28,146,85.38,2,1.17,14004
14,5,229,8,3.49,214,93.45,2,0.87,14005
14,6,184,14,7.61,165,89.67,1,0.54,14006
14,7,169,15,8.88,148,87.57,2,1.18,14007
14,8,127,9,7.09,113,88.98,2,1.57,14008
14,9,215,10,4.65,201,93.49,1,0.47,14009
14,10,201,18,8.96,173,86.07,1,0.5,14010
14,11,149,4,2.68,140,93.96,2,1.34,14011
14,12,166,13,7.83,147,88.55,3,1.81,14012
14,13,207,21,10.14,180,86.96,2,0.97,14013
14,14,156,11,7.05,138,88.46,1,0.64,14014
14,15,203,19,9.36,181,89.16,0,0.0,14015
14,16,206,16,7.77,181,87.86,2,0.97,14016
14,17,186,19,10.22,162,87.1,2,1.08,14017
14,18,182,19,10.44,156,85.71,2,1.1,14018
14,19,254,20,7.87,228,89.76,4,1.57,14019
14,20,157,23,14.65,127,80.89,1,0.64,14020
14,21,199,14,7.04,179,89.95,3,1.51,14021
14,22,222,21,9.46,193,86.94,4,1.8,14022
14,23,217,20,9.22,189,87.1,5,2.3,14023
14,24,136,8,5.88,126,92.65,0,0.0,14024
14,25,190,19,10.0,163,85.79,3,1.58,14025
14,26,197,17,8.63,177,89.85,2,1.02,14026
14,27,255,37,14.51,210,82.35,4,1.57,14027
14,28,194,16,8.25,170,87.63,2,1.03,14028
14,29,239,13,5.44,223,93.31,2,0.84,14029
14,30,165,8,4.85,154,93.33,1,0.61,14030
14,31,185,8,4.32,171,92.43,3,1.62,14031
14,32,136,2,1.47,128,94.12,2,1.47,14032
14,33,129,6,4.65,121,93.8,1,0.78,14033
14,34,142,5,3.52,135,95.07,0,0.0,14034
14,35,173,8,4.62,162,93.64,2,1.16,14035
15,1,148,6,4.05,142,95.95,0,0.0,15001
15,2,167,1,0.6,164,98.2,0,0.0,15002
15,3,170,3,1.76,164,96.47,1,0.59,15003
15,4,184,1,0.54,178,96.74,0,0.0,15004
15,5,187,2,1.07,184,98.4,0,0.0,15005
15,6,210,3,1.43,204,97.14,0,0.0,15006
15,7,206,3,1.46,195,94.66,0,0.0,15007
15,8,273,3,1.1,259,94.87,2,0.73,15008
15,9,216,6,2.78,207,95.83,0,0.0,15009
15,10,146,20,13.7,122,83.56,1,0.68,15010
15,11,224,2,0.89,211,94.2,4,1.79,15011
15,12,125,0,0.0,122,97.6,1,0.8,15012
15,13,150,4,2.67,142,94.67,0,0.0,15013
15,14,226,24,10.62,198,87.61,3,1.33,15014
15,15,178,7,3.93,163,91.57,0,0.0,15015
15,16,140,13,9.29,126,90.0,1,0.71,15016
15,17,198,1,0.51,190,95.96,0,0.0,15017
15,18,158,0,0.0,157,99.37,1,0.63,15018
15,19,175,2,1.14,169,96.57,1,0.57,15019
15,20,124,0,0.0,123,99.19,0,0.0,15020
15,21,186,3,1.61,177,95.16,4,2.15,15021
15,22,232,4,1.72,224,96.55,0,0.0,15022
15,23,141,2,1.42,137,97.16,0,0.0,15023
15,24,189,7,3.7,180,95.24,0,0.0,15024
15,25,188,6,3.19,176,93.62,2,1.06,15025
15,26,177,0,0.0,172,97.18,2,1.13,15026
15,27,185,3,1.62,178,96.22,1,0.54,15027
15,28,208,11,5.29,192,92.31,1,0.48,15028
15,29,98,0,0.0,93,94.9,0,0.0,15029
15,30,232,1,0.43,230,99.14,0,0.0,15030
15,31,165,1,0.61,159,96.36,2,1.21,15031
15,32,197,7,3.55,186,94.42,2,1.02,15032
15,33,169,3,1.78,165,97.63,0,0.0,15033
15,34,178,1,0.56,174,97.75,1,0.56,15034
15,35,232,0,0.0,226,97.41,0,0.0,15035
15,36,163,0,0.0,154,94.48,1,0.61,15036
15,37,149,2,1.34,145,97.32,1,0.67,15037
15,38,157,4,2.55,151,96.18,2,1.27,15038
15,39,184,4,2.17,177,96.2,1,0.54,15039
15,40,179,1,0.56,174,97.21,0,0.0,15040
15,41,288,11,3.82,272,94.44,2,0.69,15041
15,42,118,3,2.54,112,94.92,1,0.85,15042
15,43,151,0,0.0,148,98.01,1,0.66,15043
15,44,215,6,2.79,202,93.95,3,1.4,15044
15,45,92,0,0.0,91,98.91,0,0.0,15045
15,46,120,0,0.0,118,98.33,0,0.0,15046
15,47,242,1,0.41,239,98.76,0,0.0,15047
15,48,167,3,1.8,161,96.41,1,0.6,15048
15,49,147,6,4.08,135,91.84,2,1.36,15049
15,50,197,3,1.52,191,96.95,2,1.02,15050
15,51,138,3,2.17,132,95.65,0,0.0,15051
15,52,148,2,1.35,141,95.27,1,0.68,15052
16,1,123,0,0.0,120,97.56,1,0.81,16001
16,2,142,3,2.11,137,96.48,2,1.41,16002
16,3,182,2,1.1,178,97.8,1,0.55,16003
16,4,143,9,6.29,128,89.51,1,0.7,16004
16,5,174,3,1.72,163,93.68,0,0.0,16005
16,6,77,2,2.6,71,92.21,0,0.0,16006
16,7,179,6,3.35,170,94.97,1,0.56,16007
16,8,185,5,2.7,178,96.22,0,0.0,16008
16,9,246,2,0.81,234,95.12,2,0.81,16009
16,10,297,1,0.34,291,97.98,0,0.0,16010
16,11,225,3,1.33,217,96.44,1,0.44,16011
16,12,129,7,5.43,118,91.47,3,2.33,16012
16,13,153,14,9.15,136,88.89,2,1.31,16013
16,14,188,3,1.6,179,95.21,1,0.53,16014
16,15,222,1,0.45,220,99.1,1,0.45,16015
16,16,208,1,0.48,203,97.6,2,0.96,16016
16,17,144,12,8.33,129,89.58,0,0.0,16017
16,18,221,1,0.45,215,97.29,1,0.45,16018
16,19,231,4,1.73,222,96.1,0,0.0,16019
16,20,162,1,0.62,157,96.91,1,0.62,16020
16,21,168,19,11.31,148,88.1,1,0.6,16021
16,22,170,0,0.0,169,99.41,0,0.0,16022
16,23,164,10,6.1,149,90.85,1,0.61,16023
16,24,109,2,1.83,105,96.33,0,0.0,16024
16,25,133,1,0.75,132,99.25,0,0.0,16025
16,26,202,0,0.0,200,99.01,0,0.0,16026
16,27,308,2,0.65,298,96.75,3,0.97,16027
16,28,222,0,0.0,215,96.85,1,0.45,16028
16,29,164,3,1.83,159,96.95,2,1.22,16029
16,30,169,0,0.0,164,97.04,2,1.18,16030
16,31,241,3,1.24,237,98.34,1,0.41,16031
16,32,171,13,7.6,154,90.06,0,0.0,16032
16,33,146,1,0.68,142,97.26,2,1.37,16033
16,34,175,3,1.71,170,97.14,1,0.57,16034
16,35,213,10,4.69,195,91.55,1,0.47,16035
16,36,185,4,2.16,177,95.68,1,0.54,16036
16,37,128,1,0.78,124,96.88,0,0.0,16037
16,38,138,1,0.72,136,98.55,0,0.0,16038
16,39,182,19,10.44,155,85.16,3,1.65,16039
16,40,201,4,1.99,196,97.51,0,0.0,16040
16,41,87,0,0.0,85,97.7,0,0.0,16041
16,42,154,14,9.09,136,88.31,1,0.65,16042
16,43,204,1,0.49,196,96.08,0,0.0,16043
16,44,205,8,3.9,189,92.2,1,0.49,16044
17,1,143,1,0.7,139,97.2,0,0.0,17001
17,2,245,4,1.63,232,94.69,2,0.82,17002
17,3,170,3,1.76,163,95.88,1,0.59,17003
17,4,341,0,0.0,330,96.77,3,0.88,17004
17,5,198,1,0.51,194,97.98,2,1.01,17005
17,6,184,2,1.09,175,95.11,5,2.72,17006
17,7,275,3,1.09,270,98.18,1,0.36,17007
17,8,186,5,2.69,179,96.24,0,0.0,17008
17,9,151,2,1.32,148,98.01,1,0.66,17009
17,10,223,4,1.79,215,96.41,2,0.9,17010
17,11,247,2,0.81,241,97.57,1,0.4,17011
17,12,330,3,0.91,323,97.88,1,0.3,17012
17,13,171,4,2.34,164,95.91,1,0.58,17013
17,14,222,2,0.9,214,96.4,2,0.9,17014
17,15,286,3,1.05,276,96.5,0,0.0,17015
17,16,181,1,0.55,176,97.24,1,0.55,17016
17,17,187,3,1.6,176,94.12,2,1.07,17017
17,18,250,2,0.8,240,96.0,3,1.2,17018
17,19,111,1,0.9,110,99.1,0,0.0,17019
17,20,207,3,1.45,202,97.58,0,0.0,17020
17,21,299,4,1.34,289,96.66,1,0.33,17021
17,22,253,3,1.19,245,96.84,1,0.4,17022
17,23,159,4,2.52,154,96.86,0,0.0,17023
17,24,263,4,1.52,253,96.2,0,0.0,17024
17,25,157,0,0.0,154,98.09,0,0.0,17025
17,26,307,1,0.33,298,97.07,3,0.98,17026
17,27,301,5,1.66,290,96.35,1,0.33,17027
17,28,196,1,0.51,192,97.96,0,0.0,17028
17,29,243,1,0.41,238,97.94,2,0.82,17029
17,30,273,2,0.73,267,97.8,1,0.37,17030
17,31,203,3,1.48,196,96.55,0,0.0,17031
17,32,277,2,0.72,266,96.03,0,0.0,17032
17,33,191,3,1.57,187,97.91,0,0.0,17033
17,34,199,2,1.01,194,97.49,0,0.0,17034
17,35,142,3,2.11,139,97.89,0,0.0,17035
17,36,124,0,0.0,121,97.58,0,0.0,17036
17,37,191,1,0.52,185,96.86,1,0.52,17037
17,38,205,3,1.46,198,96.59,1,0.49,17038
17,39,190,5,2.63,179,94.21,1,0.53,17039
17,40,200,0,0.0,196,98.0,1,0.5,17040
17,41,184,0,0.0,183,99.46,0,0.0,17041
17,42,206,1,0.49,205,99.51,0,0.0,17042
17,43,170,3,1.76,167,98.24,0,0.0,17043
17,44,148,3,2.03,143,96.62,0,0.0,17044
17,45,134,2,1.49,130,97.01,0,0.0,17045
17,46,206,0,0.0,199,96.6,2,0.97,17046
17,47,135,1,0.74,131,97.04,1,0.74,17047
17,48,236,2,0.85,230,97.46,1,0.42,17048
17,49,153,4,2.61,148,96.73,0,0.0,17049
17,50,230,1,0.43,223,96.96,2,0.87,17050
17,51,281,2,0.71,274,97.51,1,0.36,17051
17,52,318,2,0.63,312,98.11,0,0.0,17052
17,53,233,3,1.29,228,97.85,0,0.0,17053
17,54,257,0,0.0,255,99.22,0,0.0,17054
17,55,218,2,0.92,210,96.33,1,0.46,17055
17,56,244,1,0.41,240,98.36,0,0.0,17056
17,57,260,1,0.38,258,99.23,0,0.0,17057
17,58,207,0,0.0,204,98.55,1,0.48,17058
17,59,144,0,0.0,141,97.92,1,0.69,17059
17,60,305,2,0.66,299,98.03,1,0.33,17060
17,61,212,1,0.47,206,97.17,1,0.47,17061
17,62,177,1,0.56,174,98.31,1,0.56,17062
17,63,180,0,0.0,175,97.22,0,0.0,17063
17,64,160,3,1.88,152,95.0,2,1.25,17064
18,1,156,4,2.56,150,96.15,0,0.0,18001
18,2,315,11,3.49,297,94.29,3,0.95,18002
18,3,221,30,13.57,182,82.35,5,2.26,18003
18,4,345,10,2.9,327,94.78,0,0.0,18004
18,5,276,1,0.36,269,97.46,1,0.36,18005
18,6,255,44,17.25,204,80.0,1,0.39,18006
18,7,268,17,6.34,246,91.79,1,0.37,18007
18,8,118,2,1.69,115,97.46,0,0.0,18008
18,9,336,12,3.57,310,92.26,3,0.89,18009
18,10,471,9,1.91,455,96.6,2,0.42,18010
18,11,309,19,6.15,278,89.97,4,1.29,18011
18,12,369,13,3.52,350,94.85,1,0.27,18012
18,13,370,12,3.24,349,94.32,1,0.27,18013
18,14,363,9,2.48,350,96.42,0,0.0,18014
18,15,168,18,10.71,147,87.5,3,1.79,18015
18,16,384,9,2.34,363,94.53,2,0.52,18016
18,17,304,8,2.63,287,94.41,1,0.33,18017
18,18,274,8,2.92,258,94.16,5,1.82,18018
18,19,365,4,1.1,360,98.63,0,0.0,18019
18,20,311,2,0.64,304,97.75,1,0.32,18020
18,21,451,13,2.88,427,94.68,4,0.89,18021
18,22,410,12,2.93,391,95.37,1,0.24,18022
18,23,285,7,2.46,268,94.04,3,1.05,18023
18,24,344,3,0.87,335,97.38,1,0.29,18024
18,25,321,0,0.0,313,97.51,2,0.62,18025
18,26,255,6,2.35,242,94.9,2,0.78,18026
18,27,305,15,4.92,287,94.1,0,0.0,18027
18,28,277,43,15.52,229,82.67,1,0.36,18028
18,29,339,30,8.85,307,90.56,1,0.29,18029
18,30,260,3,1.15,255,98.08,1,0.38,18030
18,31,300,10,3.33,286,95.33,2,0.67,18031
18,32,402,6,1.49,387,96.27,1,0.25,18032
18,33,277,2,0.72,269,97.11,0,0.0,18033
18,34,408,17,4.17,381,93.38,2,0.49,18034
18,35,392,10,2.55,375,95.66,2,0.51,18035
18,36,213,5,2.35,200,93.9,4,1.88,18036
18,37,265,6,2.26,253,95.47,1,0.38,18037
18,38,342,3,0.88,333,97.37,0,0.0,18038
18,39,297,6,2.02,283,95.29,1,0.34,18039
18,40,370,7,1.89,356,96.22,1,0.27,18040
18,41,293,50,17.06,236,80.55,3,1.02,18041
18,42,238,17,7.14,220,92.44,0,0.0,18042
18,43,219,18,8.22,197,89.95,1,0.46,18043
18,44,206,5,2.43,195,94.66,2,0.97,18044
18,45,333,0,0.0,322,96.7,3,0.9,18045
18,46,304,2,0.66,298,98.03,0,0.0,18046
18,47,282,4,1.42,276,97.87,2,0.71,18047
18,48,170,15,8.82,147,86.47,2,1.18,18048
18,49,217,4,1.84,211,97.24,1,0.46,18049
18,50,283,9,3.18,270,95.41,1,0.35,18050
18,51,373,3,0.8,366,98.12,1,0.27,18051
18,52,337,2,0.59,328,97.33,2,0.59,18052
18,53,198,1,0.51,191,96.46,0,0.0,18053
18,54,295,1,0.34,285,96.61,2,0.68,18054
18,55,274,61,22.26,208,75.91,1,0.36,18055
18,56,270,14,5.19,249,92.22,3,1.11,18056
18,57,227,13,5.73,209,92.07,1,0.44,18057
18,58,291,3,1.03,280,96.22,1,0.34,18058
18,59,284,3,1.06,275,96.83,0,0.0,18059
18,60,351,9,2.56,337,96.01,3,0.85,18060
18,61,295,0,0.0,285,96.61,1,0.34,18061
18,62,212,11,5.19,199,93.87,0,0.0,18062
19,1,380,82,21.58,294,77.37,0,0.0,19001
19,2,340,30,8.82,302,88.82,2,0.59,19002
19,3,325,92,28.31,229,70.46,3,0.92,19003
19,4,350,78,22.29,260,74.29,3,0.86,19004
19,5,425,41,9.65,366,86.12,6,1.41,19005
19,6,328,74,22.56,244,74.39,4,1.22,19006
19,7,346,58,16.76,281,81.21,4,1.16,19007
19,8,287,80,27.87,198,68.99,7,2.44,19008
19,9,273,77,28.21,187,68.5,5,1.83,19009
19,10,476,76,15.97,378,79.41,6,1.26,19010
19,11,407,133,32.68,267,65.6,2,0.49,19011
19,12,366,97,26.5,259,70.77,9,2.46,19012
19,13,279,19,6.81,251,89.96,1,0.36,19013
19,14,438,59,13.47,362,82.65,8,1.83,19014
19,15,332,80,24.1,238,71.69,9,2.71,19015
19,16,437,103,23.57,327,74.83,3,0.69,19016
19,17,380,89,23.42,280,73.68,7,1.84,19017
19,18,433,70,16.17,356,82.22,2,0.46,19018
19,19,403,56,13.9,336,83.37,3,0.74,19019
19,20,360,34,9.44,312,86.67,5,1.39,19020
19,21,270,69,25.56,188,69.63,5,1.85,19021
19,22,438,76,17.35,354,80.82,2,0.46,19022
19,23,439,102,23.23,331,75.4,2,0.46,19023
19,24,335,90,26.87,240,71.64,2,0.6,19024
19,25,438,98,22.37,329,75.11,5,1.14,19025
19,26,453,83,18.32,355,78.37,9,1.99,19026
19,27,273,27,9.89,226,82.78,5,1.83,19027
19,28,407,13,3.19,382,93.86,2,0.49,19028
19,29,350,88,25.14,251,71.71,4,1.14,19029
19,30,382,108,28.27,267,69.9,4,1.05,19030
19,31,328,70,21.34,241,73.48,6,1.83,19031
19,32,380,68,17.89,297,78.16,2,0.53,19032
19,33,422,118,27.96,295,69.91,6,1.42,19033
19,34,374,67,17.91,296,79.14,5,1.34,19034
19,35,364,61,16.76,285,78.3,6,1.65,19035
19,36,491,32,6.52,442,90.02,4,0.81,19036
19,37,400,37,9.25,345,86.25,4,1.0,19037
19,38,399,30,7.52,351,87.97,4,1.0,19038
19,39,181,3,1.66,175,96.69,1,0.55,19039
19,40,412,58,14.08,344,83.5,4,0.97,19040
19,41,301,85,28.24,209,69.44,5,1.66,19041
19,42,402,47,11.69,333,82.84,5,1.24,19042
19,43,544,15,2.76,507,93.2,4,0.74,19043
19,44,355,99,27.89,248,69.86,4,1.13,19044
19,45,383,83,21.67,291,75.98,4,1.04,19045
19,46,453,107,23.62,332,73.29,6,1.32,19046
19,47,544,48,8.82,480,88.24,7,1.29,19047
19,48,550,12,2.18,525,95.45,2,0.36,19048
19,49,458,36,7.86,399,87.12,8,1.75,19049
19,50,441,9,2.04,424,96.15,2,0.45,19050
19,51,277,71,25.63,199,71.84,2,0.72,19051
19,52,321,80,24.92,233,72.59,1,0.31,19052
19,53,372,73,19.62,290,77.96,6,1.61,19053
19,54,298,83,27.85,208,69.8,2,0.67,19054
19,55,305,68,22.3,227,74.43,7,2.3,19055
19,56,467,88,18.84,367,78.59,4,0.86,19056
19,57,431,59,13.69,359,83.29,7,1.62,19057
19,58,365,81,22.19,278,76.16,3,0.82,19058
19,59,428,135,31.54,288,67.29,5,1.17,19059
19,60,309,3,0.97,295,95.47,1,0.32,19060
19,61,446,76,17.04,359,80.49,8,1.79,19061
19,62,364,62,17.03,286,78.57,3,0.82,19062
19,63,269,22,8.18,242,89.96,0,0.0,19063
20,1,247,1,0.4,243,98.38,3,1.21,20001
20,2,206,7,3.4,194,94.17,3,1.46,20002
20,3,235,3,1.28,229,97.45,0,0.0,20003
20,4,180,10,5.56,167,92.78,0,0.0,20004
20,5,165,1,0.61,161,97.58,2,1.21,20005
20,6,278,3,1.08,268,96.4,1,0.36,20006
20,7,69,2,2.9,63,91.3,2,2.9,20007
20,8,72,14,19.44,56,77.78,0,0.0,20008
20,9,347,3,0.86,340,97.98,0,0.0,20009
20,10,192,5,2.6,183,95.31,2,1.04,20010
20,11,166,3,1.81,162,97.59,0,0.0,20011
20,12,141,1,0.71,137,97.16,2,1.42,20012
20,13,203,4,1.97,194,95.57,1,0.49,20013
20,14,318,3,0.94,308,96.86,1,0.31,20014
20,15,200,18,9.0,176,88.0,2,1.0,20015
20,16,324,9,2.78,297,91.67,6,1.85,20016
20,17,179,5,2.79,173,96.65,0,0.0,20017
20,18,164,2,1.22,157,95.73,0,0.0,20018
20,19,203,1,0.49,198,97.54,1,0.49,20019
20,20,111,0,0.0,111,100.0,0,0.0,20020
20,21,102,9,8.82,91,89.22,1,0.98,20021
20,22,364,10,2.75,336,92.31,5,1.37,20022
20,23,315,1,0.32,310,98.41,1,0.32,20023
20,24,288,2,0.69,273,94.79,1,0.35,20024
20,25,175,4,2.29,167,95.43,2,1.14,20025
20,26,249,3,1.2,231,92.77,4,1.61,20026
20,27,198,2,1.01,192,96.97,0,0.0,20027
20,28,229,2,0.87,218,95.2,0,0.0,20028
