ward,precinct,total,Paul Chialdikas,Paul Chialdikas Percent,Jimmy Lee Tillman II,Jimmy Lee Tillman II Percent,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Barbara McGowan,Barbara McGowan Percent,Michael A. Alvarez,Michael A. Alvarez Percent,Diana Horton,Diana Horton Percent,John ''Jack'' Ailey,John ''Jack'' Ailey Percent,Nadine Bopp,Nadine Bopp Percent,precinct_id
11,37,701,86,12.27,49,6.99,177,25.25,153,21.83,182,25.96,18,2.57,21,3.0,15,2.14,11037
11,38,753,93,12.35,45,5.98,184,24.44,174,23.11,173,22.97,33,4.38,25,3.32,26,3.45,11038
11,39,746,77,10.32,38,5.09,197,26.41,190,25.47,195,26.14,17,2.28,19,2.55,13,1.74,11039
11,40,342,31,9.06,13,3.8,88,25.73,78,22.81,92,26.9,14,4.09,17,4.97,9,2.63,11040
11,41,293,16,5.46,9,3.07,75,25.6,62,21.16,76,25.94,20,6.83,19,6.48,16,5.46,11041
11,42,403,41,10.17,17,4.22,100,24.81,97,24.07,110,27.3,15,3.72,15,3.72,8,1.99,11042
11,43,575,64,11.13,35,6.09,146,25.39,150,26.09,139,24.17,14,2.43,17,2.96,10,1.74,11043
11,44,576,57,9.9,38,6.6,136,23.61,113,19.62,133,23.09,45,7.81,28,4.86,26,4.51,11044
11,45,254,39,15.35,21,8.27,57,22.44,50,19.69,57,22.44,15,5.91,8,3.15,7,2.76,11045
11,46,370,35,9.46,29,7.84,99,26.76,96,25.95,94,25.41,7,1.89,5,1.35,5,1.35,11046
11,47,459,58,12.64,33,7.19,119,25.93,95,20.7,112,24.4,19,4.14,13,2.83,10,2.18,11047
11,48,222,26,11.71,11,4.95,60,27.03,59,26.58,52,23.42,5,2.25,6,2.7,3,1.35,11048
11,49,470,47,10.0,26,5.53,124,26.38,117,24.89,105,22.34,24,5.11,15,3.19,12,2.55,11049
11,50,313,34,10.86,16,5.11,85,27.16,75,23.96,73,23.32,13,4.15,10,3.19,7,2.24,11050
12,1,215,11,5.12,6,2.79,56,26.05,47,21.86,77,35.81,8,3.72,4,1.86,6,2.79,12001
12,2,248,17,6.85,9,3.63,58,23.39,50,20.16,97,39.11,11,4.44,4,1.61,2,0.81,12002
12,3,350,38,10.86,20,5.71,79,22.57,66,18.86,103,29.43,21,6.0,12,3.43,11,3.14,12003
12,4,225,23,10.22,11,4.89,50,22.22,48,21.33,76,33.78,10,4.44,4,1.78,3,1.33,12004
12,5,249,14,5.62,11,4.42,59,23.69,61,24.5,83,33.33,5,2.01,10,4.02,6,2.41,12005
12,6,203,13,6.4,11,5.42,44,21.67,39,19.21,73,35.96,7,3.45,8,3.94,8,3.94,12006
12,7,443,14,3.16,11,2.48,105,23.7,101,22.8,159,35.89,19,4.29,15,3.39,19,4.29,12007
12,8,565,42,7.43,18,3.19,140,24.78,121,21.42,178,31.5,28,4.96,23,4.07,15,2.65,12008
12,9,250,15,6.0,12,4.8,53,21.2,54,21.6,99,39.6,10,4.0,2,0.8,5,2.0,12009
12,10,336,36,10.71,16,4.76,77,22.92,66,19.64,111,33.04,13,3.87,9,2.68,8,2.38,12010
12,11,448,18,4.02,12,2.68,109,24.33,113,25.22,165,36.83,11,2.46,9,2.01,11,2.46,12011
12,12,266,21,7.89,14,5.26,55,20.68,55,20.68,98,36.84,12,4.51,6,2.26,5,1.88,12012
12,13,495,44,8.89,29,5.86,122,24.65,110,22.22,144,29.09,19,3.84,14,2.83,13,2.63,12013
12,14,334,29,8.68,19,5.69,79,23.65,65,19.46,101,30.24,15,4.49,16,4.79,10,2.99,12014
12,15,193,9,4.66,7,3.63,49,25.39,38,19.69,82,42.49,6,3.11,2,1.04,0,0.0,12015
12,16,247,8,3.24,12,4.86,57,23.08,56,22.67,92,37.25,10,4.05,7,2.83,5,2.02,12016
12,17,390,17,4.36,17,4.36,108,27.69,97,24.87,126,32.31,12,3.08,7,1.79,6,1.54,12017
12,18,355,11,3.1,11,3.1,96,27.04,91,25.63,118,33.24,11,3.1,10,2.82,7,1.97,12018
12,19,472,41,8.69,21,4.45,106,22.46,101,21.4,142,30.08,28,5.93,17,3.6,16,3.39,12019
12,20,326,30,9.2,13,3.99,74,22.7,71,21.78,107,32.82,14,4.29,8,2.45,9,2.76,12020
12,21,338,34,10.06,23,6.8,81,23.96,72,21.3,99,29.29,11,3.25,10,2.96,8,2.37,12021
12,22,253,10,3.95,6,2.37,63,24.9,54,21.34,75,29.64,17,6.72,13,5.14,15,5.93,12022
12,23,375,21,5.6,15,4.0,92,24.53,81,21.6,131,34.93,17,4.53,11,2.93,7,1.87,12023
12,24,425,34,8.0,17,4.0,109,25.65,99,23.29,137,32.24,16,3.76,6,1.41,7,1.65,12024
13,1,670,69,10.3,39,5.82,167,24.93,164,24.48,173,25.82,26,3.88,19,2.84,13,1.94,13001
13,2,456,26,5.7,17,3.73,121,26.54,115,25.22,139,30.48,19,4.17,10,2.19,9,1.97,13002
13,3,642,53,8.26,34,5.3,156,24.3,156,24.3,200,31.15,23,3.58,10,1.56,10,1.56,13003
13,4,899,123,13.68,73,8.12,199,22.14,195,21.69,196,21.8,50,5.56,36,4.0,27,3.0,13004
13,5,612,38,6.21,27,4.41,155,25.33,155,25.33,194,31.7,18,2.94,16,2.61,9,1.47,13005
13,6,587,64,10.9,32,5.45,151,25.72,137,23.34,156,26.58,25,4.26,10,1.7,12,2.04,13006
13,7,543,39,7.18,20,3.68,140,25.78,137,25.23,167,30.76,17,3.13,13,2.39,10,1.84,13007
13,8,672,93,13.84,50,7.44,154,22.92,151,22.47,160,23.81,24,3.57,27,4.02,13,1.93,13008
13,9,700,48,6.86,26,3.71,187,26.71,183,26.14,213,30.43,15,2.14,15,2.14,13,1.86,13009
13,10,503,52,10.34,30,5.96,124,24.65,129,25.65,135,26.84,16,3.18,7,1.39,10,1.99,13010
13,11,604,45,7.45,23,3.81,157,25.99,152,25.17,175,28.97,21,3.48,13,2.15,18,2.98,13011
13,12,509,57,11.2,25,4.91,122,23.97,124,24.36,141,27.7,16,3.14,15,2.95,9,1.77,13012
13,13,758,39,5.15,23,3.03,215,28.36,210,27.7,241,31.79,13,1.72,11,1.45,6,0.79,13013
13,14,594,54,9.09,36,6.06,148,24.92,152,25.59,159,26.77,14,2.36,11,1.85,20,3.37,13014
13,15,814,58,7.13,33,4.05,222,27.27,216,26.54,236,28.99,24,2.95,17,2.09,8,0.98,13015
13,16,734,58,7.9,41,5.59,190,25.89,179,24.39,214,29.16,23,3.13,21,2.86,8,1.09,13016
13,17,643,93,14.46,47,7.31,156,24.26,141,21.93,164,25.51,20,3.11,11,1.71,11,1.71,13017
13,18,474,40,8.44,30,6.33,115,24.26,109,23.0,141,29.75,18,3.8,9,1.9,12,2.53,13018
13,19,781,36,4.61,19,2.43,226,28.94,229,29.32,249,31.88,9,1.15,9,1.15,4,0.51,13019
13,20,500,32,6.4,20,4.0,130,26.0,122,24.4,158,31.6,20,4.0,11,2.2,7,1.4,13020
13,21,706,49,6.94,41,5.81,180,25.5,192,27.2,199,28.19,21,2.97,14,1.98,10,1.42,13021
13,22,519,56,10.79,29,5.59,134,25.82,124,23.89,153,29.48,11,2.12,8,1.54,4,0.77,13022
13,23,545,47,8.62,29,5.32,143,26.24,126,23.12,149,27.34,23,4.22,17,3.12,11,2.02,13023
13,24,583,60,10.29,34,5.83,148,25.39,136,23.33,161,27.62,12,2.06,17,2.92,15,2.57,13024
13,25,517,59,11.41,36,6.96,120,23.21,116,22.44,118,22.82,30,5.8,22,4.26,16,3.09,13025
13,26,631,71,11.25,38,6.02,145,22.98,153,24.25,160,25.36,24,3.8,23,3.65,17,2.69,13026
13,27,650,52,8.0,37,5.69,177,27.23,163,25.08,175,26.92,22,3.38,13,2.0,11,1.69,13027
13,28,455,38,8.35,18,3.96,120,26.37,106,23.3,146,32.09,10,2.2,10,2.2,7,1.54,13028
13,29,568,45,7.92,31,5.46,150,26.41,142,25.0,160,28.17,18,3.17,11,1.94,11,1.94,13029
13,30,696,45,6.47,23,3.3,181,26.01,182,26.15,232,33.33,13,1.87,14,2.01,6,0.86,13030
13,31,585,31,5.3,16,2.74,163,27.86,151,25.81,192,32.82,17,2.91,6,1.03,9,1.54,13031
13,32,645,15,2.33,18,2.79,185,28.68,201,31.16,197,30.54,15,2.33,5,0.78,9,1.4,13032
13,33,593,42,7.08,19,3.2,162,27.32,154,25.97,172,29.01,19,3.2,11,1.85,14,2.36,13033
13,34,869,41,4.72,20,2.3,248,28.54,233,26.81,276,31.76,22,2.53,13,1.5,16,1.84,13034
13,35,645,41,6.36,22,3.41,176,27.29,168,26.05,195,30.23,18,2.79,15,2.33,10,1.55,13035
13,36,328,31,9.45,18,5.49,90,27.44,81,24.7,93,28.35,8,2.44,6,1.83,1,0.3,13036
13,37,621,44,7.09,27,4.35,158,25.44,164,26.41,180,28.99,24,3.86,15,2.42,9,1.45,13037
13,38,665,65,9.77,35,5.26,179,26.92,174,26.17,186,27.97,15,2.26,5,0.75,6,0.9,13038
13,39,509,43,8.45,21,4.13,138,27.11,128,25.15,157,30.84,10,1.96,6,1.18,6,1.18,13039
13,40,633,61,9.64,44,6.95,163,25.75,149,23.54,185,29.23,14,2.21,12,1.9,5,0.79,13040
13,41,541,26,4.81,14,2.59,151,27.91,150,27.73,174,32.16,13,2.4,8,1.48,5,0.92,13041
13,42,561,47,8.38,28,4.99,145,25.85,152,27.09,150,26.74,19,3.39,11,1.96,9,1.6,13042
13,43,613,56,9.14,34,5.55,143,23.33,138,22.51,168,27.41,33,5.38,23,3.75,18,2.94,13043
13,44,743,37,4.98,19,2.56,215,28.94,206,27.73,235,31.63,15,2.02,10,1.35,6,0.81,13044
13,45,793,82,10.34,51,6.43,209,26.36,196,24.72,201,25.35,23,2.9,21,2.65,10,1.26,13045
13,46,621,47,7.57,19,3.06,168,27.05,160,25.76,195,31.4,19,3.06,6,0.97,7,1.13,13046
13,47,625,50,8.0,28,4.48,167,26.72,152,24.32,192,30.72,17,2.72,13,2.08,6,0.96,13047
14,1,228,17,7.46,5,2.19,60,26.32,57,25.0,76,33.33,5,2.19,4,1.75,4,1.75,14001
14,2,409,38,9.29,24,5.87,98,23.96,97,23.72,113,27.63,17,4.16,12,2.93,10,2.44,14002
14,3,459,23,5.01,17,3.7,113,24.62,119,25.93,142,30.94,23,5.01,15,3.27,7,1.53,14003
14,4,368,32,8.7,23,6.25,94,25.54,84,22.83,113,30.71,10,2.72,8,2.17,4,1.09,14004
14,5,526,15,2.85,13,2.47,155,29.47,138,26.24,184,34.98,13,2.47,4,0.76,4,0.76,14005
14,6,376,24,6.38,13,3.46,99,26.33,88,23.4,129,34.31,11,2.93,8,2.13,4,1.06,14006
14,7,394,25,6.35,18,4.57,116,29.44,100,25.38,108,27.41,12,3.05,8,2.03,7,1.78,14007
14,8,282,21,7.45,10,3.55,71,25.18,66,23.4,96,34.04,5,1.77,9,3.19,4,1.42,14008
14,9,445,10,2.25,12,2.7,129,28.99,115,25.84,160,35.96,7,1.57,7,1.57,5,1.12,14009
14,10,441,34,7.71,26,5.9,109,24.72,106,24.04,121,27.44,25,5.67,10,2.27,10,2.27,14010
14,11,342,8,2.34,9,2.63,101,29.53,91,26.61,119,34.8,5,1.46,6,1.75,3,0.88,14011
14,12,369,20,5.42,9,2.44,106,28.73,103,27.91,113,30.62,11,2.98,5,1.36,2,0.54,14012
14,13,450,30,6.67,13,2.89,126,28.0,113,25.11,140,31.11,13,2.89,9,2.0,6,1.33,14013
14,14,363,15,4.13,16,4.41,102,28.1,97,26.72,120,33.06,6,1.65,5,1.38,2,0.55,14014
14,15,442,23,5.2,14,3.17,123,27.83,116,26.24,153,34.62,7,1.58,5,1.13,1,0.23,14015
14,16,457,38,8.32,23,5.03,111,24.29,114,24.95,135,29.54,14,3.06,13,2.84,9,1.97,14016
14,17,356,17,4.78,8,2.25,93,26.12,92,25.84,129,36.24,6,1.69,6,1.69,5,1.4,14017
14,18,401,25,6.23,16,3.99,100,24.94,102,25.44,123,30.67,16,3.99,9,2.24,10,2.49,14018
14,19,567,20,3.53,18,3.17,162,28.57,151,26.63,184,32.45,16,2.82,10,1.76,6,1.06,14019
14,20,340,29,8.53,13,3.82,81,23.82,81,23.82,110,32.35,13,3.82,9,2.65,4,1.18,14020
14,21,446,14,3.14,10,2.24,125,28.03,125,28.03,147,32.96,12,2.69,6,1.35,7,1.57,14021
14,22,448,33,7.37,17,3.79,112,25.0,97,21.65,148,33.04,18,4.02,14,3.13,9,2.01,14022
14,23,511,34,6.65,15,2.94,139,27.2,130,25.44,157,30.72,17,3.33,11,2.15,8,1.57,14023
14,24,287,12,4.18,5,1.74,81,28.22,79,27.53,99,34.49,6,2.09,2,0.7,3,1.05,14024
14,25,417,48,11.51,26,6.24,102,24.46,94,22.54,97,23.26,22,5.28,16,3.84,12,2.88,14025
14,26,435,23,5.29,23,5.29,105,24.14,103,23.68,149,34.25,15,3.45,8,1.84,9,2.07,14026
14,27,587,52,8.86,28,4.77,154,26.24,151,25.72,167,28.45,16,2.73,10,1.7,9,1.53,14027
14,28,445,29,6.52,14,3.15,116,26.07,115,25.84,135,30.34,20,4.49,6,1.35,10,2.25,14028
14,29,532,23,4.32,18,3.38,146,27.44,138,25.94,183,34.4,11,2.07,8,1.5,5,0.94,14029
14,30,368,22,5.98,12,3.26,95,25.82,94,25.54,116,31.52,12,3.26,10,2.72,7,1.9,14030
14,31,431,10,2.32,7,1.62,133,30.86,124,28.77,145,33.64,7,1.62,3,0.7,2,0.46,14031
14,32,304,12,3.95,6,1.97,88,28.95,83,27.3,101,33.22,7,2.3,3,0.99,4,1.32,14032
14,33,314,15,4.78,7,2.23,92,29.3,89,28.34,97,30.89,6,1.91,5,1.59,3,0.96,14033
14,34,337,7,2.08,4,1.19,93,27.6,92,27.3,122,36.2,9,2.67,4,1.19,6,1.78,14034
14,35,382,15,3.93,9,2.36,113,29.58,98,25.65,127,33.25,10,2.62,8,2.09,2,0.52,14035
15,1,292,14,4.79,6,2.05,83,28.42,81,27.74,103,35.27,3,1.03,1,0.34,1,0.34,15001
15,2,308,1,0.32,2,0.65,93,30.19,104,33.77,104,33.77,2,0.65,2,0.65,0,0.0,15002
15,3,348,2,0.57,5,1.44,94,27.01,118,33.91,112,32.18,8,2.3,5,1.44,4,1.15,15003
15,4,359,2,0.56,3,0.84,106,29.53,128,35.65,111,30.92,4,1.11,3,0.84,2,0.56,15004
15,5,325,2,0.62,6,1.85,86,26.46,113,34.77,108,33.23,7,2.15,3,0.92,0,0.0,15005
15,6,435,8,1.84,5,1.15,120,27.59,144,33.1,143,32.87,10,2.3,2,0.46,3,0.69,15006
15,7,422,0,0.0,4,0.95,122,28.91,142,33.65,135,31.99,9,2.13,5,1.18,5,1.18,15007
15,8,528,7,1.33,11,2.08,154,29.17,171,32.39,163,30.87,14,2.65,5,0.95,3,0.57,15008
15,9,435,8,1.84,6,1.38,117,26.9,146,33.56,140,32.18,8,1.84,5,1.15,5,1.15,15009
15,10,263,25,9.51,10,3.8,57,21.67,51,19.39,95,36.12,9,3.42,9,3.42,7,2.66,15010
15,11,463,4,0.86,10,2.16,124,26.78,162,34.99,141,30.45,10,2.16,8,1.73,4,0.86,15011
15,12,253,1,0.4,5,1.98,66,26.09,87,34.39,88,34.78,3,1.19,1,0.4,2,0.79,15012
15,13,292,11,3.77,3,1.03,69,23.63,95,32.53,103,35.27,5,1.71,3,1.03,3,1.03,15013
15,14,445,34,7.64,17,3.82,117,26.29,98,22.02,157,35.28,9,2.02,6,1.35,7,1.57,15014
15,15,354,9,2.54,2,0.56,100,28.25,105,29.66,122,34.46,11,3.11,2,0.56,3,0.85,15015
15,16,268,20,7.46,9,3.36,64,23.88,73,27.24,94,35.07,4,1.49,2,0.75,2,0.75,15016
15,17,380,1,0.26,5,1.32,109,28.68,127,33.42,126,33.16,7,1.84,3,0.79,2,0.53,15017
15,18,290,2,0.69,4,1.38,78,26.9,97,33.45,101,34.83,3,1.03,3,1.03,2,0.69,15018
15,19,315,0,0.0,3,0.95,90,28.57,114,36.19,100,31.75,4,1.27,4,1.27,0,0.0,15019
15,20,249,0,0.0,4,1.61,67,26.91,97,38.96,75,30.12,4,1.61,2,0.8,0,0.0,15020
15,21,359,1,0.28,6,1.67,100,27.86,127,35.38,110,30.64,7,1.95,3,0.84,5,1.39,15021
15,22,458,9,1.97,11,2.4,125,27.29,156,34.06,147,32.1,7,1.53,2,0.44,1,0.22,15022
15,23,273,3,1.1,5,1.83,78,28.57,92,33.7,88,32.23,4,1.47,0,0.0,3,1.1,15023
15,24,340,7,2.06,5,1.47,97,28.53,104,30.59,115,33.82,5,1.47,4,1.18,3,0.88,15024
15,25,367,9,2.45,6,1.63,95,25.89,114,31.06,128,34.88,7,1.91,5,1.36,3,0.82,15025
15,26,344,1,0.29,4,1.16,98,28.49,121,35.17,115,33.43,3,0.87,1,0.29,1,0.29,15026
15,27,378,7,1.85,8,2.12,101,26.72,118,31.22,120,31.75,14,3.7,4,1.06,6,1.59,15027
15,28,422,19,4.5,13,3.08,106,25.12,102,24.17,147,34.83,18,4.27,10,2.37,7,1.66,15028
15,29,194,0,0.0,0,0.0,57,29.38,64,32.99,64,32.99,4,2.06,2,1.03,3,1.55,15029
15,30,428,7,1.64,4,0.93,119,27.8,157,36.68,130,30.37,6,1.4,3,0.7,2,0.47,15030
15,31,310,1,0.32,2,0.65,88,28.39,107,34.52,110,35.48,2,0.65,0,0.0,0,0.0,15031
15,32,358,7,1.96,6,1.68,90,25.14,105,29.33,139,38.83,7,1.96,3,0.84,1,0.28,15032
15,33,315,2,0.63,8,2.54,86,27.3,109,34.6,97,30.79,8,2.54,2,0.63,3,0.95,15033
15,34,364,3,0.82,2,0.55,105,28.85,122,33.52,124,34.07,3,0.82,4,1.1,1,0.27,15034
15,35,391,3,0.77,7,1.79,109,27.88,145,37.08,114,29.16,6,1.53,2,0.51,5,1.28,15035
15,36,307,2,0.65,3,0.98,85,27.69,109,35.5,98,31.92,4,1.3,4,1.3,2,0.65,15036
15,37,315,1,0.32,3,0.95,88,27.94,113,35.87,100,31.75,4,1.27,4,1.27,2,0.63,15037
15,38,343,4,1.17,5,1.46,100,29.15,114,33.24,111,32.36,6,1.75,0,0.0,3,0.87,15038
15,39,350,1,0.29,2,0.57,98,28.0,129,36.86,118,33.71,1,0.29,1,0.29,0,0.0,15039
15,40,393,2,0.51,2,0.51,120,30.53,138,35.11,121,30.79,5,1.27,3,0.76,2,0.51,15040
15,41,599,29,4.84,11,1.84,165,27.55,184,30.72,187,31.22,11,1.84,7,1.17,5,0.83,15041
15,42,241,2,0.83,4,1.66,68,28.22,93,38.59,70,29.05,2,0.83,2,0.83,0,0.0,15042
15,43,302,2,0.66,1,0.33,87,28.81,110,36.42,98,32.45,2,0.66,1,0.33,1,0.33,15043
15,44,421,8,1.9,6,1.43,106,25.18,137,32.54,144,34.2,11,2.61,6,1.43,3,0.71,15044
15,45,177,2,1.13,2,1.13,48,27.12,57,32.2,62,35.03,5,2.82,1,0.56,0,0.0,15045
15,46,229,1,0.44,3,1.31,67,29.26,80,34.93,76,33.19,2,0.87,0,0.0,0,0.0,15046
15,47,470,2,0.43,5,1.06,137,29.15,165,35.11,152,32.34,5,1.06,1,0.21,3,0.64,15047
15,48,355,3,0.85,3,0.85,98,27.61,123,34.65,119,33.52,5,1.41,2,0.56,2,0.56,15048
15,49,296,4,1.35,8,2.7,78,26.35,90,30.41,99,33.45,6,2.03,5,1.69,6,2.03,15049
15,50,369,8,2.17,7,1.9,100,27.1,131,35.5,110,29.81,7,1.9,3,0.81,3,0.81,15050
15,51,253,2,0.79,4,1.58,75,29.64,85,33.6,79,31.23,4,1.58,2,0.79,2,0.79,15051
15,52,337,1,0.3,7,2.08,100,29.67,113,33.53,106,31.45,5,1.48,5,1.48,0,0.0,15052
16,1,255,3,1.18,6,2.35,71,27.84,86,33.73,78,30.59,6,2.35,3,1.18,2,0.78,16001
16,2,268,2,0.75,5,1.87,68,25.37,95,35.45,92,34.33,3,1.12,3,1.12,0,0.0,16002
16,3,338,2,0.59,8,2.37,93,27.51,117,34.62,111,32.84,3,0.89,3,0.89,1,0.3,16003
16,4,281,8,2.85,5,1.78,75,26.69,78,27.76,94,33.45,9,3.2,6,2.14,6,2.14,16004
16,5,375,1,0.27,8,2.13,104,27.73,125,33.33,119,31.73,13,3.47,4,1.07,1,0.27,16005
16,6,167,2,1.2,1,0.6,46,27.54,55,32.93,52,31.14,4,2.4,3,1.8,4,2.4,16006
16,7,351,6,1.71,5,1.42,93,26.5,115,32.76,119,33.9,6,1.71,0,0.0,7,1.99,16007
16,8,337,2,0.59,5,1.48,81,24.04,121,35.91,120,35.61,2,0.59,3,0.89,3,0.89,16008
16,9,457,2,0.44,6,1.31,125,27.35,168,36.76,145,31.73,4,0.88,5,1.09,2,0.44,16009
16,10,605,5,0.83,5,0.83,166,27.44,216,35.7,199,32.89,9,1.49,2,0.33,3,0.5,16010
16,11,425,5,1.18,8,1.88,110,25.88,140,32.94,141,33.18,14,3.29,2,0.47,5,1.18,16011
16,12,239,5,2.09,2,0.84,67,28.03,78,32.64,81,33.89,2,0.84,3,1.26,1,0.42,16012
16,13,276,14,5.07,5,1.81,67,24.28,77,27.9,104,37.68,3,1.09,5,1.81,1,0.36,16013
16,14,365,4,1.1,7,1.92,106,29.04,123,33.7,114,31.23,6,1.64,3,0.82,2,0.55,16014
16,15,426,0,0.0,6,1.41,113,26.53,152,35.68,145,34.04,7,1.64,1,0.23,2,0.47,16015
16,16,428,1,0.23,5,1.17,124,28.97,150,35.05,134,31.31,5,1.17,6,1.4,3,0.7,16016
16,17,300,27,9.0,17,5.67,71,23.67,69,23.0,86,28.67,11,3.67,11,3.67,8,2.67,16017
16,18,401,2,0.5,4,1.0,110,27.43,139,34.66,137,34.16,4,1.0,3,0.75,2,0.5,16018
16,19,456,5,1.1,2,0.44,134,29.39,158,34.65,150,32.89,4,0.88,2,0.44,1,0.22,16019
16,20,330,0,0.0,3,0.91,90,27.27,121,36.67,102,30.91,7,2.12,4,1.21,3,0.91,16020
16,21,335,26,7.76,15,4.48,73,21.79,78,23.28,121,36.12,8,2.39,10,2.99,4,1.19,16021
16,22,346,2,0.58,6,1.73,102,29.48,121,34.97,111,32.08,4,1.16,0,0.0,0,0.0,16022
16,23,340,15,4.41,14,4.12,87,25.59,87,25.59,117,34.41,8,2.35,7,2.06,5,1.47,16023
16,24,218,2,0.92,2,0.92,67,30.73,70,32.11,70,32.11,4,1.83,2,0.92,1,0.46,16024
16,25,244,1,0.41,4,1.64,67,27.46,76,31.15,91,37.3,4,1.64,1,0.41,0,0.0,16025
16,26,371,2,0.54,5,1.35,102,27.49,130,35.04,123,33.15,2,0.54,2,0.54,5,1.35,16026
16,27,549,3,0.55,6,1.09,163,29.69,194,35.34,171,31.15,4,0.73,3,0.55,5,0.91,16027
16,28,427,0,0.0,7,1.64,130,30.44,156,36.53,126,29.51,4,0.94,3,0.7,1,0.23,16028
16,29,332,3,0.9,7,2.11,97,29.22,113,34.04,104,31.33,2,0.6,3,0.9,3,0.9,16029
16,30,303,1,0.33,3,0.99,84,27.72,93,30.69,111,36.63,5,1.65,3,0.99,3,0.99,16030
16,31,489,2,0.41,5,1.02,147,30.06,164,33.54,162,33.13,7,1.43,2,0.41,0,0.0,16031
16,32,324,21,6.48,9,2.78,72,22.22,71,21.91,120,37.04,12,3.7,8,2.47,11,3.4,16032
16,33,303,2,0.66,3,0.99,89,29.37,102,33.66,101,33.33,2,0.66,3,0.99,1,0.33,16033
16,34,328,4,1.22,7,2.13,93,28.35,107,32.62,107,32.62,3,0.91,5,1.52,2,0.61,16034
16,35,395,16,4.05,6,1.52,103,26.08,102,25.82,150,37.97,8,2.03,7,1.77,3,0.76,16035
16,36,355,5,1.41,3,0.85,108,30.42,122,34.37,111,31.27,3,0.85,3,0.85,0,0.0,16036
16,37,262,0,0.0,2,0.76,73,27.86,91,34.73,87,33.21,3,1.15,3,1.15,3,1.15,16037
16,38,281,1,0.36,5,1.78,79,28.11,101,35.94,83,29.54,6,2.14,4,1.42,2,0.71,16038
16,39,327,29,8.87,16,4.89,71,21.71,71,21.71,115,35.17,10,3.06,7,2.14,8,2.45,16039
16,40,369,2,0.54,6,1.63,104,28.18,139,37.67,112,30.35,3,0.81,3,0.81,0,0.0,16040
16,41,173,2,1.16,4,2.31,47,27.17,61,35.26,56,32.37,2,1.16,0,0.0,1,0.58,16041
16,42,290,21,7.24,17,5.86,66,22.76,63,21.72,99,34.14,14,4.83,5,1.72,5,1.72,16042
16,43,422,0,0.0,7,1.66,120,28.44,146,34.6,134,31.75,11,2.61,3,0.71,1,0.24,16043
16,44,368,8,2.17,10,2.72,89,24.18,118,32.07,124,33.7,8,2.17,8,2.17,3,0.82,16044
17,1,255,1,0.39,3,1.18,74,29.02,85,33.33,83,32.55,7,2.75,1,0.39,1,0.39,17001
17,2,470,5,1.06,6,1.28,132,28.09,155,32.98,145,30.85,14,2.98,6,1.28,7,1.49,17002
17,3,348,6,1.72,7,2.01,103,29.6,114,32.76,108,31.03,5,1.44,3,0.86,2,0.57,17003
17,4,702,3,0.43,11,1.57,206,29.34,239,34.05,231,32.91,6,0.85,4,0.57,2,0.28,17004
17,5,401,3,0.75,5,1.25,112,27.93,141,35.16,127,31.67,5,1.25,2,0.5,6,1.5,17005
17,6,330,5,1.52,7,2.12,101,30.61,113,34.24,98,29.7,1,0.3,3,0.91,2,0.61,17006
17,7,550,4,0.73,7,1.27,154,28.0,191,34.73,178,32.36,7,1.27,4,0.73,5,0.91,17007
17,8,375,7,1.87,3,0.8,110,29.33,130,34.67,118,31.47,3,0.8,2,0.53,2,0.53,17008
17,9,331,4,1.21,3,0.91,93,28.1,113,34.14,102,30.82,8,2.42,4,1.21,4,1.21,17009
17,10,476,4,0.84,3,0.63,141,29.62,168,35.29,149,31.3,5,1.05,3,0.63,3,0.63,17010
17,11,486,2,0.41,4,0.82,144,29.63,166,34.16,160,32.92,4,0.82,1,0.21,5,1.03,17011
17,12,666,3,0.45,18,2.7,189,28.38,228,34.23,207,31.08,12,1.8,6,0.9,3,0.45,17012
17,13,310,3,0.97,6,1.94,89,28.71,107,34.52,95,30.65,3,0.97,4,1.29,3,0.97,17013
17,14,424,5,1.18,8,1.89,126,29.72,141,33.25,133,31.37,7,1.65,2,0.47,2,0.47,17014
17,15,585,2,0.34,6,1.03,172,29.4,195,33.33,192,32.82,11,1.88,5,0.85,2,0.34,17015
17,16,366,2,0.55,3,0.82,107,29.23,127,34.7,116,31.69,7,1.91,2,0.55,2,0.55,17016
17,17,371,1,0.27,7,1.89,106,28.57,127,34.23,120,32.35,6,1.62,2,0.54,2,0.54,17017
17,18,507,5,0.99,10,1.97,142,28.01,173,34.12,159,31.36,8,1.58,6,1.18,4,0.79,17018
17,19,231,2,0.87,3,1.3,67,29.0,81,35.06,72,31.17,4,1.73,1,0.43,1,0.43,17019
17,20,399,1,0.25,1,0.25,119,29.82,152,38.1,120,30.08,4,1.0,1,0.25,1,0.25,17020
17,21,671,4,0.6,5,0.75,193,28.76,224,33.38,224,33.38,13,1.94,4,0.6,4,0.6,17021
17,22,530,3,0.57,5,0.94,156,29.43,184,34.72,169,31.89,6,1.13,2,0.38,5,0.94,17022
17,23,301,2,0.66,3,1.0,88,29.24,104,34.55,96,31.89,5,1.66,2,0.66,1,0.33,17023
17,24,539,4,0.74,8,1.48,154,28.57,179,33.21,169,31.35,10,1.86,6,1.11,9,1.67,17024
17,25,318,0,0.0,0,0.0,94,29.56,115,36.16,102,32.08,2,0.63,3,0.94,2,0.63,17025
