ward,precinct,total,Susana A. Mendoza,Susana A. Mendoza Percent,Darlene Senger,Darlene Senger Percent,Claire Ball,Claire Ball Percent,precinct_id
13,5,405,356,87.9,42,10.37,7,1.73,13005
13,6,358,241,67.32,103,28.77,14,3.91,13006
13,7,270,242,89.63,22,8.15,6,2.22,13007
13,8,288,211,73.26,73,25.35,4,1.39,13008
13,9,357,307,85.99,44,12.32,6,1.68,13009
13,10,324,195,60.19,122,37.65,7,2.16,13010
13,11,383,302,78.85,72,18.8,9,2.35,13011
13,12,307,246,80.13,55,17.92,6,1.95,13012
13,13,358,326,91.06,23,6.42,9,2.51,13013
13,14,355,301,84.79,46,12.96,8,2.25,13014
13,15,472,416,88.14,43,9.11,13,2.75,13015
13,16,232,210,90.52,16,6.9,6,2.59,13016
13,17,295,223,75.59,65,22.03,7,2.37,13017
13,18,276,199,72.1,65,23.55,12,4.35,13018
13,19,378,352,93.12,18,4.76,8,2.12,13019
13,20,210,149,70.95,53,25.24,8,3.81,13020
13,21,406,278,68.47,121,29.8,7,1.72,13021
13,22,394,280,71.07,100,25.38,14,3.55,13022
13,23,257,231,89.88,21,8.17,5,1.95,13023
13,24,350,291,83.14,46,13.14,13,3.71,13024
13,25,344,297,86.34,42,12.21,5,1.45,13025
13,26,330,253,76.67,66,20.0,11,3.33,13026
13,27,322,260,80.75,51,15.84,11,3.42,13027
13,28,272,243,89.34,22,8.09,7,2.57,13028
13,29,264,228,86.36,34,12.88,2,0.76,13029
13,30,278,251,90.29,18,6.47,9,3.24,13030
13,31,380,261,68.68,105,27.63,14,3.68,13031
13,32,291,199,68.38,88,30.24,4,1.37,13032
13,33,359,244,67.97,101,28.13,14,3.9,13033
13,34,412,386,93.69,20,4.85,6,1.46,13034
13,35,315,278,88.25,31,9.84,6,1.9,13035
13,36,211,183,86.73,22,10.43,6,2.84,13036
13,37,393,354,90.08,35,8.91,4,1.02,13037
13,38,313,216,69.01,84,26.84,13,4.15,13038
13,39,346,319,92.2,23,6.65,4,1.16,13039
13,40,360,305,84.72,45,12.5,10,2.78,13040
13,41,384,355,92.45,24,6.25,5,1.3,13041
13,42,344,225,65.41,109,31.69,10,2.91,13042
13,43,356,304,85.39,42,11.8,10,2.81,13043
13,44,354,327,92.37,19,5.37,8,2.26,13044
13,45,397,310,78.09,82,20.65,5,1.26,13045
13,46,402,360,89.55,34,8.46,8,1.99,13046
13,47,375,344,91.73,23,6.13,8,2.13,13047
13,48,315,223,70.79,83,26.35,9,2.86,13048
14,1,440,276,62.73,154,35.0,10,2.27,14001
14,2,467,400,85.65,55,11.78,12,2.57,14002
14,3,368,343,93.21,20,5.43,5,1.36,14003
14,4,387,260,67.18,115,29.72,12,3.1,14004
14,5,505,471,93.27,20,3.96,14,2.77,14005
14,6,172,160,93.02,8,4.65,4,2.33,14006
14,7,425,373,87.76,43,10.12,9,2.12,14007
14,8,406,353,86.95,44,10.84,9,2.22,14008
14,9,454,328,72.25,111,24.45,15,3.3,14009
14,10,261,213,81.61,39,14.94,9,3.45,14010
14,11,226,211,93.36,8,3.54,7,3.1,14011
14,12,401,342,85.29,48,11.97,11,2.74,14012
14,13,322,285,88.51,29,9.01,8,2.48,14013
14,14,331,296,89.43,24,7.25,11,3.32,14014
14,15,400,383,95.75,11,2.75,6,1.5,14015
14,16,257,221,85.99,25,9.73,11,4.28,14016
14,17,301,274,91.03,19,6.31,8,2.66,14017
14,18,158,123,77.85,33,20.89,2,1.27,14018
14,19,315,283,89.84,20,6.35,12,3.81,14019
14,20,253,225,88.93,23,9.09,5,1.98,14020
14,21,354,318,89.83,28,7.91,8,2.26,14021
14,22,493,389,78.9,87,17.65,17,3.45,14022
14,23,311,249,80.06,56,18.01,6,1.93,14023
14,24,463,308,66.52,145,31.32,10,2.16,14024
14,25,214,193,90.19,16,7.48,5,2.34,14025
14,26,269,239,88.85,21,7.81,9,3.35,14026
14,27,348,301,86.49,40,11.49,7,2.01,14027
14,28,284,257,90.49,17,5.99,10,3.52,14028
14,29,293,276,94.2,12,4.1,5,1.71,14029
14,30,200,190,95.0,7,3.5,3,1.5,14030
14,31,205,187,91.22,12,5.85,6,2.93,14031
15,1,327,288,88.07,23,7.03,16,4.89,15001
15,2,214,205,95.79,1,0.47,8,3.74,15002
15,3,234,221,94.44,3,1.28,10,4.27,15003
15,4,335,304,90.75,20,5.97,11,3.28,15004
15,5,313,279,89.14,28,8.95,6,1.92,15005
15,6,325,286,88.0,30,9.23,9,2.77,15006
15,7,238,223,93.7,7,2.94,8,3.36,15007
15,8,285,260,91.23,21,7.37,4,1.4,15008
15,9,430,397,92.33,23,5.35,10,2.33,15009
15,10,454,406,89.43,28,6.17,20,4.41,15010
15,11,365,324,88.77,30,8.22,11,3.01,15011
15,12,387,343,88.63,30,7.75,14,3.62,15012
15,13,299,273,91.3,17,5.69,9,3.01,15013
15,14,287,263,91.64,16,5.57,8,2.79,15014
15,15,263,230,87.45,22,8.37,11,4.18,15015
15,16,364,336,92.31,17,4.67,11,3.02,15016
15,17,264,245,92.8,10,3.79,9,3.41,15017
15,18,211,202,95.73,3,1.42,6,2.84,15018
15,19,290,256,88.28,19,6.55,15,5.17,15019
15,20,254,237,93.31,6,2.36,11,4.33,15020
15,21,214,203,94.86,2,0.93,9,4.21,15021
15,22,273,261,95.6,8,2.93,4,1.47,15022
15,23,264,250,94.7,8,3.03,6,2.27,15023
15,24,210,195,92.86,9,4.29,6,2.86,15024
16,1,380,348,91.58,23,6.05,9,2.37,16001
16,2,284,268,94.37,11,3.87,5,1.76,16002
16,3,237,222,93.67,4,1.69,11,4.64,16003
16,4,288,272,94.44,11,3.82,5,1.74,16004
16,5,197,182,92.39,9,4.57,6,3.05,16005
16,6,292,282,96.58,3,1.03,7,2.4,16006
16,7,255,241,94.51,7,2.75,7,2.75,16007
16,8,188,176,93.62,6,3.19,6,3.19,16008
16,9,289,274,94.81,3,1.04,12,4.15,16009
16,10,269,252,93.68,7,2.6,10,3.72,16010
16,11,274,257,93.8,9,3.28,8,2.92,16011
16,12,243,229,94.24,6,2.47,8,3.29,16012
16,13,271,251,92.62,14,5.17,6,2.21,16013
16,14,216,198,91.67,9,4.17,9,4.17,16014
16,15,297,286,96.3,4,1.35,7,2.36,16015
16,16,272,259,95.22,4,1.47,9,3.31,16016
16,17,341,314,92.08,18,5.28,9,2.64,16017
16,18,313,290,92.65,11,3.51,12,3.83,16018
16,19,243,229,94.24,7,2.88,7,2.88,16019
16,20,230,216,93.91,6,2.61,8,3.48,16020
16,21,245,230,93.88,8,3.27,7,2.86,16021
16,22,237,221,93.25,10,4.22,6,2.53,16022
16,23,329,301,91.49,23,6.99,5,1.52,16023
16,24,154,149,96.75,4,2.6,1,0.65,16024
16,25,331,307,92.75,15,4.53,9,2.72,16025
16,26,219,212,96.8,5,2.28,2,0.91,16026
16,27,235,217,92.34,6,2.55,12,5.11,16027
16,28,253,240,94.86,6,2.37,7,2.77,16028
16,29,268,258,96.27,4,1.49,6,2.24,16029
16,30,235,212,90.21,10,4.26,13,5.53,16030
16,31,289,275,95.16,9,3.11,5,1.73,16031
16,32,306,281,91.83,13,4.25,12,3.92,16032
16,33,269,253,94.05,7,2.6,9,3.35,16033
16,34,253,239,94.47,8,3.16,6,2.37,16034
16,35,346,333,96.24,8,2.31,5,1.45,16035
16,36,221,207,93.67,9,4.07,5,2.26,16036
17,1,343,315,91.84,19,5.54,9,2.62,17001
17,2,346,323,93.35,14,4.05,9,2.6,17002
17,3,352,323,91.76,17,4.83,12,3.41,17003
17,4,430,409,95.12,10,2.33,11,2.56,17004
17,5,257,236,91.83,13,5.06,8,3.11,17005
17,6,295,283,95.93,7,2.37,5,1.69,17006
17,7,282,263,93.26,11,3.9,8,2.84,17007
17,8,288,267,92.71,8,2.78,13,4.51,17008
17,9,270,259,95.93,6,2.22,5,1.85,17009
17,10,458,424,92.58,12,2.62,22,4.8,17010
17,11,273,264,96.7,5,1.83,4,1.47,17011
17,12,446,422,94.62,13,2.91,11,2.47,17012
17,13,295,286,96.95,5,1.69,4,1.36,17013
17,14,401,375,93.52,14,3.49,12,2.99,17014
17,15,369,356,96.48,5,1.36,8,2.17,17015
17,16,334,314,94.01,12,3.59,8,2.4,17016
17,17,317,297,93.69,16,5.05,4,1.26,17017
17,18,377,361,95.76,7,1.86,9,2.39,17018
17,19,204,195,95.59,3,1.47,6,2.94,17019
17,20,434,425,97.93,2,0.46,7,1.61,17020
17,21,455,435,95.6,12,2.64,8,1.76,17021
17,22,300,284,94.67,6,2.0,10,3.33,17022
17,23,226,214,94.69,9,3.98,3,1.33,17023
17,24,368,345,93.75,10,2.72,13,3.53,17024
17,25,264,255,96.59,5,1.89,4,1.52,17025
17,26,362,349,96.41,10,2.76,3,0.83,17026
17,27,324,305,94.14,10,3.09,9,2.78,17027
17,28,277,263,94.95,6,2.17,8,2.89,17028
17,29,353,336,95.18,7,1.98,10,2.83,17029
17,30,269,245,91.08,18,6.69,6,2.23,17030
17,31,217,210,96.77,4,1.84,3,1.38,17031
17,32,272,255,93.75,8,2.94,9,3.31,17032
17,33,226,208,92.04,7,3.1,11,4.87,17033
17,34,261,243,93.1,10,3.83,8,3.07,17034
17,35,240,230,95.83,5,2.08,5,2.08,17035
17,36,331,318,96.07,4,1.21,9,2.72,17036
17,37,296,271,91.55,10,3.38,15,5.07,17037
17,38,322,312,96.89,4,1.24,6,1.86,17038
17,39,331,311,93.96,11,3.32,9,2.72,17039
17,40,357,346,96.92,2,0.56,9,2.52,17040
17,41,420,403,95.95,6,1.43,11,2.62,17041
18,1,339,317,93.51,16,4.72,6,1.77,18001
18,2,350,305,87.14,38,10.86,7,2.0,18002
18,3,344,277,80.52,58,16.86,9,2.62,18003
18,4,407,383,94.1,14,3.44,10,2.46,18004
18,5,238,221,92.86,7,2.94,10,4.2,18005
18,6,326,243,74.54,77,23.62,6,1.84,18006
18,7,371,330,88.95,26,7.01,15,4.04,18007
18,8,384,356,92.71,15,3.91,13,3.39,18008
18,9,375,350,93.33,17,4.53,8,2.13,18009
18,10,494,457,92.51,18,3.64,19,3.85,18010
18,11,327,291,88.99,24,7.34,12,3.67,18011
18,12,379,357,94.2,16,4.22,6,1.58,18012
18,13,403,382,94.79,7,1.74,14,3.47,18013
18,14,402,376,93.53,11,2.74,15,3.73,18014
18,15,420,373,88.81,30,7.14,17,4.05,18015
18,16,364,341,93.68,13,3.57,10,2.75,18016
18,17,374,343,91.71,21,5.61,10,2.67,18017
18,18,315,308,97.78,3,0.95,4,1.27,18018
18,19,367,354,96.46,10,2.72,3,0.82,18019
18,20,303,284,93.73,6,1.98,13,4.29,18020
18,21,456,424,92.98,17,3.73,15,3.29,18021
18,22,463,441,95.25,13,2.81,9,1.94,18022
18,23,380,349,91.84,19,5.0,12,3.16,18023
18,24,380,319,83.95,50,13.16,11,2.89,18024
18,25,372,313,84.14,51,13.71,8,2.15,18025
18,26,459,431,93.9,16,3.49,12,2.61,18026
18,27,314,289,92.04,15,4.78,10,3.18,18027
18,28,364,264,72.53,90,24.73,10,2.75,18028
18,29,413,374,90.56,31,7.51,8,1.94,18029
18,30,448,371,82.81,67,14.96,10,2.23,18030
18,31,400,375,93.75,13,3.25,12,3.0,18031
18,32,387,359,92.76,13,3.36,15,3.88,18032
18,33,299,290,96.99,2,0.67,7,2.34,18033
18,34,457,422,92.34,20,4.38,15,3.28,18034
18,35,450,419,93.11,14,3.11,17,3.78,18035
18,36,407,365,89.68,33,8.11,9,2.21,18036
18,37,437,417,95.42,11,2.52,9,2.06,18037
18,38,360,338,93.89,6,1.67,16,4.44,18038
18,39,285,267,93.68,13,4.56,5,1.75,18039
18,40,415,368,88.67,34,8.19,13,3.13,18040
18,41,438,402,91.78,19,4.34,17,3.88,18041
18,42,338,324,95.86,8,2.37,6,1.78,18042
18,43,286,230,80.42,49,17.13,7,2.45,18043
18,44,339,250,73.75,84,24.78,5,1.47,18044
18,45,341,309,90.62,25,7.33,7,2.05,18045
18,46,419,348,83.05,59,14.08,12,2.86,18046
18,47,289,270,93.43,12,4.15,7,2.42,18047
18,48,311,286,91.96,12,3.86,13,4.18,18048
18,49,228,210,92.11,8,3.51,10,4.39,18049
18,50,299,284,94.98,9,3.01,6,2.01,18050
19,1,408,254,62.25,137,33.58,17,4.17,19001
19,2,612,530,86.6,70,11.44,12,1.96,19002
19,3,343,162,47.23,170,49.56,11,3.21,19003
19,4,483,281,58.18,187,38.72,15,3.11,19004
19,5,485,394,81.24,75,15.46,16,3.3,19005
19,6,461,269,58.35,178,38.61,14,3.04,19006
19,7,395,281,71.14,103,26.08,11,2.78,19007
19,8,483,261,54.04,210,43.48,12,2.48,19008
19,9,328,204,62.2,119,36.28,5,1.52,19009
19,10,542,424,78.23,103,19.0,15,2.77,19010
19,11,412,210,50.97,193,46.84,9,2.18,19011
19,12,358,178,49.72,172,48.04,8,2.23,19012
19,13,517,475,91.88,18,3.48,24,4.64,19013
19,14,517,429,82.98,75,14.51,13,2.51,19014
19,15,546,297,54.4,228,41.76,21,3.85,19015
19,16,463,262,56.59,192,41.47,9,1.94,19016
19,17,388,242,62.37,133,34.28,13,3.35,19017
19,18,414,313,75.6,88,21.26,13,3.14,19018
19,19,584,467,79.97,105,17.98,12,2.05,19019
19,20,369,327,88.62,24,6.5,18,4.88,19020
19,21,404,214,52.97,179,44.31,11,2.72,19021
19,22,487,359,73.72,119,24.44,9,1.85,19022
19,23,456,284,62.28,162,35.53,10,2.19,19023
19,24,311,165,53.05,140,45.02,6,1.93,19024
19,25,436,293,67.2,122,27.98,21,4.82,19025
19,26,455,323,70.99,112,24.62,20,4.4,19026
19,27,456,391,85.75,47,10.31,18,3.95,19027
19,28,497,448,90.14,16,3.22,33,6.64,19028
19,29,451,239,52.99,199,44.12,13,2.88,19029
19,30,407,224,55.04,170,41.77,13,3.19,19030
19,31,407,303,74.45,94,23.1,10,2.46,19031
19,32,406,262,64.53,133,32.76,11,2.71,19032
19,33,455,227,49.89,215,47.25,13,2.86,19033
19,34,416,307,73.8,96,23.08,13,3.13,19034
19,35,406,311,76.6,86,21.18,9,2.22,19035
19,36,611,555,90.83,38,6.22,18,2.95,19036
19,37,429,375,87.41,40,9.32,14,3.26,19037
19,38,388,334,86.08,36,9.28,18,4.64,19038
19,39,169,150,88.76,12,7.1,7,4.14,19039
19,40,473,376,79.49,84,17.76,13,2.75,19040
19,41,406,213,52.46,183,45.07,10,2.46,19041
19,42,384,299,77.86,70,18.23,15,3.91,19042
19,43,587,552,94.04,20,3.41,15,2.56,19043
19,44,481,265,55.09,205,42.62,11,2.29,19044
19,45,439,280,63.78,149,33.94,10,2.28,19045
19,46,463,293,63.28,156,33.69,14,3.02,19046
19,47,619,537,86.75,63,10.18,19,3.07,19047
19,48,497,474,95.37,17,3.42,6,1.21,19048
19,49,524,460,87.79,46,8.78,18,3.44,19049
19,50,365,243,66.58,107,29.32,15,4.11,19050
19,51,483,324,67.08,144,29.81,15,3.11,19051
19,52,462,246,53.25,196,42.42,20,4.33,19052
19,53,410,300,73.17,97,23.66,13,3.17,19053
19,54,364,179,49.18,168,46.15,17,4.67,19054
19,55,373,206,55.23,156,41.82,11,2.95,19055
19,56,478,380,79.5,88,18.41,10,2.09,19056
19,57,372,308,82.8,57,15.32,7,1.88,19057
20,1,360,339,94.17,13,3.61,8,2.22,20001
20,2,158,145,91.77,8,5.06,5,3.16,20002
20,3,326,304,93.25,6,1.84,16,4.91,20003
20,4,175,166,94.86,4,2.29,5,2.86,20004
20,5,438,411,93.84,11,2.51,16,3.65,20005
20,6,176,163,92.61,8,4.55,5,2.84,20006
20,7,401,383,95.51,10,2.49,8,2.0,20007
20,8,358,338,94.41,4,1.12,16,4.47,20008
20,9,537,502,93.48,10,1.86,25,4.66,20009
20,10,255,245,96.08,5,1.96,5,1.96,20010
20,11,513,484,94.35,7,1.36,22,4.29,20011
20,12,295,281,95.25,4,1.36,10,3.39,20012
20,13,412,387,93.93,12,2.91,13,3.16,20013
20,14,193,184,95.34,3,1.55,6,3.11,20014
20,15,302,276,91.39,17,5.63,9,2.98,20015
20,16,435,413,94.94,15,3.45,7,1.61,20016
20,17,224,213,95.09,6,2.68,5,2.23,20017
20,18,251,242,96.41,4,1.59,5,1.99,20018
20,19,387,364,94.06,13,3.36,10,2.58,20019
20,20,247,226,91.5,14,5.67,7,2.83,20020
20,21,264,249,94.32,9,3.41,6,2.27,20021
20,22,473,435,91.97,20,4.23,18,3.81,20022
20,23,414,387,93.48,12,2.9,15,3.62,20023
20,24,437,403,92.22,15,3.43,19,4.35,20024
20,25,279,251,89.96,19,6.81,9,3.23,20025
20,26,394,371,94.16,12,3.05,11,2.79,20026
20,27,197,188,95.43,8,4.06,1,0.51,20027
20,28,230,212,92.17,9,3.91,9,3.91,20028
20,29,442,421,95.25,10,2.26,11,2.49,20029
20,30,176,170,96.59,2,1.14,4,2.27,20030
20,31,448,430,95.98,7,1.56,11,2.46,20031
20,32,367,352,95.91,10,2.72,5,1.36,20032
20,33,220,211,95.91,6,2.73,3,1.36,20033
20,34,629,583,92.69,29,4.61,17,2.7,20034
20,35,270,253,93.7,10,3.7,7,2.59,20035
20,36,124,120,96.77,2,1.61,2,1.61,20036
20,37,114,111,97.37,1,0.88,2,1.75,20037
20,38,126,113,89.68,9,7.14,4,3.17,20038
20,39,26,22,84.62,2,7.69,2,7.69,20039
21,1,417,392,94.0,13,3.12,12,2.88,21001
21,2,289,272,94.12,4,1.38,13,4.5,21002
21,3,423,396,93.62,11,2.6,16,3.78,21003
21,4,354,336,94.92,5,1.41,13,3.67,21004
21,5,423,399,94.33,12,2.84,12,2.84,21005
21,6,313,297,94.89,8,2.56,8,2.56,21006
21,7,392,370,94.39,9,2.3,13,3.32,21007
21,8,397,376,94.71,11,2.77,10,2.52,21008
21,9,428,413,96.5,5,1.17,10,2.34,21009
21,10,338,317,93.79,10,2.96,11,3.25,21010
21,11,351,334,95.16,8,2.28,9,2.56,21011
21,12,360,337,93.61,11,3.06,12,3.33,21012
21,13,378,355,93.92,11,2.91,12,3.17,21013
21,14,400,382,95.5,9,2.25,9,2.25,21014
21,15,341,324,95.01,5,1.47,12,3.52,21015
21,16,360,337,93.61,10,2.78,13,3.61,21016
21,17,344,326,94.77,8,2.33,10,2.91,21017
21,18,431,415,96.29,9,2.09,7,1.62,21018
21,19,385,370,96.1,5,1.3,10,2.6,21019
21,20,335,321,95.82,6,1.79,8,2.39,21020
21,21,325,310,95.38,6,1.85,9,2.77,21021
21,22,331,310,93.66,10,3.02,11,3.32,21022
21,23,335,326,97.31,6,1.79,3,0.9,21023
21,24,373,357,95.71,9,2.41,7,1.88,21024
21,25,326,309,94.79,9,2.76,8,2.45,21025
21,26,372,356,95.7,11,2.96,5,1.34,21026
21,27,375,362,96.53,5,1.33,8,2.13,21027
21,28,470,454,96.6,10,2.13,6,1.28,21028
21,29,438,421,96.12,6,1.37,11,2.51,21029
21,30,310,287,92.58,10,3.23,13,4.19,21030
21,31,277,260,93.86,10,3.61,7,2.53,21031
21,32,341,329,96.48,5,1.47,7,2.05,21032
21,33,339,325,95.87,4,1.18,10,2.95,21033
21,34,344,330,95.93,6,1.74,8,2.33,21034
21,35,441,416,94.33,11,2.49,14,3.17,21035
21,36,356,330,92.7,11,3.09,15,4.21,21036
21,37,277,262,94.58,5,1.81,10,3.61,21037
21,38,363,358,98.62,4,1.1,1,0.28,21038
21,39,321,306,95.33,4,1.25,11,3.43,21039
21,40,344,330,95.93,5,1.45,9,2.62,21040
21,41,387,370,95.61,9,2.33,8,2.07,21041
21,42,414,386,93.24,14,3.38,14,3.38,21042
21,43,364,353,96.98,2,0.55,9,2.47,21043
21,44,369,353,95.66,4,1.08,12,3.25,21044
21,45,353,338,95.75,3,0.85,12,3.4,21045
21,46,420,405,96.43,8,1.9,7,1.67,21046
21,47,356,342,96.07,8,2.25,6,1.69,21047
21,48,377,357,94.69,9,2.39,11,2.92,21048
21,49,413,399,96.61,7,1.69,7,1.69,21049
21,50,307,289,94.14,9,2.93,9,2.93,21050
21,51,353,338,95.75,4,1.13,11,3.12,21051
21,52,358,343,95.81,9,2.51,6,1.68,21052
21,53,324,305,94.14,13,4.01,6,1.85,21053
21,54,331,309,93.35,14,4.23,8,2.42,21054
22,1,204,188,92.16,6,2.94,10,4.9,22001
22,2,419,327,78.04,84,20.05,8,1.91,22002
22,3,473,446,94.29,14,2.96,13,2.75,22003
22,4,273,254,93.04,10,3.66,9,3.3,22004
22,5,324,290,89.51,22,6.79,12,3.7,22005
22,6,313,290,92.65,15,4.79,8,2.56,22006
22,7,249,234,93.98,5,2.01,10,4.02,22007
22,8,470,387,82.34,64,13.62,19,4.04,22008
22,9,272,256,94.12,8,2.94,8,2.94,22009
22,10,439,395,89.98,36,8.2,8,1.82,22010
22,11,275,261,94.91,9,3.27,5,1.82,22011
22,12,320,257,80.31,43,13.44,20,6.25,22012
22,13,331,299,90.33,24,7.25,8,2.42,22013
22,14,246,225,91.46,17,6.91,4,1.63,22014
22,15,277,260,93.86,7,2.53,10,3.61,22015
22,16,284,265,93.31,11,3.87,8,2.82,22016
22,17,342,305,89.18,22,6.43,15,4.39,22017
22,18,287,260,90.59,17,5.92,10,3.48,22018
22,19,177,169,95.48,5,2.82,3,1.69,22019
22,20,300,275,91.67,14,4.67,11,3.67,22020
22,21,346,337,97.4,5,1.45,4,1.16,22021
22,22,298,271,90.94,18,6.04,9,3.02,22022
22,23,462,437,94.59,11,2.38,14,3.03,22023
22,24,348,320,91.95,17,4.89,11,3.16,22024
22,25,328,301,91.77,18,5.49,9,2.74,22025
23,1,356,230,64.61,119,33.43,7,1.97,23001
23,2,381,264,69.29,106,27.82,11,2.89,23002
23,3,364,218,59.89,138,37.91,8,2.2,23003
23,4,402,282,70.15,97,24.13,23,5.72,23004
23,5,370,333,90.0,28,7.57,9,2.43,23005
23,6,383,318,83.03,52,13.58,13,3.39,23006
23,7,288,247,85.76,31,10.76,10,3.47,23007
23,8,416,332,79.81,70,16.83,14,3.37,23008
23,9,293,264,90.1,23,7.85,6,2.05,23009
23,10,399,340,85.21,46,11.53,13,3.26,23010
23,11,363,329,90.63,22,6.06,12,3.31,23011
23,12,369,241,65.31,114,30.89,14,3.79,23012
23,13,305,280,91.8,23,7.54,2,0.66,23013
23,14,348,229,65.8,107,30.75,12,3.45,23014
23,15,302,275,91.06,19,6.29,8,2.65,23015
23,16,362,229,63.26,121,33.43,12,3.31,23016
23,17,233,203,87.12,16,6.87,14,6.01,23017
23,18,298,195,65.44,97,32.55,6,2.01,23018
23,19,280,253,90.36,15,5.36,12,4.29,23019
23,20,206,174,84.47,31,15.05,1,0.49,23020
23,21,375,230,61.33,140,37.33,5,1.33,23021
23,22,379,279,73.61,90,23.75,10,2.64,23022
23,23,356,241,67.7,106,29.78,9,2.53,23023
23,24,294,254,86.39,35,11.9,5,1.7,23024
23,25,298,248,83.22,43,14.43,7,2.35,23025
23,26,369,315,85.37,48,13.01,6,1.63,23026
23,27,313,188,60.06,107,34.19,18,5.75,23027
23,28,372,254,68.28,110,29.57,8,2.15,23028
23,29,307,234,76.22,64,20.85,9,2.93,23029
23,30,393,332,84.48,54,13.74,7,1.78,23030
23,31,290,247,85.17,33,11.38,10,3.45,23031
23,32,342,293,85.67,43,12.57,6,1.75,23032
23,33,362,315,87.02,39,10.77,8,2.21,23033
23,34,329,279,84.8,35,10.64,15,4.56,23034
23,35,264,157,59.47,102,38.64,5,1.89,23035
23,36,345,219,63.48,112,32.46,14,4.06,23036
23,37,375,242,64.53,123,32.8,10,2.67,23037
23,38,333,234,70.27,91,27.33,8,2.4,23038
23,39,363,331,91.18,26,7.16,6,1.65,23039
24,1,280,269,96.07,0,0.0,11,3.93,24001
24,2,300,288,96.0,7,2.33,5,1.67,24002
24,3,331,311,93.96,10,3.02,10,3.02,24003
24,4,255,242,94.9,7,2.75,6,2.35,24004
24,5,173,165,95.38,5,2.89,3,1.73,24005
24,6,321,306,95.33,6,1.87,9,2.8,24006
24,7,214,196,91.59,10,4.67,8,3.74,24007
24,8,161,151,93.79,5,3.11,5,3.11,24008
24,9,302,292,96.69,7,2.32,3,0.99,24009
24,10,142,134,94.37,5,3.52,3,2.11,24010
24,11,359,330,91.92,12,3.34,17,4.74,24011
24,12,188,174,92.55,9,4.79,5,2.66,24012
24,13,169,151,89.35,8,4.73,10,5.92,24013
24,14,298,278,93.29,9,3.02,11,3.69,24014
24,15,161,149,92.55,6,3.73,6,3.73,24015
24,16,447,395,88.37,28,6.26,24,5.37,24016
24,17,257,236,91.83,9,3.5,12,4.67,24017
24,18,364,354,97.25,4,1.1,6,1.65,24018
24,19,378,366,96.83,4,1.06,8,2.12,24019
24,20,262,251,95.8,6,2.29,5,1.91,24020
24,21,152,146,96.05,4,2.63,2,1.32,24021
24,22,388,377,97.16,6,1.55,5,1.29,24022
24,23,255,242,94.9,8,3.14,5,1.96,24023
24,24,334,314,94.01,13,3.89,7,2.1,24024
24,25,271,260,95.94,7,2.58,4,1.48,24025
24,26,441,420,95.24,10,2.27,11,2.49,24026
24,27,332,317,95.48,4,1.2,11,3.31,24027
24,28,207,194,93.72,9,4.35,4,1.93,24028
24,29,250,235,94.0,6,2.4,9,3.6,24029
24,30,188,180,95.74,4,2.13,4,2.13,24030
24,31,352,334,94.89,13,3.69,5,1.42,24031
24,32,172,163,94.77,4,2.33,5,2.91,24032
24,33,189,176,93.12,3,1.59,10,5.29,24033
24,34,299,286,95.65,7,2.34,6,2.01,24034
24,35,300,289,96.33,6,2.0,5,1.67,24035
24,36,373,346,92.76,12,3.22,15,4.02,24036
24,37,186,176,94.62,3,1.61,7,3.76,24037
24,38,262,241,91.98,10,3.82,11,4.2,24038
24,39,335,305,91.04,20,5.97,10,2.99,24039
24,40,372,354,95.16,12,3.23,6,1.61,24040
24,41,218,202,92.66,9,4.13,7,3.21,24041
25,1,358,326,91.06,21,5.87,11,3.07,25001
25,2,525,486,92.57,18,3.43,21,4.0,25002
25,3,799,606,75.84,158,19.77,35,4.38,25003
25,4,391,353,90.28,23,5.88,15,3.84,25004
25,5,483,424,87.78,45,9.32,14,2.9,25005
25,6,150,112,74.67,32,21.33,6,4.0,25006
25,7,483,443,91.72,26,5.38,14,2.9,25007
25,8,495,454,91.72,21,4.24,20,4.04,25008
25,9,440,406,92.27,17,3.86,17,3.86,25009
25,10,750,578,77.07,143,19.07,29,3.87,25010
25,11,492,454,92.28,27,5.49,11,2.24,25011
25,12,449,417,92.87,17,3.79,15,3.34,25012
25,13,522,496,95.02,16,3.07,10,1.92,25013
25,14,283,234,82.69,39,13.78,10,3.53,25014
25,15,402,351,87.31,30,7.46,21,5.22,25015
25,16,777,571,73.49,178,22.91,28,3.6,25016
25,17,527,466,88.43,42,7.97,19,3.61,25017
25,18,282,220,78.01,50,17.73,12,4.26,25018
25,19,493,465,94.32,13,2.64,15,3.04,25019
25,20,304,285,93.75,8,2.63,11,3.62,25020
25,21,884,728,82.35,109,12.33,47,5.32,25021
25,22,436,403,92.43,18,4.13,15,3.44,25022
25,23,522,476,91.19,25,4.79,21,4.02,25023
25,24,465,427,91.83,21,4.52,17,3.66,25024
25,25,493,369,74.85,96,19.47,28,5.68,25025
25,26,405,364,89.88,27,6.67,14,3.46,25026
25,27,617,506,82.01,88,14.26,23,3.73,25027
25,28,478,437,91.42,28,5.86,13,2.72,25028
25,29,366,333,90.98,18,4.92,15,4.1,25029
25,30,438,411,93.84,19,4.34,8,1.83,25030
25,31,910,685,75.27,198,21.76,27,2.97,25031
25,32,375,323,86.13,41,10.93,11,2.93,25032
26,1,409,368,89.98,26,6.36,15,3.67,26001
26,2,328,306,93.29,14,4.27,8,2.44,26002
