ward,precinct,total,Susana A. Mendoza,Susana A. Mendoza Percent,Darlene Senger,Darlene Senger Percent,Claire Ball,Claire Ball Percent,precinct_id
50,29,355,312,87.89,33,9.3,10,2.82,50029
50,30,280,242,86.43,27,9.64,11,3.93,50030
50,31,524,468,89.31,42,8.02,14,2.67,50031
50,32,452,405,89.6,30,6.64,17,3.76,50032
50,33,360,184,51.11,166,46.11,10,2.78,50033
50,34,579,421,72.71,147,25.39,11,1.9,50034
50,35,539,477,88.5,52,9.65,10,1.86,50035
50,36,393,323,82.19,62,15.78,8,2.04,50036
50,37,457,394,86.21,50,10.94,13,2.84,50037
50,38,185,139,75.14,43,23.24,3,1.62,50038
50,39,250,167,66.8,77,30.8,6,2.4,50039
50,40,424,202,47.64,211,49.76,11,2.59,50040
