ward,precinct,total,Jesse White,Jesse White Percent,Jason Helland,Jason Helland Percent,Steve Dutner,Steve Dutner Percent,precinct_id
13,6,354,269,75.99,78,22.03,7,1.98,13006
13,7,270,242,89.63,18,6.67,10,3.7,13007
13,8,289,230,79.58,47,16.26,12,4.15,13008
13,9,363,321,88.43,31,8.54,11,3.03,13009
13,10,330,226,68.48,94,28.48,10,3.03,13010
13,11,384,319,83.07,56,14.58,9,2.34,13011
13,12,310,265,85.48,38,12.26,7,2.26,13012
13,13,356,332,93.26,16,4.49,8,2.25,13013
13,14,357,310,86.83,38,10.64,9,2.52,13014
13,15,473,432,91.33,26,5.5,15,3.17,13015
13,16,235,216,91.91,14,5.96,5,2.13,13016
13,17,298,235,78.86,53,17.79,10,3.36,13017
13,18,279,215,77.06,54,19.35,10,3.58,13018
13,19,373,351,94.1,12,3.22,10,2.68,13019
13,20,211,164,77.73,45,21.33,2,0.95,13020
13,21,409,303,74.08,100,24.45,6,1.47,13021
13,22,398,300,75.38,79,19.85,19,4.77,13022
13,23,257,238,92.61,15,5.84,4,1.56,13023
13,24,360,300,83.33,43,11.94,17,4.72,13024
13,25,345,305,88.41,36,10.43,4,1.16,13025
13,26,331,273,82.48,48,14.5,10,3.02,13026
13,27,321,263,81.93,48,14.95,10,3.12,13027
13,28,272,249,91.54,18,6.62,5,1.84,13028
13,29,263,234,88.97,26,9.89,3,1.14,13029
13,30,278,260,93.53,12,4.32,6,2.16,13030
13,31,383,287,74.93,84,21.93,12,3.13,13031
13,32,294,220,74.83,71,24.15,3,1.02,13032
13,33,360,277,76.94,76,21.11,7,1.94,13033
13,34,418,392,93.78,15,3.59,11,2.63,13034
13,35,315,291,92.38,19,6.03,5,1.59,13035
13,36,213,191,89.67,17,7.98,5,2.35,13036
13,37,392,354,90.31,24,6.12,14,3.57,13037
13,38,314,240,76.43,65,20.7,9,2.87,13038
13,39,346,316,91.33,20,5.78,10,2.89,13039
13,40,360,320,88.89,32,8.89,8,2.22,13040
13,41,381,356,93.44,17,4.46,8,2.1,13041
13,42,349,258,73.93,81,23.21,10,2.87,13042
13,43,356,304,85.39,40,11.24,12,3.37,13043
13,44,355,334,94.08,16,4.51,5,1.41,13044
13,45,399,314,78.7,73,18.3,12,3.01,13045
13,46,400,365,91.25,25,6.25,10,2.5,13046
13,47,373,342,91.69,19,5.09,12,3.22,13047
13,48,315,239,75.87,69,21.9,7,2.22,13048
14,1,440,317,72.05,114,25.91,9,2.05,14001
14,2,465,412,88.6,38,8.17,15,3.23,14002
14,3,368,341,92.66,18,4.89,9,2.45,14003
14,4,391,296,75.7,84,21.48,11,2.81,14004
14,5,502,464,92.43,21,4.18,17,3.39,14005
14,6,170,162,95.29,2,1.18,6,3.53,14006
14,7,426,383,89.91,37,8.69,6,1.41,14007
14,8,412,359,87.14,41,9.95,12,2.91,14008
14,9,452,358,79.2,83,18.36,11,2.43,14009
14,10,261,227,86.97,24,9.2,10,3.83,14010
14,11,224,211,94.2,7,3.13,6,2.68,14011
14,12,403,354,87.84,42,10.42,7,1.74,14012
14,13,324,300,92.59,17,5.25,7,2.16,14013
14,14,333,294,88.29,23,6.91,16,4.8,14014
14,15,401,371,92.52,15,3.74,15,3.74,14015
14,16,261,239,91.57,15,5.75,7,2.68,14016
14,17,300,280,93.33,15,5.0,5,1.67,14017
14,18,160,128,80.0,26,16.25,6,3.75,14018
14,19,319,291,91.22,15,4.7,13,4.08,14019
14,20,256,239,93.36,14,5.47,3,1.17,14020
14,21,353,317,89.8,24,6.8,12,3.4,14021
14,22,493,408,82.76,65,13.18,20,4.06,14022
14,23,307,261,85.02,41,13.36,5,1.63,14023
14,24,467,346,74.09,108,23.13,13,2.78,14024
14,25,212,197,92.92,10,4.72,5,2.36,14025
14,26,274,247,90.15,16,5.84,11,4.01,14026
14,27,353,316,89.52,32,9.07,5,1.42,14027
14,28,283,253,89.4,17,6.01,13,4.59,14028
14,29,293,276,94.2,12,4.1,5,1.71,14029
14,30,199,187,93.97,7,3.52,5,2.51,14030
14,31,207,194,93.72,8,3.86,5,2.42,14031
15,1,328,294,89.63,22,6.71,12,3.66,15001
15,2,221,217,98.19,2,0.9,2,0.9,15002
15,3,235,228,97.02,2,0.85,5,2.13,15003
15,4,335,305,91.04,16,4.78,14,4.18,15004
15,5,311,279,89.71,22,7.07,10,3.22,15005
15,6,326,280,85.89,34,10.43,12,3.68,15006
15,7,242,238,98.35,1,0.41,3,1.24,15007
15,8,286,267,93.36,15,5.24,4,1.4,15008
15,9,429,396,92.31,21,4.9,12,2.8,15009
15,10,454,407,89.65,27,5.95,20,4.41,15010
15,11,370,330,89.19,27,7.3,13,3.51,15011
15,12,386,348,90.16,25,6.48,13,3.37,15012
15,13,306,287,93.79,11,3.59,8,2.61,15013
15,14,287,269,93.73,12,4.18,6,2.09,15014
15,15,271,237,87.45,22,8.12,12,4.43,15015
15,16,364,340,93.41,13,3.57,11,3.02,15016
15,17,271,260,95.94,3,1.11,8,2.95,15017
15,18,218,216,99.08,2,0.92,0,0.0,15018
15,19,300,282,94.0,13,4.33,5,1.67,15019
15,20,261,257,98.47,2,0.77,2,0.77,15020
15,21,216,210,97.22,1,0.46,5,2.31,15021
15,22,283,277,97.88,4,1.41,2,0.71,15022
15,23,271,266,98.15,2,0.74,3,1.11,15023
15,24,217,211,97.24,2,0.92,4,1.84,15024
16,1,381,354,92.91,20,5.25,7,1.84,16001
16,2,290,279,96.21,8,2.76,3,1.03,16002
16,3,239,233,97.49,2,0.84,4,1.67,16003
16,4,300,293,97.67,3,1.0,4,1.33,16004
16,5,204,200,98.04,3,1.47,1,0.49,16005
16,6,292,287,98.29,1,0.34,4,1.37,16006
16,7,262,252,96.18,6,2.29,4,1.53,16007
16,8,192,185,96.35,3,1.56,4,2.08,16008
16,9,297,287,96.63,5,1.68,5,1.68,16009
16,10,277,266,96.03,3,1.08,8,2.89,16010
16,11,278,269,96.76,5,1.8,4,1.44,16011
16,12,247,236,95.55,4,1.62,7,2.83,16012
16,13,273,258,94.51,9,3.3,6,2.2,16013
16,14,217,212,97.7,2,0.92,3,1.38,16014
16,15,302,294,97.35,3,0.99,5,1.66,16015
16,16,281,277,98.58,2,0.71,2,0.71,16016
16,17,342,325,95.03,12,3.51,5,1.46,16017
16,18,322,305,94.72,5,1.55,12,3.73,16018
16,19,246,240,97.56,3,1.22,3,1.22,16019
16,20,239,233,97.49,4,1.67,2,0.84,16020
16,21,247,238,96.36,5,2.02,4,1.62,16021
16,22,239,232,97.07,4,1.67,3,1.26,16022
16,23,331,309,93.35,18,5.44,4,1.21,16023
16,24,155,150,96.77,1,0.65,4,2.58,16024
16,25,337,318,94.36,9,2.67,10,2.97,16025
16,26,226,220,97.35,3,1.33,3,1.33,16026
16,27,245,238,97.14,5,2.04,2,0.82,16027
16,28,267,261,97.75,3,1.12,3,1.12,16028
16,29,274,269,98.18,1,0.36,4,1.46,16029
16,30,237,232,97.89,1,0.42,4,1.69,16030
16,31,296,292,98.65,4,1.35,0,0.0,16031
16,32,306,282,92.16,16,5.23,8,2.61,16032
16,33,271,262,96.68,6,2.21,3,1.11,16033
16,34,255,249,97.65,4,1.57,2,0.78,16034
16,35,344,332,96.51,7,2.03,5,1.45,16035
16,36,226,218,96.46,3,1.33,5,2.21,16036
17,1,346,326,94.22,14,4.05,6,1.73,17001
17,2,352,344,97.73,4,1.14,4,1.14,17002
17,3,357,343,96.08,9,2.52,5,1.4,17003
17,4,438,431,98.4,4,0.91,3,0.68,17004
17,5,263,256,97.34,4,1.52,3,1.14,17005
17,6,298,290,97.32,4,1.34,4,1.34,17006
17,7,282,264,93.62,9,3.19,9,3.19,17007
17,8,291,286,98.28,3,1.03,2,0.69,17008
17,9,276,273,98.91,0,0.0,3,1.09,17009
17,10,469,449,95.74,8,1.71,12,2.56,17010
17,11,273,270,98.9,2,0.73,1,0.37,17011
17,12,447,422,94.41,12,2.68,13,2.91,17012
17,13,307,301,98.05,3,0.98,3,0.98,17013
17,14,404,382,94.55,14,3.47,8,1.98,17014
17,15,374,365,97.59,5,1.34,4,1.07,17015
17,16,336,319,94.94,9,2.68,8,2.38,17016
17,17,324,308,95.06,9,2.78,7,2.16,17017
17,18,388,378,97.42,4,1.03,6,1.55,17018
17,19,206,201,97.57,2,0.97,3,1.46,17019
17,20,442,441,99.77,0,0.0,1,0.23,17020
17,21,459,453,98.69,0,0.0,6,1.31,17021
17,22,304,297,97.7,6,1.97,1,0.33,17022
17,23,234,224,95.73,8,3.42,2,0.85,17023
17,24,373,365,97.86,3,0.8,5,1.34,17024
17,25,269,263,97.77,2,0.74,4,1.49,17025
17,26,370,359,97.03,8,2.16,3,0.81,17026
17,27,330,325,98.48,3,0.91,2,0.61,17027
17,28,279,273,97.85,2,0.72,4,1.43,17028
17,29,358,349,97.49,3,0.84,6,1.68,17029
17,30,271,255,94.1,15,5.54,1,0.37,17030
17,31,220,218,99.09,0,0.0,2,0.91,17031
17,32,275,267,97.09,5,1.82,3,1.09,17032
17,33,230,225,97.83,3,1.3,2,0.87,17033
17,34,264,259,98.11,2,0.76,3,1.14,17034
17,35,248,243,97.98,1,0.4,4,1.61,17035
17,36,335,330,98.51,1,0.3,4,1.19,17036
17,37,300,292,97.33,3,1.0,5,1.67,17037
17,38,334,329,98.5,2,0.6,3,0.9,17038
17,39,336,327,97.32,5,1.49,4,1.19,17039
17,40,357,356,99.72,1,0.28,0,0.0,17040
17,41,429,420,97.9,4,0.93,5,1.17,17041
18,1,342,326,95.32,8,2.34,8,2.34,18001
18,2,350,312,89.14,33,9.43,5,1.43,18002
18,3,350,298,85.14,43,12.29,9,2.57,18003
18,4,410,393,95.85,8,1.95,9,2.2,18004
18,5,241,235,97.51,2,0.83,4,1.66,18005
18,6,323,259,80.19,57,17.65,7,2.17,18006
18,7,373,340,91.15,21,5.63,12,3.22,18007
18,8,389,369,94.86,8,2.06,12,3.08,18008
18,9,377,365,96.82,9,2.39,3,0.8,18009
18,10,493,477,96.75,8,1.62,8,1.62,18010
18,11,324,302,93.21,14,4.32,8,2.47,18011
18,12,388,370,95.36,10,2.58,8,2.06,18012
18,13,404,387,95.79,6,1.49,11,2.72,18013
18,14,406,395,97.29,2,0.49,9,2.22,18014
18,15,425,377,88.71,29,6.82,19,4.47,18015
18,16,366,352,96.17,8,2.19,6,1.64,18016
18,17,376,353,93.88,16,4.26,7,1.86,18017
18,18,323,315,97.52,2,0.62,6,1.86,18018
18,19,373,366,98.12,7,1.88,0,0.0,18019
18,20,307,303,98.7,2,0.65,2,0.65,18020
18,21,467,452,96.79,7,1.5,8,1.71,18021
18,22,464,448,96.55,7,1.51,9,1.94,18022
18,23,383,356,92.95,16,4.18,11,2.87,18023
18,24,379,318,83.91,47,12.4,14,3.69,18024
18,25,378,330,87.3,40,10.58,8,2.12,18025
18,26,468,456,97.44,10,2.14,2,0.43,18026
18,27,313,302,96.49,9,2.88,2,0.64,18027
18,28,372,309,83.06,59,15.86,4,1.08,18028
18,29,415,386,93.01,20,4.82,9,2.17,18029
18,30,448,383,85.49,57,12.72,8,1.79,18030
18,31,400,387,96.75,9,2.25,4,1.0,18031
18,32,388,377,97.16,5,1.29,6,1.55,18032
18,33,309,301,97.41,1,0.32,7,2.27,18033
18,34,460,443,96.3,10,2.17,7,1.52,18034
18,35,456,436,95.61,9,1.97,11,2.41,18035
18,36,407,377,92.63,23,5.65,7,1.72,18036
18,37,445,429,96.4,11,2.47,5,1.12,18037
18,38,369,359,97.29,3,0.81,7,1.9,18038
18,39,288,277,96.18,7,2.43,4,1.39,18039
18,40,417,379,90.89,26,6.24,12,2.88,18040
18,41,442,424,95.93,12,2.71,6,1.36,18041
18,42,335,321,95.82,6,1.79,8,2.39,18042
18,43,288,248,86.11,28,9.72,12,4.17,18043
18,44,338,277,81.95,55,16.27,6,1.78,18044
18,45,345,317,91.88,20,5.8,8,2.32,18045
18,46,414,367,88.65,38,9.18,9,2.17,18046
18,47,291,279,95.88,5,1.72,7,2.41,18047
18,48,316,306,96.84,4,1.27,6,1.9,18048
18,49,232,220,94.83,7,3.02,5,2.16,18049
18,50,296,288,97.3,2,0.68,6,2.03,18050
19,1,410,288,70.24,107,26.1,15,3.66,19001
19,2,615,559,90.89,44,7.15,12,1.95,19002
19,3,350,203,58.0,136,38.86,11,3.14,19003
19,4,488,322,65.98,153,31.35,13,2.66,19004
19,5,490,429,87.55,47,9.59,14,2.86,19005
19,6,466,321,68.88,130,27.9,15,3.22,19006
19,7,400,309,77.25,78,19.5,13,3.25,19007
19,8,483,292,60.46,183,37.89,8,1.66,19008
19,9,329,228,69.3,94,28.57,7,2.13,19009
19,10,546,463,84.8,69,12.64,14,2.56,19010
19,11,418,249,59.57,159,38.04,10,2.39,19011
19,12,364,219,60.16,138,37.91,7,1.92,19012
19,13,524,502,95.8,9,1.72,13,2.48,19013
19,14,528,473,89.58,45,8.52,10,1.89,19014
19,15,551,357,64.79,176,31.94,18,3.27,19015
19,16,466,298,63.95,154,33.05,14,3.0,19016
19,17,394,288,73.1,93,23.6,13,3.3,19017
19,18,416,351,84.38,54,12.98,11,2.64,19018
19,19,584,501,85.79,69,11.82,14,2.4,19019
19,20,375,342,91.2,22,5.87,11,2.93,19020
19,21,409,257,62.84,142,34.72,10,2.44,19021
19,22,485,404,83.3,74,15.26,7,1.44,19022
19,23,457,328,71.77,119,26.04,10,2.19,19023
19,24,318,198,62.26,114,35.85,6,1.89,19024
19,25,438,343,78.31,84,19.18,11,2.51,19025
19,26,462,354,76.62,91,19.7,17,3.68,19026
19,27,459,409,89.11,35,7.63,15,3.27,19027
19,28,500,477,95.4,8,1.6,15,3.0,19028
19,29,454,283,62.33,156,34.36,15,3.3,19029
19,30,412,266,64.56,135,32.77,11,2.67,19030
19,31,408,328,80.39,71,17.4,9,2.21,19031
19,32,409,305,74.57,92,22.49,12,2.93,19032
19,33,465,291,62.58,162,34.84,12,2.58,19033
19,34,415,341,82.17,67,16.14,7,1.69,19034
19,35,406,347,85.47,51,12.56,8,1.97,19035
19,36,613,564,92.01,35,5.71,14,2.28,19036
19,37,435,399,91.72,25,5.75,11,2.53,19037
19,38,395,361,91.39,23,5.82,11,2.78,19038
19,39,172,160,93.02,10,5.81,2,1.16,19039
19,40,475,397,83.58,63,13.26,15,3.16,19040
19,41,406,244,60.1,151,37.19,11,2.71,19041
19,42,388,337,86.86,38,9.79,13,3.35,19042
19,43,593,574,96.8,8,1.35,11,1.85,19043
19,44,482,304,63.07,162,33.61,16,3.32,19044
19,45,444,322,72.52,113,25.45,9,2.03,19045
19,46,463,347,74.95,103,22.25,13,2.81,19046
19,47,624,570,91.35,39,6.25,15,2.4,19047
19,48,506,496,98.02,9,1.78,1,0.2,19048
19,49,527,487,92.41,28,5.31,12,2.28,19049
19,50,374,277,74.06,82,21.93,15,4.01,19050
19,51,495,374,75.56,100,20.2,21,4.24,19051
19,52,468,279,59.62,169,36.11,20,4.27,19052
19,53,417,330,79.14,79,18.94,8,1.92,19053
19,54,365,212,58.08,135,36.99,18,4.93,19054
19,55,370,239,64.59,123,33.24,8,2.16,19055
19,56,483,422,87.37,55,11.39,6,1.24,19056
19,57,374,329,87.97,35,9.36,10,2.67,19057
20,1,371,360,97.04,6,1.62,5,1.35,20001
20,2,161,157,97.52,2,1.24,2,1.24,20002
20,3,329,323,98.18,2,0.61,4,1.22,20003
20,4,175,173,98.86,0,0.0,2,1.14,20004
20,5,449,434,96.66,7,1.56,8,1.78,20005
20,6,181,176,97.24,2,1.1,3,1.66,20006
20,7,401,391,97.51,4,1.0,6,1.5,20007
20,8,366,354,96.72,3,0.82,9,2.46,20008
20,9,546,538,98.53,2,0.37,6,1.1,20009
20,10,260,257,98.85,1,0.38,2,0.77,20010
20,11,515,502,97.48,3,0.58,10,1.94,20011
20,12,306,300,98.04,2,0.65,4,1.31,20012
20,13,417,412,98.8,2,0.48,3,0.72,20013
20,14,195,191,97.95,2,1.03,2,1.03,20014
20,15,307,284,92.51,14,4.56,9,2.93,20015
20,16,440,419,95.23,14,3.18,7,1.59,20016
20,17,225,211,93.78,8,3.56,6,2.67,20017
20,18,253,250,98.81,0,0.0,3,1.19,20018
20,19,398,393,98.74,3,0.75,2,0.5,20019
20,20,246,229,93.09,9,3.66,8,3.25,20020
20,21,266,257,96.62,4,1.5,5,1.88,20021
20,22,482,465,96.47,11,2.28,6,1.24,20022
20,23,420,404,96.19,7,1.67,9,2.14,20023
20,24,443,418,94.36,14,3.16,11,2.48,20024
20,25,282,269,95.39,8,2.84,5,1.77,20025
20,26,401,382,95.26,10,2.49,9,2.24,20026
20,27,202,195,96.53,5,2.48,2,0.99,20027
20,28,237,232,97.89,1,0.42,4,1.69,20028
20,29,449,441,98.22,4,0.89,4,0.89,20029
20,30,176,175,99.43,1,0.57,0,0.0,20030
20,31,459,448,97.6,5,1.09,6,1.31,20031
20,32,374,363,97.06,6,1.6,5,1.34,20032
20,33,227,222,97.8,1,0.44,4,1.76,20033
20,34,642,609,94.86,23,3.58,10,1.56,20034
20,35,275,266,96.73,5,1.82,4,1.45,20035
20,36,127,123,96.85,1,0.79,3,2.36,20036
20,37,116,116,100.0,0,0.0,0,0.0,20037
20,38,133,126,94.74,4,3.01,3,2.26,20038
20,39,25,25,100.0,0,0.0,0,0.0,20039
21,1,423,407,96.22,7,1.65,9,2.13,21001
21,2,293,288,98.29,2,0.68,3,1.02,21002
21,3,427,413,96.72,6,1.41,8,1.87,21003
21,4,358,348,97.21,4,1.12,6,1.68,21004
21,5,427,416,97.42,6,1.41,5,1.17,21005
21,6,317,312,98.42,3,0.95,2,0.63,21006
21,7,395,388,98.23,2,0.51,5,1.27,21007
21,8,401,390,97.26,6,1.5,5,1.25,21008
21,9,433,427,98.61,3,0.69,3,0.69,21009
21,10,345,334,96.81,6,1.74,5,1.45,21010
21,11,367,358,97.55,4,1.09,5,1.36,21011
21,12,361,355,98.34,4,1.11,2,0.55,21012
21,13,381,370,97.11,6,1.57,5,1.31,21013
21,14,406,397,97.78,4,0.99,5,1.23,21014
21,15,339,331,97.64,4,1.18,4,1.18,21015
21,16,362,354,97.79,6,1.66,2,0.55,21016
21,17,346,339,97.98,3,0.87,4,1.16,21017
21,18,434,425,97.93,3,0.69,6,1.38,21018
21,19,384,377,98.18,3,0.78,4,1.04,21019
21,20,341,338,99.12,2,0.59,1,0.29,21020
21,21,326,315,96.63,5,1.53,6,1.84,21021
21,22,336,333,99.11,2,0.6,1,0.3,21022
21,23,336,327,97.32,6,1.79,3,0.89,21023
21,24,377,369,97.88,7,1.86,1,0.27,21024
21,25,334,324,97.01,4,1.2,6,1.8,21025
21,26,386,375,97.15,5,1.3,6,1.55,21026
21,27,379,370,97.63,5,1.32,4,1.06,21027
21,28,475,467,98.32,3,0.63,5,1.05,21028
21,29,442,441,99.77,0,0.0,1,0.23,21029
21,30,318,301,94.65,6,1.89,11,3.46,21030
21,31,281,274,97.51,3,1.07,4,1.42,21031
21,32,346,342,98.84,0,0.0,4,1.16,21032
21,33,341,338,99.12,1,0.29,2,0.59,21033
21,34,351,343,97.72,4,1.14,4,1.14,21034
21,35,446,437,97.98,8,1.79,1,0.22,21035
21,36,357,349,97.76,3,0.84,5,1.4,21036
21,37,282,274,97.16,2,0.71,6,2.13,21037
21,38,370,366,98.92,2,0.54,2,0.54,21038
21,39,325,317,97.54,4,1.23,4,1.23,21039
21,40,354,346,97.74,4,1.13,4,1.13,21040
21,41,389,380,97.69,4,1.03,5,1.29,21041
21,42,424,412,97.17,8,1.89,4,0.94,21042
21,43,372,368,98.92,0,0.0,4,1.08,21043
21,44,383,375,97.91,5,1.31,3,0.78,21044
21,45,359,353,98.33,1,0.28,5,1.39,21045
21,46,419,415,99.05,3,0.72,1,0.24,21046
21,47,368,361,98.1,4,1.09,3,0.82,21047
21,48,384,374,97.4,6,1.56,4,1.04,21048
21,49,421,414,98.34,3,0.71,4,0.95,21049
21,50,303,293,96.7,7,2.31,3,0.99,21050
21,51,358,350,97.77,2,0.56,6,1.68,21051
21,52,364,358,98.35,4,1.1,2,0.55,21052
21,53,328,317,96.65,6,1.83,5,1.52,21053
21,54,338,334,98.82,3,0.89,1,0.3,21054
22,1,213,205,96.24,2,0.94,6,2.82,22001
22,2,421,354,84.09,52,12.35,15,3.56,22002
22,3,471,434,92.14,24,5.1,13,2.76,22003
22,4,270,255,94.44,8,2.96,7,2.59,22004
22,5,330,297,90.0,21,6.36,12,3.64,22005
22,6,321,299,93.15,9,2.8,13,4.05,22006
22,7,250,234,93.6,7,2.8,9,3.6,22007
22,8,468,413,88.25,37,7.91,18,3.85,22008
22,9,282,263,93.26,5,1.77,14,4.96,22009
22,10,437,408,93.36,18,4.12,11,2.52,22010
22,11,276,260,94.2,9,3.26,7,2.54,22011
22,12,324,272,83.95,38,11.73,14,4.32,22012
22,13,336,310,92.26,14,4.17,12,3.57,22013
22,14,251,232,92.43,10,3.98,9,3.59,22014
22,15,274,261,95.26,6,2.19,7,2.55,22015
22,16,286,268,93.71,11,3.85,7,2.45,22016
22,17,355,311,87.61,18,5.07,26,7.32,22017
22,18,298,282,94.63,9,3.02,7,2.35,22018
22,19,186,178,95.7,6,3.23,2,1.08,22019
22,20,298,276,92.62,10,3.36,12,4.03,22020
22,21,368,361,98.1,2,0.54,5,1.36,22021
22,22,303,270,89.11,18,5.94,15,4.95,22022
22,23,466,454,97.42,6,1.29,6,1.29,22023
22,24,352,324,92.05,17,4.83,11,3.13,22024
22,25,338,316,93.49,14,4.14,8,2.37,22025
23,1,356,243,68.26,106,29.78,7,1.97,23001
23,2,382,284,74.35,84,21.99,14,3.66,23002
23,3,369,259,70.19,104,28.18,6,1.63,23003
23,4,406,316,77.83,74,18.23,16,3.94,23004
23,5,369,334,90.51,26,7.05,9,2.44,23005
23,6,384,335,87.24,36,9.38,13,3.39,23006
23,7,292,258,88.36,22,7.53,12,4.11,23007
23,8,421,349,82.9,56,13.3,16,3.8,23008
23,9,293,260,88.74,25,8.53,8,2.73,23009
23,10,398,350,87.94,37,9.3,11,2.76,23010
23,11,361,328,90.86,21,5.82,12,3.32,23011
23,12,379,272,71.77,99,26.12,8,2.11,23012
23,13,306,272,88.89,27,8.82,7,2.29,23013
23,14,348,259,74.43,79,22.7,10,2.87,23014
23,15,307,281,91.53,15,4.89,11,3.58,23015
23,16,364,264,72.53,84,23.08,16,4.4,23016
23,17,232,205,88.36,15,6.47,12,5.17,23017
23,18,300,224,74.67,71,23.67,5,1.67,23018
23,19,282,259,91.84,14,4.96,9,3.19,23019
23,20,210,182,86.67,25,11.9,3,1.43,23020
23,21,377,252,66.84,121,32.1,4,1.06,23021
23,22,377,302,80.11,62,16.45,13,3.45,23022
23,23,363,291,80.17,64,17.63,8,2.2,23023
23,24,294,262,89.12,24,8.16,8,2.72,23024
23,25,296,253,85.47,37,12.5,6,2.03,23025
23,26,370,329,88.92,34,9.19,7,1.89,23026
23,27,315,229,72.7,73,23.17,13,4.13,23027
23,28,378,274,72.49,92,24.34,12,3.17,23028
23,29,315,261,82.86,43,13.65,11,3.49,23029
23,30,390,341,87.44,36,9.23,13,3.33,23030
23,31,289,247,85.47,33,11.42,9,3.11,23031
23,32,341,300,87.98,30,8.8,11,3.23,23032
23,33,362,321,88.67,29,8.01,12,3.31,23033
23,34,330,291,88.18,29,8.79,10,3.03,23034
23,35,266,185,69.55,78,29.32,3,1.13,23035
23,36,352,257,73.01,85,24.15,10,2.84,23036
23,37,377,270,71.62,100,26.53,7,1.86,23037
23,38,334,250,74.85,72,21.56,12,3.59,23038
23,39,363,333,91.74,21,5.79,9,2.48,23039
24,1,292,288,98.63,0,0.0,4,1.37,24001
24,2,306,303,99.02,1,0.33,2,0.65,24002
24,3,337,331,98.22,5,1.48,1,0.3,24003
24,4,257,250,97.28,5,1.95,2,0.78,24004
24,5,181,177,97.79,2,1.1,2,1.1,24005
24,6,324,320,98.77,1,0.31,3,0.93,24006
24,7,213,198,92.96,7,3.29,8,3.76,24007
24,8,164,160,97.56,3,1.83,1,0.61,24008
24,9,306,299,97.71,4,1.31,3,0.98,24009
24,10,142,135,95.07,2,1.41,5,3.52,24010
24,11,372,357,95.97,6,1.61,9,2.42,24011
24,12,193,183,94.82,7,3.63,3,1.55,24012
24,13,178,173,97.19,1,0.56,4,2.25,24013
24,14,303,296,97.69,2,0.66,5,1.65,24014
24,15,169,158,93.49,5,2.96,6,3.55,24015
24,16,454,409,90.09,23,5.07,22,4.85,24016
24,17,260,251,96.54,2,0.77,7,2.69,24017
24,18,371,366,98.65,3,0.81,2,0.54,24018
24,19,385,382,99.22,2,0.52,1,0.26,24019
24,20,268,262,97.76,2,0.75,4,1.49,24020
24,21,151,149,98.68,1,0.66,1,0.66,24021
24,22,397,391,98.49,3,0.76,3,0.76,24022
24,23,259,250,96.53,3,1.16,6,2.32,24023
24,24,353,342,96.88,3,0.85,8,2.27,24024
24,25,274,267,97.45,3,1.09,4,1.46,24025
24,26,448,442,98.66,2,0.45,4,0.89,24026
24,27,337,328,97.33,4,1.19,5,1.48,24027
24,28,212,209,98.58,0,0.0,3,1.42,24028
24,29,258,252,97.67,1,0.39,5,1.94,24029
24,30,189,186,98.41,2,1.06,1,0.53,24030
24,31,352,347,98.58,2,0.57,3,0.85,24031
24,32,172,167,97.09,1,0.58,4,2.33,24032
24,33,194,189,97.42,1,0.52,4,2.06,24033
24,34,307,302,98.37,3,0.98,2,0.65,24034
24,35,300,294,98.0,3,1.0,3,1.0,24035
24,36,381,371,97.38,6,1.57,4,1.05,24036
24,37,189,186,98.41,2,1.06,1,0.53,24037
24,38,268,258,96.27,5,1.87,5,1.87,24038
24,39,343,315,91.84,15,4.37,13,3.79,24039
24,40,381,372,97.64,4,1.05,5,1.31,24040
24,41,227,220,96.92,3,1.32,4,1.76,24041
25,1,359,323,89.97,20,5.57,16,4.46,25001
25,2,530,492,92.83,20,3.77,18,3.4,25002
25,3,801,628,78.4,135,16.85,38,4.74,25003
25,4,398,368,92.46,22,5.53,8,2.01,25004
25,5,484,437,90.29,28,5.79,19,3.93,25005
25,6,154,127,82.47,23,14.94,4,2.6,25006
25,7,483,442,91.51,26,5.38,15,3.11,25007
25,8,500,463,92.6,18,3.6,19,3.8,25008
25,9,440,408,92.73,14,3.18,18,4.09,25009
25,10,761,617,81.08,115,15.11,29,3.81,25010
25,11,490,443,90.41,30,6.12,17,3.47,25011
25,12,449,407,90.65,17,3.79,25,5.57,25012
25,13,526,498,94.68,14,2.66,14,2.66,25013
25,14,298,259,86.91,29,9.73,10,3.36,25014
25,15,408,365,89.46,26,6.37,17,4.17,25015
25,16,774,596,77.0,154,19.9,24,3.1,25016
25,17,523,472,90.25,33,6.31,18,3.44,25017
25,18,294,254,86.39,34,11.56,6,2.04,25018
25,19,493,461,93.51,10,2.03,22,4.46,25019
25,20,311,301,96.78,4,1.29,6,1.93,25020
25,21,886,752,84.88,91,10.27,43,4.85,25021
25,22,443,411,92.78,17,3.84,15,3.39,25022
25,23,526,481,91.44,22,4.18,23,4.37,25023
25,24,462,417,90.26,20,4.33,25,5.41,25024
25,25,495,401,81.01,65,13.13,29,5.86,25025
25,26,405,362,89.38,22,5.43,21,5.19,25026
25,27,611,516,84.45,71,11.62,24,3.93,25027
25,28,476,428,89.92,28,5.88,20,4.2,25028
25,29,375,357,95.2,13,3.47,5,1.33,25029
25,30,437,407,93.14,14,3.2,16,3.66,25030
25,31,919,728,79.22,161,17.52,30,3.26,25031
25,32,378,331,87.57,33,8.73,14,3.7,25032
26,1,408,364,89.22,20,4.9,24,5.88,26001
26,2,332,308,92.77,15,4.52,9,2.71,26002
26,3,444,385,86.71,43,9.68,16,3.6,26003
26,4,239,229,95.82,5,2.09,5,2.09,26004
