ward,precinct,total,"Alfred M. Swanson, Jr.","Alfred M. Swanson, Jr. Percent",precinct_id
23,14,68,17,25.0,23014
23,15,46,11,23.91,23015
23,16,59,18,30.51,23016
23,17,21,7,33.33,23017
23,18,58,16,27.59,23018
23,19,30,11,36.67,23019
23,20,28,11,39.29,23020
23,21,68,20,29.41,23021
23,22,69,26,37.68,23022
23,23,79,12,15.19,23023
23,24,44,13,29.55,23024
23,25,45,14,31.11,23025
23,26,57,21,36.84,23026
23,27,77,28,36.36,23027
23,28,75,14,18.67,23028
23,29,49,10,20.41,23029
23,30,57,16,28.07,23030
23,31,19,6,31.58,23031
23,32,55,18,32.73,23032
23,33,37,13,35.14,23033
23,34,47,16,34.04,23034
23,35,49,14,28.57,23035
23,36,97,27,27.84,23036
23,37,60,20,33.33,23037
23,38,57,14,24.56,23038
23,39,41,12,29.27,23039
24,1,73,29,39.73,24001
24,2,52,16,30.77,24002
24,3,74,26,35.14,24003
24,4,47,9,19.15,24004
24,5,41,16,39.02,24005
24,6,67,19,28.36,24006
24,7,20,6,30.0,24007
24,8,42,12,28.57,24008
24,9,54,16,29.63,24009
24,10,35,8,22.86,24010
24,11,59,17,28.81,24011
24,12,36,8,22.22,24012
24,13,36,9,25.0,24013
24,14,67,20,29.85,24014
24,15,35,9,25.71,24015
24,16,45,18,40.0,24016
24,17,59,16,27.12,24017
24,18,92,23,25.0,24018
24,19,88,27,30.68,24019
24,20,53,9,16.98,24020
24,21,35,10,28.57,24021
24,22,77,24,31.17,24022
24,23,61,19,31.15,24023
24,24,66,20,30.3,24024
24,25,58,16,27.59,24025
24,26,118,31,26.27,24026
24,27,91,30,32.97,24027
24,28,63,16,25.4,24028
24,29,56,18,32.14,24029
24,30,40,8,20.0,24030
24,31,67,18,26.87,24031
24,32,60,24,40.0,24032
24,33,30,6,20.0,24033
24,34,59,13,22.03,24034
24,35,73,21,28.77,24035
24,36,101,26,25.74,24036
24,37,21,8,38.1,24037
24,38,57,16,28.07,24038
24,39,103,26,25.24,24039
24,40,60,28,46.67,24040
24,41,57,23,40.35,24041
25,1,50,18,36.0,25001
25,2,36,9,25.0,25002
25,3,32,10,31.25,25003
25,4,33,10,30.3,25004
25,5,42,18,42.86,25005
25,6,21,6,28.57,25006
25,7,40,10,25.0,25007
25,8,29,6,20.69,25008
25,9,43,9,20.93,25009
25,10,27,4,14.81,25010
25,11,54,11,20.37,25011
25,12,49,12,24.49,25012
25,13,40,11,27.5,25013
25,14,23,10,43.48,25014
25,15,35,12,34.29,25015
25,16,32,8,25.0,25016
25,17,59,10,16.95,25017
25,18,34,8,23.53,25018
25,19,38,16,42.11,25019
25,20,24,5,20.83,25020
25,21,66,17,25.76,25021
25,22,39,5,12.82,25022
25,23,50,15,30.0,25023
25,24,26,8,30.77,25024
25,25,53,16,30.19,25025
25,26,31,18,58.06,25026
25,27,17,6,35.29,25027
25,28,43,14,32.56,25028
25,29,61,19,31.15,25029
25,30,34,9,26.47,25030
25,31,24,6,25.0,25031
25,32,42,14,33.33,25032
26,1,25,6,24.0,26001
26,2,45,17,37.78,26002
26,3,39,9,23.08,26003
26,4,47,11,23.4,26004
26,5,38,7,18.42,26005
26,6,34,9,26.47,26006
26,7,41,10,24.39,26007
26,8,23,10,43.48,26008
26,9,49,18,36.73,26009
26,10,44,15,34.09,26010
26,11,42,19,45.24,26011
26,12,45,13,28.89,26012
26,13,46,11,23.91,26013
26,14,29,12,41.38,26014
26,15,21,7,33.33,26015
26,16,21,7,33.33,26016
26,17,25,5,20.0,26017
26,18,49,16,32.65,26018
26,19,27,11,40.74,26019
26,20,27,12,44.44,26020
26,21,66,21,31.82,26021
26,22,34,6,17.65,26022
26,23,38,9,23.68,26023
26,24,50,15,30.0,26024
26,25,34,13,38.24,26025
26,26,21,6,28.57,26026
26,27,38,13,34.21,26027
26,28,46,9,19.57,26028
26,29,32,10,31.25,26029
26,30,25,6,24.0,26030
26,31,26,8,30.77,26031
26,32,29,7,24.14,26032
26,33,32,10,31.25,26033
26,34,73,16,21.92,26034
26,35,42,20,47.62,26035
26,36,26,8,30.77,26036
26,37,38,10,26.32,26037
26,38,30,10,33.33,26038
26,39,37,14,37.84,26039
26,40,18,3,16.67,26040
26,41,47,15,31.91,26041
26,42,28,9,32.14,26042
26,43,36,9,25.0,26043
26,44,22,5,22.73,26044
26,45,21,8,38.1,26045
26,46,16,2,12.5,26046
26,47,20,7,35.0,26047
26,48,20,7,35.0,26048
26,49,19,6,31.58,26049
27,1,23,7,30.43,27001
27,2,71,19,26.76,27002
27,3,46,25,54.35,27003
27,4,56,20,35.71,27004
27,5,51,14,27.45,27005
27,6,41,20,48.78,27006
27,7,45,17,37.78,27007
27,8,67,23,34.33,27008
27,9,13,1,7.69,27009
27,10,92,33,35.87,27010
27,11,24,11,45.83,27011
27,12,27,10,37.04,27012
27,13,146,56,38.36,27013
27,14,46,18,39.13,27014
27,15,61,19,31.15,27015
27,16,28,12,42.86,27016
27,17,57,32,56.14,27017
27,18,74,16,21.62,27018
27,19,56,19,33.93,27019
27,20,58,32,55.17,27020
27,21,43,13,30.23,27021
27,22,56,27,48.21,27022
27,23,89,47,52.81,27023
27,24,68,41,60.29,27024
27,25,66,22,33.33,27025
27,26,98,26,26.53,27026
27,27,66,26,39.39,27027
27,28,52,18,34.62,27028
27,29,72,22,30.56,27029
27,30,49,11,22.45,27030
27,31,74,37,50.0,27031
27,32,62,18,29.03,27032
27,33,43,16,37.21,27033
27,34,99,45,45.45,27034
27,35,23,6,26.09,27035
27,36,60,22,36.67,27036
27,37,135,63,46.67,27037
27,38,148,53,35.81,27038
27,39,82,33,40.24,27039
27,40,72,34,47.22,27040
27,41,100,37,37.0,27041
27,42,57,16,28.07,27042
27,43,43,19,44.19,27043
27,44,68,33,48.53,27044
27,45,30,6,20.0,27045
27,46,21,6,28.57,27046
27,47,95,45,47.37,27047
27,48,53,21,39.62,27048
27,49,44,21,47.73,27049
27,50,81,39,48.15,27050
28,1,70,29,41.43,28001
28,2,74,25,33.78,28002
28,3,60,22,36.67,28003
28,4,21,10,47.62,28004
28,5,57,17,29.82,28005
28,6,68,26,38.24,28006
28,7,80,38,47.5,28007
28,8,20,14,70.0,28008
28,9,85,28,32.94,28009
28,10,42,15,35.71,28010
28,11,60,24,40.0,28011
28,12,75,25,33.33,28012
28,13,80,36,45.0,28013
28,14,87,35,40.23,28014
28,15,36,16,44.44,28015
28,16,63,27,42.86,28016
28,17,63,23,36.51,28017
28,18,67,22,32.84,28018
28,19,38,15,39.47,28019
28,20,79,31,39.24,28020
28,21,79,35,44.3,28021
28,22,67,21,31.34,28022
28,23,119,63,52.94,28023
28,24,71,28,39.44,28024
28,25,124,46,37.1,28025
28,26,104,48,46.15,28026
28,27,56,15,26.79,28027
28,28,57,20,35.09,28028
28,29,28,13,46.43,28029
28,30,23,8,34.78,28030
28,31,170,48,28.24,28031
28,32,61,25,40.98,28032
28,33,101,52,51.49,28033
28,34,88,35,39.77,28034
28,35,71,29,40.85,28035
28,36,51,21,41.18,28036
28,37,111,48,43.24,28037
28,38,51,14,27.45,28038
28,39,54,15,27.78,28039
28,40,129,58,44.96,28040
28,41,66,27,40.91,28041
28,42,86,27,31.4,28042
28,43,103,41,39.81,28043
28,44,88,26,29.55,28044
28,45,19,7,36.84,28045
28,46,88,27,30.68,28046
29,1,108,29,26.85,29001
29,2,176,65,36.93,29002
29,3,131,44,33.59,29003
29,4,149,51,34.23,29004
29,5,103,32,31.07,29005
29,6,82,35,42.68,29006
29,7,97,33,34.02,29007
29,8,53,24,45.28,29008
29,9,119,33,27.73,29009
29,10,121,37,30.58,29010
29,11,62,16,25.81,29011
29,12,131,32,24.43,29012
29,13,99,43,43.43,29013
29,14,140,72,51.43,29014
29,15,143,57,39.86,29015
29,16,147,88,59.86,29016
29,17,101,68,67.33,29017
29,18,92,40,43.48,29018
29,19,134,53,39.55,29019
29,20,128,52,40.63,29020
29,21,86,31,36.05,29021
29,22,77,29,37.66,29022
29,23,79,19,24.05,29023
29,24,103,35,33.98,29024
29,25,148,64,43.24,29025
29,26,140,69,49.29,29026
29,27,95,32,33.68,29027
29,28,179,69,38.55,29028
29,29,58,21,36.21,29029
29,30,158,51,32.28,29030
29,31,38,11,28.95,29031
29,32,58,18,31.03,29032
29,33,103,39,37.86,29033
29,34,43,11,25.58,29034
29,35,66,20,30.3,29035
29,36,103,42,40.78,29036
29,37,114,39,34.21,29037
29,38,61,18,29.51,29038
29,39,57,13,22.81,29039
29,40,168,73,43.45,29040
29,41,89,38,42.7,29041
29,42,130,61,46.92,29042
29,43,106,31,29.25,29043
29,44,171,79,46.2,29044
30,1,128,42,32.81,30001
30,2,76,20,26.32,30002
30,3,62,24,38.71,30003
30,4,95,37,38.95,30004
30,5,35,13,37.14,30005
30,6,50,16,32.0,30006
30,7,96,23,23.96,30007
30,8,78,18,23.08,30008
30,9,76,18,23.68,30009
30,10,67,21,31.34,30010
30,11,49,11,22.45,30011
30,12,47,16,34.04,30012
30,13,52,22,42.31,30013
30,14,25,10,40.0,30014
30,15,87,25,28.74,30015
30,16,18,7,38.89,30016
30,17,110,24,21.82,30017
30,18,76,30,39.47,30018
30,19,48,18,37.5,30019
30,20,100,24,24.0,30020
30,21,51,12,23.53,30021
30,22,82,31,37.8,30022
30,23,67,18,26.87,30023
30,24,66,19,28.79,30024
30,25,61,21,34.43,30025
30,26,54,18,33.33,30026
30,27,48,10,20.83,30027
30,28,79,21,26.58,30028
30,29,29,7,24.14,30029
30,30,17,2,11.76,30030
30,31,52,19,36.54,30031
30,32,47,15,31.91,30032
31,1,56,15,26.79,31001
31,2,71,21,29.58,31002
31,3,44,14,31.82,31003
31,4,48,18,37.5,31004
31,5,85,33,38.82,31005
31,6,71,23,32.39,31006
31,7,79,17,21.52,31007
31,8,52,19,36.54,31008
31,9,79,28,35.44,31009
31,10,54,17,31.48,31010
31,11,60,11,18.33,31011
31,12,52,20,38.46,31012
31,13,63,16,25.4,31013
31,14,58,24,41.38,31014
31,15,35,8,22.86,31015
31,16,37,16,43.24,31016
31,17,71,25,35.21,31017
31,18,58,17,29.31,31018
31,19,39,13,33.33,31019
31,20,86,42,48.84,31020
31,21,58,15,25.86,31021
31,22,32,15,46.88,31022
31,23,63,19,30.16,31023
31,24,105,35,33.33,31024
31,25,38,13,34.21,31025
31,26,74,23,31.08,31026
31,27,73,29,39.73,31027
31,28,50,22,44.0,31028
31,29,78,29,37.18,31029
31,30,53,21,39.62,31030
31,31,45,22,48.89,31031
31,32,58,16,27.59,31032
31,33,55,21,38.18,31033
31,34,73,18,24.66,31034
31,35,81,16,19.75,31035
31,36,73,25,34.25,31036
31,37,85,27,31.76,31037
31,38,44,15,34.09,31038
31,39,25,9,36.0,31039
31,40,55,19,34.55,31040
31,41,50,18,36.0,31041
32,1,45,13,28.89,32001
32,2,32,13,40.63,32002
32,3,117,29,24.79,32003
32,4,45,14,31.11,32004
32,5,40,10,25.0,32005
32,6,34,7,20.59,32006
32,7,42,15,35.71,32007
32,8,24,13,54.17,32008
32,9,36,14,38.89,32009
32,10,52,15,28.85,32010
32,11,116,21,18.1,32011
32,12,105,27,25.71,32012
32,13,21,7,33.33,32013
32,14,101,33,32.67,32014
32,15,22,8,36.36,32015
32,16,45,14,31.11,32016
32,17,109,33,30.28,32017
32,18,30,15,50.0,32018
32,19,26,7,26.92,32019
32,20,108,34,31.48,32020
32,21,46,12,26.09,32021
32,22,125,29,23.2,32022
32,23,33,7,21.21,32023
32,24,12,4,33.33,32024
32,25,33,16,48.48,32025
32,26,122,29,23.77,32026
32,27,18,5,27.78,32027
32,28,95,17,17.89,32028
32,29,55,16,29.09,32029
32,30,25,9,36.0,32030
32,31,36,5,13.89,32031
32,32,39,15,38.46,32032
32,33,54,13,24.07,32033
32,34,25,11,44.0,32034
32,35,33,17,51.52,32035
32,36,35,10,28.57,32036
32,37,21,8,38.1,32037
32,38,27,6,22.22,32038
32,39,33,8,24.24,32039
32,40,29,12,41.38,32040
32,41,37,14,37.84,32041
32,42,31,9,29.03,32042
32,43,75,18,24.0,32043
33,1,78,19,24.36,33001
33,2,57,16,28.07,33002
33,3,76,23,30.26,33003
33,4,83,22,26.51,33004
33,5,49,15,30.61,33005
33,6,97,28,28.87,33006
33,7,83,31,37.35,33007
33,8,77,30,38.96,33008
33,9,99,27,27.27,33009
33,10,70,21,30.0,33010
33,11,82,25,30.49,33011
33,12,118,25,21.19,33012
33,13,75,18,24.0,33013
33,14,38,16,42.11,33014
33,15,106,24,22.64,33015
33,16,149,51,34.23,33016
33,17,94,24,25.53,33017
33,18,67,21,31.34,33018
33,19,72,15,20.83,33019
33,20,101,23,22.77,33020
33,21,97,31,31.96,33021
33,22,160,43,26.88,33022
33,23,72,27,37.5,33023
33,24,108,36,33.33,33024
33,25,110,38,34.55,33025
33,26,59,19,32.2,33026
33,27,56,18,32.14,33027
33,28,74,32,43.24,33028
34,1,130,56,43.08,34001
34,2,131,45,34.35,34002
34,3,98,35,35.71,34003
34,4,70,25,35.71,34004
34,5,96,38,39.58,34005
34,6,155,78,50.32,34006
34,7,129,64,49.61,34007
34,8,82,30,36.59,34008
34,9,55,19,34.55,34009
34,10,152,65,42.76,34010
34,11,70,28,40.0,34011
34,12,118,48,40.68,34012
34,13,132,45,34.09,34013
34,14,80,24,30.0,34014
34,15,52,19,36.54,34015
34,16,78,29,37.18,34016
34,17,110,41,37.27,34017
34,18,77,32,41.56,34018
34,19,84,36,42.86,34019
34,20,166,72,43.37,34020
34,21,175,85,48.57,34021
34,22,116,47,40.52,34022
34,23,91,33,36.26,34023
34,24,84,32,38.1,34024
34,25,148,72,48.65,34025
34,26,108,48,44.44,34026
34,27,84,26,30.95,34027
34,28,62,37,59.68,34028
34,29,68,32,47.06,34029
34,30,136,57,41.91,34030
34,31,103,41,39.81,34031
34,32,103,44,42.72,34032
34,33,88,40,45.45,34033
34,34,123,67,54.47,34034
34,35,87,35,40.23,34035
34,36,129,61,47.29,34036
34,37,45,28,62.22,34037
34,38,56,35,62.5,34038
34,39,62,27,43.55,34039
34,40,122,46,37.7,34040
34,41,85,27,31.76,34041
34,42,126,56,44.44,34042
34,43,129,66,51.16,34043
34,44,121,53,43.8,34044
34,45,128,47,36.72,34045
34,46,95,44,46.32,34046
34,47,73,36,49.32,34047
34,48,140,51,36.43,34048
34,49,114,47,41.23,34049
34,50,80,27,33.75,34050
34,51,127,52,40.94,34051
34,52,130,65,50.0,34052
34,53,53,23,43.4,34053
35,1,66,29,43.94,35001
35,2,91,32,35.16,35002
35,3,54,14,25.93,35003
35,4,79,16,20.25,35004
35,5,45,14,31.11,35005
35,6,52,15,28.85,35006
35,7,50,18,36.0,35007
35,8,54,15,27.78,35008
35,9,50,21,42.0,35009
35,10,108,35,32.41,35010
35,11,69,20,28.99,35011
35,12,38,12,31.58,35012
35,13,46,15,32.61,35013
35,14,41,8,19.51,35014
35,15,87,19,21.84,35015
35,16,52,23,44.23,35016
35,17,74,22,29.73,35017
35,18,44,12,27.27,35018
35,19,39,9,23.08,35019
35,20,57,26,45.61,35020
35,21,48,14,29.17,35021
35,22,60,11,18.33,35022
35,23,84,30,35.71,35023
35,24,65,28,43.08,35024
35,25,86,21,24.42,35025
35,26,53,22,41.51,35026
35,27,60,19,31.67,35027
35,28,85,18,21.18,35028
35,29,37,15,40.54,35029
35,30,58,15,25.86,35030
35,31,70,15,21.43,35031
36,1,57,19,33.33,36001
36,2,41,10,24.39,36002
36,3,59,17,28.81,36003
36,4,45,12,26.67,36004
36,5,68,21,30.88,36005
36,6,44,10,22.73,36006
36,7,57,13,22.81,36007
36,8,40,12,30.0,36008
36,9,48,19,39.58,36009
36,10,65,15,23.08,36010
36,11,34,11,32.35,36011
36,12,27,12,44.44,36012
36,13,20,6,30.0,36013
36,14,93,25,26.88,36014
36,15,41,11,26.83,36015
36,16,117,36,30.77,36016
36,17,131,36,27.48,36017
36,18,83,23,27.71,36018
36,19,57,19,33.33,36019
36,20,106,32,30.19,36020
36,21,43,12,27.91,36021
36,22,32,6,18.75,36022
36,23,40,14,35.0,36023
36,24,51,22,43.14,36024
36,25,30,8,26.67,36025
36,26,47,19,40.43,36026
36,27,61,17,27.87,36027
36,28,53,19,35.85,36028
36,29,70,20,28.57,36029
36,30,48,11,22.92,36030
37,1,46,13,28.26,37001
37,2,49,17,34.69,37002
37,3,52,23,44.23,37003
37,4,71,25,35.21,37004
37,5,119,43,36.13,37005
37,6,106,39,36.79,37006
37,7,53,20,37.74,37007
37,8,58,26,44.83,37008
37,9,83,24,28.92,37009
37,10,87,42,48.28,37010
37,11,46,17,36.96,37011
37,12,34,13,38.24,37012
37,13,79,27,34.18,37013
37,14,85,41,48.24,37014
37,15,106,51,48.11,37015
37,16,89,30,33.71,37016
37,17,73,31,42.47,37017
37,18,101,41,40.59,37018
37,19,61,19,31.15,37019
37,20,61,19,31.15,37020
37,21,69,27,39.13,37021
37,22,66,27,40.91,37022
37,23,103,33,32.04,37023
37,24,74,32,43.24,37024
37,25,89,35,39.33,37025
37,26,111,31,27.93,37026
37,27,106,34,32.08,37027
37,28,73,27,36.99,37028
37,29,91,40,43.96,37029
37,30,90,31,34.44,37030
37,31,101,30,29.7,37031
37,32,93,52,55.91,37032
37,33,127,40,31.5,37033
37,34,85,24,28.24,37034
37,35,108,34,31.48,37035
37,36,74,28,37.84,37036
37,37,91,39,42.86,37037
37,38,110,45,40.91,37038
37,39,85,28,32.94,37039
37,40,118,47,39.83,37040
37,41,87,29,33.33,37041
38,1,46,15,32.61,38001
38,2,54,14,25.93,38002
38,3,34,10,29.41,38003
38,4,69,23,33.33,38004
38,5,70,17,24.29,38005
38,6,56,13,23.21,38006
38,7,70,21,30.0,38007
38,8,48,9,18.75,38008
38,9,68,17,25.0,38009
38,10,44,11,25.0,38010
38,11,57,23,40.35,38011
38,12,66,23,34.85,38012
38,13,73,21,28.77,38013
38,14,80,23,28.75,38014
38,15,34,7,20.59,38015
38,16,50,14,28.0,38016
38,17,72,24,33.33,38017
38,18,59,17,28.81,38018
38,19,74,20,27.03,38019
38,20,58,24,41.38,38020
38,21,38,11,28.95,38021
38,22,56,14,25.0,38022
38,23,134,34,25.37,38023
38,24,58,19,32.76,38024
38,25,44,14,31.82,38025
38,26,61,20,32.79,38026
38,27,46,20,43.48,38027
38,28,65,20,30.77,38028
38,29,50,16,32.0,38029
38,30,46,15,32.61,38030
38,31,65,24,36.92,38031
38,32,58,18,31.03,38032
38,33,63,22,34.92,38033
38,34,101,27,26.73,38034
38,35,100,25,25.0,38035
38,36,42,14,33.33,38036
38,37,54,14,25.93,38037
38,38,50,12,24.0,38038
38,39,87,28,32.18,38039
38,40,57,16,28.07,38040
38,41,71,26,36.62,38041
39,1,57,15,26.32,39001
39,2,94,29,30.85,39002
39,3,60,15,25.0,39003
39,4,61,19,31.15,39004
39,5,45,13,28.89,39005
39,6,47,20,42.55,39006
39,7,52,20,38.46,39007
39,8,64,19,29.69,39008
39,9,70,22,31.43,39009
39,10,21,4,19.05,39010
39,11,71,20,28.17,39011
39,12,66,23,34.85,39012
39,13,44,17,38.64,39013
39,14,32,9,28.13,39014
39,15,65,28,43.08,39015
39,16,33,11,33.33,39016
39,17,58,15,25.86,39017
39,18,44,15,34.09,39018
39,19,67,16,23.88,39019
39,20,74,25,33.78,39020
39,21,48,18,37.5,39021
39,22,30,15,50.0,39022
39,23,56,22,39.29,39023
39,24,72,18,25.0,39024
39,25,45,16,35.56,39025
39,26,51,16,31.37,39026
39,27,26,7,26.92,39027
39,28,107,33,30.84,39028
39,29,44,10,22.73,39029
39,30,58,16,27.59,39030
39,31,62,24,38.71,39031
39,32,67,21,31.34,39032
39,33,42,14,33.33,39033
39,34,72,22,30.56,39034
39,35,56,21,37.5,39035
39,36,36,16,44.44,39036
39,37,88,31,35.23,39037
39,38,36,9,25.0,39038
39,39,14,6,42.86,39039
39,40,49,18,36.73,39040
39,41,59,9,15.25,39041
39,42,89,33,37.08,39042
39,43,66,19,28.79,39043
39,44,44,8,18.18,39044
39,45,73,20,27.4,39045
40,1,41,13,31.71,40001
40,2,49,22,44.9,40002
40,3,47,26,55.32,40003
40,4,40,18,45.0,40004
40,5,70,44,62.86,40005
40,6,53,22,41.51,40006
40,7,81,35,43.21,40007
40,8,39,14,35.9,40008
40,9,79,34,43.04,40009
40,10,57,23,40.35,40010
40,11,86,49,56.98,40011
40,12,25,4,16.0,40012
40,13,49,19,38.78,40013
40,14,50,21,42.0,40014
40,15,58,33,56.9,40015
40,16,55,22,40.0,40016
40,17,60,23,38.33,40017
40,18,39,18,46.15,40018
40,19,88,39,44.32,40019
40,20,61,28,45.9,40020
40,21,49,23,46.94,40021
40,22,44,24,54.55,40022
40,23,75,24,32.0,40023
40,24,49,20,40.82,40024
40,25,56,20,35.71,40025
40,26,59,22,37.29,40026
40,27,85,31,36.47,40027
40,28,69,34,49.28,40028
40,29,94,41,43.62,40029
40,30,100,61,61.0,40030
40,31,55,27,49.09,40031
40,32,50,17,34.0,40032
40,33,48,16,33.33,40033
40,34,53,28,52.83,40034
40,35,51,17,33.33,40035
40,36,46,19,41.3,40036
40,37,61,20,32.79,40037
40,38,57,20,35.09,40038
40,39,11,5,45.45,40039
41,1,54,18,33.33,41001
41,2,89,21,23.6,41002
41,3,58,12,20.69,41003
41,4,89,19,21.35,41004
41,5,76,18,23.68,41005
41,6,83,27,32.53,41006
41,7,57,20,35.09,41007
41,8,55,12,21.82,41008
41,9,65,20,30.77,41009
41,10,75,24,32.0,41010
41,11,70,19,27.14,41011
41,12,74,24,32.43,41012
41,13,44,14,31.82,41013
41,14,69,11,15.94,41014
41,15,81,15,18.52,41015
41,16,79,21,26.58,41016
41,17,88,20,22.73,41017
41,18,42,6,14.29,41018
41,19,72,17,23.61,41019
41,20,83,15,18.07,41020
41,21,74,18,24.32,41021
41,22,75,16,21.33,41022
41,23,63,12,19.05,41023
41,24,57,12,21.05,41024
41,25,38,9,23.68,41025
41,26,71,19,26.76,41026
41,27,47,16,34.04,41027
41,28,53,14,26.42,41028
41,29,29,10,34.48,41029
41,30,58,20,34.48,41030
41,31,109,22,20.18,41031
41,32,49,13,26.53,41032
41,33,56,12,21.43,41033
41,34,55,8,14.55,41034
41,35,80,15,18.75,41035
41,36,58,13,22.41,41036
41,37,60,18,30.0,41037
41,38,57,12,21.05,41038
41,39,73,21,28.77,41039
41,40,67,11,16.42,41040
41,41,52,10,19.23,41041
41,42,58,9,15.52,41042
41,43,61,13,21.31,41043
41,44,65,11,16.92,41044
41,45,55,21,38.18,41045
41,46,95,21,22.11,41046
41,47,81,28,34.57,41047
42,1,86,27,31.4,42001
42,2,34,13,38.24,42002
42,3,28,5,17.86,42003
42,4,56,16,28.57,42004
42,5,21,6,28.57,42005
42,6,137,41,29.93,42006
42,7,55,17,30.91,42007
42,8,64,21,32.81,42008
42,9,50,14,28.0,42009
42,10,33,10,30.3,42010
42,11,62,11,17.74,42011
42,12,35,10,28.57,42012
42,13,115,28,24.35,42013
42,14,24,6,25.0,42014
42,15,14,5,35.71,42015
42,16,38,10,26.32,42016
42,17,29,10,34.48,42017
42,18,35,8,22.86,42018
42,19,60,13,21.67,42019
42,20,16,7,43.75,42020
42,21,21,6,28.57,42021
42,22,23,4,17.39,42022
42,23,19,4,21.05,42023
42,24,50,19,38.0,42024
42,25,46,14,30.43,42025
42,26,49,12,24.49,42026
42,27,44,14,31.82,42027
42,28,101,28,27.72,42028
42,29,27,12,44.44,42029
42,30,69,23,33.33,42030
42,31,39,9,23.08,42031
42,32,18,3,16.67,42032
42,33,35,9,25.71,42033
42,34,53,21,39.62,42034
42,35,92,29,31.52,42035
42,36,30,10,33.33,42036
42,37,13,5,38.46,42037
42,38,24,7,29.17,42038
42,39,23,7,30.43,42039
42,40,22,6,27.27,42040
42,41,33,12,36.36,42041
42,42,33,9,27.27,42042
43,1,36,12,33.33,43001
43,2,27,9,33.33,43002
43,3,39,20,51.28,43003
43,4,30,10,33.33,43004
43,5,32,15,46.88,43005
43,6,21,11,52.38,43006
43,7,60,27,45.0,43007
43,8,39,11,28.21,43008
43,9,76,31,40.79,43009
43,10,40,15,37.5,43010
43,11,36,15,41.67,43011
43,12,27,10,37.04,43012
43,13,63,24,38.1,43013
43,14,40,10,25.0,43014
43,15,44,15,34.09,43015
43,16,33,12,36.36,43016
43,17,31,12,38.71,43017
43,18,38,15,39.47,43018
43,19,44,23,52.27,43019
43,20,52,19,36.54,43020
43,21,46,17,36.96,43021
43,22,34,11,32.35,43022
43,23,26,6,23.08,43023
43,24,46,22,47.83,43024
43,25,64,20,31.25,43025
43,26,42,12,28.57,43026
43,27,37,16,43.24,43027
43,28,51,17,33.33,43028
43,29,37,17,45.95,43029
43,30,37,14,37.84,43030
43,31,85,25,29.41,43031
43,32,55,18,32.73,43032
43,33,68,27,39.71,43033
43,34,53,18,33.96,43034
43,35,83,17,20.48,43035
43,36,18,7,38.89,43036
43,37,35,9,25.71,43037
43,38,42,18,42.86,43038
43,39,35,10,28.57,43039
43,40,22,7,31.82,43040
43,41,73,33,45.21,43041
43,42,31,11,35.48,43042
43,43,56,28,50.0,43043
43,44,54,19,35.19,43044
43,45,37,16,43.24,43045
43,46,16,3,18.75,43046
44,1,87,33,37.93,44001
44,2,38,15,39.47,44002
44,3,67,18,26.87,44003
44,4,85,27,31.76,44004
44,5,32,13,40.63,44005
44,6,35,15,42.86,44006
44,7,49,15,30.61,44007
44,8,45,13,28.89,44008
44,9,11,5,45.45,44009
44,10,20,8,40.0,44010
44,11,39,11,28.21,44011
44,12,52,12,23.08,44012
44,13,16,6,37.5,44013
44,14,25,7,28.0,44014
44,15,49,22,44.9,44015
44,16,41,13,31.71,44016
44,17,69,25,36.23,44017
44,18,37,11,29.73,44018
44,19,49,16,32.65,44019
44,20,15,6,40.0,44020
44,21,29,10,34.48,44021
44,22,53,15,28.3,44022
44,23,29,10,34.48,44023
44,24,71,30,42.25,44024
44,25,25,10,40.0,44025
44,26,38,13,34.21,44026
44,27,40,16,40.0,44027
44,28,55,19,34.55,44028
44,29,34,11,32.35,44029
44,30,35,8,22.86,44030
44,31,30,14,46.67,44031
44,32,43,20,46.51,44032
44,33,36,14,38.89,44033
44,34,76,26,34.21,44034
44,35,101,42,41.58,44035
44,36,20,8,40.0,44036
44,37,52,26,50.0,44037
44,38,21,7,33.33,44038
44,39,22,9,40.91,44039
44,40,33,14,42.42,44040
44,41,65,16,24.62,44041
45,1,61,17,27.87,45001
45,2,86,28,32.56,45002
45,3,80,32,40.0,45003
45,4,111,38,34.23,45004
45,5,106,35,33.02,45005
45,6,121,33,27.27,45006
45,7,115,37,32.17,45007
45,8,99,26,26.26,45008
45,9,128,45,35.16,45009
45,10,113,22,19.47,45010
45,11,90,28,31.11,45011
45,12,68,21,30.88,45012
45,13,54,26,48.15,45013
45,14,84,26,30.95,45014
45,15,104,34,32.69,45015
45,16,65,19,29.23,45016
45,17,70,24,34.29,45017
45,18,73,24,32.88,45018
45,19,30,10,33.33,45019
45,20,43,11,25.58,45020
45,21,54,23,42.59,45021
45,22,66,20,30.3,45022
45,23,64,18,28.13,45023
45,24,55,13,23.64,45024
45,25,49,14,28.57,45025
45,26,38,7,18.42,45026
45,27,65,15,23.08,45027
45,28,42,14,33.33,45028
45,29,39,9,23.08,45029
45,30,54,16,29.63,45030
45,31,57,20,35.09,45031
45,32,48,14,29.17,45032
45,33,40,10,25.0,45033
45,34,61,16,26.23,45034
45,35,67,28,41.79,45035
45,36,71,26,36.62,45036
45,37,50,16,32.0,45037
45,38,40,18,45.0,45038
45,39,55,19,34.55,45039
45,40,58,21,36.21,45040
45,41,41,16,39.02,45041
