ward,precinct,total,Cynthia M. Santos,Cynthia M. Santos Percent,Frank Avila,Frank Avila Percent,Timothy ''Tim'' Bradford,Timothy ''Tim'' Bradford Percent,Josina Morita,Josina Morita Percent,Tom Courtney,Tom Courtney Percent,Adam Miguest,Adam Miguest Percent,John S. Xydakis,John S. Xydakis Percent,Frank Edward Gardner,Frank Edward Gardner Percent,Kathleen Mary O'Reilley,Kathleen Mary O'Reilley Percent,Brendan Francis Houlihan,Brendan Francis Houlihan Percent,precinct_id
13,10,269,47,17.47,54,20.07,30,11.15,28,10.41,19,7.06,8,2.97,11,4.09,15,5.58,34,12.64,23,8.55,13010
13,11,417,44,10.55,100,23.98,72,17.27,72,17.27,22,5.28,3,0.72,13,3.12,10,2.4,49,11.75,32,7.67,13011
13,12,177,26,14.69,40,22.6,29,16.38,24,13.56,7,3.95,6,3.39,4,2.26,6,3.39,20,11.3,15,8.47,13012
13,13,482,30,6.22,145,30.08,124,25.73,120,24.9,11,2.28,3,0.62,4,0.83,6,1.24,28,5.81,11,2.28,13013
13,14,226,27,11.95,57,25.22,38,16.81,30,13.27,11,4.87,6,2.65,4,1.77,11,4.87,26,11.5,16,7.08,13014
13,15,374,55,14.71,95,25.4,63,16.84,65,17.38,16,4.28,4,1.07,3,0.8,13,3.48,37,9.89,23,6.15,13015
13,16,245,30,12.24,76,31.02,52,21.22,47,19.18,7,2.86,2,0.82,1,0.41,2,0.82,20,8.16,8,3.27,13016
13,17,293,43,14.68,76,25.94,52,17.75,45,15.36,11,3.75,3,1.02,5,1.71,6,2.05,33,11.26,19,6.48,13017
13,18,205,38,18.54,37,18.05,23,11.22,17,8.29,14,6.83,8,3.9,10,4.88,7,3.41,33,16.1,18,8.78,13018
13,19,283,35,12.37,74,26.15,56,19.79,55,19.43,9,3.18,5,1.77,6,2.12,9,3.18,22,7.77,12,4.24,13019
13,20,202,27,13.37,39,19.31,33,16.34,25,12.38,14,6.93,2,0.99,8,3.96,3,1.49,29,14.36,22,10.89,13020
13,21,438,72,16.44,87,19.86,67,15.3,54,12.33,32,7.31,9,2.05,14,3.2,11,2.51,60,13.7,32,7.31,13021
13,22,255,48,18.82,53,20.78,29,11.37,20,7.84,20,7.84,4,1.57,9,3.53,9,3.53,42,16.47,21,8.24,13022
13,23,248,33,13.31,65,26.21,47,18.95,56,22.58,8,3.23,5,2.02,5,2.02,8,3.23,14,5.65,7,2.82,13023
13,24,250,37,14.8,67,26.8,33,13.2,44,17.6,11,4.4,4,1.6,4,1.6,9,3.6,29,11.6,12,4.8,13024
13,25,297,47,15.82,76,25.59,47,15.82,48,16.16,16,5.39,7,2.36,10,3.37,7,2.36,25,8.42,14,4.71,13025
13,26,341,25,7.33,105,30.79,88,25.81,78,22.87,5,1.47,1,0.29,5,1.47,4,1.17,22,6.45,8,2.35,13026
13,27,348,41,11.78,93,26.72,58,16.67,54,15.52,21,6.03,7,2.01,10,2.87,9,2.59,39,11.21,16,4.6,13027
13,28,157,24,15.29,40,25.48,23,14.65,26,16.56,6,3.82,2,1.27,5,3.18,7,4.46,14,8.92,10,6.37,13028
13,29,211,34,16.11,56,26.54,35,16.59,33,15.64,9,4.27,3,1.42,3,1.42,2,0.95,21,9.95,15,7.11,13029
13,30,210,44,20.95,53,25.24,40,19.05,45,21.43,4,1.9,3,1.43,1,0.48,2,0.95,11,5.24,7,3.33,13030
13,31,267,46,17.23,48,17.98,34,12.73,31,11.61,20,7.49,6,2.25,8,3.0,6,2.25,38,14.23,30,11.24,13031
13,32,271,47,17.34,46,16.97,30,11.07,19,7.01,24,8.86,4,1.48,7,2.58,9,3.32,52,19.19,33,12.18,13032
13,33,221,37,16.74,44,19.91,33,14.93,21,9.5,15,6.79,7,3.17,10,4.52,9,4.07,23,10.41,22,9.95,13033
13,34,473,33,6.98,137,28.96,123,26.0,118,24.95,14,2.96,4,0.85,6,1.27,6,1.27,21,4.44,11,2.33,13034
13,35,362,47,12.98,94,25.97,67,18.51,70,19.34,13,3.59,9,2.49,9,2.49,8,2.21,29,8.01,16,4.42,13035
13,36,120,19,15.83,34,28.33,19,15.83,17,14.17,6,5.0,1,0.83,0,0.0,4,3.33,13,10.83,7,5.83,13036
13,37,416,59,14.18,105,25.24,77,18.51,73,17.55,13,3.13,9,2.16,7,1.68,19,4.57,35,8.41,19,4.57,13037
13,38,299,40,13.38,61,20.4,42,14.05,29,9.7,23,7.69,6,2.01,9,3.01,10,3.34,48,16.05,31,10.37,13038
13,39,309,40,12.94,84,27.18,61,19.74,64,20.71,16,5.18,8,2.59,3,0.97,4,1.29,21,6.8,8,2.59,13039
13,40,288,43,14.93,83,28.82,46,15.97,45,15.63,12,4.17,7,2.43,5,1.74,10,3.47,26,9.03,11,3.82,13040
13,41,379,36,9.5,114,30.08,90,23.75,90,23.75,9,2.37,4,1.06,5,1.32,2,0.53,16,4.22,13,3.43,13041
13,42,240,36,15.0,40,16.67,36,15.0,26,10.83,13,5.42,6,2.5,7,2.92,10,4.17,37,15.42,29,12.08,13042
13,43,397,34,8.56,109,27.46,80,20.15,69,17.38,18,4.53,7,1.76,5,1.26,15,3.78,39,9.82,21,5.29,13043
13,44,659,53,8.04,198,30.05,170,25.8,162,24.58,17,2.58,5,0.76,4,0.61,11,1.67,28,4.25,11,1.67,13044
13,45,426,33,7.75,115,27.0,89,20.89,87,20.42,15,3.52,3,0.7,8,1.88,6,1.41,38,8.92,32,7.51,13045
13,46,257,47,18.29,65,25.29,25,9.73,39,15.18,16,6.23,7,2.72,5,1.95,9,3.5,25,9.73,19,7.39,13046
13,47,225,40,17.78,57,25.33,39,17.33,41,18.22,9,4.0,6,2.67,2,0.89,5,2.22,19,8.44,7,3.11,13047
13,48,331,33,9.97,88,26.59,64,19.34,59,17.82,22,6.65,6,1.81,7,2.11,7,2.11,28,8.46,17,5.14,13048
14,1,268,48,17.91,47,17.54,42,15.67,26,9.7,18,6.72,2,0.75,7,2.61,7,2.61,45,16.79,26,9.7,14001
14,2,371,54,14.56,84,22.64,61,16.44,59,15.9,17,4.58,8,2.16,9,2.43,13,3.5,46,12.4,20,5.39,14002
14,3,145,25,17.24,40,27.59,21,14.48,33,22.76,4,2.76,6,4.14,3,2.07,4,2.76,7,4.83,2,1.38,14003
14,4,208,31,14.9,41,19.71,30,14.42,30,14.42,8,3.85,4,1.92,3,1.44,5,2.4,33,15.87,23,11.06,14004
14,5,285,40,14.04,77,27.02,63,22.11,68,23.86,3,1.05,5,1.75,2,0.7,5,1.75,14,4.91,8,2.81,14005
14,6,116,16,13.79,33,28.45,23,19.83,29,25.0,2,1.72,2,1.72,1,0.86,2,1.72,6,5.17,2,1.72,14006
14,7,174,32,18.39,41,23.56,25,14.37,24,13.79,9,5.17,8,4.6,1,0.57,8,4.6,18,10.34,8,4.6,14007
14,8,137,32,23.36,31,22.63,17,12.41,24,17.52,8,5.84,3,2.19,2,1.46,5,3.65,11,8.03,4,2.92,14008
14,9,201,35,17.41,39,19.4,25,12.44,31,15.42,10,4.98,3,1.49,10,4.98,5,2.49,29,14.43,14,6.97,14009
14,10,143,22,15.38,34,23.78,24,16.78,23,16.08,8,5.59,1,0.7,2,1.4,3,2.1,17,11.89,9,6.29,14010
14,11,187,22,11.76,53,28.34,45,24.06,46,24.6,4,2.14,3,1.6,1,0.53,3,1.6,8,4.28,2,1.07,14011
14,12,186,35,18.82,31,16.67,25,13.44,33,17.74,14,7.53,6,3.23,5,2.69,6,3.23,21,11.29,10,5.38,14012
14,13,181,31,17.13,42,23.2,30,16.57,34,18.78,12,6.63,3,1.66,2,1.1,7,3.87,13,7.18,7,3.87,14013
14,14,176,29,16.48,39,22.16,30,17.05,33,18.75,11,6.25,4,2.27,2,1.14,7,3.98,14,7.95,7,3.98,14014
14,15,255,29,11.37,68,26.67,56,21.96,59,23.14,9,3.53,2,0.78,6,2.35,6,2.35,12,4.71,8,3.14,14015
14,16,151,25,16.56,37,24.5,23,15.23,28,18.54,8,5.3,5,3.31,1,0.66,5,3.31,14,9.27,5,3.31,14016
14,17,174,22,12.64,46,26.44,39,22.41,50,28.74,1,0.57,1,0.57,2,1.15,3,1.72,10,5.75,0,0.0,14017
14,18,79,10,12.66,23,29.11,13,16.46,14,17.72,6,7.59,1,1.27,0,0.0,2,2.53,4,5.06,6,7.59,14018
14,19,104,14,13.46,21,20.19,19,18.27,16,15.38,7,6.73,1,0.96,3,2.88,5,4.81,15,14.42,3,2.88,14019
14,20,135,21,15.56,36,26.67,23,17.04,28,20.74,4,2.96,2,1.48,1,0.74,6,4.44,10,7.41,4,2.96,14020
14,21,229,29,12.66,59,25.76,52,22.71,58,25.33,5,2.18,4,1.75,2,0.87,3,1.31,10,4.37,7,3.06,14021
14,22,215,38,17.67,43,20.0,33,15.35,30,13.95,17,7.91,5,2.33,4,1.86,12,5.58,23,10.7,10,4.65,14022
14,23,281,37,13.17,69,24.56,49,17.44,44,15.66,20,7.12,7,2.49,10,3.56,17,6.05,20,7.12,8,2.85,14023
14,24,351,37,10.54,80,22.79,70,19.94,61,17.38,16,4.56,7,1.99,6,1.71,15,4.27,36,10.26,23,6.55,14024
14,25,163,22,13.5,35,21.47,31,19.02,30,18.4,9,5.52,3,1.84,6,3.68,5,3.07,17,10.43,5,3.07,14025
14,26,121,20,16.53,32,26.45,22,18.18,21,17.36,3,2.48,2,1.65,0,0.0,4,3.31,13,10.74,4,3.31,14026
14,27,212,30,14.15,47,22.17,37,17.45,45,21.23,8,3.77,3,1.42,3,1.42,4,1.89,24,11.32,11,5.19,14027
14,28,131,22,16.79,24,18.32,22,16.79,19,14.5,7,5.34,2,1.53,1,0.76,8,6.11,19,14.5,7,5.34,14028
14,29,227,34,14.98,57,25.11,48,21.15,40,17.62,7,3.08,6,2.64,5,2.2,8,3.52,11,4.85,11,4.85,14029
14,30,64,10,15.63,17,26.56,14,21.88,12,18.75,0,0.0,0,0.0,2,3.13,0,0.0,7,10.94,2,3.13,14030
14,31,90,25,27.78,21,23.33,7,7.78,13,14.44,6,6.67,5,5.56,0,0.0,1,1.11,9,10.0,3,3.33,14031
15,1,116,35,30.17,36,31.03,12,10.34,18,15.52,5,4.31,2,1.72,0,0.0,1,0.86,6,5.17,1,0.86,15001
15,2,93,25,26.88,17,18.28,21,22.58,4,4.3,9,9.68,2,2.15,1,1.08,4,4.3,7,7.53,3,3.23,15002
15,3,168,31,18.45,27,16.07,39,23.21,16,9.52,9,5.36,4,2.38,0,0.0,17,10.12,18,10.71,7,4.17,15003
15,4,87,26,29.89,15,17.24,4,4.6,12,13.79,4,4.6,1,1.15,2,2.3,7,8.05,13,14.94,3,3.45,15004
15,5,114,29,25.44,23,20.18,17,14.91,14,12.28,2,1.75,4,3.51,6,5.26,3,2.63,12,10.53,4,3.51,15005
15,6,145,42,28.97,33,22.76,15,10.34,21,14.48,5,3.45,4,2.76,3,2.07,3,2.07,9,6.21,10,6.9,15006
15,7,128,29,22.66,18,14.06,24,18.75,8,6.25,11,8.59,4,3.13,3,2.34,13,10.16,13,10.16,5,3.91,15007
15,8,65,19,29.23,12,18.46,8,12.31,9,13.85,1,1.54,2,3.08,3,4.62,0,0.0,6,9.23,5,7.69,15008
15,9,136,32,23.53,25,18.38,13,9.56,21,15.44,6,4.41,4,2.94,3,2.21,5,3.68,15,11.03,12,8.82,15009
15,10,209,41,19.62,47,22.49,18,8.61,28,13.4,9,4.31,9,4.31,9,4.31,12,5.74,19,9.09,17,8.13,15010
15,11,150,35,23.33,32,21.33,20,13.33,17,11.33,11,7.33,2,1.33,6,4.0,4,2.67,14,9.33,9,6.0,15011
15,12,206,54,26.21,38,18.45,17,8.25,32,15.53,10,4.85,3,1.46,7,3.4,10,4.85,28,13.59,7,3.4,15012
15,13,80,22,27.5,18,22.5,9,11.25,17,21.25,2,2.5,2,2.5,3,3.75,1,1.25,3,3.75,3,3.75,15013
15,14,34,11,32.35,8,23.53,2,5.88,6,17.65,0,0.0,1,2.94,0,0.0,3,8.82,3,8.82,0,0.0,15014
15,15,56,20,35.71,14,25.0,4,7.14,10,17.86,2,3.57,1,1.79,0,0.0,1,1.79,2,3.57,2,3.57,15015
15,16,110,31,28.18,25,22.73,15,13.64,9,8.18,5,4.55,3,2.73,0,0.0,4,3.64,13,11.82,5,4.55,15016
15,17,131,26,19.85,26,19.85,28,21.37,11,8.4,9,6.87,3,2.29,5,3.82,11,8.4,8,6.11,4,3.05,15017
15,18,138,30,21.74,20,14.49,38,27.54,11,7.97,5,3.62,6,4.35,2,1.45,7,5.07,14,10.14,5,3.62,15018
15,19,198,42,21.21,42,21.21,43,21.72,18,9.09,12,6.06,3,1.52,3,1.52,15,7.58,16,8.08,4,2.02,15019
15,20,157,34,21.66,27,17.2,31,19.75,19,12.1,9,5.73,6,3.82,1,0.64,11,7.01,12,7.64,7,4.46,15020
15,21,142,26,18.31,24,16.9,31,21.83,16,11.27,7,4.93,3,2.11,3,2.11,16,11.27,8,5.63,8,5.63,15021
15,22,144,35,24.31,19,13.19,32,22.22,13,9.03,7,4.86,5,3.47,1,0.69,12,8.33,16,11.11,4,2.78,15022
15,23,152,35,23.03,32,21.05,31,20.39,16,10.53,6,3.95,2,1.32,1,0.66,14,9.21,11,7.24,4,2.63,15023
15,24,148,32,21.62,20,13.51,35,23.65,7,4.73,12,8.11,7,4.73,2,1.35,17,11.49,12,8.11,4,2.7,15024
16,1,105,26,24.76,28,26.67,12,11.43,14,13.33,1,0.95,7,6.67,0,0.0,6,5.71,8,7.62,3,2.86,16001
16,2,121,23,19.01,14,11.57,23,19.01,11,9.09,10,8.26,7,5.79,1,0.83,14,11.57,14,11.57,4,3.31,16002
16,3,136,27,19.85,17,12.5,25,18.38,13,9.56,9,6.62,7,5.15,0,0.0,17,12.5,16,11.76,5,3.68,16003
16,4,141,28,19.86,14,9.93,34,24.11,9,6.38,16,11.35,4,2.84,1,0.71,17,12.06,15,10.64,3,2.13,16004
16,5,119,21,17.65,13,10.92,21,17.65,7,5.88,12,10.08,10,8.4,1,0.84,20,16.81,11,9.24,3,2.52,16005
16,6,138,29,21.01,19,13.77,26,18.84,8,5.8,13,9.42,7,5.07,0,0.0,20,14.49,9,6.52,7,5.07,16006
16,7,131,28,21.37,16,12.21,27,20.61,13,9.92,8,6.11,2,1.53,2,1.53,15,11.45,12,9.16,8,6.11,16007
16,8,63,16,25.4,12,19.05,9,14.29,5,7.94,5,7.94,1,1.59,0,0.0,6,9.52,7,11.11,2,3.17,16008
16,9,206,44,21.36,22,10.68,47,22.82,13,6.31,15,7.28,6,2.91,4,1.94,31,15.05,20,9.71,4,1.94,16009
16,10,174,34,19.54,25,14.37,41,23.56,19,10.92,11,6.32,8,4.6,0,0.0,15,8.62,16,9.2,5,2.87,16010
16,11,108,21,19.44,13,12.04,25,23.15,6,5.56,12,11.11,4,3.7,3,2.78,11,10.19,9,8.33,4,3.7,16011
16,12,98,21,21.43,15,15.31,18,18.37,14,14.29,7,7.14,1,1.02,4,4.08,8,8.16,6,6.12,4,4.08,16012
16,13,92,21,22.83,13,14.13,15,16.3,6,6.52,6,6.52,3,3.26,1,1.09,8,8.7,12,13.04,7,7.61,16013
16,14,121,27,22.31,16,13.22,20,16.53,10,8.26,9,7.44,6,4.96,2,1.65,15,12.4,11,9.09,5,4.13,16014
16,15,168,36,21.43,27,16.07,33,19.64,12,7.14,14,8.33,5,2.98,3,1.79,20,11.9,13,7.74,5,2.98,16015
16,16,178,32,17.98,29,16.29,39,21.91,14,7.87,14,7.87,8,4.49,2,1.12,18,10.11,17,9.55,5,2.81,16016
16,17,123,25,20.33,20,16.26,21,17.07,17,13.82,6,4.88,7,5.69,3,2.44,8,6.5,11,8.94,5,4.07,16017
16,18,171,38,22.22,28,16.37,31,18.13,13,7.6,17,9.94,5,2.92,3,1.75,13,7.6,14,8.19,9,5.26,16018
16,19,104,21,20.19,13,12.5,21,20.19,7,6.73,10,9.62,1,0.96,1,0.96,11,10.58,15,14.42,4,3.85,16019
16,20,124,27,21.77,18,14.52,15,12.1,13,10.48,12,9.68,4,3.23,2,1.61,15,12.1,13,10.48,5,4.03,16020
16,21,102,23,22.55,9,8.82,18,17.65,5,4.9,9,8.82,5,4.9,1,0.98,17,16.67,11,10.78,4,3.92,16021
16,22,87,24,27.59,14,16.09,12,13.79,4,4.6,9,10.34,3,3.45,0,0.0,8,9.2,10,11.49,3,3.45,16022
16,23,65,15,23.08,14,21.54,8,12.31,11,16.92,3,4.62,5,7.69,0,0.0,3,4.62,4,6.15,2,3.08,16023
16,24,100,23,23.0,14,14.0,17,17.0,9,9.0,11,11.0,5,5.0,0,0.0,5,5.0,15,15.0,1,1.0,16024
16,25,163,38,23.31,20,12.27,34,20.86,15,9.2,9,5.52,7,4.29,2,1.23,12,7.36,18,11.04,8,4.91,16025
16,26,152,32,21.05,20,13.16,27,17.76,15,9.87,18,11.84,6,3.95,2,1.32,15,9.87,13,8.55,4,2.63,16026
16,27,137,26,18.98,20,14.6,36,26.28,21,15.33,4,2.92,1,0.73,2,1.46,15,10.95,11,8.03,1,0.73,16027
16,28,174,31,17.82,20,11.49,41,23.56,14,8.05,17,9.77,6,3.45,2,1.15,20,11.49,20,11.49,3,1.72,16028
16,29,104,27,25.96,13,12.5,16,15.38,8,7.69,10,9.62,3,2.88,0,0.0,13,12.5,13,12.5,1,0.96,16029
16,30,134,22,16.42,20,14.93,32,23.88,19,14.18,6,4.48,8,5.97,0,0.0,10,7.46,15,11.19,2,1.49,16030
16,31,190,38,20.0,16,8.42,42,22.11,14,7.37,11,5.79,10,5.26,2,1.05,28,14.74,20,10.53,9,4.74,16031
16,32,73,20,27.4,18,24.66,5,6.85,11,15.07,3,4.11,0,0.0,1,1.37,4,5.48,9,12.33,2,2.74,16032
16,33,127,27,21.26,13,10.24,27,21.26,14,11.02,9,7.09,6,4.72,4,3.15,14,11.02,10,7.87,3,2.36,16033
16,34,152,25,16.45,20,13.16,31,20.39,16,10.53,9,5.92,6,3.95,4,2.63,22,14.47,12,7.89,7,4.61,16034
16,35,102,24,23.53,14,13.73,20,19.61,10,9.8,4,3.92,0,0.0,4,3.92,6,5.88,18,17.65,2,1.96,16035
16,36,137,23,16.79,28,20.44,30,21.9,16,11.68,8,5.84,5,3.65,3,2.19,8,5.84,12,8.76,4,2.92,16036
17,1,125,26,20.8,18,14.4,17,13.6,11,8.8,13,10.4,6,4.8,4,3.2,9,7.2,15,12.0,6,4.8,17001
17,2,161,34,21.12,22,13.66,28,17.39,20,12.42,10,6.21,5,3.11,0,0.0,19,11.8,19,11.8,4,2.48,17002
17,3,147,28,19.05,24,16.33,24,16.33,18,12.24,12,8.16,6,4.08,1,0.68,15,10.2,14,9.52,5,3.4,17003
17,4,240,38,15.83,38,15.83,58,24.17,34,14.17,8,3.33,4,1.67,2,0.83,29,12.08,24,10.0,5,2.08,17004
17,5,188,42,22.34,20,10.64,39,20.74,20,10.64,11,5.85,5,2.66,5,2.66,20,10.64,18,9.57,8,4.26,17005
17,6,108,22,20.37,13,12.04,17,15.74,7,6.48,12,11.11,2,1.85,2,1.85,13,12.04,11,10.19,9,8.33,17006
17,7,77,19,24.68,12,15.58,14,18.18,7,9.09,5,6.49,2,2.6,2,2.6,6,7.79,8,10.39,2,2.6,17007
17,8,191,38,19.9,27,14.14,31,16.23,14,7.33,12,6.28,6,3.14,4,2.09,27,14.14,26,13.61,6,3.14,17008
17,9,198,35,17.68,24,12.12,42,21.21,21,10.61,12,6.06,7,3.54,4,2.02,25,12.63,21,10.61,7,3.54,17009
17,10,213,40,18.78,35,16.43,43,20.19,21,9.86,18,8.45,6,2.82,4,1.88,23,10.8,16,7.51,7,3.29,17010
17,11,204,42,20.59,26,12.75,38,18.63,21,10.29,10,4.9,7,3.43,3,1.47,21,10.29,28,13.73,8,3.92,17011
17,12,123,26,21.14,13,10.57,22,17.89,13,10.57,13,10.57,2,1.63,1,0.81,12,9.76,17,13.82,4,3.25,17012
17,13,133,25,18.8,21,15.79,25,18.8,15,11.28,2,1.5,3,2.26,1,0.75,13,9.77,20,15.04,8,6.02,17013
17,14,156,31,19.87,26,16.67,22,14.1,19,12.18,17,10.9,1,0.64,2,1.28,10,6.41,22,14.1,6,3.85,17014
17,15,207,36,17.39,29,14.01,45,21.74,26,12.56,11,5.31,3,1.45,4,1.93,25,12.08,17,8.21,11,5.31,17015
17,16,139,21,15.11,24,17.27,26,18.71,21,15.11,9,6.47,5,3.6,3,2.16,10,7.19,13,9.35,7,5.04,17016
17,17,156,23,14.74,29,18.59,35,22.44,23,14.74,8,5.13,5,3.21,3,1.92,11,7.05,16,10.26,3,1.92,17017
17,18,275,43,15.64,47,17.09,60,21.82,37,13.45,15,5.45,9,3.27,2,0.73,32,11.64,24,8.73,6,2.18,17018
17,19,127,26,20.47,16,12.6,23,18.11,10,7.87,11,8.66,6,4.72,2,1.57,12,9.45,15,11.81,6,4.72,17019
17,20,340,57,16.76,53,15.59,68,20.0,39,11.47,20,5.88,9,2.65,5,1.47,49,14.41,31,9.12,9,2.65,17020
17,21,353,64,18.13,53,15.01,78,22.1,44,12.46,20,5.67,7,1.98,2,0.57,49,13.88,25,7.08,11,3.12,17021
17,22,233,47,20.17,30,12.88,40,17.17,20,8.58,19,8.15,8,3.43,3,1.29,34,14.59,22,9.44,10,4.29,17022
17,23,181,30,16.57,26,14.36,38,20.99,23,12.71,12,6.63,4,2.21,2,1.1,19,10.5,17,9.39,10,5.52,17023
17,24,299,54,18.06,37,12.37,69,23.08,33,11.04,23,7.69,7,2.34,4,1.34,28,9.36,32,10.7,12,4.01,17024
17,25,138,26,18.84,22,15.94,20,14.49,18,13.04,14,10.14,4,2.9,1,0.72,14,10.14,17,12.32,2,1.45,17025
17,26,252,44,17.46,44,17.46,52,20.63,34,13.49,15,5.95,7,2.78,1,0.4,23,9.13,23,9.13,9,3.57,17026
17,27,208,46,22.12,37,17.79,45,21.63,24,11.54,10,4.81,6,2.88,0,0.0,18,8.65,19,9.13,3,1.44,17027
17,28,141,25,17.73,27,19.15,28,19.86,20,14.18,9,6.38,2,1.42,0,0.0,16,11.35,11,7.8,3,2.13,17028
17,29,242,49,20.25,32,13.22,49,20.25,32,13.22,6,2.48,9,3.72,3,1.24,23,9.5,28,11.57,11,4.55,17029
17,30,76,9,11.84,19,25.0,14,18.42,13,17.11,6,7.89,1,1.32,0,0.0,5,6.58,6,7.89,3,3.95,17030
17,31,139,30,21.58,19,13.67,36,25.9,7,5.04,9,6.47,6,4.32,1,0.72,18,12.95,8,5.76,5,3.6,17031
17,32,128,21,16.41,21,16.41,25,19.53,16,12.5,11,8.59,2,1.56,1,0.78,13,10.16,12,9.38,6,4.69,17032
17,33,135,22,16.3,23,17.04,31,22.96,16,11.85,10,7.41,2,1.48,0,0.0,12,8.89,13,9.63,6,4.44,17033
17,34,157,22,14.01,24,15.29,36,22.93,17,10.83,14,8.92,3,1.91,1,0.64,23,14.65,11,7.01,6,3.82,17034
17,35,163,26,15.95,32,19.63,34,20.86,18,11.04,14,8.59,5,3.07,3,1.84,17,10.43,11,6.75,3,1.84,17035
17,36,267,46,17.23,49,18.35,65,24.34,32,11.99,11,4.12,5,1.87,2,0.75,21,7.87,27,10.11,9,3.37,17036
17,37,203,36,17.73,25,12.32,47,23.15,26,12.81,16,7.88,2,0.99,3,1.48,27,13.3,15,7.39,6,2.96,17037
17,38,213,41,19.25,29,13.62,41,19.25,29,13.62,16,7.51,5,2.35,4,1.88,16,7.51,24,11.27,8,3.76,17038
17,39,210,40,19.05,37,17.62,34,16.19,24,11.43,11,5.24,6,2.86,0,0.0,26,12.38,24,11.43,8,3.81,17039
17,40,253,41,16.21,39,15.42,58,22.92,33,13.04,20,7.91,6,2.37,2,0.79,26,10.28,21,8.3,7,2.77,17040
17,41,252,44,17.46,41,16.27,56,22.22,32,12.7,14,5.56,4,1.59,2,0.79,27,10.71,24,9.52,8,3.17,17041
18,1,169,35,20.71,26,15.38,30,17.75,19,11.24,13,7.69,7,4.14,1,0.59,14,8.28,16,9.47,8,4.73,18001
18,2,108,16,14.81,14,12.96,22,20.37,13,12.04,12,11.11,4,3.7,1,0.93,9,8.33,11,10.19,6,5.56,18002
18,3,157,24,15.29,34,21.66,25,15.92,14,8.92,10,6.37,2,1.27,5,3.18,6,3.82,22,14.01,15,9.55,18003
18,4,281,63,22.42,45,16.01,56,19.93,26,9.25,19,6.76,9,3.2,0,0.0,28,9.96,22,7.83,13,4.63,18004
18,5,154,22,14.29,29,18.83,37,24.03,24,15.58,8,5.19,7,4.55,0,0.0,11,7.14,9,5.84,7,4.55,18005
18,6,147,22,14.97,21,14.29,18,12.24,14,9.52,14,9.52,5,3.4,2,1.36,9,6.12,25,17.01,17,11.56,18006
18,7,183,32,17.49,25,13.66,30,16.39,20,10.93,14,7.65,6,3.28,5,2.73,14,7.65,25,13.66,12,6.56,18007
18,8,300,65,21.67,50,16.67,68,22.67,26,8.67,19,6.33,8,2.67,4,1.33,30,10.0,18,6.0,12,4.0,18008
18,9,327,55,16.82,66,20.18,68,20.8,40,12.23,16,4.89,11,3.36,1,0.31,33,10.09,26,7.95,11,3.36,18009
18,10,431,67,15.55,75,17.4,96,22.27,43,9.98,30,6.96,15,3.48,4,0.93,58,13.46,27,6.26,16,3.71,18010
18,11,164,29,17.68,31,18.9,27,16.46,22,13.41,10,6.1,4,2.44,2,1.22,13,7.93,17,10.37,9,5.49,18011
18,12,249,47,18.88,41,16.47,49,19.68,25,10.04,16,6.43,12,4.82,0,0.0,29,11.65,22,8.84,8,3.21,18012
18,13,197,38,19.29,27,13.71,37,18.78,16,8.12,22,11.17,12,6.09,1,0.51,20,10.15,16,8.12,8,4.06,18013
18,14,241,44,18.26,33,13.69,44,18.26,22,9.13,24,9.96,13,5.39,2,0.83,31,12.86,19,7.88,9,3.73,18014
18,15,144,32,22.22,27,18.75,27,18.75,10,6.94,6,4.17,6,4.17,3,2.08,11,7.64,15,10.42,7,4.86,18015
18,16,198,27,13.64,39,19.7,50,25.25,31,15.66,7,3.54,5,2.53,2,1.01,20,10.1,12,6.06,5,2.53,18016
18,17,182,36,19.78,34,18.68,31,17.03,25,13.74,16,8.79,8,4.4,4,2.2,7,3.85,13,7.14,8,4.4,18017
18,18,372,62,16.67,57,15.32,89,23.92,43,11.56,21,5.65,18,4.84,5,1.34,49,13.17,20,5.38,8,2.15,18018
18,19,299,56,18.73,44,14.72,66,22.07,35,11.71,13,4.35,5,1.67,3,1.0,34,11.37,27,9.03,16,5.35,18019
18,20,228,39,17.11,36,15.79,41,17.98,23,10.09,23,10.09,7,3.07,1,0.44,22,9.65,26,11.4,10,4.39,18020
18,21,331,52,15.71,69,20.85,74,22.36,54,16.31,15,4.53,7,2.11,2,0.6,26,7.85,21,6.34,11,3.32,18021
18,22,372,68,18.28,62,16.67,80,21.51,40,10.75,21,5.65,15,4.03,7,1.88,40,10.75,25,6.72,14,3.76,18022
18,23,191,36,18.85,30,15.71,42,21.99,14,7.33,14,7.33,7,3.66,0,0.0,26,13.61,13,6.81,9,4.71,18023
18,24,131,29,22.14,25,19.08,17,12.98,9,6.87,12,9.16,3,2.29,1,0.76,5,3.82,18,13.74,12,9.16,18024
18,25,140,24,17.14,27,19.29,19,13.57,19,13.57,8,5.71,0,0.0,3,2.14,5,3.57,20,14.29,15,10.71,18025
18,26,352,60,17.05,68,19.32,73,20.74,41,11.65,22,6.25,16,4.55,2,0.57,38,10.8,23,6.53,9,2.56,18026
18,27,123,17,13.82,24,19.51,29,23.58,16,13.01,7,5.69,1,0.81,0,0.0,17,13.82,5,4.07,7,5.69,18027
18,28,154,25,16.23,30,19.48,28,18.18,14,9.09,6,3.9,6,3.9,2,1.3,8,5.19,20,12.99,15,9.74,18028
