ward,precinct,total,Tio Hardiman & Brunell Donald,Tio Hardiman & Brunell Donald Percent,Pat Quinn & Paul Vallas,Pat Quinn & Paul Vallas Percent,precinct_id
17,12,51,7,13.73,44,86.27,17012
17,13,70,9,12.86,61,87.14,17013
17,14,64,14,21.88,50,78.13,17014
17,15,94,27,28.72,67,71.28,17015
17,16,62,18,29.03,44,70.97,17016
17,17,58,8,13.79,50,86.21,17017
17,18,107,16,14.95,91,85.05,17018
17,19,51,18,35.29,33,64.71,17019
17,20,128,30,23.44,98,76.56,17020
17,21,133,27,20.3,106,79.7,17021
17,22,91,28,30.77,63,69.23,17022
17,23,72,14,19.44,58,80.56,17023
17,24,127,39,30.71,88,69.29,17024
17,25,63,18,28.57,45,71.43,17025
17,26,99,28,28.28,71,71.72,17026
17,27,91,20,21.98,71,78.02,17027
17,28,62,15,24.19,47,75.81,17028
17,29,97,22,22.68,75,77.32,17029
17,30,26,6,23.08,20,76.92,17030
17,31,60,21,35.0,39,65.0,17031
17,32,54,14,25.93,40,74.07,17032
17,33,50,17,34.0,33,66.0,17033
17,34,62,16,25.81,46,74.19,17034
17,35,64,18,28.13,46,71.88,17035
17,36,107,22,20.56,85,79.44,17036
17,37,78,18,23.08,60,76.92,17037
17,38,104,30,28.85,74,71.15,17038
17,39,96,25,26.04,71,73.96,17039
17,40,101,25,24.75,76,75.25,17040
17,41,96,28,29.17,68,70.83,17041
18,1,59,19,32.2,40,67.8,18001
18,2,43,10,23.26,33,76.74,18002
18,3,67,18,26.87,49,73.13,18003
18,4,107,21,19.63,86,80.37,18004
18,5,71,16,22.54,55,77.46,18005
18,6,56,14,25.0,42,75.0,18006
18,7,73,16,21.92,57,78.08,18007
18,8,124,32,25.81,92,74.19,18008
18,9,131,28,21.37,103,78.63,18009
18,10,164,38,23.17,126,76.83,18010
18,11,59,16,27.12,43,72.88,18011
18,12,102,25,24.51,77,75.49,18012
18,13,81,19,23.46,62,76.54,18013
18,14,90,28,31.11,62,68.89,18014
18,15,48,14,29.17,34,70.83,18015
18,16,79,16,20.25,63,79.75,18016
18,17,64,10,15.63,54,84.38,18017
18,18,155,25,16.13,130,83.87,18018
18,19,120,31,25.83,89,74.17,18019
18,20,89,16,17.98,73,82.02,18020
18,21,133,36,27.07,97,72.93,18021
18,22,141,29,20.57,112,79.43,18022
18,23,77,31,40.26,46,59.74,18023
18,24,56,14,25.0,42,75.0,18024
18,25,51,14,27.45,37,72.55,18025
18,26,129,34,26.36,95,73.64,18026
18,27,54,16,29.63,38,70.37,18027
18,28,62,18,29.03,44,70.97,18028
18,29,70,11,15.71,59,84.29,18029
18,30,44,10,22.73,34,77.27,18030
18,31,64,21,32.81,43,67.19,18031
18,32,116,34,29.31,82,70.69,18032
18,33,84,15,17.86,69,82.14,18033
18,34,188,37,19.68,151,80.32,18034
18,35,109,30,27.52,79,72.48,18035
18,36,63,21,33.33,42,66.67,18036
18,37,121,31,25.62,90,74.38,18037
18,38,103,24,23.3,79,76.7,18038
18,39,50,11,22.0,39,78.0,18039
18,40,81,18,22.22,63,77.78,18040
18,41,95,23,24.21,72,75.79,18041
18,42,55,9,16.36,46,83.64,18042
18,43,82,23,28.05,59,71.95,18043
18,44,59,8,13.56,51,86.44,18044
18,45,76,27,35.53,49,64.47,18045
18,46,75,12,16.0,63,84.0,18046
18,47,54,12,22.22,42,77.78,18047
18,48,62,17,27.42,45,72.58,18048
18,49,56,16,28.57,40,71.43,18049
18,50,69,13,18.84,56,81.16,18050
19,1,112,20,17.86,92,82.14,19001
19,2,171,30,17.54,141,82.46,19002
19,3,58,14,24.14,44,75.86,19003
19,4,117,35,29.91,82,70.09,19004
19,5,175,33,18.86,142,81.14,19005
19,6,86,17,19.77,69,80.23,19006
19,7,155,21,13.55,134,86.45,19007
19,8,101,18,17.82,83,82.18,19008
19,9,81,9,11.11,72,88.89,19009
19,10,154,30,19.48,124,80.52,19010
19,11,97,17,17.53,80,82.47,19011
19,12,86,23,26.74,63,73.26,19012
19,13,166,35,21.08,131,78.92,19013
19,14,82,13,15.85,69,84.15,19014
19,15,102,19,18.63,83,81.37,19015
19,16,101,22,21.78,79,78.22,19016
19,17,94,17,18.09,77,81.91,19017
19,18,122,18,14.75,104,85.25,19018
19,19,157,30,19.11,127,80.89,19019
19,20,148,39,26.35,109,73.65,19020
19,21,75,16,21.33,59,78.67,19021
19,22,122,20,16.39,102,83.61,19022
19,23,112,20,17.86,92,82.14,19023
19,24,89,23,25.84,66,74.16,19024
19,25,126,17,13.49,109,86.51,19025
19,26,120,13,10.83,107,89.17,19026
19,27,88,22,25.0,66,75.0,19027
19,28,140,34,24.29,106,75.71,19028
19,29,70,12,17.14,58,82.86,19029
19,30,89,11,12.36,78,87.64,19030
19,31,97,18,18.56,79,81.44,19031
19,32,105,24,22.86,81,77.14,19032
19,33,97,18,18.56,79,81.44,19033
19,34,119,26,21.85,93,78.15,19034
19,35,140,21,15.0,119,85.0,19035
19,36,122,35,28.69,87,71.31,19036
19,37,126,22,17.46,104,82.54,19037
19,38,110,16,14.55,94,85.45,19038
19,39,32,8,25.0,24,75.0,19039
19,40,133,21,15.79,112,84.21,19040
19,41,92,17,18.48,75,81.52,19041
19,42,86,13,15.12,73,84.88,19042
19,43,166,39,23.49,127,76.51,19043
19,44,100,17,17.0,83,83.0,19044
19,45,128,20,15.63,108,84.38,19045
19,46,136,21,15.44,115,84.56,19046
19,47,177,31,17.51,146,82.49,19047
19,48,110,22,20.0,88,80.0,19048
19,49,163,35,21.47,128,78.53,19049
19,50,79,19,24.05,60,75.95,19050
19,51,156,27,17.31,129,82.69,19051
19,52,97,32,32.99,65,67.01,19052
19,53,92,13,14.13,79,85.87,19053
19,54,60,19,31.67,41,68.33,19054
19,55,64,13,20.31,51,79.69,19055
19,56,149,27,18.12,122,81.88,19056
19,57,134,19,14.18,115,85.82,19057
20,1,84,14,16.67,70,83.33,20001
20,2,26,7,26.92,19,73.08,20002
20,3,66,14,21.21,52,78.79,20003
20,4,26,6,23.08,20,76.92,20004
20,5,70,21,30.0,49,70.0,20005
20,6,29,12,41.38,17,58.62,20006
20,7,73,26,35.62,47,64.38,20007
20,8,92,15,16.3,77,83.7,20008
20,9,123,26,21.14,97,78.86,20009
20,10,85,14,16.47,71,83.53,20010
20,11,74,15,20.27,59,79.73,20011
20,12,49,7,14.29,42,85.71,20012
20,13,115,30,26.09,85,73.91,20013
20,14,76,18,23.68,58,76.32,20014
20,15,25,6,24.0,19,76.0,20015
20,16,125,32,25.6,93,74.4,20016
20,17,41,11,26.83,30,73.17,20017
20,18,75,15,20.0,60,80.0,20018
20,19,97,20,20.62,77,79.38,20019
20,20,41,16,39.02,25,60.98,20020
20,21,51,13,25.49,38,74.51,20021
20,22,136,28,20.59,108,79.41,20022
20,23,97,34,35.05,63,64.95,20023
20,24,72,14,19.44,58,80.56,20024
20,25,80,14,17.5,66,82.5,20025
20,26,80,25,31.25,55,68.75,20026
20,27,50,9,18.0,41,82.0,20027
20,28,54,17,31.48,37,68.52,20028
20,29,131,46,35.11,85,64.89,20029
20,30,37,3,8.11,34,91.89,20030
20,31,89,21,23.6,68,76.4,20031
20,32,114,23,20.18,91,79.82,20032
20,33,59,13,22.03,46,77.97,20033
20,34,78,21,26.92,57,73.08,20034
20,35,55,4,7.27,51,92.73,20035
20,36,25,6,24.0,19,76.0,20036
20,37,29,9,31.03,20,68.97,20037
20,38,29,12,41.38,17,58.62,20038
20,39,15,4,26.67,11,73.33,20039
21,1,135,28,20.74,107,79.26,21001
21,2,78,11,14.1,67,85.9,21002
21,3,106,27,25.47,79,74.53,21003
21,4,104,23,22.12,81,77.88,21004
21,5,160,31,19.38,129,80.63,21005
21,6,95,28,29.47,67,70.53,21006
21,7,133,22,16.54,111,83.46,21007
21,8,116,35,30.17,81,69.83,21008
21,9,137,29,21.17,108,78.83,21009
21,10,85,21,24.71,64,75.29,21010
21,11,133,24,18.05,109,81.95,21011
21,12,123,26,21.14,97,78.86,21012
21,13,83,18,21.69,65,78.31,21013
21,14,147,29,19.73,118,80.27,21014
21,15,85,19,22.35,66,77.65,21015
21,16,103,25,24.27,78,75.73,21016
21,17,89,23,25.84,66,74.16,21017
21,18,157,30,19.11,127,80.89,21018
21,19,116,30,25.86,86,74.14,21019
21,20,86,17,19.77,69,80.23,21020
21,21,100,20,20.0,80,80.0,21021
21,22,100,21,21.0,79,79.0,21022
21,23,137,26,18.98,111,81.02,21023
21,24,120,26,21.67,94,78.33,21024
21,25,146,29,19.86,117,80.14,21025
21,26,93,23,24.73,70,75.27,21026
21,27,113,25,22.12,88,77.88,21027
21,28,136,34,25.0,102,75.0,21028
21,29,89,25,28.09,64,71.91,21029
21,30,75,23,30.67,52,69.33,21030
21,31,106,24,22.64,82,77.36,21031
21,32,125,38,30.4,87,69.6,21032
21,33,125,20,16.0,105,84.0,21033
21,34,105,28,26.67,77,73.33,21034
21,35,134,27,20.15,107,79.85,21035
21,36,119,40,33.61,79,66.39,21036
21,37,107,22,20.56,85,79.44,21037
21,38,115,32,27.83,83,72.17,21038
21,39,82,23,28.05,59,71.95,21039
21,40,99,17,17.17,82,82.83,21040
21,41,120,33,27.5,87,72.5,21041
21,42,132,29,21.97,103,78.03,21042
21,43,109,33,30.28,76,69.72,21043
21,44,108,25,23.15,83,76.85,21044
21,45,106,23,21.7,83,78.3,21045
21,46,128,33,25.78,95,74.22,21046
21,47,87,28,32.18,59,67.82,21047
21,48,102,21,20.59,81,79.41,21048
21,49,135,22,16.3,113,83.7,21049
21,50,88,21,23.86,67,76.14,21050
21,51,126,33,26.19,93,73.81,21051
21,52,115,21,18.26,94,81.74,21052
21,53,81,12,14.81,69,85.19,21053
21,54,90,20,22.22,70,77.78,21054
22,1,91,25,27.47,66,72.53,22001
22,2,74,18,24.32,56,75.68,22002
22,3,64,10,15.63,54,84.38,22003
22,4,48,7,14.58,41,85.42,22004
22,5,54,8,14.81,46,85.19,22005
22,6,48,10,20.83,38,79.17,22006
22,7,31,4,12.9,27,87.1,22007
22,8,68,11,16.18,57,83.82,22008
22,9,61,9,14.75,52,85.25,22009
22,10,66,13,19.7,53,80.3,22010
22,11,50,6,12.0,44,88.0,22011
22,12,83,18,21.69,65,78.31,22012
22,13,43,6,13.95,37,86.05,22013
22,14,40,8,20.0,32,80.0,22014
22,15,43,6,13.95,37,86.05,22015
22,16,46,10,21.74,36,78.26,22016
22,17,47,5,10.64,42,89.36,22017
22,18,45,12,26.67,33,73.33,22018
22,19,42,9,21.43,33,78.57,22019
22,20,48,14,29.17,34,70.83,22020
22,21,112,28,25.0,84,75.0,22021
22,22,36,8,22.22,28,77.78,22022
22,23,151,25,16.56,126,83.44,22023
22,24,51,7,13.73,44,86.27,22024
22,25,45,6,13.33,39,86.67,22025
23,1,133,27,20.3,106,79.7,23001
23,2,85,15,17.65,70,82.35,23002
23,3,95,20,21.05,75,78.95,23003
23,4,112,26,23.21,86,76.79,23004
23,5,62,14,22.58,48,77.42,23005
23,6,105,11,10.48,94,89.52,23006
23,7,54,6,11.11,48,88.89,23007
23,8,84,17,20.24,67,79.76,23008
23,9,48,16,33.33,32,66.67,23009
23,10,62,9,14.52,53,85.48,23010
23,11,47,12,25.53,35,74.47,23011
23,12,76,24,31.58,52,68.42,23012
23,13,34,10,29.41,24,70.59,23013
23,14,82,14,17.07,68,82.93,23014
23,15,51,7,13.73,44,86.27,23015
23,16,77,25,32.47,52,67.53,23016
23,17,22,4,18.18,18,81.82,23017
23,18,75,24,32.0,51,68.0,23018
23,19,33,4,12.12,29,87.88,23019
23,20,28,6,21.43,22,78.57,23020
23,21,78,21,26.92,57,73.08,23021
23,22,78,18,23.08,60,76.92,23022
23,23,91,21,23.08,70,76.92,23023
23,24,46,7,15.22,39,84.78,23024
23,25,51,11,21.57,40,78.43,23025
23,26,64,11,17.19,53,82.81,23026
23,27,90,15,16.67,75,83.33,23027
23,28,81,17,20.99,64,79.01,23028
23,29,52,12,23.08,40,76.92,23029
23,30,63,15,23.81,48,76.19,23030
23,31,23,6,26.09,17,73.91,23031
23,32,60,8,13.33,52,86.67,23032
23,33,39,11,28.21,28,71.79,23033
23,34,55,9,16.36,46,83.64,23034
23,35,55,15,27.27,40,72.73,23035
23,36,128,21,16.41,107,83.59,23036
23,37,71,19,26.76,52,73.24,23037
23,38,66,24,36.36,42,63.64,23038
23,39,47,10,21.28,37,78.72,23039
24,1,93,20,21.51,73,78.49,24001
24,2,56,8,14.29,48,85.71,24002
24,3,78,21,26.92,57,73.08,24003
24,4,52,19,36.54,33,63.46,24004
24,5,45,11,24.44,34,75.56,24005
24,6,79,24,30.38,55,69.62,24006
24,7,24,3,12.5,21,87.5,24007
24,8,56,24,42.86,32,57.14,24008
24,9,71,18,25.35,53,74.65,24009
24,10,40,13,32.5,27,67.5,24010
24,11,71,16,22.54,55,77.46,24011
24,12,42,10,23.81,32,76.19,24012
24,13,52,16,30.77,36,69.23,24013
24,14,71,18,25.35,53,74.65,24014
24,15,43,11,25.58,32,74.42,24015
24,16,50,12,24.0,38,76.0,24016
24,17,72,24,33.33,48,66.67,24017
24,18,110,24,21.82,86,78.18,24018
24,19,104,18,17.31,86,82.69,24019
24,20,66,14,21.21,52,78.79,24020
24,21,43,10,23.26,33,76.74,24021
24,22,90,16,17.78,74,82.22,24022
24,23,74,11,14.86,63,85.14,24023
24,24,68,28,41.18,40,58.82,24024
24,25,65,19,29.23,46,70.77,24025
24,26,139,33,23.74,106,76.26,24026
24,27,107,27,25.23,80,74.77,24027
24,28,66,19,28.79,47,71.21,24028
24,29,62,20,32.26,42,67.74,24029
24,30,48,9,18.75,39,81.25,24030
24,31,80,20,25.0,60,75.0,24031
24,32,65,10,15.38,55,84.62,24032
24,33,35,11,31.43,24,68.57,24033
24,34,69,11,15.94,58,84.06,24034
24,35,91,21,23.08,70,76.92,24035
24,36,115,28,24.35,87,75.65,24036
24,37,24,5,20.83,19,79.17,24037
24,38,72,15,20.83,57,79.17,24038
24,39,107,38,35.51,69,64.49,24039
24,40,69,16,23.19,53,76.81,24040
24,41,61,13,21.31,48,78.69,24041
25,1,57,10,17.54,47,82.46,25001
25,2,46,6,13.04,40,86.96,25002
25,3,37,4,10.81,33,89.19,25003
25,4,44,10,22.73,34,77.27,25004
25,5,54,16,29.63,38,70.37,25005
25,6,32,5,15.63,27,84.38,25006
25,7,45,9,20.0,36,80.0,25007
25,8,40,8,20.0,32,80.0,25008
25,9,50,10,20.0,40,80.0,25009
25,10,30,2,6.67,28,93.33,25010
25,11,58,14,24.14,44,75.86,25011
25,12,52,9,17.31,43,82.69,25012
25,13,45,10,22.22,35,77.78,25013
25,14,94,11,11.7,83,88.3,25014
25,15,47,10,21.28,37,78.72,25015
25,16,37,8,21.62,29,78.38,25016
25,17,72,23,31.94,49,68.06,25017
25,18,122,17,13.93,105,86.07,25018
25,19,46,12,26.09,34,73.91,25019
25,20,41,11,26.83,30,73.17,25020
25,21,71,10,14.08,61,85.92,25021
25,22,44,11,25.0,33,75.0,25022
25,23,62,10,16.13,52,83.87,25023
25,24,32,4,12.5,28,87.5,25024
25,25,59,8,13.56,51,86.44,25025
25,26,36,9,25.0,27,75.0,25026
25,27,24,4,16.67,20,83.33,25027
25,28,49,4,8.16,45,91.84,25028
25,29,82,25,30.49,57,69.51,25029
25,30,42,8,19.05,34,80.95,25030
25,31,31,7,22.58,24,77.42,25031
25,32,53,11,20.75,42,79.25,25032
26,1,33,6,18.18,27,81.82,26001
26,2,61,13,21.31,48,78.69,26002
26,3,37,11,29.73,26,70.27,26003
26,4,50,17,34.0,33,66.0,26004
26,5,43,13,30.23,30,69.77,26005
26,6,40,12,30.0,28,70.0,26006
26,7,57,10,17.54,47,82.46,26007
26,8,30,8,26.67,22,73.33,26008
26,9,56,15,26.79,41,73.21,26009
26,10,54,11,20.37,43,79.63,26010
26,11,50,12,24.0,38,76.0,26011
26,12,52,7,13.46,45,86.54,26012
26,13,60,12,20.0,48,80.0,26013
26,14,32,3,9.38,29,90.63,26014
26,15,28,5,17.86,23,82.14,26015
26,16,26,6,23.08,20,76.92,26016
26,17,30,10,33.33,20,66.67,26017
26,18,59,14,23.73,45,76.27,26018
26,19,32,11,34.38,21,65.63,26019
26,20,36,11,30.56,25,69.44,26020
26,21,66,17,25.76,49,74.24,26021
26,22,44,18,40.91,26,59.09,26022
26,23,48,12,25.0,36,75.0,26023
26,24,66,23,34.85,43,65.15,26024
26,25,47,12,25.53,35,74.47,26025
26,26,25,7,28.0,18,72.0,26026
26,27,52,13,25.0,39,75.0,26027
26,28,49,10,20.41,39,79.59,26028
26,29,38,10,26.32,28,73.68,26029
26,30,28,8,28.57,20,71.43,26030
26,31,32,8,25.0,24,75.0,26031
26,32,30,9,30.0,21,70.0,26032
26,33,41,4,9.76,37,90.24,26033
26,34,84,17,20.24,67,79.76,26034
26,35,50,9,18.0,41,82.0,26035
26,36,29,6,20.69,23,79.31,26036
26,37,41,11,26.83,30,73.17,26037
26,38,41,11,26.83,30,73.17,26038
26,39,39,7,17.95,32,82.05,26039
26,40,18,2,11.11,16,88.89,26040
26,41,53,11,20.75,42,79.25,26041
26,42,41,9,21.95,32,78.05,26042
26,43,40,13,32.5,27,67.5,26043
26,44,23,7,30.43,16,69.57,26044
26,45,24,8,33.33,16,66.67,26045
26,46,21,3,14.29,18,85.71,26046
26,47,32,8,25.0,24,75.0,26047
26,48,25,8,32.0,17,68.0,26048
26,49,28,5,17.86,23,82.14,26049
27,1,30,5,16.67,25,83.33,27001
27,2,82,14,17.07,68,82.93,27002
27,3,53,14,26.42,39,73.58,27003
27,4,59,9,15.25,50,84.75,27004
27,5,59,12,20.34,47,79.66,27005
27,6,46,10,21.74,36,78.26,27006
27,7,51,5,9.8,46,90.2,27007
27,8,70,22,31.43,48,68.57,27008
27,9,20,5,25.0,15,75.0,27009
27,10,125,24,19.2,101,80.8,27010
27,11,31,6,19.35,25,80.65,27011
27,12,27,3,11.11,24,88.89,27012
27,13,155,29,18.71,126,81.29,27013
27,14,50,9,18.0,41,82.0,27014
27,15,60,17,28.33,43,71.67,27015
27,16,33,2,6.06,31,93.94,27016
27,17,69,12,17.39,57,82.61,27017
27,18,86,25,29.07,61,70.93,27018
27,19,59,17,28.81,42,71.19,27019
27,20,67,15,22.39,52,77.61,27020
27,21,52,7,13.46,45,86.54,27021
27,22,56,12,21.43,44,78.57,27022
27,23,98,23,23.47,75,76.53,27023
27,24,76,12,15.79,64,84.21,27024
27,25,79,21,26.58,58,73.42,27025
27,26,116,35,30.17,81,69.83,27026
27,27,87,15,17.24,72,82.76,27027
27,28,53,11,20.75,42,79.25,27028
27,29,82,20,24.39,62,75.61,27029
27,30,55,18,32.73,37,67.27,27030
27,31,84,19,22.62,65,77.38,27031
27,32,73,20,27.4,53,72.6,27032
27,33,43,5,11.63,38,88.37,27033
27,34,108,18,16.67,90,83.33,27034
27,35,33,6,18.18,27,81.82,27035
27,36,66,12,18.18,54,81.82,27036
27,37,166,13,7.83,153,92.17,27037
27,38,162,28,17.28,134,82.72,27038
27,39,97,25,25.77,72,74.23,27039
27,40,85,21,24.71,64,75.29,27040
27,41,118,29,24.58,89,75.42,27041
27,42,82,15,18.29,67,81.71,27042
27,43,50,9,18.0,41,82.0,27043
27,44,80,26,32.5,54,67.5,27044
27,45,39,6,15.38,33,84.62,27045
27,46,23,1,4.35,22,95.65,27046
27,47,104,27,25.96,77,74.04,27047
27,48,69,12,17.39,57,82.61,27048
27,49,46,4,8.7,42,91.3,27049
27,50,88,18,20.45,70,79.55,27050
28,1,81,18,22.22,63,77.78,28001
28,2,83,19,22.89,64,77.11,28002
28,3,68,15,22.06,53,77.94,28003
28,4,23,5,21.74,18,78.26,28004
28,5,67,12,17.91,55,82.09,28005
28,6,67,12,17.91,55,82.09,28006
28,7,90,21,23.33,69,76.67,28007
28,8,22,3,13.64,19,86.36,28008
28,9,103,19,18.45,84,81.55,28009
28,10,47,9,19.15,38,80.85,28010
28,11,68,17,25.0,51,75.0,28011
28,12,93,24,25.81,69,74.19,28012
28,13,101,14,13.86,87,86.14,28013
28,14,95,26,27.37,69,72.63,28014
28,15,46,14,30.43,32,69.57,28015
28,16,67,11,16.42,56,83.58,28016
28,17,76,21,27.63,55,72.37,28017
28,18,70,14,20.0,56,80.0,28018
28,19,46,9,19.57,37,80.43,28019
28,20,93,30,32.26,63,67.74,28020
28,21,84,16,19.05,68,80.95,28021
28,22,88,32,36.36,56,63.64,28022
28,23,130,33,25.38,97,74.62,28023
28,24,79,19,24.05,60,75.95,28024
28,25,135,35,25.93,100,74.07,28025
28,26,112,15,13.39,97,86.61,28026
28,27,61,11,18.03,50,81.97,28027
28,28,64,10,15.63,54,84.38,28028
28,29,34,6,17.65,28,82.35,28029
28,30,26,5,19.23,21,80.77,28030
28,31,173,48,27.75,125,72.25,28031
28,32,70,17,24.29,53,75.71,28032
28,33,122,23,18.85,99,81.15,28033
28,34,98,18,18.37,80,81.63,28034
28,35,82,18,21.95,64,78.05,28035
28,36,60,15,25.0,45,75.0,28036
28,37,129,32,24.81,97,75.19,28037
28,38,60,10,16.67,50,83.33,28038
28,39,66,21,31.82,45,68.18,28039
28,40,140,40,28.57,100,71.43,28040
28,41,70,14,20.0,56,80.0,28041
28,42,96,17,17.71,79,82.29,28042
28,43,121,30,24.79,91,75.21,28043
28,44,99,26,26.26,73,73.74,28044
28,45,22,3,13.64,19,86.36,28045
28,46,102,28,27.45,74,72.55,28046
29,1,125,17,13.6,108,86.4,29001
29,2,196,57,29.08,139,70.92,29002
29,3,138,47,34.06,91,65.94,29003
29,4,162,29,17.9,133,82.1,29004
29,5,119,20,16.81,99,83.19,29005
29,6,88,22,25.0,66,75.0,29006
29,7,119,25,21.01,94,78.99,29007
29,8,62,17,27.42,45,72.58,29008
29,9,141,34,24.11,107,75.89,29009
29,10,139,25,17.99,114,82.01,29010
29,11,66,22,33.33,44,66.67,29011
29,12,143,39,27.27,104,72.73,29012
29,13,127,30,23.62,97,76.38,29013
29,14,154,30,19.48,124,80.52,29014
29,15,158,28,17.72,130,82.28,29015
29,16,157,27,17.2,130,82.8,29016
29,17,108,14,12.96,94,87.04,29017
29,18,120,36,30.0,84,70.0,29018
29,19,144,33,22.92,111,77.08,29019
29,20,163,48,29.45,115,70.55,29020
29,21,103,28,27.18,75,72.82,29021
29,22,82,32,39.02,50,60.98,29022
29,23,91,22,24.18,69,75.82,29023
29,24,113,34,30.09,79,69.91,29024
29,25,165,45,27.27,120,72.73,29025
29,26,158,37,23.42,121,76.58,29026
29,27,113,27,23.89,86,76.11,29027
29,28,199,49,24.62,150,75.38,29028
29,29,70,20,28.57,50,71.43,29029
29,30,168,36,21.43,132,78.57,29030
29,31,49,14,28.57,35,71.43,29031
29,32,60,22,36.67,38,63.33,29032
29,33,128,36,28.13,92,71.88,29033
29,34,48,12,25.0,36,75.0,29034
29,35,70,19,27.14,51,72.86,29035
29,36,117,24,20.51,93,79.49,29036
29,37,122,39,31.97,83,68.03,29037
29,38,67,20,29.85,47,70.15,29038
29,39,63,16,25.4,47,74.6,29039
29,40,174,38,21.84,136,78.16,29040
29,41,95,25,26.32,70,73.68,29041
29,42,138,32,23.19,106,76.81,29042
29,43,130,24,18.46,106,81.54,29043
29,44,193,66,34.2,127,65.8,29044
30,1,132,40,30.3,92,69.7,30001
30,2,82,23,28.05,59,71.95,30002
30,3,70,13,18.57,57,81.43,30003
30,4,105,37,35.24,68,64.76,30004
30,5,36,9,25.0,27,75.0,30005
30,6,59,13,22.03,46,77.97,30006
30,7,109,24,22.02,85,77.98,30007
30,8,89,27,30.34,62,69.66,30008
30,9,86,25,29.07,61,70.93,30009
30,10,71,16,22.54,55,77.46,30010
30,11,49,12,24.49,37,75.51,30011
30,12,47,14,29.79,33,70.21,30012
30,13,57,17,29.82,40,70.18,30013
30,14,28,10,35.71,18,64.29,30014
30,15,104,12,11.54,92,88.46,30015
30,16,22,6,27.27,16,72.73,30016
30,17,125,23,18.4,102,81.6,30017
30,18,86,29,33.72,57,66.28,30018
30,19,54,15,27.78,39,72.22,30019
30,20,123,34,27.64,89,72.36,30020
30,21,60,14,23.33,46,76.67,30021
30,22,92,29,31.52,63,68.48,30022
30,23,73,25,34.25,48,65.75,30023
30,24,79,32,40.51,47,59.49,30024
30,25,77,21,27.27,56,72.73,30025
30,26,63,20,31.75,43,68.25,30026
30,27,62,11,17.74,51,82.26,30027
30,28,96,12,12.5,84,87.5,30028
30,29,37,6,16.22,31,83.78,30029
30,30,16,3,18.75,13,81.25,30030
30,31,54,20,37.04,34,62.96,30031
30,32,51,10,19.61,41,80.39,30032
31,1,74,14,18.92,60,81.08,31001
31,2,79,18,22.78,61,77.22,31002
31,3,48,11,22.92,37,77.08,31003
31,4,51,8,15.69,43,84.31,31004
31,5,92,31,33.7,61,66.3,31005
31,6,74,18,24.32,56,75.68,31006
31,7,88,18,20.45,70,79.55,31007
31,8,54,11,20.37,43,79.63,31008
31,9,84,16,19.05,68,80.95,31009
31,10,60,19,31.67,41,68.33,31010
31,11,69,19,27.54,50,72.46,31011
31,12,62,14,22.58,48,77.42,31012
31,13,67,20,29.85,47,70.15,31013
31,14,66,11,16.67,55,83.33,31014
31,15,40,7,17.5,33,82.5,31015
31,16,49,12,24.49,37,75.51,31016
31,17,82,29,35.37,53,64.63,31017
31,18,74,18,24.32,56,75.68,31018
31,19,48,12,25.0,36,75.0,31019
31,20,100,23,23.0,77,77.0,31020
31,21,67,14,20.9,53,79.1,31021
31,22,35,4,11.43,31,88.57,31022
31,23,68,15,22.06,53,77.94,31023
31,24,111,29,26.13,82,73.87,31024
31,25,42,11,26.19,31,73.81,31025
31,26,89,20,22.47,69,77.53,31026
31,27,94,30,31.91,64,68.09,31027
31,28,58,18,31.03,40,68.97,31028
31,29,92,27,29.35,65,70.65,31029
31,30,59,8,13.56,51,86.44,31030
31,31,46,8,17.39,38,82.61,31031
31,32,57,14,24.56,43,75.44,31032
31,33,67,17,25.37,50,74.63,31033
31,34,75,16,21.33,59,78.67,31034
31,35,86,22,25.58,64,74.42,31035
31,36,74,16,21.62,58,78.38,31036
31,37,101,23,22.77,78,77.23,31037
31,38,57,13,22.81,44,77.19,31038
31,39,34,9,26.47,25,73.53,31039
31,40,59,16,27.12,43,72.88,31040
31,41,65,17,26.15,48,73.85,31041
32,1,53,8,15.09,45,84.91,32001
32,2,38,5,13.16,33,86.84,32002
32,3,146,36,24.66,110,75.34,32003
32,4,59,11,18.64,48,81.36,32004
32,5,47,7,14.89,40,85.11,32005
32,6,34,10,29.41,24,70.59,32006
32,7,49,7,14.29,42,85.71,32007
32,8,23,4,17.39,19,82.61,32008
32,9,41,7,17.07,34,82.93,32009
32,10,56,11,19.64,45,80.36,32010
32,11,146,27,18.49,119,81.51,32011
32,12,125,33,26.4,92,73.6,32012
32,13,27,3,11.11,24,88.89,32013
32,14,126,35,27.78,91,72.22,32014
32,15,31,4,12.9,27,87.1,32015
32,16,64,12,18.75,52,81.25,32016
32,17,130,39,30.0,91,70.0,32017
32,18,33,3,9.09,30,90.91,32018
32,19,30,2,6.67,28,93.33,32019
32,20,143,25,17.48,118,82.52,32020
32,21,57,5,8.77,52,91.23,32021
32,22,156,30,19.23,126,80.77,32022
32,23,33,9,27.27,24,72.73,32023
32,24,12,1,8.33,11,91.67,32024
32,25,42,9,21.43,33,78.57,32025
32,26,164,28,17.07,136,82.93,32026
32,27,26,6,23.08,20,76.92,32027
32,28,129,22,17.05,107,82.95,32028
32,29,64,12,18.75,52,81.25,32029
32,30,29,4,13.79,25,86.21,32030
32,31,43,9,20.93,34,79.07,32031
32,32,42,6,14.29,36,85.71,32032
32,33,63,15,23.81,48,76.19,32033
