ward,precinct,total,Shelly A. Harris,Shelly A. Harris Percent,Susan Kennedy Sullivan,Susan Kennedy Sullivan Percent,Freddrenna M. Lyle,Freddrenna M. Lyle Percent,precinct_id
13,4,116,25,21.55,54,46.55,37,31.9,13004
13,5,91,26,28.57,37,40.66,28,30.77,13005
13,6,115,24,20.87,56,48.7,35,30.43,13006
13,7,108,14,12.96,34,31.48,60,55.56,13007
13,8,77,15,19.48,34,44.16,28,36.36,13008
13,9,87,23,26.44,37,42.53,27,31.03,13009
13,10,96,21,21.88,58,60.42,17,17.71,13010
13,11,160,25,15.63,49,30.63,86,53.75,13011
13,12,61,10,16.39,33,54.1,18,29.51,13012
13,13,174,9,5.17,37,21.26,128,73.56,13013
13,14,82,23,28.05,31,37.8,28,34.15,13014
13,15,133,28,21.05,55,41.35,50,37.59,13015
13,16,87,15,17.24,33,37.93,39,44.83,13016
13,17,102,28,27.45,30,29.41,44,43.14,13017
13,18,71,17,23.94,43,60.56,11,15.49,13018
13,19,115,22,19.13,34,29.57,59,51.3,13019
13,20,75,18,24.0,21,28.0,36,48.0,13020
13,21,150,32,21.33,76,50.67,42,28.0,13021
13,22,83,23,27.71,41,49.4,19,22.89,13022
13,23,90,21,23.33,28,31.11,41,45.56,13023
13,24,95,22,23.16,41,43.16,32,33.68,13024
13,25,106,29,27.36,39,36.79,38,35.85,13025
13,26,120,24,20.0,23,19.17,73,60.83,13026
13,27,124,35,28.23,43,34.68,46,37.1,13027
13,28,55,16,29.09,18,32.73,21,38.18,13028
13,29,77,15,19.48,36,46.75,26,33.77,13029
13,30,78,19,24.36,27,34.62,32,41.03,13030
13,31,97,27,27.84,56,57.73,14,14.43,13031
13,32,91,23,25.27,58,63.74,10,10.99,13032
13,33,69,19,27.54,36,52.17,14,20.29,13033
13,34,169,22,13.02,27,15.98,120,71.01,13034
13,35,131,24,18.32,44,33.59,63,48.09,13035
13,36,50,13,26.0,20,40.0,17,34.0,13036
13,37,149,31,20.81,48,32.21,70,46.98,13037
13,38,107,17,15.89,51,47.66,39,36.45,13038
13,39,108,16,14.81,34,31.48,58,53.7,13039
13,40,107,19,17.76,32,29.91,56,52.34,13040
13,41,134,19,14.18,27,20.15,88,65.67,13041
13,42,84,19,22.62,45,53.57,20,23.81,13042
13,43,159,29,18.24,44,27.67,86,54.09,13043
13,44,226,30,13.27,40,17.7,156,69.03,13044
13,45,161,10,6.21,36,22.36,115,71.43,13045
13,46,84,23,27.38,43,51.19,18,21.43,13046
13,47,83,19,22.89,32,38.55,32,38.55,13047
13,48,120,18,15.0,46,38.33,56,46.67,13048
14,1,96,25,26.04,54,56.25,17,17.71,14001
14,2,133,35,26.32,58,43.61,40,30.08,14002
14,3,53,7,13.21,27,50.94,19,35.85,14003
14,4,70,18,25.71,35,50.0,17,24.29,14004
14,5,103,13,12.62,34,33.01,56,54.37,14005
14,6,43,6,13.95,12,27.91,25,58.14,14006
14,7,58,13,22.41,31,53.45,14,24.14,14007
14,8,48,15,31.25,26,54.17,7,14.58,14008
14,9,75,13,17.33,44,58.67,18,24.0,14009
14,10,49,8,16.33,23,46.94,18,36.73,14010
14,11,66,13,19.7,11,16.67,42,63.64,14011
14,12,68,14,20.59,31,45.59,23,33.82,14012
14,13,67,17,25.37,29,43.28,21,31.34,14013
14,14,67,14,20.9,23,34.33,30,44.78,14014
14,15,93,13,13.98,38,40.86,42,45.16,14015
14,16,59,13,22.03,22,37.29,24,40.68,14016
14,17,64,9,14.06,16,25.0,39,60.94,14017
14,18,32,11,34.38,15,46.88,6,18.75,14018
14,19,42,13,30.95,17,40.48,12,28.57,14019
14,20,51,13,25.49,20,39.22,18,35.29,14020
14,21,88,19,21.59,22,25.0,47,53.41,14021
14,22,80,24,30.0,35,43.75,21,26.25,14022
14,23,103,28,27.18,30,29.13,45,43.69,14023
14,24,120,24,20.0,48,40.0,48,40.0,14024
14,25,59,8,13.56,33,55.93,18,30.51,14025
14,26,43,7,16.28,18,41.86,18,41.86,14026
14,27,74,16,21.62,37,50.0,21,28.38,14027
14,28,47,10,21.28,27,57.45,10,21.28,14028
14,29,89,20,22.47,36,40.45,33,37.08,14029
14,30,29,5,17.24,14,48.28,10,34.48,14030
14,31,35,12,34.29,18,51.43,5,14.29,14031
15,1,46,20,43.48,19,41.3,7,15.22,15001
15,2,40,27,67.5,5,12.5,8,20.0,15002
15,3,67,32,47.76,11,16.42,24,35.82,15003
15,4,36,14,38.89,19,52.78,3,8.33,15004
15,5,46,16,34.78,26,56.52,4,8.7,15005
15,6,52,22,42.31,27,51.92,3,5.77,15006
15,7,50,23,46.0,10,20.0,17,34.0,15007
15,8,28,13,46.43,10,35.71,5,17.86,15008
15,9,57,21,36.84,30,52.63,6,10.53,15009
15,10,74,25,33.78,41,55.41,8,10.81,15010
15,11,54,24,44.44,22,40.74,8,14.81,15011
15,12,80,25,31.25,51,63.75,4,5.0,15012
15,13,31,10,32.26,18,58.06,3,9.68,15013
15,14,14,4,28.57,8,57.14,2,14.29,15014
15,15,26,12,46.15,14,53.85,0,0.0,15015
15,16,50,18,36.0,26,52.0,6,12.0,15016
15,17,50,32,64.0,3,6.0,15,30.0,15017
15,18,50,27,54.0,5,10.0,18,36.0,15018
15,19,81,41,50.62,20,24.69,20,24.69,15019
15,20,59,27,45.76,7,11.86,25,42.37,15020
15,21,55,25,45.45,11,20.0,19,34.55,15021
15,22,59,26,44.07,11,18.64,22,37.29,15022
15,23,57,28,49.12,6,10.53,23,40.35,15023
15,24,55,29,52.73,7,12.73,19,34.55,15024
16,1,43,15,34.88,19,44.19,9,20.93,16001
16,2,48,16,33.33,11,22.92,21,43.75,16002
16,3,65,30,46.15,10,15.38,25,38.46,16003
16,4,53,19,35.85,15,28.3,19,35.85,16004
16,5,41,25,60.98,10,24.39,6,14.63,16005
16,6,54,21,38.89,12,22.22,21,38.89,16006
16,7,55,24,43.64,11,20.0,20,36.36,16007
16,8,23,10,43.48,6,26.09,7,30.43,16008
16,9,86,45,52.33,12,13.95,29,33.72,16009
16,10,78,40,51.28,10,12.82,28,35.9,16010
16,11,43,20,46.51,9,20.93,14,32.56,16011
16,12,36,18,50.0,7,19.44,11,30.56,16012
16,13,40,17,42.5,16,40.0,7,17.5,16013
16,14,49,20,40.82,8,16.33,21,42.86,16014
16,15,65,30,46.15,12,18.46,23,35.38,16015
16,16,73,36,49.32,7,9.59,30,41.1,16016
16,17,50,19,38.0,19,38.0,12,24.0,16017
16,18,69,25,36.23,21,30.43,23,33.33,16018
16,19,44,28,63.64,7,15.91,9,20.45,16019
16,20,50,23,46.0,6,12.0,21,42.0,16020
16,21,38,12,31.58,9,23.68,17,44.74,16021
16,22,36,15,41.67,6,16.67,15,41.67,16022
16,23,26,9,34.62,12,46.15,5,19.23,16023
16,24,40,13,32.5,8,20.0,19,47.5,16024
16,25,68,27,39.71,12,17.65,29,42.65,16025
16,26,65,25,38.46,10,15.38,30,46.15,16026
16,27,54,18,33.33,5,9.26,31,57.41,16027
16,28,80,46,57.5,13,16.25,21,26.25,16028
16,29,44,21,47.73,5,11.36,18,40.91,16029
16,30,61,24,39.34,6,9.84,31,50.82,16030
16,31,75,36,48.0,8,10.67,31,41.33,16031
16,32,30,9,30.0,16,53.33,5,16.67,16032
16,33,57,29,50.88,10,17.54,18,31.58,16033
16,34,60,25,41.67,10,16.67,25,41.67,16034
16,35,38,12,31.58,16,42.11,10,26.32,16035
16,36,50,15,30.0,8,16.0,27,54.0,16036
17,1,52,22,42.31,16,30.77,14,26.92,17001
17,2,70,31,44.29,6,8.57,33,47.14,17002
17,3,59,21,35.59,13,22.03,25,42.37,17003
17,4,101,32,31.68,15,14.85,54,53.47,17004
17,5,80,35,43.75,18,22.5,27,33.75,17005
17,6,42,21,50.0,6,14.29,15,35.71,17006
17,7,31,12,38.71,8,25.81,11,35.48,17007
17,8,78,39,50.0,19,24.36,20,25.64,17008
17,9,82,30,36.59,15,18.29,37,45.12,17009
17,10,86,36,41.86,16,18.6,34,39.53,17010
17,11,81,42,51.85,13,16.05,26,32.1,17011
17,12,52,22,42.31,17,32.69,13,25.0,17012
17,13,67,35,52.24,8,11.94,24,35.82,17013
17,14,65,27,41.54,21,32.31,17,26.15,17014
17,15,82,35,42.68,7,8.54,40,48.78,17015
17,16,56,25,44.64,17,30.36,14,25.0,17016
17,17,56,23,41.07,11,19.64,22,39.29,17017
17,18,109,43,39.45,9,8.26,57,52.29,17018
17,19,50,25,50.0,8,16.0,17,34.0,17019
17,20,125,41,32.8,9,7.2,75,60.0,17020
17,21,132,44,33.33,10,7.58,78,59.09,17021
17,22,97,35,36.08,17,17.53,45,46.39,17022
17,23,72,34,47.22,5,6.94,33,45.83,17023
17,24,125,59,47.2,13,10.4,53,42.4,17024
17,25,58,35,60.34,11,18.97,12,20.69,17025
17,26,92,37,40.22,12,13.04,43,46.74,17026
17,27,83,30,36.14,11,13.25,42,50.6,17027
17,28,58,23,39.66,5,8.62,30,51.72,17028
17,29,92,36,39.13,20,21.74,36,39.13,17029
17,30,28,6,21.43,9,32.14,13,46.43,17030
17,31,57,29,50.88,8,14.04,20,35.09,17031
17,32,55,22,40.0,13,23.64,20,36.36,17032
17,33,50,20,40.0,9,18.0,21,42.0,17033
17,34,62,29,46.77,8,12.9,25,40.32,17034
17,35,64,23,35.94,9,14.06,32,50.0,17035
17,36,105,41,39.05,13,12.38,51,48.57,17036
17,37,78,39,50.0,4,5.13,35,44.87,17037
17,38,89,33,37.08,16,17.98,40,44.94,17038
17,39,95,32,33.68,12,12.63,51,53.68,17039
17,40,95,43,45.26,13,13.68,39,41.05,17040
17,41,93,38,40.86,10,10.75,45,48.39,17041
18,1,61,19,31.15,16,26.23,26,42.62,18001
18,2,42,14,33.33,13,30.95,15,35.71,18002
18,3,58,18,31.03,25,43.1,15,25.86,18003
18,4,105,39,37.14,15,14.29,51,48.57,18004
18,5,63,27,42.86,9,14.29,27,42.86,18005
18,6,54,14,25.93,26,48.15,14,25.93,18006
18,7,67,25,37.31,19,28.36,23,34.33,18007
18,8,117,42,35.9,18,15.38,57,48.72,18008
18,9,129,36,27.91,22,17.05,71,55.04,18009
18,10,159,46,28.93,6,3.77,107,67.3,18010
18,11,59,20,33.9,20,33.9,19,32.2,18011
18,12,97,43,44.33,14,14.43,40,41.24,18012
18,13,78,22,28.21,17,21.79,39,50.0,18013
18,14,93,23,24.73,14,15.05,56,60.22,18014
18,15,52,18,34.62,20,38.46,14,26.92,18015
18,16,79,28,35.44,2,2.53,49,62.03,18016
18,17,67,25,37.31,16,23.88,26,38.81,18017
18,18,155,52,33.55,20,12.9,83,53.55,18018
18,19,118,43,36.44,15,12.71,60,50.85,18019
18,20,84,32,38.1,13,15.48,39,46.43,18020
18,21,128,41,32.03,17,13.28,70,54.69,18021
18,22,138,58,42.03,10,7.25,70,50.72,18022
18,23,77,30,38.96,8,10.39,39,50.65,18023
18,24,52,15,28.85,29,55.77,8,15.38,18024
18,25,47,14,29.79,26,55.32,7,14.89,18025
18,26,126,41,32.54,12,9.52,73,57.94,18026
18,27,52,19,36.54,9,17.31,24,46.15,18027
18,28,61,12,19.67,30,49.18,19,31.15,18028
18,29,63,24,38.1,12,19.05,27,42.86,18029
18,30,42,9,21.43,25,59.52,8,19.05,18030
18,31,64,25,39.06,11,17.19,28,43.75,18031
18,32,122,49,40.16,21,17.21,52,42.62,18032
18,33,85,30,35.29,8,9.41,47,55.29,18033
18,34,190,62,32.63,22,11.58,106,55.79,18034
18,35,106,27,25.47,12,11.32,67,63.21,18035
18,36,62,25,40.32,15,24.19,22,35.48,18036
18,37,117,36,30.77,12,10.26,69,58.97,18037
18,38,105,35,33.33,15,14.29,55,52.38,18038
18,39,48,20,41.67,6,12.5,22,45.83,18039
18,40,72,26,36.11,28,38.89,18,25.0,18040
18,41,89,36,40.45,10,11.24,43,48.31,18041
18,42,54,21,38.89,9,16.67,24,44.44,18042
18,43,83,28,33.73,35,42.17,20,24.1,18043
18,44,59,14,23.73,31,52.54,14,23.73,18044
18,45,76,25,32.89,33,43.42,18,23.68,18045
18,46,71,18,25.35,30,42.25,23,32.39,18046
18,47,51,16,31.37,11,21.57,24,47.06,18047
18,48,57,21,36.84,8,14.04,28,49.12,18048
18,49,52,23,44.23,8,15.38,21,40.38,18049
18,50,70,28,40.0,11,15.71,31,44.29,18050
19,1,101,22,21.78,51,50.5,28,27.72,19001
19,2,173,50,28.9,29,16.76,94,54.34,19002
19,3,63,13,20.63,38,60.32,12,19.05,19003
19,4,122,27,22.13,73,59.84,22,18.03,19004
19,5,169,57,33.73,52,30.77,60,35.5,19005
19,6,80,20,25.0,53,66.25,7,8.75,19006
19,7,139,34,24.46,73,52.52,32,23.02,19007
19,8,99,14,14.14,57,57.58,28,28.28,19008
19,9,85,28,32.94,37,43.53,20,23.53,19009
19,10,146,45,30.82,45,30.82,56,38.36,19010
19,11,94,15,15.96,62,65.96,17,18.09,19011
19,12,90,19,21.11,57,63.33,14,15.56,19012
19,13,166,44,26.51,18,10.84,104,62.65,19013
19,14,73,28,38.36,22,30.14,23,31.51,19014
19,15,92,21,22.83,55,59.78,16,17.39,19015
19,16,106,18,16.98,68,64.15,20,18.87,19016
19,17,89,12,13.48,52,58.43,25,28.09,19017
19,18,123,28,22.76,38,30.89,57,46.34,19018
19,19,143,32,22.38,58,40.56,53,37.06,19019
19,20,139,50,35.97,39,28.06,50,35.97,19020
19,21,75,15,20.0,49,65.33,11,14.67,19021
19,22,119,30,25.21,38,31.93,51,42.86,19022
19,23,108,26,24.07,61,56.48,21,19.44,19023
19,24,92,22,23.91,47,51.09,23,25.0,19024
19,25,125,32,25.6,42,33.6,51,40.8,19025
19,26,118,31,26.27,53,44.92,34,28.81,19026
19,27,83,21,25.3,14,16.87,48,57.83,19027
19,28,141,43,30.5,17,12.06,81,57.45,19028
19,29,67,21,31.34,42,62.69,4,5.97,19029
19,30,85,20,23.53,51,60.0,14,16.47,19030
19,31,94,26,27.66,40,42.55,28,29.79,19031
19,32,100,23,23.0,67,67.0,10,10.0,19032
19,33,88,14,15.91,53,60.23,21,23.86,19033
19,34,109,39,35.78,45,41.28,25,22.94,19034
19,35,137,30,21.9,62,45.26,45,32.85,19035
19,36,114,33,28.95,23,20.18,58,50.88,19036
19,37,121,38,31.4,30,24.79,53,43.8,19037
19,38,104,26,25.0,18,17.31,60,57.69,19038
19,39,33,21,63.64,2,6.06,10,30.3,19039
19,40,124,47,37.9,36,29.03,41,33.06,19040
19,41,89,16,17.98,63,70.79,10,11.24,19041
19,42,88,26,29.55,16,18.18,46,52.27,19042
19,43,162,69,42.59,24,14.81,69,42.59,19043
19,44,98,18,18.37,60,61.22,20,20.41,19044
19,45,119,22,18.49,67,56.3,30,25.21,19045
19,46,139,26,18.71,81,58.27,32,23.02,19046
19,47,178,51,28.65,51,28.65,76,42.7,19047
19,48,109,50,45.87,9,8.26,50,45.87,19048
19,49,159,51,32.08,22,13.84,86,54.09,19049
19,50,68,12,17.65,33,48.53,23,33.82,19050
19,51,153,29,18.95,89,58.17,35,22.88,19051
19,52,93,20,21.51,57,61.29,16,17.2,19052
19,53,89,24,26.97,49,55.06,16,17.98,19053
19,54,59,14,23.73,37,62.71,8,13.56,19054
19,55,61,12,19.67,37,60.66,12,19.67,19055
19,56,147,36,24.49,48,32.65,63,42.86,19056
19,57,133,33,24.81,50,37.59,50,37.59,19057
20,1,80,29,36.25,10,12.5,41,51.25,20001
20,2,26,11,42.31,5,19.23,10,38.46,20002
20,3,64,20,31.25,8,12.5,36,56.25,20003
20,4,23,12,52.17,1,4.35,10,43.48,20004
20,5,71,31,43.66,7,9.86,33,46.48,20005
20,6,24,7,29.17,5,20.83,12,50.0,20006
20,7,75,27,36.0,10,13.33,38,50.67,20007
20,8,94,31,32.98,12,12.77,51,54.26,20008
20,9,113,42,37.17,12,10.62,59,52.21,20009
20,10,86,32,37.21,10,11.63,44,51.16,20010
20,11,73,31,42.47,8,10.96,34,46.58,20011
20,12,47,16,34.04,6,12.77,25,53.19,20012
20,13,110,53,48.18,18,16.36,39,35.45,20013
20,14,74,28,37.84,8,10.81,38,51.35,20014
20,15,22,9,40.91,9,40.91,4,18.18,20015
20,16,122,40,32.79,24,19.67,58,47.54,20016
20,17,41,21,51.22,12,29.27,8,19.51,20017
20,18,72,27,37.5,11,15.28,34,47.22,20018
20,19,86,40,46.51,14,16.28,32,37.21,20019
20,20,40,16,40.0,20,50.0,4,10.0,20020
20,21,48,23,47.92,12,25.0,13,27.08,20021
20,22,131,40,30.53,18,13.74,73,55.73,20022
20,23,89,42,47.19,12,13.48,35,39.33,20023
20,24,71,30,42.25,3,4.23,38,53.52,20024
20,25,76,31,40.79,13,17.11,32,42.11,20025
20,26,78,32,41.03,12,15.38,34,43.59,20026
20,27,53,16,30.19,10,18.87,27,50.94,20027
20,28,52,20,38.46,5,9.62,27,51.92,20028
20,29,122,53,43.44,19,15.57,50,40.98,20029
20,30,30,14,46.67,4,13.33,12,40.0,20030
20,31,81,30,37.04,13,16.05,38,46.91,20031
20,32,100,36,36.0,19,19.0,45,45.0,20032
20,33,60,24,40.0,5,8.33,31,51.67,20033
20,34,78,30,38.46,10,12.82,38,48.72,20034
20,35,56,26,46.43,10,17.86,20,35.71,20035
20,36,24,13,54.17,2,8.33,9,37.5,20036
20,37,26,10,38.46,3,11.54,13,50.0,20037
20,38,29,12,41.38,7,24.14,10,34.48,20038
20,39,15,4,26.67,3,20.0,8,53.33,20039
21,1,133,36,27.07,12,9.02,85,63.91,21001
21,2,74,26,35.14,14,18.92,34,45.95,21002
21,3,104,35,33.65,7,6.73,62,59.62,21003
21,4,101,36,35.64,7,6.93,58,57.43,21004
21,5,157,49,31.21,12,7.64,96,61.15,21005
21,6,89,40,44.94,10,11.24,39,43.82,21006
21,7,136,38,27.94,12,8.82,86,63.24,21007
21,8,121,43,35.54,5,4.13,73,60.33,21008
21,9,136,38,27.94,9,6.62,89,65.44,21009
21,10,81,26,32.1,9,11.11,46,56.79,21010
21,11,129,40,31.01,14,10.85,75,58.14,21011
21,12,125,36,28.8,14,11.2,75,60.0,21012
21,13,75,26,34.67,10,13.33,39,52.0,21013
21,14,145,54,37.24,16,11.03,75,51.72,21014
21,15,78,21,26.92,4,5.13,53,67.95,21015
21,16,99,33,33.33,13,13.13,53,53.54,21016
21,17,89,28,31.46,8,8.99,53,59.55,21017
21,18,146,46,31.51,10,6.85,90,61.64,21018
21,19,118,46,38.98,11,9.32,61,51.69,21019
21,20,84,27,32.14,7,8.33,50,59.52,21020
21,21,96,25,26.04,15,15.63,56,58.33,21021
21,22,102,40,39.22,19,18.63,43,42.16,21022
21,23,126,35,27.78,13,10.32,78,61.9,21023
21,24,119,45,37.82,15,12.61,59,49.58,21024
21,25,139,44,31.65,16,11.51,79,56.83,21025
21,26,91,32,35.16,11,12.09,48,52.75,21026
21,27,104,35,33.65,6,5.77,63,60.58,21027
21,28,136,60,44.12,14,10.29,62,45.59,21028
21,29,84,30,35.71,7,8.33,47,55.95,21029
21,30,74,22,29.73,15,20.27,37,50.0,21030
21,31,107,33,30.84,5,4.67,69,64.49,21031
21,32,122,45,36.89,21,17.21,56,45.9,21032
21,33,108,40,37.04,8,7.41,60,55.56,21033
21,34,103,30,29.13,17,16.5,56,54.37,21034
21,35,139,47,33.81,16,11.51,76,54.68,21035
21,36,122,51,41.8,19,15.57,52,42.62,21036
21,37,101,38,37.62,12,11.88,51,50.5,21037
21,38,110,29,26.36,19,17.27,62,56.36,21038
21,39,77,22,28.57,14,18.18,41,53.25,21039
21,40,97,36,37.11,10,10.31,51,52.58,21040
21,41,122,37,30.33,6,4.92,79,64.75,21041
21,42,130,46,35.38,17,13.08,67,51.54,21042
21,43,110,42,38.18,12,10.91,56,50.91,21043
21,44,109,40,36.7,7,6.42,62,56.88,21044
21,45,107,33,30.84,6,5.61,68,63.55,21045
21,46,116,45,38.79,7,6.03,64,55.17,21046
21,47,87,33,37.93,3,3.45,51,58.62,21047
21,48,109,38,34.86,15,13.76,56,51.38,21048
21,49,137,57,41.61,16,11.68,64,46.72,21049
21,50,88,38,43.18,5,5.68,45,51.14,21050
21,51,127,43,33.86,13,10.24,71,55.91,21051
21,52,107,53,49.53,8,7.48,46,42.99,21052
21,53,81,25,30.86,9,11.11,47,58.02,21053
21,54,91,44,48.35,10,10.99,37,40.66,21054
22,1,81,44,54.32,14,17.28,23,28.4,22001
22,2,72,29,40.28,37,51.39,6,8.33,22002
22,3,57,17,29.82,36,63.16,4,7.02,22003
22,4,40,15,37.5,25,62.5,0,0.0,22004
22,5,38,13,34.21,20,52.63,5,13.16,22005
22,6,42,7,16.67,30,71.43,5,11.9,22006
22,7,32,5,15.63,22,68.75,5,15.63,22007
22,8,70,18,25.71,33,47.14,19,27.14,22008
22,9,48,15,31.25,27,56.25,6,12.5,22009
22,10,50,12,24.0,34,68.0,4,8.0,22010
22,11,50,12,24.0,34,68.0,4,8.0,22011
22,12,67,29,43.28,30,44.78,8,11.94,22012
22,13,39,8,20.51,24,61.54,7,17.95,22013
22,14,30,13,43.33,10,33.33,7,23.33,22014
22,15,41,10,24.39,27,65.85,4,9.76,22015
22,16,46,16,34.78,19,41.3,11,23.91,22016
22,17,36,10,27.78,22,61.11,4,11.11,22017
22,18,43,8,18.6,30,69.77,5,11.63,22018
22,19,39,20,51.28,8,20.51,11,28.21,22019
22,20,44,9,20.45,30,68.18,5,11.36,22020
22,21,101,48,47.52,14,13.86,39,38.61,22021
22,22,33,14,42.42,18,54.55,1,3.03,22022
22,23,129,65,50.39,24,18.6,40,31.01,22023
22,24,51,24,47.06,23,45.1,4,7.84,22024
22,25,38,16,42.11,18,47.37,4,10.53,22025
23,1,113,36,31.86,64,56.64,13,11.5,23001
23,2,83,24,28.92,44,53.01,15,18.07,23002
23,3,85,38,44.71,33,38.82,14,16.47,23003
23,4,100,30,30.0,56,56.0,14,14.0,23004
23,5,58,23,39.66,32,55.17,3,5.17,23005
23,6,90,29,32.22,51,56.67,10,11.11,23006
23,7,51,13,25.49,31,60.78,7,13.73,23007
23,8,78,22,28.21,40,51.28,16,20.51,23008
23,9,45,7,15.56,32,71.11,6,13.33,23009
23,10,59,17,28.81,29,49.15,13,22.03,23010
23,11,46,16,34.78,23,50.0,7,15.22,23011
23,12,74,14,18.92,50,67.57,10,13.51,23012
23,13,36,8,22.22,24,66.67,4,11.11,23013
23,14,70,17,24.29,44,62.86,9,12.86,23014
23,15,49,14,28.57,30,61.22,5,10.2,23015
23,16,71,19,26.76,44,61.97,8,11.27,23016
23,17,22,9,40.91,10,45.45,3,13.64,23017
23,18,60,14,23.33,39,65.0,7,11.67,23018
23,19,32,7,21.88,14,43.75,11,34.38,23019
23,20,28,10,35.71,15,53.57,3,10.71,23020
23,21,75,22,29.33,44,58.67,9,12.0,23021
23,22,71,22,30.99,36,50.7,13,18.31,23022
23,23,81,26,32.1,46,56.79,9,11.11,23023
23,24,44,12,27.27,28,63.64,4,9.09,23024
23,25,49,15,30.61,26,53.06,8,16.33,23025
23,26,59,15,25.42,36,61.02,8,13.56,23026
23,27,83,27,32.53,41,49.4,15,18.07,23027
23,28,82,28,34.15,46,56.1,8,9.76,23028
23,29,49,22,44.9,25,51.02,2,4.08,23029
23,30,59,18,30.51,34,57.63,7,11.86,23030
23,31,19,3,15.79,11,57.89,5,26.32,23031
23,32,52,14,26.92,29,55.77,9,17.31,23032
23,33,37,16,43.24,18,48.65,3,8.11,23033
23,34,49,17,34.69,25,51.02,7,14.29,23034
23,35,55,24,43.64,24,43.64,7,12.73,23035
23,36,104,29,27.88,55,52.88,20,19.23,23036
23,37,66,18,27.27,35,53.03,13,19.7,23037
23,38,60,20,33.33,36,60.0,4,6.67,23038
23,39,41,15,36.59,21,51.22,5,12.2,23039
24,1,89,32,35.96,15,16.85,42,47.19,24001
24,2,54,30,55.56,10,18.52,14,25.93,24002
24,3,76,30,39.47,9,11.84,37,48.68,24003
24,4,52,30,57.69,7,13.46,15,28.85,24004
24,5,45,26,57.78,9,20.0,10,22.22,24005
24,6,73,40,54.79,7,9.59,26,35.62,24006
24,7,22,10,45.45,5,22.73,7,31.82,24007
24,8,45,26,57.78,4,8.89,15,33.33,24008
24,9,59,28,47.46,13,22.03,18,30.51,24009
24,10,39,24,61.54,5,12.82,10,25.64,24010
24,11,63,30,47.62,11,17.46,22,34.92,24011
24,12,39,20,51.28,6,15.38,13,33.33,24012
24,13,42,24,57.14,8,19.05,10,23.81,24013
24,14,68,46,67.65,11,16.18,11,16.18,24014
24,15,40,16,40.0,4,10.0,20,50.0,24015
24,16,44,15,34.09,22,50.0,7,15.91,24016
24,17,61,28,45.9,8,13.11,25,40.98,24017
24,18,106,61,57.55,15,14.15,30,28.3,24018
24,19,98,41,41.84,7,7.14,50,51.02,24019
24,20,59,33,55.93,9,15.25,17,28.81,24020
24,21,40,20,50.0,4,10.0,16,40.0,24021
24,22,82,40,48.78,11,13.41,31,37.8,24022
24,23,61,31,50.82,16,26.23,14,22.95,24023
24,24,68,36,52.94,10,14.71,22,32.35,24024
24,25,60,35,58.33,6,10.0,19,31.67,24025
24,26,129,59,45.74,16,12.4,54,41.86,24026
24,27,96,45,46.88,19,19.79,32,33.33,24027
24,28,69,36,52.17,9,13.04,24,34.78,24028
24,29,57,30,52.63,7,12.28,20,35.09,24029
24,30,43,25,58.14,1,2.33,17,39.53,24030
24,31,79,29,36.71,12,15.19,38,48.1,24031
24,32,63,30,47.62,7,11.11,26,41.27,24032
24,33,35,17,48.57,8,22.86,10,28.57,24033
24,34,68,28,41.18,10,14.71,30,44.12,24034
24,35,74,29,39.19,14,18.92,31,41.89,24035
24,36,108,48,44.44,11,10.19,49,45.37,24036
24,37,26,13,50.0,4,15.38,9,34.62,24037
24,38,65,20,30.77,7,10.77,38,58.46,24038
24,39,111,51,45.95,30,27.03,30,27.03,24039
24,40,64,34,53.13,13,20.31,17,26.56,24040
24,41,61,36,59.02,5,8.2,20,32.79,24041
25,1,51,27,52.94,18,35.29,6,11.76,25001
25,2,37,15,40.54,15,40.54,7,18.92,25002
25,3,34,15,44.12,6,17.65,13,38.24,25003
25,4,43,19,44.19,12,27.91,12,27.91,25004
25,5,44,19,43.18,19,43.18,6,13.64,25005
25,6,23,11,47.83,10,43.48,2,8.7,25006
25,7,40,13,32.5,19,47.5,8,20.0,25007
25,8,32,13,40.63,18,56.25,1,3.13,25008
25,9,46,22,47.83,21,45.65,3,6.52,25009
25,10,26,12,46.15,8,30.77,6,23.08,25010
25,11,56,25,44.64,19,33.93,12,21.43,25011
25,12,51,21,41.18,26,50.98,4,7.84,25012
25,13,44,13,29.55,24,54.55,7,15.91,25013
25,14,25,9,36.0,8,32.0,8,32.0,25014
25,15,41,11,26.83,22,53.66,8,19.51,25015
25,16,34,15,44.12,7,20.59,12,35.29,25016
25,17,64,24,37.5,26,40.63,14,21.88,25017
25,18,39,16,41.03,12,30.77,11,28.21,25018
25,19,37,14,37.84,12,32.43,11,29.73,25019
25,20,31,13,41.94,11,35.48,7,22.58,25020
25,21,69,21,30.43,18,26.09,30,43.48,25021
25,22,38,14,36.84,20,52.63,4,10.53,25022
25,23,54,24,44.44,22,40.74,8,14.81,25023
25,24,26,10,38.46,13,50.0,3,11.54,25024
25,25,54,16,29.63,21,38.89,17,31.48,25025
25,26,31,10,32.26,15,48.39,6,19.35,25026
25,27,23,8,34.78,7,30.43,8,34.78,25027
25,28,46,20,43.48,22,47.83,4,8.7,25028
25,29,66,32,48.48,17,25.76,17,25.76,25029
25,30,36,11,30.56,19,52.78,6,16.67,25030
25,31,24,6,25.0,7,29.17,11,45.83,25031
25,32,45,16,35.56,25,55.56,4,8.89,25032
