ward,precinct,total,JB Pritzker & Juliana Stratton,JB Pritzker & Juliana Stratton Percent,Darren Bailey & Stephanie Trussell,Darren Bailey & Stephanie Trussell Percent,Scott Schluter & John Phillips,Scott Schluter & John Phillips Percent,precinct_id
19,35,681,492,72.25,171,25.11,18,2.64,19035
19,36,561,388,69.16,157,27.99,16,2.85,19036
20,1,253,210,83.0,38,15.02,5,1.98,20001
20,2,143,105,73.43,33,23.08,5,3.5,20002
20,3,174,160,91.95,13,7.47,1,0.57,20003
20,4,137,129,94.16,7,5.11,1,0.73,20004
20,5,272,254,93.38,13,4.78,5,1.84,20005
20,6,177,168,94.92,7,3.95,2,1.13,20006
20,7,231,217,93.94,9,3.9,5,2.16,20007
20,8,273,245,89.74,23,8.42,5,1.83,20008
20,9,531,501,94.35,22,4.14,8,1.51,20009
20,10,555,538,96.94,12,2.16,5,0.9,20010
20,11,442,413,93.44,18,4.07,11,2.49,20011
20,12,93,88,94.62,4,4.3,1,1.08,20012
20,13,800,765,95.63,25,3.13,10,1.25,20013
20,14,458,439,95.85,11,2.4,8,1.75,20014
20,15,434,409,94.24,14,3.23,11,2.53,20015
20,16,477,454,95.18,14,2.94,9,1.89,20016
20,17,576,549,95.31,19,3.3,8,1.39,20017
20,18,719,660,91.79,40,5.56,19,2.64,20018
20,19,381,349,91.6,24,6.3,8,2.1,20019
20,20,506,486,96.05,16,3.16,4,0.79,20020
20,21,653,633,96.94,15,2.3,5,0.77,20021
20,22,597,565,94.64,16,2.68,16,2.68,20022
20,23,238,225,94.54,13,5.46,0,0.0,20023
21,1,664,638,96.08,21,3.16,5,0.75,21001
21,2,206,199,96.6,5,2.43,2,0.97,21002
21,3,698,660,94.56,26,3.72,12,1.72,21003
21,4,596,568,95.3,17,2.85,11,1.85,21004
21,5,627,606,96.65,13,2.07,8,1.28,21005
21,6,530,505,95.28,16,3.02,9,1.7,21006
21,7,749,721,96.26,21,2.8,7,0.93,21007
21,8,635,607,95.59,21,3.31,7,1.1,21008
21,9,205,192,93.66,13,6.34,0,0.0,21009
21,10,691,664,96.09,18,2.6,9,1.3,21010
21,11,705,671,95.18,25,3.55,9,1.28,21011
21,12,325,306,94.15,9,2.77,10,3.08,21012
21,13,518,492,94.98,13,2.51,13,2.51,21013
21,14,757,726,95.9,25,3.3,6,0.79,21014
21,15,731,700,95.76,21,2.87,10,1.37,21015
21,16,669,634,94.77,24,3.59,11,1.64,21016
21,17,502,485,96.61,11,2.19,6,1.2,21017
21,18,715,688,96.22,16,2.24,11,1.54,21018
21,19,607,580,95.55,21,3.46,6,0.99,21019
21,20,505,478,94.65,25,4.95,2,0.4,21020
21,21,742,700,94.34,28,3.77,14,1.89,21021
21,22,770,732,95.06,27,3.51,11,1.43,21022
21,23,550,525,95.45,15,2.73,10,1.82,21023
21,24,553,521,94.21,14,2.53,18,3.25,21024
21,25,432,413,95.6,17,3.94,2,0.46,21025
21,26,495,475,95.96,14,2.83,6,1.21,21026
21,27,726,690,95.04,29,3.99,7,0.96,21027
21,28,641,608,94.85,24,3.74,9,1.4,21028
21,29,637,596,93.56,28,4.4,13,2.04,21029
22,1,205,195,95.12,7,3.41,3,1.46,22001
22,2,131,121,92.37,9,6.87,1,0.76,22002
22,3,285,223,78.25,57,20.0,5,1.75,22003
22,4,173,151,87.28,17,9.83,5,2.89,22004
22,5,438,361,82.42,66,15.07,11,2.51,22005
22,6,227,192,84.58,29,12.78,6,2.64,22006
22,7,251,215,85.66,30,11.95,6,2.39,22007
22,8,274,241,87.96,29,10.58,4,1.46,22008
22,9,263,238,90.49,19,7.22,6,2.28,22009
22,10,343,285,83.09,53,15.45,5,1.46,22010
22,11,375,324,86.4,41,10.93,10,2.67,22011
22,12,242,207,85.54,32,13.22,3,1.24,22012
22,13,313,273,87.22,31,9.9,9,2.88,22013
22,14,286,239,83.57,37,12.94,10,3.5,22014
22,15,160,138,86.25,20,12.5,2,1.25,22015
22,16,369,260,70.46,102,27.64,7,1.9,22016
22,17,152,143,94.08,8,5.26,1,0.66,22017
22,18,323,307,95.05,10,3.1,6,1.86,22018
22,19,529,381,72.02,132,24.95,16,3.02,22019
23,1,323,131,40.56,186,57.59,6,1.86,23001
23,2,548,252,45.99,290,52.92,6,1.09,23002
23,3,341,160,46.92,175,51.32,6,1.76,23003
23,4,270,111,41.11,153,56.67,6,2.22,23004
23,5,459,202,44.01,245,53.38,12,2.61,23005
23,6,256,110,42.97,138,53.91,8,3.13,23006
23,7,343,168,48.98,163,47.52,12,3.5,23007
23,8,347,170,48.99,172,49.57,5,1.44,23008
23,9,527,263,49.91,238,45.16,26,4.93,23009
23,10,536,304,56.72,213,39.74,19,3.54,23010
23,11,242,164,67.77,74,30.58,4,1.65,23011
23,12,330,203,61.52,121,36.67,6,1.82,23012
23,13,590,387,65.59,195,33.05,8,1.36,23013
23,14,389,268,68.89,108,27.76,13,3.34,23014
23,15,435,284,65.29,140,32.18,11,2.53,23015
23,16,212,153,72.17,55,25.94,4,1.89,23016
23,17,296,244,82.43,47,15.88,5,1.69,23017
23,18,251,186,74.1,61,24.3,4,1.59,23018
23,19,209,160,76.56,45,21.53,4,1.91,23019
23,20,197,153,77.66,37,18.78,7,3.55,23020
23,21,187,145,77.54,37,19.79,5,2.67,23021
23,22,210,149,70.95,48,22.86,13,6.19,23022
23,23,211,156,73.93,45,21.33,10,4.74,23023
23,24,204,164,80.39,33,16.18,7,3.43,23024
23,25,165,128,77.58,32,19.39,5,3.03,23025
23,26,130,104,80.0,23,17.69,3,2.31,23026
23,27,176,130,73.86,41,23.3,5,2.84,23027
23,28,252,194,76.98,53,21.03,5,1.98,23028
23,29,340,261,76.76,61,17.94,18,5.29,23029
23,30,211,170,80.57,40,18.96,1,0.47,23030
23,31,252,197,78.17,47,18.65,8,3.17,23031
23,32,206,159,77.18,43,20.87,4,1.94,23032
23,33,465,352,75.7,100,21.51,13,2.8,23033
24,1,248,236,95.16,8,3.23,4,1.61,24001
24,2,219,211,96.35,6,2.74,2,0.91,24002
24,3,436,415,95.18,13,2.98,8,1.83,24003
24,4,390,357,91.54,22,5.64,11,2.82,24004
24,5,629,604,96.03,17,2.7,8,1.27,24005
24,6,395,380,96.2,8,2.03,7,1.77,24006
24,7,190,183,96.32,3,1.58,4,2.11,24007
24,8,272,251,92.28,14,5.15,7,2.57,24008
24,9,471,449,95.33,19,4.03,3,0.64,24009
24,10,344,336,97.67,7,2.03,1,0.29,24010
24,11,447,426,95.3,12,2.68,9,2.01,24011
24,12,507,482,95.07,18,3.55,7,1.38,24012
24,13,471,441,93.63,23,4.88,7,1.49,24013
24,14,370,355,95.95,9,2.43,6,1.62,24014
24,15,402,377,93.78,18,4.48,7,1.74,24015
24,16,534,504,94.38,26,4.87,4,0.75,24016
24,17,320,298,93.13,17,5.31,5,1.56,24017
24,18,516,467,90.5,44,8.53,5,0.97,24018
24,19,1143,981,85.83,123,10.76,39,3.41,24019
25,1,374,322,86.1,43,11.5,9,2.41,25001
25,2,249,212,85.14,32,12.85,5,2.01,25002
25,3,332,288,86.75,34,10.24,10,3.01,25003
25,4,430,366,85.12,45,10.47,19,4.42,25004
25,5,553,511,92.41,29,5.24,13,2.35,25005
25,6,597,506,84.76,78,13.07,13,2.18,25006
25,7,557,476,85.46,74,13.29,7,1.26,25007
25,8,569,488,85.76,72,12.65,9,1.58,25008
25,9,580,504,86.9,54,9.31,22,3.79,25009
25,10,639,574,89.83,59,9.23,6,0.94,25010
25,11,569,502,88.22,57,10.02,10,1.76,25011
25,12,492,451,91.67,33,6.71,8,1.63,25012
25,13,763,659,86.37,90,11.8,14,1.83,25013
25,14,765,690,90.2,62,8.1,13,1.7,25014
25,15,600,479,79.83,105,17.5,16,2.67,25015
25,16,747,646,86.48,85,11.38,16,2.14,25016
25,17,317,267,84.23,41,12.93,9,2.84,25017
26,1,253,198,78.26,48,18.97,7,2.77,26001
26,2,304,264,86.84,30,9.87,10,3.29,26002
26,3,519,477,91.91,37,7.13,5,0.96,26003
26,4,328,244,74.39,79,24.09,5,1.52,26004
26,5,416,371,89.18,36,8.65,9,2.16,26005
26,6,276,216,78.26,57,20.65,3,1.09,26006
26,7,407,350,86.0,45,11.06,12,2.95,26007
26,8,303,259,85.48,37,12.21,7,2.31,26008
26,9,272,219,80.51,48,17.65,5,1.84,26009
26,10,321,278,86.6,35,10.9,8,2.49,26010
26,11,304,269,88.49,34,11.18,1,0.33,26011
26,12,132,115,87.12,14,10.61,3,2.27,26012
26,13,239,207,86.61,23,9.62,9,3.77,26013
26,14,207,171,82.61,31,14.98,5,2.42,26014
26,15,232,191,82.33,38,16.38,3,1.29,26015
26,16,501,449,89.62,46,9.18,6,1.2,26016
26,17,465,415,89.25,42,9.03,8,1.72,26017
26,18,221,158,71.49,57,25.79,6,2.71,26018
26,19,520,477,91.73,34,6.54,9,1.73,26019
26,20,553,513,92.77,30,5.42,10,1.81,26020
26,21,232,178,76.72,42,18.1,12,5.17,26021
26,22,219,162,73.97,53,24.2,4,1.83,26022
26,23,435,366,84.14,61,14.02,8,1.84,26023
26,24,210,172,81.9,37,17.62,1,0.48,26024
26,25,454,413,90.97,31,6.83,10,2.2,26025
26,26,547,493,90.13,48,8.78,6,1.1,26026
26,27,558,499,89.43,49,8.78,10,1.79,26027
26,28,526,476,90.49,44,8.37,6,1.14,26028
26,29,497,424,85.31,66,13.28,7,1.41,26029
26,30,261,249,95.4,10,3.83,2,0.77,26030
26,31,305,254,83.28,44,14.43,7,2.3,26031
26,32,415,364,87.71,41,9.88,10,2.41,26032
27,1,589,483,82.0,96,16.3,10,1.7,27001
27,2,780,640,82.05,112,14.36,28,3.59,27002
27,3,395,383,96.96,10,2.53,2,0.51,27003
27,4,502,465,92.63,25,4.98,12,2.39,27004
27,5,357,329,92.16,22,6.16,6,1.68,27005
27,6,728,602,82.69,108,14.84,18,2.47,27006
27,7,924,797,86.26,109,11.8,18,1.95,27007
27,8,208,194,93.27,12,5.77,2,0.96,27008
27,9,690,592,85.8,85,12.32,13,1.88,27009
27,10,379,356,93.93,19,5.01,4,1.06,27010
27,11,692,541,78.18,128,18.5,23,3.32,27011
27,12,478,388,81.17,76,15.9,14,2.93,27012
27,13,548,477,87.04,62,11.31,9,1.64,27013
27,14,416,384,92.31,23,5.53,9,2.16,27014
27,15,549,476,86.7,62,11.29,11,2.0,27015
27,16,757,584,77.15,140,18.49,33,4.36,27016
27,17,273,245,89.74,23,8.42,5,1.83,27017
27,18,639,587,91.86,35,5.48,17,2.66,27018
27,19,194,170,87.63,20,10.31,4,2.06,27019
27,20,377,343,90.98,27,7.16,7,1.86,27020
27,21,282,230,81.56,42,14.89,10,3.55,27021
27,22,398,378,94.97,13,3.27,7,1.76,27022
27,23,337,309,91.69,22,6.53,6,1.78,27023
27,24,189,181,95.77,5,2.65,3,1.59,27024
27,25,473,433,91.54,28,5.92,12,2.54,27025
27,26,526,479,91.06,38,7.22,9,1.71,27026
27,27,399,351,87.97,38,9.52,10,2.51,27027
27,28,499,379,75.95,107,21.44,13,2.61,27028
27,29,907,750,82.69,135,14.88,22,2.43,27029
28,1,297,289,97.31,3,1.01,5,1.68,28001
28,2,298,284,95.3,9,3.02,5,1.68,28002
28,3,93,84,90.32,7,7.53,2,2.15,28003
28,4,253,232,91.7,17,6.72,4,1.58,28004
28,5,255,244,95.69,8,3.14,3,1.18,28005
28,6,435,408,93.79,20,4.6,7,1.61,28006
28,7,207,191,92.27,11,5.31,5,2.42,28007
28,8,415,386,93.01,25,6.02,4,0.96,28008
28,9,221,209,94.57,6,2.71,6,2.71,28009
28,10,130,124,95.38,5,3.85,1,0.77,28010
28,11,581,518,89.16,50,8.61,13,2.24,28011
28,12,768,643,83.72,103,13.41,22,2.86,28012
28,13,616,487,79.06,114,18.51,15,2.44,28013
28,14,506,463,91.5,32,6.32,11,2.17,28014
28,15,291,271,93.13,15,5.15,5,1.72,28015
28,16,616,546,88.64,56,9.09,14,2.27,28016
28,17,335,304,90.75,24,7.16,7,2.09,28017
28,18,374,356,95.19,15,4.01,3,0.8,28018
28,19,377,362,96.02,6,1.59,9,2.39,28019
28,20,305,293,96.07,9,2.95,3,0.98,28020
28,21,325,303,93.23,16,4.92,6,1.85,28021
28,22,253,238,94.07,13,5.14,2,0.79,28022
28,23,359,337,93.87,15,4.18,7,1.95,28023
28,24,277,257,92.78,17,6.14,3,1.08,28024
28,25,574,547,95.3,18,3.14,9,1.57,28025
28,26,174,162,93.1,7,4.02,5,2.87,28026
29,1,637,362,56.83,261,40.97,14,2.2,29001
29,2,527,308,58.44,206,39.09,13,2.47,29002
29,3,432,300,69.44,124,28.7,8,1.85,29003
29,4,468,320,68.38,137,29.27,11,2.35,29004
29,5,448,352,78.57,86,19.2,10,2.23,29005
29,6,393,342,87.02,43,10.94,8,2.04,29006
29,7,735,579,78.78,143,19.46,13,1.77,29007
29,8,963,835,86.71,110,11.42,18,1.87,29008
29,9,394,374,94.92,13,3.3,7,1.78,29009
29,10,552,515,93.3,29,5.25,8,1.45,29010
29,11,472,435,92.16,30,6.36,7,1.48,29011
29,12,617,574,93.03,30,4.86,13,2.11,29012
29,13,601,564,93.84,20,3.33,17,2.83,29013
29,14,525,487,92.76,28,5.33,10,1.9,29014
29,15,510,476,93.33,22,4.31,12,2.35,29015
29,16,576,542,94.1,27,4.69,7,1.22,29016
29,17,382,363,95.03,14,3.66,5,1.31,29017
29,18,545,516,94.68,22,4.04,7,1.28,29018
29,19,598,570,95.32,18,3.01,10,1.67,29019
29,20,347,325,93.66,17,4.9,5,1.44,29020
29,21,436,372,85.32,52,11.93,12,2.75,29021
29,22,604,560,92.72,30,4.97,14,2.32,29022
29,23,560,524,93.57,21,3.75,15,2.68,29023
29,24,429,405,94.41,13,3.03,11,2.56,29024
30,1,576,398,69.1,168,29.17,10,1.74,30001
30,2,390,268,68.72,119,30.51,3,0.77,30002
30,3,516,461,89.34,48,9.3,7,1.36,30003
30,4,432,292,67.59,129,29.86,11,2.55,30004
30,5,451,330,73.17,106,23.5,15,3.33,30005
30,6,511,410,80.23,87,17.03,14,2.74,30006
30,7,351,275,78.35,68,19.37,8,2.28,30007
30,8,600,509,84.83,75,12.5,16,2.67,30008
30,9,532,376,70.68,144,27.07,12,2.26,30009
30,10,459,350,76.25,100,21.79,9,1.96,30010
30,11,382,290,75.92,86,22.51,6,1.57,30011
30,12,510,360,70.59,140,27.45,10,1.96,30012
30,13,449,305,67.93,130,28.95,14,3.12,30013
30,14,475,334,70.32,136,28.63,5,1.05,30014
30,15,691,592,85.67,85,12.3,14,2.03,30015
30,16,360,242,67.22,110,30.56,8,2.22,30016
30,17,524,405,77.29,109,20.8,10,1.91,30017
30,18,451,369,81.82,70,15.52,12,2.66,30018
30,19,282,223,79.08,55,19.5,4,1.42,30019
30,20,345,266,77.1,73,21.16,6,1.74,30020
30,21,605,391,64.63,196,32.4,18,2.98,30021
30,22,574,475,82.75,84,14.63,15,2.61,30022
30,23,608,510,83.88,88,14.47,10,1.64,30023
30,24,522,399,76.44,110,21.07,13,2.49,30024
30,25,375,275,73.33,93,24.8,7,1.87,30025
30,26,608,522,85.86,73,12.01,13,2.14,30026
31,1,361,295,81.72,62,17.17,4,1.11,31001
31,2,556,462,83.09,81,14.57,13,2.34,31002
31,3,324,229,70.68,89,27.47,6,1.85,31003
31,4,380,338,88.95,34,8.95,8,2.11,31004
31,5,370,287,77.57,77,20.81,6,1.62,31005
31,6,291,231,79.38,52,17.87,8,2.75,31006
31,7,349,270,77.36,68,19.48,11,3.15,31007
31,8,476,374,78.57,89,18.7,13,2.73,31008
31,9,322,235,72.98,80,24.84,7,2.17,31009
31,10,497,412,82.9,72,14.49,13,2.62,31010
31,11,476,353,74.16,118,24.79,5,1.05,31011
31,12,573,440,76.79,115,20.07,18,3.14,31012
31,13,387,316,81.65,66,17.05,5,1.29,31013
31,14,422,322,76.3,85,20.14,15,3.55,31014
31,15,198,145,73.23,49,24.75,4,2.02,31015
31,16,265,196,73.96,67,25.28,2,0.75,31016
31,17,342,258,75.44,77,22.51,7,2.05,31017
31,18,303,235,77.56,60,19.8,8,2.64,31018
31,19,352,277,78.69,65,18.47,10,2.84,31019
31,20,354,279,78.81,64,18.08,11,3.11,31020
31,21,362,297,82.04,60,16.57,5,1.38,31021
31,22,156,138,88.46,17,10.9,1,0.64,31022
31,23,204,153,75.0,42,20.59,9,4.41,31023
32,1,1276,1081,84.72,163,12.77,32,2.51,32001
32,2,1032,884,85.66,124,12.02,24,2.33,32002
32,3,752,637,84.71,90,11.97,25,3.32,32003
32,4,733,629,85.81,84,11.46,20,2.73,32004
32,5,585,496,84.79,70,11.97,19,3.25,32005
32,6,350,300,85.71,39,11.14,11,3.14,32006
32,7,787,623,79.16,144,18.3,20,2.54,32007
32,8,530,457,86.23,60,11.32,13,2.45,32008
32,9,531,428,80.6,88,16.57,15,2.82,32009
32,10,993,814,81.97,155,15.61,24,2.42,32010
32,11,630,502,79.68,105,16.67,23,3.65,32011
32,12,358,290,81.01,59,16.48,9,2.51,32012
32,13,253,186,73.52,61,24.11,6,2.37,32013
32,14,1097,952,86.78,122,11.12,23,2.1,32014
32,15,1138,876,76.98,217,19.07,45,3.95,32015
32,16,515,425,82.52,80,15.53,10,1.94,32016
32,17,1008,804,79.76,179,17.76,25,2.48,32017
32,18,400,335,83.75,52,13.0,13,3.25,32018
32,19,449,378,84.19,60,13.36,11,2.45,32019
32,20,1052,832,79.09,195,18.54,25,2.38,32020
32,21,956,842,88.08,93,9.73,21,2.2,32021
32,22,961,833,86.68,105,10.93,23,2.39,32022
32,23,636,542,85.22,77,12.11,17,2.67,32023
32,24,349,278,79.66,58,16.62,13,3.72,32024
32,25,735,628,85.44,96,13.06,11,1.5,32025
32,26,960,802,83.54,134,13.96,24,2.5,32026
32,27,946,852,90.06,78,8.25,16,1.69,32027
32,28,289,244,84.43,36,12.46,9,3.11,32028
32,29,733,644,87.86,75,10.23,14,1.91,32029
32,30,928,827,89.12,84,9.05,17,1.83,32030
33,1,973,842,86.54,109,11.2,22,2.26,33001
33,2,1038,944,90.94,83,8.0,11,1.06,33002
33,3,744,637,85.62,88,11.83,19,2.55,33003
33,4,1005,861,85.67,129,12.84,15,1.49,33004
33,5,820,681,83.05,119,14.51,20,2.44,33005
33,6,869,759,87.34,92,10.59,18,2.07,33006
33,7,825,708,85.82,102,12.36,15,1.82,33007
33,8,591,507,85.79,71,12.01,13,2.2,33008
33,9,631,535,84.79,91,14.42,5,0.79,33009
33,10,600,539,89.83,58,9.67,3,0.5,33010
33,11,486,413,84.98,59,12.14,14,2.88,33011
33,12,745,657,88.19,71,9.53,17,2.28,33012
33,13,674,576,85.46,86,12.76,12,1.78,33013
33,14,869,779,89.64,76,8.75,14,1.61,33014
33,15,663,593,89.44,60,9.05,10,1.51,33015
33,16,833,755,90.64,61,7.32,17,2.04,33016
33,17,793,696,87.77,87,10.97,10,1.26,33017
34,1,664,565,85.09,89,13.4,10,1.51,34001
34,2,414,312,75.36,95,22.95,7,1.69,34002
34,3,930,759,81.61,144,15.48,27,2.9,34003
34,4,531,397,74.76,111,20.9,23,4.33,34004
34,5,861,735,85.37,107,12.43,19,2.21,34005
34,6,654,532,81.35,97,14.83,25,3.82,34006
34,7,302,244,80.79,45,14.9,13,4.3,34007
34,8,521,411,78.89,95,18.23,15,2.88,34008
34,9,997,748,75.03,216,21.66,33,3.31,34009
34,10,392,307,78.32,77,19.64,8,2.04,34010
34,11,645,514,79.69,111,17.21,20,3.1,34011
34,12,643,527,81.96,98,15.24,18,2.8,34012
34,13,741,594,80.16,130,17.54,17,2.29,34013
34,14,775,583,75.23,169,21.81,23,2.97,34014
34,15,597,496,83.08,87,14.57,14,2.35,34015
34,16,931,825,88.61,93,9.99,13,1.4,34016
34,17,832,743,89.3,74,8.89,15,1.8,34017
34,18,801,701,87.52,86,10.74,14,1.75,34018
34,19,613,516,84.18,87,14.19,10,1.63,34019
34,20,791,652,82.43,116,14.66,23,2.91,34020
35,1,229,182,79.48,37,16.16,10,4.37,35001
35,2,540,457,84.63,73,13.52,10,1.85,35002
35,3,389,349,89.72,30,7.71,10,2.57,35003
35,4,588,517,87.93,58,9.86,13,2.21,35004
35,5,812,735,90.52,58,7.14,19,2.34,35005
35,6,1206,1120,92.87,70,5.8,16,1.33,35006
35,7,791,699,88.37,78,9.86,14,1.77,35007
35,8,531,470,88.51,57,10.73,4,0.75,35008
35,9,981,909,92.66,66,6.73,6,0.61,35009
35,10,594,540,90.91,43,7.24,11,1.85,35010
35,11,799,726,90.86,62,7.76,11,1.38,35011
35,12,1036,947,91.41,77,7.43,12,1.16,35012
35,13,658,589,89.51,61,9.27,8,1.22,35013
35,14,561,515,91.8,34,6.06,12,2.14,35014
35,15,828,722,87.2,93,11.23,13,1.57,35015
35,16,1042,920,88.29,100,9.6,22,2.11,35016
35,17,685,600,87.59,70,10.22,15,2.19,35017
35,18,439,381,86.79,46,10.48,12,2.73,35018
35,19,639,543,84.98,82,12.83,14,2.19,35019
35,20,394,327,82.99,57,14.47,10,2.54,35020
35,21,628,499,79.46,109,17.36,20,3.18,35021
35,22,842,686,81.47,138,16.39,18,2.14,35022
36,1,356,218,61.24,128,35.96,10,2.81,36001
36,2,403,252,62.53,139,34.49,12,2.98,36002
36,3,323,218,67.49,101,31.27,4,1.24,36003
36,4,389,264,67.87,115,29.56,10,2.57,36004
36,5,331,243,73.41,77,23.26,11,3.32,36005
36,6,279,216,77.42,59,21.15,4,1.43,36006
36,7,222,167,75.23,45,20.27,10,4.5,36007
36,8,188,131,69.68,51,27.13,6,3.19,36008
36,9,477,377,79.04,88,18.45,12,2.52,36009
36,10,338,256,75.74,70,20.71,12,3.55,36010
36,11,264,192,72.73,60,22.73,12,4.55,36011
36,12,202,155,76.73,46,22.77,1,0.5,36012
36,13,119,91,76.47,26,21.85,2,1.68,36013
36,14,354,284,80.23,62,17.51,8,2.26,36014
36,15,165,139,84.24,22,13.33,4,2.42,36015
36,16,129,104,80.62,22,17.05,3,2.33,36016
36,17,486,434,89.3,45,9.26,7,1.44,36017
36,18,539,482,89.42,44,8.16,13,2.41,36018
36,19,734,659,89.78,62,8.45,13,1.77,36019
36,20,809,713,88.13,79,9.77,17,2.1,36020
36,21,579,452,78.07,114,19.69,13,2.25,36021
36,22,720,631,87.64,78,10.83,11,1.53,36022
36,23,636,531,83.49,87,13.68,18,2.83,36023
36,24,672,576,85.71,76,11.31,20,2.98,36024
36,25,751,648,86.28,76,10.12,27,3.6,36025
36,26,704,621,88.21,65,9.23,18,2.56,36026
36,27,784,680,86.73,79,10.08,25,3.19,36027
37,1,434,393,90.55,27,6.22,14,3.23,37001
37,2,372,335,90.05,25,6.72,12,3.23,37002
37,3,425,398,93.65,21,4.94,6,1.41,37003
37,4,457,423,92.56,26,5.69,8,1.75,37004
37,5,330,304,92.12,17,5.15,9,2.73,37005
37,6,579,552,95.34,23,3.97,4,0.69,37006
37,7,410,367,89.51,34,8.29,9,2.2,37007
37,8,538,514,95.54,13,2.42,11,2.04,37008
37,9,235,213,90.64,14,5.96,8,3.4,37009
37,10,391,344,87.98,40,10.23,7,1.79,37010
37,11,387,369,95.35,13,3.36,5,1.29,37011
37,12,530,488,92.08,33,6.23,9,1.7,37012
37,13,318,292,91.82,22,6.92,4,1.26,37013
37,14,521,490,94.05,18,3.45,13,2.5,37014
37,15,501,471,94.01,24,4.79,6,1.2,37015
37,16,547,499,91.22,38,6.95,10,1.83,37016
37,17,332,318,95.78,8,2.41,6,1.81,37017
37,18,427,377,88.29,41,9.6,9,2.11,37018
37,19,321,292,90.97,23,7.17,6,1.87,37019
37,20,560,523,93.39,31,5.54,6,1.07,37020
37,21,342,314,91.81,26,7.6,2,0.58,37021
37,22,411,368,89.54,38,9.25,5,1.22,37022
38,1,941,353,37.51,569,60.47,19,2.02,38001
38,2,464,205,44.18,255,54.96,4,0.86,38002
38,3,656,306,46.65,338,51.52,12,1.83,38003
38,4,484,219,45.25,250,51.65,15,3.1,38004
38,5,725,333,45.93,375,51.72,17,2.34,38005
38,6,509,268,52.65,227,44.6,14,2.75,38006
38,7,570,307,53.86,242,42.46,21,3.68,38007
38,8,512,249,48.63,252,49.22,11,2.15,38008
38,9,491,301,61.3,182,37.07,8,1.63,38009
38,10,476,250,52.52,209,43.91,17,3.57,38010
38,11,584,361,61.82,219,37.5,4,0.68,38011
38,12,768,453,58.98,290,37.76,25,3.26,38012
38,13,408,216,52.94,177,43.38,15,3.68,38013
38,14,527,290,55.03,222,42.13,15,2.85,38014
38,15,446,246,55.16,192,43.05,8,1.79,38015
38,16,785,465,59.24,303,38.6,17,2.17,38016
38,17,657,433,65.91,207,31.51,17,2.59,38017
38,18,770,515,66.88,240,31.17,15,1.95,38018
38,19,795,548,68.93,227,28.55,20,2.52,38019
38,20,675,459,68.0,196,29.04,20,2.96,38020
38,21,817,559,68.42,242,29.62,16,1.96,38021
38,22,539,384,71.24,142,26.35,13,2.41,38022
38,23,782,562,71.87,196,25.06,24,3.07,38023
38,24,749,523,69.83,207,27.64,19,2.54,38024
38,25,890,696,78.2,172,19.33,22,2.47,38025
39,1,653,445,68.15,179,27.41,29,4.44,39001
39,2,365,263,72.05,98,26.85,4,1.1,39002
39,3,492,403,81.91,78,15.85,11,2.24,39003
39,4,685,430,62.77,235,34.31,20,2.92,39004
39,5,471,371,78.77,91,19.32,9,1.91,39005
39,6,346,263,76.01,75,21.68,8,2.31,39006
39,7,329,269,81.76,56,17.02,4,1.22,39007
39,8,360,274,76.11,79,21.94,7,1.94,39008
39,9,342,238,69.59,92,26.9,12,3.51,39009
39,10,439,377,85.88,50,11.39,12,2.73,39010
39,11,349,242,69.34,92,26.36,15,4.3,39011
39,12,585,436,74.53,138,23.59,11,1.88,39012
39,13,830,644,77.59,168,20.24,18,2.17,39013
39,14,925,480,51.89,404,43.68,41,4.43,39014
39,15,669,530,79.22,126,18.83,13,1.94,39015
39,16,396,309,78.03,74,18.69,13,3.28,39016
39,17,952,554,58.19,373,39.18,25,2.63,39017
39,18,412,238,57.77,165,40.05,9,2.18,39018
39,19,842,688,81.71,140,16.63,14,1.66,39019
39,20,573,337,58.81,227,39.62,9,1.57,39020
39,21,744,594,79.84,134,18.01,16,2.15,39021
39,22,392,234,59.69,143,36.48,15,3.83,39022
39,23,86,50,58.14,33,38.37,3,3.49,39023
39,24,528,447,84.66,66,12.5,15,2.84,39024
39,25,398,329,82.66,61,15.33,8,2.01,39025
39,26,327,270,82.57,49,14.98,8,2.45,39026
39,27,376,257,68.35,112,29.79,7,1.86,39027
39,28,381,305,80.05,68,17.85,8,2.1,39028
39,29,173,127,73.41,44,25.43,2,1.16,39029
39,30,325,230,70.77,88,27.08,7,2.15,39030
39,31,424,269,63.44,146,34.43,9,2.12,39031
39,32,969,634,65.43,307,31.68,28,2.89,39032
39,33,362,239,66.02,114,31.49,9,2.49,39033
39,34,425,267,62.82,142,33.41,16,3.76,39034
39,35,690,521,75.51,155,22.46,14,2.03,39035
40,1,594,514,86.53,66,11.11,14,2.36,40001
40,2,701,574,81.88,115,16.41,12,1.71,40002
40,3,642,538,83.8,92,14.33,12,1.87,40003
40,4,628,488,77.71,128,20.38,12,1.91,40004
40,5,507,412,81.26,88,17.36,7,1.38,40005
40,6,582,485,83.33,87,14.95,10,1.72,40006
40,7,638,555,86.99,69,10.82,14,2.19,40007
40,8,417,334,80.1,80,19.18,3,0.72,40008
40,9,740,602,81.35,128,17.3,10,1.35,40009
40,10,1108,1001,90.34,94,8.48,13,1.17,40010
40,11,743,553,74.43,176,23.69,14,1.88,40011
40,12,757,655,86.53,85,11.23,17,2.25,40012
40,13,766,697,90.99,49,6.4,20,2.61,40013
