ward,precinct,total,"Daniel """"Pogo"""" Pogorzelski","Daniel """"Pogo"""" Pogorzelski Percent",Toneal M. Jackson,Toneal M. Jackson Percent,precinct_id
26,9,249,194,77.91,55,22.09,26009
26,10,295,244,82.71,51,17.29,26010
26,11,274,234,85.4,40,14.6,26011
26,12,116,96,82.76,20,17.24,26012
26,13,229,193,84.28,36,15.72,26013
26,14,180,153,85.0,27,15.0,26014
26,15,211,178,84.36,33,15.64,26015
26,16,466,388,83.26,78,16.74,26016
26,17,421,347,82.42,74,17.58,26017
26,18,196,160,81.63,36,18.37,26018
26,19,479,398,83.09,81,16.91,26019
26,20,520,418,80.38,102,19.62,26020
26,21,211,179,84.83,32,15.17,26021
26,22,195,156,80.0,39,20.0,26022
26,23,404,340,84.16,64,15.84,26023
26,24,183,156,85.25,27,14.75,26024
26,25,424,349,82.31,75,17.69,26025
26,26,490,407,83.06,83,16.94,26026
26,27,518,428,82.63,90,17.37,26027
26,28,469,391,83.37,78,16.63,26028
26,29,451,371,82.26,80,17.74,26029
26,30,238,198,83.19,40,16.81,26030
26,31,273,225,82.42,48,17.58,26031
26,32,395,326,82.53,69,17.47,26032
27,1,518,434,83.78,84,16.22,27001
27,2,670,532,79.4,138,20.6,27002
27,3,352,313,88.92,39,11.08,27003
27,4,470,400,85.11,70,14.89,27004
27,5,313,272,86.9,41,13.1,27005
27,6,641,529,82.53,112,17.47,27006
27,7,811,676,83.35,135,16.65,27007
27,8,188,159,84.57,29,15.43,27008
27,9,599,505,84.31,94,15.69,27009
27,10,338,286,84.62,52,15.38,27010
27,11,593,480,80.94,113,19.06,27011
27,12,410,331,80.73,79,19.27,27012
27,13,497,417,83.9,80,16.1,27013
27,14,385,326,84.68,59,15.32,27014
27,15,486,398,81.89,88,18.11,27015
27,16,643,509,79.16,134,20.84,27016
27,17,241,203,84.23,38,15.77,27017
27,18,579,489,84.46,90,15.54,27018
27,19,173,155,89.6,18,10.4,27019
27,20,335,298,88.96,37,11.04,27020
27,21,249,198,79.52,51,20.48,27021
27,22,362,313,86.46,49,13.54,27022
27,23,313,273,87.22,40,12.78,27023
27,24,182,158,86.81,24,13.19,27024
27,25,437,353,80.78,84,19.22,27025
27,26,482,406,84.23,76,15.77,27026
27,27,356,298,83.71,58,16.29,27027
27,28,418,327,78.23,91,21.77,27028
27,29,779,626,80.36,153,19.64,27029
28,1,270,239,88.52,31,11.48,28001
28,2,273,252,92.31,21,7.69,28002
28,3,85,75,88.24,10,11.76,28003
28,4,236,202,85.59,34,14.41,28004
28,5,230,203,88.26,27,11.74,28005
28,6,402,336,83.58,66,16.42,28006
28,7,179,150,83.8,29,16.2,28007
28,8,377,323,85.68,54,14.32,28008
28,9,199,171,85.93,28,14.07,28009
28,10,122,99,81.15,23,18.85,28010
28,11,527,413,78.37,114,21.63,28011
28,12,672,526,78.27,146,21.73,28012
28,13,528,429,81.25,99,18.75,28013
28,14,462,391,84.63,71,15.37,28014
28,15,269,226,84.01,43,15.99,28015
28,16,568,468,82.39,100,17.61,28016
28,17,308,258,83.77,50,16.23,28017
28,18,341,291,85.34,50,14.66,28018
28,19,346,308,89.02,38,10.98,28019
28,20,285,254,89.12,31,10.88,28020
28,21,306,278,90.85,28,9.15,28021
28,22,231,199,86.15,32,13.85,28022
28,23,331,292,88.22,39,11.78,28023
28,24,265,243,91.7,22,8.3,28024
28,25,503,443,88.07,60,11.93,28025
28,26,160,142,88.75,18,11.25,28026
29,1,544,413,75.92,131,24.08,29001
29,2,434,339,78.11,95,21.89,29002
29,3,377,293,77.72,84,22.28,29003
29,4,401,302,75.31,99,24.69,29004
29,5,410,328,80.0,82,20.0,29005
29,6,367,306,83.38,61,16.62,29006
29,7,661,537,81.24,124,18.76,29007
29,8,893,732,81.97,161,18.03,29008
29,9,374,314,83.96,60,16.04,29009
29,10,519,449,86.51,70,13.49,29010
29,11,454,387,85.24,67,14.76,29011
29,12,594,517,87.04,77,12.96,29012
29,13,583,514,88.16,69,11.84,29013
29,14,508,433,85.24,75,14.76,29014
29,15,473,401,84.78,72,15.22,29015
29,16,532,437,82.14,95,17.86,29016
29,17,366,321,87.7,45,12.3,29017
29,18,494,419,84.82,75,15.18,29018
29,19,570,502,88.07,68,11.93,29019
29,20,315,277,87.94,38,12.06,29020
29,21,392,317,80.87,75,19.13,29021
29,22,563,509,90.41,54,9.59,29022
29,23,530,462,87.17,68,12.83,29023
29,24,406,347,85.47,59,14.53,29024
30,1,518,416,80.31,102,19.69,30001
30,2,348,278,79.89,70,20.11,30002
30,3,478,382,79.92,96,20.08,30003
30,4,376,310,82.45,66,17.55,30004
30,5,397,331,83.38,66,16.62,30005
30,6,447,345,77.18,102,22.82,30006
30,7,312,247,79.17,65,20.83,30007
30,8,566,456,80.57,110,19.43,30008
30,9,478,400,83.68,78,16.32,30009
30,10,390,310,79.49,80,20.51,30010
30,11,328,279,85.06,49,14.94,30011
30,12,457,366,80.09,91,19.91,30012
30,13,381,307,80.58,74,19.42,30013
30,14,412,336,81.55,76,18.45,30014
30,15,630,501,79.52,129,20.48,30015
30,16,325,258,79.38,67,20.62,30016
30,17,463,374,80.78,89,19.22,30017
30,18,408,339,83.09,69,16.91,30018
30,19,261,221,84.67,40,15.33,30019
30,20,319,251,78.68,68,21.32,30020
30,21,525,421,80.19,104,19.81,30021
30,22,518,417,80.5,101,19.5,30022
30,23,536,438,81.72,98,18.28,30023
30,24,471,371,78.77,100,21.23,30024
30,25,310,253,81.61,57,18.39,30025
30,26,562,459,81.67,103,18.33,30026
31,1,324,266,82.1,58,17.9,31001
31,2,511,407,79.65,104,20.35,31002
31,3,298,226,75.84,72,24.16,31003
31,4,355,297,83.66,58,16.34,31004
31,5,314,264,84.08,50,15.92,31005
31,6,254,211,83.07,43,16.93,31006
31,7,324,263,81.17,61,18.83,31007
31,8,430,342,79.53,88,20.47,31008
31,9,277,211,76.17,66,23.83,31009
31,10,463,376,81.21,87,18.79,31010
31,11,419,330,78.76,89,21.24,31011
31,12,522,429,82.18,93,17.82,31012
31,13,363,291,80.17,72,19.83,31013
31,14,377,308,81.7,69,18.3,31014
31,15,174,141,81.03,33,18.97,31015
31,16,250,206,82.4,44,17.6,31016
31,17,309,236,76.38,73,23.62,31017
31,18,268,212,79.1,56,20.9,31018
31,19,323,261,80.8,62,19.2,31019
31,20,314,254,80.89,60,19.11,31020
31,21,321,255,79.44,66,20.56,31021
31,22,139,119,85.61,20,14.39,31022
31,23,180,150,83.33,30,16.67,31023
32,1,1142,944,82.66,198,17.34,32001
32,2,909,755,83.06,154,16.94,32002
32,3,649,535,82.43,114,17.57,32003
32,4,645,524,81.24,121,18.76,32004
32,5,495,417,84.24,78,15.76,32005
32,6,304,250,82.24,54,17.76,32006
32,7,679,534,78.65,145,21.35,32007
32,8,471,375,79.62,96,20.38,32008
32,9,453,360,79.47,93,20.53,32009
32,10,869,709,81.59,160,18.41,32010
32,11,544,426,78.31,118,21.69,32011
32,12,292,241,82.53,51,17.47,32012
32,13,209,158,75.6,51,24.4,32013
32,14,964,772,80.08,192,19.92,32014
32,15,944,774,81.99,170,18.01,32015
32,16,446,370,82.96,76,17.04,32016
32,17,856,690,80.61,166,19.39,32017
32,18,359,286,79.67,73,20.33,32018
32,19,409,320,78.24,89,21.76,32019
32,20,881,725,82.29,156,17.71,32020
32,21,887,732,82.53,155,17.47,32021
32,22,870,711,81.72,159,18.28,32022
32,23,582,466,80.07,116,19.93,32023
32,24,307,239,77.85,68,22.15,32024
32,25,623,530,85.07,93,14.93,32025
32,26,815,647,79.39,168,20.61,32026
32,27,839,702,83.67,137,16.33,32027
32,28,255,210,82.35,45,17.65,32028
32,29,654,536,81.96,118,18.04,32029
32,30,822,691,84.06,131,15.94,32030
33,1,886,719,81.15,167,18.85,33001
33,2,952,778,81.72,174,18.28,33002
33,3,686,561,81.78,125,18.22,33003
33,4,915,761,83.17,154,16.83,33004
33,5,750,622,82.93,128,17.07,33005
33,6,799,642,80.35,157,19.65,33006
33,7,765,615,80.39,150,19.61,33007
33,8,540,426,78.89,114,21.11,33008
33,9,556,455,81.83,101,18.17,33009
33,10,559,456,81.57,103,18.43,33010
33,11,438,352,80.37,86,19.63,33011
33,12,674,558,82.79,116,17.21,33012
33,13,602,471,78.24,131,21.76,33013
33,14,800,665,83.13,135,16.88,33014
33,15,603,474,78.61,129,21.39,33015
33,16,764,640,83.77,124,16.23,33016
33,17,726,592,81.54,134,18.46,33017
34,1,598,470,78.6,128,21.4,34001
34,2,356,280,78.65,76,21.35,34002
34,3,821,658,80.15,163,19.85,34003
34,4,434,343,79.03,91,20.97,34004
34,5,777,629,80.95,148,19.05,34005
34,6,544,447,82.17,97,17.83,34006
34,7,262,216,82.44,46,17.56,34007
34,8,444,346,77.93,98,22.07,34008
34,9,809,655,80.96,154,19.04,34009
34,10,336,273,81.25,63,18.75,34010
34,11,556,440,79.14,116,20.86,34011
34,12,558,447,80.11,111,19.89,34012
34,13,649,525,80.89,124,19.11,34013
34,14,649,523,80.59,126,19.41,34014
34,15,533,411,77.11,122,22.89,34015
34,16,856,681,79.56,175,20.44,34016
34,17,766,626,81.72,140,18.28,34017
34,18,720,595,82.64,125,17.36,34018
34,19,537,422,78.58,115,21.42,34019
34,20,698,581,83.24,117,16.76,34020
35,1,197,166,84.26,31,15.74,35001
35,2,487,412,84.6,75,15.4,35002
35,3,359,302,84.12,57,15.88,35003
35,4,551,465,84.39,86,15.61,35004
35,5,767,629,82.01,138,17.99,35005
35,6,1134,940,82.89,194,17.11,35006
35,7,749,618,82.51,131,17.49,35007
35,8,483,403,83.44,80,16.56,35008
35,9,914,739,80.85,175,19.15,35009
35,10,556,458,82.37,98,17.63,35010
35,11,745,619,83.09,126,16.91,35011
35,12,977,809,82.8,168,17.2,35012
35,13,613,514,83.85,99,16.15,35013
35,14,535,448,83.74,87,16.26,35014
35,15,760,649,85.39,111,14.61,35015
35,16,960,799,83.23,161,16.77,35016
35,17,624,501,80.29,123,19.71,35017
35,18,403,332,82.38,71,17.62,35018
35,19,580,477,82.24,103,17.76,35019
35,20,354,286,80.79,68,19.21,35020
35,21,564,457,81.03,107,18.97,35021
35,22,753,599,79.55,154,20.45,35022
36,1,306,237,77.45,69,22.55,36001
36,2,355,280,78.87,75,21.13,36002
36,3,290,230,79.31,60,20.69,36003
36,4,345,280,81.16,65,18.84,36004
36,5,298,252,84.56,46,15.44,36005
36,6,233,190,81.55,43,18.45,36006
36,7,204,161,78.92,43,21.08,36007
36,8,159,123,77.36,36,22.64,36008
36,9,429,378,88.11,51,11.89,36009
36,10,304,243,79.93,61,20.07,36010
36,11,235,192,81.7,43,18.3,36011
36,12,183,156,85.25,27,14.75,36012
36,13,105,80,76.19,25,23.81,36013
36,14,316,257,81.33,59,18.67,36014
36,15,151,120,79.47,31,20.53,36015
36,16,124,98,79.03,26,20.97,36016
36,17,451,381,84.48,70,15.52,36017
36,18,507,406,80.08,101,19.92,36018
36,19,677,551,81.39,126,18.61,36019
36,20,747,616,82.46,131,17.54,36020
36,21,502,410,81.67,92,18.33,36021
36,22,651,543,83.41,108,16.59,36022
36,23,556,457,82.19,99,17.81,36023
36,24,587,481,81.94,106,18.06,36024
36,25,658,525,79.79,133,20.21,36025
36,26,622,495,79.58,127,20.42,36026
36,27,687,572,83.26,115,16.74,36027
37,1,418,347,83.01,71,16.99,37001
37,2,349,301,86.25,48,13.75,37002
37,3,394,357,90.61,37,9.39,37003
37,4,427,373,87.35,54,12.65,37004
37,5,296,255,86.15,41,13.85,37005
37,6,532,468,87.97,64,12.03,37006
37,7,381,327,85.83,54,14.17,37007
37,8,515,451,87.57,64,12.43,37008
37,9,214,186,86.92,28,13.08,37009
37,10,369,318,86.18,51,13.82,37010
37,11,371,326,87.87,45,12.13,37011
37,12,487,419,86.04,68,13.96,37012
37,13,294,260,88.44,34,11.56,37013
37,14,505,445,88.12,60,11.88,37014
37,15,454,414,91.19,40,8.81,37015
37,16,503,433,86.08,70,13.92,37016
37,17,298,269,90.27,29,9.73,37017
37,18,393,338,86.01,55,13.99,37018
37,19,291,255,87.63,36,12.37,37019
37,20,514,446,86.77,68,13.23,37020
37,21,318,275,86.48,43,13.52,37021
37,22,374,334,89.3,40,10.7,37022
38,1,694,524,75.5,170,24.5,38001
38,2,377,274,72.68,103,27.32,38002
38,3,514,382,74.32,132,25.68,38003
38,4,379,293,77.31,86,22.69,38004
38,5,600,463,77.17,137,22.83,38005
38,6,415,321,77.35,94,22.65,38006
38,7,478,377,78.87,101,21.13,38007
38,8,417,308,73.86,109,26.14,38008
38,9,417,332,79.62,85,20.38,38009
38,10,385,309,80.26,76,19.74,38010
38,11,500,411,82.2,89,17.8,38011
38,12,649,507,78.12,142,21.88,38012
38,13,342,264,77.19,78,22.81,38013
38,14,443,342,77.2,101,22.8,38014
38,15,355,275,77.46,80,22.54,38015
38,16,621,499,80.35,122,19.65,38016
38,17,548,435,79.38,113,20.62,38017
38,18,659,517,78.45,142,21.55,38018
38,19,686,546,79.59,140,20.41,38019
38,20,584,469,80.31,115,19.69,38020
38,21,719,573,79.69,146,20.31,38021
38,22,484,381,78.72,103,21.28,38022
38,23,678,542,79.94,136,20.06,38023
38,24,646,509,78.79,137,21.21,38024
38,25,795,631,79.37,164,20.63,38025
39,1,538,436,81.04,102,18.96,39001
39,2,305,244,80.0,61,20.0,39002
39,3,422,322,76.3,100,23.7,39003
39,4,559,418,74.78,141,25.22,39004
39,5,407,319,78.38,88,21.62,39005
39,6,310,246,79.35,64,20.65,39006
39,7,299,234,78.26,65,21.74,39007
39,8,312,250,80.13,62,19.87,39008
39,9,272,211,77.57,61,22.43,39009
39,10,397,319,80.35,78,19.65,39010
39,11,303,227,74.92,76,25.08,39011
39,12,502,382,76.1,120,23.9,39012
39,13,714,574,80.39,140,19.61,39013
39,14,709,520,73.34,189,26.66,39014
39,15,584,442,75.68,142,24.32,39015
39,16,360,286,79.44,74,20.56,39016
39,17,789,612,77.57,177,22.43,39017
39,18,333,240,72.07,93,27.93,39018
39,19,754,592,78.51,162,21.49,39019
39,20,460,342,74.35,118,25.65,39020
39,21,648,516,79.63,132,20.37,39021
39,22,317,229,72.24,88,27.76,39022
39,23,69,55,79.71,14,20.29,39023
39,24,485,370,76.29,115,23.71,39024
39,25,349,281,80.52,68,19.48,39025
39,26,302,247,81.79,55,18.21,39026
39,27,295,240,81.36,55,18.64,39027
39,28,336,260,77.38,76,22.62,39028
39,29,139,120,86.33,19,13.67,39029
39,30,282,217,76.95,65,23.05,39030
39,31,337,252,74.78,85,25.22,39031
39,32,767,581,75.75,186,24.25,39032
39,33,284,227,79.93,57,20.07,39033
39,34,339,260,76.7,79,23.3,39034
39,35,586,458,78.16,128,21.84,39035
40,1,547,457,83.55,90,16.45,40001
40,2,603,476,78.94,127,21.06,40002
40,3,590,456,77.29,134,22.71,40003
40,4,546,430,78.75,116,21.25,40004
40,5,451,358,79.38,93,20.62,40005
40,6,510,417,81.76,93,18.24,40006
40,7,591,473,80.03,118,19.97,40007
40,8,372,290,77.96,82,22.04,40008
40,9,657,514,78.23,143,21.77,40009
40,10,1018,853,83.79,165,16.21,40010
40,11,633,522,82.46,111,17.54,40011
40,12,691,555,80.32,136,19.68,40012
40,13,712,585,82.16,127,17.84,40013
40,14,939,798,84.98,141,15.02,40014
40,15,694,574,82.71,120,17.29,40015
40,16,680,559,82.21,121,17.79,40016
40,17,697,564,80.92,133,19.08,40017
40,18,791,643,81.29,148,18.71,40018
40,19,692,603,87.14,89,12.86,40019
40,20,787,642,81.58,145,18.42,40020
40,21,721,600,83.22,121,16.78,40021
40,22,974,783,80.39,191,19.61,40022
40,23,1028,836,81.32,192,18.68,40023
41,1,420,298,70.95,122,29.05,41001
41,2,298,210,70.47,88,29.53,41002
41,3,301,217,72.09,84,27.91,41003
41,4,381,284,74.54,97,25.46,41004
41,5,425,332,78.12,93,21.88,41005
41,6,402,322,80.1,80,19.9,41006
41,7,347,271,78.1,76,21.9,41007
41,8,360,269,74.72,91,25.28,41008
41,9,706,542,76.77,164,23.23,41009
41,10,568,415,73.06,153,26.94,41010
41,11,436,336,77.06,100,22.94,41011
41,12,277,200,72.2,77,27.8,41012
41,13,631,484,76.7,147,23.3,41013
41,14,710,527,74.23,183,25.77,41014
41,15,903,692,76.63,211,23.37,41015
41,16,324,260,80.25,64,19.75,41016
41,17,213,161,75.59,52,24.41,41017
41,18,674,507,75.22,167,24.78,41018
41,19,344,263,76.45,81,23.55,41019
41,20,377,279,74.01,98,25.99,41020
41,21,344,272,79.07,72,20.93,41021
41,22,278,218,78.42,60,21.58,41022
41,23,392,280,71.43,112,28.57,41023
41,24,638,467,73.2,171,26.8,41024
41,25,539,402,74.58,137,25.42,41025
41,26,724,562,77.62,162,22.38,41026
41,27,513,391,76.22,122,23.78,41027
41,28,810,607,74.94,203,25.06,41028
41,29,859,687,79.98,172,20.02,41029
41,30,636,466,73.27,170,26.73,41030
41,31,583,429,73.58,154,26.42,41031
42,1,288,225,78.13,63,21.88,42001
42,2,273,210,76.92,63,23.08,42002
42,3,771,622,80.67,149,19.33,42003
42,4,653,496,75.96,157,24.04,42004
42,5,924,756,81.82,168,18.18,42005
42,6,386,306,79.27,80,20.73,42006
42,7,615,474,77.07,141,22.93,42007
42,8,427,335,78.45,92,21.55,42008
42,9,698,566,81.09,132,18.91,42009
42,10,460,366,79.57,94,20.43,42010
42,11,512,426,83.2,86,16.8,42011
42,12,417,331,79.38,86,20.62,42012
42,13,307,234,76.22,73,23.78,42013
42,14,229,199,86.9,30,13.1,42014
42,15,236,187,79.24,49,20.76,42015
42,16,708,544,76.84,164,23.16,42016
42,17,823,640,77.76,183,22.24,42017
42,18,453,360,79.47,93,20.53,42018
42,19,681,549,80.62,132,19.38,42019
42,20,683,562,82.28,121,17.72,42020
42,21,801,669,83.52,132,16.48,42021
42,22,743,614,82.64,129,17.36,42022
42,23,797,656,82.31,141,17.69,42023
42,24,794,672,84.63,122,15.37,42024
43,1,743,608,81.83,135,18.17,43001
43,2,872,722,82.8,150,17.2,43002
43,3,304,254,83.55,50,16.45,43003
43,4,600,498,83.0,102,17.0,43004
43,5,934,767,82.12,167,17.88,43005
43,6,1100,926,84.18,174,15.82,43006
43,7,1010,835,82.67,175,17.33,43007
43,8,842,676,80.29,166,19.71,43008
43,9,1112,913,82.1,199,17.9,43009
43,10,719,574,79.83,145,20.17,43010
43,11,497,395,79.48,102,20.52,43011
43,12,930,754,81.08,176,18.92,43012
43,13,677,549,81.09,128,18.91,43013
43,14,423,338,79.91,85,20.09,43014
43,15,879,711,80.89,168,19.11,43015
43,16,359,283,78.83,76,21.17,43016
43,17,861,699,81.18,162,18.82,43017
43,18,1013,802,79.17,211,20.83,43018
43,19,947,772,81.52,175,18.48,43019
43,20,789,613,77.69,176,22.31,43020
43,21,391,321,82.1,70,17.9,43021
43,22,978,820,83.84,158,16.16,43022
43,23,662,543,82.02,119,17.98,43023
44,1,977,810,82.91,167,17.09,44001
44,2,676,551,81.51,125,18.49,44002
44,3,873,717,82.13,156,17.87,44003
44,4,1161,978,84.24,183,15.76,44004
44,5,861,747,86.76,114,13.24,44005
44,6,799,669,83.73,130,16.27,44006
44,7,855,716,83.74,139,16.26,44007
44,8,863,762,88.3,101,11.7,44008
44,9,1106,918,83.0,188,17.0,44009
44,10,1104,928,84.06,176,15.94,44010
44,11,859,704,81.96,155,18.04,44011
44,12,1007,859,85.3,148,14.7,44012
44,13,985,834,84.67,151,15.33,44013
44,14,953,799,83.84,154,16.16,44014
44,15,1073,889,82.85,184,17.15,44015
44,16,1096,893,81.48,203,18.52,44016
44,17,1108,915,82.58,193,17.42,44017
44,18,762,629,82.55,133,17.45,44018
44,19,1036,868,83.78,168,16.22,44019
44,20,653,555,84.99,98,15.01,44020
44,21,1106,955,86.35,151,13.65,44021
45,1,849,647,76.21,202,23.79,45001
45,2,461,373,80.91,88,19.09,45002
45,3,272,214,78.68,58,21.32,45003
45,4,324,260,80.25,64,19.75,45004
45,5,499,379,75.95,120,24.05,45005
45,6,561,406,72.37,155,27.63,45006
45,7,562,436,77.58,126,22.42,45007
45,8,469,363,77.4,106,22.6,45008
45,9,501,395,78.84,106,21.16,45009
45,10,519,364,70.13,155,29.87,45010
45,11,667,505,75.71,162,24.29,45011
45,12,467,353,75.59,114,24.41,45012
45,13,647,499,77.13,148,22.87,45013
45,14,389,305,78.41,84,21.59,45014
45,15,460,355,77.17,105,22.83,45015
45,16,564,462,81.91,102,18.09,45016
45,17,624,504,80.77,120,19.23,45017
45,18,602,475,78.9,127,21.1,45018
45,19,407,325,79.85,82,20.15,45019
45,20,560,458,81.79,102,18.21,45020
45,21,475,381,80.21,94,19.79,45021
45,22,586,482,82.25,104,17.75,45022
45,23,592,468,79.05,124,20.95,45023
45,24,505,399,79.01,106,20.99,45024
45,25,732,566,77.32,166,22.68,45025
45,26,553,430,77.76,123,22.24,45026
45,27,643,525,81.65,118,18.35,45027
45,28,625,496,79.36,129,20.64,45028
45,29,577,461,79.9,116,20.1,45029
46,1,766,633,82.64,133,17.36,46001
46,2,751,632,84.15,119,15.85,46002
46,3,834,695,83.33,139,16.67,46003
46,4,963,793,82.35,170,17.65,46004
46,5,764,636,83.25,128,16.75,46005
46,6,1191,991,83.21,200,16.79,46006
46,7,735,636,86.53,99,13.47,46007
46,8,884,708,80.09,176,19.91,46008
46,9,910,757,83.19,153,16.81,46009
46,10,824,696,84.47,128,15.53,46010
46,11,928,760,81.9,168,18.1,46011
46,12,1148,952,82.93,196,17.07,46012
46,13,1000,846,84.6,154,15.4,46013
46,14,559,493,88.19,66,11.81,46014
46,15,1120,933,83.3,187,16.7,46015
46,16,795,662,83.27,133,16.73,46016
46,17,1019,838,82.24,181,17.76,46017
46,18,929,766,82.45,163,17.55,46018
46,19,743,587,79.0,156,21.0,46019
46,20,677,571,84.34,106,15.66,46020
46,21,505,409,80.99,96,19.01,46021
46,22,654,541,82.72,113,17.28,46022
46,23,570,483,84.74,87,15.26,46023
47,1,740,613,82.84,127,17.16,47001
47,2,700,582,83.14,118,16.86,47002
47,3,713,605,84.85,108,15.15,47003
47,4,887,743,83.77,144,16.23,47004
47,5,1042,877,84.17,165,15.83,47005
47,6,863,740,85.75,123,14.25,47006
47,7,1274,1041,81.71,233,18.29,47007
47,8,789,643,81.5,146,18.5,47008
47,9,982,802,81.67,180,18.33,47009
47,10,876,757,86.42,119,13.58,47010
47,11,772,647,83.81,125,16.19,47011
47,12,573,495,86.39,78,13.61,47012
47,13,621,518,83.41,103,16.59,47013
47,14,770,626,81.3,144,18.7,47014
47,15,771,636,82.49,135,17.51,47015
47,16,799,648,81.1,151,18.9,47016
47,17,709,595,83.92,114,16.08,47017
47,18,901,757,84.02,144,15.98,47018
47,19,873,723,82.82,150,17.18,47019
47,20,844,689,81.64,155,18.36,47020
47,21,853,710,83.24,143,16.76,47021
47,22,720,612,85.0,108,15.0,47022
47,23,830,692,83.37,138,16.63,47023
47,24,985,783,79.49,202,20.51,47024
47,25,763,625,81.91,138,18.09,47025
47,26,986,792,80.32,194,19.68,47026
47,27,881,738,83.77,143,16.23,47027
47,28,641,516,80.5,125,19.5,47028
48,1,890,742,83.37,148,16.63,48001
48,2,302,253,83.77,49,16.23,48002
48,3,489,395,80.78,94,19.22,48003
48,4,532,445,83.65,87,16.35,48004
48,5,322,265,82.3,57,17.7,48005
48,6,729,605,82.99,124,17.01,48006
48,7,697,569,81.64,128,18.36,48007
48,8,470,370,78.72,100,21.28,48008
48,9,349,268,76.79,81,23.21,48009
48,10,844,699,82.82,145,17.18,48010
48,11,548,463,84.49,85,15.51,48011
48,12,800,642,80.25,158,19.75,48012
48,13,586,464,79.18,122,20.82,48013
48,14,654,554,84.71,100,15.29,48014
48,15,520,431,82.88,89,17.12,48015
48,16,410,339,82.68,71,17.32,48016
48,17,212,178,83.96,34,16.04,48017
48,18,713,573,80.36,140,19.64,48018
48,19,391,309,79.03,82,20.97,48019
48,20,278,226,81.29,52,18.71,48020
48,21,621,504,81.16,117,18.84,48021
48,22,385,330,85.71,55,14.29,48022
48,23,466,390,83.69,76,16.31,48023
48,24,859,690,80.33,169,19.67,48024
48,25,716,572,79.89,144,20.11,48025
48,26,388,325,83.76,63,16.24,48026
48,27,472,378,80.08,94,19.92,48027
48,28,587,503,85.69,84,14.31,48028
48,29,220,190,86.36,30,13.64,48029
48,30,639,516,80.75,123,19.25,48030
48,31,649,534,82.28,115,17.72,48031
48,32,549,442,80.51,107,19.49,48032
48,33,269,230,85.5,39,14.5,48033
48,34,507,404,79.68,103,20.32,48034
48,35,786,650,82.7,136,17.3,48035
49,1,783,635,81.1,148,18.9,49001
49,2,702,558,79.49,144,20.51,49002
49,3,945,740,78.31,205,21.69,49003
49,4,948,743,78.38,205,21.62,49004
49,5,974,782,80.29,192,19.71,49005
49,6,84,67,79.76,17,20.24,49006
49,7,939,748,79.66,191,20.34,49007
49,8,1076,869,80.76,207,19.24,49008
49,9,1007,795,78.95,212,21.05,49009
49,10,674,556,82.49,118,17.51,49010
49,11,724,596,82.32,128,17.68,49011
49,12,690,543,78.7,147,21.3,49012
49,13,818,688,84.11,130,15.89,49013
49,14,996,808,81.12,188,18.88,49014
49,15,908,716,78.85,192,21.15,49015
49,16,885,724,81.81,161,18.19,49016
49,17,957,750,78.37,207,21.63,49017
50,1,397,316,79.6,81,20.4,50001
50,2,412,329,79.85,83,20.15,50002
50,3,336,271,80.65,65,19.35,50003
50,4,402,309,76.87,93,23.13,50004
50,5,608,468,76.97,140,23.03,50005
50,6,304,235,77.3,69,22.7,50006
50,7,747,599,80.19,148,19.81,50007
50,8,509,417,81.93,92,18.07,50008
50,9,143,120,83.92,23,16.08,50009
50,10,324,271,83.64,53,16.36,50010
50,11,420,340,80.95,80,19.05,50011
50,12,138,107,77.54,31,22.46,50012
50,13,539,424,78.66,115,21.34,50013
50,14,99,75,75.76,24,24.24,50014
50,15,510,385,75.49,125,24.51,50015
50,16,98,69,70.41,29,29.59,50016
50,17,258,207,80.23,51,19.77,50017
50,18,51,44,86.27,7,13.73,50018
50,19,228,183,80.26,45,19.74,50019
50,20,207,161,77.78,46,22.22,50020
50,21,472,396,83.9,76,16.1,50021
50,22,451,344,76.27,107,23.73,50022
50,23,381,278,72.97,103,27.03,50023
50,24,500,399,79.8,101,20.2,50024
50,25,125,96,76.8,29,23.2,50025
50,26,201,158,78.61,43,21.39,50026
50,27,103,72,69.9,31,30.1,50027
50,28,521,418,80.23,103,19.77,50028
