ward,precinct,total,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Patricia Theresa Flynn,Patricia Theresa Flynn Percent,Yumeka Brown,Yumeka Brown Percent,R. Cary Capparelli,R. Cary Capparelli Percent,Mark E. Buettner,Mark E. Buettner Percent,precinct_id
13,29,525,161,30.67,155,29.52,128,24.38,51,9.71,30,5.71,13029
13,30,734,196,26.7,192,26.16,110,14.99,194,26.43,42,5.72,13030
13,31,514,127,24.71,116,22.57,75,14.59,155,30.16,41,7.98,13031
13,32,536,149,27.8,126,23.51,106,19.78,106,19.78,49,9.14,13032
13,33,654,187,28.59,161,24.62,134,20.49,131,20.03,41,6.27,13033
13,34,824,218,26.46,212,25.73,138,16.75,215,26.09,41,4.98,13034
13,35,988,259,26.21,259,26.21,194,19.64,214,21.66,62,6.28,13035
13,36,377,115,30.5,111,29.44,93,24.67,36,9.55,22,5.84,13036
13,37,791,189,23.89,191,24.15,116,14.66,241,30.47,54,6.83,13037
13,38,443,132,29.8,119,26.86,100,22.57,70,15.8,22,4.97,13038
13,39,794,185,23.3,193,24.31,137,17.25,212,26.7,67,8.44,13039
13,40,627,176,28.07,149,23.76,98,15.63,169,26.95,35,5.58,13040
14,1,852,278,32.63,262,30.75,199,23.36,70,8.22,43,5.05,14001
14,2,631,198,31.38,163,25.83,154,24.41,73,11.57,43,6.81,14002
14,3,374,133,35.56,102,27.27,88,23.53,32,8.56,19,5.08,14003
14,4,182,62,34.07,59,32.42,45,24.73,11,6.04,5,2.75,14004
14,5,651,234,35.94,184,28.26,152,23.35,44,6.76,37,5.68,14005
14,6,797,279,35.01,229,28.73,193,24.22,57,7.15,39,4.89,14006
14,7,868,271,31.22,216,24.88,179,20.62,139,16.01,63,7.26,14007
14,8,814,247,30.34,233,28.62,176,21.62,103,12.65,55,6.76,14008
14,9,807,259,32.09,231,28.62,187,23.17,76,9.42,54,6.69,14009
14,10,776,252,32.47,227,29.25,186,23.97,65,8.38,46,5.93,14010
14,11,866,287,33.14,250,28.87,191,22.06,82,9.47,56,6.47,14011
14,12,549,183,33.33,157,28.6,122,22.22,46,8.38,41,7.47,14012
14,13,1005,314,31.24,276,27.46,229,22.79,117,11.64,69,6.87,14013
14,14,472,153,32.42,141,29.87,112,23.73,34,7.2,32,6.78,14014
14,15,462,147,31.82,135,29.22,116,25.11,35,7.58,29,6.28,14015
15,1,577,138,23.92,144,24.96,88,15.25,168,29.12,39,6.76,15001
15,2,723,173,23.93,182,25.17,96,13.28,226,31.26,46,6.36,15002
15,3,301,78,25.91,76,25.25,54,17.94,68,22.59,25,8.31,15003
15,4,375,116,30.93,121,32.27,83,22.13,29,7.73,26,6.93,15004
15,5,410,129,31.46,127,30.98,88,21.46,42,10.24,24,5.85,15005
15,6,471,156,33.12,141,29.94,103,21.87,42,8.92,29,6.16,15006
15,7,349,114,32.66,108,30.95,80,22.92,32,9.17,15,4.3,15007
15,8,444,159,35.81,127,28.6,108,24.32,26,5.86,24,5.41,15008
15,9,500,170,34.0,131,26.2,115,23.0,51,10.2,33,6.6,15009
15,10,458,150,32.75,142,31.0,133,29.04,19,4.15,14,3.06,15010
15,11,391,137,35.04,128,32.74,83,21.23,25,6.39,18,4.6,15011
15,12,565,186,32.92,160,28.32,142,25.13,43,7.61,34,6.02,15012
15,13,406,135,33.25,115,28.33,110,27.09,26,6.4,20,4.93,15013
15,14,374,116,31.02,125,33.42,92,24.6,25,6.68,16,4.28,15014
15,15,427,142,33.26,132,30.91,107,25.06,23,5.39,23,5.39,15015
15,16,627,202,32.22,198,31.58,175,27.91,23,3.67,29,4.63,15016
15,17,814,278,34.15,257,31.57,246,30.22,16,1.97,17,2.09,15017
15,18,579,198,34.2,183,31.61,164,28.32,17,2.94,17,2.94,15018
15,19,329,105,31.91,107,32.52,97,29.48,10,3.04,10,3.04,15019
15,20,448,149,33.26,136,30.36,99,22.1,38,8.48,26,5.8,15020
16,1,682,234,34.31,206,30.21,196,28.74,25,3.67,21,3.08,16001
16,2,444,147,33.11,128,28.83,138,31.08,16,3.6,15,3.38,16002
16,3,597,200,33.5,187,31.32,186,31.16,9,1.51,15,2.51,16003
16,4,375,129,34.4,119,31.73,116,30.93,5,1.33,6,1.6,16004
16,5,826,286,34.62,257,31.11,255,30.87,10,1.21,18,2.18,16005
16,6,755,254,33.64,250,33.11,229,30.33,9,1.19,13,1.72,16006
16,7,437,156,35.7,130,29.75,118,27.0,17,3.89,16,3.66,16007
16,8,345,108,31.3,104,30.14,103,29.86,14,4.06,16,4.64,16008
16,9,727,240,33.01,230,31.64,219,30.12,16,2.2,22,3.03,16009
16,10,591,209,35.36,180,30.46,181,30.63,11,1.86,10,1.69,16010
16,11,481,163,33.89,157,32.64,138,28.69,10,2.08,13,2.7,16011
16,12,201,71,35.32,56,27.86,60,29.85,8,3.98,6,2.99,16012
16,13,310,99,31.94,111,35.81,89,28.71,4,1.29,7,2.26,16013
16,14,758,262,34.56,230,30.34,217,28.63,26,3.43,23,3.03,16014
16,15,633,219,34.6,194,30.65,190,30.02,11,1.74,19,3.0,16015
16,16,448,141,31.47,137,30.58,141,31.47,14,3.13,15,3.35,16016
16,17,843,288,34.16,258,30.6,241,28.59,26,3.08,30,3.56,16017
16,18,788,260,32.99,245,31.09,233,29.57,23,2.92,27,3.43,16018
16,19,639,218,34.12,187,29.26,190,29.73,23,3.6,21,3.29,16019
16,20,597,214,35.85,192,32.16,169,28.31,7,1.17,15,2.51,16020
16,21,442,146,33.03,141,31.9,136,30.77,8,1.81,11,2.49,16021
16,22,647,215,33.23,195,30.14,186,28.75,26,4.02,25,3.86,16022
16,23,413,138,33.41,133,32.2,106,25.67,22,5.33,14,3.39,16023
16,24,540,180,33.33,171,31.67,166,30.74,10,1.85,13,2.41,16024
16,25,236,75,31.78,79,33.47,68,28.81,8,3.39,6,2.54,16025
17,1,816,273,33.46,253,31.0,196,24.02,64,7.84,30,3.68,17001
17,2,500,161,32.2,150,30.0,151,30.2,19,3.8,19,3.8,17002
17,3,680,235,34.56,211,31.03,207,30.44,10,1.47,17,2.5,17003
17,4,618,223,36.08,192,31.07,186,30.1,9,1.46,8,1.29,17004
17,5,412,145,35.19,126,30.58,121,29.37,9,2.18,11,2.67,17005
17,6,603,211,34.99,187,31.01,183,30.35,10,1.66,12,1.99,17006
17,7,333,114,34.23,104,31.23,99,29.73,9,2.7,7,2.1,17007
17,8,478,164,34.31,151,31.59,146,30.54,8,1.67,9,1.88,17008
17,9,479,165,34.45,145,30.27,154,32.15,6,1.25,9,1.88,17009
17,10,971,317,32.65,313,32.23,302,31.1,14,1.44,25,2.57,17010
17,11,580,198,34.14,180,31.03,180,31.03,13,2.24,9,1.55,17011
17,12,353,124,35.13,104,29.46,103,29.18,5,1.42,17,4.82,17012
17,13,365,130,35.62,120,32.88,105,28.77,4,1.1,6,1.64,17013
17,14,414,131,31.64,141,34.06,125,30.19,7,1.69,10,2.42,17014
17,15,1175,406,34.55,377,32.09,356,30.3,17,1.45,19,1.62,17015
17,16,518,175,33.78,170,32.82,152,29.34,9,1.74,12,2.32,17016
17,17,440,156,35.45,132,30.0,134,30.45,12,2.73,6,1.36,17017
17,18,1374,469,34.13,438,31.88,418,30.42,22,1.6,27,1.97,17018
17,19,842,285,33.85,269,31.95,257,30.52,12,1.43,19,2.26,17019
17,20,906,302,33.33,291,32.12,288,31.79,12,1.32,13,1.43,17020
17,21,1109,372,33.54,356,32.1,346,31.2,13,1.17,22,1.98,17021
17,22,1034,341,32.98,345,33.37,316,30.56,13,1.26,19,1.84,17022
17,23,666,233,34.98,209,31.38,203,30.48,12,1.8,9,1.35,17023
17,24,1163,395,33.96,374,32.16,352,30.27,19,1.63,23,1.98,17024
17,25,489,159,32.52,161,32.92,155,31.7,4,0.82,10,2.04,17025
17,26,973,328,33.71,307,31.55,308,31.65,14,1.44,16,1.64,17026
17,27,1054,368,34.91,330,31.31,313,29.7,20,1.9,23,2.18,17027
17,28,1332,448,33.63,419,31.46,417,31.31,20,1.5,28,2.1,17028
17,29,1111,396,35.64,336,30.24,341,30.69,15,1.35,23,2.07,17029
18,1,1433,466,32.52,455,31.75,447,31.19,26,1.81,39,2.72,18001
18,2,1566,536,34.23,475,30.33,493,31.48,32,2.04,30,1.92,18002
18,3,636,206,32.39,196,30.82,203,31.92,13,2.04,18,2.83,18003
18,4,1147,387,33.74,347,30.25,357,31.12,32,2.79,24,2.09,18004
18,5,921,326,35.4,279,30.29,290,31.49,9,0.98,17,1.85,18005
18,6,1693,574,33.9,535,31.6,517,30.54,38,2.24,29,1.71,18006
18,7,1380,470,34.06,417,30.22,426,30.87,42,3.04,25,1.81,18007
18,8,1887,628,33.28,581,30.79,584,30.95,46,2.44,48,2.54,18008
18,9,1526,494,32.37,476,31.19,474,31.06,39,2.56,43,2.82,18009
18,10,1817,604,33.24,567,31.21,555,30.54,43,2.37,48,2.64,18010
18,11,1022,343,33.56,321,31.41,323,31.6,14,1.37,21,2.05,18011
18,12,1521,504,33.14,472,31.03,468,30.77,37,2.43,40,2.63,18012
18,13,1217,411,33.77,359,29.5,345,28.35,62,5.09,40,3.29,18013
18,14,902,296,32.82,285,31.6,277,30.71,21,2.33,23,2.55,18014
18,15,677,226,33.38,215,31.76,201,29.69,19,2.81,16,2.36,18015
18,16,1069,366,34.24,334,31.24,319,29.84,26,2.43,24,2.25,18016
18,17,730,240,32.88,242,33.15,207,28.36,24,3.29,17,2.33,18017
18,18,976,317,32.48,283,29.0,241,24.69,88,9.02,47,4.82,18018
18,19,969,327,33.75,291,30.03,274,28.28,53,5.47,24,2.48,18019
18,20,820,261,31.83,239,29.15,234,28.54,61,7.44,25,3.05,18020
18,21,1151,376,32.67,347,30.15,345,29.97,49,4.26,34,2.95,18021
18,22,1073,333,31.03,279,26.0,247,23.02,167,15.56,47,4.38,18022
18,23,1179,328,27.82,326,27.65,226,19.17,238,20.19,61,5.17,18023
18,24,1294,407,31.45,383,29.6,305,23.57,128,9.89,71,5.49,18024
18,25,644,202,31.37,181,28.11,125,19.41,96,14.91,40,6.21,18025
18,26,1221,377,30.88,340,27.85,300,24.57,136,11.14,68,5.57,18026
19,1,1720,438,25.47,449,26.1,299,17.38,380,22.09,154,8.95,19001
19,2,1866,566,30.33,542,29.05,501,26.85,136,7.29,121,6.48,19002
19,3,1082,196,18.11,227,20.98,111,10.26,461,42.61,87,8.04,19003
19,4,1140,231,20.26,275,24.12,135,11.84,387,33.95,112,9.82,19004
19,5,1446,436,30.15,414,28.63,375,25.93,142,9.82,79,5.46,19005
19,6,1122,253,22.55,263,23.44,156,13.9,374,33.33,76,6.77,19006
19,7,1701,428,25.16,450,26.46,285,16.75,397,23.34,141,8.29,19007
19,8,1229,406,33.03,384,31.24,394,32.06,17,1.38,28,2.28,19008
19,9,1201,382,31.81,353,29.39,385,32.06,36,3.0,45,3.75,19009
19,10,1412,438,31.02,392,27.76,344,24.36,143,10.13,95,6.73,19010
19,11,1042,230,22.07,259,24.86,174,16.7,298,28.6,81,7.77,19011
19,12,1528,331,21.66,352,23.04,198,12.96,514,33.64,133,8.7,19012
19,13,1182,372,31.47,352,29.78,369,31.22,29,2.45,60,5.08,19013
19,14,1698,519,30.57,498,29.33,465,27.39,117,6.89,99,5.83,19014
19,15,879,163,18.54,202,22.98,98,11.15,325,36.97,91,10.35,19015
19,16,1080,229,21.2,249,23.06,148,13.7,368,34.07,86,7.96,19016
19,17,1112,285,25.63,283,25.45,170,15.29,286,25.72,88,7.91,19017
19,18,956,186,19.46,225,23.54,105,10.98,362,37.87,78,8.16,19018
19,19,1524,462,30.31,438,28.74,363,23.82,147,9.65,114,7.48,19019
19,20,1219,387,31.75,355,29.12,374,30.68,43,3.53,60,4.92,19020
19,21,1472,304,20.65,341,23.17,178,12.09,540,36.68,109,7.4,19021
19,22,1383,414,29.93,379,27.4,303,21.91,192,13.88,95,6.87,19022
19,23,1184,290,24.49,314,26.52,195,16.47,301,25.42,84,7.09,19023
19,24,1046,222,21.22,240,22.94,116,11.09,386,36.9,82,7.84,19024
19,25,1277,396,31.01,370,28.97,330,25.84,108,8.46,73,5.72,19025
19,26,1165,341,29.27,319,27.38,266,22.83,180,15.45,59,5.06,19026
19,27,1809,568,31.4,521,28.8,526,29.08,92,5.09,102,5.64,19027
19,28,2254,714,31.68,649,28.79,675,29.95,88,3.9,128,5.68,19028
19,29,1279,277,21.66,289,22.6,174,13.6,419,32.76,120,9.38,19029
19,30,1055,212,20.09,231,21.9,117,11.09,405,38.39,90,8.53,19030
19,31,1988,599,30.13,554,27.87,474,23.84,240,12.07,121,6.09,19031
19,32,1206,382,31.67,354,29.35,364,30.18,64,5.31,42,3.48,19032
19,33,751,136,18.11,141,18.77,78,10.39,320,42.61,76,10.12,19033
19,34,1944,511,26.29,523,26.9,350,18.0,456,23.46,104,5.35,19034
19,35,1525,451,29.57,439,28.79,348,22.82,184,12.07,103,6.75,19035
19,36,1154,349,30.24,320,27.73,243,21.06,169,14.64,73,6.33,19036
20,1,461,160,34.71,130,28.2,114,24.73,27,5.86,30,6.51,20001
20,2,253,76,30.04,73,28.85,61,24.11,31,12.25,12,4.74,20002
20,3,330,107,32.42,96,29.09,101,30.61,14,4.24,12,3.64,20003
20,4,252,90,35.71,76,30.16,68,26.98,10,3.97,8,3.17,20004
20,5,506,180,35.57,152,30.04,153,30.24,11,2.17,10,1.98,20005
20,6,331,113,34.14,108,32.63,95,28.7,10,3.02,5,1.51,20006
20,7,414,150,36.23,125,30.19,124,29.95,10,2.42,5,1.21,20007
20,8,436,160,36.7,136,31.19,114,26.15,14,3.21,12,2.75,20008
20,9,1013,346,34.16,308,30.4,307,30.31,23,2.27,29,2.86,20009
20,10,1093,358,32.75,325,29.73,356,32.57,16,1.46,38,3.48,20010
20,11,787,269,34.18,241,30.62,241,30.62,15,1.91,21,2.67,20011
20,12,149,52,34.9,47,31.54,43,28.86,1,0.67,6,4.03,20012
20,13,1777,583,32.81,505,28.42,533,29.99,34,1.91,122,6.87,20013
20,14,981,333,33.94,285,29.05,305,31.09,17,1.73,41,4.18,20014
20,15,849,285,33.57,262,30.86,258,30.39,16,1.88,28,3.3,20015
20,16,960,316,32.92,292,30.42,294,30.63,17,1.77,41,4.27,20016
20,17,1154,378,32.76,324,28.08,357,30.94,19,1.65,76,6.59,20017
20,18,1490,479,32.15,405,27.18,453,30.4,43,2.89,110,7.38,20018
20,19,833,267,32.05,237,28.45,266,31.93,22,2.64,41,4.92,20019
20,20,1048,341,32.54,318,30.34,335,31.97,18,1.72,36,3.44,20020
20,21,1362,433,31.79,412,30.25,445,32.67,18,1.32,54,3.96,20021
20,22,1139,386,33.89,337,29.59,351,30.82,19,1.67,46,4.04,20022
20,23,420,165,39.29,118,28.1,113,26.9,16,3.81,8,1.9,20023
21,1,1321,444,33.61,412,31.19,423,32.02,15,1.14,27,2.04,21001
21,2,408,137,33.58,126,30.88,132,32.35,3,0.74,10,2.45,21002
21,3,1531,496,32.4,486,31.74,485,31.68,26,1.7,38,2.48,21003
21,4,1246,416,33.39,392,31.46,392,31.46,17,1.36,29,2.33,21004
21,5,1295,426,32.9,411,31.74,403,31.12,23,1.78,32,2.47,21005
21,6,1082,343,31.7,344,31.79,337,31.15,25,2.31,33,3.05,21006
21,7,1519,507,33.38,481,31.67,475,31.27,26,1.71,30,1.97,21007
21,8,1231,424,34.44,378,30.71,385,31.28,14,1.14,30,2.44,21008
21,9,452,138,30.53,144,31.86,147,32.52,12,2.65,11,2.43,21009
21,10,1423,449,31.55,458,32.19,464,32.61,20,1.41,32,2.25,21010
21,11,1507,493,32.71,474,31.45,480,31.85,24,1.59,36,2.39,21011
21,12,619,215,34.73,193,31.18,190,30.69,9,1.45,12,1.94,21012
21,13,1067,353,33.08,336,31.49,336,31.49,17,1.59,25,2.34,21013
21,14,1743,545,31.27,549,31.5,565,32.42,30,1.72,54,3.1,21014
21,15,1563,516,33.01,499,31.93,496,31.73,21,1.34,31,1.98,21015
21,16,1372,469,34.18,432,31.49,428,31.2,25,1.82,18,1.31,21016
21,17,1055,362,34.31,331,31.37,332,31.47,13,1.23,17,1.61,21017
21,18,1439,477,33.15,452,31.41,457,31.76,18,1.25,35,2.43,21018
21,19,1282,417,32.53,392,30.58,425,33.15,24,1.87,24,1.87,21019
21,20,1071,346,32.31,325,30.35,350,32.68,24,2.24,26,2.43,21020
21,21,1509,496,32.87,460,30.48,494,32.74,27,1.79,32,2.12,21021
21,22,1588,515,32.43,490,30.86,518,32.62,28,1.76,37,2.33,21022
21,23,1035,347,33.53,314,30.34,333,32.17,16,1.55,25,2.42,21023
21,24,1096,356,32.48,359,32.76,346,31.57,15,1.37,20,1.82,21024
21,25,805,270,33.54,261,32.42,247,30.68,13,1.61,14,1.74,21025
21,26,991,332,33.5,321,32.39,296,29.87,20,2.02,22,2.22,21026
21,27,1461,489,33.47,449,30.73,459,31.42,29,1.98,35,2.4,21027
21,28,1255,404,32.19,407,32.43,400,31.87,20,1.59,24,1.91,21028
21,29,1304,444,34.05,405,31.06,405,31.06,23,1.76,27,2.07,21029
22,1,407,147,36.12,124,30.47,125,30.71,6,1.47,5,1.23,22001
22,2,260,81,31.15,70,26.92,80,30.77,13,5.0,16,6.15,22002
22,3,545,177,32.48,149,27.34,143,26.24,44,8.07,32,5.87,22003
22,4,325,111,34.15,97,29.85,83,25.54,12,3.69,22,6.77,22004
22,5,791,266,33.63,227,28.7,194,24.53,52,6.57,52,6.57,22005
22,6,403,140,34.74,112,27.79,93,23.08,28,6.95,30,7.44,22006
22,7,474,172,36.29,137,28.9,106,22.36,30,6.33,29,6.12,22007
22,8,536,183,34.14,161,30.04,128,23.88,31,5.78,33,6.16,22008
22,9,488,181,37.09,137,28.07,118,24.18,20,4.1,32,6.56,22009
22,10,644,226,35.09,186,28.88,151,23.45,43,6.68,38,5.9,22010
22,11,750,253,33.73,231,30.8,177,23.6,44,5.87,45,6.0,22011
22,12,476,160,33.61,143,30.04,103,21.64,34,7.14,36,7.56,22012
22,13,603,215,35.66,176,29.19,148,24.54,38,6.3,26,4.31,22013
22,14,486,172,35.39,142,29.22,108,22.22,34,7.0,30,6.17,22014
22,15,262,82,31.3,81,30.92,55,20.99,15,5.73,29,11.07,22015
22,16,645,203,31.47,182,28.22,144,22.33,91,14.11,25,3.88,22016
22,17,314,102,32.48,98,31.21,100,31.85,9,2.87,5,1.59,22017
22,18,608,214,35.2,190,31.25,186,30.59,9,1.48,9,1.48,22018
22,19,940,290,30.85,265,28.19,198,21.06,138,14.68,49,5.21,22019
23,1,580,142,24.48,130,22.41,88,15.17,172,29.66,48,8.28,23001
23,2,973,231,23.74,227,23.33,151,15.52,291,29.91,73,7.5,23002
23,3,632,162,25.63,151,23.89,104,16.46,172,27.22,43,6.8,23003
23,4,434,107,24.65,93,21.43,61,14.06,141,32.49,32,7.37,23004
23,5,792,200,25.25,179,22.6,111,14.02,238,30.05,64,8.08,23005
23,6,450,107,23.78,104,23.11,69,15.33,136,30.22,34,7.56,23006
23,7,648,156,24.07,154,23.77,109,16.82,169,26.08,60,9.26,23007
23,8,613,158,25.77,159,25.94,102,16.64,152,24.8,42,6.85,23008
23,9,1003,253,25.22,248,24.73,166,16.55,234,23.33,102,10.17,23009
23,10,996,275,27.61,244,24.5,184,18.47,208,20.88,85,8.53,23010
23,11,420,124,29.52,115,27.38,93,22.14,67,15.95,21,5.0,23011
23,12,588,174,29.59,141,23.98,112,19.05,119,20.24,42,7.14,23012
23,13,1101,320,29.06,301,27.34,237,21.53,183,16.62,60,5.45,23013
23,14,706,209,29.6,204,28.9,129,18.27,112,15.86,52,7.37,23014
23,15,797,242,30.36,206,25.85,167,20.95,124,15.56,58,7.28,23015
23,16,400,132,33.0,102,25.5,83,20.75,56,14.0,27,6.75,23016
23,17,528,180,34.09,161,30.49,123,23.3,37,7.01,27,5.11,23017
23,18,529,163,30.81,149,28.17,119,22.5,64,12.1,34,6.43,23018
23,19,408,127,31.13,118,28.92,84,20.59,47,11.52,32,7.84,23019
23,20,373,128,34.32,103,27.61,84,22.52,38,10.19,20,5.36,23020
23,21,356,116,32.58,107,30.06,75,21.07,44,12.36,14,3.93,23021
23,22,397,123,30.98,117,29.47,83,20.91,52,13.1,22,5.54,23022
23,23,416,133,31.97,121,29.09,90,21.63,44,10.58,28,6.73,23023
23,24,389,133,34.19,110,28.28,93,23.91,25,6.43,28,7.2,23024
23,25,338,110,32.54,103,30.47,80,23.67,30,8.88,15,4.44,23025
23,26,260,92,35.38,72,27.69,59,22.69,20,7.69,17,6.54,23026
23,27,368,125,33.97,110,29.89,84,22.83,36,9.78,13,3.53,23027
23,28,503,178,35.39,140,27.83,117,23.26,42,8.35,26,5.17,23028
23,29,654,224,34.25,187,28.59,150,22.94,54,8.26,39,5.96,23029
23,30,396,130,32.83,115,29.04,93,23.48,36,9.09,22,5.56,23030
23,31,466,151,32.4,124,26.61,106,22.75,52,11.16,33,7.08,23031
23,32,399,130,32.58,115,28.82,91,22.81,42,10.53,21,5.26,23032
23,33,872,287,32.91,258,29.59,190,21.79,97,11.12,40,4.59,23033
24,1,409,163,39.85,113,27.63,113,27.63,9,2.2,11,2.69,24001
24,2,408,134,32.84,128,31.37,131,32.11,6,1.47,9,2.21,24002
24,3,779,260,33.38,248,31.84,239,30.68,11,1.41,21,2.7,24003
24,4,669,210,31.39,211,31.54,211,31.54,18,2.69,19,2.84,24004
24,5,1159,389,33.56,375,32.36,348,30.03,19,1.64,28,2.42,24005
24,6,727,249,34.25,238,32.74,213,29.3,9,1.24,18,2.48,24006
24,7,367,125,34.06,110,29.97,114,31.06,6,1.63,12,3.27,24007
24,8,495,165,33.33,154,31.11,156,31.52,12,2.42,8,1.62,24008
24,9,853,286,33.53,265,31.07,249,29.19,24,2.81,29,3.4,24009
24,10,644,222,34.47,217,33.7,187,29.04,5,0.78,13,2.02,24010
24,11,842,276,32.78,286,33.97,247,29.33,15,1.78,18,2.14,24011
24,12,906,288,31.79,310,34.22,273,30.13,16,1.77,19,2.1,24012
24,13,917,307,33.48,284,30.97,270,29.44,26,2.84,30,3.27,24013
24,14,664,217,32.68,214,32.23,208,31.33,12,1.81,13,1.96,24014
24,15,755,238,31.52,258,34.17,221,29.27,13,1.72,25,3.31,24015
24,16,973,300,30.83,303,31.14,297,30.52,28,2.88,45,4.62,24016
24,17,599,201,33.56,188,31.39,177,29.55,16,2.67,17,2.84,24017
24,18,977,343,35.11,242,24.77,246,25.18,41,4.2,105,10.75,24018
24,19,2222,647,29.12,609,27.41,570,25.65,208,9.36,188,8.46,24019
25,1,665,249,37.44,185,27.82,153,23.01,39,5.86,39,5.86,25001
25,2,457,162,35.45,130,28.45,113,24.73,24,5.25,28,6.13,25002
25,3,653,212,32.47,145,22.21,178,27.26,36,5.51,82,12.56,25003
25,4,768,260,33.85,198,25.78,168,21.88,60,7.81,82,10.68,25004
25,5,1092,371,33.97,286,26.19,290,26.56,35,3.21,110,10.07,25005
25,6,1200,376,31.33,309,25.75,295,24.58,87,7.25,133,11.08,25006
25,7,1106,350,31.65,259,23.42,282,25.5,69,6.24,146,13.2,25007
25,8,1141,375,32.87,295,25.85,282,24.72,79,6.92,110,9.64,25008
25,9,1154,371,32.15,291,25.22,294,25.48,56,4.85,142,12.31,25009
25,10,1281,453,35.36,314,24.51,325,25.37,53,4.14,136,10.62,25010
25,11,1221,398,32.6,298,24.41,330,27.03,62,5.08,133,10.89,25011
25,12,1074,362,33.71,258,24.02,287,26.72,39,3.63,128,11.92,25012
25,13,1572,487,30.98,382,24.3,423,26.91,106,6.74,174,11.07,25013
25,14,1518,501,33.0,381,25.1,399,26.28,66,4.35,171,11.26,25014
25,15,1262,391,30.98,325,25.75,319,25.28,116,9.19,111,8.8,25015
25,16,1524,514,33.73,357,23.43,385,25.26,83,5.45,185,12.14,25016
25,17,673,216,32.1,157,23.33,172,25.56,48,7.13,80,11.89,25017
26,1,450,145,32.22,124,27.56,113,25.11,45,10.0,23,5.11,26001
26,2,594,219,36.87,140,23.57,150,25.25,29,4.88,56,9.43,26002
26,3,1147,380,33.13,252,21.97,331,28.86,41,3.57,143,12.47,26003
26,4,581,189,32.53,153,26.33,128,22.03,67,11.53,44,7.57,26004
26,5,871,277,31.8,196,22.5,237,27.21,35,4.02,126,14.47,26005
26,6,572,181,31.64,124,21.68,141,24.65,57,9.97,69,12.06,26006
26,7,821,278,33.86,186,22.66,219,26.67,46,5.6,92,11.21,26007
26,8,537,187,34.82,144,26.82,123,22.91,31,5.77,52,9.68,26008
26,9,502,161,32.07,116,23.11,123,24.5,46,9.16,56,11.16,26009
26,10,666,218,32.73,151,22.67,185,27.78,39,5.86,73,10.96,26010
26,11,673,215,31.95,156,23.18,184,27.34,33,4.9,85,12.63,26011
26,12,244,85,34.84,62,25.41,57,23.36,16,6.56,24,9.84,26012
26,13,556,180,32.37,133,23.92,153,27.52,30,5.4,60,10.79,26013
26,14,339,126,37.17,87,25.66,83,24.48,27,7.96,16,4.72,26014
26,15,377,133,35.28,98,25.99,89,23.61,32,8.49,25,6.63,26015
26,16,1010,349,34.55,206,20.4,275,27.23,44,4.36,136,13.47,26016
26,17,969,324,33.44,183,18.89,263,27.14,53,5.47,146,15.07,26017
26,18,434,132,30.41,124,28.57,104,23.96,53,12.21,21,4.84,26018
26,19,1134,369,32.54,243,21.43,324,28.57,48,4.23,150,13.23,26019
26,20,1174,403,34.33,241,20.53,311,26.49,45,3.83,174,14.82,26020
26,21,423,135,31.91,118,27.9,98,23.17,43,10.17,29,6.86,26021
26,22,355,109,30.7,106,29.86,84,23.66,40,11.27,16,4.51,26022
26,23,894,289,32.33,208,23.27,243,27.18,49,5.48,105,11.74,26023
26,24,366,130,35.52,87,23.77,89,24.32,33,9.02,27,7.38,26024
26,25,981,325,33.13,210,21.41,277,28.24,33,3.36,136,13.86,26025
26,26,1088,367,33.73,256,23.53,286,26.29,45,4.14,134,12.32,26026
26,27,1192,409,34.31,254,21.31,326,27.35,61,5.12,142,11.91,26027
26,28,1102,362,32.85,248,22.5,304,27.59,51,4.63,137,12.43,26028
26,29,936,319,34.08,194,20.73,251,26.82,67,7.16,105,11.22,26029
26,30,580,191,32.93,131,22.59,159,27.41,14,2.41,85,14.66,26030
26,31,563,175,31.08,153,27.18,147,26.11,47,8.35,41,7.28,26031
26,32,915,305,33.33,229,25.03,242,26.45,44,4.81,95,10.38,26032
27,1,1114,367,32.94,283,25.4,265,23.79,111,9.96,88,7.9,27001
27,2,1580,482,30.51,428,27.09,383,24.24,150,9.49,137,8.67,27002
27,3,735,257,34.97,228,31.02,222,30.2,10,1.36,18,2.45,27003
27,4,1003,347,34.6,291,29.01,292,29.11,26,2.59,47,4.69,27004
27,5,592,199,33.61,173,29.22,168,28.38,19,3.21,33,5.57,27005
27,6,1434,446,31.1,402,28.03,365,25.45,136,9.48,85,5.93,27006
27,7,1841,622,33.79,434,23.57,500,27.16,122,6.63,163,8.85,27007
27,8,394,118,29.95,124,31.47,121,30.71,10,2.54,21,5.33,27008
27,9,1313,438,33.36,366,27.88,328,24.98,101,7.69,80,6.09,27009
27,10,682,244,35.78,194,28.45,195,28.59,25,3.67,24,3.52,27010
27,11,1313,406,30.92,324,24.68,316,24.07,146,11.12,121,9.22,27011
27,12,888,284,31.98,236,26.58,235,26.46,87,9.8,46,5.18,27012
27,13,1058,355,33.55,279,26.37,292,27.6,65,6.14,67,6.33,27013
27,14,789,281,35.61,231,29.28,226,28.64,22,2.79,29,3.68,27014
27,15,1073,354,32.99,291,27.12,291,27.12,73,6.8,64,5.96,27015
27,16,1489,457,30.69,382,25.65,360,24.18,169,11.35,121,8.13,27016
27,17,540,169,31.3,150,27.78,159,29.44,24,4.44,38,7.04,27017
