ward,precinct,total,Kwame Raoul,Kwame Raoul Percent,Thomas G. DeVore,Thomas G. DeVore Percent,Daniel K. Robin,Daniel K. Robin Percent,precinct_id
20,2,145,101,69.66,35,24.14,9,6.21,20002
20,3,176,162,92.05,11,6.25,3,1.7,20003
20,4,139,131,94.24,8,5.76,0,0.0,20004
20,5,273,258,94.51,11,4.03,4,1.47,20005
20,6,175,164,93.71,9,5.14,2,1.14,20006
20,7,229,222,96.94,3,1.31,4,1.75,20007
20,8,275,249,90.55,18,6.55,8,2.91,20008
20,9,530,514,96.98,10,1.89,6,1.13,20009
20,10,551,532,96.55,11,2.0,8,1.45,20010
20,11,446,417,93.5,20,4.48,9,2.02,20011
20,12,89,85,95.51,2,2.25,2,2.25,20012
20,13,795,758,95.35,27,3.4,10,1.26,20013
20,14,462,440,95.24,13,2.81,9,1.95,20014
20,15,436,411,94.27,12,2.75,13,2.98,20015
20,16,478,456,95.4,13,2.72,9,1.88,20016
20,17,572,551,96.33,13,2.27,8,1.4,20017
20,18,715,661,92.45,37,5.17,17,2.38,20018
20,19,380,358,94.21,20,5.26,2,0.53,20019
20,20,508,490,96.46,16,3.15,2,0.39,20020
20,21,660,636,96.36,13,1.97,11,1.67,20021
20,22,591,567,95.94,16,2.71,8,1.35,20022
20,23,238,219,92.02,14,5.88,5,2.1,20023
21,1,667,645,96.7,15,2.25,7,1.05,21001
21,2,206,202,98.06,3,1.46,1,0.49,21002
21,3,699,659,94.28,20,2.86,20,2.86,21003
21,4,602,580,96.35,17,2.82,5,0.83,21004
21,5,629,602,95.71,17,2.7,10,1.59,21005
21,6,534,509,95.32,11,2.06,14,2.62,21006
21,7,747,733,98.13,10,1.34,4,0.54,21007
21,8,628,604,96.18,18,2.87,6,0.96,21008
21,9,206,196,95.15,9,4.37,1,0.49,21009
21,10,683,663,97.07,13,1.9,7,1.02,21010
21,11,708,675,95.34,22,3.11,11,1.55,21011
21,12,326,301,92.33,16,4.91,9,2.76,21012
21,13,521,502,96.35,12,2.3,7,1.34,21013
21,14,761,730,95.93,21,2.76,10,1.31,21014
21,15,730,713,97.67,12,1.64,5,0.68,21015
21,16,666,648,97.3,14,2.1,4,0.6,21016
21,17,499,479,95.99,14,2.81,6,1.2,21017
21,18,715,686,95.94,17,2.38,12,1.68,21018
21,19,611,586,95.91,19,3.11,6,0.98,21019
21,20,505,479,94.85,18,3.56,8,1.58,21020
21,21,746,722,96.78,12,1.61,12,1.61,21021
21,22,764,719,94.11,22,2.88,23,3.01,21022
21,23,547,531,97.07,11,2.01,5,0.91,21023
21,24,549,531,96.72,12,2.19,6,1.09,21024
21,25,432,414,95.83,13,3.01,5,1.16,21025
21,26,493,479,97.16,11,2.23,3,0.61,21026
21,27,719,689,95.83,21,2.92,9,1.25,21027
21,28,640,612,95.63,18,2.81,10,1.56,21028
21,29,640,615,96.09,19,2.97,6,0.94,21029
22,1,204,198,97.06,5,2.45,1,0.49,22001
22,2,129,116,89.92,10,7.75,3,2.33,22002
22,3,281,221,78.65,51,18.15,9,3.2,22003
22,4,165,147,89.09,14,8.48,4,2.42,22004
22,5,429,351,81.82,63,14.69,15,3.5,22005
22,6,222,186,83.78,28,12.61,8,3.6,22006
22,7,246,207,84.15,30,12.2,9,3.66,22007
22,8,272,229,84.19,29,10.66,14,5.15,22008
22,9,259,229,88.42,21,8.11,9,3.47,22009
22,10,336,279,83.04,42,12.5,15,4.46,22010
22,11,375,320,85.33,40,10.67,15,4.0,22011
22,12,234,182,77.78,38,16.24,14,5.98,22012
22,13,311,269,86.5,32,10.29,10,3.22,22013
22,14,269,218,81.04,44,16.36,7,2.6,22014
22,15,153,128,83.66,16,10.46,9,5.88,22015
22,16,352,246,69.89,96,27.27,10,2.84,22016
22,17,151,144,95.36,6,3.97,1,0.66,22017
22,18,321,304,94.7,14,4.36,3,0.93,22018
22,19,519,375,72.25,126,24.28,18,3.47,22019
23,1,321,132,41.12,186,57.94,3,0.93,23001
23,2,547,257,46.98,285,52.1,5,0.91,23002
23,3,340,159,46.76,173,50.88,8,2.35,23003
23,4,266,109,40.98,150,56.39,7,2.63,23004
23,5,455,204,44.84,246,54.07,5,1.1,23005
23,6,254,111,43.7,137,53.94,6,2.36,23006
23,7,343,163,47.52,171,49.85,9,2.62,23007
23,8,343,164,47.81,171,49.85,8,2.33,23008
23,9,529,269,50.85,238,44.99,22,4.16,23009
23,10,534,320,59.93,202,37.83,12,2.25,23010
23,11,237,159,67.09,71,29.96,7,2.95,23011
23,12,328,203,61.89,115,35.06,10,3.05,23012
23,13,584,392,67.12,180,30.82,12,2.05,23013
23,14,383,266,69.45,103,26.89,14,3.66,23014
23,15,433,286,66.05,136,31.41,11,2.54,23015
23,16,212,150,70.75,55,25.94,7,3.3,23016
23,17,295,245,83.05,42,14.24,8,2.71,23017
23,18,251,185,73.71,56,22.31,10,3.98,23018
23,19,210,160,76.19,41,19.52,9,4.29,23019
23,20,198,152,76.77,38,19.19,8,4.04,23020
23,21,185,140,75.68,38,20.54,7,3.78,23021
23,22,211,152,72.04,50,23.7,9,4.27,23022
23,23,209,158,75.6,44,21.05,7,3.35,23023
23,24,201,161,80.1,29,14.43,11,5.47,23024
23,25,168,128,76.19,36,21.43,4,2.38,23025
23,26,132,112,84.85,19,14.39,1,0.76,23026
23,27,179,131,73.18,40,22.35,8,4.47,23027
23,28,250,201,80.4,42,16.8,7,2.8,23028
23,29,338,255,75.44,60,17.75,23,6.8,23029
23,30,210,167,79.52,37,17.62,6,2.86,23030
23,31,247,183,74.09,54,21.86,10,4.05,23031
23,32,205,148,72.2,45,21.95,12,5.85,23032
23,33,464,349,75.22,105,22.63,10,2.16,23033
24,1,245,233,95.1,9,3.67,3,1.22,24001
24,2,216,208,96.3,6,2.78,2,0.93,24002
24,3,434,418,96.31,12,2.76,4,0.92,24003
24,4,386,361,93.52,16,4.15,9,2.33,24004
24,5,628,595,94.75,21,3.34,12,1.91,24005
24,6,392,375,95.66,7,1.79,10,2.55,24006
24,7,189,179,94.71,5,2.65,5,2.65,24007
24,8,267,252,94.38,8,3.0,7,2.62,24008
24,9,465,437,93.98,19,4.09,9,1.94,24009
24,10,338,325,96.15,8,2.37,5,1.48,24010
24,11,446,417,93.5,17,3.81,12,2.69,24011
24,12,503,478,95.03,15,2.98,10,1.99,24012
24,13,468,442,94.44,23,4.91,3,0.64,24013
24,14,376,350,93.09,17,4.52,9,2.39,24014
24,15,399,376,94.24,15,3.76,8,2.01,24015
24,16,531,495,93.22,24,4.52,12,2.26,24016
24,17,315,292,92.7,14,4.44,9,2.86,24017
24,18,513,464,90.45,40,7.8,9,1.75,24018
24,19,1115,818,73.36,204,18.3,93,8.34,24019
25,1,362,308,85.08,41,11.33,13,3.59,25001
25,2,241,205,85.06,30,12.45,6,2.49,25002
25,3,327,280,85.63,34,10.4,13,3.98,25003
25,4,429,344,80.19,58,13.52,27,6.29,25004
25,5,550,496,90.18,35,6.36,19,3.45,25005
25,6,589,491,83.36,80,13.58,18,3.06,25006
25,7,555,471,84.86,69,12.43,15,2.7,25007
25,8,567,476,83.95,79,13.93,12,2.12,25008
25,9,576,491,85.24,57,9.9,28,4.86,25009
25,10,632,562,88.92,51,8.07,19,3.01,25010
25,11,562,486,86.48,59,10.5,17,3.02,25011
25,12,488,441,90.37,35,7.17,12,2.46,25012
25,13,759,642,84.58,100,13.18,17,2.24,25013
25,14,757,666,87.98,72,9.51,19,2.51,25014
25,15,597,466,78.06,114,19.1,17,2.85,25015
25,16,741,633,85.43,93,12.55,15,2.02,25016
25,17,314,261,83.12,43,13.69,10,3.18,25017
26,1,245,189,77.14,49,20.0,7,2.86,26001
26,2,304,269,88.49,31,10.2,4,1.32,26002
26,3,518,472,91.12,40,7.72,6,1.16,26003
26,4,318,239,75.16,71,22.33,8,2.52,26004
26,5,412,368,89.32,36,8.74,8,1.94,26005
26,6,273,219,80.22,50,18.32,4,1.47,26006
26,7,404,348,86.14,44,10.89,12,2.97,26007
26,8,298,262,87.92,28,9.4,8,2.68,26008
26,9,268,210,78.36,51,19.03,7,2.61,26009
26,10,318,272,85.53,38,11.95,8,2.52,26010
26,11,300,264,88.0,31,10.33,5,1.67,26011
26,12,130,113,86.92,14,10.77,3,2.31,26012
26,13,235,202,85.96,26,11.06,7,2.98,26013
26,14,203,170,83.74,24,11.82,9,4.43,26014
26,15,227,185,81.5,35,15.42,7,3.08,26015
26,16,496,446,89.92,41,8.27,9,1.81,26016
26,17,461,403,87.42,50,10.85,8,1.74,26017
26,18,217,157,72.35,55,25.35,5,2.3,26018
26,19,514,461,89.69,44,8.56,9,1.75,26019
26,20,551,503,91.29,35,6.35,13,2.36,26020
26,21,231,185,80.09,41,17.75,5,2.16,26021
26,22,217,152,70.05,53,24.42,12,5.53,26022
26,23,432,375,86.81,51,11.81,6,1.39,26023
26,24,207,173,83.57,30,14.49,4,1.93,26024
26,25,454,413,90.97,36,7.93,5,1.1,26025
26,26,534,478,89.51,46,8.61,10,1.87,26026
26,27,553,490,88.61,56,10.13,7,1.27,26027
26,28,519,467,89.98,45,8.67,7,1.35,26028
26,29,495,418,84.44,60,12.12,17,3.43,26029
26,30,258,244,94.57,6,2.33,8,3.1,26030
26,31,301,250,83.06,41,13.62,10,3.32,26031
26,32,415,359,86.51,43,10.36,13,3.13,26032
27,1,589,467,79.29,110,18.68,12,2.04,27001
27,2,784,625,79.72,141,17.98,18,2.3,27002
27,3,386,366,94.82,13,3.37,7,1.81,27003
27,4,503,461,91.65,27,5.37,15,2.98,27004
27,5,347,326,93.95,15,4.32,6,1.73,27005
27,6,727,599,82.39,116,15.96,12,1.65,27006
27,7,920,781,84.89,122,13.26,17,1.85,27007
27,8,205,191,93.17,10,4.88,4,1.95,27008
27,9,688,573,83.28,100,14.53,15,2.18,27009
27,10,376,343,91.22,25,6.65,8,2.13,27010
27,11,681,511,75.04,154,22.61,16,2.35,27011
27,12,471,379,80.47,78,16.56,14,2.97,27012
27,13,550,469,85.27,68,12.36,13,2.36,27013
27,14,415,386,93.01,25,6.02,4,0.96,27014
27,15,543,458,84.35,74,13.63,11,2.03,27015
27,16,752,572,76.06,158,21.01,22,2.93,27016
27,17,269,237,88.1,29,10.78,3,1.12,27017
27,18,636,579,91.04,43,6.76,14,2.2,27018
27,19,192,172,89.58,17,8.85,3,1.56,27019
27,20,367,338,92.1,23,6.27,6,1.63,27020
27,21,278,224,80.58,49,17.63,5,1.8,27021
27,22,394,372,94.42,12,3.05,10,2.54,27022
27,23,328,309,94.21,10,3.05,9,2.74,27023
27,24,187,175,93.58,6,3.21,6,3.21,27024
27,25,474,437,92.19,24,5.06,13,2.74,27025
27,26,525,490,93.33,31,5.9,4,0.76,27026
27,27,397,345,86.9,41,10.33,11,2.77,27027
27,28,497,348,70.02,134,26.96,15,3.02,27028
27,29,893,716,80.18,163,18.25,14,1.57,27029
28,1,294,285,96.94,5,1.7,4,1.36,28001
28,2,293,279,95.22,10,3.41,4,1.37,28002
28,3,90,83,92.22,4,4.44,3,3.33,28003
28,4,250,229,91.6,16,6.4,5,2.0,28004
28,5,262,250,95.42,8,3.05,4,1.53,28005
28,6,438,416,94.98,17,3.88,5,1.14,28006
28,7,204,193,94.61,10,4.9,1,0.49,28007
28,8,411,388,94.4,16,3.89,7,1.7,28008
28,9,218,208,95.41,7,3.21,3,1.38,28009
28,10,129,121,93.8,6,4.65,2,1.55,28010
28,11,576,509,88.37,56,9.72,11,1.91,28011
28,12,765,631,82.48,114,14.9,20,2.61,28012
28,13,615,477,77.56,118,19.19,20,3.25,28013
28,14,498,446,89.56,43,8.63,9,1.81,28014
28,15,286,270,94.41,12,4.2,4,1.4,28015
28,16,616,538,87.34,59,9.58,19,3.08,28016
28,17,330,300,90.91,23,6.97,7,2.12,28017
28,18,374,354,94.65,14,3.74,6,1.6,28018
28,19,372,357,95.97,8,2.15,7,1.88,28019
28,20,302,291,96.36,8,2.65,3,0.99,28020
28,21,327,311,95.11,12,3.67,4,1.22,28021
28,22,252,237,94.05,9,3.57,6,2.38,28022
28,23,358,342,95.53,12,3.35,4,1.12,28023
28,24,273,258,94.51,14,5.13,1,0.37,28024
28,25,569,542,95.25,14,2.46,13,2.28,28025
28,26,174,164,94.25,7,4.02,3,1.72,28026
29,1,634,345,54.42,268,42.27,21,3.31,29001
29,2,523,312,59.66,197,37.67,14,2.68,29002
29,3,428,292,68.22,130,30.37,6,1.4,29003
29,4,459,308,67.1,137,29.85,14,3.05,29004
29,5,443,354,79.91,82,18.51,7,1.58,29005
29,6,391,347,88.75,40,10.23,4,1.02,29006
29,7,735,579,78.78,142,19.32,14,1.9,29007
29,8,952,826,86.76,108,11.34,18,1.89,29008
29,9,388,367,94.59,18,4.64,3,0.77,29009
29,10,544,511,93.93,25,4.6,8,1.47,29010
29,11,469,429,91.47,28,5.97,12,2.56,29011
29,12,609,571,93.76,24,3.94,14,2.3,29012
29,13,603,579,96.02,17,2.82,7,1.16,29013
29,14,527,490,92.98,23,4.36,14,2.66,29014
29,15,503,467,92.84,20,3.98,16,3.18,29015
29,16,569,539,94.73,25,4.39,5,0.88,29016
29,17,382,364,95.29,13,3.4,5,1.31,29017
29,18,540,510,94.44,17,3.15,13,2.41,29018
29,19,597,568,95.14,22,3.69,7,1.17,29019
29,20,341,325,95.31,12,3.52,4,1.17,29020
29,21,436,367,84.17,54,12.39,15,3.44,29021
29,22,602,571,94.85,20,3.32,11,1.83,29022
29,23,553,518,93.67,19,3.44,16,2.89,29023
29,24,432,421,97.45,6,1.39,5,1.16,29024
30,1,573,391,68.24,167,29.14,15,2.62,30001
30,2,387,267,68.99,112,28.94,8,2.07,30002
30,3,514,451,87.74,55,10.7,8,1.56,30003
30,4,432,292,67.59,130,30.09,10,2.31,30004
30,5,451,338,74.94,104,23.06,9,2.0,30005
30,6,509,409,80.35,89,17.49,11,2.16,30006
30,7,348,272,78.16,73,20.98,3,0.86,30007
30,8,600,504,84.0,76,12.67,20,3.33,30008
30,9,525,368,70.1,142,27.05,15,2.86,30009
30,10,454,343,75.55,106,23.35,5,1.1,30010
30,11,373,279,74.8,86,23.06,8,2.14,30011
30,12,515,358,69.51,141,27.38,16,3.11,30012
30,13,442,297,67.19,135,30.54,10,2.26,30013
30,14,475,336,70.74,133,28.0,6,1.26,30014
30,15,688,587,85.32,94,13.66,7,1.02,30015
30,16,362,237,65.47,113,31.22,12,3.31,30016
30,17,518,396,76.45,110,21.24,12,2.32,30017
30,18,448,367,81.92,69,15.4,12,2.68,30018
30,19,281,221,78.65,57,20.28,3,1.07,30019
30,20,340,257,75.59,76,22.35,7,2.06,30020
30,21,601,388,64.56,194,32.28,19,3.16,30021
30,22,574,480,83.62,86,14.98,8,1.39,30022
30,23,608,503,82.73,92,15.13,13,2.14,30023
30,24,520,403,77.5,103,19.81,14,2.69,30024
30,25,369,274,74.25,87,23.58,8,2.17,30025
30,26,604,510,84.44,79,13.08,15,2.48,30026
31,1,361,292,80.89,62,17.17,7,1.94,31001
31,2,550,457,83.09,80,14.55,13,2.36,31002
31,3,321,229,71.34,82,25.55,10,3.12,31003
31,4,375,326,86.93,41,10.93,8,2.13,31004
31,5,367,297,80.93,62,16.89,8,2.18,31005
31,6,284,224,78.87,46,16.2,14,4.93,31006
31,7,349,267,76.5,68,19.48,14,4.01,31007
31,8,475,368,77.47,94,19.79,13,2.74,31008
31,9,315,229,72.7,76,24.13,10,3.17,31009
31,10,490,408,83.27,71,14.49,11,2.24,31010
31,11,468,341,72.86,116,24.79,11,2.35,31011
31,12,570,432,75.79,115,20.18,23,4.04,31012
31,13,382,309,80.89,63,16.49,10,2.62,31013
31,14,412,326,79.13,74,17.96,12,2.91,31014
31,15,196,138,70.41,50,25.51,8,4.08,31015
31,16,264,195,73.86,59,22.35,10,3.79,31016
31,17,336,246,73.21,72,21.43,18,5.36,31017
31,18,301,231,76.74,64,21.26,6,1.99,31018
31,19,347,271,78.1,65,18.73,11,3.17,31019
31,20,353,267,75.64,66,18.7,20,5.67,31020
31,21,357,284,79.55,62,17.37,11,3.08,31021
31,22,156,136,87.18,14,8.97,6,3.85,31022
31,23,199,154,77.39,40,20.1,5,2.51,31023
32,1,1271,1052,82.77,200,15.74,19,1.49,32001
32,2,1023,860,84.07,140,13.69,23,2.25,32002
32,3,747,614,82.2,116,15.53,17,2.28,32003
32,4,730,608,83.29,111,15.21,11,1.51,32004
32,5,582,481,82.65,88,15.12,13,2.23,32005
32,6,345,287,83.19,52,15.07,6,1.74,32006
32,7,783,602,76.88,163,20.82,18,2.3,32007
32,8,534,444,83.15,86,16.1,4,0.75,32008
32,9,533,405,75.98,111,20.83,17,3.19,32009
32,10,990,784,79.19,183,18.48,23,2.32,32010
32,11,622,475,76.37,133,21.38,14,2.25,32011
32,12,356,271,76.12,78,21.91,7,1.97,32012
32,13,252,175,69.44,73,28.97,4,1.59,32013
32,14,1086,899,82.78,166,15.29,21,1.93,32014
32,15,1133,846,74.67,259,22.86,28,2.47,32015
32,16,516,402,77.91,105,20.35,9,1.74,32016
32,17,1001,772,77.12,209,20.88,20,2.0,32017
32,18,395,341,86.33,49,12.41,5,1.27,32018
32,19,446,375,84.08,62,13.9,9,2.02,32019
32,20,1044,795,76.15,229,21.93,20,1.92,32020
32,21,956,824,86.19,111,11.61,21,2.2,32021
32,22,956,822,85.98,122,12.76,12,1.26,32022
32,23,630,520,82.54,93,14.76,17,2.7,32023
32,24,351,267,76.07,71,20.23,13,3.7,32024
32,25,723,591,81.74,120,16.6,12,1.66,32025
32,26,958,769,80.27,171,17.85,18,1.88,32026
32,27,942,819,86.94,100,10.62,23,2.44,32027
32,28,288,233,80.9,52,18.06,3,1.04,32028
32,29,728,620,85.16,92,12.64,16,2.2,32029
32,30,927,790,85.22,117,12.62,20,2.16,32030
33,1,967,824,85.21,121,12.51,22,2.28,33001
33,2,1032,913,88.47,96,9.3,23,2.23,33002
33,3,739,622,84.17,101,13.67,16,2.17,33003
33,4,1003,840,83.75,142,14.16,21,2.09,33004
33,5,819,683,83.39,115,14.04,21,2.56,33005
33,6,868,750,86.41,98,11.29,20,2.3,33006
33,7,821,695,84.65,111,13.52,15,1.83,33007
33,8,584,494,84.59,73,12.5,17,2.91,33008
33,9,631,522,82.73,99,15.69,10,1.58,33009
33,10,598,525,87.79,63,10.54,10,1.67,33010
33,11,479,406,84.76,57,11.9,16,3.34,33011
33,12,741,649,87.58,75,10.12,17,2.29,33012
33,13,669,551,82.36,91,13.6,27,4.04,33013
33,14,863,777,90.03,70,8.11,16,1.85,33014
33,15,662,595,89.88,53,8.01,14,2.11,33015
33,16,832,749,90.02,70,8.41,13,1.56,33016
33,17,787,682,86.66,94,11.94,11,1.4,33017
34,1,654,539,82.42,105,16.06,10,1.53,34001
34,2,411,293,71.29,107,26.03,11,2.68,34002
34,3,930,757,81.4,155,16.67,18,1.94,34003
34,4,531,397,74.76,120,22.6,14,2.64,34004
34,5,859,721,83.93,123,14.32,15,1.75,34005
34,6,647,506,78.21,125,19.32,16,2.47,34006
34,7,299,229,76.59,64,21.4,6,2.01,34007
34,8,519,386,74.37,125,24.08,8,1.54,34008
34,9,990,713,72.02,258,26.06,19,1.92,34009
34,10,388,291,75.0,93,23.97,4,1.03,34010
34,11,645,501,77.67,132,20.47,12,1.86,34011
34,12,641,500,78.0,124,19.34,17,2.65,34012
34,13,738,581,78.73,147,19.92,10,1.36,34013
34,14,774,563,72.74,192,24.81,19,2.45,34014
34,15,595,477,80.17,103,17.31,15,2.52,34015
34,16,924,807,87.34,94,10.17,23,2.49,34016
34,17,835,737,88.26,83,9.94,15,1.8,34017
34,18,798,685,85.84,104,13.03,9,1.13,34018
34,19,613,493,80.42,104,16.97,16,2.61,34019
34,20,794,626,78.84,142,17.88,26,3.27,34020
35,1,222,177,79.73,37,16.67,8,3.6,35001
35,2,535,447,83.55,74,13.83,14,2.62,35002
35,3,386,342,88.6,35,9.07,9,2.33,35003
35,4,585,513,87.69,56,9.57,16,2.74,35004
35,5,814,744,91.4,58,7.13,12,1.47,35005
35,6,1202,1100,91.51,85,7.07,17,1.41,35006
35,7,785,698,88.92,72,9.17,15,1.91,35007
35,8,525,460,87.62,62,11.81,3,0.57,35008
35,9,980,900,91.84,72,7.35,8,0.82,35009
35,10,591,535,90.52,42,7.11,14,2.37,35010
35,11,786,712,90.59,60,7.63,14,1.78,35011
35,12,1029,926,89.99,87,8.45,16,1.55,35012
35,13,655,583,89.01,59,9.01,13,1.98,35013
35,14,558,504,90.32,40,7.17,14,2.51,35014
35,15,820,704,85.85,94,11.46,22,2.68,35015
35,16,1042,915,87.81,108,10.36,19,1.82,35016
35,17,681,596,87.52,74,10.87,11,1.62,35017
35,18,435,382,87.82,42,9.66,11,2.53,35018
35,19,636,539,84.75,83,13.05,14,2.2,35019
35,20,392,326,83.16,58,14.8,8,2.04,35020
35,21,626,492,78.59,112,17.89,22,3.51,35021
35,22,839,685,81.64,143,17.04,11,1.31,35022
36,1,354,218,61.58,129,36.44,7,1.98,36001
36,2,402,252,62.69,136,33.83,14,3.48,36002
36,3,319,201,63.01,107,33.54,11,3.45,36003
36,4,384,263,68.49,105,27.34,16,4.17,36004
36,5,329,238,72.34,80,24.32,11,3.34,36005
36,6,271,210,77.49,55,20.3,6,2.21,36006
36,7,219,168,76.71,48,21.92,3,1.37,36007
36,8,187,132,70.59,49,26.2,6,3.21,36008
36,9,467,360,77.09,94,20.13,13,2.78,36009
36,10,337,253,75.07,71,21.07,13,3.86,36010
36,11,261,203,77.78,48,18.39,10,3.83,36011
36,12,200,158,79.0,36,18.0,6,3.0,36012
36,13,116,88,75.86,24,20.69,4,3.45,36013
36,14,350,282,80.57,59,16.86,9,2.57,36014
36,15,161,137,85.09,20,12.42,4,2.48,36015
36,16,128,105,82.03,21,16.41,2,1.56,36016
36,17,484,425,87.81,50,10.33,9,1.86,36017
36,18,537,479,89.2,49,9.12,9,1.68,36018
36,19,728,648,89.01,67,9.2,13,1.79,36019
36,20,806,697,86.48,90,11.17,19,2.36,36020
36,21,579,444,76.68,127,21.93,8,1.38,36021
36,22,718,617,85.93,84,11.7,17,2.37,36022
36,23,630,520,82.54,92,14.6,18,2.86,36023
36,24,672,564,83.93,92,13.69,16,2.38,36024
36,25,748,630,84.22,86,11.5,32,4.28,36025
36,26,696,592,85.06,83,11.93,21,3.02,36026
36,27,782,664,84.91,101,12.92,17,2.17,36027
37,1,439,397,90.43,28,6.38,14,3.19,37001
37,2,366,334,91.26,24,6.56,8,2.19,37002
37,3,420,402,95.71,14,3.33,4,0.95,37003
37,4,456,422,92.54,23,5.04,11,2.41,37004
37,5,327,303,92.66,14,4.28,10,3.06,37005
37,6,581,550,94.66,20,3.44,11,1.89,37006
37,7,408,373,91.42,29,7.11,6,1.47,37007
37,8,535,509,95.14,15,2.8,11,2.06,37008
37,9,230,215,93.48,9,3.91,6,2.61,37009
37,10,388,355,91.49,28,7.22,5,1.29,37010
37,11,389,371,95.37,11,2.83,7,1.8,37011
37,12,534,493,92.32,30,5.62,11,2.06,37012
37,13,322,295,91.61,15,4.66,12,3.73,37013
37,14,530,504,95.09,14,2.64,12,2.26,37014
37,15,497,459,92.35,32,6.44,6,1.21,37015
37,16,544,502,92.28,36,6.62,6,1.1,37016
37,17,334,324,97.01,4,1.2,6,1.8,37017
37,18,421,380,90.26,33,7.84,8,1.9,37018
37,19,321,290,90.34,21,6.54,10,3.12,37019
37,20,559,521,93.2,25,4.47,13,2.33,37020
37,21,339,310,91.45,27,7.96,2,0.59,37021
37,22,405,361,89.14,34,8.4,10,2.47,37022
38,1,935,345,36.9,579,61.93,11,1.18,38001
38,2,461,207,44.9,252,54.66,2,0.43,38002
38,3,650,300,46.15,337,51.85,13,2.0,38003
38,4,475,217,45.68,244,51.37,14,2.95,38004
38,5,719,346,48.12,361,50.21,12,1.67,38005
38,6,502,267,53.19,228,45.42,7,1.39,38006
38,7,562,305,54.27,242,43.06,15,2.67,38007
38,8,502,258,51.39,234,46.61,10,1.99,38008
38,9,487,299,61.4,175,35.93,13,2.67,38009
38,10,471,241,51.17,216,45.86,14,2.97,38010
38,11,577,358,62.05,213,36.92,6,1.04,38011
38,12,760,443,58.29,295,38.82,22,2.89,38012
38,13,403,224,55.58,174,43.18,5,1.24,38013
38,14,520,277,53.27,227,43.65,16,3.08,38014
38,15,445,253,56.85,190,42.7,2,0.45,38015
38,16,780,461,59.1,301,38.59,18,2.31,38016
38,17,652,420,64.42,220,33.74,12,1.84,38017
38,18,760,514,67.63,230,30.26,16,2.11,38018
38,19,790,541,68.48,224,28.35,25,3.16,38019
38,20,667,446,66.87,204,30.58,17,2.55,38020
38,21,808,548,67.82,244,30.2,16,1.98,38021
38,22,536,379,70.71,145,27.05,12,2.24,38022
38,23,783,554,70.75,217,27.71,12,1.53,38023
38,24,750,520,69.33,212,28.27,18,2.4,38024
38,25,891,680,76.32,191,21.44,20,2.24,38025
39,1,650,436,67.08,204,31.38,10,1.54,39001
39,2,361,251,69.53,107,29.64,3,0.83,39002
39,3,487,382,78.44,92,18.89,13,2.67,39003
39,4,688,408,59.3,259,37.65,21,3.05,39004
39,5,462,364,78.79,91,19.7,7,1.52,39005
39,6,347,261,75.22,75,21.61,11,3.17,39006
39,7,330,264,80.0,63,19.09,3,0.91,39007
39,8,354,263,74.29,80,22.6,11,3.11,39008
39,9,334,232,69.46,93,27.84,9,2.69,39009
39,10,437,376,86.04,55,12.59,6,1.37,39010
39,11,349,249,71.35,92,26.36,8,2.29,39011
39,12,584,431,73.8,138,23.63,15,2.57,39012
39,13,821,642,78.2,162,19.73,17,2.07,39013
39,14,920,479,52.07,419,45.54,22,2.39,39014
39,15,664,502,75.6,144,21.69,18,2.71,39015
39,16,392,305,77.81,79,20.15,8,2.04,39016
39,17,943,546,57.9,382,40.51,15,1.59,39017
39,18,402,230,57.21,162,40.3,10,2.49,39018
39,19,836,681,81.46,142,16.99,13,1.56,39019
39,20,567,327,57.67,234,41.27,6,1.06,39020
39,21,743,583,78.47,142,19.11,18,2.42,39021
39,22,391,227,58.06,156,39.9,8,2.05,39022
39,23,87,48,55.17,37,42.53,2,2.3,39023
39,24,521,440,84.45,73,14.01,8,1.54,39024
39,25,391,330,84.4,48,12.28,13,3.32,39025
39,26,326,260,79.75,54,16.56,12,3.68,39026
39,27,374,250,66.84,119,31.82,5,1.34,39027
39,28,377,295,78.25,74,19.63,8,2.12,39028
39,29,171,118,69.01,52,30.41,1,0.58,39029
39,30,321,219,68.22,91,28.35,11,3.43,39030
39,31,422,259,61.37,155,36.73,8,1.9,39031
39,32,969,630,65.02,325,33.54,14,1.44,39032
39,33,359,238,66.3,117,32.59,4,1.11,39033
39,34,419,251,59.9,156,37.23,12,2.86,39034
39,35,676,492,72.78,165,24.41,19,2.81,39035
40,1,595,506,85.04,80,13.45,9,1.51,40001
40,2,690,564,81.74,105,15.22,21,3.04,40002
40,3,637,521,81.79,96,15.07,20,3.14,40003
40,4,625,474,75.84,135,21.6,16,2.56,40004
40,5,502,409,81.47,83,16.53,10,1.99,40005
40,6,583,479,82.16,86,14.75,18,3.09,40006
40,7,627,542,86.44,68,10.85,17,2.71,40007
40,8,417,332,79.62,81,19.42,4,0.96,40008
40,9,736,581,78.94,140,19.02,15,2.04,40009
40,10,1102,984,89.29,107,9.71,11,1.0,40010
40,11,736,549,74.59,174,23.64,13,1.77,40011
40,12,754,642,85.15,91,12.07,21,2.79,40012
40,13,759,698,91.96,47,6.19,14,1.84,40013
40,14,1007,931,92.45,57,5.66,19,1.89,40014
40,15,737,673,91.32,53,7.19,11,1.49,40015
40,16,716,666,93.02,39,5.45,11,1.54,40016
40,17,761,677,88.96,76,9.99,8,1.05,40017
