ward,precinct,total,Fritz Kaegi,Fritz Kaegi Percent,Nico Tsatsoulis,Nico Tsatsoulis Percent,precinct_id
26,11,280,245,87.5,35,12.5,26011
26,12,114,103,90.35,11,9.65,26012
26,13,227,201,88.55,26,11.45,26013
26,14,180,165,91.67,15,8.33,26014
26,15,205,184,89.76,21,10.24,26015
26,16,464,420,90.52,44,9.48,26016
26,17,428,394,92.06,34,7.94,26017
26,18,193,161,83.42,32,16.58,26018
26,19,486,440,90.53,46,9.47,26019
26,20,517,470,90.91,47,9.09,26020
26,21,211,183,86.73,28,13.27,26021
26,22,192,152,79.17,40,20.83,26022
26,23,405,365,90.12,40,9.88,26023
26,24,187,169,90.37,18,9.63,26024
26,25,433,396,91.45,37,8.55,26025
26,26,508,459,90.35,49,9.65,26026
26,27,513,465,90.64,48,9.36,26027
26,28,476,434,91.18,42,8.82,26028
26,29,454,402,88.55,52,11.45,26029
26,30,245,232,94.69,13,5.31,26030
26,31,279,252,90.32,27,9.68,26031
26,32,400,357,89.25,43,10.75,26032
27,1,521,438,84.07,83,15.93,27001
27,2,701,591,84.31,110,15.69,27002
27,3,352,344,97.73,8,2.27,27003
27,4,484,452,93.39,32,6.61,27004
27,5,314,295,93.95,19,6.05,27005
27,6,668,569,85.18,99,14.82,27006
27,7,834,732,87.77,102,12.23,27007
27,8,196,183,93.37,13,6.63,27008
27,9,612,537,87.75,75,12.25,27009
27,10,343,324,94.46,19,5.54,27010
27,11,620,506,81.61,114,18.39,27011
27,12,431,364,84.45,67,15.55,27012
27,13,501,440,87.82,61,12.18,27013
27,14,386,368,95.34,18,4.66,27014
27,15,495,433,87.47,62,12.53,27015
27,16,680,561,82.5,119,17.5,27016
27,17,247,219,88.66,28,11.34,27017
27,18,580,531,91.55,49,8.45,27018
27,19,173,157,90.75,16,9.25,27019
27,20,343,321,93.59,22,6.41,27020
27,21,256,208,81.25,48,18.75,27021
27,22,374,354,94.65,20,5.35,27022
27,23,312,293,93.91,19,6.09,27023
27,24,182,167,91.76,15,8.24,27024
27,25,437,401,91.76,36,8.24,27025
27,26,493,461,93.51,32,6.49,27026
27,27,361,320,88.64,41,11.36,27027
27,28,436,344,78.9,92,21.1,27028
27,29,815,670,82.21,145,17.79,27029
28,1,279,268,96.06,11,3.94,28001
28,2,276,266,96.38,10,3.62,28002
28,3,84,78,92.86,6,7.14,28003
28,4,236,219,92.8,17,7.2,28004
28,5,237,229,96.62,8,3.38,28005
28,6,404,376,93.07,28,6.93,28006
28,7,188,170,90.43,18,9.57,28007
28,8,382,362,94.76,20,5.24,28008
28,9,202,190,94.06,12,5.94,28009
28,10,121,107,88.43,14,11.57,28010
28,11,539,487,90.35,52,9.65,28011
28,12,696,614,88.22,82,11.78,28012
28,13,547,471,86.11,76,13.89,28013
28,14,472,435,92.16,37,7.84,28014
28,15,271,254,93.73,17,6.27,28015
28,16,576,509,88.37,67,11.63,28016
28,17,318,294,92.45,24,7.55,28017
28,18,350,333,95.14,17,4.86,28018
28,19,348,337,96.84,11,3.16,28019
28,20,283,278,98.23,5,1.77,28020
28,21,306,296,96.73,10,3.27,28021
28,22,232,223,96.12,9,3.88,28022
28,23,339,329,97.05,10,2.95,28023
28,24,267,256,95.88,11,4.12,28024
28,25,517,496,95.94,21,4.06,28025
28,26,162,154,95.06,8,4.94,28026
29,1,530,403,76.04,127,23.96,29001
29,2,441,340,77.1,101,22.9,29002
29,3,376,312,82.98,64,17.02,29003
29,4,417,338,81.06,79,18.94,29004
29,5,413,367,88.86,46,11.14,29005
29,6,367,332,90.46,35,9.54,29006
29,7,672,582,86.61,90,13.39,29007
29,8,916,825,90.07,91,9.93,29008
29,9,363,351,96.69,12,3.31,29009
29,10,520,493,94.81,27,5.19,29010
29,11,446,418,93.72,28,6.28,29011
29,12,592,566,95.61,26,4.39,29012
29,13,584,555,95.03,29,4.97,29013
29,14,502,469,93.43,33,6.57,29014
29,15,472,451,95.55,21,4.45,29015
29,16,538,516,95.91,22,4.09,29016
29,17,364,345,94.78,19,5.22,29017
29,18,494,470,95.14,24,4.86,29018
29,19,574,548,95.47,26,4.53,29019
29,20,316,302,95.57,14,4.43,29020
29,21,396,359,90.66,37,9.34,29021
29,22,558,543,97.31,15,2.69,29022
29,23,536,503,93.84,33,6.16,29023
29,24,412,394,95.63,18,4.37,29024
30,1,521,418,80.23,103,19.77,30001
30,2,347,276,79.54,71,20.46,30002
30,3,494,439,88.87,55,11.13,30003
30,4,369,304,82.38,65,17.62,30004
30,5,400,340,85.0,60,15.0,30005
30,6,466,388,83.26,78,16.74,30006
30,7,325,266,81.85,59,18.15,30007
30,8,575,494,85.91,81,14.09,30008
30,9,461,382,82.86,79,17.14,30009
30,10,402,343,85.32,59,14.68,30010
30,11,335,284,84.78,51,15.22,30011
30,12,461,370,80.26,91,19.74,30012
30,13,376,308,81.91,68,18.09,30013
30,14,422,355,84.12,67,15.88,30014
30,15,642,570,88.79,72,11.21,30015
30,16,319,250,78.37,69,21.63,30016
30,17,471,402,85.35,69,14.65,30017
30,18,415,369,88.92,46,11.08,30018
30,19,260,226,86.92,34,13.08,30019
30,20,322,274,85.09,48,14.91,30020
30,21,531,420,79.1,111,20.9,30021
30,22,532,464,87.22,68,12.78,30022
30,23,559,491,87.84,68,12.16,30023
30,24,475,397,83.58,78,16.42,30024
30,25,328,270,82.32,58,17.68,30025
30,26,560,499,89.11,61,10.89,30026
31,1,325,289,88.92,36,11.08,31001
31,2,515,444,86.21,71,13.79,31002
31,3,285,226,79.3,59,20.7,31003
31,4,353,319,90.37,34,9.63,31004
31,5,319,285,89.34,34,10.66,31005
31,6,259,234,90.35,25,9.65,31006
31,7,321,279,86.92,42,13.08,31007
31,8,425,379,89.18,46,10.82,31008
31,9,284,230,80.99,54,19.01,31009
31,10,461,391,84.82,70,15.18,31010
31,11,424,349,82.31,75,17.69,31011
31,12,523,440,84.13,83,15.87,31012
31,13,361,319,88.37,42,11.63,31013
31,14,368,312,84.78,56,15.22,31014
31,15,171,143,83.63,28,16.37,31015
31,16,242,206,85.12,36,14.88,31016
31,17,312,254,81.41,58,18.59,31017
31,18,274,239,87.23,35,12.77,31018
31,19,321,277,86.29,44,13.71,31019
31,20,312,268,85.9,44,14.1,31020
31,21,320,279,87.19,41,12.81,31021
31,22,141,124,87.94,17,12.06,31022
31,23,181,151,83.43,30,16.57,31023
32,1,1189,1008,84.78,181,15.22,32001
32,2,950,812,85.47,138,14.53,32002
32,3,696,581,83.48,115,16.52,32003
32,4,665,567,85.26,98,14.74,32004
32,5,526,464,88.21,62,11.79,32005
32,6,320,277,86.56,43,13.44,32006
32,7,705,564,80.0,141,20.0,32007
32,8,496,423,85.28,73,14.72,32008
32,9,487,383,78.64,104,21.36,32009
32,10,903,754,83.5,149,16.5,32010
32,11,575,478,83.13,97,16.87,32011
32,12,318,250,78.62,68,21.38,32012
32,13,220,173,78.64,47,21.36,32013
32,14,1000,853,85.3,147,14.7,32014
32,15,1027,818,79.65,209,20.35,32015
32,16,474,398,83.97,76,16.03,32016
32,17,908,743,81.83,165,18.17,32017
32,18,361,307,85.04,54,14.96,32018
32,19,427,359,84.07,68,15.93,32019
32,20,925,764,82.59,161,17.41,32020
32,21,904,782,86.5,122,13.5,32021
32,22,901,788,87.46,113,12.54,32022
32,23,593,514,86.68,79,13.32,32023
32,24,319,251,78.68,68,21.32,32024
32,25,656,567,86.43,89,13.57,32025
32,26,866,712,82.22,154,17.78,32026
32,27,889,785,88.3,104,11.7,32027
32,28,264,214,81.06,50,18.94,32028
32,29,691,586,84.8,105,15.2,32029
32,30,860,748,86.98,112,13.02,32030
33,1,907,796,87.76,111,12.24,33001
33,2,988,896,90.69,92,9.31,33002
33,3,697,613,87.95,84,12.05,33003
33,4,929,828,89.13,101,10.87,33004
33,5,773,692,89.52,81,10.48,33005
33,6,819,724,88.4,95,11.6,33006
33,7,773,685,88.62,88,11.38,33007
33,8,554,483,87.18,71,12.82,33008
33,9,566,506,89.4,60,10.6,33009
33,10,561,511,91.09,50,8.91,33010
33,11,441,406,92.06,35,7.94,33011
33,12,696,640,91.95,56,8.05,33012
33,13,609,543,89.16,66,10.84,33013
33,14,816,749,91.79,67,8.21,33014
33,15,617,568,92.06,49,7.94,33015
33,16,785,704,89.68,81,10.32,33016
33,17,732,663,90.57,69,9.43,33017
34,1,615,511,83.09,104,16.91,34001
34,2,371,313,84.37,58,15.63,34002
34,3,861,726,84.32,135,15.68,34003
34,4,465,395,84.95,70,15.05,34004
34,5,808,691,85.52,117,14.48,34005
34,6,578,483,83.56,95,16.44,34006
34,7,270,222,82.22,48,17.78,34007
34,8,466,381,81.76,85,18.24,34008
34,9,877,686,78.22,191,21.78,34009
34,10,351,273,77.78,78,22.22,34010
34,11,573,461,80.45,112,19.55,34011
34,12,580,486,83.79,94,16.21,34012
34,13,683,557,81.55,126,18.45,34013
34,14,696,557,80.03,139,19.97,34014
34,15,561,465,82.89,96,17.11,34015
34,16,886,777,87.7,109,12.3,34016
34,17,788,713,90.48,75,9.52,34017
34,18,744,663,89.11,81,10.89,34018
34,19,566,495,87.46,71,12.54,34019
34,20,739,620,83.9,119,16.1,34020
35,1,200,175,87.5,25,12.5,35001
35,2,491,435,88.59,56,11.41,35002
35,3,360,328,91.11,32,8.89,35003
35,4,555,503,90.63,52,9.37,35004
35,5,778,720,92.54,58,7.46,35005
35,6,1147,1070,93.29,77,6.71,35006
35,7,750,686,91.47,64,8.53,35007
35,8,496,451,90.93,45,9.07,35008
35,9,925,856,92.54,69,7.46,35009
35,10,557,521,93.54,36,6.46,35010
35,11,749,688,91.86,61,8.14,35011
35,12,984,896,91.06,88,8.94,35012
35,13,622,579,93.09,43,6.91,35013
35,14,539,492,91.28,47,8.72,35014
35,15,769,697,90.64,72,9.36,35015
35,16,973,893,91.78,80,8.22,35016
35,17,641,565,88.14,76,11.86,35017
35,18,415,362,87.23,53,12.77,35018
35,19,598,528,88.29,70,11.71,35019
35,20,364,320,87.91,44,12.09,35020
35,21,571,487,85.29,84,14.71,35021
35,22,766,655,85.51,111,14.49,35022
36,1,296,229,77.36,67,22.64,36001
36,2,346,270,78.03,76,21.97,36002
36,3,292,232,79.45,60,20.55,36003
36,4,347,281,80.98,66,19.02,36004
36,5,301,256,85.05,45,14.95,36005
36,6,237,209,88.19,28,11.81,36006
36,7,204,170,83.33,34,16.67,36007
36,8,156,125,80.13,31,19.87,36008
36,9,441,386,87.53,55,12.47,36009
36,10,304,265,87.17,39,12.83,36010
36,11,241,203,84.23,38,15.77,36011
36,12,183,162,88.52,21,11.48,36012
36,13,105,88,83.81,17,16.19,36013
36,14,310,258,83.23,52,16.77,36014
36,15,147,130,88.44,17,11.56,36015
36,16,122,103,84.43,19,15.57,36016
36,17,459,420,91.5,39,8.5,36017
36,18,510,452,88.63,58,11.37,36018
36,19,692,629,90.9,63,9.1,36019
36,20,749,672,89.72,77,10.28,36020
36,21,525,439,83.62,86,16.38,36021
36,22,659,603,91.5,56,8.5,36022
36,23,589,495,84.04,94,15.96,36023
36,24,612,521,85.13,91,14.87,36024
36,25,690,600,86.96,90,13.04,36025
36,26,638,547,85.74,91,14.26,36026
36,27,718,615,85.65,103,14.35,36027
37,1,417,382,91.61,35,8.39,37001
37,2,348,317,91.09,31,8.91,37002
37,3,393,377,95.93,16,4.07,37003
37,4,428,403,94.16,25,5.84,37004
37,5,297,278,93.6,19,6.4,37005
37,6,533,517,97.0,16,3.0,37006
37,7,378,352,93.12,26,6.88,37007
37,8,516,502,97.29,14,2.71,37008
37,9,218,209,95.87,9,4.13,37009
37,10,372,348,93.55,24,6.45,37010
37,11,369,349,94.58,20,5.42,37011
37,12,491,463,94.3,28,5.7,37012
37,13,296,278,93.92,18,6.08,37013
37,14,509,484,95.09,25,4.91,37014
37,15,452,430,95.13,22,4.87,37015
37,16,503,479,95.23,24,4.77,37016
37,17,302,291,96.36,11,3.64,37017
37,18,389,359,92.29,30,7.71,37018
37,19,294,275,93.54,19,6.46,37019
37,20,525,504,96.0,21,4.0,37020
37,21,319,300,94.04,19,5.96,37021
37,22,380,347,91.32,33,8.68,37022
38,1,700,441,63.0,259,37.0,38001
38,2,367,257,70.03,110,29.97,38002
38,3,510,346,67.84,164,32.16,38003
38,4,361,236,65.37,125,34.63,38004
38,5,576,403,69.97,173,30.03,38005
38,6,407,289,71.01,118,28.99,38006
38,7,476,351,73.74,125,26.26,38007
38,8,411,281,68.37,130,31.63,38008
38,9,408,322,78.92,86,21.08,38009
38,10,390,280,71.79,110,28.21,38010
38,11,504,398,78.97,106,21.03,38011
38,12,640,477,74.53,163,25.47,38012
38,13,336,258,76.79,78,23.21,38013
38,14,443,314,70.88,129,29.12,38014
38,15,350,273,78.0,77,22.0,38015
38,16,648,493,76.08,155,23.92,38016
38,17,547,445,81.35,102,18.65,38017
38,18,646,517,80.03,129,19.97,38018
38,19,705,571,80.99,134,19.01,38019
38,20,587,472,80.41,115,19.59,38020
38,21,731,576,78.8,155,21.2,38021
38,22,478,396,82.85,82,17.15,38022
38,23,708,575,81.21,133,18.79,38023
38,24,656,526,80.18,130,19.82,38024
38,25,811,688,84.83,123,15.17,38025
39,1,580,453,78.1,127,21.9,39001
39,2,303,253,83.5,50,16.5,39002
39,3,451,389,86.25,62,13.75,39003
39,4,593,443,74.7,150,25.3,39004
39,5,412,356,86.41,56,13.59,39005
39,6,313,269,85.94,44,14.06,39006
39,7,303,263,86.8,40,13.2,39007
39,8,311,277,89.07,34,10.93,39008
39,9,287,229,79.79,58,20.21,39009
39,10,406,368,90.64,38,9.36,39010
39,11,317,259,81.7,58,18.3,39011
39,12,515,422,81.94,93,18.06,39012
39,13,727,625,85.97,102,14.03,39013
39,14,758,526,69.39,232,30.61,39014
39,15,590,511,86.61,79,13.39,39015
39,16,360,311,86.39,49,13.61,39016
39,17,812,602,74.14,210,25.86,39017
39,18,342,252,73.68,90,26.32,39018
39,19,773,683,88.36,90,11.64,39019
39,20,476,366,76.89,110,23.11,39020
39,21,667,576,86.36,91,13.64,39021
39,22,330,226,68.48,104,31.52,39022
39,23,71,57,80.28,14,19.72,39023
39,24,498,423,84.94,75,15.06,39024
39,25,349,317,90.83,32,9.17,39025
39,26,303,259,85.48,44,14.52,39026
39,27,300,254,84.67,46,15.33,39027
39,28,336,295,87.8,41,12.2,39028
39,29,147,121,82.31,26,17.69,39029
39,30,298,236,79.19,62,20.81,39030
39,31,356,257,72.19,99,27.81,39031
39,32,821,630,76.74,191,23.26,39032
39,33,320,251,78.44,69,21.56,39033
39,34,349,265,75.93,84,24.07,39034
39,35,609,484,79.47,125,20.53,39035
40,1,560,508,90.71,52,9.29,40001
40,2,611,544,89.03,67,10.97,40002
40,3,579,507,87.56,72,12.44,40003
40,4,561,463,82.53,98,17.47,40004
40,5,461,406,88.07,55,11.93,40005
40,6,522,462,88.51,60,11.49,40006
40,7,593,533,89.88,60,10.12,40007
40,8,374,328,87.7,46,12.3,40008
40,9,681,574,84.29,107,15.71,40009
40,10,1046,956,91.4,90,8.6,40010
40,11,659,540,81.94,119,18.06,40011
40,12,699,631,90.27,68,9.73,40012
40,13,731,676,92.48,55,7.52,40013
40,14,961,895,93.13,66,6.87,40014
40,15,696,645,92.67,51,7.33,40015
40,16,701,644,91.87,57,8.13,40016
40,17,717,653,91.07,64,8.93,40017
40,18,814,732,89.93,82,10.07,40018
40,19,720,645,89.58,75,10.42,40019
40,20,820,740,90.24,80,9.76,40020
40,21,746,682,91.42,64,8.58,40021
40,22,1003,899,89.63,104,10.37,40022
40,23,1057,963,91.11,94,8.89,40023
41,1,417,261,62.59,156,37.41,41001
41,2,306,204,66.67,102,33.33,41002
41,3,299,196,65.55,103,34.45,41003
41,4,387,247,63.82,140,36.18,41004
41,5,450,299,66.44,151,33.56,41005
41,6,423,300,70.92,123,29.08,41006
41,7,362,258,71.27,104,28.73,41007
41,8,377,261,69.23,116,30.77,41008
41,9,704,521,74.01,183,25.99,41009
41,10,577,418,72.44,159,27.56,41010
41,11,435,326,74.94,109,25.06,41011
41,12,276,181,65.58,95,34.42,41012
41,13,652,485,74.39,167,25.61,41013
41,14,738,523,70.87,215,29.13,41014
41,15,925,635,68.65,290,31.35,41015
41,16,329,238,72.34,91,27.66,41016
41,17,210,150,71.43,60,28.57,41017
41,18,680,506,74.41,174,25.59,41018
41,19,357,258,72.27,99,27.73,41019
41,20,387,269,69.51,118,30.49,41020
41,21,361,238,65.93,123,34.07,41021
41,22,287,205,71.43,82,28.57,41022
41,23,404,275,68.07,129,31.93,41023
41,24,658,468,71.12,190,28.88,41024
41,25,544,365,67.1,179,32.9,41025
41,26,749,538,71.83,211,28.17,41026
41,27,522,380,72.8,142,27.2,41027
41,28,845,604,71.48,241,28.52,41028
41,29,889,640,71.99,249,28.01,41029
41,30,652,427,65.49,225,34.51,41030
41,31,603,394,65.34,209,34.66,41031
42,1,311,262,84.24,49,15.76,42001
42,2,290,244,84.14,46,15.86,42002
42,3,812,677,83.37,135,16.63,42003
42,4,700,535,76.43,165,23.57,42004
42,5,970,813,83.81,157,16.19,42005
42,6,418,340,81.34,78,18.66,42006
42,7,638,501,78.53,137,21.47,42007
42,8,454,365,80.4,89,19.6,42008
42,9,725,584,80.55,141,19.45,42009
42,10,494,392,79.35,102,20.65,42010
42,11,525,464,88.38,61,11.62,42011
42,12,434,338,77.88,96,22.12,42012
42,13,326,276,84.66,50,15.34,42013
42,14,241,210,87.14,31,12.86,42014
42,15,251,188,74.9,63,25.1,42015
42,16,758,571,75.33,187,24.67,42016
42,17,898,707,78.73,191,21.27,42017
42,18,492,387,78.66,105,21.34,42018
42,19,731,581,79.48,150,20.52,42019
42,20,739,579,78.35,160,21.65,42020
42,21,853,694,81.36,159,18.64,42021
42,22,784,632,80.61,152,19.39,42022
42,23,887,729,82.19,158,17.81,42023
42,24,862,712,82.6,150,17.4,42024
43,1,816,656,80.39,160,19.61,43001
43,2,942,765,81.21,177,18.79,43002
43,3,324,273,84.26,51,15.74,43003
43,4,640,532,83.13,108,16.88,43004
43,5,997,856,85.86,141,14.14,43005
43,6,1158,998,86.18,160,13.82,43006
43,7,1063,911,85.7,152,14.3,43007
43,8,877,750,85.52,127,14.48,43008
43,9,1174,997,84.92,177,15.08,43009
43,10,776,613,78.99,163,21.01,43010
43,11,525,433,82.48,92,17.52,43011
43,12,1014,831,81.95,183,18.05,43012
43,13,733,594,81.04,139,18.96,43013
43,14,447,365,81.66,82,18.34,43014
43,15,944,790,83.69,154,16.31,43015
43,16,382,320,83.77,62,16.23,43016
43,17,906,756,83.44,150,16.56,43017
43,18,1061,877,82.66,184,17.34,43018
43,19,1014,817,80.57,197,19.43,43019
43,20,852,691,81.1,161,18.9,43020
43,21,427,359,84.07,68,15.93,43021
43,22,1044,854,81.8,190,18.2,43022
43,23,727,580,79.78,147,20.22,43023
44,1,999,903,90.39,96,9.61,44001
44,2,720,600,83.33,120,16.67,44002
44,3,934,827,88.54,107,11.46,44003
44,4,1229,1064,86.57,165,13.43,44004
44,5,893,807,90.37,86,9.63,44005
44,6,850,741,87.18,109,12.82,44006
44,7,881,797,90.47,84,9.53,44007
44,8,896,789,88.06,107,11.94,44008
44,9,1176,992,84.35,184,15.65,44009
44,10,1140,986,86.49,154,13.51,44010
44,11,906,771,85.1,135,14.9,44011
44,12,1060,953,89.91,107,10.09,44012
44,13,1015,892,87.88,123,12.12,44013
44,14,994,865,87.02,129,12.98,44014
44,15,1125,1008,89.6,117,10.4,44015
44,16,1146,993,86.65,153,13.35,44016
44,17,1147,1031,89.89,116,10.11,44017
44,18,788,708,89.85,80,10.15,44018
44,19,1090,931,85.41,159,14.59,44019
44,20,661,585,88.5,76,11.5,44020
44,21,1146,1032,90.05,114,9.95,44021
45,1,902,634,70.29,268,29.71,45001
45,2,496,376,75.81,120,24.19,45002
45,3,290,196,67.59,94,32.41,45003
45,4,344,262,76.16,82,23.84,45004
45,5,544,424,77.94,120,22.06,45005
45,6,569,417,73.29,152,26.71,45006
45,7,581,444,76.42,137,23.58,45007
45,8,493,365,74.04,128,25.96,45008
45,9,512,402,78.52,110,21.48,45009
45,10,531,382,71.94,149,28.06,45010
45,11,686,513,74.78,173,25.22,45011
45,12,482,373,77.39,109,22.61,45012
45,13,666,533,80.03,133,19.97,45013
45,14,396,320,80.81,76,19.19,45014
45,15,458,381,83.19,77,16.81,45015
45,16,584,480,82.19,104,17.81,45016
45,17,638,487,76.33,151,23.67,45017
45,18,622,497,79.9,125,20.1,45018
45,19,408,336,82.35,72,17.65,45019
45,20,575,479,83.3,96,16.7,45020
45,21,480,391,81.46,89,18.54,45021
45,22,592,509,85.98,83,14.02,45022
45,23,599,494,82.47,105,17.53,45023
45,24,513,416,81.09,97,18.91,45024
45,25,746,605,81.1,141,18.9,45025
45,26,560,461,82.32,99,17.68,45026
45,27,661,558,84.42,103,15.58,45027
45,28,638,528,82.76,110,17.24,45028
45,29,598,531,88.8,67,11.2,45029
46,1,787,684,86.91,103,13.09,46001
46,2,777,716,92.15,61,7.85,46002
46,3,859,775,90.22,84,9.78,46003
46,4,991,889,89.71,102,10.29,46004
46,5,802,716,89.28,86,10.72,46005
46,6,1228,1105,89.98,123,10.02,46006
46,7,756,704,93.12,52,6.88,46007
46,8,907,799,88.09,108,11.91,46008
46,9,940,833,88.62,107,11.38,46009
46,10,843,779,92.41,64,7.59,46010
46,11,962,879,91.37,83,8.63,46011
46,12,1189,1081,90.92,108,9.08,46012
46,13,1022,960,93.93,62,6.07,46013
46,14,564,529,93.79,35,6.21,46014
46,15,1156,1037,89.71,119,10.29,46015
46,16,799,751,93.99,48,6.01,46016
46,17,1034,961,92.94,73,7.06,46017
46,18,940,868,92.34,72,7.66,46018
46,19,761,694,91.2,67,8.8,46019
46,20,671,624,93.0,47,7.0,46020
46,21,512,465,90.82,47,9.18,46021
46,22,671,617,91.95,54,8.05,46022
46,23,579,551,95.16,28,4.84,46023
47,1,761,678,89.09,83,10.91,47001
47,2,729,660,90.53,69,9.47,47002
47,3,743,687,92.46,56,7.54,47003
47,4,913,843,92.33,70,7.67,47004
47,5,1053,997,94.68,56,5.32,47005
47,6,890,847,95.17,43,4.83,47006
47,7,1310,1197,91.37,113,8.63,47007
47,8,805,736,91.43,69,8.57,47008
47,9,1016,920,90.55,96,9.45,47009
47,10,898,838,93.32,60,6.68,47010
47,11,799,731,91.49,68,8.51,47011
47,12,593,541,91.23,52,8.77,47012
47,13,642,586,91.28,56,8.72,47013
47,14,806,686,85.11,120,14.89,47014
47,15,804,708,88.06,96,11.94,47015
47,16,846,737,87.12,109,12.88,47016
47,17,727,655,90.1,72,9.9,47017
47,18,932,851,91.31,81,8.69,47018
47,19,898,813,90.53,85,9.47,47019
47,20,872,748,85.78,124,14.22,47020
47,21,885,773,87.34,112,12.66,47021
47,22,751,643,85.62,108,14.38,47022
47,23,867,768,88.58,99,11.42,47023
47,24,1030,875,84.95,155,15.05,47024
47,25,804,701,87.19,103,12.81,47025
47,26,1034,872,84.33,162,15.67,47026
47,27,908,805,88.66,103,11.34,47027
47,28,672,558,83.04,114,16.96,47028
48,1,905,850,93.92,55,6.08,48001
48,2,303,280,92.41,23,7.59,48002
48,3,490,446,91.02,44,8.98,48003
48,4,543,511,94.11,32,5.89,48004
48,5,318,291,91.51,27,8.49,48005
48,6,734,676,92.1,58,7.9,48006
48,7,708,656,92.66,52,7.34,48007
48,8,477,421,88.26,56,11.74,48008
48,9,357,303,84.87,54,15.13,48009
48,10,861,794,92.22,67,7.78,48010
48,11,563,530,94.14,33,5.86,48011
48,12,788,698,88.58,90,11.42,48012
48,13,588,518,88.1,70,11.9,48013
48,14,667,621,93.1,46,6.9,48014
48,15,524,484,92.37,40,7.63,48015
48,16,410,384,93.66,26,6.34,48016
48,17,219,195,89.04,24,10.96,48017
48,18,715,638,89.23,77,10.77,48018
48,19,404,358,88.61,46,11.39,48019
48,20,282,252,89.36,30,10.64,48020
48,21,626,572,91.37,54,8.63,48021
48,22,370,334,90.27,36,9.73,48022
48,23,483,434,89.86,49,10.14,48023
48,24,869,767,88.26,102,11.74,48024
48,25,716,663,92.6,53,7.4,48025
48,26,398,357,89.7,41,10.3,48026
48,27,469,429,91.47,40,8.53,48027
48,28,607,567,93.41,40,6.59,48028
48,29,220,206,93.64,14,6.36,48029
48,30,648,600,92.59,48,7.41,48030
48,31,651,604,92.78,47,7.22,48031
48,32,550,502,91.27,48,8.73,48032
48,33,272,248,91.18,24,8.82,48033
48,34,515,483,93.79,32,6.21,48034
48,35,809,755,93.33,54,6.67,48035
49,1,786,721,91.73,65,8.27,49001
49,2,702,634,90.31,68,9.69,49002
49,3,954,868,90.99,86,9.01,49003
49,4,954,887,92.98,67,7.02,49004
49,5,998,933,93.49,65,6.51,49005
49,6,81,69,85.19,12,14.81,49006
49,7,935,875,93.58,60,6.42,49007
49,8,1081,1020,94.36,61,5.64,49008
49,9,1013,923,91.12,90,8.88,49009
49,10,669,628,93.87,41,6.13,49010
49,11,740,680,91.89,60,8.11,49011
49,12,689,635,92.16,54,7.84,49012
49,13,832,780,93.75,52,6.25,49013
49,14,1012,947,93.58,65,6.42,49014
49,15,918,858,93.46,60,6.54,49015
49,16,889,837,94.15,52,5.85,49016
49,17,970,898,92.58,72,7.42,49017
50,1,357,279,78.15,78,21.85,50001
50,2,425,337,79.29,88,20.71,50002
50,3,345,272,78.84,73,21.16,50003
50,4,420,359,85.48,61,14.52,50004
50,5,614,507,82.57,107,17.43,50005
50,6,304,273,89.8,31,10.2,50006
50,7,773,704,91.07,69,8.93,50007
50,8,511,465,91.0,46,9.0,50008
50,9,143,128,89.51,15,10.49,50009
50,10,305,239,78.36,66,21.64,50010
50,11,371,260,70.08,111,29.92,50011
50,12,151,109,72.19,42,27.81,50012
50,13,545,465,85.32,80,14.68,50013
50,14,100,75,75.0,25,25.0,50014
50,15,521,443,85.03,78,14.97,50015
50,16,100,69,69.0,31,31.0,50016
50,17,262,223,85.11,39,14.89,50017
50,18,50,41,82.0,9,18.0,50018
50,19,228,198,86.84,30,13.16,50019
50,20,213,189,88.73,24,11.27,50020
50,21,470,429,91.28,41,8.72,50021
50,22,410,291,70.98,119,29.02,50022
50,23,376,291,77.39,85,22.61,50023
50,24,425,308,72.47,117,27.53,50024
50,25,132,111,84.09,21,15.91,50025
50,26,204,161,78.92,43,21.08,50026
50,27,102,80,78.43,22,21.57,50027
50,28,538,472,87.73,66,12.27,50028
