ward,precinct,total,EILEEN MARY BREWER,EILEEN MARY BREWER Percent,KENNETH JAMES CORTESI,KENNETH JAMES CORTESI Percent,DANIEL L. COLLINS,DANIEL L. COLLINS Percent,precinct_id
20,22,129,46,35.66,51,39.53,32,24.81,20022
20,23,118,40,33.9,44,37.29,34,28.81,20023
20,24,165,71,43.03,47,28.48,47,28.48,20024
20,25,85,47,55.29,12,14.12,26,30.59,20025
20,26,226,104,46.02,41,18.14,81,35.84,20026
20,27,91,46,50.55,17,18.68,28,30.77,20027
20,28,160,47,29.38,50,31.25,63,39.38,20028
20,29,102,37,36.27,32,31.37,33,32.35,20029
20,30,147,39,26.53,52,35.37,56,38.1,20030
20,31,111,46,41.44,21,18.92,44,39.64,20031
20,32,199,77,38.69,42,21.11,80,40.2,20032
20,33,156,34,21.79,76,48.72,46,29.49,20033
20,34,177,79,44.63,51,28.81,47,26.55,20034
20,35,90,25,27.78,39,43.33,26,28.89,20035
20,36,143,52,36.36,43,30.07,48,33.57,20036
20,37,109,41,37.61,34,31.19,34,31.19,20037
20,38,182,69,37.91,38,20.88,75,41.21,20038
20,39,122,53,43.44,24,19.67,45,36.89,20039
20,40,121,46,38.02,32,26.45,43,35.54,20040
20,41,32,9,28.13,14,43.75,9,28.13,20041
20,42,47,18,38.3,16,34.04,13,27.66,20042
20,43,192,87,45.31,25,13.02,80,41.67,20043
20,44,168,55,32.74,60,35.71,53,31.55,20044
20,45,34,20,58.82,7,20.59,7,20.59,20045
20,46,67,38,56.72,9,13.43,20,29.85,20046
20,47,98,26,26.53,40,40.82,32,32.65,20047
20,48,80,36,45.0,18,22.5,26,32.5,20048
20,49,102,35,34.31,15,14.71,52,50.98,20049
20,50,97,35,36.08,27,27.84,35,36.08,20050
20,51,126,36,28.57,43,34.13,47,37.3,20051
20,52,37,12,32.43,9,24.32,16,43.24,20052
21,1,267,96,35.96,80,29.96,91,34.08,21001
21,2,108,35,32.41,24,22.22,49,45.37,21002
21,3,292,139,47.6,46,15.75,107,36.64,21003
21,4,266,112,42.11,42,15.79,112,42.11,21004
21,5,177,69,38.98,49,27.68,59,33.33,21005
21,6,179,77,43.02,37,20.67,65,36.31,21006
21,7,218,83,38.07,72,33.03,63,28.9,21007
21,8,195,56,28.72,69,35.38,70,35.9,21008
21,9,174,71,40.8,34,19.54,69,39.66,21009
21,10,136,45,33.09,48,35.29,43,31.62,21010
21,11,196,85,43.37,34,17.35,77,39.29,21011
21,12,194,79,40.72,40,20.62,75,38.66,21012
21,13,107,37,34.58,30,28.04,40,37.38,21013
21,14,191,67,35.08,67,35.08,57,29.84,21014
21,15,123,39,31.71,37,30.08,47,38.21,21015
21,16,76,32,42.11,13,17.11,31,40.79,21016
21,17,111,35,31.53,28,25.23,48,43.24,21017
21,18,204,74,36.27,71,34.8,59,28.92,21018
21,19,175,56,32.0,44,25.14,75,42.86,21019
21,20,54,20,37.04,14,25.93,20,37.04,21020
21,21,200,53,26.5,76,38.0,71,35.5,21021
21,22,215,67,31.16,80,37.21,68,31.63,21022
21,23,164,70,42.68,35,21.34,59,35.98,21023
21,24,216,89,41.2,64,29.63,63,29.17,21024
21,25,154,59,38.31,38,24.68,57,37.01,21025
21,26,133,57,42.86,24,18.05,52,39.1,21026
21,27,225,79,35.11,71,31.56,75,33.33,21027
21,28,176,80,45.45,44,25.0,52,29.55,21028
21,29,154,62,40.26,32,20.78,60,38.96,21029
21,30,100,49,49.0,14,14.0,37,37.0,21030
21,31,263,67,25.48,145,55.13,51,19.39,21031
21,32,101,41,40.59,21,20.79,39,38.61,21032
21,33,193,86,44.56,32,16.58,75,38.86,21033
21,34,233,71,30.47,102,43.78,60,25.75,21034
21,35,131,54,41.22,23,17.56,54,41.22,21035
21,36,227,95,41.85,53,23.35,79,34.8,21036
21,37,119,40,33.61,34,28.57,45,37.82,21037
21,38,188,74,39.36,42,22.34,72,38.3,21038
21,39,135,61,45.19,21,15.56,53,39.26,21039
21,40,195,70,35.9,49,25.13,76,38.97,21040
21,41,143,53,37.06,37,25.87,53,37.06,21041
21,42,204,75,36.76,55,26.96,74,36.27,21042
21,43,165,65,39.39,55,33.33,45,27.27,21043
21,44,175,59,33.71,58,33.14,58,33.14,21044
21,45,144,53,36.81,27,18.75,64,44.44,21045
21,46,134,38,28.36,55,41.04,41,30.6,21046
21,47,273,87,31.87,98,35.9,88,32.23,21047
21,48,235,109,46.38,65,27.66,61,25.96,21048
21,49,227,74,32.6,88,38.77,65,28.63,21049
21,50,169,63,37.28,56,33.14,50,29.59,21050
21,51,199,78,39.2,54,27.14,67,33.67,21051
21,52,202,89,44.06,51,25.25,62,30.69,21052
21,53,177,63,35.59,38,21.47,76,42.94,21053
21,54,187,75,40.11,39,20.86,73,39.04,21054
21,55,209,80,38.28,57,27.27,72,34.45,21055
21,56,113,53,46.9,17,15.04,43,38.05,21056
21,57,116,56,48.28,19,16.38,41,35.34,21057
21,58,130,55,42.31,25,19.23,50,38.46,21058
21,59,242,87,35.95,54,22.31,101,41.74,21059
21,60,80,43,53.75,19,23.75,18,22.5,21060
21,61,207,86,41.55,43,20.77,78,37.68,21061
21,62,228,88,38.6,48,21.05,92,40.35,21062
21,63,194,61,31.44,69,35.57,64,32.99,21063
21,64,128,51,39.84,28,21.88,49,38.28,21064
21,65,174,63,36.21,50,28.74,61,35.06,21065
21,66,163,57,34.97,58,35.58,48,29.45,21066
21,67,152,70,46.05,17,11.18,65,42.76,21067
21,68,96,43,44.79,12,12.5,41,42.71,21068
21,69,124,59,47.58,19,15.32,46,37.1,21069
21,70,134,50,37.31,32,23.88,52,38.81,21070
22,1,81,31,38.27,11,13.58,39,48.15,22001
22,2,76,28,36.84,24,31.58,24,31.58,22002
22,3,135,34,25.19,38,28.15,63,46.67,22003
22,4,111,50,45.05,28,25.23,33,29.73,22004
22,5,160,51,31.88,60,37.5,49,30.63,22005
22,6,123,32,26.02,59,47.97,32,26.02,22006
22,7,93,25,26.88,20,21.51,48,51.61,22007
22,8,167,59,35.33,24,14.37,84,50.3,22008
22,9,130,37,28.46,47,36.15,46,35.38,22009
22,10,163,58,35.58,52,31.9,53,32.52,22010
22,11,117,45,38.46,25,21.37,47,40.17,22011
22,12,126,45,35.71,12,9.52,69,54.76,22012
22,13,120,43,35.83,44,36.67,33,27.5,22013
22,14,80,27,33.75,24,30.0,29,36.25,22014
22,15,107,44,41.12,12,11.21,51,47.66,22015
22,16,128,50,39.06,40,31.25,38,29.69,22016
22,17,134,39,29.1,46,34.33,49,36.57,22017
22,18,96,31,32.29,33,34.38,32,33.33,22018
22,19,93,27,29.03,10,10.75,56,60.22,22019
22,20,90,29,32.22,16,17.78,45,50.0,22020
22,21,168,51,30.36,28,16.67,89,52.98,22021
22,22,43,23,53.49,5,11.63,15,34.88,22022
22,23,138,38,27.54,53,38.41,47,34.06,22023
22,24,115,37,32.17,36,31.3,42,36.52,22024
22,25,106,43,40.57,23,21.7,40,37.74,22025
22,26,78,29,37.18,25,32.05,24,30.77,22026
22,27,156,55,35.26,42,26.92,59,37.82,22027
22,28,156,48,30.77,20,12.82,88,56.41,22028
22,29,77,30,38.96,25,32.47,22,28.57,22029
23,1,211,54,25.59,96,45.5,61,28.91,23001
23,2,270,55,20.37,183,67.78,32,11.85,23002
23,3,193,65,33.68,82,42.49,46,23.83,23003
23,4,164,48,29.27,78,47.56,38,23.17,23004
23,5,166,72,43.37,55,33.13,39,23.49,23005
23,6,192,60,31.25,90,46.88,42,21.88,23006
23,7,153,57,37.25,46,30.07,50,32.68,23007
23,8,180,67,37.22,72,40.0,41,22.78,23008
23,9,135,49,36.3,44,32.59,42,31.11,23009
23,10,289,52,17.99,193,66.78,44,15.22,23010
23,11,240,83,34.58,94,39.17,63,26.25,23011
23,12,216,65,30.09,94,43.52,57,26.39,23012
23,13,256,79,30.86,106,41.41,71,27.73,23013
23,14,222,55,24.77,107,48.2,60,27.03,23014
23,15,200,60,30.0,87,43.5,53,26.5,23015
23,16,244,70,28.69,128,52.46,46,18.85,23016
23,17,251,98,39.04,90,35.86,63,25.1,23017
23,18,184,53,28.8,93,50.54,38,20.65,23018
23,19,228,64,28.07,125,54.82,39,17.11,23019
23,20,196,81,41.33,74,37.76,41,20.92,23020
23,21,149,44,29.53,71,47.65,34,22.82,23021
23,22,149,49,32.89,45,30.2,55,36.91,23022
23,23,155,68,43.87,49,31.61,38,24.52,23023
23,24,142,48,33.8,52,36.62,42,29.58,23024
23,25,179,65,36.31,72,40.22,42,23.46,23025
23,26,197,52,26.4,97,49.24,48,24.37,23026
23,27,161,55,34.16,78,48.45,28,17.39,23027
23,28,176,61,34.66,54,30.68,61,34.66,23028
23,29,138,55,39.86,36,26.09,47,34.06,23029
23,30,211,53,25.12,105,49.76,53,25.12,23030
23,31,198,67,33.84,84,42.42,47,23.74,23031
23,32,239,79,33.05,90,37.66,70,29.29,23032
23,33,237,67,28.27,126,53.16,44,18.57,23033
23,34,156,60,38.46,69,44.23,27,17.31,23034
23,35,126,44,34.92,29,23.02,53,42.06,23035
23,36,223,79,35.43,90,40.36,54,24.22,23036
23,37,134,38,28.36,32,23.88,64,47.76,23037
23,38,147,47,31.97,72,48.98,28,19.05,23038
23,39,176,47,26.7,77,43.75,52,29.55,23039
23,40,189,54,28.57,100,52.91,35,18.52,23040
23,41,166,64,38.55,70,42.17,32,19.28,23041
23,42,157,51,32.48,71,45.22,35,22.29,23042
23,43,181,49,27.07,94,51.93,38,20.99,23043
23,44,197,62,31.47,99,50.25,36,18.27,23044
23,45,199,66,33.17,95,47.74,38,19.1,23045
23,46,194,55,28.35,92,47.42,47,24.23,23046
23,47,253,92,36.36,109,43.08,52,20.55,23047
23,48,163,62,38.04,66,40.49,35,21.47,23048
23,49,137,44,32.12,69,50.36,24,17.52,23049
23,50,137,43,31.39,64,46.72,30,21.9,23050
23,51,192,63,32.81,89,46.35,40,20.83,23051
23,52,258,87,33.72,113,43.8,58,22.48,23052
23,53,125,36,28.8,53,42.4,36,28.8,23053
23,54,195,57,29.23,90,46.15,48,24.62,23054
23,55,198,62,31.31,89,44.95,47,23.74,23055
23,56,170,50,29.41,74,43.53,46,27.06,23056
23,57,166,55,33.13,71,42.77,40,24.1,23057
23,58,302,101,33.44,112,37.09,89,29.47,23058
23,59,122,37,30.33,45,36.89,40,32.79,23059
23,60,229,97,42.36,76,33.19,56,24.45,23060
23,61,241,68,28.22,83,34.44,90,37.34,23061
23,62,240,56,23.33,75,31.25,109,45.42,23062
24,1,135,47,34.81,17,12.59,71,52.59,24001
24,2,126,34,26.98,17,13.49,75,59.52,24002
24,3,113,51,45.13,14,12.39,48,42.48,24003
24,4,126,59,46.83,6,4.76,61,48.41,24004
24,5,107,35,32.71,11,10.28,61,57.01,24005
24,6,146,54,36.99,15,10.27,77,52.74,24006
24,7,112,35,31.25,19,16.96,58,51.79,24007
24,8,121,48,39.67,15,12.4,58,47.93,24008
24,9,112,49,43.75,12,10.71,51,45.54,24009
24,10,117,41,35.04,9,7.69,67,57.26,24010
24,11,39,13,33.33,3,7.69,23,58.97,24011
24,12,86,30,34.88,8,9.3,48,55.81,24012
24,13,86,33,38.37,10,11.63,43,50.0,24013
24,14,152,53,34.87,14,9.21,85,55.92,24014
24,15,105,33,31.43,20,19.05,52,49.52,24015
24,16,85,40,47.06,9,10.59,36,42.35,24016
24,17,112,36,32.14,13,11.61,63,56.25,24017
24,18,81,28,34.57,7,8.64,46,56.79,24018
24,19,93,42,45.16,5,5.38,46,49.46,24019
24,20,151,57,37.75,16,10.6,78,51.66,24020
24,21,104,38,36.54,10,9.62,56,53.85,24021
24,22,133,40,30.08,22,16.54,71,53.38,24022
24,23,119,42,35.29,12,10.08,65,54.62,24023
24,24,104,34,32.69,10,9.62,60,57.69,24024
24,25,113,28,24.78,12,10.62,73,64.6,24025
24,26,144,58,40.28,21,14.58,65,45.14,24026
24,27,60,17,28.33,7,11.67,36,60.0,24027
24,28,114,34,29.82,11,9.65,69,60.53,24028
24,29,121,37,30.58,18,14.88,66,54.55,24029
24,30,99,34,34.34,10,10.1,55,55.56,24030
24,31,118,48,40.68,8,6.78,62,52.54,24031
24,32,129,34,26.36,17,13.18,78,60.47,24032
24,33,82,29,35.37,13,15.85,40,48.78,24033
24,34,92,30,32.61,10,10.87,52,56.52,24034
24,35,125,51,40.8,16,12.8,58,46.4,24035
24,36,89,26,29.21,13,14.61,50,56.18,24036
24,37,133,54,40.6,12,9.02,67,50.38,24037
24,38,127,48,37.8,14,11.02,65,51.18,24038
24,39,103,32,31.07,13,12.62,58,56.31,24039
24,40,170,77,45.29,21,12.35,72,42.35,24040
24,41,101,28,27.72,23,22.77,50,49.5,24041
24,42,99,27,27.27,10,10.1,62,62.63,24042
24,43,110,31,28.18,19,17.27,60,54.55,24043
24,44,42,13,30.95,2,4.76,27,64.29,24044
24,45,94,41,43.62,8,8.51,45,47.87,24045
24,46,119,47,39.5,4,3.36,68,57.14,24046
24,47,121,38,31.4,7,5.79,76,62.81,24047
24,48,27,8,29.63,2,7.41,17,62.96,24048
24,49,162,67,41.36,18,11.11,77,47.53,24049
24,50,186,75,40.32,18,9.68,93,50.0,24050
24,51,165,51,30.91,20,12.12,94,56.97,24051
24,52,132,31,23.48,26,19.7,75,56.82,24052
24,53,95,23,24.21,18,18.95,54,56.84,24053
25,1,126,47,37.3,44,34.92,35,27.78,25001
25,2,136,51,37.5,37,27.21,48,35.29,25002
25,3,96,20,20.83,68,70.83,8,8.33,25003
25,4,223,93,41.7,68,30.49,62,27.8,25004
25,5,136,53,38.97,50,36.76,33,24.26,25005
25,6,160,80,50.0,36,22.5,44,27.5,25006
25,7,125,43,34.4,39,31.2,43,34.4,25007
25,8,156,60,38.46,42,26.92,54,34.62,25008
25,9,180,60,33.33,48,26.67,72,40.0,25009
25,10,44,9,20.45,11,25.0,24,54.55,25010
25,11,157,51,32.48,45,28.66,61,38.85,25011
25,12,130,70,53.85,31,23.85,29,22.31,25012
25,13,152,56,36.84,39,25.66,57,37.5,25013
25,14,85,31,36.47,40,47.06,14,16.47,25014
25,15,129,52,40.31,36,27.91,41,31.78,25015
25,16,51,33,64.71,10,19.61,8,15.69,25016
25,17,146,59,40.41,35,23.97,52,35.62,25017
25,18,110,59,53.64,21,19.09,30,27.27,25018
25,19,128,42,32.81,48,37.5,38,29.69,25019
25,20,198,68,34.34,64,32.32,66,33.33,25020
25,21,100,21,21.0,57,57.0,22,22.0,25021
25,22,98,47,47.96,22,22.45,29,29.59,25022
25,23,142,57,40.14,40,28.17,45,31.69,25023
25,24,122,57,46.72,29,23.77,36,29.51,25024
26,1,111,48,43.24,26,23.42,37,33.33,26001
26,2,102,43,42.16,20,19.61,39,38.24,26002
26,3,84,21,25.0,31,36.9,32,38.1,26003
26,4,136,55,40.44,55,40.44,26,19.12,26004
26,5,124,44,35.48,38,30.65,42,33.87,26005
26,6,117,46,39.32,27,23.08,44,37.61,26006
26,7,47,29,61.7,13,27.66,5,10.64,26007
26,8,68,41,60.29,13,19.12,14,20.59,26008
26,9,93,36,38.71,27,29.03,30,32.26,26009
26,10,106,41,38.68,24,22.64,41,38.68,26010
26,11,141,54,38.3,45,31.91,42,29.79,26011
26,12,98,36,36.73,24,24.49,38,38.78,26012
26,13,138,72,52.17,36,26.09,30,21.74,26013
26,14,177,62,35.03,59,33.33,56,31.64,26014
26,15,69,17,24.64,27,39.13,25,36.23,26015
26,16,107,28,26.17,39,36.45,40,37.38,26016
26,17,112,46,41.07,43,38.39,23,20.54,26017
26,18,133,50,37.59,38,28.57,45,33.83,26018
26,19,158,64,40.51,48,30.38,46,29.11,26019
26,20,75,35,46.67,20,26.67,20,26.67,26020
26,21,94,29,30.85,38,40.43,27,28.72,26021
26,22,57,23,40.35,19,33.33,15,26.32,26022
26,23,112,52,46.43,38,33.93,22,19.64,26023
26,24,158,84,53.16,50,31.65,24,15.19,26024
26,25,158,83,52.53,39,24.68,36,22.78,26025
26,26,55,20,36.36,19,34.55,16,29.09,26026
26,27,69,21,30.43,23,33.33,25,36.23,26027
26,28,156,67,42.95,57,36.54,32,20.51,26028
26,29,121,44,36.36,28,23.14,49,40.5,26029
26,30,132,77,58.33,22,16.67,33,25.0,26030
26,31,40,18,45.0,11,27.5,11,27.5,26031
26,32,139,58,41.73,53,38.13,28,20.14,26032
26,33,123,52,42.28,46,37.4,25,20.33,26033
26,34,131,65,49.62,38,29.01,28,21.37,26034
26,35,99,26,26.26,40,40.4,33,33.33,26035
26,36,135,57,42.22,46,34.07,32,23.7,26036
26,37,123,64,52.03,37,30.08,22,17.89,26037
26,38,100,57,57.0,25,25.0,18,18.0,26038
27,1,45,31,68.89,8,17.78,6,13.33,27001
27,2,111,29,26.13,27,24.32,55,49.55,27002
27,3,99,42,42.42,11,11.11,46,46.46,27003
27,4,69,30,43.48,12,17.39,27,39.13,27004
27,5,62,23,37.1,19,30.65,20,32.26,27005
27,6,88,24,27.27,24,27.27,40,45.45,27006
27,7,82,42,51.22,16,19.51,24,29.27,27007
27,8,61,17,27.87,16,26.23,28,45.9,27008
27,9,217,47,21.66,124,57.14,46,21.2,27009
27,10,218,87,39.91,49,22.48,82,37.61,27010
27,11,89,28,31.46,22,24.72,39,43.82,27011
27,12,50,9,18.0,17,34.0,24,48.0,27012
27,13,264,116,43.94,94,35.61,54,20.45,27013
27,14,58,17,29.31,24,41.38,17,29.31,27014
27,15,97,21,21.65,30,30.93,46,47.42,27015
27,16,88,43,48.86,29,32.95,16,18.18,27016
27,17,142,56,39.44,27,19.01,59,41.55,27017
27,18,55,18,32.73,23,41.82,14,25.45,27018
27,19,105,35,33.33,22,20.95,48,45.71,27019
27,20,135,48,35.56,39,28.89,48,35.56,27020
27,21,69,14,20.29,35,50.72,20,28.99,27021
27,22,117,27,23.08,41,35.04,49,41.88,27022
27,23,97,37,38.14,12,12.37,48,49.48,27023
27,24,156,30,19.23,70,44.87,56,35.9,27024
27,25,91,24,26.37,12,13.19,55,60.44,27025
27,26,231,73,31.6,43,18.61,115,49.78,27026
27,27,61,21,34.43,14,22.95,26,42.62,27027
27,28,111,41,36.94,37,33.33,33,29.73,27028
27,29,88,24,27.27,24,27.27,40,45.45,27029
27,30,56,25,44.64,23,41.07,8,14.29,27030
27,31,103,30,29.13,25,24.27,48,46.6,27031
27,32,101,45,44.55,36,35.64,20,19.8,27032
27,33,94,21,22.34,23,24.47,50,53.19,27033
27,34,119,22,18.49,45,37.82,52,43.7,27034
27,35,72,29,40.28,25,34.72,18,25.0,27035
27,36,138,44,31.88,18,13.04,76,55.07,27036
27,37,118,41,34.75,38,32.2,39,33.05,27037
27,38,93,51,54.84,24,25.81,18,19.35,27038
27,39,65,16,24.62,27,41.54,22,33.85,27039
27,40,92,23,25.0,27,29.35,42,45.65,27040
27,41,130,57,43.85,54,41.54,19,14.62,27041
27,42,73,42,57.53,20,27.4,11,15.07,27042
27,43,93,27,29.03,25,26.88,41,44.09,27043
27,44,147,44,29.93,26,17.69,77,52.38,27044
27,45,157,29,18.47,66,42.04,62,39.49,27045
27,46,150,16,10.67,95,63.33,39,26.0,27046
27,47,89,24,26.97,18,20.22,47,52.81,27047
27,48,155,48,30.97,25,16.13,82,52.9,27048
27,49,104,39,37.5,13,12.5,52,50.0,27049
27,50,146,78,53.42,42,28.77,26,17.81,27050
27,51,84,18,21.43,49,58.33,17,20.24,27051
27,52,42,4,9.52,30,71.43,8,19.05,27052
27,53,133,79,59.4,30,22.56,24,18.05,27053
27,54,85,39,45.88,27,31.76,19,22.35,27054
27,55,48,10,20.83,29,60.42,9,18.75,27055
27,56,80,51,63.75,14,17.5,15,18.75,27056
27,57,72,44,61.11,16,22.22,12,16.67,27057
27,58,115,67,58.26,31,26.96,17,14.78,27058
27,59,43,20,46.51,9,20.93,14,32.56,27059
28,1,158,58,36.71,41,25.95,59,37.34,28001
28,2,75,19,25.33,8,10.67,48,64.0,28002
28,3,83,28,33.73,8,9.64,47,56.63,28003
28,4,173,67,38.73,19,10.98,87,50.29,28004
28,5,107,30,28.04,16,14.95,61,57.01,28005
28,6,135,46,34.07,19,14.07,70,51.85,28006
28,7,164,54,32.93,18,10.98,92,56.1,28007
28,8,76,23,30.26,11,14.47,42,55.26,28008
28,9,112,32,28.57,12,10.71,68,60.71,28009
28,10,124,42,33.87,14,11.29,68,54.84,28010
28,11,97,31,31.96,16,16.49,50,51.55,28011
28,12,93,35,37.63,9,9.68,49,52.69,28012
28,13,88,28,31.82,6,6.82,54,61.36,28013
28,14,43,11,25.58,12,27.91,20,46.51,28014
28,15,66,22,33.33,4,6.06,40,60.61,28015
28,16,111,40,36.04,6,5.41,65,58.56,28016
28,17,69,16,23.19,9,13.04,44,63.77,28017
28,18,121,43,35.54,7,5.79,71,58.68,28018
28,19,97,32,32.99,20,20.62,45,46.39,28019
28,20,145,48,33.1,13,8.97,84,57.93,28020
28,21,99,40,40.4,13,13.13,46,46.46,28021
28,22,94,36,38.3,11,11.7,47,50.0,28022
28,23,109,38,34.86,8,7.34,63,57.8,28023
28,24,66,21,31.82,5,7.58,40,60.61,28024
28,25,108,38,35.19,8,7.41,62,57.41,28025
28,26,91,34,37.36,9,9.89,48,52.75,28026
28,27,58,19,32.76,4,6.9,35,60.34,28027
28,28,100,28,28.0,6,6.0,66,66.0,28028
28,29,125,42,33.6,22,17.6,61,48.8,28029
28,30,69,28,40.58,7,10.14,34,49.28,28030
28,31,100,32,32.0,7,7.0,61,61.0,28031
28,32,106,40,37.74,13,12.26,53,50.0,28032
28,33,78,24,30.77,5,6.41,49,62.82,28033
28,34,129,41,31.78,10,7.75,78,60.47,28034
28,35,98,23,23.47,9,9.18,66,67.35,28035
28,36,99,29,29.29,15,15.15,55,55.56,28036
28,37,134,47,35.07,9,6.72,78,58.21,28037
28,38,73,31,42.47,5,6.85,37,50.68,28038
28,39,52,17,32.69,8,15.38,27,51.92,28039
28,40,107,32,29.91,17,15.89,58,54.21,28040
28,41,60,24,40.0,4,6.67,32,53.33,28041
28,42,74,27,36.49,7,9.46,40,54.05,28042
28,43,62,27,43.55,6,9.68,29,46.77,28043
28,44,58,16,27.59,5,8.62,37,63.79,28044
28,45,61,26,42.62,9,14.75,26,42.62,28045
28,46,79,20,25.32,12,15.19,47,59.49,28046
28,47,99,29,29.29,15,15.15,55,55.56,28047
28,48,26,6,23.08,2,7.69,18,69.23,28048
28,49,72,21,29.17,10,13.89,41,56.94,28049
28,50,55,18,32.73,3,5.45,34,61.82,28050
28,51,71,21,29.58,7,9.86,43,60.56,28051
28,52,102,39,38.24,10,9.8,53,51.96,28052
28,53,36,18,50.0,8,22.22,10,27.78,28053
28,54,56,19,33.93,6,10.71,31,55.36,28054
28,55,69,32,46.38,4,5.8,33,47.83,28055
28,56,78,26,33.33,9,11.54,43,55.13,28056
28,57,115,34,29.57,13,11.3,68,59.13,28057
28,58,63,20,31.75,6,9.52,37,58.73,28058
28,59,68,20,29.41,8,11.76,40,58.82,28059
28,60,73,22,30.14,6,8.22,45,61.64,28060
28,61,59,17,28.81,9,15.25,33,55.93,28061
29,1,162,36,22.22,62,38.27,64,39.51,29001
29,2,78,37,47.44,23,29.49,18,23.08,29002
29,3,148,36,24.32,48,32.43,64,43.24,29003
29,4,188,55,29.26,61,32.45,72,38.3,29004
29,5,187,41,21.93,80,42.78,66,35.29,29005
29,6,61,16,26.23,18,29.51,27,44.26,29006
29,7,120,44,36.67,38,31.67,38,31.67,29007
29,8,177,45,25.42,60,33.9,72,40.68,29008
29,9,131,42,32.06,31,23.66,58,44.27,29009
29,10,179,23,12.85,113,63.13,43,24.02,29010
29,11,142,42,29.58,45,31.69,55,38.73,29011
29,12,136,32,23.53,39,28.68,65,47.79,29012
29,13,198,48,24.24,73,36.87,77,38.89,29013
29,14,149,36,24.16,53,35.57,60,40.27,29014
29,15,170,47,27.65,45,26.47,78,45.88,29015
29,16,174,23,13.22,112,64.37,39,22.41,29016
29,17,129,57,44.19,29,22.48,43,33.33,29017
29,18,197,49,24.87,96,48.73,52,26.4,29018
29,19,156,42,26.92,58,37.18,56,35.9,29019
29,20,189,48,25.4,75,39.68,66,34.92,29020
29,21,124,37,29.84,31,25.0,56,45.16,29021
29,22,101,32,31.68,35,34.65,34,33.66,29022
29,23,105,20,19.05,37,35.24,48,45.71,29023
29,24,179,49,27.37,43,24.02,87,48.6,29024
29,25,229,37,16.16,127,55.46,65,28.38,29025
29,26,159,38,23.9,61,38.36,60,37.74,29026
29,27,104,33,31.73,17,16.35,54,51.92,29027
29,28,120,29,24.17,49,40.83,42,35.0,29028
29,29,248,63,25.4,112,45.16,73,29.44,29029
29,30,149,37,24.83,62,41.61,50,33.56,29030
29,31,159,41,25.79,47,29.56,71,44.65,29031
29,32,163,45,27.61,46,28.22,72,44.17,29032
29,33,153,38,24.84,54,35.29,61,39.87,29033
29,34,105,23,21.9,42,40.0,40,38.1,29034
29,35,237,35,14.77,163,68.78,39,16.46,29035
29,36,200,40,20.0,104,52.0,56,28.0,29036
29,37,166,58,34.94,39,23.49,69,41.57,29037
29,38,155,54,34.84,33,21.29,68,43.87,29038
29,39,136,48,35.29,44,32.35,44,32.35,29039
29,40,233,64,27.47,82,35.19,87,37.34,29040
29,41,211,60,28.44,66,31.28,85,40.28,29041
29,42,119,27,22.69,59,49.58,33,27.73,29042
29,43,216,65,30.09,52,24.07,99,45.83,29043
29,44,157,47,29.94,41,26.11,69,43.95,29044
29,45,151,25,16.56,56,37.09,70,46.36,29045
29,46,133,44,33.08,38,28.57,51,38.35,29046
29,47,252,87,34.52,77,30.56,88,34.92,29047
29,48,58,22,37.93,22,37.93,14,24.14,29048
29,49,246,49,19.92,117,47.56,80,32.52,29049
29,50,184,60,32.61,69,37.5,55,29.89,29050
29,51,153,45,29.41,28,18.3,80,52.29,29051
29,52,132,45,34.09,36,27.27,51,38.64,29052
29,53,99,36,36.36,38,38.38,25,25.25,29053
29,54,120,37,30.83,52,43.33,31,25.83,29054
29,55,31,5,16.13,7,22.58,19,61.29,29055
29,56,128,46,35.94,27,21.09,55,42.97,29056
30,1,184,85,46.2,71,38.59,28,15.22,30001
30,2,122,66,54.1,32,26.23,24,19.67,30002
30,3,197,101,51.27,62,31.47,34,17.26,30003
30,4,194,85,43.81,69,35.57,40,20.62,30004
30,5,91,34,37.36,37,40.66,20,21.98,30005
30,6,130,65,50.0,37,28.46,28,21.54,30006
30,7,140,60,42.86,53,37.86,27,19.29,30007
30,8,165,86,52.12,41,24.85,38,23.03,30008
30,9,254,87,34.25,96,37.8,71,27.95,30009
30,10,125,44,35.2,49,39.2,32,25.6,30010
30,11,128,51,39.84,45,35.16,32,25.0,30011
30,12,143,85,59.44,34,23.78,24,16.78,30012
30,13,91,56,61.54,24,26.37,11,12.09,30013
30,14,100,45,45.0,31,31.0,24,24.0,30014
30,15,163,83,50.92,47,28.83,33,20.25,30015
30,16,113,47,41.59,38,33.63,28,24.78,30016
30,17,87,33,37.93,26,29.89,28,32.18,30017
30,18,162,59,36.42,53,32.72,50,30.86,30018
30,19,152,67,44.08,41,26.97,44,28.95,30019
30,20,77,32,41.56,26,33.77,19,24.68,30020
30,21,41,17,41.46,12,29.27,12,29.27,30021
30,22,113,64,56.64,35,30.97,14,12.39,30022
30,23,91,41,45.05,29,31.87,21,23.08,30023
30,24,63,24,38.1,14,22.22,25,39.68,30024
30,25,132,44,33.33,41,31.06,47,35.61,30025
30,26,144,58,40.28,37,25.69,49,34.03,30026
30,27,113,51,45.13,36,31.86,26,23.01,30027
30,28,147,72,48.98,37,25.17,38,25.85,30028
30,29,137,88,64.23,27,19.71,22,16.06,30029
30,30,162,63,38.89,64,39.51,35,21.6,30030
30,31,121,41,33.88,52,42.98,28,23.14,30031
