ward,precinct,total,EILEEN MARY BREWER,EILEEN MARY BREWER Percent,KENNETH JAMES CORTESI,KENNETH JAMES CORTESI Percent,DANIEL L. COLLINS,DANIEL L. COLLINS Percent,precinct_id
10,24,108,47,43.52,25,23.15,36,33.33,10024
10,25,148,66,44.59,42,28.38,40,27.03,10025
10,26,99,34,34.34,41,41.41,24,24.24,10026
10,27,183,80,43.72,49,26.78,54,29.51,10027
10,28,148,61,41.22,30,20.27,57,38.51,10028
10,29,177,77,43.5,29,16.38,71,40.11,10029
10,30,133,57,42.86,39,29.32,37,27.82,10030
10,31,119,55,46.22,37,31.09,27,22.69,10031
10,32,116,51,43.97,29,25.0,36,31.03,10032
10,33,125,51,40.8,37,29.6,37,29.6,10033
10,34,111,47,42.34,34,30.63,30,27.03,10034
10,35,120,48,40.0,36,30.0,36,30.0,10035
10,36,154,76,49.35,38,24.68,40,25.97,10036
10,37,103,38,36.89,29,28.16,36,34.95,10037
10,38,162,57,35.19,56,34.57,49,30.25,10038
10,39,121,41,33.88,43,35.54,37,30.58,10039
10,40,103,40,38.83,32,31.07,31,30.1,10040
10,41,241,82,34.02,97,40.25,62,25.73,10041
10,42,135,59,43.7,41,30.37,35,25.93,10042
10,43,111,40,36.04,18,16.22,53,47.75,10043
10,44,115,52,45.22,31,26.96,32,27.83,10044
10,45,142,58,40.85,48,33.8,36,25.35,10045
10,46,122,43,35.25,41,33.61,38,31.15,10046
11,1,179,40,22.35,110,61.45,29,16.2,11001
11,2,163,53,32.52,80,49.08,30,18.4,11002
11,3,189,37,19.58,128,67.72,24,12.7,11003
11,4,239,60,25.1,152,63.6,27,11.3,11004
11,5,127,42,33.07,67,52.76,18,14.17,11005
11,6,249,77,30.92,123,49.4,49,19.68,11006
11,7,191,37,19.37,135,70.68,19,9.95,11007
11,8,177,55,31.07,89,50.28,33,18.64,11008
11,9,205,39,19.02,141,68.78,25,12.2,11009
11,10,125,25,20.0,72,57.6,28,22.4,11010
11,11,208,37,17.79,130,62.5,41,19.71,11011
11,12,233,49,21.03,150,64.38,34,14.59,11012
11,13,213,21,9.86,184,86.38,8,3.76,11013
11,14,60,12,20.0,27,45.0,21,35.0,11014
11,15,181,44,24.31,110,60.77,27,14.92,11015
11,16,199,43,21.61,132,66.33,24,12.06,11016
11,17,228,80,35.09,105,46.05,43,18.86,11017
11,18,136,36,26.47,79,58.09,21,15.44,11018
11,19,164,41,25.0,100,60.98,23,14.02,11019
11,20,269,44,16.36,207,76.95,18,6.69,11020
11,21,330,54,16.36,234,70.91,42,12.73,11021
11,22,106,38,35.85,45,42.45,23,21.7,11022
11,23,140,37,26.43,72,51.43,31,22.14,11023
11,24,299,36,12.04,235,78.6,28,9.36,11024
11,25,139,25,17.99,109,78.42,5,3.6,11025
11,26,276,82,29.71,141,51.09,53,19.2,11026
11,27,35,12,34.29,12,34.29,11,31.43,11027
11,28,33,7,21.21,22,66.67,4,12.12,11028
11,29,240,70,29.17,135,56.25,35,14.58,11029
11,30,150,49,32.67,72,48.0,29,19.33,11030
11,31,46,22,47.83,19,41.3,5,10.87,11031
11,32,179,31,17.32,118,65.92,30,16.76,11032
11,33,155,47,30.32,57,36.77,51,32.9,11033
11,34,113,20,17.7,78,69.03,15,13.27,11034
11,35,257,42,16.34,182,70.82,33,12.84,11035
11,36,100,31,31.0,38,38.0,31,31.0,11036
11,37,366,52,14.21,272,74.32,42,11.48,11037
11,38,298,50,16.78,224,75.17,24,8.05,11038
11,39,287,47,16.38,225,78.4,15,5.23,11039
11,40,216,37,17.13,168,77.78,11,5.09,11040
11,41,147,29,19.73,99,67.35,19,12.93,11041
11,42,131,13,9.92,105,80.15,13,9.92,11042
11,43,207,28,13.53,159,76.81,20,9.66,11043
11,44,174,49,28.16,94,54.02,31,17.82,11044
11,45,110,22,20.0,80,72.73,8,7.27,11045
11,46,87,14,16.09,61,70.11,12,13.79,11046
11,47,181,39,21.55,124,68.51,18,9.94,11047
11,48,122,22,18.03,77,63.11,23,18.85,11048
11,49,138,22,15.94,91,65.94,25,18.12,11049
11,50,102,19,18.63,77,75.49,6,5.88,11050
11,51,196,33,16.84,124,63.27,39,19.9,11051
11,52,178,39,21.91,124,69.66,15,8.43,11052
11,53,204,25,12.25,174,85.29,5,2.45,11053
11,54,66,4,6.06,55,83.33,7,10.61,11054
12,1,61,25,40.98,15,24.59,21,34.43,12001
12,2,78,24,30.77,29,37.18,25,32.05,12002
12,3,75,32,42.67,22,29.33,21,28.0,12003
12,4,78,33,42.31,27,34.62,18,23.08,12004
12,5,36,11,30.56,12,33.33,13,36.11,12005
12,6,67,30,44.78,17,25.37,20,29.85,12006
12,7,79,33,41.77,18,22.78,28,35.44,12007
12,8,99,39,39.39,29,29.29,31,31.31,12008
12,9,54,21,38.89,16,29.63,17,31.48,12009
12,10,66,23,34.85,21,31.82,22,33.33,12010
12,11,92,37,40.22,19,20.65,36,39.13,12011
12,12,55,22,40.0,15,27.27,18,32.73,12012
12,13,65,24,36.92,23,35.38,18,27.69,12013
12,14,109,39,35.78,28,25.69,42,38.53,12014
12,15,106,33,31.13,43,40.57,30,28.3,12015
12,16,98,34,34.69,28,28.57,36,36.73,12016
12,17,28,9,32.14,7,25.0,12,42.86,12017
12,18,66,21,31.82,18,27.27,27,40.91,12018
12,19,73,30,41.1,13,17.81,30,41.1,12019
12,20,105,44,41.9,26,24.76,35,33.33,12020
12,21,98,32,32.65,28,28.57,38,38.78,12021
12,22,84,28,33.33,23,27.38,33,39.29,12022
12,23,77,25,32.47,20,25.97,32,41.56,12023
12,24,34,16,47.06,10,29.41,8,23.53,12024
12,25,118,42,35.59,44,37.29,32,27.12,12025
12,26,62,26,41.94,17,27.42,19,30.65,12026
12,27,43,19,44.19,11,25.58,13,30.23,12027
12,28,79,24,30.38,29,36.71,26,32.91,12028
12,29,130,62,47.69,29,22.31,39,30.0,12029
12,30,85,24,28.24,22,25.88,39,45.88,12030
13,1,161,56,34.78,50,31.06,55,34.16,13001
13,2,168,59,35.12,75,44.64,34,20.24,13002
13,3,226,62,27.43,112,49.56,52,23.01,13003
13,4,242,46,19.01,155,64.05,41,16.94,13004
13,5,169,43,25.44,97,57.4,29,17.16,13005
13,6,179,58,32.4,77,43.02,44,24.58,13006
13,7,240,52,21.67,166,69.17,22,9.17,13007
13,8,200,39,19.5,104,52.0,57,28.5,13008
13,9,247,50,20.24,157,63.56,40,16.19,13009
13,10,209,70,33.49,83,39.71,56,26.79,13010
13,11,179,53,29.61,78,43.58,48,26.82,13011
13,12,234,53,22.65,150,64.1,31,13.25,13012
13,13,314,42,13.38,238,75.8,34,10.83,13013
13,14,177,38,21.47,112,63.28,27,15.25,13014
13,15,258,49,18.99,180,69.77,29,11.24,13015
13,16,210,58,27.62,116,55.24,36,17.14,13016
13,17,143,30,20.98,70,48.95,43,30.07,13017
13,18,186,50,26.88,100,53.76,36,19.35,13018
13,19,188,45,23.94,97,51.6,46,24.47,13019
13,20,207,60,28.99,114,55.07,33,15.94,13020
13,21,194,47,24.23,117,60.31,30,15.46,13021
13,22,232,71,30.6,109,46.98,52,22.41,13022
13,23,214,36,16.82,150,70.09,28,13.08,13023
13,24,277,63,22.74,150,54.15,64,23.1,13024
13,25,171,50,29.24,92,53.8,29,16.96,13025
13,26,168,35,20.83,92,54.76,41,24.4,13026
13,27,227,57,25.11,128,56.39,42,18.5,13027
13,28,184,37,20.11,96,52.17,51,27.72,13028
13,29,218,59,27.06,122,55.96,37,16.97,13029
13,30,199,54,27.14,87,43.72,58,29.15,13030
13,31,204,45,22.06,124,60.78,35,17.16,13031
13,32,162,56,34.57,53,32.72,53,32.72,13032
13,33,175,53,30.29,92,52.57,30,17.14,13033
13,34,217,41,18.89,141,64.98,35,16.13,13034
13,35,260,46,17.69,164,63.08,50,19.23,13035
13,36,151,44,29.14,81,53.64,26,17.22,13036
13,37,159,37,23.27,102,64.15,20,12.58,13037
13,38,95,24,25.26,48,50.53,23,24.21,13038
13,39,204,54,26.47,111,54.41,39,19.12,13039
13,40,166,45,27.11,76,45.78,45,27.11,13040
13,41,176,43,24.43,91,51.7,42,23.86,13041
13,42,281,59,21.0,185,65.84,37,13.17,13042
13,43,239,69,28.87,132,55.23,38,15.9,13043
13,44,129,36,27.91,59,45.74,34,26.36,13044
13,45,189,41,21.69,114,60.32,34,17.99,13045
13,46,234,49,20.94,162,69.23,23,9.83,13046
13,47,174,51,29.31,88,50.57,35,20.11,13047
13,48,171,53,30.99,71,41.52,47,27.49,13048
13,49,138,31,22.46,88,63.77,19,13.77,13049
13,50,309,32,10.36,254,82.2,23,7.44,13050
13,51,190,48,25.26,111,58.42,31,16.32,13051
13,52,245,72,29.39,131,53.47,42,17.14,13052
13,53,239,77,32.22,106,44.35,56,23.43,13053
13,54,269,52,19.33,178,66.17,39,14.5,13054
13,55,238,54,22.69,132,55.46,52,21.85,13055
13,56,302,53,17.55,184,60.93,65,21.52,13056
13,57,232,70,30.17,123,53.02,39,16.81,13057
13,58,302,43,14.24,233,77.15,26,8.61,13058
13,59,163,49,30.06,67,41.1,47,28.83,13059
13,60,324,25,7.72,283,87.35,16,4.94,13060
13,61,311,50,16.08,190,61.09,71,22.83,13061
13,62,265,60,22.64,170,64.15,35,13.21,13062
13,63,257,46,17.9,138,53.7,73,28.4,13063
14,1,146,30,20.55,92,63.01,24,16.44,14001
14,2,128,51,39.84,47,36.72,30,23.44,14002
14,3,190,44,23.16,121,63.68,25,13.16,14003
14,4,123,34,27.64,58,47.15,31,25.2,14004
14,5,194,26,13.4,140,72.16,28,14.43,14005
14,6,139,42,30.22,69,49.64,28,20.14,14006
14,7,138,38,27.54,73,52.9,27,19.57,14007
14,8,143,53,37.06,49,34.27,41,28.67,14008
14,9,153,40,26.14,67,43.79,46,30.07,14009
14,10,81,20,24.69,35,43.21,26,32.1,14010
14,11,131,34,25.95,70,53.44,27,20.61,14011
14,12,97,22,22.68,65,67.01,10,10.31,14012
14,13,166,56,33.73,72,43.37,38,22.89,14013
14,14,87,32,36.78,27,31.03,28,32.18,14014
14,15,71,17,23.94,28,39.44,26,36.62,14015
14,16,128,43,33.59,49,38.28,36,28.13,14016
14,17,115,30,26.09,47,40.87,38,33.04,14017
14,18,116,33,28.45,59,50.86,24,20.69,14018
14,19,224,47,20.98,141,62.95,36,16.07,14019
14,20,125,33,26.4,39,31.2,53,42.4,14020
14,21,227,42,18.5,132,58.15,53,23.35,14021
14,22,152,35,23.03,86,56.58,31,20.39,14022
14,23,123,31,25.2,68,55.28,24,19.51,14023
14,24,137,43,31.39,63,45.99,31,22.63,14024
14,25,144,39,27.08,53,36.81,52,36.11,14025
14,26,116,33,28.45,62,53.45,21,18.1,14026
14,27,230,50,21.74,136,59.13,44,19.13,14027
14,28,119,44,36.97,41,34.45,34,28.57,14028
14,29,176,30,17.05,94,53.41,52,29.55,14029
14,30,126,39,30.95,56,44.44,31,24.6,14030
14,31,135,27,20.0,90,66.67,18,13.33,14031
14,32,169,40,23.67,87,51.48,42,24.85,14032
14,33,123,27,21.95,80,65.04,16,13.01,14033
14,34,135,15,11.11,103,76.3,17,12.59,14034
14,35,74,22,29.73,36,48.65,16,21.62,14035
14,36,155,45,29.03,68,43.87,42,27.1,14036
14,37,146,25,17.12,96,65.75,25,17.12,14037
14,38,112,30,26.79,51,45.54,31,27.68,14038
14,39,142,49,34.51,70,49.3,23,16.2,14039
14,40,113,23,20.35,77,68.14,13,11.5,14040
14,41,195,39,20.0,131,67.18,25,12.82,14041
14,42,94,28,29.79,39,41.49,27,28.72,14042
14,43,156,48,30.77,76,48.72,32,20.51,14043
14,44,173,51,29.48,89,51.45,33,19.08,14044
14,45,149,37,24.83,73,48.99,39,26.17,14045
14,46,215,37,17.21,148,68.84,30,13.95,14046
14,47,220,41,18.64,132,60.0,47,21.36,14047
14,48,103,33,32.04,25,24.27,45,43.69,14048
15,1,146,54,36.99,21,14.38,71,48.63,15001
15,2,160,81,50.63,26,16.25,53,33.13,15002
15,3,156,70,44.87,25,16.03,61,39.1,15003
15,4,91,35,38.46,19,20.88,37,40.66,15004
15,5,132,61,46.21,25,18.94,46,34.85,15005
15,6,120,42,35.0,24,20.0,54,45.0,15006
15,7,147,63,42.86,20,13.61,64,43.54,15007
15,8,105,59,56.19,5,4.76,41,39.05,15008
15,9,103,41,39.81,22,21.36,40,38.83,15009
15,10,190,83,43.68,38,20.0,69,36.32,15010
15,11,131,48,36.64,20,15.27,63,48.09,15011
15,12,94,41,43.62,19,20.21,34,36.17,15012
15,13,89,39,43.82,14,15.73,36,40.45,15013
15,14,70,37,52.86,6,8.57,27,38.57,15014
15,15,114,43,37.72,21,18.42,50,43.86,15015
15,16,189,75,39.68,28,14.81,86,45.5,15016
15,17,155,64,41.29,29,18.71,62,40.0,15017
15,18,140,65,46.43,22,15.71,53,37.86,15018
15,19,136,53,38.97,21,15.44,62,45.59,15019
15,20,109,48,44.04,14,12.84,47,43.12,15020
15,21,184,61,33.15,32,17.39,91,49.46,15021
15,22,125,57,45.6,24,19.2,44,35.2,15022
15,23,103,50,48.54,11,10.68,42,40.78,15023
15,24,131,57,43.51,30,22.9,44,33.59,15024
15,25,151,66,43.71,22,14.57,63,41.72,15025
15,26,124,66,53.23,21,16.94,37,29.84,15026
15,27,153,71,46.41,19,12.42,63,41.18,15027
15,28,231,87,37.66,33,14.29,111,48.05,15028
15,29,103,49,47.57,24,23.3,30,29.13,15029
15,30,95,33,34.74,13,13.68,49,51.58,15030
15,31,122,63,51.64,20,16.39,39,31.97,15031
15,32,131,40,30.53,22,16.79,69,52.67,15032
15,33,120,51,42.5,21,17.5,48,40.0,15033
15,34,81,31,38.27,11,13.58,39,48.15,15034
15,35,161,66,40.99,28,17.39,67,41.61,15035
15,36,126,57,45.24,13,10.32,56,44.44,15036
15,37,126,52,41.27,18,14.29,56,44.44,15037
15,38,114,52,45.61,16,14.04,46,40.35,15038
15,39,114,43,37.72,20,17.54,51,44.74,15039
15,40,134,49,36.57,30,22.39,55,41.04,15040
15,41,131,45,34.35,27,20.61,59,45.04,15041
15,42,94,39,41.49,14,14.89,41,43.62,15042
15,43,108,54,50.0,17,15.74,37,34.26,15043
15,44,108,42,38.89,12,11.11,54,50.0,15044
15,45,149,58,38.93,29,19.46,62,41.61,15045
15,46,105,42,40.0,13,12.38,50,47.62,15046
15,47,144,58,40.28,25,17.36,61,42.36,15047
15,48,115,57,49.57,15,13.04,43,37.39,15048
15,49,51,15,29.41,12,23.53,24,47.06,15049
15,50,121,54,44.63,24,19.83,43,35.54,15050
16,1,78,33,42.31,22,28.21,23,29.49,16001
16,2,106,55,51.89,15,14.15,36,33.96,16002
16,3,129,56,43.41,33,25.58,40,31.01,16003
16,4,41,14,34.15,16,39.02,11,26.83,16004
16,5,133,59,44.36,15,11.28,59,44.36,16005
16,6,108,45,41.67,17,15.74,46,42.59,16006
16,7,94,43,45.74,16,17.02,35,37.23,16007
16,8,135,52,38.52,31,22.96,52,38.52,16008
16,9,187,62,33.16,51,27.27,74,39.57,16009
16,10,141,57,40.43,32,22.7,52,36.88,16010
16,11,123,50,40.65,28,22.76,45,36.59,16011
16,12,84,42,50.0,15,17.86,27,32.14,16012
16,13,82,30,36.59,20,24.39,32,39.02,16013
16,14,113,52,46.02,15,13.27,46,40.71,16014
16,15,109,43,39.45,14,12.84,52,47.71,16015
16,16,55,12,21.82,11,20.0,32,58.18,16016
16,17,34,15,44.12,5,14.71,14,41.18,16017
16,18,71,31,43.66,8,11.27,32,45.07,16018
16,19,96,44,45.83,18,18.75,34,35.42,16019
16,20,124,48,38.71,22,17.74,54,43.55,16020
16,21,107,35,32.71,33,30.84,39,36.45,16021
16,22,103,43,41.75,21,20.39,39,37.86,16022
16,23,105,36,34.29,31,29.52,38,36.19,16023
16,24,95,27,28.42,23,24.21,45,47.37,16024
16,25,89,19,21.35,51,57.3,19,21.35,16025
16,26,137,46,33.58,44,32.12,47,34.31,16026
16,27,98,47,47.96,21,21.43,30,30.61,16027
16,28,128,47,36.72,30,23.44,51,39.84,16028
16,29,89,36,40.45,18,20.22,35,39.33,16029
16,30,144,55,38.19,34,23.61,55,38.19,16030
16,31,121,51,42.15,24,19.83,46,38.02,16031
16,32,38,18,47.37,14,36.84,6,15.79,16032
16,33,97,41,42.27,22,22.68,34,35.05,16033
16,34,90,34,37.78,25,27.78,31,34.44,16034
16,35,81,19,23.46,33,40.74,29,35.8,16035
16,36,105,40,38.1,32,30.48,33,31.43,16036
16,37,85,35,41.18,20,23.53,30,35.29,16037
16,38,181,74,40.88,46,25.41,61,33.7,16038
16,39,110,49,44.55,21,19.09,40,36.36,16039
16,40,173,80,46.24,38,21.97,55,31.79,16040
16,41,66,22,33.33,18,27.27,26,39.39,16041
16,42,127,35,27.56,45,35.43,47,37.01,16042
17,1,73,21,28.77,11,15.07,41,56.16,17001
17,2,140,52,37.14,21,15.0,67,47.86,17002
17,3,99,36,36.36,16,16.16,47,47.47,17003
17,4,198,86,43.43,22,11.11,90,45.45,17004
17,5,148,62,41.89,16,10.81,70,47.3,17005
17,6,108,45,41.67,11,10.19,52,48.15,17006
17,7,153,68,44.44,20,13.07,65,42.48,17007
17,8,90,33,36.67,19,21.11,38,42.22,17008
17,9,109,36,33.03,18,16.51,55,50.46,17009
17,10,181,84,46.41,15,8.29,82,45.3,17010
17,11,140,65,46.43,22,15.71,53,37.86,17011
17,12,160,66,41.25,18,11.25,76,47.5,17012
17,13,112,50,44.64,22,19.64,40,35.71,17013
17,14,137,53,38.69,26,18.98,58,42.34,17014
17,15,150,60,40.0,24,16.0,66,44.0,17015
17,16,138,54,39.13,21,15.22,63,45.65,17016
17,17,92,35,38.04,15,16.3,42,45.65,17017
17,18,142,48,33.8,23,16.2,71,50.0,17018
17,19,96,40,41.67,21,21.88,35,36.46,17019
17,20,132,50,37.88,27,20.45,55,41.67,17020
17,21,212,89,41.98,36,16.98,87,41.04,17021
17,22,173,68,39.31,22,12.72,83,47.98,17022
17,23,102,53,51.96,14,13.73,35,34.31,17023
17,24,143,66,46.15,24,16.78,53,37.06,17024
17,25,84,37,44.05,7,8.33,40,47.62,17025
17,26,194,82,42.27,33,17.01,79,40.72,17026
17,27,171,84,49.12,29,16.96,58,33.92,17027
17,28,121,46,38.02,18,14.88,57,47.11,17028
17,29,197,73,37.06,45,22.84,79,40.1,17029
17,30,164,74,45.12,24,14.63,66,40.24,17030
17,31,108,45,41.67,20,18.52,43,39.81,17031
17,32,152,75,49.34,24,15.79,53,34.87,17032
17,33,178,63,35.39,29,16.29,86,48.31,17033
17,34,131,52,39.69,23,17.56,56,42.75,17034
17,35,89,45,50.56,14,15.73,30,33.71,17035
17,36,82,35,42.68,14,17.07,33,40.24,17036
17,37,145,57,39.31,21,14.48,67,46.21,17037
17,38,148,56,37.84,32,21.62,60,40.54,17038
17,39,107,36,33.64,20,18.69,51,47.66,17039
17,40,129,43,33.33,14,10.85,72,55.81,17040
17,41,125,51,40.8,17,13.6,57,45.6,17041
17,42,77,28,36.36,19,24.68,30,38.96,17042
17,43,114,52,45.61,15,13.16,47,41.23,17043
17,44,110,46,41.82,19,17.27,45,40.91,17044
17,45,82,29,35.37,12,14.63,41,50.0,17045
17,46,160,71,44.38,24,15.0,65,40.63,17046
17,47,84,21,25.0,22,26.19,41,48.81,17047
17,48,81,38,46.91,13,16.05,30,37.04,17048
17,49,103,39,37.86,19,18.45,45,43.69,17049
17,50,130,56,43.08,19,14.62,55,42.31,17050
17,51,161,68,42.24,24,14.91,69,42.86,17051
17,52,209,92,44.02,27,12.92,90,43.06,17052
17,53,156,49,31.41,29,18.59,78,50.0,17053
17,54,149,55,36.91,36,24.16,58,38.93,17054
17,55,132,70,53.03,11,8.33,51,38.64,17055
18,1,194,65,33.51,50,25.77,79,40.72,18001
18,2,188,55,29.26,32,17.02,101,53.72,18002
18,3,162,65,40.12,23,14.2,74,45.68,18003
18,4,277,110,39.71,61,22.02,106,38.27,18004
18,5,150,55,36.67,15,10.0,80,53.33,18005
18,6,196,71,36.22,53,27.04,72,36.73,18006
18,7,88,34,38.64,20,22.73,34,38.64,18007
18,8,160,68,42.5,28,17.5,64,40.0,18008
18,9,203,80,39.41,41,20.2,82,40.39,18009
18,10,303,120,39.6,62,20.46,121,39.93,18010
18,11,143,47,32.87,58,40.56,38,26.57,18011
18,12,168,64,38.1,33,19.64,71,42.26,18012
18,13,169,52,30.77,43,25.44,74,43.79,18013
18,14,252,108,42.86,45,17.86,99,39.29,18014
18,15,124,46,37.1,22,17.74,56,45.16,18015
18,16,178,84,47.19,30,16.85,64,35.96,18016
18,17,210,82,39.05,68,32.38,60,28.57,18017
18,18,272,101,37.13,46,16.91,125,45.96,18018
18,19,101,45,44.55,10,9.9,46,45.54,18019
18,20,171,65,38.01,42,24.56,64,37.43,18020
18,21,234,72,30.77,73,31.2,89,38.03,18021
18,22,193,66,34.2,40,20.73,87,45.08,18022
18,23,137,53,38.69,31,22.63,53,38.69,18023
18,24,228,113,49.56,34,14.91,81,35.53,18024
18,25,193,101,52.33,30,15.54,62,32.12,18025
18,26,237,89,37.55,31,13.08,117,49.37,18026
18,27,168,67,39.88,43,25.6,58,34.52,18027
18,28,158,74,46.84,20,12.66,64,40.51,18028
18,29,139,63,45.32,28,20.14,48,34.53,18029
18,30,238,96,40.34,52,21.85,90,37.82,18030
18,31,141,67,47.52,30,21.28,44,31.21,18031
18,32,209,94,44.98,45,21.53,70,33.49,18032
18,33,148,45,30.41,41,27.7,62,41.89,18033
18,34,297,116,39.06,53,17.85,128,43.1,18034
18,35,229,88,38.43,50,21.83,91,39.74,18035
18,36,98,36,36.73,25,25.51,37,37.76,18036
18,37,120,58,48.33,20,16.67,42,35.0,18037
18,38,221,92,41.63,30,13.57,99,44.8,18038
18,39,180,66,36.67,27,15.0,87,48.33,18039
18,40,230,94,40.87,42,18.26,94,40.87,18040
18,41,156,54,34.62,37,23.72,65,41.67,18041
18,42,147,56,38.1,28,19.05,63,42.86,18042
18,43,125,61,48.8,18,14.4,46,36.8,18043
18,44,197,73,37.06,38,19.29,86,43.65,18044
18,45,196,90,45.92,31,15.82,75,38.27,18045
18,46,170,74,43.53,30,17.65,66,38.82,18046
18,47,223,93,41.7,37,16.59,93,41.7,18047
18,48,110,48,43.64,18,16.36,44,40.0,18048
18,49,97,35,36.08,34,35.05,28,28.87,18049
18,50,169,62,36.69,31,18.34,76,44.97,18050
18,51,156,79,50.64,19,12.18,58,37.18,18051
18,52,151,66,43.71,28,18.54,57,37.75,18052
18,53,192,80,41.67,31,16.15,81,42.19,18053
18,54,219,94,42.92,43,19.63,82,37.44,18054
18,55,218,95,43.58,35,16.06,88,40.37,18055
18,56,177,71,40.11,31,17.51,75,42.37,18056
18,57,209,87,41.63,47,22.49,75,35.89,18057
18,58,139,59,42.45,21,15.11,59,42.45,18058
18,59,171,68,39.77,30,17.54,73,42.69,18059
18,60,140,58,41.43,23,16.43,59,42.14,18060
18,61,174,67,38.51,33,18.97,74,42.53,18061
18,62,147,62,42.18,32,21.77,53,36.05,18062
18,63,82,33,40.24,16,19.51,33,40.24,18063
19,1,301,61,20.27,129,42.86,111,36.88,19001
19,2,211,80,37.91,56,26.54,75,35.55,19002
19,3,219,68,31.05,49,22.37,102,46.58,19003
19,4,233,66,28.33,65,27.9,102,43.78,19004
19,5,224,80,35.71,70,31.25,74,33.04,19005
19,6,241,76,31.54,99,41.08,66,27.39,19006
19,7,271,63,23.25,84,31.0,124,45.76,19007
19,8,181,41,22.65,85,46.96,55,30.39,19008
19,9,200,55,27.5,70,35.0,75,37.5,19009
19,10,308,109,35.39,75,24.35,124,40.26,19010
19,11,268,82,30.6,74,27.61,112,41.79,19011
19,12,219,67,30.59,81,36.99,71,32.42,19012
19,13,191,73,38.22,53,27.75,65,34.03,19013
19,14,155,34,21.94,64,41.29,57,36.77,19014
19,15,125,27,21.6,50,40.0,48,38.4,19015
19,16,334,66,19.76,165,49.4,103,30.84,19016
19,17,252,73,28.97,82,32.54,97,38.49,19017
19,18,299,91,30.43,83,27.76,125,41.81,19018
19,19,265,99,37.36,73,27.55,93,35.09,19019
19,20,203,93,45.81,33,16.26,77,37.93,19020
19,21,203,58,28.57,86,42.36,59,29.06,19021
19,22,281,87,30.96,97,34.52,97,34.52,19022
19,23,319,95,29.78,111,34.8,113,35.42,19023
19,24,219,46,21.0,90,41.1,83,37.9,19024
19,25,266,99,37.22,71,26.69,96,36.09,19025
19,26,236,84,35.59,77,32.63,75,31.78,19026
19,27,131,68,51.91,31,23.66,32,24.43,19027
19,28,288,107,37.15,92,31.94,89,30.9,19028
19,29,216,61,28.24,70,32.41,85,39.35,19029
19,30,215,58,26.98,87,40.47,70,32.56,19030
19,31,211,86,40.76,59,27.96,66,31.28,19031
19,32,311,75,24.12,109,35.05,127,40.84,19032
19,33,255,64,25.1,87,34.12,104,40.78,19033
19,34,233,77,33.05,85,36.48,71,30.47,19034
19,35,239,92,38.49,82,34.31,65,27.2,19035
19,36,196,78,39.8,52,26.53,66,33.67,19036
19,37,216,75,34.72,81,37.5,60,27.78,19037
19,38,274,124,45.26,67,24.45,83,30.29,19038
19,39,142,60,42.25,31,21.83,51,35.92,19039
19,40,254,123,48.43,68,26.77,63,24.8,19040
19,41,243,77,31.69,105,43.21,61,25.1,19041
19,42,172,78,45.35,38,22.09,56,32.56,19042
19,43,217,84,38.71,60,27.65,73,33.64,19043
19,44,199,61,30.65,72,36.18,66,33.17,19044
19,45,324,79,24.38,161,49.69,84,25.93,19045
19,46,354,84,23.73,134,37.85,136,38.42,19046
19,47,197,60,30.46,51,25.89,86,43.65,19047
19,48,259,101,39.0,84,32.43,74,28.57,19048
19,49,267,110,41.2,83,31.09,74,27.72,19049
19,50,198,72,36.36,68,34.34,58,29.29,19050
19,51,226,50,22.12,86,38.05,90,39.82,19051
19,52,190,64,33.68,64,33.68,62,32.63,19052
19,53,249,66,26.51,89,35.74,94,37.75,19053
19,54,172,43,25.0,70,40.7,59,34.3,19054
19,55,210,57,27.14,70,33.33,83,39.52,19055
19,56,274,98,35.77,110,40.15,66,24.09,19056
19,57,247,97,39.27,70,28.34,80,32.39,19057
19,58,239,57,23.85,92,38.49,90,37.66,19058
19,59,285,72,25.26,133,46.67,80,28.07,19059
19,60,206,97,47.09,48,23.3,61,29.61,19060
19,61,338,87,25.74,154,45.56,97,28.7,19061
19,62,253,66,26.09,71,28.06,116,45.85,19062
19,63,165,41,24.85,45,27.27,79,47.88,19063
19,64,360,146,40.56,109,30.28,105,29.17,19064
19,65,196,106,54.08,31,15.82,59,30.1,19065
20,1,138,69,50.0,21,15.22,48,34.78,20001
20,2,123,44,35.77,40,32.52,39,31.71,20002
20,3,154,68,44.16,19,12.34,67,43.51,20003
20,4,136,66,48.53,14,10.29,56,41.18,20004
20,5,103,49,47.57,20,19.42,34,33.01,20005
20,6,138,67,48.55,25,18.12,46,33.33,20006
20,7,80,34,42.5,24,30.0,22,27.5,20007
20,8,94,41,43.62,16,17.02,37,39.36,20008
20,9,114,28,24.56,44,38.6,42,36.84,20009
20,10,170,60,35.29,42,24.71,68,40.0,20010
20,11,87,38,43.68,20,22.99,29,33.33,20011
20,12,124,49,39.52,25,20.16,50,40.32,20012
20,13,65,22,33.85,24,36.92,19,29.23,20013
20,14,178,65,36.52,58,32.58,55,30.9,20014
20,15,137,59,43.07,23,16.79,55,40.15,20015
20,16,92,33,35.87,22,23.91,37,40.22,20016
20,17,119,50,42.02,26,21.85,43,36.13,20017
20,18,182,58,31.87,60,32.97,64,35.16,20018
20,19,121,49,40.5,30,24.79,42,34.71,20019
20,20,114,53,46.49,18,15.79,43,37.72,20020
20,21,118,49,41.53,20,16.95,49,41.53,20021
