ward,precinct,total,NOREEN VALERIA LOVE,NOREEN VALERIA LOVE Percent,"JAMES C. MURRAY, JR.","JAMES C. MURRAY, JR. Percent",precinct_id
13,42,297,74,24.92,223,75.08,13042
13,43,227,65,28.63,162,71.37,13043
13,44,122,50,40.98,72,59.02,13044
13,45,196,58,29.59,138,70.41,13045
13,46,241,52,21.58,189,78.42,13046
13,47,167,42,25.15,125,74.85,13047
13,48,172,72,41.86,100,58.14,13048
13,49,141,41,29.08,100,70.92,13049
13,50,310,38,12.26,272,87.74,13050
13,51,202,55,27.23,147,72.77,13051
13,52,240,70,29.17,170,70.83,13052
13,53,241,89,36.93,152,63.07,13053
13,54,270,53,19.63,217,80.37,13054
13,55,240,71,29.58,169,70.42,13055
13,56,305,59,19.34,246,80.66,13056
13,57,237,71,29.96,166,70.04,13057
13,58,303,52,17.16,251,82.84,13058
13,59,163,53,32.52,110,67.48,13059
13,60,325,34,10.46,291,89.54,13060
13,61,312,57,18.27,255,81.73,13061
13,62,261,55,21.07,206,78.93,13062
13,63,257,47,18.29,210,81.71,13063
14,1,143,42,29.37,101,70.63,14001
14,2,123,56,45.53,67,54.47,14002
14,3,182,56,30.77,126,69.23,14003
14,4,117,35,29.91,82,70.09,14004
14,5,191,36,18.85,155,81.15,14005
14,6,131,43,32.82,88,67.18,14006
14,7,141,45,31.91,96,68.09,14007
14,8,140,55,39.29,85,60.71,14008
14,9,143,67,46.85,76,53.15,14009
14,10,82,34,41.46,48,58.54,14010
14,11,133,47,35.34,86,64.66,14011
14,12,98,26,26.53,72,73.47,14012
14,13,154,59,38.31,95,61.69,14013
14,14,82,42,51.22,40,48.78,14014
14,15,69,31,44.93,38,55.07,14015
14,16,127,61,48.03,66,51.97,14016
14,17,121,57,47.11,64,52.89,14017
14,18,116,39,33.62,77,66.38,14018
14,19,222,61,27.48,161,72.52,14019
14,20,116,60,51.72,56,48.28,14020
14,21,218,71,32.57,147,67.43,14021
14,22,151,47,31.13,104,68.87,14022
14,23,118,31,26.27,87,73.73,14023
14,24,135,51,37.78,84,62.22,14024
14,25,134,64,47.76,70,52.24,14025
14,26,116,41,35.34,75,64.66,14026
14,27,232,67,28.88,165,71.12,14027
14,28,111,51,45.95,60,54.05,14028
14,29,173,46,26.59,127,73.41,14029
14,30,119,49,41.18,70,58.82,14030
14,31,135,30,22.22,105,77.78,14031
14,32,171,56,32.75,115,67.25,14032
14,33,117,28,23.93,89,76.07,14033
14,34,136,26,19.12,110,80.88,14034
14,35,70,27,38.57,43,61.43,14035
14,36,154,64,41.56,90,58.44,14036
14,37,144,41,28.47,103,71.53,14037
14,38,110,43,39.09,67,60.91,14038
14,39,134,51,38.06,83,61.94,14039
14,40,113,27,23.89,86,76.11,14040
14,41,195,39,20.0,156,80.0,14041
14,42,94,39,41.49,55,58.51,14042
14,43,158,49,31.01,109,68.99,14043
14,44,166,59,35.54,107,64.46,14044
14,45,149,52,34.9,97,65.1,14045
14,46,214,54,25.23,160,74.77,14046
14,47,216,63,29.17,153,70.83,14047
14,48,100,56,56.0,44,44.0,14048
15,1,145,102,70.34,43,29.66,15001
15,2,156,106,67.95,50,32.05,15002
15,3,157,93,59.24,64,40.76,15003
15,4,94,51,54.26,43,45.74,15004
15,5,116,76,65.52,40,34.48,15005
15,6,118,71,60.17,47,39.83,15006
15,7,136,83,61.03,53,38.97,15007
15,8,109,73,66.97,36,33.03,15008
15,9,100,62,62.0,38,38.0,15009
15,10,180,116,64.44,64,35.56,15010
15,11,135,88,65.19,47,34.81,15011
15,12,93,38,40.86,55,59.14,15012
15,13,82,47,57.32,35,42.68,15013
15,14,70,51,72.86,19,27.14,15014
15,15,108,60,55.56,48,44.44,15015
15,16,196,121,61.73,75,38.27,15016
15,17,152,96,63.16,56,36.84,15017
15,18,137,82,59.85,55,40.15,15018
15,19,135,84,62.22,51,37.78,15019
15,20,97,61,62.89,36,37.11,15020
15,21,166,92,55.42,74,44.58,15021
15,22,113,72,63.72,41,36.28,15022
15,23,105,73,69.52,32,30.48,15023
15,24,133,85,63.91,48,36.09,15024
15,25,140,90,64.29,50,35.71,15025
15,26,118,81,68.64,37,31.36,15026
15,27,156,97,62.18,59,37.82,15027
15,28,223,142,63.68,81,36.32,15028
15,29,101,65,64.36,36,35.64,15029
15,30,92,54,58.7,38,41.3,15030
15,31,116,76,65.52,40,34.48,15031
15,32,129,86,66.67,43,33.33,15032
15,33,109,62,56.88,47,43.12,15033
15,34,82,56,68.29,26,31.71,15034
15,35,161,94,58.39,67,41.61,15035
15,36,125,76,60.8,49,39.2,15036
15,37,136,75,55.15,61,44.85,15037
15,38,119,78,65.55,41,34.45,15038
15,39,125,65,52.0,60,48.0,15039
15,40,125,75,60.0,50,40.0,15040
15,41,129,69,53.49,60,46.51,15041
15,42,96,62,64.58,34,35.42,15042
15,43,109,70,64.22,39,35.78,15043
15,44,99,61,61.62,38,38.38,15044
15,45,150,70,46.67,80,53.33,15045
15,46,103,60,58.25,43,41.75,15046
15,47,139,79,56.83,60,43.17,15047
15,48,118,85,72.03,33,27.97,15048
15,49,45,27,60.0,18,40.0,15049
15,50,121,77,63.64,44,36.36,15050
16,1,75,35,46.67,40,53.33,16001
16,2,110,77,70.0,33,30.0,16002
16,3,128,74,57.81,54,42.19,16003
16,4,38,17,44.74,21,55.26,16004
16,5,124,73,58.87,51,41.13,16005
16,6,103,76,73.79,27,26.21,16006
16,7,96,65,67.71,31,32.29,16007
16,8,127,75,59.06,52,40.94,16008
16,9,181,110,60.77,71,39.23,16009
16,10,148,78,52.7,70,47.3,16010
16,11,106,68,64.15,38,35.85,16011
16,12,89,57,64.04,32,35.96,16012
16,13,81,48,59.26,33,40.74,16013
16,14,106,58,54.72,48,45.28,16014
16,15,107,62,57.94,45,42.06,16015
16,16,52,18,34.62,34,65.38,16016
16,17,32,15,46.88,17,53.13,16017
16,18,76,52,68.42,24,31.58,16018
16,19,96,57,59.38,39,40.63,16019
16,20,129,77,59.69,52,40.31,16020
16,21,97,48,49.48,49,50.52,16021
16,22,93,54,58.06,39,41.94,16022
16,23,107,66,61.68,41,38.32,16023
16,24,94,51,54.26,43,45.74,16024
16,25,90,30,33.33,60,66.67,16025
16,26,132,71,53.79,61,46.21,16026
16,27,88,61,69.32,27,30.68,16027
16,28,123,57,46.34,66,53.66,16028
16,29,85,50,58.82,35,41.18,16029
16,30,146,88,60.27,58,39.73,16030
16,31,117,66,56.41,51,43.59,16031
16,32,35,21,60.0,14,40.0,16032
16,33,97,51,52.58,46,47.42,16033
16,34,86,46,53.49,40,46.51,16034
16,35,85,43,50.59,42,49.41,16035
16,36,114,53,46.49,61,53.51,16036
16,37,89,52,58.43,37,41.57,16037
16,38,170,107,62.94,63,37.06,16038
16,39,113,57,50.44,56,49.56,16039
16,40,162,87,53.7,75,46.3,16040
16,41,67,39,58.21,28,41.79,16041
16,42,128,61,47.66,67,52.34,16042
17,1,77,44,57.14,33,42.86,17001
17,2,145,83,57.24,62,42.76,17002
17,3,112,52,46.43,60,53.57,17003
17,4,232,98,42.24,134,57.76,17004
17,5,145,88,60.69,57,39.31,17005
17,6,106,57,53.77,49,46.23,17006
17,7,170,73,42.94,97,57.06,17007
17,8,87,41,47.13,46,52.87,17008
17,9,113,63,55.75,50,44.25,17009
17,10,173,112,64.74,61,35.26,17010
17,11,154,76,49.35,78,50.65,17011
17,12,186,72,38.71,114,61.29,17012
17,13,98,58,59.18,40,40.82,17013
17,14,132,76,57.58,56,42.42,17014
17,15,154,92,59.74,62,40.26,17015
17,16,153,77,50.33,76,49.67,17016
17,17,109,62,56.88,47,43.12,17017
17,18,143,84,58.74,59,41.26,17018
17,19,92,51,55.43,41,44.57,17019
17,20,127,74,58.27,53,41.73,17020
17,21,237,127,53.59,110,46.41,17021
17,22,177,103,58.19,74,41.81,17022
17,23,92,53,57.61,39,42.39,17023
17,24,145,82,56.55,63,43.45,17024
17,25,85,54,63.53,31,36.47,17025
17,26,194,107,55.15,87,44.85,17026
17,27,173,97,56.07,76,43.93,17027
17,28,121,64,52.89,57,47.11,17028
17,29,188,93,49.47,95,50.53,17029
17,30,179,81,45.25,98,54.75,17030
17,31,104,62,59.62,42,40.38,17031
17,32,159,92,57.86,67,42.14,17032
17,33,168,91,54.17,77,45.83,17033
17,34,119,65,54.62,54,45.38,17034
17,35,103,62,60.19,41,39.81,17035
17,36,82,49,59.76,33,40.24,17036
17,37,138,76,55.07,62,44.93,17037
17,38,141,89,63.12,52,36.88,17038
17,39,102,48,47.06,54,52.94,17039
17,40,133,65,48.87,68,51.13,17040
17,41,132,63,47.73,69,52.27,17041
17,42,70,42,60.0,28,40.0,17042
17,43,110,67,60.91,43,39.09,17043
17,44,116,72,62.07,44,37.93,17044
17,45,81,41,50.62,40,49.38,17045
17,46,160,98,61.25,62,38.75,17046
17,47,77,44,57.14,33,42.86,17047
17,48,80,51,63.75,29,36.25,17048
17,49,110,57,51.82,53,48.18,17049
17,50,138,64,46.38,74,53.62,17050
17,51,148,96,64.86,52,35.14,17051
17,52,209,117,55.98,92,44.02,17052
17,53,152,79,51.97,73,48.03,17053
17,54,160,79,49.38,81,50.63,17054
17,55,124,82,66.13,42,33.87,17055
18,1,195,97,49.74,98,50.26,18001
18,2,191,104,54.45,87,45.55,18002
18,3,163,95,58.28,68,41.72,18003
18,4,288,168,58.33,120,41.67,18004
18,5,157,91,57.96,66,42.04,18005
18,6,192,102,53.13,90,46.88,18006
18,7,88,37,42.05,51,57.95,18007
18,8,161,90,55.9,71,44.1,18008
18,9,202,115,56.93,87,43.07,18009
18,10,306,170,55.56,136,44.44,18010
18,11,141,52,36.88,89,63.12,18011
18,12,173,90,52.02,83,47.98,18012
18,13,167,92,55.09,75,44.91,18013
18,14,268,164,61.19,104,38.81,18014
18,15,121,74,61.16,47,38.84,18015
18,16,177,105,59.32,72,40.68,18016
18,17,213,82,38.5,131,61.5,18017
18,18,263,152,57.79,111,42.21,18018
18,19,103,57,55.34,46,44.66,18019
18,20,167,96,57.49,71,42.51,18020
18,21,229,117,51.09,112,48.91,18021
18,22,201,124,61.69,77,38.31,18022
18,23,146,82,56.16,64,43.84,18023
18,24,225,148,65.78,77,34.22,18024
18,25,188,141,75.0,47,25.0,18025
18,26,221,158,71.49,63,28.51,18026
18,27,167,105,62.87,62,37.13,18027
18,28,153,102,66.67,51,33.33,18028
18,29,142,66,46.48,76,53.52,18029
18,30,221,130,58.82,91,41.18,18030
18,31,140,81,57.86,59,42.14,18031
18,32,204,119,58.33,85,41.67,18032
18,33,143,83,58.04,60,41.96,18033
18,34,297,179,60.27,118,39.73,18034
18,35,222,131,59.01,91,40.99,18035
18,36,100,42,42.0,58,58.0,18036
18,37,116,57,49.14,59,50.86,18037
18,38,222,123,55.41,99,44.59,18038
18,39,173,111,64.16,62,35.84,18039
18,40,220,119,54.09,101,45.91,18040
18,41,157,103,65.61,54,34.39,18041
18,42,154,80,51.95,74,48.05,18042
18,43,130,94,72.31,36,27.69,18043
18,44,200,132,66.0,68,34.0,18044
18,45,203,143,70.44,60,29.56,18045
18,46,169,114,67.46,55,32.54,18046
18,47,215,124,57.67,91,42.33,18047
18,48,111,74,66.67,37,33.33,18048
18,49,103,36,34.95,67,65.05,18049
18,50,164,98,59.76,66,40.24,18050
18,51,159,101,63.52,58,36.48,18051
18,52,157,99,63.06,58,36.94,18052
18,53,189,114,60.32,75,39.68,18053
18,54,209,130,62.2,79,37.8,18054
18,55,220,131,59.55,89,40.45,18055
18,56,187,122,65.24,65,34.76,18056
18,57,206,124,60.19,82,39.81,18057
18,58,133,81,60.9,52,39.1,18058
18,59,164,97,59.15,67,40.85,18059
18,60,139,84,60.43,55,39.57,18060
18,61,182,96,52.75,86,47.25,18061
18,62,151,92,60.93,59,39.07,18062
18,63,78,42,53.85,36,46.15,18063
19,1,286,47,16.43,239,83.57,19001
19,2,220,88,40.0,132,60.0,19002
19,3,215,33,15.35,182,84.65,19003
19,4,221,47,21.27,174,78.73,19004
19,5,232,94,40.52,138,59.48,19005
19,6,237,42,17.72,195,82.28,19006
19,7,250,58,23.2,192,76.8,19007
19,8,175,34,19.43,141,80.57,19008
19,9,203,40,19.7,163,80.3,19009
19,10,309,98,31.72,211,68.28,19010
19,11,251,68,27.09,183,72.91,19011
19,12,223,46,20.63,177,79.37,19012
19,13,199,115,57.79,84,42.21,19013
19,14,153,29,18.95,124,81.05,19014
19,15,119,30,25.21,89,74.79,19015
19,16,322,51,15.84,271,84.16,19016
19,17,247,50,20.24,197,79.76,19017
19,18,283,59,20.85,224,79.15,19018
19,19,271,79,29.15,192,70.85,19019
19,20,202,105,51.98,97,48.02,19020
19,21,200,41,20.5,159,79.5,19021
19,22,276,84,30.43,192,69.57,19022
19,23,305,52,17.05,253,82.95,19023
19,24,206,34,16.5,172,83.5,19024
19,25,265,62,23.4,203,76.6,19025
19,26,232,50,21.55,182,78.45,19026
19,27,140,87,62.14,53,37.86,19027
19,28,300,168,56.0,132,44.0,19028
19,29,203,35,17.24,168,82.76,19029
19,30,215,38,17.67,177,82.33,19030
19,31,200,57,28.5,143,71.5,19031
19,32,284,60,21.13,224,78.87,19032
19,33,242,36,14.88,206,85.12,19033
19,34,234,50,21.37,184,78.63,19034
19,35,242,69,28.51,173,71.49,19035
19,36,201,108,53.73,93,46.27,19036
19,37,215,86,40.0,129,60.0,19037
19,38,276,127,46.01,149,53.99,19038
19,39,151,87,57.62,64,42.38,19039
19,40,239,85,35.56,154,64.44,19040
19,41,236,48,20.34,188,79.66,19041
19,42,169,91,53.85,78,46.15,19042
19,43,218,124,56.88,94,43.12,19043
19,44,197,38,19.29,159,80.71,19044
19,45,309,61,19.74,248,80.26,19045
19,46,337,50,14.84,287,85.16,19046
19,47,178,72,40.45,106,59.55,19047
19,48,262,143,54.58,119,45.42,19048
19,49,266,136,51.13,130,48.87,19049
19,50,202,113,55.94,89,44.06,19050
19,51,213,36,16.9,177,83.1,19051
19,52,185,57,30.81,128,69.19,19052
19,53,243,47,19.34,196,80.66,19053
19,54,166,36,21.69,130,78.31,19054
19,55,209,54,25.84,155,74.16,19055
19,56,278,81,29.14,197,70.86,19056
19,57,264,106,40.15,158,59.85,19057
19,58,236,37,15.68,199,84.32,19058
19,59,279,43,15.41,236,84.59,19059
19,60,207,135,65.22,72,34.78,19060
19,61,332,59,17.77,273,82.23,19061
19,62,239,54,22.59,185,77.41,19062
19,63,153,69,45.1,84,54.9,19063
19,64,357,160,44.82,197,55.18,19064
19,65,189,101,53.44,88,46.56,19065
20,1,138,91,65.94,47,34.06,20001
20,2,116,59,50.86,57,49.14,20002
20,3,164,99,60.37,65,39.63,20003
20,4,141,100,70.92,41,29.08,20004
20,5,102,55,53.92,47,46.08,20005
20,6,144,85,59.03,59,40.97,20006
20,7,83,55,66.27,28,33.73,20007
20,8,92,54,58.7,38,41.3,20008
20,9,109,41,37.61,68,62.39,20009
20,10,173,101,58.38,72,41.62,20010
20,11,84,57,67.86,27,32.14,20011
20,12,120,75,62.5,45,37.5,20012
20,13,73,33,45.21,40,54.79,20013
20,14,191,111,58.12,80,41.88,20014
20,15,127,76,59.84,51,40.16,20015
20,16,78,44,56.41,34,43.59,20016
20,17,121,71,58.68,50,41.32,20017
20,18,181,99,54.7,82,45.3,20018
20,19,114,64,56.14,50,43.86,20019
20,20,114,67,58.77,47,41.23,20020
20,21,109,65,59.63,44,40.37,20021
20,22,124,66,53.23,58,46.77,20022
20,23,112,56,50.0,56,50.0,20023
20,24,171,104,60.82,67,39.18,20024
20,25,83,58,69.88,25,30.12,20025
20,26,224,136,60.71,88,39.29,20026
20,27,83,53,63.86,30,36.14,20027
20,28,151,79,52.32,72,47.68,20028
20,29,114,72,63.16,42,36.84,20029
20,30,149,72,48.32,77,51.68,20030
20,31,108,65,60.19,43,39.81,20031
20,32,191,110,57.59,81,42.41,20032
20,33,160,67,41.88,93,58.13,20033
20,34,169,95,56.21,74,43.79,20034
20,35,86,30,34.88,56,65.12,20035
20,36,135,75,55.56,60,44.44,20036
20,37,106,56,52.83,50,47.17,20037
20,38,181,109,60.22,72,39.78,20038
20,39,118,71,60.17,47,39.83,20039
20,40,117,67,57.26,50,42.74,20040
20,41,32,15,46.88,17,53.13,20041
20,42,47,35,74.47,12,25.53,20042
20,43,181,120,66.3,61,33.7,20043
20,44,163,74,45.4,89,54.6,20044
20,45,32,20,62.5,12,37.5,20045
20,46,71,52,73.24,19,26.76,20046
20,47,97,55,56.7,42,43.3,20047
20,48,83,57,68.67,26,31.33,20048
20,49,100,68,68.0,32,32.0,20049
20,50,87,46,52.87,41,47.13,20050
20,51,127,63,49.61,64,50.39,20051
20,52,34,15,44.12,19,55.88,20052
21,1,267,153,57.3,114,42.7,21001
21,2,107,64,59.81,43,40.19,21002
21,3,278,187,67.27,91,32.73,21003
21,4,268,176,65.67,92,34.33,21004
21,5,173,101,58.38,72,41.62,21005
21,6,172,100,58.14,72,41.86,21006
21,7,216,105,48.61,111,51.39,21007
21,8,199,100,50.25,99,49.75,21008
21,9,182,118,64.84,64,35.16,21009
21,10,138,80,57.97,58,42.03,21010
21,11,186,126,67.74,60,32.26,21011
21,12,200,124,62.0,76,38.0,21012
21,13,105,55,52.38,50,47.62,21013
21,14,194,91,46.91,103,53.09,21014
21,15,122,64,52.46,58,47.54,21015
21,16,82,49,59.76,33,40.24,21016
21,17,114,68,59.65,46,40.35,21017
21,18,217,109,50.23,108,49.77,21018
21,19,174,104,59.77,70,40.23,21019
21,20,55,31,56.36,24,43.64,21020
21,21,201,106,52.74,95,47.26,21021
21,22,208,105,50.48,103,49.52,21022
21,23,161,102,63.35,59,36.65,21023
21,24,216,114,52.78,102,47.22,21024
21,25,159,101,63.52,58,36.48,21025
21,26,139,92,66.19,47,33.81,21026
21,27,217,128,58.99,89,41.01,21027
21,28,166,92,55.42,74,44.58,21028
21,29,147,97,65.99,50,34.01,21029
21,30,103,64,62.14,39,37.86,21030
21,31,260,95,36.54,165,63.46,21031
21,32,101,62,61.39,39,38.61,21032
21,33,187,135,72.19,52,27.81,21033
21,34,217,96,44.24,121,55.76,21034
21,35,133,78,58.65,55,41.35,21035
21,36,225,129,57.33,96,42.67,21036
21,37,112,54,48.21,58,51.79,21037
21,38,186,111,59.68,75,40.32,21038
21,39,133,88,66.17,45,33.83,21039
21,40,182,122,67.03,60,32.97,21040
21,41,144,90,62.5,54,37.5,21041
21,42,201,108,53.73,93,46.27,21042
21,43,164,81,49.39,83,50.61,21043
21,44,172,88,51.16,84,48.84,21044
21,45,145,114,78.62,31,21.38,21045
21,46,134,53,39.55,81,60.45,21046
21,47,256,132,51.56,124,48.44,21047
21,48,227,122,53.74,105,46.26,21048
21,49,220,120,54.55,100,45.45,21049
21,50,171,97,56.73,74,43.27,21050
21,51,197,131,66.5,66,33.5,21051
21,52,202,120,59.41,82,40.59,21052
21,53,167,98,58.68,69,41.32,21053
21,54,197,134,68.02,63,31.98,21054
21,55,196,122,62.24,74,37.76,21055
21,56,105,61,58.1,44,41.9,21056
21,57,117,79,67.52,38,32.48,21057
21,58,128,76,59.38,52,40.63,21058
21,59,245,142,57.96,103,42.04,21059
21,60,84,50,59.52,34,40.48,21060
21,61,198,126,63.64,72,36.36,21061
21,62,216,134,62.04,82,37.96,21062
21,63,194,100,51.55,94,48.45,21063
21,64,121,67,55.37,54,44.63,21064
21,65,167,106,63.47,61,36.53,21065
21,66,160,85,53.13,75,46.88,21066
21,67,150,107,71.33,43,28.67,21067
21,68,91,54,59.34,37,40.66,21068
21,69,124,84,67.74,40,32.26,21069
21,70,134,82,61.19,52,38.81,21070
22,1,71,46,64.79,25,35.21,22001
22,2,81,46,56.79,35,43.21,22002
22,3,126,74,58.73,52,41.27,22003
22,4,108,71,65.74,37,34.26,22004
22,5,159,78,49.06,81,50.94,22005
22,6,121,45,37.19,76,62.81,22006
22,7,106,70,66.04,36,33.96,22007
22,8,177,142,80.23,35,19.77,22008
22,9,120,69,57.5,51,42.5,22009
22,10,153,84,54.9,69,45.1,22010
22,11,109,62,56.88,47,43.12,22011
22,12,131,100,76.34,31,23.66,22012
22,13,118,53,44.92,65,55.08,22013
22,14,71,42,59.15,29,40.85,22014
22,15,104,75,72.12,29,27.88,22015
22,16,122,60,49.18,62,50.82,22016
22,17,126,71,56.35,55,43.65,22017
22,18,102,54,52.94,48,47.06,22018
22,19,94,53,56.38,41,43.62,22019
22,20,101,77,76.24,24,23.76,22020
22,21,177,119,67.23,58,32.77,22021
22,22,44,25,56.82,19,43.18,22022
22,23,134,80,59.7,54,40.3,22023
22,24,115,66,57.39,49,42.61,22024
22,25,105,61,58.1,44,41.9,22025
22,26,81,48,59.26,33,40.74,22026
22,27,146,70,47.95,76,52.05,22027
22,28,150,101,67.33,49,32.67,22028
22,29,73,40,54.79,33,45.21,22029
23,1,205,65,31.71,140,68.29,23001
23,2,265,68,25.66,197,74.34,23002
23,3,200,58,29.0,142,71.0,23003
23,4,160,58,36.25,102,63.75,23004
23,5,162,80,49.38,82,50.62,23005
23,6,196,65,33.16,131,66.84,23006
23,7,142,65,45.77,77,54.23,23007
23,8,178,58,32.58,120,67.42,23008
23,9,144,54,37.5,90,62.5,23009
23,10,281,58,20.64,223,79.36,23010
23,11,223,76,34.08,147,65.92,23011
23,12,210,60,28.57,150,71.43,23012
23,13,237,82,34.6,155,65.4,23013
23,14,214,54,25.23,160,74.77,23014
23,15,201,67,33.33,134,66.67,23015
23,16,237,75,31.65,162,68.35,23016
23,17,245,84,34.29,161,65.71,23017
23,18,187,53,28.34,134,71.66,23018
23,19,221,57,25.79,164,74.21,23019
23,20,193,72,37.31,121,62.69,23020
23,21,146,43,29.45,103,70.55,23021
23,22,139,66,47.48,73,52.52,23022
23,23,150,66,44.0,84,56.0,23023
23,24,133,54,40.6,79,59.4,23024
23,25,178,80,44.94,98,55.06,23025
23,26,197,63,31.98,134,68.02,23026
23,27,157,42,26.75,115,73.25,23027
23,28,177,57,32.2,120,67.8,23028
23,29,136,67,49.26,69,50.74,23029
23,30,209,60,28.71,149,71.29,23030
23,31,192,52,27.08,140,72.92,23031
23,32,236,91,38.56,145,61.44,23032
23,33,250,84,33.6,166,66.4,23033
23,34,156,59,37.82,97,62.18,23034
23,35,130,71,54.62,59,45.38,23035
23,36,220,86,39.09,134,60.91,23036
23,37,145,75,51.72,70,48.28,23037
23,38,131,40,30.53,91,69.47,23038
23,39,172,63,36.63,109,63.37,23039
23,40,190,37,19.47,153,80.53,23040
23,41,163,69,42.33,94,57.67,23041
23,42,160,48,30.0,112,70.0,23042
23,43,187,49,26.2,138,73.8,23043
23,44,192,67,34.9,125,65.1,23044
23,45,193,65,33.68,128,66.32,23045
23,46,191,46,24.08,145,75.92,23046
23,47,249,87,34.94,162,65.06,23047
23,48,153,54,35.29,99,64.71,23048
23,49,141,43,30.5,98,69.5,23049
23,50,136,51,37.5,85,62.5,23050
23,51,185,66,35.68,119,64.32,23051
23,52,251,84,33.47,167,66.53,23052
23,53,125,34,27.2,91,72.8,23053
23,54,198,72,36.36,126,63.64,23054
23,55,194,63,32.47,131,67.53,23055
23,56,161,45,27.95,116,72.05,23056
23,57,153,51,33.33,102,66.67,23057
23,58,290,91,31.38,199,68.62,23058
23,59,125,40,32.0,85,68.0,23059
23,60,222,81,36.49,141,63.51,23060
23,61,232,71,30.6,161,69.4,23061
23,62,220,61,27.73,159,72.27,23062
24,1,136,83,61.03,53,38.97,24001
24,2,126,90,71.43,36,28.57,24002
24,3,110,75,68.18,35,31.82,24003
24,4,119,85,71.43,34,28.57,24004
24,5,95,63,66.32,32,33.68,24005
24,6,149,100,67.11,49,32.89,24006
24,7,109,83,76.15,26,23.85,24007
24,8,129,96,74.42,33,25.58,24008
24,9,111,84,75.68,27,24.32,24009
24,10,112,84,75.0,28,25.0,24010
24,11,33,23,69.7,10,30.3,24011
24,12,80,54,67.5,26,32.5,24012
24,13,84,63,75.0,21,25.0,24013
24,14,145,101,69.66,44,30.34,24014
24,15,119,87,73.11,32,26.89,24015
24,16,92,72,78.26,20,21.74,24016
24,17,102,67,65.69,35,34.31,24017
24,18,71,50,70.42,21,29.58,24018
24,19,87,60,68.97,27,31.03,24019
24,20,140,96,68.57,44,31.43,24020
24,21,95,63,66.32,32,33.68,24021
24,22,121,72,59.5,49,40.5,24022
24,23,113,75,66.37,38,33.63,24023
24,24,105,65,61.9,40,38.1,24024
24,25,116,76,65.52,40,34.48,24025
24,26,138,95,68.84,43,31.16,24026
24,27,57,34,59.65,23,40.35,24027
24,28,102,66,64.71,36,35.29,24028
24,29,114,83,72.81,31,27.19,24029
24,30,103,75,72.82,28,27.18,24030
24,31,97,68,70.1,29,29.9,24031
24,32,124,76,61.29,48,38.71,24032
24,33,90,64,71.11,26,28.89,24033
24,34,90,63,70.0,27,30.0,24034
24,35,116,73,62.93,43,37.07,24035
24,36,92,67,72.83,25,27.17,24036
24,37,127,96,75.59,31,24.41,24037
24,38,123,75,60.98,48,39.02,24038
24,39,101,72,71.29,29,28.71,24039
24,40,163,114,69.94,49,30.06,24040
24,41,111,70,63.06,41,36.94,24041
24,42,102,65,63.73,37,36.27,24042
24,43,114,82,71.93,32,28.07,24043
24,44,33,23,69.7,10,30.3,24044
24,45,95,63,66.32,32,33.68,24045
24,46,121,96,79.34,25,20.66,24046
24,47,107,73,68.22,34,31.78,24047
24,48,25,14,56.0,11,44.0,24048
24,49,166,127,76.51,39,23.49,24049
24,50,180,129,71.67,51,28.33,24050
24,51,176,113,64.2,63,35.8,24051
24,52,124,69,55.65,55,44.35,24052
24,53,96,63,65.63,33,34.38,24053
25,1,130,73,56.15,57,43.85,25001
25,2,126,79,62.7,47,37.3,25002
25,3,84,32,38.1,52,61.9,25003
25,4,228,128,56.14,100,43.86,25004
25,5,130,71,54.62,59,45.38,25005
25,6,159,100,62.89,59,37.11,25006
25,7,121,86,71.07,35,28.93,25007
25,8,148,91,61.49,57,38.51,25008
25,9,171,93,54.39,78,45.61,25009
25,10,47,34,72.34,13,27.66,25010
25,11,159,88,55.35,71,44.65,25011
25,12,127,84,66.14,43,33.86,25012
25,13,131,89,67.94,42,32.06,25013
25,14,77,39,50.65,38,49.35,25014
25,15,122,63,51.64,59,48.36,25015
25,16,50,32,64.0,18,36.0,25016
25,17,131,82,62.6,49,37.4,25017
25,18,118,70,59.32,48,40.68,25018
25,19,123,74,60.16,49,39.84,25019
25,20,187,110,58.82,77,41.18,25020
25,21,93,28,30.11,65,69.89,25021
25,22,92,61,66.3,31,33.7,25022
25,23,134,82,61.19,52,38.81,25023
25,24,121,86,71.07,35,28.93,25024
26,1,110,63,57.27,47,42.73,26001
26,2,90,55,61.11,35,38.89,26002
26,3,88,42,47.73,46,52.27,26003
26,4,132,78,59.09,54,40.91,26004
26,5,114,69,60.53,45,39.47,26005
26,6,117,61,52.14,56,47.86,26006
26,7,44,25,56.82,19,43.18,26007
26,8,66,35,53.03,31,46.97,26008
26,9,86,52,60.47,34,39.53,26009
26,10,97,63,64.95,34,35.05,26010
26,11,146,72,49.32,74,50.68,26011
26,12,100,59,59.0,41,41.0,26012
26,13,138,77,55.8,61,44.2,26013
26,14,162,84,51.85,78,48.15,26014
26,15,65,32,49.23,33,50.77,26015
26,16,105,51,48.57,54,51.43,26016
26,17,108,64,59.26,44,40.74,26017
26,18,130,71,54.62,59,45.38,26018
26,19,160,73,45.63,87,54.38,26019
26,20,70,43,61.43,27,38.57,26020
26,21,89,43,48.31,46,51.69,26021
26,22,60,36,60.0,24,40.0,26022
26,23,110,60,54.55,50,45.45,26023
26,24,156,85,54.49,71,45.51,26024
26,25,152,99,65.13,53,34.87,26025
26,26,51,27,52.94,24,47.06,26026
26,27,69,40,57.97,29,42.03,26027
