ward,precinct,total,JAMES FITZGERALD SMITH,JAMES FITZGERALD SMITH Percent,ROGER G. FEIN,ROGER G. FEIN Percent,WILLIAM D. O'NEAL,WILLIAM D. O'NEAL Percent,THOMAS H. FEGAN,THOMAS H. FEGAN Percent,precinct_id
8,47,204,84,41.18,53,25.98,51,25.0,16,7.84,08047
8,48,202,56,27.72,82,40.59,50,24.75,14,6.93,08048
8,49,217,97,44.7,36,16.59,69,31.8,15,6.91,08049
8,50,196,82,41.84,21,10.71,74,37.76,19,9.69,08050
8,51,187,62,33.16,41,21.93,65,34.76,19,10.16,08051
8,52,233,89,38.2,63,27.04,68,29.18,13,5.58,08052
8,53,223,61,27.35,67,30.04,78,34.98,17,7.62,08053
8,54,191,69,36.13,45,23.56,59,30.89,18,9.42,08054
8,55,163,74,45.4,16,9.82,64,39.26,9,5.52,08055
8,56,165,45,27.27,61,36.97,50,30.3,9,5.45,08056
8,57,235,72,30.64,73,31.06,67,28.51,23,9.79,08057
8,58,223,78,34.98,65,29.15,67,30.04,13,5.83,08058
8,59,188,65,34.57,60,31.91,49,26.06,14,7.45,08059
8,60,231,84,36.36,60,25.97,68,29.44,19,8.23,08060
8,61,158,61,38.61,33,20.89,54,34.18,10,6.33,08061
8,62,263,99,37.64,51,19.39,93,35.36,20,7.6,08062
8,63,230,91,39.57,57,24.78,68,29.57,14,6.09,08063
8,64,110,40,36.36,33,30.0,34,30.91,3,2.73,08064
8,65,225,77,34.22,65,28.89,69,30.67,14,6.22,08065
8,66,252,90,35.71,51,20.24,83,32.94,28,11.11,08066
9,1,217,88,40.55,22,10.14,100,46.08,7,3.23,09001
9,2,202,87,43.07,15,7.43,77,38.12,23,11.39,09002
9,3,141,42,29.79,8,5.67,80,56.74,11,7.8,09003
9,4,242,56,23.14,14,5.79,163,67.36,9,3.72,09004
9,5,206,75,36.41,14,6.8,91,44.17,26,12.62,09005
9,6,206,43,20.87,8,3.88,141,68.45,14,6.8,09006
9,7,191,67,35.08,15,7.85,96,50.26,13,6.81,09007
9,8,150,48,32.0,22,14.67,66,44.0,14,9.33,09008
9,9,244,81,33.2,27,11.07,110,45.08,26,10.66,09009
9,10,180,71,39.44,17,9.44,83,46.11,9,5.0,09010
9,11,133,38,28.57,9,6.77,80,60.15,6,4.51,09011
9,12,174,68,39.08,17,9.77,77,44.25,12,6.9,09012
9,13,263,103,39.16,26,9.89,112,42.59,22,8.37,09013
9,14,272,114,41.91,28,10.29,106,38.97,24,8.82,09014
9,15,86,23,26.74,4,4.65,52,60.47,7,8.14,09015
9,16,203,65,32.02,26,12.81,99,48.77,13,6.4,09016
9,17,162,70,43.21,18,11.11,65,40.12,9,5.56,09017
9,18,187,52,27.81,18,9.63,101,54.01,16,8.56,09018
9,19,243,58,23.87,17,7.0,154,63.37,14,5.76,09019
9,20,236,93,39.41,23,9.75,101,42.8,19,8.05,09020
9,21,151,71,47.02,10,6.62,55,36.42,15,9.93,09021
9,22,248,97,39.11,20,8.06,112,45.16,19,7.66,09022
9,23,140,56,40.0,9,6.43,65,46.43,10,7.14,09023
9,24,87,31,35.63,4,4.6,46,52.87,6,6.9,09024
9,25,94,35,37.23,8,8.51,45,47.87,6,6.38,09025
9,26,119,36,30.25,7,5.88,72,60.5,4,3.36,09026
9,27,119,51,42.86,6,5.04,53,44.54,9,7.56,09027
9,28,124,37,29.84,11,8.87,64,51.61,12,9.68,09028
9,29,179,75,41.9,19,10.61,66,36.87,19,10.61,09029
9,30,214,44,20.56,19,8.88,143,66.82,8,3.74,09030
9,31,152,63,41.45,15,9.87,59,38.82,15,9.87,09031
9,32,199,59,29.65,18,9.05,114,57.29,8,4.02,09032
9,33,146,47,32.19,8,5.48,80,54.79,11,7.53,09033
9,34,150,56,37.33,11,7.33,69,46.0,14,9.33,09034
9,35,187,59,31.55,19,10.16,96,51.34,13,6.95,09035
9,36,109,28,25.69,29,26.61,50,45.87,2,1.83,09036
9,37,191,63,32.98,37,19.37,45,23.56,46,24.08,09037
9,38,194,97,50.0,20,10.31,68,35.05,9,4.64,09038
9,39,198,36,18.18,11,5.56,139,70.2,12,6.06,09039
9,40,226,56,24.78,13,5.75,143,63.27,14,6.19,09040
9,41,265,50,18.87,13,4.91,187,70.57,15,5.66,09041
9,42,140,44,31.43,10,7.14,73,52.14,13,9.29,09042
9,43,131,55,41.98,14,10.69,56,42.75,6,4.58,09043
9,44,146,45,30.82,12,8.22,77,52.74,12,8.22,09044
9,45,243,73,30.04,14,5.76,140,57.61,16,6.58,09045
9,46,168,46,27.38,18,10.71,89,52.98,15,8.93,09046
9,47,117,34,29.06,9,7.69,69,58.97,5,4.27,09047
9,48,236,78,33.05,24,10.17,120,50.85,14,5.93,09048
9,49,67,25,37.31,7,10.45,28,41.79,7,10.45,09049
9,50,247,62,25.1,16,6.48,152,61.54,17,6.88,09050
9,51,142,70,49.3,13,9.15,55,38.73,4,2.82,09051
9,52,191,74,38.74,23,12.04,72,37.7,22,11.52,09052
10,1,112,52,46.43,10,8.93,36,32.14,14,12.5,10001
10,2,104,45,43.27,14,13.46,24,23.08,21,20.19,10002
10,3,106,50,47.17,14,13.21,26,24.53,16,15.09,10003
10,4,111,34,30.63,23,20.72,37,33.33,17,15.32,10004
10,5,107,37,34.58,20,18.69,28,26.17,22,20.56,10005
10,6,236,100,42.37,45,19.07,74,31.36,17,7.2,10006
10,7,33,15,45.45,6,18.18,9,27.27,3,9.09,10007
10,8,126,52,41.27,11,8.73,37,29.37,26,20.63,10008
10,9,134,53,39.55,11,8.21,39,29.1,31,23.13,10009
10,10,162,72,44.44,14,8.64,60,37.04,16,9.88,10010
10,11,123,38,30.89,16,13.01,44,35.77,25,20.33,10011
10,12,99,31,31.31,18,18.18,28,28.28,22,22.22,10012
10,13,190,70,36.84,36,18.95,57,30.0,27,14.21,10013
10,14,28,9,32.14,3,10.71,13,46.43,3,10.71,10014
10,15,61,32,52.46,4,6.56,14,22.95,11,18.03,10015
10,16,154,49,31.82,26,16.88,50,32.47,29,18.83,10016
10,17,95,29,30.53,18,18.95,30,31.58,18,18.95,10017
10,18,81,35,43.21,11,13.58,21,25.93,14,17.28,10018
10,19,203,81,39.9,23,11.33,58,28.57,41,20.2,10019
10,20,212,89,41.98,34,16.04,45,21.23,44,20.75,10020
10,21,100,41,41.0,13,13.0,28,28.0,18,18.0,10021
10,22,34,12,35.29,8,23.53,10,29.41,4,11.76,10022
10,23,116,58,50.0,25,21.55,19,16.38,14,12.07,10023
10,24,115,41,35.65,14,12.17,33,28.7,27,23.48,10024
10,25,149,76,51.01,22,14.77,34,22.82,17,11.41,10025
10,26,103,41,39.81,18,17.48,24,23.3,20,19.42,10026
10,27,187,76,40.64,33,17.65,46,24.6,32,17.11,10027
10,28,148,52,35.14,33,22.3,42,28.38,21,14.19,10028
10,29,159,50,31.45,34,21.38,54,33.96,21,13.21,10029
10,30,137,61,44.53,20,14.6,36,26.28,20,14.6,10030
10,31,125,40,32.0,20,16.0,38,30.4,27,21.6,10031
10,32,119,56,47.06,15,12.61,28,23.53,20,16.81,10032
10,33,121,51,42.15,17,14.05,38,31.4,15,12.4,10033
10,34,113,42,37.17,19,16.81,32,28.32,20,17.7,10034
10,35,110,45,40.91,15,13.64,31,28.18,19,17.27,10035
10,36,153,62,40.52,31,20.26,39,25.49,21,13.73,10036
10,37,103,42,40.78,12,11.65,39,37.86,10,9.71,10037
10,38,161,72,44.72,22,13.66,34,21.12,33,20.5,10038
10,39,117,49,41.88,22,18.8,26,22.22,20,17.09,10039
10,40,103,39,37.86,23,22.33,27,26.21,14,13.59,10040
10,41,241,111,46.06,31,12.86,55,22.82,44,18.26,10041
10,42,138,42,30.43,27,19.57,39,28.26,30,21.74,10042
10,43,113,55,48.67,10,8.85,35,30.97,13,11.5,10043
10,44,116,50,43.1,16,13.79,34,29.31,16,13.79,10044
10,45,153,59,38.56,29,18.95,37,24.18,28,18.3,10045
10,46,120,52,43.33,16,13.33,31,25.83,21,17.5,10046
11,1,186,36,19.35,104,55.91,28,15.05,18,9.68,11001
11,2,153,38,24.84,69,45.1,31,20.26,15,9.8,11002
11,3,194,44,22.68,108,55.67,29,14.95,13,6.7,11003
11,4,240,47,19.58,150,62.5,30,12.5,13,5.42,11004
11,5,117,30,25.64,57,48.72,24,20.51,6,5.13,11005
11,6,251,74,29.48,96,38.25,48,19.12,33,13.15,11006
11,7,190,30,15.79,123,64.74,21,11.05,16,8.42,11007
11,8,174,50,28.74,67,38.51,33,18.97,24,13.79,11008
11,9,201,30,14.93,142,70.65,16,7.96,13,6.47,11009
11,10,129,42,32.56,56,43.41,19,14.73,12,9.3,11010
11,11,214,38,17.76,118,55.14,35,16.36,23,10.75,11011
11,12,233,47,20.17,144,61.8,27,11.59,15,6.44,11012
11,13,224,17,7.59,181,80.8,10,4.46,16,7.14,11013
11,14,59,23,38.98,22,37.29,10,16.95,4,6.78,11014
11,15,174,42,24.14,98,56.32,19,10.92,15,8.62,11015
11,16,212,44,20.75,131,61.79,24,11.32,13,6.13,11016
11,17,230,58,25.22,98,42.61,40,17.39,34,14.78,11017
11,18,145,33,22.76,75,51.72,22,15.17,15,10.34,11018
11,19,165,46,27.88,85,51.52,20,12.12,14,8.48,11019
11,20,265,34,12.83,197,74.34,20,7.55,14,5.28,11020
11,21,339,53,15.63,238,70.21,20,5.9,28,8.26,11021
11,22,112,40,35.71,40,35.71,16,14.29,16,14.29,11022
11,23,133,42,31.58,57,42.86,26,19.55,8,6.02,11023
11,24,294,37,12.59,239,81.29,11,3.74,7,2.38,11024
11,25,137,25,18.25,97,70.8,9,6.57,6,4.38,11025
11,26,277,72,25.99,130,46.93,47,16.97,28,10.11,11026
11,27,39,14,35.9,8,20.51,9,23.08,8,20.51,11027
11,28,33,8,24.24,19,57.58,1,3.03,5,15.15,11028
11,29,236,53,22.46,113,47.88,44,18.64,26,11.02,11029
11,30,145,45,31.03,62,42.76,28,19.31,10,6.9,11030
11,31,48,16,33.33,17,35.42,6,12.5,9,18.75,11031
11,32,178,38,21.35,108,60.67,15,8.43,17,9.55,11032
11,33,153,67,43.79,35,22.88,45,29.41,6,3.92,11033
11,34,106,23,21.7,52,49.06,23,21.7,8,7.55,11034
11,35,267,46,17.23,168,62.92,33,12.36,20,7.49,11035
11,36,100,34,34.0,25,25.0,30,30.0,11,11.0,11036
11,37,374,50,13.37,256,68.45,39,10.43,29,7.75,11037
11,38,295,57,19.32,193,65.42,23,7.8,22,7.46,11038
11,39,286,49,17.13,184,64.34,29,10.14,24,8.39,11039
11,40,213,32,15.02,149,69.95,20,9.39,12,5.63,11040
11,41,142,21,14.79,85,59.86,23,16.2,13,9.15,11041
11,42,136,18,13.24,97,71.32,5,3.68,16,11.76,11042
11,43,211,40,18.96,129,61.14,24,11.37,18,8.53,11043
11,44,172,41,23.84,81,47.09,34,19.77,16,9.3,11044
11,45,111,25,22.52,66,59.46,7,6.31,13,11.71,11045
11,46,94,20,21.28,53,56.38,15,15.96,6,6.38,11046
11,47,182,42,23.08,94,51.65,28,15.38,18,9.89,11047
11,48,130,33,25.38,67,51.54,20,15.38,10,7.69,11048
11,49,147,29,19.73,91,61.9,14,9.52,13,8.84,11049
11,50,97,20,20.62,64,65.98,9,9.28,4,4.12,11050
11,51,195,31,15.9,119,61.03,23,11.79,22,11.28,11051
11,52,180,45,25.0,94,52.22,21,11.67,20,11.11,11052
11,53,192,32,16.67,135,70.31,14,7.29,11,5.73,11053
11,54,68,9,13.24,56,82.35,0,0.0,3,4.41,11054
12,1,62,27,43.55,14,22.58,13,20.97,8,12.9,12001
12,2,82,39,47.56,13,15.85,20,24.39,10,12.2,12002
12,3,75,40,53.33,15,20.0,13,17.33,7,9.33,12003
12,4,81,36,44.44,14,17.28,25,30.86,6,7.41,12004
12,5,37,13,35.14,11,29.73,11,29.73,2,5.41,12005
12,6,67,29,43.28,10,14.93,18,26.87,10,14.93,12006
12,7,85,38,44.71,11,12.94,26,30.59,10,11.76,12007
12,8,106,39,36.79,20,18.87,34,32.08,13,12.26,12008
12,9,53,26,49.06,5,9.43,10,18.87,12,22.64,12009
12,10,67,25,37.31,18,26.87,14,20.9,10,14.93,12010
12,11,94,48,51.06,9,9.57,27,28.72,10,10.64,12011
12,12,53,23,43.4,10,18.87,15,28.3,5,9.43,12012
12,13,68,27,39.71,16,23.53,20,29.41,5,7.35,12013
12,14,112,54,48.21,26,23.21,19,16.96,13,11.61,12014
12,15,112,36,32.14,27,24.11,23,20.54,26,23.21,12015
12,16,96,42,43.75,11,11.46,22,22.92,21,21.88,12016
12,17,27,4,14.81,4,14.81,14,51.85,5,18.52,12017
12,18,65,27,41.54,12,18.46,17,26.15,9,13.85,12018
12,19,75,33,44.0,7,9.33,28,37.33,7,9.33,12019
12,20,99,49,49.49,8,8.08,29,29.29,13,13.13,12020
12,21,97,48,49.48,13,13.4,14,14.43,22,22.68,12021
12,22,84,37,44.05,15,17.86,23,27.38,9,10.71,12022
12,23,80,38,47.5,11,13.75,19,23.75,12,15.0,12023
12,24,32,15,46.88,6,18.75,7,21.88,4,12.5,12024
12,25,117,55,47.01,26,22.22,22,18.8,14,11.97,12025
12,26,61,26,42.62,17,27.87,11,18.03,7,11.48,12026
12,27,43,16,37.21,3,6.98,14,32.56,10,23.26,12027
12,28,79,38,48.1,10,12.66,18,22.78,13,16.46,12028
12,29,128,58,45.31,15,11.72,35,27.34,20,15.63,12029
12,30,91,33,36.26,19,20.88,25,27.47,14,15.38,12030
13,1,161,59,36.65,31,19.25,43,26.71,28,17.39,13001
13,2,165,55,33.33,60,36.36,32,19.39,18,10.91,13002
13,3,222,53,23.87,95,42.79,46,20.72,28,12.61,13003
13,4,239,44,18.41,134,56.07,37,15.48,24,10.04,13004
13,5,167,55,32.93,68,40.72,22,13.17,22,13.17,13005
13,6,186,63,33.87,58,31.18,40,21.51,25,13.44,13006
13,7,229,46,20.09,141,61.57,27,11.79,15,6.55,13007
13,8,194,45,23.2,91,46.91,41,21.13,17,8.76,13008
13,9,238,65,27.31,119,50.0,32,13.45,22,9.24,13009
13,10,199,71,35.68,60,30.15,40,20.1,28,14.07,13010
13,11,171,61,35.67,56,32.75,35,20.47,19,11.11,13011
13,12,228,51,22.37,125,54.82,32,14.04,20,8.77,13012
13,13,299,56,18.73,209,69.9,19,6.35,15,5.02,13013
13,14,175,29,16.57,110,62.86,21,12.0,15,8.57,13014
13,15,251,49,19.52,162,64.54,25,9.96,15,5.98,13015
13,16,204,57,27.94,94,46.08,37,18.14,16,7.84,13016
13,17,142,43,30.28,58,40.85,28,19.72,13,9.15,13017
13,18,189,62,32.8,74,39.15,34,17.99,19,10.05,13018
13,19,184,50,27.17,88,47.83,29,15.76,17,9.24,13019
13,20,199,51,25.63,83,41.71,43,21.61,22,11.06,13020
13,21,180,36,20.0,93,51.67,33,18.33,18,10.0,13021
13,22,227,78,34.36,85,37.44,40,17.62,24,10.57,13022
13,23,219,50,22.83,137,62.56,24,10.96,8,3.65,13023
13,24,270,62,22.96,112,41.48,49,18.15,47,17.41,13024
13,25,169,48,28.4,71,42.01,30,17.75,20,11.83,13025
13,26,176,53,30.11,75,42.61,34,19.32,14,7.95,13026
13,27,224,56,25.0,105,46.88,43,19.2,20,8.93,13027
13,28,176,43,24.43,80,45.45,36,20.45,17,9.66,13028
13,29,213,52,24.41,98,46.01,31,14.55,32,15.02,13029
13,30,201,56,27.86,65,32.34,45,22.39,35,17.41,13030
13,31,194,52,26.8,97,50.0,22,11.34,23,11.86,13031
13,32,172,76,44.19,40,23.26,38,22.09,18,10.47,13032
13,33,183,41,22.4,89,48.63,32,17.49,21,11.48,13033
13,34,213,54,25.35,114,53.52,32,15.02,13,6.1,13034
13,35,256,46,17.97,162,63.28,32,12.5,16,6.25,13035
13,36,147,40,27.21,60,40.82,26,17.69,21,14.29,13036
13,37,157,42,26.75,79,50.32,23,14.65,13,8.28,13037
13,38,101,31,30.69,34,33.66,22,21.78,14,13.86,13038
13,39,201,55,27.36,95,47.26,31,15.42,20,9.95,13039
13,40,168,48,28.57,65,38.69,37,22.02,18,10.71,13040
13,41,175,54,30.86,69,39.43,29,16.57,23,13.14,13041
13,42,296,60,20.27,171,57.77,42,14.19,23,7.77,13042
13,43,230,63,27.39,121,52.61,27,11.74,19,8.26,13043
13,44,127,43,33.86,33,25.98,28,22.05,23,18.11,13044
13,45,195,48,24.62,103,52.82,32,16.41,12,6.15,13045
13,46,239,50,20.92,145,60.67,25,10.46,19,7.95,13046
13,47,169,45,26.63,65,38.46,42,24.85,17,10.06,13047
13,48,175,57,32.57,59,33.71,37,21.14,22,12.57,13048
13,49,138,39,28.26,60,43.48,25,18.12,14,10.14,13049
13,50,317,31,9.78,253,79.81,17,5.36,16,5.05,13050
13,51,192,38,19.79,93,48.44,43,22.4,18,9.38,13051
13,52,242,70,28.93,108,44.63,38,15.7,26,10.74,13052
13,53,241,78,32.37,82,34.02,57,23.65,24,9.96,13053
13,54,264,60,22.73,148,56.06,35,13.26,21,7.95,13054
13,55,242,71,29.34,111,45.87,35,14.46,25,10.33,13055
13,56,303,59,19.47,192,63.37,34,11.22,18,5.94,13056
13,57,233,65,27.9,95,40.77,45,19.31,28,12.02,13057
13,58,297,40,13.47,217,73.06,24,8.08,16,5.39,13058
13,59,167,42,25.15,70,41.92,34,20.36,21,12.57,13059
13,60,323,28,8.67,268,82.97,18,5.57,9,2.79,13060
13,61,311,49,15.76,166,53.38,62,19.94,34,10.93,13061
13,62,256,56,21.88,150,58.59,34,13.28,16,6.25,13062
13,63,257,65,25.29,119,46.3,41,15.95,32,12.45,13063
14,1,141,26,18.44,84,59.57,23,16.31,8,5.67,14001
14,2,128,44,34.38,25,19.53,40,31.25,19,14.84,14002
14,3,193,55,28.5,91,47.15,24,12.44,23,11.92,14003
14,4,119,37,31.09,45,37.82,26,21.85,11,9.24,14004
14,5,182,21,11.54,126,69.23,22,12.09,13,7.14,14005
14,6,133,40,30.08,48,36.09,31,23.31,14,10.53,14006
14,7,142,40,28.17,60,42.25,31,21.83,11,7.75,14007
14,8,137,55,40.15,37,27.01,31,22.63,14,10.22,14008
14,9,142,46,32.39,52,36.62,28,19.72,16,11.27,14009
14,10,77,32,41.56,26,33.77,15,19.48,4,5.19,14010
14,11,134,37,27.61,63,47.01,22,16.42,12,8.96,14011
14,12,99,25,25.25,49,49.49,15,15.15,10,10.1,14012
14,13,165,57,34.55,47,28.48,38,23.03,23,13.94,14013
14,14,88,42,47.73,16,18.18,18,20.45,12,13.64,14014
14,15,67,23,34.33,18,26.87,17,25.37,9,13.43,14015
14,16,128,43,33.59,38,29.69,28,21.88,19,14.84,14016
14,17,116,50,43.1,33,28.45,20,17.24,13,11.21,14017
14,18,121,38,31.4,45,37.19,18,14.88,20,16.53,14018
14,19,224,60,26.79,125,55.8,23,10.27,16,7.14,14019
14,20,121,43,35.54,31,25.62,32,26.45,15,12.4,14020
14,21,216,49,22.69,107,49.54,38,17.59,22,10.19,14021
14,22,152,37,24.34,76,50.0,22,14.47,17,11.18,14022
14,23,122,39,31.97,46,37.7,22,18.03,15,12.3,14023
14,24,134,47,35.07,50,37.31,25,18.66,12,8.96,14024
14,25,137,56,40.88,38,27.74,31,22.63,12,8.76,14025
14,26,118,31,26.27,51,43.22,20,16.95,16,13.56,14026
14,27,221,46,20.81,128,57.92,29,13.12,18,8.14,14027
14,28,117,53,45.3,28,23.93,23,19.66,13,11.11,14028
14,29,174,41,23.56,78,44.83,42,24.14,13,7.47,14029
14,30,120,41,34.17,40,33.33,21,17.5,18,15.0,14030
14,31,136,37,27.21,83,61.03,8,5.88,8,5.88,14031
14,32,170,54,31.76,72,42.35,23,13.53,21,12.35,14032
14,33,119,31,26.05,66,55.46,15,12.61,7,5.88,14033
14,34,139,22,15.83,99,71.22,13,9.35,5,3.6,14034
14,35,72,27,37.5,21,29.17,14,19.44,10,13.89,14035
14,36,154,56,36.36,51,33.12,31,20.13,16,10.39,14036
14,37,143,33,23.08,72,50.35,25,17.48,13,9.09,14037
14,38,109,36,33.03,39,35.78,23,21.1,11,10.09,14038
14,39,138,46,33.33,54,39.13,29,21.01,9,6.52,14039
14,40,118,25,21.19,68,57.63,17,14.41,8,6.78,14040
14,41,189,36,19.05,119,62.96,19,10.05,15,7.94,14041
14,42,93,33,35.48,34,36.56,20,21.51,6,6.45,14042
14,43,159,46,28.93,53,33.33,37,23.27,23,14.47,14043
14,44,163,52,31.9,70,42.94,24,14.72,17,10.43,14044
14,45,149,42,28.19,57,38.26,31,20.81,19,12.75,14045
14,46,211,37,17.54,136,64.45,26,12.32,12,5.69,14046
14,47,213,52,24.41,112,52.58,33,15.49,16,7.51,14047
14,48,102,44,43.14,19,18.63,23,22.55,16,15.69,14048
15,1,147,55,37.41,17,11.56,62,42.18,13,8.84,15001
15,2,165,71,43.03,24,14.55,55,33.33,15,9.09,15002
15,3,150,62,41.33,22,14.67,54,36.0,12,8.0,15003
15,4,92,39,42.39,5,5.43,34,36.96,14,15.22,15004
15,5,120,50,41.67,11,9.17,42,35.0,17,14.17,15005
15,6,121,46,38.02,9,7.44,46,38.02,20,16.53,15006
15,7,140,68,48.57,10,7.14,52,37.14,10,7.14,15007
15,8,110,51,46.36,13,11.82,33,30.0,13,11.82,15008
15,9,96,41,42.71,12,12.5,30,31.25,13,13.54,15009
15,10,184,89,48.37,22,11.96,61,33.15,12,6.52,15010
15,11,130,60,46.15,13,10.0,44,33.85,13,10.0,15011
15,12,98,38,38.78,11,11.22,32,32.65,17,17.35,15012
15,13,85,38,44.71,8,9.41,28,32.94,11,12.94,15013
15,14,72,36,50.0,5,6.94,21,29.17,10,13.89,15014
15,15,105,51,48.57,13,12.38,28,26.67,13,12.38,15015
15,16,195,86,44.1,18,9.23,73,37.44,18,9.23,15016
15,17,159,75,47.17,13,8.18,59,37.11,12,7.55,15017
15,18,141,60,42.55,13,9.22,54,38.3,14,9.93,15018
15,19,134,68,50.75,12,8.96,42,31.34,12,8.96,15019
15,20,97,50,51.55,9,9.28,32,32.99,6,6.19,15020
15,21,169,70,41.42,21,12.43,61,36.09,17,10.06,15021
15,22,118,45,38.14,14,11.86,46,38.98,13,11.02,15022
15,23,110,41,37.27,8,7.27,48,43.64,13,11.82,15023
15,24,124,55,44.35,17,13.71,39,31.45,13,10.48,15024
15,25,146,76,52.05,12,8.22,43,29.45,15,10.27,15025
15,26,127,48,37.8,25,19.69,42,33.07,12,9.45,15026
15,27,154,73,47.4,11,7.14,56,36.36,14,9.09,15027
15,28,234,99,42.31,47,20.09,71,30.34,17,7.26,15028
15,29,100,35,35.0,15,15.0,43,43.0,7,7.0,15029
15,30,95,49,51.58,10,10.53,29,30.53,7,7.37,15030
15,31,120,38,31.67,22,18.33,49,40.83,11,9.17,15031
15,32,132,49,37.12,19,14.39,54,40.91,10,7.58,15032
15,33,112,57,50.89,13,11.61,35,31.25,7,6.25,15033
15,34,81,37,45.68,9,11.11,28,34.57,7,8.64,15034
15,35,165,70,42.42,18,10.91,63,38.18,14,8.48,15035
15,36,128,53,41.41,8,6.25,53,41.41,14,10.94,15036
15,37,147,68,46.26,25,17.01,41,27.89,13,8.84,15037
15,38,116,42,36.21,14,12.07,41,35.34,19,16.38,15038
15,39,115,45,39.13,9,7.83,47,40.87,14,12.17,15039
15,40,125,55,44.0,14,11.2,49,39.2,7,5.6,15040
15,41,124,46,37.1,20,16.13,43,34.68,15,12.1,15041
15,42,95,45,47.37,10,10.53,37,38.95,3,3.16,15042
15,43,112,34,30.36,16,14.29,57,50.89,5,4.46,15043
15,44,100,36,36.0,6,6.0,40,40.0,18,18.0,15044
15,45,146,71,48.63,29,19.86,38,26.03,8,5.48,15045
15,46,107,43,40.19,16,14.95,37,34.58,11,10.28,15046
15,47,141,51,36.17,16,11.35,60,42.55,14,9.93,15047
15,48,115,49,42.61,17,14.78,35,30.43,14,12.17,15048
15,49,45,16,35.56,3,6.67,17,37.78,9,20.0,15049
15,50,119,50,42.02,9,7.56,48,40.34,12,10.08,15050
16,1,75,34,45.33,11,14.67,18,24.0,12,16.0,16001
16,2,115,43,37.39,24,20.87,40,34.78,8,6.96,16002
16,3,130,53,40.77,13,10.0,45,34.62,19,14.62,16003
16,4,37,14,37.84,4,10.81,14,37.84,5,13.51,16004
16,5,122,60,49.18,10,8.2,45,36.89,7,5.74,16005
16,6,103,54,52.43,10,9.71,30,29.13,9,8.74,16006
16,7,97,44,45.36,10,10.31,31,31.96,12,12.37,16007
16,8,136,54,39.71,25,18.38,43,31.62,14,10.29,16008
16,9,186,76,40.86,27,14.52,67,36.02,16,8.6,16009
16,10,144,63,43.75,13,9.03,62,43.06,6,4.17,16010
16,11,118,55,46.61,13,11.02,35,29.66,15,12.71,16011
16,12,89,32,35.96,9,10.11,42,47.19,6,6.74,16012
16,13,83,38,45.78,10,12.05,24,28.92,11,13.25,16013
16,14,111,56,50.45,11,9.91,34,30.63,10,9.01,16014
16,15,113,61,53.98,7,6.19,38,33.63,7,6.19,16015
16,16,50,18,36.0,9,18.0,20,40.0,3,6.0,16016
16,17,31,16,51.61,1,3.23,12,38.71,2,6.45,16017
16,18,81,32,39.51,15,18.52,28,34.57,6,7.41,16018
16,19,95,48,50.53,12,12.63,25,26.32,10,10.53,16019
16,20,125,58,46.4,17,13.6,42,33.6,8,6.4,16020
16,21,111,51,45.95,16,14.41,26,23.42,18,16.22,16021
16,22,101,41,40.59,19,18.81,35,34.65,6,5.94,16022
16,23,104,45,43.27,16,15.38,30,28.85,13,12.5,16023
16,24,95,40,42.11,13,13.68,37,38.95,5,5.26,16024
16,25,94,24,25.53,6,6.38,60,63.83,4,4.26,16025
16,26,129,55,42.64,14,10.85,48,37.21,12,9.3,16026
16,27,90,44,48.89,12,13.33,26,28.89,8,8.89,16027
16,28,126,54,42.86,8,6.35,56,44.44,8,6.35,16028
16,29,90,32,35.56,13,14.44,38,42.22,7,7.78,16029
16,30,141,62,43.97,19,13.48,52,36.88,8,5.67,16030
16,31,124,51,41.13,14,11.29,46,37.1,13,10.48,16031
16,32,39,18,46.15,9,23.08,10,25.64,2,5.13,16032
16,33,97,43,44.33,12,12.37,32,32.99,10,10.31,16033
16,34,94,33,35.11,20,21.28,33,35.11,8,8.51,16034
16,35,74,31,41.89,7,9.46,31,41.89,5,6.76,16035
16,36,120,50,41.67,7,5.83,50,41.67,13,10.83,16036
16,37,86,41,47.67,10,11.63,25,29.07,10,11.63,16037
16,38,178,81,45.51,20,11.24,62,34.83,15,8.43,16038
16,39,109,50,45.87,12,11.01,36,33.03,11,10.09,16039
16,40,171,76,44.44,26,15.2,57,33.33,12,7.02,16040
16,41,69,26,37.68,9,13.04,26,37.68,8,11.59,16041
16,42,132,57,43.18,25,18.94,31,23.48,19,14.39,16042
17,1,76,33,43.42,10,13.16,20,26.32,13,17.11,17001
17,2,144,63,43.75,27,18.75,35,24.31,19,13.19,17002
17,3,109,41,37.61,32,29.36,25,22.94,11,10.09,17003
17,4,238,85,35.71,77,32.35,55,23.11,21,8.82,17004
17,5,143,53,37.06,22,15.38,49,34.27,19,13.29,17005
17,6,110,42,38.18,24,21.82,35,31.82,9,8.18,17006
17,7,169,49,28.99,72,42.6,40,23.67,8,4.73,17007
17,8,89,28,31.46,25,28.09,26,29.21,10,11.24,17008
17,9,118,45,38.14,28,23.73,38,32.2,7,5.93,17009
17,10,181,80,44.2,21,11.6,68,37.57,12,6.63,17010
17,11,157,57,36.31,40,25.48,41,26.11,19,12.1,17011
17,12,183,49,26.78,83,45.36,42,22.95,9,4.92,17012
17,13,101,45,44.55,15,14.85,37,36.63,4,3.96,17013
17,14,136,54,39.71,24,17.65,47,34.56,11,8.09,17014
17,15,160,69,43.13,38,23.75,43,26.88,10,6.25,17015
