ward,precinct,total,JAMES FITZGERALD SMITH,JAMES FITZGERALD SMITH Percent,ROGER G. FEIN,ROGER G. FEIN Percent,WILLIAM D. O'NEAL,WILLIAM D. O'NEAL Percent,THOMAS H. FEGAN,THOMAS H. FEGAN Percent,precinct_id
24,40,180,69,38.33,10,5.56,92,51.11,9,5.0,24040
24,41,106,45,42.45,7,6.6,45,42.45,9,8.49,24041
24,42,121,47,38.84,9,7.44,60,49.59,5,4.13,24042
24,43,120,51,42.5,12,10.0,47,39.17,10,8.33,24043
24,44,55,14,25.45,2,3.64,37,67.27,2,3.64,24044
24,45,113,40,35.4,5,4.42,59,52.21,9,7.96,24045
24,46,123,51,41.46,3,2.44,59,47.97,10,8.13,24046
24,47,110,55,50.0,9,8.18,40,36.36,6,5.45,24047
24,48,27,10,37.04,1,3.7,10,37.04,6,22.22,24048
24,49,166,52,31.33,13,7.83,92,55.42,9,5.42,24049
24,50,188,87,46.28,15,7.98,70,37.23,16,8.51,24050
24,51,198,60,30.3,18,9.09,106,53.54,14,7.07,24051
24,52,133,50,37.59,15,11.28,58,43.61,10,7.52,24052
24,53,94,36,38.3,7,7.45,41,43.62,10,10.64,24053
25,1,125,52,41.6,15,12.0,30,24.0,28,22.4,25001
25,2,136,69,50.74,19,13.97,31,22.79,17,12.5,25002
25,3,91,37,40.66,21,23.08,18,19.78,15,16.48,25003
25,4,229,96,41.92,32,13.97,61,26.64,40,17.47,25004
25,5,134,55,41.04,25,18.66,35,26.12,19,14.18,25005
25,6,158,59,37.34,26,16.46,32,20.25,41,25.95,25006
25,7,119,50,42.02,20,16.81,32,26.89,17,14.29,25007
25,8,148,72,48.65,27,18.24,37,25.0,12,8.11,25008
25,9,170,93,54.71,21,12.35,36,21.18,20,11.76,25009
25,10,43,20,46.51,4,9.3,15,34.88,4,9.3,25010
25,11,154,64,41.56,21,13.64,39,25.32,30,19.48,25011
25,12,129,52,40.31,27,20.93,25,19.38,25,19.38,25012
25,13,141,57,40.43,31,21.99,32,22.7,21,14.89,25013
25,14,83,30,36.14,20,24.1,19,22.89,14,16.87,25014
25,15,123,65,52.85,16,13.01,34,27.64,8,6.5,25015
25,16,46,22,47.83,5,10.87,8,17.39,11,23.91,25016
25,17,134,57,42.54,16,11.94,37,27.61,24,17.91,25017
25,18,117,50,42.74,16,13.68,38,32.48,13,11.11,25018
25,19,126,70,55.56,15,11.9,29,23.02,12,9.52,25019
25,20,187,77,41.18,29,15.51,48,25.67,33,17.65,25020
25,21,98,47,47.96,15,15.31,17,17.35,19,19.39,25021
25,22,96,44,45.83,15,15.63,18,18.75,19,19.79,25022
25,23,138,65,47.1,17,12.32,39,28.26,17,12.32,25023
25,24,120,68,56.67,9,7.5,28,23.33,15,12.5,25024
26,1,115,40,34.78,26,22.61,33,28.7,16,13.91,26001
26,2,97,36,37.11,14,14.43,34,35.05,13,13.4,26002
26,3,74,32,43.24,15,20.27,20,27.03,7,9.46,26003
26,4,117,43,36.75,21,17.95,35,29.91,18,15.38,26004
26,5,109,48,44.04,15,13.76,37,33.94,9,8.26,26005
26,6,121,54,44.63,15,12.4,38,31.4,14,11.57,26006
26,7,40,16,40.0,3,7.5,9,22.5,12,30.0,26007
26,8,64,20,31.25,12,18.75,11,17.19,21,32.81,26008
26,9,84,36,42.86,9,10.71,23,27.38,16,19.05,26009
26,10,100,36,36.0,14,14.0,37,37.0,13,13.0,26010
26,11,153,64,41.83,47,30.72,25,16.34,17,11.11,26011
26,12,94,35,37.23,17,18.09,27,28.72,15,15.96,26012
26,13,128,59,46.09,21,16.41,23,17.97,25,19.53,26013
26,14,159,75,47.17,20,12.58,50,31.45,14,8.81,26014
26,15,63,33,52.38,9,14.29,17,26.98,4,6.35,26015
26,16,106,34,32.08,23,21.7,39,36.79,10,9.43,26016
26,17,113,44,38.94,28,24.78,24,21.24,17,15.04,26017
26,18,128,60,46.88,13,10.16,35,27.34,20,15.63,26018
26,19,157,54,34.39,39,24.84,32,20.38,32,20.38,26019
26,20,66,28,42.42,9,13.64,17,25.76,12,18.18,26020
26,21,85,36,42.35,4,4.71,27,31.76,18,21.18,26021
26,22,57,24,42.11,9,15.79,18,31.58,6,10.53,26022
26,23,109,51,46.79,18,16.51,25,22.94,15,13.76,26023
26,24,147,55,37.41,31,21.09,30,20.41,31,21.09,26024
26,25,152,57,37.5,28,18.42,41,26.97,26,17.11,26025
26,26,51,21,41.18,6,11.76,18,35.29,6,11.76,26026
26,27,72,32,44.44,12,16.67,21,29.17,7,9.72,26027
26,28,160,46,28.75,54,33.75,36,22.5,24,15.0,26028
26,29,121,53,43.8,14,11.57,34,28.1,20,16.53,26029
26,30,127,38,29.92,25,19.69,35,27.56,29,22.83,26030
26,31,40,17,42.5,6,15.0,9,22.5,8,20.0,26031
26,32,133,49,36.84,30,22.56,27,20.3,27,20.3,26032
26,33,121,38,31.4,38,31.4,27,22.31,18,14.88,26033
26,34,125,43,34.4,30,24.0,30,24.0,22,17.6,26034
26,35,91,38,41.76,14,15.38,27,29.67,12,13.19,26035
26,36,138,50,36.23,39,28.26,32,23.19,17,12.32,26036
26,37,121,46,38.02,15,12.4,29,23.97,31,25.62,26037
26,38,89,33,37.08,26,29.21,13,14.61,17,19.1,26038
27,1,46,7,15.22,16,34.78,3,6.52,20,43.48,27001
27,2,111,43,38.74,22,19.82,38,34.23,8,7.21,27002
27,3,102,42,41.18,7,6.86,49,48.04,4,3.92,27003
27,4,73,28,38.36,12,16.44,28,38.36,5,6.85,27004
27,5,64,21,32.81,25,39.06,11,17.19,7,10.94,27005
27,6,85,37,43.53,19,22.35,19,22.35,10,11.76,27006
27,7,80,31,38.75,10,12.5,20,25.0,19,23.75,27007
27,8,66,24,36.36,13,19.7,24,36.36,5,7.58,27008
27,9,206,32,15.53,128,62.14,28,13.59,18,8.74,27009
27,10,209,78,37.32,38,18.18,71,33.97,22,10.53,27010
27,11,82,30,36.59,19,23.17,29,35.37,4,4.88,27011
27,12,50,16,32.0,4,8.0,22,44.0,8,16.0,27012
27,13,270,107,39.63,78,28.89,42,15.56,43,15.93,27013
27,14,61,22,36.07,29,47.54,7,11.48,3,4.92,27014
27,15,96,27,28.13,27,28.13,30,31.25,12,12.5,27015
27,16,91,21,23.08,32,35.16,14,15.38,24,26.37,27016
27,17,142,61,42.96,17,11.97,40,28.17,24,16.9,27017
27,18,50,16,32.0,11,22.0,11,22.0,12,24.0,27018
27,19,105,37,35.24,29,27.62,31,29.52,8,7.62,27019
27,20,132,64,48.48,32,24.24,31,23.48,5,3.79,27020
27,21,68,19,27.94,30,44.12,14,20.59,5,7.35,27021
27,22,120,47,39.17,43,35.83,26,21.67,4,3.33,27022
27,23,96,42,43.75,12,12.5,37,38.54,5,5.21,27023
27,24,151,53,35.1,61,40.4,25,16.56,12,7.95,27024
27,25,86,34,39.53,11,12.79,37,43.02,4,4.65,27025
27,26,233,95,40.77,43,18.45,81,34.76,14,6.01,27026
27,27,56,20,35.71,6,10.71,23,41.07,7,12.5,27027
27,28,115,44,38.26,38,33.04,14,12.17,19,16.52,27028
27,29,91,34,37.36,23,25.27,30,32.97,4,4.4,27029
27,30,66,15,22.73,22,33.33,12,18.18,17,25.76,27030
27,31,103,44,42.72,19,18.45,29,28.16,11,10.68,27031
27,32,95,30,31.58,25,26.32,21,22.11,19,20.0,27032
27,33,101,40,39.6,24,23.76,27,26.73,10,9.9,27033
27,34,125,35,28.0,39,31.2,42,33.6,9,7.2,27034
27,35,68,26,38.24,9,13.24,15,22.06,18,26.47,27035
27,36,142,63,44.37,16,11.27,56,39.44,7,4.93,27036
27,37,121,43,35.54,33,27.27,30,24.79,15,12.4,27037
27,38,89,18,20.22,28,31.46,19,21.35,24,26.97,27038
27,39,63,24,38.1,23,36.51,9,14.29,7,11.11,27039
27,40,88,32,36.36,28,31.82,23,26.14,5,5.68,27040
27,41,126,42,33.33,34,26.98,19,15.08,31,24.6,27041
27,42,68,14,20.59,24,35.29,15,22.06,15,22.06,27042
27,43,104,34,32.69,28,26.92,35,33.65,7,6.73,27043
27,44,158,63,39.87,27,17.09,60,37.97,8,5.06,27044
27,45,167,46,27.54,60,35.93,49,29.34,12,7.19,27045
27,46,150,24,16.0,58,38.67,55,36.67,13,8.67,27046
27,47,95,33,34.74,23,24.21,34,35.79,5,5.26,27047
27,48,158,59,37.34,26,16.46,58,36.71,15,9.49,27048
27,49,104,36,34.62,13,12.5,50,48.08,5,4.81,27049
27,50,150,38,25.33,41,27.33,28,18.67,43,28.67,27050
27,51,90,27,30.0,49,54.44,11,12.22,3,3.33,27051
27,52,47,7,14.89,33,70.21,6,12.77,1,2.13,27052
27,53,120,43,35.83,26,21.67,23,19.17,28,23.33,27053
27,54,84,27,32.14,26,30.95,13,15.48,18,21.43,27054
27,55,46,9,19.57,18,39.13,12,26.09,7,15.22,27055
27,56,75,11,14.67,24,32.0,14,18.67,26,34.67,27056
27,57,71,13,18.31,23,32.39,15,21.13,20,28.17,27057
27,58,108,24,22.22,29,26.85,29,26.85,26,24.07,27058
27,59,43,19,44.19,6,13.95,17,39.53,1,2.33,27059
28,1,160,60,37.5,47,29.38,38,23.75,15,9.38,28001
28,2,78,35,44.87,4,5.13,32,41.03,7,8.97,28002
28,3,100,27,27.0,6,6.0,61,61.0,6,6.0,28003
28,4,185,82,44.32,16,8.65,80,43.24,7,3.78,28004
28,5,124,53,42.74,13,10.48,49,39.52,9,7.26,28005
28,6,162,52,32.1,13,8.02,87,53.7,10,6.17,28006
28,7,187,74,39.57,8,4.28,95,50.8,10,5.35,28007
28,8,76,39,51.32,8,10.53,26,34.21,3,3.95,28008
28,9,139,39,28.06,9,6.47,83,59.71,8,5.76,28009
28,10,157,56,35.67,6,3.82,85,54.14,10,6.37,28010
28,11,110,35,31.82,9,8.18,55,50.0,11,10.0,28011
28,12,96,38,39.58,7,7.29,40,41.67,11,11.46,28012
28,13,114,31,27.19,5,4.39,67,58.77,11,9.65,28013
28,14,42,15,35.71,5,11.9,17,40.48,5,11.9,28014
28,15,65,22,33.85,0,0.0,37,56.92,6,9.23,28015
28,16,113,53,46.9,4,3.54,48,42.48,8,7.08,28016
28,17,71,32,45.07,3,4.23,31,43.66,5,7.04,28017
28,18,155,56,36.13,7,4.52,79,50.97,13,8.39,28018
28,19,126,42,33.33,13,10.32,67,53.17,4,3.17,28019
28,20,150,62,41.33,14,9.33,69,46.0,5,3.33,28020
28,21,124,41,33.06,10,8.06,67,54.03,6,4.84,28021
28,22,122,32,26.23,5,4.1,78,63.93,7,5.74,28022
28,23,132,50,37.88,7,5.3,69,52.27,6,4.55,28023
28,24,69,24,34.78,7,10.14,28,40.58,10,14.49,28024
28,25,128,35,27.34,7,5.47,80,62.5,6,4.69,28025
28,26,110,34,30.91,5,4.55,66,60.0,5,4.55,28026
28,27,63,22,34.92,2,3.17,35,55.56,4,6.35,28027
28,28,105,37,35.24,10,9.52,50,47.62,8,7.62,28028
28,29,133,52,39.1,15,11.28,56,42.11,10,7.52,28029
28,30,72,32,44.44,4,5.56,30,41.67,6,8.33,28030
28,31,109,46,42.2,10,9.17,47,43.12,6,5.5,28031
28,32,106,44,41.51,11,10.38,37,34.91,14,13.21,28032
28,33,89,35,39.33,7,7.87,41,46.07,6,6.74,28033
28,34,133,50,37.59,11,8.27,60,45.11,12,9.02,28034
28,35,93,33,35.48,11,11.83,42,45.16,7,7.53,28035
28,36,117,28,23.93,9,7.69,75,64.1,5,4.27,28036
28,37,145,51,35.17,11,7.59,72,49.66,11,7.59,28037
28,38,92,32,34.78,5,5.43,48,52.17,7,7.61,28038
28,39,52,22,42.31,6,11.54,21,40.38,3,5.77,28039
28,40,128,50,39.06,6,4.69,61,47.66,11,8.59,28040
28,41,72,23,31.94,9,12.5,36,50.0,4,5.56,28041
28,42,86,28,32.56,4,4.65,51,59.3,3,3.49,28042
28,43,75,27,36.0,3,4.0,38,50.67,7,9.33,28043
28,44,69,31,44.93,2,2.9,29,42.03,7,10.14,28044
28,45,74,24,32.43,3,4.05,43,58.11,4,5.41,28045
28,46,94,36,38.3,8,8.51,47,50.0,3,3.19,28046
28,47,109,38,34.86,8,7.34,56,51.38,7,6.42,28047
28,48,29,6,20.69,1,3.45,20,68.97,2,6.9,28048
28,49,79,24,30.38,9,11.39,41,51.9,5,6.33,28049
28,50,55,19,34.55,4,7.27,26,47.27,6,10.91,28050
28,51,91,26,28.57,7,7.69,52,57.14,6,6.59,28051
28,52,117,33,28.21,15,12.82,66,56.41,3,2.56,28052
28,53,40,21,52.5,5,12.5,10,25.0,4,10.0,28053
28,54,65,32,49.23,5,7.69,25,38.46,3,4.62,28054
28,55,72,32,44.44,6,8.33,26,36.11,8,11.11,28055
28,56,87,37,42.53,10,11.49,30,34.48,10,11.49,28056
28,57,116,45,38.79,9,7.76,53,45.69,9,7.76,28057
28,58,71,29,40.85,4,5.63,32,45.07,6,8.45,28058
28,59,90,22,24.44,5,5.56,60,66.67,3,3.33,28059
28,60,88,31,35.23,5,5.68,47,53.41,5,5.68,28060
28,61,60,26,43.33,5,8.33,23,38.33,6,10.0,28061
29,1,163,55,33.74,66,40.49,31,19.02,11,6.75,29001
29,2,75,27,36.0,14,18.67,23,30.67,11,14.67,29002
29,3,146,40,27.4,43,29.45,52,35.62,11,7.53,29003
29,4,179,57,31.84,54,30.17,57,31.84,11,6.15,29004
29,5,182,55,30.22,73,40.11,46,25.27,8,4.4,29005
29,6,55,21,38.18,16,29.09,14,25.45,4,7.27,29006
29,7,125,53,42.4,23,18.4,29,23.2,20,16.0,29007
29,8,170,58,34.12,52,30.59,42,24.71,18,10.59,29008
29,9,127,49,38.58,31,24.41,37,29.13,10,7.87,29009
29,10,175,28,16.0,114,65.14,26,14.86,7,4.0,29010
29,11,146,50,34.25,42,28.77,40,27.4,14,9.59,29011
29,12,136,51,37.5,33,24.26,42,30.88,10,7.35,29012
29,13,197,56,28.43,81,41.12,50,25.38,10,5.08,29013
29,14,153,39,25.49,54,35.29,52,33.99,8,5.23,29014
29,15,174,59,33.91,37,21.26,67,38.51,11,6.32,29015
29,16,166,37,22.29,111,66.87,18,10.84,0,0.0,29016
29,17,127,51,40.16,23,18.11,37,29.13,16,12.6,29017
29,18,199,37,18.59,91,45.73,63,31.66,8,4.02,29018
29,19,144,49,34.03,58,40.28,27,18.75,10,6.94,29019
29,20,191,65,34.03,62,32.46,51,26.7,13,6.81,29020
29,21,122,48,39.34,30,24.59,36,29.51,8,6.56,29021
29,22,105,33,31.43,28,26.67,27,25.71,17,16.19,29022
29,23,108,41,37.96,31,28.7,29,26.85,7,6.48,29023
29,24,174,68,39.08,34,19.54,60,34.48,12,6.9,29024
29,25,218,45,20.64,124,56.88,38,17.43,11,5.05,29025
29,26,154,46,29.87,57,37.01,43,27.92,8,5.19,29026
29,27,105,44,41.9,24,22.86,29,27.62,8,7.62,29027
29,28,117,38,32.48,39,33.33,34,29.06,6,5.13,29028
29,29,248,71,28.63,105,42.34,63,25.4,9,3.63,29029
29,30,146,47,32.19,51,34.93,36,24.66,12,8.22,29030
29,31,156,50,32.05,36,23.08,55,35.26,15,9.62,29031
29,32,166,55,33.13,37,22.29,59,35.54,15,9.04,29032
29,33,145,33,22.76,40,27.59,59,40.69,13,8.97,29033
29,34,112,34,30.36,31,27.68,37,33.04,10,8.93,29034
29,35,232,31,13.36,157,67.67,36,15.52,8,3.45,29035
29,36,199,53,26.63,89,44.72,50,25.13,7,3.52,29036
29,37,155,51,32.9,35,22.58,52,33.55,17,10.97,29037
29,38,156,57,36.54,36,23.08,52,33.33,11,7.05,29038
29,39,130,46,35.38,23,17.69,36,27.69,25,19.23,29039
29,40,237,75,31.65,84,35.44,62,26.16,16,6.75,29040
29,41,217,68,31.34,71,32.72,55,25.35,23,10.6,29041
29,42,115,32,27.83,50,43.48,29,25.22,4,3.48,29042
29,43,221,74,33.48,62,28.05,70,31.67,15,6.79,29043
29,44,164,45,27.44,43,26.22,51,31.1,25,15.24,29044
29,45,141,44,31.21,53,37.59,38,26.95,6,4.26,29045
29,46,134,44,32.84,32,23.88,51,38.06,7,5.22,29046
29,47,243,73,30.04,60,24.69,87,35.8,23,9.47,29047
29,48,58,17,29.31,16,27.59,13,22.41,12,20.69,29048
29,49,244,66,27.05,112,45.9,55,22.54,11,4.51,29049
29,50,205,62,30.24,67,32.68,65,31.71,11,5.37,29050
29,51,155,58,37.42,23,14.84,62,40.0,12,7.74,29051
29,52,123,55,44.72,18,14.63,35,28.46,15,12.2,29052
29,53,93,32,34.41,19,20.43,29,31.18,13,13.98,29053
29,54,117,41,35.04,36,30.77,23,19.66,17,14.53,29054
29,55,32,19,59.38,5,15.63,7,21.88,1,3.13,29055
29,56,123,45,36.59,30,24.39,43,34.96,5,4.07,29056
30,1,179,39,21.79,64,35.75,28,15.64,48,26.82,30001
30,2,121,39,32.23,25,20.66,34,28.1,23,19.01,30002
30,3,196,74,37.76,49,25.0,34,17.35,39,19.9,30003
30,4,200,76,38.0,58,29.0,41,20.5,25,12.5,30004
30,5,90,35,38.89,19,21.11,21,23.33,15,16.67,30005
30,6,137,31,22.63,48,35.04,30,21.9,28,20.44,30006
30,7,149,48,32.21,49,32.89,34,22.82,18,12.08,30007
30,8,168,62,36.9,44,26.19,37,22.02,25,14.88,30008
30,9,258,108,41.86,58,22.48,53,20.54,39,15.12,30009
30,10,125,51,40.8,22,17.6,36,28.8,16,12.8,30010
30,11,130,52,40.0,14,10.77,42,32.31,22,16.92,30011
30,12,146,47,32.19,36,24.66,25,17.12,38,26.03,30012
30,13,93,30,32.26,23,24.73,24,25.81,16,17.2,30013
30,14,111,34,30.63,36,32.43,25,22.52,16,14.41,30014
30,15,165,58,35.15,35,21.21,35,21.21,37,22.42,30015
30,16,109,34,31.19,24,22.02,33,30.28,18,16.51,30016
30,17,82,40,48.78,8,9.76,24,29.27,10,12.2,30017
30,18,177,65,36.72,69,38.98,27,15.25,16,9.04,30018
30,19,166,67,40.36,41,24.7,36,21.69,22,13.25,30019
30,20,75,34,45.33,9,12.0,20,26.67,12,16.0,30020
30,21,36,12,33.33,1,2.78,16,44.44,7,19.44,30021
30,22,116,21,18.1,43,37.07,20,17.24,32,27.59,30022
30,23,99,35,35.35,23,23.23,25,25.25,16,16.16,30023
30,24,78,27,34.62,22,28.21,18,23.08,11,14.1,30024
30,25,132,54,40.91,31,23.48,26,19.7,21,15.91,30025
30,26,143,51,35.66,37,25.87,40,27.97,15,10.49,30026
30,27,113,41,36.28,19,16.81,32,28.32,21,18.58,30027
30,28,144,43,29.86,41,28.47,35,24.31,25,17.36,30028
30,29,131,54,41.22,21,16.03,28,21.37,28,21.37,30029
30,30,162,58,35.8,59,36.42,27,16.67,18,11.11,30030
30,31,114,43,37.72,19,16.67,37,32.46,15,13.16,30031
30,32,145,36,24.83,36,24.83,37,25.52,36,24.83,30032
30,33,98,35,35.71,21,21.43,31,31.63,11,11.22,30033
30,34,263,107,40.68,61,23.19,58,22.05,37,14.07,30034
30,35,100,36,36.0,22,22.0,23,23.0,19,19.0,30035
30,36,119,46,38.66,33,27.73,29,24.37,11,9.24,30036
30,37,107,43,40.19,19,17.76,29,27.1,16,14.95,30037
30,38,161,42,26.09,46,28.57,32,19.88,41,25.47,30038
30,39,120,52,43.33,31,25.83,22,18.33,15,12.5,30039
30,40,129,41,31.78,59,45.74,18,13.95,11,8.53,30040
30,41,50,21,42.0,8,16.0,12,24.0,9,18.0,30041
30,42,150,64,42.67,20,13.33,44,29.33,22,14.67,30042
30,43,106,45,42.45,18,16.98,35,33.02,8,7.55,30043
30,44,168,56,33.33,34,20.24,35,20.83,43,25.6,30044
30,45,108,43,39.81,13,12.04,36,33.33,16,14.81,30045
31,1,77,36,46.75,4,5.19,26,33.77,11,14.29,31001
31,2,105,40,38.1,19,18.1,26,24.76,20,19.05,31002
31,3,94,44,46.81,11,11.7,34,36.17,5,5.32,31003
31,4,157,80,50.96,16,10.19,39,24.84,22,14.01,31004
31,5,87,36,41.38,15,17.24,17,19.54,19,21.84,31005
31,6,38,13,34.21,10,26.32,5,13.16,10,26.32,31006
31,7,82,39,47.56,10,12.2,24,29.27,9,10.98,31007
31,8,60,21,35.0,9,15.0,22,36.67,8,13.33,31008
31,9,71,29,40.85,11,15.49,20,28.17,11,15.49,31009
31,10,88,41,46.59,21,23.86,18,20.45,8,9.09,31010
31,11,80,39,48.75,8,10.0,21,26.25,12,15.0,31011
31,12,128,41,32.03,29,22.66,42,32.81,16,12.5,31012
31,13,85,36,42.35,14,16.47,19,22.35,16,18.82,31013
31,14,116,55,47.41,23,19.83,28,24.14,10,8.62,31014
31,15,90,37,41.11,7,7.78,35,38.89,11,12.22,31015
31,16,71,26,36.62,9,12.68,22,30.99,14,19.72,31016
31,17,134,63,47.01,21,15.67,38,28.36,12,8.96,31017
31,18,29,8,27.59,6,20.69,8,27.59,7,24.14,31018
31,19,14,4,28.57,1,7.14,6,42.86,3,21.43,31019
31,20,77,28,36.36,6,7.79,30,38.96,13,16.88,31020
31,21,83,35,42.17,10,12.05,26,31.33,12,14.46,31021
31,22,99,49,49.49,14,14.14,22,22.22,14,14.14,31022
31,23,95,37,38.95,19,20.0,24,25.26,15,15.79,31023
31,24,148,68,45.95,23,15.54,42,28.38,15,10.14,31024
31,25,107,41,38.32,18,16.82,38,35.51,10,9.35,31025
31,26,64,28,43.75,8,12.5,24,37.5,4,6.25,31026
31,27,79,34,43.04,14,17.72,21,26.58,10,12.66,31027
31,28,94,36,38.3,12,12.77,28,29.79,18,19.15,31028
31,29,58,20,34.48,11,18.97,21,36.21,6,10.34,31029
31,30,101,36,35.64,18,17.82,26,25.74,21,20.79,31030
31,31,145,61,42.07,20,13.79,34,23.45,30,20.69,31031
31,32,72,38,52.78,11,15.28,16,22.22,7,9.72,31032
31,33,151,64,42.38,33,21.85,38,25.17,16,10.6,31033
31,34,116,46,39.66,15,12.93,40,34.48,15,12.93,31034
31,35,68,33,48.53,8,11.76,19,27.94,8,11.76,31035
31,36,145,50,34.48,43,29.66,36,24.83,16,11.03,31036
31,37,101,43,42.57,9,8.91,33,32.67,16,15.84,31037
31,38,94,40,42.55,19,20.21,28,29.79,7,7.45,31038
31,39,70,34,48.57,3,4.29,22,31.43,11,15.71,31039
31,40,100,40,40.0,16,16.0,33,33.0,11,11.0,31040
31,41,73,35,47.95,8,10.96,17,23.29,13,17.81,31041
31,42,69,24,34.78,6,8.7,30,43.48,9,13.04,31042
31,43,71,32,45.07,7,9.86,20,28.17,12,16.9,31043
31,44,86,39,45.35,14,16.28,23,26.74,10,11.63,31044
31,45,67,36,53.73,5,7.46,17,25.37,9,13.43,31045
32,1,107,39,36.45,26,24.3,21,19.63,21,19.63,32001
32,2,94,28,29.79,22,23.4,19,20.21,25,26.6,32002
32,3,87,29,33.33,26,29.89,18,20.69,14,16.09,32003
32,4,168,55,32.74,47,27.98,23,13.69,43,25.6,32004
32,5,94,36,38.3,12,12.77,21,22.34,25,26.6,32005
32,6,126,54,42.86,20,15.87,26,20.63,26,20.63,32006
32,7,80,18,22.5,28,35.0,15,18.75,19,23.75,32007
32,8,114,31,27.19,25,21.93,17,14.91,41,35.96,32008
32,9,192,48,25.0,37,19.27,43,22.4,64,33.33,32009
32,10,79,17,21.52,22,27.85,10,12.66,30,37.97,32010
32,11,127,49,38.58,33,25.98,22,17.32,23,18.11,32011
32,12,77,29,37.66,12,15.58,22,28.57,14,18.18,32012
32,13,86,20,23.26,32,37.21,13,15.12,21,24.42,32013
32,14,60,18,30.0,13,21.67,17,28.33,12,20.0,32014
32,15,115,36,31.3,20,17.39,35,30.43,24,20.87,32015
32,16,143,41,28.67,41,28.67,27,18.88,34,23.78,32016
32,17,107,33,30.84,23,21.5,33,30.84,18,16.82,32017
32,18,89,22,24.72,27,30.34,20,22.47,20,22.47,32018
32,19,225,55,24.44,67,29.78,57,25.33,46,20.44,32019
32,20,116,34,29.31,28,24.14,24,20.69,30,25.86,32020
32,21,137,49,35.77,19,13.87,28,20.44,41,29.93,32021
32,22,139,29,20.86,50,35.97,29,20.86,31,22.3,32022
32,23,101,28,27.72,23,22.77,19,18.81,31,30.69,32023
32,24,102,19,18.63,30,29.41,24,23.53,29,28.43,32024
32,25,141,46,32.62,42,29.79,30,21.28,23,16.31,32025
32,26,121,39,32.23,34,28.1,26,21.49,22,18.18,32026
32,27,102,33,32.35,24,23.53,18,17.65,27,26.47,32027
32,28,73,23,31.51,17,23.29,16,21.92,17,23.29,32028
32,29,106,39,36.79,21,19.81,27,25.47,19,17.92,32029
32,30,102,31,30.39,23,22.55,21,20.59,27,26.47,32030
32,31,135,37,27.41,43,31.85,22,16.3,33,24.44,32031
32,32,107,26,24.3,23,21.5,27,25.23,31,28.97,32032
32,33,94,37,39.36,29,30.85,14,14.89,14,14.89,32033
32,34,137,43,31.39,43,31.39,27,19.71,24,17.52,32034
32,35,155,46,29.68,42,27.1,36,23.23,31,20.0,32035
32,36,173,49,28.32,49,28.32,32,18.5,43,24.86,32036
32,37,114,37,32.46,20,17.54,24,21.05,33,28.95,32037
32,38,146,42,28.77,34,23.29,34,23.29,36,24.66,32038
32,39,112,31,27.68,27,24.11,17,15.18,37,33.04,32039
32,40,129,48,37.21,27,20.93,19,14.73,35,27.13,32040
32,41,171,51,29.82,40,23.39,45,26.32,35,20.47,32041
32,42,155,48,30.97,44,28.39,22,14.19,41,26.45,32042
32,43,142,38,26.76,35,24.65,22,15.49,47,33.1,32043
32,44,109,31,28.44,32,29.36,19,17.43,27,24.77,32044
32,45,155,51,32.9,42,27.1,23,14.84,39,25.16,32045
32,46,25,8,32.0,8,32.0,5,20.0,4,16.0,32046
32,47,58,23,39.66,17,29.31,6,10.34,12,20.69,32047
32,48,112,31,27.68,25,22.32,22,19.64,34,30.36,32048
33,1,176,57,32.39,61,34.66,45,25.57,13,7.39,33001
33,2,251,61,24.3,125,49.8,41,16.33,24,9.56,33002
33,3,142,54,38.03,35,24.65,24,16.9,29,20.42,33003
33,4,198,58,29.29,79,39.9,40,20.2,21,10.61,33004
33,5,138,56,40.58,29,21.01,29,21.01,24,17.39,33005
33,6,192,69,35.94,71,36.98,36,18.75,16,8.33,33006
33,7,225,42,18.67,69,30.67,38,16.89,76,33.78,33007
33,8,140,31,22.14,56,40.0,16,11.43,37,26.43,33008
33,9,159,39,24.53,51,32.08,34,21.38,35,22.01,33009
33,10,189,49,25.93,74,39.15,37,19.58,29,15.34,33010
33,11,165,33,20.0,48,29.09,37,22.42,47,28.48,33011
33,12,216,60,27.78,73,33.8,42,19.44,41,18.98,33012
33,13,211,63,29.86,89,42.18,41,19.43,18,8.53,33013
33,14,129,32,24.81,45,34.88,33,25.58,19,14.73,33014
33,15,50,17,34.0,11,22.0,10,20.0,12,24.0,33015
33,16,168,54,32.14,49,29.17,43,25.6,22,13.1,33016
33,17,189,69,36.51,58,30.69,39,20.63,23,12.17,33017
33,18,57,10,17.54,19,33.33,19,33.33,9,15.79,33018
33,19,139,42,30.22,42,30.22,32,23.02,23,16.55,33019
33,20,166,57,34.34,48,28.92,34,20.48,27,16.27,33020
33,21,161,65,40.37,50,31.06,29,18.01,17,10.56,33021
33,22,290,73,25.17,138,47.59,50,17.24,29,10.0,33022
33,23,201,58,28.86,79,39.3,42,20.9,22,10.95,33023
33,24,203,52,25.62,69,33.99,36,17.73,46,22.66,33024
33,25,265,79,29.81,94,35.47,50,18.87,42,15.85,33025
33,26,142,52,36.62,41,28.87,22,15.49,27,19.01,33026
33,27,266,64,24.06,130,48.87,34,12.78,38,14.29,33027
33,28,187,47,25.13,60,32.09,24,12.83,56,29.95,33028
33,29,164,50,30.49,63,38.41,31,18.9,20,12.2,33029
33,30,154,39,25.32,65,42.21,31,20.13,19,12.34,33030
