ward,precinct,total,NANCY A. DONAHOE,NANCY A. DONAHOE Percent,ROBERT BRENNAN QUINLIVAN,ROBERT BRENNAN QUINLIVAN Percent,MARGARET ANN BRENNAN,MARGARET ANN BRENNAN Percent,precinct_id
10,23,114,44,38.6,40,35.09,30,26.32,10023
10,24,108,37,34.26,23,21.3,48,44.44,10024
10,25,147,44,29.93,35,23.81,68,46.26,10025
10,26,95,27,28.42,29,30.53,39,41.05,10026
10,27,179,82,45.81,35,19.55,62,34.64,10027
10,28,143,39,27.27,39,27.27,65,45.45,10028
10,29,160,41,25.63,42,26.25,77,48.13,10029
10,30,124,53,42.74,25,20.16,46,37.1,10030
10,31,116,42,36.21,41,35.34,33,28.45,10031
10,32,118,45,38.14,27,22.88,46,38.98,10032
10,33,122,35,28.69,39,31.97,48,39.34,10033
10,34,111,43,38.74,33,29.73,35,31.53,10034
10,35,112,46,41.07,24,21.43,42,37.5,10035
10,36,153,51,33.33,46,30.07,56,36.6,10036
10,37,100,26,26.0,25,25.0,49,49.0,10037
10,38,163,59,36.2,47,28.83,57,34.97,10038
10,39,121,43,35.54,32,26.45,46,38.02,10039
10,40,102,35,34.31,26,25.49,41,40.2,10040
10,41,237,89,37.55,71,29.96,77,32.49,10041
10,42,134,58,43.28,33,24.63,43,32.09,10042
10,43,107,42,39.25,26,24.3,39,36.45,10043
10,44,116,39,33.62,31,26.72,46,39.66,10044
10,45,149,52,34.9,39,26.17,58,38.93,10045
10,46,120,54,45.0,31,25.83,35,29.17,10046
11,1,179,37,20.67,104,58.1,38,21.23,11001
11,2,159,36,22.64,85,53.46,38,23.9,11002
11,3,187,39,20.86,121,64.71,27,14.44,11003
11,4,245,52,21.22,156,63.67,37,15.1,11004
11,5,124,35,28.23,71,57.26,18,14.52,11005
11,6,250,72,28.8,120,48.0,58,23.2,11006
11,7,189,27,14.29,140,74.07,22,11.64,11007
11,8,173,55,31.79,72,41.62,46,26.59,11008
11,9,205,25,12.2,154,75.12,26,12.68,11009
11,10,123,22,17.89,77,62.6,24,19.51,11010
11,11,212,48,22.64,124,58.49,40,18.87,11011
11,12,229,27,11.79,159,69.43,43,18.78,11012
11,13,221,17,7.69,187,84.62,17,7.69,11013
11,14,62,19,30.65,36,58.06,7,11.29,11014
11,15,185,35,18.92,111,60.0,39,21.08,11015
11,16,207,37,17.87,125,60.39,45,21.74,11016
11,17,228,59,25.88,112,49.12,57,25.0,11017
11,18,141,33,23.4,79,56.03,29,20.57,11018
11,19,166,42,25.3,102,61.45,22,13.25,11019
11,20,263,39,14.83,195,74.14,29,11.03,11020
11,21,334,55,16.47,236,70.66,43,12.87,11021
11,22,106,34,32.08,44,41.51,28,26.42,11022
11,23,132,33,25.0,67,50.76,32,24.24,11023
11,24,301,33,10.96,238,79.07,30,9.97,11024
11,25,139,18,12.95,105,75.54,16,11.51,11025
11,26,270,70,25.93,150,55.56,50,18.52,11026
11,27,34,13,38.24,8,23.53,13,38.24,11027
11,28,33,9,27.27,23,69.7,1,3.03,11028
11,29,244,66,27.05,134,54.92,44,18.03,11029
11,30,152,52,34.21,71,46.71,29,19.08,11030
11,31,49,13,26.53,25,51.02,11,22.45,11031
11,32,181,26,14.36,128,70.72,27,14.92,11032
11,33,142,33,23.24,53,37.32,56,39.44,11033
11,34,105,20,19.05,58,55.24,27,25.71,11034
11,35,257,46,17.9,177,68.87,34,13.23,11035
11,36,98,29,29.59,48,48.98,21,21.43,11036
11,37,373,57,15.28,266,71.31,50,13.4,11037
11,38,295,58,19.66,199,67.46,38,12.88,11038
11,39,282,41,14.54,200,70.92,41,14.54,11039
11,40,216,39,18.06,146,67.59,31,14.35,11040
11,41,142,32,22.54,92,64.79,18,12.68,11041
11,42,134,19,14.18,103,76.87,12,8.96,11042
11,43,205,34,16.59,144,70.24,27,13.17,11043
11,44,176,35,19.89,95,53.98,46,26.14,11044
11,45,108,20,18.52,71,65.74,17,15.74,11045
11,46,100,26,26.0,54,54.0,20,20.0,11046
11,47,177,50,28.25,103,58.19,24,13.56,11047
11,48,125,19,15.2,79,63.2,27,21.6,11048
11,49,145,23,15.86,96,66.21,26,17.93,11049
11,50,100,13,13.0,71,71.0,16,16.0,11050
11,51,190,33,17.37,131,68.95,26,13.68,11051
11,52,180,54,30.0,102,56.67,24,13.33,11052
11,53,198,26,13.13,155,78.28,17,8.59,11053
11,54,71,4,5.63,62,87.32,5,7.04,11054
12,1,58,23,39.66,16,27.59,19,32.76,12001
12,2,76,23,30.26,25,32.89,28,36.84,12002
12,3,74,32,43.24,24,32.43,18,24.32,12003
12,4,80,31,38.75,22,27.5,27,33.75,12004
12,5,33,14,42.42,12,36.36,7,21.21,12005
12,6,65,29,44.62,18,27.69,18,27.69,12006
12,7,82,34,41.46,28,34.15,20,24.39,12007
12,8,95,31,32.63,25,26.32,39,41.05,12008
12,9,53,20,37.74,19,35.85,14,26.42,12009
12,10,70,20,28.57,29,41.43,21,30.0,12010
12,11,90,34,37.78,20,22.22,36,40.0,12011
12,12,52,19,36.54,19,36.54,14,26.92,12012
12,13,67,20,29.85,20,29.85,27,40.3,12013
12,14,108,37,34.26,35,32.41,36,33.33,12014
12,15,101,30,29.7,31,30.69,40,39.6,12015
12,16,92,32,34.78,36,39.13,24,26.09,12016
12,17,26,10,38.46,8,30.77,8,30.77,12017
12,18,61,23,37.7,22,36.07,16,26.23,12018
12,19,72,27,37.5,17,23.61,28,38.89,12019
12,20,101,32,31.68,32,31.68,37,36.63,12020
12,21,95,41,43.16,23,24.21,31,32.63,12021
12,22,80,29,36.25,26,32.5,25,31.25,12022
12,23,75,33,44.0,20,26.67,22,29.33,12023
12,24,32,17,53.13,7,21.88,8,25.0,12024
12,25,115,49,42.61,36,31.3,30,26.09,12025
12,26,56,19,33.93,16,28.57,21,37.5,12026
12,27,44,21,47.73,13,29.55,10,22.73,12027
12,28,78,26,33.33,27,34.62,25,32.05,12028
12,29,127,46,36.22,30,23.62,51,40.16,12029
12,30,85,35,41.18,26,30.59,24,28.24,12030
13,1,163,62,38.04,50,30.67,51,31.29,13001
13,2,171,44,25.73,72,42.11,55,32.16,13002
13,3,224,49,21.88,124,55.36,51,22.77,13003
13,4,234,41,17.52,146,62.39,47,20.09,13004
13,5,167,33,19.76,94,56.29,40,23.95,13005
13,6,177,55,31.07,74,41.81,48,27.12,13006
13,7,239,38,15.9,166,69.46,35,14.64,13007
13,8,211,47,22.27,122,57.82,42,19.91,13008
13,9,243,45,18.52,149,61.32,49,20.16,13009
13,10,205,67,32.68,79,38.54,59,28.78,13010
13,11,170,51,30.0,77,45.29,42,24.71,13011
13,12,234,38,16.24,157,67.09,39,16.67,13012
13,13,305,36,11.8,235,77.05,34,11.15,13013
13,14,174,32,18.39,117,67.24,25,14.37,13014
13,15,257,31,12.06,190,73.93,36,14.01,13015
13,16,207,39,18.84,127,61.35,41,19.81,13016
13,17,140,23,16.43,74,52.86,43,30.71,13017
13,18,187,47,25.13,89,47.59,51,27.27,13018
13,19,178,31,17.42,99,55.62,48,26.97,13019
13,20,205,52,25.37,107,52.2,46,22.44,13020
13,21,191,36,18.85,124,64.92,31,16.23,13021
13,22,229,57,24.89,114,49.78,58,25.33,13022
13,23,220,28,12.73,161,73.18,31,14.09,13023
13,24,284,67,23.59,149,52.46,68,23.94,13024
13,25,174,44,25.29,98,56.32,32,18.39,13025
13,26,180,48,26.67,99,55.0,33,18.33,13026
13,27,223,41,18.39,128,57.4,54,24.22,13027
13,28,186,42,22.58,107,57.53,37,19.89,13028
13,29,215,55,25.58,118,54.88,42,19.53,13029
13,30,196,54,27.55,86,43.88,56,28.57,13030
13,31,201,40,19.9,122,60.7,39,19.4,13031
13,32,162,44,27.16,57,35.19,61,37.65,13032
13,33,178,28,15.73,96,53.93,54,30.34,13033
13,34,220,40,18.18,147,66.82,33,15.0,13034
13,35,258,35,13.57,174,67.44,49,18.99,13035
13,36,149,39,26.17,74,49.66,36,24.16,13036
13,37,160,34,21.25,97,60.63,29,18.13,13037
13,38,99,21,21.21,51,51.52,27,27.27,13038
13,39,200,49,24.5,116,58.0,35,17.5,13039
13,40,171,45,26.32,89,52.05,37,21.64,13040
13,41,171,45,26.32,87,50.88,39,22.81,13041
13,42,295,52,17.63,198,67.12,45,15.25,13042
13,43,238,55,23.11,146,61.34,37,15.55,13043
13,44,130,36,27.69,66,50.77,28,21.54,13044
13,45,190,33,17.37,114,60.0,43,22.63,13045
13,46,239,39,16.32,161,67.36,39,16.32,13046
13,47,171,39,22.81,87,50.88,45,26.32,13047
13,48,172,50,29.07,68,39.53,54,31.4,13048
13,49,140,26,18.57,80,57.14,34,24.29,13049
13,50,308,29,9.42,250,81.17,29,9.42,13050
13,51,200,38,19.0,125,62.5,37,18.5,13051
13,52,246,59,23.98,145,58.94,42,17.07,13052
13,53,239,49,20.5,107,44.77,83,34.73,13053
13,54,266,49,18.42,177,66.54,40,15.04,13054
13,55,240,58,24.17,133,55.42,49,20.42,13055
13,56,299,43,14.38,206,68.9,50,16.72,13056
13,57,230,50,21.74,130,56.52,50,21.74,13057
13,58,309,41,13.27,236,76.38,32,10.36,13058
13,59,163,39,23.93,73,44.79,51,31.29,13059
13,60,329,27,8.21,286,86.93,16,4.86,13060
13,61,308,58,18.83,204,66.23,46,14.94,13061
13,62,266,52,19.55,173,65.04,41,15.41,13062
13,63,253,63,24.9,143,56.52,47,18.58,13063
14,1,144,26,18.06,91,63.19,27,18.75,14001
14,2,127,37,29.13,52,40.94,38,29.92,14002
14,3,186,40,21.51,123,66.13,23,12.37,14003
14,4,123,28,22.76,61,49.59,34,27.64,14004
14,5,185,26,14.05,137,74.05,22,11.89,14005
14,6,135,31,22.96,80,59.26,24,17.78,14006
14,7,136,27,19.85,77,56.62,32,23.53,14007
14,8,140,44,31.43,60,42.86,36,25.71,14008
14,9,140,38,27.14,64,45.71,38,27.14,14009
14,10,75,17,22.67,35,46.67,23,30.67,14010
14,11,132,27,20.45,74,56.06,31,23.48,14011
14,12,100,13,13.0,59,59.0,28,28.0,14012
14,13,161,46,28.57,70,43.48,45,27.95,14013
14,14,77,23,29.87,33,42.86,21,27.27,14014
14,15,69,22,31.88,31,44.93,16,23.19,14015
14,16,127,47,37.01,49,38.58,31,24.41,14016
14,17,114,27,23.68,54,47.37,33,28.95,14017
14,18,117,37,31.62,52,44.44,28,23.93,14018
14,19,222,45,20.27,145,65.32,32,14.41,14019
14,20,118,32,27.12,49,41.53,37,31.36,14020
14,21,219,38,17.35,131,59.82,50,22.83,14021
14,22,148,35,23.65,89,60.14,24,16.22,14022
14,23,119,28,23.53,64,53.78,27,22.69,14023
14,24,131,36,27.48,67,51.15,28,21.37,14024
14,25,132,44,33.33,51,38.64,37,28.03,14025
14,26,119,23,19.33,64,53.78,32,26.89,14026
14,27,221,32,14.48,152,68.78,37,16.74,14027
14,28,110,39,35.45,41,37.27,30,27.27,14028
14,29,178,29,16.29,103,57.87,46,25.84,14029
14,30,123,41,33.33,52,42.28,30,24.39,14030
14,31,131,26,19.85,87,66.41,18,13.74,14031
14,32,165,35,21.21,92,55.76,38,23.03,14032
14,33,119,13,10.92,80,67.23,26,21.85,14033
14,34,136,17,12.5,105,77.21,14,10.29,14034
14,35,71,22,30.99,32,45.07,17,23.94,14035
14,36,160,48,30.0,72,45.0,40,25.0,14036
14,37,144,29,20.14,84,58.33,31,21.53,14037
14,38,116,30,25.86,54,46.55,32,27.59,14038
14,39,138,37,26.81,73,52.9,28,20.29,14039
14,40,116,19,16.38,76,65.52,21,18.1,14040
14,41,191,29,15.18,128,67.02,34,17.8,14041
14,42,92,22,23.91,44,47.83,26,28.26,14042
14,43,162,49,30.25,70,43.21,43,26.54,14043
14,44,163,35,21.47,94,57.67,34,20.86,14044
14,45,145,30,20.69,83,57.24,32,22.07,14045
14,46,212,35,16.51,149,70.28,28,13.21,14046
14,47,213,38,17.84,141,66.2,34,15.96,14047
14,48,98,30,30.61,34,34.69,34,34.69,14048
15,1,136,53,38.97,28,20.59,55,40.44,15001
15,2,151,47,31.13,31,20.53,73,48.34,15002
15,3,147,43,29.25,40,27.21,64,43.54,15003
15,4,88,19,21.59,24,27.27,45,51.14,15004
15,5,121,25,20.66,33,27.27,63,52.07,15005
15,6,119,42,35.29,29,24.37,48,40.34,15006
15,7,128,39,30.47,25,19.53,64,50.0,15007
15,8,103,39,37.86,19,18.45,45,43.69,15008
15,9,94,40,42.55,17,18.09,37,39.36,15009
15,10,178,69,38.76,36,20.22,73,41.01,15010
15,11,126,40,31.75,28,22.22,58,46.03,15011
15,12,95,40,42.11,26,27.37,29,30.53,15012
15,13,83,27,32.53,17,20.48,39,46.99,15013
15,14,67,29,43.28,14,20.9,24,35.82,15014
15,15,99,36,36.36,24,24.24,39,39.39,15015
15,16,185,67,36.22,44,23.78,74,40.0,15016
15,17,140,42,30.0,29,20.71,69,49.29,15017
15,18,132,34,25.76,35,26.52,63,47.73,15018
15,19,125,41,32.8,26,20.8,58,46.4,15019
15,20,100,36,36.0,19,19.0,45,45.0,15020
15,21,156,46,29.49,35,22.44,75,48.08,15021
15,22,108,36,33.33,16,14.81,56,51.85,15022
15,23,98,27,27.55,16,16.33,55,56.12,15023
15,24,123,45,36.59,22,17.89,56,45.53,15024
15,25,137,37,27.01,24,17.52,76,55.47,15025
15,26,107,34,31.78,22,20.56,51,47.66,15026
15,27,146,55,37.67,29,19.86,62,42.47,15027
15,28,220,63,28.64,39,17.73,118,53.64,15028
15,29,98,30,30.61,21,21.43,47,47.96,15029
15,30,87,24,27.59,21,24.14,42,48.28,15030
15,31,115,40,34.78,25,21.74,50,43.48,15031
15,32,116,42,36.21,26,22.41,48,41.38,15032
15,33,105,30,28.57,15,14.29,60,57.14,15033
15,34,80,29,36.25,9,11.25,42,52.5,15034
15,35,154,52,33.77,30,19.48,72,46.75,15035
15,36,120,49,40.83,21,17.5,50,41.67,15036
15,37,129,40,31.01,35,27.13,54,41.86,15037
15,38,112,42,37.5,17,15.18,53,47.32,15038
15,39,110,33,30.0,24,21.82,53,48.18,15039
15,40,108,36,33.33,22,20.37,50,46.3,15040
15,41,126,30,23.81,32,25.4,64,50.79,15041
15,42,89,36,40.45,13,14.61,40,44.94,15042
15,43,106,32,30.19,27,25.47,47,44.34,15043
15,44,103,28,27.18,25,24.27,50,48.54,15044
15,45,141,38,26.95,36,25.53,67,47.52,15045
15,46,104,45,43.27,18,17.31,41,39.42,15046
15,47,135,36,26.67,35,25.93,64,47.41,15047
15,48,110,35,31.82,20,18.18,55,50.0,15048
15,49,48,16,33.33,5,10.42,27,56.25,15049
15,50,111,35,31.53,28,25.23,48,43.24,15050
16,1,71,21,29.58,24,33.8,26,36.62,16001
16,2,102,27,26.47,23,22.55,52,50.98,16002
16,3,119,27,22.69,28,23.53,64,53.78,16003
16,4,38,13,34.21,12,31.58,13,34.21,16004
16,5,110,25,22.73,29,26.36,56,50.91,16005
16,6,105,26,24.76,23,21.9,56,53.33,16006
16,7,91,18,19.78,17,18.68,56,61.54,16007
16,8,127,36,28.35,39,30.71,52,40.94,16008
16,9,164,37,22.56,32,19.51,95,57.93,16009
16,10,124,25,20.16,35,28.23,64,51.61,16010
16,11,114,42,36.84,33,28.95,39,34.21,16011
16,12,80,15,18.75,19,23.75,46,57.5,16012
16,13,79,24,30.38,18,22.78,37,46.84,16013
16,14,106,25,23.58,29,27.36,52,49.06,16014
16,15,103,29,28.16,19,18.45,55,53.4,16015
16,16,48,16,33.33,11,22.92,21,43.75,16016
16,17,30,11,36.67,4,13.33,15,50.0,16017
16,18,64,20,31.25,12,18.75,32,50.0,16018
16,19,94,30,31.91,21,22.34,43,45.74,16019
16,20,119,29,24.37,25,21.01,65,54.62,16020
16,21,102,40,39.22,30,29.41,32,31.37,16021
16,22,97,28,28.87,20,20.62,49,50.52,16022
16,23,104,32,30.77,30,28.85,42,40.38,16023
16,24,85,23,27.06,21,24.71,41,48.24,16024
16,25,90,16,17.78,44,48.89,30,33.33,16025
16,26,122,36,29.51,43,35.25,43,35.25,16026
16,27,93,27,29.03,18,19.35,48,51.61,16027
16,28,123,34,27.64,34,27.64,55,44.72,16028
16,29,82,17,20.73,18,21.95,47,57.32,16029
16,30,141,44,31.21,28,19.86,69,48.94,16030
16,31,110,33,30.0,24,21.82,53,48.18,16031
16,32,36,11,30.56,11,30.56,14,38.89,16032
16,33,100,24,24.0,32,32.0,44,44.0,16033
16,34,81,24,29.63,21,25.93,36,44.44,16034
16,35,75,22,29.33,29,38.67,24,32.0,16035
16,36,114,32,28.07,30,26.32,52,45.61,16036
16,37,69,15,21.74,22,31.88,32,46.38,16037
16,38,170,55,32.35,35,20.59,80,47.06,16038
16,39,109,26,23.85,27,24.77,56,51.38,16039
16,40,160,48,30.0,33,20.63,79,49.38,16040
16,41,62,19,30.65,18,29.03,25,40.32,16041
16,42,128,44,34.38,46,35.94,38,29.69,16042
17,1,67,15,22.39,20,29.85,32,47.76,17001
17,2,130,32,24.62,29,22.31,69,53.08,17002
17,3,97,25,25.77,25,25.77,47,48.45,17003
17,4,174,51,29.31,39,22.41,84,48.28,17004
17,5,130,40,30.77,22,16.92,68,52.31,17005
17,6,95,39,41.05,23,24.21,33,34.74,17006
17,7,140,35,25.0,31,22.14,74,52.86,17007
17,8,78,19,24.36,17,21.79,42,53.85,17008
17,9,103,34,33.01,25,24.27,44,42.72,17009
17,10,165,46,27.88,31,18.79,88,53.33,17010
17,11,135,49,36.3,33,24.44,53,39.26,17011
17,12,144,36,25.0,31,21.53,77,53.47,17012
17,13,92,27,29.35,29,31.52,36,39.13,17013
17,14,123,41,33.33,22,17.89,60,48.78,17014
17,15,143,41,28.67,32,22.38,70,48.95,17015
17,16,123,39,31.71,27,21.95,57,46.34,17016
17,17,85,27,31.76,17,20.0,41,48.24,17017
17,18,133,38,28.57,26,19.55,69,51.88,17018
17,19,82,20,24.39,19,23.17,43,52.44,17019
17,20,120,33,27.5,29,24.17,58,48.33,17020
17,21,187,59,31.55,36,19.25,92,49.2,17021
17,22,164,42,25.61,39,23.78,83,50.61,17022
17,23,94,31,32.98,25,26.6,38,40.43,17023
17,24,135,41,30.37,26,19.26,68,50.37,17024
17,25,76,23,30.26,19,25.0,34,44.74,17025
17,26,182,53,29.12,42,23.08,87,47.8,17026
17,27,159,40,25.16,46,28.93,73,45.91,17027
17,28,110,36,32.73,22,20.0,52,47.27,17028
17,29,181,55,30.39,47,25.97,79,43.65,17029
17,30,146,47,32.19,31,21.23,68,46.58,17030
17,31,94,34,36.17,24,25.53,36,38.3,17031
17,32,138,46,33.33,36,26.09,56,40.58,17032
17,33,153,45,29.41,29,18.95,79,51.63,17033
17,34,121,48,39.67,20,16.53,53,43.8,17034
17,35,74,20,27.03,17,22.97,37,50.0,17035
17,36,77,22,28.57,16,20.78,39,50.65,17036
17,37,131,36,27.48,28,21.37,67,51.15,17037
17,38,139,45,32.37,27,19.42,67,48.2,17038
17,39,93,26,27.96,25,26.88,42,45.16,17039
17,40,121,34,28.1,27,22.31,60,49.59,17040
17,41,117,38,32.48,20,17.09,59,50.43,17041
17,42,72,22,30.56,11,15.28,39,54.17,17042
17,43,106,32,30.19,21,19.81,53,50.0,17043
17,44,103,26,25.24,28,27.18,49,47.57,17044
17,45,80,25,31.25,19,23.75,36,45.0,17045
17,46,157,48,30.57,42,26.75,67,42.68,17046
17,47,76,23,30.26,21,27.63,32,42.11,17047
17,48,74,26,35.14,12,16.22,36,48.65,17048
17,49,93,39,41.94,21,22.58,33,35.48,17049
17,50,119,43,36.13,24,20.17,52,43.7,17050
17,51,148,52,35.14,26,17.57,70,47.3,17051
17,52,190,51,26.84,51,26.84,88,46.32,17052
17,53,151,45,29.8,40,26.49,66,43.71,17053
17,54,141,45,31.91,50,35.46,46,32.62,17054
17,55,122,36,29.51,19,15.57,67,54.92,17055
18,1,187,55,29.41,54,28.88,78,41.71,18001
18,2,172,47,27.33,49,28.49,76,44.19,18002
18,3,151,46,30.46,29,19.21,76,50.33,18003
18,4,262,70,26.72,62,23.66,130,49.62,18004
18,5,143,42,29.37,38,26.57,63,44.06,18005
18,6,177,56,31.64,58,32.77,63,35.59,18006
18,7,86,31,36.05,24,27.91,31,36.05,18007
18,8,152,46,30.26,46,30.26,60,39.47,18008
18,9,195,54,27.69,56,28.72,85,43.59,18009
18,10,296,90,30.41,85,28.72,121,40.88,18010
18,11,135,34,25.19,58,42.96,43,31.85,18011
18,12,161,45,27.95,48,29.81,68,42.24,18012
18,13,155,44,28.39,49,31.61,62,40.0,18013
18,14,246,68,27.64,66,26.83,112,45.53,18014
18,15,116,28,24.14,33,28.45,55,47.41,18015
18,16,171,56,32.75,41,23.98,74,43.27,18016
18,17,199,66,33.17,65,32.66,68,34.17,18017
18,18,249,75,30.12,62,24.9,112,44.98,18018
18,19,94,29,30.85,18,19.15,47,50.0,18019
18,20,163,34,20.86,57,34.97,72,44.17,18020
18,21,217,56,25.81,79,36.41,82,37.79,18021
18,22,177,39,22.03,56,31.64,82,46.33,18022
18,23,133,34,25.56,42,31.58,57,42.86,18023
18,24,214,54,25.23,57,26.64,103,48.13,18024
18,25,174,49,28.16,36,20.69,89,51.15,18025
18,26,217,71,32.72,56,25.81,90,41.47,18026
18,27,155,48,30.97,48,30.97,59,38.06,18027
18,28,147,53,36.05,28,19.05,66,44.9,18028
18,29,137,40,29.2,43,31.39,54,39.42,18029
18,30,217,62,28.57,64,29.49,91,41.94,18030
18,31,132,33,25.0,36,27.27,63,47.73,18031
18,32,194,54,27.84,57,29.38,83,42.78,18032
18,33,138,29,21.01,58,42.03,51,36.96,18033
18,34,284,79,27.82,71,25.0,134,47.18,18034
18,35,211,68,32.23,58,27.49,85,40.28,18035
18,36,95,29,30.53,35,36.84,31,32.63,18036
18,37,109,28,25.69,32,29.36,49,44.95,18037
18,38,205,52,25.37,53,25.85,100,48.78,18038
18,39,168,48,28.57,36,21.43,84,50.0,18039
18,40,217,58,26.73,51,23.5,108,49.77,18040
18,41,146,51,34.93,32,21.92,63,43.15,18041
18,42,149,40,26.85,40,26.85,69,46.31,18042
18,43,118,33,27.97,30,25.42,55,46.61,18043
18,44,184,53,28.8,54,29.35,77,41.85,18044
18,45,187,57,30.48,40,21.39,90,48.13,18045
18,46,159,48,30.19,29,18.24,82,51.57,18046
18,47,205,52,25.37,61,29.76,92,44.88,18047
18,48,101,32,31.68,33,32.67,36,35.64,18048
18,49,99,31,31.31,39,39.39,29,29.29,18049
18,50,157,41,26.11,46,29.3,70,44.59,18050
18,51,153,49,32.03,30,19.61,74,48.37,18051
18,52,145,37,25.52,44,30.34,64,44.14,18052
18,53,176,56,31.82,39,22.16,81,46.02,18053
18,54,201,50,24.88,57,28.36,94,46.77,18054
18,55,201,55,27.36,57,28.36,89,44.28,18055
18,56,165,45,27.27,34,20.61,86,52.12,18056
18,57,191,48,25.13,52,27.23,91,47.64,18057
18,58,130,46,35.38,22,16.92,62,47.69,18058
18,59,156,44,28.21,37,23.72,75,48.08,18059
18,60,139,33,23.74,43,30.94,63,45.32,18060
18,61,167,46,27.54,43,25.75,78,46.71,18061
18,62,141,36,25.53,47,33.33,58,41.13,18062
18,63,74,28,37.84,15,20.27,31,41.89,18063
19,1,305,76,24.92,158,51.8,71,23.28,19001
19,2,216,70,32.41,71,32.87,75,34.72,19002
19,3,228,110,48.25,64,28.07,54,23.68,19003
19,4,239,106,44.35,74,30.96,59,24.69,19004
19,5,224,62,27.68,97,43.3,65,29.02,19005
19,6,244,70,28.69,114,46.72,60,24.59,19006
19,7,258,77,29.84,111,43.02,70,27.13,19007
19,8,186,44,23.66,95,51.08,47,25.27,19008
19,9,203,61,30.05,75,36.95,67,33.0,19009
19,10,318,117,36.79,121,38.05,80,25.16,19010
19,11,260,112,43.08,78,30.0,70,26.92,19011
19,12,229,66,28.82,101,44.1,62,27.07,19012
19,13,179,41,22.91,64,35.75,74,41.34,19013
19,14,160,51,31.88,65,40.63,44,27.5,19014
19,15,119,33,27.73,56,47.06,30,25.21,19015
19,16,328,75,22.87,178,54.27,75,22.87,19016
19,17,252,85,33.73,106,42.06,61,24.21,19017
19,18,283,78,27.56,141,49.82,64,22.61,19018
19,19,277,109,39.35,101,36.46,67,24.19,19019
19,20,196,57,29.08,55,28.06,84,42.86,19020
19,21,201,49,24.38,100,49.75,52,25.87,19021
19,22,289,100,34.6,107,37.02,82,28.37,19022
19,23,321,88,27.41,137,42.68,96,29.91,19023
19,24,219,60,27.4,105,47.95,54,24.66,19024
19,25,263,96,36.5,99,37.64,68,25.86,19025
19,26,236,80,33.9,97,41.1,59,25.0,19026
19,27,131,39,29.77,42,32.06,50,38.17,19027
19,28,291,78,26.8,114,39.18,99,34.02,19028
19,29,210,60,28.57,77,36.67,73,34.76,19029
19,30,216,49,22.69,101,46.76,66,30.56,19030
19,31,207,54,26.09,89,43.0,64,30.92,19031
19,32,305,99,32.46,134,43.93,72,23.61,19032
19,33,254,84,33.07,109,42.91,61,24.02,19033
19,34,236,64,27.12,116,49.15,56,23.73,19034
19,35,238,57,23.95,115,48.32,66,27.73,19035
19,36,195,53,27.18,69,35.38,73,37.44,19036
19,37,213,55,25.82,93,43.66,65,30.52,19037
19,38,262,93,35.5,71,27.1,98,37.4,19038
19,39,144,38,26.39,40,27.78,66,45.83,19039
19,40,246,83,33.74,101,41.06,62,25.2,19040
19,41,238,65,27.31,112,47.06,61,25.63,19041
19,42,168,55,32.74,51,30.36,62,36.9,19042
19,43,205,53,25.85,67,32.68,85,41.46,19043
19,44,200,87,43.5,73,36.5,40,20.0,19044
19,45,313,65,20.77,152,48.56,96,30.67,19045
19,46,350,94,26.86,170,48.57,86,24.57,19046
19,47,169,45,26.63,67,39.64,57,33.73,19047
19,48,246,58,23.58,100,40.65,88,35.77,19048
19,49,258,61,23.64,98,37.98,99,38.37,19049
19,50,194,60,30.93,76,39.18,58,29.9,19050
19,51,222,79,35.59,85,38.29,58,26.13,19051
19,52,186,62,33.33,68,36.56,56,30.11,19052
19,53,260,106,40.77,92,35.38,62,23.85,19053
19,54,172,55,31.98,66,38.37,51,29.65,19054
19,55,213,70,32.86,89,41.78,54,25.35,19055
19,56,271,78,28.78,121,44.65,72,26.57,19056
19,57,252,74,29.37,104,41.27,74,29.37,19057
19,58,240,97,40.42,81,33.75,62,25.83,19058
19,59,280,73,26.07,153,54.64,54,19.29,19059
19,60,198,66,33.33,52,26.26,80,40.4,19060
19,61,349,94,26.93,179,51.29,76,21.78,19061
19,62,246,71,28.86,115,46.75,60,24.39,19062
19,63,157,40,25.48,59,37.58,58,36.94,19063
19,64,354,92,25.99,145,40.96,117,33.05,19064
19,65,193,56,29.02,72,37.31,65,33.68,19065
20,1,126,37,29.37,28,22.22,61,48.41,20001
20,2,98,18,18.37,23,23.47,57,58.16,20002
20,3,147,37,25.17,23,15.65,87,59.18,20003
20,4,132,34,25.76,29,21.97,69,52.27,20004
20,5,90,27,30.0,13,14.44,50,55.56,20005
20,6,133,34,25.56,17,12.78,82,61.65,20006
20,7,69,20,28.99,15,21.74,34,49.28,20007
20,8,83,22,26.51,17,20.48,44,53.01,20008
20,9,92,26,28.26,15,16.3,51,55.43,20009
20,10,156,56,35.9,36,23.08,64,41.03,20010
20,11,76,21,27.63,19,25.0,36,47.37,20011
20,12,110,29,26.36,26,23.64,55,50.0,20012
20,13,54,17,31.48,13,24.07,24,44.44,20013
20,14,161,42,26.09,27,16.77,92,57.14,20014
20,15,120,32,26.67,30,25.0,58,48.33,20015
20,16,72,25,34.72,14,19.44,33,45.83,20016
20,17,110,36,32.73,28,25.45,46,41.82,20017
20,18,152,45,29.61,40,26.32,67,44.08,20018
20,19,111,32,28.83,20,18.02,59,53.15,20019
20,20,103,34,33.01,21,20.39,48,46.6,20020
