ward,precinct,total,KATHLEEN THERESE MEANY,KATHLEEN THERESE MEANY Percent,CYNTHIA M. SANTOS,CYNTHIA M. SANTOS Percent,EDWARD J. SCHMIT III,EDWARD J. SCHMIT III Percent,"LEWIS W. POWELL, III","LEWIS W. POWELL, III Percent",JESSE J. EVANS,JESSE J. EVANS Percent,"TURHERAN """"TC"""" CRAWFORD","TURHERAN """"TC"""" CRAWFORD Percent",JAMES P. SHEEHAN,JAMES P. SHEEHAN Percent,FRANK AVILA,FRANK AVILA Percent,precinct_id
11,25,411,118,28.71,115,27.98,13,3.16,7,1.7,9,2.19,2,0.49,117,28.47,21,5.11,11025
11,26,780,201,25.77,213,27.31,37,4.74,17,2.18,30,3.85,7,0.9,172,22.05,83,10.64,11026
11,27,99,18,18.18,32,32.32,5,5.05,1,1.01,2,2.02,1,1.01,13,13.13,23,23.23,11027
11,28,84,29,34.52,26,30.95,0,0.0,1,1.19,0,0.0,1,1.19,23,27.38,3,3.57,11028
11,29,717,201,28.03,195,27.2,41,5.72,12,1.67,15,2.09,4,0.56,178,24.83,53,7.39,11029
11,30,476,126,26.47,125,26.26,28,5.88,13,2.73,13,2.73,5,1.05,102,21.43,53,11.13,11030
11,31,144,33,22.92,36,25.0,9,6.25,7,4.86,7,4.86,3,2.08,23,15.97,23,15.97,11031
11,32,502,159,31.67,128,25.5,14,2.79,10,1.99,9,1.79,3,0.6,145,28.88,27,5.38,11032
11,33,355,76,21.41,58,16.34,18,5.07,19,5.35,75,21.13,26,7.32,36,10.14,18,5.07,11033
11,34,331,84,25.38,87,26.28,7,2.11,6,1.81,24,7.25,2,0.6,84,25.38,29,8.76,11034
11,35,725,221,30.48,208,28.69,10,1.38,12,1.66,8,1.1,6,0.83,221,30.48,31,4.28,11035
11,36,269,53,19.7,71,26.39,22,8.18,8,2.97,10,3.72,4,1.49,46,17.1,51,18.96,11036
11,37,1034,312,30.17,291,28.14,30,2.9,16,1.55,12,1.16,6,0.58,306,29.59,52,5.03,11037
11,38,845,257,30.41,248,29.35,24,2.84,9,1.07,7,0.83,6,0.71,235,27.81,48,5.68,11038
11,39,806,236,29.28,246,30.52,25,3.1,11,1.36,10,1.24,4,0.5,216,26.8,50,6.2,11039
11,40,616,189,30.68,177,28.73,20,3.25,5,0.81,9,1.46,5,0.81,177,28.73,27,4.38,11040
11,41,378,103,27.25,103,27.25,15,3.97,5,1.32,5,1.32,5,1.32,97,25.66,33,8.73,11041
11,42,380,110,28.95,116,30.53,8,2.11,9,2.37,5,1.32,3,0.79,100,26.32,23,6.05,11042
11,43,563,156,27.71,159,28.24,27,4.8,12,2.13,13,2.31,2,0.36,142,25.22,42,7.46,11043
11,44,512,127,24.8,126,24.61,38,7.42,15,2.93,24,4.69,6,1.17,128,25.0,33,6.45,11044
11,45,340,89,26.18,84,24.71,13,3.82,11,3.24,12,3.53,2,0.59,93,27.35,27,7.94,11045
11,46,325,95,29.23,99,30.46,6,1.85,3,0.92,19,5.85,4,1.23,79,24.31,14,4.31,11046
11,47,548,149,27.19,142,25.91,29,5.29,7,1.28,14,2.55,6,1.09,143,26.09,49,8.94,11047
11,48,348,104,29.89,93,26.72,7,2.01,6,1.72,5,1.44,2,0.57,109,31.32,14,4.02,11048
11,49,404,130,32.18,111,27.48,14,3.47,11,2.72,5,1.24,2,0.5,119,29.46,10,2.48,11049
11,50,280,81,28.93,89,31.79,21,7.5,3,1.07,11,3.93,3,1.07,51,18.21,16,5.71,11050
11,51,554,177,31.95,147,26.53,17,3.07,5,0.9,9,1.62,2,0.36,170,30.69,21,3.79,11051
11,52,501,145,28.94,130,25.95,34,6.79,7,1.4,12,2.4,5,1.0,119,23.75,38,7.58,11052
11,53,574,171,29.79,165,28.75,14,2.44,3,0.52,8,1.39,3,0.52,168,29.27,33,5.75,11053
11,54,210,65,30.95,63,30.0,1,0.48,4,1.9,11,5.24,0,0.0,61,29.05,2,0.95,11054
12,1,174,24,13.79,57,32.76,6,3.45,5,2.87,17,9.77,5,2.87,6,3.45,51,29.31,12001
12,2,235,34,14.47,58,24.68,19,8.09,15,6.38,19,8.09,1,0.43,29,12.34,53,22.55,12002
12,3,201,29,14.43,71,35.32,13,6.47,4,1.99,10,4.98,0,0.0,18,8.96,53,26.37,12003
12,4,218,30,13.76,52,23.85,23,10.55,8,3.67,12,5.5,2,0.92,36,16.51,51,23.39,12004
12,5,89,16,17.98,26,29.21,10,11.24,5,5.62,3,3.37,2,2.25,9,10.11,17,19.1,12005
12,6,206,25,12.14,65,31.55,11,5.34,8,3.88,16,7.77,2,0.97,16,7.77,60,29.13,12006
12,7,219,28,12.79,62,28.31,18,8.22,7,3.2,13,5.94,1,0.46,16,7.31,67,30.59,12007
12,8,250,48,19.2,59,23.6,16,6.4,16,6.4,13,5.2,4,1.6,40,16.0,45,18.0,12008
12,9,146,22,15.07,39,26.71,7,4.79,8,5.48,16,10.96,3,2.05,8,5.48,42,28.77,12009
12,10,177,28,15.82,44,24.86,23,12.99,4,2.26,11,6.21,1,0.56,29,16.38,32,18.08,12010
12,11,254,29,11.42,72,28.35,17,6.69,15,5.91,23,9.06,4,1.57,31,12.2,56,22.05,12011
12,12,145,25,17.24,38,26.21,14,9.66,4,2.76,10,6.9,2,1.38,17,11.72,29,20.0,12012
12,13,164,33,20.12,39,23.78,13,7.93,3,1.83,11,6.71,4,2.44,22,13.41,32,19.51,12013
12,14,293,48,16.38,85,29.01,17,5.8,10,3.41,22,7.51,5,1.71,20,6.83,73,24.91,12014
12,15,283,36,12.72,101,35.69,16,5.65,14,4.95,32,11.31,1,0.35,18,6.36,60,21.2,12015
12,16,233,29,12.45,72,30.9,19,8.15,15,6.44,15,6.44,4,1.72,22,9.44,49,21.03,12016
12,17,91,17,18.68,21,23.08,8,8.79,2,2.2,7,7.69,1,1.1,13,14.29,19,20.88,12017
12,18,175,31,17.71,40,22.86,7,4.0,14,8.0,17,9.71,5,2.86,12,6.86,41,23.43,12018
12,19,202,27,13.37,43,21.29,9,4.46,18,8.91,31,15.35,9,4.46,10,4.95,45,22.28,12019
12,20,264,32,12.12,91,34.47,9,3.41,11,4.17,24,9.09,0,0.0,16,6.06,78,29.55,12020
12,21,257,32,12.45,78,30.35,16,6.23,14,5.45,20,7.78,4,1.56,23,8.95,67,26.07,12021
12,22,215,26,12.09,52,24.19,17,7.91,8,3.72,19,8.84,2,0.93,12,5.58,66,30.7,12022
12,23,221,21,9.5,68,30.77,9,4.07,8,3.62,26,11.76,4,1.81,16,7.24,65,29.41,12023
12,24,95,21,22.11,14,14.74,12,12.63,3,3.16,5,5.26,5,5.26,14,14.74,19,20.0,12024
12,25,313,42,13.42,96,30.67,22,7.03,5,1.6,23,7.35,6,1.92,27,8.63,88,28.12,12025
12,26,145,19,13.1,46,31.72,8,5.52,4,2.76,7,4.83,2,1.38,7,4.83,42,28.97,12026
12,27,121,21,17.36,24,19.83,9,7.44,2,1.65,8,6.61,1,0.83,19,15.7,33,27.27,12027
12,28,205,29,14.15,61,29.76,17,8.29,8,3.9,12,5.85,2,0.98,22,10.73,51,24.88,12028
12,29,354,65,18.36,87,24.58,34,9.6,10,2.82,27,7.63,6,1.69,52,14.69,63,17.8,12029
12,30,251,44,17.53,71,28.29,15,5.98,6,2.39,19,7.57,5,1.99,35,13.94,46,18.33,12030
13,1,469,122,26.01,102,21.75,53,11.3,9,1.92,6,1.28,3,0.64,97,20.68,65,13.86,13001
13,2,492,131,26.63,131,26.63,38,7.72,9,1.83,18,3.66,5,1.02,83,16.87,67,13.62,13002
13,3,620,175,28.23,153,24.68,55,8.87,8,1.29,13,2.1,9,1.45,101,16.29,83,13.39,13003
13,4,666,201,30.18,200,30.03,49,7.36,7,1.05,13,1.95,10,1.5,111,16.67,65,9.76,13004
13,5,475,127,26.74,122,25.68,47,9.89,12,2.53,18,3.79,7,1.47,68,14.32,65,13.68,13005
13,6,482,117,24.27,120,24.9,47,9.75,17,3.53,13,2.7,11,2.28,79,16.39,68,14.11,13006
13,7,630,203,32.22,207,32.86,39,6.19,12,1.9,6,0.95,9,1.43,76,12.06,67,10.63,13007
13,8,601,147,24.46,148,24.63,55,9.15,15,2.5,27,4.49,7,1.16,101,16.81,77,12.81,13008
13,9,672,195,29.02,191,28.42,47,6.99,8,1.19,17,2.53,8,1.19,91,13.54,100,14.88,13009
13,10,545,142,26.06,124,22.75,73,13.39,13,2.39,15,2.75,7,1.28,87,15.96,69,12.66,13010
13,11,445,114,25.62,131,29.44,26,5.84,13,2.92,19,4.27,7,1.57,45,10.11,79,17.75,13011
13,12,670,204,30.45,193,28.81,46,6.87,15,2.24,12,1.79,8,1.19,90,13.43,92,13.73,13012
13,13,794,274,34.51,280,35.26,19,2.39,19,2.39,63,7.93,8,1.01,46,5.79,74,9.32,13013
13,14,468,160,34.19,143,30.56,35,7.48,9,1.92,5,1.07,5,1.07,64,13.68,38,8.12,13014
13,15,692,223,32.23,215,31.07,41,5.92,11,1.59,13,1.88,7,1.01,78,11.27,84,12.14,13015
13,16,541,152,28.1,159,29.39,39,7.21,8,1.48,13,2.4,10,1.85,75,13.86,77,14.23,13016
13,17,382,102,26.7,107,28.01,25,6.54,10,2.62,34,8.9,5,1.31,41,10.73,45,11.78,13017
13,18,536,123,22.95,153,28.54,45,8.4,24,4.48,25,4.66,8,1.49,60,11.19,82,15.3,13018
13,19,495,134,27.07,141,28.48,31,6.26,19,3.84,34,6.87,4,0.81,51,10.3,72,14.55,13019
13,20,558,138,24.73,169,30.29,28,5.02,13,2.33,26,4.66,8,1.43,64,11.47,98,17.56,13020
13,21,517,159,30.75,163,31.53,38,7.35,8,1.55,11,2.13,4,0.77,59,11.41,65,12.57,13021
13,22,601,172,28.62,163,27.12,42,6.99,15,2.5,12,2.0,10,1.66,96,15.97,78,12.98,13022
13,23,577,204,35.36,177,30.68,25,4.33,12,2.08,11,1.91,8,1.39,69,11.96,61,10.57,13023
13,24,760,213,28.03,178,23.42,111,14.61,9,1.18,11,1.45,7,0.92,134,17.63,78,10.26,13024
13,25,481,139,28.9,139,28.9,30,6.24,12,2.49,13,2.7,4,0.83,75,15.59,58,12.06,13025
13,26,481,131,27.23,140,29.11,27,5.61,12,2.49,14,2.91,5,1.04,57,11.85,80,16.63,13026
13,27,600,175,29.17,175,29.17,35,5.83,16,2.67,16,2.67,12,2.0,88,14.67,75,12.5,13027
13,28,491,147,29.94,144,29.33,36,7.33,9,1.83,14,2.85,8,1.63,63,12.83,61,12.42,13028
13,29,630,180,28.57,177,28.1,50,7.94,12,1.9,15,2.38,3,0.48,95,15.08,83,13.17,13029
13,30,560,132,23.57,152,27.14,37,6.61,22,3.93,26,4.64,7,1.25,70,12.5,104,18.57,13030
13,31,560,157,28.04,173,30.89,32,5.71,6,1.07,22,3.93,6,1.07,62,11.07,92,16.43,13031
13,32,455,89,19.56,97,21.32,23,5.05,30,6.59,80,17.58,17,3.74,38,8.35,53,11.65,13032
13,33,512,134,26.17,150,29.3,35,6.84,5,0.98,16,3.13,6,1.17,77,15.04,76,14.84,13033
13,34,565,183,32.39,168,29.73,44,7.79,13,2.3,7,1.24,7,1.24,58,10.27,68,12.04,13034
13,35,649,210,32.36,214,32.97,39,6.01,9,1.39,11,1.69,6,0.92,79,12.17,71,10.94,13035
13,36,416,118,28.37,118,28.37,36,8.65,5,1.2,13,3.13,8,1.92,50,12.02,59,14.18,13036
13,37,425,127,29.88,135,31.76,28,6.59,3,0.71,6,1.41,7,1.65,49,11.53,54,12.71,13037
13,38,289,83,28.72,66,22.84,23,7.96,8,2.77,5,1.73,4,1.38,62,21.45,29,10.03,13038
13,39,536,159,29.66,157,29.29,46,8.58,5,0.93,11,2.05,9,1.68,70,13.06,68,12.69,13039
13,40,460,119,25.87,132,28.7,18,3.91,7,1.52,23,5.0,5,1.09,71,15.43,69,15.0,13040
13,41,445,113,25.39,126,28.31,36,8.09,13,2.92,16,3.6,9,2.02,48,10.79,70,15.73,13041
13,42,765,240,31.37,243,31.76,38,4.97,21,2.75,32,4.18,13,1.7,82,10.72,78,10.2,13042
13,43,584,180,30.82,187,32.02,32,5.48,13,2.23,24,4.11,5,0.86,53,9.08,74,12.67,13043
13,44,398,92,23.12,113,28.39,29,7.29,6,1.51,28,7.04,12,3.02,35,8.79,77,19.35,13044
13,45,525,146,27.81,148,28.19,26,4.95,21,4.0,34,6.48,13,2.48,57,10.86,65,12.38,13045
13,46,622,203,32.64,200,32.15,37,5.95,6,0.96,7,1.13,2,0.32,74,11.9,82,13.18,13046
13,47,482,134,27.8,120,24.9,48,9.96,9,1.87,9,1.87,4,0.83,96,19.92,55,11.41,13047
13,48,506,120,23.72,118,23.32,51,10.08,18,3.56,20,3.95,6,1.19,87,17.19,77,15.22,13048
13,49,381,103,27.03,107,28.08,24,6.3,10,2.62,9,2.36,10,2.62,57,14.96,50,13.12,13049
13,50,783,270,34.48,269,34.36,35,4.47,16,2.04,16,2.04,9,1.15,52,6.64,102,13.03,13050
13,51,535,141,26.36,153,28.6,36,6.73,13,2.43,25,4.67,10,1.87,61,11.4,81,15.14,13051
13,52,675,189,28.0,180,26.67,46,6.81,18,2.67,13,1.93,9,1.33,86,12.74,118,17.48,13052
13,53,688,157,22.82,170,24.71,53,7.7,26,3.78,61,8.87,17,2.47,94,13.66,89,12.94,13053
13,54,714,221,30.95,220,30.81,48,6.72,12,1.68,11,1.54,3,0.42,86,12.04,93,13.03,13054
13,55,635,173,27.24,199,31.34,34,5.35,12,1.89,24,3.78,4,0.63,75,11.81,99,15.59,13055
13,56,795,260,32.7,254,31.95,35,4.4,14,1.76,16,2.01,7,0.88,106,13.33,88,11.07,13056
13,57,618,175,28.32,165,26.7,36,5.83,14,2.27,16,2.59,8,1.29,109,17.64,78,12.62,13057
13,58,761,281,36.93,272,35.74,21,2.76,17,2.23,13,1.71,5,0.66,61,8.02,73,9.59,13058
13,59,457,120,26.26,117,25.6,45,9.85,10,2.19,14,3.06,9,1.97,80,17.51,52,11.38,13059
13,60,769,302,39.27,310,40.31,15,1.95,15,1.95,8,1.04,4,0.52,44,5.72,58,7.54,13060
13,61,857,267,31.16,234,27.3,57,6.65,16,1.87,34,3.97,10,1.17,125,14.59,98,11.44,13061
13,62,723,225,31.12,232,32.09,47,6.5,14,1.94,16,2.21,9,1.24,87,12.03,75,10.37,13062
13,63,752,208,27.66,189,25.13,66,8.78,11,1.46,19,2.53,11,1.46,151,20.08,83,11.04,13063
14,1,395,116,29.37,126,31.9,32,8.1,4,1.01,16,4.05,5,1.27,39,9.87,54,13.67,14001
14,2,348,83,23.85,89,25.57,28,8.05,12,3.45,10,2.87,5,1.44,48,13.79,61,17.53,14002
14,3,519,148,28.52,149,28.71,35,6.74,7,1.35,20,3.85,14,2.7,39,7.51,91,17.53,14003
14,4,334,87,26.05,95,28.44,41,12.28,10,2.99,11,3.29,3,0.9,38,11.38,42,12.57,14004
14,5,498,144,28.92,167,33.53,45,9.04,9,1.81,12,2.41,3,0.6,31,6.22,77,15.46,14005
14,6,340,89,26.18,104,30.59,20,5.88,11,3.24,11,3.24,7,2.06,33,9.71,52,15.29,14006
14,7,383,94,24.54,120,31.33,34,8.88,13,3.39,16,4.18,5,1.31,39,10.18,56,14.62,14007
14,8,376,90,23.94,99,26.33,43,11.44,10,2.66,16,4.26,5,1.33,38,10.11,65,17.29,14008
14,9,397,89,22.42,124,31.23,32,8.06,6,1.51,21,5.29,5,1.26,40,10.08,74,18.64,14009
14,10,191,42,21.99,45,23.56,8,4.19,26,13.61,29,15.18,5,2.62,11,5.76,18,9.42,14010
14,11,348,93,26.72,107,30.75,42,12.07,7,2.01,8,2.3,4,1.15,31,8.91,51,14.66,14011
14,12,251,73,29.08,82,32.67,15,5.98,6,2.39,9,3.59,6,2.39,22,8.76,33,13.15,14012
14,13,438,108,24.66,114,26.03,33,7.53,15,3.42,15,3.42,8,1.83,68,15.53,61,13.93,14013
14,14,232,35,15.09,53,22.84,53,22.84,3,1.29,12,5.17,1,0.43,30,12.93,36,15.52,14014
14,15,168,41,24.4,47,27.98,8,4.76,9,5.36,22,13.1,7,4.17,10,5.95,19,11.31,14015
14,16,339,78,23.01,90,26.55,26,7.67,12,3.54,15,4.42,10,2.95,44,12.98,54,15.93,14016
14,17,328,63,19.21,93,28.35,29,8.84,14,4.27,33,10.06,7,2.13,30,9.15,46,14.02,14017
14,18,326,88,26.99,87,26.69,39,11.96,4,1.23,8,2.45,4,1.23,44,13.5,40,12.27,14018
14,19,560,177,31.61,186,33.21,54,9.64,12,2.14,11,1.96,4,0.71,49,8.75,60,10.71,14019
14,20,318,59,18.55,80,25.16,13,4.09,23,7.23,48,15.09,15,4.72,22,6.92,40,12.58,14020
14,21,525,143,27.24,164,31.24,19,3.62,54,10.29,51,9.71,12,2.29,19,3.62,50,9.52,14021
14,22,397,110,27.71,122,30.73,38,9.57,11,2.77,10,2.52,2,0.5,35,8.82,57,14.36,14022
14,23,316,80,25.32,94,29.75,19,6.01,13,4.11,15,4.75,3,0.95,37,11.71,48,15.19,14023
14,24,367,86,23.43,115,31.34,33,8.99,5,1.36,16,4.36,10,2.72,29,7.9,70,19.07,14024
14,25,375,71,18.93,105,28.0,31,8.27,23,6.13,37,9.87,6,1.6,30,8.0,63,16.8,14025
14,26,326,92,28.22,99,30.37,22,6.75,11,3.37,10,3.07,3,0.92,32,9.82,43,13.19,14026
14,27,636,173,27.2,188,29.56,75,11.79,16,2.52,38,5.97,13,2.04,50,7.86,70,11.01,14027
14,28,336,79,23.51,95,28.27,29,8.63,11,3.27,12,3.57,3,0.89,43,12.8,47,13.99,14028
14,29,477,111,23.27,137,28.72,46,9.64,13,2.73,34,7.13,10,2.1,39,8.18,78,16.35,14029
14,30,330,77,23.33,88,26.67,32,9.7,9,2.73,13,3.94,2,0.61,48,14.55,55,16.67,14030
14,31,352,107,30.4,117,33.24,57,16.19,5,1.42,6,1.7,3,0.85,24,6.82,28,7.95,14031
14,32,443,109,24.6,130,29.35,52,11.74,15,3.39,23,5.19,4,0.9,38,8.58,59,13.32,14032
14,33,327,87,26.61,98,29.97,60,18.35,7,2.14,9,2.75,3,0.92,25,7.65,30,9.17,14033
14,34,350,116,33.14,120,34.29,58,16.57,4,1.14,5,1.43,0,0.0,18,5.14,25,7.14,14034
14,35,199,55,27.64,58,29.15,15,7.54,5,2.51,4,2.01,2,1.01,35,17.59,22,11.06,14035
14,36,417,92,22.06,107,25.66,51,12.23,15,3.6,23,5.52,7,1.68,53,12.71,59,14.15,14036
14,37,384,105,27.34,117,30.47,40,10.42,8,2.08,17,4.43,3,0.78,35,9.11,55,14.32,14037
14,38,302,67,22.19,81,26.82,19,6.29,34,11.26,25,8.28,8,2.65,21,6.95,35,11.59,14038
14,39,370,90,24.32,115,31.08,39,10.54,7,1.89,13,3.51,7,1.89,39,10.54,51,13.78,14039
14,40,296,95,32.09,97,32.77,21,7.09,5,1.69,6,2.03,6,2.03,24,8.11,30,10.14,14040
14,41,503,166,33.0,179,35.59,31,6.16,9,1.79,17,3.38,0,0.0,36,7.16,55,10.93,14041
14,42,251,54,21.51,79,31.47,21,8.37,8,3.19,13,5.18,3,1.2,25,9.96,45,17.93,14042
14,43,424,116,27.36,108,25.47,34,8.02,17,4.01,16,3.77,8,1.89,56,13.21,47,11.08,14043
14,44,466,123,26.39,129,27.68,56,12.02,14,3.0,23,4.94,3,0.64,47,10.09,59,12.66,14044
14,45,404,93,23.02,107,26.49,46,11.39,14,3.47,23,5.69,8,1.98,32,7.92,65,16.09,14045
14,46,534,179,33.52,199,37.27,56,10.49,3,0.56,8,1.5,3,0.56,30,5.62,49,9.18,14046
14,47,578,161,27.85,182,31.49,78,13.49,8,1.38,15,2.6,9,1.56,40,6.92,77,13.32,14047
14,48,285,44,15.44,61,21.4,23,8.07,19,6.67,52,18.25,5,1.75,25,8.77,41,14.39,14048
15,1,385,56,14.55,57,14.81,16,4.16,50,12.99,100,25.97,22,5.71,19,4.94,33,8.57,15001
15,2,326,45,13.8,46,14.11,16,4.91,39,11.96,78,23.93,22,6.75,25,7.67,26,7.98,15002
15,3,406,54,13.3,71,17.49,21,5.17,43,10.59,116,28.57,16,3.94,22,5.42,29,7.14,15003
15,4,209,20,9.57,31,14.83,8,3.83,21,10.05,73,34.93,11,5.26,14,6.7,11,5.26,15004
15,5,280,38,13.57,33,11.79,13,4.64,28,10.0,77,27.5,19,6.79,21,7.5,25,8.93,15005
15,6,318,54,16.98,54,16.98,27,8.49,26,8.18,49,15.41,16,5.03,32,10.06,40,12.58,15006
15,7,314,46,14.65,41,13.06,16,5.1,33,10.51,92,29.3,20,6.37,30,9.55,21,6.69,15007
15,8,285,35,12.28,41,14.39,19,6.67,39,13.68,71,24.91,11,3.86,15,5.26,26,9.12,15008
15,9,276,36,13.04,43,15.58,12,4.35,28,10.14,54,19.57,12,4.35,35,12.68,28,10.14,15009
15,10,456,67,14.69,77,16.89,20,4.39,61,13.38,103,22.59,29,6.36,39,8.55,29,6.36,15010
15,11,332,42,12.65,49,14.76,14,4.22,41,12.35,87,26.2,18,5.42,26,7.83,23,6.93,15011
15,12,283,43,15.19,50,17.67,26,9.19,21,7.42,36,12.72,10,3.53,42,14.84,38,13.43,15012
15,13,228,34,14.91,35,15.35,14,6.14,22,9.65,54,23.68,11,4.82,19,8.33,18,7.89,15013
15,14,188,27,14.36,34,18.09,10,5.32,18,9.57,46,24.47,9,4.79,11,5.85,21,11.17,15014
15,15,267,53,19.85,40,14.98,15,5.62,29,10.86,61,22.85,16,5.99,18,6.74,15,5.62,15015
15,16,504,61,12.1,77,15.28,23,4.56,63,12.5,119,23.61,27,5.36,44,8.73,40,7.94,15016
15,17,357,48,13.45,50,14.01,16,4.48,48,13.45,96,26.89,25,7.0,20,5.6,27,7.56,15017
15,18,304,53,17.43,37,12.17,14,4.61,26,8.55,84,27.63,21,6.91,16,5.26,18,5.92,15018
15,19,302,45,14.9,51,16.89,15,4.97,26,8.61,85,28.15,24,7.95,31,10.26,10,3.31,15019
15,20,234,27,11.54,34,14.53,9,3.85,21,8.97,70,29.91,18,7.69,22,9.4,12,5.13,15020
15,21,411,68,16.55,61,14.84,16,3.89,47,11.44,114,27.74,35,8.52,27,6.57,19,4.62,15021
15,22,297,39,13.13,59,19.87,14,4.71,29,9.76,59,19.87,12,4.04,25,8.42,33,11.11,15022
15,23,241,38,15.77,36,14.94,14,5.81,32,13.28,58,24.07,18,7.47,15,6.22,11,4.56,15023
15,24,319,46,14.42,63,19.75,17,5.33,28,8.78,54,16.93,12,3.76,29,9.09,40,12.54,15024
15,25,372,56,15.05,65,17.47,26,6.99,31,8.33,80,21.51,21,5.65,34,9.14,34,9.14,15025
15,26,302,48,15.89,53,17.55,16,5.3,27,8.94,73,24.17,11,3.64,37,12.25,14,4.64,15026
15,27,428,58,13.55,56,13.08,22,5.14,51,11.92,96,22.43,23,5.37,30,7.01,58,13.55,15027
15,28,628,97,15.45,110,17.52,33,5.25,54,8.6,147,23.41,39,6.21,65,10.35,36,5.73,15028
15,29,228,29,12.72,32,14.04,16,7.02,20,8.77,57,25.0,10,4.39,20,8.77,17,7.46,15029
15,30,225,28,12.44,27,12.0,10,4.44,30,13.33,61,27.11,10,4.44,20,8.89,16,7.11,15030
15,31,268,50,18.66,33,12.31,17,6.34,34,12.69,58,21.64,11,4.1,22,8.21,15,5.6,15031
15,32,319,53,16.61,62,19.44,12,3.76,31,9.72,65,20.38,14,4.39,37,11.6,22,6.9,15032
15,33,284,37,13.03,41,14.44,7,2.46,29,10.21,80,28.17,21,7.39,22,7.75,17,5.99,15033
15,34,208,22,10.58,32,15.38,10,4.81,27,12.98,66,31.73,18,8.65,7,3.37,13,6.25,15034
15,35,394,57,14.47,53,13.45,23,5.84,41,10.41,96,24.37,33,8.38,34,8.63,20,5.08,15035
15,36,276,35,12.68,40,14.49,6,2.17,31,11.23,74,26.81,21,7.61,15,5.43,23,8.33,15036
15,37,355,59,16.62,62,17.46,14,3.94,34,9.58,81,22.82,11,3.1,36,10.14,24,6.76,15037
15,38,277,35,12.64,37,13.36,16,5.78,31,11.19,70,25.27,13,4.69,35,12.64,22,7.94,15038
15,39,261,32,12.26,28,10.73,14,5.36,34,13.03,58,22.22,14,5.36,10,3.83,30,11.49,15039
15,40,278,34,12.23,39,14.03,11,3.96,25,8.99,83,29.86,17,6.12,23,8.27,23,8.27,15040
15,41,338,52,15.38,62,18.34,18,5.33,36,10.65,74,21.89,16,4.73,26,7.69,32,9.47,15041
15,42,246,34,13.82,32,13.01,13,5.28,26,10.57,69,28.05,9,3.66,16,6.5,24,9.76,15042
15,43,284,43,15.14,34,11.97,13,4.58,30,10.56,68,23.94,12,4.23,20,7.04,26,9.15,15043
15,44,259,42,16.22,44,16.99,11,4.25,36,13.9,62,23.94,15,5.79,19,7.34,10,3.86,15044
15,45,393,76,19.34,88,22.39,29,7.38,22,5.6,46,11.7,10,2.54,53,13.49,57,14.5,15045
15,46,257,31,12.06,42,16.34,10,3.89,28,10.89,75,29.18,17,6.61,19,7.39,14,5.45,15046
15,47,356,62,17.42,41,11.52,23,6.46,37,10.39,88,24.72,12,3.37,23,6.46,26,7.3,15047
15,48,291,46,15.81,46,15.81,13,4.47,33,11.34,68,23.37,22,7.56,26,8.93,16,5.5,15048
15,49,120,11,9.17,25,20.83,8,6.67,9,7.5,23,19.17,7,5.83,11,9.17,15,12.5,15049
15,50,292,48,16.44,39,13.36,20,6.85,20,6.85,70,23.97,16,5.48,21,7.19,37,12.67,15050
16,1,197,28,14.21,49,24.87,15,7.61,9,4.57,25,12.69,5,2.54,14,7.11,43,21.83,16001
16,2,285,46,16.14,57,20.0,18,6.32,17,5.96,62,21.75,11,3.86,23,8.07,26,9.12,16002
16,3,290,39,13.45,43,14.83,14,4.83,24,8.28,86,29.66,12,4.14,16,5.52,22,7.59,16003
16,4,103,17,16.5,20,19.42,3,2.91,10,9.71,23,22.33,2,1.94,13,12.62,7,6.8,16004
16,5,275,26,9.45,33,12.0,18,6.55,25,9.09,79,28.73,32,11.64,19,6.91,18,6.55,16005
16,6,242,41,16.94,40,16.53,10,4.13,20,8.26,68,28.1,16,6.61,12,4.96,17,7.02,16006
16,7,242,41,16.94,36,14.88,12,4.96,19,7.85,57,23.55,14,5.79,25,10.33,18,7.44,16007
16,8,282,47,16.67,51,18.09,17,6.03,18,6.38,78,27.66,7,2.48,24,8.51,25,8.87,16008
16,9,436,62,14.22,61,13.99,20,4.59,40,9.17,119,27.29,17,3.9,36,8.26,36,8.26,16009
16,10,367,53,14.44,35,9.54,15,4.09,37,10.08,100,27.25,16,4.36,28,7.63,35,9.54,16010
16,11,288,45,15.63,56,19.44,15,5.21,30,10.42,64,22.22,18,6.25,15,5.21,22,7.64,16011
16,12,199,36,18.09,25,12.56,8,4.02,16,8.04,58,29.15,12,6.03,18,9.05,11,5.53,16012
16,13,231,38,16.45,54,23.38,14,6.06,14,6.06,33,14.29,9,3.9,15,6.49,46,19.91,16013
16,14,249,41,16.47,43,17.27,10,4.02,21,8.43,66,26.51,11,4.42,18,7.23,15,6.02,16014
16,15,230,27,11.74,33,14.35,16,6.96,26,11.3,65,28.26,9,3.91,17,7.39,14,6.09,16015
16,16,121,26,21.49,16,13.22,3,2.48,10,8.26,32,26.45,6,4.96,5,4.13,8,6.61,16016
16,17,82,11,13.41,8,9.76,4,4.88,9,10.98,26,31.71,3,3.66,5,6.1,8,9.76,16017
16,18,178,25,14.04,24,13.48,5,2.81,18,10.11,46,25.84,8,4.49,16,8.99,12,6.74,16018
16,19,239,46,19.25,40,16.74,17,7.11,15,6.28,58,24.27,17,7.11,19,7.95,14,5.86,16019
