ward,precinct,total,PAUL G. VALLAS,PAUL G. VALLAS Percent,ROD R. BLAGOJEVICH,ROD R. BLAGOJEVICH Percent,ROLAND W. BURRIS,ROLAND W. BURRIS Percent,precinct_id
10,24,151,82,54.3,65,43.05,4,2.65,10024
10,25,199,46,23.12,82,41.21,71,35.68,10025
10,26,123,51,41.46,62,50.41,10,8.13,10026
10,27,238,101,42.44,129,54.2,8,3.36,10027
10,28,189,25,13.23,23,12.17,141,74.6,10028
10,29,222,24,10.81,14,6.31,184,82.88,10029
10,30,198,82,41.41,101,51.01,15,7.58,10030
10,31,177,86,48.59,83,46.89,8,4.52,10031
10,32,146,65,44.52,68,46.58,13,8.9,10032
10,33,161,62,38.51,83,51.55,16,9.94,10033
10,34,135,50,37.04,79,58.52,6,4.44,10034
10,35,154,64,41.56,78,50.65,12,7.79,10035
10,36,200,77,38.5,64,32.0,59,29.5,10036
10,37,141,42,29.79,35,24.82,64,45.39,10037
10,38,226,111,49.12,106,46.9,9,3.98,10038
10,39,154,68,44.16,81,52.6,5,3.25,10039
10,40,174,47,27.01,94,54.02,33,18.97,10040
10,41,331,157,47.43,164,49.55,10,3.02,10041
10,42,183,100,54.64,78,42.62,5,2.73,10042
10,43,138,36,26.09,38,27.54,64,46.38,10043
10,44,166,67,40.36,92,55.42,7,4.22,10044
10,45,195,79,40.51,103,52.82,13,6.67,10045
10,46,157,66,42.04,86,54.78,5,3.18,10046
11,1,197,67,34.01,119,60.41,11,5.58,11001
11,2,189,71,37.57,111,58.73,7,3.7,11002
11,3,220,78,35.45,132,60.0,10,4.55,11003
11,4,307,103,33.55,192,62.54,12,3.91,11004
11,5,143,43,30.07,86,60.14,14,9.79,11005
11,6,290,118,40.69,157,54.14,15,5.17,11006
11,7,208,72,34.62,133,63.94,3,1.44,11007
11,8,199,67,33.67,116,58.29,16,8.04,11008
11,9,220,62,28.18,156,70.91,2,0.91,11009
11,10,151,50,33.11,91,60.26,10,6.62,11010
11,11,251,106,42.23,133,52.99,12,4.78,11011
11,12,274,81,29.56,180,65.69,13,4.74,11012
11,13,241,72,29.88,159,65.98,10,4.15,11013
11,14,84,34,40.48,42,50.0,8,9.52,11014
11,15,212,83,39.15,121,57.08,8,3.77,11015
11,16,228,81,35.53,139,60.96,8,3.51,11016
11,17,256,112,43.75,131,51.17,13,5.08,11017
11,18,159,51,32.08,98,61.64,10,6.29,11018
11,19,191,54,28.27,119,62.3,18,9.42,11019
11,20,309,107,34.63,191,61.81,11,3.56,11020
11,21,377,133,35.28,230,61.01,14,3.71,11021
11,22,129,36,27.91,80,62.02,13,10.08,11022
11,23,152,55,36.18,86,56.58,11,7.24,11023
11,24,323,83,25.7,231,71.52,9,2.79,11024
11,25,158,49,31.01,100,63.29,9,5.7,11025
11,26,311,110,35.37,195,62.7,6,1.93,11026
11,27,46,18,39.13,25,54.35,3,6.52,11027
11,28,35,4,11.43,31,88.57,0,0.0,11028
11,29,294,102,34.69,175,59.52,17,5.78,11029
11,30,180,62,34.44,107,59.44,11,6.11,11030
11,31,56,26,46.43,28,50.0,2,3.57,11031
11,32,214,79,36.92,121,56.54,14,6.54,11032
11,33,198,34,17.17,25,12.63,139,70.2,11033
11,34,159,46,28.93,62,38.99,51,32.08,11034
11,35,310,99,31.94,203,65.48,8,2.58,11035
11,36,119,38,31.93,73,61.34,8,6.72,11036
11,37,424,138,32.55,265,62.5,21,4.95,11037
11,38,331,121,36.56,193,58.31,17,5.14,11038
11,39,333,111,33.33,219,65.77,3,0.9,11039
11,40,238,81,34.03,145,60.92,12,5.04,11040
11,41,178,70,39.33,102,57.3,6,3.37,11041
11,42,146,34,23.29,107,73.29,5,3.42,11042
11,43,252,91,36.11,148,58.73,13,5.16,11043
11,44,208,78,37.5,112,53.85,18,8.65,11044
11,45,148,55,37.16,85,57.43,8,5.41,11045
11,46,175,30,17.14,95,54.29,50,28.57,11046
11,47,240,67,27.92,161,67.08,12,5.0,11047
11,48,142,56,39.44,78,54.93,8,5.63,11048
11,49,163,43,26.38,105,64.42,15,9.2,11049
11,50,116,37,31.9,72,62.07,7,6.03,11050
11,51,229,99,43.23,123,53.71,7,3.06,11051
11,52,204,69,33.82,131,64.22,4,1.96,11052
11,53,228,84,36.84,138,60.53,6,2.63,11053
11,54,75,6,8.0,42,56.0,27,36.0,11054
12,1,77,18,23.38,52,67.53,7,9.09,12001
12,2,95,35,36.84,57,60.0,3,3.16,12002
12,3,99,22,22.22,72,72.73,5,5.05,12003
12,4,103,49,47.57,49,47.57,5,4.85,12004
12,5,40,7,17.5,33,82.5,0,0.0,12005
12,6,107,35,32.71,66,61.68,6,5.61,12006
12,7,114,34,29.82,73,64.04,7,6.14,12007
12,8,124,36,29.03,78,62.9,10,8.06,12008
12,9,76,27,35.53,39,51.32,10,13.16,12009
12,10,85,29,34.12,53,62.35,3,3.53,12010
12,11,111,44,39.64,62,55.86,5,4.5,12011
12,12,81,31,38.27,47,58.02,3,3.7,12012
12,13,74,19,25.68,46,62.16,9,12.16,12013
12,14,144,45,31.25,89,61.81,10,6.94,12014
12,15,147,27,18.37,102,69.39,18,12.24,12015
12,16,114,37,32.46,73,64.04,4,3.51,12016
12,17,38,16,42.11,20,52.63,2,5.26,12017
12,18,105,21,20.0,41,39.05,43,40.95,12018
12,19,96,33,34.38,38,39.58,25,26.04,12019
12,20,130,31,23.85,94,72.31,5,3.85,12020
12,21,131,52,39.69,74,56.49,5,3.82,12021
12,22,112,47,41.96,56,50.0,9,8.04,12022
12,23,127,31,24.41,80,62.99,16,12.6,12023
12,24,41,15,36.59,24,58.54,2,4.88,12024
12,25,163,61,37.42,89,54.6,13,7.98,12025
12,26,79,28,35.44,43,54.43,8,10.13,12026
12,27,58,32,55.17,21,36.21,5,8.62,12027
12,28,98,43,43.88,51,52.04,4,4.08,12028
12,29,160,63,39.38,82,51.25,15,9.38,12029
12,30,130,40,30.77,79,60.77,11,8.46,12030
13,1,195,86,44.1,98,50.26,11,5.64,13001
13,2,195,97,49.74,84,43.08,14,7.18,13002
13,3,248,127,51.21,107,43.15,14,5.65,13003
13,4,279,130,46.59,140,50.18,9,3.23,13004
13,5,191,92,48.17,86,45.03,13,6.81,13005
13,6,205,77,37.56,111,54.15,17,8.29,13006
13,7,252,120,47.62,127,50.4,5,1.98,13007
13,8,229,112,48.91,83,36.24,34,14.85,13008
13,9,268,122,45.52,134,50.0,12,4.48,13009
13,10,228,109,47.81,99,43.42,20,8.77,13010
13,11,189,82,43.39,99,52.38,8,4.23,13011
13,12,243,102,41.98,130,53.5,11,4.53,13012
13,13,298,98,32.89,122,40.94,78,26.17,13013
13,14,202,96,47.52,91,45.05,15,7.43,13014
13,15,257,106,41.25,136,52.92,15,5.84,13015
13,16,206,83,40.29,116,56.31,7,3.4,13016
13,17,152,63,41.45,58,38.16,31,20.39,13017
13,18,202,71,35.15,116,57.43,15,7.43,13018
13,19,196,69,35.2,92,46.94,35,17.86,13019
13,20,220,73,33.18,125,56.82,22,10.0,13020
13,21,206,92,44.66,105,50.97,9,4.37,13021
13,22,250,97,38.8,144,57.6,9,3.6,13022
13,23,226,115,50.88,103,45.58,8,3.54,13023
13,24,307,162,52.77,132,43.0,13,4.23,13024
13,25,198,99,50.0,89,44.95,10,5.05,13025
13,26,191,88,46.07,90,47.12,13,6.81,13026
13,27,228,100,43.86,113,49.56,15,6.58,13027
13,28,190,97,51.05,84,44.21,9,4.74,13028
13,29,254,112,44.09,128,50.39,14,5.51,13029
13,30,227,99,43.61,118,51.98,10,4.41,13030
13,31,202,89,44.06,105,51.98,8,3.96,13031
13,32,198,57,28.79,33,16.67,108,54.55,13032
13,33,192,80,41.67,102,53.13,10,5.21,13033
13,34,220,102,46.36,102,46.36,16,7.27,13034
13,35,263,133,50.57,118,44.87,12,4.56,13035
13,36,150,69,46.0,72,48.0,9,6.0,13036
13,37,166,79,47.59,75,45.18,12,7.23,13037
13,38,114,61,53.51,49,42.98,4,3.51,13038
13,39,216,92,42.59,113,52.31,11,5.09,13039
13,40,190,69,36.32,110,57.89,11,5.79,13040
13,41,187,75,40.11,99,52.94,13,6.95,13041
13,42,302,111,36.75,155,51.32,36,11.92,13042
13,43,223,96,43.05,110,49.33,17,7.62,13043
13,44,159,60,37.74,91,57.23,8,5.03,13044
13,45,213,84,39.44,80,37.56,49,23.0,13045
13,46,236,85,36.02,146,61.86,5,2.12,13046
13,47,190,104,54.74,73,38.42,13,6.84,13047
13,48,193,85,44.04,93,48.19,15,7.77,13048
13,49,147,60,40.82,75,51.02,12,8.16,13049
13,50,294,97,32.99,180,61.22,17,5.78,13050
13,51,198,84,42.42,92,46.46,22,11.11,13051
13,52,281,130,46.26,143,50.89,8,2.85,13052
13,53,303,126,41.58,110,36.3,67,22.11,13053
13,54,286,139,48.6,137,47.9,10,3.5,13054
13,55,249,111,44.58,127,51.0,11,4.42,13055
13,56,316,174,55.06,134,42.41,8,2.53,13056
13,57,244,118,48.36,113,46.31,13,5.33,13057
13,58,315,136,43.17,159,50.48,20,6.35,13058
13,59,200,109,54.5,68,34.0,23,11.5,13059
13,60,227,89,39.21,121,53.3,17,7.49,13060
13,61,342,172,50.29,128,37.43,42,12.28,13061
13,62,275,98,35.64,166,60.36,11,4.0,13062
13,63,288,181,62.85,82,28.47,25,8.68,13063
14,1,172,40,23.26,119,69.19,13,7.56,14001
14,2,165,57,34.55,99,60.0,9,5.45,14002
14,3,220,55,25.0,155,70.45,10,4.55,14003
14,4,139,48,34.53,87,62.59,4,2.88,14004
14,5,218,47,21.56,159,72.94,12,5.5,14005
14,6,162,50,30.86,103,63.58,9,5.56,14006
14,7,165,58,35.15,103,62.42,4,2.42,14007
14,8,161,49,30.43,100,62.11,12,7.45,14008
14,9,173,61,35.26,105,60.69,7,4.05,14009
14,10,95,10,10.53,27,28.42,58,61.05,14010
14,11,155,45,29.03,102,65.81,8,5.16,14011
14,12,118,24,20.34,93,78.81,1,0.85,14012
14,13,200,71,35.5,119,59.5,10,5.0,14013
14,14,106,30,28.3,71,66.98,5,4.72,14014
14,15,89,12,13.48,49,55.06,28,31.46,14015
14,16,157,66,42.04,86,54.78,5,3.18,14016
14,17,148,45,30.41,72,48.65,31,20.95,14017
14,18,140,47,33.57,90,64.29,3,2.14,14018
14,19,240,51,21.25,181,75.42,8,3.33,14019
14,20,153,43,28.1,51,33.33,59,38.56,14020
14,21,251,33,13.15,165,65.74,53,21.12,14021
14,22,176,45,25.57,122,69.32,9,5.11,14022
14,23,133,23,17.29,108,81.2,2,1.5,14023
14,24,156,38,24.36,106,67.95,12,7.69,14024
14,25,159,34,21.38,99,62.26,26,16.35,14025
14,26,149,45,30.2,99,66.44,5,3.36,14026
14,27,262,67,25.57,155,59.16,40,15.27,14027
14,28,150,52,34.67,94,62.67,4,2.67,14028
14,29,199,47,23.62,125,62.81,27,13.57,14029
14,30,147,50,34.01,89,60.54,8,5.44,14030
14,31,141,34,24.11,105,74.47,2,1.42,14031
14,32,192,56,29.17,120,62.5,16,8.33,14032
14,33,134,30,22.39,98,73.13,6,4.48,14033
14,34,148,39,26.35,105,70.95,4,2.7,14034
14,35,91,37,40.66,51,56.04,3,3.3,14035
14,36,185,79,42.7,98,52.97,8,4.32,14036
14,37,162,43,26.54,111,68.52,8,4.94,14037
14,38,124,26,20.97,56,45.16,42,33.87,14038
14,39,164,43,26.22,116,70.73,5,3.05,14039
14,40,132,43,32.58,84,63.64,5,3.79,14040
14,41,211,51,24.17,154,72.99,6,2.84,14041
14,42,110,26,23.64,80,72.73,4,3.64,14042
14,43,188,76,40.43,110,58.51,2,1.06,14043
14,44,192,68,35.42,99,51.56,25,13.02,14044
14,45,174,54,31.03,101,58.05,19,10.92,14045
14,46,248,39,15.73,203,81.85,6,2.42,14046
14,47,251,34,13.55,210,83.67,7,2.79,14047
14,48,122,27,22.13,52,42.62,43,35.25,14048
15,1,203,10,4.93,10,4.93,183,90.15,15001
15,2,221,30,13.57,18,8.14,173,78.28,15002
15,3,203,17,8.37,7,3.45,179,88.18,15003
15,4,136,12,8.82,17,12.5,107,78.68,15004
15,5,169,14,8.28,11,6.51,144,85.21,15005
15,6,142,29,20.42,40,28.17,73,51.41,15006
15,7,193,11,5.7,13,6.74,169,87.56,15007
15,8,163,25,15.34,11,6.75,127,77.91,15008
15,9,130,24,18.46,19,14.62,87,66.92,15009
15,10,240,52,21.67,25,10.42,163,67.92,15010
15,11,179,26,14.53,7,3.91,146,81.56,15011
15,12,136,58,42.65,34,25.0,44,32.35,15012
15,13,125,7,5.6,9,7.2,109,87.2,15013
15,14,95,21,22.11,10,10.53,64,67.37,15014
15,15,160,15,9.38,6,3.75,139,86.88,15015
15,16,266,48,18.05,25,9.4,193,72.56,15016
15,17,206,24,11.65,9,4.37,173,83.98,15017
15,18,194,19,9.79,15,7.73,160,82.47,15018
15,19,177,28,15.82,8,4.52,141,79.66,15019
15,20,148,11,7.43,12,8.11,125,84.46,15020
15,21,250,25,10.0,14,5.6,211,84.4,15021
15,22,171,29,16.96,22,12.87,120,70.18,15022
15,23,136,9,6.62,13,9.56,114,83.82,15023
15,24,158,26,16.46,33,20.89,99,62.66,15024
15,25,184,40,21.74,26,14.13,118,64.13,15025
15,26,192,14,7.29,7,3.65,171,89.06,15026
15,27,213,47,22.07,23,10.8,143,67.14,15027
15,28,297,33,11.11,23,7.74,241,81.14,15028
15,29,137,13,9.49,15,10.95,109,79.56,15029
15,30,124,13,10.48,11,8.87,100,80.65,15030
15,31,173,18,10.4,11,6.36,144,83.24,15031
15,32,155,29,18.71,8,5.16,118,76.13,15032
15,33,151,16,10.6,5,3.31,130,86.09,15033
15,34,118,10,8.47,1,0.85,107,90.68,15034
15,35,216,25,11.57,8,3.7,183,84.72,15035
15,36,173,19,10.98,6,3.47,148,85.55,15036
15,37,192,19,9.9,8,4.17,165,85.94,15037
15,38,152,21,13.82,18,11.84,113,74.34,15038
15,39,167,17,10.18,3,1.8,147,88.02,15039
15,40,175,21,12.0,6,3.43,148,84.57,15040
15,41,166,29,17.47,26,15.66,111,66.87,15041
15,42,127,14,11.02,5,3.94,108,85.04,15042
15,43,161,15,9.32,10,6.21,136,84.47,15043
15,44,134,9,6.72,6,4.48,119,88.81,15044
15,45,171,71,41.52,48,28.07,52,30.41,15045
15,46,157,11,7.01,9,5.73,137,87.26,15046
15,47,196,23,11.73,13,6.63,160,81.63,15047
15,48,154,24,15.58,15,9.74,115,74.68,15048
15,49,60,13,21.67,8,13.33,39,65.0,15049
15,50,173,29,16.76,20,11.56,124,71.68,15050
16,1,102,45,44.12,42,41.18,15,14.71,16001
16,2,166,35,21.08,11,6.63,120,72.29,16002
16,3,178,20,11.24,3,1.69,155,87.08,16003
16,4,47,15,31.91,7,14.89,25,53.19,16004
16,5,168,17,10.12,7,4.17,144,85.71,16005
16,6,125,12,9.6,10,8.0,103,82.4,16006
16,7,135,21,15.56,18,13.33,96,71.11,16007
16,8,174,38,21.84,22,12.64,114,65.52,16008
16,9,265,38,14.34,6,2.26,221,83.4,16009
16,10,217,21,9.68,8,3.69,188,86.64,16010
16,11,139,21,15.11,34,24.46,84,60.43,16011
16,12,111,22,19.82,12,10.81,77,69.37,16012
16,13,103,32,31.07,37,35.92,34,33.01,16013
16,14,147,29,19.73,5,3.4,113,76.87,16014
16,15,162,31,19.14,5,3.09,126,77.78,16015
16,16,81,5,6.17,4,4.94,72,88.89,16016
16,17,40,10,25.0,1,2.5,29,72.5,16017
16,18,115,14,12.17,7,6.09,94,81.74,16018
16,19,142,18,12.68,8,5.63,116,81.69,16019
16,20,172,17,9.88,8,4.65,147,85.47,16020
16,21,127,46,36.22,65,51.18,16,12.6,16021
16,22,144,21,14.58,5,3.47,118,81.94,16022
16,23,127,38,29.92,42,33.07,47,37.01,16023
16,24,134,17,12.69,7,5.22,110,82.09,16024
16,25,118,34,28.81,8,6.78,76,64.41,16025
16,26,208,36,17.31,9,4.33,163,78.37,16026
16,27,140,19,13.57,10,7.14,111,79.29,16027
16,28,189,22,11.64,6,3.17,161,85.19,16028
16,29,119,17,14.29,4,3.36,98,82.35,16029
16,30,191,32,16.75,14,7.33,145,75.92,16030
16,31,184,22,11.96,3,1.63,159,86.41,16031
16,32,47,18,38.3,8,17.02,21,44.68,16032
16,33,132,20,15.15,6,4.55,106,80.3,16033
16,34,129,16,12.4,3,2.33,110,85.27,16034
16,35,115,22,19.13,3,2.61,90,78.26,16035
16,36,152,24,15.79,11,7.24,117,76.97,16036
16,37,115,14,12.17,10,8.7,91,79.13,16037
16,38,228,32,14.04,11,4.82,185,81.14,16038
16,39,144,38,26.39,5,3.47,101,70.14,16039
16,40,233,30,12.88,8,3.43,195,83.69,16040
16,41,88,32,36.36,21,23.86,35,39.77,16041
16,42,177,56,31.64,103,58.19,18,10.17,16042
17,1,117,9,7.69,5,4.27,103,88.03,17001
17,2,195,23,11.79,8,4.1,164,84.1,17002
17,3,154,15,9.74,7,4.55,132,85.71,17003
17,4,304,35,11.51,16,5.26,253,83.22,17004
17,5,200,25,12.5,8,4.0,167,83.5,17005
17,6,152,12,7.89,11,7.24,129,84.87,17006
17,7,223,19,8.52,11,4.93,193,86.55,17007
17,8,137,14,10.22,11,8.03,112,81.75,17008
17,9,157,14,8.92,11,7.01,132,84.08,17009
17,10,248,42,16.94,17,6.85,189,76.21,17010
17,11,191,18,9.42,9,4.71,164,85.86,17011
17,12,226,20,8.85,11,4.87,195,86.28,17012
17,13,155,11,7.1,15,9.68,129,83.23,17013
17,14,181,21,11.6,10,5.52,150,82.87,17014
17,15,216,23,10.65,6,2.78,187,86.57,17015
17,16,223,18,8.07,11,4.93,194,87.0,17016
17,17,147,16,10.88,4,2.72,127,86.39,17017
17,18,217,22,10.14,7,3.23,188,86.64,17018
17,19,128,13,10.16,5,3.91,110,85.94,17019
17,20,188,12,6.38,7,3.72,169,89.89,17020
17,21,288,27,9.38,9,3.13,252,87.5,17021
17,22,221,21,9.5,12,5.43,188,85.07,17022
17,23,161,19,11.8,5,3.11,137,85.09,17023
17,24,198,11,5.56,13,6.57,174,87.88,17024
17,25,128,12,9.38,5,3.91,111,86.72,17025
17,26,263,22,8.37,13,4.94,228,86.69,17026
17,27,246,23,9.35,9,3.66,214,86.99,17027
17,28,182,24,13.19,10,5.49,148,81.32,17028
17,29,249,30,12.05,4,1.61,215,86.35,17029
17,30,236,20,8.47,14,5.93,202,85.59,17030
17,31,143,13,9.09,6,4.2,124,86.71,17031
17,32,208,18,8.65,14,6.73,176,84.62,17032
17,33,230,20,8.7,6,2.61,204,88.7,17033
17,34,168,16,9.52,3,1.79,149,88.69,17034
17,35,142,13,9.15,4,2.82,125,88.03,17035
17,36,120,16,13.33,5,4.17,99,82.5,17036
17,37,204,20,9.8,18,8.82,166,81.37,17037
17,38,181,20,11.05,12,6.63,149,82.32,17038
17,39,169,21,12.43,5,2.96,143,84.62,17039
17,40,187,16,8.56,6,3.21,165,88.24,17040
17,41,172,20,11.63,15,8.72,137,79.65,17041
17,42,102,12,11.76,9,8.82,81,79.41,17042
17,43,156,21,13.46,10,6.41,125,80.13,17043
17,44,176,16,9.09,5,2.84,155,88.07,17044
17,45,113,11,9.73,4,3.54,98,86.73,17045
17,46,214,19,8.88,9,4.21,186,86.92,17046
17,47,115,11,9.57,8,6.96,96,83.48,17047
17,48,109,5,4.59,4,3.67,100,91.74,17048
17,49,159,15,9.43,2,1.26,142,89.31,17049
17,50,176,20,11.36,8,4.55,148,84.09,17050
17,51,216,15,6.94,6,2.78,195,90.28,17051
17,52,286,21,7.34,15,5.24,250,87.41,17052
17,53,202,16,7.92,4,1.98,182,90.1,17053
17,54,231,27,11.69,10,4.33,194,83.98,17054
17,55,175,14,8.0,1,0.57,160,91.43,17055
18,1,228,55,24.12,44,19.3,129,56.58,18001
18,2,230,58,25.22,29,12.61,143,62.17,18002
18,3,203,24,11.82,13,6.4,166,81.77,18003
18,4,356,60,16.85,22,6.18,274,76.97,18004
18,5,197,18,9.14,9,4.57,170,86.29,18005
18,6,238,26,10.92,16,6.72,196,82.35,18006
18,7,109,31,28.44,21,19.27,57,52.29,18007
18,8,187,38,20.32,23,12.3,126,67.38,18008
18,9,274,51,18.61,22,8.03,201,73.36,18009
18,10,375,90,24.0,35,9.33,250,66.67,18010
18,11,181,92,50.83,37,20.44,52,28.73,18011
18,12,209,45,21.53,17,8.13,147,70.33,18012
18,13,222,51,22.97,43,19.37,128,57.66,18013
18,14,312,51,16.35,20,6.41,241,77.24,18014
18,15,168,16,9.52,7,4.17,145,86.31,18015
18,16,233,46,19.74,20,8.58,167,71.67,18016
18,17,278,103,37.05,60,21.58,115,41.37,18017
18,18,333,48,14.41,13,3.9,272,81.68,18018
18,19,142,18,12.68,7,4.93,117,82.39,18019
18,20,251,20,7.97,11,4.38,220,87.65,18020
18,21,287,75,26.13,45,15.68,167,58.19,18021
18,22,259,33,12.74,14,5.41,212,81.85,18022
18,23,181,48,26.52,26,14.36,107,59.12,18023
18,24,281,28,9.96,11,3.91,242,86.12,18024
18,25,237,19,8.02,14,5.91,204,86.08,18025
18,26,299,36,12.04,16,5.35,247,82.61,18026
18,27,241,17,7.05,18,7.47,206,85.48,18027
18,28,201,22,10.95,8,3.98,171,85.07,18028
18,29,177,56,31.64,42,23.73,79,44.63,18029
18,30,280,25,8.93,8,2.86,247,88.21,18030
18,31,169,34,20.12,26,15.38,109,64.5,18031
18,32,258,38,14.73,10,3.88,210,81.4,18032
18,33,190,25,13.16,8,4.21,157,82.63,18033
18,34,357,80,22.41,15,4.2,262,73.39,18034
18,35,292,72,24.66,22,7.53,198,67.81,18035
18,36,128,58,45.31,36,28.13,34,26.56,18036
18,37,150,38,25.33,12,8.0,100,66.67,18037
18,38,294,34,11.56,11,3.74,249,84.69,18038
18,39,246,21,8.54,13,5.28,212,86.18,18039
18,40,281,63,22.42,12,4.27,206,73.31,18040
18,41,210,17,8.1,15,7.14,178,84.76,18041
18,42,199,14,7.04,10,5.03,175,87.94,18042
18,43,182,23,12.64,6,3.3,153,84.07,18043
18,44,279,42,15.05,9,3.23,228,81.72,18044
18,45,264,36,13.64,10,3.79,218,82.58,18045
18,46,210,19,9.05,7,3.33,184,87.62,18046
18,47,291,31,10.65,12,4.12,248,85.22,18047
18,48,136,13,9.56,8,5.88,115,84.56,18048
18,49,128,57,44.53,26,20.31,45,35.16,18049
18,50,220,22,10.0,10,4.55,188,85.45,18050
18,51,208,24,11.54,15,7.21,169,81.25,18051
18,52,210,16,7.62,4,1.9,190,90.48,18052
18,53,264,22,8.33,10,3.79,232,87.88,18053
18,54,283,46,16.25,13,4.59,224,79.15,18054
18,55,308,39,12.66,5,1.62,264,85.71,18055
18,56,233,13,5.58,12,5.15,208,89.27,18056
18,57,276,31,11.23,16,5.8,229,82.97,18057
18,58,184,18,9.78,10,5.43,156,84.78,18058
18,59,246,28,11.38,10,4.07,208,84.55,18059
18,60,195,25,12.82,11,5.64,159,81.54,18060
18,61,235,21,8.94,16,6.81,198,84.26,18061
18,62,184,19,10.33,11,5.98,154,83.7,18062
18,63,96,11,11.46,2,2.08,83,86.46,18063
19,1,354,279,78.81,56,15.82,19,5.37,19001
19,2,274,134,48.91,32,11.68,108,39.42,19002
19,3,279,201,72.04,69,24.73,9,3.23,19003
19,4,271,184,67.9,76,28.04,11,4.06,19004
19,5,286,157,54.9,21,7.34,108,37.76,19005
19,6,282,181,64.18,89,31.56,12,4.26,19006
19,7,305,221,72.46,64,20.98,20,6.56,19007
19,8,217,136,62.67,76,35.02,5,2.3,19008
19,9,238,174,73.11,52,21.85,12,5.04,19009
19,10,398,274,68.84,34,8.54,90,22.61,19010
19,11,319,223,69.91,81,25.39,15,4.7,19011
19,12,263,169,64.26,78,29.66,16,6.08,19012
19,13,239,47,19.67,30,12.55,162,67.78,19013
19,14,184,129,70.11,47,25.54,8,4.35,19014
19,15,142,90,63.38,46,32.39,6,4.23,19015
19,16,377,241,63.93,123,32.63,13,3.45,19016
19,17,297,219,73.74,66,22.22,12,4.04,19017
19,18,359,265,73.82,45,12.53,49,13.65,19018
19,19,335,223,66.57,57,17.01,55,16.42,19019
19,20,248,108,43.55,32,12.9,108,43.55,19020
19,21,224,132,58.93,82,36.61,10,4.46,19021
19,22,347,251,72.33,40,11.53,56,16.14,19022
19,23,396,333,84.09,48,12.12,15,3.79,19023
19,24,243,165,67.9,71,29.22,7,2.88,19024
19,25,331,240,72.51,44,13.29,47,14.2,19025
19,26,310,236,76.13,49,15.81,25,8.06,19026
19,27,171,71,41.52,22,12.87,78,45.61,19027
19,28,358,89,24.86,24,6.7,245,68.44,19028
19,29,241,156,64.73,79,32.78,6,2.49,19029
19,30,267,188,70.41,64,23.97,15,5.62,19030
19,31,269,206,76.58,35,13.01,28,10.41,19031
19,32,371,274,73.85,83,22.37,14,3.77,19032
19,33,315,211,66.98,93,29.52,11,3.49,19033
19,34,292,213,72.95,46,15.75,33,11.3,19034
19,35,287,189,65.85,27,9.41,71,24.74,19035
19,36,261,115,44.06,28,10.73,118,45.21,19036
19,37,251,125,49.8,40,15.94,86,34.26,19037
19,38,343,161,46.94,37,10.79,145,42.27,19038
19,39,171,51,29.82,10,5.85,110,64.33,19039
19,40,314,226,71.97,35,11.15,53,16.88,19040
19,41,290,202,69.66,75,25.86,13,4.48,19041
19,42,206,88,42.72,18,8.74,100,48.54,19042
19,43,288,61,21.18,20,6.94,207,71.88,19043
19,44,228,141,61.84,78,34.21,9,3.95,19044
19,45,368,278,75.54,69,18.75,21,5.71,19045
19,46,433,381,87.99,41,9.47,11,2.54,19046
19,47,213,87,40.85,33,15.49,93,43.66,19047
19,48,329,59,17.93,17,5.17,253,76.9,19048
19,49,344,127,36.92,32,9.3,185,53.78,19049
19,50,253,37,14.62,19,7.51,197,77.87,19050
19,51,256,170,66.41,79,30.86,7,2.73,19051
19,52,224,134,59.82,75,33.48,15,6.7,19052
19,53,316,236,74.68,45,14.24,35,11.08,19053
19,54,215,135,62.79,72,33.49,8,3.72,19054
19,55,248,157,63.31,76,30.65,15,6.05,19055
19,56,354,204,57.63,36,10.17,114,32.2,19056
19,57,324,201,62.04,32,9.88,91,28.09,19057
19,58,278,194,69.78,65,23.38,19,6.83,19058
19,59,324,221,68.21,97,29.94,6,1.85,19059
19,60,256,57,22.27,18,7.03,181,70.7,19060
19,61,405,333,82.22,60,14.81,12,2.96,19061
19,62,306,217,70.92,63,20.59,26,8.5,19062
19,63,191,89,46.6,28,14.66,74,38.74,19063
19,64,425,228,53.65,42,9.88,155,36.47,19064
19,65,264,135,51.14,40,15.15,89,33.71,19065
20,1,185,22,11.89,11,5.95,152,82.16,20001
20,2,164,11,6.71,11,6.71,142,86.59,20002
20,3,217,21,9.68,12,5.53,184,84.79,20003
20,4,187,22,11.76,10,5.35,155,82.89,20004
20,5,147,9,6.12,4,2.72,134,91.16,20005
20,6,186,21,11.29,12,6.45,153,82.26,20006
20,7,109,8,7.34,8,7.34,93,85.32,20007
20,8,136,17,12.5,10,7.35,109,80.15,20008
20,9,159,12,7.55,4,2.52,143,89.94,20009
20,10,230,35,15.22,11,4.78,184,80.0,20010
20,11,113,17,15.04,4,3.54,92,81.42,20011
20,12,165,16,9.7,5,3.03,144,87.27,20012
20,13,90,16,17.78,3,3.33,71,78.89,20013
20,14,282,27,9.57,14,4.96,241,85.46,20014
20,15,179,24,13.41,13,7.26,142,79.33,20015
20,16,116,15,12.93,5,4.31,96,82.76,20016
20,17,154,22,14.29,6,3.9,126,81.82,20017
20,18,234,27,11.54,16,6.84,191,81.62,20018
20,19,152,22,14.47,4,2.63,126,82.89,20019
20,20,156,24,15.38,6,3.85,126,80.77,20020
20,21,144,29,20.14,5,3.47,110,76.39,20021
