ward,precinct,total,Brian Terrence Sexton,Brian Terrence Sexton Percent,Kim R. Kardas,Kim R. Kardas Percent,John J. ''Jack'' Murphy,John J. ''Jack'' Murphy Percent,Michael B. Hyman,Michael B. Hyman Percent,precinct_id
8,25,242,60,24.79,54,22.31,50,20.66,78,32.23,08025
8,26,178,52,29.21,34,19.1,38,21.35,54,30.34,08026
8,27,272,56,20.59,53,19.49,46,16.91,117,43.01,08027
8,28,195,61,31.28,39,20.0,34,17.44,61,31.28,08028
8,29,293,50,17.06,37,12.63,46,15.7,160,54.61,08029
8,30,185,34,18.38,42,22.7,50,27.03,59,31.89,08030
8,31,165,41,24.85,30,18.18,40,24.24,54,32.73,08031
8,32,350,104,29.71,77,22.0,67,19.14,102,29.14,08032
8,33,251,34,13.55,27,10.76,49,19.52,141,56.18,08033
8,34,300,85,28.33,53,17.67,71,23.67,91,30.33,08034
8,35,285,76,26.67,53,18.6,56,19.65,100,35.09,08035
8,36,234,57,24.36,65,27.78,50,21.37,62,26.5,08036
8,37,248,56,22.58,59,23.79,57,22.98,76,30.65,08037
8,38,248,61,24.6,49,19.76,62,25.0,76,30.65,08038
8,39,252,91,36.11,53,21.03,46,18.25,62,24.6,08039
8,40,226,57,25.22,34,15.04,55,24.34,80,35.4,08040
8,41,184,52,28.26,36,19.57,36,19.57,60,32.61,08041
8,42,242,71,29.34,41,16.94,53,21.9,77,31.82,08042
8,43,171,48,28.07,32,18.71,50,29.24,41,23.98,08043
8,44,199,44,22.11,41,20.6,37,18.59,77,38.69,08044
8,45,172,39,22.67,34,19.77,51,29.65,48,27.91,08045
8,46,196,47,23.98,43,21.94,45,22.96,61,31.12,08046
8,47,228,60,26.32,40,17.54,56,24.56,72,31.58,08047
8,48,209,52,24.88,41,19.62,51,24.4,65,31.1,08048
8,49,276,63,22.83,43,15.58,53,19.2,117,42.39,08049
8,50,233,62,26.61,55,23.61,41,17.6,75,32.19,08050
8,51,309,84,27.18,72,23.3,71,22.98,82,26.54,08051
8,52,262,76,29.01,45,17.18,59,22.52,82,31.3,08052
8,53,242,64,26.45,53,21.9,40,16.53,85,35.12,08053
8,54,228,52,22.81,48,21.05,51,22.37,77,33.77,08054
8,55,225,51,22.67,29,12.89,50,22.22,95,42.22,08055
8,56,258,56,21.71,49,18.99,53,20.54,100,38.76,08056
8,57,218,58,26.61,51,23.39,46,21.1,63,28.9,08057
8,58,233,66,28.33,40,17.17,36,15.45,91,39.06,08058
8,59,159,38,23.9,44,27.67,41,25.79,36,22.64,08059
8,60,191,51,26.7,46,24.08,39,20.42,55,28.8,08060
8,61,199,63,31.66,30,15.08,36,18.09,70,35.18,08061
8,62,199,59,29.65,44,22.11,33,16.58,63,31.66,08062
8,63,249,79,31.73,48,19.28,38,15.26,84,33.73,08063
8,64,221,59,26.7,39,17.65,47,21.27,76,34.39,08064
8,65,156,36,23.08,32,20.51,29,18.59,59,37.82,08065
8,66,384,82,21.35,90,23.44,85,22.14,127,33.07,08066
8,67,122,35,28.69,21,17.21,34,27.87,32,26.23,08067
8,68,128,30,23.44,26,20.31,23,17.97,49,38.28,08068
8,69,143,31,21.68,30,20.98,31,21.68,51,35.66,08069
8,70,298,80,26.85,80,26.85,72,24.16,66,22.15,08070
9,1,266,85,31.95,51,19.17,53,19.92,77,28.95,09001
9,2,239,64,26.78,35,14.64,64,26.78,76,31.8,09002
9,3,106,23,21.7,18,16.98,29,27.36,36,33.96,09003
9,4,224,64,28.57,36,16.07,54,24.11,70,31.25,09004
9,5,258,78,30.23,44,17.05,68,26.36,68,26.36,09005
9,6,269,75,27.88,51,18.96,65,24.16,78,29.0,09006
9,7,210,52,24.76,47,22.38,56,26.67,55,26.19,09007
9,8,252,66,26.19,30,11.9,67,26.59,89,35.32,09008
9,9,274,101,36.86,46,16.79,59,21.53,68,24.82,09009
9,10,221,59,26.7,50,22.62,69,31.22,43,19.46,09010
9,11,180,58,32.22,32,17.78,41,22.78,49,27.22,09011
9,12,223,69,30.94,45,20.18,59,26.46,50,22.42,09012
9,13,246,72,29.27,48,19.51,51,20.73,75,30.49,09013
9,14,338,112,33.14,60,17.75,68,20.12,98,28.99,09014
9,15,234,37,15.81,47,20.09,61,26.07,89,38.03,09015
9,16,188,47,25.0,43,22.87,36,19.15,62,32.98,09016
9,17,234,67,28.63,40,17.09,47,20.09,80,34.19,09017
9,18,262,67,25.57,59,22.52,82,31.3,54,20.61,09018
9,19,292,78,26.71,51,17.47,88,30.14,75,25.68,09019
9,20,268,68,25.37,57,21.27,58,21.64,85,31.72,09020
9,21,232,56,24.14,52,22.41,59,25.43,65,28.02,09021
9,22,281,95,33.81,51,18.15,67,23.84,68,24.2,09022
9,23,183,38,20.77,36,19.67,43,23.5,66,36.07,09023
9,24,123,24,19.51,22,17.89,31,25.2,46,37.4,09024
9,25,161,30,18.63,48,29.81,48,29.81,35,21.74,09025
9,26,142,35,24.65,30,21.13,32,22.54,45,31.69,09026
9,27,205,55,26.83,41,20.0,62,30.24,47,22.93,09027
9,28,99,20,20.2,29,29.29,23,23.23,27,27.27,09028
9,29,191,59,30.89,24,12.57,49,25.65,59,30.89,09029
9,30,230,52,22.61,45,19.57,51,22.17,82,35.65,09030
9,31,219,61,27.85,33,15.07,53,24.2,72,32.88,09031
9,32,243,56,23.05,50,20.58,61,25.1,76,31.28,09032
9,33,144,24,16.67,26,18.06,49,34.03,45,31.25,09033
9,34,180,53,29.44,35,19.44,46,25.56,46,25.56,09034
9,35,303,103,33.99,57,18.81,53,17.49,90,29.7,09035
9,36,270,65,24.07,58,21.48,67,24.81,80,29.63,09036
9,37,171,35,20.47,51,29.82,49,28.65,36,21.05,09037
9,38,246,77,31.3,55,22.36,55,22.36,59,23.98,09038
9,39,295,65,22.03,52,17.63,56,18.98,122,41.36,09039
9,40,260,80,30.77,38,14.62,65,25.0,77,29.62,09040
9,41,281,86,30.6,50,17.79,58,20.64,87,30.96,09041
9,42,72,17,23.61,13,18.06,13,18.06,29,40.28,09042
9,43,144,36,25.0,20,13.89,42,29.17,46,31.94,09043
9,44,186,48,25.81,40,21.51,39,20.97,59,31.72,09044
9,45,218,64,29.36,49,22.48,45,20.64,60,27.52,09045
9,46,201,70,34.83,30,14.93,37,18.41,64,31.84,09046
9,47,281,77,27.4,50,17.79,66,23.49,88,31.32,09047
9,48,257,96,37.35,49,19.07,58,22.57,54,21.01,09048
9,49,166,32,19.28,33,19.88,41,24.7,60,36.14,09049
9,50,231,64,27.71,41,17.75,49,21.21,77,33.33,09050
9,51,137,47,34.31,23,16.79,30,21.9,37,27.01,09051
9,52,268,85,31.72,59,22.01,55,20.52,69,25.75,09052
9,53,120,33,27.5,36,30.0,25,20.83,26,21.67,09053
10,1,146,29,19.86,34,23.29,36,24.66,47,32.19,10001
10,2,114,8,7.02,41,35.96,33,28.95,32,28.07,10002
10,3,143,18,12.59,44,30.77,40,27.97,41,28.67,10003
10,4,134,25,18.66,35,26.12,39,29.1,35,26.12,10004
10,5,125,17,13.6,45,36.0,30,24.0,33,26.4,10005
10,6,179,39,21.79,31,17.32,43,24.02,66,36.87,10006
10,7,48,19,39.58,6,12.5,15,31.25,8,16.67,10007
10,8,120,17,14.17,28,23.33,51,42.5,24,20.0,10008
10,9,131,27,20.61,29,22.14,38,29.01,37,28.24,10009
10,10,139,21,15.11,42,30.22,45,32.37,31,22.3,10010
10,11,149,26,17.45,40,26.85,47,31.54,36,24.16,10011
10,12,123,15,12.2,34,27.64,35,28.46,39,31.71,10012
10,13,122,15,12.3,32,26.23,45,36.89,30,24.59,10013
10,14,164,36,21.95,36,21.95,55,33.54,37,22.56,10014
10,15,76,12,15.79,19,25.0,29,38.16,16,21.05,10015
10,16,144,23,15.97,36,25.0,30,20.83,55,38.19,10016
10,17,109,12,11.01,25,22.94,34,31.19,38,34.86,10017
10,18,156,26,16.67,29,18.59,48,30.77,53,33.97,10018
10,19,165,31,18.79,48,29.09,52,31.52,34,20.61,10019
10,20,128,16,12.5,33,25.78,44,34.38,35,27.34,10020
10,21,115,14,12.17,24,20.87,44,38.26,33,28.7,10021
10,22,115,32,27.83,27,23.48,28,24.35,28,24.35,10022
10,23,130,24,18.46,25,19.23,37,28.46,44,33.85,10023
10,24,128,23,17.97,31,24.22,50,39.06,24,18.75,10024
10,25,206,48,23.3,58,28.16,44,21.36,56,27.18,10025
10,26,130,18,13.85,37,28.46,48,36.92,27,20.77,10026
10,27,178,26,14.61,63,35.39,45,25.28,44,24.72,10027
10,28,119,26,21.85,24,20.17,26,21.85,43,36.13,10028
10,29,163,43,26.38,29,17.79,36,22.09,55,33.74,10029
10,30,173,31,17.92,55,31.79,44,25.43,43,24.86,10030
10,31,145,27,18.62,37,25.52,42,28.97,39,26.9,10031
10,32,167,28,16.77,41,24.55,62,37.13,36,21.56,10032
10,33,134,23,17.16,42,31.34,49,36.57,20,14.93,10033
10,34,178,37,20.79,56,31.46,47,26.4,38,21.35,10034
10,35,141,32,22.7,42,29.79,27,19.15,40,28.37,10035
10,36,176,36,20.45,48,27.27,52,29.55,40,22.73,10036
10,37,133,23,17.29,29,21.8,44,33.08,37,27.82,10037
10,38,170,29,17.06,44,25.88,51,30.0,46,27.06,10038
10,39,151,23,15.23,46,30.46,46,30.46,36,23.84,10039
10,40,125,21,16.8,29,23.2,28,22.4,47,37.6,10040
10,41,185,37,20.0,56,30.27,52,28.11,40,21.62,10041
10,42,142,19,13.38,46,32.39,47,33.1,30,21.13,10042
10,43,83,12,14.46,24,28.92,28,33.73,19,22.89,10043
10,44,169,24,14.2,36,21.3,52,30.77,57,33.73,10044
10,45,101,22,21.78,27,26.73,28,27.72,24,23.76,10045
10,46,145,33,22.76,36,24.83,44,30.34,32,22.07,10046
10,47,136,24,17.65,38,27.94,42,30.88,32,23.53,10047
10,48,153,33,21.57,44,28.76,39,25.49,37,24.18,10048
11,1,189,31,16.4,35,18.52,53,28.04,70,37.04,11001
11,2,168,26,15.48,54,32.14,56,33.33,32,19.05,11002
11,3,143,19,13.29,21,14.69,26,18.18,77,53.85,11003
11,4,194,35,18.04,46,23.71,44,22.68,69,35.57,11004
11,5,101,15,14.85,23,22.77,28,27.72,35,34.65,11005
11,6,261,51,19.54,65,24.9,83,31.8,62,23.75,11006
11,7,168,25,14.88,22,13.1,54,32.14,67,39.88,11007
11,8,173,22,12.72,44,25.43,53,30.64,54,31.21,11008
11,9,130,20,15.38,23,17.69,53,40.77,34,26.15,11009
11,10,125,11,8.8,28,22.4,42,33.6,44,35.2,11010
11,11,246,28,11.38,71,28.86,70,28.46,77,31.3,11011
11,12,196,17,8.67,12,6.12,70,35.71,97,49.49,11012
11,13,157,14,8.92,20,12.74,32,20.38,91,57.96,11013
11,14,147,18,12.24,22,14.97,45,30.61,62,42.18,11014
11,15,170,23,13.53,21,12.35,53,31.18,73,42.94,11015
11,16,207,25,12.08,50,24.15,50,24.15,82,39.61,11016
11,17,245,32,13.06,66,26.94,71,28.98,76,31.02,11017
11,18,112,15,13.39,22,19.64,33,29.46,42,37.5,11018
11,19,138,13,9.42,32,23.19,38,27.54,55,39.86,11019
11,20,139,19,13.67,17,12.23,25,17.99,78,56.12,11020
11,21,190,18,9.47,21,11.05,59,31.05,92,48.42,11021
11,22,140,12,8.57,21,15.0,33,23.57,74,52.86,11022
11,23,151,15,9.93,22,14.57,44,29.14,70,46.36,11023
11,24,349,38,10.89,22,6.3,71,20.34,218,62.46,11024
11,25,170,24,14.12,26,15.29,39,22.94,81,47.65,11025
11,26,271,38,14.02,52,19.19,69,25.46,112,41.33,11026
11,27,129,22,17.05,17,13.18,35,27.13,55,42.64,11027
11,28,149,13,8.72,15,10.07,51,34.23,70,46.98,11028
11,29,179,25,13.97,51,28.49,70,39.11,33,18.44,11029
11,30,156,19,12.18,40,25.64,45,28.85,52,33.33,11030
11,31,119,15,12.61,15,12.61,35,29.41,54,45.38,11031
11,32,151,13,8.61,13,8.61,46,30.46,79,52.32,11032
11,33,112,10,8.93,22,19.64,23,20.54,57,50.89,11033
11,34,106,15,14.15,15,14.15,32,30.19,44,41.51,11034
11,35,260,27,10.38,20,7.69,68,26.15,145,55.77,11035
11,36,48,7,14.58,13,27.08,9,18.75,19,39.58,11036
11,37,215,33,15.35,20,9.3,41,19.07,121,56.28,11037
11,38,288,25,8.68,45,15.63,71,24.65,147,51.04,11038
11,39,249,42,16.87,39,15.66,69,27.71,99,39.76,11039
11,40,118,8,6.78,13,11.02,30,25.42,67,56.78,11040
11,41,111,13,11.71,28,25.23,20,18.02,50,45.05,11041
11,42,142,21,14.79,22,15.49,50,35.21,49,34.51,11042
11,43,186,36,19.35,43,23.12,76,40.86,31,16.67,11043
11,44,186,15,8.06,39,20.97,42,22.58,90,48.39,11044
11,45,73,10,13.7,22,30.14,24,32.88,17,23.29,11045
11,46,103,43,41.75,7,6.8,11,10.68,42,40.78,11046
11,47,149,20,13.42,39,26.17,44,29.53,46,30.87,11047
11,48,72,7,9.72,7,9.72,32,44.44,26,36.11,11048
11,49,177,15,8.47,14,7.91,64,36.16,84,47.46,11049
11,50,95,13,13.68,22,23.16,29,30.53,31,32.63,11050
12,1,76,24,31.58,23,30.26,18,23.68,11,14.47,12001
12,2,111,19,17.12,39,35.14,36,32.43,17,15.32,12002
12,3,113,20,17.7,33,29.2,40,35.4,20,17.7,12003
12,4,97,25,25.77,27,27.84,27,27.84,18,18.56,12004
12,5,118,26,22.03,41,34.75,29,24.58,22,18.64,12005
12,6,100,24,24.0,25,25.0,31,31.0,20,20.0,12006
12,7,136,25,18.38,46,33.82,39,28.68,26,19.12,12007
12,8,170,58,34.12,37,21.76,49,28.82,26,15.29,12008
12,9,101,17,16.83,30,29.7,26,25.74,28,27.72,12009
12,10,128,33,25.78,32,25.0,37,28.91,26,20.31,12010
12,11,184,41,22.28,47,25.54,58,31.52,38,20.65,12011
12,12,105,24,22.86,37,35.24,25,23.81,19,18.1,12012
12,13,159,30,18.87,46,28.93,64,40.25,19,11.95,12013
12,14,134,28,20.9,43,32.09,43,32.09,20,14.93,12014
12,15,106,30,28.3,28,26.42,23,21.7,25,23.58,12015
12,16,116,22,18.97,35,30.17,36,31.03,23,19.83,12016
12,17,134,33,24.63,32,23.88,37,27.61,32,23.88,12017
12,18,151,36,23.84,43,28.48,41,27.15,31,20.53,12018
12,19,167,43,25.75,43,25.75,52,31.14,29,17.37,12019
12,20,131,34,25.95,39,29.77,38,29.01,20,15.27,12020
12,21,136,32,23.53,31,22.79,52,38.24,21,15.44,12021
12,22,102,26,25.49,34,33.33,25,24.51,17,16.67,12022
12,23,133,30,22.56,36,27.07,39,29.32,28,21.05,12023
12,24,165,22,13.33,52,31.52,53,32.12,38,23.03,12024
13,1,228,25,10.96,36,15.79,66,28.95,101,44.3,13001
13,2,179,22,12.29,34,18.99,35,19.55,88,49.16,13002
13,3,234,41,17.52,58,24.79,62,26.5,73,31.2,13003
13,4,286,49,17.13,56,19.58,96,33.57,85,29.72,13004
13,5,252,40,15.87,49,19.44,72,28.57,91,36.11,13005
13,6,211,26,12.32,35,16.59,76,36.02,74,35.07,13006
13,7,196,22,11.22,29,14.8,49,25.0,96,48.98,13007
13,8,229,31,13.54,43,18.78,65,28.38,90,39.3,13008
13,9,257,38,14.79,43,16.73,75,29.18,101,39.3,13009
13,10,195,24,12.31,25,12.82,58,29.74,88,45.13,13010
13,11,225,32,14.22,24,10.67,59,26.22,110,48.89,13011
13,12,187,28,14.97,29,15.51,68,36.36,62,33.16,13012
13,13,240,19,7.92,19,7.92,34,14.17,168,70.0,13013
13,14,203,27,13.3,34,16.75,44,21.67,98,48.28,13014
13,15,340,22,6.47,61,17.94,76,22.35,181,53.24,13015
13,16,275,33,12.0,48,17.45,70,25.45,124,45.09,13016
13,17,201,39,19.4,33,16.42,54,26.87,75,37.31,13017
13,18,168,18,10.71,37,22.02,43,25.6,70,41.67,13018
13,19,296,43,14.53,45,15.2,58,19.59,150,50.68,13019
13,20,213,20,9.39,44,20.66,62,29.11,87,40.85,13020
13,21,250,30,12.0,39,15.6,64,25.6,117,46.8,13021
13,22,148,28,18.92,27,18.24,41,27.7,52,35.14,13022
13,23,202,22,10.89,28,13.86,37,18.32,115,56.93,13023
13,24,216,22,10.19,42,19.44,26,12.04,126,58.33,13024
13,25,170,34,20.0,43,25.29,59,34.71,34,20.0,13025
13,26,214,13,6.07,18,8.41,44,20.56,139,64.95,13026
13,27,210,29,13.81,33,15.71,69,32.86,79,37.62,13027
13,28,179,31,17.32,36,20.11,54,30.17,58,32.4,13028
13,29,210,24,11.43,37,17.62,67,31.9,82,39.05,13029
13,30,326,38,11.66,75,23.01,92,28.22,121,37.12,13030
13,31,259,26,10.04,45,17.37,49,18.92,139,53.67,13031
13,32,228,44,19.3,48,21.05,47,20.61,89,39.04,13032
13,33,207,16,7.73,46,22.22,58,28.02,87,42.03,13033
13,34,325,24,7.38,29,8.92,40,12.31,232,71.38,13034
13,35,259,26,10.04,26,10.04,45,17.37,162,62.55,13035
13,36,123,13,10.57,23,18.7,33,26.83,54,43.9,13036
13,37,198,27,13.64,37,18.69,47,23.74,87,43.94,13037
13,38,228,26,11.4,33,14.47,68,29.82,101,44.3,13038
13,39,198,22,11.11,28,14.14,54,27.27,94,47.47,13039
13,40,248,33,13.31,66,26.61,69,27.82,80,32.26,13040
13,41,177,16,9.04,26,14.69,36,20.34,99,55.93,13041
13,42,217,34,15.67,29,13.36,53,24.42,101,46.54,13042
13,43,222,37,16.67,27,12.16,68,30.63,90,40.54,13043
13,44,314,13,4.14,20,6.37,21,6.69,260,82.8,13044
13,45,257,25,9.73,28,10.89,61,23.74,143,55.64,13045
13,46,233,45,19.31,39,16.74,70,30.04,79,33.91,13046
13,47,236,46,19.49,50,21.19,70,29.66,70,29.66,13047
14,1,101,15,14.85,18,17.82,24,23.76,44,43.56,14001
14,2,140,28,20.0,32,22.86,41,29.29,39,27.86,14002
14,3,206,31,15.05,41,19.9,51,24.76,83,40.29,14003
14,4,127,27,21.26,30,23.62,36,28.35,34,26.77,14004
14,5,212,27,12.74,38,17.92,31,14.62,116,54.72,14005
14,6,134,29,21.64,28,20.9,37,27.61,40,29.85,14006
14,7,147,20,13.61,30,20.41,35,23.81,62,42.18,14007
14,8,106,14,13.21,23,21.7,31,29.25,38,35.85,14008
14,9,164,25,15.24,38,23.17,32,19.51,69,42.07,14009
14,10,158,28,17.72,32,20.25,41,25.95,57,36.08,14010
14,11,133,16,12.03,17,12.78,28,21.05,72,54.14,14011
14,12,134,19,14.18,17,12.69,30,22.39,68,50.75,14012
14,13,165,21,12.73,35,21.21,35,21.21,74,44.85,14013
14,14,146,18,12.33,27,18.49,38,26.03,63,43.15,14014
14,15,210,43,20.48,25,11.9,36,17.14,106,50.48,14015
14,16,156,26,16.67,48,30.77,34,21.79,48,30.77,14016
14,17,174,25,14.37,32,18.39,24,13.79,93,53.45,14017
14,18,193,36,18.65,55,28.5,44,22.8,58,30.05,14018
14,19,213,40,18.78,36,16.9,51,23.94,86,40.38,14019
14,20,128,20,15.63,39,30.47,31,24.22,38,29.69,14020
14,21,170,17,10.0,24,14.12,29,17.06,100,58.82,14021
14,22,173,29,16.76,38,21.97,22,12.72,84,48.55,14022
14,23,209,40,19.14,45,21.53,58,27.75,66,31.58,14023
14,24,102,12,11.76,24,23.53,24,23.53,42,41.18,14024
14,25,173,30,17.34,36,20.81,47,27.17,60,34.68,14025
14,26,171,28,16.37,44,25.73,40,23.39,59,34.5,14026
14,27,196,33,16.84,39,19.9,56,28.57,68,34.69,14027
14,28,160,27,16.88,36,22.5,49,30.63,48,30.0,14028
14,29,191,25,13.09,33,17.28,42,21.99,91,47.64,14029
14,30,147,18,12.24,34,23.13,34,23.13,61,41.5,14030
14,31,147,21,14.29,17,11.56,18,12.24,91,61.9,14031
14,32,122,14,11.48,31,25.41,34,27.87,43,35.25,14032
14,33,134,21,15.67,23,17.16,27,20.15,63,47.01,14033
14,34,150,12,8.0,16,10.67,18,12.0,104,69.33,14034
14,35,153,24,15.69,34,22.22,33,21.57,62,40.52,14035
15,1,121,16,13.22,26,21.49,50,41.32,29,23.97,15001
15,2,134,29,21.64,28,20.9,44,32.84,33,24.63,15002
15,3,147,29,19.73,30,20.41,56,38.1,32,21.77,15003
15,4,130,35,26.92,24,18.46,43,33.08,28,21.54,15004
15,5,145,32,22.07,27,18.62,53,36.55,33,22.76,15005
15,6,163,42,25.77,29,17.79,46,28.22,46,28.22,15006
15,7,136,35,25.74,25,18.38,48,35.29,28,20.59,15007
15,8,207,53,25.6,51,24.64,56,27.05,47,22.71,15008
15,9,163,47,28.83,28,17.18,48,29.45,40,24.54,15009
15,10,112,29,25.89,30,26.79,30,26.79,23,20.54,15010
15,11,183,46,25.14,45,24.59,51,27.87,41,22.4,15011
15,12,98,27,27.55,21,21.43,35,35.71,15,15.31,15012
15,13,111,27,24.32,21,18.92,37,33.33,26,23.42,15013
15,14,156,31,19.87,51,32.69,42,26.92,32,20.51,15014
15,15,137,37,27.01,37,27.01,41,29.93,22,16.06,15015
15,16,104,20,19.23,27,25.96,39,37.5,18,17.31,15016
15,17,166,51,30.72,33,19.88,49,29.52,33,19.88,15017
15,18,94,27,28.72,21,22.34,28,29.79,18,19.15,15018
15,19,131,27,20.61,36,27.48,45,34.35,23,17.56,15019
15,20,127,35,27.56,24,18.9,42,33.07,26,20.47,15020
15,21,154,47,30.52,31,20.13,50,32.47,26,16.88,15021
15,22,201,43,21.39,54,26.87,53,26.37,51,25.37,15022
15,23,132,39,29.55,31,23.48,33,25.0,29,21.97,15023
15,24,135,36,26.67,35,25.93,43,31.85,21,15.56,15024
15,25,147,29,19.73,37,25.17,54,36.73,27,18.37,15025
15,26,156,40,25.64,32,20.51,50,32.05,34,21.79,15026
15,27,139,37,26.62,26,18.71,46,33.09,30,21.58,15027
15,28,192,40,20.83,44,22.92,68,35.42,40,20.83,15028
15,29,79,15,18.99,19,24.05,37,46.84,8,10.13,15029
15,30,167,37,22.16,38,22.75,49,29.34,43,25.75,15030
15,31,128,27,21.09,31,24.22,47,36.72,23,17.97,15031
15,32,161,41,25.47,40,24.84,44,27.33,36,22.36,15032
15,33,100,28,28.0,26,26.0,28,28.0,18,18.0,15033
15,34,104,22,21.15,31,29.81,35,33.65,16,15.38,15034
15,35,144,36,25.0,38,26.39,42,29.17,28,19.44,15035
15,36,137,35,25.55,30,21.9,47,34.31,25,18.25,15036
15,37,119,33,27.73,26,21.85,37,31.09,23,19.33,15037
15,38,138,30,21.74,34,24.64,41,29.71,33,23.91,15038
15,39,166,44,26.51,25,15.06,63,37.95,34,20.48,15039
15,40,134,42,31.34,26,19.4,40,29.85,26,19.4,15040
15,41,211,47,22.27,51,24.17,62,29.38,51,24.17,15041
15,42,104,21,20.19,21,20.19,38,36.54,24,23.08,15042
15,43,110,30,27.27,25,22.73,32,29.09,23,20.91,15043
15,44,170,37,21.76,54,31.76,42,24.71,37,21.76,15044
15,45,86,27,31.4,21,24.42,25,29.07,13,15.12,15045
15,46,110,24,21.82,34,30.91,40,36.36,12,10.91,15046
15,47,154,36,23.38,31,20.13,47,30.52,40,25.97,15047
15,48,116,21,18.1,21,18.1,48,41.38,26,22.41,15048
15,49,125,26,20.8,31,24.8,44,35.2,24,19.2,15049
15,50,145,40,27.59,36,24.83,41,28.28,28,19.31,15050
15,51,98,23,23.47,21,21.43,30,30.61,24,24.49,15051
15,52,72,13,18.06,12,16.67,28,38.89,19,26.39,15052
16,1,122,22,18.03,23,18.85,50,40.98,27,22.13,16001
16,2,121,28,23.14,28,23.14,30,24.79,35,28.93,16002
16,3,112,29,25.89,30,26.79,27,24.11,26,23.21,16003
16,4,74,15,20.27,19,25.68,22,29.73,18,24.32,16004
16,5,147,39,26.53,25,17.01,49,33.33,34,23.13,16005
16,6,74,20,27.03,23,31.08,15,20.27,16,21.62,16006
16,7,150,40,26.67,36,24.0,44,29.33,30,20.0,16007
16,8,143,39,27.27,30,20.98,46,32.17,28,19.58,16008
16,9,190,45,23.68,38,20.0,51,26.84,56,29.47,16009
16,10,244,69,28.28,50,20.49,72,29.51,53,21.72,16010
16,11,185,57,30.81,32,17.3,65,35.14,31,16.76,16011
16,12,110,24,21.82,23,20.91,32,29.09,31,28.18,16012
16,13,108,24,22.22,27,25.0,33,30.56,24,22.22,16013
16,14,158,45,28.48,35,22.15,48,30.38,30,18.99,16014
16,15,196,45,22.96,36,18.37,59,30.1,56,28.57,16015
16,16,141,41,29.08,42,29.79,29,20.57,29,20.57,16016
16,17,129,34,26.36,34,26.36,29,22.48,32,24.81,16017
16,18,167,43,25.75,39,23.35,54,32.34,31,18.56,16018
16,19,198,44,22.22,53,26.77,64,32.32,37,18.69,16019
16,20,141,25,17.73,30,21.28,40,28.37,46,32.62,16020
16,21,118,21,17.8,32,27.12,35,29.66,30,25.42,16021
16,22,117,40,34.19,21,17.95,30,25.64,26,22.22,16022
16,23,143,33,23.08,38,26.57,43,30.07,29,20.28,16023
16,24,49,10,20.41,14,28.57,20,40.82,5,10.2,16024
16,25,110,24,21.82,18,16.36,40,36.36,28,25.45,16025
16,26,131,34,25.95,32,24.43,41,31.3,24,18.32,16026
16,27,164,39,23.78,38,23.17,47,28.66,40,24.39,16027
16,28,165,38,23.03,34,20.61,52,31.52,41,24.85,16028
16,29,126,32,25.4,22,17.46,41,32.54,31,24.6,16029
16,30,148,47,31.76,28,18.92,40,27.03,33,22.3,16030
16,31,146,39,26.71,35,23.97,41,28.08,31,21.23,16031
16,32,136,27,19.85,36,26.47,43,31.62,30,22.06,16032
16,33,121,31,25.62,33,27.27,27,22.31,30,24.79,16033
16,34,122,33,27.05,19,15.57,47,38.52,23,18.85,16034
16,35,153,33,21.57,51,33.33,45,29.41,24,15.69,16035
16,36,142,34,23.94,26,18.31,52,36.62,30,21.13,16036
16,37,102,19,18.63,27,26.47,28,27.45,28,27.45,16037
16,38,92,20,21.74,28,30.43,26,28.26,18,19.57,16038
16,39,122,31,25.41,32,26.23,35,28.69,24,19.67,16039
16,40,180,47,26.11,34,18.89,57,31.67,42,23.33,16040
16,41,86,25,29.07,21,24.42,18,20.93,22,25.58,16041
16,42,146,27,18.49,40,27.4,50,34.25,29,19.86,16042
16,43,172,45,26.16,41,23.84,49,28.49,37,21.51,16043
16,44,150,37,24.67,35,23.33,44,29.33,34,22.67,16044
17,1,103,21,20.39,22,21.36,46,44.66,14,13.59,17001
17,2,187,45,24.06,40,21.39,57,30.48,45,24.06,17002
17,3,117,28,23.93,27,23.08,33,28.21,29,24.79,17003
17,4,255,56,21.96,47,18.43,84,32.94,68,26.67,17004
17,5,137,39,28.47,23,16.79,36,26.28,39,28.47,17005
17,6,131,24,18.32,31,23.66,50,38.17,26,19.85,17006
17,7,205,56,27.32,40,19.51,60,29.27,49,23.9,17007
17,8,142,44,30.99,36,25.35,39,27.46,23,16.2,17008
17,9,121,33,27.27,22,18.18,36,29.75,30,24.79,17009
17,10,183,45,24.59,31,16.94,59,32.24,48,26.23,17010
17,11,196,44,22.45,35,17.86,60,30.61,57,29.08,17011
17,12,246,54,21.95,66,26.83,61,24.8,65,26.42,17012
17,13,123,33,26.83,24,19.51,36,29.27,30,24.39,17013
17,14,157,38,24.2,36,22.93,50,31.85,33,21.02,17014
17,15,165,56,33.94,25,15.15,43,26.06,41,24.85,17015
17,16,138,28,20.29,23,16.67,48,34.78,39,28.26,17016
17,17,134,31,23.13,31,23.13,45,33.58,27,20.15,17017
17,18,181,44,24.31,28,15.47,59,32.6,50,27.62,17018
17,19,69,16,23.19,16,23.19,17,24.64,20,28.99,17019
17,20,157,42,26.75,26,16.56,47,29.94,42,26.75,17020
17,21,234,61,26.07,38,16.24,57,24.36,78,33.33,17021
