ward,precinct,total,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Kathleen Therese Meany,Kathleen Therese Meany Percent,Frank Avila,Frank Avila Percent,Dean T. Maragos,Dean T. Maragos Percent,Cynthia M. Santos,Cynthia M. Santos Percent,Diane Jones,Diane Jones Percent,Matthew Podgorski,Matthew Podgorski Percent,precinct_id
13,25,499,64,12.83,77,15.43,124,24.85,55,11.02,92,18.44,27,5.41,44,8.82,13025
13,26,697,33,4.73,187,26.83,203,29.12,169,24.25,42,6.03,21,3.01,23,3.3,13026
13,27,615,59,9.59,126,20.49,176,28.62,98,15.93,65,10.57,27,4.39,49,7.97,13027
13,28,528,48,9.09,97,18.37,139,26.33,70,13.26,93,17.61,24,4.55,36,6.82,13028
13,29,618,51,8.25,120,19.42,170,27.51,110,17.8,90,14.56,17,2.75,44,7.12,13029
13,30,912,83,9.1,146,16.01,260,28.51,127,13.93,181,19.85,37,4.06,57,6.25,13030
13,31,791,47,5.94,157,19.85,237,29.96,153,19.34,123,15.55,27,3.41,28,3.54,13031
13,32,682,56,8.21,128,18.77,156,22.87,88,12.9,65,9.53,100,14.66,30,4.4,13032
13,33,628,45,7.17,125,19.9,178,28.34,98,15.61,88,14.01,36,5.73,43,6.85,13033
13,34,964,43,4.46,247,25.62,296,30.71,242,25.1,66,6.85,20,2.07,35,3.63,13034
13,35,746,45,6.03,175,23.46,211,28.28,161,21.58,71,9.52,26,3.49,37,4.96,13035
13,36,378,36,9.52,73,19.31,103,27.25,57,15.08,45,11.9,24,6.35,26,6.88,13036
13,37,574,52,9.06,104,18.12,148,25.78,87,15.16,83,14.46,42,7.32,39,6.79,13037
13,38,696,59,8.48,146,20.98,187,26.87,114,16.38,90,12.93,32,4.6,43,6.18,13038
13,39,609,43,7.06,138,22.66,171,28.08,111,18.23,59,9.69,24,3.94,48,7.88,13039
13,40,757,68,8.98,127,16.78,221,29.19,102,13.47,125,16.51,36,4.76,59,7.79,13040
13,41,569,28,4.92,117,20.56,174,30.58,122,21.44,69,12.13,22,3.87,28,4.92,13041
13,42,632,45,7.12,134,21.2,176,27.85,115,18.2,70,11.08,33,5.22,40,6.33,13042
13,43,649,51,7.86,128,19.72,184,28.35,105,16.18,79,12.17,26,4.01,49,7.55,13043
13,44,993,23,2.32,285,28.7,317,31.92,282,28.4,54,5.44,16,1.61,11,1.11,13044
13,45,806,58,7.2,194,24.07,207,25.68,151,18.73,82,10.17,31,3.85,59,7.32,13045
13,46,682,62,9.09,122,17.89,196,28.74,86,12.61,120,17.6,27,3.96,52,7.62,13046
13,47,696,65,9.34,106,15.23,202,29.02,97,13.94,133,19.11,30,4.31,43,6.18,13047
14,1,258,15,5.81,41,15.89,74,28.68,38,14.73,49,18.99,14,5.43,13,5.04,14001
14,2,421,49,11.64,51,12.11,97,23.04,40,9.5,96,22.8,24,5.7,50,11.88,14002
14,3,557,43,7.72,85,15.26,168,30.16,72,12.93,95,17.06,39,7.0,37,6.64,14003
14,4,347,32,9.22,44,12.68,103,29.68,43,12.39,71,20.46,26,7.49,17,4.9,14004
14,5,614,42,6.84,116,18.89,176,28.66,112,18.24,93,15.15,38,6.19,23,3.75,14005
14,6,384,39,10.16,43,11.2,100,26.04,47,12.24,85,22.14,24,6.25,38,9.9,14006
14,7,410,41,10.0,75,18.29,99,24.15,56,13.66,60,14.63,21,5.12,43,10.49,14007
14,8,341,38,11.14,55,16.13,78,22.87,45,13.2,58,17.01,20,5.87,27,7.92,14008
14,9,447,34,7.61,67,14.99,141,31.54,64,14.32,84,18.79,25,5.59,20,4.47,14009
14,10,483,47,9.73,76,15.73,136,28.16,69,14.29,79,16.36,31,6.42,33,6.83,14010
14,11,390,8,2.05,86,22.05,123,31.54,84,21.54,46,11.79,16,4.1,14,3.59,14011
14,12,407,32,7.86,69,16.95,108,26.54,64,15.72,62,15.23,30,7.37,30,7.37,14012
14,13,497,40,8.05,85,17.1,135,27.16,82,16.5,80,16.1,23,4.63,38,7.65,14013
14,14,449,37,8.24,73,16.26,126,28.06,74,16.48,80,17.82,29,6.46,18,4.01,14014
14,15,567,29,5.11,116,20.46,174,30.69,113,19.93,68,11.99,22,3.88,32,5.64,14015
14,16,472,51,10.81,66,13.98,116,24.58,61,12.92,95,20.13,29,6.14,39,8.26,14016
14,17,501,34,6.79,98,19.56,153,30.54,95,18.96,72,14.37,20,3.99,18,3.59,14017
14,18,556,58,10.43,66,11.87,143,25.72,73,13.13,118,21.22,32,5.76,49,8.81,14018
14,19,623,49,7.87,99,15.89,169,27.13,110,17.66,96,15.41,37,5.94,40,6.42,14019
14,20,355,43,12.11,47,13.24,93,26.2,39,10.99,71,20.0,18,5.07,25,7.04,14020
14,21,478,19,3.97,107,22.38,139,29.08,113,23.64,59,12.34,13,2.72,20,4.18,14021
14,22,522,41,7.85,96,18.39,141,27.01,87,16.67,87,16.67,22,4.21,37,7.09,14022
14,23,600,63,10.5,75,12.5,162,27.0,72,12.0,117,19.5,38,6.33,50,8.33,14023
14,24,309,29,9.39,45,14.56,90,29.13,45,14.56,60,19.42,19,6.15,13,4.21,14024
14,25,485,52,10.72,85,17.53,113,23.3,56,11.55,72,14.85,16,3.3,75,15.46,14025
14,26,515,45,8.74,68,13.2,144,27.96,57,11.07,114,22.14,31,6.02,41,7.96,14026
14,27,585,77,13.16,86,14.7,137,23.42,78,13.33,100,17.09,28,4.79,58,9.91,14027
14,28,436,55,12.61,69,15.83,81,18.58,40,9.17,82,18.81,24,5.5,64,14.68,14028
14,29,530,45,8.49,97,18.3,145,27.36,80,15.09,75,14.15,37,6.98,33,6.23,14029
14,30,402,33,8.21,79,19.65,109,27.11,55,13.68,60,14.93,22,5.47,35,8.71,14030
14,31,436,33,7.57,99,22.71,128,29.36,83,19.04,43,9.86,13,2.98,29,6.65,14031
14,32,317,22,6.94,48,15.14,93,29.34,48,15.14,61,19.24,21,6.62,18,5.68,14032
14,33,393,41,10.43,73,18.58,103,26.21,67,17.05,53,13.49,26,6.62,24,6.11,14033
14,34,434,21,4.84,92,21.2,129,29.72,106,24.42,52,11.98,15,3.46,12,2.76,14034
14,35,423,39,9.22,71,16.78,114,26.95,67,15.84,77,18.2,21,4.96,24,5.67,14035
15,1,313,32,10.22,32,10.22,66,21.09,20,6.39,67,21.41,52,16.61,15,4.79,15001
15,2,288,32,11.11,33,11.46,31,10.76,19,6.6,39,13.54,82,28.47,11,3.82,15002
15,3,409,49,11.98,59,14.43,56,13.69,17,4.16,64,15.65,91,22.25,16,3.91,15003
15,4,327,41,12.54,45,13.76,46,14.07,15,4.59,43,13.15,82,25.08,8,2.45,15004
15,5,309,28,9.06,45,14.56,28,9.06,18,5.83,32,10.36,96,31.07,12,3.88,15005
15,6,441,43,9.75,67,15.19,64,14.51,36,8.16,75,17.01,82,18.59,15,3.4,15006
15,7,350,48,13.71,42,12.0,44,12.57,14,4.0,46,13.14,99,28.29,9,2.57,15007
15,8,499,53,10.62,66,13.23,54,10.82,19,3.81,81,16.23,130,26.05,16,3.21,15008
15,9,434,39,8.99,72,16.59,65,14.98,31,7.14,65,14.98,93,21.43,13,3.0,15009
15,10,309,35,11.33,21,6.8,92,29.77,24,7.77,85,27.51,29,9.39,17,5.5,15010
15,11,498,53,10.64,67,13.45,68,13.65,25,5.02,59,11.85,127,25.5,17,3.41,15011
15,12,260,22,8.46,38,14.62,29,11.15,10,3.85,41,15.77,72,27.69,9,3.46,15012
15,13,283,19,6.71,34,12.01,57,20.14,22,7.77,62,21.91,53,18.73,9,3.18,15013
15,14,437,39,8.92,39,8.92,121,27.69,33,7.55,109,24.94,40,9.15,25,5.72,15014
15,15,342,30,8.77,37,10.82,75,21.93,27,7.89,70,20.47,69,20.18,6,1.75,15015
15,16,282,29,10.28,23,8.16,74,26.24,22,7.8,70,24.82,26,9.22,22,7.8,15016
15,17,363,38,10.47,37,10.19,48,13.22,24,6.61,55,15.15,92,25.34,15,4.13,15017
15,18,231,24,10.39,45,19.48,19,8.23,14,6.06,31,13.42,70,30.3,7,3.03,15018
15,19,336,50,14.88,38,11.31,37,11.01,16,4.76,63,18.75,82,24.4,11,3.27,15019
15,20,314,45,14.33,43,13.69,46,14.65,19,6.05,44,14.01,71,22.61,9,2.87,15020
15,21,367,38,10.35,45,12.26,58,15.8,15,4.09,53,14.44,97,26.43,8,2.18,15021
15,22,520,39,7.5,76,14.62,74,14.23,27,5.19,102,19.62,121,23.27,16,3.08,15022
15,23,329,31,9.42,52,15.81,41,12.46,17,5.17,34,10.33,98,29.79,7,2.13,15023
15,24,376,41,10.9,56,14.89,69,18.35,18,4.79,50,13.3,90,23.94,10,2.66,15024
15,25,355,34,9.58,42,11.83,64,18.03,23,6.48,72,20.28,75,21.13,18,5.07,15025
15,26,371,28,7.55,55,14.82,58,15.63,11,2.96,46,12.4,110,29.65,10,2.7,15026
15,27,324,30,9.26,38,11.73,49,15.12,11,3.4,63,19.44,84,25.93,2,0.62,15027
15,28,481,42,8.73,57,11.85,119,24.74,36,7.48,117,24.32,43,8.94,37,7.69,15028
15,29,184,20,10.87,32,17.39,22,11.96,11,5.98,25,13.59,50,27.17,5,2.72,15029
15,30,386,33,8.55,58,15.03,42,10.88,23,5.96,62,16.06,108,27.98,16,4.15,15030
15,31,326,28,8.59,44,13.5,32,9.82,22,6.75,43,13.19,98,30.06,11,3.37,15031
15,32,452,36,7.96,67,14.82,68,15.04,28,6.19,88,19.47,99,21.9,22,4.87,15032
15,33,240,19,7.92,31,12.92,30,12.5,14,5.83,35,14.58,68,28.33,5,2.08,15033
15,34,258,30,11.63,24,9.3,25,9.69,16,6.2,35,13.57,79,30.62,8,3.1,15034
15,35,370,33,8.92,47,12.7,43,11.62,23,6.22,49,13.24,97,26.22,12,3.24,15035
15,36,346,42,12.14,65,18.79,42,12.14,23,6.65,56,16.18,81,23.41,3,0.87,15036
15,37,275,34,12.36,33,12.0,31,11.27,13,4.73,35,12.73,81,29.45,9,3.27,15037
15,38,414,33,7.97,51,12.32,61,14.73,24,5.8,71,17.15,107,25.85,18,4.35,15038
15,39,415,52,12.53,62,14.94,57,13.73,26,6.27,49,11.81,101,24.34,13,3.13,15039
15,40,352,35,9.94,42,11.93,44,12.5,19,5.4,33,9.38,106,30.11,5,1.42,15040
15,41,509,50,9.82,78,15.32,69,13.56,15,2.95,79,15.52,126,24.75,22,4.32,15041
15,42,242,18,7.44,41,16.94,27,11.16,12,4.96,36,14.88,63,26.03,9,3.72,15042
15,43,279,30,10.75,37,13.26,30,10.75,21,7.53,32,11.47,80,28.67,5,1.79,15043
15,44,435,49,11.26,46,10.57,88,20.23,27,6.21,95,21.84,75,17.24,15,3.45,15044
15,45,220,19,8.64,25,11.36,44,20.0,14,6.36,47,21.36,41,18.64,4,1.82,15045
15,46,244,30,12.3,25,10.25,28,11.48,12,4.92,43,17.62,70,28.69,2,0.82,15046
15,47,378,36,9.52,57,15.08,51,13.49,20,5.29,53,14.02,101,26.72,6,1.59,15047
15,48,280,26,9.29,43,15.36,32,11.43,17,6.07,45,16.07,73,26.07,6,2.14,15048
15,49,313,33,10.54,41,13.1,67,21.41,16,5.11,59,18.85,55,17.57,9,2.88,15049
15,50,394,39,9.9,51,12.94,51,12.94,20,5.08,54,13.71,114,28.93,9,2.28,15050
15,51,237,24,10.13,33,13.92,24,10.13,15,6.33,28,11.81,76,32.07,4,1.69,15051
15,52,203,22,10.84,27,13.3,15,7.39,15,7.39,20,9.85,64,31.53,6,2.96,15052
16,1,264,32,12.12,25,9.47,42,15.91,14,5.3,45,17.05,68,25.76,14,5.3,16001
16,2,320,44,13.75,55,17.19,33,10.31,18,5.63,44,13.75,77,24.06,10,3.13,16002
16,3,270,31,11.48,33,12.22,38,14.07,19,7.04,41,15.19,63,23.33,7,2.59,16003
16,4,191,22,11.52,23,12.04,38,19.9,17,8.9,38,19.9,29,15.18,13,6.81,16004
16,5,368,36,9.78,54,14.67,31,8.42,20,5.43,50,13.59,113,30.71,11,2.99,16005
16,6,183,24,13.11,22,12.02,27,14.75,7,3.83,30,16.39,44,24.04,4,2.19,16006
16,7,416,42,10.1,54,12.98,59,14.18,23,5.53,69,16.59,104,25.0,13,3.13,16007
16,8,340,33,9.71,52,15.29,48,14.12,16,4.71,61,17.94,85,25.0,10,2.94,16008
16,9,495,50,10.1,73,14.75,58,11.72,28,5.66,62,12.53,132,26.67,11,2.22,16009
16,10,614,75,12.21,78,12.7,84,13.68,38,6.19,71,11.56,147,23.94,25,4.07,16010
16,11,466,54,11.59,44,9.44,86,18.45,34,7.3,90,19.31,99,21.24,7,1.5,16011
16,12,260,22,8.46,42,16.15,24,9.23,7,2.69,34,13.08,83,31.92,3,1.15,16012
16,13,314,26,8.28,32,10.19,69,21.97,29,9.24,81,25.8,53,16.88,6,1.91,16013
16,14,389,42,10.8,62,15.94,47,12.08,20,5.14,48,12.34,113,29.05,10,2.57,16014
16,15,456,37,8.11,67,14.69,53,11.62,34,7.46,63,13.82,131,28.73,9,1.97,16015
16,16,363,43,11.85,48,13.22,50,13.77,14,3.86,46,12.67,102,28.1,8,2.2,16016
16,17,357,35,9.8,24,6.72,99,27.73,36,10.08,96,26.89,29,8.12,25,7.0,16017
16,18,392,52,13.27,52,13.27,52,13.27,20,5.1,54,13.78,106,27.04,8,2.04,16018
16,19,462,64,13.85,53,11.47,54,11.69,20,4.33,71,15.37,116,25.11,19,4.11,16019
16,20,344,42,12.21,46,13.37,41,11.92,18,5.23,43,12.5,90,26.16,9,2.62,16020
16,21,334,38,11.38,32,9.58,81,24.25,20,5.99,76,22.75,36,10.78,24,7.19,16021
16,22,308,44,14.29,34,11.04,32,10.39,22,7.14,42,13.64,90,29.22,3,0.97,16022
16,23,383,40,10.44,34,8.88,91,23.76,37,9.66,90,23.5,49,12.79,12,3.13,16023
16,24,112,16,14.29,14,12.5,10,8.93,6,5.36,15,13.39,34,30.36,4,3.57,16024
16,25,268,20,7.46,40,14.93,26,9.7,21,7.84,43,16.04,66,24.63,9,3.36,16025
16,26,323,39,12.07,41,12.69,41,12.69,20,6.19,43,13.31,91,28.17,5,1.55,16026
16,27,412,50,12.14,65,15.78,59,14.32,21,5.1,49,11.89,95,23.06,7,1.7,16027
16,28,417,45,10.79,50,11.99,49,11.75,24,5.76,50,11.99,123,29.5,10,2.4,16028
16,29,331,35,10.57,36,10.88,42,12.69,31,9.37,44,13.29,83,25.08,14,4.23,16029
16,30,371,39,10.51,50,13.48,41,11.05,20,5.39,55,14.82,102,27.49,7,1.89,16030
16,31,367,42,11.44,52,14.17,42,11.44,18,4.9,56,15.26,101,27.52,3,0.82,16031
16,32,379,36,9.5,42,11.08,96,25.33,41,10.82,91,24.01,25,6.6,25,6.6,16032
16,33,321,43,13.4,47,14.64,40,12.46,12,3.74,46,14.33,76,23.68,8,2.49,16033
16,34,324,39,12.04,41,12.65,45,13.89,20,6.17,46,14.2,82,25.31,10,3.09,16034
16,35,414,44,10.63,37,8.94,96,23.19,30,7.25,106,25.6,55,13.29,22,5.31,16035
16,36,348,33,9.48,40,11.49,38,10.92,26,7.47,48,13.79,98,28.16,5,1.44,16036
16,37,272,33,12.13,38,13.97,34,12.5,8,2.94,36,13.24,71,26.1,7,2.57,16037
16,38,246,23,9.35,25,10.16,32,13.01,9,3.66,37,15.04,77,31.3,5,2.03,16038
16,39,366,37,10.11,33,9.02,102,27.87,34,9.29,83,22.68,28,7.65,32,8.74,16039
16,40,476,46,9.66,60,12.61,50,10.5,20,4.2,76,15.97,124,26.05,18,3.78,16040
16,41,178,22,12.36,29,16.29,19,10.67,12,6.74,24,13.48,48,26.97,5,2.81,16041
16,42,369,40,10.84,26,7.05,94,25.47,38,10.3,97,26.29,41,11.11,19,5.15,16042
16,43,447,54,12.08,55,12.3,46,10.29,25,5.59,60,13.42,129,28.86,12,2.68,16043
16,44,405,38,9.38,53,13.09,66,16.3,26,6.42,55,13.58,97,23.95,21,5.19,16044
17,1,263,35,13.31,31,11.79,34,12.93,20,7.6,38,14.45,62,23.57,8,3.04,17001
17,2,489,40,8.18,74,15.13,53,10.84,30,6.13,77,15.75,127,25.97,17,3.48,17002
17,3,314,28,8.92,46,14.65,45,14.33,20,6.37,50,15.92,77,24.52,7,2.23,17003
17,4,650,66,10.15,103,15.85,102,15.69,51,7.85,76,11.69,157,24.15,12,1.85,17004
17,5,349,39,11.17,49,14.04,45,12.89,32,9.17,43,12.32,92,26.36,6,1.72,17005
17,6,332,39,11.75,40,12.05,45,13.55,22,6.63,51,15.36,87,26.2,11,3.31,17006
17,7,504,44,8.73,81,16.07,59,11.71,39,7.74,64,12.7,121,24.01,15,2.98,17007
17,8,364,32,8.79,50,13.74,53,14.56,19,5.22,64,17.58,95,26.1,11,3.02,17008
17,9,311,24,7.72,46,14.79,57,18.33,32,10.29,37,11.9,70,22.51,6,1.93,17009
17,10,483,42,8.7,68,14.08,78,16.15,30,6.21,66,13.66,117,24.22,9,1.86,17010
17,11,516,36,6.98,83,16.09,82,15.89,45,8.72,62,12.02,105,20.35,18,3.49,17011
17,12,648,73,11.27,95,14.66,94,14.51,56,8.64,88,13.58,148,22.84,13,2.01,17012
17,13,293,26,8.87,44,15.02,37,12.63,25,8.53,47,16.04,73,24.91,4,1.37,17013
17,14,399,39,9.77,49,12.28,56,14.04,24,6.02,58,14.54,104,26.07,15,3.76,17014
17,15,419,34,8.11,54,12.89,45,10.74,23,5.49,55,13.13,123,29.36,15,3.58,17015
17,16,362,27,7.46,45,12.43,44,12.15,21,5.8,51,14.09,100,27.62,10,2.76,17016
17,17,313,30,9.58,39,12.46,34,10.86,16,5.11,45,14.38,89,28.43,7,2.24,17017
17,18,473,34,7.19,69,14.59,65,13.74,39,8.25,61,12.9,120,25.37,16,3.38,17018
17,19,184,19,10.33,22,11.96,31,16.85,13,7.07,24,13.04,45,24.46,2,1.09,17019
17,20,415,39,9.4,67,16.14,60,14.46,45,10.84,47,11.33,100,24.1,8,1.93,17020
17,21,600,47,7.83,101,16.83,91,15.17,50,8.33,58,9.67,147,24.5,13,2.17,17021
17,22,428,38,8.88,59,13.79,65,15.19,19,4.44,53,12.38,111,25.93,11,2.57,17022
17,23,294,14,4.76,57,19.39,51,17.35,26,8.84,34,11.56,56,19.05,7,2.38,17023
17,24,441,49,11.11,59,13.38,48,10.88,27,6.12,57,12.93,109,24.72,12,2.72,17024
17,25,249,21,8.43,32,12.85,31,12.45,16,6.43,28,11.24,79,31.73,6,2.41,17025
17,26,465,50,10.75,60,12.9,56,12.04,30,6.45,71,15.27,128,27.53,5,1.08,17026
17,27,648,74,11.42,104,16.05,81,12.5,35,5.4,94,14.51,150,23.15,24,3.7,17027
17,28,379,22,5.8,71,18.73,51,13.46,35,9.23,46,12.14,92,24.27,9,2.37,17028
17,29,526,59,11.22,78,14.83,68,12.93,32,6.08,85,16.16,118,22.43,12,2.28,17029
17,30,506,40,7.91,85,16.8,75,14.82,40,7.91,67,13.24,115,22.73,3,0.59,17030
17,31,378,41,10.85,60,15.87,55,14.55,43,11.38,52,13.76,67,17.72,10,2.65,17031
17,32,465,39,8.39,91,19.57,65,13.98,43,9.25,52,11.18,101,21.72,9,1.94,17032
17,33,411,30,7.3,62,15.09,58,14.11,28,6.81,56,13.63,108,26.28,12,2.92,17033
17,34,318,35,11.01,41,12.89,42,13.21,13,4.09,53,16.67,75,23.58,10,3.14,17034
17,35,290,26,8.97,42,14.48,47,16.21,17,5.86,39,13.45,66,22.76,4,1.38,17035
17,36,244,30,12.3,28,11.48,30,12.3,11,4.51,32,13.11,58,23.77,15,6.15,17036
17,37,406,38,9.36,64,15.76,50,12.32,33,8.13,59,14.53,97,23.89,13,3.2,17037
17,38,432,39,9.03,65,15.05,57,13.19,30,6.94,65,15.05,102,23.61,12,2.78,17038
17,39,320,25,7.81,61,19.06,52,16.25,34,10.63,37,11.56,70,21.88,8,2.5,17039
17,40,374,33,8.82,60,16.04,39,10.43,27,7.22,44,11.76,102,27.27,9,2.41,17040
17,41,370,39,10.54,57,15.41,36,9.73,25,6.76,58,15.68,101,27.3,6,1.62,17041
17,42,397,38,9.57,69,17.38,43,10.83,19,4.79,55,13.85,107,26.95,10,2.52,17042
17,43,361,34,9.42,53,14.68,43,11.91,20,5.54,64,17.73,87,24.1,7,1.94,17043
17,44,304,29,9.54,40,13.16,40,13.16,22,7.24,43,14.14,79,25.99,10,3.29,17044
17,45,313,23,7.35,48,15.34,43,13.74,20,6.39,46,14.7,74,23.64,7,2.24,17045
17,46,453,49,10.82,73,16.11,53,11.7,25,5.52,70,15.45,109,24.06,12,2.65,17046
17,47,237,23,9.7,30,12.66,39,16.46,18,7.59,28,11.81,60,25.32,7,2.95,17047
17,48,537,49,9.12,86,16.01,70,13.04,34,6.33,70,13.04,136,25.33,11,2.05,17048
17,49,203,22,10.84,31,15.27,27,13.3,16,7.88,34,16.75,47,23.15,4,1.97,17049
17,50,416,45,10.82,46,11.06,51,12.26,27,6.49,60,14.42,108,25.96,8,1.92,17050
17,51,504,53,10.52,69,13.69,70,13.89,34,6.75,72,14.29,138,27.38,13,2.58,17051
17,52,563,45,7.99,91,16.16,94,16.7,53,9.41,72,12.79,123,21.85,7,1.24,17052
17,53,437,34,7.78,48,10.98,58,13.27,39,8.92,62,14.19,103,23.57,10,2.29,17053
17,54,564,38,6.74,99,17.55,89,15.78,57,10.11,63,11.17,127,22.52,7,1.24,17054
17,55,388,41,10.57,59,15.21,50,12.89,24,6.19,60,15.46,99,25.52,7,1.8,17055
17,56,513,35,6.82,94,18.32,66,12.87,45,8.77,57,11.11,134,26.12,11,2.14,17056
17,57,530,46,8.68,91,17.17,78,14.72,47,8.87,52,9.81,125,23.58,15,2.83,17057
17,58,333,18,5.41,62,18.62,51,15.32,34,10.21,48,14.41,77,23.12,6,1.8,17058
17,59,249,26,10.44,38,15.26,34,13.65,17,6.83,27,10.84,66,26.51,6,2.41,17059
17,60,651,65,9.98,93,14.29,97,14.9,35,5.38,88,13.52,164,25.19,18,2.76,17060
17,61,396,35,8.84,58,14.65,53,13.38,27,6.82,55,13.89,101,25.51,13,3.28,17061
17,62,321,30,9.35,57,17.76,51,15.89,39,12.15,35,10.9,67,20.87,12,3.74,17062
17,63,336,30,8.93,70,20.83,58,17.26,35,10.42,36,10.71,66,19.64,6,1.79,17063
17,64,309,31,10.03,61,19.74,50,16.18,30,9.71,31,10.03,70,22.65,3,0.97,17064
18,1,335,32,9.55,52,15.52,48,14.33,26,7.76,53,15.82,70,20.9,10,2.99,18001
18,2,589,54,9.17,96,16.3,81,13.75,46,7.81,83,14.09,122,20.71,20,3.4,18002
18,3,413,51,12.35,68,16.46,91,22.03,30,7.26,65,15.74,36,8.72,45,10.9,18003
18,4,705,51,7.23,112,15.89,116,16.45,44,6.24,100,14.18,153,21.7,10,1.42,18004
18,5,583,49,8.4,86,14.75,86,14.75,45,7.72,74,12.69,134,22.98,17,2.92,18005
18,6,511,65,12.72,65,12.72,106,20.74,52,10.18,84,16.44,46,9.0,53,10.37,18006
18,7,552,57,10.33,71,12.86,96,17.39,30,5.43,105,19.02,103,18.66,17,3.08,18007
18,8,268,28,10.45,38,14.18,36,13.43,14,5.22,35,13.06,63,23.51,9,3.36,18008
18,9,648,56,8.64,90,13.89,99,15.28,31,4.78,102,15.74,143,22.07,27,4.17,18009
18,10,1073,85,7.92,163,15.19,180,16.78,86,8.01,133,12.4,234,21.81,22,2.05,18010
18,11,573,59,10.3,80,13.96,110,19.2,34,5.93,99,17.28,98,17.1,30,5.24,18011
18,12,818,62,7.58,131,16.01,128,15.65,57,6.97,98,11.98,191,23.35,17,2.08,18012
18,13,711,71,9.99,105,14.77,114,16.03,40,5.63,98,13.78,149,20.96,20,2.81,18013
18,14,787,54,6.86,123,15.63,146,18.55,48,6.1,103,13.09,181,23.0,13,1.65,18014
18,15,353,40,11.33,47,13.31,82,23.23,34,9.63,63,17.85,37,10.48,24,6.8,18015
18,16,693,51,7.36,111,16.02,108,15.58,39,5.63,96,13.85,156,22.51,7,1.01,18016
18,17,544,43,7.9,67,12.32,88,16.18,41,7.54,92,16.91,122,22.43,19,3.49,18017
18,18,532,35,6.58,97,18.23,88,16.54,38,7.14,58,10.9,119,22.37,10,1.88,18018
18,19,838,56,6.68,130,15.51,134,15.99,54,6.44,105,12.53,188,22.43,20,2.39,18019
18,20,598,50,8.36,99,16.56,82,13.71,41,6.86,79,13.21,146,24.41,15,2.51,18020
18,21,856,85,9.93,149,17.41,134,15.65,59,6.89,104,12.15,170,19.86,25,2.92,18021
18,22,759,50,6.59,106,13.97,142,18.71,44,5.8,113,14.89,170,22.4,8,1.05,18022
18,23,549,44,8.01,88,16.03,82,14.94,35,6.38,77,14.03,125,22.77,16,2.91,18023
18,24,733,66,9.0,101,13.78,101,13.78,34,4.64,107,14.6,190,25.92,10,1.36,18024
18,25,648,44,6.79,112,17.28,98,15.12,55,8.49,66,10.19,143,22.07,9,1.39,18025
18,26,484,46,9.5,74,15.29,82,16.94,28,5.79,64,13.22,111,22.93,6,1.24,18026
18,27,647,41,6.34,116,17.93,116,17.93,44,6.8,96,14.84,132,20.4,17,2.63,18027
18,28,545,71,13.03,98,17.98,117,21.47,49,8.99,74,13.58,38,6.97,65,11.93,18028
18,29,638,54,8.46,108,16.93,121,18.97,56,8.78,77,12.07,104,16.3,32,5.02,18029
18,30,531,39,7.34,79,14.88,75,14.12,29,5.46,70,13.18,141,26.55,11,2.07,18030
18,31,605,56,9.26,95,15.7,95,15.7,43,7.11,93,15.37,123,20.33,19,3.14,18031
18,32,832,72,8.65,139,16.71,95,11.42,46,5.53,114,13.7,214,25.72,18,2.16,18032
18,33,533,46,8.63,97,18.2,71,13.32,33,6.19,71,13.32,124,23.26,17,3.19,18033
18,34,899,82,9.12,132,14.68,132,14.68,47,5.23,103,11.46,216,24.03,26,2.89,18034
18,35,869,77,8.86,142,16.34,139,16.0,71,8.17,105,12.08,172,19.79,30,3.45,18035
18,36,489,51,10.43,70,14.31,80,16.36,34,6.95,85,17.38,93,19.02,28,5.73,18036
18,37,583,56,9.61,77,13.21,87,14.92,32,5.49,88,15.09,136,23.33,19,3.26,18037
18,38,743,57,7.67,113,15.21,120,16.15,52,7.0,98,13.19,159,21.4,15,2.02,18038
18,39,570,45,7.89,85,14.91,81,14.21,29,5.09,98,17.19,142,24.91,18,3.16,18039
18,40,880,66,7.5,143,16.25,148,16.82,74,8.41,108,12.27,183,20.8,22,2.5,18040
18,41,599,76,12.69,101,16.86,130,21.7,51,8.51,91,15.19,46,7.68,58,9.68,18041
18,42,442,34,7.69,62,14.03,68,15.38,33,7.47,77,17.42,103,23.3,14,3.17,18042
18,43,440,50,11.36,46,10.45,95,21.59,38,8.64,92,20.91,66,15.0,22,5.0,18043
18,44,397,32,8.06,61,15.37,58,14.61,27,6.8,70,17.63,81,20.4,17,4.28,18044
18,45,683,60,8.78,92,13.47,110,16.11,50,7.32,81,11.86,170,24.89,7,1.02,18045
18,46,624,47,7.53,107,17.15,85,13.62,42,6.73,74,11.86,148,23.72,11,1.76,18046
18,47,501,34,6.79,84,16.77,72,14.37,38,7.58,70,13.97,114,22.75,13,2.59,18047
18,48,360,36,10.0,58,16.11,91,25.28,33,9.17,70,19.44,30,8.33,27,7.5,18048
18,49,532,44,8.27,73,13.72,78,14.66,43,8.08,81,15.23,121,22.74,15,2.82,18049
18,50,602,53,8.8,101,16.78,96,15.95,55,9.14,81,13.46,110,18.27,17,2.82,18050
18,51,872,66,7.57,141,16.17,137,15.71,60,6.88,103,11.81,216,24.77,14,1.61,18051
18,52,693,54,7.79,102,14.72,93,13.42,40,5.77,95,13.71,182,26.26,11,1.59,18052
