ward,precinct,total,Maureen Patricia O'Leary,Maureen Patricia O'Leary Percent,Carolyn J. Gallagher,Carolyn J. Gallagher Percent,Sandra Gisela Ramos,Sandra Gisela Ramos Percent,Michael B. Hyman,Michael B. Hyman Percent,precinct_id
10,6,138,20,14.49,13,9.42,89,64.49,16,11.59,10006
10,7,115,13,11.3,12,10.43,83,72.17,7,6.09,10007
10,8,92,16,17.39,21,22.83,41,44.57,14,15.22,10008
10,9,143,28,19.58,20,13.99,69,48.25,26,18.18,10009
10,10,183,37,20.22,10,5.46,114,62.3,22,12.02,10010
10,11,226,37,16.37,16,7.08,151,66.81,22,9.73,10011
10,12,119,24,20.17,7,5.88,82,68.91,6,5.04,10012
10,13,175,19,10.86,19,10.86,118,67.43,19,10.86,10013
10,14,228,33,14.47,19,8.33,148,64.91,28,12.28,10014
10,15,384,100,26.04,75,19.53,99,25.78,110,28.65,10015
10,16,103,21,20.39,16,15.53,48,46.6,18,17.48,10016
10,17,238,58,24.37,31,13.03,115,48.32,34,14.29,10017
10,18,94,17,18.09,12,12.77,53,56.38,12,12.77,10018
10,19,190,35,18.42,15,7.89,122,64.21,18,9.47,10019
10,20,199,40,20.1,18,9.05,118,59.3,23,11.56,10020
10,21,197,31,15.74,16,8.12,134,68.02,16,8.12,10021
10,22,114,15,13.16,5,4.39,81,71.05,13,11.4,10022
10,23,155,20,12.9,11,7.1,111,71.61,13,8.39,10023
10,24,149,29,19.46,16,10.74,80,53.69,24,16.11,10024
10,25,55,14,25.45,10,18.18,23,41.82,8,14.55,10025
10,26,131,17,12.98,20,15.27,83,63.36,11,8.4,10026
10,27,146,30,20.55,26,17.81,61,41.78,29,19.86,10027
10,28,209,27,12.92,10,4.78,153,73.21,19,9.09,10028
10,29,189,30,15.87,9,4.76,131,69.31,19,10.05,10029
10,30,162,21,12.96,16,9.88,108,66.67,17,10.49,10030
10,31,136,17,12.5,11,8.09,94,69.12,14,10.29,10031
10,32,176,30,17.05,14,7.95,112,63.64,20,11.36,10032
10,33,140,21,15.0,6,4.29,98,70.0,15,10.71,10033
10,34,113,15,13.27,9,7.96,68,60.18,21,18.58,10034
10,35,202,30,14.85,18,8.91,133,65.84,21,10.4,10035
10,36,42,8,19.05,5,11.9,19,45.24,10,23.81,10036
11,1,271,81,29.89,35,12.92,78,28.78,77,28.41,11001
11,2,15,8,53.33,0,0.0,3,20.0,4,26.67,11002
11,3,241,25,10.37,14,5.81,109,45.23,93,38.59,11003
11,4,184,45,24.46,21,11.41,69,37.5,49,26.63,11004
11,5,339,64,18.88,32,9.44,126,37.17,117,34.51,11005
11,6,284,45,15.85,42,14.79,89,31.34,108,38.03,11006
11,7,247,39,15.79,45,18.22,89,36.03,74,29.96,11007
11,8,225,48,21.33,15,6.67,81,36.0,81,36.0,11008
11,9,221,59,26.7,22,9.95,68,30.77,72,32.58,11009
11,10,211,73,34.6,26,12.32,42,19.91,70,33.18,11010
11,11,226,48,21.24,37,16.37,69,30.53,72,31.86,11011
11,12,328,164,50.0,71,21.65,46,14.02,47,14.33,11012
11,13,269,130,48.33,34,12.64,52,19.33,53,19.7,11013
11,14,107,29,27.1,24,22.43,29,27.1,25,23.36,11014
11,15,81,31,38.27,7,8.64,17,20.99,26,32.1,11015
11,16,153,45,29.41,25,16.34,31,20.26,52,33.99,11016
11,17,347,77,22.19,48,13.83,114,32.85,108,31.12,11017
11,18,206,65,31.55,33,16.02,47,22.82,61,29.61,11018
11,19,316,58,18.35,37,11.71,107,33.86,114,36.08,11019
11,20,165,57,34.55,28,16.97,35,21.21,45,27.27,11020
11,21,346,129,37.28,50,14.45,75,21.68,92,26.59,11021
11,22,308,69,22.4,32,10.39,79,25.65,128,41.56,11022
11,23,165,64,38.79,14,8.48,49,29.7,38,23.03,11023
11,24,340,138,40.59,52,15.29,60,17.65,90,26.47,11024
11,25,291,89,30.58,42,14.43,67,23.02,93,31.96,11025
11,26,293,83,28.33,32,10.92,61,20.82,117,39.93,11026
11,27,85,23,27.06,10,11.76,19,22.35,33,38.82,11027
11,28,100,50,50.0,12,12.0,29,29.0,9,9.0,11028
11,29,280,96,34.29,48,17.14,54,19.29,82,29.29,11029
11,30,113,25,22.12,26,23.01,16,14.16,46,40.71,11030
11,31,239,104,43.51,36,15.06,50,20.92,49,20.5,11031
11,32,101,43,42.57,14,13.86,22,21.78,22,21.78,11032
11,33,269,36,13.38,54,20.07,92,34.2,87,32.34,11033
11,34,75,29,38.67,16,21.33,11,14.67,19,25.33,11034
11,35,34,14,41.18,5,14.71,10,29.41,5,14.71,11035
11,36,78,19,24.36,13,16.67,19,24.36,27,34.62,11036
11,37,58,9,15.52,11,18.97,15,25.86,23,39.66,11037
11,38,116,18,15.52,16,13.79,39,33.62,43,37.07,11038
12,1,260,37,14.23,18,6.92,153,58.85,52,20.0,12001
12,2,188,24,12.77,14,7.45,117,62.23,33,17.55,12002
12,3,341,46,13.49,33,9.68,161,47.21,101,29.62,12003
12,4,279,39,13.98,25,8.96,141,50.54,74,26.52,12004
12,5,204,53,25.98,22,10.78,92,45.1,37,18.14,12005
12,6,243,39,16.05,25,10.29,132,54.32,47,19.34,12006
12,7,226,22,9.73,13,5.75,133,58.85,58,25.66,12007
12,8,250,48,19.2,19,7.6,129,51.6,54,21.6,12008
12,9,205,26,12.68,21,10.24,120,58.54,38,18.54,12009
12,10,293,23,7.85,21,7.17,188,64.16,61,20.82,12010
12,11,240,24,10.0,13,5.42,178,74.17,25,10.42,12011
12,12,223,33,14.8,16,7.17,146,65.47,28,12.56,12012
12,13,217,30,13.82,20,9.22,138,63.59,29,13.36,12013
12,14,194,17,8.76,17,8.76,131,67.53,29,14.95,12014
12,15,195,24,12.31,27,13.85,124,63.59,20,10.26,12015
12,16,178,17,9.55,10,5.62,134,75.28,17,9.55,12016
12,17,232,29,12.5,30,12.93,136,58.62,37,15.95,12017
12,18,159,17,10.69,11,6.92,99,62.26,32,20.13,12018
12,19,220,26,11.82,18,8.18,142,64.55,34,15.45,12019
12,20,233,30,12.88,30,12.88,134,57.51,39,16.74,12020
12,21,212,34,16.04,16,7.55,112,52.83,50,23.58,12021
12,22,231,21,9.09,14,6.06,156,67.53,40,17.32,12022
12,23,266,48,18.05,21,7.89,149,56.02,48,18.05,12023
13,1,176,36,20.45,21,11.93,71,40.34,48,27.27,13001
13,2,175,41,23.43,12,6.86,39,22.29,83,47.43,13002
13,3,175,28,16.0,16,9.14,104,59.43,27,15.43,13003
13,4,186,46,24.73,24,12.9,61,32.8,55,29.57,13004
13,5,233,41,17.6,32,13.73,122,52.36,38,16.31,13005
13,6,228,61,26.75,24,10.53,69,30.26,74,32.46,13006
13,7,161,21,13.04,12,7.45,82,50.93,46,28.57,13007
13,8,150,37,24.67,15,10.0,67,44.67,31,20.67,13008
13,9,200,27,13.5,14,7.0,120,60.0,39,19.5,13009
13,10,195,56,28.72,28,14.36,45,23.08,66,33.85,13010
13,11,251,65,25.9,36,14.34,79,31.47,71,28.29,13011
13,12,186,32,17.2,20,10.75,81,43.55,53,28.49,13012
13,13,225,28,12.44,21,9.33,113,50.22,63,28.0,13013
13,14,186,27,14.52,16,8.6,97,52.15,46,24.73,13014
13,15,313,34,10.86,30,9.58,159,50.8,90,28.75,13015
13,16,139,23,16.55,5,3.6,77,55.4,34,24.46,13016
13,17,164,44,26.83,14,8.54,71,43.29,35,21.34,13017
13,18,150,45,30.0,19,12.67,38,25.33,48,32.0,13018
13,19,268,39,14.55,23,8.58,118,44.03,88,32.84,13019
13,20,132,37,28.03,17,12.88,32,24.24,46,34.85,13020
13,21,208,67,32.21,35,16.83,29,13.94,77,37.02,13021
13,22,194,50,25.77,39,20.1,48,24.74,57,29.38,13022
13,23,151,20,13.25,15,9.93,66,43.71,50,33.11,13023
13,24,184,29,15.76,23,12.5,70,38.04,62,33.7,13024
13,25,203,29,14.29,22,10.84,101,49.75,51,25.12,13025
13,26,168,37,22.02,24,14.29,52,30.95,55,32.74,13026
13,27,198,56,28.28,23,11.62,67,33.84,52,26.26,13027
13,28,164,31,18.9,12,7.32,77,46.95,44,26.83,13028
13,29,160,30,18.75,15,9.38,87,54.38,28,17.5,13029
13,30,178,18,10.11,14,7.87,98,55.06,48,26.97,13030
13,31,198,57,28.79,24,12.12,46,23.23,71,35.86,13031
13,32,175,59,33.71,21,12.0,57,32.57,38,21.71,13032
13,33,210,52,24.76,36,17.14,53,25.24,69,32.86,13033
13,34,284,26,9.15,16,5.63,78,27.46,164,57.75,13034
13,35,231,33,14.29,19,8.23,112,48.48,67,29.0,13035
13,36,143,17,11.89,16,11.19,78,54.55,32,22.38,13036
13,37,204,39,19.12,31,15.2,75,36.76,59,28.92,13037
13,38,184,49,26.63,18,9.78,57,30.98,60,32.61,13038
13,39,188,29,15.43,11,5.85,83,44.15,65,34.57,13039
13,40,182,45,24.73,17,9.34,82,45.05,38,20.88,13040
13,41,249,37,14.86,14,5.62,125,50.2,73,29.32,13041
13,42,213,45,21.13,37,17.37,47,22.07,84,39.44,13042
13,43,203,54,26.6,22,10.84,79,38.92,48,23.65,13043
13,44,210,24,11.43,19,9.05,83,39.52,84,40.0,13044
13,45,258,62,24.03,25,9.69,82,31.78,89,34.5,13045
13,46,227,31,13.66,18,7.93,111,48.9,67,29.52,13046
13,47,246,27,10.98,20,8.13,95,38.62,104,42.28,13047
13,48,183,42,22.95,27,14.75,46,25.14,68,37.16,13048
14,1,238,74,31.09,31,13.03,68,28.57,65,27.31,14001
14,2,284,43,15.14,30,10.56,148,52.11,63,22.18,14002
14,3,181,19,10.5,11,6.08,120,66.3,31,17.13,14003
14,4,203,61,30.05,29,14.29,66,32.51,47,23.15,14004
14,5,279,16,5.73,21,7.53,181,64.87,61,21.86,14005
14,6,122,8,6.56,4,3.28,64,52.46,46,37.7,14006
14,7,260,36,13.85,21,8.08,172,66.15,31,11.92,14007
14,8,229,28,12.23,13,5.68,157,68.56,31,13.54,14008
14,9,273,62,22.71,35,12.82,109,39.93,67,24.54,14009
14,10,141,13,9.22,13,9.22,95,67.38,20,14.18,14010
14,11,159,16,10.06,9,5.66,78,49.06,56,35.22,14011
14,12,188,22,11.7,17,9.04,113,60.11,36,19.15,14012
14,13,187,27,14.44,21,11.23,106,56.68,33,17.65,14013
14,14,221,30,13.57,12,5.43,144,65.16,35,15.84,14014
14,15,225,22,9.78,19,8.44,133,59.11,51,22.67,14015
14,16,161,23,14.29,18,11.18,101,62.73,19,11.8,14016
14,17,197,15,7.61,12,6.09,142,72.08,28,14.21,14017
14,18,105,24,22.86,9,8.57,60,57.14,12,11.43,14018
14,19,157,23,14.65,15,9.55,102,64.97,17,10.83,14019
14,20,152,24,15.79,23,15.13,77,50.66,28,18.42,14020
14,21,149,15,10.07,13,8.72,101,67.79,20,13.42,14021
14,22,274,52,18.98,25,9.12,142,51.82,55,20.07,14022
14,23,164,36,21.95,13,7.93,80,48.78,35,21.34,14023
14,24,256,64,25.0,37,14.45,75,29.3,80,31.25,14024
14,25,121,15,12.4,8,6.61,81,66.94,17,14.05,14025
14,26,166,21,12.65,13,7.83,110,66.27,22,13.25,14026
14,27,225,33,14.67,26,11.56,115,51.11,51,22.67,14027
14,28,158,17,10.76,18,11.39,101,63.92,22,13.92,14028
14,29,191,26,13.61,11,5.76,88,46.07,66,34.55,14029
14,30,118,9,7.63,9,7.63,80,67.8,20,16.95,14030
14,31,133,10,7.52,16,12.03,89,66.92,18,13.53,14031
15,1,188,22,11.7,13,6.91,138,73.4,15,7.98,15001
15,2,109,29,26.61,22,20.18,24,22.02,34,31.19,15002
15,3,128,31,24.22,31,24.22,32,25.0,34,26.56,15003
15,4,205,18,8.78,13,6.34,160,78.05,14,6.83,15004
15,5,159,15,9.43,8,5.03,115,72.33,21,13.21,15005
15,6,188,25,13.3,16,8.51,125,66.49,22,11.7,15006
15,7,92,28,30.43,19,20.65,23,25.0,22,23.91,15007
15,8,182,18,9.89,17,9.34,127,69.78,20,10.99,15008
15,9,232,17,7.33,23,9.91,171,73.71,21,9.05,15009
15,10,266,44,16.54,30,11.28,160,60.15,32,12.03,15010
15,11,217,24,11.06,13,5.99,154,70.97,26,11.98,15011
15,12,227,30,13.22,17,7.49,161,70.93,19,8.37,15012
15,13,196,19,9.69,25,12.76,132,67.35,20,10.2,15013
15,14,172,18,10.47,9,5.23,126,73.26,19,11.05,15014
15,15,165,20,12.12,21,12.73,110,66.67,14,8.48,15015
15,16,223,32,14.35,21,9.42,144,64.57,26,11.66,15016
15,17,130,39,30.0,26,20.0,36,27.69,29,22.31,15017
15,18,86,25,29.07,18,20.93,17,19.77,26,30.23,15018
15,19,165,26,15.76,19,11.52,81,49.09,39,23.64,15019
15,20,117,33,28.21,26,22.22,23,19.66,35,29.91,15020
15,21,119,32,26.89,23,19.33,34,28.57,30,25.21,15021
15,22,115,29,25.22,23,20.0,27,23.48,36,31.3,15022
15,23,113,16,14.16,26,23.01,28,24.78,43,38.05,15023
15,24,97,25,25.77,20,20.62,24,24.74,28,28.87,15024
16,1,186,21,11.29,11,5.91,125,67.2,29,15.59,16001
16,2,154,42,27.27,28,18.18,49,31.82,35,22.73,16002
16,3,116,32,27.59,20,17.24,27,23.28,37,31.9,16003
16,4,134,24,17.91,24,17.91,40,29.85,46,34.33,16004
16,5,87,19,21.84,15,17.24,23,26.44,30,34.48,16005
16,6,144,37,25.69,28,19.44,32,22.22,47,32.64,16006
16,7,137,31,22.63,24,17.52,39,28.47,43,31.39,16007
16,8,80,15,18.75,16,20.0,29,36.25,20,25.0,16008
16,9,134,29,21.64,30,22.39,32,23.88,43,32.09,16009
16,10,118,28,23.73,35,29.66,22,18.64,33,27.97,16010
16,11,135,19,14.07,20,14.81,62,45.93,34,25.19,16011
16,12,114,22,19.3,23,20.18,34,29.82,35,30.7,16012
16,13,139,17,12.23,15,10.79,87,62.59,20,14.39,16013
16,14,105,31,29.52,21,20.0,25,23.81,28,26.67,16014
16,15,144,30,20.83,20,13.89,51,35.42,43,29.86,16015
16,16,122,28,22.95,24,19.67,26,21.31,44,36.07,16016
16,17,147,27,18.37,19,12.93,66,44.9,35,23.81,16017
16,18,98,16,16.33,17,17.35,40,40.82,25,25.51,16018
16,19,151,35,23.18,22,14.57,49,32.45,45,29.8,16019
16,20,102,26,25.49,12,11.76,27,26.47,37,36.27,16020
16,21,115,29,25.22,31,26.96,23,20.0,32,27.83,16021
16,22,111,32,28.83,17,15.32,33,29.73,29,26.13,16022
16,23,155,23,14.84,16,10.32,91,58.71,25,16.13,16023
16,24,76,16,21.05,20,26.32,13,17.11,27,35.53,16024
16,25,149,23,15.44,31,20.81,49,32.89,46,30.87,16025
16,26,117,25,21.37,21,17.95,31,26.5,40,34.19,16026
16,27,107,11,10.28,25,23.36,34,31.78,37,34.58,16027
16,28,133,28,21.05,29,21.8,33,24.81,43,32.33,16028
16,29,105,18,17.14,22,20.95,25,23.81,40,38.1,16029
16,30,86,19,22.09,22,25.58,19,22.09,26,30.23,16030
16,31,160,37,23.13,26,16.25,41,25.63,56,35.0,16031
16,32,173,28,16.18,15,8.67,104,60.12,26,15.03,16032
16,33,94,18,19.15,21,22.34,27,28.72,28,29.79,16033
16,34,137,32,23.36,38,27.74,34,24.82,33,24.09,16034
16,35,197,24,12.18,22,11.17,107,54.31,44,22.34,16035
16,36,97,19,19.59,22,22.68,30,30.93,26,26.8,16036
17,1,204,27,13.24,21,10.29,119,58.33,37,18.14,17001
17,2,176,42,23.86,33,18.75,36,20.45,65,36.93,17002
17,3,180,42,23.33,33,18.33,39,21.67,66,36.67,17003
17,4,237,45,18.99,53,22.36,52,21.94,87,36.71,17004
17,5,121,25,20.66,31,25.62,26,21.49,39,32.23,17005
17,6,162,21,12.96,33,20.37,53,32.72,55,33.95,17006
17,7,163,24,14.72,20,12.27,83,50.92,36,22.09,17007
17,8,148,36,24.32,20,13.51,52,35.14,40,27.03,17008
17,9,149,26,17.45,33,22.15,31,20.81,59,39.6,17009
17,10,225,43,19.11,58,25.78,53,23.56,71,31.56,17010
17,11,136,30,22.06,20,14.71,38,27.94,48,35.29,17011
17,12,230,35,15.22,41,17.83,107,46.52,47,20.43,17012
17,13,121,38,31.4,23,19.01,23,19.01,37,30.58,17013
17,14,143,27,18.88,18,12.59,69,48.25,29,20.28,17014
17,15,194,49,25.26,49,25.26,39,20.1,57,29.38,17015
17,16,179,35,19.55,27,15.08,65,36.31,52,29.05,17016
17,17,180,40,22.22,32,17.78,60,33.33,48,26.67,17017
17,18,228,51,22.37,36,15.79,40,17.54,101,44.3,17018
17,19,105,29,27.62,26,24.76,23,21.9,27,25.71,17019
17,20,260,52,20.0,51,19.62,43,16.54,114,43.85,17020
17,21,271,45,16.61,49,18.08,63,23.25,114,42.07,17021
17,22,149,29,19.46,36,24.16,25,16.78,59,39.6,17022
17,23,121,28,23.14,25,20.66,24,19.83,44,36.36,17023
17,24,208,53,25.48,43,20.67,48,23.08,64,30.77,17024
17,25,142,24,16.9,30,21.13,36,25.35,52,36.62,17025
17,26,200,42,21.0,49,24.5,44,22.0,65,32.5,17026
17,27,179,33,18.44,38,21.23,32,17.88,76,42.46,17027
17,28,143,24,16.78,35,24.48,30,20.98,54,37.76,17028
17,29,132,29,21.97,28,21.21,33,25.0,42,31.82,17029
17,30,129,17,13.18,22,17.05,69,53.49,21,16.28,17030
17,31,108,22,20.37,19,17.59,34,31.48,33,30.56,17031
17,32,148,31,20.95,35,23.65,36,24.32,46,31.08,17032
17,33,84,25,29.76,15,17.86,16,19.05,28,33.33,17033
17,34,108,20,18.52,26,24.07,23,21.3,39,36.11,17034
17,35,95,15,15.79,23,24.21,18,18.95,39,41.05,17035
17,36,163,43,26.38,33,20.25,30,18.4,57,34.97,17036
17,37,179,48,26.82,38,21.23,26,14.53,67,37.43,17037
17,38,186,46,24.73,43,23.12,41,22.04,56,30.11,17038
17,39,197,41,20.81,43,21.83,42,21.32,71,36.04,17039
17,40,220,52,23.64,39,17.73,42,19.09,87,39.55,17040
17,41,260,51,19.62,52,20.0,67,25.77,90,34.62,17041
18,1,191,33,17.28,30,15.71,70,36.65,58,30.37,18001
18,2,175,25,14.29,22,12.57,91,52.0,37,21.14,18002
18,3,159,39,24.53,26,16.35,59,37.11,35,22.01,18003
18,4,252,46,18.25,35,13.89,50,19.84,121,48.02,18004
18,5,134,28,20.9,27,20.15,28,20.9,51,38.06,18005
18,6,188,40,21.28,38,20.21,65,34.57,45,23.94,18006
18,7,182,35,19.23,33,18.13,47,25.82,67,36.81,18007
18,8,234,45,19.23,39,16.67,58,24.79,92,39.32,18008
18,9,225,37,16.44,44,19.56,45,20.0,99,44.0,18009
18,10,334,52,15.57,61,18.26,75,22.46,146,43.71,18010
18,11,172,42,24.42,24,13.95,61,35.47,45,26.16,18011
18,12,180,36,20.0,28,15.56,42,23.33,74,41.11,18012
18,13,233,57,24.46,45,19.31,50,21.46,81,34.76,18013
18,14,235,41,17.45,41,17.45,47,20.0,106,45.11,18014
18,15,232,46,19.83,28,12.07,108,46.55,50,21.55,18015
18,16,199,36,18.09,32,16.08,47,23.62,84,42.21,18016
18,17,218,32,14.68,39,17.89,63,28.9,84,38.53,18017
18,18,189,39,20.63,41,21.69,33,17.46,76,40.21,18018
18,19,198,41,20.71,43,21.72,35,17.68,79,39.9,18019
18,20,161,26,16.15,35,21.74,33,20.5,67,41.61,18020
18,21,265,51,19.25,48,18.11,62,23.4,104,39.25,18021
18,22,281,63,22.42,46,16.37,68,24.2,104,37.01,18022
18,23,183,41,22.4,23,12.57,53,28.96,66,36.07,18023
18,24,174,31,17.82,27,15.52,89,51.15,27,15.52,18024
18,25,193,46,23.83,25,12.95,84,43.52,38,19.69,18025
18,26,294,46,15.65,39,13.27,74,25.17,135,45.92,18026
18,27,185,38,20.54,28,15.14,63,34.05,56,30.27,18027
18,28,185,50,27.03,22,11.89,70,37.84,43,23.24,18028
18,29,241,57,23.65,48,19.92,82,34.02,54,22.41,18029
18,30,233,48,20.6,24,10.3,124,53.22,37,15.88,18030
18,31,243,40,16.46,38,15.64,87,35.8,78,32.1,18031
18,32,235,42,17.87,49,20.85,56,23.83,88,37.45,18032
18,33,166,48,28.92,40,24.1,34,20.48,44,26.51,18033
18,34,286,33,11.54,39,13.64,63,22.03,151,52.8,18034
18,35,268,36,13.43,51,19.03,80,29.85,101,37.69,18035
18,36,204,31,15.2,34,16.67,68,33.33,71,34.8,18036
18,37,276,43,15.58,41,14.86,67,24.28,125,45.29,18037
18,38,210,41,19.52,47,22.38,39,18.57,83,39.52,18038
18,39,150,34,22.67,39,26.0,35,23.33,42,28.0,18039
18,40,230,43,18.7,35,15.22,102,44.35,50,21.74,18040
18,41,286,53,18.53,50,17.48,69,24.13,114,39.86,18041
18,42,172,37,21.51,30,17.44,59,34.3,46,26.74,18042
18,43,145,29,20.0,19,13.1,78,53.79,19,13.1,18043
18,44,184,53,28.8,31,16.85,64,34.78,36,19.57,18044
18,45,181,28,15.47,25,13.81,86,47.51,42,23.2,18045
18,46,230,37,16.09,26,11.3,115,50.0,52,22.61,18046
18,47,147,24,16.33,26,17.69,48,32.65,49,33.33,18047
18,48,144,33,22.92,33,22.92,29,20.14,49,34.03,18048
18,49,125,21,16.8,26,20.8,30,24.0,48,38.4,18049
18,50,139,31,22.3,24,17.27,38,27.34,46,33.09,18050
19,1,225,91,40.44,45,20.0,12,5.33,77,34.22,19001
19,2,381,68,17.85,46,12.07,96,25.2,171,44.88,19002
19,3,172,66,38.37,43,25.0,9,5.23,54,31.4,19003
19,4,253,115,45.45,54,21.34,26,10.28,58,22.92,19004
19,5,340,71,20.88,59,17.35,65,19.12,145,42.65,19005
19,6,215,89,41.4,30,13.95,27,12.56,69,32.09,19006
19,7,229,72,31.44,53,23.14,22,9.61,82,35.81,19007
19,8,218,99,45.41,47,21.56,16,7.34,56,25.69,19008
19,9,186,72,38.71,37,19.89,18,9.68,59,31.72,19009
19,10,354,77,21.75,75,21.19,69,19.49,133,37.57,19010
19,11,212,105,49.53,39,18.4,9,4.25,59,27.83,19011
19,12,189,85,44.97,33,17.46,11,5.82,60,31.75,19012
19,13,319,45,14.11,48,15.05,109,34.17,117,36.68,19013
19,14,268,68,25.37,58,21.64,53,19.78,89,33.21,19014
19,15,245,105,42.86,53,21.63,26,10.61,61,24.9,19015
19,16,238,102,42.86,50,21.01,17,7.14,69,28.99,19016
19,17,217,77,35.48,46,21.2,26,11.98,68,31.34,19017
19,18,308,76,24.68,62,20.13,43,13.96,127,41.23,19018
19,19,389,93,23.91,54,13.88,74,19.02,168,43.19,19019
19,20,297,64,21.55,56,18.86,80,26.94,97,32.66,19020
19,21,197,88,44.67,34,17.26,13,6.6,62,31.47,19021
19,22,316,81,25.63,54,17.09,58,18.35,123,38.92,19022
19,23,286,108,37.76,83,29.02,18,6.29,77,26.92,19023
19,24,175,76,43.43,45,25.71,9,5.14,45,25.71,19024
19,25,270,90,33.33,35,12.96,41,15.19,104,38.52,19025
19,26,276,81,29.35,42,15.22,26,9.42,127,46.01,19026
19,27,276,49,17.75,36,13.04,89,32.25,102,36.96,19027
19,28,299,46,15.38,61,20.4,85,28.43,107,35.79,19028
19,29,213,90,42.25,35,16.43,32,15.02,56,26.29,19029
19,30,200,95,47.5,47,23.5,20,10.0,38,19.0,19030
19,31,251,65,25.9,40,15.94,31,12.35,115,45.82,19031
19,32,225,75,33.33,45,20.0,27,12.0,78,34.67,19032
19,33,237,103,43.46,46,19.41,21,8.86,67,28.27,19033
19,34,267,72,26.97,57,21.35,29,10.86,109,40.82,19034
19,35,265,64,24.15,52,19.62,26,9.81,123,46.42,19035
19,36,331,77,23.26,54,16.31,85,25.68,115,34.74,19036
19,37,296,68,22.97,39,13.18,63,21.28,126,42.57,19037
19,38,250,53,21.2,47,18.8,57,22.8,93,37.2,19038
19,39,85,23,27.06,12,14.12,32,37.65,18,21.18,19039
19,40,284,76,26.76,36,12.68,69,24.3,103,36.27,19040
19,41,194,98,50.52,42,21.65,12,6.19,42,21.65,19041
19,42,214,35,16.36,37,17.29,61,28.5,81,37.85,19042
19,43,363,57,15.7,66,18.18,100,27.55,140,38.57,19043
19,44,247,120,48.58,49,19.84,27,10.93,51,20.65,19044
19,45,239,85,35.56,38,15.9,32,13.39,84,35.15,19045
19,46,263,104,39.54,59,22.43,17,6.46,83,31.56,19046
19,47,406,85,20.94,82,20.2,106,26.11,133,32.76,19047
19,48,279,62,22.22,50,17.92,73,26.16,94,33.69,19048
19,49,337,48,14.24,59,17.51,92,27.3,138,40.95,19049
19,50,223,81,36.32,41,18.39,34,15.25,67,30.04,19050
19,51,285,117,41.05,56,19.65,18,6.32,94,32.98,19051
19,52,243,113,46.5,48,19.75,27,11.11,55,22.63,19052
19,53,229,79,34.5,48,20.96,24,10.48,78,34.06,19053
19,54,168,64,38.1,34,20.24,22,13.1,48,28.57,19054
19,55,177,83,46.89,31,17.51,14,7.91,49,27.68,19055
19,56,323,69,21.36,54,16.72,59,18.27,141,43.65,19056
19,57,277,66,23.83,49,17.69,59,21.3,103,37.18,19057
20,1,221,37,16.74,44,19.91,57,25.79,83,37.56,20001
20,2,53,12,22.64,7,13.21,22,41.51,12,22.64,20002
20,3,170,36,21.18,32,18.82,43,25.29,59,34.71,20003
20,4,84,15,17.86,22,26.19,29,34.52,18,21.43,20004
20,5,239,40,16.74,47,19.67,81,33.89,71,29.71,20005
20,6,73,18,24.66,13,17.81,13,17.81,29,39.73,20006
20,7,187,36,19.25,39,20.86,51,27.27,61,32.62,20007
20,8,185,32,17.3,42,22.7,40,21.62,71,38.38,20008
20,9,314,47,14.97,63,20.06,88,28.03,116,36.94,20009
20,10,122,26,21.31,27,22.13,39,31.97,30,24.59,20010
20,11,265,53,20.0,69,26.04,65,24.53,78,29.43,20011
20,12,147,31,21.09,33,22.45,35,23.81,48,32.65,20012
20,13,218,79,36.24,43,19.72,55,25.23,41,18.81,20013
20,14,116,18,15.52,26,22.41,30,25.86,42,36.21,20014
20,15,173,22,12.72,11,6.36,125,72.25,15,8.67,20015
20,16,268,52,19.4,53,19.78,58,21.64,105,39.18,20016
20,17,124,21,16.94,22,17.74,58,46.77,23,18.55,20017
20,18,129,26,20.16,34,26.36,27,20.93,42,32.56,20018
20,19,193,44,22.8,35,18.13,56,29.02,58,30.05,20019
20,20,129,16,12.4,9,6.98,82,63.57,22,17.05,20020
20,21,134,32,23.88,26,19.4,48,35.82,28,20.9,20021
20,22,269,36,13.38,41,15.24,73,27.14,119,44.24,20022
20,23,167,43,25.75,38,22.75,34,20.36,52,31.14,20023
20,24,236,31,13.14,40,16.95,50,21.19,115,48.73,20024
20,25,125,31,24.8,27,21.6,32,25.6,35,28.0,20025
20,26,212,35,16.51,44,20.75,58,27.36,75,35.38,20026
20,27,103,25,24.27,28,27.18,15,14.56,35,33.98,20027
20,28,114,31,27.19,34,29.82,17,14.91,32,28.07,20028
20,29,210,53,25.24,41,19.52,53,25.24,63,30.0,20029
20,30,94,22,23.4,18,19.15,17,18.09,37,39.36,20030
20,31,233,57,24.46,50,21.46,56,24.03,70,30.04,20031
20,32,154,29,18.83,36,23.38,41,26.62,48,31.17,20032
20,33,132,25,18.94,28,21.21,29,21.97,50,37.88,20033
20,34,297,44,14.81,39,13.13,84,28.28,130,43.77,20034
20,35,132,31,23.48,39,29.55,33,25.0,29,21.97,20035
20,36,50,15,30.0,10,20.0,9,18.0,16,32.0,20036
20,37,50,8,16.0,15,30.0,13,26.0,14,28.0,20037
20,38,56,14,25.0,11,19.64,17,30.36,14,25.0,20038
20,39,11,1,9.09,2,18.18,4,36.36,4,36.36,20039
21,1,244,40,16.39,46,18.85,57,23.36,101,41.39,21001
21,2,166,37,22.29,42,25.3,33,19.88,54,32.53,21002
