ward,precinct,total,Jill Rose Quinn,Jill Rose Quinn Percent,James Samuel Worley,James Samuel Worley Percent,Wendelin ''Wendi'' DeLoach,Wendelin ''Wendi'' DeLoach Percent,precinct_id
13,3,166,104,62.65,37,22.29,25,15.06,13003
13,4,166,103,62.05,33,19.88,30,18.07,13004
13,5,215,127,59.07,40,18.6,48,22.33,13005
13,6,188,127,67.55,35,18.62,26,13.83,13006
13,7,139,84,60.43,23,16.55,32,23.02,13007
13,8,130,83,63.85,24,18.46,23,17.69,13008
13,9,183,104,56.83,39,21.31,40,21.86,13009
13,10,165,113,68.48,38,23.03,14,8.48,13010
13,11,210,148,70.48,33,15.71,29,13.81,13011
13,12,168,104,61.9,34,20.24,30,17.86,13012
13,13,184,115,62.5,35,19.02,34,18.48,13013
13,14,161,99,61.49,33,20.5,29,18.01,13014
13,15,277,169,61.01,49,17.69,59,21.3,13015
13,16,125,86,68.8,24,19.2,15,12.0,13016
13,17,137,78,56.93,35,25.55,24,17.52,13017
13,18,139,93,66.91,26,18.71,20,14.39,13018
13,19,236,137,58.05,59,25.0,40,16.95,13019
13,20,115,88,76.52,9,7.83,18,15.65,13020
13,21,177,123,69.49,35,19.77,19,10.73,13021
13,22,165,107,64.85,36,21.82,22,13.33,13022
13,23,128,84,65.63,20,15.63,24,18.75,13023
13,24,162,104,64.2,31,19.14,27,16.67,13024
13,25,187,106,56.68,41,21.93,40,21.39,13025
13,26,156,104,66.67,29,18.59,23,14.74,13026
13,27,171,114,66.67,27,15.79,30,17.54,13027
13,28,149,78,52.35,41,27.52,30,20.13,13028
13,29,148,85,57.43,37,25.0,26,17.57,13029
13,30,162,98,60.49,33,20.37,31,19.14,13030
13,31,168,121,72.02,22,13.1,25,14.88,13031
13,32,157,108,68.79,19,12.1,30,19.11,13032
13,33,175,112,64.0,32,18.29,31,17.71,13033
13,34,234,135,57.69,54,23.08,45,19.23,13034
13,35,203,116,57.14,43,21.18,44,21.67,13035
13,36,117,79,67.52,25,21.37,13,11.11,13036
13,37,181,95,52.49,50,27.62,36,19.89,13037
13,38,158,112,70.89,30,18.99,16,10.13,13038
13,39,170,100,58.82,43,25.29,27,15.88,13039
13,40,162,99,61.11,37,22.84,26,16.05,13040
13,41,222,135,60.81,48,21.62,39,17.57,13041
13,42,178,124,69.66,37,20.79,17,9.55,13042
13,43,182,118,64.84,31,17.03,33,18.13,13043
13,44,175,112,64.0,33,18.86,30,17.14,13044
13,45,221,137,61.99,48,21.72,36,16.29,13045
13,46,201,134,66.67,38,18.91,29,14.43,13046
13,47,202,123,60.89,44,21.78,35,17.33,13047
13,48,145,103,71.03,25,17.24,17,11.72,13048
14,1,207,132,63.77,55,26.57,20,9.66,14001
14,2,262,150,57.25,67,25.57,45,17.18,14002
14,3,164,86,52.44,42,25.61,36,21.95,14003
14,4,169,114,67.46,32,18.93,23,13.61,14004
14,5,257,127,49.42,87,33.85,43,16.73,14005
14,6,116,36,31.03,60,51.72,20,17.24,14006
14,7,242,138,57.02,55,22.73,49,20.25,14007
14,8,206,101,49.03,46,22.33,59,28.64,14008
14,9,242,144,59.5,64,26.45,34,14.05,14009
14,10,125,66,52.8,31,24.8,28,22.4,14010
14,11,149,58,38.93,58,38.93,33,22.15,14011
14,12,177,103,58.19,36,20.34,38,21.47,14012
14,13,175,93,53.14,47,26.86,35,20.0,14013
14,14,209,118,56.46,50,23.92,41,19.62,14014
14,15,196,114,58.16,62,31.63,20,10.2,14015
14,16,146,82,56.16,34,23.29,30,20.55,14016
14,17,185,88,47.57,55,29.73,42,22.7,14017
14,18,92,49,53.26,26,28.26,17,18.48,14018
14,19,149,73,48.99,48,32.21,28,18.79,14019
14,20,142,77,54.23,44,30.99,21,14.79,14020
14,21,131,70,53.44,36,27.48,25,19.08,14021
14,22,245,150,61.22,47,19.18,48,19.59,14022
14,23,157,80,50.96,45,28.66,32,20.38,14023
14,24,240,139,57.92,73,30.42,28,11.67,14024
14,25,113,60,53.1,33,29.2,20,17.7,14025
14,26,148,75,50.68,48,32.43,25,16.89,14026
14,27,211,109,51.66,63,29.86,39,18.48,14027
14,28,145,70,48.28,43,29.66,32,22.07,14028
14,29,176,77,43.75,74,42.05,25,14.2,14029
14,30,109,61,55.96,32,29.36,16,14.68,14030
14,31,116,70,60.34,29,25.0,17,14.66,14031
15,1,165,84,50.91,41,24.85,40,24.24,15001
15,2,99,49,49.49,36,36.36,14,14.14,15002
15,3,110,57,51.82,34,30.91,19,17.27,15003
15,4,193,108,55.96,50,25.91,35,18.13,15004
15,5,143,74,51.75,38,26.57,31,21.68,15005
15,6,168,77,45.83,47,27.98,44,26.19,15006
15,7,96,45,46.88,29,30.21,22,22.92,15007
15,8,172,89,51.74,47,27.33,36,20.93,15008
15,9,220,125,56.82,48,21.82,47,21.36,15009
15,10,242,135,55.79,56,23.14,51,21.07,15010
15,11,198,102,51.52,51,25.76,45,22.73,15011
15,12,212,119,56.13,53,25.0,40,18.87,15012
15,13,182,93,51.1,48,26.37,41,22.53,15013
15,14,152,79,51.97,39,25.66,34,22.37,15014
15,15,145,84,57.93,32,22.07,29,20.0,15015
15,16,218,104,47.71,59,27.06,55,25.23,15016
15,17,114,57,50.0,38,33.33,19,16.67,15017
15,18,79,38,48.1,27,34.18,14,17.72,15018
15,19,159,82,51.57,37,23.27,40,25.16,15019
15,20,110,47,42.73,37,33.64,26,23.64,15020
15,21,114,54,47.37,30,26.32,30,26.32,15021
15,22,119,60,50.42,31,26.05,28,23.53,15022
15,23,103,43,41.75,31,30.1,29,28.16,15023
15,24,90,45,50.0,28,31.11,17,18.89,15024
16,1,168,99,58.93,32,19.05,37,22.02,16001
16,2,139,81,58.27,38,27.34,20,14.39,16002
16,3,111,58,52.25,31,27.93,22,19.82,16003
16,4,127,64,50.39,44,34.65,19,14.96,16004
16,5,74,41,55.41,24,32.43,9,12.16,16005
16,6,133,75,56.39,37,27.82,21,15.79,16006
16,7,126,77,61.11,30,23.81,19,15.08,16007
16,8,75,43,57.33,23,30.67,9,12.0,16008
16,9,127,54,42.52,44,34.65,29,22.83,16009
16,10,113,48,42.48,40,35.4,25,22.12,16010
16,11,116,57,49.14,39,33.62,20,17.24,16011
16,12,100,53,53.0,33,33.0,14,14.0,16012
16,13,128,65,50.78,40,31.25,23,17.97,16013
16,14,90,46,51.11,32,35.56,12,13.33,16014
16,15,126,53,42.06,53,42.06,20,15.87,16015
16,16,114,70,61.4,30,26.32,14,12.28,16016
16,17,139,70,50.36,44,31.65,25,17.99,16017
16,18,96,44,45.83,29,30.21,23,23.96,16018
16,19,141,78,55.32,40,28.37,23,16.31,16019
16,20,92,42,45.65,33,35.87,17,18.48,16020
16,21,108,56,51.85,36,33.33,16,14.81,16021
16,22,106,53,50.0,38,35.85,15,14.15,16022
16,23,135,77,57.04,34,25.19,24,17.78,16023
16,24,69,36,52.17,24,34.78,9,13.04,16024
16,25,135,60,44.44,39,28.89,36,26.67,16025
16,26,96,46,47.92,29,30.21,21,21.88,16026
16,27,96,56,58.33,26,27.08,14,14.58,16027
16,28,130,63,48.46,60,46.15,7,5.38,16028
16,29,96,46,47.92,37,38.54,13,13.54,16029
16,30,81,41,50.62,28,34.57,12,14.81,16030
16,31,147,85,57.82,40,27.21,22,14.97,16031
16,32,157,91,57.96,36,22.93,30,19.11,16032
16,33,80,35,43.75,28,35.0,17,21.25,16033
16,34,129,71,55.04,37,28.68,21,16.28,16034
16,35,180,92,51.11,52,28.89,36,20.0,16035
16,36,83,35,42.17,37,44.58,11,13.25,16036
17,1,197,112,56.85,46,23.35,39,19.8,17001
17,2,155,66,42.58,46,29.68,43,27.74,17002
17,3,175,101,57.71,46,26.29,28,16.0,17003
17,4,229,94,41.05,75,32.75,60,26.2,17004
17,5,116,61,52.59,37,31.9,18,15.52,17005
17,6,149,89,59.73,28,18.79,32,21.48,17006
17,7,151,70,46.36,51,33.77,30,19.87,17007
17,8,136,74,54.41,35,25.74,27,19.85,17008
17,9,135,60,44.44,45,33.33,30,22.22,17009
17,10,216,106,49.07,66,30.56,44,20.37,17010
17,11,130,65,50.0,43,33.08,22,16.92,17011
17,12,215,111,51.63,56,26.05,48,22.33,17012
17,13,123,72,58.54,26,21.14,25,20.33,17013
17,14,140,77,55.0,33,23.57,30,21.43,17014
17,15,178,91,51.12,50,28.09,37,20.79,17015
17,16,170,94,55.29,47,27.65,29,17.06,17016
17,17,172,85,49.42,60,34.88,27,15.7,17017
17,18,221,112,50.68,59,26.7,50,22.62,17018
17,19,100,56,56.0,28,28.0,16,16.0,17019
17,20,252,151,59.92,49,19.44,52,20.63,17020
17,21,258,148,57.36,69,26.74,41,15.89,17021
17,22,145,76,52.41,37,25.52,32,22.07,17022
17,23,118,66,55.93,34,28.81,18,15.25,17023
17,24,200,99,49.5,56,28.0,45,22.5,17024
17,25,134,62,46.27,49,36.57,23,17.16,17025
17,26,191,109,57.07,52,27.23,30,15.71,17026
17,27,174,92,52.87,41,23.56,41,23.56,17027
17,28,133,64,48.12,36,27.07,33,24.81,17028
17,29,131,73,55.73,37,28.24,21,16.03,17029
17,30,129,75,58.14,34,26.36,20,15.5,17030
17,31,110,54,49.09,33,30.0,23,20.91,17031
17,32,146,78,53.42,41,28.08,27,18.49,17032
17,33,82,39,47.56,21,25.61,22,26.83,17033
17,34,106,55,51.89,28,26.42,23,21.7,17034
17,35,91,39,42.86,29,31.87,23,25.27,17035
17,36,159,89,55.97,44,27.67,26,16.35,17036
17,37,167,80,47.9,43,25.75,44,26.35,17037
17,38,179,85,47.49,51,28.49,43,24.02,17038
17,39,186,94,50.54,49,26.34,43,23.12,17039
17,40,213,119,55.87,48,22.54,46,21.6,17040
17,41,245,137,55.92,55,22.45,53,21.63,17041
18,1,186,112,60.22,46,24.73,28,15.05,18001
18,2,170,117,68.82,24,14.12,29,17.06,18002
18,3,146,83,56.85,27,18.49,36,24.66,18003
18,4,241,155,64.32,43,17.84,43,17.84,18004
18,5,130,72,55.38,41,31.54,17,13.08,18005
18,6,177,114,64.41,42,23.73,21,11.86,18006
18,7,177,102,57.63,44,24.86,31,17.51,18007
18,8,223,127,56.95,59,26.46,37,16.59,18008
18,9,215,126,58.6,57,26.51,32,14.88,18009
18,10,314,195,62.1,73,23.25,46,14.65,18010
18,11,161,83,51.55,48,29.81,30,18.63,18011
18,12,185,108,58.38,45,24.32,32,17.3,18012
18,13,227,136,59.91,61,26.87,30,13.22,18013
18,14,229,138,60.26,61,26.64,30,13.1,18014
18,15,222,121,54.5,51,22.97,50,22.52,18015
18,16,198,115,58.08,51,25.76,32,16.16,18016
18,17,213,125,58.69,50,23.47,38,17.84,18017
18,18,188,90,47.87,59,31.38,39,20.74,18018
18,19,188,106,56.38,57,30.32,25,13.3,18019
18,20,155,94,60.65,38,24.52,23,14.84,18020
18,21,252,136,53.97,74,29.37,42,16.67,18021
18,22,272,148,54.41,81,29.78,43,15.81,18022
18,23,179,110,61.45,41,22.91,28,15.64,18023
18,24,160,90,56.25,38,23.75,32,20.0,18024
18,25,175,119,68.0,25,14.29,31,17.71,18025
18,26,282,157,55.67,76,26.95,49,17.38,18026
18,27,177,103,58.19,49,27.68,25,14.12,18027
18,28,173,105,60.69,42,24.28,26,15.03,18028
18,29,226,140,61.95,52,23.01,34,15.04,18029
18,30,214,126,58.88,53,24.77,35,16.36,18030
18,31,237,141,59.49,65,27.43,31,13.08,18031
18,32,233,140,60.09,53,22.75,40,17.17,18032
18,33,152,81,53.29,42,27.63,29,19.08,18033
18,34,274,175,63.87,61,22.26,38,13.87,18034
18,35,265,151,56.98,65,24.53,49,18.49,18035
18,36,198,127,64.14,52,26.26,19,9.6,18036
18,37,271,166,61.25,59,21.77,46,16.97,18037
18,38,196,104,53.06,51,26.02,41,20.92,18038
18,39,146,85,58.22,41,28.08,20,13.7,18039
18,40,217,136,62.67,46,21.2,35,16.13,18040
18,41,275,147,53.45,87,31.64,41,14.91,18041
18,42,165,85,51.52,49,29.7,31,18.79,18042
18,43,132,77,58.33,30,22.73,25,18.94,18043
18,44,165,99,60.0,34,20.61,32,19.39,18044
18,45,170,111,65.29,34,20.0,25,14.71,18045
18,46,203,137,67.49,37,18.23,29,14.29,18046
18,47,136,78,57.35,30,22.06,28,20.59,18047
18,48,143,87,60.84,38,26.57,18,12.59,18048
18,49,118,69,58.47,27,22.88,22,18.64,18049
18,50,135,77,57.04,39,28.89,19,14.07,18050
19,1,195,153,78.46,33,16.92,9,4.62,19001
19,2,357,234,65.55,72,20.17,51,14.29,19002
19,3,159,112,70.44,39,24.53,8,5.03,19003
19,4,230,162,70.43,49,21.3,19,8.26,19004
19,5,315,222,70.48,55,17.46,38,12.06,19005
19,6,193,145,75.13,36,18.65,12,6.22,19006
19,7,208,155,74.52,39,18.75,14,6.73,19007
19,8,204,137,67.16,52,25.49,15,7.35,19008
19,9,174,128,73.56,38,21.84,8,4.6,19009
19,10,330,235,71.21,62,18.79,33,10.0,19010
19,11,193,133,68.91,53,27.46,7,3.63,19011
19,12,184,133,72.28,45,24.46,6,3.26,19012
19,13,311,176,56.59,82,26.37,53,17.04,19013
19,14,246,159,64.63,52,21.14,35,14.23,19014
19,15,227,151,66.52,57,25.11,19,8.37,19015
19,16,215,148,68.84,56,26.05,11,5.12,19016
19,17,197,149,75.63,37,18.78,11,5.58,19017
19,18,289,223,77.16,39,13.49,27,9.34,19018
19,19,370,254,68.65,73,19.73,43,11.62,19019
19,20,270,171,63.33,70,25.93,29,10.74,19020
19,21,178,120,67.42,45,25.28,13,7.3,19021
19,22,302,222,73.51,51,16.89,29,9.6,19022
19,23,260,197,75.77,47,18.08,16,6.15,19023
19,24,171,120,70.18,38,22.22,13,7.6,19024
19,25,256,182,71.09,52,20.31,22,8.59,19025
19,26,253,207,81.82,28,11.07,18,7.11,19026
19,27,257,149,57.98,62,24.12,46,17.9,19027
19,28,277,146,52.71,79,28.52,52,18.77,19028
19,29,200,147,73.5,39,19.5,14,7.0,19029
19,30,189,127,67.2,51,26.98,11,5.82,19030
19,31,236,173,73.31,44,18.64,19,8.05,19031
19,32,201,148,73.63,36,17.91,17,8.46,19032
19,33,226,163,72.12,56,24.78,7,3.1,19033
19,34,250,195,78.0,40,16.0,15,6.0,19034
19,35,253,191,75.49,44,17.39,18,7.11,19035
19,36,312,173,55.45,70,22.44,69,22.12,19036
19,37,285,187,65.61,58,20.35,40,14.04,19037
19,38,239,144,60.25,57,23.85,38,15.9,19038
19,39,80,43,53.75,19,23.75,18,22.5,19039
19,40,269,191,71.0,51,18.96,27,10.04,19040
19,41,177,118,66.67,51,28.81,8,4.52,19041
19,42,207,131,63.29,34,16.43,42,20.29,19042
19,43,348,180,51.72,91,26.15,77,22.13,19043
19,44,232,169,72.84,55,23.71,8,3.45,19044
19,45,217,163,75.12,37,17.05,17,7.83,19045
19,46,237,160,67.51,66,27.85,11,4.64,19046
19,47,387,206,53.23,108,27.91,73,18.86,19047
19,48,262,158,60.31,55,20.99,49,18.7,19048
19,49,317,148,46.69,108,34.07,61,19.24,19049
19,50,199,146,73.37,40,20.1,13,6.53,19050
19,51,278,220,79.14,46,16.55,12,4.32,19051
19,52,211,153,72.51,42,19.91,16,7.58,19052
19,53,212,150,70.75,40,18.87,22,10.38,19053
19,54,151,103,68.21,38,25.17,10,6.62,19054
19,55,165,111,67.27,44,26.67,10,6.06,19055
19,56,303,228,75.25,44,14.52,31,10.23,19056
19,57,262,183,69.85,45,17.18,34,12.98,19057
20,1,217,118,54.38,58,26.73,41,18.89,20001
20,2,44,25,56.82,12,27.27,7,15.91,20002
20,3,167,92,55.09,45,26.95,30,17.96,20003
20,4,82,51,62.2,14,17.07,17,20.73,20004
20,5,234,125,53.42,53,22.65,56,23.93,20005
20,6,69,39,56.52,18,26.09,12,17.39,20006
20,7,177,84,47.46,53,29.94,40,22.6,20007
20,8,173,103,59.54,45,26.01,25,14.45,20008
20,9,299,169,56.52,69,23.08,61,20.4,20009
20,10,121,70,57.85,27,22.31,24,19.83,20010
20,11,236,138,58.47,59,25.0,39,16.53,20011
20,12,145,79,54.48,47,32.41,19,13.1,20012
20,13,218,118,54.13,76,34.86,24,11.01,20013
20,14,112,58,51.79,30,26.79,24,21.43,20014
20,15,158,77,48.73,44,27.85,37,23.42,20015
20,16,267,151,56.55,75,28.09,41,15.36,20016
20,17,114,54,47.37,34,29.82,26,22.81,20017
20,18,125,67,53.6,37,29.6,21,16.8,20018
20,19,189,107,56.61,48,25.4,34,17.99,20019
20,20,126,69,54.76,30,23.81,27,21.43,20020
20,21,120,62,51.67,44,36.67,14,11.67,20021
20,22,258,149,57.75,47,18.22,62,24.03,20022
20,23,164,102,62.2,33,20.12,29,17.68,20023
20,24,224,131,58.48,55,24.55,38,16.96,20024
20,25,106,55,51.89,23,21.7,28,26.42,20025
20,26,201,108,53.73,57,28.36,36,17.91,20026
20,27,106,50,47.17,29,27.36,27,25.47,20027
20,28,105,57,54.29,32,30.48,16,15.24,20028
20,29,190,95,50.0,65,34.21,30,15.79,20029
20,30,88,53,60.23,21,23.86,14,15.91,20030
20,31,225,128,56.89,67,29.78,30,13.33,20031
20,32,143,86,60.14,31,21.68,26,18.18,20032
20,33,130,73,56.15,39,30.0,18,13.85,20033
20,34,274,183,66.79,40,14.6,51,18.61,20034
20,35,119,49,41.18,46,38.66,24,20.17,20035
20,36,50,16,32.0,21,42.0,13,26.0,20036
20,37,48,29,60.42,12,25.0,7,14.58,20037
20,38,46,29,63.04,10,21.74,7,15.22,20038
20,39,11,9,81.82,2,18.18,0,0.0,20039
21,1,232,124,53.45,63,27.16,45,19.4,21001
21,2,153,85,55.56,44,28.76,24,15.69,21002
21,3,234,120,51.28,64,27.35,50,21.37,21003
21,4,177,103,58.19,40,22.6,34,19.21,21004
21,5,260,128,49.23,83,31.92,49,18.85,21005
21,6,195,102,52.31,63,32.31,30,15.38,21006
21,7,223,119,53.36,61,27.35,43,19.28,21007
21,8,213,134,62.91,47,22.07,32,15.02,21008
21,9,255,130,50.98,72,28.24,53,20.78,21009
21,10,190,97,51.05,45,23.68,48,25.26,21010
21,11,207,113,54.59,64,30.92,30,14.49,21011
21,12,189,95,50.26,55,29.1,39,20.63,21012
21,13,193,114,59.07,49,25.39,30,15.54,21013
21,14,237,123,51.9,73,30.8,41,17.3,21014
21,15,190,103,54.21,51,26.84,36,18.95,21015
21,16,182,78,42.86,53,29.12,51,28.02,21016
21,17,164,99,60.37,38,23.17,27,16.46,21017
21,18,229,124,54.15,59,25.76,46,20.09,21018
21,19,218,113,51.83,59,27.06,46,21.1,21019
21,20,175,95,54.29,48,27.43,32,18.29,21020
21,21,169,71,42.01,60,35.5,38,22.49,21021
21,22,177,98,55.37,43,24.29,36,20.34,21022
21,23,177,82,46.33,55,31.07,40,22.6,21023
21,24,243,148,60.91,55,22.63,40,16.46,21024
21,25,188,104,55.32,47,25.0,37,19.68,21025
21,26,168,87,51.79,46,27.38,35,20.83,21026
21,27,210,103,49.05,62,29.52,45,21.43,21027
21,28,250,133,53.2,69,27.6,48,19.2,21028
21,29,257,146,56.81,66,25.68,45,17.51,21029
21,30,152,65,42.76,51,33.55,36,23.68,21030
21,31,169,98,57.99,45,26.63,26,15.38,21031
21,32,184,97,52.72,52,28.26,35,19.02,21032
21,33,195,109,55.9,47,24.1,39,20.0,21033
21,34,176,100,56.82,46,26.14,30,17.05,21034
21,35,260,142,54.62,59,22.69,59,22.69,21035
21,36,206,109,52.91,57,27.67,40,19.42,21036
21,37,137,76,55.47,36,26.28,25,18.25,21037
21,38,186,85,45.7,65,34.95,36,19.35,21038
21,39,167,84,50.3,50,29.94,33,19.76,21039
21,40,198,100,50.51,59,29.8,39,19.7,21040
21,41,215,112,52.09,47,21.86,56,26.05,21041
21,42,243,122,50.21,58,23.87,63,25.93,21042
21,43,176,90,51.14,53,30.11,33,18.75,21043
21,44,233,119,51.07,64,27.47,50,21.46,21044
21,45,179,86,48.04,50,27.93,43,24.02,21045
21,46,234,134,57.26,64,27.35,36,15.38,21046
21,47,174,89,51.15,41,23.56,44,25.29,21047
21,48,198,98,49.49,61,30.81,39,19.7,21048
21,49,240,125,52.08,63,26.25,52,21.67,21049
21,50,159,76,47.8,55,34.59,28,17.61,21050
21,51,216,114,52.78,49,22.69,53,24.54,21051
21,52,195,86,44.1,70,35.9,39,20.0,21052
21,53,173,90,52.02,39,22.54,44,25.43,21053
21,54,171,93,54.39,43,25.15,35,20.47,21054
22,1,109,59,54.13,34,31.19,16,14.68,22001
22,2,218,133,61.01,46,21.1,39,17.89,22002
22,3,251,158,62.95,47,18.73,46,18.33,22003
22,4,153,87,56.86,35,22.88,31,20.26,22004
22,5,151,87,57.62,30,19.87,34,22.52,22005
22,6,183,95,51.91,41,22.4,47,25.68,22006
22,7,129,84,65.12,24,18.6,21,16.28,22007
22,8,238,145,60.92,55,23.11,38,15.97,22008
22,9,119,66,55.46,29,24.37,24,20.17,22009
22,10,235,128,54.47,69,29.36,38,16.17,22010
22,11,165,86,52.12,42,25.45,37,22.42,22011
22,12,143,101,70.63,26,18.18,16,11.19,22012
22,13,182,115,63.19,36,19.78,31,17.03,22013
22,14,158,92,58.23,34,21.52,32,20.25,22014
22,15,138,79,57.25,33,23.91,26,18.84,22015
22,16,138,93,67.39,25,18.12,20,14.49,22016
22,17,192,114,59.38,41,21.35,37,19.27,22017
22,18,143,88,61.54,23,16.08,32,22.38,22018
22,19,82,53,64.63,22,26.83,7,8.54,22019
22,20,192,119,61.98,35,18.23,38,19.79,22020
22,21,180,115,63.89,46,25.56,19,10.56,22021
22,22,147,81,55.1,34,23.13,32,21.77,22022
22,23,222,134,60.36,58,26.13,30,13.51,22023
22,24,213,130,61.03,48,22.54,35,16.43,22024
22,25,178,100,56.18,39,21.91,39,21.91,22025
23,1,146,100,68.49,26,17.81,20,13.7,23001
23,2,151,102,67.55,28,18.54,21,13.91,23002
23,3,139,100,71.94,21,15.11,18,12.95,23003
23,4,189,122,64.55,39,20.63,28,14.81,23004
23,5,201,117,58.21,46,22.89,38,18.91,23005
23,6,83,42,50.6,29,34.94,12,14.46,23006
23,7,156,87,55.77,36,23.08,33,21.15,23007
23,8,196,102,52.04,51,26.02,43,21.94,23008
23,9,161,97,60.25,31,19.25,33,20.5,23009
23,10,195,124,63.59,39,20.0,32,16.41,23010
23,11,184,103,55.98,48,26.09,33,17.93,23011
23,12,170,123,72.35,24,14.12,23,13.53,23012
23,13,163,92,56.44,37,22.7,34,20.86,23013
23,14,159,109,68.55,34,21.38,16,10.06,23014
23,15,65,34,52.31,18,27.69,13,20.0,23015
23,16,155,105,67.74,30,19.35,20,12.9,23016
23,17,110,53,48.18,28,25.45,29,26.36,23017
23,18,128,91,71.09,23,17.97,14,10.94,23018
23,19,151,78,51.66,38,25.17,35,23.18,23019
23,20,101,57,56.44,29,28.71,15,14.85,23020
23,21,185,128,69.19,25,13.51,32,17.3,23021
23,22,157,97,61.78,31,19.75,29,18.47,23022
23,23,161,103,63.98,34,21.12,24,14.91,23023
23,24,123,70,56.91,31,25.2,22,17.89,23024
23,25,158,98,62.03,37,23.42,23,14.56,23025
23,26,158,93,58.86,32,20.25,33,20.89,23026
23,27,151,94,62.25,33,21.85,24,15.89,23027
23,28,164,103,62.8,28,17.07,33,20.12,23028
23,29,135,93,68.89,24,17.78,18,13.33,23029
23,30,223,132,59.19,54,24.22,37,16.59,23030
23,31,147,74,50.34,37,25.17,36,24.49,23031
23,32,160,95,59.38,40,25.0,25,15.63,23032
23,33,178,99,55.62,44,24.72,35,19.66,23033
23,34,189,111,58.73,46,24.34,32,16.93,23034
23,35,128,78,60.94,28,21.88,22,17.19,23035
23,36,134,88,65.67,26,19.4,20,14.93,23036
23,37,161,109,67.7,32,19.88,20,12.42,23037
23,38,138,93,67.39,24,17.39,21,15.22,23038
23,39,198,121,61.11,36,18.18,41,20.71,23039
24,1,146,78,53.42,43,29.45,25,17.12,24001
24,2,126,64,50.79,29,23.02,33,26.19,24002
24,3,153,81,52.94,43,28.1,29,18.95,24003
24,4,112,62,55.36,32,28.57,18,16.07,24004
24,5,77,40,51.95,27,35.06,10,12.99,24005
24,6,184,94,51.09,55,29.89,35,19.02,24006
24,7,104,67,64.42,16,15.38,21,20.19,24007
24,8,72,33,45.83,26,36.11,13,18.06,24008
24,9,128,62,48.44,40,31.25,26,20.31,24009
24,10,76,39,51.32,21,27.63,16,21.05,24010
24,11,147,82,55.78,41,27.89,24,16.33,24011
24,12,75,50,66.67,16,21.33,9,12.0,24012
24,13,71,44,61.97,18,25.35,9,12.68,24013
24,14,124,57,45.97,39,31.45,28,22.58,24014
24,15,60,34,56.67,17,28.33,9,15.0,24015
24,16,377,205,54.38,83,22.02,89,23.61,24016
24,17,105,53,50.48,34,32.38,18,17.14,24017
24,18,182,99,54.4,49,26.92,34,18.68,24018
24,19,189,101,53.44,53,28.04,35,18.52,24019
24,20,120,67,55.83,21,17.5,32,26.67,24020
24,21,81,43,53.09,23,28.4,15,18.52,24021
24,22,210,119,56.67,47,22.38,44,20.95,24022
24,23,111,59,53.15,27,24.32,25,22.52,24023
24,24,163,72,44.17,50,30.67,41,25.15,24024
24,25,108,60,55.56,30,27.78,18,16.67,24025
24,26,236,144,61.02,67,28.39,25,10.59,24026
24,27,161,82,50.93,36,22.36,43,26.71,24027
24,28,116,69,59.48,25,21.55,22,18.97,24028
24,29,124,69,55.65,35,28.23,20,16.13,24029
24,30,97,62,63.92,22,22.68,13,13.4,24030
24,31,170,104,61.18,48,28.24,18,10.59,24031
24,32,84,59,70.24,16,19.05,9,10.71,24032
24,33,104,56,53.85,32,30.77,16,15.38,24033
24,34,148,77,52.03,48,32.43,23,15.54,24034
24,35,134,72,53.73,40,29.85,22,16.42,24035
24,36,193,106,54.92,49,25.39,38,19.69,24036
24,37,80,48,60.0,19,23.75,13,16.25,24037
24,38,150,86,57.33,32,21.33,32,21.33,24038
24,39,137,87,63.5,35,25.55,15,10.95,24039
24,40,166,89,53.61,40,24.1,37,22.29,24040
24,41,117,78,66.67,20,17.09,19,16.24,24041
25,1,197,123,62.44,40,20.3,34,17.26,25001
25,2,285,201,70.53,26,9.12,58,20.35,25002
25,3,246,189,76.83,25,10.16,32,13.01,25003
25,4,160,100,62.5,34,21.25,26,16.25,25004
25,5,251,154,61.35,39,15.54,58,23.11,25005
25,6,63,42,66.67,7,11.11,14,22.22,25006
25,7,254,175,68.9,35,13.78,44,17.32,25007
25,8,286,171,59.79,46,16.08,69,24.13,25008
25,9,212,130,61.32,24,11.32,58,27.36,25009
25,10,203,171,84.24,23,11.33,9,4.43,25010
25,11,274,166,60.58,44,16.06,64,23.36,25011
25,12,237,156,65.82,27,11.39,54,22.78,25012
25,13,254,159,62.6,34,13.39,61,24.02,25013
25,14,128,83,64.84,20,15.63,25,19.53,25014
25,15,210,115,54.76,36,17.14,59,28.1,25015
25,16,250,196,78.4,28,11.2,26,10.4,25016
25,17,233,148,63.52,42,18.03,43,18.45,25017
25,18,110,71,64.55,27,24.55,12,10.91,25018
25,19,263,166,63.12,35,13.31,62,23.57,25019
25,20,102,56,54.9,27,26.47,19,18.63,25020
25,21,272,209,76.84,29,10.66,34,12.5,25021
25,22,232,153,65.95,35,15.09,44,18.97,25022
25,23,283,167,59.01,47,16.61,69,24.38,25023
25,24,262,172,65.65,37,14.12,53,20.23,25024
25,25,196,137,69.9,34,17.35,25,12.76,25025
25,26,252,141,55.95,47,18.65,64,25.4,25026
25,27,220,162,73.64,17,7.73,41,18.64,25027
25,28,288,187,64.93,39,13.54,62,21.53,25028
25,29,166,91,54.82,49,29.52,26,15.66,25029
25,30,247,155,62.75,30,12.15,62,25.1,25030
25,31,275,221,80.36,28,10.18,26,9.45,25031
