ward,precinct,total,Jill Rose Quinn,Jill Rose Quinn Percent,James Samuel Worley,James Samuel Worley Percent,Wendelin ''Wendi'' DeLoach,Wendelin ''Wendi'' DeLoach Percent,precinct_id
50,24,105,71,67.62,25,23.81,9,8.57,50024
50,25,141,104,73.76,26,18.44,11,7.8,50025
50,26,141,95,67.38,31,21.99,15,10.64,50026
50,27,52,34,65.38,12,23.08,6,11.54,50027
50,28,185,109,58.92,40,21.62,36,19.46,50028
50,29,128,80,62.5,26,20.31,22,17.19,50029
50,30,124,86,69.35,25,20.16,13,10.48,50030
50,31,212,128,60.38,43,20.28,41,19.34,50031
50,32,178,115,64.61,31,17.42,32,17.98,50032
50,33,130,85,65.38,28,21.54,17,13.08,50033
50,34,286,202,70.63,53,18.53,31,10.84,50034
50,35,273,188,68.86,43,15.75,42,15.38,50035
50,36,221,163,73.76,36,16.29,22,9.95,50036
50,37,216,145,67.13,33,15.28,38,17.59,50037
50,38,79,50,63.29,17,21.52,12,15.19,50038
50,39,84,44,52.38,29,34.52,11,13.1,50039
50,40,136,82,60.29,35,25.74,19,13.97,50040
