ward,precinct,total,John Griffin,John Griffin Percent,Sharon O. Johnson,Sharon O. Johnson Percent,precinct_id
17,15,189,61,32.28,128,67.72,17015
17,16,173,65,37.57,108,62.43,17016
17,17,179,65,36.31,114,63.69,17017
17,18,232,80,34.48,152,65.52,17018
17,19,108,36,33.33,72,66.67,17019
17,20,257,88,34.24,169,65.76,17020
17,21,275,105,38.18,170,61.82,17021
17,22,150,56,37.33,94,62.67,17022
17,23,115,37,32.17,78,67.83,17023
17,24,213,67,31.46,146,68.54,17024
17,25,139,45,32.37,94,67.63,17025
17,26,200,84,42.0,116,58.0,17026
17,27,179,61,34.08,118,65.92,17027
17,28,140,55,39.29,85,60.71,17028
17,29,127,49,38.58,78,61.42,17029
17,30,129,52,40.31,77,59.69,17030
17,31,110,43,39.09,67,60.91,17031
17,32,144,55,38.19,89,61.81,17032
17,33,74,30,40.54,44,59.46,17033
17,34,110,34,30.91,76,69.09,17034
17,35,92,35,38.04,57,61.96,17035
17,36,164,75,45.73,89,54.27,17036
17,37,177,66,37.29,111,62.71,17037
17,38,188,65,34.57,123,65.43,17038
17,39,200,66,33.0,134,67.0,17039
17,40,219,91,41.55,128,58.45,17040
17,41,257,100,38.91,157,61.09,17041
18,1,190,87,45.79,103,54.21,18001
18,2,170,78,45.88,92,54.12,18002
18,3,154,81,52.6,73,47.4,18003
18,4,248,123,49.6,125,50.4,18004
18,5,130,51,39.23,79,60.77,18005
18,6,183,104,56.83,79,43.17,18006
18,7,180,96,53.33,84,46.67,18007
18,8,228,105,46.05,123,53.95,18008
18,9,224,101,45.09,123,54.91,18009
18,10,334,169,50.6,165,49.4,18010
18,11,168,76,45.24,92,54.76,18011
18,12,183,80,43.72,103,56.28,18012
18,13,232,99,42.67,133,57.33,18013
18,14,234,102,43.59,132,56.41,18014
18,15,223,97,43.5,126,56.5,18015
18,16,204,81,39.71,123,60.29,18016
18,17,219,110,50.23,109,49.77,18017
18,18,184,85,46.2,99,53.8,18018
18,19,196,104,53.06,92,46.94,18019
18,20,159,72,45.28,87,54.72,18020
18,21,267,106,39.7,161,60.3,18021
18,22,282,128,45.39,154,54.61,18022
18,23,191,93,48.69,98,51.31,18023
18,24,163,88,53.99,75,46.01,18024
18,25,182,94,51.65,88,48.35,18025
18,26,296,134,45.27,162,54.73,18026
18,27,185,69,37.3,116,62.7,18027
18,28,179,100,55.87,79,44.13,18028
18,29,235,94,40.0,141,60.0,18029
18,30,223,123,55.16,100,44.84,18030
18,31,241,107,44.4,134,55.6,18031
18,32,233,92,39.48,141,60.52,18032
18,33,167,69,41.32,98,58.68,18033
18,34,290,146,50.34,144,49.66,18034
18,35,272,127,46.69,145,53.31,18035
18,36,197,107,54.31,90,45.69,18036
18,37,284,130,45.77,154,54.23,18037
18,38,205,101,49.27,104,50.73,18038
18,39,148,53,35.81,95,64.19,18039
18,40,227,108,47.58,119,52.42,18040
18,41,288,121,42.01,167,57.99,18041
18,42,166,57,34.34,109,65.66,18042
18,43,139,78,56.12,61,43.88,18043
18,44,179,101,56.42,78,43.58,18044
18,45,173,78,45.09,95,54.91,18045
18,46,217,121,55.76,96,44.24,18046
18,47,145,56,38.62,89,61.38,18047
18,48,146,69,47.26,77,52.74,18048
18,49,128,52,40.63,76,59.38,18049
18,50,137,52,37.96,85,62.04,18050
19,1,219,177,80.82,42,19.18,19001
19,2,373,173,46.38,200,53.62,19002
19,3,169,151,89.35,18,10.65,19003
19,4,254,197,77.56,57,22.44,19004
19,5,329,193,58.66,136,41.34,19005
19,6,208,151,72.6,57,27.4,19006
19,7,225,172,76.44,53,23.56,19007
19,8,213,161,75.59,52,24.41,19008
19,9,187,143,76.47,44,23.53,19009
19,10,343,193,56.27,150,43.73,19010
19,11,209,172,82.3,37,17.7,19011
19,12,188,143,76.06,45,23.94,19012
19,13,316,96,30.38,220,69.62,19013
19,14,266,148,55.64,118,44.36,19014
19,15,237,176,74.26,61,25.74,19015
19,16,237,193,81.43,44,18.57,19016
19,17,205,147,71.71,58,28.29,19017
19,18,301,203,67.44,98,32.56,19018
19,19,383,239,62.4,144,37.6,19019
19,20,284,151,53.17,133,46.83,19020
19,21,192,138,71.88,54,28.13,19021
19,22,308,199,64.61,109,35.39,19022
19,23,279,216,77.42,63,22.58,19023
19,24,175,138,78.86,37,21.14,19024
19,25,264,185,70.08,79,29.92,19025
19,26,272,204,75.0,68,25.0,19026
19,27,271,117,43.17,154,56.83,19027
19,28,293,121,41.3,172,58.7,19028
19,29,203,145,71.43,58,28.57,19029
19,30,197,154,78.17,43,21.83,19030
19,31,252,180,71.43,72,28.57,19031
19,32,219,153,69.86,66,30.14,19032
19,33,238,182,76.47,56,23.53,19033
19,34,270,185,68.52,85,31.48,19034
19,35,268,191,71.27,77,28.73,19035
19,36,323,137,42.41,186,57.59,19036
19,37,296,164,55.41,132,44.59,19037
19,38,242,109,45.04,133,54.96,19038
19,39,85,22,25.88,63,74.12,19039
19,40,285,161,56.49,124,43.51,19040
19,41,183,145,79.23,38,20.77,19041
19,42,211,85,40.28,126,59.72,19042
19,43,355,135,38.03,220,61.97,19043
19,44,238,194,81.51,44,18.49,19044
19,45,229,179,78.17,50,21.83,19045
19,46,259,209,80.69,50,19.31,19046
19,47,409,174,42.54,235,57.46,19047
19,48,278,108,38.85,170,61.15,19048
19,49,337,142,42.14,195,57.86,19049
19,50,216,152,70.37,64,29.63,19050
19,51,279,224,80.29,55,19.71,19051
19,52,236,183,77.54,53,22.46,19052
19,53,224,167,74.55,57,25.45,19053
19,54,166,123,74.1,43,25.9,19054
19,55,177,142,80.23,35,19.77,19055
19,56,314,194,61.78,120,38.22,19056
19,57,282,150,53.19,132,46.81,19057
20,1,219,71,32.42,148,67.58,20001
20,2,52,23,44.23,29,55.77,20002
20,3,170,51,30.0,119,70.0,20003
20,4,81,36,44.44,45,55.56,20004
20,5,243,89,36.63,154,63.37,20005
20,6,80,41,51.25,39,48.75,20006
20,7,188,69,36.7,119,63.3,20007
20,8,181,78,43.09,103,56.91,20008
20,9,319,116,36.36,203,63.64,20009
20,10,122,39,31.97,83,68.03,20010
20,11,262,78,29.77,184,70.23,20011
20,12,147,52,35.37,95,64.63,20012
20,13,217,76,35.02,141,64.98,20013
20,14,115,44,38.26,71,61.74,20014
20,15,171,73,42.69,98,57.31,20015
20,16,272,99,36.4,173,63.6,20016
20,17,120,40,33.33,80,66.67,20017
20,18,129,60,46.51,69,53.49,20018
20,19,198,68,34.34,130,65.66,20019
20,20,126,44,34.92,82,65.08,20020
20,21,129,58,44.96,71,55.04,20021
20,22,269,101,37.55,168,62.45,20022
20,23,174,63,36.21,111,63.79,20023
20,24,238,108,45.38,130,54.62,20024
20,25,125,45,36.0,80,64.0,20025
20,26,211,80,37.91,131,62.09,20026
20,27,98,31,31.63,67,68.37,20027
20,28,108,43,39.81,65,60.19,20028
20,29,212,82,38.68,130,61.32,20029
20,30,95,48,50.53,47,49.47,20030
20,31,233,96,41.2,137,58.8,20031
20,32,153,61,39.87,92,60.13,20032
20,33,133,59,44.36,74,55.64,20033
20,34,297,121,40.74,176,59.26,20034
20,35,135,45,33.33,90,66.67,20035
20,36,49,17,34.69,32,65.31,20036
20,37,50,22,44.0,28,56.0,20037
20,38,53,21,39.62,32,60.38,20038
20,39,12,4,33.33,8,66.67,20039
21,1,240,101,42.08,139,57.92,21001
21,2,162,62,38.27,100,61.73,21002
21,3,246,90,36.59,156,63.41,21003
21,4,188,65,34.57,123,65.43,21004
21,5,262,93,35.5,169,64.5,21005
21,6,200,70,35.0,130,65.0,21006
21,7,225,95,42.22,130,57.78,21007
21,8,223,79,35.43,144,64.57,21008
21,9,260,112,43.08,148,56.92,21009
21,10,187,75,40.11,112,59.89,21010
21,11,213,87,40.85,126,59.15,21011
21,12,192,76,39.58,116,60.42,21012
21,13,196,76,38.78,120,61.22,21013
21,14,243,85,34.98,158,65.02,21014
21,15,189,79,41.8,110,58.2,21015
21,16,187,92,49.2,95,50.8,21016
21,17,170,72,42.35,98,57.65,21017
21,18,246,72,29.27,174,70.73,21018
21,19,225,79,35.11,146,64.89,21019
21,20,183,82,44.81,101,55.19,21020
21,21,172,59,34.3,113,65.7,21021
21,22,182,82,45.05,100,54.95,21022
21,23,184,71,38.59,113,61.41,21023
21,24,246,107,43.5,139,56.5,21024
21,25,194,76,39.18,118,60.82,21025
21,26,180,65,36.11,115,63.89,21026
21,27,219,78,35.62,141,64.38,21027
21,28,258,80,31.01,178,68.99,21028
21,29,270,124,45.93,146,54.07,21029
21,30,160,58,36.25,102,63.75,21030
21,31,181,75,41.44,106,58.56,21031
21,32,196,70,35.71,126,64.29,21032
21,33,196,77,39.29,119,60.71,21033
21,34,184,66,35.87,118,64.13,21034
21,35,267,96,35.96,171,64.04,21035
21,36,218,89,40.83,129,59.17,21036
21,37,152,52,34.21,100,65.79,21037
21,38,192,67,34.9,125,65.1,21038
21,39,174,60,34.48,114,65.52,21039
21,40,208,80,38.46,128,61.54,21040
21,41,221,84,38.01,137,61.99,21041
21,42,254,77,30.31,177,69.69,21042
21,43,179,68,37.99,111,62.01,21043
21,44,245,114,46.53,131,53.47,21044
21,45,191,73,38.22,118,61.78,21045
21,46,238,82,34.45,156,65.55,21046
21,47,180,73,40.56,107,59.44,21047
21,48,202,90,44.55,112,55.45,21048
21,49,248,93,37.5,155,62.5,21049
21,50,159,55,34.59,104,65.41,21050
21,51,227,79,34.8,148,65.2,21051
21,52,202,82,40.59,120,59.41,21052
21,53,183,77,42.08,106,57.92,21053
21,54,186,73,39.25,113,60.75,21054
22,1,112,39,34.82,73,65.18,22001
22,2,224,111,49.55,113,50.45,22002
22,3,249,127,51.0,122,49.0,22003
22,4,150,72,48.0,78,52.0,22004
22,5,156,85,54.49,71,45.51,22005
22,6,184,93,50.54,91,49.46,22006
22,7,132,65,49.24,67,50.76,22007
22,8,243,121,49.79,122,50.21,22008
22,9,128,61,47.66,67,52.34,22009
22,10,231,128,55.41,103,44.59,22010
22,11,168,81,48.21,87,51.79,22011
22,12,159,96,60.38,63,39.62,22012
22,13,170,76,44.71,94,55.29,22013
22,14,163,66,40.49,97,59.51,22014
22,15,137,56,40.88,81,59.12,22015
22,16,135,68,50.37,67,49.63,22016
22,17,183,85,46.45,98,53.55,22017
22,18,133,57,42.86,76,57.14,22018
22,19,84,39,46.43,45,53.57,22019
22,20,193,106,54.92,87,45.08,22020
22,21,185,69,37.3,116,62.7,22021
22,22,148,73,49.32,75,50.68,22022
22,23,251,109,43.43,142,56.57,22023
22,24,208,105,50.48,103,49.52,22024
22,25,183,73,39.89,110,60.11,22025
23,1,158,102,64.56,56,35.44,23001
23,2,163,103,63.19,60,36.81,23002
23,3,145,87,60.0,58,40.0,23003
23,4,195,122,62.56,73,37.44,23004
23,5,204,93,45.59,111,54.41,23005
23,6,81,55,67.9,26,32.1,23006
23,7,171,74,43.27,97,56.73,23007
23,8,202,94,46.53,108,53.47,23008
23,9,161,83,51.55,78,48.45,23009
23,10,199,88,44.22,111,55.78,23010
23,11,193,82,42.49,111,57.51,23011
23,12,181,131,72.38,50,27.62,23012
23,13,162,62,38.27,100,61.73,23013
23,14,177,114,64.41,63,35.59,23014
23,15,67,33,49.25,34,50.75,23015
23,16,185,125,67.57,60,32.43,23016
23,17,114,50,43.86,64,56.14,23017
23,18,140,88,62.86,52,37.14,23018
23,19,150,62,41.33,88,58.67,23019
23,20,105,57,54.29,48,45.71,23020
23,21,201,118,58.71,83,41.29,23021
23,22,159,89,55.97,70,44.03,23022
23,23,164,95,57.93,69,42.07,23023
23,24,125,57,45.6,68,54.4,23024
23,25,166,77,46.39,89,53.61,23025
23,26,165,78,47.27,87,52.73,23026
23,27,169,114,67.46,55,32.54,23027
23,28,177,89,50.28,88,49.72,23028
23,29,160,85,53.13,75,46.88,23029
23,30,225,108,48.0,117,52.0,23030
23,31,159,72,45.28,87,54.72,23031
23,32,164,88,53.66,76,46.34,23032
23,33,183,81,44.26,102,55.74,23033
23,34,192,84,43.75,108,56.25,23034
23,35,135,76,56.3,59,43.7,23035
23,36,142,84,59.15,58,40.85,23036
23,37,179,121,67.6,58,32.4,23037
23,38,161,94,58.39,67,41.61,23038
23,39,198,97,48.99,101,51.01,23039
24,1,153,50,32.68,103,67.32,24001
24,2,133,42,31.58,91,68.42,24002
24,3,161,35,21.74,126,78.26,24003
24,4,119,50,42.02,69,57.98,24004
24,5,78,21,26.92,57,73.08,24005
24,6,191,62,32.46,129,67.54,24006
24,7,103,42,40.78,61,59.22,24007
24,8,72,22,30.56,50,69.44,24008
24,9,139,39,28.06,100,71.94,24009
24,10,77,24,31.17,53,68.83,24010
24,11,152,51,33.55,101,66.45,24011
24,12,80,23,28.75,57,71.25,24012
24,13,77,21,27.27,56,72.73,24013
24,14,126,42,33.33,84,66.67,24014
24,15,61,14,22.95,47,77.05,24015
24,16,384,154,40.1,230,59.9,24016
24,17,117,29,24.79,88,75.21,24017
24,18,180,61,33.89,119,66.11,24018
24,19,187,54,28.88,133,71.12,24019
24,20,125,47,37.6,78,62.4,24020
24,21,84,16,19.05,68,80.95,24021
24,22,208,64,30.77,144,69.23,24022
24,23,106,30,28.3,76,71.7,24023
24,24,177,50,28.25,127,71.75,24024
24,25,114,39,34.21,75,65.79,24025
24,26,246,65,26.42,181,73.58,24026
24,27,176,55,31.25,121,68.75,24027
24,28,126,42,33.33,84,66.67,24028
24,29,124,39,31.45,85,68.55,24029
24,30,103,30,29.13,73,70.87,24030
24,31,172,51,29.65,121,70.35,24031
24,32,89,30,33.71,59,66.29,24032
24,33,111,25,22.52,86,77.48,24033
24,34,149,46,30.87,103,69.13,24034
24,35,137,39,28.47,98,71.53,24035
24,36,201,71,35.32,130,64.68,24036
24,37,84,24,28.57,60,71.43,24037
24,38,146,48,32.88,98,67.12,24038
24,39,149,48,32.21,101,67.79,24039
24,40,172,36,20.93,136,79.07,24040
24,41,128,39,30.47,89,69.53,24041
25,1,206,88,42.72,118,57.28,25001
25,2,301,97,32.23,204,67.77,25002
25,3,249,122,49.0,127,51.0,25003
25,4,163,57,34.97,106,65.03,25004
25,5,261,110,42.15,151,57.85,25005
25,6,63,36,57.14,27,42.86,25006
25,7,268,99,36.94,169,63.06,25007
25,8,298,92,30.87,206,69.13,25008
25,9,226,79,34.96,147,65.04,25009
25,10,208,114,54.81,94,45.19,25010
25,11,277,95,34.3,182,65.7,25011
25,12,247,74,29.96,173,70.04,25012
25,13,258,96,37.21,162,62.79,25013
25,14,144,58,40.28,86,59.72,25014
25,15,221,97,43.89,124,56.11,25015
25,16,260,124,47.69,136,52.31,25016
25,17,241,79,32.78,162,67.22,25017
25,18,110,58,52.73,52,47.27,25018
25,19,271,93,34.32,178,65.68,25019
25,20,117,37,31.62,80,68.38,25020
25,21,288,120,41.67,168,58.33,25021
25,22,233,68,29.18,165,70.82,25022
25,23,282,99,35.11,183,64.89,25023
25,24,272,99,36.4,173,63.6,25024
25,25,198,102,51.52,96,48.48,25025
25,26,266,100,37.59,166,62.41,25026
25,27,236,109,46.19,127,53.81,25027
25,28,278,104,37.41,174,62.59,25028
25,29,175,54,30.86,121,69.14,25029
25,30,255,96,37.65,159,62.35,25030
25,31,286,153,53.5,133,46.5,25031
25,32,191,94,49.21,97,50.79,25032
26,1,200,96,48.0,104,52.0,26001
26,2,158,48,30.38,110,69.62,26002
26,3,207,76,36.71,131,63.29,26003
26,4,111,29,26.13,82,73.87,26004
26,5,202,68,33.66,134,66.34,26005
26,6,165,56,33.94,109,66.06,26006
26,7,207,72,34.78,135,65.22,26007
26,8,102,33,32.35,69,67.65,26008
26,9,144,53,36.81,91,63.19,26009
26,10,165,60,36.36,105,63.64,26010
26,11,181,67,37.02,114,62.98,26011
26,12,201,62,30.85,139,69.15,26012
26,13,95,32,33.68,63,66.32,26013
26,14,141,47,33.33,94,66.67,26014
26,15,94,39,41.49,55,58.51,26015
26,16,67,23,34.33,44,65.67,26016
26,17,145,67,46.21,78,53.79,26017
26,18,83,36,43.37,47,56.63,26018
26,19,102,36,35.29,66,64.71,26019
26,20,162,59,36.42,103,63.58,26020
26,21,217,79,36.41,138,63.59,26021
26,22,81,34,41.98,47,58.02,26022
26,23,143,57,39.86,86,60.14,26023
26,24,104,37,35.58,67,64.42,26024
26,25,129,44,34.11,85,65.89,26025
26,26,109,42,38.53,67,61.47,26026
26,27,176,61,34.66,115,65.34,26027
26,28,226,107,47.35,119,52.65,26028
26,29,80,26,32.5,54,67.5,26029
26,30,144,45,31.25,99,68.75,26030
26,31,84,24,28.57,60,71.43,26031
26,32,187,81,43.32,106,56.68,26032
26,33,214,76,35.51,138,64.49,26033
26,34,165,63,38.18,102,61.82,26034
26,35,152,46,30.26,106,69.74,26035
26,36,167,57,34.13,110,65.87,26036
26,37,185,52,28.11,133,71.89,26037
26,38,70,28,40.0,42,60.0,26038
26,39,191,70,36.65,121,63.35,26039
26,40,138,41,29.71,97,70.29,26040
26,41,189,62,32.8,127,67.2,26041
26,42,131,42,32.06,89,67.94,26042
26,43,102,36,35.29,66,64.71,26043
26,44,59,20,33.9,39,66.1,26044
26,45,75,32,42.67,43,57.33,26045
26,46,121,54,44.63,67,55.37,26046
26,47,96,34,35.42,62,64.58,26047
26,48,182,54,29.67,128,70.33,26048
26,49,82,31,37.8,51,62.2,26049
27,1,279,144,51.61,135,48.39,27001
27,2,179,82,45.81,97,54.19,27002
27,3,107,33,30.84,74,69.16,27003
27,4,104,33,31.73,71,68.27,27004
27,5,162,62,38.27,100,61.73,27005
27,6,216,107,49.54,109,50.46,27006
27,7,279,117,41.94,162,58.06,27007
27,8,153,62,40.52,91,59.48,27008
27,9,95,55,57.89,40,42.11,27009
27,10,221,108,48.87,113,51.13,27010
27,11,158,80,50.63,78,49.37,27011
27,12,137,71,51.82,66,48.18,27012
27,13,316,159,50.32,157,49.68,27013
27,14,86,32,37.21,54,62.79,27014
27,15,109,45,41.28,64,58.72,27015
27,16,162,73,45.06,89,54.94,27016
27,17,203,77,37.93,126,62.07,27017
27,18,150,65,43.33,85,56.67,27018
27,19,98,47,47.96,51,52.04,27019
27,20,130,49,37.69,81,62.31,27020
27,21,176,86,48.86,90,51.14,27021
27,22,100,43,43.0,57,57.0,27022
27,23,151,70,46.36,81,53.64,27023
27,24,115,47,40.87,68,59.13,27024
27,25,207,76,36.71,131,63.29,27025
27,26,150,59,39.33,91,60.67,27026
27,27,234,101,43.16,133,56.84,27027
27,28,165,61,36.97,104,63.03,27028
27,29,118,56,47.46,62,52.54,27029
27,30,103,39,37.86,64,62.14,27030
27,31,164,69,42.07,95,57.93,27031
27,32,202,65,32.18,137,67.82,27032
27,33,206,96,46.6,110,53.4,27033
27,34,128,63,49.22,65,50.78,27034
27,35,235,110,46.81,125,53.19,27035
27,36,166,72,43.37,94,56.63,27036
27,37,177,81,45.76,96,54.24,27037
27,38,263,113,42.97,150,57.03,27038
27,39,176,56,31.82,120,68.18,27039
27,40,230,117,50.87,113,49.13,27040
27,41,196,85,43.37,111,56.63,27041
27,42,132,44,33.33,88,66.67,27042
27,43,137,49,35.77,88,64.23,27043
27,44,137,51,37.23,86,62.77,27044
27,45,361,181,50.14,180,49.86,27045
27,46,140,85,60.71,55,39.29,27046
27,47,156,77,49.36,79,50.64,27047
27,48,309,143,46.28,166,53.72,27048
27,49,166,51,30.72,115,69.28,27049
27,50,201,65,32.34,136,67.66,27050
28,1,101,29,28.71,72,71.29,28001
28,2,160,42,26.25,118,73.75,28002
28,3,126,31,24.6,95,75.4,28003
28,4,121,47,38.84,74,61.16,28004
28,5,133,44,33.08,89,66.92,28005
28,6,82,46,56.1,36,43.9,28006
28,7,148,38,25.68,110,74.32,28007
28,8,131,73,55.73,58,44.27,28008
28,9,156,35,22.44,121,77.56,28009
28,10,189,73,38.62,116,61.38,28010
28,11,363,113,31.13,250,68.87,28011
28,12,145,37,25.52,108,74.48,28012
28,13,186,56,30.11,130,69.89,28013
28,14,146,46,31.51,100,68.49,28014
28,15,34,8,23.53,26,76.47,28015
28,16,87,22,25.29,65,74.71,28016
28,17,133,29,21.8,104,78.2,28017
28,18,140,43,30.71,97,69.29,28018
28,19,145,57,39.31,88,60.69,28019
28,20,131,32,24.43,99,75.57,28020
28,21,142,37,26.06,105,73.94,28021
28,22,182,58,31.87,124,68.13,28022
28,23,201,46,22.89,155,77.11,28023
28,24,138,41,29.71,97,70.29,28024
28,25,247,58,23.48,189,76.52,28025
28,26,144,36,25.0,108,75.0,28026
28,27,181,83,45.86,98,54.14,28027
28,28,220,113,51.36,107,48.64,28028
28,29,72,14,19.44,58,80.56,28029
28,30,32,7,21.88,25,78.13,28030
28,31,216,84,38.89,132,61.11,28031
28,32,153,49,32.03,104,67.97,28032
28,33,173,43,24.86,130,75.14,28033
28,34,246,70,28.46,176,71.54,28034
28,35,153,34,22.22,119,77.78,28035
28,36,88,15,17.05,73,82.95,28036
28,37,186,36,19.35,150,80.65,28037
28,38,56,12,21.43,44,78.57,28038
28,39,103,25,24.27,78,75.73,28039
28,40,210,68,32.38,142,67.62,28040
28,41,114,35,30.7,79,69.3,28041
28,42,146,54,36.99,92,63.01,28042
28,43,179,54,30.17,125,69.83,28043
28,44,122,40,32.79,82,67.21,28044
28,45,162,74,45.68,88,54.32,28045
28,46,304,126,41.45,178,58.55,28046
29,1,267,134,50.19,133,49.81,29001
29,2,259,71,27.41,188,72.59,29002
29,3,219,63,28.77,156,71.23,29003
29,4,248,75,30.24,173,69.76,29004
29,5,141,36,25.53,105,74.47,29005
29,6,134,37,27.61,97,72.39,29006
29,7,214,92,42.99,122,57.01,29007
29,8,154,40,25.97,114,74.03,29008
29,9,239,115,48.12,124,51.88,29009
29,10,294,125,42.52,169,57.48,29010
29,11,111,39,35.14,72,64.86,29011
29,12,271,119,43.91,152,56.09,29012
29,13,191,61,31.94,130,68.06,29013
29,14,191,44,23.04,147,76.96,29014
29,15,248,106,42.74,142,57.26,29015
29,16,194,75,38.66,119,61.34,29016
29,17,206,110,53.4,96,46.6,29017
29,18,188,64,34.04,124,65.96,29018
29,19,215,65,30.23,150,69.77,29019
29,20,211,77,36.49,134,63.51,29020
29,21,227,71,31.28,156,68.72,29021
29,22,178,60,33.71,118,66.29,29022
29,23,219,96,43.84,123,56.16,29023
29,24,190,77,40.53,113,59.47,29024
29,25,253,87,34.39,166,65.61,29025
29,26,189,84,44.44,105,55.56,29026
29,27,179,57,31.84,122,68.16,29027
29,28,254,81,31.89,173,68.11,29028
29,29,171,73,42.69,98,57.31,29029
29,30,215,99,46.05,116,53.95,29030
29,31,125,68,54.4,57,45.6,29031
29,32,146,76,52.05,70,47.95,29032
29,33,143,44,30.77,99,69.23,29033
29,34,158,49,31.01,109,68.99,29034
29,35,148,48,32.43,100,67.57,29035
29,36,197,77,39.09,120,60.91,29036
29,37,209,75,35.89,134,64.11,29037
29,38,200,91,45.5,109,54.5,29038
29,39,138,77,55.8,61,44.2,29039
29,40,252,73,28.97,179,71.03,29040
29,41,166,53,31.93,113,68.07,29041
29,42,239,65,27.2,174,72.8,29042
29,43,283,126,44.52,157,55.48,29043
29,44,250,85,34.0,165,66.0,29044
30,1,233,108,46.35,125,53.65,30001
30,2,177,86,48.59,91,51.41,30002
30,3,183,86,46.99,97,53.01,30003
30,4,179,74,41.34,105,58.66,30004
30,5,143,56,39.16,87,60.84,30005
30,6,181,81,44.75,100,55.25,30006
30,7,234,83,35.47,151,64.53,30007
30,8,281,111,39.5,170,60.5,30008
30,9,153,76,49.67,77,50.33,30009
30,10,194,93,47.94,101,52.06,30010
30,11,185,90,48.65,95,51.35,30011
30,12,161,83,51.55,78,48.45,30012
30,13,176,80,45.45,96,54.55,30013
30,14,138,64,46.38,74,53.62,30014
30,15,251,129,51.39,122,48.61,30015
30,16,94,40,42.55,54,57.45,30016
30,17,168,79,47.02,89,52.98,30017
30,18,272,97,35.66,175,64.34,30018
30,19,199,100,50.25,99,49.75,30019
30,20,219,93,42.47,126,57.53,30020
30,21,140,57,40.71,83,59.29,30021
30,22,311,122,39.23,189,60.77,30022
30,23,237,93,39.24,144,60.76,30023
30,24,316,103,32.59,213,67.41,30024
30,25,297,124,41.75,173,58.25,30025
30,26,112,55,49.11,57,50.89,30026
30,27,142,55,38.73,87,61.27,30027
30,28,236,110,46.61,126,53.39,30028
30,29,101,38,37.62,63,62.38,30029
30,30,82,34,41.46,48,58.54,30030
30,31,122,48,39.34,74,60.66,30031
30,32,190,83,43.68,107,56.32,30032
31,1,103,53,51.46,50,48.54,31001
31,2,99,42,42.42,57,57.58,31002
31,3,129,62,48.06,67,51.94,31003
31,4,159,53,33.33,106,66.67,31004
31,5,150,78,52.0,72,48.0,31005
31,6,81,43,53.09,38,46.91,31006
31,7,238,90,37.82,148,62.18,31007
31,8,112,45,40.18,67,59.82,31008
31,9,127,46,36.22,81,63.78,31009
31,10,167,71,42.51,96,57.49,31010
31,11,102,50,49.02,52,50.98,31011
31,12,106,47,44.34,59,55.66,31012
31,13,143,59,41.26,84,58.74,31013
31,14,109,43,39.45,66,60.55,31014
31,15,127,60,47.24,67,52.76,31015
31,16,221,90,40.72,131,59.28,31016
31,17,95,39,41.05,56,58.95,31017
31,18,109,43,39.45,66,60.55,31018
31,19,123,58,47.15,65,52.85,31019
31,20,95,41,43.16,54,56.84,31020
31,21,104,39,37.5,65,62.5,31021
31,22,104,45,43.27,59,56.73,31022
31,23,130,53,40.77,77,59.23,31023
31,24,149,63,42.28,86,57.72,31024
31,25,128,65,50.78,63,49.22,31025
31,26,150,59,39.33,91,60.67,31026
31,27,120,53,44.17,67,55.83,31027
31,28,89,45,50.56,44,49.44,31028
31,29,92,36,39.13,56,60.87,31029
31,30,96,41,42.71,55,57.29,31030
31,31,91,48,52.75,43,47.25,31031
31,32,91,36,39.56,55,60.44,31032
31,33,116,46,39.66,70,60.34,31033
31,34,150,71,47.33,79,52.67,31034
31,35,154,55,35.71,99,64.29,31035
31,36,122,55,45.08,67,54.92,31036
31,37,136,67,49.26,69,50.74,31037
31,38,92,40,43.48,52,56.52,31038
31,39,165,49,29.7,116,70.3,31039
31,40,156,62,39.74,94,60.26,31040
31,41,102,51,50.0,51,50.0,31041
32,1,286,130,45.45,156,54.55,32001
32,2,258,133,51.55,125,48.45,32002
32,3,322,127,39.44,195,60.56,32003
32,4,236,129,54.66,107,45.34,32004
32,5,258,120,46.51,138,53.49,32005
32,6,264,131,49.62,133,50.38,32006
32,7,250,130,52.0,120,48.0,32007
32,8,272,125,45.96,147,54.04,32008
32,9,224,119,53.13,105,46.88,32009
32,10,239,113,47.28,126,52.72,32010
32,11,266,99,37.22,167,62.78,32011
32,12,200,64,32.0,136,68.0,32012
32,13,228,107,46.93,121,53.07,32013
32,14,296,118,39.86,178,60.14,32014
32,15,234,111,47.44,123,52.56,32015
32,16,242,117,48.35,125,51.65,32016
32,17,319,128,40.13,191,59.87,32017
32,18,199,103,51.76,96,48.24,32018
32,19,216,112,51.85,104,48.15,32019
32,20,312,136,43.59,176,56.41,32020
32,21,276,135,48.91,141,51.09,32021
32,22,294,129,43.88,165,56.12,32022
32,23,255,134,52.55,121,47.45,32023
32,24,144,76,52.78,68,47.22,32024
32,25,216,124,57.41,92,42.59,32025
32,26,330,134,40.61,196,59.39,32026
32,27,193,104,53.89,89,46.11,32027
32,28,326,121,37.12,205,62.88,32028
32,29,267,119,44.57,148,55.43,32029
32,30,174,105,60.34,69,39.66,32030
32,31,234,117,50.0,117,50.0,32031
32,32,279,141,50.54,138,49.46,32032
32,33,233,122,52.36,111,47.64,32033
32,34,254,120,47.24,134,52.76,32034
32,35,196,86,43.88,110,56.12,32035
32,36,232,119,51.29,113,48.71,32036
32,37,232,106,45.69,126,54.31,32037
32,38,211,92,43.6,119,56.4,32038
