ward,precinct,total,Abigail Schultz (Bernie Sanders),Abigail Schultz (Bernie Sanders) Percent,Mary Colleran (Bernie Sanders),Mary Colleran (Bernie Sanders) Percent,William Bianchi (Bernie Sanders),William Bianchi (Bernie Sanders) Percent,Santos Moreno (Bernie Sanders),Santos Moreno (Bernie Sanders) Percent,Patrick Mulchrone (Bernie Sanders),Patrick Mulchrone (Bernie Sanders) Percent,Dave Temkin (Bernie Sanders),Dave Temkin (Bernie Sanders) Percent,Jared Zingsheim (Andrew Yang),Jared Zingsheim (Andrew Yang) Percent,Amber Fudacz (Andrew Yang),Amber Fudacz (Andrew Yang) Percent,Patrick Maloney (Andrew Yang),Patrick Maloney (Andrew Yang) Percent,William Rudnick (Andrew Yang),William Rudnick (Andrew Yang) Percent,Noah Brant (Andrew Yang),Noah Brant (Andrew Yang) Percent,Rio Diaz (Pete Buttigieg),Rio Diaz (Pete Buttigieg) Percent,Diana Helt (Pete Buttigieg),Diana Helt (Pete Buttigieg) Percent,Kevin Johnson (Pete Buttigieg),Kevin Johnson (Pete Buttigieg) Percent,Brad Lippitz (Pete Buttigieg),Brad Lippitz (Pete Buttigieg) Percent,Jonathan Pizer (Pete Buttigieg),Jonathan Pizer (Pete Buttigieg) Percent,Amanda Penabad (Pete Buttigieg),Amanda Penabad (Pete Buttigieg) Percent,Lee Greenhouse (Pete Buttigieg),Lee Greenhouse (Pete Buttigieg) Percent,Matthew Martin (Elizabeth Warren),Matthew Martin (Elizabeth Warren) Percent,Andrea McPike (Elizabeth Warren),Andrea McPike (Elizabeth Warren) Percent,Zach Koutsky (Elizabeth Warren),Zach Koutsky (Elizabeth Warren) Percent,Kaitlin ''Kady'' McFadden (Elizabeth W,Kaitlin ''Kady'' McFadden (Elizabeth W Percent,Michael Negron (Elizabeth Warren),Michael Negron (Elizabeth Warren) Percent,Eileen Dordek (Elizabeth Warren),Eileen Dordek (Elizabeth Warren) Percent,Carter Harms (Elizabeth Warren),Carter Harms (Elizabeth Warren) Percent,Eduardo Fernandez de Garayalde Gonzale,Eduardo Fernandez de Garayalde Gonzale Percent,Ross D. Secler (Amy J. Klobuchar),Ross D. Secler (Amy J. Klobuchar) Percent,Colette Holt (Amy J. Klobuchar),Colette Holt (Amy J. Klobuchar) Percent,Denise K. Marx (Amy J. Klobuchar),Denise K. Marx (Amy J. Klobuchar) Percent,Ryan O'Donnell (Amy J. Klobuchar),Ryan O'Donnell (Amy J. Klobuchar) Percent,precinct_id
44,38,2092,141,6.74,130,6.21,116,5.54,123,5.88,113,5.4,111,5.31,5,0.24,3,0.14,5,0.24,1,0.05,2,0.1,4,0.19,11,0.53,10,0.48,13,0.62,10,0.48,12,0.57,7,0.33,18,0.86,21,1.0,16,0.76,25,1.2,12,0.57,18,0.86,11,0.53,2,0.1,1,0.05,2,0.1,2,0.1,2,0.1,44038
44,39,2164,124,5.73,118,5.45,108,4.99,116,5.36,106,4.9,106,4.9,4,0.18,6,0.28,4,0.18,0,0.0,3,0.14,9,0.42,13,0.6,7,0.32,6,0.28,7,0.32,10,0.46,5,0.23,17,0.79,26,1.2,17,0.79,22,1.02,14,0.65,15,0.69,12,0.55,2,0.09,0,0.0,1,0.05,2,0.09,1,0.05,44039
44,40,2205,140,6.35,124,5.62,118,5.35,120,5.44,109,4.94,107,4.85,5,0.23,6,0.27,5,0.23,3,0.14,5,0.23,5,0.23,7,0.32,3,0.14,6,0.27,9,0.41,7,0.32,3,0.14,15,0.68,25,1.13,12,0.54,24,1.09,14,0.63,23,1.04,10,0.45,5,0.23,3,0.14,8,0.36,8,0.36,5,0.23,44040
44,41,2754,192,6.97,184,6.68,167,6.06,182,6.61,164,5.95,157,5.7,2,0.07,5,0.18,6,0.22,2,0.07,1,0.04,8,0.29,9,0.33,7,0.25,7,0.25,6,0.22,6,0.22,4,0.15,24,0.87,35,1.27,22,0.8,45,1.63,23,0.84,31,1.13,20,0.73,7,0.25,2,0.07,3,0.11,4,0.15,3,0.11,44041
45,3,1857,117,6.3,110,5.92,107,5.76,114,6.14,102,5.49,101,5.44,5,0.27,4,0.22,8,0.43,4,0.22,2,0.11,7,0.38,5,0.27,0,0.0,3,0.16,3,0.16,5,0.27,4,0.22,14,0.75,13,0.7,11,0.59,14,0.75,17,0.92,13,0.7,9,0.48,5,0.27,2,0.11,3,0.16,4,0.22,6,0.32,45003
45,4,2447,177,7.23,167,6.82,157,6.42,161,6.58,155,6.33,144,5.88,6,0.25,5,0.2,8,0.33,3,0.12,2,0.08,5,0.2,6,0.25,5,0.2,5,0.2,5,0.2,5,0.2,2,0.08,21,0.86,29,1.19,14,0.57,22,0.9,14,0.57,19,0.78,11,0.45,5,0.2,9,0.37,9,0.37,7,0.29,6,0.25,45004
45,5,1999,111,5.55,104,5.2,99,4.95,102,5.1,91,4.55,90,4.5,7,0.35,9,0.45,10,0.5,6,0.3,7,0.35,7,0.35,10,0.5,11,0.55,9,0.45,3,0.15,10,0.5,2,0.1,11,0.55,14,0.7,10,0.5,11,0.55,13,0.65,11,0.55,10,0.5,5,0.25,3,0.15,6,0.3,6,0.3,9,0.45,45005
45,6,2715,173,6.37,168,6.19,154,5.67,161,5.93,151,5.56,147,5.41,5,0.18,11,0.41,8,0.29,5,0.18,8,0.29,7,0.26,17,0.63,10,0.37,11,0.41,8,0.29,16,0.59,8,0.29,13,0.48,27,0.99,12,0.44,26,0.96,12,0.44,18,0.66,7,0.26,2,0.07,2,0.07,7,0.26,7,0.26,5,0.18,45006
45,7,2668,140,5.25,147,5.51,129,4.84,130,4.87,123,4.61,113,4.24,5,0.19,5,0.19,9,0.34,2,0.07,4,0.15,6,0.22,11,0.41,13,0.49,10,0.37,8,0.3,8,0.3,3,0.11,18,0.67,19,0.71,14,0.52,25,0.94,16,0.6,19,0.71,11,0.41,8,0.3,4,0.15,6,0.22,6,0.22,9,0.34,45007
45,8,134,8,5.97,6,4.48,7,5.22,9,6.72,8,5.97,8,5.97,1,0.75,0,0.0,0,0.0,0,0.0,0,0.0,1,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,2.99,2,1.49,2,1.49,2,1.49,1,0.75,3,2.24,1,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45008
45,11,1175,84,7.15,83,7.06,79,6.72,91,7.74,83,7.06,72,6.13,4,0.34,5,0.43,5,0.43,3,0.26,4,0.34,5,0.43,4,0.34,3,0.26,2,0.17,3,0.26,6,0.51,3,0.26,6,0.51,11,0.94,7,0.6,9,0.77,7,0.6,10,0.85,3,0.26,8,0.68,5,0.43,6,0.51,5,0.43,7,0.6,45011
45,12,1494,122,8.17,121,8.1,111,7.43,120,8.03,104,6.96,101,6.76,4,0.27,3,0.2,4,0.27,2,0.13,4,0.27,6,0.4,7,0.47,6,0.4,2,0.13,2,0.13,6,0.4,3,0.2,16,1.07,18,1.2,15,1.0,17,1.14,17,1.14,17,1.14,13,0.87,7,0.47,4,0.27,5,0.33,6,0.4,5,0.33,45012
45,13,1697,109,6.42,109,6.42,103,6.07,105,6.19,96,5.66,87,5.13,4,0.24,5,0.29,5,0.29,3,0.18,6,0.35,3,0.18,3,0.18,6,0.35,4,0.24,4,0.24,5,0.29,4,0.24,9,0.53,12,0.71,9,0.53,13,0.77,7,0.41,12,0.71,9,0.53,4,0.24,3,0.18,6,0.35,4,0.24,5,0.29,45013
45,14,2232,182,8.15,167,7.48,151,6.77,172,7.71,144,6.45,138,6.18,6,0.27,11,0.49,10,0.45,5,0.22,6,0.27,13,0.58,10,0.45,8,0.36,3,0.13,3,0.13,11,0.49,5,0.22,14,0.63,23,1.03,15,0.67,22,0.99,13,0.58,22,0.99,9,0.4,5,0.22,0,0.0,4,0.18,3,0.13,2,0.09,45014
45,15,2336,168,7.19,161,6.89,152,6.51,164,7.02,145,6.21,136,5.82,1,0.04,2,0.09,8,0.34,4,0.17,0,0.0,7,0.3,10,0.43,6,0.26,8,0.34,8,0.34,9,0.39,1,0.04,17,0.73,21,0.9,12,0.51,22,0.94,18,0.77,19,0.81,10,0.43,5,0.21,3,0.13,3,0.13,4,0.17,4,0.17,45015
45,16,1395,105,7.53,101,7.24,97,6.95,101,7.24,90,6.45,83,5.95,0,0.0,1,0.07,1,0.07,2,0.14,0,0.0,2,0.14,5,0.36,2,0.14,2,0.14,1,0.07,3,0.22,1,0.07,12,0.86,13,0.93,12,0.86,13,0.93,8,0.57,8,0.57,6,0.43,0,0.0,2,0.14,4,0.29,3,0.22,3,0.22,45016
45,17,1778,112,6.3,114,6.41,106,5.96,114,6.41,103,5.79,97,5.46,6,0.34,7,0.39,9,0.51,4,0.22,7,0.39,5,0.28,7,0.39,5,0.28,8,0.45,5,0.28,6,0.34,4,0.22,16,0.9,17,0.96,15,0.84,18,1.01,18,1.01,18,1.01,13,0.73,3,0.17,4,0.22,3,0.17,2,0.11,4,0.22,45017
45,18,1621,109,6.72,106,6.54,107,6.6,109,6.72,90,5.55,85,5.24,4,0.25,5,0.31,8,0.49,3,0.19,1,0.06,6,0.37,15,0.93,3,0.19,3,0.19,2,0.12,6,0.37,5,0.31,15,0.93,14,0.86,9,0.56,17,1.05,9,0.56,18,1.11,8,0.49,6,0.37,2,0.12,6,0.37,2,0.12,7,0.43,45018
45,19,859,64,7.45,65,7.57,61,7.1,61,7.1,64,7.45,60,6.98,5,0.58,3,0.35,4,0.47,2,0.23,2,0.23,3,0.35,6,0.7,5,0.58,3,0.35,5,0.58,5,0.58,4,0.47,4,0.47,3,0.35,2,0.23,4,0.47,3,0.35,3,0.35,2,0.23,2,0.23,4,0.47,3,0.35,2,0.23,3,0.35,45019
45,20,1038,73,7.03,72,6.94,69,6.65,73,7.03,62,5.97,59,5.68,3,0.29,1,0.1,6,0.58,2,0.19,5,0.48,5,0.48,4,0.39,3,0.29,2,0.19,3,0.29,4,0.39,2,0.19,12,1.16,13,1.25,10,0.96,12,1.16,9,0.87,10,0.96,7,0.67,6,0.58,2,0.19,2,0.19,1,0.1,6,0.58,45020
45,21,1265,69,5.45,75,5.93,64,5.06,72,5.69,63,4.98,61,4.82,2,0.16,3,0.24,4,0.32,3,0.24,4,0.32,7,0.55,8,0.63,4,0.32,4,0.32,5,0.4,4,0.32,4,0.32,9,0.71,12,0.95,5,0.4,12,0.95,9,0.71,6,0.47,5,0.4,6,0.47,5,0.4,4,0.32,5,0.4,5,0.4,45021
45,22,1114,62,5.57,56,5.03,58,5.21,56,5.03,48,4.31,47,4.22,5,0.45,4,0.36,8,0.72,7,0.63,4,0.36,5,0.45,5,0.45,8,0.72,6,0.54,5,0.45,8,0.72,5,0.45,10,0.9,10,0.9,12,1.08,12,1.08,11,0.99,9,0.81,8,0.72,3,0.27,2,0.18,6,0.54,3,0.27,3,0.27,45022
45,23,1163,59,5.07,55,4.73,56,4.82,58,4.99,51,4.39,43,3.7,1,0.09,1,0.09,5,0.43,2,0.17,4,0.34,10,0.86,7,0.6,7,0.6,6,0.52,4,0.34,4,0.34,3,0.26,9,0.77,8,0.69,8,0.69,14,1.2,13,1.12,9,0.77,6,0.52,6,0.52,2,0.17,6,0.52,5,0.43,6,0.52,45023
45,24,950,34,3.58,34,3.58,34,3.58,38,4.0,29,3.05,28,2.95,2,0.21,3,0.32,2,0.21,3,0.32,3,0.32,4,0.42,0,0.0,3,0.32,1,0.11,2,0.21,2,0.21,1,0.11,3,0.32,7,0.74,3,0.32,7,0.74,5,0.53,7,0.74,2,0.21,1,0.11,1,0.11,1,0.11,3,0.32,2,0.21,45024
45,25,952,57,5.99,58,6.09,53,5.57,50,5.25,50,5.25,45,4.73,1,0.11,7,0.74,7,0.74,3,0.32,3,0.32,2,0.21,5,0.53,4,0.42,3,0.32,4,0.42,4,0.42,5,0.53,11,1.16,8,0.84,9,0.95,7,0.74,7,0.74,7,0.74,5,0.53,0,0.0,2,0.21,4,0.42,2,0.21,3,0.32,45025
45,26,603,46,7.63,47,7.79,37,6.14,40,6.63,36,5.97,33,5.47,3,0.5,4,0.66,3,0.5,4,0.66,4,0.66,2,0.33,1,0.17,1,0.17,0,0.0,0,0.0,4,0.66,0,0.0,2,0.33,4,0.66,3,0.5,4,0.66,4,0.66,2,0.33,2,0.33,0,0.0,2,0.33,3,0.5,3,0.5,4,0.66,45026
45,27,1279,76,5.94,69,5.39,65,5.08,68,5.32,67,5.24,63,4.93,1,0.08,5,0.39,4,0.31,2,0.16,3,0.23,4,0.31,7,0.55,1,0.08,6,0.47,3,0.23,5,0.39,1,0.08,14,1.09,16,1.25,13,1.02,12,0.94,8,0.63,12,0.94,10,0.78,3,0.23,3,0.23,2,0.16,2,0.16,3,0.23,45027
45,28,955,54,5.65,54,5.65,49,5.13,56,5.86,47,4.92,44,4.61,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,3,0.31,5,0.52,7,0.73,5,0.52,3,0.31,4,0.42,4,0.42,4,0.42,4,0.42,6,0.63,8,0.84,3,0.31,4,0.42,4,0.42,3,0.31,4,0.42,4,0.42,4,0.42,4,0.42,45028
45,29,782,50,6.39,53,6.78,45,5.75,48,6.14,44,5.63,40,5.12,1,0.13,3,0.38,3,0.38,1,0.13,0,0.0,4,0.51,4,0.51,4,0.51,3,0.38,4,0.51,2,0.26,3,0.38,6,0.77,6,0.77,6,0.77,10,1.28,6,0.77,6,0.77,3,0.38,1,0.13,0,0.0,1,0.13,1,0.13,3,0.38,45029
45,30,1381,97,7.02,94,6.81,90,6.52,98,7.1,82,5.94,81,5.87,1,0.07,3,0.22,3,0.22,1,0.07,0,0.0,4,0.29,1,0.07,2,0.14,2,0.14,3,0.22,3,0.22,1,0.07,7,0.51,8,0.58,6,0.43,11,0.8,9,0.65,9,0.65,4,0.29,4,0.29,2,0.14,2,0.14,4,0.29,2,0.14,45030
45,31,1377,102,7.41,100,7.26,90,6.54,94,6.83,84,6.1,81,5.88,5,0.36,7,0.51,8,0.58,4,0.29,2,0.15,5,0.36,7,0.51,3,0.22,1,0.07,3,0.22,6,0.44,4,0.29,9,0.65,13,0.94,8,0.58,13,0.94,8,0.58,10,0.73,5,0.36,3,0.22,0,0.0,1,0.07,2,0.15,3,0.22,45031
45,32,1398,105,7.51,106,7.58,99,7.08,111,7.94,93,6.65,89,6.37,1,0.07,2,0.14,5,0.36,3,0.21,0,0.0,9,0.64,10,0.72,7,0.5,4,0.29,5,0.36,8,0.57,4,0.29,10,0.72,15,1.07,9,0.64,18,1.29,8,0.57,8,0.57,6,0.43,8,0.57,1,0.07,4,0.29,3,0.21,3,0.21,45032
45,33,1175,92,7.83,86,7.32,78,6.64,93,7.91,82,6.98,76,6.47,2,0.17,3,0.26,1,0.09,1,0.09,2,0.17,3,0.26,1,0.09,2,0.17,2,0.17,1,0.09,2,0.17,1,0.09,7,0.6,14,1.19,8,0.68,11,0.94,7,0.6,9,0.77,5,0.43,4,0.34,3,0.26,3,0.26,3,0.26,2,0.17,45033
45,34,1662,115,6.92,115,6.92,105,6.32,121,7.28,100,6.02,97,5.84,5,0.3,2,0.12,1,0.06,1,0.06,1,0.06,9,0.54,15,0.9,11,0.66,14,0.84,11,0.66,14,0.84,9,0.54,8,0.48,16,0.96,7,0.42,8,0.48,11,0.66,6,0.36,3,0.18,6,0.36,3,0.18,4,0.24,3,0.18,3,0.18,45034
45,35,1940,101,5.21,96,4.95,94,4.85,94,4.85,86,4.43,80,4.12,4,0.21,9,0.46,16,0.82,7,0.36,6,0.31,7,0.36,7,0.36,6,0.31,5,0.26,6,0.31,8,0.41,3,0.15,18,0.93,26,1.34,13,0.67,21,1.08,14,0.72,22,1.13,14,0.72,6,0.31,9,0.46,12,0.62,8,0.41,11,0.57,45035
45,36,1797,101,5.62,100,5.56,100,5.56,98,5.45,91,5.06,86,4.79,2,0.11,4,0.22,4,0.22,3,0.17,4,0.22,5,0.28,5,0.28,4,0.22,3,0.17,5,0.28,6,0.33,3,0.17,16,0.89,15,0.83,13,0.72,15,0.83,17,0.95,14,0.78,12,0.67,4,0.22,2,0.11,3,0.17,5,0.28,4,0.22,45036
45,37,1379,86,6.24,89,6.45,85,6.16,87,6.31,81,5.87,72,5.22,4,0.29,9,0.65,7,0.51,6,0.44,4,0.29,6,0.44,5,0.36,3,0.22,5,0.36,3,0.22,7,0.51,5,0.36,6,0.44,4,0.29,3,0.22,13,0.94,7,0.51,7,0.51,5,0.36,4,0.29,1,0.07,7,0.51,1,0.07,4,0.29,45037
45,38,1355,82,6.05,81,5.98,76,5.61,89,6.57,73,5.39,70,5.17,0,0.0,4,0.3,4,0.3,1,0.07,1,0.07,11,0.81,7,0.52,5,0.37,4,0.3,3,0.22,9,0.66,4,0.3,16,1.18,15,1.11,12,0.89,16,1.18,12,0.89,13,0.96,8,0.59,6,0.44,0,0.0,2,0.15,0,0.0,2,0.15,45038
45,39,1389,87,6.26,78,5.62,76,5.47,81,5.83,74,5.33,71,5.11,5,0.36,4,0.29,7,0.5,2,0.14,6,0.43,4,0.29,6,0.43,1,0.07,1,0.07,4,0.29,5,0.36,2,0.14,6,0.43,9,0.65,6,0.43,12,0.86,8,0.58,8,0.58,5,0.36,6,0.43,5,0.36,5,0.36,9,0.65,4,0.29,45039
45,40,1075,56,5.21,57,5.3,54,5.02,53,4.93,51,4.74,45,4.19,3,0.28,0,0.0,6,0.56,4,0.37,0,0.0,3,0.28,4,0.37,3,0.28,4,0.37,4,0.37,3,0.28,2,0.19,4,0.37,6,0.56,3,0.28,6,0.56,4,0.37,6,0.56,3,0.28,1,0.09,0,0.0,1,0.09,0,0.0,3,0.28,45040
45,41,1372,85,6.2,76,5.54,70,5.1,74,5.39,71,5.17,63,4.59,8,0.58,11,0.8,8,0.58,9,0.66,4,0.29,6,0.44,3,0.22,5,0.36,3,0.22,3,0.22,4,0.29,6,0.44,11,0.8,12,0.87,6,0.44,14,1.02,11,0.8,14,1.02,8,0.58,5,0.36,2,0.15,8,0.58,5,0.36,7,0.51,45041
45,42,1555,92,5.92,93,5.98,89,5.72,91,5.85,84,5.4,80,5.14,4,0.26,5,0.32,10,0.64,7,0.45,4,0.26,9,0.58,5,0.32,4,0.26,3,0.19,3,0.19,5,0.32,1,0.06,8,0.51,8,0.51,4,0.26,10,0.64,6,0.39,7,0.45,7,0.45,9,0.58,6,0.39,8,0.51,10,0.64,10,0.64,45042
45,43,1268,76,5.99,76,5.99,75,5.91,69,5.44,66,5.21,62,4.89,0,0.0,3,0.24,7,0.55,2,0.16,3,0.24,7,0.55,6,0.47,5,0.39,1,0.08,3,0.24,4,0.32,5,0.39,11,0.87,10,0.79,9,0.71,14,1.1,8,0.63,9,0.71,7,0.55,7,0.55,6,0.47,8,0.63,6,0.47,12,0.95,45043
45,44,1629,93,5.71,92,5.65,88,5.4,92,5.65,86,5.28,78,4.79,3,0.18,5,0.31,10,0.61,5,0.31,5,0.31,4,0.25,8,0.49,4,0.25,3,0.18,4,0.25,5,0.31,3,0.18,13,0.8,15,0.92,12,0.74,22,1.35,14,0.86,14,0.86,8,0.49,6,0.37,3,0.18,7,0.43,8,0.49,8,0.49,45044
45,45,906,50,5.52,51,5.63,44,4.86,48,5.3,43,4.75,38,4.19,1,0.11,3,0.33,6,0.66,4,0.44,1,0.11,3,0.33,7,0.77,3,0.33,4,0.44,3,0.33,4,0.44,3,0.33,3,0.33,3,0.33,1,0.11,6,0.66,6,0.66,4,0.44,1,0.11,5,0.55,3,0.33,5,0.55,6,0.66,8,0.88,45045
45,46,841,40,4.76,44,5.23,41,4.88,42,4.99,39,4.64,37,4.4,6,0.71,7,0.83,12,1.43,7,0.83,4,0.48,5,0.59,3,0.36,4,0.48,5,0.59,3,0.36,2,0.24,4,0.48,6,0.71,4,0.48,3,0.36,8,0.95,4,0.48,2,0.24,3,0.36,4,0.48,0,0.0,1,0.12,1,0.12,4,0.48,45046
45,47,968,43,4.44,45,4.65,38,3.93,41,4.24,42,4.34,33,3.41,4,0.41,6,0.62,6,0.62,3,0.31,4,0.41,2,0.21,3,0.31,5,0.52,3,0.31,3,0.31,4,0.41,4,0.41,5,0.52,5,0.52,2,0.21,8,0.83,3,0.31,6,0.62,2,0.21,2,0.21,2,0.21,6,0.62,5,0.52,11,1.14,45047
45,48,874,55,6.29,52,5.95,47,5.38,48,5.49,44,5.03,39,4.46,5,0.57,9,1.03,11,1.26,7,0.8,2,0.23,7,0.8,3,0.34,5,0.57,5,0.57,3,0.34,2,0.23,2,0.23,4,0.46,4,0.46,3,0.34,5,0.57,3,0.34,4,0.46,3,0.34,3,0.34,5,0.57,4,0.46,4,0.46,7,0.8,45048
46,3,2787,129,4.63,127,4.56,123,4.41,128,4.59,121,4.34,113,4.05,4,0.14,1,0.04,4,0.14,3,0.11,0,0.0,7,0.25,8,0.29,10,0.36,16,0.57,15,0.54,8,0.29,7,0.25,19,0.68,23,0.83,22,0.79,31,1.11,20,0.72,22,0.79,14,0.5,2,0.07,3,0.11,10,0.36,7,0.25,6,0.22,46003
46,5,2678,206,7.69,198,7.39,190,7.09,200,7.47,193,7.21,181,6.76,8,0.3,8,0.3,5,0.19,4,0.15,4,0.15,6,0.22,10,0.37,5,0.19,8,0.3,6,0.22,6,0.22,3,0.11,19,0.71,22,0.82,19,0.71,21,0.78,17,0.63,20,0.75,13,0.49,4,0.15,0,0.0,3,0.11,3,0.11,0,0.0,46005
46,10,3719,272,7.31,256,6.88,242,6.51,243,6.53,230,6.18,225,6.05,4,0.11,8,0.22,12,0.32,5,0.13,3,0.08,15,0.4,16,0.43,15,0.4,15,0.4,16,0.43,19,0.51,8,0.22,38,1.02,54,1.45,42,1.13,54,1.45,37,0.99,44,1.18,31,0.83,1,0.03,1,0.03,2,0.05,4,0.11,3,0.08,46010
46,12,651,43,6.61,43,6.61,41,6.3,43,6.61,40,6.14,40,6.14,6,0.92,4,0.61,5,0.77,6,0.92,5,0.77,5,0.77,5,0.77,6,0.92,4,0.61,4,0.61,6,0.92,3,0.46,8,1.23,10,1.54,5,0.77,7,1.08,7,1.08,6,0.92,5,0.77,5,0.77,3,0.46,5,0.77,6,0.92,3,0.46,46012
46,16,1344,97,7.22,96,7.14,90,6.7,92,6.85,88,6.55,86,6.4,3,0.22,4,0.3,4,0.3,1,0.07,3,0.22,3,0.22,2,0.15,3,0.22,3,0.22,1,0.07,2,0.15,1,0.07,6,0.45,11,0.82,6,0.45,11,0.82,5,0.37,9,0.67,7,0.52,1,0.07,0,0.0,2,0.15,2,0.15,1,0.07,46016
46,19,1743,89,5.11,78,4.48,73,4.19,80,4.59,72,4.13,69,3.96,3,0.17,3,0.17,4,0.23,4,0.23,5,0.29,5,0.29,8,0.46,6,0.34,6,0.34,6,0.34,4,0.23,5,0.29,11,0.63,13,0.75,10,0.57,15,0.86,12,0.69,14,0.8,8,0.46,5,0.29,4,0.23,5,0.29,3,0.17,5,0.29,46019
46,24,709,51,7.19,51,7.19,44,6.21,47,6.63,39,5.5,42,5.92,2,0.28,3,0.42,3,0.42,1,0.14,2,0.28,5,0.71,2,0.28,3,0.42,4,0.56,3,0.42,3,0.42,1,0.14,7,0.99,9,1.27,6,0.85,11,1.55,8,1.13,8,1.13,5,0.71,1,0.14,1,0.14,2,0.28,2,0.28,1,0.14,46024
46,28,1522,55,3.61,56,3.68,56,3.68,53,3.48,49,3.22,47,3.09,1,0.07,2,0.13,2,0.13,1,0.07,2,0.13,2,0.13,9,0.59,3,0.2,3,0.2,6,0.39,4,0.26,3,0.2,7,0.46,10,0.66,6,0.39,12,0.79,5,0.33,5,0.33,3,0.2,2,0.13,1,0.07,2,0.13,2,0.13,2,0.13,46028
46,30,2511,172,6.85,166,6.61,156,6.21,163,6.49,144,5.73,140,5.58,4,0.16,6,0.24,5,0.2,8,0.32,3,0.12,11,0.44,12,0.48,9,0.36,8,0.32,12,0.48,7,0.28,7,0.28,26,1.04,28,1.12,19,0.76,31,1.23,19,0.76,28,1.12,20,0.8,6,0.24,1,0.04,3,0.12,8,0.32,2,0.08,46030
46,31,2539,168,6.62,171,6.73,161,6.34,162,6.38,153,6.03,145,5.71,3,0.12,2,0.08,1,0.04,3,0.12,0,0.0,9,0.35,14,0.55,9,0.35,15,0.59,17,0.67,14,0.55,6,0.24,37,1.46,45,1.77,35,1.38,45,1.77,36,1.42,34,1.34,30,1.18,0,0.0,3,0.12,5,0.2,5,0.2,3,0.12,46031
46,33,2639,161,6.1,155,5.87,141,5.34,147,5.57,138,5.23,136,5.15,5,0.19,5,0.19,2,0.08,1,0.04,3,0.11,5,0.19,10,0.38,5,0.19,11,0.42,7,0.27,10,0.38,2,0.08,12,0.45,19,0.72,11,0.42,24,0.91,13,0.49,23,0.87,10,0.38,4,0.15,3,0.11,8,0.3,8,0.3,3,0.11,46033
46,36,2374,118,4.97,112,4.72,109,4.59,109,4.59,108,4.55,99,4.17,10,0.42,7,0.29,12,0.51,5,0.21,4,0.17,10,0.42,15,0.63,12,0.51,11,0.46,13,0.55,16,0.67,8,0.34,10,0.42,15,0.63,9,0.38,15,0.63,12,0.51,16,0.67,8,0.34,7,0.29,6,0.25,7,0.29,8,0.34,4,0.17,46036
46,38,1142,84,7.36,86,7.53,77,6.74,80,7.01,68,5.95,70,6.13,7,0.61,6,0.53,6,0.53,4,0.35,2,0.18,2,0.18,4,0.35,5,0.44,4,0.35,7,0.61,5,0.44,2,0.18,11,0.96,18,1.58,9,0.79,18,1.58,9,0.79,12,1.05,7,0.61,1,0.09,0,0.0,4,0.35,3,0.26,3,0.26,46038
46,39,2115,129,6.1,126,5.96,122,5.77,117,5.53,115,5.44,115,5.44,5,0.24,5,0.24,8,0.38,3,0.14,2,0.09,6,0.28,8,0.38,4,0.19,8,0.38,10,0.47,8,0.38,1,0.05,15,0.71,18,0.85,12,0.57,16,0.76,9,0.43,17,0.8,10,0.47,3,0.14,1,0.05,5,0.24,2,0.09,2,0.09,46039
47,1,1635,105,6.42,106,6.48,98,5.99,96,5.87,97,5.93,92,5.63,1,0.06,2,0.12,1,0.06,2,0.12,1,0.06,2,0.12,6,0.37,3,0.18,3,0.18,2,0.12,2,0.12,2,0.12,22,1.35,19,1.16,17,1.04,18,1.1,20,1.22,19,1.16,14,0.86,2,0.12,2,0.12,4,0.24,4,0.24,2,0.12,47001
47,2,2394,127,5.3,127,5.3,120,5.01,124,5.18,111,4.64,105,4.39,2,0.08,5,0.21,3,0.13,5,0.21,2,0.08,6,0.25,7,0.29,4,0.17,6,0.25,4,0.17,6,0.25,1,0.04,30,1.25,19,0.79,14,0.58,19,0.79,21,0.88,28,1.17,12,0.5,2,0.08,1,0.04,3,0.13,4,0.17,2,0.08,47002
47,3,1857,98,5.28,94,5.06,87,4.68,93,5.01,82,4.42,76,4.09,3,0.16,2,0.11,3,0.16,2,0.11,2,0.11,2,0.11,11,0.59,7,0.38,7,0.38,6,0.32,7,0.38,5,0.27,15,0.81,9,0.48,7,0.38,9,0.48,15,0.81,17,0.92,5,0.27,1,0.05,0,0.0,0,0.0,1,0.05,1,0.05,47003
47,4,2872,162,5.64,156,5.43,145,5.05,146,5.08,139,4.84,132,4.6,4,0.14,6,0.21,10,0.35,4,0.14,4,0.14,9,0.31,11,0.38,10,0.35,10,0.35,8,0.28,13,0.45,7,0.24,26,0.91,21,0.73,15,0.52,23,0.8,30,1.04,28,0.97,13,0.45,5,0.17,5,0.17,6,0.21,9,0.31,7,0.24,47004
47,5,2534,190,7.5,184,7.26,169,6.67,190,7.5,168,6.63,156,6.16,3,0.12,6,0.24,2,0.08,0,0.0,2,0.08,7,0.28,13,0.51,3,0.12,2,0.08,3,0.12,15,0.59,1,0.04,35,1.38,37,1.46,25,0.99,35,1.38,33,1.3,35,1.38,22,0.87,7,0.28,1,0.04,3,0.12,4,0.16,3,0.12,47005
