ward,precinct,total,Jesse G Reyes,Jesse G Reyes Percent,"P. Scott Neville, Jr.","P. Scott Neville, Jr. Percent",Shelly A. Harris,Shelly A. Harris Percent,Cynthia Y. Cobbs,Cynthia Y. Cobbs Percent,Daniel Epstein,Daniel Epstein Percent,Nathaniel Roosevelt Howse,Nathaniel Roosevelt Howse Percent,precinct_id
30,11,197,136,69.04,12,6.09,14,7.11,22,11.17,6,3.05,1,0.51,30011
30,12,175,90,51.43,23,13.14,15,8.57,25,14.29,12,6.86,3,1.71,30012
30,13,200,115,57.5,18,9.0,22,11.0,19,9.5,7,3.5,3,1.5,30013
30,14,158,103,65.19,5,3.16,18,11.39,19,12.03,5,3.16,2,1.27,30014
30,15,271,51,18.82,72,26.57,28,10.33,27,9.96,20,7.38,10,3.69,30015
30,16,104,58,55.77,9,8.65,10,9.62,10,9.62,6,5.77,4,3.85,30016
30,17,181,72,39.78,34,18.78,24,13.26,19,10.5,8,4.42,8,4.42,30017
30,18,302,120,39.74,50,16.56,29,9.6,40,13.25,41,13.58,10,3.31,30018
30,19,219,140,63.93,24,10.96,15,6.85,17,7.76,6,2.74,4,1.83,30019
30,20,241,88,36.51,48,19.92,30,12.45,27,11.2,15,6.22,7,2.9,30020
30,21,157,67,42.68,25,15.92,20,12.74,14,8.92,15,9.55,3,1.91,30021
30,22,336,122,36.31,48,14.29,29,8.63,37,11.01,67,19.94,8,2.38,30022
30,23,255,110,43.14,30,11.76,22,8.63,28,10.98,35,13.73,3,1.18,30023
30,24,342,96,28.07,63,18.42,34,9.94,52,15.2,62,18.13,15,4.39,30024
30,25,318,99,31.13,44,13.84,46,14.47,38,11.95,48,15.09,6,1.89,30025
30,26,125,64,51.2,19,15.2,14,11.2,6,4.8,8,6.4,4,3.2,30026
30,27,155,81,52.26,24,15.48,13,8.39,13,8.39,10,6.45,3,1.94,30027
30,28,254,69,27.17,54,21.26,22,8.66,35,13.78,34,13.39,9,3.54,30028
30,29,117,72,61.54,12,10.26,11,9.4,8,6.84,4,3.42,2,1.71,30029
30,30,97,59,60.82,6,6.19,10,10.31,7,7.22,8,8.25,3,3.09,30030
30,31,135,57,42.22,13,9.63,16,11.85,11,8.15,16,11.85,6,4.44,30031
30,32,211,70,33.18,46,21.8,16,7.58,24,11.37,24,11.37,7,3.32,30032
31,1,121,77,63.64,5,4.13,11,9.09,13,10.74,5,4.13,3,2.48,31001
31,2,108,60,55.56,12,11.11,7,6.48,9,8.33,2,1.85,7,6.48,31002
31,3,141,92,65.25,10,7.09,11,7.8,12,8.51,4,2.84,4,2.84,31003
31,4,169,50,29.59,32,18.93,13,7.69,18,10.65,31,18.34,4,2.37,31004
31,5,165,66,40.0,26,15.76,25,15.15,21,12.73,7,4.24,5,3.03,31005
31,6,87,41,47.13,15,17.24,7,8.05,7,8.05,8,9.2,1,1.15,31006
31,7,269,65,24.16,60,22.3,31,11.52,34,12.64,44,16.36,10,3.72,31007
31,8,121,66,54.55,13,10.74,15,12.4,14,11.57,6,4.96,2,1.65,31008
31,9,144,82,56.94,14,9.72,12,8.33,11,7.64,12,8.33,3,2.08,31009
31,10,180,81,45.0,27,15.0,13,7.22,21,11.67,22,12.22,3,1.67,31010
31,11,114,56,49.12,10,8.77,17,14.91,10,8.77,9,7.89,1,0.88,31011
31,12,119,57,47.9,11,9.24,17,14.29,12,10.08,9,7.56,2,1.68,31012
31,13,163,97,59.51,7,4.29,14,8.59,15,9.2,16,9.82,5,3.07,31013
31,14,120,54,45.0,9,7.5,23,19.17,12,10.0,11,9.17,1,0.83,31014
31,15,143,79,55.24,11,7.69,12,8.39,12,8.39,7,4.9,4,2.8,31015
31,16,244,72,29.51,51,20.9,13,5.33,31,12.7,53,21.72,5,2.05,31016
31,17,108,51,47.22,13,12.04,18,16.67,9,8.33,7,6.48,3,2.78,31017
31,18,125,79,63.2,8,6.4,6,4.8,8,6.4,9,7.2,6,4.8,31018
31,19,141,81,57.45,16,11.35,15,10.64,16,11.35,4,2.84,3,2.13,31019
31,20,115,67,58.26,4,3.48,12,10.43,14,12.17,10,8.7,2,1.74,31020
31,21,116,74,63.79,8,6.9,15,12.93,3,2.59,5,4.31,2,1.72,31021
31,22,112,63,56.25,8,7.14,9,8.04,10,8.93,10,8.93,2,1.79,31022
31,23,151,61,40.4,24,15.89,15,9.93,17,11.26,19,12.58,2,1.32,31023
31,24,162,92,56.79,15,9.26,16,9.88,16,9.88,8,4.94,6,3.7,31024
31,25,141,73,51.77,18,12.77,23,16.31,14,9.93,4,2.84,3,2.13,31025
31,26,164,83,50.61,25,15.24,12,7.32,19,11.59,10,6.1,7,4.27,31026
31,27,135,79,58.52,16,11.85,12,8.89,10,7.41,9,6.67,2,1.48,31027
31,28,93,61,65.59,13,13.98,2,2.15,5,5.38,5,5.38,1,1.08,31028
31,29,101,48,47.52,16,15.84,16,15.84,8,7.92,3,2.97,3,2.97,31029
31,30,105,58,55.24,16,15.24,10,9.52,6,5.71,8,7.62,2,1.9,31030
31,31,101,49,48.51,17,16.83,9,8.91,9,8.91,8,7.92,3,2.97,31031
31,32,101,54,53.47,9,8.91,13,12.87,14,13.86,7,6.93,0,0.0,31032
31,33,129,58,44.96,15,11.63,13,10.08,16,12.4,12,9.3,2,1.55,31033
31,34,156,66,42.31,25,16.03,15,9.62,22,14.1,6,3.85,9,5.77,31034
31,35,176,103,58.52,12,6.82,17,9.66,13,7.39,12,6.82,6,3.41,31035
31,36,140,78,55.71,18,12.86,7,5.0,16,11.43,12,8.57,2,1.43,31036
31,37,148,80,54.05,10,6.76,20,13.51,21,14.19,6,4.05,2,1.35,31037
31,38,101,61,60.4,6,5.94,10,9.9,9,8.91,6,5.94,2,1.98,31038
31,39,174,63,36.21,25,14.37,20,11.49,22,12.64,33,18.97,2,1.15,31039
31,40,169,59,34.91,27,15.98,15,8.88,20,11.83,33,19.53,1,0.59,31040
31,41,115,65,56.52,12,10.43,8,6.96,9,7.83,13,11.3,3,2.61,31041
32,1,316,84,26.58,68,21.52,30,9.49,40,12.66,42,13.29,12,3.8,32001
32,2,276,45,16.3,83,30.07,33,11.96,29,10.51,25,9.06,7,2.54,32002
32,3,353,87,24.65,91,25.78,29,8.22,45,12.75,49,13.88,9,2.55,32003
32,4,263,37,14.07,76,28.9,21,7.98,39,14.83,24,9.13,17,6.46,32004
32,5,275,58,21.09,63,22.91,21,7.64,30,10.91,47,17.09,7,2.55,32005
32,6,289,34,11.76,103,35.64,38,13.15,40,13.84,20,6.92,8,2.77,32006
32,7,270,31,11.48,69,25.56,38,14.07,40,14.81,29,10.74,13,4.81,32007
32,8,288,28,9.72,89,30.9,25,8.68,51,17.71,33,11.46,16,5.56,32008
32,9,251,56,22.31,63,25.1,28,11.16,34,13.55,24,9.56,4,1.59,32009
32,10,250,35,14.0,60,24.0,18,7.2,39,15.6,38,15.2,8,3.2,32010
32,11,281,58,20.64,73,25.98,20,7.12,42,14.95,62,22.06,10,3.56,32011
32,12,237,45,18.99,49,20.68,30,12.66,32,13.5,56,23.63,9,3.8,32012
32,13,256,46,17.97,60,23.44,41,16.02,34,13.28,23,8.98,14,5.47,32013
32,14,320,50,15.63,81,25.31,38,11.88,44,13.75,59,18.44,9,2.81,32014
32,15,250,46,18.4,79,31.6,26,10.4,20,8.0,24,9.6,10,4.0,32015
32,16,273,61,22.34,73,26.74,38,13.92,32,11.72,23,8.42,8,2.93,32016
32,17,348,51,14.66,79,22.7,36,10.34,42,12.07,70,20.11,17,4.89,32017
32,18,220,27,12.27,57,25.91,33,15.0,33,15.0,27,12.27,5,2.27,32018
32,19,232,34,14.66,60,25.86,24,10.34,30,12.93,19,8.19,5,2.16,32019
32,20,335,80,23.88,98,29.25,25,7.46,31,9.25,58,17.31,13,3.88,32020
32,21,299,40,13.38,76,25.42,26,8.7,35,11.71,32,10.7,11,3.68,32021
32,22,314,54,17.2,86,27.39,30,9.55,51,16.24,57,18.15,8,2.55,32022
32,23,281,43,15.3,78,27.76,26,9.25,33,11.74,24,8.54,16,5.69,32023
32,24,157,28,17.83,52,33.12,21,13.38,17,10.83,12,7.64,3,1.91,32024
32,25,238,48,20.17,62,26.05,24,10.08,23,9.66,28,11.76,8,3.36,32025
32,26,366,66,18.03,89,24.32,40,10.93,54,14.75,60,16.39,15,4.1,32026
32,27,221,35,15.84,67,30.32,29,13.12,33,14.93,17,7.69,14,6.33,32027
32,28,340,56,16.47,97,28.53,24,7.06,42,12.35,76,22.35,8,2.35,32028
32,29,294,75,25.51,75,25.51,34,11.56,33,11.22,32,10.88,9,3.06,32029
32,30,205,33,16.1,69,33.66,26,12.68,6,2.93,20,9.76,12,5.85,32030
32,31,261,45,17.24,80,30.65,27,10.34,28,10.73,32,12.26,13,4.98,32031
32,32,300,57,19.0,97,32.33,26,8.67,41,13.67,22,7.33,18,6.0,32032
32,33,257,55,21.4,55,21.4,27,10.51,29,11.28,34,13.23,12,4.67,32033
32,34,273,44,16.12,83,30.4,29,10.62,45,16.48,31,11.36,7,2.56,32034
32,35,221,38,17.19,51,23.08,23,10.41,26,11.76,36,16.29,11,4.98,32035
32,36,260,35,13.46,97,37.31,25,9.62,35,13.46,24,9.23,13,5.0,32036
32,37,263,48,18.25,55,20.91,33,12.55,49,18.63,27,10.27,17,6.46,32037
32,38,234,49,20.94,56,23.93,30,12.82,30,12.82,33,14.1,10,4.27,32038
32,39,247,29,11.74,59,23.89,29,11.74,16,6.48,33,13.36,12,4.86,32039
32,40,274,34,12.41,80,29.2,30,10.95,34,12.41,34,12.41,12,4.38,32040
32,41,271,44,16.24,66,24.35,42,15.5,44,16.24,21,7.75,7,2.58,32041
32,42,217,42,19.35,51,23.5,29,13.36,20,9.22,31,14.29,9,4.15,32042
32,43,303,71,23.43,84,27.72,17,5.61,31,10.23,49,16.17,14,4.62,32043
33,1,362,111,30.66,77,21.27,27,7.46,44,12.15,58,16.02,11,3.04,33001
33,2,395,118,29.87,81,20.51,32,8.1,47,11.9,44,11.14,12,3.04,33002
33,3,468,91,19.44,103,22.01,55,11.75,63,13.46,75,16.03,15,3.21,33003
33,4,449,144,32.07,89,19.82,48,10.69,46,10.24,56,12.47,22,4.9,33004
33,5,255,82,32.16,50,19.61,15,5.88,44,17.25,41,16.08,11,4.31,33005
33,6,283,119,42.05,43,15.19,32,11.31,22,7.77,29,10.25,9,3.18,33006
33,7,336,81,24.11,63,18.75,33,9.82,53,15.77,51,15.18,16,4.76,33007
33,8,506,54,10.67,182,35.97,45,8.89,44,8.7,68,13.44,18,3.56,33008
33,9,327,98,29.97,71,21.71,38,11.62,33,10.09,43,13.15,12,3.67,33009
33,10,258,69,26.74,54,20.93,30,11.63,25,9.69,30,11.63,8,3.1,33010
33,11,316,93,29.43,70,22.15,36,11.39,32,10.13,35,11.08,8,2.53,33011
33,12,296,103,34.8,47,15.88,37,12.5,40,13.51,30,10.14,6,2.03,33012
33,13,311,106,34.08,57,18.33,23,7.4,41,13.18,47,15.11,3,0.96,33013
33,14,131,42,32.06,18,13.74,16,12.21,13,9.92,25,19.08,7,5.34,33014
33,15,311,95,30.55,61,19.61,30,9.65,48,15.43,29,9.32,11,3.54,33015
33,16,417,159,38.13,78,18.71,29,6.95,40,9.59,49,11.75,20,4.8,33016
33,17,299,96,32.11,59,19.73,33,11.04,36,12.04,36,12.04,9,3.01,33017
33,18,399,102,25.56,63,15.79,42,10.53,62,15.54,64,16.04,13,3.26,33018
33,19,368,123,33.42,75,20.38,37,10.05,49,13.32,32,8.7,15,4.08,33019
33,20,402,82,20.4,118,29.35,25,6.22,46,11.44,65,16.17,15,3.73,33020
33,21,330,106,32.12,63,19.09,41,12.42,35,10.61,41,12.42,6,1.82,33021
33,22,291,105,36.08,65,22.34,28,9.62,27,9.28,23,7.9,5,1.72,33022
33,23,355,74,20.85,90,25.35,36,10.14,47,13.24,39,10.99,17,4.79,33023
33,24,456,56,12.28,177,38.82,36,7.89,41,8.99,51,11.18,14,3.07,33024
33,25,411,125,30.41,93,22.63,45,10.95,35,8.52,53,12.9,9,2.19,33025
33,26,252,63,25.0,47,18.65,30,11.9,37,14.68,50,19.84,5,1.98,33026
33,27,366,99,27.05,82,22.4,37,10.11,51,13.93,68,18.58,6,1.64,33027
33,28,316,66,20.89,86,27.22,27,8.54,45,14.24,52,16.46,16,5.06,33028
34,1,262,26,9.92,107,40.84,37,14.12,65,24.81,2,0.76,14,5.34,34001
34,2,223,21,9.42,72,32.29,38,17.04,73,32.74,1,0.45,12,5.38,34002
34,3,245,36,14.69,91,37.14,51,20.82,37,15.1,5,2.04,19,7.76,34003
34,4,159,15,9.43,55,34.59,23,14.47,50,31.45,0,0.0,10,6.29,34004
34,5,218,22,10.09,81,37.16,42,19.27,50,22.94,3,1.38,11,5.05,34005
34,6,271,28,10.33,76,28.04,38,14.02,78,28.78,8,2.95,33,12.18,34006
34,7,290,30,10.34,110,37.93,37,12.76,87,30.0,1,0.34,13,4.48,34007
34,8,183,20,10.93,56,30.6,38,20.77,42,22.95,2,1.09,21,11.48,34008
34,9,143,12,8.39,38,26.57,39,27.27,40,27.97,1,0.7,8,5.59,34009
34,10,245,26,10.61,82,33.47,36,14.69,83,33.88,4,1.63,9,3.67,34010
34,11,179,18,10.06,45,25.14,41,22.91,58,32.4,1,0.56,8,4.47,34011
34,12,268,23,8.58,92,34.33,47,17.54,73,27.24,3,1.12,21,7.84,34012
34,13,248,21,8.47,89,35.89,39,15.73,70,28.23,6,2.42,15,6.05,34013
34,14,188,22,11.7,65,34.57,39,20.74,33,17.55,4,2.13,13,6.91,34014
34,15,187,26,13.9,52,27.81,46,24.6,42,22.46,0,0.0,12,6.42,34015
34,16,186,12,6.45,63,33.87,34,18.28,54,29.03,2,1.08,16,8.6,34016
34,17,308,35,11.36,122,39.61,40,12.99,78,25.32,4,1.3,20,6.49,34017
34,18,162,29,17.9,44,27.16,22,13.58,57,35.19,0,0.0,5,3.09,34018
34,19,241,21,8.71,85,35.27,42,17.43,71,29.46,3,1.24,14,5.81,34019
34,20,311,22,7.07,126,40.51,46,14.79,71,22.83,4,1.29,25,8.04,34020
34,21,307,25,8.14,139,45.28,39,12.7,75,24.43,5,1.63,16,5.21,34021
34,22,223,20,8.97,91,40.81,40,17.94,52,23.32,3,1.35,15,6.73,34022
34,23,204,18,8.82,62,30.39,39,19.12,58,28.43,4,1.96,19,9.31,34023
34,24,210,33,15.71,69,32.86,52,24.76,31,14.76,3,1.43,15,7.14,34024
34,25,372,35,9.41,145,38.98,64,17.2,93,25.0,3,0.81,20,5.38,34025
34,26,270,34,12.59,102,37.78,58,21.48,51,18.89,1,0.37,18,6.67,34026
34,27,181,23,12.71,72,39.78,29,16.02,35,19.34,1,0.55,17,9.39,34027
34,28,119,18,15.13,27,22.69,19,15.97,31,26.05,3,2.52,14,11.76,34028
34,29,202,26,12.87,58,28.71,33,16.34,63,31.19,5,2.48,9,4.46,34029
34,30,245,20,8.16,102,41.63,47,19.18,52,21.22,5,2.04,13,5.31,34030
34,31,162,18,11.11,58,35.8,38,23.46,26,16.05,2,1.23,9,5.56,34031
34,32,213,20,9.39,69,32.39,40,18.78,64,30.05,5,2.35,9,4.23,34032
34,33,161,23,14.29,59,36.65,26,16.15,27,16.77,4,2.48,12,7.45,34033
34,34,287,35,12.2,105,36.59,54,18.82,56,19.51,3,1.05,21,7.32,34034
34,35,263,36,13.69,73,27.76,37,14.07,81,30.8,7,2.66,13,4.94,34035
34,36,218,25,11.47,95,43.58,31,14.22,42,19.27,1,0.46,18,8.26,34036
34,37,122,13,10.66,34,27.87,27,22.13,30,24.59,1,0.82,12,9.84,34037
34,38,90,7,7.78,36,40.0,15,16.67,18,20.0,1,1.11,9,10.0,34038
34,39,145,18,12.41,40,27.59,19,13.1,41,28.28,2,1.38,14,9.66,34039
34,40,256,27,10.55,80,31.25,48,18.75,81,31.64,3,1.17,8,3.13,34040
34,41,140,21,15.0,46,32.86,27,19.29,35,25.0,2,1.43,9,6.43,34041
34,42,256,33,12.89,91,35.55,50,19.53,60,23.44,1,0.39,15,5.86,34042
34,43,229,20,8.73,87,37.99,47,20.52,57,24.89,3,1.31,8,3.49,34043
34,44,247,25,10.12,92,37.25,51,20.65,48,19.43,3,1.21,25,10.12,34044
34,45,204,19,9.31,88,43.14,35,17.16,42,20.59,4,1.96,9,4.41,34045
34,46,177,16,9.04,75,42.37,29,16.38,41,23.16,4,2.26,10,5.65,34046
34,47,238,36,15.13,75,31.51,39,16.39,41,17.23,2,0.84,30,12.61,34047
34,48,277,19,6.86,106,38.27,54,19.49,70,25.27,2,0.72,18,6.5,34048
34,49,227,26,11.45,94,41.41,39,17.18,43,18.94,2,0.88,17,7.49,34049
34,50,179,26,14.53,51,28.49,34,18.99,33,18.44,3,1.68,25,13.97,34050
34,51,284,24,8.45,103,36.27,47,16.55,78,27.46,6,2.11,19,6.69,34051
34,52,206,19,9.22,95,46.12,32,15.53,33,16.02,3,1.46,19,9.22,34052
34,53,132,13,9.85,41,31.06,34,25.76,37,28.03,2,1.52,1,0.76,34053
35,1,295,93,31.53,62,21.02,31,10.51,31,10.51,49,16.61,9,3.05,35001
35,2,311,84,27.01,93,29.9,30,9.65,24,7.72,39,12.54,17,5.47,35002
35,3,233,78,33.48,27,11.59,24,10.3,45,19.31,33,14.16,9,3.86,35003
35,4,269,81,30.11,60,22.3,27,10.04,33,12.27,28,10.41,11,4.09,35004
35,5,220,75,34.09,46,20.91,16,7.27,26,11.82,23,10.45,15,6.82,35005
35,6,271,73,26.94,63,23.25,24,8.86,39,14.39,45,16.61,4,1.48,35006
35,7,297,79,26.6,67,22.56,20,6.73,40,13.47,58,19.53,11,3.7,35007
35,8,273,84,30.77,64,23.44,21,7.69,33,12.09,48,17.58,7,2.56,35008
35,9,223,73,32.74,38,17.04,26,11.66,29,13.0,24,10.76,6,2.69,35009
35,10,391,82,20.97,99,25.32,36,9.21,50,12.79,66,16.88,16,4.09,35010
35,11,303,84,27.72,52,17.16,31,10.23,40,13.2,57,18.81,10,3.3,35011
35,12,161,95,59.01,10,6.21,19,11.8,21,13.04,7,4.35,5,3.11,35012
35,13,159,83,52.2,14,8.81,15,9.43,17,10.69,16,10.06,9,5.66,35013
35,14,209,110,52.63,23,11.0,19,9.09,17,8.13,24,11.48,5,2.39,35014
35,15,322,98,30.43,65,20.19,28,8.7,34,10.56,69,21.43,4,1.24,35015
35,16,148,101,68.24,7,4.73,14,9.46,15,10.14,8,5.41,2,1.35,35016
35,17,253,46,18.18,54,21.34,34,13.44,34,13.44,55,21.74,10,3.95,35017
35,18,191,122,63.87,10,5.24,14,7.33,17,8.9,17,8.9,4,2.09,35018
35,19,159,100,62.89,9,5.66,20,12.58,15,9.43,10,6.29,3,1.89,35019
35,20,240,84,35.0,27,11.25,37,15.42,41,17.08,23,9.58,3,1.25,35020
35,21,262,105,40.08,46,17.56,18,6.87,35,13.36,29,11.07,8,3.05,35021
35,22,321,89,27.73,46,14.33,39,12.15,47,14.64,46,14.33,15,4.67,35022
35,23,267,79,29.59,54,20.22,31,11.61,34,12.73,31,11.61,8,3.0,35023
35,24,232,76,32.76,37,15.95,34,14.66,33,14.22,26,11.21,7,3.02,35024
35,25,227,43,18.94,65,28.63,13,5.73,33,14.54,42,18.5,14,6.17,35025
35,26,229,70,30.57,40,17.47,32,13.97,26,11.35,30,13.1,5,2.18,35026
35,27,245,65,26.53,41,16.73,32,13.06,34,13.88,28,11.43,10,4.08,35027
35,28,278,79,28.42,56,20.14,21,7.55,34,12.23,45,16.19,15,5.4,35028
35,29,215,87,40.47,31,14.42,24,11.16,24,11.16,21,9.77,9,4.19,35029
35,30,224,89,39.73,39,17.41,25,11.16,23,10.27,20,8.93,7,3.13,35030
35,31,231,57,24.68,49,21.21,33,14.29,33,14.29,25,10.82,6,2.6,35031
36,1,189,114,60.32,14,7.41,18,9.52,14,7.41,10,5.29,9,4.76,36001
36,2,220,113,51.36,26,11.82,24,10.91,22,10.0,18,8.18,5,2.27,36002
36,3,178,79,44.38,18,10.11,27,15.17,25,14.04,7,3.93,7,3.93,36003
36,4,167,94,56.29,13,7.78,13,7.78,10,5.99,15,8.98,9,5.39,36004
36,5,125,68,54.4,16,12.8,11,8.8,17,13.6,4,3.2,1,0.8,36005
36,6,162,94,58.02,17,10.49,15,9.26,9,5.56,11,6.79,5,3.09,36006
36,7,244,96,39.34,33,13.52,45,18.44,17,6.97,14,5.74,6,2.46,36007
36,8,155,101,65.16,16,10.32,16,10.32,10,6.45,6,3.87,2,1.29,36008
36,9,177,100,56.5,19,10.73,24,13.56,7,3.95,11,6.21,6,3.39,36009
36,10,227,118,51.98,26,11.45,15,6.61,24,10.57,25,11.01,4,1.76,36010
36,11,125,76,60.8,5,4.0,11,8.8,12,9.6,13,10.4,4,3.2,36011
36,12,114,75,65.79,9,7.89,10,8.77,9,7.89,4,3.51,3,2.63,36012
36,13,129,89,68.99,8,6.2,13,10.08,11,8.53,4,3.1,3,2.33,36013
36,14,186,50,26.88,31,16.67,35,18.82,24,12.9,13,6.99,8,4.3,36014
36,15,217,83,38.25,30,13.82,33,15.21,10,4.61,15,6.91,3,1.38,36015
36,16,181,66,36.46,22,12.15,33,18.23,20,11.05,15,8.29,3,1.66,36016
36,17,237,98,41.35,43,18.14,37,15.61,21,8.86,13,5.49,2,0.84,36017
36,18,206,89,43.2,27,13.11,27,13.11,16,7.77,15,7.28,8,3.88,36018
36,19,267,142,53.18,27,10.11,29,10.86,25,9.36,21,7.87,8,3.0,36019
36,20,187,91,48.66,31,16.58,23,12.3,17,9.09,12,6.42,1,0.53,36020
36,21,167,110,65.87,13,7.78,9,5.39,14,8.38,11,6.59,6,3.59,36021
36,22,144,80,55.56,17,11.81,18,12.5,10,6.94,9,6.25,3,2.08,36022
36,23,142,90,63.38,10,7.04,11,7.75,12,8.45,12,8.45,1,0.7,36023
36,24,219,134,61.19,19,8.68,29,13.24,10,4.57,9,4.11,2,0.91,36024
36,25,197,129,65.48,9,4.57,15,7.61,15,7.61,21,10.66,1,0.51,36025
36,26,160,61,38.13,17,10.63,30,18.75,14,8.75,14,8.75,6,3.75,36026
36,27,181,79,43.65,17,9.39,30,16.57,11,6.08,16,8.84,6,3.31,36027
36,28,178,79,44.38,18,10.11,20,11.24,18,10.11,9,5.06,5,2.81,36028
36,29,222,109,49.1,28,12.61,25,11.26,28,12.61,9,4.05,6,2.7,36029
36,30,186,84,45.16,20,10.75,25,13.44,13,6.99,13,6.99,3,1.61,36030
37,1,165,34,20.61,21,12.73,48,29.09,36,21.82,4,2.42,15,9.09,37001
37,2,125,37,29.6,28,22.4,28,22.4,17,13.6,2,1.6,10,8.0,37002
37,3,123,24,19.51,24,19.51,22,17.89,17,13.82,6,4.88,21,17.07,37003
37,4,132,37,28.03,30,22.73,22,16.67,13,9.85,4,3.03,22,16.67,37004
37,5,219,39,17.81,60,27.4,49,22.37,33,15.07,5,2.28,24,10.96,37005
37,6,201,31,15.42,51,25.37,43,21.39,45,22.39,3,1.49,20,9.95,37006
37,7,124,30,24.19,24,19.35,18,14.52,19,15.32,7,5.65,19,15.32,37007
37,8,116,32,27.59,21,18.1,23,19.83,19,16.38,5,4.31,13,11.21,37008
37,9,188,34,18.09,49,26.06,31,16.49,40,21.28,4,2.13,20,10.64,37009
37,10,225,69,30.67,51,22.67,33,14.67,45,20.0,6,2.67,15,6.67,37010
37,11,111,16,14.41,32,28.83,23,20.72,21,18.92,7,6.31,8,7.21,37011
37,12,150,54,36.0,22,14.67,20,13.33,28,18.67,5,3.33,12,8.0,37012
37,13,148,35,23.65,33,22.3,22,14.86,23,15.54,6,4.05,20,13.51,37013
37,14,199,32,16.08,45,22.61,44,22.11,35,17.59,7,3.52,26,13.07,37014
37,15,209,36,17.22,39,18.66,50,23.92,34,16.27,2,0.96,35,16.75,37015
37,16,204,41,20.1,52,25.49,49,24.02,27,13.24,5,2.45,21,10.29,37016
37,17,144,21,14.58,37,25.69,28,19.44,28,19.44,3,2.08,18,12.5,37017
37,18,184,33,17.93,37,20.11,46,25.0,33,17.93,3,1.63,20,10.87,37018
37,19,132,22,16.67,30,22.73,26,19.7,23,17.42,3,2.27,21,15.91,37019
37,20,137,29,21.17,30,21.9,33,24.09,19,13.87,6,4.38,10,7.3,37020
37,21,151,38,25.17,35,23.18,31,20.53,22,14.57,7,4.64,12,7.95,37021
37,22,170,62,36.47,31,18.24,34,20.0,25,14.71,4,2.35,8,4.71,37022
37,23,200,24,12.0,55,27.5,54,27.0,39,19.5,5,2.5,13,6.5,37023
37,24,196,48,24.49,48,24.49,39,19.9,31,15.82,2,1.02,18,9.18,37024
37,25,181,19,10.5,52,28.73,41,22.65,27,14.92,4,2.21,29,16.02,37025
37,26,238,57,23.95,48,20.17,47,19.75,35,14.71,8,3.36,35,14.71,37026
37,27,177,33,18.64,42,23.73,39,22.03,26,14.69,6,3.39,21,11.86,37027
37,28,176,52,29.55,34,19.32,33,18.75,29,16.48,4,2.27,16,9.09,37028
37,29,174,22,12.64,46,26.44,38,21.84,39,22.41,4,2.3,19,10.92,37029
37,30,181,41,22.65,30,16.57,50,27.62,31,17.13,4,2.21,10,5.52,37030
37,31,197,33,16.75,50,25.38,38,19.29,39,19.8,7,3.55,22,11.17,37031
37,32,161,21,13.04,42,26.09,37,22.98,28,17.39,2,1.24,21,13.04,37032
37,33,229,25,10.92,47,20.52,53,23.14,59,25.76,6,2.62,29,12.66,37033
37,34,186,36,19.35,49,26.34,49,26.34,32,17.2,2,1.08,11,5.91,37034
37,35,235,31,13.19,52,22.13,59,25.11,46,19.57,8,3.4,28,11.91,37035
37,36,169,34,20.12,35,20.71,51,30.18,21,12.43,4,2.37,15,8.88,37036
37,37,209,37,17.7,53,25.36,50,23.92,36,17.22,6,2.87,10,4.78,37037
37,38,231,28,12.12,71,30.74,58,25.11,36,15.58,4,1.73,25,10.82,37038
37,39,165,22,13.33,47,28.48,40,24.24,27,16.36,3,1.82,19,11.52,37039
37,40,220,35,15.91,58,26.36,55,25.0,36,16.36,2,0.91,26,11.82,37040
37,41,186,29,15.59,60,32.26,42,22.58,25,13.44,0,0.0,18,9.68,37041
38,1,184,44,23.91,48,26.09,21,11.41,15,8.15,13,7.07,8,4.35,38001
38,2,177,51,28.81,39,22.03,31,17.51,9,5.08,15,8.47,2,1.13,38002
38,3,167,62,37.13,13,7.78,36,21.56,16,9.58,11,6.59,3,1.8,38003
38,4,201,64,31.84,30,14.93,35,17.41,19,9.45,14,6.97,8,3.98,38004
38,5,165,50,30.3,28,16.97,21,12.73,18,10.91,18,10.91,5,3.03,38005
38,6,142,54,38.03,14,9.86,24,16.9,10,7.04,7,4.93,3,2.11,38006
38,7,160,48,30.0,23,14.38,27,16.88,14,8.75,11,6.88,0,0.0,38007
38,8,178,60,33.71,30,16.85,31,17.42,15,8.43,11,6.18,6,3.37,38008
38,9,197,58,29.44,36,18.27,34,17.26,20,10.15,17,8.63,9,4.57,38009
38,10,174,48,27.59,28,16.09,30,17.24,25,14.37,12,6.9,6,3.45,38010
38,11,168,36,21.43,39,23.21,13,7.74,21,12.5,17,10.12,10,5.95,38011
38,12,175,47,26.86,31,17.71,29,16.57,11,6.29,16,9.14,8,4.57,38012
38,13,214,53,24.77,43,20.09,33,15.42,24,11.21,20,9.35,8,3.74,38013
38,14,204,49,24.02,45,22.06,29,14.22,9,4.41,18,8.82,11,5.39,38014
38,15,188,58,30.85,27,14.36,28,14.89,18,9.57,20,10.64,6,3.19,38015
38,16,186,61,32.8,25,13.44,26,13.98,13,6.99,15,8.06,6,3.23,38016
38,17,211,58,27.49,32,15.17,36,17.06,10,4.74,22,10.43,8,3.79,38017
38,18,208,51,24.52,51,24.52,37,17.79,9,4.33,18,8.65,9,4.33,38018
