ward,precinct,total,Jesse G Reyes,Jesse G Reyes Percent,"P. Scott Neville, Jr.","P. Scott Neville, Jr. Percent",Shelly A. Harris,Shelly A. Harris Percent,Cynthia Y. Cobbs,Cynthia Y. Cobbs Percent,Daniel Epstein,Daniel Epstein Percent,Nathaniel Roosevelt Howse,Nathaniel Roosevelt Howse Percent,precinct_id
7,46,103,24,23.3,33,32.04,23,22.33,15,14.56,2,1.94,3,2.91,07046
8,1,176,14,7.95,59,33.52,49,27.84,26,14.77,4,2.27,16,9.09,08001
8,2,173,23,13.29,66,38.15,30,17.34,25,14.45,3,1.73,18,10.4,08002
8,3,323,19,5.88,186,57.59,48,14.86,33,10.22,5,1.55,23,7.12,08003
8,4,300,26,8.67,181,60.33,36,12.0,35,11.67,0,0.0,14,4.67,08004
8,5,300,29,9.67,164,54.67,39,13.0,42,14.0,3,1.0,18,6.0,08005
8,6,271,27,9.96,131,48.34,49,18.08,33,12.18,7,2.58,13,4.8,08006
8,7,295,23,7.8,136,46.1,60,20.34,41,13.9,5,1.69,15,5.08,08007
8,8,278,22,7.91,155,55.76,32,11.51,44,15.83,4,1.44,14,5.04,08008
8,9,173,16,9.25,82,47.4,28,16.18,28,16.18,1,0.58,14,8.09,08009
8,10,353,25,7.08,201,56.94,67,18.98,37,10.48,3,0.85,16,4.53,08010
8,11,151,10,6.62,73,48.34,35,23.18,22,14.57,0,0.0,7,4.64,08011
8,12,223,20,8.97,97,43.5,45,20.18,37,16.59,3,1.35,10,4.48,08012
8,13,246,33,13.41,94,38.21,49,19.92,44,17.89,3,1.22,16,6.5,08013
8,14,176,26,14.77,57,32.39,51,28.98,26,14.77,5,2.84,6,3.41,08014
8,15,226,38,16.81,85,37.61,44,19.47,29,12.83,7,3.1,14,6.19,08015
8,16,79,12,15.19,33,41.77,18,22.78,7,8.86,2,2.53,4,5.06,08016
8,17,214,16,7.48,112,52.34,37,17.29,27,12.62,1,0.47,15,7.01,08017
8,18,167,22,13.17,51,30.54,43,25.75,28,16.77,1,0.6,16,9.58,08018
8,19,304,23,7.57,164,53.95,40,13.16,47,15.46,4,1.32,19,6.25,08019
8,20,286,15,5.24,149,52.1,34,11.89,35,12.24,4,1.4,41,14.34,08020
8,21,303,23,7.59,132,43.56,65,21.45,39,12.87,1,0.33,33,10.89,08021
8,22,239,23,9.62,110,46.03,57,23.85,26,10.88,4,1.67,14,5.86,08022
8,23,188,21,11.17,86,45.74,39,20.74,23,12.23,3,1.6,12,6.38,08023
8,24,163,21,12.88,66,40.49,31,19.02,29,17.79,0,0.0,11,6.75,08024
8,25,227,27,11.89,83,36.56,58,25.55,29,12.78,2,0.88,17,7.49,08025
8,26,177,10,5.65,91,51.41,38,21.47,22,12.43,4,2.26,8,4.52,08026
8,27,296,21,7.09,151,51.01,37,12.5,52,17.57,7,2.36,21,7.09,08027
8,28,243,27,11.11,108,44.44,54,22.22,30,12.35,5,2.06,17,7.0,08028
8,29,264,21,7.95,142,53.79,46,17.42,29,10.98,3,1.14,15,5.68,08029
8,30,269,30,11.15,113,42.01,52,19.33,38,14.13,6,2.23,20,7.43,08030
8,31,182,17,9.34,91,50.0,31,17.03,25,13.74,3,1.65,10,5.49,08031
8,32,217,17,7.83,118,54.38,36,16.59,24,11.06,2,0.92,12,5.53,08032
8,33,187,18,9.63,72,38.5,49,26.2,29,15.51,6,3.21,8,4.28,08033
8,34,253,28,11.07,113,44.66,47,18.58,38,15.02,5,1.98,14,5.53,08034
8,35,307,29,9.45,154,50.16,45,14.66,47,15.31,3,0.98,17,5.54,08035
8,36,245,33,13.47,101,41.22,45,18.37,32,13.06,1,0.41,22,8.98,08036
8,37,215,21,9.77,112,52.09,27,12.56,30,13.95,2,0.93,15,6.98,08037
8,38,175,16,9.14,87,49.71,31,17.71,31,17.71,0,0.0,6,3.43,08038
8,39,260,23,8.85,137,52.69,43,16.54,38,14.62,1,0.38,16,6.15,08039
8,40,210,21,10.0,94,44.76,45,21.43,30,14.29,3,1.43,15,7.14,08040
8,41,250,38,15.2,90,36.0,59,23.6,38,15.2,3,1.2,11,4.4,08041
8,42,282,21,7.45,128,45.39,44,15.6,38,13.48,3,1.06,42,14.89,08042
8,43,134,15,11.19,52,38.81,38,28.36,16,11.94,0,0.0,6,4.48,08043
8,44,160,22,13.75,56,35.0,40,25.0,28,17.5,1,0.63,7,4.38,08044
8,45,175,22,12.57,59,33.71,51,29.14,24,13.71,4,2.29,12,6.86,08045
8,46,180,19,10.56,74,41.11,40,22.22,31,17.22,2,1.11,10,5.56,08046
8,47,200,17,8.5,105,52.5,44,22.0,20,10.0,4,2.0,7,3.5,08047
8,48,225,26,11.56,92,40.89,55,24.44,27,12.0,4,1.78,12,5.33,08048
8,49,261,17,6.51,141,54.02,42,16.09,37,14.18,3,1.15,16,6.13,08049
8,50,260,14,5.38,154,59.23,38,14.62,34,13.08,3,1.15,11,4.23,08050
8,51,279,16,5.73,170,60.93,35,12.54,34,12.19,5,1.79,11,3.94,08051
8,52,350,23,6.57,184,52.57,62,17.71,37,10.57,4,1.14,30,8.57,08052
8,53,111,10,9.01,42,37.84,23,20.72,22,19.82,1,0.9,10,9.01,08053
8,54,178,30,16.85,61,34.27,47,26.4,24,13.48,1,0.56,7,3.93,08054
8,55,245,24,9.8,121,49.39,49,20.0,29,11.84,1,0.41,14,5.71,08055
8,56,280,24,8.57,140,50.0,49,17.5,42,15.0,2,0.71,16,5.71,08056
9,1,213,20,9.39,80,37.56,44,20.66,44,20.66,0,0.0,18,8.45,09001
9,2,207,32,15.46,73,35.27,40,19.32,33,15.94,10,4.83,10,4.83,09002
9,3,132,18,13.64,26,19.7,42,31.82,31,23.48,3,2.27,8,6.06,09003
9,4,181,27,14.92,61,33.7,36,19.89,39,21.55,2,1.1,10,5.52,09004
9,5,210,25,11.9,90,42.86,39,18.57,37,17.62,2,0.95,12,5.71,09005
9,6,225,31,13.78,102,45.33,42,18.67,30,13.33,3,1.33,8,3.56,09006
9,7,141,23,16.31,42,29.79,36,25.53,19,13.48,3,2.13,9,6.38,09007
9,8,196,28,14.29,69,35.2,30,15.31,48,24.49,3,1.53,12,6.12,09008
9,9,251,26,10.36,109,43.43,33,13.15,42,16.73,3,1.2,26,10.36,09009
9,10,190,22,11.58,56,29.47,40,21.05,56,29.47,4,2.11,6,3.16,09010
9,11,156,27,17.31,53,33.97,40,25.64,20,12.82,1,0.64,6,3.85,09011
9,12,250,23,9.2,138,55.2,32,12.8,33,13.2,1,0.4,18,7.2,09012
9,13,294,30,10.2,139,47.28,45,15.31,51,17.35,6,2.04,17,5.78,09013
9,14,295,21,7.12,144,48.81,46,15.59,48,16.27,4,1.36,26,8.81,09014
9,15,181,33,18.23,26,14.36,57,31.49,40,22.1,3,1.66,12,6.63,09015
9,16,236,29,12.29,85,36.02,49,20.76,49,20.76,3,1.27,15,6.36,09016
9,17,146,40,27.4,39,26.71,27,18.49,18,12.33,4,2.74,12,8.22,09017
9,18,158,20,12.66,63,39.87,34,21.52,29,18.35,0,0.0,7,4.43,09018
9,19,199,21,10.55,90,45.23,36,18.09,34,17.09,3,1.51,12,6.03,09019
9,20,203,33,16.26,68,33.5,54,26.6,27,13.3,3,1.48,12,5.91,09020
9,21,195,29,14.87,66,33.85,39,20.0,40,20.51,2,1.03,12,6.15,09021
9,22,257,25,9.73,125,48.64,45,17.51,46,17.9,1,0.39,11,4.28,09022
9,23,266,23,8.65,137,51.5,40,15.04,30,11.28,3,1.13,28,10.53,09023
9,24,260,31,11.92,120,46.15,33,12.69,47,18.08,3,1.15,16,6.15,09024
9,25,240,23,9.58,111,46.25,33,13.75,40,16.67,4,1.67,19,7.92,09025
9,26,183,21,11.48,39,21.31,49,26.78,37,20.22,4,2.19,19,10.38,09026
9,27,189,38,20.11,74,39.15,35,18.52,26,13.76,3,1.59,5,2.65,09027
9,28,95,26,27.37,28,29.47,17,17.89,15,15.79,1,1.05,5,5.26,09028
9,29,125,17,13.6,54,43.2,22,17.6,17,13.6,2,1.6,10,8.0,09029
9,30,167,33,19.76,66,39.52,30,17.96,29,17.37,3,1.8,4,2.4,09030
9,31,164,27,16.46,70,42.68,34,20.73,23,14.02,0,0.0,4,2.44,09031
9,32,230,26,11.3,99,43.04,51,22.17,36,15.65,2,0.87,9,3.91,09032
9,33,161,19,11.8,52,32.3,42,26.09,26,16.15,3,1.86,13,8.07,09033
9,34,163,29,17.79,50,30.67,42,25.77,31,19.02,0,0.0,5,3.07,09034
9,35,234,26,11.11,127,54.27,35,14.96,34,14.53,1,0.43,8,3.42,09035
9,36,186,21,11.29,75,40.32,30,16.13,37,19.89,3,1.61,12,6.45,09036
9,37,303,42,13.86,107,35.31,32,10.56,59,19.47,13,4.29,21,6.93,09037
9,38,216,27,12.5,78,36.11,45,20.83,44,20.37,2,0.93,16,7.41,09038
9,39,247,32,12.96,105,42.51,34,13.77,56,22.67,2,0.81,14,5.67,09039
9,40,285,25,8.77,132,46.32,58,20.35,50,17.54,2,0.7,11,3.86,09040
9,41,186,20,10.75,75,40.32,31,16.67,44,23.66,0,0.0,10,5.38,09041
9,42,261,14,5.36,128,49.04,39,14.94,50,19.16,4,1.53,19,7.28,09042
9,43,161,22,13.66,47,29.19,43,26.71,34,21.12,2,1.24,11,6.83,09043
9,44,213,21,9.86,88,41.31,32,15.02,41,19.25,4,1.88,22,10.33,09044
9,45,157,12,7.64,58,36.94,31,19.75,35,22.29,1,0.64,12,7.64,09045
9,46,232,34,14.66,84,36.21,40,17.24,44,18.97,4,1.72,11,4.74,09046
9,47,286,26,9.09,156,54.55,31,10.84,44,15.38,4,1.4,19,6.64,09047
9,48,254,22,8.66,115,45.28,46,18.11,48,18.9,1,0.39,15,5.91,09048
9,49,283,19,6.71,132,46.64,51,18.02,50,17.67,6,2.12,19,6.71,09049
9,50,363,23,6.34,211,58.13,40,11.02,55,15.15,5,1.38,19,5.23,09050
9,51,256,26,10.16,115,44.92,38,14.84,58,22.66,3,1.17,10,3.91,09051
10,1,190,70,36.84,39,20.53,34,17.89,34,17.89,2,1.05,5,2.63,10001
10,2,162,82,50.62,9,5.56,26,16.05,8,4.94,16,9.88,5,3.09,10002
10,3,163,70,42.94,25,15.34,26,15.95,15,9.2,9,5.52,4,2.45,10003
10,4,136,66,48.53,19,13.97,18,13.24,20,14.71,4,2.94,4,2.94,10004
10,5,136,69,50.74,10,7.35,18,13.24,11,8.09,7,5.15,2,1.47,10005
10,6,150,97,64.67,12,8.0,10,6.67,9,6.0,10,6.67,3,2.0,10006
10,7,119,78,65.55,11,9.24,6,5.04,11,9.24,6,5.04,2,1.68,10007
10,8,92,25,27.17,9,9.78,36,39.13,15,16.3,2,2.17,2,2.17,10008
10,9,152,64,42.11,16,10.53,22,14.47,8,5.26,15,9.87,6,3.95,10009
10,10,193,121,62.69,10,5.18,13,6.74,16,8.29,13,6.74,2,1.04,10010
10,11,233,152,65.24,15,6.44,21,9.01,15,6.44,18,7.73,6,2.58,10011
10,12,117,74,63.25,7,5.98,13,11.11,13,11.11,5,4.27,0,0.0,10012
10,13,183,113,61.75,22,12.02,23,12.57,12,6.56,2,1.09,6,3.28,10013
10,14,231,145,62.77,20,8.66,22,9.52,13,5.63,16,6.93,3,1.3,10014
10,15,412,65,15.78,126,30.58,90,21.84,70,16.99,10,2.43,35,8.5,10015
10,16,103,41,39.81,22,21.36,11,10.68,10,9.71,5,4.85,0,0.0,10016
10,17,262,109,41.6,31,11.83,28,10.69,25,9.54,26,9.92,7,2.67,10017
10,18,105,48,45.71,16,15.24,14,13.33,16,15.24,0,0.0,6,5.71,10018
10,19,200,118,59.0,18,9.0,25,12.5,13,6.5,13,6.5,1,0.5,10019
10,20,204,118,57.84,6,2.94,32,15.69,6,2.94,10,4.9,6,2.94,10020
10,21,202,136,67.33,12,5.94,22,10.89,11,5.45,10,4.95,2,0.99,10021
10,22,117,79,67.52,7,5.98,10,8.55,8,6.84,7,5.98,1,0.85,10022
10,23,169,112,66.27,8,4.73,23,13.61,6,3.55,10,5.92,3,1.78,10023
10,24,163,82,50.31,14,8.59,24,14.72,12,7.36,7,4.29,4,2.45,10024
10,25,56,25,44.64,7,12.5,11,19.64,7,12.5,1,1.79,2,3.57,10025
10,26,135,85,62.96,10,7.41,17,12.59,13,9.63,0,0.0,3,2.22,10026
10,27,154,59,38.31,23,14.94,28,18.18,20,12.99,5,3.25,8,5.19,10027
10,28,219,136,62.1,12,5.48,15,6.85,22,10.05,18,8.22,8,3.65,10028
10,29,195,126,64.62,15,7.69,19,9.74,14,7.18,8,4.1,4,2.05,10029
10,30,171,91,53.22,10,5.85,20,11.7,18,10.53,22,12.87,4,2.34,10030
10,31,139,78,56.12,11,7.91,16,11.51,9,6.47,13,9.35,1,0.72,10031
10,32,179,104,58.1,21,11.73,20,11.17,10,5.59,12,6.7,2,1.12,10032
10,33,144,87,60.42,8,5.56,19,13.19,9,6.25,13,9.03,1,0.69,10033
10,34,119,48,40.34,12,10.08,18,15.13,18,15.13,7,5.88,5,4.2,10034
10,35,209,117,55.98,21,10.05,22,10.53,11,5.26,17,8.13,2,0.96,10035
10,36,51,22,43.14,7,13.73,7,13.73,7,13.73,4,7.84,2,3.92,10036
11,1,285,86,30.18,39,13.68,52,18.25,25,8.77,41,14.39,10,3.51,11001
11,2,16,6,37.5,3,18.75,2,12.5,2,12.5,1,6.25,1,6.25,11002
11,3,264,96,36.36,48,18.18,19,7.2,24,9.09,47,17.8,9,3.41,11003
11,4,189,74,39.15,31,16.4,34,17.99,9,4.76,16,8.47,5,2.65,11004
11,5,352,105,29.83,57,16.19,37,10.51,44,12.5,59,16.76,13,3.69,11005
11,6,305,90,29.51,78,25.57,40,13.11,37,12.13,27,8.85,7,2.3,11006
11,7,262,53,20.23,46,17.56,35,13.36,41,15.65,35,13.36,18,6.87,11007
11,8,232,77,33.19,40,17.24,27,11.64,24,10.34,31,13.36,13,5.6,11008
11,9,235,68,28.94,39,16.6,36,15.32,18,7.66,40,17.02,7,2.98,11009
11,10,224,52,23.21,45,20.09,34,15.18,21,9.38,34,15.18,5,2.23,11010
11,11,233,65,27.9,40,17.17,37,15.88,22,9.44,26,11.16,9,3.86,11011
11,12,329,67,20.36,47,14.29,51,15.5,12,3.65,22,6.69,7,2.13,11012
11,13,282,58,20.57,43,15.25,50,17.73,17,6.03,23,8.16,4,1.42,11013
11,14,112,30,26.79,15,13.39,18,16.07,16,14.29,15,13.39,0,0.0,11014
11,15,88,28,31.82,10,11.36,11,12.5,11,12.5,16,18.18,6,6.82,11015
11,16,163,48,29.45,33,20.25,28,17.18,12,7.36,12,7.36,5,3.07,11016
11,17,357,103,28.85,62,17.37,39,10.92,43,12.04,45,12.61,10,2.8,11017
11,18,208,58,27.88,38,18.27,37,17.79,20,9.62,26,12.5,2,0.96,11018
11,19,323,77,23.84,73,22.6,30,9.29,29,8.98,48,14.86,23,7.12,11019
11,20,169,61,36.09,30,17.75,17,10.06,14,8.28,19,11.24,2,1.18,11020
11,21,357,92,25.77,69,19.33,43,12.04,27,7.56,29,8.12,14,3.92,11021
11,22,317,80,25.24,67,21.14,42,13.25,23,7.26,50,15.77,15,4.73,11022
11,23,174,58,33.33,24,13.79,26,14.94,19,10.92,23,13.22,0,0.0,11023
11,24,354,69,19.49,64,18.08,49,13.84,21,5.93,29,8.19,12,3.39,11024
11,25,300,77,25.67,62,20.67,39,13.0,40,13.33,35,11.67,6,2.0,11025
11,26,296,58,19.59,68,22.97,45,15.2,23,7.77,46,15.54,11,3.72,11026
11,27,90,29,32.22,18,20.0,8,8.89,6,6.67,17,18.89,2,2.22,11027
11,28,102,35,34.31,10,9.8,13,12.75,3,2.94,9,8.82,3,2.94,11028
11,29,289,89,30.8,57,19.72,39,13.49,20,6.92,26,9.0,4,1.38,11029
11,30,118,35,29.66,32,27.12,15,12.71,6,5.08,13,11.02,5,4.24,11030
11,31,249,77,30.92,35,14.06,29,11.65,11,4.42,30,12.05,11,4.42,11031
11,32,107,26,24.3,16,14.95,19,17.76,10,9.35,13,12.15,2,1.87,11032
11,33,281,68,24.2,80,28.47,31,11.03,43,15.3,17,6.05,10,3.56,11033
11,34,79,26,32.91,15,18.99,9,11.39,8,10.13,13,16.46,2,2.53,11034
11,35,37,12,32.43,8,21.62,5,13.51,4,10.81,3,8.11,1,2.7,11035
11,36,86,22,25.58,22,25.58,8,9.3,10,11.63,10,11.63,1,1.16,11036
11,37,63,13,20.63,26,41.27,2,3.17,8,12.7,9,14.29,3,4.76,11037
11,38,130,37,28.46,15,11.54,20,15.38,18,13.85,19,14.62,7,5.38,11038
12,1,273,136,49.82,25,9.16,39,14.29,23,8.42,26,9.52,9,3.3,12001
12,2,194,112,57.73,12,6.19,16,8.25,21,10.82,13,6.7,8,4.12,12002
12,3,355,167,47.04,54,15.21,31,8.73,30,8.45,44,12.39,9,2.54,12003
12,4,293,144,49.15,34,11.6,28,9.56,28,9.56,36,12.29,5,1.71,12004
12,5,213,100,46.95,35,16.43,21,9.86,16,7.51,14,6.57,6,2.82,12005
12,6,258,148,57.36,15,5.81,31,12.02,17,6.59,23,8.91,4,1.55,12006
12,7,237,133,56.12,19,8.02,12,5.06,31,13.08,29,12.24,6,2.53,12007
12,8,272,147,54.04,25,9.19,35,12.87,14,5.15,31,11.4,4,1.47,12008
12,9,209,111,53.11,23,11.0,16,7.66,21,10.05,17,8.13,6,2.87,12009
12,10,302,179,59.27,17,5.63,23,7.62,28,9.27,37,12.25,9,2.98,12010
12,11,244,171,70.08,5,2.05,15,6.15,21,8.61,22,9.02,4,1.64,12011
12,12,226,147,65.04,10,4.42,25,11.06,18,7.96,16,7.08,4,1.77,12012
12,13,226,132,58.41,19,8.41,26,11.5,14,6.19,18,7.96,3,1.33,12013
12,14,199,128,64.32,15,7.54,13,6.53,21,10.55,15,7.54,3,1.51,12014
12,15,202,124,61.39,10,4.95,35,17.33,15,7.43,8,3.96,3,1.49,12015
12,16,182,128,70.33,8,4.4,6,3.3,15,8.24,20,10.99,2,1.1,12016
12,17,248,144,58.06,19,7.66,25,10.08,13,5.24,27,10.89,8,3.23,12017
12,18,171,105,61.4,12,7.02,10,5.85,12,7.02,18,10.53,8,4.68,12018
12,19,227,122,53.74,17,7.49,15,6.61,24,10.57,36,15.86,3,1.32,12019
12,20,238,131,55.04,16,6.72,26,10.92,19,7.98,30,12.61,3,1.26,12020
12,21,220,121,55.0,30,13.64,25,11.36,10,4.55,16,7.27,7,3.18,12021
12,22,238,151,63.45,13,5.46,16,6.72,25,10.5,20,8.4,5,2.1,12022
12,23,274,132,48.18,21,7.66,30,10.95,31,11.31,27,9.85,11,4.01,12023
13,1,178,67,37.64,42,23.6,17,9.55,10,5.62,18,10.11,3,1.69,13001
13,2,182,49,26.92,72,39.56,17,9.34,8,4.4,11,6.04,3,1.65,13002
13,3,175,101,57.71,21,12.0,10,5.71,14,8.0,16,9.14,3,1.71,13003
13,4,191,59,30.89,43,22.51,30,15.71,13,6.81,15,7.85,6,3.14,13004
13,5,233,121,51.93,30,12.88,23,9.87,17,7.3,14,6.01,6,2.58,13005
13,6,233,69,29.61,60,25.75,30,12.88,11,4.72,29,12.45,7,3.0,13006
13,7,162,80,49.38,44,27.16,10,6.17,9,5.56,8,4.94,1,0.62,13007
13,8,154,70,45.45,30,19.48,13,8.44,9,5.84,6,3.9,4,2.6,13008
13,9,202,104,51.49,31,15.35,15,7.43,12,5.94,17,8.42,4,1.98,13009
13,10,195,55,28.21,51,26.15,26,13.33,10,5.13,15,7.69,4,2.05,13010
13,11,254,86,33.86,65,25.59,34,13.39,17,6.69,23,9.06,4,1.57,13011
13,12,189,75,39.68,34,17.99,21,11.11,19,10.05,13,6.88,4,2.12,13012
13,13,224,105,46.88,56,25.0,18,8.04,14,6.25,15,6.7,2,0.89,13013
13,14,192,92,47.92,40,20.83,15,7.81,13,6.77,14,7.29,6,3.13,13014
13,15,317,140,44.16,82,25.87,20,6.31,30,9.46,24,7.57,3,0.95,13015
13,16,142,70,49.3,25,17.61,13,9.15,13,9.15,13,9.15,1,0.7,13016
13,17,170,69,40.59,32,18.82,21,12.35,8,4.71,14,8.24,6,3.53,13017
13,18,159,54,33.96,37,23.27,26,16.35,10,6.29,11,6.92,4,2.52,13018
13,19,275,123,44.73,62,22.55,28,10.18,25,9.09,21,7.64,5,1.82,13019
13,20,132,33,25.0,36,27.27,21,15.91,8,6.06,8,6.06,3,2.27,13020
13,21,212,54,25.47,60,28.3,38,17.92,11,5.19,14,6.6,1,0.47,13021
13,22,198,61,30.81,45,22.73,33,16.67,6,3.03,13,6.57,3,1.52,13022
13,23,155,76,49.03,43,27.74,11,7.1,9,5.81,6,3.87,2,1.29,13023
13,24,193,71,36.79,60,31.09,8,4.15,17,8.81,19,9.84,0,0.0,13024
13,25,210,103,49.05,39,18.57,22,10.48,16,7.62,13,6.19,4,1.9,13025
13,26,183,68,37.16,45,24.59,28,15.3,16,8.74,10,5.46,2,1.09,13026
13,27,199,75,37.69,42,21.11,21,10.55,14,7.04,17,8.54,7,3.52,13027
13,28,164,72,43.9,43,26.22,11,6.71,8,4.88,18,10.98,3,1.83,13028
13,29,161,85,52.8,28,17.39,14,8.7,6,3.73,8,4.97,3,1.86,13029
13,30,184,91,49.46,47,25.54,19,10.33,10,5.43,8,4.35,1,0.54,13030
13,31,203,57,28.08,67,33.0,30,14.78,10,4.93,13,6.4,3,1.48,13031
13,32,180,66,36.67,32,17.78,26,14.44,9,5.0,19,10.56,3,1.67,13032
13,33,207,66,31.88,59,28.5,16,7.73,14,6.76,15,7.25,2,0.97,13033
13,34,291,82,28.18,153,52.58,13,4.47,16,5.5,16,5.5,3,1.03,13034
13,35,235,116,49.36,65,27.66,13,5.53,13,5.53,14,5.96,1,0.43,13035
13,36,143,80,55.94,26,18.18,9,6.29,5,3.5,10,6.99,1,0.7,13036
13,37,213,83,38.97,48,22.54,31,14.55,10,4.69,15,7.04,7,3.29,13037
13,38,188,63,33.51,51,27.13,16,8.51,8,4.26,17,9.04,3,1.6,13038
13,39,190,84,44.21,55,28.95,13,6.84,12,6.32,13,6.84,1,0.53,13039
13,40,188,83,44.15,36,19.15,23,12.23,10,5.32,13,6.91,5,2.66,13040
13,41,250,120,48.0,57,22.8,17,6.8,23,9.2,10,4.0,7,2.8,13041
13,42,217,58,26.73,77,35.48,29,13.36,10,4.61,14,6.45,1,0.46,13042
13,43,207,73,35.27,48,23.19,33,15.94,14,6.76,18,8.7,5,2.42,13043
13,44,212,89,41.98,76,35.85,11,5.19,18,8.49,9,4.25,1,0.47,13044
13,45,252,83,32.94,90,35.71,23,9.13,9,3.57,18,7.14,6,2.38,13045
13,46,228,110,48.25,55,24.12,17,7.46,15,6.58,21,9.21,1,0.44,13046
13,47,248,88,35.48,105,42.34,15,6.05,14,5.65,14,5.65,1,0.4,13047
13,48,184,46,25.0,73,39.67,18,9.78,13,7.07,13,7.07,1,0.54,13048
14,1,250,115,46.0,27,10.8,36,14.4,12,4.8,12,4.8,7,2.8,14001
14,2,290,151,52.07,28,9.66,28,9.66,20,6.9,32,11.03,8,2.76,14002
14,3,185,125,67.57,3,1.62,6,3.24,20,10.81,22,11.89,3,1.62,14003
14,4,201,92,45.77,24,11.94,22,10.95,9,4.48,17,8.46,3,1.49,14004
14,5,294,219,74.49,16,5.44,19,6.46,19,6.46,10,3.4,3,1.02,14005
14,6,123,99,80.49,6,4.88,2,1.63,5,4.07,8,6.5,0,0.0,14006
14,7,262,168,64.12,19,7.25,25,9.54,14,5.34,22,8.4,4,1.53,14007
14,8,227,139,61.23,11,4.85,22,9.69,20,8.81,17,7.49,7,3.08,14008
14,9,280,137,48.93,21,7.5,25,8.93,23,8.21,23,8.21,7,2.5,14009
14,10,144,90,62.5,11,7.64,16,11.11,5,3.47,14,9.72,3,2.08,14010
14,11,157,121,77.07,7,4.46,5,3.18,7,4.46,13,8.28,1,0.64,14011
14,12,193,120,62.18,20,10.36,18,9.33,6,3.11,13,6.74,5,2.59,14012
14,13,191,118,61.78,14,7.33,17,8.9,17,8.9,11,5.76,2,1.05,14013
14,14,224,149,66.52,10,4.46,14,6.25,15,6.7,20,8.93,2,0.89,14014
14,15,235,162,68.94,9,3.83,14,5.96,22,9.36,18,7.66,1,0.43,14015
14,16,165,105,63.64,4,2.42,23,13.94,13,7.88,8,4.85,0,0.0,14016
14,17,203,134,66.01,10,4.93,18,8.87,19,9.36,13,6.4,5,2.46,14017
14,18,105,58,55.24,6,5.71,13,12.38,5,4.76,11,10.48,1,0.95,14018
14,19,160,97,60.63,9,5.63,11,6.88,14,8.75,9,5.63,4,2.5,14019
14,20,158,98,62.03,7,4.43,17,10.76,17,10.76,14,8.86,0,0.0,14020
14,21,154,107,69.48,6,3.9,11,7.14,7,4.55,11,7.14,5,3.25,14021
14,22,280,162,57.86,24,8.57,38,13.57,18,6.43,10,3.57,5,1.79,14022
14,23,168,91,54.17,21,12.5,14,8.33,13,7.74,13,7.74,4,2.38,14023
14,24,270,139,51.48,25,9.26,29,10.74,14,5.19,14,5.19,2,0.74,14024
14,25,123,86,69.92,3,2.44,10,8.13,5,4.07,9,7.32,1,0.81,14025
14,26,171,109,63.74,10,5.85,12,7.02,14,8.19,15,8.77,1,0.58,14026
14,27,233,149,63.95,14,6.01,14,6.01,19,8.15,8,3.43,9,3.86,14027
14,28,160,103,64.38,4,2.5,8,5.0,13,8.13,15,9.38,4,2.5,14028
14,29,196,130,66.33,8,4.08,13,6.63,15,7.65,13,6.63,9,4.59,14029
14,30,122,85,69.67,5,4.1,6,4.92,6,4.92,12,9.84,2,1.64,14030
14,31,133,86,64.66,4,3.01,7,5.26,14,10.53,13,9.77,5,3.76,14031
15,1,193,133,68.91,5,2.59,14,7.25,16,8.29,12,6.22,5,2.59,15001
15,2,117,19,16.24,29,24.79,17,14.53,30,25.64,5,4.27,7,5.98,15002
15,3,133,23,17.29,35,26.32,29,21.8,24,18.05,1,0.75,15,11.28,15003
15,4,208,141,67.79,10,4.81,13,6.25,18,8.65,16,7.69,2,0.96,15004
15,5,164,106,64.63,11,6.71,13,7.93,11,6.71,18,10.98,0,0.0,15005
15,6,189,127,67.2,8,4.23,14,7.41,11,5.82,16,8.47,2,1.06,15006
15,7,111,18,16.22,30,27.03,29,26.13,19,17.12,2,1.8,7,6.31,15007
15,8,192,139,72.4,8,4.17,13,6.77,16,8.33,9,4.69,4,2.08,15008
15,9,239,154,64.44,12,5.02,15,6.28,31,12.97,18,7.53,3,1.26,15009
15,10,268,155,57.84,13,4.85,24,8.96,33,12.31,26,9.7,5,1.87,15010
15,11,224,132,58.93,13,5.8,19,8.48,32,14.29,11,4.91,2,0.89,15011
15,12,228,148,64.91,8,3.51,15,6.58,26,11.4,15,6.58,2,0.88,15012
15,13,199,128,64.32,11,5.53,13,6.53,21,10.55,15,7.54,1,0.5,15013
15,14,172,109,63.37,14,8.14,17,9.88,11,6.4,14,8.14,3,1.74,15014
15,15,168,113,67.26,8,4.76,16,9.52,14,8.33,8,4.76,2,1.19,15015
15,16,231,109,47.19,17,7.36,20,8.66,54,23.38,10,4.33,10,4.33,15016
15,17,139,24,17.27,33,23.74,40,28.78,26,18.71,1,0.72,8,5.76,15017
15,18,93,20,21.51,27,29.03,14,15.05,19,20.43,3,3.23,7,7.53,15018
15,19,180,78,43.33,21,11.67,31,17.22,25,13.89,11,6.11,5,2.78,15019
15,20,125,19,15.2,33,26.4,28,22.4,29,23.2,4,3.2,7,5.6,15020
15,21,128,22,17.19,31,24.22,22,17.19,35,27.34,4,3.13,10,7.81,15021
15,22,126,22,17.46,24,19.05,25,19.84,30,23.81,8,6.35,11,8.73,15022
15,23,131,16,12.21,40,30.53,26,19.85,33,25.19,3,2.29,8,6.11,15023
