ward,precinct,total,Kim Foxx,Kim Foxx Percent,Bill Conway,Bill Conway Percent,Donna More,Donna More Percent,Bob Fioretti,Bob Fioretti Percent,precinct_id
10,9,173,41,23.7,97,56.07,16,9.25,19,10.98,10009
10,10,196,47,23.98,99,50.51,24,12.24,26,13.27,10010
10,11,238,73,30.67,106,44.54,36,15.13,23,9.66,10011
10,12,120,25,20.83,64,53.33,20,16.67,11,9.17,10012
10,13,190,66,34.74,90,47.37,22,11.58,12,6.32,10013
10,14,251,45,17.93,140,55.78,33,13.15,33,13.15,10014
10,15,453,389,85.87,44,9.71,14,3.09,6,1.32,10015
10,16,119,23,19.33,68,57.14,20,16.81,8,6.72,10016
10,17,287,63,21.95,168,58.54,40,13.94,16,5.57,10017
10,18,112,55,49.11,38,33.93,15,13.39,4,3.57,10018
10,19,216,59,27.31,106,49.07,30,13.89,21,9.72,10019
10,20,220,54,24.55,130,59.09,26,11.82,10,4.55,10020
10,21,215,50,23.26,120,55.81,25,11.63,20,9.3,10021
10,22,118,32,27.12,54,45.76,16,13.56,16,13.56,10022
10,23,175,59,33.71,79,45.14,24,13.71,13,7.43,10023
10,24,181,49,27.07,91,50.28,21,11.6,20,11.05,10024
10,25,59,39,66.1,18,30.51,0,0.0,2,3.39,10025
10,26,144,49,34.03,57,39.58,22,15.28,16,11.11,10026
10,27,168,117,69.64,30,17.86,14,8.33,7,4.17,10027
10,28,232,76,32.76,107,46.12,32,13.79,17,7.33,10028
10,29,206,55,26.7,97,47.09,34,16.5,20,9.71,10029
10,30,178,55,30.9,84,47.19,30,16.85,9,5.06,10030
10,31,145,44,30.34,66,45.52,21,14.48,14,9.66,10031
10,32,188,58,30.85,83,44.15,30,15.96,17,9.04,10032
10,33,150,46,30.67,73,48.67,23,15.33,8,5.33,10033
10,34,129,69,53.49,38,29.46,13,10.08,9,6.98,10034
10,35,213,48,22.54,112,52.58,25,11.74,28,13.15,10035
10,36,52,36,69.23,11,21.15,4,7.69,1,1.92,10036
11,1,307,107,34.85,127,41.37,34,11.07,39,12.7,11001
11,2,18,12,66.67,5,27.78,1,5.56,0,0.0,11002
11,3,277,145,52.35,75,27.08,29,10.47,28,10.11,11003
11,4,209,59,28.23,94,44.98,33,15.79,23,11.0,11004
11,5,386,196,50.78,90,23.32,59,15.28,41,10.62,11005
11,6,348,166,47.7,112,32.18,58,16.67,12,3.45,11006
11,7,295,158,53.56,60,20.34,61,20.68,16,5.42,11007
11,8,245,78,31.84,106,43.27,40,16.33,21,8.57,11008
11,9,257,85,33.07,118,45.91,38,14.79,16,6.23,11009
11,10,253,71,28.06,126,49.8,36,14.23,20,7.91,11010
11,11,261,97,37.16,114,43.68,31,11.88,19,7.28,11011
11,12,383,49,12.79,272,71.02,36,9.4,26,6.79,11012
11,13,329,47,14.29,227,69.0,28,8.51,27,8.21,11013
11,14,144,33,22.92,78,54.17,18,12.5,15,10.42,11014
11,15,106,36,33.96,43,40.57,13,12.26,14,13.21,11015
11,16,188,36,19.15,101,53.72,29,15.43,22,11.7,11016
11,17,395,163,41.27,149,37.72,51,12.91,32,8.1,11017
11,18,241,62,25.73,132,54.77,27,11.2,20,8.3,11018
11,19,365,175,47.95,111,30.41,45,12.33,34,9.32,11019
11,20,199,41,20.6,119,59.8,14,7.04,25,12.56,11020
11,21,403,92,22.83,244,60.55,31,7.69,36,8.93,11021
11,22,351,120,34.19,154,43.87,39,11.11,38,10.83,11022
11,23,194,38,19.59,124,63.92,14,7.22,18,9.28,11023
11,24,406,64,15.76,271,66.75,37,9.11,34,8.37,11024
11,25,349,121,34.67,162,46.42,36,10.32,30,8.6,11025
11,26,328,89,27.13,167,50.91,42,12.8,30,9.15,11026
11,27,96,30,31.25,38,39.58,15,15.63,13,13.54,11027
11,28,106,21,19.81,67,63.21,6,5.66,12,11.32,11028
11,29,329,58,17.63,209,63.53,30,9.12,32,9.73,11029
11,30,143,29,20.28,83,58.04,14,9.79,17,11.89,11030
11,31,284,54,19.01,188,66.2,21,7.39,21,7.39,11031
11,32,132,25,18.94,76,57.58,10,7.58,21,15.91,11032
11,33,315,143,45.4,120,38.1,31,9.84,21,6.67,11033
11,34,100,34,34.0,50,50.0,7,7.0,9,9.0,11034
11,35,66,17,25.76,36,54.55,5,7.58,8,12.12,11035
11,36,97,33,34.02,41,42.27,15,15.46,8,8.25,11036
11,37,81,47,58.02,27,33.33,4,4.94,3,3.7,11037
11,38,137,63,45.99,43,31.39,23,16.79,8,5.84,11038
12,1,281,101,35.94,115,40.93,42,14.95,23,8.19,12001
12,2,203,67,33.0,106,52.22,17,8.37,13,6.4,12002
12,3,371,152,40.97,147,39.62,50,13.48,22,5.93,12003
12,4,293,121,41.3,103,35.15,43,14.68,26,8.87,12004
12,5,235,60,25.53,118,50.21,26,11.06,31,13.19,12005
12,6,267,94,35.21,114,42.7,33,12.36,26,9.74,12006
12,7,241,108,44.81,88,36.51,34,14.11,11,4.56,12007
12,8,286,83,29.02,148,51.75,30,10.49,25,8.74,12008
12,9,222,60,27.03,107,48.2,38,17.12,17,7.66,12009
12,10,302,139,46.03,97,32.12,46,15.23,20,6.62,12010
12,11,241,73,30.29,108,44.81,43,17.84,17,7.05,12011
12,12,232,63,27.16,122,52.59,23,9.91,24,10.34,12012
12,13,230,74,32.17,107,46.52,33,14.35,16,6.96,12013
12,14,202,87,43.07,82,40.59,24,11.88,9,4.46,12014
12,15,213,84,39.44,100,46.95,22,10.33,7,3.29,12015
12,16,182,65,35.71,79,43.41,26,14.29,12,6.59,12016
12,17,249,76,30.52,128,51.41,26,10.44,19,7.63,12017
12,18,171,79,46.2,59,34.5,24,14.04,9,5.26,12018
12,19,238,91,38.24,106,44.54,20,8.4,21,8.82,12019
12,20,251,92,36.65,114,45.42,30,11.95,15,5.98,12020
12,21,229,87,37.99,97,42.36,30,13.1,15,6.55,12021
12,22,245,108,44.08,87,35.51,37,15.1,13,5.31,12022
12,23,291,93,31.96,134,46.05,40,13.75,24,8.25,12023
13,1,195,25,12.82,116,59.49,22,11.28,32,16.41,13001
13,2,191,22,11.52,134,70.16,18,9.42,17,8.9,13002
13,3,181,58,32.04,83,45.86,28,15.47,12,6.63,13003
13,4,211,22,10.43,141,66.82,26,12.32,22,10.43,13004
13,5,243,74,30.45,123,50.62,28,11.52,18,7.41,13005
13,6,251,42,16.73,155,61.75,13,5.18,41,16.33,13006
13,7,155,34,21.94,83,53.55,29,18.71,9,5.81,13007
13,8,162,35,21.6,96,59.26,15,9.26,16,9.88,13008
13,9,207,53,25.6,100,48.31,39,18.84,15,7.25,13009
13,10,220,17,7.73,155,70.45,19,8.64,29,13.18,13010
13,11,264,53,20.08,165,62.5,33,12.5,13,4.92,13011
13,12,194,57,29.38,94,48.45,28,14.43,15,7.73,13012
13,13,222,58,26.13,111,50.0,35,15.77,18,8.11,13013
13,14,200,49,24.5,95,47.5,36,18.0,20,10.0,13014
13,15,314,99,31.53,148,47.13,45,14.33,22,7.01,13015
13,16,145,41,28.28,74,51.03,18,12.41,12,8.28,13016
13,17,179,26,14.53,122,68.16,19,10.61,12,6.7,13017
13,18,175,22,12.57,118,67.43,18,10.29,17,9.71,13018
13,19,269,94,34.94,108,40.15,42,15.61,25,9.29,13019
13,20,146,19,13.01,92,63.01,19,13.01,16,10.96,13020
13,21,242,23,9.5,171,70.66,12,4.96,36,14.88,13021
13,22,224,31,13.84,142,63.39,26,11.61,25,11.16,13022
13,23,144,38,26.39,75,52.08,19,13.19,12,8.33,13023
13,24,187,45,24.06,110,58.82,24,12.83,8,4.28,13024
13,25,216,59,27.31,104,48.15,33,15.28,20,9.26,13025
13,26,191,43,22.51,108,56.54,19,9.95,21,10.99,13026
13,27,203,42,20.69,119,58.62,23,11.33,19,9.36,13027
13,28,168,52,30.95,91,54.17,17,10.12,8,4.76,13028
13,29,170,36,21.18,100,58.82,18,10.59,16,9.41,13029
13,30,179,57,31.84,82,45.81,23,12.85,17,9.5,13030
13,31,218,27,12.39,147,67.43,21,9.63,23,10.55,13031
13,32,202,16,7.92,148,73.27,19,9.41,19,9.41,13032
13,33,221,25,11.31,144,65.16,23,10.41,29,13.12,13033
13,34,254,68,26.77,135,53.15,35,13.78,16,6.3,13034
13,35,223,49,21.97,111,49.78,44,19.73,19,8.52,13035
13,36,139,25,17.99,77,55.4,24,17.27,13,9.35,13036
13,37,220,87,39.55,100,45.45,17,7.73,16,7.27,13037
13,38,214,26,12.15,144,67.29,26,12.15,18,8.41,13038
13,39,193,45,23.32,98,50.78,27,13.99,23,11.92,13039
13,40,190,38,20.0,119,62.63,15,7.89,18,9.47,13040
13,41,252,71,28.17,114,45.24,50,19.84,17,6.75,13041
13,42,244,35,14.34,169,69.26,27,11.07,13,5.33,13042
13,43,212,55,25.94,106,50.0,32,15.09,19,8.96,13043
13,44,200,54,27.0,96,48.0,29,14.5,21,10.5,13044
13,45,247,51,20.65,141,57.09,29,11.74,26,10.53,13045
13,46,230,52,22.61,117,50.87,35,15.22,26,11.3,13046
13,47,235,67,28.51,104,44.26,37,15.74,27,11.49,13047
13,48,184,29,15.76,123,66.85,18,9.78,14,7.61,13048
14,1,276,21,7.61,214,77.54,18,6.52,23,8.33,14001
14,2,293,92,31.4,137,46.76,40,13.65,24,8.19,14002
14,3,181,63,34.81,78,43.09,24,13.26,16,8.84,14003
14,4,226,32,14.16,155,68.58,18,7.96,21,9.29,14004
14,5,281,107,38.08,118,41.99,38,13.52,18,6.41,14005
14,6,108,34,31.48,52,48.15,18,16.67,4,3.7,14006
14,7,269,87,32.34,117,43.49,47,17.47,18,6.69,14007
14,8,235,85,36.17,89,37.87,40,17.02,21,8.94,14008
14,9,303,56,18.48,188,62.05,33,10.89,26,8.58,14009
14,10,151,60,39.74,65,43.05,13,8.61,13,8.61,14010
14,11,121,32,26.45,60,49.59,21,17.36,8,6.61,14011
14,12,200,60,30.0,80,40.0,43,21.5,17,8.5,14012
14,13,200,59,29.5,93,46.5,32,16.0,16,8.0,14013
14,14,221,71,32.13,103,46.61,29,13.12,18,8.14,14014
14,15,232,74,31.9,98,42.24,46,19.83,14,6.03,14015
14,16,176,58,32.95,81,46.02,21,11.93,16,9.09,14016
14,17,202,86,42.57,76,37.62,31,15.35,9,4.46,14017
14,18,107,32,29.91,56,52.34,8,7.48,11,10.28,14018
14,19,160,42,26.25,78,48.75,30,18.75,10,6.25,14019
14,20,158,45,28.48,80,50.63,18,11.39,15,9.49,14020
14,21,158,68,43.04,58,36.71,23,14.56,9,5.7,14021
14,22,289,77,26.64,134,46.37,51,17.65,27,9.34,14022
14,23,177,48,27.12,91,51.41,25,14.12,13,7.34,14023
14,24,289,42,14.53,186,64.36,36,12.46,25,8.65,14024
14,25,123,41,33.33,57,46.34,19,15.45,6,4.88,14025
14,26,177,57,32.2,82,46.33,29,16.38,9,5.08,14026
14,27,234,81,34.62,105,44.87,33,14.1,15,6.41,14027
14,28,164,58,35.37,76,46.34,25,15.24,5,3.05,14028
14,29,181,66,36.46,83,45.86,27,14.92,5,2.76,14029
14,30,126,54,42.86,45,35.71,16,12.7,11,8.73,14030
14,31,133,47,35.34,54,40.6,24,18.05,8,6.02,14031
15,1,193,59,30.57,83,43.01,31,16.06,20,10.36,15001
15,2,122,102,83.61,15,12.3,2,1.64,3,2.46,15002
15,3,146,124,84.93,12,8.22,5,3.42,5,3.42,15003
15,4,202,60,29.7,102,50.5,25,12.38,15,7.43,15004
15,5,163,54,33.13,75,46.01,25,15.34,9,5.52,15005
15,6,193,54,27.98,90,46.63,37,19.17,12,6.22,15006
15,7,128,107,83.59,15,11.72,4,3.13,2,1.56,15007
15,8,196,56,28.57,103,52.55,26,13.27,11,5.61,15008
15,9,253,80,31.62,117,46.25,36,14.23,20,7.91,15009
15,10,266,72,27.07,129,48.5,42,15.79,23,8.65,15010
15,11,220,71,32.27,97,44.09,40,18.18,12,5.45,15011
15,12,238,81,34.03,112,47.06,28,11.76,17,7.14,15012
15,13,205,71,34.63,92,44.88,29,14.15,13,6.34,15013
15,14,175,71,40.57,58,33.14,35,20.0,11,6.29,15014
15,15,167,65,38.92,70,41.92,24,14.37,8,4.79,15015
15,16,232,91,39.22,97,41.81,33,14.22,11,4.74,15016
15,17,152,122,80.26,19,12.5,8,5.26,3,1.97,15017
15,18,115,94,81.74,12,10.43,4,3.48,5,4.35,15018
15,19,194,89,45.88,74,38.14,19,9.79,12,6.19,15019
15,20,142,123,86.62,14,9.86,4,2.82,1,0.7,15020
15,21,142,119,83.8,13,9.15,7,4.93,3,2.11,15021
15,22,144,115,79.86,17,11.81,9,6.25,3,2.08,15022
15,23,144,111,77.08,25,17.36,6,4.17,2,1.39,15023
15,24,119,100,84.03,9,7.56,6,5.04,4,3.36,15024
16,1,187,60,32.09,83,44.39,34,18.18,10,5.35,16001
16,2,177,137,77.4,26,14.69,9,5.08,5,2.82,16002
16,3,134,114,85.07,10,7.46,9,6.72,1,0.75,16003
16,4,157,127,80.89,11,7.01,12,7.64,7,4.46,16004
16,5,111,94,84.68,11,9.91,5,4.5,1,0.9,16005
16,6,170,142,83.53,16,9.41,7,4.12,5,2.94,16006
16,7,161,122,75.78,17,10.56,15,9.32,7,4.35,16007
16,8,97,72,74.23,20,20.62,2,2.06,3,3.09,16008
16,9,156,130,83.33,17,10.9,3,1.92,6,3.85,16009
16,10,144,123,85.42,12,8.33,3,2.08,6,4.17,16010
16,11,152,110,72.37,27,17.76,8,5.26,7,4.61,16011
16,12,135,96,71.11,24,17.78,10,7.41,5,3.7,16012
16,13,146,70,47.95,49,33.56,21,14.38,6,4.11,16013
16,14,126,105,83.33,10,7.94,10,7.94,1,0.79,16014
16,15,174,144,82.76,18,10.34,7,4.02,5,2.87,16015
16,16,157,129,82.17,13,8.28,7,4.46,8,5.1,16016
16,17,162,95,58.64,38,23.46,22,13.58,7,4.32,16017
16,18,114,79,69.3,21,18.42,13,11.4,1,0.88,16018
16,19,167,125,74.85,32,19.16,10,5.99,0,0.0,16019
16,20,125,106,84.8,13,10.4,3,2.4,3,2.4,16020
16,21,140,117,83.57,14,10.0,5,3.57,4,2.86,16021
16,22,136,110,80.88,14,10.29,10,7.35,2,1.47,16022
16,23,161,79,49.07,55,34.16,19,11.8,8,4.97,16023
16,24,96,82,85.42,8,8.33,6,6.25,0,0.0,16024
16,25,179,155,86.59,13,7.26,6,3.35,5,2.79,16025
16,26,145,130,89.66,10,6.9,3,2.07,2,1.38,16026
16,27,135,117,86.67,11,8.15,5,3.7,2,1.48,16027
16,28,172,138,80.23,22,12.79,7,4.07,5,2.91,16028
16,29,126,105,83.33,15,11.9,4,3.17,2,1.59,16029
16,30,111,100,90.09,4,3.6,6,5.41,1,0.9,16030
16,31,196,165,84.18,17,8.67,8,4.08,6,3.06,16031
16,32,177,70,39.55,65,36.72,28,15.82,14,7.91,16032
16,33,113,103,91.15,8,7.08,2,1.77,0,0.0,16033
16,34,158,130,82.28,19,12.03,6,3.8,3,1.9,16034
16,35,215,124,57.67,52,24.19,32,14.88,7,3.26,16035
16,36,114,102,89.47,6,5.26,5,4.39,1,0.88,16036
17,1,223,110,49.33,71,31.84,32,14.35,10,4.48,17001
17,2,207,176,85.02,18,8.7,6,2.9,7,3.38,17002
17,3,218,176,80.73,28,12.84,7,3.21,7,3.21,17003
17,4,281,248,88.26,17,6.05,13,4.63,3,1.07,17004
17,5,146,123,84.25,12,8.22,6,4.11,5,3.42,17005
17,6,184,146,79.35,20,10.87,8,4.35,10,5.43,17006
17,7,177,102,57.63,48,27.12,17,9.6,10,5.65,17007
17,8,180,144,80.0,23,12.78,10,5.56,3,1.67,17008
17,9,166,147,88.55,10,6.02,5,3.01,4,2.41,17009
17,10,288,244,84.72,23,7.99,16,5.56,5,1.74,17010
17,11,161,136,84.47,14,8.7,11,6.83,0,0.0,17011
17,12,244,136,55.74,66,27.05,30,12.3,12,4.92,17012
17,13,150,131,87.33,12,8.0,5,3.33,2,1.33,17013
17,14,164,91,55.49,34,20.73,27,16.46,12,7.32,17014
17,15,223,193,86.55,13,5.83,13,5.83,4,1.79,17015
17,16,197,127,64.47,40,20.3,21,10.66,9,4.57,17016
17,17,201,159,79.1,24,11.94,10,4.98,8,3.98,17017
17,18,277,245,88.45,16,5.78,11,3.97,5,1.81,17018
17,19,118,98,83.05,10,8.47,9,7.63,1,0.85,17019
17,20,287,255,88.85,16,5.57,13,4.53,3,1.05,17020
17,21,324,277,85.49,24,7.41,16,4.94,7,2.16,17021
17,22,176,154,87.5,13,7.39,7,3.98,2,1.14,17022
17,23,141,117,82.98,13,9.22,8,5.67,3,2.13,17023
17,24,254,220,86.61,20,7.87,9,3.54,5,1.97,17024
17,25,161,118,73.29,25,15.53,16,9.94,2,1.24,17025
17,26,245,213,86.94,24,9.8,7,2.86,1,0.41,17026
17,27,214,189,88.32,12,5.61,12,5.61,1,0.47,17027
17,28,169,139,82.25,19,11.24,10,5.92,1,0.59,17028
17,29,158,133,84.18,14,8.86,10,6.33,1,0.63,17029
17,30,147,79,53.74,41,27.89,22,14.97,5,3.4,17030
17,31,127,105,82.68,12,9.45,9,7.09,1,0.79,17031
17,32,170,156,91.76,8,4.71,6,3.53,0,0.0,17032
17,33,105,93,88.57,5,4.76,3,2.86,4,3.81,17033
17,34,135,117,86.67,10,7.41,5,3.7,3,2.22,17034
17,35,104,99,95.19,3,2.88,2,1.92,0,0.0,17035
17,36,199,169,84.92,16,8.04,8,4.02,6,3.02,17036
17,37,216,181,83.8,22,10.19,9,4.17,4,1.85,17037
17,38,225,198,88.0,13,5.78,5,2.22,9,4.0,17038
17,39,236,204,86.44,21,8.9,8,3.39,3,1.27,17039
17,40,248,213,85.89,17,6.85,11,4.44,7,2.82,17040
17,41,291,258,88.66,18,6.19,9,3.09,6,2.06,17041
18,1,210,166,79.05,28,13.33,14,6.67,2,0.95,18001
18,2,194,101,52.06,67,34.54,14,7.22,12,6.19,18002
18,3,187,82,43.85,75,40.11,20,10.7,10,5.35,18003
18,4,291,246,84.54,29,9.97,14,4.81,2,0.69,18004
18,5,155,136,87.74,9,5.81,7,4.52,3,1.94,18005
18,6,221,97,43.89,97,43.89,20,9.05,7,3.17,18006
18,7,218,148,67.89,44,20.18,12,5.5,14,6.42,18007
18,8,265,222,83.77,27,10.19,10,3.77,6,2.26,18008
18,9,256,207,80.86,31,12.11,12,4.69,6,2.34,18009
18,10,373,298,79.89,43,11.53,21,5.63,11,2.95,18010
18,11,203,130,64.04,51,25.12,15,7.39,7,3.45,18011
18,12,206,165,80.1,17,8.25,15,7.28,9,4.37,18012
18,13,270,224,82.96,23,8.52,16,5.93,7,2.59,18013
18,14,284,244,85.92,24,8.45,9,3.17,7,2.46,18014
18,15,248,137,55.24,72,29.03,30,12.1,9,3.63,18015
18,16,238,202,84.87,22,9.24,7,2.94,7,2.94,18016
18,17,251,176,70.12,41,16.33,24,9.56,10,3.98,18017
18,18,230,204,88.7,15,6.52,5,2.17,6,2.61,18018
18,19,224,204,91.07,10,4.46,8,3.57,2,0.89,18019
18,20,190,172,90.53,11,5.79,6,3.16,1,0.53,18020
18,21,317,251,79.18,35,11.04,20,6.31,11,3.47,18021
18,22,329,279,84.8,32,9.73,12,3.65,6,1.82,18022
18,23,228,175,76.75,29,12.72,11,4.82,13,5.7,18023
18,24,188,39,20.74,113,60.11,22,11.7,14,7.45,18024
18,25,208,71,34.13,100,48.08,16,7.69,21,10.1,18025
18,26,337,290,86.05,27,8.01,13,3.86,7,2.08,18026
18,27,210,166,79.05,22,10.48,13,6.19,9,4.29,18027
18,28,217,68,31.34,112,51.61,19,8.76,18,8.29,18028
18,29,257,163,63.42,59,22.96,24,9.34,11,4.28,18029
18,30,260,72,27.69,131,50.38,40,15.38,17,6.54,18030
18,31,265,187,70.57,56,21.13,11,4.15,11,4.15,18031
18,32,271,235,86.72,23,8.49,9,3.32,4,1.48,18032
18,33,199,184,92.46,8,4.02,5,2.51,2,1.01,18033
18,34,326,293,89.88,24,7.36,6,1.84,3,0.92,18034
18,35,311,268,86.17,26,8.36,12,3.86,5,1.61,18035
18,36,231,129,55.84,68,29.44,19,8.23,15,6.49,18036
18,37,323,270,83.59,35,10.84,11,3.41,7,2.17,18037
18,38,235,214,91.06,9,3.83,8,3.4,4,1.7,18038
18,39,178,133,74.72,23,12.92,14,7.87,8,4.49,18039
18,40,243,126,51.85,69,28.4,31,12.76,17,7.0,18040
18,41,320,270,84.38,33,10.31,10,3.13,7,2.19,18041
18,42,193,143,74.09,25,12.95,20,10.36,5,2.59,18042
18,43,161,58,36.02,67,41.61,27,16.77,9,5.59,18043
18,44,209,76,36.36,101,48.33,23,11.0,9,4.31,18044
18,45,193,108,55.96,54,27.98,20,10.36,11,5.7,18045
18,46,240,83,34.58,116,48.33,30,12.5,11,4.58,18046
18,47,172,135,78.49,21,12.21,14,8.14,2,1.16,18047
18,48,166,130,78.31,23,13.86,7,4.22,6,3.61,18048
18,49,143,122,85.31,12,8.39,6,4.2,3,2.1,18049
18,50,165,121,73.33,24,14.55,12,7.27,8,4.85,18050
19,1,274,26,9.49,210,76.64,23,8.39,15,5.47,19001
19,2,444,292,65.77,94,21.17,39,8.78,19,4.28,19002
19,3,207,7,3.38,175,84.54,14,6.76,11,5.31,19003
19,4,303,26,8.58,252,83.17,16,5.28,9,2.97,19004
19,5,392,188,47.96,137,34.95,48,12.24,19,4.85,19005
19,6,286,29,10.14,211,73.78,21,7.34,25,8.74,19006
19,7,256,43,16.8,154,60.16,42,16.41,17,6.64,19007
19,8,282,13,4.61,224,79.43,28,9.93,17,6.03,19008
19,9,222,35,15.77,147,66.22,28,12.61,12,5.41,19009
19,10,385,170,44.16,137,35.58,57,14.81,21,5.45,19010
19,11,274,10,3.65,224,81.75,14,5.11,26,9.49,19011
19,12,233,11,4.72,197,84.55,13,5.58,12,5.15,19012
19,13,369,314,85.09,31,8.4,15,4.07,9,2.44,19013
19,14,308,148,48.05,110,35.71,34,11.04,16,5.19,19014
19,15,303,28,9.24,219,72.28,25,8.25,31,10.23,19015
19,16,298,16,5.37,250,83.89,9,3.02,23,7.72,19016
19,17,266,29,10.9,197,74.06,23,8.65,17,6.39,19017
19,18,346,129,37.28,153,44.22,41,11.85,23,6.65,19018
19,19,434,163,37.56,194,44.7,50,11.52,27,6.22,19019
19,20,334,215,64.37,80,23.95,26,7.78,13,3.89,19020
19,21,238,21,8.82,180,75.63,18,7.56,19,7.98,19021
19,22,376,131,34.84,177,47.07,41,10.9,27,7.18,19022
19,23,324,39,12.04,240,74.07,36,11.11,9,2.78,19023
19,24,222,11,4.95,181,81.53,15,6.76,15,6.76,19024
19,25,324,88,27.16,187,57.72,39,12.04,10,3.09,19025
19,26,327,75,22.94,184,56.27,47,14.37,21,6.42,19026
19,27,318,197,61.95,76,23.9,23,7.23,22,6.92,19027
19,28,346,282,81.5,39,11.27,18,5.2,7,2.02,19028
19,29,250,21,8.4,200,80.0,15,6.0,14,5.6,19029
19,30,254,16,6.3,208,81.89,15,5.91,15,5.91,19030
19,31,306,90,29.41,158,51.63,38,12.42,20,6.54,19031
19,32,267,41,15.36,180,67.42,24,8.99,22,8.24,19032
19,33,284,17,5.99,234,82.39,18,6.34,15,5.28,19033
19,34,311,95,30.55,159,51.13,42,13.5,15,4.82,19034
19,35,306,93,30.39,160,52.29,34,11.11,19,6.21,19035
19,36,403,269,66.75,83,20.6,32,7.94,19,4.71,19036
19,37,329,203,61.7,77,23.4,34,10.33,15,4.56,19037
19,38,287,183,63.76,66,23.0,18,6.27,20,6.97,19038
19,39,97,74,76.29,15,15.46,6,6.19,2,2.06,19039
19,40,340,141,41.47,130,38.24,39,11.47,30,8.82,19040
19,41,246,15,6.1,204,82.93,13,5.28,14,5.69,19041
19,42,252,151,59.92,78,30.95,15,5.95,8,3.17,19042
19,43,420,340,80.95,46,10.95,25,5.95,9,2.14,19043
19,44,309,19,6.15,248,80.26,22,7.12,20,6.47,19044
19,45,304,39,12.83,226,74.34,16,5.26,23,7.57,19045
19,46,328,29,8.84,263,80.18,24,7.32,12,3.66,19046
19,47,461,299,64.86,104,22.56,34,7.38,24,5.21,19047
19,48,342,292,85.38,26,7.6,15,4.39,9,2.63,19048
19,49,377,277,73.47,51,13.53,23,6.1,26,6.9,19049
19,50,252,55,21.83,163,64.68,25,9.92,9,3.57,19050
19,51,339,49,14.45,235,69.32,30,8.85,25,7.37,19051
19,52,293,21,7.17,224,76.45,22,7.51,26,8.87,19052
19,53,262,52,19.85,173,66.03,21,8.02,16,6.11,19053
19,54,222,21,9.46,159,71.62,23,10.36,19,8.56,19054
19,55,220,11,5.0,180,81.82,20,9.09,9,4.09,19055
19,56,356,152,42.7,130,36.52,52,14.61,22,6.18,19056
19,57,314,143,45.54,108,34.39,49,15.61,14,4.46,19057
20,1,250,211,84.4,17,6.8,15,6.0,7,2.8,20001
20,2,71,64,90.14,5,7.04,2,2.82,0,0.0,20002
20,3,203,171,84.24,20,9.85,9,4.43,3,1.48,20003
20,4,101,78,77.23,19,18.81,4,3.96,0,0.0,20004
20,5,272,238,87.5,19,6.99,7,2.57,8,2.94,20005
20,6,93,83,89.25,5,5.38,3,3.23,2,2.15,20006
20,7,225,187,83.11,22,9.78,12,5.33,4,1.78,20007
20,8,221,188,85.07,18,8.14,8,3.62,7,3.17,20008
20,9,389,328,84.32,32,8.23,17,4.37,12,3.08,20009
20,10,164,149,90.85,11,6.71,2,1.22,2,1.22,20010
20,11,314,264,84.08,34,10.83,9,2.87,7,2.23,20011
20,12,172,140,81.4,15,8.72,10,5.81,7,4.07,20012
20,13,252,207,82.14,29,11.51,8,3.17,8,3.17,20013
20,14,137,119,86.86,8,5.84,7,5.11,3,2.19,20014
20,15,193,78,40.41,76,39.38,29,15.03,10,5.18,20015
20,16,302,237,78.48,36,11.92,21,6.95,8,2.65,20016
20,17,137,75,54.74,39,28.47,14,10.22,9,6.57,20017
20,18,148,129,87.16,15,10.14,3,2.03,1,0.68,20018
20,19,229,186,81.22,29,12.66,11,4.8,3,1.31,20019
20,20,137,70,51.09,40,29.2,18,13.14,9,6.57,20020
20,21,150,111,74.0,23,15.33,12,8.0,4,2.67,20021
20,22,319,274,85.89,26,8.15,13,4.08,6,1.88,20022
20,23,214,170,79.44,27,12.62,10,4.67,7,3.27,20023
20,24,285,227,79.65,27,9.47,21,7.37,10,3.51,20024
20,25,155,129,83.23,11,7.1,9,5.81,6,3.87,20025
20,26,245,194,79.18,34,13.88,10,4.08,7,2.86,20026
20,27,126,109,86.51,7,5.56,4,3.17,6,4.76,20027
20,28,126,114,90.48,6,4.76,3,2.38,3,2.38,20028
20,29,255,215,84.31,25,9.8,9,3.53,6,2.35,20029
20,30,109,90,82.57,11,10.09,6,5.5,2,1.83,20030
20,31,281,235,83.63,28,9.96,15,5.34,3,1.07,20031
20,32,180,146,81.11,20,11.11,9,5.0,5,2.78,20032
20,33,147,114,77.55,16,10.88,10,6.8,7,4.76,20033
20,34,360,295,81.94,26,7.22,29,8.06,10,2.78,20034
20,35,147,115,78.23,21,14.29,8,5.44,3,2.04,20035
20,36,60,50,83.33,5,8.33,0,0.0,5,8.33,20036
20,37,59,50,84.75,6,10.17,2,3.39,1,1.69,20037
20,38,71,52,73.24,13,18.31,2,2.82,4,5.63,20038
20,39,14,14,100.0,0,0.0,0,0.0,0,0.0,20039
21,1,270,237,87.78,18,6.67,14,5.19,1,0.37,21001
21,2,201,168,83.58,23,11.44,7,3.48,3,1.49,21002
21,3,274,239,87.23,18,6.57,16,5.84,1,0.36,21003
21,4,226,202,89.38,19,8.41,2,0.88,3,1.33,21004
21,5,301,256,85.05,22,7.31,11,3.65,12,3.99,21005
21,6,229,199,86.9,17,7.42,10,4.37,3,1.31,21006
