ward,precinct,total,Chakena Sims (Elizabeth Warren),Chakena Sims (Elizabeth Warren) Percent,"Allen Louis Linton, II (Elizabeth Warr","Allen Louis Linton, II (Elizabeth Warr Percent",Grace Chan McKibben (Elizabeth Warren),Grace Chan McKibben (Elizabeth Warren) Percent,William E. Hall (Elizabeth Warren),William E. Hall (Elizabeth Warren) Percent,Shelley Davis (Elizabeth Warren),Shelley Davis (Elizabeth Warren) Percent,Nicholas ''Nick'' Shields (Elizabeth W,Nicholas ''Nick'' Shields (Elizabeth W Percent,Rebecca Zorach (Elizabeth Warren),Rebecca Zorach (Elizabeth Warren) Percent,Devlin Joseph Schoop (Elizabeth Warren,Devlin Joseph Schoop (Elizabeth Warren Percent,Jeanette Taylor (Bernie Sanders),Jeanette Taylor (Bernie Sanders) Percent,Maria R. Bell (Bernie Sanders),Maria R. Bell (Bernie Sanders) Percent,Naomi Davis (Bernie Sanders),Naomi Davis (Bernie Sanders) Percent,Patricia L. Guinn (Bernie Sanders),Patricia L. Guinn (Bernie Sanders) Percent,Robert Peters (Bernie Sanders),Robert Peters (Bernie Sanders) Percent,Rodney Gipson (Bernie Sanders),Rodney Gipson (Bernie Sanders) Percent,Raheem Uqdah (Bernie Sanders),Raheem Uqdah (Bernie Sanders) Percent,Larry Gilman (Bernie Sanders),Larry Gilman (Bernie Sanders) Percent,Preston Brown Jr (Bernie Sanders),Preston Brown Jr (Bernie Sanders) Percent,Evajamania Brown (Bernie Sanders),Evajamania Brown (Bernie Sanders) Percent,Linda Hudson (Bernie Sanders),Linda Hudson (Bernie Sanders) Percent,Darren Fuller (Andrew Yang),Darren Fuller (Andrew Yang) Percent,Carol Horton (Andrew Yang),Carol Horton (Andrew Yang) Percent,Ben Silvian (Andrew Yang),Ben Silvian (Andrew Yang) Percent,Laura Sieh (Andrew Yang),Laura Sieh (Andrew Yang) Percent,John Hart (Amy J. Klobuchar),John Hart (Amy J. Klobuchar) Percent,Myra Hart (Amy J. Klobuchar),Myra Hart (Amy J. Klobuchar) Percent,Norene Shader (Amy J. Klobuchar),Norene Shader (Amy J. Klobuchar) Percent,precinct_id
34,25,2501,33,1.32,12,0.48,11,0.44,22,0.88,24,0.96,17,0.68,19,0.76,14,0.56,83,3.32,65,2.6,89,3.56,72,2.88,50,2.0,55,2.2,50,2.0,47,1.88,62,2.48,54,2.16,55,2.2,4,0.16,4,0.16,1,0.04,7,0.28,2,0.08,8,0.32,7,0.28,34025
34,26,1780,27,1.52,11,0.62,12,0.67,13,0.73,24,1.35,11,0.62,17,0.96,13,0.73,56,3.15,54,3.03,62,3.48,46,2.58,36,2.02,38,2.13,34,1.91,29,1.63,37,2.08,35,1.97,45,2.53,4,0.22,6,0.34,9,0.51,10,0.56,2,0.11,4,0.22,1,0.06,34026
34,29,1330,16,1.2,7,0.53,10,0.75,12,0.9,14,1.05,7,0.53,7,0.53,10,0.75,43,3.23,39,2.93,44,3.31,31,2.33,24,1.8,28,2.11,26,1.95,26,1.95,44,3.31,39,2.93,31,2.33,6,0.45,6,0.45,7,0.53,6,0.45,2,0.15,7,0.53,2,0.15,34029
34,30,708,7,0.99,3,0.42,0,0.0,1,0.14,8,1.13,0,0.0,2,0.28,3,0.42,19,2.68,19,2.68,22,3.11,19,2.68,14,1.98,18,2.54,14,1.98,14,1.98,19,2.68,17,2.4,14,1.98,3,0.42,3,0.42,1,0.14,3,0.42,1,0.14,0,0.0,0,0.0,34030
34,31,1064,15,1.41,9,0.85,14,1.32,13,1.22,17,1.6,9,0.85,9,0.85,7,0.66,35,3.29,34,3.2,40,3.76,30,2.82,15,1.41,15,1.41,17,1.6,15,1.41,27,2.54,23,2.16,26,2.44,5,0.47,8,0.75,7,0.66,6,0.56,1,0.09,1,0.09,1,0.09,34031
34,32,1395,19,1.36,8,0.57,10,0.72,11,0.79,13,0.93,5,0.36,7,0.5,4,0.29,48,3.44,45,3.23,49,3.51,46,3.3,35,2.51,31,2.22,34,2.44,31,2.22,39,2.8,32,2.29,36,2.58,5,0.36,7,0.5,2,0.14,4,0.29,0,0.0,4,0.29,4,0.29,34032
34,33,1033,7,0.68,9,0.87,5,0.48,7,0.68,9,0.87,4,0.39,5,0.48,4,0.39,18,1.74,13,1.26,23,2.23,13,1.26,14,1.36,14,1.36,14,1.36,13,1.26,14,1.36,10,0.97,7,0.68,4,0.39,2,0.19,2,0.19,4,0.39,1,0.1,0,0.0,0,0.0,34033
34,34,1950,41,2.1,20,1.03,18,0.92,18,0.92,27,1.38,15,0.77,11,0.56,15,0.77,62,3.18,58,2.97,63,3.23,52,2.67,47,2.41,39,2.0,44,2.26,42,2.15,39,2.0,34,1.74,33,1.69,6,0.31,6,0.31,2,0.1,8,0.41,4,0.21,5,0.26,4,0.21,34034
34,35,1792,30,1.67,12,0.67,13,0.73,13,0.73,18,1.0,6,0.33,8,0.45,13,0.73,64,3.57,53,2.96,67,3.74,66,3.68,38,2.12,44,2.46,34,1.9,36,2.01,55,3.07,45,2.51,43,2.4,8,0.45,2,0.11,4,0.22,5,0.28,3,0.17,2,0.11,3,0.17,34035
34,40,1617,21,1.3,8,0.49,12,0.74,12,0.74,15,0.93,8,0.49,12,0.74,8,0.49,44,2.72,40,2.47,50,3.09,51,3.15,30,1.86,35,2.16,32,1.98,26,1.61,48,2.97,45,2.78,49,3.03,6,0.37,9,0.56,6,0.37,5,0.31,6,0.37,4,0.25,2,0.12,34040
34,41,173,3,1.73,3,1.73,2,1.16,3,1.73,4,2.31,1,0.58,2,1.16,3,1.73,3,1.73,5,2.89,3,1.73,2,1.16,2,1.16,4,2.31,2,1.16,1,0.58,4,2.31,4,2.31,6,3.47,0,0.0,1,0.58,0,0.0,1,0.58,0,0.0,0,0.0,0,0.0,34041
34,42,1745,29,1.66,12,0.69,14,0.8,12,0.69,28,1.6,19,1.09,15,0.86,16,0.92,45,2.58,51,2.92,61,3.5,46,2.64,30,1.72,33,1.89,32,1.83,22,1.26,30,1.72,30,1.72,42,2.41,7,0.4,7,0.4,10,0.57,9,0.52,2,0.11,4,0.23,4,0.23,34042
34,43,1537,12,0.78,6,0.39,6,0.39,7,0.46,23,1.5,6,0.39,6,0.39,6,0.39,32,2.08,27,1.76,28,1.82,25,1.63,16,1.04,13,0.85,14,0.91,12,0.78,27,1.76,20,1.3,28,1.82,5,0.33,3,0.2,1,0.07,6,0.39,2,0.13,5,0.33,0,0.0,34043
34,44,1578,26,1.65,9,0.57,7,0.44,10,0.63,24,1.52,6,0.38,12,0.76,13,0.82,50,3.17,45,2.85,53,3.36,43,2.72,27,1.71,28,1.77,31,1.96,24,1.52,32,2.03,23,1.46,27,1.71,5,0.32,5,0.32,4,0.25,7,0.44,2,0.13,3,0.19,1,0.06,34044
34,45,1435,20,1.39,11,0.77,10,0.7,13,0.91,15,1.05,11,0.77,10,0.7,18,1.25,38,2.65,37,2.58,47,3.28,33,2.3,24,1.67,25,1.74,24,1.67,20,1.39,25,1.74,35,2.44,30,2.09,6,0.42,3,0.21,6,0.42,3,0.21,4,0.28,3,0.21,3,0.21,34045
34,46,1189,12,1.01,4,0.34,6,0.5,6,0.5,10,0.84,2,0.17,4,0.34,2,0.17,34,2.86,30,2.52,36,3.03,29,2.44,20,1.68,17,1.43,19,1.6,15,1.26,25,2.1,25,2.1,24,2.02,5,0.42,4,0.34,3,0.25,4,0.34,5,0.42,3,0.25,1,0.08,34046
34,47,1540,25,1.62,11,0.71,8,0.52,17,1.1,23,1.49,12,0.78,7,0.45,13,0.84,50,3.25,45,2.92,53,3.44,46,2.99,33,2.14,31,2.01,31,2.01,22,1.43,26,1.69,37,2.4,32,2.08,4,0.26,7,0.45,5,0.32,6,0.39,4,0.26,3,0.19,0,0.0,34047
34,48,1925,22,1.14,13,0.68,13,0.68,13,0.68,17,0.88,10,0.52,7,0.36,8,0.42,58,3.01,53,2.75,66,3.43,50,2.6,35,1.82,45,2.34,40,2.08,35,1.82,49,2.55,45,2.34,37,1.92,4,0.21,5,0.26,3,0.16,2,0.1,4,0.21,5,0.26,2,0.1,34048
34,49,1679,20,1.19,10,0.6,11,0.66,16,0.95,19,1.13,11,0.66,15,0.89,9,0.54,50,2.98,42,2.5,56,3.34,37,2.2,22,1.31,25,1.49,28,1.67,32,1.91,35,2.08,28,1.67,32,1.91,8,0.48,6,0.36,3,0.18,8,0.48,5,0.3,7,0.42,8,0.48,34049
34,50,1198,16,1.34,7,0.58,10,0.83,13,1.09,17,1.42,7,0.58,9,0.75,9,0.75,45,3.76,37,3.09,44,3.67,36,3.01,24,2.0,26,2.17,25,2.09,18,1.5,27,2.25,24,2.0,27,2.25,5,0.42,7,0.58,2,0.17,4,0.33,4,0.33,4,0.33,4,0.33,34050
34,51,2010,22,1.09,14,0.7,12,0.6,15,0.75,18,0.9,15,0.75,9,0.45,14,0.7,65,3.23,49,2.44,55,2.74,51,2.54,37,1.84,31,1.54,31,1.54,25,1.24,43,2.14,39,1.94,47,2.34,5,0.25,4,0.2,2,0.1,6,0.3,1,0.05,1,0.05,2,0.1,34051
34,52,1360,24,1.76,11,0.81,9,0.66,15,1.1,11,0.81,9,0.66,7,0.51,6,0.44,46,3.38,38,2.79,39,2.87,27,1.99,27,1.99,22,1.62,26,1.91,15,1.1,25,1.84,20,1.47,23,1.69,1,0.07,2,0.15,1,0.07,0,0.0,4,0.29,1,0.07,1,0.07,34052
