ward,precinct,total,Chakena Sims (Elizabeth Warren),Chakena Sims (Elizabeth Warren) Percent,"Allen Louis Linton, II (Elizabeth Warr","Allen Louis Linton, II (Elizabeth Warr Percent",Grace Chan McKibben (Elizabeth Warren),Grace Chan McKibben (Elizabeth Warren) Percent,William E. Hall (Elizabeth Warren),William E. Hall (Elizabeth Warren) Percent,Shelley Davis (Elizabeth Warren),Shelley Davis (Elizabeth Warren) Percent,Nicholas ''Nick'' Shields (Elizabeth W,Nicholas ''Nick'' Shields (Elizabeth W Percent,Rebecca Zorach (Elizabeth Warren),Rebecca Zorach (Elizabeth Warren) Percent,Devlin Joseph Schoop (Elizabeth Warren,Devlin Joseph Schoop (Elizabeth Warren Percent,Jeanette Taylor (Bernie Sanders),Jeanette Taylor (Bernie Sanders) Percent,Maria R. Bell (Bernie Sanders),Maria R. Bell (Bernie Sanders) Percent,Naomi Davis (Bernie Sanders),Naomi Davis (Bernie Sanders) Percent,Patricia L. Guinn (Bernie Sanders),Patricia L. Guinn (Bernie Sanders) Percent,Robert Peters (Bernie Sanders),Robert Peters (Bernie Sanders) Percent,Rodney Gipson (Bernie Sanders),Rodney Gipson (Bernie Sanders) Percent,Raheem Uqdah (Bernie Sanders),Raheem Uqdah (Bernie Sanders) Percent,Larry Gilman (Bernie Sanders),Larry Gilman (Bernie Sanders) Percent,Preston Brown Jr (Bernie Sanders),Preston Brown Jr (Bernie Sanders) Percent,Evajamania Brown (Bernie Sanders),Evajamania Brown (Bernie Sanders) Percent,Linda Hudson (Bernie Sanders),Linda Hudson (Bernie Sanders) Percent,Darren Fuller (Andrew Yang),Darren Fuller (Andrew Yang) Percent,Carol Horton (Andrew Yang),Carol Horton (Andrew Yang) Percent,Ben Silvian (Andrew Yang),Ben Silvian (Andrew Yang) Percent,Laura Sieh (Andrew Yang),Laura Sieh (Andrew Yang) Percent,John Hart (Amy J. Klobuchar),John Hart (Amy J. Klobuchar) Percent,Myra Hart (Amy J. Klobuchar),Myra Hart (Amy J. Klobuchar) Percent,Norene Shader (Amy J. Klobuchar),Norene Shader (Amy J. Klobuchar) Percent,precinct_id
8,48,1353,16,1.18,12,0.89,11,0.81,14,1.03,19,1.4,9,0.67,7,0.52,7,0.52,58,4.29,41,3.03,50,3.7,38,2.81,34,2.51,29,2.14,31,2.29,24,1.77,23,1.7,21,1.55,26,1.92,6,0.44,4,0.3,1,0.07,6,0.44,3,0.22,5,0.37,3,0.22,08048
8,49,1649,24,1.46,8,0.49,14,0.85,8,0.49,20,1.21,6,0.36,10,0.61,6,0.36,47,2.85,40,2.43,57,3.46,45,2.73,32,1.94,35,2.12,41,2.49,24,1.46,30,1.82,26,1.58,24,1.46,7,0.42,6,0.36,3,0.18,6,0.36,2,0.12,5,0.3,1,0.06,08049
8,50,1082,9,0.83,3,0.28,6,0.55,6,0.55,5,0.46,6,0.55,4,0.37,1,0.09,31,2.87,31,2.87,27,2.5,28,2.59,22,2.03,24,2.22,21,1.94,16,1.48,15,1.39,13,1.2,16,1.48,3,0.28,3,0.28,0,0.0,1,0.09,1,0.09,2,0.18,2,0.18,08050
8,51,1872,20,1.07,8,0.43,11,0.59,11,0.59,18,0.96,7,0.37,8,0.43,11,0.59,47,2.51,37,1.98,48,2.56,36,1.92,36,1.92,35,1.87,28,1.5,23,1.23,33,1.76,23,1.23,27,1.44,3,0.16,5,0.27,1,0.05,5,0.27,5,0.27,4,0.21,3,0.16,08051
8,52,2515,29,1.15,17,0.68,9,0.36,16,0.64,15,0.6,9,0.36,9,0.36,7,0.28,63,2.5,55,2.19,64,2.54,56,2.23,32,1.27,37,1.47,29,1.15,29,1.15,37,1.47,35,1.39,44,1.75,6,0.24,6,0.24,6,0.24,6,0.24,5,0.2,2,0.08,2,0.08,08052
8,54,1153,19,1.65,6,0.52,12,1.04,15,1.3,16,1.39,10,0.87,11,0.95,13,1.13,41,3.56,30,2.6,31,2.69,32,2.78,27,2.34,28,2.43,20,1.73,21,1.82,15,1.3,12,1.04,27,2.34,1,0.09,7,0.61,2,0.17,6,0.52,2,0.17,7,0.61,4,0.35,08054
8,55,1687,21,1.24,12,0.71,14,0.83,12,0.71,23,1.36,10,0.59,6,0.36,10,0.59,37,2.19,29,1.72,33,1.96,26,1.54,16,0.95,16,0.95,16,0.95,12,0.71,16,0.95,12,0.71,23,1.36,4,0.24,5,0.3,3,0.18,5,0.3,6,0.36,3,0.18,4,0.24,08055
8,56,1896,21,1.11,5,0.26,9,0.47,13,0.69,14,0.74,10,0.53,13,0.69,10,0.53,51,2.69,52,2.74,63,3.32,43,2.27,32,1.69,36,1.9,38,2.0,25,1.32,33,1.74,30,1.58,38,2.0,4,0.21,4,0.21,6,0.32,3,0.16,4,0.21,7,0.37,4,0.21,08056
9,12,1780,18,1.01,7,0.39,9,0.51,12,0.67,18,1.01,11,0.62,7,0.39,6,0.34,38,2.13,32,1.8,43,2.42,30,1.69,18,1.01,26,1.46,28,1.57,22,1.24,20,1.12,14,0.79,21,1.18,2,0.11,2,0.11,1,0.06,3,0.17,5,0.28,6,0.34,3,0.17,09012
9,23,1849,27,1.46,15,0.81,10,0.54,7,0.38,11,0.59,10,0.54,10,0.54,11,0.59,39,2.11,47,2.54,52,2.81,41,2.22,31,1.68,41,2.22,34,1.84,33,1.78,30,1.62,24,1.3,24,1.3,2,0.11,4,0.22,5,0.27,4,0.22,2,0.11,4,0.22,3,0.16,09023
9,24,1710,20,1.17,13,0.76,8,0.47,14,0.82,14,0.82,13,0.76,9,0.53,11,0.64,47,2.75,44,2.57,56,3.27,42,2.46,33,1.93,37,2.16,39,2.28,23,1.35,24,1.4,25,1.46,25,1.46,2,0.12,5,0.29,4,0.23,9,0.53,3,0.18,3,0.18,1,0.06,09024
9,25,1688,22,1.3,15,0.89,8,0.47,9,0.53,13,0.77,12,0.71,13,0.77,10,0.59,65,3.85,52,3.08,53,3.14,50,2.96,38,2.25,47,2.78,39,2.31,30,1.78,21,1.24,24,1.42,25,1.48,5,0.3,3,0.18,2,0.12,3,0.18,3,0.18,7,0.41,5,0.3,09025
9,36,1164,19,1.63,11,0.95,12,1.03,13,1.12,22,1.89,9,0.77,9,0.77,7,0.6,43,3.69,31,2.66,44,3.78,26,2.23,26,2.23,25,2.15,24,2.06,17,1.46,17,1.46,19,1.63,21,1.8,6,0.52,3,0.26,2,0.17,3,0.26,3,0.26,5,0.43,4,0.34,09036
9,42,1867,20,1.07,13,0.7,11,0.59,12,0.64,22,1.18,7,0.37,7,0.37,7,0.37,67,3.59,54,2.89,62,3.32,49,2.62,39,2.09,45,2.41,45,2.41,32,1.71,35,1.87,31,1.66,29,1.55,10,0.54,7,0.37,3,0.16,5,0.27,3,0.16,7,0.37,2,0.11,09042
9,47,1882,21,1.12,10,0.53,12,0.64,13,0.69,21,1.12,8,0.43,13,0.69,14,0.74,48,2.55,45,2.39,54,2.87,47,2.5,34,1.81,37,1.97,34,1.81,26,1.38,24,1.28,21,1.12,21,1.12,3,0.16,2,0.11,1,0.05,6,0.32,3,0.16,2,0.11,4,0.21,09047
9,48,1661,19,1.14,9,0.54,13,0.78,13,0.78,12,0.72,9,0.54,7,0.42,7,0.42,49,2.95,31,1.87,44,2.65,34,2.05,28,1.69,31,1.87,37,2.23,25,1.51,29,1.75,21,1.26,19,1.14,3,0.18,4,0.24,3,0.18,6,0.36,1,0.06,5,0.3,3,0.18,09048
9,49,1826,23,1.26,12,0.66,4,0.22,10,0.55,13,0.71,13,0.71,5,0.27,6,0.33,63,3.45,53,2.9,68,3.72,51,2.79,34,1.86,38,2.08,43,2.35,28,1.53,29,1.59,36,1.97,35,1.92,5,0.27,4,0.22,5,0.27,4,0.22,3,0.16,6,0.33,1,0.05,09049
9,50,2607,25,0.96,10,0.38,8,0.31,14,0.54,23,0.88,11,0.42,11,0.42,8,0.31,75,2.88,73,2.8,81,3.11,67,2.57,47,1.8,49,1.88,39,1.5,36,1.38,44,1.69,38,1.46,39,1.5,5,0.19,5,0.19,4,0.15,5,0.19,9,0.35,8,0.31,6,0.23,09050
9,51,1782,23,1.29,15,0.84,15,0.84,16,0.9,23,1.29,10,0.56,9,0.51,13,0.73,60,3.37,47,2.64,53,2.97,39,2.19,23,1.29,29,1.63,29,1.63,25,1.4,27,1.52,36,2.02,38,2.13,3,0.17,5,0.28,5,0.28,5,0.28,3,0.17,1,0.06,3,0.17,09051
13,19,1724,30,1.74,15,0.87,28,1.62,14,0.81,28,1.62,7,0.41,10,0.58,9,0.52,111,6.44,126,7.31,131,7.6,123,7.13,101,5.86,101,5.86,95,5.51,80,4.64,47,2.73,65,3.77,71,4.12,10,0.58,9,0.52,8,0.46,9,0.52,5,0.29,7,0.41,4,0.23,13019
13,41,302,2,0.66,2,0.66,4,1.32,2,0.66,4,1.32,3,0.99,2,0.66,1,0.33,17,5.63,19,6.29,18,5.96,13,4.3,12,3.97,10,3.31,7,2.32,9,2.98,8,2.65,12,3.97,12,3.97,0,0.0,1,0.33,0,0.0,2,0.66,0,0.0,2,0.66,0,0.0,13041
16,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16006
16,9,907,11,1.21,5,0.55,7,0.77,10,1.1,12,1.32,7,0.77,3,0.33,5,0.55,34,3.75,27,2.98,35,3.86,27,2.98,20,2.21,12,1.32,22,2.43,11,1.21,18,1.98,18,1.98,24,2.65,4,0.44,4,0.44,2,0.22,7,0.77,1,0.11,2,0.22,1,0.11,16009
16,27,209,2,0.96,0,0.0,0,0.0,1,0.48,4,1.91,1,0.48,2,0.96,0,0.0,10,4.78,8,3.83,11,5.26,9,4.31,8,3.83,10,4.78,7,3.35,4,1.91,6,2.87,4,1.91,5,2.39,1,0.48,0,0.0,0,0.0,1,0.48,1,0.48,1,0.48,1,0.48,16027
16,28,741,7,0.94,7,0.94,8,1.08,7,0.94,20,2.7,6,0.81,10,1.35,7,0.94,32,4.32,27,3.64,26,3.51,23,3.1,13,1.75,18,2.43,17,2.29,13,1.75,13,1.75,12,1.62,18,2.43,8,1.08,5,0.67,2,0.27,6,0.81,7,0.94,4,0.54,4,0.54,16028
16,30,556,10,1.8,7,1.26,4,0.72,12,2.16,10,1.8,4,0.72,4,0.72,3,0.54,22,3.96,21,3.78,20,3.6,17,3.06,11,1.98,9,1.62,10,1.8,7,1.26,9,1.62,8,1.44,7,1.26,5,0.9,3,0.54,1,0.18,3,0.54,3,0.54,3,0.54,1,0.18,16030
16,31,236,5,2.12,3,1.27,4,1.69,0,0.0,5,2.12,1,0.42,2,0.85,1,0.42,8,3.39,8,3.39,10,4.24,9,3.81,6,2.54,4,1.69,4,1.69,4,1.69,4,1.69,3,1.27,3,1.27,1,0.42,1,0.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16031
16,34,209,4,1.91,0,0.0,1,0.48,0,0.0,2,0.96,1,0.48,0,0.0,4,1.91,6,2.87,4,1.91,6,2.87,4,1.91,2,0.96,1,0.48,0,0.0,1,0.48,4,1.91,4,1.91,5,2.39,0,0.0,0,0.0,1,0.48,1,0.48,2,0.96,1,0.48,1,0.48,16034
17,1,1353,9,0.67,7,0.52,8,0.59,13,0.96,14,1.03,4,0.3,11,0.81,3,0.22,67,4.95,78,5.76,79,5.84,77,5.69,64,4.73,63,4.66,63,4.66,43,3.18,42,3.1,48,3.55,55,4.07,4,0.3,2,0.15,4,0.3,7,0.52,6,0.44,4,0.3,5,0.37,17001
17,2,1153,25,2.17,5,0.43,8,0.69,17,1.47,12,1.04,8,0.69,7,0.61,15,1.3,44,3.82,24,2.08,45,3.9,29,2.52,19,1.65,23,1.99,24,2.08,17,1.47,23,1.99,18,1.56,19,1.65,5,0.43,5,0.43,5,0.43,2,0.17,5,0.43,1,0.09,1,0.09,17002
17,3,1220,22,1.8,13,1.07,12,0.98,16,1.31,16,1.31,8,0.66,9,0.74,10,0.82,41,3.36,36,2.95,47,3.85,34,2.79,21,1.72,25,2.05,24,1.97,22,1.8,26,2.13,23,1.89,27,2.21,3,0.25,4,0.33,4,0.33,8,0.66,3,0.25,4,0.33,4,0.33,17003
17,4,1675,31,1.85,10,0.6,5,0.3,20,1.19,18,1.07,14,0.84,10,0.6,14,0.84,55,3.28,47,2.81,72,4.3,42,2.51,35,2.09,34,2.03,41,2.45,30,1.79,32,1.91,23,1.37,25,1.49,10,0.6,2,0.12,7,0.42,5,0.3,3,0.18,3,0.18,4,0.24,17004
17,5,843,11,1.3,8,0.95,3,0.36,7,0.83,14,1.66,11,1.3,9,1.07,7,0.83,37,4.39,29,3.44,34,4.03,26,3.08,19,2.25,18,2.14,13,1.54,13,1.54,15,1.78,15,1.78,20,2.37,2,0.24,3,0.36,1,0.12,3,0.36,0,0.0,2,0.24,1,0.12,17005
17,6,873,9,1.03,2,0.23,5,0.57,7,0.8,7,0.8,1,0.11,4,0.46,2,0.23,36,4.12,32,3.67,35,4.01,33,3.78,21,2.41,25,2.86,22,2.52,18,2.06,15,1.72,16,1.83,22,2.52,4,0.46,3,0.34,4,0.46,6,0.69,0,0.0,4,0.46,2,0.23,17006
17,8,881,7,0.79,6,0.68,5,0.57,8,0.91,8,0.91,5,0.57,5,0.57,4,0.45,32,3.63,32,3.63,34,3.86,34,3.86,26,2.95,21,2.38,19,2.16,17,1.93,13,1.48,18,2.04,19,2.16,3,0.34,1,0.11,4,0.45,6,0.68,2,0.23,2,0.23,1,0.11,17008
17,9,985,19,1.93,6,0.61,5,0.51,16,1.62,12,1.22,10,1.02,12,1.22,6,0.61,40,4.06,31,3.15,38,3.86,30,3.05,22,2.23,25,2.54,25,2.54,17,1.73,21,2.13,19,1.93,17,1.73,5,0.51,6,0.61,4,0.41,3,0.3,1,0.1,1,0.1,2,0.2,17009
17,10,1640,24,1.46,17,1.04,14,0.85,15,0.91,18,1.1,15,0.91,13,0.79,14,0.85,51,3.11,43,2.62,48,2.93,46,2.8,32,1.95,37,2.26,40,2.44,31,1.89,24,1.46,25,1.52,29,1.77,8,0.49,8,0.49,6,0.37,7,0.43,8,0.49,1,0.06,3,0.18,17010
17,11,862,14,1.62,6,0.7,8,0.93,11,1.28,10,1.16,5,0.58,3,0.35,8,0.93,36,4.18,29,3.36,36,4.18,25,2.9,17,1.97,22,2.55,17,1.97,17,1.97,11,1.28,11,1.28,14,1.62,3,0.35,7,0.81,3,0.35,8,0.93,4,0.46,5,0.58,4,0.46,17011
17,12,213,7,3.29,3,1.41,3,1.41,0,0.0,5,2.35,3,1.41,1,0.47,2,0.94,11,5.16,12,5.63,14,6.57,11,5.16,11,5.16,8,3.76,8,3.76,6,2.82,5,2.35,3,1.41,4,1.88,1,0.47,1,0.47,0,0.0,2,0.94,2,0.94,3,1.41,2,0.94,17012
17,13,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17013
17,15,1353,32,2.37,10,0.74,10,0.74,24,1.77,13,0.96,11,0.81,11,0.81,21,1.55,57,4.21,36,2.66,59,4.36,40,2.96,31,2.29,28,2.07,30,2.22,18,1.33,20,1.48,21,1.55,20,1.48,9,0.67,7,0.52,3,0.22,7,0.52,2,0.15,3,0.22,3,0.22,17015
17,16,897,11,1.23,6,0.67,8,0.89,8,0.89,9,1.0,8,0.89,5,0.56,6,0.67,54,6.02,50,5.57,54,6.02,55,6.13,33,3.68,37,4.12,32,3.57,33,3.68,28,3.12,20,2.23,34,3.79,1,0.11,5,0.56,0,0.0,6,0.67,1,0.11,2,0.22,2,0.22,17016
17,17,1137,18,1.58,6,0.53,10,0.88,10,0.88,13,1.14,6,0.53,5,0.44,1,0.09,48,4.22,45,3.96,47,4.13,45,3.96,35,3.08,26,2.29,29,2.55,29,2.55,26,2.29,21,1.85,27,2.37,9,0.79,8,0.7,4,0.35,6,0.53,4,0.35,6,0.53,3,0.26,17017
17,18,1558,31,1.99,9,0.58,10,0.64,25,1.6,11,0.71,8,0.51,11,0.71,20,1.28,59,3.79,38,2.44,67,4.3,38,2.44,28,1.8,29,1.86,29,1.86,19,1.22,24,1.54,25,1.6,21,1.35,7,0.45,4,0.26,3,0.19,6,0.39,4,0.26,3,0.19,3,0.19,17018
17,20,1878,37,1.97,10,0.53,19,1.01,27,1.44,20,1.06,9,0.48,8,0.43,17,0.91,66,3.51,45,2.4,70,3.73,49,2.61,34,1.81,31,1.65,27,1.44,30,1.6,29,1.54,25,1.33,27,1.44,6,0.32,3,0.16,3,0.16,8,0.43,4,0.21,3,0.16,5,0.27,17020
17,21,2044,34,1.66,10,0.49,19,0.93,20,0.98,20,0.98,13,0.64,15,0.73,15,0.73,62,3.03,44,2.15,78,3.82,47,2.3,41,2.01,41,2.01,45,2.2,33,1.61,30,1.47,33,1.61,38,1.86,4,0.2,4,0.2,5,0.24,4,0.2,3,0.15,6,0.29,4,0.2,17021
17,22,1097,19,1.73,10,0.91,10,0.91,18,1.64,14,1.28,16,1.46,11,1.0,13,1.19,47,4.28,35,3.19,42,3.83,37,3.37,20,1.82,20,1.82,20,1.82,16,1.46,21,1.91,19,1.73,19,1.73,3,0.27,6,0.55,6,0.55,5,0.46,4,0.36,6,0.55,1,0.09,17022
17,23,844,16,1.9,4,0.47,4,0.47,7,0.83,9,1.07,6,0.71,3,0.36,5,0.59,27,3.2,29,3.44,27,3.2,18,2.13,21,2.49,13,1.54,13,1.54,15,1.78,17,2.01,15,1.78,13,1.54,6,0.71,5,0.59,2,0.24,1,0.12,3,0.36,2,0.24,2,0.24,17023
17,24,1436,25,1.74,7,0.49,7,0.49,15,1.04,15,1.04,9,0.63,4,0.28,14,0.97,50,3.48,40,2.79,57,3.97,45,3.13,32,2.23,32,2.23,31,2.16,24,1.67,16,1.11,15,1.04,30,2.09,1,0.07,6,0.42,7,0.49,2,0.14,2,0.14,4,0.28,1,0.07,17024
17,25,965,12,1.24,7,0.73,11,1.14,12,1.24,18,1.87,4,0.41,10,1.04,7,0.73,38,3.94,34,3.52,42,4.35,32,3.32,20,2.07,23,2.38,17,1.76,19,1.97,19,1.97,17,1.76,19,1.97,3,0.31,7,0.73,6,0.62,6,0.62,4,0.41,1,0.1,3,0.31,17025
17,26,1507,27,1.79,14,0.93,10,0.66,12,0.8,16,1.06,11,0.73,12,0.8,10,0.66,58,3.85,45,2.99,57,3.78,46,3.05,29,1.92,34,2.26,28,1.86,25,1.66,33,2.19,21,1.39,28,1.86,7,0.46,7,0.46,3,0.2,6,0.4,8,0.53,6,0.4,3,0.2,17026
17,27,1226,28,2.28,10,0.82,12,0.98,22,1.79,18,1.47,12,0.98,7,0.57,22,1.79,45,3.67,35,2.85,55,4.49,32,2.61,24,1.96,20,1.63,17,1.39,17,1.39,14,1.14,14,1.14,21,1.71,2,0.16,3,0.24,7,0.57,5,0.41,8,0.65,5,0.41,4,0.33,17027
17,28,958,15,1.57,1,0.1,3,0.31,10,1.04,7,0.73,3,0.31,0,0.0,7,0.73,29,3.03,25,2.61,40,4.18,19,1.98,18,1.88,21,2.19,21,2.19,19,1.98,17,1.77,8,0.84,12,1.25,2,0.21,4,0.42,2,0.21,2,0.21,2,0.21,5,0.52,1,0.1,17028
17,29,973,21,2.16,6,0.62,6,0.62,15,1.54,11,1.13,6,0.62,8,0.82,13,1.34,39,4.01,30,3.08,45,4.62,29,2.98,17,1.75,16,1.64,16,1.64,12,1.23,15,1.54,30,3.08,25,2.57,3,0.31,2,0.21,5,0.51,2,0.21,0,0.0,1,0.1,4,0.41,17029
17,30,974,7,0.72,9,0.92,11,1.13,5,0.51,14,1.44,10,1.03,8,0.82,6,0.62,60,6.16,68,6.98,58,5.95,59,6.06,46,4.72,43,4.41,41,4.21,36,3.7,22,2.26,28,2.87,41,4.21,4,0.41,7,0.72,9,0.92,6,0.62,2,0.21,3,0.31,2,0.21,17030
17,32,930,15,1.61,5,0.54,3,0.32,11,1.18,11,1.18,4,0.43,6,0.65,9,0.97,34,3.66,25,2.69,37,3.98,24,2.58,29,3.12,21,2.26,21,2.26,16,1.72,21,2.26,15,1.61,18,1.94,6,0.65,6,0.65,7,0.75,5,0.54,2,0.22,3,0.32,6,0.65,17032
17,33,103,2,1.94,0,0.0,0,0.0,1,0.97,0,0.0,0,0.0,0,0.0,0,0.0,6,5.83,3,2.91,5,4.85,3,2.91,5,4.85,2,1.94,4,3.88,0,0.0,3,2.91,2,1.94,5,4.85,0,0.0,0,0.0,1,0.97,0,0.0,1,0.97,0,0.0,0,0.0,17033
17,34,757,13,1.72,5,0.66,4,0.53,13,1.72,9,1.19,8,1.06,5,0.66,6,0.79,22,2.91,16,2.11,24,3.17,20,2.64,15,1.98,8,1.06,11,1.45,6,0.79,14,1.85,16,2.11,14,1.85,4,0.53,6,0.79,5,0.66,5,0.66,1,0.13,1,0.13,1,0.13,17034
17,35,308,5,1.62,3,0.97,1,0.32,5,1.62,4,1.3,4,1.3,2,0.65,4,1.3,11,3.57,8,2.6,11,3.57,7,2.27,7,2.27,5,1.62,4,1.3,7,2.27,2,0.65,3,0.97,4,1.3,0,0.0,1,0.32,0,0.0,1,0.32,0,0.0,0,0.0,0,0.0,17035
17,36,922,17,1.84,7,0.76,8,0.87,8,0.87,18,1.95,6,0.65,7,0.76,8,0.87,37,4.01,34,3.69,39,4.23,33,3.58,22,2.39,27,2.93,20,2.17,18,1.95,16,1.74,16,1.74,19,2.06,2,0.22,3,0.33,2,0.22,6,0.65,2,0.22,3,0.33,5,0.54,17036
17,37,1281,28,2.19,12,0.94,7,0.55,21,1.64,22,1.72,10,0.78,7,0.55,17,1.33,40,3.12,36,2.81,36,2.81,39,3.04,20,1.56,23,1.8,22,1.72,16,1.25,23,1.8,10,0.78,21,1.64,0,0.0,4,0.31,4,0.31,8,0.62,6,0.47,6,0.47,2,0.16,17037
17,38,1277,18,1.41,4,0.31,5,0.39,15,1.17,12,0.94,5,0.39,5,0.39,15,1.17,45,3.52,38,2.98,56,4.39,41,3.21,27,2.11,28,2.19,30,2.35,23,1.8,17,1.33,22,1.72,25,1.96,4,0.31,6,0.47,2,0.16,4,0.31,2,0.16,3,0.23,4,0.31,17038
17,39,1338,29,2.17,7,0.52,10,0.75,23,1.72,23,1.72,8,0.6,6,0.45,19,1.42,54,4.04,36,2.69,49,3.66,37,2.77,25,1.87,23,1.72,27,2.02,19,1.42,17,1.27,15,1.12,23,1.72,6,0.45,5,0.37,3,0.22,6,0.45,6,0.45,6,0.45,11,0.82,17039
17,40,1654,31,1.87,8,0.48,10,0.6,23,1.39,16,0.97,7,0.42,7,0.42,24,1.45,50,3.02,30,1.81,50,3.02,34,2.06,26,1.57,23,1.39,24,1.45,19,1.15,25,1.51,18,1.09,26,1.57,5,0.3,5,0.3,2,0.12,1,0.06,2,0.12,3,0.18,1,0.06,17040
17,41,1792,27,1.51,9,0.5,11,0.61,21,1.17,12,0.67,11,0.61,10,0.56,21,1.17,67,3.74,47,2.62,66,3.68,41,2.29,31,1.73,30,1.67,33,1.84,22,1.23,21,1.17,28,1.56,26,1.45,5,0.28,4,0.22,3,0.17,1,0.06,4,0.22,6,0.33,5,0.28,17041
18,1,1317,19,1.44,8,0.61,8,0.61,18,1.37,10,0.76,11,0.84,9,0.68,6,0.46,60,4.56,54,4.1,59,4.48,53,4.02,39,2.96,36,2.73,36,2.73,22,1.67,31,2.35,25,1.9,34,2.58,7,0.53,8,0.61,5,0.38,8,0.61,3,0.23,5,0.38,3,0.23,18001
18,2,1211,16,1.32,8,0.66,11,0.91,7,0.58,8,0.66,7,0.58,10,0.83,5,0.41,72,5.95,80,6.61,80,6.61,75,6.19,52,4.29,48,3.96,52,4.29,46,3.8,34,2.81,48,3.96,45,3.72,5,0.41,2,0.17,3,0.25,7,0.58,5,0.41,4,0.33,3,0.25,18002
18,3,1103,18,1.63,11,1.0,12,1.09,11,1.0,14,1.27,7,0.63,16,1.45,11,1.0,53,4.81,51,4.62,51,4.62,49,4.44,39,3.54,37,3.35,43,3.9,32,2.9,21,1.9,19,1.72,31,2.81,13,1.18,10,0.91,11,1.0,12,1.09,10,0.91,9,0.82,13,1.18,18003
18,4,1840,26,1.41,14,0.76,14,0.76,9,0.49,23,1.25,11,0.6,11,0.6,10,0.54,58,3.15,47,2.55,63,3.42,45,2.45,34,1.85,36,1.96,40,2.17,33,1.79,29,1.58,29,1.58,29,1.58,6,0.33,5,0.27,7,0.38,5,0.27,5,0.27,4,0.22,7,0.38,18004
18,5,894,15,1.68,5,0.56,9,1.01,12,1.34,13,1.45,5,0.56,6,0.67,5,0.56,45,5.03,38,4.25,39,4.36,32,3.58,24,2.68,26,2.91,22,2.46,19,2.13,22,2.46,19,2.13,24,2.68,3,0.34,3,0.34,1,0.11,2,0.22,5,0.56,1,0.11,2,0.22,18005
18,6,1351,11,0.81,7,0.52,7,0.52,10,0.74,10,0.74,11,0.81,7,0.52,5,0.37,46,3.4,57,4.22,55,4.07,55,4.07,39,2.89,39,2.89,47,3.48,35,2.59,25,1.85,29,2.15,24,1.78,6,0.44,7,0.52,5,0.37,10,0.74,8,0.59,10,0.74,11,0.81,18006
18,7,1356,16,1.18,10,0.74,9,0.66,7,0.52,9,0.66,9,0.66,8,0.59,5,0.37,55,4.06,49,3.61,56,4.13,46,3.39,35,2.58,33,2.43,41,3.02,31,2.29,25,1.84,23,1.7,25,1.84,8,0.59,7,0.52,4,0.29,7,0.52,5,0.37,2,0.15,1,0.07,18007
18,8,1680,19,1.13,14,0.83,6,0.36,14,0.83,17,1.01,10,0.6,8,0.48,8,0.48,62,3.69,50,2.98,66,3.93,47,2.8,32,1.9,39,2.32,38,2.26,34,2.02,28,1.67,28,1.67,37,2.2,7,0.42,5,0.3,2,0.12,3,0.18,5,0.3,4,0.24,1,0.06,18008
18,9,1640,18,1.1,13,0.79,11,0.67,11,0.67,17,1.04,10,0.61,10,0.61,7,0.43,45,2.74,35,2.13,49,2.99,36,2.2,21,1.28,26,1.59,27,1.65,22,1.34,25,1.52,24,1.46,22,1.34,2,0.12,6,0.37,3,0.18,5,0.3,5,0.3,3,0.18,3,0.18,18009
18,10,2542,22,0.87,15,0.59,17,0.67,17,0.67,22,0.87,11,0.43,18,0.71,15,0.59,84,3.3,75,2.95,92,3.62,77,3.03,44,1.73,51,2.01,36,1.42,47,1.85,47,1.85,50,1.97,59,2.32,4,0.16,10,0.39,6,0.24,6,0.24,7,0.28,3,0.12,5,0.2,18010
18,11,1251,13,1.04,6,0.48,8,0.64,6,0.48,9,0.72,4,0.32,6,0.48,5,0.4,61,4.88,62,4.96,66,5.28,62,4.96,55,4.4,43,3.44,49,3.92,45,3.6,32,2.56,29,2.32,36,2.88,4,0.32,6,0.48,6,0.48,3,0.24,6,0.48,4,0.32,2,0.16,18011
18,12,1304,17,1.3,14,1.07,9,0.69,11,0.84,22,1.69,9,0.69,10,0.77,15,1.15,42,3.22,36,2.76,44,3.37,35,2.68,19,1.46,20,1.53,18,1.38,16,1.23,17,1.3,26,1.99,34,2.61,9,0.69,9,0.69,7,0.54,7,0.54,3,0.23,2,0.15,2,0.15,18012
18,13,1671,12,0.72,9,0.54,10,0.6,9,0.54,18,1.08,6,0.36,9,0.54,8,0.48,50,2.99,46,2.75,54,3.23,50,2.99,26,1.56,31,1.86,26,1.56,24,1.44,20,1.2,28,1.68,30,1.8,5,0.3,3,0.18,6,0.36,2,0.12,3,0.18,3,0.18,5,0.3,18013
