ward,precinct,total,Kelly Marie McCarthy,Kelly Marie McCarthy Percent,Aileen Bhandari,Aileen Bhandari Percent,Elizabeth ''Beth'' Ryan,Elizabeth ''Beth'' Ryan Percent,"James T. Derico, Jr.","James T. Derico, Jr. Percent",precinct_id
10,6,125,43,34.4,21,16.8,31,24.8,30,24.0,10006
10,7,108,36,33.33,16,14.81,38,35.19,18,16.67,10007
10,8,80,36,45.0,11,13.75,21,26.25,12,15.0,10008
10,9,134,47,35.07,24,17.91,39,29.1,24,17.91,10009
10,10,168,60,35.71,31,18.45,46,27.38,31,18.45,10010
10,11,210,69,32.86,35,16.67,67,31.9,39,18.57,10011
10,12,105,35,33.33,17,16.19,38,36.19,15,14.29,10012
10,13,166,57,34.34,20,12.05,54,32.53,35,21.08,10013
10,14,217,76,35.02,27,12.44,65,29.95,49,22.58,10014
10,15,377,167,44.3,46,12.2,83,22.02,81,21.49,10015
10,16,98,25,25.51,19,19.39,39,39.8,15,15.31,10016
10,17,235,80,34.04,39,16.6,65,27.66,51,21.7,10017
10,18,93,24,25.81,9,9.68,40,43.01,20,21.51,10018
10,19,183,59,32.24,41,22.4,51,27.87,32,17.49,10019
10,20,187,66,35.29,26,13.9,69,36.9,26,13.9,10020
10,21,169,74,43.79,26,15.38,41,24.26,28,16.57,10021
10,22,108,40,37.04,12,11.11,40,37.04,16,14.81,10022
10,23,146,48,32.88,26,17.81,55,37.67,17,11.64,10023
10,24,135,47,34.81,21,15.56,40,29.63,27,20.0,10024
10,25,50,23,46.0,7,14.0,11,22.0,9,18.0,10025
10,26,123,41,33.33,20,16.26,41,33.33,21,17.07,10026
10,27,141,55,39.01,18,12.77,35,24.82,33,23.4,10027
10,28,197,63,31.98,41,20.81,64,32.49,29,14.72,10028
10,29,185,66,35.68,31,16.76,60,32.43,28,15.14,10029
10,30,153,57,37.25,28,18.3,39,25.49,29,18.95,10030
10,31,128,45,35.16,17,13.28,44,34.38,22,17.19,10031
10,32,159,55,34.59,40,25.16,42,26.42,22,13.84,10032
10,33,127,42,33.07,27,21.26,40,31.5,18,14.17,10033
10,34,111,49,44.14,9,8.11,30,27.03,23,20.72,10034
10,35,187,58,31.02,33,17.65,60,32.09,36,19.25,10035
10,36,40,21,52.5,3,7.5,10,25.0,6,15.0,10036
11,1,242,81,33.47,47,19.42,75,30.99,39,16.12,11001
11,2,13,5,38.46,2,15.38,4,30.77,2,15.38,11002
11,3,228,61,26.75,87,38.16,44,19.3,36,15.79,11003
11,4,178,60,33.71,49,27.53,52,29.21,17,9.55,11004
11,5,319,86,26.96,101,31.66,68,21.32,64,20.06,11005
11,6,279,79,28.32,87,31.18,58,20.79,55,19.71,11006
11,7,241,46,19.09,88,36.51,64,26.56,43,17.84,11007
11,8,210,50,23.81,55,26.19,56,26.67,49,23.33,11008
11,9,210,83,39.52,59,28.1,38,18.1,30,14.29,11009
11,10,198,62,31.31,56,28.28,53,26.77,27,13.64,11010
11,11,207,60,28.99,57,27.54,49,23.67,41,19.81,11011
11,12,317,143,45.11,24,7.57,120,37.85,30,9.46,11012
11,13,257,110,42.8,28,10.89,96,37.35,23,8.95,11013
11,14,107,32,29.91,20,18.69,40,37.38,15,14.02,11014
11,15,75,32,42.67,10,13.33,16,21.33,17,22.67,11015
11,16,149,41,27.52,27,18.12,57,38.26,24,16.11,11016
11,17,323,95,29.41,87,26.93,93,28.79,48,14.86,11017
11,18,183,70,38.25,44,24.04,40,21.86,29,15.85,11018
11,19,295,97,32.88,83,28.14,68,23.05,47,15.93,11019
11,20,151,57,37.75,21,13.91,40,26.49,33,21.85,11020
11,21,327,98,29.97,47,14.37,130,39.76,52,15.9,11021
11,22,282,92,32.62,70,24.82,69,24.47,51,18.09,11022
11,23,152,47,30.92,28,18.42,45,29.61,32,21.05,11023
11,24,345,105,30.43,47,13.62,151,43.77,42,12.17,11024
11,25,277,98,35.38,58,20.94,74,26.71,47,16.97,11025
11,26,279,94,33.69,49,17.56,94,33.69,42,15.05,11026
11,27,79,27,34.18,17,21.52,16,20.25,19,24.05,11027
11,28,95,48,50.53,6,6.32,29,30.53,12,12.63,11028
11,29,272,97,35.66,39,14.34,107,39.34,29,10.66,11029
11,30,106,26,24.53,32,30.19,27,25.47,21,19.81,11030
11,31,219,98,44.75,30,13.7,72,32.88,19,8.68,11031
11,32,101,37,36.63,17,16.83,26,25.74,21,20.79,11032
11,33,261,57,21.84,84,32.18,53,20.31,67,25.67,11033
11,34,75,30,40.0,14,18.67,17,22.67,14,18.67,11034
11,35,36,16,44.44,2,5.56,10,27.78,8,22.22,11035
11,36,71,17,23.94,21,29.58,17,23.94,16,22.54,11036
11,37,54,11,20.37,14,25.93,10,18.52,19,35.19,11037
11,38,107,28,26.17,43,40.19,16,14.95,20,18.69,11038
12,1,248,100,40.32,39,15.73,75,30.24,34,13.71,12001
12,2,164,57,34.76,26,15.85,40,24.39,41,25.0,12002
12,3,311,103,33.12,86,27.65,67,21.54,55,17.68,12003
12,4,265,94,35.47,57,21.51,61,23.02,53,20.0,12004
12,5,176,72,40.91,27,15.34,50,28.41,27,15.34,12005
12,6,222,77,34.68,48,21.62,61,27.48,36,16.22,12006
12,7,219,75,34.25,53,24.2,56,25.57,35,15.98,12007
12,8,231,77,33.33,52,22.51,67,29.0,35,15.15,12008
12,9,182,54,29.67,45,24.73,52,28.57,31,17.03,12009
12,10,283,80,28.27,98,34.63,72,25.44,33,11.66,12010
12,11,229,71,31.0,52,22.71,74,32.31,32,13.97,12011
12,12,207,70,33.82,31,14.98,66,31.88,40,19.32,12012
12,13,209,77,36.84,37,17.7,58,27.75,37,17.7,12013
12,14,185,50,27.03,32,17.3,64,34.59,39,21.08,12014
12,15,181,75,41.44,27,14.92,59,32.6,20,11.05,12015
12,16,161,42,26.09,30,18.63,62,38.51,27,16.77,12016
12,17,212,72,33.96,36,16.98,71,33.49,33,15.57,12017
12,18,142,37,26.06,38,26.76,41,28.87,26,18.31,12018
12,19,208,66,31.73,43,20.67,62,29.81,37,17.79,12019
12,20,218,65,29.82,46,21.1,65,29.82,42,19.27,12020
12,21,193,64,33.16,32,16.58,62,32.12,35,18.13,12021
12,22,221,60,27.15,43,19.46,67,30.32,51,23.08,12022
12,23,233,79,33.91,50,21.46,60,25.75,44,18.88,12023
13,1,159,76,47.8,23,14.47,37,23.27,23,14.47,13001
13,2,137,61,44.53,20,14.6,37,27.01,19,13.87,13002
13,3,169,62,36.69,22,13.02,56,33.14,29,17.16,13003
13,4,178,69,38.76,25,14.04,47,26.4,37,20.79,13004
13,5,217,98,45.16,29,13.36,61,28.11,29,13.36,13005
13,6,203,85,41.87,22,10.84,60,29.56,36,17.73,13006
13,7,143,57,39.86,26,18.18,35,24.48,25,17.48,13007
13,8,140,59,42.14,19,13.57,40,28.57,22,15.71,13008
13,9,189,74,39.15,47,24.87,39,20.63,29,15.34,13009
13,10,169,70,41.42,17,10.06,53,31.36,29,17.16,13010
13,11,220,106,48.18,26,11.82,52,23.64,36,16.36,13011
13,12,175,70,40.0,38,21.71,50,28.57,17,9.71,13012
13,13,190,91,47.89,32,16.84,40,21.05,27,14.21,13013
13,14,165,58,35.15,45,27.27,40,24.24,22,13.33,13014
13,15,283,136,48.06,43,15.19,54,19.08,50,17.67,13015
13,16,128,60,46.88,24,18.75,27,21.09,17,13.28,13016
13,17,142,64,45.07,15,10.56,35,24.65,28,19.72,13017
13,18,144,72,50.0,13,9.03,39,27.08,20,13.89,13018
13,19,237,83,35.02,42,17.72,72,30.38,40,16.88,13019
13,20,117,52,44.44,16,13.68,31,26.5,18,15.38,13020
13,21,189,83,43.92,24,12.7,51,26.98,31,16.4,13021
13,22,174,74,42.53,22,12.64,40,22.99,38,21.84,13022
13,23,129,56,43.41,20,15.5,36,27.91,17,13.18,13023
13,24,165,62,37.58,35,21.21,42,25.45,26,15.76,13024
13,25,185,69,37.3,39,21.08,45,24.32,32,17.3,13025
13,26,158,74,46.84,28,17.72,31,19.62,25,15.82,13026
13,27,180,75,41.67,23,12.78,54,30.0,28,15.56,13027
13,28,156,69,44.23,28,17.95,40,25.64,19,12.18,13028
13,29,149,66,44.3,24,16.11,39,26.17,20,13.42,13029
13,30,165,69,41.82,28,16.97,42,25.45,26,15.76,13030
13,31,175,81,46.29,23,13.14,44,25.14,27,15.43,13031
13,32,155,71,45.81,20,12.9,45,29.03,19,12.26,13032
13,33,182,78,42.86,30,16.48,52,28.57,22,12.09,13033
13,34,242,95,39.26,47,19.42,67,27.69,33,13.64,13034
13,35,203,80,39.41,34,16.75,58,28.57,31,15.27,13035
13,36,120,56,46.67,17,14.17,27,22.5,20,16.67,13036
13,37,189,83,43.92,21,11.11,49,25.93,36,19.05,13037
13,38,165,61,36.97,19,11.52,64,38.79,21,12.73,13038
13,39,168,52,30.95,26,15.48,58,34.52,32,19.05,13039
13,40,167,78,46.71,25,14.97,36,21.56,28,16.77,13040
13,41,229,89,38.86,44,19.21,69,30.13,27,11.79,13041
13,42,185,67,36.22,28,15.14,62,33.51,28,15.14,13042
13,43,185,85,45.95,35,18.92,46,24.86,19,10.27,13043
13,44,176,75,42.61,24,13.64,51,28.98,26,14.77,13044
13,45,223,95,42.6,26,11.66,64,28.7,38,17.04,13045
13,46,207,83,40.1,29,14.01,54,26.09,41,19.81,13046
13,47,210,90,42.86,38,18.1,54,25.71,28,13.33,13047
13,48,160,74,46.25,18,11.25,42,26.25,26,16.25,13048
14,1,216,100,46.3,23,10.65,58,26.85,35,16.2,14001
14,2,268,93,34.7,45,16.79,77,28.73,53,19.78,14002
14,3,172,48,27.91,36,20.93,51,29.65,37,21.51,14003
14,4,178,74,41.57,16,8.99,59,33.15,29,16.29,14004
14,5,255,90,35.29,47,18.43,68,26.67,50,19.61,14005
14,6,102,33,32.35,17,16.67,35,34.31,17,16.67,14006
14,7,243,85,34.98,42,17.28,82,33.74,34,13.99,14007
14,8,211,67,31.75,35,16.59,69,32.7,40,18.96,14008
14,9,245,89,36.33,46,18.78,74,30.2,36,14.69,14009
14,10,127,42,33.07,27,21.26,36,28.35,22,17.32,14010
14,11,116,37,31.9,19,16.38,35,30.17,25,21.55,14011
14,12,183,59,32.24,32,17.49,60,32.79,32,17.49,14012
14,13,178,66,37.08,24,13.48,60,33.71,28,15.73,14013
14,14,216,70,32.41,40,18.52,69,31.94,37,17.13,14014
14,15,212,67,31.6,41,19.34,62,29.25,42,19.81,14015
14,16,158,56,35.44,30,18.99,47,29.75,25,15.82,14016
14,17,189,61,32.28,45,23.81,57,30.16,26,13.76,14017
14,18,97,36,37.11,19,19.59,24,24.74,18,18.56,14018
14,19,157,39,24.84,24,15.29,58,36.94,36,22.93,14019
14,20,145,42,28.97,25,17.24,52,35.86,26,17.93,14020
14,21,138,45,32.61,38,27.54,27,19.57,28,20.29,14021
14,22,253,103,40.71,33,13.04,64,25.3,53,20.95,14022
14,23,156,63,40.38,23,14.74,40,25.64,30,19.23,14023
14,24,230,97,42.17,33,14.35,65,28.26,35,15.22,14024
14,25,112,40,35.71,25,22.32,31,27.68,16,14.29,14025
14,26,154,63,40.91,24,15.58,46,29.87,21,13.64,14026
14,27,217,84,38.71,42,19.35,62,28.57,29,13.36,14027
14,28,150,43,28.67,30,20.0,50,33.33,27,18.0,14028
14,29,163,59,36.2,26,15.95,53,32.52,25,15.34,14029
14,30,109,32,29.36,25,22.94,32,29.36,20,18.35,14030
14,31,119,39,32.77,27,22.69,35,29.41,18,15.13,14031
15,1,173,51,29.48,34,19.65,58,33.53,30,17.34,15001
15,2,105,41,39.05,17,16.19,26,24.76,21,20.0,15002
15,3,129,49,37.98,12,9.3,33,25.58,35,27.13,15003
15,4,198,72,36.36,36,18.18,61,30.81,29,14.65,15004
15,5,156,53,33.97,28,17.95,45,28.85,30,19.23,15005
15,6,181,56,30.94,39,21.55,57,31.49,29,16.02,15006
15,7,98,35,35.71,12,12.24,35,35.71,16,16.33,15007
15,8,176,56,31.82,31,17.61,52,29.55,37,21.02,15008
15,9,222,77,34.68,49,22.07,64,28.83,32,14.41,15009
15,10,252,93,36.9,61,24.21,65,25.79,33,13.1,15010
15,11,206,76,36.89,41,19.9,58,28.16,31,15.05,15011
15,12,223,81,36.32,49,21.97,62,27.8,31,13.9,15012
15,13,189,71,37.57,32,16.93,61,32.28,25,13.23,15013
15,14,158,43,27.22,35,22.15,55,34.81,25,15.82,15014
15,15,150,49,32.67,17,11.33,62,41.33,22,14.67,15015
15,16,214,81,37.85,28,13.08,68,31.78,37,17.29,15016
15,17,126,42,33.33,16,12.7,39,30.95,29,23.02,15017
15,18,86,40,46.51,6,6.98,17,19.77,23,26.74,15018
15,19,159,62,38.99,15,9.43,44,27.67,38,23.9,15019
15,20,119,51,42.86,12,10.08,27,22.69,29,24.37,15020
15,21,120,47,39.17,16,13.33,30,25.0,27,22.5,15021
15,22,118,45,38.14,13,11.02,37,31.36,23,19.49,15022
15,23,113,50,44.25,13,11.5,20,17.7,30,26.55,15023
15,24,96,32,33.33,14,14.58,24,25.0,26,27.08,15024
16,1,178,62,34.83,30,16.85,55,30.9,31,17.42,16001
16,2,145,47,32.41,22,15.17,50,34.48,26,17.93,16002
16,3,117,57,48.72,9,7.69,26,22.22,25,21.37,16003
16,4,134,45,33.58,20,14.93,26,19.4,43,32.09,16004
16,5,92,38,41.3,8,8.7,20,21.74,26,28.26,16005
16,6,143,51,35.66,10,6.99,36,25.17,46,32.17,16006
16,7,130,39,30.0,15,11.54,33,25.38,43,33.08,16007
16,8,78,31,39.74,7,8.97,26,33.33,14,17.95,16008
16,9,129,44,34.11,19,14.73,33,25.58,33,25.58,16009
16,10,121,50,41.32,7,5.79,33,27.27,31,25.62,16010
16,11,137,44,32.12,21,15.33,38,27.74,34,24.82,16011
16,12,115,40,34.78,11,9.57,36,31.3,28,24.35,16012
16,13,135,40,29.63,19,14.07,39,28.89,37,27.41,16013
16,14,102,39,38.24,15,14.71,21,20.59,27,26.47,16014
16,15,145,55,37.93,16,11.03,41,28.28,33,22.76,16015
16,16,125,42,33.6,16,12.8,30,24.0,37,29.6,16016
16,17,147,50,34.01,18,12.24,38,25.85,41,27.89,16017
16,18,101,32,31.68,13,12.87,37,36.63,19,18.81,16018
16,19,150,51,34.0,23,15.33,47,31.33,29,19.33,16019
16,20,107,45,42.06,14,13.08,23,21.5,25,23.36,16020
16,21,111,50,45.05,10,9.01,34,30.63,17,15.32,16021
16,22,111,34,30.63,16,14.41,34,30.63,27,24.32,16022
16,23,141,44,31.21,19,13.48,50,35.46,28,19.86,16023
16,24,79,33,41.77,9,11.39,14,17.72,23,29.11,16024
16,25,154,51,33.12,17,11.04,37,24.03,49,31.82,16025
16,26,112,39,34.82,12,10.71,25,22.32,36,32.14,16026
16,27,104,31,29.81,13,12.5,30,28.85,30,28.85,16027
16,28,128,45,35.16,19,14.84,38,29.69,26,20.31,16028
16,29,98,33,33.67,13,13.27,22,22.45,30,30.61,16029
16,30,85,33,38.82,8,9.41,24,28.24,20,23.53,16030
16,31,161,50,31.06,16,9.94,52,32.3,43,26.71,16031
16,32,166,56,33.73,19,11.45,62,37.35,29,17.47,16032
16,33,92,33,35.87,15,16.3,23,25.0,21,22.83,16033
16,34,135,57,42.22,18,13.33,31,22.96,29,21.48,16034
16,35,193,55,28.5,28,14.51,71,36.79,39,20.21,16035
16,36,96,35,36.46,15,15.63,28,29.17,18,18.75,16036
17,1,195,66,33.85,30,15.38,54,27.69,45,23.08,17001
17,2,164,63,38.41,9,5.49,38,23.17,54,32.93,17002
17,3,176,49,27.84,20,11.36,53,30.11,54,30.68,17003
17,4,233,75,32.19,23,9.87,53,22.75,82,35.19,17004
17,5,125,42,33.6,12,9.6,32,25.6,39,31.2,17005
17,6,154,47,30.52,22,14.29,39,25.32,46,29.87,17006
17,7,162,54,33.33,32,19.75,47,29.01,29,17.9,17007
17,8,144,57,39.58,18,12.5,44,30.56,25,17.36,17008
17,9,139,52,37.41,11,7.91,29,20.86,47,33.81,17009
17,10,223,65,29.15,27,12.11,71,31.84,60,26.91,17010
17,11,138,48,34.78,12,8.7,42,30.43,36,26.09,17011
17,12,226,74,32.74,39,17.26,74,32.74,39,17.26,17012
17,13,121,42,34.71,15,12.4,31,25.62,33,27.27,17013
17,14,145,53,36.55,18,12.41,40,27.59,34,23.45,17014
17,15,186,64,34.41,19,10.22,48,25.81,55,29.57,17015
17,16,178,59,33.15,24,13.48,36,20.22,59,33.15,17016
17,17,176,63,35.8,24,13.64,49,27.84,40,22.73,17017
17,18,224,60,26.79,25,11.16,56,25.0,83,37.05,17018
17,19,106,47,44.34,6,5.66,28,26.42,25,23.58,17019
17,20,259,63,24.32,32,12.36,68,26.25,96,37.07,17020
17,21,268,77,28.73,33,12.31,51,19.03,107,39.93,17021
17,22,146,50,34.25,20,13.7,31,21.23,45,30.82,17022
17,23,120,42,35.0,8,6.67,39,32.5,31,25.83,17023
17,24,203,69,33.99,18,8.87,63,31.03,53,26.11,17024
17,25,136,45,33.09,21,15.44,32,23.53,38,27.94,17025
17,26,198,78,39.39,20,10.1,46,23.23,54,27.27,17026
17,27,176,53,30.11,16,9.09,47,26.7,60,34.09,17027
17,28,140,40,28.57,17,12.14,29,20.71,54,38.57,17028
17,29,135,49,36.3,12,8.89,36,26.67,38,28.15,17029
17,30,131,44,33.59,25,19.08,40,30.53,22,16.79,17030
17,31,109,39,35.78,9,8.26,36,33.03,25,22.94,17031
17,32,143,49,34.27,11,7.69,40,27.97,43,30.07,17032
17,33,83,36,43.37,9,10.84,14,16.87,24,28.92,17033
17,34,106,30,28.3,9,8.49,33,31.13,34,32.08,17034
17,35,94,33,35.11,6,6.38,21,22.34,34,36.17,17035
17,36,162,59,36.42,12,7.41,42,25.93,49,30.25,17036
17,37,175,64,36.57,13,7.43,38,21.71,60,34.29,17037
17,38,182,68,37.36,21,11.54,48,26.37,45,24.73,17038
17,39,196,70,35.71,24,12.24,47,23.98,55,28.06,17039
17,40,213,65,30.52,20,9.39,48,22.54,80,37.56,17040
17,41,252,88,34.92,23,9.13,67,26.59,74,29.37,17041
18,1,194,60,30.93,19,9.79,50,25.77,65,33.51,18001
18,2,175,53,30.29,33,18.86,40,22.86,49,28.0,18002
18,3,150,47,31.33,28,18.67,42,28.0,33,22.0,18003
18,4,245,58,23.67,43,17.55,42,17.14,102,41.63,18004
18,5,125,41,32.8,10,8.0,38,30.4,36,28.8,18005
18,6,182,62,34.07,26,14.29,44,24.18,50,27.47,18006
18,7,181,52,28.73,27,14.92,39,21.55,63,34.81,18007
18,8,232,69,29.74,29,12.5,48,20.69,86,37.07,18008
18,9,219,66,30.14,34,15.53,43,19.63,76,34.7,18009
18,10,319,94,29.47,39,12.23,72,22.57,114,35.74,18010
18,11,169,53,31.36,23,13.61,43,25.44,50,29.59,18011
18,12,182,58,31.87,17,9.34,43,23.63,64,35.16,18012
18,13,235,76,32.34,37,15.74,43,18.3,79,33.62,18013
18,14,229,74,32.31,21,9.17,51,22.27,83,36.24,18014
18,15,224,75,33.48,42,18.75,57,25.45,50,22.32,18015
18,16,199,60,30.15,28,14.07,45,22.61,66,33.17,18016
18,17,215,60,27.91,32,14.88,51,23.72,72,33.49,18017
18,18,191,64,33.51,17,8.9,42,21.99,68,35.6,18018
18,19,192,60,31.25,14,7.29,45,23.44,73,38.02,18019
18,20,160,57,35.63,16,10.0,28,17.5,59,36.88,18020
18,21,256,73,28.52,46,17.97,64,25.0,73,28.52,18021
18,22,278,84,30.22,25,8.99,70,25.18,99,35.61,18022
18,23,178,52,29.21,22,12.36,43,24.16,61,34.27,18023
18,24,160,65,40.63,24,15.0,48,30.0,23,14.38,18024
18,25,180,61,33.89,24,13.33,58,32.22,37,20.56,18025
18,26,290,78,26.9,41,14.14,57,19.66,114,39.31,18026
18,27,182,65,35.71,25,13.74,42,23.08,50,27.47,18027
18,28,175,61,34.86,18,10.29,53,30.29,43,24.57,18028
18,29,234,81,34.62,37,15.81,51,21.79,65,27.78,18029
18,30,225,79,35.11,38,16.89,66,29.33,42,18.67,18030
18,31,242,56,23.14,42,17.36,59,24.38,85,35.12,18031
18,32,237,69,29.11,27,11.39,63,26.58,78,32.91,18032
18,33,161,64,39.75,12,7.45,48,29.81,37,22.98,18033
18,34,284,65,22.89,30,10.56,44,15.49,145,51.06,18034
18,35,269,70,26.02,38,14.13,56,20.82,105,39.03,18035
18,36,197,59,29.95,25,12.69,42,21.32,71,36.04,18036
18,37,274,71,25.91,39,14.23,50,18.25,114,41.61,18037
18,38,202,70,34.65,18,8.91,43,21.29,71,35.15,18038
18,39,149,55,36.91,20,13.42,44,29.53,30,20.13,18039
18,40,223,89,39.91,30,13.45,61,27.35,43,19.28,18040
18,41,280,77,27.5,33,11.79,66,23.57,104,37.14,18041
18,42,166,51,30.72,23,13.86,50,30.12,42,25.3,18042
18,43,137,52,37.96,20,14.6,39,28.47,26,18.98,18043
18,44,170,54,31.76,27,15.88,53,31.18,36,21.18,18044
18,45,170,62,36.47,22,12.94,36,21.18,50,29.41,18045
18,46,214,77,35.98,43,20.09,47,21.96,47,21.96,18046
18,47,144,40,27.78,23,15.97,35,24.31,46,31.94,18047
18,48,140,49,35.0,19,13.57,36,25.71,36,25.71,18048
18,49,119,44,36.97,10,8.4,26,21.85,39,32.77,18049
18,50,139,50,35.97,15,10.79,38,27.34,36,25.9,18050
19,1,227,65,28.63,12,5.29,130,57.27,20,8.81,19001
19,2,381,67,17.59,65,17.06,164,43.04,85,22.31,19002
19,3,175,32,18.29,15,8.57,122,69.71,6,3.43,19003
19,4,256,80,31.25,16,6.25,129,50.39,31,12.11,19004
19,5,357,49,13.73,43,12.04,196,54.9,69,19.33,19005
19,6,211,57,27.01,19,9.0,116,54.98,19,9.0,19006
19,7,228,62,27.19,19,8.33,128,56.14,19,8.33,19007
19,8,217,63,29.03,11,5.07,127,58.53,16,7.37,19008
19,9,189,61,32.28,14,7.41,97,51.32,17,8.99,19009
19,10,361,57,15.79,50,13.85,202,55.96,52,14.4,19010
19,11,207,68,32.85,11,5.31,111,53.62,17,8.21,19011
19,12,197,65,32.99,15,7.61,108,54.82,9,4.57,19012
19,13,315,78,24.76,54,17.14,90,28.57,93,29.52,19013
19,14,261,60,22.99,29,11.11,109,41.76,63,24.14,19014
19,15,241,73,30.29,22,9.13,135,56.02,11,4.56,19015
19,16,244,68,27.87,13,5.33,146,59.84,17,6.97,19016
19,17,224,68,30.36,14,6.25,123,54.91,19,8.48,19017
19,18,318,46,14.47,38,11.95,192,60.38,42,13.21,19018
19,19,390,80,20.51,53,13.59,195,50.0,62,15.9,19019
19,20,289,67,23.18,53,18.34,106,36.68,63,21.8,19020
19,21,192,75,39.06,15,7.81,90,46.88,12,6.25,19021
19,22,341,57,16.72,27,7.92,210,61.58,47,13.78,19022
19,23,285,71,24.91,22,7.72,166,58.25,26,9.12,19023
19,24,181,60,33.15,9,4.97,97,53.59,15,8.29,19024
19,25,273,56,20.51,31,11.36,146,53.48,40,14.65,19025
19,26,290,35,12.07,38,13.1,169,58.28,48,16.55,19026
19,27,270,53,19.63,53,19.63,94,34.81,70,25.93,19027
19,28,285,60,21.05,46,16.14,104,36.49,75,26.32,19028
19,29,205,87,42.44,20,9.76,81,39.51,17,8.29,19029
19,30,202,72,35.64,12,5.94,99,49.01,19,9.41,19030
19,31,252,54,21.43,36,14.29,120,47.62,42,16.67,19031
19,32,215,57,26.51,30,13.95,112,52.09,16,7.44,19032
19,33,239,79,33.05,23,9.62,116,48.54,21,8.79,19033
19,34,274,60,21.9,33,12.04,135,49.27,46,16.79,19034
19,35,276,55,19.93,27,9.78,148,53.62,46,16.67,19035
19,36,326,86,26.38,47,14.42,125,38.34,68,20.86,19036
19,37,290,54,18.62,64,22.07,103,35.52,69,23.79,19037
19,38,241,57,23.65,46,19.09,75,31.12,63,26.14,19038
19,39,85,27,31.76,10,11.76,30,35.29,18,21.18,19039
19,40,284,62,21.83,46,16.2,129,45.42,47,16.55,19040
19,41,186,56,30.11,13,6.99,103,55.38,14,7.53,19041
19,42,214,33,15.42,41,19.16,88,41.12,52,24.3,19042
19,43,355,75,21.13,56,15.77,115,32.39,109,30.7,19043
19,44,239,91,38.08,18,7.53,111,46.44,19,7.95,19044
19,45,238,58,24.37,19,7.98,142,59.66,19,7.98,19045
19,46,263,63,23.95,17,6.46,168,63.88,15,5.7,19046
19,47,407,98,24.08,67,16.46,143,35.14,99,24.32,19047
19,48,281,67,23.84,27,9.61,108,38.43,79,28.11,19048
19,49,331,67,20.24,51,15.41,102,30.82,111,33.53,19049
19,50,216,58,26.85,16,7.41,127,58.8,15,6.94,19050
19,51,291,64,21.99,19,6.53,178,61.17,30,10.31,19051
19,52,232,88,37.93,18,7.76,112,48.28,14,6.03,19052
19,53,233,52,22.32,17,7.3,147,63.09,17,7.3,19053
19,54,169,51,30.18,15,8.88,84,49.7,19,11.24,19054
19,55,180,50,27.78,10,5.56,114,63.33,6,3.33,19055
19,56,321,57,17.76,33,10.28,181,56.39,50,15.58,19056
19,57,284,71,25.0,40,14.08,121,42.61,52,18.31,19057
20,1,217,77,35.48,26,11.98,63,29.03,51,23.5,20001
20,2,55,19,34.55,7,12.73,13,23.64,16,29.09,20002
20,3,166,56,33.73,21,12.65,44,26.51,45,27.11,20003
20,4,79,27,34.18,13,16.46,20,25.32,19,24.05,20004
20,5,232,64,27.59,41,17.67,41,17.67,86,37.07,20005
20,6,77,27,35.06,7,9.09,22,28.57,21,27.27,20006
20,7,187,54,28.88,30,16.04,51,27.27,52,27.81,20007
20,8,182,59,32.42,19,10.44,39,21.43,65,35.71,20008
20,9,311,104,33.44,49,15.76,65,20.9,93,29.9,20009
20,10,126,37,29.37,13,10.32,37,29.37,39,30.95,20010
20,11,249,82,32.93,37,14.86,58,23.29,72,28.92,20011
20,12,147,40,27.21,20,13.61,42,28.57,45,30.61,20012
20,13,217,91,41.94,18,8.29,57,26.27,51,23.5,20013
20,14,118,40,33.9,18,15.25,28,23.73,32,27.12,20014
20,15,170,58,34.12,22,12.94,56,32.94,34,20.0,20015
20,16,266,82,30.83,60,22.56,50,18.8,74,27.82,20016
20,17,120,36,30.0,21,17.5,31,25.83,32,26.67,20017
20,18,125,41,32.8,16,12.8,37,29.6,31,24.8,20018
20,19,196,65,33.16,27,13.78,54,27.55,50,25.51,20019
20,20,125,41,32.8,24,19.2,39,31.2,21,16.8,20020
20,21,134,58,43.28,19,14.18,33,24.63,24,17.91,20021
20,22,260,63,24.23,60,23.08,32,12.31,105,40.38,20022
20,23,172,59,34.3,22,12.79,48,27.91,43,25.0,20023
20,24,227,61,26.87,51,22.47,42,18.5,73,32.16,20024
20,25,123,41,33.33,17,13.82,35,28.46,30,24.39,20025
20,26,204,61,29.9,51,25.0,32,15.69,60,29.41,20026
20,27,104,35,33.65,4,3.85,33,31.73,32,30.77,20027
20,28,112,44,39.29,9,8.04,27,24.11,32,28.57,20028
20,29,207,87,42.03,15,7.25,46,22.22,59,28.5,20029
20,30,96,28,29.17,4,4.17,28,29.17,36,37.5,20030
20,31,227,76,33.48,38,16.74,59,25.99,54,23.79,20031
20,32,153,58,37.91,14,9.15,39,25.49,42,27.45,20032
20,33,127,49,38.58,12,9.45,27,21.26,39,30.71,20033
20,34,283,72,25.44,87,30.74,56,19.79,68,24.03,20034
20,35,132,41,31.06,15,11.36,53,40.15,23,17.42,20035
20,36,52,20,38.46,8,15.38,7,13.46,17,32.69,20036
20,37,49,13,26.53,4,8.16,15,30.61,17,34.69,20037
20,38,58,22,37.93,9,15.52,16,27.59,11,18.97,20038
20,39,12,3,25.0,3,25.0,3,25.0,3,25.0,20039
21,1,234,65,27.78,32,13.68,34,14.53,103,44.02,21001
21,2,166,61,36.75,14,8.43,47,28.31,44,26.51,21002
