ward,precinct,total,Michael G. Grace,Michael G. Grace Percent,Mike Cashman,Mike Cashman Percent,Frank Avila,Frank Avila Percent,Heather Boyle,Heather Boyle Percent,M Cameron ''Cam'' Davis,M Cameron ''Cam'' Davis Percent,Kimberly Neely Dubuclet,Kimberly Neely Dubuclet Percent,Eira L. Corral Sep̼lveda,Eira L. Corral Sep̼lveda Percent,Patricia Theresa Flynn,Patricia Theresa Flynn Percent,Shundar Lin,Shundar Lin Percent,Deyon Dean,Deyon Dean Percent,precinct_id
11,34,197,22,11.17,20,10.15,24,12.18,14,7.11,30,15.23,27,13.71,25,12.69,24,12.18,10,5.08,1,0.51,11034
11,35,84,10,11.9,13,15.48,11,13.1,10,11.9,6,7.14,11,13.1,6,7.14,7,8.33,8,9.52,2,2.38,11035
11,36,208,9,4.33,20,9.62,24,11.54,19,9.13,28,13.46,32,15.38,26,12.5,21,10.1,25,12.02,4,1.92,11036
11,37,162,13,8.02,7,4.32,26,16.05,15,9.26,26,16.05,28,17.28,18,11.11,12,7.41,10,6.17,7,4.32,11037
11,38,272,9,3.31,8,2.94,38,13.97,31,11.4,43,15.81,56,20.59,50,18.38,23,8.46,10,3.68,4,1.47,11038
12,1,585,45,7.69,29,4.96,118,20.17,54,9.23,50,8.55,61,10.43,108,18.46,77,13.16,35,5.98,8,1.37,12001
12,2,357,25,7.0,20,5.6,105,29.41,23,6.44,33,9.24,32,8.96,50,14.01,40,11.2,20,5.6,9,2.52,12002
12,3,832,49,5.89,33,3.97,158,18.99,69,8.29,100,12.02,118,14.18,165,19.83,82,9.86,44,5.29,14,1.68,12003
12,4,663,48,7.24,19,2.87,127,19.16,59,8.9,71,10.71,102,15.38,129,19.46,63,9.5,33,4.98,12,1.81,12004
12,5,499,45,9.02,30,6.01,82,16.43,45,9.02,45,9.02,69,13.83,81,16.23,63,12.63,36,7.21,3,0.6,12005
12,6,588,40,6.8,29,4.93,135,22.96,55,9.35,52,8.84,70,11.9,104,17.69,61,10.37,35,5.95,7,1.19,12006
12,7,482,34,7.05,13,2.7,116,24.07,33,6.85,50,10.37,67,13.9,98,20.33,41,8.51,22,4.56,8,1.66,12007
12,8,594,52,8.75,23,3.87,122,20.54,52,8.75,40,6.73,81,13.64,111,18.69,63,10.61,40,6.73,10,1.68,12008
12,9,489,34,6.95,19,3.89,110,22.49,33,6.75,44,9.0,61,12.47,88,18.0,63,12.88,29,5.93,8,1.64,12009
12,10,629,34,5.41,17,2.7,152,24.17,46,7.31,72,11.45,84,13.35,122,19.4,61,9.7,26,4.13,15,2.38,12010
12,11,499,30,6.01,26,5.21,155,31.06,30,6.01,40,8.02,54,10.82,96,19.24,36,7.21,22,4.41,10,2.0,12011
12,12,506,58,11.46,33,6.52,128,25.3,24,4.74,31,6.13,48,9.49,94,18.58,56,11.07,21,4.15,13,2.57,12012
12,13,486,48,9.88,21,4.32,119,24.49,33,6.79,43,8.85,49,10.08,75,15.43,65,13.37,22,4.53,11,2.26,12013
12,14,429,39,9.09,17,3.96,112,26.11,29,6.76,38,8.86,46,10.72,78,18.18,44,10.26,12,2.8,14,3.26,12014
12,15,376,32,8.51,16,4.26,100,26.6,25,6.65,50,13.3,33,8.78,61,16.22,41,10.9,10,2.66,8,2.13,12015
12,16,378,35,9.26,26,6.88,111,29.37,22,5.82,31,8.2,44,11.64,54,14.29,33,8.73,14,3.7,8,2.12,12016
12,17,524,43,8.21,18,3.44,140,26.72,42,8.02,50,9.54,60,11.45,82,15.65,54,10.31,23,4.39,12,2.29,12017
12,18,373,20,5.36,17,4.56,84,22.52,28,7.51,33,8.85,54,14.48,73,19.57,34,9.12,14,3.75,16,4.29,12018
12,19,522,27,5.17,23,4.41,114,21.84,38,7.28,52,9.96,62,11.88,100,19.16,59,11.3,39,7.47,8,1.53,12019
12,20,508,40,7.87,23,4.53,117,23.03,35,6.89,64,12.6,66,12.99,83,16.34,51,10.04,21,4.13,8,1.57,12020
12,21,522,48,9.2,19,3.64,104,19.92,50,9.58,55,10.54,57,10.92,87,16.67,62,11.88,25,4.79,15,2.87,12021
12,22,493,37,7.51,21,4.26,119,24.14,33,6.69,46,9.33,57,11.56,102,20.69,44,8.92,22,4.46,12,2.43,12022
12,23,637,52,8.16,28,4.4,132,20.72,57,8.95,53,8.32,74,11.62,121,19.0,82,12.87,31,4.87,7,1.1,12023
13,1,421,40,9.5,28,6.65,78,18.53,40,9.5,26,6.18,37,8.79,71,16.86,79,18.76,16,3.8,6,1.43,13001
13,2,441,41,9.3,23,5.22,62,14.06,44,9.98,25,5.67,39,8.84,93,21.09,101,22.9,5,1.13,8,1.81,13002
13,3,425,47,11.06,25,5.88,92,21.65,42,9.88,32,7.53,35,8.24,73,17.18,53,12.47,19,4.47,7,1.65,13003
13,4,481,49,10.19,41,8.52,82,17.05,47,9.77,42,8.73,42,8.73,77,16.01,83,17.26,14,2.91,4,0.83,13004
13,5,540,69,12.78,39,7.22,127,23.52,45,8.33,30,5.56,46,8.52,88,16.3,74,13.7,15,2.78,7,1.3,13005
13,6,582,52,8.93,45,7.73,98,16.84,64,11.0,40,6.87,41,7.04,100,17.18,119,20.45,18,3.09,5,0.86,13006
13,7,370,37,10.0,17,4.59,72,19.46,30,8.11,18,4.86,22,5.95,72,19.46,80,21.62,16,4.32,6,1.62,13007
13,8,350,37,10.57,17,4.86,74,21.14,43,12.29,22,6.29,27,7.71,55,15.71,65,18.57,5,1.43,5,1.43,13008
13,9,455,41,9.01,22,4.84,113,24.84,39,8.57,31,6.81,39,8.57,80,17.58,63,13.85,19,4.18,8,1.76,13009
13,10,437,31,7.09,25,5.72,62,14.19,51,11.67,33,7.55,46,10.53,74,16.93,100,22.88,9,2.06,6,1.37,13010
13,11,559,55,9.84,31,5.55,91,16.28,65,11.63,35,6.26,58,10.38,93,16.64,101,18.07,22,3.94,8,1.43,13011
13,12,436,47,10.78,22,5.05,79,18.12,46,10.55,38,8.72,48,11.01,64,14.68,72,16.51,15,3.44,5,1.15,13012
13,13,494,41,8.3,20,4.05,106,21.46,41,8.3,35,7.09,43,8.7,92,18.62,81,16.4,21,4.25,14,2.83,13013
13,14,411,43,10.46,19,4.62,87,21.17,38,9.25,27,6.57,33,8.03,77,18.73,57,13.87,18,4.38,12,2.92,13014
13,15,712,53,7.44,33,4.63,142,19.94,59,8.29,58,8.15,46,6.46,157,22.05,128,17.98,22,3.09,14,1.97,13015
13,16,322,35,10.87,15,4.66,73,22.67,29,9.01,21,6.52,26,8.07,65,20.19,43,13.35,8,2.48,7,2.17,13016
13,17,382,40,10.47,25,6.54,79,20.68,34,8.9,26,6.81,21,5.5,67,17.54,63,16.49,19,4.97,8,2.09,13017
13,18,362,37,10.22,19,5.25,68,18.78,48,13.26,19,5.25,38,10.5,58,16.02,63,17.4,5,1.38,7,1.93,13018
13,19,632,70,11.08,31,4.91,139,21.99,39,6.17,35,5.54,52,8.23,123,19.46,112,17.72,18,2.85,13,2.06,13019
13,20,319,36,11.29,23,7.21,42,13.17,44,13.79,18,5.64,25,7.84,51,15.99,65,20.38,13,4.08,2,0.63,13020
13,21,517,53,10.25,29,5.61,62,11.99,73,14.12,28,5.42,51,9.86,81,15.67,120,23.21,16,3.09,4,0.77,13021
13,22,440,41,9.32,32,7.27,65,14.77,48,10.91,28,6.36,45,10.23,61,13.86,95,21.59,13,2.95,12,2.73,13022
13,23,338,32,9.47,15,4.44,63,18.64,24,7.1,18,5.33,26,7.69,85,25.15,56,16.57,12,3.55,7,2.07,13023
13,24,422,39,9.24,20,4.74,70,16.59,30,7.11,41,9.72,35,8.29,105,24.88,64,15.17,15,3.55,3,0.71,13024
13,25,493,38,7.71,23,4.67,114,23.12,46,9.33,38,7.71,47,9.53,83,16.84,76,15.42,19,3.85,9,1.83,13025
13,26,416,45,10.82,25,6.01,76,18.27,38,9.13,18,4.33,31,7.45,74,17.79,93,22.36,9,2.16,7,1.68,13026
13,27,433,36,8.31,22,5.08,81,18.71,48,11.09,28,6.47,47,10.85,68,15.7,80,18.48,16,3.7,7,1.62,13027
13,28,412,37,8.98,28,6.8,89,21.6,43,10.44,23,5.58,27,6.55,85,20.63,65,15.78,8,1.94,7,1.7,13028
13,29,371,38,10.24,29,7.82,99,26.68,31,8.36,30,8.09,15,4.04,61,16.44,55,14.82,10,2.7,3,0.81,13029
13,30,395,31,7.85,9,2.28,93,23.54,30,7.59,22,5.57,20,5.06,95,24.05,77,19.49,13,3.29,5,1.27,13030
13,31,486,47,9.67,30,6.17,75,15.43,50,10.29,33,6.79,42,8.64,96,19.75,92,18.93,17,3.5,4,0.82,13031
13,32,420,47,11.19,32,7.62,77,18.33,47,11.19,29,6.9,30,7.14,63,15.0,74,17.62,15,3.57,6,1.43,13032
13,33,498,48,9.64,24,4.82,63,12.65,55,11.04,27,5.42,40,8.03,92,18.47,119,23.9,18,3.61,12,2.41,13033
13,34,620,34,5.48,20,3.23,96,15.48,36,5.81,32,5.16,39,6.29,179,28.87,159,25.65,17,2.74,8,1.29,13034
13,35,555,55,9.91,33,5.95,119,21.44,34,6.13,47,8.47,38,6.85,123,22.16,90,16.22,9,1.62,7,1.26,13035
13,36,309,32,10.36,15,4.85,74,23.95,14,4.53,21,6.8,28,9.06,62,20.06,49,15.86,9,2.91,5,1.62,13036
13,37,520,59,11.35,26,5.0,98,18.85,45,8.65,39,7.5,51,9.81,88,16.92,84,16.15,14,2.69,16,3.08,13037
13,38,431,39,9.05,26,6.03,75,17.4,43,9.98,26,6.03,43,9.98,74,17.17,83,19.26,12,2.78,10,2.32,13038
13,39,480,39,8.13,28,5.83,96,20.0,37,7.71,39,8.13,37,7.71,90,18.75,93,19.38,11,2.29,10,2.08,13039
13,40,413,41,9.93,25,6.05,91,22.03,34,8.23,30,7.26,29,7.02,73,17.68,68,16.46,11,2.66,11,2.66,13040
13,41,546,50,9.16,26,4.76,107,19.6,51,9.34,33,6.04,51,9.34,118,21.61,95,17.4,10,1.83,5,0.92,13041
13,42,509,39,7.66,46,9.04,63,12.38,56,11.0,37,7.27,48,9.43,97,19.06,109,21.41,9,1.77,5,0.98,13042
13,43,470,53,11.28,31,6.6,94,20.0,45,9.57,25,5.32,38,8.09,77,16.38,85,18.09,15,3.19,7,1.49,13043
13,44,483,39,8.07,24,4.97,92,19.05,23,4.76,37,7.66,25,5.18,121,25.05,103,21.33,11,2.28,8,1.66,13044
13,45,592,58,9.8,42,7.09,109,18.41,51,8.61,36,6.08,35,5.91,116,19.59,126,21.28,14,2.36,5,0.84,13045
13,46,538,51,9.48,30,5.58,117,21.75,37,6.88,37,6.88,37,6.88,116,21.56,87,16.17,17,3.16,9,1.67,13046
13,47,520,36,6.92,18,3.46,92,17.69,26,5.0,34,6.54,31,5.96,140,26.92,125,24.04,13,2.5,5,0.96,13047
13,48,422,40,9.48,22,5.21,59,13.98,31,7.35,29,6.87,32,7.58,98,23.22,93,22.04,11,2.61,7,1.66,13048
14,1,626,69,11.02,65,10.38,109,17.41,78,12.46,36,5.75,54,8.63,59,9.42,130,20.77,17,2.72,9,1.44,14001
14,2,655,53,8.09,55,8.4,156,23.82,58,8.85,53,8.09,55,8.4,99,15.11,93,14.2,22,3.36,11,1.68,14002
14,3,386,38,9.84,26,6.74,94,24.35,23,5.96,35,9.07,32,8.29,78,20.21,40,10.36,9,2.33,11,2.85,14003
14,4,464,34,7.33,49,10.56,99,21.34,58,12.5,28,6.03,40,8.62,51,10.99,82,17.67,15,3.23,8,1.72,14004
14,5,591,42,7.11,59,9.98,183,30.96,28,4.74,35,5.92,44,7.45,88,14.89,87,14.72,16,2.71,9,1.52,14005
14,6,284,14,4.93,52,18.31,90,31.69,3,1.06,19,6.69,13,4.58,32,11.27,54,19.01,4,1.41,3,1.06,14006
14,7,642,57,8.88,53,8.26,170,26.48,45,7.01,56,8.72,47,7.32,103,16.04,70,10.9,29,4.52,12,1.87,14007
14,8,553,42,7.59,33,5.97,151,27.31,33,5.97,33,5.97,40,7.23,115,20.8,70,12.66,23,4.16,13,2.35,14008
14,9,675,62,9.19,55,8.15,137,20.3,84,12.44,48,7.11,49,7.26,96,14.22,118,17.48,18,2.67,8,1.19,14009
14,10,305,27,8.85,14,4.59,74,24.26,28,9.18,28,9.18,26,8.52,48,15.74,36,11.8,19,6.23,5,1.64,14010
14,11,359,19,5.29,54,15.04,121,33.7,10,2.79,20,5.57,18,5.01,40,11.14,61,16.99,10,2.79,6,1.67,14011
14,12,474,39,8.23,29,6.12,111,23.42,41,8.65,37,7.81,41,8.65,91,19.2,59,12.45,16,3.38,10,2.11,14012
14,13,472,42,8.9,32,6.78,112,23.73,40,8.47,36,7.63,40,8.47,65,13.77,69,14.62,22,4.66,14,2.97,14013
14,14,497,58,11.67,39,7.85,145,29.18,33,6.64,31,6.24,35,7.04,81,16.3,53,10.66,13,2.62,9,1.81,14014
14,15,488,58,11.89,38,7.79,129,26.43,23,4.71,41,8.4,29,5.94,76,15.57,65,13.32,18,3.69,11,2.25,14015
14,16,374,39,10.43,29,7.75,105,28.07,36,9.63,21,5.61,31,8.29,46,12.3,45,12.03,17,4.55,5,1.34,14016
14,17,410,32,7.8,30,7.32,123,30.0,31,7.56,31,7.56,38,9.27,55,13.41,49,11.95,12,2.93,9,2.2,14017
14,18,216,28,12.96,14,6.48,51,23.61,20,9.26,15,6.94,20,9.26,28,12.96,33,15.28,5,2.31,2,0.93,14018
14,19,401,38,9.48,33,8.23,100,24.94,27,6.73,30,7.48,29,7.23,72,17.96,53,13.22,15,3.74,4,1.0,14019
14,20,351,40,11.4,25,7.12,85,24.22,25,7.12,32,9.12,33,9.4,48,13.68,44,12.54,13,3.7,6,1.71,14020
14,21,364,30,8.24,19,5.22,97,26.65,31,8.52,34,9.34,26,7.14,68,18.68,36,9.89,17,4.67,6,1.65,14021
14,22,648,56,8.64,46,7.1,148,22.84,82,12.65,53,8.18,51,7.87,92,14.2,79,12.19,26,4.01,15,2.31,14022
14,23,377,41,10.88,37,9.81,85,22.55,30,7.96,31,8.22,26,6.9,56,14.85,46,12.2,17,4.51,8,2.12,14023
14,24,628,42,6.69,76,12.1,133,21.18,58,9.24,33,5.25,57,9.08,69,10.99,132,21.02,13,2.07,15,2.39,14024
14,25,264,25,9.47,23,8.71,74,28.03,18,6.82,18,6.82,15,5.68,35,13.26,35,13.26,15,5.68,6,2.27,14025
14,26,337,29,8.61,19,5.64,97,28.78,25,7.42,20,5.93,28,8.31,62,18.4,37,10.98,14,4.15,6,1.78,14026
14,27,528,44,8.33,45,8.52,126,23.86,37,7.01,38,7.2,41,7.77,89,16.86,74,14.02,23,4.36,11,2.08,14027
14,28,379,48,12.66,39,10.29,88,23.22,33,8.71,13,3.43,36,9.5,48,12.66,51,13.46,12,3.17,11,2.9,14028
14,29,452,33,7.3,68,15.04,126,27.88,15,3.32,27,5.97,32,7.08,54,11.95,83,18.36,8,1.77,6,1.33,14029
14,30,287,34,11.85,19,6.62,72,25.09,22,7.67,23,8.01,18,6.27,56,19.51,31,10.8,9,3.14,3,1.05,14030
14,31,315,30,9.52,19,6.03,82,26.03,25,7.94,29,9.21,22,6.98,53,16.83,31,9.84,14,4.44,10,3.17,14031
15,1,395,30,7.59,13,3.29,116,29.37,28,7.09,31,7.85,31,7.85,78,19.75,39,9.87,19,4.81,10,2.53,15001
15,2,254,36,14.17,16,6.3,31,12.2,26,10.24,44,17.32,34,13.39,9,3.54,35,13.78,7,2.76,16,6.3,15002
15,3,307,31,10.1,15,4.89,25,8.14,36,11.73,54,17.59,48,15.64,18,5.86,50,16.29,2,0.65,28,9.12,15003
15,4,429,40,9.32,18,4.2,129,30.07,14,3.26,39,9.09,29,6.76,81,18.88,46,10.72,15,3.5,18,4.2,15004
15,5,340,22,6.47,17,5.0,96,28.24,26,7.65,23,6.76,32,9.41,67,19.71,42,12.35,11,3.24,4,1.18,15005
15,6,440,34,7.73,30,6.82,108,24.55,34,7.73,30,6.82,41,9.32,80,18.18,47,10.68,25,5.68,11,2.5,15006
15,7,228,30,13.16,15,6.58,35,15.35,18,7.89,35,15.35,33,14.47,11,4.82,33,14.47,5,2.19,13,5.7,15007
15,8,417,41,9.83,19,4.56,115,27.58,32,7.67,33,7.91,32,7.67,68,16.31,50,11.99,17,4.08,10,2.4,15008
15,9,509,45,8.84,25,4.91,149,29.27,36,7.07,37,7.27,34,6.68,70,13.75,72,14.15,17,3.34,24,4.72,15009
15,10,588,55,9.35,30,5.1,149,25.34,48,8.16,37,6.29,42,7.14,95,16.16,80,13.61,39,6.63,13,2.21,15010
15,11,446,26,5.83,11,2.47,128,28.7,51,11.43,30,6.73,29,6.5,78,17.49,56,12.56,20,4.48,17,3.81,15011
15,12,511,53,10.37,21,4.11,134,26.22,49,9.59,45,8.81,42,8.22,74,14.48,65,12.72,17,3.33,11,2.15,15012
15,13,432,38,8.8,24,5.56,124,28.7,20,4.63,39,9.03,38,8.8,72,16.67,54,12.5,11,2.55,12,2.78,15013
15,14,362,21,5.8,15,4.14,93,25.69,22,6.08,31,8.56,38,10.5,79,21.82,54,14.92,7,1.93,2,0.55,15014
15,15,322,29,9.01,14,4.35,94,29.19,17,5.28,23,7.14,23,7.14,62,19.25,42,13.04,12,3.73,6,1.86,15015
15,16,521,51,9.79,26,4.99,140,26.87,31,5.95,36,6.91,42,8.06,65,12.48,79,15.16,13,2.5,38,7.29,15016
15,17,296,35,11.82,17,5.74,32,10.81,34,11.49,49,16.55,55,18.58,17,5.74,35,11.82,7,2.36,15,5.07,15017
15,18,173,21,12.14,10,5.78,25,14.45,15,8.67,29,16.76,27,15.61,9,5.2,27,15.61,3,1.73,7,4.05,15018
15,19,420,44,10.48,28,6.67,82,19.52,48,11.43,41,9.76,48,11.43,52,12.38,51,12.14,13,3.1,13,3.1,15019
15,20,281,35,12.46,13,4.63,39,13.88,25,8.9,47,16.73,45,16.01,14,4.98,42,14.95,3,1.07,18,6.41,15020
15,21,284,29,10.21,15,5.28,41,14.44,25,8.8,36,12.68,34,11.97,18,6.34,55,19.37,5,1.76,26,9.15,15021
15,22,260,30,11.54,20,7.69,28,10.77,24,9.23,33,12.69,39,15.0,13,5.0,45,17.31,9,3.46,19,7.31,15022
15,23,294,28,9.52,14,4.76,36,12.24,24,8.16,58,19.73,41,13.95,27,9.18,35,11.9,6,2.04,25,8.5,15023
15,24,200,25,12.5,12,6.0,25,12.5,18,9.0,43,21.5,35,17.5,13,6.5,21,10.5,2,1.0,6,3.0,15024
16,1,482,41,8.51,18,3.73,125,25.93,31,6.43,52,10.79,44,9.13,87,18.05,54,11.2,21,4.36,9,1.87,16001
16,2,359,44,12.26,19,5.29,49,13.65,34,9.47,47,13.09,51,14.21,32,8.91,49,13.65,8,2.23,26,7.24,16002
16,3,291,46,15.81,20,6.87,29,9.97,29,9.97,48,16.49,45,15.46,17,5.84,34,11.68,5,1.72,18,6.19,16003
16,4,314,32,10.19,13,4.14,31,9.87,38,12.1,60,19.11,50,15.92,25,7.96,29,9.24,11,3.5,25,7.96,16004
16,5,202,27,13.37,10,4.95,22,10.89,22,10.89,32,15.84,35,17.33,12,5.94,29,14.36,4,1.98,9,4.46,16005
16,6,323,48,14.86,19,5.88,37,11.46,23,7.12,55,17.03,57,17.65,25,7.74,42,13.0,6,1.86,11,3.41,16006
16,7,356,39,10.96,15,4.21,45,12.64,36,10.11,55,15.45,68,19.1,29,8.15,48,13.48,9,2.53,12,3.37,16007
16,8,171,16,9.36,5,2.92,21,12.28,24,14.04,29,16.96,28,16.37,14,8.19,23,13.45,3,1.75,8,4.68,16008
16,9,315,36,11.43,23,7.3,27,8.57,34,10.79,53,16.83,53,16.83,20,6.35,36,11.43,7,2.22,26,8.25,16009
16,10,271,31,11.44,14,5.17,27,9.96,31,11.44,47,17.34,44,16.24,20,7.38,38,14.02,4,1.48,15,5.54,16010
16,11,285,22,7.72,15,5.26,42,14.74,26,9.12,46,16.14,42,14.74,32,11.23,40,14.04,10,3.51,10,3.51,16011
16,12,267,28,10.49,12,4.49,32,11.99,25,9.36,41,15.36,41,15.36,25,9.36,34,12.73,7,2.62,22,8.24,16012
16,13,319,39,12.23,17,5.33,58,18.18,29,9.09,36,11.29,29,9.09,31,9.72,53,16.61,10,3.13,17,5.33,16013
16,14,228,30,13.16,14,6.14,20,8.77,17,7.46,46,20.18,36,15.79,13,5.7,35,15.35,2,0.88,15,6.58,16014
16,15,318,44,13.84,12,3.77,24,7.55,36,11.32,55,17.3,49,15.41,22,6.92,44,13.84,9,2.83,23,7.23,16015
16,16,288,31,10.76,24,8.33,23,7.99,28,9.72,52,18.06,60,20.83,28,9.72,30,10.42,3,1.04,9,3.13,16016
16,17,343,43,12.54,15,4.37,56,16.33,35,10.2,48,13.99,50,14.58,33,9.62,42,12.24,8,2.33,13,3.79,16017
16,18,270,30,11.11,15,5.56,35,12.96,28,10.37,34,12.59,40,14.81,34,12.59,36,13.33,5,1.85,13,4.81,16018
16,19,333,29,8.71,13,3.9,57,17.12,32,9.61,56,16.82,55,16.52,25,7.51,36,10.81,11,3.3,19,5.71,16019
16,20,248,23,9.27,8,3.23,20,8.06,25,10.08,42,16.94,53,21.37,19,7.66,34,13.71,12,4.84,12,4.84,16020
16,21,259,35,13.51,25,9.65,31,11.97,26,10.04,46,17.76,33,12.74,9,3.47,31,11.97,5,1.93,18,6.95,16021
16,22,280,36,12.86,15,5.36,32,11.43,26,9.29,42,15.0,43,15.36,29,10.36,39,13.93,8,2.86,10,3.57,16022
16,23,325,36,11.08,17,5.23,70,21.54,23,7.08,51,15.69,34,10.46,46,14.15,32,9.85,3,0.92,13,4.0,16023
16,24,179,25,13.97,8,4.47,14,7.82,21,11.73,27,15.08,38,21.23,15,8.38,20,11.17,3,1.68,8,4.47,16024
16,25,338,40,11.83,22,6.51,28,8.28,37,10.95,57,16.86,60,17.75,18,5.33,54,15.98,5,1.48,17,5.03,16025
16,26,236,26,11.02,15,6.36,21,8.9,28,11.86,34,14.41,45,19.07,12,5.08,33,13.98,9,3.81,13,5.51,16026
16,27,209,19,9.09,14,6.7,22,10.53,21,10.05,36,17.22,43,20.57,19,9.09,23,11.0,4,1.91,8,3.83,16027
16,28,268,36,13.43,20,7.46,34,12.69,32,11.94,37,13.81,52,19.4,14,5.22,26,9.7,4,1.49,13,4.85,16028
16,29,232,32,13.79,11,4.74,21,9.05,18,7.76,51,21.98,40,17.24,17,7.33,29,12.5,6,2.59,7,3.02,16029
16,30,195,18,9.23,14,7.18,9,4.62,24,12.31,35,17.95,40,20.51,12,6.15,30,15.38,2,1.03,11,5.64,16030
16,31,362,42,11.6,25,6.91,38,10.5,36,9.94,65,17.96,59,16.3,26,7.18,44,12.15,6,1.66,21,5.8,16031
16,32,387,42,10.85,27,6.98,93,24.03,30,7.75,39,10.08,34,8.79,55,14.21,44,11.37,17,4.39,6,1.55,16032
16,33,226,34,15.04,8,3.54,22,9.73,25,11.06,43,19.03,31,13.72,11,4.87,31,13.72,5,2.21,16,7.08,16033
16,34,286,35,12.24,20,6.99,32,11.19,26,9.09,51,17.83,51,17.83,11,3.85,38,13.29,4,1.4,18,6.29,16034
16,35,435,37,8.51,26,5.98,91,20.92,25,5.75,52,11.95,53,12.18,73,16.78,45,10.34,14,3.22,19,4.37,16035
16,36,196,27,13.78,9,4.59,19,9.69,23,11.73,39,19.9,29,14.8,9,4.59,24,12.24,4,2.04,13,6.63,16036
17,1,467,52,11.13,19,4.07,93,19.91,42,8.99,61,13.06,58,12.42,55,11.78,56,11.99,19,4.07,12,2.57,17001
17,2,386,43,11.14,19,4.92,44,11.4,51,13.21,61,15.8,74,19.17,34,8.81,33,8.55,7,1.81,20,5.18,17002
17,3,449,51,11.36,18,4.01,41,9.13,41,9.13,85,18.93,81,18.04,46,10.24,55,12.25,12,2.67,19,4.23,17003
17,4,556,61,10.97,30,5.4,67,12.05,54,9.71,83,14.93,100,17.99,47,8.45,63,11.33,15,2.7,36,6.47,17004
17,5,325,41,12.62,17,5.23,35,10.77,33,10.15,65,20.0,54,16.62,23,7.08,32,9.85,7,2.15,18,5.54,17005
17,6,391,41,10.49,6,1.53,48,12.28,39,9.97,68,17.39,65,16.62,59,15.09,43,11.0,11,2.81,11,2.81,17006
17,7,364,53,14.56,15,4.12,63,17.31,29,7.97,49,13.46,47,12.91,41,11.26,47,12.91,4,1.1,16,4.4,17007
17,8,310,32,10.32,11,3.55,38,12.26,36,11.61,41,13.23,57,18.39,24,7.74,45,14.52,11,3.55,15,4.84,17008
17,9,343,39,11.37,13,3.79,42,12.24,30,8.75,47,13.7,70,20.41,35,10.2,50,14.58,4,1.17,13,3.79,17009
17,10,576,67,11.63,34,5.9,59,10.24,68,11.81,84,14.58,102,17.71,38,6.6,79,13.72,14,2.43,31,5.38,17010
17,11,288,34,11.81,21,7.29,31,10.76,28,9.72,42,14.58,56,19.44,24,8.33,33,11.46,5,1.74,14,4.86,17011
17,12,505,47,9.31,19,3.76,82,16.24,41,8.12,65,12.87,72,14.26,73,14.46,66,13.07,15,2.97,25,4.95,17012
17,13,306,44,14.38,13,4.25,30,9.8,34,11.11,47,15.36,55,17.97,20,6.54,41,13.4,13,4.25,9,2.94,17013
17,14,357,44,12.32,19,5.32,63,17.65,31,8.68,51,14.29,42,11.76,48,13.45,35,9.8,15,4.2,9,2.52,17014
17,15,456,51,11.18,24,5.26,46,10.09,59,12.94,66,14.47,89,19.52,34,7.46,51,11.18,9,1.97,27,5.92,17015
17,16,427,39,9.13,21,4.92,71,16.63,37,8.67,65,15.22,62,14.52,50,11.71,55,12.88,15,3.51,12,2.81,17016
17,17,389,45,11.57,20,5.14,42,10.8,50,12.85,61,15.68,65,16.71,28,7.2,56,14.4,7,1.8,15,3.86,17017
17,18,588,55,9.35,21,3.57,66,11.22,46,7.82,110,18.71,119,20.24,56,9.52,64,10.88,12,2.04,39,6.63,17018
17,19,239,33,13.81,20,8.37,27,11.3,22,9.21,36,15.06,31,12.97,17,7.11,32,13.39,7,2.93,14,5.86,17019
17,20,613,65,10.6,18,2.94,60,9.79,59,9.62,96,15.66,132,21.53,64,10.44,81,13.21,12,1.96,26,4.24,17020
17,21,727,67,9.22,27,3.71,80,11.0,65,8.94,134,18.43,151,20.77,78,10.73,69,9.49,12,1.65,44,6.05,17021
17,22,404,51,12.62,22,5.45,41,10.15,38,9.41,73,18.07,74,18.32,31,7.67,53,13.12,4,0.99,17,4.21,17022
17,23,300,36,12.0,17,5.67,25,8.33,31,10.33,56,18.67,51,17.0,17,5.67,43,14.33,4,1.33,20,6.67,17023
17,24,510,52,10.2,20,3.92,58,11.37,54,10.59,90,17.65,90,17.65,38,7.45,72,14.12,7,1.37,29,5.69,17024
17,25,342,44,12.87,17,4.97,35,10.23,35,10.23,48,14.04,60,17.54,22,6.43,47,13.74,6,1.75,28,8.19,17025
17,26,502,64,12.75,23,4.58,39,7.77,55,10.96,80,15.94,99,19.72,38,7.57,63,12.55,8,1.59,33,6.57,17026
17,27,466,54,11.59,18,3.86,50,10.73,40,8.58,69,14.81,96,20.6,52,11.16,53,11.37,3,0.64,31,6.65,17027
17,28,352,33,9.38,22,6.25,40,11.36,33,9.38,57,16.19,64,18.18,35,9.94,44,12.5,5,1.42,19,5.4,17028
17,29,344,40,11.63,17,4.94,31,9.01,38,11.05,52,15.12,65,18.9,29,8.43,42,12.21,9,2.62,21,6.1,17029
17,30,311,40,12.86,13,4.18,59,18.97,27,8.68,32,10.29,36,11.58,41,13.18,47,15.11,3,0.96,13,4.18,17030
17,31,270,30,11.11,14,5.19,24,8.89,32,11.85,54,20.0,40,14.81,20,7.41,35,12.96,7,2.59,14,5.19,17031
17,32,326,36,11.04,14,4.29,30,9.2,37,11.35,48,14.72,61,18.71,29,8.9,52,15.95,4,1.23,15,4.6,17032
