ward,precinct,total,Tiesha L. Smith,Tiesha L. Smith Percent,Cristin Keely McDonald Duffy,Cristin Keely McDonald Duffy Percent,Kerrie Maloney Laytin,Kerrie Maloney Laytin Percent,precinct_id
13,3,170,71,41.76,57,33.53,42,24.71,13003
13,4,176,41,23.3,85,48.3,50,28.41,13004
13,5,224,90,40.18,74,33.04,60,26.79,13005
13,6,199,38,19.1,105,52.76,56,28.14,13006
13,7,145,54,37.24,47,32.41,44,30.34,13007
13,8,141,39,27.66,63,44.68,39,27.66,13008
13,9,195,79,40.51,70,35.9,46,23.59,13009
13,10,172,27,15.7,100,58.14,45,26.16,13010
13,11,231,57,24.68,106,45.89,68,29.44,13011
13,12,176,62,35.23,62,35.23,52,29.55,13012
13,13,199,61,30.65,80,40.2,58,29.15,13013
13,14,175,60,34.29,79,45.14,36,20.57,13014
13,15,289,115,39.79,107,37.02,67,23.18,13015
13,16,129,45,34.88,45,34.88,39,30.23,13016
13,17,149,46,30.87,66,44.3,37,24.83,13017
13,18,144,37,25.69,78,54.17,29,20.14,13018
13,19,235,101,42.98,86,36.6,48,20.43,13019
13,20,120,33,27.5,60,50.0,27,22.5,13020
13,21,195,18,9.23,130,66.67,47,24.1,13021
13,22,177,31,17.51,100,56.5,46,25.99,13022
13,23,129,54,41.86,43,33.33,32,24.81,13023
13,24,163,57,34.97,64,39.26,42,25.77,13024
13,25,191,62,32.46,71,37.17,58,30.37,13025
13,26,154,52,33.77,63,40.91,39,25.32,13026
13,27,184,51,27.72,85,46.2,48,26.09,13027
13,28,153,52,33.99,60,39.22,41,26.8,13028
13,29,153,58,37.91,64,41.83,31,20.26,13029
13,30,168,80,47.62,44,26.19,44,26.19,13030
13,31,177,29,16.38,102,57.63,46,25.99,13031
13,32,162,27,16.67,84,51.85,51,31.48,13032
13,33,187,54,28.88,93,49.73,40,21.39,13033
13,34,240,99,41.25,92,38.33,49,20.42,13034
13,35,206,71,34.47,86,41.75,49,23.79,13035
13,36,127,45,35.43,56,44.09,26,20.47,13036
13,37,187,72,38.5,71,37.97,44,23.53,13037
13,38,169,35,20.71,90,53.25,44,26.04,13038
13,39,169,65,38.46,56,33.14,48,28.4,13039
13,40,168,60,35.71,74,44.05,34,20.24,13040
13,41,236,90,38.14,80,33.9,66,27.97,13041
13,42,191,25,13.09,126,65.97,40,20.94,13042
13,43,195,72,36.92,78,40.0,45,23.08,13043
13,44,187,77,41.18,58,31.02,52,27.81,13044
13,45,225,54,24.0,117,52.0,54,24.0,13045
13,46,210,72,34.29,84,40.0,54,25.71,13046
13,47,216,94,43.52,78,36.11,44,20.37,13047
13,48,159,33,20.75,79,49.69,47,29.56,13048
14,1,216,41,18.98,124,57.41,51,23.61,14001
14,2,266,97,36.47,93,34.96,76,28.57,14002
14,3,171,71,41.52,57,33.33,43,25.15,14003
14,4,184,33,17.93,102,55.43,49,26.63,14004
14,5,260,118,45.38,86,33.08,56,21.54,14005
14,6,104,52,50.0,32,30.77,20,19.23,14006
14,7,247,107,43.32,83,33.6,57,23.08,14007
14,8,217,90,41.47,69,31.8,58,26.73,14008
14,9,254,60,23.62,133,52.36,61,24.02,14009
14,10,130,54,41.54,43,33.08,33,25.38,14010
14,11,112,48,42.86,38,33.93,26,23.21,14011
14,12,180,59,32.78,70,38.89,51,28.33,14012
14,13,178,75,42.13,58,32.58,45,25.28,14013
14,14,208,87,41.83,63,30.29,58,27.88,14014
14,15,207,93,44.93,62,29.95,52,25.12,14015
14,16,156,60,38.46,61,39.1,35,22.44,14016
14,17,189,87,46.03,54,28.57,48,25.4,14017
14,18,101,38,37.62,40,39.6,23,22.77,14018
14,19,155,63,40.65,59,38.06,33,21.29,14019
14,20,144,62,43.06,43,29.86,39,27.08,14020
14,21,137,62,45.26,35,25.55,40,29.2,14021
14,22,257,83,32.3,113,43.97,61,23.74,14022
14,23,158,57,36.08,60,37.97,41,25.95,14023
14,24,232,53,22.84,121,52.16,58,25.0,14024
14,25,112,49,43.75,47,41.96,16,14.29,14025
14,26,162,73,45.06,59,36.42,30,18.52,14026
14,27,215,85,39.53,75,34.88,55,25.58,14027
14,28,144,62,43.06,51,35.42,31,21.53,14028
14,29,168,84,50.0,54,32.14,30,17.86,14029
14,30,108,57,52.78,31,28.7,20,18.52,14030
14,31,122,52,42.62,37,30.33,33,27.05,14031
15,1,176,79,44.89,49,27.84,48,27.27,15001
15,2,111,72,64.86,31,27.93,8,7.21,15002
15,3,127,83,65.35,23,18.11,21,16.54,15003
15,4,193,101,52.33,65,33.68,27,13.99,15004
15,5,154,66,42.86,57,37.01,31,20.13,15005
15,6,172,70,40.7,61,35.47,41,23.84,15006
15,7,99,63,63.64,17,17.17,19,19.19,15007
15,8,177,91,51.41,44,24.86,42,23.73,15008
15,9,230,106,46.09,75,32.61,49,21.3,15009
15,10,247,99,40.08,92,37.25,56,22.67,15010
15,11,209,94,44.98,67,32.06,48,22.97,15011
15,12,223,94,42.15,78,34.98,51,22.87,15012
15,13,188,94,50.0,59,31.38,35,18.62,15013
15,14,160,89,55.63,36,22.5,35,21.88,15014
15,15,157,68,43.31,52,33.12,37,23.57,15015
15,16,227,126,55.51,59,25.99,42,18.5,15016
15,17,131,92,70.23,21,16.03,18,13.74,15017
15,18,89,52,58.43,16,17.98,21,23.6,15018
15,19,162,83,51.23,46,28.4,33,20.37,15019
15,20,121,83,68.6,21,17.36,17,14.05,15020
15,21,126,80,63.49,22,17.46,24,19.05,15021
15,22,121,79,65.29,24,19.83,18,14.88,15022
15,23,121,78,64.46,19,15.7,24,19.83,15023
15,24,97,69,71.13,16,16.49,12,12.37,15024
16,1,174,64,36.78,60,34.48,50,28.74,16001
16,2,151,98,64.9,30,19.87,23,15.23,16002
16,3,120,77,64.17,22,18.33,21,17.5,16003
16,4,136,94,69.12,16,11.76,26,19.12,16004
16,5,92,52,56.52,21,22.83,19,20.65,16005
16,6,149,96,64.43,28,18.79,25,16.78,16006
16,7,135,75,55.56,28,20.74,32,23.7,16007
16,8,76,48,63.16,16,21.05,12,15.79,16008
16,9,141,95,67.38,15,10.64,31,21.99,16009
16,10,118,70,59.32,25,21.19,23,19.49,16010
16,11,137,80,58.39,24,17.52,33,24.09,16011
16,12,114,76,66.67,16,14.04,22,19.3,16012
16,13,137,77,56.2,36,26.28,24,17.52,16013
16,14,106,71,66.98,14,13.21,21,19.81,16014
16,15,147,101,68.71,26,17.69,20,13.61,16015
16,16,128,83,64.84,16,12.5,29,22.66,16016
16,17,147,72,48.98,36,24.49,39,26.53,16017
16,18,100,66,66.0,21,21.0,13,13.0,16018
16,19,153,94,61.44,35,22.88,24,15.69,16019
16,20,103,64,62.14,15,14.56,24,23.3,16020
16,21,114,72,63.16,24,21.05,18,15.79,16021
16,22,113,73,64.6,17,15.04,23,20.35,16022
16,23,144,82,56.94,35,24.31,27,18.75,16023
16,24,80,48,60.0,16,20.0,16,20.0,16024
16,25,157,113,71.97,17,10.83,27,17.2,16025
16,26,119,82,68.91,16,13.45,21,17.65,16026
16,27,105,62,59.05,9,8.57,34,32.38,16027
16,28,133,77,57.89,33,24.81,23,17.29,16028
16,29,104,70,67.31,16,15.38,18,17.31,16029
16,30,90,49,54.44,19,21.11,22,24.44,16030
16,31,162,101,62.35,28,17.28,33,20.37,16031
16,32,170,82,48.24,50,29.41,38,22.35,16032
16,33,95,71,74.74,9,9.47,15,15.79,16033
16,34,140,96,68.57,22,15.71,22,15.71,16034
16,35,197,97,49.24,55,27.92,45,22.84,16035
16,36,97,75,77.32,12,12.37,10,10.31,16036
17,1,200,115,57.5,42,21.0,43,21.5,17001
17,2,170,101,59.41,25,14.71,44,25.88,17002
17,3,173,93,53.76,36,20.81,44,25.43,17003
17,4,238,148,62.18,36,15.13,54,22.69,17004
17,5,125,67,53.6,25,20.0,33,26.4,17005
17,6,154,81,52.6,28,18.18,45,29.22,17006
17,7,159,83,52.2,44,27.67,32,20.13,17007
17,8,144,92,63.89,25,17.36,27,18.75,17008
17,9,146,86,58.9,20,13.7,40,27.4,17009
17,10,232,154,66.38,31,13.36,47,20.26,17010
17,11,142,94,66.2,20,14.08,28,19.72,17011
17,12,229,119,51.97,53,23.14,57,24.89,17012
17,13,125,75,60.0,22,17.6,28,22.4,17013
17,14,141,58,41.13,46,32.62,37,26.24,17014
17,15,191,117,61.26,33,17.28,41,21.47,17015
17,16,178,93,52.25,35,19.66,50,28.09,17016
17,17,177,111,62.71,36,20.34,30,16.95,17017
17,18,235,137,58.3,28,11.91,70,29.79,17018
17,19,105,72,68.57,18,17.14,15,14.29,17019
17,20,263,145,55.13,35,13.31,83,31.56,17020
17,21,278,179,64.39,29,10.43,70,25.18,17021
17,22,152,97,63.82,18,11.84,37,24.34,17022
17,23,123,78,63.41,18,14.63,27,21.95,17023
17,24,211,124,58.77,36,17.06,51,24.17,17024
17,25,138,88,63.77,27,19.57,23,16.67,17025
17,26,202,135,66.83,26,12.87,41,20.3,17026
17,27,181,104,57.46,28,15.47,49,27.07,17027
17,28,139,90,64.75,12,8.63,37,26.62,17028
17,29,141,80,56.74,21,14.89,40,28.37,17029
17,30,130,71,54.62,37,28.46,22,16.92,17030
17,31,113,72,63.72,20,17.7,21,18.58,17031
17,32,150,90,60.0,27,18.0,33,22.0,17032
17,33,80,55,68.75,7,8.75,18,22.5,17033
17,34,110,69,62.73,12,10.91,29,26.36,17034
17,35,98,62,63.27,9,9.18,27,27.55,17035
17,36,168,96,57.14,29,17.26,43,25.6,17036
17,37,180,111,61.67,24,13.33,45,25.0,17037
17,38,195,127,65.13,27,13.85,41,21.03,17038
17,39,200,108,54.0,44,22.0,48,24.0,17039
17,40,222,129,58.11,37,16.67,56,25.23,17040
17,41,258,161,62.4,35,13.57,62,24.03,17041
18,1,191,97,50.79,38,19.9,56,29.32,18001
18,2,177,79,44.63,48,27.12,50,28.25,18002
18,3,148,55,37.16,52,35.14,41,27.7,18003
18,4,244,128,52.46,29,11.89,87,35.66,18004
18,5,131,86,65.65,21,16.03,24,18.32,18005
18,6,182,64,35.16,58,31.87,60,32.97,18006
18,7,184,105,57.07,28,15.22,51,27.72,18007
18,8,232,134,57.76,36,15.52,62,26.72,18008
18,9,225,128,56.89,36,16.0,61,27.11,18009
18,10,329,192,58.36,32,9.73,105,31.91,18010
18,11,168,90,53.57,41,24.4,37,22.02,18011
18,12,186,111,59.68,28,15.05,47,25.27,18012
18,13,241,142,58.92,40,16.6,59,24.48,18013
18,14,233,134,57.51,31,13.3,68,29.18,18014
18,15,233,123,52.79,66,28.33,44,18.88,18015
18,16,199,121,60.8,24,12.06,54,27.14,18016
18,17,214,115,53.74,31,14.49,68,31.78,18017
18,18,198,120,60.61,23,11.62,55,27.78,18018
18,19,200,117,58.5,26,13.0,57,28.5,18019
18,20,166,87,52.41,23,13.86,56,33.73,18020
18,21,260,151,58.08,44,16.92,65,25.0,18021
18,22,279,176,63.08,29,10.39,74,26.52,18022
18,23,188,98,52.13,37,19.68,53,28.19,18023
18,24,171,62,36.26,73,42.69,36,21.05,18024
18,25,185,67,36.22,71,38.38,47,25.41,18025
18,26,296,176,59.46,38,12.84,82,27.7,18026
18,27,185,123,66.49,26,14.05,36,19.46,18027
18,28,175,62,35.43,72,41.14,41,23.43,18028
18,29,232,130,56.03,47,20.26,55,23.71,18029
18,30,234,82,35.04,88,37.61,64,27.35,18030
18,31,242,127,52.48,49,20.25,66,27.27,18031
18,32,237,138,58.23,39,16.46,60,25.32,18032
18,33,162,106,65.43,19,11.73,37,22.84,18033
18,34,294,151,51.36,29,9.86,114,38.78,18034
18,35,276,177,64.13,32,11.59,67,24.28,18035
18,36,206,99,48.06,45,21.84,62,30.1,18036
18,37,277,148,53.43,35,12.64,94,33.94,18037
18,38,204,128,62.75,19,9.31,57,27.94,18038
18,39,148,94,63.51,25,16.89,29,19.59,18039
18,40,234,120,51.28,75,32.05,39,16.67,18040
18,41,292,165,56.51,39,13.36,88,30.14,18041
18,42,165,89,53.94,35,21.21,41,24.85,18042
18,43,144,65,45.14,49,34.03,30,20.83,18043
18,44,165,61,36.97,55,33.33,49,29.7,18044
18,45,173,74,42.77,45,26.01,54,31.21,18045
18,46,223,80,35.87,77,34.53,66,29.6,18046
18,47,146,89,60.96,25,17.12,32,21.92,18047
18,48,143,79,55.24,25,17.48,39,27.27,18048
18,49,123,84,68.29,9,7.32,30,24.39,18049
18,50,138,73,52.9,34,24.64,31,22.46,18050
19,1,210,21,10.0,107,50.95,82,39.05,19001
19,2,377,168,44.56,86,22.81,123,32.63,19002
19,3,160,14,8.75,95,59.38,51,31.88,19003
19,4,241,26,10.79,140,58.09,75,31.12,19004
19,5,334,125,37.43,87,26.05,122,36.53,19005
19,6,206,15,7.28,103,50.0,88,42.72,19006
19,7,224,43,19.2,100,44.64,81,36.16,19007
19,8,211,11,5.21,126,59.72,74,35.07,19008
19,9,181,11,6.08,102,56.35,68,37.57,19009
19,10,354,99,27.97,145,40.96,110,31.07,19010
19,11,193,9,4.66,123,63.73,61,31.61,19011
19,12,180,12,6.67,90,50.0,78,43.33,19012
19,13,316,206,65.19,40,12.66,70,22.15,19013
19,14,269,95,35.32,81,30.11,93,34.57,19014
19,15,232,24,10.34,121,52.16,87,37.5,19015
19,16,227,9,3.96,121,53.3,97,42.73,19016
19,17,208,22,10.58,112,53.85,74,35.58,19017
19,18,304,59,19.41,135,44.41,110,36.18,19018
19,19,380,107,28.16,149,39.21,124,32.63,19019
19,20,281,139,49.47,61,21.71,81,28.83,19020
19,21,187,20,10.7,104,55.61,63,33.69,19021
19,22,318,87,27.36,119,37.42,112,35.22,19022
19,23,274,33,12.04,151,55.11,90,32.85,19023
19,24,173,10,5.78,98,56.65,65,37.57,19024
19,25,258,45,17.44,121,46.9,92,35.66,19025
19,26,262,35,13.36,121,46.18,106,40.46,19026
19,27,273,139,50.92,58,21.25,76,27.84,19027
19,28,293,168,57.34,55,18.77,70,23.89,19028
19,29,208,21,10.1,116,55.77,71,34.13,19029
19,30,194,14,7.22,108,55.67,72,37.11,19030
19,31,244,40,16.39,99,40.57,105,43.03,19031
19,32,211,25,11.85,105,49.76,81,38.39,19032
19,33,227,15,6.61,129,56.83,83,36.56,19033
19,34,271,53,19.56,122,45.02,96,35.42,19034
19,35,264,50,18.94,115,43.56,99,37.5,19035
19,36,329,166,50.46,81,24.62,82,24.92,19036
19,37,291,110,37.8,93,31.96,88,30.24,19037
19,38,244,105,43.03,73,29.92,66,27.05,19038
19,39,84,64,76.19,13,15.48,7,8.33,19039
19,40,271,77,28.41,99,36.53,95,35.06,19040
19,41,182,10,5.49,108,59.34,64,35.16,19041
19,42,220,99,45.0,54,24.55,67,30.45,19042
19,43,359,222,61.84,46,12.81,91,25.35,19043
19,44,241,14,5.81,141,58.51,86,35.68,19044
19,45,228,36,15.79,108,47.37,84,36.84,19045
19,46,249,20,8.03,135,54.22,94,37.75,19046
19,47,403,221,54.84,76,18.86,106,26.3,19047
19,48,282,170,60.28,40,14.18,72,25.53,19048
19,49,334,200,59.88,56,16.77,78,23.35,19049
19,50,218,51,23.39,89,40.83,78,35.78,19050
19,51,278,31,11.15,132,47.48,115,41.37,19051
19,52,228,26,11.4,132,57.89,70,30.7,19052
19,53,223,34,15.25,116,52.02,73,32.74,19053
19,54,168,13,7.74,99,58.93,56,33.33,19054
19,55,168,12,7.14,93,55.36,63,37.5,19055
19,56,318,98,30.82,107,33.65,113,35.53,19056
19,57,276,87,31.52,95,34.42,94,34.06,19057
20,1,219,140,63.93,41,18.72,38,17.35,20001
20,2,55,26,47.27,11,20.0,18,32.73,20002
20,3,173,117,67.63,27,15.61,29,16.76,20003
20,4,88,54,61.36,14,15.91,20,22.73,20004
20,5,241,167,69.29,27,11.2,47,19.5,20005
20,6,84,48,57.14,16,19.05,20,23.81,20006
20,7,195,142,72.82,28,14.36,25,12.82,20007
20,8,183,104,56.83,24,13.11,55,30.05,20008
20,9,321,201,62.62,52,16.2,68,21.18,20009
20,10,125,81,64.8,19,15.2,25,20.0,20010
20,11,257,164,63.81,52,20.23,41,15.95,20011
20,12,148,93,62.84,23,15.54,32,21.62,20012
20,13,222,137,61.71,46,20.72,39,17.57,20013
20,14,118,69,58.47,15,12.71,34,28.81,20014
20,15,169,79,46.75,44,26.04,46,27.22,20015
20,16,273,153,56.04,56,20.51,64,23.44,20016
20,17,122,70,57.38,20,16.39,32,26.23,20017
20,18,131,75,57.25,21,16.03,35,26.72,20018
20,19,198,133,67.17,30,15.15,35,17.68,20019
20,20,128,69,53.91,30,23.44,29,22.66,20020
20,21,133,81,60.9,29,21.8,23,17.29,20021
20,22,266,152,57.14,40,15.04,74,27.82,20022
20,23,174,113,64.94,24,13.79,37,21.26,20023
20,24,228,111,48.68,45,19.74,72,31.58,20024
20,25,129,86,66.67,22,17.05,21,16.28,20025
20,26,209,120,57.42,41,19.62,48,22.97,20026
20,27,104,70,67.31,13,12.5,21,20.19,20027
20,28,113,74,65.49,15,13.27,24,21.24,20028
20,29,210,136,64.76,31,14.76,43,20.48,20029
20,30,99,55,55.56,15,15.15,29,29.29,20030
20,31,241,146,60.58,45,18.67,50,20.75,20031
20,32,158,92,58.23,33,20.89,33,20.89,20032
20,33,128,88,68.75,8,6.25,32,25.0,20033
20,34,287,138,48.08,68,23.69,81,28.22,20034
20,35,132,85,64.39,25,18.94,22,16.67,20035
20,36,49,40,81.63,3,6.12,6,12.24,20036
20,37,50,30,60.0,6,12.0,14,28.0,20037
20,38,57,35,61.4,17,29.82,5,8.77,20038
20,39,13,9,69.23,2,15.38,2,15.38,20039
21,1,238,146,61.34,15,6.3,77,32.35,21001
21,2,168,106,63.1,34,20.24,28,16.67,21002
21,3,243,160,65.84,26,10.7,57,23.46,21003
21,4,192,130,67.71,24,12.5,38,19.79,21004
21,5,268,167,62.31,31,11.57,70,26.12,21005
21,6,200,127,63.5,33,16.5,40,20.0,21006
21,7,230,147,63.91,21,9.13,62,26.96,21007
21,8,224,127,56.7,26,11.61,71,31.7,21008
21,9,261,159,60.92,29,11.11,73,27.97,21009
21,10,193,122,63.21,25,12.95,46,23.83,21010
21,11,214,125,58.41,35,16.36,54,25.23,21011
21,12,191,120,62.83,27,14.14,44,23.04,21012
21,13,194,135,69.59,29,14.95,30,15.46,21013
21,14,248,159,64.11,30,12.1,59,23.79,21014
21,15,195,135,69.23,20,10.26,40,20.51,21015
21,16,194,122,62.89,17,8.76,55,28.35,21016
21,17,176,89,50.57,27,15.34,60,34.09,21017
21,18,246,165,67.07,31,12.6,50,20.33,21018
21,19,232,140,60.34,37,15.95,55,23.71,21019
21,20,188,115,61.17,20,10.64,53,28.19,21020
21,21,178,112,62.92,27,15.17,39,21.91,21021
21,22,183,118,64.48,19,10.38,46,25.14,21022
21,23,190,135,71.05,24,12.63,31,16.32,21023
21,24,246,151,61.38,31,12.6,64,26.02,21024
21,25,191,119,62.3,12,6.28,60,31.41,21025
21,26,181,113,62.43,29,16.02,39,21.55,21026
21,27,219,157,71.69,28,12.79,34,15.53,21027
21,28,262,185,70.61,34,12.98,43,16.41,21028
21,29,266,161,60.53,33,12.41,72,27.07,21029
21,30,159,107,67.3,19,11.95,33,20.75,21030
21,31,180,100,55.56,19,10.56,61,33.89,21031
21,32,202,130,64.36,33,16.34,39,19.31,21032
21,33,206,122,59.22,19,9.22,65,31.55,21033
21,34,186,119,63.98,29,15.59,38,20.43,21034
21,35,268,174,64.93,36,13.43,58,21.64,21035
21,36,217,140,64.52,32,14.75,45,20.74,21036
21,37,149,106,71.14,16,10.74,27,18.12,21037
21,38,199,117,58.79,42,21.11,40,20.1,21038
21,39,174,118,67.82,29,16.67,27,15.52,21039
21,40,213,142,66.67,29,13.62,42,19.72,21040
21,41,222,140,63.06,30,13.51,52,23.42,21041
21,42,255,160,62.75,35,13.73,60,23.53,21042
21,43,182,115,63.19,19,10.44,48,26.37,21043
21,44,247,144,58.3,28,11.34,75,30.36,21044
21,45,188,123,65.43,21,11.17,44,23.4,21045
21,46,239,145,60.67,40,16.74,54,22.59,21046
21,47,180,113,62.78,32,17.78,35,19.44,21047
21,48,203,131,64.53,26,12.81,46,22.66,21048
21,49,248,162,65.32,28,11.29,58,23.39,21049
21,50,165,100,60.61,31,18.79,34,20.61,21050
21,51,228,151,66.23,18,7.89,59,25.88,21051
21,52,202,131,64.85,28,13.86,43,21.29,21052
21,53,185,105,56.76,12,6.49,68,36.76,21053
21,54,192,116,60.42,31,16.15,45,23.44,21054
22,1,116,72,62.07,16,13.79,28,24.14,22001
22,2,228,71,31.14,94,41.23,63,27.63,22002
22,3,263,102,38.78,80,30.42,81,30.8,22003
22,4,154,59,38.31,42,27.27,53,34.42,22004
22,5,162,65,40.12,37,22.84,60,37.04,22005
22,6,190,86,45.26,48,25.26,56,29.47,22006
22,7,140,56,40.0,40,28.57,44,31.43,22007
22,8,247,95,38.46,87,35.22,65,26.32,22008
22,9,130,50,38.46,43,33.08,37,28.46,22009
22,10,236,95,40.25,74,31.36,67,28.39,22010
22,11,172,72,41.86,56,32.56,44,25.58,22011
22,12,157,55,35.03,59,37.58,43,27.39,22012
22,13,183,75,40.98,55,30.05,53,28.96,22013
22,14,162,70,43.21,50,30.86,42,25.93,22014
22,15,143,63,44.06,41,28.67,39,27.27,22015
22,16,139,57,41.01,36,25.9,46,33.09,22016
22,17,204,88,43.14,56,27.45,60,29.41,22017
22,18,144,62,43.06,41,28.47,41,28.47,22018
22,19,82,55,67.07,9,10.98,18,21.95,22019
22,20,196,84,42.86,56,28.57,56,28.57,22020
22,21,195,128,65.64,17,8.72,50,25.64,22021
22,22,150,70,46.67,36,24.0,44,29.33,22022
22,23,260,162,62.31,41,15.77,57,21.92,22023
22,24,216,87,40.28,61,28.24,68,31.48,22024
22,25,190,84,44.21,70,36.84,36,18.95,22025
23,1,159,25,15.72,93,58.49,41,25.79,23001
23,2,156,37,23.72,78,50.0,41,26.28,23002
23,3,148,36,24.32,71,47.97,41,27.7,23003
23,4,199,48,24.12,105,52.76,46,23.12,23004
23,5,213,76,35.68,77,36.15,60,28.17,23005
23,6,82,22,26.83,28,34.15,32,39.02,23006
23,7,168,75,44.64,61,36.31,32,19.05,23007
23,8,207,61,29.47,79,38.16,67,32.37,23008
23,9,173,79,45.66,58,33.53,36,20.81,23009
23,10,204,82,40.2,72,35.29,50,24.51,23010
23,11,195,85,43.59,69,35.38,41,21.03,23011
23,12,179,32,17.88,91,50.84,56,31.28,23012
23,13,174,74,42.53,53,30.46,47,27.01,23013
23,14,174,32,18.39,83,47.7,59,33.91,23014
23,15,67,34,50.75,21,31.34,12,17.91,23015
23,16,174,29,16.67,93,53.45,52,29.89,23016
23,17,119,64,53.78,39,32.77,16,13.45,23017
23,18,135,24,17.78,85,62.96,26,19.26,23018
23,19,154,71,46.1,45,29.22,38,24.68,23019
23,20,108,51,47.22,38,35.19,19,17.59,23020
23,21,200,26,13.0,108,54.0,66,33.0,23021
23,22,165,47,28.48,72,43.64,46,27.88,23022
23,23,165,31,18.79,89,53.94,45,27.27,23023
23,24,127,45,35.43,48,37.8,34,26.77,23024
23,25,164,68,41.46,51,31.1,45,27.44,23025
23,26,160,55,34.38,63,39.38,42,26.25,23026
23,27,164,19,11.59,90,54.88,55,33.54,23027
23,28,172,47,27.33,76,44.19,49,28.49,23028
23,29,156,36,23.08,86,55.13,34,21.79,23029
23,30,232,92,39.66,99,42.67,41,17.67,23030
23,31,159,83,52.2,44,27.67,32,20.13,23031
23,32,166,78,46.99,49,29.52,39,23.49,23032
23,33,188,65,34.57,87,46.28,36,19.15,23033
23,34,203,94,46.31,79,38.92,30,14.78,23034
23,35,135,38,28.15,70,51.85,27,20.0,23035
23,36,139,22,15.83,77,55.4,40,28.78,23036
23,37,176,40,22.73,87,49.43,49,27.84,23037
23,38,155,30,19.35,89,57.42,36,23.23,23038
23,39,201,88,43.78,60,29.85,53,26.37,23039
24,1,160,109,68.13,25,15.63,26,16.25,24001
24,2,136,99,72.79,15,11.03,22,16.18,24002
24,3,161,113,70.19,17,10.56,31,19.25,24003
24,4,122,92,75.41,19,15.57,11,9.02,24004
24,5,82,56,68.29,12,14.63,14,17.07,24005
24,6,199,137,68.84,25,12.56,37,18.59,24006
24,7,102,47,46.08,28,27.45,27,26.47,24007
24,8,72,54,75.0,7,9.72,11,15.28,24008
24,9,144,93,64.58,25,17.36,26,18.06,24009
24,10,76,46,60.53,14,18.42,16,21.05,24010
24,11,162,109,67.28,15,9.26,38,23.46,24011
24,12,83,53,63.86,17,20.48,13,15.66,24012
24,13,75,54,72.0,6,8.0,15,20.0,24013
24,14,134,89,66.42,23,17.16,22,16.42,24014
24,15,62,42,67.74,13,20.97,7,11.29,24015
24,16,403,242,60.05,85,21.09,76,18.86,24016
24,17,125,85,68.0,17,13.6,23,18.4,24017
24,18,192,130,67.71,30,15.63,32,16.67,24018
24,19,203,128,63.05,31,15.27,44,21.67,24019
24,20,125,79,63.2,16,12.8,30,24.0,24020
24,21,87,65,74.71,13,14.94,9,10.34,24021
24,22,214,151,70.56,27,12.62,36,16.82,24022
24,23,118,76,64.41,22,18.64,20,16.95,24023
24,24,185,130,70.27,26,14.05,29,15.68,24024
24,25,117,70,59.83,26,22.22,21,17.95,24025
24,26,257,160,62.26,39,15.18,58,22.57,24026
24,27,181,123,67.96,22,12.15,36,19.89,24027
24,28,133,88,66.17,16,12.03,29,21.8,24028
24,29,132,96,72.73,13,9.85,23,17.42,24029
24,30,100,72,72.0,8,8.0,20,20.0,24030
24,31,185,126,68.11,23,12.43,36,19.46,24031
24,32,90,64,71.11,9,10.0,17,18.89,24032
24,33,114,78,68.42,14,12.28,22,19.3,24033
24,34,162,104,64.2,28,17.28,30,18.52,24034
24,35,142,95,66.9,15,10.56,32,22.54,24035
24,36,211,133,63.03,37,17.54,41,19.43,24036
24,37,92,62,67.39,12,13.04,18,19.57,24037
24,38,158,94,59.49,22,13.92,42,26.58,24038
24,39,157,97,61.78,26,16.56,34,21.66,24039
24,40,179,124,69.27,27,15.08,28,15.64,24040
24,41,127,75,59.06,20,15.75,32,25.2,24041
25,1,203,84,41.38,60,29.56,59,29.06,25001
25,2,291,127,43.64,68,23.37,96,32.99,25002
25,3,244,72,29.51,97,39.75,75,30.74,25003
25,4,164,86,52.44,39,23.78,39,23.78,25004
25,5,266,110,41.35,85,31.95,71,26.69,25005
25,6,67,20,29.85,29,43.28,18,26.87,25006
25,7,258,112,43.41,63,24.42,83,32.17,25007
25,8,294,135,45.92,83,28.23,76,25.85,25008
25,9,219,96,43.84,64,29.22,59,26.94,25009
25,10,212,51,24.06,80,37.74,81,38.21,25010
25,11,289,133,46.02,79,27.34,77,26.64,25011
25,12,249,101,40.56,70,28.11,78,31.33,25012
25,13,263,121,46.01,63,23.95,79,30.04,25013
25,14,142,50,35.21,43,30.28,49,34.51,25014
25,15,219,101,46.12,47,21.46,71,32.42,25015
25,16,262,58,22.14,114,43.51,90,34.35,25016
25,17,247,112,45.34,72,29.15,63,25.51,25017
25,18,113,47,41.59,34,30.09,32,28.32,25018
25,19,267,124,46.44,70,26.22,73,27.34,25019
25,20,121,93,76.86,17,14.05,11,9.09,25020
25,21,290,99,34.14,100,34.48,91,31.38,25021
25,22,231,92,39.83,66,28.57,73,31.6,25022
25,23,287,126,43.9,95,33.1,66,23.0,25023
25,24,265,127,47.92,72,27.17,66,24.91,25024
25,25,195,55,28.21,87,44.62,53,27.18,25025
25,26,266,121,45.49,80,30.08,65,24.44,25026
25,27,226,74,32.74,79,34.96,73,32.3,25027
25,28,278,118,42.45,80,28.78,80,28.78,25028
25,29,184,103,55.98,49,26.63,32,17.39,25029
25,30,257,112,43.58,71,27.63,74,28.79,25030
25,31,277,54,19.49,115,41.52,108,38.99,25031
