ward,precinct,total,Maura McMahon Zeller,Maura McMahon Zeller Percent,Russell W. Hartigan,Russell W. Hartigan Percent,precinct_id
17,14,136,52,38.24,34,25.0,17014
17,15,182,56,30.77,35,19.23,17015
17,16,170,59,34.71,42,24.71,17016
17,17,169,58,34.32,47,27.81,17017
17,18,219,73,33.33,50,22.83,17018
17,19,104,34,32.69,24,23.08,17019
17,20,255,76,29.8,67,26.27,17020
17,21,254,91,35.83,56,22.05,17021
17,22,141,41,29.08,39,27.66,17022
17,23,116,44,37.93,33,28.45,17023
17,24,200,60,30.0,57,28.5,17024
17,25,133,47,35.34,36,27.07,17025
17,26,189,63,33.33,45,23.81,17026
17,27,180,55,30.56,48,26.67,17027
17,28,132,45,34.09,33,25.0,17028
17,29,128,51,39.84,29,22.66,17029
17,30,129,48,37.21,29,22.48,17030
17,31,108,34,31.48,21,19.44,17031
17,32,143,43,30.07,49,34.27,17032
17,33,82,21,25.61,19,23.17,17033
17,34,106,44,41.51,16,15.09,17034
17,35,87,30,34.48,21,24.14,17035
17,36,158,61,38.61,37,23.42,17036
17,37,164,55,33.54,48,29.27,17037
17,38,180,56,31.11,40,22.22,17038
17,39,187,56,29.95,43,22.99,17039
17,40,212,75,35.38,49,23.11,17040
17,41,244,80,32.79,54,22.13,17041
18,1,184,84,45.65,42,22.83,18001
18,2,171,76,44.44,34,19.88,18002
18,3,143,68,47.55,42,29.37,18003
18,4,244,110,45.08,48,19.67,18004
18,5,122,44,36.07,37,30.33,18005
18,6,177,81,45.76,46,25.99,18006
18,7,176,79,44.89,32,18.18,18007
18,8,219,88,40.18,40,18.26,18008
18,9,211,76,36.02,55,26.07,18009
18,10,313,135,43.13,65,20.77,18010
18,11,157,79,50.32,26,16.56,18011
18,12,183,72,39.34,40,21.86,18012
18,13,225,93,41.33,39,17.33,18013
18,14,226,88,38.94,50,22.12,18014
18,15,216,100,46.3,48,22.22,18015
18,16,194,83,42.78,39,20.1,18016
18,17,213,99,46.48,41,19.25,18017
18,18,186,80,43.01,34,18.28,18018
18,19,184,88,47.83,33,17.93,18019
18,20,147,59,40.14,33,22.45,18020
18,21,250,78,31.2,65,26.0,18021
18,22,266,124,46.62,54,20.3,18022
18,23,172,72,41.86,33,19.19,18023
18,24,158,74,46.84,29,18.35,18024
18,25,173,93,53.76,30,17.34,18025
18,26,283,109,38.52,64,22.61,18026
18,27,175,58,33.14,50,28.57,18027
18,28,168,70,41.67,59,35.12,18028
18,29,223,84,37.67,49,21.97,18029
18,30,210,98,46.67,45,21.43,18030
18,31,234,121,51.71,39,16.67,18031
18,32,233,103,44.21,49,21.03,18032
18,33,154,61,39.61,37,24.03,18033
18,34,270,136,50.37,47,17.41,18034
18,35,250,104,41.6,56,22.4,18035
18,36,197,95,48.22,40,20.3,18036
18,37,268,125,46.64,48,17.91,18037
18,38,197,87,44.16,45,22.84,18038
18,39,145,46,31.72,38,26.21,18039
18,40,216,80,37.04,58,26.85,18040
18,41,268,99,36.94,65,24.25,18041
18,42,161,74,45.96,38,23.6,18042
18,43,131,59,45.04,27,20.61,18043
18,44,163,85,52.15,29,17.79,18044
18,45,163,82,50.31,29,17.79,18045
18,46,199,96,48.24,43,21.61,18046
18,47,142,60,42.25,31,21.83,18047
18,48,144,61,42.36,30,20.83,18048
18,49,113,43,38.05,27,23.89,18049
18,50,130,47,36.15,31,23.85,18050
19,1,196,103,52.55,64,32.65,19001
19,2,360,143,39.72,103,28.61,19002
19,3,150,83,55.33,46,30.67,19003
19,4,225,120,53.33,57,25.33,19004
19,5,322,139,43.17,102,31.68,19005
19,6,185,113,61.08,48,25.95,19006
19,7,208,92,44.23,67,32.21,19007
19,8,199,121,60.8,55,27.64,19008
19,9,170,83,48.82,49,28.82,19009
19,10,335,139,41.49,118,35.22,19010
19,11,190,104,54.74,54,28.42,19011
19,12,174,102,58.62,50,28.74,19012
19,13,309,100,32.36,80,25.89,19013
19,14,250,105,42.0,79,31.6,19014
19,15,218,115,52.75,73,33.49,19015
19,16,206,122,59.22,49,23.79,19016
19,17,202,113,55.94,56,27.72,19017
19,18,295,128,43.39,115,38.98,19018
19,19,368,176,47.83,115,31.25,19019
19,20,270,117,43.33,78,28.89,19020
19,21,179,95,53.07,59,32.96,19021
19,22,298,134,44.97,91,30.54,19022
19,23,254,147,57.87,56,22.05,19023
19,24,163,85,52.15,51,31.29,19024
19,25,250,100,40.0,99,39.6,19025
19,26,255,110,43.14,103,40.39,19026
19,27,259,99,38.22,75,28.96,19027
19,28,271,111,40.96,55,20.3,19028
19,29,192,97,50.52,54,28.13,19029
19,30,180,99,55.0,55,30.56,19030
19,31,234,102,43.59,77,32.91,19031
19,32,197,113,57.36,46,23.35,19032
19,33,213,123,57.75,55,25.82,19033
19,34,257,116,45.14,98,38.13,19034
19,35,252,114,45.24,86,34.13,19035
19,36,305,101,33.11,88,28.85,19036
19,37,283,107,37.81,106,37.46,19037
19,38,238,98,41.18,52,21.85,19038
19,39,80,24,30.0,20,25.0,19039
19,40,267,122,45.69,79,29.59,19040
19,41,169,89,52.66,52,30.77,19041
19,42,207,93,44.93,40,19.32,19042
19,43,340,135,39.71,67,19.71,19043
19,44,221,127,57.47,60,27.15,19044
19,45,214,127,59.35,49,22.9,19045
19,46,235,143,60.85,58,24.68,19046
19,47,388,141,36.34,105,27.06,19047
19,48,259,98,37.84,46,17.76,19048
19,49,317,119,37.54,74,23.34,19049
19,50,200,106,53.0,42,21.0,19050
19,51,272,150,55.15,72,26.47,19051
19,52,216,117,54.17,56,25.93,19052
19,53,206,89,43.2,68,33.01,19053
19,54,148,69,46.62,51,34.46,19054
19,55,156,79,50.64,48,30.77,19055
19,56,300,142,47.33,103,34.33,19056
19,57,259,88,33.98,95,36.68,19057
20,1,215,59,27.44,54,25.12,20001
20,2,54,28,51.85,13,24.07,20002
20,3,159,41,25.79,37,23.27,20003
20,4,80,36,45.0,19,23.75,20004
20,5,226,70,30.97,51,22.57,20005
20,6,73,24,32.88,15,20.55,20006
20,7,181,52,28.73,49,27.07,20007
20,8,174,64,36.78,38,21.84,20008
20,9,296,86,29.05,80,27.03,20009
20,10,121,38,31.4,31,25.62,20010
20,11,239,72,30.13,50,20.92,20011
20,12,139,42,30.22,37,26.62,20012
20,13,209,49,23.44,67,32.06,20013
20,14,108,40,37.04,28,25.93,20014
20,15,165,71,43.03,43,26.06,20015
20,16,264,92,34.85,67,25.38,20016
20,17,117,38,32.48,21,17.95,20017
20,18,120,47,39.17,25,20.83,20018
20,19,188,60,31.91,40,21.28,20019
20,20,122,47,38.52,22,18.03,20020
20,21,128,27,21.09,37,28.91,20021
20,22,252,79,31.35,63,25.0,20022
20,23,156,49,31.41,32,20.51,20023
20,24,219,64,29.22,68,31.05,20024
20,25,124,43,34.68,29,23.39,20025
20,26,200,68,34.0,55,27.5,20026
20,27,104,32,30.77,30,28.85,20027
20,28,107,34,31.78,30,28.04,20028
20,29,185,41,22.16,64,34.59,20029
20,30,93,30,32.26,31,33.33,20030
20,31,216,79,36.57,55,25.46,20031
20,32,142,47,33.1,33,23.24,20032
20,33,123,45,36.59,31,25.2,20033
20,34,274,81,29.56,90,32.85,20034
20,35,119,43,36.13,34,28.57,20035
20,36,51,15,29.41,15,29.41,20036
20,37,44,18,40.91,8,18.18,20037
20,38,55,12,21.82,15,27.27,20038
20,39,10,6,60.0,2,20.0,20039
21,1,227,83,36.56,40,17.62,21001
21,2,157,55,35.03,39,24.84,21002
21,3,233,80,34.33,55,23.61,21003
21,4,178,50,28.09,38,21.35,21004
21,5,259,95,36.68,57,22.01,21005
21,6,193,59,30.57,42,21.76,21006
21,7,221,86,38.91,55,24.89,21007
21,8,212,84,39.62,40,18.87,21008
21,9,255,79,30.98,66,25.88,21009
21,10,186,51,27.42,45,24.19,21010
21,11,209,76,36.36,50,23.92,21011
21,12,184,66,35.87,40,21.74,21012
21,13,191,62,32.46,43,22.51,21013
21,14,234,83,35.47,49,20.94,21014
21,15,190,50,26.32,50,26.32,21015
21,16,170,52,30.59,40,23.53,21016
21,17,165,65,39.39,31,18.79,21017
21,18,232,74,31.9,56,24.14,21018
21,19,213,80,37.56,47,22.07,21019
21,20,176,58,32.95,41,23.3,21020
21,21,169,44,26.04,53,31.36,21021
21,22,178,63,35.39,41,23.03,21022
21,23,170,51,30.0,47,27.65,21023
21,24,238,90,37.82,50,21.01,21024
21,25,180,75,41.67,38,21.11,21025
21,26,165,65,39.39,33,20.0,21026
21,27,205,65,31.71,44,21.46,21027
21,28,246,71,28.86,65,26.42,21028
21,29,256,76,29.69,64,25.0,21029
21,30,152,44,28.95,33,21.71,21030
21,31,171,69,40.35,43,25.15,21031
21,32,187,70,37.43,44,23.53,21032
21,33,196,67,34.18,45,22.96,21033
21,34,174,75,43.1,28,16.09,21034
21,35,258,91,35.27,47,18.22,21035
21,36,205,59,28.78,50,24.39,21036
21,37,139,52,37.41,28,20.14,21037
21,38,185,59,31.89,50,27.03,21038
21,39,169,55,32.54,36,21.3,21039
21,40,199,56,28.14,53,26.63,21040
21,41,211,72,34.12,50,23.7,21041
21,42,242,79,32.64,52,21.49,21042
21,43,176,62,35.23,36,20.45,21043
21,44,231,95,41.13,44,19.05,21044
21,45,174,51,29.31,29,16.67,21045
21,46,233,75,32.19,51,21.89,21046
21,47,170,42,24.71,41,24.12,21047
21,48,197,61,30.96,49,24.87,21048
21,49,234,72,30.77,52,22.22,21049
21,50,159,54,33.96,45,28.3,21050
21,51,214,70,32.71,50,23.36,21051
21,52,191,68,35.6,42,21.99,21052
21,53,174,66,37.93,29,16.67,21053
21,54,174,63,36.21,39,22.41,21054
22,1,106,41,38.68,34,32.08,22001
22,2,222,108,48.65,57,25.68,22002
22,3,245,143,58.37,37,15.1,22003
22,4,152,101,66.45,22,14.47,22004
22,5,148,79,53.38,26,17.57,22005
22,6,180,95,52.78,32,17.78,22006
22,7,129,56,43.41,27,20.93,22007
22,8,239,114,47.7,51,21.34,22008
22,9,119,52,43.7,32,26.89,22009
22,10,227,126,55.51,38,16.74,22010
22,11,158,79,50.0,32,20.25,22011
22,12,151,74,49.01,37,24.5,22012
22,13,177,84,47.46,36,20.34,22013
22,14,163,72,44.17,38,23.31,22014
22,15,140,82,58.57,19,13.57,22015
22,16,132,67,50.76,29,21.97,22016
22,17,190,98,51.58,40,21.05,22017
22,18,140,73,52.14,31,22.14,22018
22,19,82,26,31.71,17,20.73,22019
22,20,193,100,51.81,38,19.69,22020
22,21,185,85,45.95,42,22.7,22021
22,22,142,77,54.23,19,13.38,22022
22,23,231,84,36.36,54,23.38,22023
22,24,211,119,56.4,37,17.54,22024
22,25,179,85,47.49,30,16.76,22025
23,1,147,72,48.98,52,35.37,23001
23,2,150,64,42.67,46,30.67,23002
23,3,140,63,45.0,47,33.57,23003
23,4,189,73,38.62,53,28.04,23004
23,5,203,85,41.87,53,26.11,23005
23,6,85,40,47.06,26,30.59,23006
23,7,156,68,43.59,29,18.59,23007
23,8,194,82,42.27,56,28.87,23008
23,9,161,75,46.58,34,21.12,23009
23,10,192,100,52.08,36,18.75,23010
23,11,182,90,49.45,35,19.23,23011
23,12,167,81,48.5,50,29.94,23012
23,13,161,80,49.69,42,26.09,23013
23,14,160,77,48.13,44,27.5,23014
23,15,64,31,48.44,10,15.63,23015
23,16,155,67,43.23,50,32.26,23016
23,17,112,56,50.0,16,14.29,23017
23,18,127,51,40.16,46,36.22,23018
23,19,147,60,40.82,33,22.45,23019
23,20,102,40,39.22,20,19.61,23020
23,21,189,85,44.97,61,32.28,23021
23,22,155,74,47.74,42,27.1,23022
23,23,161,90,55.9,30,18.63,23023
23,24,120,56,46.67,30,25.0,23024
23,25,160,79,49.38,36,22.5,23025
23,26,156,66,42.31,44,28.21,23026
23,27,150,63,42.0,50,33.33,23027
23,28,158,79,50.0,39,24.68,23028
23,29,140,64,45.71,36,25.71,23029
23,30,221,105,47.51,50,22.62,23030
23,31,148,74,50.0,27,18.24,23031
23,32,157,71,45.22,30,19.11,23032
23,33,179,75,41.9,41,22.91,23033
23,34,185,76,41.08,45,24.32,23034
23,35,126,56,44.44,35,27.78,23035
23,36,131,61,46.56,31,23.66,23036
23,37,168,72,42.86,50,29.76,23037
23,38,141,66,46.81,34,24.11,23038
23,39,194,96,49.48,40,20.62,23039
24,1,153,52,33.99,30,19.61,24001
24,2,131,44,33.59,27,20.61,24002
24,3,148,54,36.49,34,22.97,24003
24,4,115,32,27.83,28,24.35,24004
24,5,80,31,38.75,22,27.5,24005
24,6,184,53,28.8,48,26.09,24006
24,7,99,41,41.41,27,27.27,24007
24,8,70,27,38.57,16,22.86,24008
24,9,135,40,29.63,31,22.96,24009
24,10,75,27,36.0,19,25.33,24010
24,11,158,64,40.51,34,21.52,24011
24,12,73,21,28.77,25,34.25,24012
24,13,71,25,35.21,12,16.9,24013
24,14,125,37,29.6,38,30.4,24014
24,15,60,17,28.33,17,28.33,24015
24,16,368,147,39.95,85,23.1,24016
24,17,110,38,34.55,20,18.18,24017
24,18,181,54,29.83,45,24.86,24018
24,19,194,68,35.05,38,19.59,24019
24,20,122,38,31.15,26,21.31,24020
24,21,83,22,26.51,20,24.1,24021
24,22,214,65,30.37,56,26.17,24022
24,23,113,27,23.89,36,31.86,24023
24,24,176,60,34.09,47,26.7,24024
24,25,109,36,33.03,24,22.02,24025
24,26,249,79,31.73,51,20.48,24026
24,27,171,46,26.9,51,29.82,24027
24,28,121,47,38.84,29,23.97,24028
24,29,125,35,28.0,36,28.8,24029
24,30,99,29,29.29,17,17.17,24030
24,31,164,61,37.2,35,21.34,24031
24,32,84,27,32.14,18,21.43,24032
24,33,109,39,35.78,28,25.69,24033
24,34,157,55,35.03,40,25.48,24034
24,35,136,43,31.62,33,24.26,24035
24,36,193,62,32.12,45,23.32,24036
24,37,87,25,28.74,19,21.84,24037
24,38,152,53,34.87,37,24.34,24038
24,39,144,52,36.11,28,19.44,24039
24,40,166,47,28.31,51,30.72,24040
24,41,118,32,27.12,28,23.73,24041
25,1,189,85,44.97,42,22.22,25001
25,2,270,107,39.63,64,23.7,25002
25,3,239,67,28.03,100,41.84,25003
25,4,158,46,29.11,48,30.38,25004
25,5,250,103,41.2,68,27.2,25005
25,6,64,14,21.88,29,45.31,25006
25,7,241,97,40.25,52,21.58,25007
25,8,277,114,41.16,73,26.35,25008
25,9,207,96,46.38,49,23.67,25009
25,10,204,48,23.53,97,47.55,25010
25,11,265,126,47.55,48,18.11,25011
25,12,230,107,46.52,45,19.57,25012
25,13,244,107,43.85,47,19.26,25013
25,14,125,34,27.2,34,27.2,25014
25,15,204,102,50.0,36,17.65,25015
25,16,249,77,30.92,91,36.55,25016
25,17,230,86,37.39,62,26.96,25017
25,18,109,41,37.61,36,33.03,25018
25,19,253,117,46.25,37,14.62,25019
25,20,110,23,20.91,30,27.27,25020
25,21,268,68,25.37,104,38.81,25021
25,22,223,90,40.36,51,22.87,25022
25,23,274,129,47.08,58,21.17,25023
25,24,251,91,36.25,57,22.71,25024
25,25,193,60,31.09,81,41.97,25025
25,26,237,108,45.57,47,19.83,25026
25,27,219,78,35.62,79,36.07,25027
25,28,266,103,38.72,71,26.69,25028
25,29,177,57,32.2,39,22.03,25029
25,30,232,105,45.26,48,20.69,25030
25,31,284,83,29.23,123,43.31,25031
25,32,179,81,45.25,47,26.26,25032
26,1,187,61,32.62,68,36.36,26001
26,2,139,55,39.57,37,26.62,26002
26,3,192,75,39.06,55,28.65,26003
26,4,106,39,36.79,25,23.58,26004
26,5,185,56,30.27,37,20.0,26005
26,6,160,61,38.13,42,26.25,26006
26,7,196,67,34.18,56,28.57,26007
26,8,92,40,43.48,25,27.17,26008
26,9,140,58,41.43,33,23.57,26009
26,10,149,69,46.31,30,20.13,26010
26,11,166,76,45.78,36,21.69,26011
26,12,182,79,43.41,39,21.43,26012
26,13,91,42,46.15,14,15.38,26013
26,14,136,58,42.65,29,21.32,26014
26,15,88,38,43.18,16,18.18,26015
26,16,70,31,44.29,17,24.29,26016
26,17,141,49,34.75,51,36.17,26017
26,18,71,27,38.03,16,22.54,26018
26,19,108,45,41.67,23,21.3,26019
26,20,152,59,38.82,41,26.97,26020
26,21,202,76,37.62,45,22.28,26021
26,22,81,28,34.57,22,27.16,26022
26,23,141,56,39.72,34,24.11,26023
26,24,95,40,42.11,24,25.26,26024
26,25,117,38,32.48,32,27.35,26025
26,26,99,42,42.42,22,22.22,26026
26,27,160,68,42.5,32,20.0,26027
26,28,221,67,30.32,91,41.18,26028
26,29,74,24,32.43,18,24.32,26029
26,30,132,57,43.18,28,21.21,26030
26,31,78,42,53.85,11,14.1,26031
26,32,180,75,41.67,51,28.33,26032
26,33,192,72,37.5,56,29.17,26033
26,34,148,54,36.49,50,33.78,26034
26,35,141,50,35.46,29,20.57,26035
26,36,153,46,30.07,54,35.29,26036
26,37,166,69,41.57,46,27.71,26037
26,38,67,30,44.78,18,26.87,26038
26,39,183,64,34.97,53,28.96,26039
26,40,129,54,41.86,39,30.23,26040
26,41,176,70,39.77,45,25.57,26041
26,42,120,46,38.33,34,28.33,26042
26,43,93,39,41.94,24,25.81,26043
26,44,58,20,34.48,13,22.41,26044
26,45,74,33,44.59,19,25.68,26045
26,46,117,35,29.91,41,35.04,26046
26,47,98,44,44.9,12,12.24,26047
26,48,169,63,37.28,45,26.63,26048
26,49,78,35,44.87,13,16.67,26049
27,1,256,84,32.81,85,33.2,27001
27,2,165,37,22.42,75,45.45,27002
27,3,97,38,39.18,19,19.59,27003
27,4,109,31,28.44,21,19.27,27004
27,5,157,48,30.57,37,23.57,27005
27,6,204,88,43.14,51,25.0,27006
27,7,261,90,34.48,82,31.42,27007
27,8,152,63,41.45,40,26.32,27008
27,9,88,26,29.55,40,45.45,27009
27,10,219,78,35.62,64,29.22,27010
27,11,144,53,36.81,57,39.58,27011
27,12,137,44,32.12,58,42.34,27012
27,13,307,148,48.21,57,18.57,27013
27,14,86,27,31.4,11,12.79,27014
27,15,105,40,38.1,25,23.81,27015
27,16,158,45,28.48,61,38.61,27016
27,17,193,59,30.57,58,30.05,27017
27,18,147,58,39.46,43,29.25,27018
27,19,94,23,24.47,18,19.15,27019
27,20,126,58,46.03,20,15.87,27020
27,21,168,53,31.55,51,30.36,27021
27,22,105,38,36.19,21,20.0,27022
27,23,153,60,39.22,34,22.22,27023
27,24,115,43,37.39,23,20.0,27024
27,25,192,59,30.73,45,23.44,27025
27,26,146,57,39.04,29,19.86,27026
27,27,221,84,38.01,55,24.89,27027
27,28,158,64,40.51,29,18.35,27028
27,29,125,66,52.8,20,16.0,27029
27,30,103,31,30.1,30,29.13,27030
27,31,156,65,41.67,32,20.51,27031
27,32,197,66,33.5,40,20.3,27032
27,33,206,69,33.5,60,29.13,27033
27,34,123,50,40.65,26,21.14,27034
27,35,225,73,32.44,93,41.33,27035
27,36,159,77,48.43,23,14.47,27036
27,37,168,55,32.74,55,32.74,27037
27,38,251,83,33.07,72,28.69,27038
27,39,166,59,35.54,43,25.9,27039
27,40,216,84,38.89,74,34.26,27040
27,41,196,80,40.82,44,22.45,27041
27,42,133,42,31.58,28,21.05,27042
27,43,135,46,34.07,31,22.96,27043
27,44,134,58,43.28,22,16.42,27044
27,45,341,108,31.67,131,38.42,27045
27,46,137,50,36.5,61,44.53,27046
27,47,148,55,37.16,40,27.03,27047
27,48,281,123,43.77,64,22.78,27048
27,49,151,49,32.45,28,18.54,27049
27,50,190,69,36.32,48,25.26,27050
28,1,98,34,34.69,23,23.47,28001
28,2,148,37,25.0,35,23.65,28002
28,3,131,44,33.59,27,20.61,28003
28,4,114,44,38.6,34,29.82,28004
28,5,128,42,32.81,27,21.09,28005
28,6,77,20,25.97,40,51.95,28006
28,7,144,28,19.44,25,17.36,28007
28,8,125,44,35.2,53,42.4,28008
28,9,142,35,24.65,27,19.01,28009
28,10,184,61,33.15,53,28.8,28010
28,11,351,113,32.19,65,18.52,28011
28,12,138,34,24.64,29,21.01,28012
28,13,188,50,26.6,45,23.94,28013
28,14,143,32,22.38,30,20.98,28014
28,15,35,5,14.29,15,42.86,28015
28,16,84,18,21.43,22,26.19,28016
28,17,127,26,20.47,24,18.9,28017
28,18,139,36,25.9,23,16.55,28018
28,19,136,52,38.24,36,26.47,28019
28,20,131,25,19.08,27,20.61,28020
28,21,147,34,23.13,31,21.09,28021
28,22,168,45,26.79,45,26.79,28022
28,23,200,37,18.5,35,17.5,28023
28,24,131,33,25.19,26,19.85,28024
28,25,234,57,24.36,46,19.66,28025
28,26,140,33,23.57,22,15.71,28026
28,27,169,66,39.05,56,33.14,28027
28,28,211,65,30.81,94,44.55,28028
28,29,73,18,24.66,14,19.18,28029
28,30,31,13,41.94,5,16.13,28030
28,31,211,49,23.22,59,27.96,28031
28,32,142,40,28.17,34,23.94,28032
28,33,170,39,22.94,38,22.35,28033
28,34,241,81,33.61,44,18.26,28034
28,35,152,29,19.08,32,21.05,28035
28,36,87,20,22.99,13,14.94,28036
28,37,186,33,17.74,37,19.89,28037
28,38,54,16,29.63,9,16.67,28038
28,39,100,15,15.0,17,17.0,28039
28,40,212,60,28.3,36,16.98,28040
28,41,114,26,22.81,38,33.33,28041
28,42,138,35,25.36,24,17.39,28042
28,43,165,43,26.06,36,21.82,28043
28,44,116,37,31.9,23,19.83,28044
28,45,149,47,31.54,68,45.64,28045
28,46,294,94,31.97,97,32.99,28046
29,1,273,91,33.33,79,28.94,29001
29,2,261,62,23.75,69,26.44,29002
29,3,212,46,21.7,42,19.81,29003
29,4,251,66,26.29,41,16.33,29004
29,5,128,32,25.0,35,27.34,29005
29,6,137,41,29.93,30,21.9,29006
29,7,218,77,35.32,45,20.64,29007
29,8,156,45,28.85,30,19.23,29008
29,9,232,90,38.79,69,29.74,29009
29,10,289,94,32.53,90,31.14,29010
29,11,108,23,21.3,24,22.22,29011
29,12,273,88,32.23,61,22.34,29012
29,13,192,47,24.48,43,22.4,29013
29,14,200,48,24.0,51,25.5,29014
29,15,240,73,30.42,43,17.92,29015
29,16,193,67,34.72,28,14.51,29016
29,17,206,102,49.51,30,14.56,29017
29,18,187,49,26.2,39,20.86,29018
29,19,215,42,19.53,57,26.51,29019
29,20,208,70,33.65,42,20.19,29020
29,21,231,55,23.81,48,20.78,29021
29,22,184,54,29.35,47,25.54,29022
29,23,218,88,40.37,62,28.44,29023
29,24,186,58,31.18,37,19.89,29024
29,25,254,66,25.98,49,19.29,29025
29,26,184,42,22.83,43,23.37,29026
29,27,172,48,27.91,32,18.6,29027
29,28,249,60,24.1,48,19.28,29028
29,29,167,69,41.32,43,25.75,29029
29,30,212,78,36.79,53,25.0,29030
29,31,117,43,36.75,42,35.9,29031
29,32,149,56,37.58,50,33.56,29032
29,33,147,44,29.93,28,19.05,29033
29,34,155,36,23.23,42,27.1,29034
29,35,147,30,20.41,36,24.49,29035
29,36,191,70,36.65,47,24.61,29036
29,37,210,58,27.62,34,16.19,29037
29,38,201,78,38.81,60,29.85,29038
29,39,128,42,32.81,36,28.13,29039
29,40,263,72,27.38,44,16.73,29040
29,41,174,53,30.46,31,17.82,29041
29,42,237,64,27.0,50,21.1,29042
29,43,267,92,34.46,62,23.22,29043
29,44,248,67,27.02,46,18.55,29044
30,1,230,97,42.17,56,24.35,30001
30,2,170,67,39.41,45,26.47,30002
30,3,179,67,37.43,64,35.75,30003
30,4,178,66,37.08,49,27.53,30004
30,5,142,67,47.18,31,21.83,30005
30,6,175,68,38.86,46,26.29,30006
30,7,218,98,44.95,62,28.44,30007
30,8,266,95,35.71,81,30.45,30008
30,9,150,56,37.33,51,34.0,30009
30,10,189,79,41.8,54,28.57,30010
30,11,180,83,46.11,42,23.33,30011
30,12,152,58,38.16,47,30.92,30012
30,13,168,65,38.69,50,29.76,30013
30,14,136,53,38.97,32,23.53,30014
30,15,254,71,27.95,110,43.31,30015
30,16,87,42,48.28,17,19.54,30016
30,17,157,59,37.58,50,31.85,30017
30,18,260,103,39.62,69,26.54,30018
30,19,189,80,42.33,43,22.75,30019
30,20,205,77,37.56,55,26.83,30020
30,21,134,58,43.28,33,24.63,30021
30,22,282,120,42.55,74,26.24,30022
30,23,222,92,41.44,51,22.97,30023
30,24,294,113,38.44,77,26.19,30024
30,25,277,93,33.57,79,28.52,30025
30,26,113,44,38.94,30,26.55,30026
30,27,134,50,37.31,35,26.12,30027
30,28,228,75,32.89,81,35.53,30028
30,29,104,45,43.27,24,23.08,30029
30,30,76,44,57.89,11,14.47,30030
30,31,115,42,36.52,30,26.09,30031
30,32,175,56,32.0,59,33.71,30032
31,1,94,35,37.23,28,29.79,31001
31,2,96,39,40.63,22,22.92,31002
31,3,128,62,48.44,28,21.88,31003
31,4,144,55,38.19,47,32.64,31004
31,5,143,59,41.26,40,27.97,31005
31,6,75,29,38.67,20,26.67,31006
31,7,236,95,40.25,60,25.42,31007
31,8,111,41,36.94,23,20.72,31008
31,9,123,63,51.22,25,20.33,31009
31,10,166,63,37.95,43,25.9,31010
31,11,100,43,43.0,21,21.0,31011
31,12,97,42,43.3,18,18.56,31012
31,13,136,54,39.71,22,16.18,31013
31,14,111,50,45.05,28,25.23,31014
31,15,125,63,50.4,31,24.8,31015
31,16,211,69,32.7,74,35.07,31016
31,17,96,47,48.96,21,21.88,31017
31,18,112,43,38.39,28,25.0,31018
31,19,122,54,44.26,35,28.69,31019
31,20,96,33,34.38,30,31.25,31020
31,21,98,42,42.86,25,25.51,31021
31,22,99,35,35.35,23,23.23,31022
31,23,126,56,44.44,29,23.02,31023
31,24,141,54,38.3,30,21.28,31024
31,25,119,52,43.7,31,26.05,31025
31,26,144,66,45.83,39,27.08,31026
31,27,115,45,39.13,23,20.0,31027
31,28,82,34,41.46,25,30.49,31028
31,29,89,35,39.33,25,28.09,31029
31,30,93,36,38.71,24,25.81,31030
31,31,90,36,40.0,21,23.33,31031
31,32,84,24,28.57,29,34.52,31032
31,33,107,44,41.12,27,25.23,31033
31,34,141,53,37.59,50,35.46,31034
31,35,152,61,40.13,33,21.71,31035
31,36,104,38,36.54,29,27.88,31036
31,37,131,47,35.88,35,26.72,31037
31,38,86,41,47.67,25,29.07,31038
31,39,151,49,32.45,46,30.46,31039
31,40,144,42,29.17,45,31.25,31040
31,41,97,35,36.08,26,26.8,31041
32,1,288,94,32.64,109,37.85,32001
32,2,233,72,30.9,101,43.35,32002
32,3,305,102,33.44,103,33.77,32003
32,4,222,69,31.08,109,49.1,32004
32,5,235,85,36.17,81,34.47,32005
32,6,245,72,29.39,110,44.9,32006
32,7,235,75,31.91,85,36.17,32007
32,8,244,70,28.69,107,43.85,32008
32,9,216,75,34.72,75,34.72,32009
32,10,223,49,21.97,95,42.6,32010
32,11,238,88,36.97,82,34.45,32011
32,12,191,66,34.55,69,36.13,32012
32,13,221,57,25.79,95,42.99,32013
32,14,271,83,30.63,114,42.07,32014
32,15,223,73,32.74,86,38.57,32015
32,16,234,70,29.91,99,42.31,32016
32,17,287,76,26.48,108,37.63,32017
32,18,191,61,31.94,79,41.36,32018
32,19,209,63,30.14,92,44.02,32019
32,20,285,80,28.07,100,35.09,32020
32,21,265,80,30.19,126,47.55,32021
32,22,273,86,31.5,112,41.03,32022
32,23,258,74,28.68,110,42.64,32023
32,24,139,37,26.62,68,48.92,32024
32,25,207,58,28.02,108,52.17,32025
32,26,309,87,28.16,131,42.39,32026
32,27,180,51,28.33,83,46.11,32027
32,28,296,100,33.78,116,39.19,32028
32,29,250,79,31.6,92,36.8,32029
32,30,173,46,26.59,79,45.66,32030
32,31,231,85,36.8,94,40.69,32031
32,32,260,62,23.85,135,51.92,32032
32,33,219,65,29.68,106,48.4,32033
32,34,237,87,36.71,91,38.4,32034
32,35,180,55,30.56,67,37.22,32035
32,36,220,84,38.18,94,42.73,32036
