ward,precinct,total,Arthur D. Sutton,Arthur D. Sutton Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,Jennifer Patricia Callahan,Jennifer Patricia Callahan Percent,Chris Stacey,Chris Stacey Percent,Joy E. Tolbert Nelson,Joy E. Tolbert Nelson Percent,Joseph Chico,Joseph Chico Percent,precinct_id
23,5,209,17,8.13,21,10.05,49,23.44,28,13.4,6,2.87,88,42.11,23005
23,6,87,7,8.05,9,10.34,22,25.29,12,13.79,3,3.45,34,39.08,23006
23,7,158,10,6.33,20,12.66,43,27.22,17,10.76,6,3.8,62,39.24,23007
23,8,201,17,8.46,36,17.91,53,26.37,22,10.95,12,5.97,61,30.35,23008
23,9,169,15,8.88,14,8.28,43,25.44,22,13.02,5,2.96,70,41.42,23009
23,10,202,14,6.93,18,8.91,54,26.73,27,13.37,10,4.95,79,39.11,23010
23,11,186,11,5.91,22,11.83,53,28.49,20,10.75,7,3.76,73,39.25,23011
23,12,176,13,7.39,36,20.45,55,31.25,28,15.91,8,4.55,36,20.45,23012
23,13,162,10,6.17,10,6.17,47,29.01,17,10.49,6,3.7,72,44.44,23013
23,14,163,17,10.43,20,12.27,52,31.9,25,15.34,12,7.36,37,22.7,23014
23,15,68,7,10.29,5,7.35,24,35.29,6,8.82,1,1.47,25,36.76,23015
23,16,166,14,8.43,28,16.87,57,34.34,18,10.84,8,4.82,41,24.7,23016
23,17,116,10,8.62,13,11.21,30,25.86,11,9.48,3,2.59,49,42.24,23017
23,18,130,9,6.92,12,9.23,46,35.38,18,13.85,3,2.31,42,32.31,23018
23,19,152,8,5.26,16,10.53,49,32.24,18,11.84,9,5.92,52,34.21,23019
23,20,105,11,10.48,9,8.57,28,26.67,7,6.67,2,1.9,48,45.71,23020
23,21,195,13,6.67,30,15.38,69,35.38,35,17.95,9,4.62,39,20.0,23021
23,22,160,11,6.88,26,16.25,50,31.25,18,11.25,7,4.38,48,30.0,23022
23,23,171,12,7.02,25,14.62,56,32.75,20,11.7,12,7.02,46,26.9,23023
23,24,130,12,9.23,6,4.62,34,26.15,19,14.62,2,1.54,57,43.85,23024
23,25,161,9,5.59,13,8.07,48,29.81,23,14.29,6,3.73,62,38.51,23025
23,26,165,20,12.12,24,14.55,37,22.42,21,12.73,12,7.27,51,30.91,23026
23,27,159,15,9.43,22,13.84,49,30.82,26,16.35,8,5.03,39,24.53,23027
23,28,169,11,6.51,22,13.02,54,31.95,21,12.43,5,2.96,56,33.14,23028
23,29,145,11,7.59,14,9.66,51,35.17,18,12.41,8,5.52,43,29.66,23029
23,30,229,19,8.3,23,10.04,73,31.88,21,9.17,10,4.37,83,36.24,23030
23,31,159,14,8.81,11,6.92,39,24.53,22,13.84,4,2.52,69,43.4,23031
23,32,167,16,9.58,24,14.37,36,21.56,17,10.18,9,5.39,65,38.92,23032
23,33,183,16,8.74,19,10.38,53,28.96,18,9.84,2,1.09,75,40.98,23033
23,34,193,14,7.25,26,13.47,52,26.94,15,7.77,1,0.52,85,44.04,23034
23,35,132,12,9.09,24,18.18,46,34.85,11,8.33,5,3.79,34,25.76,23035
23,36,143,8,5.59,24,16.78,46,32.17,20,13.99,7,4.9,38,26.57,23036
23,37,172,17,9.88,23,13.37,62,36.05,23,13.37,10,5.81,37,21.51,23037
23,38,146,14,9.59,27,18.49,44,30.14,22,15.07,1,0.68,38,26.03,23038
23,39,208,10,4.81,22,10.58,53,25.48,33,15.87,7,3.37,83,39.9,23039
24,1,155,57,36.77,11,7.1,25,16.13,31,20.0,24,15.48,7,4.52,24001
24,2,131,48,36.64,20,15.27,23,17.56,14,10.69,15,11.45,11,8.4,24002
24,3,160,56,35.0,18,11.25,30,18.75,28,17.5,12,7.5,16,10.0,24003
24,4,119,40,33.61,17,14.29,20,16.81,22,18.49,12,10.08,8,6.72,24004
24,5,82,20,24.39,9,10.98,23,28.05,13,15.85,15,18.29,2,2.44,24005
24,6,189,64,33.86,17,8.99,29,15.34,40,21.16,21,11.11,18,9.52,24006
24,7,105,11,10.48,11,10.48,24,22.86,24,22.86,5,4.76,30,28.57,24007
24,8,72,18,25.0,11,15.28,16,22.22,12,16.67,9,12.5,6,8.33,24008
24,9,134,30,22.39,17,12.69,35,26.12,25,18.66,15,11.19,12,8.96,24009
24,10,77,26,33.77,4,5.19,14,18.18,18,23.38,6,7.79,9,11.69,24010
24,11,161,48,29.81,17,10.56,29,18.01,44,27.33,13,8.07,10,6.21,24011
24,12,77,26,33.77,10,12.99,14,18.18,18,23.38,4,5.19,5,6.49,24012
24,13,75,23,30.67,14,18.67,17,22.67,12,16.0,5,6.67,4,5.33,24013
24,14,130,38,29.23,20,15.38,34,26.15,16,12.31,9,6.92,13,10.0,24014
24,15,61,17,27.87,6,9.84,18,29.51,9,14.75,6,9.84,5,8.2,24015
24,16,387,62,16.02,55,14.21,114,29.46,63,16.28,21,5.43,72,18.6,24016
24,17,118,41,34.75,5,4.24,23,19.49,23,19.49,18,15.25,8,6.78,24017
24,18,188,60,31.91,15,7.98,38,20.21,44,23.4,18,9.57,13,6.91,24018
24,19,205,44,21.46,32,15.61,45,21.95,42,20.49,28,13.66,14,6.83,24019
24,20,122,39,31.97,13,10.66,22,18.03,28,22.95,12,9.84,8,6.56,24020
24,21,87,26,29.89,9,10.34,21,24.14,16,18.39,8,9.2,7,8.05,24021
24,22,217,61,28.11,29,13.36,41,18.89,47,21.66,20,9.22,19,8.76,24022
24,23,111,42,37.84,13,11.71,18,16.22,16,14.41,15,13.51,7,6.31,24023
24,24,187,75,40.11,15,8.02,33,17.65,40,21.39,16,8.56,8,4.28,24024
24,25,111,27,24.32,18,16.22,22,19.82,23,20.72,10,9.01,11,9.91,24025
24,26,252,76,30.16,32,12.7,57,22.62,49,19.44,26,10.32,12,4.76,24026
24,27,176,58,32.95,16,9.09,36,20.45,37,21.02,15,8.52,14,7.95,24027
24,28,125,38,30.4,19,15.2,15,12.0,29,23.2,15,12.0,9,7.2,24028
24,29,130,46,35.38,12,9.23,22,16.92,31,23.85,13,10.0,6,4.62,24029
24,30,101,36,35.64,14,13.86,14,13.86,21,20.79,11,10.89,5,4.95,24030
24,31,170,60,35.29,16,9.41,21,12.35,51,30.0,15,8.82,7,4.12,24031
24,32,90,31,34.44,14,15.56,21,23.33,17,18.89,4,4.44,3,3.33,24032
24,33,109,34,31.19,13,11.93,16,14.68,26,23.85,18,16.51,2,1.83,24033
24,34,160,55,34.38,23,14.38,32,20.0,31,19.38,14,8.75,5,3.13,24034
24,35,143,45,31.47,12,8.39,35,24.48,27,18.88,12,8.39,12,8.39,24035
24,36,200,58,29.0,23,11.5,36,18.0,51,25.5,22,11.0,10,5.0,24036
24,37,87,35,40.23,6,6.9,18,20.69,22,25.29,5,5.75,1,1.15,24037
24,38,152,40,26.32,12,7.89,21,13.82,46,30.26,16,10.53,17,11.18,24038
24,39,149,27,18.12,15,10.07,37,24.83,39,26.17,10,6.71,21,14.09,24039
24,40,172,59,34.3,20,11.63,33,19.19,30,17.44,20,11.63,10,5.81,24040
24,41,126,39,30.95,13,10.32,32,25.4,23,18.25,14,11.11,5,3.97,24041
25,1,200,10,5.0,28,14.0,35,17.5,32,16.0,11,5.5,84,42.0,25001
25,2,276,12,4.35,24,8.7,78,28.26,60,21.74,17,6.16,85,30.8,25002
25,3,239,24,10.04,25,10.46,67,28.03,75,31.38,24,10.04,24,10.04,25003
25,4,161,33,20.5,14,8.7,35,21.74,35,21.74,21,13.04,23,14.29,25004
25,5,266,20,7.52,18,6.77,66,24.81,41,15.41,19,7.14,102,38.35,25005
25,6,66,10,15.15,11,16.67,9,13.64,25,37.88,4,6.06,7,10.61,25006
25,7,244,17,6.97,16,6.56,73,29.92,51,20.9,16,6.56,71,29.1,25007
25,8,291,27,9.28,28,9.62,64,21.99,52,17.87,12,4.12,108,37.11,25008
25,9,216,15,6.94,17,7.87,65,30.09,35,16.2,12,5.56,72,33.33,25009
25,10,207,15,7.25,22,10.63,63,30.43,79,38.16,15,7.25,13,6.28,25010
25,11,278,17,6.12,32,11.51,58,20.86,46,16.55,23,8.27,102,36.69,25011
25,12,241,9,3.73,17,7.05,55,22.82,48,19.92,21,8.71,91,37.76,25012
25,13,257,20,7.78,26,10.12,66,25.68,40,15.56,26,10.12,79,30.74,25013
25,14,128,18,14.06,19,14.84,26,20.31,26,20.31,15,11.72,24,18.75,25014
25,15,215,18,8.37,22,10.23,42,19.53,31,14.42,16,7.44,86,40.0,25015
25,16,258,21,8.14,35,13.57,78,30.23,87,33.72,15,5.81,22,8.53,25016
25,17,234,19,8.12,18,7.69,58,24.79,39,16.67,21,8.97,79,33.76,25017
25,18,116,26,22.41,17,14.66,30,25.86,26,22.41,8,6.9,9,7.76,25018
25,19,257,14,5.45,30,11.67,67,26.07,42,16.34,17,6.61,87,33.85,25019
25,20,112,29,25.89,11,9.82,32,28.57,20,17.86,11,9.82,9,8.04,25020
25,21,275,31,11.27,31,11.27,63,22.91,84,30.55,33,12.0,33,12.0,25021
25,22,229,16,6.99,18,7.86,52,22.71,50,21.83,10,4.37,83,36.24,25022
25,23,281,17,6.05,26,9.25,77,27.4,45,16.01,20,7.12,96,34.16,25023
25,24,264,18,6.82,28,10.61,60,22.73,48,18.18,20,7.58,90,34.09,25024
25,25,192,14,7.29,16,8.33,57,29.69,56,29.17,15,7.81,34,17.71,25025
25,26,253,8,3.16,20,7.91,56,22.13,44,17.39,15,5.93,110,43.48,25026
25,27,224,19,8.48,23,10.27,66,29.46,67,29.91,20,8.93,29,12.95,25027
25,28,278,20,7.19,20,7.19,72,25.9,69,24.82,16,5.76,81,29.14,25028
25,29,180,20,11.11,27,15.0,46,25.56,40,22.22,26,14.44,21,11.67,25029
25,30,244,18,7.38,30,12.3,54,22.13,44,18.03,6,2.46,92,37.7,25030
25,31,279,18,6.45,37,13.26,87,31.18,97,34.77,20,7.17,20,7.17,25031
25,32,181,16,8.84,24,13.26,43,23.76,21,11.6,11,6.08,66,36.46,25032
26,1,188,16,8.51,16,8.51,51,27.13,57,30.32,17,9.04,31,16.49,26001
26,2,146,9,6.16,17,11.64,41,28.08,30,20.55,14,9.59,35,23.97,26002
26,3,196,9,4.59,26,13.27,47,23.98,65,33.16,23,11.73,26,13.27,26003
26,4,109,14,12.84,11,10.09,24,22.02,15,13.76,9,8.26,36,33.03,26004
26,5,194,18,9.28,17,8.76,55,28.35,30,15.46,24,12.37,50,25.77,26005
26,6,168,11,6.55,19,11.31,46,27.38,34,20.24,14,8.33,44,26.19,26006
26,7,201,13,6.47,26,12.94,69,34.33,48,23.88,18,8.96,27,13.43,26007
26,8,99,4,4.04,7,7.07,26,26.26,26,26.26,4,4.04,32,32.32,26008
26,9,148,15,10.14,18,12.16,30,20.27,27,18.24,10,6.76,48,32.43,26009
26,10,154,16,10.39,18,11.69,46,29.87,31,20.13,13,8.44,30,19.48,26010
26,11,171,9,5.26,18,10.53,44,25.73,25,14.62,15,8.77,60,35.09,26011
26,12,187,15,8.02,23,12.3,55,29.41,36,19.25,10,5.35,48,25.67,26012
26,13,96,9,9.38,9,9.38,25,26.04,8,8.33,4,4.17,41,42.71,26013
26,14,139,7,5.04,11,7.91,40,28.78,28,20.14,12,8.63,41,29.5,26014
26,15,97,11,11.34,11,11.34,17,17.53,25,25.77,1,1.03,32,32.99,26015
26,16,72,6,8.33,9,12.5,16,22.22,13,18.06,6,8.33,22,30.56,26016
26,17,146,7,4.79,26,17.81,36,24.66,46,31.51,12,8.22,19,13.01,26017
26,18,76,6,7.89,9,11.84,19,25.0,18,23.68,7,9.21,17,22.37,26018
26,19,110,13,11.82,13,11.82,26,23.64,22,20.0,9,8.18,27,24.55,26019
26,20,160,12,7.5,19,11.88,40,25.0,40,25.0,13,8.13,36,22.5,26020
26,21,204,15,7.35,25,12.25,51,25.0,58,28.43,19,9.31,36,17.65,26021
26,22,83,9,10.84,6,7.23,21,25.3,13,15.66,3,3.61,31,37.35,26022
26,23,141,10,7.09,18,12.77,40,28.37,31,21.99,8,5.67,34,24.11,26023
26,24,100,6,6.0,17,17.0,22,22.0,18,18.0,8,8.0,29,29.0,26024
26,25,123,10,8.13,9,7.32,37,30.08,32,26.02,13,10.57,22,17.89,26025
26,26,103,8,7.77,15,14.56,23,22.33,34,33.01,11,10.68,12,11.65,26026
26,27,162,13,8.02,14,8.64,49,30.25,50,30.86,9,5.56,27,16.67,26027
26,28,224,12,5.36,31,13.84,60,26.79,78,34.82,20,8.93,23,10.27,26028
26,29,76,5,6.58,9,11.84,13,17.11,21,27.63,9,11.84,19,25.0,26029
26,30,133,8,6.02,19,14.29,35,26.32,35,26.32,7,5.26,29,21.8,26030
26,31,82,4,4.88,8,9.76,20,24.39,18,21.95,8,9.76,24,29.27,26031
26,32,188,12,6.38,27,14.36,53,28.19,53,28.19,16,8.51,27,14.36,26032
26,33,200,13,6.5,24,12.0,58,29.0,50,25.0,21,10.5,34,17.0,26033
26,34,151,8,5.3,14,9.27,35,23.18,57,37.75,16,10.6,21,13.91,26034
26,35,152,8,5.26,20,13.16,36,23.68,28,18.42,17,11.18,43,28.29,26035
26,36,159,12,7.55,19,11.95,43,27.04,47,29.56,13,8.18,25,15.72,26036
26,37,171,12,7.02,18,10.53,55,32.16,39,22.81,16,9.36,31,18.13,26037
26,38,70,10,14.29,8,11.43,15,21.43,5,7.14,7,10.0,25,35.71,26038
26,39,188,12,6.38,22,11.7,47,25.0,53,28.19,22,11.7,32,17.02,26039
26,40,140,9,6.43,10,7.14,38,27.14,39,27.86,13,9.29,31,22.14,26040
26,41,186,8,4.3,27,14.52,41,22.04,52,27.96,18,9.68,40,21.51,26041
26,42,125,6,4.8,17,13.6,26,20.8,37,29.6,10,8.0,29,23.2,26042
26,43,96,3,3.13,12,12.5,29,30.21,14,14.58,6,6.25,32,33.33,26043
26,44,60,8,13.33,5,8.33,13,21.67,13,21.67,4,6.67,17,28.33,26044
26,45,75,7,9.33,12,16.0,21,28.0,11,14.67,8,10.67,16,21.33,26045
26,46,122,5,4.1,21,17.21,41,33.61,27,22.13,9,7.38,19,15.57,26046
26,47,100,6,6.0,11,11.0,25,25.0,15,15.0,10,10.0,33,33.0,26047
26,48,172,10,5.81,13,7.56,46,26.74,49,28.49,18,10.47,36,20.93,26048
26,49,83,7,8.43,7,8.43,26,31.33,7,8.43,4,4.82,32,38.55,26049
27,1,264,33,12.5,31,11.74,62,23.48,88,33.33,28,10.61,22,8.33,27001
27,2,172,14,8.14,21,12.21,50,29.07,55,31.98,16,9.3,16,9.3,27002
27,3,108,28,25.93,12,11.11,27,25.0,25,23.15,8,7.41,8,7.41,27003
27,4,112,24,21.43,12,10.71,17,15.18,35,31.25,13,11.61,11,9.82,27004
27,5,162,42,25.93,25,15.43,38,23.46,33,20.37,11,6.79,13,8.02,27005
27,6,212,32,15.09,31,14.62,44,20.75,64,30.19,27,12.74,14,6.6,27006
27,7,257,27,10.51,33,12.84,74,28.79,68,26.46,23,8.95,32,12.45,27007
27,8,153,33,21.57,17,11.11,34,22.22,47,30.72,12,7.84,10,6.54,27008
27,9,91,11,12.09,11,12.09,23,25.27,33,36.26,8,8.79,5,5.49,27009
27,10,220,46,20.91,25,11.36,65,29.55,58,26.36,15,6.82,11,5.0,27010
27,11,149,15,10.07,14,9.4,36,24.16,55,36.91,12,8.05,17,11.41,27011
27,12,135,11,8.15,17,12.59,37,27.41,48,35.56,11,8.15,11,8.15,27012
27,13,322,56,17.39,31,9.63,58,18.01,120,37.27,31,9.63,26,8.07,27013
27,14,85,28,32.94,11,12.94,22,25.88,15,17.65,5,5.88,4,4.71,27014
27,15,106,23,21.7,11,10.38,29,27.36,25,23.58,5,4.72,13,12.26,27015
27,16,158,12,7.59,19,12.03,39,24.68,53,33.54,14,8.86,21,13.29,27016
27,17,198,55,27.78,22,11.11,40,20.2,41,20.71,23,11.62,17,8.59,27017
27,18,146,27,18.49,23,15.75,32,21.92,40,27.4,11,7.53,13,8.9,27018
27,19,97,20,20.62,8,8.25,25,25.77,24,24.74,7,7.22,13,13.4,27019
27,20,134,26,19.4,17,12.69,39,29.1,36,26.87,10,7.46,6,4.48,27020
27,21,175,15,8.57,25,14.29,52,29.71,56,32.0,18,10.29,9,5.14,27021
27,22,106,30,28.3,10,9.43,23,21.7,19,17.92,10,9.43,14,13.21,27022
27,23,159,31,19.5,30,18.87,26,16.35,49,30.82,12,7.55,11,6.92,27023
27,24,114,10,8.77,13,11.4,28,24.56,37,32.46,6,5.26,20,17.54,27024
27,25,199,46,23.12,19,9.55,38,19.1,55,27.64,23,11.56,18,9.05,27025
27,26,152,33,21.71,16,10.53,29,19.08,42,27.63,9,5.92,23,15.13,27026
27,27,225,38,16.89,27,12.0,59,26.22,65,28.89,24,10.67,12,5.33,27027
27,28,161,27,16.77,18,11.18,40,24.84,40,24.84,23,14.29,13,8.07,27028
27,29,125,16,12.8,18,14.4,27,21.6,39,31.2,6,4.8,19,15.2,27029
27,30,106,24,22.64,16,15.09,17,16.04,22,20.75,16,15.09,11,10.38,27030
27,31,162,41,25.31,15,9.26,29,17.9,48,29.63,17,10.49,12,7.41,27031
27,32,200,33,16.5,28,14.0,55,27.5,49,24.5,19,9.5,16,8.0,27032
27,33,208,41,19.71,26,12.5,36,17.31,64,30.77,23,11.06,18,8.65,27033
27,34,130,28,21.54,13,10.0,26,20.0,46,35.38,11,8.46,6,4.62,27034
27,35,222,10,4.5,35,15.77,72,32.43,70,31.53,18,8.11,17,7.66,27035
27,36,160,16,10.0,17,10.63,40,25.0,62,38.75,14,8.75,11,6.88,27036
27,37,180,29,16.11,22,12.22,50,27.78,43,23.89,19,10.56,17,9.44,27037
27,38,253,41,16.21,31,12.25,52,20.55,74,29.25,31,12.25,24,9.49,27038
27,39,172,35,20.35,18,10.47,31,18.02,48,27.91,21,12.21,19,11.05,27039
27,40,227,16,7.05,22,9.69,52,22.91,88,38.77,21,9.25,28,12.33,27040
27,41,201,48,23.88,23,11.44,39,19.4,64,31.84,16,7.96,11,5.47,27041
27,42,130,29,22.31,13,10.0,30,23.08,27,20.77,16,12.31,15,11.54,27042
27,43,134,32,23.88,17,12.69,33,24.63,32,23.88,11,8.21,9,6.72,27043
27,44,135,32,23.7,22,16.3,19,14.07,39,28.89,9,6.67,14,10.37,27044
27,45,347,26,7.49,48,13.83,83,23.92,130,37.46,31,8.93,29,8.36,27045
27,46,139,12,8.63,9,6.47,35,25.18,63,45.32,9,6.47,11,7.91,27046
27,47,142,27,19.01,18,12.68,27,19.01,44,30.99,18,12.68,8,5.63,27047
27,48,290,48,16.55,36,12.41,68,23.45,96,33.1,16,5.52,26,8.97,27048
27,49,153,29,18.95,19,12.42,29,18.95,47,30.72,25,16.34,4,2.61,27049
27,50,193,55,28.5,20,10.36,45,23.32,39,20.21,20,10.36,14,7.25,27050
28,1,97,37,38.14,10,10.31,21,21.65,14,14.43,12,12.37,3,3.09,28001
28,2,148,44,29.73,20,13.51,26,17.57,22,14.86,24,16.22,12,8.11,28002
28,3,132,52,39.39,14,10.61,26,19.7,24,18.18,8,6.06,8,6.06,28003
28,4,113,12,10.62,12,10.62,36,31.86,24,21.24,15,13.27,14,12.39,28004
28,5,132,40,30.3,18,13.64,24,18.18,28,21.21,8,6.06,14,10.61,28005
28,6,78,11,14.1,8,10.26,12,15.38,28,35.9,9,11.54,10,12.82,28006
28,7,151,68,45.03,14,9.27,17,11.26,25,16.56,15,9.93,12,7.95,28007
28,8,127,12,9.45,11,8.66,39,30.71,46,36.22,11,8.66,8,6.3,28008
28,9,149,60,40.27,12,8.05,29,19.46,19,12.75,19,12.75,10,6.71,28009
28,10,192,28,14.58,19,9.9,54,28.13,51,26.56,17,8.85,23,11.98,28010
28,11,357,58,16.25,39,10.92,86,24.09,65,18.21,50,14.01,59,16.53,28011
28,12,144,58,40.28,17,11.81,27,18.75,18,12.5,18,12.5,6,4.17,28012
28,13,193,56,29.02,20,10.36,38,19.69,48,24.87,17,8.81,14,7.25,28013
28,14,143,49,34.27,26,18.18,25,17.48,24,16.78,11,7.69,8,5.59,28014
28,15,34,10,29.41,2,5.88,7,20.59,6,17.65,2,5.88,7,20.59,28015
28,16,83,34,40.96,9,10.84,13,15.66,14,16.87,9,10.84,4,4.82,28016
28,17,134,57,42.54,15,11.19,24,17.91,10,7.46,15,11.19,13,9.7,28017
28,18,140,37,26.43,16,11.43,32,22.86,32,22.86,10,7.14,13,9.29,28018
28,19,138,20,14.49,16,11.59,34,24.64,30,21.74,9,6.52,29,21.01,28019
28,20,129,53,41.09,10,7.75,32,24.81,19,14.73,6,4.65,9,6.98,28020
28,21,145,65,44.83,11,7.59,19,13.1,23,15.86,18,12.41,9,6.21,28021
28,22,174,39,22.41,19,10.92,37,21.26,44,25.29,21,12.07,14,8.05,28022
28,23,208,102,49.04,25,12.02,34,16.35,23,11.06,12,5.77,12,5.77,28023
28,24,136,47,34.56,16,11.76,26,19.12,17,12.5,16,11.76,14,10.29,28024
28,25,240,113,47.08,24,10.0,37,15.42,28,11.67,22,9.17,16,6.67,28025
28,26,141,58,41.13,20,14.18,24,17.02,20,14.18,10,7.09,9,6.38,28026
28,27,171,20,11.7,19,11.11,45,26.32,53,30.99,14,8.19,20,11.7,28027
28,28,215,10,4.65,24,11.16,63,29.3,66,30.7,17,7.91,35,16.28,28028
28,29,74,33,44.59,8,10.81,15,20.27,8,10.81,8,10.81,2,2.7,28029
28,30,32,14,43.75,2,6.25,5,15.63,6,18.75,2,6.25,3,9.38,28030
28,31,210,82,39.05,18,8.57,26,12.38,47,22.38,23,10.95,14,6.67,28031
28,32,146,52,35.62,18,12.33,28,19.18,25,17.12,14,9.59,9,6.16,28032
28,33,176,79,44.89,25,14.2,29,16.48,21,11.93,16,9.09,6,3.41,28033
28,34,245,91,37.14,25,10.2,45,18.37,35,14.29,21,8.57,28,11.43,28034
28,35,152,55,36.18,14,9.21,43,28.29,16,10.53,17,11.18,7,4.61,28035
28,36,91,52,57.14,8,8.79,6,6.59,7,7.69,11,12.09,7,7.69,28036
28,37,191,90,47.12,16,8.38,28,14.66,22,11.52,22,11.52,13,6.81,28037
28,38,54,14,25.93,8,14.81,15,27.78,10,18.52,2,3.7,5,9.26,28038
28,39,100,54,54.0,13,13.0,8,8.0,11,11.0,9,9.0,5,5.0,28039
28,40,212,97,45.75,20,9.43,33,15.57,34,16.04,19,8.96,9,4.25,28040
28,41,116,39,33.62,10,8.62,22,18.97,26,22.41,12,10.34,7,6.03,28041
28,42,143,57,39.86,23,16.08,19,13.29,24,16.78,13,9.09,7,4.9,28042
28,43,174,71,40.8,19,10.92,20,11.49,31,17.82,23,13.22,10,5.75,28043
28,44,121,44,36.36,10,8.26,21,17.36,25,20.66,13,10.74,8,6.61,28044
28,45,152,14,9.21,16,10.53,42,27.63,54,35.53,14,9.21,12,7.89,28045
28,46,299,48,16.05,26,8.7,74,24.75,66,22.07,39,13.04,46,15.38,28046
29,1,279,36,12.9,30,10.75,54,19.35,91,32.62,34,12.19,34,12.19,29001
29,2,261,87,33.33,33,12.64,45,17.24,55,21.07,27,10.34,14,5.36,29002
29,3,214,54,25.23,28,13.08,46,21.5,45,21.03,29,13.55,12,5.61,29003
29,4,253,93,36.76,27,10.67,38,15.02,43,17.0,27,10.67,25,9.88,29004
29,5,133,40,30.08,20,15.04,31,23.31,20,15.04,15,11.28,7,5.26,29005
29,6,133,44,33.08,14,10.53,20,15.04,37,27.82,11,8.27,7,5.26,29006
29,7,223,48,21.52,22,9.87,35,15.7,66,29.6,29,13.0,23,10.31,29007
29,8,160,44,27.5,21,13.13,39,24.38,34,21.25,14,8.75,8,5.0,29008
29,9,233,32,13.73,28,12.02,64,27.47,58,24.89,16,6.87,35,15.02,29009
29,10,288,39,13.54,29,10.07,55,19.1,101,35.07,31,10.76,33,11.46,29010
29,11,111,38,34.23,14,12.61,16,14.41,26,23.42,10,9.01,7,6.31,29011
29,12,276,81,29.35,24,8.7,53,19.2,61,22.1,36,13.04,21,7.61,29012
29,13,201,58,28.86,22,10.95,44,21.89,36,17.91,23,11.44,18,8.96,29013
29,14,204,64,31.37,24,11.76,39,19.12,51,25.0,16,7.84,10,4.9,29014
29,15,248,80,32.26,18,7.26,42,16.94,68,27.42,19,7.66,21,8.47,29015
29,16,195,63,32.31,12,6.15,27,13.85,64,32.82,17,8.72,12,6.15,29016
29,17,207,45,21.74,12,5.8,31,14.98,91,43.96,12,5.8,16,7.73,29017
29,18,184,57,30.98,21,11.41,35,19.02,41,22.28,18,9.78,12,6.52,29018
29,19,220,82,37.27,28,12.73,25,11.36,43,19.55,31,14.09,11,5.0,29019
29,20,207,66,31.88,25,12.08,38,18.36,56,27.05,12,5.8,10,4.83,29020
29,21,231,54,23.38,33,14.29,51,22.08,48,20.78,30,12.99,15,6.49,29021
29,22,185,51,27.57,18,9.73,38,20.54,35,18.92,15,8.11,28,15.14,29022
29,23,224,40,17.86,28,12.5,50,22.32,48,21.43,21,9.38,37,16.52,29023
29,24,190,55,28.95,28,14.74,39,20.53,33,17.37,19,10.0,16,8.42,29024
29,25,260,83,31.92,40,15.38,42,16.15,46,17.69,31,11.92,18,6.92,29025
29,26,184,62,33.7,12,6.52,25,13.59,59,32.07,16,8.7,10,5.43,29026
29,27,181,60,33.15,22,12.15,37,20.44,32,17.68,14,7.73,16,8.84,29027
29,28,257,84,32.68,33,12.84,38,14.79,54,21.01,37,14.4,11,4.28,29028
29,29,174,15,8.62,24,13.79,52,29.89,31,17.82,16,9.2,36,20.69,29029
29,30,211,37,17.54,19,9.0,52,24.64,49,23.22,22,10.43,32,15.17,29030
29,31,126,9,7.14,17,13.49,35,27.78,24,19.05,7,5.56,34,26.98,29031
29,32,149,22,14.77,27,18.12,39,26.17,30,20.13,7,4.7,24,16.11,29032
29,33,141,40,28.37,23,16.31,24,17.02,27,19.15,19,13.48,8,5.67,29033
29,34,160,38,23.75,20,12.5,32,20.0,24,15.0,18,11.25,28,17.5,29034
29,35,146,48,32.88,20,13.7,24,16.44,24,16.44,17,11.64,13,8.9,29035
29,36,198,57,28.79,25,12.63,32,16.16,53,26.77,21,10.61,10,5.05,29036
29,37,217,77,35.48,19,8.76,37,17.05,40,18.43,20,9.22,24,11.06,29037
29,38,203,18,8.87,29,14.29,52,25.62,34,16.75,18,8.87,52,25.62,29038
29,39,132,19,14.39,10,7.58,30,22.73,33,25.0,8,6.06,32,24.24,29039
29,40,268,99,36.94,28,10.45,52,19.4,39,14.55,25,9.33,25,9.33,29040
29,41,176,60,34.09,19,10.8,30,17.05,36,20.45,17,9.66,14,7.95,29041
29,42,236,60,25.42,23,9.75,43,18.22,58,24.58,37,15.68,15,6.36,29042
29,43,279,54,19.35,35,12.54,47,16.85,73,26.16,25,8.96,45,16.13,29043
29,44,254,82,32.28,32,12.6,51,20.08,52,20.47,22,8.66,15,5.91,29044
30,1,233,17,7.3,29,12.45,70,30.04,64,27.47,14,6.01,39,16.74,30001
30,2,182,17,9.34,19,10.44,48,26.37,38,20.88,5,2.75,55,30.22,30002
30,3,183,11,6.01,21,11.48,52,28.42,61,33.33,10,5.46,28,15.3,30003
30,4,183,14,7.65,26,14.21,45,24.59,38,20.77,13,7.1,47,25.68,30004
30,5,147,12,8.16,16,10.88,45,30.61,17,11.56,9,6.12,48,32.65,30005
30,6,187,13,6.95,18,9.63,49,26.2,35,18.72,13,6.95,59,31.55,30006
30,7,225,15,6.67,32,14.22,72,32.0,37,16.44,15,6.67,54,24.0,30007
30,8,278,11,3.96,29,10.43,67,24.1,75,26.98,35,12.59,61,21.94,30008
30,9,152,19,12.5,16,10.53,35,23.03,34,22.37,9,5.92,39,25.66,30009
30,10,199,20,10.05,16,8.04,53,26.63,37,18.59,9,4.52,64,32.16,30010
