ward,precinct,total,Arthur D. Sutton,Arthur D. Sutton Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,Jennifer Patricia Callahan,Jennifer Patricia Callahan Percent,Chris Stacey,Chris Stacey Percent,Joy E. Tolbert Nelson,Joy E. Tolbert Nelson Percent,Joseph Chico,Joseph Chico Percent,precinct_id
7,46,87,19,21.84,14,16.09,18,20.69,17,19.54,3,3.45,16,18.39,07046
8,1,155,35,22.58,20,12.9,25,16.13,48,30.97,19,12.26,8,5.16,08001
8,2,160,35,21.88,19,11.88,24,15.0,46,28.75,22,13.75,14,8.75,08002
8,3,294,68,23.13,18,6.12,28,9.52,116,39.46,50,17.01,14,4.76,08003
8,4,269,66,24.54,21,7.81,21,7.81,105,39.03,36,13.38,20,7.43,08004
8,5,266,75,28.2,17,6.39,32,12.03,97,36.47,31,11.65,14,5.26,08005
8,6,251,46,18.33,17,6.77,39,15.54,99,39.44,29,11.55,21,8.37,08006
8,7,264,56,21.21,22,8.33,45,17.05,80,30.3,47,17.8,14,5.3,08007
8,8,238,62,26.05,14,5.88,27,11.34,94,39.5,25,10.5,16,6.72,08008
8,9,163,41,25.15,16,9.82,24,14.72,57,34.97,17,10.43,8,4.91,08009
8,10,316,73,23.1,30,9.49,30,9.49,112,35.44,55,17.41,16,5.06,08010
8,11,141,36,25.53,17,12.06,18,12.77,44,31.21,20,14.18,6,4.26,08011
8,12,202,39,19.31,20,9.9,39,19.31,58,28.71,27,13.37,19,9.41,08012
8,13,222,61,27.48,24,10.81,33,14.86,63,28.38,29,13.06,12,5.41,08013
8,14,156,31,19.87,14,8.97,32,20.51,42,26.92,24,15.38,13,8.33,08014
8,15,206,45,21.84,25,12.14,34,16.5,59,28.64,27,13.11,16,7.77,08015
8,16,73,8,10.96,9,12.33,8,10.96,34,46.58,7,9.59,7,9.59,08016
8,17,196,46,23.47,10,5.1,26,13.27,63,32.14,33,16.84,18,9.18,08017
8,18,151,36,23.84,21,13.91,29,19.21,36,23.84,21,13.91,8,5.3,08018
8,19,273,66,24.18,20,7.33,40,14.65,98,35.9,37,13.55,12,4.4,08019
8,20,256,56,21.88,18,7.03,31,12.11,88,34.38,42,16.41,21,8.2,08020
8,21,263,60,22.81,19,7.22,39,14.83,96,36.5,33,12.55,16,6.08,08021
8,22,217,46,21.2,22,10.14,30,13.82,78,35.94,27,12.44,14,6.45,08022
8,23,169,32,18.93,16,9.47,36,21.3,62,36.69,14,8.28,9,5.33,08023
8,24,145,34,23.45,16,11.03,28,19.31,38,26.21,16,11.03,13,8.97,08024
8,25,200,47,23.5,18,9.0,35,17.5,58,29.0,35,17.5,7,3.5,08025
8,26,153,41,26.8,9,5.88,31,20.26,43,28.1,23,15.03,6,3.92,08026
8,27,256,55,21.48,20,7.81,33,12.89,93,36.33,36,14.06,19,7.42,08027
8,28,222,56,25.23,17,7.66,30,13.51,68,30.63,33,14.86,18,8.11,08028
8,29,230,57,24.78,17,7.39,26,11.3,83,36.09,35,15.22,12,5.22,08029
8,30,244,52,21.31,19,7.79,47,19.26,72,29.51,34,13.93,20,8.2,08030
8,31,160,43,26.88,8,5.0,30,18.75,46,28.75,25,15.63,8,5.0,08031
8,32,198,40,20.2,23,11.62,32,16.16,78,39.39,20,10.1,5,2.53,08032
8,33,178,49,27.53,20,11.24,25,14.04,53,29.78,17,9.55,14,7.87,08033
8,34,238,55,23.11,17,7.14,28,11.76,91,38.24,23,9.66,24,10.08,08034
8,35,265,63,23.77,29,10.94,36,13.58,80,30.19,36,13.58,21,7.92,08035
8,36,222,58,26.13,25,11.26,34,15.32,62,27.93,32,14.41,11,4.95,08036
8,37,198,57,28.79,11,5.56,22,11.11,72,36.36,26,13.13,10,5.05,08037
8,38,151,37,24.5,14,9.27,19,12.58,56,37.09,18,11.92,7,4.64,08038
8,39,231,50,21.65,21,9.09,26,11.26,97,41.99,26,11.26,11,4.76,08039
8,40,193,56,29.02,22,11.4,26,13.47,52,26.94,24,12.44,13,6.74,08040
8,41,228,73,32.02,26,11.4,27,11.84,59,25.88,29,12.72,14,6.14,08041
8,42,260,61,23.46,20,7.69,44,16.92,78,30.0,41,15.77,16,6.15,08042
8,43,120,27,22.5,8,6.67,23,19.17,39,32.5,16,13.33,7,5.83,08043
8,44,140,31,22.14,8,5.71,33,23.57,37,26.43,17,12.14,14,10.0,08044
8,45,158,45,28.48,19,12.03,33,20.89,39,24.68,18,11.39,4,2.53,08045
8,46,168,48,28.57,17,10.12,26,15.48,42,25.0,24,14.29,11,6.55,08046
8,47,181,31,17.13,26,14.36,26,14.36,67,37.02,16,8.84,15,8.29,08047
8,48,192,42,21.88,20,10.42,33,17.19,59,30.73,30,15.63,8,4.17,08048
8,49,238,48,20.17,26,10.92,35,14.71,81,34.03,40,16.81,8,3.36,08049
8,50,236,53,22.46,29,12.29,28,11.86,92,38.98,26,11.02,8,3.39,08050
8,51,240,64,26.67,12,5.0,26,10.83,87,36.25,40,16.67,11,4.58,08051
8,52,319,77,24.14,20,6.27,37,11.6,123,38.56,43,13.48,19,5.96,08052
8,53,98,33,33.67,6,6.12,11,11.22,25,25.51,20,20.41,3,3.06,08053
8,54,164,39,23.78,19,11.59,33,20.12,48,29.27,15,9.15,10,6.1,08054
8,55,225,47,20.89,22,9.78,31,13.78,82,36.44,21,9.33,22,9.78,08055
8,56,247,74,29.96,17,6.88,36,14.57,67,27.13,31,12.55,22,8.91,08056
9,1,193,54,27.98,19,9.84,37,19.17,43,22.28,29,15.03,11,5.7,09001
9,2,188,52,27.66,18,9.57,37,19.68,45,23.94,22,11.7,14,7.45,09002
9,3,112,30,26.79,22,19.64,21,18.75,21,18.75,14,12.5,4,3.57,09003
9,4,165,51,30.91,11,6.67,34,20.61,42,25.45,16,9.7,11,6.67,09004
9,5,193,50,25.91,18,9.33,26,13.47,66,34.2,24,12.44,9,4.66,09005
9,6,201,71,35.32,17,8.46,28,13.93,51,25.37,18,8.96,16,7.96,09006
9,7,128,40,31.25,25,19.53,20,15.63,25,19.53,10,7.81,8,6.25,09007
9,8,177,36,20.34,21,11.86,35,19.77,46,25.99,28,15.82,11,6.21,09008
9,9,226,68,30.09,20,8.85,26,11.5,72,31.86,27,11.95,13,5.75,09009
9,10,172,45,26.16,22,12.79,24,13.95,49,28.49,22,12.79,10,5.81,09010
9,11,139,50,35.97,12,8.63,35,25.18,27,19.42,13,9.35,2,1.44,09011
9,12,230,53,23.04,22,9.57,46,20.0,68,29.57,25,10.87,16,6.96,09012
9,13,273,67,24.54,24,8.79,51,18.68,69,25.27,42,15.38,20,7.33,09013
9,14,267,62,23.22,41,15.36,41,15.36,67,25.09,42,15.73,14,5.24,09014
9,15,157,42,26.75,22,14.01,34,21.66,33,21.02,18,11.46,8,5.1,09015
9,16,218,68,31.19,25,11.47,27,12.39,63,28.9,27,12.39,8,3.67,09016
9,17,135,43,31.85,14,10.37,26,19.26,34,25.19,9,6.67,9,6.67,09017
9,18,150,51,34.0,17,11.33,31,20.67,30,20.0,12,8.0,9,6.0,09018
9,19,193,68,35.23,13,6.74,25,12.95,48,24.87,26,13.47,13,6.74,09019
9,20,190,43,22.63,24,12.63,34,17.89,46,24.21,31,16.32,12,6.32,09020
9,21,183,47,25.68,24,13.11,29,15.85,49,26.78,24,13.11,10,5.46,09021
9,22,232,58,25.0,15,6.47,33,14.22,81,34.91,31,13.36,14,6.03,09022
9,23,242,54,22.31,30,12.4,32,13.22,75,30.99,38,15.7,13,5.37,09023
9,24,235,55,23.4,19,8.09,38,16.17,64,27.23,43,18.3,16,6.81,09024
9,25,215,57,26.51,19,8.84,34,15.81,57,26.51,33,15.35,15,6.98,09025
9,26,160,41,25.63,22,13.75,33,20.63,36,22.5,18,11.25,10,6.25,09026
9,27,173,48,27.75,22,12.72,31,17.92,48,27.75,12,6.94,12,6.94,09027
9,28,89,25,28.09,10,11.24,14,15.73,14,15.73,10,11.24,16,17.98,09028
9,29,116,38,32.76,8,6.9,21,18.1,32,27.59,8,6.9,9,7.76,09029
9,30,149,39,26.17,16,10.74,21,14.09,39,26.17,21,14.09,13,8.72,09030
9,31,145,41,28.28,19,13.1,20,13.79,40,27.59,16,11.03,9,6.21,09031
9,32,198,53,26.77,13,6.57,26,13.13,65,32.83,31,15.66,10,5.05,09032
9,33,149,49,32.89,19,12.75,22,14.77,29,19.46,22,14.77,8,5.37,09033
9,34,143,34,23.78,15,10.49,36,25.17,30,20.98,21,14.69,7,4.9,09034
9,35,206,55,26.7,12,5.83,28,13.59,73,35.44,23,11.17,15,7.28,09035
9,36,165,43,26.06,16,9.7,37,22.42,35,21.21,23,13.94,11,6.67,09036
9,37,274,51,18.61,31,11.31,52,18.98,78,28.47,25,9.12,37,13.5,09037
9,38,194,44,22.68,26,13.4,39,20.1,44,22.68,30,15.46,11,5.67,09038
9,39,231,83,35.93,19,8.23,34,14.72,57,24.68,21,9.09,17,7.36,09039
9,40,254,68,26.77,20,7.87,37,14.57,76,29.92,33,12.99,20,7.87,09040
9,41,175,53,30.29,15,8.57,32,18.29,44,25.14,21,12.0,10,5.71,09041
9,42,237,58,24.47,12,5.06,38,16.03,75,31.65,30,12.66,24,10.13,09042
9,43,148,44,29.73,16,10.81,28,18.92,31,20.95,19,12.84,10,6.76,09043
9,44,202,66,32.67,18,8.91,27,13.37,53,26.24,28,13.86,10,4.95,09044
9,45,152,40,26.32,12,7.89,27,17.76,43,28.29,20,13.16,10,6.58,09045
9,46,206,57,27.67,21,10.19,37,17.96,41,19.9,27,13.11,23,11.17,09046
9,47,244,64,26.23,13,5.33,24,9.84,94,38.52,36,14.75,13,5.33,09047
9,48,225,75,33.33,15,6.67,30,13.33,67,29.78,28,12.44,10,4.44,09048
9,49,249,59,23.69,13,5.22,43,17.27,84,33.73,30,12.05,20,8.03,09049
9,50,320,88,27.5,24,7.5,40,12.5,105,32.81,47,14.69,16,5.0,09050
9,51,238,62,26.05,17,7.14,28,11.76,75,31.51,42,17.65,14,5.88,09051
10,1,168,14,8.33,18,10.71,36,21.43,34,20.24,19,11.31,47,27.98,10001
10,2,151,5,3.31,13,8.61,35,23.18,7,4.64,5,3.31,86,56.95,10002
10,3,146,16,10.96,11,7.53,32,21.92,28,19.18,6,4.11,53,36.3,10003
10,4,122,12,9.84,13,10.66,23,18.85,12,9.84,9,7.38,53,43.44,10004
10,5,127,6,4.72,10,7.87,34,26.77,9,7.09,2,1.57,66,51.97,10005
10,6,139,8,5.76,3,2.16,21,15.11,14,10.07,3,2.16,90,64.75,10006
10,7,114,11,9.65,7,6.14,24,21.05,11,9.65,2,1.75,59,51.75,10007
10,8,82,13,15.85,12,14.63,18,21.95,8,9.76,12,14.63,19,23.17,10008
10,9,143,6,4.2,17,11.89,26,18.18,19,13.29,7,4.9,68,47.55,10009
10,10,177,12,6.78,8,4.52,38,21.47,21,11.86,2,1.13,96,54.24,10010
10,11,218,16,7.34,15,6.88,30,13.76,16,7.34,10,4.59,131,60.09,10011
10,12,107,4,3.74,6,5.61,28,26.17,4,3.74,4,3.74,61,57.01,10012
10,13,173,24,13.87,8,4.62,27,15.61,13,7.51,6,3.47,95,54.91,10013
10,14,228,16,7.02,13,5.7,23,10.09,27,11.84,1,0.44,148,64.91,10014
10,15,367,97,26.43,43,11.72,73,19.89,72,19.62,42,11.44,40,10.9,10015
10,16,100,4,4.0,15,15.0,19,19.0,23,23.0,1,1.0,38,38.0,10016
10,17,235,19,8.09,26,11.06,51,21.7,24,10.21,9,3.83,106,45.11,10017
10,18,94,11,11.7,14,14.89,11,11.7,16,17.02,5,5.32,37,39.36,10018
10,19,186,10,5.38,17,9.14,31,16.67,17,9.14,8,4.3,103,55.38,10019
10,20,197,13,6.6,21,10.66,34,17.26,17,8.63,2,1.02,110,55.84,10020
10,21,193,13,6.74,14,7.25,36,18.65,8,4.15,6,3.11,116,60.1,10021
10,22,116,5,4.31,6,5.17,21,18.1,12,10.34,3,2.59,69,59.48,10022
10,23,152,7,4.61,8,5.26,27,17.76,8,5.26,8,5.26,94,61.84,10023
10,24,145,9,6.21,12,8.28,19,13.1,15,10.34,5,3.45,85,58.62,10024
10,25,51,7,13.73,6,11.76,12,23.53,7,13.73,1,1.96,18,35.29,10025
10,26,130,9,6.92,16,12.31,19,14.62,12,9.23,9,6.92,65,50.0,10026
10,27,143,30,20.98,16,11.19,27,18.88,16,11.19,16,11.19,38,26.57,10027
10,28,210,20,9.52,11,5.24,25,11.9,16,7.62,7,3.33,131,62.38,10028
10,29,188,16,8.51,13,6.91,35,18.62,11,5.85,5,2.66,108,57.45,10029
10,30,165,10,6.06,14,8.48,23,13.94,14,8.48,6,3.64,98,59.39,10030
10,31,133,11,8.27,7,5.26,18,13.53,13,9.77,4,3.01,80,60.15,10031
10,32,176,10,5.68,13,7.39,35,19.89,14,7.95,9,5.11,95,53.98,10032
10,33,134,8,5.97,10,7.46,24,17.91,12,8.96,2,1.49,78,58.21,10033
10,34,115,20,17.39,14,12.17,18,15.65,13,11.3,4,3.48,46,40.0,10034
10,35,201,10,4.98,13,6.47,37,18.41,13,6.47,4,1.99,124,61.69,10035
10,36,43,9,20.93,8,18.6,5,11.63,5,11.63,2,4.65,14,32.56,10036
11,1,233,30,12.88,39,16.74,55,23.61,48,20.6,22,9.44,39,16.74,11001
11,2,15,4,26.67,4,26.67,3,20.0,2,13.33,0,0.0,2,13.33,11002
11,3,215,10,4.65,22,10.23,54,25.12,50,23.26,22,10.23,57,26.51,11003
11,4,172,21,12.21,26,15.12,50,29.07,29,16.86,11,6.4,35,20.35,11004
11,5,313,25,7.99,37,11.82,81,25.88,73,23.32,27,8.63,70,22.36,11005
11,6,274,26,9.49,33,12.04,71,25.91,78,28.47,21,7.66,45,16.42,11006
11,7,232,27,11.64,33,14.22,64,27.59,47,20.26,25,10.78,36,15.52,11007
11,8,214,18,8.41,17,7.94,60,28.04,54,25.23,15,7.01,50,23.36,11008
11,9,198,15,7.58,29,14.65,63,31.82,45,22.73,5,2.53,41,20.71,11009
11,10,186,17,9.14,24,12.9,62,33.33,45,24.19,14,7.53,24,12.9,11010
11,11,199,18,9.05,26,13.07,45,22.61,45,22.61,21,10.55,44,22.11,11011
11,12,300,21,7.0,59,19.67,142,47.33,32,10.67,13,4.33,33,11.0,11012
11,13,243,22,9.05,28,11.52,105,43.21,39,16.05,14,5.76,35,14.4,11013
11,14,99,11,11.11,14,14.14,35,35.35,17,17.17,7,7.07,15,15.15,11014
11,15,74,8,10.81,14,18.92,15,20.27,15,20.27,4,5.41,18,24.32,11015
11,16,142,10,7.04,17,11.97,32,22.54,42,29.58,7,4.93,34,23.94,11016
11,17,324,26,8.02,49,15.12,99,30.56,63,19.44,27,8.33,60,18.52,11017
11,18,175,15,8.57,27,15.43,54,30.86,29,16.57,6,3.43,44,25.14,11018
11,19,293,23,7.85,34,11.6,75,25.6,76,25.94,25,8.53,60,20.48,11019
11,20,141,17,12.06,22,15.6,41,29.08,18,12.77,11,7.8,32,22.7,11020
11,21,313,26,8.31,36,11.5,107,34.19,70,22.36,21,6.71,53,16.93,11021
11,22,279,18,6.45,34,12.19,77,27.6,64,22.94,25,8.96,61,21.86,11022
11,23,141,12,8.51,24,17.02,31,21.99,29,20.57,10,7.09,35,24.82,11023
11,24,333,11,3.3,44,13.21,140,42.04,77,23.12,15,4.5,46,13.81,11024
11,25,276,31,11.23,41,14.86,86,31.16,61,22.1,19,6.88,38,13.77,11025
11,26,274,21,7.66,38,13.87,78,28.47,78,28.47,18,6.57,41,14.96,11026
11,27,78,7,8.97,13,16.67,23,29.49,11,14.1,4,5.13,20,25.64,11027
11,28,89,7,7.87,13,14.61,41,46.07,11,12.36,2,2.25,15,16.85,11028
11,29,266,11,4.14,31,11.65,114,42.86,52,19.55,15,5.64,43,16.17,11029
11,30,103,10,9.71,17,16.5,26,25.24,27,26.21,10,9.71,13,12.62,11030
11,31,207,20,9.66,25,12.08,87,42.03,32,15.46,12,5.8,31,14.98,11031
11,32,91,7,7.69,10,10.99,30,32.97,19,20.88,3,3.3,22,24.18,11032
11,33,254,31,12.2,21,8.27,58,22.83,67,26.38,34,13.39,43,16.93,11033
11,34,71,14,19.72,6,8.45,12,16.9,19,26.76,6,8.45,14,19.72,11034
11,35,32,4,12.5,6,18.75,10,31.25,3,9.38,3,9.38,6,18.75,11035
11,36,70,5,7.14,14,20.0,20,28.57,15,21.43,5,7.14,11,15.71,11036
11,37,51,10,19.61,7,13.73,11,21.57,17,33.33,4,7.84,2,3.92,11037
11,38,105,1,0.95,15,14.29,31,29.52,19,18.1,15,14.29,24,22.86,11038
12,1,253,20,7.91,23,9.09,66,26.09,31,12.25,11,4.35,102,40.32,12001
12,2,174,13,7.47,15,8.62,32,18.39,31,17.82,7,4.02,76,43.68,12002
12,3,318,18,5.66,24,7.55,78,24.53,65,20.44,18,5.66,115,36.16,12003
12,4,257,17,6.61,20,7.78,69,26.85,51,19.84,17,6.61,83,32.3,12004
12,5,185,14,7.57,29,15.68,44,23.78,25,13.51,11,5.95,62,33.51,12005
12,6,230,25,10.87,20,8.7,70,30.43,28,12.17,7,3.04,80,34.78,12006
12,7,214,15,7.01,15,7.01,60,28.04,31,14.49,13,6.07,80,37.38,12007
12,8,231,12,5.19,31,13.42,61,26.41,33,14.29,11,4.76,83,35.93,12008
12,9,200,14,7.0,28,14.0,34,17.0,32,16.0,10,5.0,82,41.0,12009
12,10,280,17,6.07,23,8.21,74,26.43,34,12.14,13,4.64,119,42.5,12010
12,11,231,14,6.06,17,7.36,57,24.68,23,9.96,2,0.87,118,51.08,12011
12,12,206,18,8.74,23,11.17,57,27.67,22,10.68,7,3.4,79,38.35,12012
12,13,208,12,5.77,22,10.58,49,23.56,30,14.42,8,3.85,87,41.83,12013
12,14,189,13,6.88,9,4.76,59,31.22,28,14.81,8,4.23,72,38.1,12014
12,15,189,25,13.23,21,11.11,40,21.16,25,13.23,2,1.06,76,40.21,12015
12,16,161,11,6.83,12,7.45,36,22.36,15,9.32,8,4.97,79,49.07,12016
12,17,218,15,6.88,17,7.8,57,26.15,34,15.6,10,4.59,85,38.99,12017
12,18,140,16,11.43,7,5.0,35,25.0,22,15.71,11,7.86,49,35.0,12018
12,19,209,7,3.35,25,11.96,44,21.05,30,14.35,9,4.31,94,44.98,12019
12,20,219,13,5.94,16,7.31,57,26.03,36,16.44,13,5.94,84,38.36,12020
12,21,201,19,9.45,12,5.97,49,24.38,30,14.93,9,4.48,82,40.8,12021
12,22,213,13,6.1,24,11.27,50,23.47,25,11.74,7,3.29,94,44.13,12022
12,23,241,11,4.56,19,7.88,65,26.97,25,10.37,14,5.81,107,44.4,12023
13,1,157,9,5.73,22,14.01,49,31.21,23,14.65,7,4.46,47,29.94,13001
13,2,140,12,8.57,24,17.14,46,32.86,14,10.0,9,6.43,35,25.0,13002
13,3,171,7,4.09,15,8.77,56,32.75,17,9.94,8,4.68,68,39.77,13003
13,4,174,23,13.22,21,12.07,41,23.56,29,16.67,11,6.32,49,28.16,13004
13,5,217,21,9.68,30,13.82,52,23.96,27,12.44,4,1.84,83,38.25,13005
13,6,199,10,5.03,40,20.1,67,33.67,25,12.56,7,3.52,50,25.13,13006
13,7,145,12,8.28,16,11.03,35,24.14,20,13.79,2,1.38,60,41.38,13007
13,8,137,13,9.49,17,12.41,43,31.39,15,10.95,2,1.46,47,34.31,13008
13,9,187,10,5.35,26,13.9,52,27.81,14,7.49,7,3.74,78,41.71,13009
13,10,167,8,4.79,29,17.37,59,35.33,29,17.37,7,4.19,35,20.96,13010
13,11,218,27,12.39,36,16.51,49,22.48,34,15.6,13,5.96,59,27.06,13011
13,12,171,13,7.6,28,16.37,43,25.15,14,8.19,13,7.6,60,35.09,13012
13,13,191,19,9.95,24,12.57,52,27.23,23,12.04,2,1.05,71,37.17,13013
13,14,172,16,9.3,22,12.79,41,23.84,26,15.12,11,6.4,56,32.56,13014
13,15,282,23,8.16,32,11.35,63,22.34,30,10.64,12,4.26,122,43.26,13015
13,16,128,9,7.03,15,11.72,42,32.81,10,7.81,4,3.13,48,37.5,13016
13,17,141,19,13.48,14,9.93,47,33.33,12,8.51,8,5.67,41,29.08,13017
13,18,141,17,12.06,22,15.6,41,29.08,18,12.77,9,6.38,34,24.11,13018
13,19,238,27,11.34,19,7.98,69,28.99,32,13.45,15,6.3,76,31.93,13019
13,20,119,14,11.76,17,14.29,42,35.29,17,14.29,4,3.36,25,21.01,13020
13,21,187,11,5.88,33,17.65,58,31.02,35,18.72,12,6.42,38,20.32,13021
13,22,166,10,6.02,29,17.47,62,37.35,24,14.46,5,3.01,36,21.69,13022
13,23,129,6,4.65,19,14.73,42,32.56,13,10.08,6,4.65,43,33.33,13023
13,24,164,20,12.2,15,9.15,53,32.32,18,10.98,6,3.66,52,31.71,13024
13,25,187,21,11.23,19,10.16,46,24.6,26,13.9,6,3.21,69,36.9,13025
13,26,159,28,17.61,14,8.81,57,35.85,15,9.43,3,1.89,42,26.42,13026
13,27,173,20,11.56,27,15.61,52,30.06,25,14.45,11,6.36,38,21.97,13027
13,28,147,15,10.2,22,14.97,38,25.85,13,8.84,8,5.44,51,34.69,13028
13,29,146,22,15.07,19,13.01,35,23.97,9,6.16,6,4.11,55,37.67,13029
13,30,166,9,5.42,16,9.64,47,28.31,22,13.25,11,6.63,61,36.75,13030
13,31,172,18,10.47,29,16.86,54,31.4,23,13.37,7,4.07,41,23.84,13031
13,32,162,15,9.26,27,16.67,47,29.01,27,16.67,3,1.85,43,26.54,13032
13,33,178,17,9.55,28,15.73,48,26.97,25,14.04,10,5.62,50,28.09,13033
13,34,236,16,6.78,24,10.17,74,31.36,23,9.75,13,5.51,86,36.44,13034
13,35,203,21,10.34,21,10.34,51,25.12,24,11.82,7,3.45,79,38.92,13035
13,36,122,10,8.2,16,13.11,27,22.13,9,7.38,6,4.92,54,44.26,13036
13,37,190,28,14.74,23,12.11,51,26.84,19,10.0,14,7.37,55,28.95,13037
13,38,158,12,7.59,29,18.35,53,33.54,19,12.03,6,3.8,39,24.68,13038
13,39,172,13,7.56,21,12.21,42,24.42,31,18.02,12,6.98,53,30.81,13039
13,40,171,22,12.87,12,7.02,41,23.98,16,9.36,8,4.68,72,42.11,13040
13,41,231,25,10.82,26,11.26,58,25.11,28,12.12,4,1.73,90,38.96,13041
13,42,183,17,9.29,26,14.21,68,37.16,21,11.48,12,6.56,39,21.31,13042
13,43,183,19,10.38,27,14.75,60,32.79,16,8.74,8,4.37,53,28.96,13043
13,44,177,16,9.04,19,10.73,42,23.73,26,14.69,9,5.08,65,36.72,13044
13,45,222,16,7.21,36,16.22,70,31.53,33,14.86,13,5.86,54,24.32,13045
13,46,209,26,12.44,18,8.61,49,23.44,25,11.96,9,4.31,82,39.23,13046
13,47,213,24,11.27,19,8.92,65,30.52,29,13.62,13,6.1,63,29.58,13047
13,48,155,11,7.1,21,13.55,53,34.19,29,18.71,4,2.58,37,23.87,13048
14,1,220,11,5.0,26,11.82,102,46.36,22,10.0,15,6.82,44,20.0,14001
14,2,267,22,8.24,35,13.11,76,28.46,27,10.11,9,3.37,98,36.7,14002
14,3,168,6,3.57,18,10.71,50,29.76,12,7.14,8,4.76,74,44.05,14003
14,4,171,7,4.09,24,14.04,72,42.11,17,9.94,7,4.09,44,25.73,14004
14,5,263,18,6.84,27,10.27,79,30.04,28,10.65,10,3.8,101,38.4,14005
14,6,121,5,4.13,6,4.96,58,47.93,9,7.44,2,1.65,41,33.88,14006
14,7,247,13,5.26,24,9.72,70,28.34,32,12.96,8,3.24,100,40.49,14007
14,8,215,14,6.51,20,9.3,51,23.72,15,6.98,5,2.33,110,51.16,14008
14,9,248,11,4.44,27,10.89,81,32.66,24,9.68,13,5.24,92,37.1,14009
14,10,130,10,7.69,10,7.69,27,20.77,15,11.54,5,3.85,63,48.46,14010
14,11,154,10,6.49,3,1.95,66,42.86,9,5.84,6,3.9,60,38.96,14011
14,12,183,13,7.1,12,6.56,41,22.4,29,15.85,8,4.37,80,43.72,14012
14,13,182,19,10.44,22,12.09,50,27.47,21,11.54,7,3.85,63,34.62,14013
14,14,211,12,5.69,19,9.0,66,31.28,17,8.06,1,0.47,96,45.5,14014
14,15,207,22,10.63,14,6.76,65,31.4,19,9.18,10,4.83,77,37.2,14015
14,16,151,17,11.26,23,15.23,38,25.17,15,9.93,1,0.66,57,37.75,14016
14,17,192,15,7.81,15,7.81,48,25.0,22,11.46,11,5.73,81,42.19,14017
14,18,95,5,5.26,16,16.84,21,22.11,12,12.63,3,3.16,38,40.0,14018
14,19,155,10,6.45,18,11.61,43,27.74,17,10.97,2,1.29,65,41.94,14019
14,20,146,26,17.81,11,7.53,29,19.86,23,15.75,3,2.05,54,36.99,14020
14,21,140,20,14.29,8,5.71,44,31.43,11,7.86,4,2.86,53,37.86,14021
14,22,253,25,9.88,20,7.91,74,29.25,29,11.46,6,2.37,99,39.13,14022
14,23,156,17,10.9,12,7.69,46,29.49,26,16.67,3,1.92,52,33.33,14023
14,24,243,20,8.23,24,9.88,94,38.68,46,18.93,11,4.53,48,19.75,14024
14,25,116,11,9.48,13,11.21,34,29.31,11,9.48,4,3.45,43,37.07,14025
14,26,154,14,9.09,18,11.69,40,25.97,8,5.19,11,7.14,63,40.91,14026
14,27,212,16,7.55,25,11.79,71,33.49,26,12.26,3,1.42,71,33.49,14027
14,28,149,12,8.05,12,8.05,41,27.52,10,6.71,9,6.04,65,43.62,14028
14,29,176,12,6.82,12,6.82,86,48.86,14,7.95,2,1.14,50,28.41,14029
14,30,115,19,16.52,14,12.17,22,19.13,10,8.7,2,1.74,48,41.74,14030
14,31,119,10,8.4,11,9.24,32,26.89,8,6.72,6,5.04,52,43.7,14031
15,1,174,12,6.9,11,6.32,39,22.41,18,10.34,13,7.47,81,46.55,15001
15,2,108,28,25.93,16,14.81,25,23.15,20,18.52,8,7.41,11,10.19,15002
15,3,126,38,30.16,15,11.9,29,23.02,22,17.46,13,10.32,9,7.14,15003
15,4,199,9,4.52,19,9.55,42,21.11,14,7.04,7,3.52,108,54.27,15004
15,5,145,12,8.28,14,9.66,38,26.21,12,8.28,3,2.07,66,45.52,15005
15,6,178,13,7.3,21,11.8,43,24.16,19,10.67,5,2.81,77,43.26,15006
15,7,100,23,23.0,12,12.0,24,24.0,23,23.0,6,6.0,12,12.0,15007
15,8,179,14,7.82,18,10.06,40,22.35,20,11.17,2,1.12,85,47.49,15008
15,9,225,17,7.56,21,9.33,58,25.78,14,6.22,6,2.67,109,48.44,15009
15,10,246,22,8.94,22,8.94,66,26.83,18,7.32,11,4.47,107,43.5,15010
15,11,204,16,7.84,19,9.31,54,26.47,19,9.31,6,2.94,90,44.12,15011
15,12,214,23,10.75,23,10.75,59,27.57,10,4.67,7,3.27,92,42.99,15012
15,13,190,14,7.37,17,8.95,47,24.74,17,8.95,15,7.89,80,42.11,15013
15,14,160,14,8.75,11,6.88,38,23.75,16,10.0,3,1.88,78,48.75,15014
15,15,151,14,9.27,16,10.6,37,24.5,15,9.93,1,0.66,68,45.03,15015
15,16,217,21,9.68,15,6.91,49,22.58,18,8.29,10,4.61,104,47.93,15016
15,17,126,34,26.98,23,18.25,23,18.25,15,11.9,14,11.11,17,13.49,15017
15,18,80,23,28.75,10,12.5,18,22.5,15,18.75,9,11.25,5,6.25,15018
15,19,162,30,18.52,19,11.73,33,20.37,17,10.49,9,5.56,54,33.33,15019
15,20,121,36,29.75,17,14.05,21,17.36,18,14.88,19,15.7,10,8.26,15020
15,21,118,29,24.58,11,9.32,21,17.8,26,22.03,12,10.17,19,16.1,15021
15,22,120,24,20.0,15,12.5,26,21.67,22,18.33,17,14.17,16,13.33,15022
15,23,117,26,22.22,12,10.26,24,20.51,29,24.79,8,6.84,18,15.38,15023
